Hybridization REF	TCGA-E2-A10C-01A-21R-A10J-07
SLC26A2	1.235
OTOP3	0.0895
WISP1	0.927111111111111
ATP2B4	-0.885333333333333
FLJ10769	0.97475
CRAMP1L	1.165
CHST12	0.324
RAB22A	0.324
TARDBP	-0.239928571428571
STAU1	-0.2875
CRB3	2.3245
MIG7	-1.131
CHMP1A	-0.366166666666667
ZNF160	0.012625
B3GALT6	-0.390875
BARX1	-1.4015
C6orf167	-1.495875
NXNL1	0.362
DHX29	0.438625
HADHB	0.07825
PLXNB2	1.336125
ILDR1	-0.27075
SLC15A3	2.849
GAS2	-4.9825
C20orf69	0.6665
NUMB	0.5685
TNIP1	-0.485875
MESP1	2.03416666666667
PSKH1	0.04175
NSFL1C	-0.234625
RHOG	-0.03175
HEY1	-0.717666666666667
KNG1	-1.610375
ITGAX	1.9508
LIN9	-0.703
CANT1	0.371625
XRN1	0.222142857142857
CCDC96	1.6695
HEATR6	-0.560166666666667
GNG7	0.0365833333333333
RUNX2	1.19975
SOX1	0.418333333333333
FCRL5	1.1274
ZNF99	0.0365
FAM9A	0.111
SNX22	0.690666666666667
MBNL3	-2.633
ODC1	-2.0488
ADORA2B	-2.62333333333333
NR2F6	1.1385
ZFYVE16	-0.0886111111111111
SYNJ2BP	1.859
POLE	-1.013
E2F2	-0.60275
THRA	0.665
PTGES2	-0.8315
HIP1R	0.283833333333333
TMUB1	0.151833333333333
ENO3	-1.81725
RSPH10B	-0.3135
CXorf39	1.26975
IRGC	0.323
GPR109B	-0.44325
FLJ13305	-0.154
LCE3A	-0.326
TNFRSF18	-0.0723333333333333
DET1	-0.77175
TRPM3	-0.0946666666666666
C16orf79	0.835
FECH	-0.689833333333334
RAP2A	-0.641
CRIP1	3.4555
AZIN1	0.010375
SLC7A7	3.58425
IL10RA	1.2767
TMEM64	-4.655
CDC42EP4	0.2673
C16orf58	0.7579
ARG2	-2.5925
POU5F1P4	-4.697
FAM62B	-0.2805
DNAH8	-0.6065
ASH2L	0.242
TSLP	-4.629
CNTNAP5	0.146333333333333
TMEM16C	5.14375
IFNA14	0.2835
SLC1A3	0.888125
CABYR	1.22625
BCL7B	-0.1517
NUDT13	-0.424833333333333
C13orf28	0.20625
C1orf53	-1.021
ARL6IP4	-0.2593
RPL35A	-0.796
EMR3	0.32175
RAB40C	1.28441666666667
SLC41A1	-0.551833333333333
LRCH1	-0.3
LY6G5B	-0.424
FAM124A	-0.272
MGC10981	-3.97416666666667
CLIP3	-0.278
MAP4K2	-0.156666666666667
CHIC1	-0.177
SULF1	3.69016666666667
C20orf30	-0.287928571428571
PRDM5	-0.780625
ELOVL1	-0.37475
C11orf48	-0.04425
SLC39A10	-0.6235
KCNV1	-0.053
ACP1	-0.859166666666667
ZMYM2	-0.349
B3GNT6	0.242
C9orf69	0.7175
C2orf15	2.42075
C20orf166	0.248
HSP90AA6P	1.0015
EDG7	-0.0905
NEURL	-0.831375
LPL	-0.1715
CLEC2D	0.113142857142857
GRRP1	1.34083333333333
CD8B	-2.1405
HIST1H3D	0.229666666666667
SLC6A12	0.3145
FAM27L	0.3595
CD84	1.9595
RASA1	-1.45
PHKG1	-0.5675
MAGEA11	-1.592
IMPA1	-2.3769
NPM3	-1.265
RARRES1	2.13725
SH3BP1	0.42625
B3GNTL1	-0.297
ARPC5L	-0.205333333333333
KLHL26	0.6525
SIM2	1.462875
GJC1	0.69
C20orf194	0.347
EXO1	-1.79825
SLC2A2	-2.271
LOC285074	-1.216
LRG1	3.37675
KIRREL	0.126
PIK3R1	0.621071428571429
C4orf34	1.34175
MAF	-2.29688888888889
ADCY4	3.582
ZMIZ2	1.5733
SLC46A3	0.270333333333333
STAMBP	-0.406
CCDC16	0.03175
MS4A12	-0.12
TCF20	0.508
LRRC46	2.253
C20orf152	-0.437
MRPS6	-1.5265
ABCB11	0.145
KCNC2	5.2355
CDH19	-1.9215
C9orf123	-0.6115
SSH3	1.302
LDLRAD1	0.9425
CCBE1	-1.12925
ZNF135	1.8015
TAAR1	0.3855
WFDC12	0.285
CCDC42	0.165333333333333
FLJ12529	-0.17425
PER1	-0.318333333333333
TIMM50	-0.195333333333333
SMARCAD1	-0.561833333333333
FAM26C	0.539
TP53TG3	-1.314
SH3RF1	1.9176
LMCD1	1.42275
GPR63	-0.6335
FLJ21986	-2.87575
AIFM3	-0.473
MICAL1	0.326333333333333
BLZF1	0.193833333333333
IQCA	0.111
PCDHGC3	0.1725
SAC	0.531
BCL6B	1.88616666666667
DDO	-0.439
MARCO	2.2895
DCHS1	0.400166666666667
C1orf170	0.6715
CD200R1	0.488333333333333
C22orf15	-0.127
SEPT11	0.4875
ADNP	-0.71375
UST	1.4609
C13orf34	-1.04483333333333
RFFL	0.470785714285714
APBA3	-0.408
C2orf60	-0.451625
CUTL1	0.6032
PMS1	-1.167375
ZNF689	-2.496
EIF3E	-1.37283333333333
IL9	0.0233333333333333
RPL31	-0.594875
LY9	1.1635
ATP2B3	1.29425
KDELR2	0.839208333333333
TFCP2	0.67625
NLRP12	-0.117375
FLJ45422	0.6995
TLE4	-1.4107
ZNF570	-0.0525
FLJ43806	-0.4435
TLK2	-0.234
CIR	0.99825
MARS2	-0.656
COL24A1	1.72325
SDF2L1	-0.103
HIBADH	-0.0578333333333333
IGFBP3	-2.54435714285714
C12orf23	-0.039125
PSPC1	-0.41525
C20orf43	-0.05825
TRAV20	0.034
ARHGAP24	3.130125
KIAA1975	0.80675
C1QA	3.5154
DNTT	-4.49616666666667
C10orf6	-0.462
C11orf41	-1.006375
HNRPF	0.67175
COL11A1	6.19683333333333
UBAP2	-0.134833333333333
CDKN2AIPNL	-1.212
C20orf174	3.16875
SPRED2	-0.36775
PLA2G12A	0.452
ICEBERG	-0.792166666666667
SCN10A	0.1485
C11orf65	-0.77875
GBP5	4.838
PITPNC1	-0.803666666666667
POU3F3	1.886
NCOA7	0.4445
LIN7C	-0.919
LOC348840	-1.26
NKX2-2	-2.65075
ANKRD13D	0.81925
LOC123688	0.017
FUT2	2.3225
TAAR8	0.309
FZD4	-0.12925
PNMA3	-1.45233333333333
OR4L1	0.252
WIT1	-2.0135
EXOC3L	1.4265
ATPBD4	-0.684
KRBA1	0.39
UBXD6	-1.5965
HOXB7	0.679785714285714
C7orf23	-1.356
UNQ338	0.02575
STAB2	0.4005
CDC20B	0.369
IRF9	2.947
CENTG1	0.0230833333333334
TNPO2	0.0545
MCPH1	-0.3995
BMS1P5	-0.38625
SLC26A7	0.45075
HIST1H3J	1.462
C9orf3	1.6031
LBH	1.902
MYO1D	0.567
PTDSS2	-0.4475
NFU1	-0.11925
DEPDC4	-1.77075
WNT7B	2.4309
GLP2R	-0.07
SETD4	-0.3799
DYNLT3	-0.7509
FKBP11	-0.197666666666667
SESTD1	0.400166666666667
FLII	-0.30475
RPS16	-0.2851
CHPF	-0.348166666666667
CSNK2A1	-0.149833333333333
SUMO1P1	-0.48025
FKBP6	-0.812
ZNF214	-0.226666666666667
TWIST1	0.646
DDX56	-0.710666666666667
TRAM1L1	-0.2448
EPO	-0.946
MRPS18B	-0.1395
ZNF682	0.827
RPL14	-0.915666666666667
MAFF	-1.49975
LOC51136	-1.085
LY96	-0.1735
DDX20	-0.60025
ABTB1	-0.3865
ARL5A	-0.14
CCT6A	-0.9715
HEPACAM	-1.60416666666667
EHHADH	-0.4445
RBAK	0.565833333333333
CGB1	0.00125
ITGB5	0.1359
YIPF3	-0.464
FKBP2	1.115
NR1D1	-0.9907
TMEM110	-0.5335
NEK2	-0.7395
PRAMEF8	-3.118
C20orf52	0.1045
PCDHGA3	0.1605
VWA3B	0.042
NDUFA5	0.016625
THAP9	-0.7075
FLVCR2	0.257666666666667
AP1S1	-1.55
SMAD6	-0.53975
SAV1	0.782625
SAT1	1.223125
ZNF251	0.846875
ADAMTS7	0.3478
RPP38	0.3145
C1orf211	-0.134
YPEL2	1.0152
RBMS1	0.12175
ZNF445	-0.0613333333333333
NRXN2	0.4565
PGBD4	0.083375
UGT2B28	-0.35125
WBSCR16	-0.0949
NLRC3	1.0515
ASTL	0.39125
ST6GALNAC1	-0.4665
ZADH2	-0.731
MLLT4	0.498916666666667
ARL6	-1.07266666666667
MEF2C	0.55575
CBFA2T3	0.1705
AFF3	1.25428571428571
COG7	1.05933333333333
MYB	-1.12266666666667
PLXNA3	0.4845
XRCC2	-1.43833333333333
MMS19	-1.093875
ST8SIA5	-1.217125
CHPT1	-1.73066666666667
KIAA1712	-0.682
OR6X1	0.671
ACTR3	0.439625
UGCG	0.73
OR4P4	0.149
ZAP70	-1.5795
LPP	0.17
ZNF485	0.7915
PTPRCAP	0.8715
IL12RB1	0.552
ATRX	0.0897
CHST8	-2.328125
C14orf109	-0.198
ARV1	-0.01075
NMB	-1.394
COX5A	-1.02866666666667
EIF6	-0.454
MPPED2	1.05583333333333
SEMG1	-1.434
CHRDL1	0.3915
TRAF3IP2	0.772
WNK2	0.0555
LILRA4	1.76216666666667
LAMA2	2.93725
PXT1	0.362
RLBP1	-2.67025
CD300C	0.06975
SLTM	-0.3025
FLJ10404	0.301875
APOBEC3D	-2.06116666666667
RENBP	0.429166666666667
ATXN7L1	0.532625
NID1	-0.65
TUBGCP3	-0.689375
ITIH5	0.167666666666667
CCDC110	1.58975
C8A	-2.688
MGC87042	-0.72425
HOXC13	1.9275
TFDP2	-1.42575
HCP5	1.536875
POLI	0.41375
UCN	0.4045
ZNF764	1.25466666666667
C8orf45	1.71175
FHL3	-0.7055
SPATA5L1	-0.724
MMRN2	2.22783333333333
NDST1	-0.000333333333333278
COL20A1	0.127166666666667
ZNF248	-0.284333333333333
PELP1	0.5395
MBL2	-2.35816666666667
RNF41	0.5885
C5orf24	0.36025
THOC5	-1.07
SERINC3	-1.444
RP11-151A6.2	-0.40125
CDCP2	0.08
HIST1H2AA	0.13475
C11orf75	-0.162666666666667
FKBP7	0.55525
DDOST	-0.6745
GPNMB	0.6495
TTF2	-1.191
KCNT1	-0.12
SLC39A14	-1.2605
NGRN	0.7985
GPR137B	1.04875
MECP2	0.815125
PSMA1	-1.027
C16orf73	-4.86675
TMEM60	0.00383333333333333
CSN3	-0.014
NOS1	0.346
RAB7L1	-0.0115
YBX2	1.6395
KIAA1166	0.423625
FUBP3	-0.126333333333333
ABCG1	1.6945
ACACA	-0.191833333333333
ARL11	1.8536
ATOH1	0.081
ODF1	0.25
CREB3L3	-1.453
TMEM127	1.27971428571429
DSCAML1	1.87675
PLN	1.277
LYPLA1	-0.516
PRDM9	-1.8535
SASP	1.20525
PLUNC	1.11683333333333
INTU	-0.3135
HISPPD1	-0.8545
LNPEP	-0.6255
YARS2	-0.565166666666667
APCDD1L	-1.16
ZCCHC4	-1.0913
FBXO22	-0.497166666666667
TTLL13	-0.1845
ZNF669	0.7235
PTGDR	2.46275
DDX27	0.0355
KIAA0409	-1.12483333333333
GJB6	-0.1865
ASB8	0.6115
PLP2	-0.521
MEPE	0.23575
OR10J5	-0.5845
KRT222P	1.706
COQ7	1.185
C1orf101	0.24675
RERG	2.8386
CHMP5	-0.45525
THAP11	-0.60225
ZNF43	0.320166666666667
ZRANB3	-0.995166666666667
KRT13	-0.863625
MRPL19	-0.37075
RBBP9	-0.421125
SPATA17	1.084875
BXDC5	-0.476166666666667
PAFAH1B1	-1.43916666666667
MAGEE1	0.1095
OSTF1	-0.149
KIAA0323	0.298833333333333
TXNDC13	0.3405
CNTN4	0.10275
LCE1B	-0.1595
UNQ501	1.19875
ZNF154	0.1205
C3orf64	-0.6945
SYT5	0.3236
PON1	0.0813333333333333
FLJ10357	-0.303875
ATP4A	-1.2435
GNPDA1	-1.20716666666667
MGAT1	0.535666666666667
C14orf121	0.31425
SLC35B2	0.14625
MIER3	-0.221333333333333
CHEK1	-2.61975
ZNF8	0.4815
TXNDC1	-1.14283333333333
CKB	0.6512
RTN3	0.465571428571429
FZD2	0.749666666666667
PART1	0.130125
PSMB6	-0.09775
PCDHB8	-0.5085
PHC3	0.1296
PPP1R8	0.0946666666666667
NOVA2	1.08
TNFRSF11B	-4.199125
GOLPH3	1.16783333333333
UBLCP1	-1.079
SUHW3	-0.67025
TTLL1	1.222
OPN4	0.4935
OR13G1	0.1865
ZPBP2	0.282833333333333
HSD17B11	-2.117875
C9orf50	0.3365
DHDDS	-0.225857142857143
CTSW	1.4338
NEFM	-2.5065
MRPL28	0.32275
SYN1	1.18516666666667
PIGV	-0.717833333333333
ZIM2	-0.7535
APBB1	-0.902333333333333
SND1	0.14525
C1orf123	-0.576333333333333
CHD3	-0.54625
BHLHB8	0.39025
RNASE2	0.467666666666667
BCAP31	0.8165
SLC25A44	0.595166666666667
CHD6	0.765
PIB5PA	1.82884615384615
SELS	-0.16875
LOC541471	-0.197125
FAT2	-0.394
ZNF81	0.4055
OR4C16	0.371
FLJ10081	0.0583
LRRC4	1.7475
CS	-0.916666666666667
N4BP2	-0.026375
IGFBP7	1.32025
ZNF318	-0.0421666666666666
NDNL2	0.509
ZNF609	0.8385
SIRT4	-0.129
EXOSC10	-0.0985
ECE2	-0.264166666666667
OVGP1	1.57025
GTPBP3	-0.19225
PACS2	1.2364
C19orf36	-0.479166666666667
ARL4C	-0.378125
ATG4B	0.163875
UBQLNL	2.236
RHOXF2B	-3.5405
PLEKHG2	-1.311
GALR1	-0.4765
AQP4	0.286333333333333
HDAC7A	0.610166666666667
DCUN1D3	1.16525
OR8A1	-0.018
CCRN4L	0.19125
CBR4	-0.800666666666667
KIFC1	-0.424833333333333
SLC7A14	-1.0795
LHX5	-0.3395
TRPC7	-0.3915
LPXN	-0.2815
SERPINA1	-1.7415
RPS13	-1.6217
BPIL3	-0.109
PRKAA1	-0.9595
FADS2	0.9236
ENAH	0.82825
PRO1768	-1.169
APBA2BP	0.257
LIPH	1.3795
C3orf33	-1.5805
RCC2	0.298428571428571
ALDH1A2	-3.1603
RNF103	1.818
AHCY	-0.937125
ALG12	0.623
CCL17	3.05575
ZNF543	1.15433333333333
ESRRG	2.0831
CNGA1	-0.34525
RDH5	-0.879833333333333
OTX1	1.0534
PTGFR	-1.15333333333333
CDR2	1.247625
SELE	2.7655
NLGN2	-0.593333333333333
EXOSC9	-1.31775
ZNF566	-0.21
KLRC2	-4.1075
GPR12	0.7685
KIAA0196	0.94725
PDRG1	0.144
SSR3	-0.726857142857143
MSI1	-0.5285
CST9	-0.1955
CC2D1A	0.194625
PLAGL1	-0.559777777777778
ZNF778	-0.2615
RNF2	-0.102625
KLF6	-0.198
THBD	1.05466666666667
tcag7.1314	1.481
NR5A1	0.238333333333333
ABCD2	0.1305
DNAJC7	-0.75225
CLEC4C	-0.3025
TM2D3	-0.927875
CCDC4	-0.5745
PLAC2	1.81575
DCD	0.3675
FAAH	1.402375
POLA1	-0.117
TM7SF2	1.172375
FLJ39822	-1.42516666666667
FLOT2	-0.569625
MAP4K1	0.0488333333333333
SRP68	-0.5885
C21orf74	0.066
ARPC5	0.237
LOC126075	2.1395
HECW2	-0.0715
ZDHHC4	-1.162
ANKRD42	1.1501
PDE9A	-1.47033333333333
ABCA8	-0.04275
NDUFS2	-0.90025
UBR5	0.210875
BTBD16	-2.55025
LOC554174	0.067
ZNF20	0.4415
KIAA1843	-0.002
WDR17	-0.4375
C15orf33	-0.961
RNF113A	0.377
CAMKK1	-0.4615
CLCN2	-0.40775
ANXA6	-0.616
LOC340069	0.0195
EMID1	0.832625
DPM3	0.357583333333333
ELA1	-0.151
SLC25A13	-0.4508
KRT24	6.4195
SMPD1	-0.598166666666667
TH	0.02175
COL6A2	0.0172142857142857
ANKS1B	0.66275
GPR126	-0.9713
ZC3H12A	0.520333333333333
TMEM47	-1.05583333333333
C2orf51	-0.1115
C1orf88	2.41233333333333
HSF2BP	-0.6565
AKAP10	-0.28875
RPAP3	-0.585
KLHDC8B	0.407
STOM	0.0449
MUPCDH	0.1775
C10orf72	-0.520125
PLEKHA3	0.298333333333333
TCP11L1	-1.0475
CWF19L1	-0.206375
SPEF1	1.774
YSK4	0.57575
ELN	1.0398
SAMD8	1.80316666666667
MPI	-1.41966666666667
MEPCE	0.0953
ABCC3	0.189625
NANOGP1	-4.025
KCNK17	-0.4115
HLA-DMB	4.43683333333333
RRAGA	0.41125
ANGEL1	0.34575
RBM32B	0.101
CPN1	-3.085
MGC52282	-0.1364
HLA-A	1.977
OR9G4	-0.108
EDNRB	-1.69775
SCD	-1.90957142857143
C14orf80	0.490833333333333
BAGE2	1.7845
RABL4	1.6415
RCVRN	-0.564
SHANK1	-0.3045
NLRP7	-2.962
CD226	0.967
STAT3	1.091375
SYNJ2	-0.2035
TPCN2	-0.184833333333333
WDR36	-1.60583333333333
MBD4	-0.25275
ROBO1	-1.0212
ST3GAL6	-3.65725
SLAMF8	2.887
ATN1	1.16816666666667
GPR141	0.155
KRT36	0.2345
TPH1	-0.025
DDX52	0.07325
ZSCAN29	-0.159
TRPT1	0.776
DPEP3	0.5855
DENND4A	-0.927625
TSPAN16	0.039
PTCHD2	-0.3735
LOC145814	-0.5605
CAP1	-0.364333333333333
EIF5A2	-1.8966
NT5DC3	-1.641125
SEPT9	-0.512125
SEZ6L2	1.651375
EGFLAM	1.6865
VPS11	0.541875
NDUFB5	-1.4075
CIDEA	1.197
IER5L	0.92425
N6AMT1	-0.804
FAM83C	-0.0205
OXR1	0.931416666666667
IRX1	-0.008
DGKB	-0.174333333333333
GCN5L2	-1.392
MIR16	1.717625
FBXW9	-0.56925
WDR4	-1.36883333333333
PDC	0.0455
VPS33B	-0.0405
HEXB	-1.15625
FLJ32214	0.847
TCEB3	-1.3965
CRLF1	-3.391
ABI3BP	0.771
C8orf22	-3.86575
PYCR1	-0.2665
KIAA1706	-0.11075
CDK5R2	0.88275
WAS	0.441
C12orf60	-0.63975
CCBL2	-1.178125
MADD	-0.60975
C5orf34	-1.26275
WDR42A	0.344
KLF12	-0.432
HSPA1A	2.49825
ITM2C	-1.81016666666667
DAPK2	2.1485
LOC442590	0.405
SUMF2	-0.02825
CENPA	-1.50923076923077
TMED5	-2.00325
CDH6	-1.335
BRP44	0.69525
THG1L	-1.22875
GABRA2	-1.90275
C14orf166	0.53325
MYL1	-1.21216666666667
TNFSF18	0.6505
PAP2D	0.134
PPIB	-0.403
KLHL4	-0.282
SFN	-0.128166666666667
CCDC127	0.047
FRAP1	-0.508
GOLGA5	1.472
SDCCAG1	0.772375
MGC21675	0.385666666666667
C10orf95	-1.0425
KIAA1345	-0.302
C1orf163	-1.914
LACE1	-0.153
OR10K2	0.104
CENPN	-1.617
TMED2	-0.8335
UGT1A6	-0.878
ANG	0.3175
U2AF1	-0.526666666666667
CASC2	0.6365
NMT2	-1.68466666666667
OSGEPL1	-0.437
DFNB31	-0.332
SLC6A20	-0.003875
DKC1	-0.71425
FXYD4	-0.7575
WDR64	0.3265
MGC5590	0.32
CREBZF	-0.568
DAZ1	-0.54525
PRPSAP1	-1.23
GCHFR	-0.8425
TTC7A	-0.544375
LOC196993	0.75675
UBD	2.03516666666667
S100A1	0.50025
RPL6	-0.301833333333333
DNAJB6	0.66315
NAGS	-1.0573
C2orf58	0.3715
KERA	0.309333333333333
MT1X	-0.5249
UBE2B	-0.267
KEAP1	0.05575
MST1	-2.861
OMA1	-0.0995
ABLIM2	0.04025
BCL2L13	-0.50375
JAZF1	-0.796833333333333
TMEM63B	1.2395
S100A8	0.0355
ARFIP2	1.00775
UROS	-0.40025
KHDRBS2	-0.024
POLQ	-1.514625
SOAT1	-0.903
SPAG4	-1.03325
MRPS30	-1.72
LOC494141	-1.136
OR2T11	0.37
ORAOV1	-0.9149
ZNF184	-0.179333333333333
TCEB3B	-0.276166666666667
ADAM21	0.142
GDPD1	0.8095
SPINLW1	0.07025
PRR14	1.13133333333333
KCTD9	-1.0392
NUDT3	1.19575
KIAA1822	0.6989
HIST1H4K	1.127
DFNA5	-2.80425
GABPA	-0.9075
C14orf44	0.81725
POLB	-0.323375
PTAR1	-1.69475
SEC31A	0.9349
TRIM58	2.2595
TAS2R14	0.285
VPS8	-0.05425
H1F0	1.25483333333333
PRKCB1	-1.92716666666667
UGT2A1	0.274
TOR1B	0.12275
LSS	-1.85025
C2orf19	0.157
HNRNPC	0.478
TMEM100	-2.353
LOC116349	0.19075
OR51M1	0.625
CCDC142	-0.14475
ISG15	2.479875
ZCCHC14	-0.11225
CREBL2	0.521125
TGDS	-1.626
DC2	-1.27525
CACNA2D3	-1.9755
ZNF429	-0.129
LYPD6	-2.60733333333333
SUCLG1	-0.541666666666667
OR51I1	-0.422
MAGEH1	0.514
PRPF40A	0.341
SMR3A	0.687
SPINK2	1.927
THAP2	0.55525
NPY5R	-0.481875
IRF4	-2.141
SPESP1	-1.839
OR10S1	0.269
DTD1	-0.76525
TUBE1	-1.5555
DDX19A	-1.4955
PDPN	-2.14875
TMEM34	-0.122333333333333
MGAM	0.1045
COL3A1	5.04144444444444
GFM2	-0.3728
OR5A2	0.7495
PSG9	0.1185
ARHGEF11	0.436
IVNS1ABP	-0.64825
SIGIRR	0.9585
DUSP19	-0.663
DNAJC14	0.1994
ACSS1	1.309625
IL1RAPL2	0.5505
C4orf30	-0.497
SEPT4	1.35175
LANCL3	-2.35175
SPAG17	3.305
PRDX3	-0.893875
HNF1A	-1.380875
P4HA2	-1.297375
RFWD3	-0.629333333333333
MOV10	-0.1235
DNAJA5	0.417357142857143
LOC729440	0.16525
LOC200383	0.12475
SMC2	-2.624
MIXL1	-1.40216666666667
TMEM9	0.16125
FAM86A	2.2335
ZNF174	1.4197
MYH14	-0.20175
CCR8	0.603
VPS37C	1.669
GPATCH1	1.0165
B3GNT8	2.808
TBX4	-0.168
CNR2	0.539666666666667
PCDH1	0.79475
C5orf29	2.63475
OCIAD2	2.14375
PLCG2	0.54575
KIAA0247	1.986625
HRH3	0.0523
CAPN13	2.783125
CCR1	-0.4753
MGC15523	0.2695
UVRAG	1.26033333333333
DNAJA2	-0.830166666666667
ITGA2B	-0.417166666666667
CLDN5	3.426875
PTPRN2	1.48285714285714
ZNF512	-0.8655
PSAP	1.02257142857143
CCDC140	-0.733
LRRC55	0.0625
CYP26C1	0.2425
C8orf47	6.456
LYN	0.017625
DUSP6	-1.05633333333333
TGFB3	3.25473333333333
ELK1	0.1074
PCDH11Y	0.0771666666666667
HGD	-1.142
C17orf58	0.7605
MYO3A	0.6965
SERPINE2	-2.9625
AARSD1	-0.531375
C14orf73	-1.44775
ADAM33	-0.21025
ZNF491	0.31
MAPK6	-1.19766666666667
TCN1	-0.978833333333333
SLC24A6	0.766
UBE2R2	0.543
H1FNT	0.82725
TATDN2	-0.0856666666666666
LILRB1	1.719
P2RY5	0.3205
NUCB2	1.7555
C2orf37	0.37875
SNX27	1.21983333333333
MTA3	1.232
FOXO4	0.587625
ID4	-1.497
SOX5	-2.523
PXMP3	0.247
OR52M1	0.2195
SFT2D3	-0.3535
INA	-2.76483333333333
MCOLN1	0.16275
NFIX	1.081
CLEC14A	4.6305
HIBCH	-0.749333333333333
PLA2G5	1.2055
TIMM10	-0.199666666666667
MED17	-0.4349
COL4A4	-0.1235
TPP1	-0.3805
GJA3	-1.65583333333333
TMPRSS5	-1.13425
AADACL3	0.868
DNMBP	-0.563
ENPP5	2.00266666666667
NQO1	0.0282
ZSCAN2	0.086375
SEC24C	-0.624166666666667
GTF2A1L	0.029
AXIN2	-0.802
FAM33A	-1.07708333333333
C16orf13	0.518875
SPNS2	1.47025
TAF1	0.3295
AP1G2	1.02416666666667
RBM42	0.898333333333333
HCN2	1.186
EFHB	0.234833333333333
RUSC1	0.216333333333333
GRIK5	0.1375
USP21	0.228166666666667
ATAD3C	1.211
ORMDL2	1.529625
PRSS7	-2.74225
PSAT1	-3.65575
FLJ13195	-0.669333333333333
TBC1D1	1.0095
IFNG	1.98525
OTOS	0.414333333333333
ZNF773	0.925333333333333
EMD	-1.029
RETN	0.08925
CCL8	2.1105
APH1A	-0.830125
COX18	0.565875
GTF2IRD2	1.10025
CCDC82	-2.47166666666667
PAFAH2	0.3251
NPEPL1	-0.6245
RP11-114G1.1	-0.3485
TP53INP1	1.373625
ZNF300	-0.036
FOXL2	-3.076
LARP2	0.613916666666667
LATS1	0.00849999999999999
HTR6	-0.0615
SPOCK2	1.55166666666667
RNF144B	3.20616666666667
HTATIP2	-1.110375
MGC10334	0.467916666666667
CENTA2	2.53283333333333
FGF2	-3.1265
FXYD7	-0.07125
PHYHIPL	-1.873
GPR34	3.0065
DDX6	0.569666666666667
OR10W1	0.2205
LHFPL1	-0.1405
ZNF313	0.0816428571428571
VPS28	1
AP3M1	-1.1134
AKR1CL2	-1.0985
TRAF4	0.94875
OR2B11	0.564
C19orf12	-0.344
AKAP9	0.224
C1orf62	0.014
SLC20A1	-0.5703
FAM112A	0.36875
LDB2	0.68175
MRPS23	-1.2215
KLK5	-0.596
SPTB	-0.3431
EFEMP2	-0.05225
EFNB2	2.004125
PCM1	-0.104357142857143
NMNAT3	-0.647
TSG101	-0.207833333333333
C8orf40	0.553
NOB1	-1.766
ABHD3	-0.31225
GTF3C4	0.14875
PIGN	0.251666666666667
GALNTL1	1.6805
AEBP1	1.32175
OR9Q1	0.4325
ANKRD2	-0.340875
CCL28	0.72075
TRIM38	1.11033333333333
TMCC1	-0.0744166666666667
SMG5	-0.175
LRRC7	-0.6395
NCAPD2	-1.01266666666667
C6orf153	-0.84325
C1orf74	0.18675
OTUD6A	0.3475
DCP2	-1.5285
TMEM24	1.57975
RPL18	-0.402166666666667
TMEM177	-0.18325
LRRC37A3	2.01675
C1D	-1.17733333333333
LDHC	-2.7815
UBE4B	-0.263
NIT1	0.61225
BTN3A3	0.65325
RASD1	0.792375
COMMD3	0.19375
SHFM1	1.49375
BIRC8	-0.0615
DUT	-0.497
C12orf51	1.359
LRRC59	0.1805
LY6H	0.8495
WDR22	1.39208333333333
EDEM1	-0.256714285714286
ADH1A	1.8955
PANX2	0.0963
CYP11B1	0.53975
CDC73	-1.25875
GPR172A	0.85625
GSTM3	1.20438461538462
KCNA5	-0.04475
SERAC1	0.112333333333333
NFATC2	0.0205
ANAPC5	-0.7817
C15orf24	-0.3085
NFATC2IP	-0.00891666666666668
TNRC6C	0.67
MGC102966	-3.394125
FGD5	0.759
MED9	0.09325
RAB13	1.0825
C15orf49	0.24
CRYGS	-0.5836
C12orf53	-0.7723
LOC283693	-0.1165
COX6B2	-0.079625
PHF14	0.17925
FAM3A	0.08
RPL13	-0.9396
PRDX2	-0.0919
FLJ34047	-1.46775
PRMT3	-1.41275
KCTD19	-1.4465
TRIM10	-0.3455
MGC26597	0.198666666666667
GCNT4	0.05325
GPRASP1	0.60675
CDKN1C	-1.91458333333333
RHBDL2	1.3585
HSPH1	0.16525
AQP1	2.980875
COL17A1	-2.9708
GFAP	0.291875
CDC16	-0.8475
KIAA1614	-0.4515
C6orf118	0.136333333333333
ZSWIM5	0.571
FAM83F	0.45675
LYNX1	0.3744375
SYNPR	-0.19925
XG	2.9915
PRSS16	-0.526
KIF13B	1.782
PCDH9	-0.769875
HIST1H2AH	1.72816666666667
RBM18	-1.018
ZNF626	0.480375
HEXIM2	1.39183333333333
ITFG1	-1.4955
TUBG2	-0.6745
SFRS7	-0.377916666666667
C9orf14	0.553
EXTL1	-1.44925
GBP3	1.99716666666667
WDR5	-2.007
RARG	0.864
MYO7A	-0.154625
CECR6	0.4375
C13orf3	-1.05025
SFRS18	-0.148
ACVR1B	0.530833333333333
PSMD1	0.188
C7orf31	-0.896666666666667
ILVBL	0.0855
IFNGR1	1.18275
RNF186	0.38125
NOL9	-0.70675
MAGEL2	-0.20275
SLC29A2	-0.67625
NHSL1	0.18575
RBMX	-0.506
PSORS1C2	0.533125
RAD51L3	-0.75325
LCN6	0.2375
ORAI2	0.044375
BRUNOL6	1.2414
