Hybridization REF	TCGA-A8-A07F-01A-11R-A00Z-07
TMEM112	0.9435
MAP1B	-1.33707142857143
NVL	0.57475
PKM2	-1.59615
ARC	-0.68075
NUP54	-0.266
PPFIBP2	2.6915
STAT2	1.222125
PTAFR	2.3665
ROBO2	2.202125
RNF40	0.344
CCDC135	-0.495666666666667
IFT81	-0.211
MORF4	-0.54725
TM7SF3	0.555125
OR10H3	0.556
ABP1	0.37825
CHRD	1.264625
PLEKHA8	0.591666666666667
NCALD	1.63125
OR5AK2	0.2975
ACCN1	-0.138666666666667
SLITRK1	-0.3195
ARMET	-0.0735
C9orf52	0.9035
REEP4	0
MTSS1	-0.387125
ADH1B	1.09816666666667
DLD	0.41
CDK5	0.045
PPFIA1	0.083125
WFDC3	1.24075
DNAJB12	0.825357142857143
RANGRF	-0.1285
MLANA	-4.20975
AMY2B	-0.0360000000000001
KIAA0319	-2.836125
RPS7	-1.37
JAK3	0.0286
ARFGEF1	1.784
CXCL5	0.609166666666667
TRAPPC4	0.8895
CETN2	1.28525
HSPC111	-0.43525
RHOBTB3	-1.4677
PHLPP	-0.494
RGS10	1.36075
TMEM58	0.97725
CHERP	-0.129625
HSP90AB3P	-0.590166666666667
FSTL3	-0.2855
PEX11A	1.70425
OR5V1	0.692
FCN3	1.23325
PTPN3	1.717375
NPTX1	-5.20925
C21orf84	-1.8005
C11orf51	-0.103125
ZBED2	1.997
FLJ90757	0.99525
NPY2R	1.273
PLD3	0.21475
SYT17	1.48933333333333
SGSM2	-0.335
OR1A2	0.31625
FOXP1	0.203375
SLC5A1	0.52675
POFUT1	-0.3396
EPHB6	-2.8845
MYO1G	-1.618125
STAC	-2.2926
KLHL17	-0.415833333333333
RGMA	-0.3225
TJP2	0.3856
FAM114A1	0.459
SERINC1	1.17325
SLC9A8	-0.325
PEX19	1.042125
EDN2	3.55125
PSMD7	-0.484222222222222
C3orf41	-2.143
UQCR	-0.151125
PPP1R3C	-1.795
LRP4	-2.57683333333333
TM2D1	-0.3385
TTC17	0.2991875
C4BPB	-3.65225
CCL25	0.3785
ZNF253	0.328333333333333
CHRNA9	-3.77125
SOX11	1.349625
HIVEP3	0.4835
CGN	2.52158333333333
C3orf35	0.416625
PKD2L1	4.30225
SYVN1	0.175375
PDE8B	0.3805
LOC439951	0.6305
LTC4S	2.212
MIF4GD	0.702
SMARCA2	0.901125
TUBGCP6	-0.293333333333333
CABLES1	0.49
C16orf77	1.10283333333333
ZNF791	0.07075
FUT5	-0.1015
ADH6	-2.9145
P4HB	0.045
CLDND2	-1.2845
ALKBH8	0.34525
PLAC4	-1.84175
F11R	1.22421428571429
MGC35295	1.56816666666667
PDZD4	-0.392
LOC389073	0.086
FAM80B	-0.2675
PSMB1	0.193625
TXN	-0.00783333333333334
VIPR1	1.206
WBSCR18	0.5586
EXOSC6	-0.491
ACTA2	3.76733333333333
SP5	-0.304833333333333
ANKRD1	-3.205
DDR1	2.604
ATP6V1D	-0.29525
PTGS1	-0.576583333333333
RNF157	-1.4985
DCC	0.4995
SPAG7	-0.123
FBXO18	0.04975
UBE3C	-0.2032
HOXC6	0.74075
LRP2BP	0.147333333333333
MYST2	-0.02675
PDSS2	0.9115
ATE1	0.38525
ARAF	0.233
KLF10	0.40975
PLA2G2E	-0.11825
ASCL1	-1.16366666666667
TSNAXIP1	1.8805
FAM131B	-0.402
IFNA10	0.2955
NUP43	-0.52625
FAM44B	-0.0635
L1TD1	-4.30866666666667
NMD3	-1.324
C18orf54	-1.4776
PHOSPHO1	0.42
RAG2	-1.756
EMILIN3	-0.3675
METTL3	-0.16125
VPS13C	0.71925
REXO2	0.30625
ANXA4	-0.25125
CA1	-1.64433333333333
DCP1B	0.656
TULP3	-0.287166666666667
ATP2A2	-0.229571428571429
ATIC	-0.46675
ADAM15	0.175666666666667
NPL	1.96933333333333
LGR4	0.604875
UEVLD	1.6825
GAB1	2.148
SNAI2	-0.195
ZGPAT	-0.3119
SNF1LK	-0.320375
DLEU1	-1.9565
UBE2Q1	0.938375
ZMYM6	-0.1071875
JPH3	-2.39533333333333
FAM38A	-0.47425
PXK	-0.0825
DENND2D	1.7725
BAX	-0.715083333333333
CP	-4.97472727272727
RPL37	-0.7074
G6PC3	0.445875
NCOA4	-0.089
LRRC14	0.425875
GORASP1	0.75275
FCHO2	1.018875
CYP24A1	-3.5231
FXYD3	1.377
SMARCAL1	0.382
ABCB8	0.722
CCDC44	0.3375
PRDM7	-4.399
USH1C	-1.18175
DNAH5	1.01116666666667
SRF	0.033
MAL2	2.10416666666667
PGPEP1	0.04775
SIN3B	-0.3945
SEMA3C	1.69166666666667
GRAMD3	2.57775
FBXO10	0.501875
OR5D13	0.745
FLJ31818	0.236875
CACNA1I	0.00987500000000005
S100A13	0.257
TP63	1.78664285714286
ANXA11	0.299
WDR66	2.13725
CSF2RB	0.4795
IFI44	0.45875
DACT1	1.66383333333333
ANKRD23	-2.02725
ATP5G1	-0.494166666666667
C21orf70	-0.454
PPWD1	-0.7325
DNAJC13	-0.2445
PAH	-5.60266666666667
PTCH2	0.7005
TRMU	-1.13
CCDC9	0.385
USP3	-0.4661
DCLRE1C	0.00729999999999997
FAM55C	-0.6355
FRMD4B	1.159
CYP2R1	0.96825
RFPL1	0.2317
XPO5	-0.19975
ARL6IP2	-0.0175
OSBPL5	1.114
MMP9	3.57881818181818
KIAA0802	-0.919625
DHRS2	-3.25583333333333
SGEF	2.017375
TXNDC10	0.0473
EXOC6	1.8735
RPS27	0.8065
PNCK	-1.22733333333333
FSTL1	-0.6595
AACS	0.05675
SLMAP	0.371333333333333
SAMD4A	-0.4192
ABRA	-0.2125
SMARCD3	-0.4315
PKNOX2	-2.903
A4GNT	-0.394
C9orf39	-0.838833333333333
RALYL	0.715
MGC33556	-2.7005
C10orf25	-0.786
BBOX1	4.66575
NHEDC1	1.4875
XDH	-2.009
GCSH	-1.145
EDN1	1.58766666666667
MTERF	0.064
CLK4	1.2165
ZNF799	0.706833333333333
KCNG1	-2.083375
CXCR4	0.701333333333333
PTPRR	-1.11075
IRAK1	-0.170875
LOC401397	-0.011
TMSB10	1.05721428571429
CXCL3	-3.2699
TMC4	2.048
OR7A10	0.0765
STYK1	2.62875
CHRNA10	0.6025
CCNI	0.594
EP300	0.391642857142857
LOC165186	-0.207333333333333
HIC2	-2.7395
SDR-O	0.4005
OR2W1	0.629
KCNA6	0.3445
TRIM74	-1.7835
REEP6	1.06025
ATP5G2	0.24625
ERG	0.596125
TMEM42	0.4255
PARN	0.136333333333333
SOD2	0.269875
DIRAS1	0.113166666666667
PNPT1	-1.77575
JOSD3	-0.9485
hCG_40738	0.1035
PDE1C	-2.653
SEMA4D	-0.049875
AGPAT1	-0.0421666666666667
NOSTRIN	0.981125
MAP3K3	-0.427833333333333
MAX	0.2255
CAPS	0.924666666666667
SERPINA12	-0.1745
OSBPL8	0.127375
RICS	1.8282
NR4A2	-1.26233333333333
PPCS	1.04016666666667
LONP1	-0.466
SCYL3	1.7945
HERC2P2	-1.898
FIBCD1	-0.81
C15orf41	-1.05475
DMC1	-1.92166666666667
C20orf27	-0.8695
RPS6KA5	-0.2402
FAHD1	0.573666666666667
SLC12A4	-0.126
BRCA1	-1.12916666666667
GBL	0.145
SLK	0.427833333333333
NUDT9P1	-1.6015
NOXO1	2.773
USP52	-0.70675
BAZ1B	0.718125
SLCO2B1	2.984
BBS12	1.23783333333333
LRGUK	0.670333333333333
TERF2IP	-0.21275
COL1A1	4.9275
KIAA0090	0.076875
GRK5	-0.3015
AP1S2	-0.5237
TMEM52	0.416
CA11	-0.980625
OR4A15	0.385166666666667
ACBD3	1.9848
SPAG11B	0.33425
PRDM2	0.8761
FOXP3	0.08225
SMYD3	-0.2727
LOC389199	0.558
LGI2	1.215
NAPE-PLD	-0.0727
ANKRD6	1.109
WDR45	0.491166666666667
SHROOM1	-0.8165
PSCD3	0.651
PYY	1.072
KCNC1	-1.5315
ARHGEF9	0.8834
OR8J1	0.23225
GPR55	0.218
NS3BP	-1.0085
C10orf22	0.141333333333333
NAT8L	-2.34875
DUSP4	0.1855
FOXM1	-1.77533333333333
GRAMD2	1.0779
ZBTB48	-0.0815
BUD31	-0.2235
PABPC5	0.8855
CCDC41	0.46325
FBXO11	-0.425
C6orf148	2.07175
RFXAP	-1.42875
C6orf15	-0.420833333333333
CDK8	-0.585666666666667
C6orf70	0.999625
TESSP2	0.7405
ALG2	0.65175
PPP1R3D	0.50375
TPM3	0.6525
SYT13	-3.634
EPB42	-0.787166666666667
CETN3	-0.289
PRY	0.037
NTHL1	-0.00733333333333333
POLR2B	0.261
RPS28	0.0673333333333333
P2RX3	0.44075
LYZL4	1.12475
WBP4	-0.3481
PMM1	-0.846
C11orf79	0.77225
CBLL1	-0.2805
IL1F10	0.234
VAX2	-0.31
SETDB1	1.14883333333333
LRAP	-0.728
GCLM	-0.9495
CPEB3	1.0545
PPM1A	0.68425
INTS1	-0.11125
CAMTA1	0.3275
SAMSN1	-1.2635
LOC158830	-1.89533333333333
GMPPA	-0.573625
AIPL1	0.3805
IL24	0.865666666666666
BDKRB1	-3.13333333333333
MLF1	-0.1019
TAF12	0.299
ID1	-2.45825
THADA	-0.4305
PIK3CB	-0.90525
OR4N5	0.2365
TBC1D17	-0.0158333333333333
COX8A	-0.07775
CDCA4	-0.918
C2orf44	-0.79
ZNF534	-1.50125
IMMP1L	0.74075
NIPSNAP3B	1.26325
FTMT	0.77025
PWP2	-0.278
MMP15	-0.3834
DNAH11	-1.63075
MTMR14	-0.06275
DNAL4	1.2365
IPP	-0.42725
TMEM59	0.330875
C1orf157	0.9315
RGS4	1.872
DDX18	-0.724333333333333
SNX6	0.0795
ZNHIT2	1.304
NCDN	-0.0541666666666667
FLJ33534	0.45925
RAG1	-1.6675
OR4D10	0.5
PTPN5	-0.218333333333333
POMT1	0.9775
LRRC8A	0.9321
CYP1A1	-1.365
CAPN1	0.3835
DDHD2	-0.275375
GRIK2	-0.08625
GNRHR	0.492
PPBP	0.3545
HTR3A	-0.644125
SLITRK4	3.77975
ANKRD49	0.75675
BTF3	-0.3102
SARS	-0.55975
C13orf18	-0.0633333333333334
CACNB1	-0.442857142857143
QKI	0.803954545454545
SETMAR	0.43675
MAN2B1	0.861333333333333
EML3	-0.7355
ACADL	-0.798666666666667
OFD1	-0.158
DEFB114	0.308
CGA	-3.987
PEX16	0.838666666666667
LRRC10	-0.2735
GNG12	-0.4555
C1orf152	0.0636666666666667
CHRM1	0.8695
CD53	0.825625
DBH	-0.5025
TFAP2B	5.0285
HIST1H2BJ	-1.27166666666667
FAM46D	-1.605
TMEM11	0.32625
C3orf32	-3.62425
PCCB	0.00825
IPO13	0.096
C6orf105	-3.53025
COMMD5	1.218
SUV420H1	-0.3955
LTBR	0.751
ARHGAP15	-0.6805
HDHD2	0.75675
TDRKH	1.10783333333333
LOC401052	2.1065
PSG4	-0.62525
GNB4	0.0649
SPATA4	1.1355
SLC9A3	-0.1925
OSBP	0.819166666666667
NBPF3	0.23525
DOCK11	-1.3685
SLC39A5	-1.96716666666667
PRR5	0.7676
C10orf63	0.619125
SMTNL2	-1.9995
ADRA1A	0.3525
ASAH1	3.4747
DOM3Z	0.0257
GIPR	0.6465
AHI1	-0.0670833333333333
NADSYN1	-0.280333333333333
RGS14	0.7856
IL18BP	1.0424
RTN4RL1	2.38575
ARMC6	0.055
PSMD5	1.42333333333333
HK3	1.8943
OR4S1	0.41975
RSU1	0.5275
MAD2L1	-1.85977777777778
EIF4A3	0.6425
DLEC1	-0.825666666666667
E4F1	0.121833333333333
CHMP2B	0.1363
CAMSAP1	0.37525
RPS21	-1.2575
ARID5A	-0.57175
UBE2N	0.5071
IGSF8	1.296
MAGEB6	-2.2305
ACAD11	-1.7847
MGC4172	0.15975
LMO4	1.30075
KLKB1	-0.46275
HP	-0.3745
HDAC3	0.03325
SCHIP1	0.19325
CLCA1	-0.052
OLFML2A	0.778625
C1orf112	-0.0675
KIF19	0.401416666666667
HAPLN4	-0.3945
CXCR7	-0.630166666666667
GOT2	0.4243
RAB38	-3.025875
DCX	0.47625
PPM1H	0.972083333333333
NFYC	0.216333333333333
KIN	-0.010125
ZNF228	1.3535
PLSCR4	1.284
HIG2	0.10475
FAM79B	4.0355
C21orf86	-0.4685
KCNK10	0.44275
ZNF738	-0.83675
FSTL5	-1.76983333333333
OR6A2	0.0975
OTOA	1.8685
EXOC1	0.735875
AHRR	-1.834
PDAP1	-1.08308333333333
C19orf6	0.08525
ZAN	0.37375
LY6G6E	0.051
EIF4E2	-0.388
C20orf198	0.07625
ZNF324	0.50875
CYP3A5	-4.10783333333333
ENTPD7	1.89033333333333
MBOAT5	-0.0318333333333333
GJB5	-2.28375
TTC13	0.2035
S100Z	-1.19016666666667
KIAA0664	-0.317166666666667
PDGFRB	2.13416666666667
IL17D	-0.3215
OR56B4	-1.4645
RDX	-1.252
SLC34A3	0.645
IL28B	0.421
JUND	0.68325
CHRNB1	0.154125
CAMK2B	-0.42475
FETUB	-1.554
CXorf23	1.412375
MRTO4	-1.449
TTC3	0.4752
NDUFB8	-0.601166666666667
EDG2	-0.423
SEMA3G	0.834
IL23A	-2.0245
GRHL1	1.2773
LOC441054	-0.3295
WDR65	0.9235
PSTK	-0.47025
STOML3	-0.189666666666667
R3HDM2	-0.0123
C5	0.5825
SLC2A10	1.86566666666667
C3orf22	0.239
PAQR3	-0.863076923076923
ANKRD26	-0.3235
HCRTR1	-0.278
LOC399947	-0.2825
PSD2	-0.5775
TIGD2	0.0858333333333333
SCRN1	-1.440625
COQ10A	-0.8425
DDI2	-0.1775
METTL7B	-0.618
UCN2	0.33525
FAM92A3	0.074
WDR16	1.8555
ZNF511	0.116666666666667
ZMYM5	-0.434375
POLR3G	-2.8705
ZNF586	-0.57125
C1orf49	0.177166666666667
TANK	0.001
RCAN1	0.653833333333333
PELI3	1.65133333333333
LIMD2	-0.537583333333333
TMEM189	-0.636
NTN4	0.977
LOC151300	0.7435
CLEC2A	-2.4495
GPR135	-0.780125
DPYSL4	-2.1259
JAK2	0.820666666666667
TSHZ1	0.785
TM9SF4	0.14275
ZNF264	1.161
SIRPG	1.5845
BICD1	0.4855
HERC6	2.33666666666667
METTL5	-0.6845
CASP1	0.9715
PRRT1	-0.281166666666667
PLA2G4C	2.89133333333333
ICA1L	-0.556857142857143
TPTE2	-0.294833333333333
OTUD7A	0.452166666666667
AQP11	0.24025
APOA2	-4.1888
KALRN	-0.5964
SECTM1	1.07991666666667
IFNAR1	0.1075
TALDO1	0.255875
RAB11FIP4	0.0651666666666667
EIF5A	-1.334
FAM49A	1.47025
NEGR1	0.215666666666667
YTHDC2	-0.288625
EHD2	-0.575875
NCF1	2.1036
SCRT2	0.1635
HOXA5	-1.73883333333333
NUP133	1.43975
FGF12	-0.290375
SLMO2	-0.774125
SNTA1	-0.419875
CACNG2	0.677125
GCM1	0.7935
ELF1	-0.00216666666666666
TLR5	3.454
TCFL5	-0.635
RBMY2FP	-0.7145
LOC100125556	0.796875
FAM129B	0.41675
MAP3K7IP1	0.0255
NCK2	0.222
OXA1L	-0.824
FMO9P	0.038
ZSCAN12	0.78575
PSMD12	-0.312666666666667
HSCB	-0.4515
CLDN10	-3.34175
MGC13053	-1.37525
HPCAL4	-1.40983333333333
ASZ1	-0.708
MEX3D	0.69425
NFAT5	-0.9245
CSPG4LYP1	-0.3945
FBXO3	1.4948
DVL1	-0.579166666666667
CMKLR1	1.74
TYMS	-2.993875
PEF1	0.71075
ZNF750	-0.223
MCM5	-1.1402
MEGF11	-1.1305
KCNK7	-0.093
PTP4A3	0.4875
C1QTNF2	-1.19516666666667
OR6S1	0.1675
FAM122B	-0.8055
ZNF551	-0.604875
HBQ1	-2.394
GEMIN6	-0.037
ARSK	0.76075
RBP7	3.91
CPNE9	0.27725
DSC1	1.177
LOC730112	-0.28575
MAP2K4	1.180375
HS3ST5	-1.7395
EPB41L3	-0.15525
TEKT2	1.02425
CDKN2B	0.00283333333333334
ZNF480	-0.7265
MAP3K6	0.3947
MAP6	1.81283333333333
HN1	0.2656
OR2L13	0.357333333333333
SLC16A11	0.3115
FAM96A	-0.58125
APOL1	0.0055
C5orf32	0.32875
RTP1	-0.665166666666667
RNF175	-0.0242499999999998
ZBTB41	2.32375
AHCTF1	-0.0474
SAE2	-0.4075
ITGA2	0.290833333333333
MME	0.267666666666667
CCDC14	-1.0905
MAST4	0.797357142857143
KRT33B	-0.025
KCTD2	0.2995
WDR26	1.305
MFI2	0.05075
NR4A3	-0.297
ARSA	1.533
UNKL	-0.414166666666667
SULT6B1	0.2835
CCNA2	-2.46466666666667
SOX15	-0.2515
PPAPDC1B	0.69675
C19orf44	0.6145
MCAT	0.484
ARID1B	0.71175
OR52N1	-0.3055
C12orf48	-1.375
MAGI1	-0.267375
NIPA2	-0.37225
GBX2	-1.723
RSHL3	0.55075
RAVER1	0.254333333333333
C15orf17	-0.3035
SLC30A2	0.875
ZNF518	-0.18975
PCYT1B	-1.3285
C10orf114	-1.4285
EIF3H	0.470666666666667
SLC25A39	-0.471166666666667
KIF1B	-0.427125
AMOTL2	0.5435
C6orf120	1.0985
PSRC1	-1.76275
PLA2G10	1.076125
KIF5C	-0.451142857142857
MRPL37	-0.6705
C17orf62	0.752
C9orf135	-1.757
DUSP10	0.5315
CLCNKB	0.3725
PSMA5	-0.408625
C8orf53	-0.444
AMPD3	0.912833333333333
PIAS1	-0.47525
ADCYAP1R1	-0.158
GYLTL1B	1.59075
CDH20	-0.153666666666667
FBXO7	-0.32125
TMEM134	1.29783333333333
FLJ14213	1.1265
ZNF3	0.25325
LRRFIP1	0.244375
CNOT2	0.261916666666667
ABI3	2.261
ALDH5A1	-0.729083333333333
HNT	2.9731
SERPINA4	-2.43375
TK2	0.3265
STMN1	-1.15788888888889
GUCA2A	0.0386666666666667
GALNT10	1.65992857142857
DPP6	-0.998105263157895
C9orf93	0.54525
PRELID2	-1.10375
STK39	-0.879125
SFTPA1	-2.037
CKS2	-1.49788888888889
RHO	0.407375
C20orf135	-0.4765
XKR3	-2.075
CR1	-0.034
RPS6KA2	1.09714285714286
C20orf112	0.3995
MRPL22	0.229
C4orf23	0.8515
GADD45B	0.15875
KLHDC1	0.988333333333333
C2orf48	-2.6435
ZNF287	1.3185
DAAM2	-1.07125
DPPA2	-3.00616666666667
TCTN3	0.630333333333333
DNAJB11	-0.3125
FPR1	3.75375
DEFB4	0.191
PTCD2	-0.3131
SMOC2	4.863
CABP7	-0.34125
SERPINB11	-0.1835
MAGEF1	-0.58575
NDE1	0.0805
ITGA10	1.058
FSHB	0.11
ANXA2	0.73125
HORMAD2	-0.05125
HLCS	1.032
MCF2L	1.7385
FH	1.039
TBC1D24	1.1105
KIAA1505	1.20325
LGALS2	-0.82175
CNBD1	-0.6135
SYNPO2L	-0.69375
PTPN23	-0.173
C1orf183	-0.880833333333333
MAGEA8	-3.345
DGCR8	-1.73375
GSR	0.3425
PAQR7	0.08275
ZNF676	-0.4685
CACNA1C	-0.2231
SP7	-0.34
PDCD6	0.1125
NRN1L	-1.7795
BRI3BP	-0.608333333333333
KIAA1183	0.97
ASB4	0.3855
CCL23	0.0366
OBSL1	-1.044375
SLC12A7	1.32125
KIAA0240	1.850375
CD1B	-2.43566666666667
FCGR2A	1.936
MDC1	-0.97975
HTR1A	0.523
OCEL1	0.3455
ATP11B	-0.7741875
FBXO34	-0.0926666666666667
PCDH12	3.646
RPE	-0.98925
C17orf74	0.2285
CSDC2	0.798333333333333
PET112L	0.76575
TMBIM1	0.2
P2RXL1	0.1065
TCHP	-0.24
TRMT1	-1.24
F2RL2	2.51333333333333
LRRC32	3.462
IMPG2	0.4465
BGLAP	-1.0565
LOC493869	-0.5825
MRAS	1.215125
SLC35F5	0.39425
CBWD1	1.284
AXL	-1.39525
ATP2C2	2.0175
TELO2	-0.243
PNPLA3	-2.34825
PCDHB14	-0.0295
CD276	0.688
KRT80	-1.008875
DUSP28	-0.016
CSNK1E	-0.595333333333333
SRP14	0.5975
KCNQ4	-0.00600000000000001
KRT72	0.7915
CCDC117	0.305625
C6orf89	0.426777777777778
TUBB2B	-2.6515
RTN4IP1	0.07525
CR1L	-3.68966666666667
CEND1	0.233125
C12orf41	0.111833333333333
RNF31	-0.10225
UBN1	0.479166666666667
C17orf32	0.55475
SLC5A7	-0.14
GPR92	1.57066666666667
ESAM	2.4129
CTNNA1	0.91825
HRBL	-0.1994
CBX4	0.5185
TMEM182	0.2085
SH3TC2	-1.20216666666667
IL10	1.5785
PXMP4	0.6395
RNF167	0.0629
PAK7	0.960833333333333
ETV3	-0.314
ATPIF1	-0.528166666666667
LOC554207	-0.845833333333333
OR8H1	-0.04725
WDFY3	0.69775
DPM1	-0.688
GPSM1	0.6725
WDR92	-0.1601
LRP1	0.157833333333333
ANKH	-1.376125
THUMPD3	-1.22925
POLR1B	-0.25225
OLFM4	2.5655
RAD9B	0.6465
TSPY2	-3.6655
PAX6	-2.41066666666667
SCG2	-3.2385
SLC17A6	0.18975
FMO3	2.7555
PADI4	-0.019625
TUBB4	-0.6679
NLK	-0.507
POU4F3	-0.934
SDF4	-0.409
ITGBL1	0.825666666666667
NETO1	-2.78675
TAP2	0.03875
ABBA-1	0.213166666666667
GNAI1	-0.77175
VPS4B	1.11175
NOPE	0.0029
GALNT6	3.78083333333333
SESN1	0.312
GBE1	-2.21344444444444
CLASP1	-0.367
RASGEF1B	1.139125
ACOT11	-0.509142857142857
AFAP1	1.2415
OR2H2	0.21125
DPY19L2P1	-0.4145
DZIP1	-1.7695
SEC22C	-0.244916666666667
GPR161	0.161833333333333
RNF146	1.5685
WDR74	-0.552375
GALP	-0.2135
PURA	0.35475
DNPEP	0.786583333333333
RP11-78J21.1	-0.9225
ERBB2	1.8205
FANCM	-0.6495
NEO1	-0.964
DDX3Y	-5.1131
RPS3A	0.356375
MXRA7	0.00642857142857142
LGALS3	-0.9845
GLT8D1	0.03125
CFL2	-2.03866666666667
UPB1	0.70425
NAP1L5	-0.13575
CLDN14	-1.21375
DHX38	-0.517
BTBD1	-0.586
TARS2	0.793166666666667
ABCF1	0.4477
FCF1	0.733166666666667
LRRC49	-0.23325
GUCY1B2	-2.0915
C1orf177	0.252833333333333
SMARCA4	-0.0248571428571429
LRP8	-4.154
TAGLN3	-0.624
MRPL14	0.72775
TTRAP	0.54575
ZDHHC20	0.22625
NFE2L3	-0.26675
KIAA1377	-0.034625
PALMD	0.1266
TMEM43	-0.36925
TTL	-1.15775
STAT5B	-0.553666666666667
SSB	-1.045375
OR10H5	-0.244
SLC22A13	-0.494
AKAP3	2.651
TIMM23	0.411333333333333
OAS2	2.69933333333333
KIAA0423	0.85075
TRIM11	1.549
GLIS3	1.4345
TMEM50B	0.823166666666667
ARHGEF4	-1.61
DEGS1	0.602727272727273
TBL1XR1	0.667333333333333
G6PD	-1.76625
SP140	0.2557
MUC17	-0.0947857142857143
NUDC	-0.8225
DNAJC5B	2.07716666666667
SCARA3	-1.09633333333333
CPA3	6.79716666666667
BCAT2	0.495375
MFN1	-0.7814
NRG3	0.5325
SNX11	0.13625
PLEKHH1	-0.760166666666667
GPR177	0.717833333333333
HCFC2	0.7495
TCAP	-0.70425
MOCOS	-0.617
C14orf93	-0.18775
PRDM10	0.305333333333333
SLC16A4	0.019
SRGAP1	0.0715
VIP	0.66025
DUSP27	0.158
LILRA1	0.7522
MC2R	0.4255
MGC24103	-2.618
MBTD1	-1.663
FUT11	-0.148333333333333
USP33	-0.4012
C15orf39	-1.832
MAP3K12	-0.574125
PAAF1	-0.804
BARHL1	0.1105
FLJ16165	0.4065
PIWIL2	-2.5145
SYNE1	-0.162545454545455
CMTM4	0.120625
TSPYL1	1.1222
GUF1	-0.931333333333333
TMEM157	1.6275
WDR44	0.662
HIST1H3C	-0.361
DKFZp666G057	0.352
RNPEP	1.12325
GAS2L2	0.209333333333333
ADH4	-4.69925
GRPR	5.94566666666667
FBXL17	0.628
ZBTB10	0.304583333333333
Gcom1	0.00844444444444446
HTRA1	1.9681
ZNF585A	0.357333333333333
SLC26A2	-0.383153846153846
OTOP3	0.134
WISP1	2.57833333333333
ATP2B4	-0.711166666666667
FLJ10769	0.07725
CRAMP1L	-0.046375
CHST12	0.24425
RAB22A	0.38975
TARDBP	-0.312357142857143
STAU1	-0.02025
CRB3	2.37433333333333
MIG7	-1.00375
CHMP1A	0.0128333333333333
ZNF160	0.203625
B3GALT6	0.275375
BARX1	-1.593
C6orf167	-0.7298125
NXNL1	0.5875
DHX29	0.684625
HADHB	0.411
PLXNB2	0.801875
ILDR1	-0.893
SLC15A3	3.0685
GAS2	-2.63866666666667
C20orf69	-0.5855
NUMB	-0.47925
TNIP1	0.294
MESP1	1.95433333333333
PSKH1	0.02875
NSFL1C	-0.05475
RHOG	0.523
HEY1	-1.98433333333333
KNG1	-2.27871428571429
ITGAX	2.168
LIN9	-0.0396666666666667
CANT1	1.68325
XRN1	-0.211428571428571
CCDC96	1.2201
HEATR6	-1.13433333333333
GNG7	0.490083333333333
RUNX2	0.466875
SOX1	0.113833333333333
FCRL5	-0.117
ZNF99	0.57225
FAM9A	0.75
SNX22	0.0246666666666666
MBNL3	-1.55483333333333
ODC1	-1.5535
ADORA2B	-3.10166666666667
NR2F6	0.45675
ZFYVE16	0.509277777777778
SYNJ2BP	-0.2312
POLE	-0.814875
E2F2	-1.568
THRA	0.6415
PTGES2	-0.372333333333333
HIP1R	0.413166666666667
TMUB1	-0.309833333333333
ENO3	-2.17625
RSPH10B	-0.954
CXorf39	1.555875
IRGC	0.4095
GPR109B	-0.90175
FLJ13305	-1.3605
LCE3A	-0.5665
TNFRSF18	-1.75883333333333
DET1	0.76825
TRPM3	-0.7695
C16orf79	-1.098
FECH	0.476333333333333
RAP2A	0.196333333333333
CRIP1	1.553
AZIN1	0.635125
SLC7A7	3.6685
IL10RA	0.9051
TMEM64	-1.19725
CDC42EP4	0.5618
C16orf58	0.4112
ARG2	-2.3525
POU5F1P4	-4.669
FAM62B	-0.060375
DNAH8	-0.9878
ASH2L	0.296125
TSLP	-2.658
CNTNAP5	0.75
TMEM16C	6.0025
IFNA14	0.4485
SLC1A3	1.19325
CABYR	1.75075
BCL7B	0.1046
NUDT13	0.0931666666666667
C13orf28	0.4025
C1orf53	0.679
ARL6IP4	0.0603
RPL35A	-0.57975
EMR3	0.101
RAB40C	0.95675
SLC41A1	0.0136666666666667
LRCH1	-0.028
LY6G5B	-0.9365
FAM124A	-0.549285714285714
MGC10981	-4.20366666666667
CLIP3	0.2003
MAP4K2	0.231166666666667
CHIC1	0.32025
SULF1	2.795
C20orf30	0.113357142857143
PRDM5	-0.977875
ELOVL1	-0.01
C11orf48	0.45925
SLC39A10	0.13025
KCNV1	-0.16025
ACP1	-0.8995
ZMYM2	-0.632
B3GNT6	0.0198333333333333
C9orf69	0.618
C2orf15	1.1755
C20orf166	0.792
HSP90AA6P	-0.932
EDG7	-0.2745
NEURL	-0.442625
LPL	0.726833333333333
CLEC2D	0.280214285714286
GRRP1	1.04166666666667
CD8B	-2.5688
HIST1H3D	-1.01016666666667
SLC6A12	0.469375
FAM27L	0.293
CD84	1.9519
RASA1	0.099
PHKG1	0.004
MAGEA11	-1.0835
IMPA1	-0.8539
NPM3	-1.1
RARRES1	1.88325
SH3BP1	-0.069375
B3GNTL1	-0.2
ARPC5L	0.6145
KLHL26	0.769
SIM2	0.037375
GJC1	0.415
C20orf194	0.378
EXO1	-1.801
SLC2A2	-2.94233333333333
LOC285074	-1.0175
LRG1	2.9735
KIRREL	0.3285
PIK3R1	1.35564285714286
C4orf34	1.891
MAF	-0.940444444444444
ADCY4	3.28266666666667
ZMIZ2	0.8427
SLC46A3	1.0255
STAMBP	-0.628333333333333
