Hybridization REF	TCGA-AN-A0XT-01A-11R-A109-07
C17orf75	-1.71066666666667
NBPF1	-1.285
SLC2A8	0.378916666666667
SNRPE	-1.1385
CARD6	0.2375
IL13RA2	1.00475
CUEDC2	-0.28175
C4orf19	-0.51
AOC3	1.753625
MTHFD2	-2.02066666666667
OR5M9	0.241
C4orf38	0.109166666666667
SS18L2	-0.73475
OAS3	0.482166666666667
LARGE	0.33175
LRIG3	0.167166666666667
LIMA1	1.95775
STARD3	-0.615333333333333
VPS39	0.568625
CTAGE6	0.9545
ODAM	-1.1765
MORF4L2	-0.159
GSTO2	1.28775
MTFMT	-0.592
PRKAB2	-0.579285714285714
ZNF76	-0.056
HSPB2	3.9935
CRB2	0.28025
KLRK1	-2.366
LYST	1.506875
UBE2M	-1.00016666666667
SLC16A9	1.74575
ZNF281	0.61975
ST8SIA1	-1.638625
C9orf105	-1.143
ANKRD46	1.38425
FAM108A3	0.0685
C20orf91	0.32225
ZYX	-0.318333333333333
RSPH1	0.7315
ZSCAN5	0.37775
RIMS3	-0.710333333333333
KRT76	0.0295
CEACAM4	0.0826666666666667
SIRPB1	-0.16775
CFHR4	-1.1095
SOX3	-0.795
GATAD1	0.091125
C21orf57	0.139
TMC8	-0.6855
AVIL	1.2495
LMOD1	3.19525
HIGD1A	-0.6815
NEU3	0.422
DES	0.35775
BZW1	0.8151
ZNF221	0.045
CCDC27	0.1325
GDAP1	-0.478
RBBP4	0.7155
MGC40499	-0.40525
PHKA1	-0.27525
PRKAR1A	-0.633166666666667
HSD3B1	2.46575
RAD52	-0.300166666666667
CD207	0.5485
LOC389791	0.032
RSPO1	1.12416666666667
TMEPAI	1.940625
MFSD2	-0.710125
ETV4	-3.14308333333333
SCGN	-0.7125
LOC391356	0.099
MPP1	-1.3405
STARD3NL	0.12675
TFAP2D	-0.2035
CD2AP	1.113625
CCL20	-4.894
CCDC86	-1.7925
ZFP30	0.22
CTBP1	-0.3265
MAK10	0.082
STXBP5	-0.738
LOR	0.1932
MAP6D1	-0.095
ARMC7	0.439
TMEM150	-0.0589
NSL1	-0.716
KIF5A	-0.817125
ASCC2	-0.784166666666667
PSENEN	0.111833333333333
OPTC	-0.419
FCRL2	-0.0816666666666667
KBTBD11	0.5275
PCK1	0.182375
CENTD3	0.06775
MEGF8	-0.042
ALPPL2	-0.04275
OBFC2B	-0.599833333333333
ZFYVE20	0.274625
GALC	1.29383333333333
CTRB2	0.1595
C20orf71	-0.072
TBKBP1	0.135
CAMLG	0.977875
TREML4	-0.2125
RSAD1	-0.048
TUBA3D	0.2763
KIAA1833	0.345125
PNPLA1	0.042
LRRC34	-1.62883333333333
CDH26	-0.988333333333333
ZNF167	0.391333333333333
ZBTB26	-0.2534
VWF	4.0028
VTN	-0.972666666666667
BAD	1.1505
PDS5B	0.583454545454545
ZNF644	0.98575
SH3GLB2	0.32525
SMPDL3A	0.7319
NRG2	-1.001625
IL15	-0.0265
GABARAPL1	-0.751333333333333
LAT2	-0.2341
SLCO1A2	-1.85766666666667
LIG4	-0.264
GSDMDC1	0.116125
BMP4	-1.78925
METT10D	0.02425
SYCE1	-0.0285
SPANXD	-4.357
SLC12A9	0.0441666666666667
MC1R	-2.037
RNF168	-0.6955
TRIM69	0.48625
GALNT7	0.47
ISG20L2	0.337
KIAA2026	1.605
TNFAIP8L1	-0.5735
DPY19L2	-0.7045
C12orf63	-0.1775
PRDX5	-0.07275
MED6	-1.340875
TXNDC5	-1.18325
CD46	1.06183333333333
CCK	-2.31625
C17orf48	-0.6145
ANUBL1	2.05
SIT1	-1.58
TYSND1	0.73
DEF6	-0.119666666666667
GLT8D4	-0.011
UTP14A	-0.068375
RPH3AL	1.997
NXF1	0.2475
TRERF1	0.728333333333333
TUBB3	-1.4865
SLC24A2	0.949
SEC22B	0.494166666666667
ZNF653	-0.16825
GGTL3	-0.88475
CDKL2	1.7405
CTF8	-0.866916666666667
EPC1	1.95866666666667
CYP4A11	0.172333333333333
THRSP	2.12783333333333
LELP1	-0.0516666666666667
TES	-0.98775
C17orf87	0.1405
FERD3L	0.00975
SH3TC1	-0.2155
RAB36	-0.2515
CRYGB	-0.236
GRIA3	0.5696
BHLHB9	1.135
C1QTNF9	0.55475
GOPC	0.2685
PNPLA8	0.372666666666667
ZNF444	1.21325
FMO1	1.38325
POLR3C	-0.0905
SLC35F3	-1.722
SGCG	-3.161
DCDC2	-5.25516666666667
NANP	-0.8105
MGC23270	-0.672
BEX4	0.923833333333333
HYDIN	0.2163
RPS6KB2	-1.9215
ADRM1	-0.825416666666667
BAT3	-0.43
RAB31	-0.5174375
SCGB2A1	7.50475
SLC6A14	-4.05625
DDX4	-0.18975
PRRC1	0.638666666666667
AP3B2	-0.345
TRGV7	-0.299833333333333
TMEM184B	0.3815
ADPRHL1	1.0635
C21orf45	-0.6185
ARNTL	0.40225
AADAT	-1.3875
CCL2	1.506
SNTB2	0.548166666666667
RGS9BP	-2.20525
KPNA1	0.817
TMEM41B	-0.583166666666667
S100A11	-0.156583333333333
DOT1L	-2.385
EFHC2	0.8775
CLTC	-1.2555
SRP9	0.731785714285714
ZNF521	0.1515
FAM26F	-0.9715
GPR88	0.662166666666667
COL13A1	-1.11716666666667
CHMP4B	0.5657
SIGLEC6	0.6435
NFAM1	0.17175
PVRL2	1.5634
ALKBH4	-0.23225
CCDC93	0.1540625
NXT1	0.07925
KCNK4	0.1365
TROAP	-1.82166666666667
KCNA10	0.2975
CCDC114	0.291166666666667
RAN	-0.82275
LMTK2	-0.4895
LOC400657	-0.53
UFC1	0.8615
UBE1DC1	-0.8805
EEF1A1	0.432055555555556
CHAC1	-0.8625
HMGA2	-5.2476
B3GALTL	-0.57025
ING2	-0.227
C1orf109	-0.081
INTS3	0.725875
ZNF558	0.769
TRPM4	2.30033333333333
LTB4R	-1.0715
ISYNA1	-0.38125
LSM7	-0.69525
LRRC47	-0.7644375
ZNF179	-1.7725
EXDL1	-0.0261666666666667
SLC4A10	-0.753375
ACSS2	-0.554166666666667
COPS7B	-0.3055
KIAA0040	1.767
C1orf95	0.127
AP1GBP1	-0.752
OR9A2	0.4275
FAM71C	0.113666666666667
RIN1	-2.14016666666667
ITGA4	-2.715875
DNAJC6	-0.899
CLOCK	0.733
SLC35A4	0.233833333333333
DSG4	0.344
LOC26010	-0.27275
NSUN2	-0.64175
TMEM86B	-0.8015
C14orf135	0.40775
KIFC3	-1.61566666666667
PHF5A	-0.82725
NCAPH	-2.48125
STK11IP	-0.48825
FLJ42953	0.315875
CCDC19	-0.508833333333333
ZNF329	0.356
TAX1BP1	-0.000333333333333336
ZDHHC18	-0.405333333333333
C10orf88	-0.00225
TMBIM4	0.5426
NMUR1	2.48
KIR2DS4	0.153875
C9orf90	0.481375
MGC87631	0.58
KDR	3.4804
ST3GAL2	-1.437
RLN2	0.889666666666667
HPD	-3.3725
MOXD1	-2.04933333333333
PDGFRL	-0.0823333333333333
SMYD4	-0.812
FAM103A1	1.01316666666667
MFAP4	-0.154333333333333
LOC285141	-1.77875
TMEM45B	-2.089625
SMCR7L	-0.833571428571428
GZMH	2.93125
CBLN1	-1.63983333333333
CNNM1	-0.2495
PHF17	-0.410333333333333
NUP98	-0.370916666666667
RMI1	-0.497
PTPRS	-0.6275
ANKRD57	1.728625
CLDN15	-0.373333333333333
OR51A2	-0.02
GUCA2B	0.421
DOCK9	3.61025
ITGB1BP1	-0.771666666666667
DLG2	-0.42325
BRAP	0.1305
SESN3	1.72425
ZC3H7B	0.40425
FAM101A	-0.589333333333333
FKSG24	-0.49975
ZYG11B	-0.533625
RFC2	-1.7425
SH2D3A	-0.443333333333333
DVL3	0.309083333333333
ADFP	-0.154666666666667
KRIT1	0.033625
SERTAD3	2.31066666666667
LEFTY2	-2.825
KRT27	0.867
SCFD2	-0.87525
MN1	-1.66175
RORA	0.38125
PTPRD	-1.0355
PIAS2	-0.883833333333333
CYP4X1	4.23366666666667
FBXL15	0.1795
MYH15	-0.0268333333333333
CRX	0.1335
TBC1D13	0.75925
SLC22A17	0.814333333333333
PLK2	1.50233333333333
ARHGAP9	-0.00325
EIF1B	-0.51875
C20orf185	-0.0215
DEFA7P	0.387
PRIM1	-2.51733333333333
CRYAA	-1.392
BACE1	0.28325
AGTRL1	0.741666666666667
ACAD9	0.20675
GRASP	1.20075
RBP4	-2.982
TFB2M	-0.39325
METTL9	0.1259
ATP5O	-0.36
SP100	0.4968
CPSF1	-0.651333333333333
S100A4	-1.015
LIME1	-0.718
GPR137C	1.2125
OR2A2	0.578
C2orf29	-0.76075
NUP188	-1.3005
SDPR	0.66775
RAI1	-0.09225
RPS20	-0.1943
LAMB1	-0.94025
ADM2	0.3525
ZNF229	1.5785
DKFZp434K1815	-1.286375
EPN3	1.50333333333333
CLIC3	-2.30925
MEIG1	-0.86075
HMGB4	-0.05025
STARD10	3.005125
KLF8	3.01825
EPB41L2	-0.622833333333333
JMJD6	0.05025
CTSL1	-0.810333333333333
GPR27	-0.83
ELAVL4	0.06
MMP21	0.218
PPM1B	0.19775
SUV39H1	-1.19475
AAMP	-0.30475
TUSC4	-0.0915
MBD6	0.77
KLK13	-1.138625
FMNL3	0.477
TRIM13	0.813
C15orf5	1.661
IQCF1	-0.021625
CACNG8	0.3445
SLC35D3	0.215833333333333
ZDHHC9	0.316
ODF3L1	0.03275
C9orf86	-0.4134
TSEN2	-0.03325
C17orf64	0.40275
SEPX1	-0.1742
TSPO	0.0933333333333333
SYMPK	-0.9265
ADORA1	-1.055
TSPAN10	0.309625
SEMA6C	1.32433333333333
RTTN	-0.2362
IL2	-0.2215
ARRDC3	0.597833333333333
TBPL1	-0.836833333333333
STX12	0.1575
MRPL39	-1.517
OR8H3	0.2905
IFIT5	1.89033333333333
CASC5	-2.7015
FAM46A	0.536666666666667
HPCAL1	-0.539
CYLC1	0.546
VGLL2	0.17
C20orf191	0.066
CDH1	2.97975
ITPA	-0.444
CCDC101	0.18175
D15Wsu75e	-0.722
EDA	-0.72525
CREG1	-0.41975
OR7G2	0.3515
SAP18	0.449416666666667
IFIT1	1.749
CALML3	0.906666666666667
FLJ37440	1.2715
FNDC5	0.3535
SERPINB6	0.567928571428571
JUNB	0.6913
SYS1	1.8195
SCN2A	0.0118333333333333
ZKSCAN5	-0.7344
WNT7A	-0.1105
TSHZ3	1.77
RNF148	0.61025
H6PD	-0.136625
CAD	-1.3805
ZNF449	0.6125
DOCK10	-0.8305
FAIM2	0.181833333333333
HEXDC	0.5795
PRB1	0.02225
C14orf148	-0.115
ETHE1	0.82175
IRF5	0.4498
GNMT	-0.0911666666666667
MGC16291	-1.364625
RPAIN	-0.612571428571429
CAGE1	0.3715
CNTNAP3	-2.476875
ACTR1B	-0.17525
EEF1E1	-1.73
MSX1	-0.217625
ESF1	-0.6331
HSPC171	-0.34675
MRPL2	-0.751833333333333
RDH12	-0.2355
CELP	0.065
METRNL	0.16125
C10orf116	3.72416666666667
C19orf48	-1.10625
ZNF346	-0.6535
NCR1	-1.503
C10orf64	-0.068
CD52	0.17025
VPS18	1.052625
AP4S1	-0.349666666666667
NPBWR1	0.5155
TPK1	0.39225
UBA52	-0.0319444444444445
RIPK1	0.485
CPNE3	0.1413
HSPC159	0.119375
C8orf38	0.593
LRRC4B	-0.00600000000000001
PARP10	0.4074
ANKRD50	1.96
CXCL9	5.0195
FGF18	1.91127272727273
EIF2A	0.009875
SLC20A2	1.21566666666667
KIAA1549	1.69166666666667
SPINT1	2.4566
ZNF584	-0.3165
CRBN	0.908833333333333
ABCF3	0.248166666666667
NCBP1	-0.573
PLA2G4F	0.402
PCDH10	-0.52225
TTC21A	-0.0875
C20orf144	0.0905
FGFR1OP2	-0.0665
SLC9A1	0.1586
CHRND	0.1
FOXF1	-1.441
KIAA1467	3.55325
TPO	2.44533333333333
LTF	4.35585714285714
DNAJB9	0.51025
MRPS27	-1.00725
bA16L21.2.1	0.60175
WBP2	0.593833333333333
MRGPRX3	-1.44833333333333
PRPF18	0.54125
C10orf58	1.483
SMOC1	-2.57
ADAT3	-0.117
TMEM138	-0.06775
TMEM131	-0.03025
TIMM8B	-0.827
MYH7	-0.252333333333333
ST6GAL2	0.251375
KIF1C	0.10875
SUHW2	-0.7405
PAPSS1	-0.0455
CABP2	-0.098
HOXA4	-0.826
ELF2	-0.20525
SEMA3D	-0.1231
MC5R	0.171
OGFR	-0.003
FLJ30092	0.856
TGFA	-1.23
MMP17	0.107
KIF15	-3.744
CHIA	0.9315
CATSPER3	1.826
CEACAM7	1.28175
PADI2	0.016125
HOXA9	-0.0403333333333333
LNX2	0.279333333333333
TMEM144	1.13025
HIF1AN	0.69125
METTL7A	0.5983
C6orf165	0.661833333333333
KIAA1468	1.759875
DSG3	-0.57
ZNF180	0.6925
EIF4E3	1.105875
SLC46A1	0.75825
DKK1	-6.48266666666667
ZNF205	0.645
LOC162073	0.585
COX7A1	4.87075
MAGEA1	-4.0215
NEDD8	-0.299416666666667
KLHDC5	0.718222222222222
C3orf19	0.744166666666667
MRPS2	-0.66925
POLR3H	-0.178857142857143
ABHD11	0.7643
TMEM17	0.43475
PAIP2B	-2.1271
MAT1A	-3.35725
LGI3	0.009
THUMPD2	0.0675
TKTL2	0.38725
XAGE3	-1.25016666666667
CALM3	0.527416666666667
C6orf136	-0.164666666666667
KCNC4	0.430666666666667
RGS9	-0.0838333333333333
ACIN1	-0.557666666666667
SPATS1	-0.15425
XKR8	-0.235
FAM84A	3.82216666666667
MS4A7	4.45009090909091
AGXT2L2	0.4945
OR1F1	0.118
SMAP1L	-0.552
IPO11	1.246875
ZC3H11A	0.1536875
C1orf151	0.116625
RNASEH2A	-1.261
CCR10	-0.946
TXNDC11	0.645916666666667
TMEM112	0.8135
MAP1B	-0.520785714285714
NVL	0.35125
PKM2	-1.2144
ARC	-0.52975
NUP54	-1.1625
PPFIBP2	1.309
STAT2	0.35
PTAFR	0.916666666666667
ROBO2	-0.505625
RNF40	0.188166666666667
CCDC135	-0.226
IFT81	-0.4762
MORF4	-0.856
TM7SF3	-0.685
OR10H3	0.3345
ABP1	-0.03725
CHRD	0.03225
PLEKHA8	-0.725666666666667
NCALD	0.972333333333333
OR5AK2	0.598
ACCN1	0.0593333333333333
SLITRK1	0.3345
ARMET	-0.98025
C9orf52	0.1465
REEP4	-1.0325
MTSS1	2.728125
ADH1B	3.27933333333333
DLD	-0.9895
CDK5	-0.631
PPFIA1	0.1718125
WFDC3	0.2255
DNAJB12	0.9885
RANGRF	-0.3295
MLANA	-3.89625
AMY2B	0.4885
KIAA0319	-1.609125
RPS7	-0.881
JAK3	-0.1475
ARFGEF1	1.54625
CXCL5	0.389166666666667
TRAPPC4	-1.057
CETN2	1.0175
HSPC111	-1.394
RHOBTB3	-0.8142
PHLPP	0.529
RGS10	0.4635
TMEM58	0.9005
CHERP	0.67025
HSP90AB3P	-0.66
FSTL3	-0.987833333333333
PEX11A	2.711
OR5V1	0.426
FCN3	2.7595
PTPN3	-0.442375
NPTX1	-4.64375
C21orf84	-0.685
C11orf51	-0.147125
ZBED2	-0.00675000000000001
FLJ90757	1.02875
NPY2R	0.845
PLD3	-0.27875
SYT17	1.91483333333333
SGSM2	-1.04525
OR1A2	0.2595
FOXP1	2.884875
SLC5A1	0.79925
POFUT1	-0.2142
EPHB6	-2.73083333333333
MYO1G	-2.2205
STAC	-2.0618
KLHL17	-0.612
RGMA	0.3564
TJP2	0.2486
FAM114A1	-0.603333333333333
SERINC1	1.67916666666667
SLC9A8	0.728875
PEX19	1.053375
EDN2	-0.33625
PSMD7	-1.48944444444444
C3orf41	0.468
UQCR	-0.7035
PPP1R3C	3.28325
LRP4	1.276
TM2D1	0.49
TTC17	0.539875
C4BPB	-3.288125
CCL25	0.363
ZNF253	0.443166666666667
CHRNA9	-2.85025
SOX11	-1.5925
HIVEP3	0.6145
CGN	2.96841666666667
C3orf35	-0.06025
PKD2L1	1.268
SYVN1	0.159625
PDE8B	0.28675
LOC439951	0.47075
LTC4S	2.5745
MIF4GD	0.579333333333333
SMARCA2	2.02325
TUBGCP6	-0.4285
CABLES1	1.236375
C16orf77	1.40916666666667
ZNF791	0.44525
FUT5	-1.412
ADH6	-2.06816666666667
P4HB	0.301
CLDND2	-1.13375
ALKBH8	0.23525
PLAC4	-0.99775
F11R	0.0324285714285714
MGC35295	2.35833333333333
PDZD4	-0.251166666666667
LOC389073	-0.28625
FAM80B	0.384333333333333
PSMB1	-0.24925
TXN	-0.187166666666667
VIPR1	-0.0415
WBSCR18	0.686
EXOSC6	-0.662333333333333
ACTA2	3.96783333333333
SP5	-4.09408333333333
ANKRD1	-2.7185
DDR1	2.0785
ATP6V1D	-0.4505
PTGS1	-0.335583333333333
RNF157	-1.89825
DCC	-0.50575
SPAG7	-0.271
FBXO18	0.428
UBE3C	-0.4178
HOXC6	-0.45375
LRP2BP	-0.236
MYST2	-0.43075
PDSS2	0.57025
ATE1	0.5225
ARAF	-0.70025
KLF10	0.80175
PLA2G2E	0.208
ASCL1	0.861
TSNAXIP1	0.70025
FAM131B	0.142625
IFNA10	-0.4705
NUP43	-0.66175
FAM44B	-0.010875
L1TD1	-5.52616666666667
NMD3	-0.883083333333333
C18orf54	1.3278
PHOSPHO1	-0.3265
RAG2	-1.4
EMILIN3	-0.0955
METTL3	-0.292
VPS13C	-0.46325
REXO2	-2.0795
ANXA4	-0.25075
CA1	-0.68275
DCP1B	0.1795
TULP3	-0.359166666666667
ATP2A2	-0.0293571428571429
ATIC	-0.71325
ADAM15	-1.28758333333333
NPL	-0.1305
LGR4	0.264625
UEVLD	-0.516
GAB1	1.164
SNAI2	-1.29716666666667
ZGPAT	-0.0973
SNF1LK	1.04625
DLEU1	-2.2
UBE2Q1	0.350875
ZMYM6	0.2884375
JPH3	-2.15483333333333
FAM38A	-0.173583333333333
PXK	0.1335
DENND2D	2.05975
BAX	-1.40291666666667
CP	-3.77454545454545
RPL37	0.1631
G6PC3	-0.296
NCOA4	0.534333333333333
LRRC14	-0.052
GORASP1	0.0325
FCHO2	1.348625
CYP24A1	-3.0796
FXYD3	2.54225
SMARCAL1	0.123
ABCB8	-0.0991666666666667
CCDC44	-1.2855
PRDM7	-3.21475
USH1C	-0.683
DNAH5	0.592
SRF	0.429333333333333
MAL2	1.47683333333333
PGPEP1	-0.000166666666666667
SIN3B	-0.67075
SEMA3C	0.291166666666667
GRAMD3	0.7115
FBXO10	-0.289
OR5D13	0.114
FLJ31818	-0.0775
CACNA1I	0.37525
S100A13	0.3215
TP63	1.14121428571429
ANXA11	1.5826
WDR66	1.122375
CSF2RB	0.0865
IFI44	-0.15325
DACT1	0.9695
ANKRD23	-1.233625
ATP5G1	-1.35133333333333
C21orf70	-0.766166666666667
PPWD1	-0.86375
DNAJC13	-0.19125
PAH	-4.22483333333333
PTCH2	1.0645
TRMU	-1.84575
CCDC9	0.7055
USP3	0.0616
DCLRE1C	0.2161
FAM55C	0.32825
FRMD4B	1.924
CYP2R1	-0.984
RFPL1	-0.4635
XPO5	-0.61425
ARL6IP2	-0.6905
OSBPL5	0.36725
MMP9	2.93718181818182
KIAA0802	-0.111125
DHRS2	-3.63383333333333
SGEF	3.4765
TXNDC10	-0.406
EXOC6	1.4745
RPS27	0.950333333333333
PNCK	0.996333333333333
FSTL1	-0.896
AACS	0.15075
SLMAP	0.0171666666666667
SAMD4A	0.235
ABRA	-0.03175
SMARCD3	-0.1345
PKNOX2	-2.329
A4GNT	0.3225
C9orf39	-0.608833333333333
RALYL	1.21125
MGC33556	-2.64
C10orf25	-0.32
BBOX1	2.85375
NHEDC1	-0.4745
XDH	-1.14625
GCSH	-1.7555
EDN1	1.17316666666667
MTERF	-0.3135
CLK4	1.05425
ZNF799	1.57083333333333
KCNG1	-1.868125
CXCR4	0.246333333333333
PTPRR	-1.11125
IRAK1	-0.682625
LOC401397	-1.155
TMSB10	-0.0641428571428571
CXCL3	-3.5118
TMC4	3.1785
OR7A10	0.28
STYK1	-1.4675
CHRNA10	0.158
CCNI	0.6615
EP300	0.994857142857143
LOC165186	-0.640333333333333
HIC2	-2.29775
SDR-O	-0.164
OR2W1	0.634
KCNA6	-0.103
TRIM74	-1.29325
REEP6	-0.31875
ATP5G2	0.531
ERG	1.254125
TMEM42	-1.12225
PARN	0.747166666666667
SOD2	-0.677375
DIRAS1	-0.694666666666667
PNPT1	-1.4965
JOSD3	-1.076
hCG_40738	-0.449
PDE1C	-1.689
SEMA4D	0.206625
AGPAT1	-0.015
NOSTRIN	1.76675
MAP3K3	-0.665666666666667
MAX	0.161214285714286
CAPS	1.754
SERPINA12	0.0315
OSBPL8	2.046875
RICS	2.0891
NR4A2	3.71483333333333
PPCS	1.03833333333333
LONP1	-2.19525
SCYL3	1.6385
HERC2P2	-0.085
FIBCD1	-0.773
C15orf41	-0.52925
DMC1	-0.2125
C20orf27	-0.981
RPS6KA5	0.2655
FAHD1	0.3775
SLC12A4	-0.70775
BRCA1	-1.92991666666667
GBL	-0.12325
SLK	0.856666666666667
NUDT9P1	0.8825
NOXO1	1.7705
USP52	-1.252
BAZ1B	0.098
SLCO2B1	2.1515
BBS12	-0.5555
LRGUK	-0.434
TERF2IP	0.4935
COL1A1	4.4035
KIAA0090	-0.377
GRK5	0.327166666666667
AP1S2	-1.4096
TMEM52	-0.431333333333333
CA11	-1.0005
OR4A15	0.3605
ACBD3	0.7328
SPAG11B	0.1675
PRDM2	0.516
FOXP3	0.08325
SMYD3	-1.1116
LOC389199	0.386
LGI2	0.4115
NAPE-PLD	0.3181
ANKRD6	0.5125
WDR45	0.476833333333333
SHROOM1	1.83
PSCD3	-0.2905
PYY	0.331
KCNC1	0.547
ARHGEF9	-0.2634
OR8J1	0.539
GPR55	0.150166666666667
NS3BP	-1.352
C10orf22	0.798166666666667
NAT8L	0.6575
DUSP4	0.960833333333333
FOXM1	-2.42016666666667
GRAMD2	0.0839
ZBTB48	-0.1125
BUD31	-0.237
PABPC5	0.6255
CCDC41	0.57175
FBXO11	0.241083333333333
C6orf148	-1.057
RFXAP	-1.08775
C6orf15	-0.0955
CDK8	-1.50483333333333
C6orf70	0.591
TESSP2	0.227
ALG2	0.74925
PPP1R3D	1.72075
TPM3	0.803555555555555
SYT13	-3.31125
EPB42	-0.367666666666667
CETN3	-0.626
PRY	0.315
NTHL1	-0.226166666666667
POLR2B	-0.9555
RPS28	0.751333333333333
P2RX3	0.26375
LYZL4	0.07575
WBP4	-0.2756
PMM1	-0.6925
C11orf79	0.2195
CBLL1	-0.46825
IL1F10	0.372333333333333
VAX2	-0.454
SETDB1	-0.238833333333333
LRAP	-0.726
GCLM	-0.412166666666667
CPEB3	2.7705
PPM1A	1.26975
INTS1	-0.62175
CAMTA1	-0.0424166666666667
SAMSN1	-2.392
LOC158830	-1.86866666666667
GMPPA	-1.392875
AIPL1	0.1335
IL24	0.3545
BDKRB1	-1.25116666666667
MLF1	0.662
TAF12	-0.6875
ID1	-1.539625
THADA	-0.605875
PIK3CB	0.372
OR4N5	-0.116
TBC1D17	-0.270166666666667
COX8A	-0.2915
CDCA4	-0.8235
C2orf44	-1.00725
ZNF534	-0.518
IMMP1L	1.0105
NIPSNAP3B	0.276375
FTMT	0.26425
PWP2	-0.920333333333333
MMP15	-1.1327
DNAH11	-1.2585
MTMR14	-0.572375
DNAL4	0.25725
IPP	0.4275
TMEM59	1.0445
C1orf157	0.4025
RGS4	-0.3265
DDX18	-0.261
SNX6	-0.252
ZNHIT2	0.941333333333333
NCDN	0.420333333333333
FLJ33534	0.44525
RAG1	-1.8295
OR4D10	0.194
PTPN5	0.490833333333333
POMT1	0.374875
LRRC8A	0.9534
CYP1A1	-1.05
CAPN1	-0.3135
DDHD2	0.8925
GRIK2	-0.303
GNRHR	-0.51125
PPBP	0.859
HTR3A	-0.446875
SLITRK4	-0.07925
ANKRD49	0.61675
BTF3	0.9402
SARS	0.03
C13orf18	-1.08616666666667
CACNB1	-0.1135
QKI	0.0136818181818182
SETMAR	1.107
MAN2B1	0.223
EML3	-0.99275
ACADL	0.21
OFD1	0.178875
DEFB114	0.5465
CGA	-3.207
PEX16	0.175333333333333
LRRC10	0.6455
GNG12	-1.065
C1orf152	-0.505333333333333
CHRM1	0.1665
CD53	-0.924875
DBH	-0.72325
TFAP2B	-1.96375
HIST1H2BJ	-0.324
FAM46D	-0.0295
TMEM11	1.036
C3orf32	-1.2135
PCCB	-0.6145
IPO13	0.021375
C6orf105	-4.5185
COMMD5	0.76775
SUV420H1	0.1961
LTBR	0.8345
ARHGAP15	-1.489
HDHD2	-0.4435
TDRKH	-0.672
LOC401052	-0.2065
PSG4	-1.08975
GNB4	-1.5632
SPATA4	0.61575
SLC9A3	-0.2
OSBP	0.469833333333333
NBPF3	-0.225666666666667
DOCK11	-0.456
SLC39A5	-1.40916666666667
PRR5	0.6547
C10orf63	-0.10125
SMTNL2	-1.76275
ADRA1A	-0.05125
ASAH1	2.5193
DOM3Z	0.2081
GIPR	0.324833333333333
AHI1	0.225416666666667
NADSYN1	0.337333333333333
RGS14	-0.767
IL18BP	0.8644
RTN4RL1	1.87666666666667
ARMC6	-0.3935
PSMD5	-0.594333333333333
HK3	0.302
OR4S1	0.27825
RSU1	0.9076
MAD2L1	-3.12066666666667
EIF4A3	0.67425
DLEC1	-0.0485
E4F1	1.336
CHMP2B	1.2137
CAMSAP1	0.3745
RPS21	-0.546833333333333
ARID5A	1.8305
UBE2N	0.2548
IGSF8	1.579
MAGEB6	-1.4315
ACAD11	-1.0221
MGC4172	-1.65125
LMO4	1.06725
KLKB1	0.09175
HP	-0.298
HDAC3	-0.13375
SCHIP1	0.499
CLCA1	0.2055
OLFML2A	1.55775
C1orf112	-0.84225
KIF19	0.46425
HAPLN4	-0.0902
CXCR7	1.80233333333333
GOT2	0.1039
RAB38	0.7535
DCX	0.6665
PPM1H	-0.161916666666667
NFYC	0.37875
KIN	0.53475
ZNF228	1.06625
PLSCR4	2.52616666666667
HIG2	-0.3605
FAM79B	7.0115
C21orf86	-0.7226
KCNK10	0.2175
ZNF738	0.11225
FSTL5	-0.831666666666667
OR6A2	0.448
OTOA	0.335333333333333
EXOC1	-0.025125
AHRR	-2.2575
PDAP1	-1.96466666666667
C19orf6	-0.593625
ZAN	0.5495
LY6G6E	0.457
EIF4E2	-1.08525
C20orf198	-0.2415
ZNF324	0.75475
CYP3A5	-3.66583333333333
ENTPD7	0.170166666666667
MBOAT5	0.487
GJB5	-1.898
TTC13	0.26475
S100Z	-1.011
KIAA0664	-1.33066666666667
PDGFRB	2.0255
IL17D	0.05475
OR56B4	0.084
RDX	-2.28833333333333
SLC34A3	0.387
IL28B	0.03
JUND	2.3075
CHRNB1	-0.529875
CAMK2B	-0.738
FETUB	-0.9465
CXorf23	1.738875
MRTO4	-1.41425
TTC3	0.5332
NDUFB8	-0.191333333333333
EDG2	-0.87875
SEMA3G	2.69525
IL23A	-2.11325
GRHL1	1.5196
LOC441054	-3.686
WDR65	1.094375
PSTK	-0.52925
STOML3	0.554
R3HDM2	0.7397
C5	-2.77775
SLC2A10	0.888
C3orf22	0.3705
PAQR3	-1.44523076923077
ANKRD26	1.85341666666667
HCRTR1	-0.2405
LOC399947	-0.61725
PSD2	0.28375
TIGD2	-0.889833333333333
SCRN1	-1.033875
COQ10A	-1.3985
DDI2	0.0625
METTL7B	-0.722
UCN2	0.25375
FAM92A3	-1.40175
WDR16	0.17775
ZNF511	0.367166666666667
ZMYM5	-1.229375
POLR3G	-2.62225
ZNF586	0.558
C1orf49	0.14
TANK	-0.05
RCAN1	-1.1795
PELI3	1.77916666666667
LIMD2	-0.631833333333333
TMEM189	-0.371
NTN4	-1.481
LOC151300	0.2655
CLEC2A	-1.145
GPR135	0.019625
DPYSL4	-3.1538
JAK2	-0.187333333333333
