Hybridization REF	TCGA-BH-A0B2-11A-11R-A10J-07
RTN4RL1	1.38291666666667
ARMC6	-0.4145
PSMD5	-0.225166666666667
HK3	0.8597
OR4S1	0.01675
RSU1	1.0657
MAD2L1	-3.26277777777778
EIF4A3	-0.408
DLEC1	0.378333333333333
E4F1	-0.137666666666667
CHMP2B	0.4411
CAMSAP1	0.0815
RPS21	-0.782166666666667
ARID5A	1.819
UBE2N	-0.2238
IGSF8	0.272
MAGEB6	-0.4395
ACAD11	-0.7834
MGC4172	-0.7085
LMO4	1.5
KLKB1	0.39125
HP	-0.2985
HDAC3	0.14375
SCHIP1	1.73125
CLCA1	0.16
OLFML2A	2.33525
C1orf112	-2.44325
KIF19	1.283
HAPLN4	0.1943
CXCR7	1.35666666666667
GOT2	-0.559
RAB38	-1.037625
DCX	5.08425
PPM1H	-0.706583333333333
NFYC	0.651666666666667
KIN	-0.133875
ZNF228	1.009
PLSCR4	3.4105
HIG2	-0.562
FAM79B	4.6665
C21orf86	-0.6259
KCNK10	0.8695
ZNF738	-1.01225
FSTL5	-0.639
OR6A2	-0.1315
OTOA	1.05416666666667
EXOC1	0.11125
AHRR	-3.385
PDAP1	-1.63775
C19orf6	-0.4655
ZAN	0.23325
LY6G6E	-0.0445
EIF4E2	-0.40675
C20orf198	-0.789
ZNF324	0.2955
CYP3A5	-1.33216666666667
ENTPD7	0.2875
MBOAT5	-0.2165
GJB5	1.933
TTC13	-0.6535
S100Z	-0.9985
KIAA0664	-0.289666666666667
PDGFRB	2.61575
IL17D	1.408
OR56B4	-0.074
RDX	-1.2965
SLC34A3	0.989
IL28B	-0.033
JUND	1.86675
CHRNB1	0.18125
CAMK2B	1.9875
FETUB	-0.82625
CXorf23	1.2935
MRTO4	-0.91475
TTC3	0.8958
NDUFB8	-0.496
EDG2	0.87275
SEMA3G	2.80075
IL23A	-1.85725
GRHL1	1.4352
LOC441054	-1.3885
WDR65	0.46525
PSTK	-0.25975
STOML3	0.281333333333333
R3HDM2	0.1268
C5	-0.1485
SLC2A10	0.434666666666667
C3orf22	0.16225
PAQR3	-0.871
ANKRD26	-0.669666666666667
HCRTR1	0.1995
LOC399947	-0.195
PSD2	0.7625
TIGD2	0.201833333333333
SCRN1	-1.184
COQ10A	-0.49525
DDI2	0.242
METTL7B	-0.288666666666667
UCN2	0.732
FAM92A3	-0.382
WDR16	0.56475
ZNF511	0.0131666666666667
ZMYM5	-0.71375
POLR3G	-2.61825
ZNF586	-0.01575
C1orf49	0.138333333333333
TANK	1.23866666666667
RCAN1	1.79533333333333
PELI3	0.8725
LIMD2	-0.509583333333333
TMEM189	-1.0535
NTN4	1.258
LOC151300	-0.3295
CLEC2A	-0.7025
GPR135	0.202
DPYSL4	-1.032
JAK2	0.2235
TSHZ1	1.8735
TM9SF4	-0.552125
ZNF264	0.627333333333333
SIRPG	1.064125
BICD1	0.6335
HERC6	1.6905
METTL5	-0.9235
CASP1	1.58825
PRRT1	-0.180833333333333
PLA2G4C	2.39216666666667
ICA1L	0.572642857142857
TPTE2	-0.0531666666666667
OTUD7A	1.19683333333333
AQP11	-1.839
APOA2	-4.5335
KALRN	0.0643
SECTM1	0.524666666666667
IFNAR1	-0.1175
TALDO1	-0.29225
RAB11FIP4	-0.75325
EIF5A	-1.5855
FAM49A	2.88425
NEGR1	0.718666666666667
YTHDC2	0.06275
EHD2	0.935
NCF1	1.9181
SCRT2	1.4995
HOXA5	2.04366666666667
NUP133	-0.1995
FGF12	-0.6408125
SLMO2	-0.999125
SNTA1	0.3665
CACNG2	0.228625
GCM1	0.18925
ELF1	0.280166666666667
TLR5	2.51875
TCFL5	-1.30191666666667
RBMY2FP	-0.4115
LOC100125556	-0.1475
FAM129B	0.304125
MAP3K7IP1	0.052125
NCK2	0.4755
OXA1L	-0.5145
FMO9P	-0.83
ZSCAN12	0.37575
PSMD12	-0.8115
HSCB	-0.4335
CLDN10	1.33125
MGC13053	-0.477
HPCAL4	-0.207166666666667
ASZ1	-0.371
MEX3D	0.2575
NFAT5	0.3631
CSPG4LYP1	-0.2245
FBXO3	0.7799
DVL1	-0.589333333333333
CMKLR1	2.26266666666667
TYMS	-3.619
PEF1	1.1175
ZNF750	1.24766666666667
MCM5	-1.0674
MEGF11	-0.22275
KCNK7	-0.138
PTP4A3	-0.5135
C1QTNF2	0.199666666666667
OR6S1	0.1585
FAM122B	-2.14875
ZNF551	-0.573375
HBQ1	-2.204
GEMIN6	-0.7985
ARSK	0.1485
RBP7	4.149
CPNE9	0.1765
DSC1	1.66
LOC730112	0.21975
MAP2K4	0.6565
HS3ST5	-0.7585
EPB41L3	0.47975
TEKT2	0.548
CDKN2B	-0.00349999999999999
ZNF480	-1.524
MAP3K6	0.7946
MAP6	2.2995
HN1	-1.1253
OR2L13	0.348166666666667
SLC16A11	0.657
FAM96A	-1.2465
APOL1	0.35675
C5orf32	0.30825
RTP1	0.049
RNF175	0.2995
ZBTB41	0.66975
AHCTF1	-0.3408
SAE2	-0.3624
ITGA2	0.953333333333333
MME	2.966
CCDC14	-0.7865
MAST4	1.02635714285714
KRT33B	-0.25
KCTD2	0.779333333333333
WDR26	-0.02575
MFI2	1.3085
NR4A3	1.408125
ARSA	-1.97225
UNKL	-0.117666666666667
SULT6B1	0.244
CCNA2	-3.69916666666667
SOX15	-0.61
PPAPDC1B	0.131833333333333
C19orf44	0.3175
MCAT	0.869416666666667
ARID1B	0.231125
OR52N1	0.2405
C12orf48	-2.4195
MAGI1	0.92675
NIPA2	-0.481
GBX2	-1.73725
RSHL3	0.26025
RAVER1	0.389166666666667
C15orf17	0.11175
SLC30A2	0.950625
ZNF518	-0.09925
PCYT1B	-1.04025
C10orf114	-0.1775
EIF3H	0.182583333333333
SLC25A39	-1.25683333333333
KIF1B	0.788125
AMOTL2	0.869
C6orf120	0.497875
PSRC1	-2.6175
PLA2G10	0.02775
KIF5C	0.444125
MRPL37	-0.6195
C17orf62	-0.041
C9orf135	-0.608333333333333
DUSP10	0.3914
CLCNKB	-0.106
PSMA5	-0.723875
C8orf53	0.00825
AMPD3	0.2375
PIAS1	-0.1485
ADCYAP1R1	0.0525
GYLTL1B	0.09575
CDH20	0.383
FBXO7	-0.01225
TMEM134	0.322333333333333
FLJ14213	0.684166666666667
ZNF3	-0.47975
LRRFIP1	0.542583333333333
CNOT2	0.23625
ABI3	1.91975
ALDH5A1	-0.460833333333333
HNT	2.0756
SERPINA4	1.366
TK2	0.646416666666667
STMN1	-2.07333333333333
GUCA2A	0.0471666666666667
GALNT10	0.00957142857142855
DPP6	0.0299
C9orf93	0.38675
PRELID2	-0.534625
STK39	-0.3285
SFTPA1	0.33475
CKS2	-2.83022222222222
RHO	0.102875
C20orf135	-0.30425
XKR3	-2.4805
CR1	0.672
RPS6KA2	1.37892857142857
C20orf112	0.54775
MRPL22	-0.40525
C4orf23	0.731166666666667
GADD45B	0.645
KLHDC1	1.4165
C2orf48	-2.0105
ZNF287	1.27
DAAM2	1.1425
DPPA2	-2.41566666666667
TCTN3	0.708833333333333
DNAJB11	-0.097875
FPR1	2.925
DEFB4	-0.3075
PTCD2	-0.3584
SMOC2	5.418
CABP7	0.26325
SERPINB11	-0.35175
MAGEF1	0.000750000000000002
NDE1	-0.484833333333333
ITGA10	0.356
FSHB	0.2995
ANXA2	0.676125
HORMAD2	0.1845
HLCS	-0.13075
MCF2L	0.90225
FH	-0.464875
TBC1D24	0.874
KIAA1505	0.81375
LGALS2	0.54275
CNBD1	-0.163
SYNPO2L	-0.206
PTPN23	-0.359571428571429
C1orf183	0.00166666666666667
MAGEA8	-2.43925
DGCR8	-1.03875
GSR	-1.17775
PAQR7	0.44
ZNF676	-0.7205
CACNA1C	0.5893
SP7	-0.166
PDCD6	-0.734
NRN1L	-0.6645
BRI3BP	-1.13683333333333
KIAA1183	1.173
ASB4	-0.183
CCL23	1.2253
OBSL1	-0.036125
SLC12A7	0.537666666666667
KIAA0240	1.416
CD1B	-2.66933333333333
FCGR2A	0.681625
MDC1	-1.58425
HTR1A	0.491333333333333
OCEL1	-0.01175
ATP11B	-0.1875625
FBXO34	-0.324666666666667
PCDH12	3.39
RPE	-0.85925
C17orf74	-0.38
CSDC2	0.4495
PET112L	0.22025
TMBIM1	0.980875
P2RXL1	-0.40575
TCHP	-0.65025
TRMT1	-1.0815
F2RL2	1.14883333333333
LRRC32	3.3215
IMPG2	0.159
BGLAP	-0.1515
LOC493869	-0.625083333333333
MRAS	3.067875
SLC35F5	0.32525
CBWD1	-0.056
AXL	-0.483875
ATP2C2	0.6785
TELO2	-0.652
PNPLA3	-2.58925
PCDHB14	1.55125
CD276	0.33
KRT80	-1.318
DUSP28	-0.3035
CSNK1E	-0.155666666666667
SRP14	0.5375
KCNQ4	-0.4245
KRT72	-0.00783333333333334
CCDC117	0.13025
C6orf89	0.365944444444444
TUBB2B	-0.510333333333333
RTN4IP1	-0.9195
CR1L	-3.0545
CEND1	0.54925
C12orf41	-0.192
RNF31	-0.1145
UBN1	-0.085
C17orf32	0.11675
SLC5A7	0.33125
GPR92	0.530833333333333
ESAM	2.5352
CTNNA1	0.483
HRBL	0.0594
CBX4	-0.8555
TMEM182	-0.1865
SH3TC2	-0.465166666666667
IL10	0.872333333333333
PXMP4	-0.129
RNF167	-0.1201
PAK7	2.5835
ETV3	-0.0085
ATPIF1	-0.835666666666667
LOC554207	-1.27066666666667
OR8H1	0.12875
WDFY3	1.0645
DPM1	-1.1745
GPSM1	-0.404
WDR92	-0.1568
LRP1	1.26466666666667
ANKH	-0.14225
THUMPD3	-1.418
POLR1B	-0.784
OLFM4	5.46833333333333
RAD9B	0.5985
TSPY2	-3.468
PAX6	-1.68483333333333
SCG2	-2.99875
SLC17A6	0.15225
FMO3	2.56725
PADI4	0.1275
TUBB4	-0.4235
NLK	-1.207
POU4F3	-0.6
SDF4	-0.07925
ITGBL1	1.88083333333333
NETO1	-1.720125
TAP2	-0.12575
ABBA-1	0.134666666666667
GNAI1	1.25675
VPS4B	0.729
NOPE	0.9185
GALNT6	1.801
SESN1	0.9025
GBE1	-0.839111111111111
CLASP1	-0.12125
RASGEF1B	0.572875
ACOT11	-0.528571428571429
AFAP1	1.4485
OR2H2	0.1685
DPY19L2P1	-0.64075
DZIP1	-0.663
SEC22C	-0.675333333333333
GPR161	0.255083333333333
RNF146	1.112
WDR74	-0.658625
GALP	-0.00299999999999997
PURA	1.7565
DNPEP	0.433416666666667
RP11-78J21.1	-0.948
ERBB2	1.668875
FANCM	-1.02716666666667
NEO1	1.25866666666667
DDX3Y	-4.8953
RPS3A	0.9895
MXRA7	1.11557142857143
LGALS3	0.149
GLT8D1	0.1085
CFL2	-0.37
UPB1	0.06475
NAP1L5	0.7985
CLDN14	-1.159
DHX38	-0.08825
BTBD1	0.16775
TARS2	-0.6635
ABCF1	-0.4979
FCF1	0.371333333333333
LRRC49	0.40425
GUCY1B2	-2.581
C1orf177	0.0675
SMARCA4	-0.862357142857143
LRP8	-3.77583333333333
TAGLN3	-1.087
MRPL14	-0.76625
TTRAP	-0.059
ZDHHC20	0.23025
NFE2L3	-1.7935
KIAA1377	0.9795
PALMD	2.4695
TMEM43	0.44325
TTL	-0.96275
STAT5B	-0.484166666666667
SSB	-0.6905
OR10H5	0.168
SLC22A13	-0.54475
AKAP3	-0.29525
TIMM23	-0.100333333333333
OAS2	1.49483333333333
KIAA0423	0.81575
TRIM11	-0.2275
GLIS3	0.658875
TMEM50B	0.5645
ARHGEF4	0.223875
DEGS1	-0.0304545454545455
TBL1XR1	0.689433333333333
G6PD	-2.0755
SP140	0.4775
MUC17	0.0966428571428572
NUDC	-0.5282
DNAJC5B	1.20516666666667
SCARA3	0.5695
CPA3	4.945
BCAT2	-0.343
MFN1	-0.4574
NRG3	0.602
SNX11	-0.187
PLEKHH1	-0.480666666666667
GPR177	0.993833333333333
HCFC2	0.70325
TCAP	-0.3275
MOCOS	-2.835
C14orf93	-0.129
PRDM10	-0.2985
SLC16A4	1.20258333333333
SRGAP1	0.302
VIP	0.48925
DUSP27	0.779333333333333
LILRA1	0.4922
MC2R	-0.137
MGC24103	-0.769
MBTD1	-1.3605
FUT11	-0.382
USP33	0.0869
C15orf39	-0.83925
MAP3K12	0.001625
PAAF1	-0.987666666666667
BARHL1	-0.2115
FLJ16165	-0.139
PIWIL2	-2.08825
SYNE1	0.913416666666667
CMTM4	0.515875
TSPYL1	1.1655
GUF1	-0.697
TMEM157	0.596
WDR44	0.2435
HIST1H3C	-0.0085
DKFZp666G057	1.1065
RNPEP	-0.4075
GAS2L2	0.676833333333333
ADH4	-4.21325
GRPR	0.7405
FBXL17	1.38225
ZBTB10	0.456166666666667
Gcom1	0.900388888888889
HTRA1	1.8728
ZNF585A	0.00666666666666666
SLC26A2	1.02371428571429
OTOP3	0.0568333333333333
WISP1	0.390666666666667
ATP2B4	0.373416666666667
FLJ10769	0.71
CRAMP1L	-0.229125
CHST12	-0.6175
RAB22A	0.353666666666667
TARDBP	-0.197642857142857
STAU1	-0.1075
CRB3	1.00883333333333
MIG7	-2.04125
CHMP1A	-0.0876666666666667
ZNF160	-0.150125
B3GALT6	0.113
BARX1	-0.7635
C6orf167	-1.7789375
NXNL1	0.3245
DHX29	-0.000125
HADHB	-0.1655
PLXNB2	0.71675
ILDR1	-1.0745
SLC15A3	2.276
GAS2	-0.0448333333333333
C20orf69	0.1525
NUMB	-0.00125
TNIP1	0.396
MESP1	1.41066666666667
PSKH1	0.10425
NSFL1C	0.02925
RHOG	0.15125
HEY1	-0.678
KNG1	-1.637625
ITGAX	1.2594
LIN9	-1.02233333333333
CANT1	0.06125
XRN1	0.278357142857143
CCDC96	0.9003
HEATR6	-1.6325
GNG7	1.71675
RUNX2	0.575
SOX1	0.3175
FCRL5	0.7083
ZNF99	-0.165375
FAM9A	0.2095
SNX22	0.118666666666667
MBNL3	-1.69966666666667
ODC1	-1.3888
ADORA2B	-0.6495
NR2F6	0.0995
ZFYVE16	-0.253222222222222
SYNJ2BP	0.8121
POLE	-1.460875
E2F2	-1.661625
THRA	1.385
PTGES2	-0.807833333333333
HIP1R	0.1965
TMUB1	-0.863833333333333
ENO3	-2.4055
RSPH10B	-0.485
CXorf39	0.20175
IRGC	0.12175
GPR109B	1.9855
FLJ13305	-0.3465
LCE3A	-0.332
TNFRSF18	-1.45683333333333
DET1	0.37625
TRPM3	0.167333333333333
C16orf79	-1.3745
FECH	-0.529166666666667
RAP2A	0.672333333333333
CRIP1	0.628833333333333
AZIN1	-0.18525
SLC7A7	2.44775
IL10RA	0.8773
TMEM64	-2.04225
CDC42EP4	1.5305
C16orf58	-0.3527
ARG2	-1.206
POU5F1P4	-4.7125
FAM62B	-0.0405
DNAH8	-1.7869
ASH2L	-0.234125
TSLP	-0.3535
CNTNAP5	-0.177666666666667
TMEM16C	2.64225
IFNA14	-0.2435
SLC1A3	0.428375
CABYR	0.50725
BCL7B	-0.0468
NUDT13	-1.24516666666667
C13orf28	0.4695
C1orf53	-0.4295
ARL6IP4	0.1403
RPL35A	0.45875
EMR3	0.356
RAB40C	0.352
SLC41A1	-0.102166666666667
LRCH1	0.454
LY6G5B	-0.869
FAM124A	0.448071428571429
MGC10981	-4.282
CLIP3	1.3688
MAP4K2	-0.810333333333333
CHIC1	0.10775
SULF1	1.876
C20orf30	0.0417142857142857
PRDM5	-0.09225
ELOVL1	0.0935
C11orf48	-1.2325
SLC39A10	0.03375
KCNV1	-0.421
ACP1	-0.673166666666667
ZMYM2	-0.1605
B3GNT6	-0.0485
C9orf69	0.39875
C2orf15	0.52975
C20orf166	-0.1265
HSP90AA6P	-0.0925
EDG7	-0.052
NEURL	-1.16675
LPL	5.36083333333333
CLEC2D	-0.288642857142857
GRRP1	2.82216666666667
CD8B	-1.5647
HIST1H3D	-1.6485
SLC6A12	-0.02875
FAM27L	-0.16
CD84	1.0996
RASA1	-0.49
PHKG1	0.929
MAGEA11	-1.414
IMPA1	-1.2363
NPM3	-0.81225
RARRES1	3.643
SH3BP1	0.26375
B3GNTL1	-0.113
ARPC5L	-0.315
KLHL26	0.26125
SIM2	-2.05225
GJC1	0.208
C20orf194	0.75625
EXO1	-3.5745
SLC2A2	-2.137
LOC285074	-0.57475
LRG1	0.23775
KIRREL	0.895
PIK3R1	2.43764285714286
C4orf34	0.47925
MAF	1.03322222222222
ADCY4	3.8425
ZMIZ2	0.1588
SLC46A3	0.8155
STAMBP	-0.505333333333333
CCDC16	0.732
MS4A12	0.2955
TCF20	0.25775
LRRC46	0.058
C20orf152	0.348
MRPS6	-0.679625
ABCB11	0.051
KCNC2	4.915
CDH19	-1.60616666666667
C9orf123	0.536833333333333
SSH3	0.529625
LDLRAD1	-2.46725
CCBE1	0.7525
ZNF135	0.97175
TAAR1	-0.0035
WFDC12	0.192
CCDC42	0.461333333333333
FLJ12529	-0.79475
PER1	0.223
TIMM50	-0.752666666666667
SMARCAD1	-0.4265
FAM26C	0.28
TP53TG3	-0.502833333333333
SH3RF1	1.2249
LMCD1	2.22625
GPR63	0.0195
FLJ21986	-0.6085
AIFM3	-0.73725
MICAL1	-0.426333333333333
BLZF1	0.178166666666667
IQCA	2.14033333333333
PCDHGC3	-0.1105
SAC	-0.283
BCL6B	2.3345
DDO	0.72725
MARCO	4.201
DCHS1	2.13883333333333
C1orf170	-0.984166666666667
CD200R1	1.044
C22orf15	-0.5355
SEPT11	0.2505
ADNP	-0.54625
UST	1.1373
C13orf34	-1.56433333333333
RFFL	0.175571428571429
APBA3	-0.4295
C2orf60	-0.754375
CUTL1	-0.5573
PMS1	-0.7565
ZNF689	0.1635
EIF3E	0.149
IL9	0.0343333333333333
RPL31	0.415625
LY9	0.563333333333333
ATP2B3	0.013
KDELR2	-0.132583333333333
TFCP2	0.23425
NLRP12	-0.28025
FLJ45422	-0.2995
TLE4	0.4479
ZNF570	-0.229
FLJ43806	-0.6105
TLK2	-0.454875
CIR	1.06125
MARS2	-0.093
COL24A1	-0.632
SDF2L1	-1.0845
HIBADH	0.472166666666667
IGFBP3	-1.59357142857143
C12orf23	0.423875
PSPC1	-0.2335
C20orf43	0.07625
TRAV20	-0.007
ARHGAP24	1.230375
KIAA1975	-0.7765
C1QA	3.364
DNTT	-4.2455
C10orf6	-0.08775
C11orf41	0.705125
HNRPF	0.13475
COL11A1	0.321
UBAP2	-0.901833333333333
CDKN2AIPNL	-1.3525
C20orf174	2.619
SPRED2	0.2975
PLA2G12A	-0.147
ICEBERG	-0.318666666666667
SCN10A	0.315
C11orf65	-0.405
GBP5	3.148
PITPNC1	-0.586166666666667
POU3F3	1.4895
NCOA7	0.57775
LIN7C	0.3607
LOC348840	-0.885
NKX2-2	-0.46275
ANKRD13D	-0.085625
LOC123688	0.1925
FUT2	1.05666666666667
TAAR8	0.416
FZD4	0.877083333333333
PNMA3	-0.285833333333333
OR4L1	-0.601
WIT1	-2.737
EXOC3L	1.42275
ATPBD4	0.0599
KRBA1	-0.2395
UBXD6	-0.04675
HOXB7	-0.736357142857143
C7orf23	-0.174
UNQ338	2.2185
STAB2	2.939
CDC20B	0.32675
IRF9	1.4945
CENTG1	0.60825
TNPO2	-0.92475
MCPH1	0.2435
BMS1P5	-0.97725
SLC26A7	0.22825
HIST1H3J	-0.149
C9orf3	0.3187
LBH	1.292875
MYO1D	0.3425
PTDSS2	0.05225
NFU1	0.619
DEPDC4	-1.41375
WNT7B	0.7796
GLP2R	-0.288833333333333
SETD4	-0.6664
DYNLT3	-0.8112
FKBP11	-0.516833333333333
SESTD1	0.628833333333333
FLII	0.49025
RPS16	0.3264
CHPF	-0.210666666666667
CSNK2A1	-0.533
SUMO1P1	-0.15925
FKBP6	-0.7995
ZNF214	0.691
TWIST1	2.05166666666667
DDX56	-1.4445
TRAM1L1	1.5188
EPO	-2.85033333333333
MRPS18B	-0.55475
ZNF682	-0.459666666666667
RPL14	0.294333333333333
MAFF	0.59075
LOC51136	-0.612875
LY96	0.804
DDX20	-0.4475
ABTB1	0.655666666666667
ARL5A	0.3371
CCT6A	-1.44425
HEPACAM	0.0836666666666667
EHHADH	-0.210333333333333
RBAK	0.368333333333333
CGB1	-0.13225
ITGB5	0.5263
YIPF3	-0.21025
FKBP2	-0.3965
NR1D1	-0.8666
TMEM110	-0.262
NEK2	-3.655
PRAMEF8	-3.55925
C20orf52	-1.31716666666667
PCDHGA3	-0.428
VWA3B	0.00174999999999999
NDUFA5	-0.154875
THAP9	-0.503
FLVCR2	-0.702666666666667
AP1S1	-2.268125
SMAD6	-0.53775
SAV1	1.5785
SAT1	0.774875
ZNF251	0.13075
ADAMTS7	0.1768
RPP38	-0.1065
C1orf211	-2.143
YPEL2	1.1983
RBMS1	1.15275
ZNF445	-0.0818333333333333
NRXN2	1.39966666666667
PGBD4	0.13325
UGT2B28	0.5205
WBSCR16	-0.4747
NLRC3	0.1895
ASTL	0.089
ST6GALNAC1	-2.2105
ZADH2	0.0155
MLLT4	0.6345
ARL6	-0.371666666666667
MEF2C	1.34425
CBFA2T3	-1.2225
AFF3	1.20592857142857
COG7	-0.501166666666667
MYB	-0.814333333333333
PLXNA3	-0.3175
XRCC2	-2.01933333333333
MMS19	-0.059375
ST8SIA5	-0.710375
CHPT1	0.452166666666667
KIAA1712	-0.898
OR6X1	0.4505
ACTR3	-0.095625
UGCG	0.985333333333333
OR4P4	0.2605
ZAP70	-2.95675
LPP	1.612
ZNF485	-0.3305
PTPRCAP	0.05
IL12RB1	0.389
ATRX	0.6093
CHST8	-0.29425
C14orf109	-0.0255
ARV1	-0.2315
NMB	0.688714285714286
COX5A	-1.1465
EIF6	-0.82425
MPPED2	0.9395
SEMG1	-1.058
CHRDL1	3.6105
TRAF3IP2	1.158
WNK2	0.091
LILRA4	2.25316666666667
LAMA2	4.93875
PXT1	-0.0235
RLBP1	-2.11625
CD300C	0.6565
SLTM	-0.18575
FLJ10404	0.1368125
APOBEC3D	-2.09716666666667
RENBP	0.255666666666667
ATXN7L1	0.251375
NID1	1.8175
TUBGCP3	-1.018125
ITIH5	2.8715
CCDC110	2.25175
C8A	-2.70725
MGC87042	-0.0735
HOXC13	-2.4075
TFDP2	-1.4765
HCP5	1.12225
POLI	-0.036
UCN	-1.21683333333333
ZNF764	-0.0636666666666667
C8orf45	0.15675
FHL3	0.083
SPATA5L1	-0.98975
MMRN2	3.169
NDST1	0.5075
COL20A1	-0.0916666666666667
ZNF248	-0.223166666666667
PELP1	-0.368333333333333
MBL2	-2.0145
RNF41	0.1265
C5orf24	0.4725
THOC5	-0.19
SERINC3	0.25625
RP11-151A6.2	0.49975
CDCP2	0.02575
HIST1H2AA	0.0655
C11orf75	0.757666666666667
FKBP7	0.8835
DDOST	-0.09375
GPNMB	1.5575
TTF2	-1.6285
KCNT1	-0.0321666666666667
SLC39A14	-0.435875
NGRN	0.5344
GPR137B	1.28475
MECP2	-0.1375
PSMA1	-0.9245
C16orf73	-5.18525
TMEM60	-0.205666666666667
CSN3	3.994
NOS1	0.225333333333333
RAB7L1	0.163333333333333
YBX2	-0.8675
KIAA1166	0.06875
FUBP3	0.01
ABCG1	0.7075
ACACA	-0.655
ARL11	0.0285
ATOH1	-0.097
ODF1	0.0738333333333333
CREB3L3	-1.9965
TMEM127	0.942142857142857
DSCAML1	0.24
PLN	1.71883333333333
LYPLA1	-0.385416666666667
PRDM9	-1.445
SASP	1.348
PLUNC	0.130833333333333
INTU	0.07
HISPPD1	-0.2855
LNPEP	-0.327
YARS2	-0.619
APCDD1L	-0.156
ZCCHC4	-0.7638
FBXO22	-1.03833333333333
TTLL13	-0.636
ZNF669	-0.106
PTGDR	1.81275
DDX27	-0.30925
KIAA0409	-0.1855
GJB6	0.10175
ASB8	0.86725
PLP2	-0.846333333333333
MEPE	0.202
OR10J5	0.1265
KRT222P	2.6285
COQ7	-0.569333333333333
C1orf101	1.0325
RERG	2.4306
CHMP5	0.084875
THAP11	0.52075
ZNF43	-0.343666666666667
ZRANB3	-0.630666666666667
KRT13	3.292125
MRPL19	-0.684
RBBP9	-0.220625
SPATA17	0.075
BXDC5	-0.111333333333333
PAFAH1B1	-0.364333333333333
MAGEE1	-0.02625
OSTF1	0.37825
KIAA0323	-0.26775
TXNDC13	0.459
CNTN4	2.42025
LCE1B	-0.0675
UNQ501	0.017
ZNF154	0.09425
C3orf64	0.96725
SYT5	-0.0604
PON1	-0.0776666666666667
FLJ10357	0.5755
ATP4A	-0.469
GNPDA1	-0.666833333333333
MGAT1	1.15183333333333
C14orf121	-0.21275
SLC35B2	0.05475
MIER3	0.3375
CHEK1	-3.80925
ZNF8	-0.401333333333333
TXNDC1	-0.5155
CKB	-0.5493
RTN3	0.307785714285714
FZD2	-0.593166666666667
PART1	0.751625
PSMB6	-0.803
PCDHB8	-0.1685
PHC3	-0.1399
PPP1R8	-0.174
NOVA2	1.30766666666667
TNFRSF11B	-3.144875
GOLPH3	0.5615
UBLCP1	-0.13525
SUHW3	-1.08025
TTLL1	0.64425
OPN4	0.042
OR13G1	0.3235
ZPBP2	-0.474333333333333
HSD17B11	-0.268875
C9orf50	0.0935
DHDDS	0.198857142857143
CTSW	-0.0116
NEFM	-1.92916666666667
MRPL28	-0.90925
SYN1	0.822333333333333
PIGV	-0.0218333333333333
ZIM2	-0.04125
APBB1	0.7065
SND1	-0.44675
C1orf123	0.401833333333333
CHD3	-0.276
BHLHB8	0.03675
RNASE2	-0.3795
BCAP31	-0.071375
SLC25A44	0.101833333333333
CHD6	-0.0319
PIB5PA	1.44246153846154
SELS	0.05575
LOC541471	-0.811625
FAT2	2.568
ZNF81	-0.2275
OR4C16	0.267
FLJ10081	-0.1914
LRRC4	1.5285
CS	-0.421333333333333
N4BP2	-0.09975
IGFBP7	1.862
ZNF318	0.059
NDNL2	0.745125
ZNF609	0.450125
SIRT4	0.56475
EXOSC10	-0.434
ECE2	-0.1655
OVGP1	0.2555
GTPBP3	-1.23575
PACS2	0.5031
C19orf36	-0.161333333333333
ARL4C	0.901625
ATG4B	-0.418
UBQLNL	0.51175
RHOXF2B	-3.72
PLEKHG2	-0.3075
GALR1	0.437
AQP4	0.163833333333333
HDAC7A	0.67
DCUN1D3	0.5135
OR8A1	-0.3835
CCRN4L	-0.243625
CBR4	-0.397833333333333
KIFC1	-2.91016666666667
SLC7A14	-0.673333333333333
LHX5	-0.3255
TRPC7	0.286
LPXN	-0.99525
SERPINA1	-1.428
RPS13	0.2683
BPIL3	0.099
PRKAA1	-1.208
FADS2	-0.7051
ENAH	0.5890625
PRO1768	-0.2825
APBA2BP	-0.927
LIPH	1.47633333333333
C3orf33	-0.58425
RCC2	-0.523142857142857
ALDH1A2	0.0212
RNF103	1.35675
AHCY	-0.586875
ALG12	0.2125
CCL17	2.31575
ZNF543	0.731333333333333
ESRRG	1.9931
CNGA1	2.21525
RDH5	1.97616666666667
OTX1	-0.7368
PTGFR	-0.699333333333333
CDR2	-0.166625
SELE	3.5695
NLGN2	-0.00933333333333333
EXOSC9	-1.4585
ZNF566	0.249833333333333
KLRC2	-4.5355
GPR12	0.2785
KIAA0196	-0.05275
PDRG1	-0.61375
SSR3	-0.723071428571428
MSI1	-1.052
CST9	0.773
CC2D1A	-0.03525
PLAGL1	1.41133333333333
ZNF778	-0.2605
RNF2	0.41625
KLF6	1.61516666666667
THBD	2.79733333333333
tcag7.1314	0.4865
NR5A1	-0.2175
ABCD2	1.52575
DNAJC7	-1.34975
CLEC4C	0.4505
TM2D3	0.95225
CCDC4	-0.42
PLAC2	-1.691
DCD	2.719
FAAH	0.510125
POLA1	-0.810666666666667
TM7SF2	0.10175
FLJ39822	-0.2815
FLOT2	0.161875
MAP4K1	-0.7735
SRP68	-0.090875
C21orf74	-0.3645
ARPC5	0.41
LOC126075	1.169
HECW2	0.5125
