Hybridization REF	TCGA-E2-A159-01A-11R-A115-07
IQCA	1.104
PCDHGC3	-0.988
SAC	1.535
BCL6B	1.6105
DDO	-0.653
MARCO	4.11025
DCHS1	0.228
C1orf170	-0.0958333333333333
CD200R1	2.55433333333333
C22orf15	-0.598
SEPT11	0.034
ADNP	0.83675
UST	-1.5817
C13orf34	-0.971666666666667
RFFL	0.4575
APBA3	0.1555
C2orf60	-1.028875
CUTL1	0.3301
PMS1	-0.632428571428571
ZNF689	-0.767
EIF3E	-0.374166666666667
IL9	0.80375
RPL31	0.505625
LY9	2.22
ATP2B3	0.09175
KDELR2	0.496333333333333
TFCP2	-0.1635
NLRP12	0.00724999999999999
FLJ45422	-0.19125
TLE4	0.5336
ZNF570	0.4965
FLJ43806	0.5275
TLK2	-0.398625
CIR	-0.304
MARS2	-0.5825
COL24A1	1.3245
SDF2L1	-0.001
HIBADH	0.2325
IGFBP3	-2.481
C12orf23	-0.622375
PSPC1	-0.372
C20orf43	0.01525
TRAV20	0.6365
ARHGAP24	0.84725
KIAA1975	0.82375
C1QA	3.8155
DNTT	-5.25433333333333
C10orf6	-0.501916666666667
C11orf41	-0.231875
HNRPF	-0.19425
COL11A1	5.93866666666667
UBAP2	0.9535
CDKN2AIPNL	-1.5225
C20orf174	5.52225
SPRED2	0.65625
PLA2G12A	-0.181333333333333
ICEBERG	5.96666666666667
SCN10A	0.367
C11orf65	-0.21825
GBP5	5.47825
PITPNC1	0.2725
POU3F3	0.794
NCOA7	2.30875
LIN7C	-0.2423
LOC348840	-0.3075
NKX2-2	2.24875
ANKRD13D	0.40625
LOC123688	-0.243
FUT2	3.08616666666667
TAAR8	0.4035
FZD4	-0.457666666666667
PNMA3	0.0946666666666667
OR4L1	0.6755
WIT1	-0.73975
EXOC3L	1.28025
ATPBD4	-0.3575
KRBA1	0.4145
UBXD6	0.2135
HOXB7	1.212
C7orf23	-0.441
UNQ338	1.63525
STAB2	1.14925
CDC20B	0.08425
IRF9	1.03925
CENTG1	0.296583333333333
TNPO2	-1.02375
MCPH1	1.039125
BMS1P5	-2.85625
SLC26A7	5.41075
HIST1H3J	1.2385
C9orf3	-0.2622
LBH	1.103875
MYO1D	1.307875
PTDSS2	-0.68625
NFU1	-0.11425
DEPDC4	-1.226
WNT7B	-0.1285
GLP2R	-0.720666666666667
SETD4	-0.197
DYNLT3	0.2355
FKBP11	0.5115
SESTD1	0.1935
FLII	0.2675
RPS16	-1.0337
CHPF	0.416666666666667
CSNK2A1	0.435833333333333
SUMO1P1	-0.48525
FKBP6	-1.138
ZNF214	1.39466666666667
TWIST1	0.833166666666667
DDX56	-0.487333333333333
TRAM1L1	1.3135
EPO	-3.4275
MRPS18B	-0.55125
ZNF682	-0.0533333333333333
RPL14	-1.08566666666667
MAFF	0.24475
LOC51136	-0.57
LY96	1.02
DDX20	0.2705
ABTB1	0.700333333333333
ARL5A	-0.414
CCT6A	-0.33825
HEPACAM	-2.113
EHHADH	-1.01133333333333
RBAK	0.5225
CGB1	-0.94375
ITGB5	0.3055
YIPF3	1.54525
FKBP2	0.64525
NR1D1	-1.2179
TMEM110	0.7785
NEK2	-0.436666666666667
PRAMEF8	-3.39475
C20orf52	0.5055
PCDHGA3	0.754
VWA3B	-0.775333333333333
NDUFA5	-0.197375
THAP9	0.63575
FLVCR2	1.301
AP1S1	0.089375
SMAD6	-1.6925
SAV1	0.245125
SAT1	2.99075
ZNF251	1.37475
ADAMTS7	0.6929
RPP38	1.2295
C1orf211	1.3
YPEL2	0.7642
RBMS1	0.06375
ZNF445	-0.361
NRXN2	-0.181666666666667
PGBD4	-0.39775
UGT2B28	0.66875
WBSCR16	-0.7262
NLRC3	1.086375
ASTL	-0.0085
ST6GALNAC1	0.73075
ZADH2	-0.9395
MLLT4	1.131
ARL6	0.710333333333333
MEF2C	-0.0765
CBFA2T3	-2.285
AFF3	-0.625928571428571
COG7	-0.690333333333333
MYB	-2.14166666666667
PLXNA3	0.9595
XRCC2	-1.42633333333333
MMS19	-0.802125
ST8SIA5	-1.508125
CHPT1	-1.03266666666667
KIAA1712	0.26875
OR6X1	1.9545
ACTR3	0.823375
UGCG	0.0916666666666667
OR4P4	1.3745
ZAP70	-1.74525
LPP	1.341375
ZNF485	0.10875
PTPRCAP	1.34125
IL12RB1	0.7965
ATRX	-0.0148
CHST8	-1.619125
C14orf109	-0.22975
ARV1	0.46525
NMB	0.253285714285714
COX5A	-0.186166666666667
EIF6	-0.0605
MPPED2	-1.36866666666667
SEMG1	-1.124
CHRDL1	0.306
TRAF3IP2	1.288
WNK2	-1.573125
LILRA4	2.6675
LAMA2	4.079
PXT1	-0.372
RLBP1	-3.36375
CD300C	1.41775
SLTM	-0.35875
FLJ10404	-0.624375
APOBEC3D	-3.92016666666667
RENBP	1.8045
ATXN7L1	0.43825
NID1	0.36725
TUBGCP3	-0.213625
ITIH5	0.429882352941176
CCDC110	2.03275
C8A	-2.79425
MGC87042	-0.87075
HOXC13	0.6425
TFDP2	0.00350000000000001
HCP5	1.6625
POLI	-0.96325
UCN	-1.6055
ZNF764	-0.485333333333333
C8orf45	1.70075
FHL3	1.2315
SPATA5L1	-1.0695
MMRN2	2.85933333333333
NDST1	1.6145
COL20A1	-0.4675
ZNF248	0.511166666666667
PELP1	-0.350833333333333
MBL2	-3.15983333333333
RNF41	0.3185
C5orf24	0.71125
THOC5	-1.100375
SERINC3	-0.0793333333333333
RP11-151A6.2	0.30275
CDCP2	0.44575
HIST1H2AA	0.056
C11orf75	0.828833333333333
FKBP7	-0.566
DDOST	-0.08
GPNMB	1.78216666666667
TTF2	-0.727666666666667
KCNT1	-1.1425
SLC39A14	-0.65425
NGRN	-0.496
GPR137B	2.72775
MECP2	0.765
PSMA1	-0.411
C16orf73	-5.3335
TMEM60	0.0843333333333333
CSN3	1.116
NOS1	0.455
RAB7L1	0.973333333333333
YBX2	1.092
KIAA1166	0.2165
FUBP3	-0.421833333333333
ABCG1	1.2795
ACACA	0.177333333333333
ARL11	1.3253
ATOH1	-0.1065
ODF1	0.210333333333333
CREB3L3	-1.7825
TMEM127	1.41385714285714
DSCAML1	-0.70875
PLN	3.59533333333333
LYPLA1	0.0714166666666667
PRDM9	-2.3275
SASP	-0.99275
PLUNC	-0.478833333333333
INTU	0.0585
HISPPD1	-0.678
LNPEP	0.280333333333333
YARS2	-0.853
APCDD1L	-0.5405
ZCCHC4	-1.325
FBXO22	-0.340333333333333
TTLL13	-0.4875
ZNF669	0.368166666666667
PTGDR	2.722
DDX27	-0.42575
KIAA0409	-0.5805
GJB6	4.12725
ASB8	0.00025
PLP2	1.24483333333333
MEPE	0.70125
OR10J5	-0.2115
KRT222P	-0.6385
COQ7	-0.729666666666667
C1orf101	0.57325
RERG	-1.1561
CHMP5	0.29
THAP11	-0.395375
ZNF43	0.810166666666667
ZRANB3	-1.2255
KRT13	0.651875
MRPL19	0.151375
RBBP9	0.80275
SPATA17	1.07428571428571
BXDC5	-0.307833333333333
PAFAH1B1	0.20375
MAGEE1	-0.73925
OSTF1	0.77625
KIAA0323	0.167666666666667
TXNDC13	0.797333333333333
CNTN4	0.966875
LCE1B	4.63
UNQ501	-0.651
ZNF154	0.324
C3orf64	0.5775
SYT5	0.1359
PON1	-0.0534
FLJ10357	-0.666625
ATP4A	-1.8695
GNPDA1	-0.0381666666666667
MGAT1	1.26333333333333
C14orf121	0.86425
SLC35B2	-0.39025
MIER3	-0.6335
CHEK1	-0.60925
ZNF8	0.475166666666667
TXNDC1	-1.21866666666667
CKB	-1.3938
RTN3	0.962
FZD2	-0.7925
PART1	1.979375
PSMB6	-0.22125
PCDHB8	-1.0555
PHC3	0.4114
PPP1R8	-0.07
NOVA2	1.69983333333333
TNFRSF11B	-4.070375
GOLPH3	-0.171833333333333
UBLCP1	0.69275
SUHW3	-0.16075
TTLL1	0.85325
OPN4	0.201
OR13G1	1.0065
ZPBP2	1.47575
HSD17B11	-1.626125
C9orf50	-0.051
DHDDS	0.651071428571428
CTSW	2.7781
NEFM	-2.63866666666667
MRPL28	-1.263
SYN1	0.289666666666667
PIGV	0.0715
ZIM2	-1.6595
APBB1	0.00683333333333333
SND1	-0.469
C1orf123	0.293333333333333
CHD3	-0.8785
BHLHB8	0.29975
RNASE2	1.064
BCAP31	0.217
SLC25A44	0.594833333333333
CHD6	-0.5399
PIB5PA	0.379153846153846
SELS	0.335
LOC541471	-0.40475
FAT2	3.043
ZNF81	0.178
OR4C16	0.52
FLJ10081	-0.1692
LRRC4	2.243
CS	-0.781333333333333
N4BP2	-2.01875
IGFBP7	1.849
ZNF318	-0.116583333333333
NDNL2	0.018
ZNF609	0.042125
SIRT4	0.1425
EXOSC10	0.35875
ECE2	0.219833333333333
OVGP1	0.207
GTPBP3	-1.6055
PACS2	-0.0318
C19orf36	-0.883833333333333
ARL4C	-0.304
ATG4B	-0.464375
UBQLNL	-0.95525
RHOXF2B	-4.383
PLEKHG2	-0.198
GALR1	-0.6645
AQP4	0.839
HDAC7A	-0.209166666666667
DCUN1D3	-0.09575
OR8A1	-0.226
CCRN4L	-0.599875
CBR4	-1.11733333333333
KIFC1	-0.651666666666667
SLC7A14	-2.05966666666667
LHX5	0.057
TRPC7	-0.5905
LPXN	0.2235
SERPINA1	-1.006125
RPS13	-1.0169
BPIL3	-2.9225
PRKAA1	-0.29325
FADS2	1.6818
ENAH	1.284125
PRO1768	-0.1895
APBA2BP	0.15275
LIPH	3.886
C3orf33	-1.24425
RCC2	0.354785714285714
ALDH1A2	-3.5364
RNF103	1.3585
AHCY	-0.49425
ALG12	0.426
CCL17	3.13425
ZNF543	0.974333333333333
ESRRG	1.4745
CNGA1	3.593
RDH5	-0.998
OTX1	-0.0546
PTGFR	-1.63933333333333
CDR2	0.932375
SELE	4.9345
NLGN2	-0.265333333333333
EXOSC9	-0.595
ZNF566	-0.534333333333333
KLRC2	-1.6115
GPR12	0.443
KIAA0196	0.227
PDRG1	0.51825
SSR3	-0.206714285714286
MSI1	-0.207
CST9	-0.702
CC2D1A	0.0735
PLAGL1	-0.473222222222222
ZNF778	0.271
RNF2	-0.1285
KLF6	1.35033333333333
THBD	2.95516666666667
tcag7.1314	1.16475
NR5A1	0.3345
ABCD2	2.033
DNAJC7	-2.19275
CLEC4C	1.138
TM2D3	-0.02225
CCDC4	-1.904
PLAC2	1.5385
DCD	5.723
FAAH	1.044375
POLA1	-0.560833333333333
TM7SF2	0.149375
FLJ39822	-2.41366666666667
FLOT2	0.505
MAP4K1	0.765
SRP68	-0.87475
C21orf74	0.2585
ARPC5	1.10075
LOC126075	1.64575
HECW2	0.666125
ZDHHC4	-0.34825
ANKRD42	0.2275
PDE9A	1.29466666666667
ABCA8	0.04475
NDUFS2	-0.09
UBR5	-0.355125
BTBD16	-2.5375
LOC554174	0.14
ZNF20	0.673
KIAA1843	0.759
WDR17	-1.79771428571429
C15orf33	0.4715
RNF113A	-0.385
CAMKK1	0.0958
CLCN2	-0.26925
ANXA6	-0.458
LOC340069	0.7335
EMID1	-0.827125
DPM3	0.535666666666667
ELA1	0.1555
SLC25A13	-0.0057
KRT24	0.88025
SMPD1	-0.341833333333333
TH	0.614375
COL6A2	0.962214285714286
ANKS1B	2.062
GPR126	-0.3064
ZC3H12A	0.9825
TMEM47	0.341166666666667
C2orf51	0.0845
C1orf88	1.9245
HSF2BP	1.5455
AKAP10	-0.366
RPAP3	-0.2615
KLHDC8B	0.44475
STOM	-0.0723
MUPCDH	0.0375
C10orf72	-0.33
PLEKHA3	-0.0943333333333333
TCP11L1	0.544
CWF19L1	-0.28575
SPEF1	0.542769230769231
YSK4	0.0563333333333333
ELN	0.9845
SAMD8	-0.0958333333333333
MPI	-2.33033333333333
MEPCE	-0.1102
ABCC3	0.305625
NANOGP1	-2.081
KCNK17	0.10525
HLA-DMB	4.442
RRAGA	0.697
ANGEL1	-0.29225
RBM32B	0.1625
CPN1	-3.2525
MGC52282	-0.0001
HLA-A	1.62325
OR9G4	0.645
EDNRB	-2.004625
SCD	-1.342
C14orf80	-0.844166666666667
BAGE2	0.1535
RABL4	1.34433333333333
RCVRN	-0.5015
SHANK1	0.09
NLRP7	-1.9465
CD226	2.26075
STAT3	0.7530625
SYNJ2	-1.4467
TPCN2	0.624166666666667
WDR36	-1.35358333333333
MBD4	0.792
ROBO1	-1.4671
ST3GAL6	-2.04025
SLAMF8	4.34333333333333
ATN1	0.234666666666667
GPR141	0.91275
KRT36	-0.0105
TPH1	-2.3645
DDX52	-0.40025
ZSCAN29	-0.170666666666667
TRPT1	0.6445
DPEP3	0.672
DENND4A	-0.914
TSPAN16	0.178
PTCHD2	-0.3605
LOC145814	-0.00025
CAP1	1.7465
EIF5A2	0.0494
NT5DC3	-1.45875
SEPT9	-0.712125
SEZ6L2	-1.48225
EGFLAM	3.1355
VPS11	0.29475
NDUFB5	0.0876666666666667
CIDEA	1.2695
IER5L	-0.05875
N6AMT1	-0.2
FAM83C	-0.09
OXR1	0.496083333333333
IRX1	-0.114
DGKB	-1.43
GCN5L2	-1.5815
MIR16	0.18175
FBXW9	-0.51775
WDR4	-1.18016666666667
PDC	-0.343
VPS33B	-0.616
HEXB	-0.021
FLJ32214	0.3175
TCEB3	0.18175
CRLF1	0.781
ABI3BP	1.694
C8orf22	-2.761
PYCR1	-0.56775
KIAA1706	0.07775
CDK5R2	0.22375
WAS	1.15
C12orf60	-1.53225
CCBL2	0.015375
MADD	-0.37825
C5orf34	-1.03675
WDR42A	-0.2213
KLF12	-0.729875
HSPA1A	2.3175
ITM2C	-0.424833333333333
DAPK2	1.29783333333333
LOC442590	-1.149
SUMF2	-0.34975
CENPA	0.079
TMED5	0.488375
CDH6	-0.841
BRP44	1.7045
THG1L	-0.857
GABRA2	-2.83533333333333
C14orf166	-0.284
MYL1	-2.20866666666667
TNFSF18	0.513
PAP2D	-1.28016666666667
PPIB	-0.35975
KLHL4	-0.254375
SFN	2.20533333333333
CCDC127	-0.93225
FRAP1	0.75875
GOLGA5	0.54475
SDCCAG1	-0.49225
MGC21675	-0.2625
C10orf95	-1.336
KIAA1345	-1.22866666666667
C1orf163	-1.0755
LACE1	-0.158666666666667
OR10K2	-0.719
CENPN	-1.62404
TMED2	-0.2745
UGT1A6	-0.213
ANG	-2.0605
U2AF1	-0.526833333333333
CASC2	0.0705
NMT2	0.678666666666667
OSGEPL1	-1
DFNB31	-0.3165
SLC6A20	0.772375
DKC1	-0.31075
FXYD4	-1.088
WDR64	0.73175
MGC5590	0.7015
CREBZF	-0.0295
DAZ1	0.03325
PRPSAP1	-0.21225
GCHFR	0.30275
TTC7A	0.529875
LOC196993	0.39175
UBD	2.87116666666667
S100A1	0.96375
RPL6	-0.518833333333333
DNAJB6	0.4387
NAGS	-0.2275
C2orf58	1.1785
KERA	0.3665
MT1X	-0.4263
UBE2B	0.5062
KEAP1	-0.709
MST1	-2.876375
OMA1	-0.2035
ABLIM2	0.838
BCL2L13	-0.0194166666666667
JAZF1	1.2735
TMEM63B	0.6825
S100A8	6.9118
ARFIP2	0.392
UROS	0.2425
KHDRBS2	-2.764
POLQ	-2.0115
SOAT1	-0.0365
SPAG4	-1.1215
MRPS30	-2.0245
LOC494141	1.04825
OR2T11	0.195
ORAOV1	-0.3206
ZNF184	0.365
TCEB3B	-0.0528333333333333
ADAM21	0.371
GDPD1	0.06275
SPINLW1	-0.08675
PRR14	0.346333333333333
KCTD9	-0.1201
NUDT3	0.38075
KIAA1822	1.2466
HIST1H4K	-0.0945
DFNA5	-0.5645
GABPA	0.46375
C14orf44	0.2235
POLB	0.98175
PTAR1	-1.162
SEC31A	0.8081
TRIM58	-2.2255
TAS2R14	-1.434
VPS8	0.80675
H1F0	-1.27516666666667
PRKCB1	-1.681
UGT2A1	0.113
TOR1B	0.03025
LSS	-0.0770833333333333
C2orf19	0.442
HNRNPC	-0.0854285714285714
TMEM100	-3.04483333333333
LOC116349	-1.184
OR51M1	0.0695
CCDC142	0.11475
ISG15	1.51825
ZCCHC14	0.31325
CREBL2	0.112375
TGDS	-1.95175
DC2	-0.3335
CACNA2D3	-1.76757142857143
ZNF429	-0.27125
LYPD6	0.346333333333333
SUCLG1	0.0803333333333333
OR51I1	-1.0465
MAGEH1	1.05475
PRPF40A	-0.2875
SMR3A	1.9615
SPINK2	0.08675
THAP2	1.0665
NPY5R	-1.4145
IRF4	-0.38275
SPESP1	2.354
OR10S1	0.5355
DTD1	-0.1145
TUBE1	-0.87075
DDX19A	-1.053
PDPN	0.0545
TMEM34	-0.318416666666667
MGAM	-0.36975
COL3A1	5.6465
GFM2	-1.1776
OR5A2	1.8985
PSG9	-0.96375
ARHGEF11	0.768666666666667
IVNS1ABP	-0.071375
SIGIRR	0.15525
DUSP19	-0.5545
DNAJC14	-0.1702
ACSS1	-0.999375
IL1RAPL2	0.1305
C4orf30	-0.66375
SEPT4	1.5185
LANCL3	-0.423
SPAG17	2.10483333333333
PRDX3	-1.1205
HNF1A	-2.082
P4HA2	0.46625
RFWD3	-0.708333333333333
MOV10	0.6005
DNAJA5	-0.0765
LOC729440	0.1595
LOC200383	1.063
SMC2	-0.463
MIXL1	-0.576166666666667
TMEM9	0.578
FAM86A	0.133
ZNF174	0.1566
MYH14	-1.189
CCR8	1.161
VPS37C	1.0185
GPATCH1	-0.479666666666667
B3GNT8	1.56
TBX4	-0.319
CNR2	0.546333333333333
PCDH1	0.8785
C5orf29	3.39157142857143
OCIAD2	1.49775
PLCG2	1.43225
KIAA0247	1.499625
HRH3	0.2347
CAPN13	2.503375
CCR1	0.5051
MGC15523	-0.626444444444444
UVRAG	0.140333333333333
DNAJA2	-0.954666666666667
ITGA2B	0.194166666666667
CLDN5	2.732
PTPRN2	-2.20792857142857
ZNF512	-0.994166666666667
PSAP	0.812
CCDC140	-4.7015
LRRC55	0.36975
CYP26C1	0.047
C8orf47	3.16375
LYN	1.088625
DUSP6	-0.128833333333333
TGFB3	1.91033333333333
ELK1	0.0722
PCDH11Y	-1.3135
HGD	-1.62225
C17orf58	-0.23925
MYO3A	0.01
SERPINE2	-5.12933333333333
AARSD1	-1.252625
C14orf73	-1.7315
ADAM33	-0.2155
ZNF491	-0.152
MAPK6	0.17
TCN1	4.68966666666667
SLC24A6	0.69
UBE2R2	1.23
H1FNT	0.01125
TATDN2	0.139666666666667
LILRB1	3.3355
P2RY5	0.9875
NUCB2	-0.1005
C2orf37	-0.18225
SNX27	1.40366666666667
MTA3	0.53725
FOXO4	0.56375
ID4	3.25816666666667
SOX5	-2.69683333333333
PXMP3	0.5365
OR52M1	0.1125
SFT2D3	-0.16625
INA	1.25833333333333
MCOLN1	0.90175
NFIX	0.2515
CLEC14A	5.00666666666667
HIBCH	-1.17616666666667
PLA2G5	0.968
TIMM10	0.0833333333333333
MED17	0.6406
COL4A4	0.244
TPP1	1.03883333333333
GJA3	-1.15383333333333
TMPRSS5	-1.685
AADACL3	0.308
DNMBP	-1.11625
ENPP5	2.08366666666667
NQO1	-1.6934
ZSCAN2	-1.014625
SEC24C	-0.387833333333333
GTF2A1L	2.157
AXIN2	-1.2904
FAM33A	-0.725416666666667
C16orf13	-0.3405
SPNS2	1.386
TAF1	-0.02275
AP1G2	-0.835666666666667
RBM42	-0.135166666666667
HCN2	0.505
EFHB	-1.05716666666667
RUSC1	1.77883333333333
GRIK5	0.24
USP21	1.13133333333333
ATAD3C	0.119
ORMDL2	0.110625
PRSS7	-3.289
PSAT1	-2.60125
FLJ13195	-0.106333333333333
TBC1D1	0.765666666666667
IFNG	5.834
OTOS	0.0541666666666667
ZNF773	0.783333333333333
EMD	-0.96275
RETN	0.6845
CCL8	5.1535
APH1A	0.424625
COX18	-0.387
GTF2IRD2	1.171
CCDC82	-0.458916666666667
PAFAH2	0.9075
NPEPL1	-1.0783
RP11-114G1.1	0.5755
TP53INP1	0.7225
ZNF300	0.122166666666667
FOXL2	-2.744
LARP2	-0.15175
LATS1	-0.61775
HTR6	0.13
SPOCK2	1.43
RNF144B	2.86183333333333
HTATIP2	1.05075
MGC10334	0.924166666666667
CENTA2	2.12216666666667
FGF2	-2.92075
FXYD7	-0.102
PHYHIPL	-2.054125
GPR34	6.347
DDX6	-0.092
OR10W1	-0.2945
LHFPL1	0.1705
ZNF313	0.564928571428571
VPS28	0.8625
AP3M1	0.0347
AKR1CL2	1.5585
TRAF4	-0.01825
OR2B11	0.246
C19orf12	0.355666666666667
AKAP9	0.2335
C1orf62	-2.0975
SLC20A1	-1.4052
FAM112A	1.25825
LDB2	0.06525
MRPS23	-1.1955
KLK5	4.5145
SPTB	-0.6049
EFEMP2	0.07675
EFNB2	1.281125
PCM1	0.649214285714286
NMNAT3	0.95025
TSG101	0.0151666666666667
C8orf40	0.873
NOB1	-1.5515
ABHD3	-0.399
GTF3C4	-0.752625
PIGN	0.151166666666667
GALNTL1	-0.7965
AEBP1	1.942875
OR9Q1	0.2285
ANKRD2	-0.35375
CCL28	-0.34325
TRIM38	1.49566666666667
TMCC1	0.84125
SMG5	1.322
LRRC7	-1.057
NCAPD2	-1.03383333333333
C6orf153	0.1875
C1orf74	0.5865
OTUD6A	-0.0735
DCP2	-0.608666666666667
TMEM24	0.60825
RPL18	-0.549833333333333
TMEM177	-1.047
LRRC37A3	1.03825
C1D	-0.162333333333333
LDHC	0.69625
UBE4B	0.119333333333333
NIT1	0.094375
BTN3A3	1.502125
RASD1	1.68125
COMMD3	0.53025
SHFM1	1.01125
BIRC8	1.65433333333333
DUT	-0.745
C12orf51	-0.204
LRRC59	-0.439166666666667
LY6H	0.973
WDR22	0.311416666666667
EDEM1	-0.2085
ADH1A	1.8155
PANX2	0.0218
CYP11B1	0.26625
CDC73	0.54425
GPR172A	0.7795
GSTM3	-1.34453846153846
KCNA5	-0.507875
SERAC1	2.01666666666667
NFATC2	-0.032
ANAPC5	-0.5311
C15orf24	-0.26
NFATC2IP	-0.795583333333333
TNRC6C	0.105
MGC102966	3.024875
FGD5	1.72683333333333
MED9	-0.027
RAB13	0.698166666666667
C15orf49	0.253
CRYGS	-0.7886
C12orf53	-1.7457
LOC283693	-0.5055
COX6B2	-0.3455
PHF14	0.205625
FAM3A	0.6035
RPL13	-1.1516
PRDX2	0.1188
FLJ34047	-2.18475
PRMT3	-0.40825
KCTD19	-1.989
TRIM10	-0.465666666666667
MGC26597	0.087
GCNT4	-0.03075
GPRASP1	-0.56625
CDKN1C	-0.905333333333333
RHBDL2	3.3438
HSPH1	1.06225
AQP1	1.696625
COL17A1	2.117
GFAP	0.040625
CDC16	-0.583
KIAA1614	-0.2175
C6orf118	-0.384833333333333
ZSWIM5	-1.86675
FAM83F	2.561
LYNX1	2.4386875
SYNPR	-0.81525
XG	4.03583333333333
PRSS16	0.754875
KIF13B	1.03135714285714
PCDH9	-3.275125
HIST1H2AH	-0.260333333333333
RBM18	1.14375
ZNF626	0.49475
HEXIM2	-1.09616666666667
ITFG1	-0.6075
TUBG2	0.019
SFRS7	-0.795583333333333
C9orf14	1.3575
EXTL1	-2.59525
GBP3	1.892
WDR5	-0.1545
RARG	0.668333333333333
MYO7A	0.781
CECR6	-0.846
C13orf3	-0.8565
SFRS18	-0.856875
ACVR1B	0.254333333333333
PSMD1	-0.3831
C7orf31	0.685333333333333
ILVBL	-0.63875
IFNGR1	2.0585
RNF186	-0.36425
NOL9	0.27175
MAGEL2	-1.2235
SLC29A2	-0.034
NHSL1	-0.514
RBMX	-0.2505
PSORS1C2	0.46025
RAD51L3	0.252
LCN6	0.96925
ORAI2	-0.43025
BRUNOL6	-0.136
OR4K5	-0.1355
CDC123	0.424125
MSLN	-2.0805
WWTR1	0.439
ZNF700	-0.114833333333333
COBL	0.14325
PPP1R16B	0.494
GAS7	0.3583
MDN1	-0.787
HAAO	0.4245
C9orf68	-0.0885
TNFAIP2	0.598875
FOXN1	0.2075
hCG_2033311	-0.494333333333333
ATP6V0D2	1.456
RPL41	-0.607125
SLC38A1	-0.0745
ARHGAP6	-1.14883333333333
ADAD2	-0.975
PHF20L1	0.5885
MCM3AP	-0.017
ST3GAL3	-0.148333333333333
SNX1	0.235833333333333
ELF5	4.66275
PARP3	-0.86575
RBM8A	-0.249875
LINGO4	0.486
ITGA9	0.0701666666666667
ZFR	-0.363
ACSL6	1.014
FLJ20699	-0.9239
DAOA	1.5605
FABP4	6.17466666666667
KCNB1	-1.589
CANX	0.3054
SLC25A28	0.326166666666667
ADIPOR2	-0.388625
ECHDC2	1.759
SMA4	0.45425
FRZB	2.3055
PABPC1	0.417
DMRTB1	0.38075
APOBEC3G	1.4815
CATSPER2	-0.981833333333333
CUEDC1	0.343833333333333
STARD9	-1.035875
CLDN8	5.96071428571428
LOC23117	-1.50172727272727
E2F6	0.24
TMEM126B	-0.713166666666667
DPY19L4	0.98075
GIMAP5	3.47766666666667
NDUFA9	-0.632
FAM77C	-3.2005
CTPS2	1.58925
LOC51035	0.168625
WDSOF1	-0.48775
EGLN3	-0.429125
PITX3	0.382333333333333
OR52E8	1.064
GRM4	1.2395
KLK1	-2.47433333333333
GPM6B	-0.32375
RRAGD	2.3975
PAGE5	-3.4285
UCHL5	0.417333333333333
ULK3	-0.481
AIM2	3.97916666666667
PNO1	-0.593833333333333
OR2F2	-0.11
GNAT2	-1.3645
SIX1	2.127
ST13	-0.0155
ZBTB44	0.183
TIMP2	0.99225
ZMAT4	-5.6095
GTF2IRD1	0.545666666666667
ZNF19	0.513833333333333
ZNF714	-0.513
RSC1A1	0.59725
C9orf80	0.58225
PSMA8	0.705
TMEM141	0.136
COX4I1	-0.508
CTAGE1	1.01866666666667
DTWD1	-0.76725
HSD11B1	3.473
KRT6B	5.5375
ARID4B	1.08275
LHFPL3	0.58725
WWP2	0.467833333333333
ZNF326	-0.756666666666667
RGPD1	-1.022
CTSH	1.30616666666667
FASTKD1	-1.383
PAF1	-0.0379
TTC9C	0.3005
IFT57	0.1699
PRSS36	0.339
IL20RB	0.0645
ZNF592	0.0538333333333333
DCTD	0.0359
CFP	1.58875
MFNG	-0.134125
JMJD2B	-0.78775
ALDH3B1	-0.505625
THSD4	-1.34833333333333
KCNJ5	3.17983333333333
LMNA	0.987333333333333
TBCD	-0.1385
ZNF250	1.24583333333333
CASQ2	2.42716666666667
PEG10	-4.47658333333333
PRAME	-2.6306
NP	0.176125
TRIM59	0.071
ZNF12	0.116125
XTP3TPA	-0.31175
SIGLEC7	1.2707
PANK4	0.073
FAM70A	-2.11733333333333
SNED1	-0.61
HIP1	0.6502
RAET1E	0.979666666666667
AMAC1L2	-0.9875
AHNAK2	-0.804583333333333
TOE1	-0.746166666666667
RECQL4	-1.46975
SPRYD3	0.67475
DPAGT1	-0.1075
MAGED2	0.4903
ANKRD55	1.158
TRPS1	2.35891666666667
DOK7	-3.39425
TFPI2	-5.48775
GTF2H3	-1.14983333333333
CYP4F11	-0.749625
LHX2	1.026
ATG16L1	0.201666666666667
ASB12	-0.142
C1orf116	3.547625
NF2	-0.32935
POM121	-0.2305
PHYHD1	-0.6397
TXNDC17	1.017
DKFZp779O175	-0.71675
NUP62	-0.345
MYO18B	-1.7105
PRAMEF1	0.00800000000000001
TCBA1	0.328142857142857
TMEM168	0.727
FJX1	-0.944333333333333
CLCF1	-0.40975
SEPN1	1.464
IGSF2	2.96525
NUDCD1	-0.0636666666666667
TFF3	1.499
NDFIP1	1.44021428571429
CHCHD4	-1.009
TNR	0.14
CUTA	0.899166666666667
USP44	-4.909
DPP10	-0.13
IWS1	-0.292833333333333
PCGF1	1.665
SULT1C4	-1.746
NTF5	1.15675
PTPN13	-0.5175
SSTR5	0.527
SFRP1	-1.311
IDH3B	0.008
SUOX	0.0515
TMCO5	2.28175
GOLT1B	0.2475
MIB1	-0.150214285714286
PCDHGB1	0.977
SUSD1	0.844
ICAM5	-2.748
