Hybridization REF	TCGA-AO-A12G-01A-11R-A10J-07
PTPN5	0.885333333333333
POMT1	-0.058875
LRRC8A	0.2955
CYP1A1	-1.20775
CAPN1	-0.779
DDHD2	-0.730625
GRIK2	-0.4475
GNRHR	0.31225
PPBP	0.2635
HTR3A	-0.589125
SLITRK4	-0.634
ANKRD49	-0.85625
BTF3	-0.025
SARS	-0.356
C13orf18	0.0345
CACNB1	-0.106428571428571
QKI	-0.114318181818182
SETMAR	0.72975
MAN2B1	1.2465
EML3	-1.474
ACADL	-0.3415
OFD1	-0.52375
DEFB114	0.3685
CGA	-3.3665
PEX16	1.0345
LRRC10	-0.011
GNG12	-0.1775
C1orf152	-0.270833333333333
CHRM1	0.7225
CD53	0.161375
DBH	-0.6435
TFAP2B	5.047625
HIST1H2BJ	-1.14966666666667
FAM46D	0.2775
TMEM11	-0.792
C3orf32	-2.424
PCCB	0.3975
IPO13	0.005375
C6orf105	-2.519
COMMD5	1.37275
SUV420H1	0.7297
LTBR	0.43125
ARHGAP15	-0.57775
HDHD2	0.72825
TDRKH	0.764
LOC401052	0.0535
PSG4	-1.06675
GNB4	-0.8715
SPATA4	0.243
SLC9A3	-0.6625
OSBP	1.02633333333333
NBPF3	-0.695416666666667
DOCK11	-0.7855
SLC39A5	-1.40433333333333
PRR5	0.6871
C10orf63	-0.0285
SMTNL2	-1.2235
ADRA1A	0.17475
ASAH1	1.8456
DOM3Z	0.1452
GIPR	0.685666666666667
AHI1	-0.700916666666667
NADSYN1	0.272166666666667
RGS14	-0.3496
IL18BP	1.222
RTN4RL1	1.655
ARMC6	-0.24975
PSMD5	1.22416666666667
HK3	0.7279
OR4S1	0.79
RSU1	1.5988
MAD2L1	-2.726
EIF4A3	0.257
DLEC1	-0.7965
E4F1	0.675166666666667
CHMP2B	-0.3442
CAMSAP1	-1.444
RPS21	-1.09266666666667
ARID5A	1.62675
UBE2N	0.1526
IGSF8	0.720166666666667
MAGEB6	-1.446
ACAD11	-2.5953
MGC4172	-1.284
LMO4	1.4555
KLKB1	-0.131
HP	-0.8565
HDAC3	0.0955
SCHIP1	0.72075
CLCA1	0.0385
OLFML2A	1.1205
C1orf112	-1.764
KIF19	0.736666666666667
HAPLN4	-0.0531
CXCR7	0.242166666666667
GOT2	-0.4173
RAB38	-2.72425
DCX	-0.14175
PPM1H	0.45775
NFYC	0.29175
KIN	0.265375
ZNF228	0.64375
PLSCR4	1.6945
HIG2	-0.39825
FAM79B	2.274
C21orf86	-0.5883
KCNK10	0.2605
ZNF738	-1.361375
FSTL5	-1.01733333333333
OR6A2	0.323
OTOA	1.24116666666667
EXOC1	0.691
AHRR	-2.479625
PDAP1	-1.07833333333333
C19orf6	-0.48325
ZAN	0.64275
LY6G6E	0.352
EIF4E2	-0.34025
C20orf198	-0.23925
ZNF324	1.06825
CYP3A5	-3.0425
ENTPD7	0.761333333333333
MBOAT5	-0.437833333333333
GJB5	1.598
TTC13	-0.47375
S100Z	-1.124
KIAA0664	-0.7545
PDGFRB	2.36741666666667
IL17D	-0.3175
OR56B4	0.1895
RDX	-1.49783333333333
SLC34A3	0.3195
IL28B	0.605
JUND	1.3825
CHRNB1	-0.391375
CAMK2B	0.259
FETUB	-1.493
CXorf23	0.716
MRTO4	-0.698375
TTC3	0.6611
NDUFB8	-0.701666666666667
EDG2	0.186
SEMA3G	2.079
IL23A	-0.67325
GRHL1	0.9548
LOC441054	-0.634
WDR65	0.7505
PSTK	0.114
STOML3	0.338666666666667
R3HDM2	0.6231
C5	-1.39875
SLC2A10	1.1375
C3orf22	0.62175
PAQR3	-0.527307692307692
ANKRD26	-1.14133333333333
HCRTR1	0.316
LOC399947	-0.2635
PSD2	-0.29425
TIGD2	-0.258833333333333
SCRN1	-1.214
COQ10A	-1.3405
DDI2	0.2925
METTL7B	0.223166666666667
UCN2	0.06025
FAM92A3	-1.152
WDR16	0.3575
ZNF511	0.161
ZMYM5	-0.680375
POLR3G	-2.224
ZNF586	0.60325
C1orf49	0.586333333333333
TANK	1.40066666666667
RCAN1	-0.1915
PELI3	1.84933333333333
LIMD2	-0.42625
TMEM189	-0.3735
NTN4	-1.603625
LOC151300	0.2435
CLEC2A	-0.5335
GPR135	-0.35825
DPYSL4	-1.8792
JAK2	-0.342833333333333
TSHZ1	1.67633333333333
TM9SF4	-0.26575
ZNF264	1.10033333333333
SIRPG	1.08125
BICD1	-0.51275
HERC6	-0.116
METTL5	-1.2015
CASP1	0.4445
PRRT1	-0.425833333333333
PLA2G4C	1.169
ICA1L	-0.861857142857143
TPTE2	0.253833333333333
OTUD7A	-0.0308333333333334
AQP11	0.841
APOA2	-4.1181
KALRN	-0.3851
SECTM1	-0.421666666666667
IFNAR1	0.4245
TALDO1	-0.581125
RAB11FIP4	0.885666666666667
EIF5A	-2.591
FAM49A	1.09725
NEGR1	0.311333333333333
YTHDC2	0.477375
EHD2	0.368625
NCF1	1.3391
SCRT2	-0.687
HOXA5	-0.792
NUP133	-0.0215
FGF12	0.02675
SLMO2	-0.146125
SNTA1	0.312125
CACNG2	0.057625
GCM1	0.604375
ELF1	0.061
TLR5	2.34175
TCFL5	-0.95875
RBMY2FP	-0.2985
LOC100125556	0.2265
FAM129B	1.045625
MAP3K7IP1	0.364625
NCK2	0.1135
OXA1L	-1.08675
FMO9P	0.156
ZSCAN12	0.90775
PSMD12	-0.48125
HSCB	0.347
CLDN10	-1.92725
MGC13053	-0.35325
HPCAL4	-0.466
ASZ1	-0.004
MEX3D	0.24775
NFAT5	-1.8258
CSPG4LYP1	-0.2055
FBXO3	0.9068
DVL1	0.1545
CMKLR1	0.600333333333333
TYMS	-2.477625
PEF1	0.991
ZNF750	0.8605
MCM5	-0.7793
MEGF11	-0.46575
KCNK7	-0.037
PTP4A3	0.6625
C1QTNF2	0.057
OR6S1	0.3765
FAM122B	-0.35875
ZNF551	-0.004875
HBQ1	-2.1005
GEMIN6	-0.479
ARSK	0.55275
RBP7	2.46716666666667
CPNE9	0.44025
DSC1	1.0195
LOC730112	-0.30575
MAP2K4	0.068875
HS3ST5	-0.884
EPB41L3	-0.55
TEKT2	0.2365
CDKN2B	0.821416666666667
ZNF480	0.68675
MAP3K6	0.7345
MAP6	2.01683333333333
HN1	-0.3068
OR2L13	0.1775
SLC16A11	0.5125
FAM96A	-0.54575
APOL1	-0.244
C5orf32	0.95275
RTP1	0.262166666666667
RNF175	-0.232125
ZBTB41	1.16475
AHCTF1	-0.1578
SAE2	0.0995
ITGA2	-0.590666666666667
MME	-1.10316666666667
CCDC14	-2.21875
MAST4	1.07578571428571
KRT33B	-0.089
KCTD2	-0.230666666666667
WDR26	0.630333333333333
MFI2	0.71275
NR4A3	-0.896125
ARSA	1.819
UNKL	-0.3175
SULT6B1	0.591
CCNA2	-3.16866666666667
SOX15	-0.221
PPAPDC1B	-0.300333333333333
C19orf44	0.9205
MCAT	0.84625
ARID1B	0.588625
OR52N1	-0.247
C12orf48	-1.9625
MAGI1	-0.610375
NIPA2	-0.3145
GBX2	-1.29975
RSHL3	0.534
RAVER1	-0.352333333333333
C15orf17	-0.96525
SLC30A2	0.574875
ZNF518	-1.14075
PCYT1B	-1.07675
C10orf114	-0.9365
EIF3H	1.09883333333333
SLC25A39	-0.362666666666667
KIF1B	-1.078125
AMOTL2	-0.48175
C6orf120	0.799
PSRC1	-1.73675
PLA2G10	0.00862499999999999
KIF5C	0.120375
MRPL37	-0.6845
C17orf62	0.596166666666667
C9orf135	-1.03433333333333
DUSP10	1.9816
CLCNKB	0.157
PSMA5	0.239625
C8orf53	1.12075
AMPD3	-0.375333333333333
PIAS1	-0.30525
ADCYAP1R1	0.1305
GYLTL1B	0.9015
CDH20	0.0113333333333333
FBXO7	0.177
TMEM134	1.721
FLJ14213	0.545333333333333
ZNF3	-0.6685
LRRFIP1	0.398208333333333
CNOT2	0.4185
ABI3	2.6115
ALDH5A1	-0.402416666666667
HNT	2.4069
SERPINA4	-2.0825
TK2	0.34825
STMN1	-2.10255555555556
GUCA2A	0.3435
GALNT10	0.677357142857143
DPP6	-0.39335
C9orf93	0.061
PRELID2	-0.951125
STK39	0.562
SFTPA1	-0.65975
CKS2	-1.36533333333333
RHO	0.181625
C20orf135	0.11
XKR3	-2.181
CR1	0.025
RPS6KA2	0.307142857142857
C20orf112	0.7755
MRPL22	-0.1055
C4orf23	0.0191666666666667
GADD45B	0.9645
KLHDC1	1.36766666666667
C2orf48	-1.8535
ZNF287	0.4045
DAAM2	0.12175
DPPA2	-2.519
TCTN3	-0.413833333333333
DNAJB11	0.28075
FPR1	3.10875
DEFB4	0.3945
PTCD2	-0.9868
SMOC2	5.17883333333333
CABP7	1.11425
SERPINB11	0.33425
MAGEF1	0.80725
NDE1	-0.702666666666667
ITGA10	-0.014
FSHB	0.0635
ANXA2	1.018125
HORMAD2	0.3145
HLCS	0.6015
MCF2L	1.54325
FH	-0.08875
TBC1D24	0.864
KIAA1505	0.422
LGALS2	-0.2795
CNBD1	-0.259
SYNPO2L	0.0505
PTPN23	-0.578285714285714
C1orf183	-0.361666666666667
MAGEA8	-2.34075
DGCR8	-1.74475
GSR	-1.78425
PAQR7	0.5075
ZNF676	-0.88675
CACNA1C	0.2584
SP7	-0.099
PDCD6	0.22075
NRN1L	-0.7795
BRI3BP	0.35925
KIAA1183	0.822
ASB4	0.87425
CCL23	0.4812
OBSL1	-0.4555
SLC12A7	0.314833333333333
KIAA0240	1.99025
CD1B	-2.75483333333333
FCGR2A	1.68975
MDC1	-1.285
HTR1A	0.0393333333333333
OCEL1	1.43325
ATP11B	-0.243875
FBXO34	-0.0943333333333333
PCDH12	4.29533333333333
RPE	-0.13425
C17orf74	-0.1085
CSDC2	0.7925
PET112L	-0.50125
TMBIM1	0.10475
P2RXL1	-0.3605
TCHP	-0.17475
TRMT1	-0.692666666666667
F2RL2	1.167
LRRC32	3.67166666666667
IMPG2	0.271
BGLAP	-0.631
LOC493869	-1.0605
MRAS	0.788375
SLC35F5	1.533
CBWD1	0.7635
AXL	-1.28425
ATP2C2	2.25025
TELO2	-0.4825
PNPLA3	-2.765
PCDHB14	0.55525
CD276	0.5045
KRT80	-1.06025
DUSP28	0.0325
CSNK1E	0.0208333333333333
SRP14	1.141
KCNQ4	0.409
KRT72	0.0811666666666667
CCDC117	1.333
C6orf89	0.340777777777778
TUBB2B	-2.126
RTN4IP1	-0.25475
CR1L	-3.67933333333333
CEND1	-0.100625
C12orf41	-0.1945
RNF31	-0.1065
UBN1	-0.405166666666667
C17orf32	1.093375
SLC5A7	0.07475
GPR92	0.8935
ESAM	3.0364
CTNNA1	0.583833333333333
HRBL	0.109
CBX4	-0.00575
TMEM182	1.14025
SH3TC2	-0.714666666666667
IL10	0.802333333333333
PXMP4	1.655
RNF167	-0.3563
PAK7	1.20716666666667
ETV3	0.185
ATPIF1	-0.237166666666667
LOC554207	-0.536833333333333
OR8H1	0.36025
WDFY3	0.89925
DPM1	-0.99725
GPSM1	-0.1795
WDR92	0.2443
LRP1	-0.121333333333333
ANKH	-0.51775
THUMPD3	-0.97825
POLR1B	-0.17525
OLFM4	2.67033333333333
RAD9B	0.553
TSPY2	-1.9215
PAX6	-1.45833333333333
SCG2	-1.205125
SLC17A6	0.03125
FMO3	2.69125
PADI4	0.139625
TUBB4	-0.9121
NLK	0.58225
POU4F3	-0.324
SDF4	-0.048
ITGBL1	2.503
NETO1	-1.28525
TAP2	-0.13675
ABBA-1	-0.583666666666667
GNAI1	-0.22
VPS4B	1.8315
NOPE	0.4149
GALNT6	2.55866666666667
SESN1	2.597375
GBE1	-2.055
CLASP1	-0.37275
RASGEF1B	0.433375
ACOT11	-0.0390714285714286
AFAP1	0.28225
OR2H2	0.306
DPY19L2P1	-0.01475
DZIP1	-1.51175
SEC22C	-0.729916666666667
GPR161	-0.416416666666667
RNF146	0.55675
WDR74	-0.800125
GALP	-0.338
PURA	1.05625
DNPEP	0.458
RP11-78J21.1	-1.252
ERBB2	2.99825
FANCM	-1.21558333333333
NEO1	1.02366666666667
DDX3Y	-4.4179
RPS3A	0.15125
MXRA7	-0.131
LGALS3	-1.68933333333333
GLT8D1	-0.527
CFL2	-2.4075
UPB1	0.82875
NAP1L5	0.29325
CLDN14	0.31425
DHX38	-1.13625
BTBD1	-0.03825
TARS2	0.274333333333333
ABCF1	-0.3385
FCF1	-0.134
LRRC49	0.2085
GUCY1B2	-2.6135
C1orf177	0.828333333333333
SMARCA4	-0.871571428571429
LRP8	-2.42516666666667
TAGLN3	-0.498
MRPL14	-0.03375
TTRAP	-0.3615
ZDHHC20	0.9715
NFE2L3	-0.78375
KIAA1377	-0.78925
PALMD	1.317
TMEM43	-0.084
TTL	-1.342875
STAT5B	-0.863333333333333
SSB	-0.708625
OR10H5	0.4145
SLC22A13	-0.3165
AKAP3	-0.54725
TIMM23	0.581333333333333
OAS2	0.77075
KIAA0423	1.331
TRIM11	0.7305
GLIS3	1.080125
TMEM50B	1.1555
ARHGEF4	-1.095375
DEGS1	0.342363636363636
TBL1XR1	1.3246
G6PD	-1.77025
SP140	-0.0312
MUC17	0.0655714285714286
NUDC	0.429
DNAJC5B	0.8115
SCARA3	-1.02883333333333
CPA3	6.18216666666667
BCAT2	0.386375
MFN1	-0.047
NRG3	0.8215
SNX11	0.6405
PLEKHH1	-0.96
GPR177	-1.3355
HCFC2	0.4185
TCAP	0.22075
MOCOS	-3.3675
C14orf93	-0.383
PRDM10	-0.746833333333333
SLC16A4	1.44458333333333
SRGAP1	-0.076
VIP	0.092
DUSP27	1.085
LILRA1	0.7926
MC2R	0.083
MGC24103	-3.413
MBTD1	-2.8475
FUT11	-0.634166666666667
USP33	0.6578
C15orf39	0.43125
MAP3K12	0.522875
PAAF1	-0.166166666666667
BARHL1	0.32
FLJ16165	-0.1005
PIWIL2	-2.847
SYNE1	0.22075
CMTM4	0.92525
TSPYL1	2.7357
GUF1	-0.903166666666667
TMEM157	1.8375
WDR44	0.4205
HIST1H3C	-0.4695
DKFZp666G057	1.021
RNPEP	0.788
GAS2L2	0.1895
ADH4	-4.63425
GRPR	1.48
FBXL17	-0.77125
ZBTB10	0.746833333333333
Gcom1	0.471944444444444
HTRA1	1.695
ZNF585A	-0.693833333333333
SLC26A2	0.312714285714286
OTOP3	0.311166666666667
WISP1	2.41
ATP2B4	-0.4385
FLJ10769	1.69275
CRAMP1L	0.01125
CHST12	-1.364
RAB22A	0.395416666666667
TARDBP	-0.758285714285714
STAU1	-0.685
CRB3	1.9455
MIG7	-0.604
CHMP1A	-0.757666666666667
ZNF160	0.328
B3GALT6	0.941625
BARX1	-1.75266666666667
C6orf167	-2.1501875
NXNL1	0.7545
DHX29	1.048125
HADHB	-0.82125
PLXNB2	1.002125
ILDR1	-2.0695
SLC15A3	2.78675
GAS2	-3.33916666666667
C20orf69	-0.9125
NUMB	0.17275
TNIP1	-0.28325
MESP1	-1.08816666666667
PSKH1	-0.00949999999999997
NSFL1C	-0.5455
RHOG	-0.538
HEY1	-1.19716666666667
KNG1	-1.32475
ITGAX	1.7442
LIN9	-0.544
CANT1	0.45575
XRN1	-0.260642857142857
CCDC96	1.5225
HEATR6	-1.06183333333333
GNG7	0.267583333333333
RUNX2	0.63025
SOX1	-0.165166666666667
FCRL5	0.1552
ZNF99	-0.44825
FAM9A	0.067
SNX22	0.517666666666667
MBNL3	-2.631
ODC1	-1.7343
ADORA2B	-2.937
NR2F6	0.552
ZFYVE16	-0.379277777777778
SYNJ2BP	0.6233
POLE	-1.33225
E2F2	-1.04175
THRA	1.12066666666667
PTGES2	-1.35466666666667
HIP1R	0.0541666666666667
TMUB1	-0.267
ENO3	-2.25425
RSPH10B	-0.199
CXorf39	1.03875
IRGC	0.43275
GPR109B	0.97225
FLJ13305	-1.554
LCE3A	-0.0275
TNFRSF18	0.572833333333333
DET1	0.30325
TRPM3	0.107
C16orf79	-1.467
FECH	0.458
RAP2A	0.087
CRIP1	2.9465
AZIN1	0.55275
SLC7A7	2.958
IL10RA	0.6047
TMEM64	-3.08
CDC42EP4	1.3646
C16orf58	0.0673
ARG2	-1.406
POU5F1P4	-4.92175
FAM62B	-0.057875
DNAH8	-1.539
ASH2L	-0.852625
TSLP	-2.65533333333333
CNTNAP5	-0.1305
TMEM16C	-0.37675
IFNA14	0.437
SLC1A3	0.368875
CABYR	1.45375
BCL7B	0.031
NUDT13	-1.72466666666667
C13orf28	0.24575
C1orf53	1.31775
ARL6IP4	0.9292
RPL35A	-0.45225
EMR3	0.04125
RAB40C	0.54125
SLC41A1	-0.4225
LRCH1	0.12275
LY6G5B	-0.7235
FAM124A	0.394428571428571
MGC10981	-4.01716666666667
CLIP3	-0.0236
MAP4K2	0.538
CHIC1	-0.07275
SULF1	4.01466666666667
C20orf30	0.6995
PRDM5	-0.866875
ELOVL1	0.44175
C11orf48	-0.792875
SLC39A10	0.60225
KCNV1	-0.069
ACP1	-0.443833333333333
ZMYM2	-1.125
B3GNT6	0.445
C9orf69	-0.2625
C2orf15	1.538
C20orf166	0.7725
HSP90AA6P	-0.252
EDG7	-0.096
NEURL	-0.792875
LPL	0.168666666666667
CLEC2D	-0.996214285714286
GRRP1	2.6835
CD8B	-3.1813
HIST1H3D	-1.55183333333333
SLC6A12	0.180875
FAM27L	0.054
CD84	0.8035
RASA1	-0.397
PHKG1	-0.291
MAGEA11	-1.344
IMPA1	-0.4152
NPM3	-0.9235
RARRES1	3.22625
SH3BP1	-0.079375
B3GNTL1	-0.878
ARPC5L	1.37216666666667
KLHL26	0.80625
SIM2	-1.940125
GJC1	0.284
C20orf194	-0.46
EXO1	-2.38325
SLC2A2	-1.825
LOC285074	-1.373
LRG1	2.52375
KIRREL	0.053
PIK3R1	0.937642857142857
C4orf34	2.0765
MAF	0.0381666666666667
ADCY4	3.88633333333333
ZMIZ2	1.1375
SLC46A3	1.28133333333333
STAMBP	-0.00266666666666671
CCDC16	1.381
MS4A12	0.6275
TCF20	1.12525
LRRC46	0.94075
C20orf152	1.024
MRPS6	0.36325
ABCB11	0.2655
KCNC2	0.0603333333333333
CDH19	-1.5715
C9orf123	0.9525
SSH3	0.797625
LDLRAD1	-0.1115
CCBE1	-0.13225
ZNF135	0.116875
TAAR1	0.062
WFDC12	-0.0635
CCDC42	0.179666666666667
FLJ12529	-0.85925
PER1	0.218166666666667
TIMM50	-0.258333333333333
SMARCAD1	-0.691833333333333
FAM26C	0.4205
TP53TG3	-1.95083333333333
SH3RF1	1.4336
LMCD1	2.125
GPR63	-0.143
FLJ21986	-1.98325
AIFM3	0.1905
MICAL1	-1.06016666666667
BLZF1	1.44883333333333
IQCA	0.724833333333333
PCDHGC3	-0.2635
SAC	0.47125
BCL6B	2.49283333333333
DDO	1.7465
MARCO	1.0925
DCHS1	1.31733333333333
C1orf170	0.795166666666667
CD200R1	0.483166666666667
C22orf15	0.0205
SEPT11	-0.278
ADNP	-1.085
UST	-1.0209
C13orf34	-1.395
RFFL	1.1335
APBA3	-0.2935
C2orf60	-0.92375
CUTL1	-0.3547
PMS1	-0.753875
ZNF689	1.3395
EIF3E	-0.282166666666667
IL9	-0.2195
RPL31	-0.660375
LY9	0.11
ATP2B3	0.09125
KDELR2	0.262833333333333
TFCP2	1.205625
NLRP12	0.164125
FLJ45422	-0.2695
TLE4	-0.845
ZNF570	-0.214
FLJ43806	-0.9225
TLK2	-0.95475
CIR	1.61825
MARS2	0.9615
COL24A1	0.18225
SDF2L1	0.3435
HIBADH	1.426
IGFBP3	-1.65764285714286
C12orf23	0.997625
PSPC1	-0.405
C20orf43	0.25825
TRAV20	0.3645
ARHGAP24	1.248125
KIAA1975	-0.937
C1QA	3.65
DNTT	-4.159
C10orf6	-0.75725
C11orf41	0.191875
HNRPF	0.981
COL11A1	5.70366666666667
UBAP2	-0.527833333333333
CDKN2AIPNL	0.4085
C20orf174	2.02675
SPRED2	0.15425
PLA2G12A	0.309666666666667
ICEBERG	-1.22483333333333
SCN10A	0.2865
C11orf65	-0.78625
GBP5	3.94775
PITPNC1	-2.0815
POU3F3	-0.4375
NCOA7	-0.833125
LIN7C	0.3637
LOC348840	-0.4505
NKX2-2	0.4775
ANKRD13D	-0.251625
LOC123688	1.00475
FUT2	0.721333333333333
TAAR8	0.8625
FZD4	-0.043
PNMA3	-0.532
OR4L1	0.1735
WIT1	-1.24725
EXOC3L	1.5735
ATPBD4	0.5923
KRBA1	-0.43025
UBXD6	0.1925
HOXB7	-0.758642857142857
C7orf23	-0.702
UNQ338	-0.027
STAB2	0.803
CDC20B	0.151
IRF9	1.32425
CENTG1	0.37975
TNPO2	-1.08075
MCPH1	-0.30475
BMS1P5	-2.24275
SLC26A7	0.266
HIST1H3J	0.59375
C9orf3	0.0048
LBH	1.446125
MYO1D	0.109
PTDSS2	-0.1225
NFU1	0.0905
DEPDC4	-1.24825
WNT7B	1.5404
GLP2R	0.178166666666667
SETD4	-0.8325
DYNLT3	-0.1739
FKBP11	-1.55633333333333
SESTD1	0.2605
FLII	0.39525
RPS16	0.4534
CHPF	-0.466
CSNK2A1	-0.3985
SUMO1P1	0.84175
FKBP6	-0.3665
ZNF214	0.583166666666667
TWIST1	0.993833333333333
DDX56	0.0315
TRAM1L1	3.059
EPO	1.26783333333333
MRPS18B	-0.082
ZNF682	0.000666666666666667
RPL14	-0.285166666666667
MAFF	-0.71025
LOC51136	-0.9015
LY96	-0.20775
DDX20	0.08
ABTB1	0.262
ARL5A	0.3481
CCT6A	-0.8505
HEPACAM	-1.36083333333333
EHHADH	0.157666666666667
RBAK	-1.0035
CGB1	0.41125
ITGB5	1.5996
YIPF3	-0.325
FKBP2	0.2625
NR1D1	0.0284
TMEM110	-0.06
NEK2	-0.675833333333333
PRAMEF8	-2.83175
C20orf52	-0.670833333333333
PCDHGA3	-1.0355
VWA3B	0.08125
NDUFA5	-0.150625
THAP9	0.44025
FLVCR2	-0.119666666666667
AP1S1	-1.125
SMAD6	-0.371
SAV1	0.76625
SAT1	1.568625
ZNF251	1.099625
ADAMTS7	-0.1127
RPP38	0.15525
C1orf211	-1.308
YPEL2	1.50725
RBMS1	-0.62275
ZNF445	-0.1365
NRXN2	0.909166666666667
PGBD4	-0.223625
UGT2B28	-0.64725
WBSCR16	-0.5665
NLRC3	0.424125
ASTL	0.4795
ST6GALNAC1	-2.44025
ZADH2	-0.0725
MLLT4	0.39475
ARL6	0.567666666666667
MEF2C	0.637
CBFA2T3	-2.5435
AFF3	1.35535714285714
COG7	0.484
MYB	-0.0676666666666667
PLXNA3	-0.337
XRCC2	-1.41966666666667
MMS19	-1.268125
ST8SIA5	-0.69625
CHPT1	1.721
KIAA1712	-1.002125
OR6X1	0.328
ACTR3	0.548125
UGCG	0.017
OR4P4	0.402
ZAP70	-3.01225
LPP	1.39875
ZNF485	0.241
PTPRCAP	-0.1975
IL12RB1	0.579
ATRX	0.5438
CHST8	0.1875
C14orf109	1.28275
ARV1	1.184
NMB	-1.47742857142857
COX5A	-0.792833333333333
EIF6	-0.2665
MPPED2	-0.613166666666667
SEMG1	-0.9095
CHRDL1	0.502
TRAF3IP2	1.4795
WNK2	-0.35775
LILRA4	2.3945
LAMA2	4.46575
PXT1	0.372
RLBP1	-2.21
CD300C	0.4885
SLTM	0.158625
FLJ10404	-0.2231875
APOBEC3D	-0.976666666666667
RENBP	0.435333333333333
ATXN7L1	0.044375
NID1	0.57925
TUBGCP3	-0.555625
ITIH5	0.9155
CCDC110	1.9575
C8A	-2.5165
MGC87042	0.4985
HOXC13	0.46125
TFDP2	-0.50725
HCP5	0.59275
POLI	0.75
UCN	-1.782
ZNF764	0.3515
C8orf45	0.09125
FHL3	-1.098
SPATA5L1	-0.907
MMRN2	3.265
NDST1	0.496333333333333
COL20A1	-0.0966666666666667
ZNF248	-0.9255
PELP1	-0.439
MBL2	-2.14666666666667
RNF41	0.178
C5orf24	0.042
THOC5	-0.06075
SERINC3	0.0654166666666667
RP11-151A6.2	1.5845
CDCP2	-0.2215
HIST1H2AA	0.1425
C11orf75	0.3435
FKBP7	0.61975
DDOST	-0.04975
GPNMB	0.878
TTF2	-1.57516666666667
KCNT1	0.352333333333333
SLC39A14	-1.240125
NGRN	0.9043
GPR137B	2.139
MECP2	-0.203
PSMA1	-1.67675
C16orf73	-4.945
TMEM60	0.292166666666667
CSN3	0.182
NOS1	0.445166666666667
RAB7L1	0.882166666666667
YBX2	0.133
KIAA1166	-0.6735
FUBP3	0.815333333333333
ABCG1	2.3855
ACACA	0.106916666666667
ARL11	0.1304
ATOH1	0.136
ODF1	0.440833333333333
CREB3L3	-1.8035
TMEM127	1.34628571428571
DSCAML1	-0.16075
PLN	2.74683333333333
LYPLA1	0.130666666666667
PRDM9	-1.45225
SASP	0.62225
PLUNC	0.186333333333333
INTU	-1.837
HISPPD1	-0.3495
LNPEP	-1.27133333333333
YARS2	-0.593833333333333
APCDD1L	-1.3865
ZCCHC4	-0.4885
FBXO22	-0.408833333333333
TTLL13	-0.048
ZNF669	-0.0325
PTGDR	1.73775
DDX27	0.63975
KIAA0409	-0.719666666666667
GJB6	0.24325
ASB8	1.1865
PLP2	-1.52783333333333
MEPE	0.5265
OR10J5	0.652
KRT222P	1.23075
COQ7	-0.179
C1orf101	0.14025
RERG	2.7747
CHMP5	0.97225
THAP11	0.041875
ZNF43	-0.6105
ZRANB3	-0.533333333333333
KRT13	0.43025
MRPL19	-0.798625
RBBP9	-0.018375
SPATA17	1.06725
BXDC5	0.00150000000000002
PAFAH1B1	-1.1235
MAGEE1	1.513
OSTF1	0.107
KIAA0323	-0.49325
TXNDC13	0.425833333333333
CNTN4	2.3255
LCE1B	0.2215
UNQ501	1.508
ZNF154	0.314
C3orf64	0.24425
SYT5	0.0574
PON1	-0.363166666666667
FLJ10357	-0.138875
ATP4A	-1.0965
GNPDA1	-0.523666666666667
MGAT1	0.719833333333333
C14orf121	0.19575
SLC35B2	0.161
MIER3	0.661833333333333
CHEK1	-3.61025
ZNF8	0.941666666666667
TXNDC1	0.6465
CKB	-2.5171
RTN3	0.459857142857143
FZD2	-1.77583333333333
PART1	0.064125
PSMB6	-0.588
PCDHB8	-0.6195
PHC3	0.0962
PPP1R8	-0.792
NOVA2	1.697
TNFRSF11B	-2.402125
GOLPH3	1.24133333333333
UBLCP1	-0.415
SUHW3	-1.25225
TTLL1	2.1285
OPN4	0.443
OR13G1	-0.1745
ZPBP2	-0.0756666666666667
HSD17B11	-1.672875
C9orf50	-0.1085
DHDDS	0.516285714285714
CTSW	0.7892
NEFM	-0.782333333333333
MRPL28	-0.35825
SYN1	-0.0556666666666667
PIGV	0.554333333333333
ZIM2	-0.333
APBB1	-0.033
SND1	-0.18625
C1orf123	0.533
CHD3	-0.7625
BHLHB8	0.286
RNASE2	0.106
BCAP31	0.875625
SLC25A44	0.845333333333333
CHD6	-0.5899
PIB5PA	2.68176923076923
SELS	0.67425
LOC541471	0.252625
FAT2	1.2275
ZNF81	0.1025
OR4C16	0.0735
FLJ10081	-0.3943
LRRC4	0.32375
CS	0.0423333333333333
N4BP2	-0.824875
IGFBP7	2.5485
ZNF318	-0.396583333333333
NDNL2	1.236375
ZNF609	0.143875
SIRT4	-0.4485
EXOSC10	-0.61375
ECE2	0.218166666666667
OVGP1	1.21175
GTPBP3	-0.18
PACS2	0.4918
C19orf36	-0.515833333333333
ARL4C	-1.0365
ATG4B	-0.899125
UBQLNL	-0.7255
RHOXF2B	-3.548
PLEKHG2	-1.1485
GALR1	-0.1485
AQP4	0.155166666666667
HDAC7A	0.156666666666667
DCUN1D3	0.06775
OR8A1	0.1975
CCRN4L	-0.2045
CBR4	-0.533666666666667
KIFC1	-2.3235
SLC7A14	-0.8075
LHX5	-0.498
TRPC7	-0.425
LPXN	-0.97725
SERPINA1	-2.057125
RPS13	-0.7832
