Hybridization REF	TCGA-AN-A0AK-01A-21R-A00Z-07
CSF2RB	0.59
IFI44	-0.99425
DACT1	1.09366666666667
ANKRD23	-1.438
ATP5G1	-0.4225
C21orf70	-0.505166666666667
PPWD1	-1.91425
DNAJC13	0.334
PAH	-3.75166666666667
PTCH2	0.787
TRMU	-0.99925
CCDC9	0.806
USP3	-0.3853
DCLRE1C	0.1689
FAM55C	-0.94825
FRMD4B	1.288
CYP2R1	-0.76475
RFPL1	0.1198
XPO5	0.37
ARL6IP2	0.9835
OSBPL5	2.55725
MMP9	3.94209090909091
KIAA0802	-1.11925
DHRS2	-3.71416666666667
SGEF	2.06625
TXNDC10	-0.9539
EXOC6	0.86725
RPS27	0.348166666666667
PNCK	-0.1945
FSTL1	-1.52325
AACS	1.56525
SLMAP	0.316333333333333
SAMD4A	-1.0791
ABRA	0.84575
SMARCD3	1.27125
PKNOX2	-2.89116666666667
A4GNT	0.52
C9orf39	-2.44916666666667
RALYL	0.77625
MGC33556	-3.542
C10orf25	-1.637
BBOX1	-0.541666666666667
NHEDC1	1.2555
XDH	0.773
GCSH	-2.019
EDN1	-1.7105
MTERF	0.23175
CLK4	0.240875
ZNF799	1.12116666666667
KCNG1	-2.153875
CXCR4	-1.0045
PTPRR	-3.54425
IRAK1	-0.159125
LOC401397	-0.092
TMSB10	0.4765
CXCL3	-4.2239
TMC4	2.944
OR7A10	1.133
STYK1	2.17875
CHRNA10	0.4145
CCNI	0.65375
EP300	-0.137785714285714
LOC165186	-0.773833333333333
HIC2	-3.26225
SDR-O	0.65
OR2W1	0.8505
KCNA6	-0.7625
TRIM74	-2.9955
REEP6	0.0665
ATP5G2	-0.34125
ERG	0.396875
TMEM42	-1.54375
PARN	0.343333333333333
SOD2	-0.3094375
DIRAS1	-1.21683333333333
PNPT1	-0.0585
JOSD3	-1.30175
hCG_40738	2.162
PDE1C	-2.62775
SEMA4D	0.877125
AGPAT1	-0.308833333333333
NOSTRIN	1.42
MAP3K3	-1.361
MAX	0.405714285714286
CAPS	2.27933333333333
SERPINA12	-0.0445
OSBPL8	-2.529875
RICS	2.3535
NR4A2	-1.1665
PPCS	1.56466666666667
LONP1	-0.18825
SCYL3	1.53575
HERC2P2	-2.672
FIBCD1	0.22
C15orf41	-1.45575
DMC1	-1.99833333333333
C20orf27	-0.697
RPS6KA5	0.4643
FAHD1	0.239833333333333
SLC12A4	-1.46025
BRCA1	-0.364416666666667
GBL	0.7785
SLK	0.4
NUDT9P1	-2.91
NOXO1	-2.001
USP52	-0.43925
BAZ1B	-0.133875
SLCO2B1	2.89375
BBS12	-0.0318333333333333
LRGUK	-1.81483333333333
TERF2IP	0.10725
COL1A1	3.9775
KIAA0090	0.47325
GRK5	-0.651833333333333
AP1S2	-2.0226
TMEM52	1.0255
CA11	-0.777625
OR4A15	0.6615
ACBD3	1.0315
SPAG11B	1.204125
PRDM2	0.2336
FOXP3	0.4095
SMYD3	0.0153
LOC389199	0.427
LGI2	-0.546333333333333
NAPE-PLD	-0.3756
ANKRD6	0.369
WDR45	-0.112666666666667
SHROOM1	-1.5955
PSCD3	-0.734
PYY	0.696
KCNC1	-2.825
ARHGEF9	0.2169
OR8J1	0.53125
GPR55	0.657833333333333
NS3BP	-1.0005
C10orf22	1.1455
NAT8L	0.7705
DUSP4	-1.264
FOXM1	0.0188333333333333
GRAMD2	-0.3288
ZBTB48	-0.523333333333333
BUD31	-0.4245
PABPC5	0.209
CCDC41	-1.178
FBXO11	0.374166666666667
C6orf148	-0.8695
RFXAP	-0.31575
C6orf15	-0.294166666666667
CDK8	0.170333333333333
C6orf70	0.96925
TESSP2	-0.1515
ALG2	0.77975
PPP1R3D	-0.0635
TPM3	1.47805555555556
SYT13	3.7615
EPB42	-0.6905
CETN3	-1.53075
PRY	0.06
NTHL1	0.1515
POLR2B	0.9655
RPS28	-1.12291666666667
P2RX3	0.70775
LYZL4	1.23675
WBP4	0.3774
PMM1	-0.28075
C11orf79	0.72575
CBLL1	-0.62675
IL1F10	0.251833333333333
VAX2	0.862
SETDB1	0.703166666666667
LRAP	-0.6665
GCLM	-0.278
CPEB3	2.3645
PPM1A	0.269125
INTS1	0.639
CAMTA1	0.888333333333333
SAMSN1	-1.162
LOC158830	-2.22266666666667
GMPPA	0.5035
AIPL1	0.573
IL24	1.07091666666667
BDKRB1	-3.47566666666667
MLF1	0.7126
TAF12	-0.647
ID1	-2.9385
THADA	0.427875
PIK3CB	1.36225
OR4N5	0.043
TBC1D17	0.136166666666667
COX8A	-0.4625
CDCA4	0.66525
C2orf44	-0.08625
ZNF534	-1.7605
IMMP1L	0.3315
NIPSNAP3B	-0.028875
FTMT	0.410625
PWP2	-0.00866666666666666
MMP15	0.6145
DNAH11	-2.706
MTMR14	0.687625
DNAL4	1.75075
IPP	0.8825
TMEM59	0.207625
C1orf157	1.0955
RGS4	-0.568333333333333
DDX18	0.573
SNX6	0.51675
ZNHIT2	1.22016666666667
NCDN	0.223
FLJ33534	0.182
RAG1	-1.998625
OR4D10	0.5715
PTPN5	0.408833333333333
POMT1	0.795875
LRRC8A	-0.44
CYP1A1	-0.9245
CAPN1	1.25366666666667
DDHD2	0.511625
GRIK2	0.52
GNRHR	0.096
PPBP	0.372
HTR3A	-0.745
SLITRK4	0.54725
ANKRD49	-0.078
BTF3	-0.2593
SARS	0.367
C13orf18	-0.522
CACNB1	-0.563285714285714
QKI	-1.30554545454545
SETMAR	1.005875
MAN2B1	0.936833333333333
EML3	0.64325
ACADL	-1.02483333333333
OFD1	-0.65675
DEFB114	-0.926
CGA	-1.5538
PEX16	0.378166666666667
LRRC10	-0.044
GNG12	-2.41
C1orf152	1.02033333333333
CHRM1	1.1585
CD53	0.425875
DBH	-1.08675
TFAP2B	-3.708375
HIST1H2BJ	-1.04783333333333
FAM46D	2.111
TMEM11	0.33275
C3orf32	-4.36825
PCCB	1.589375
IPO13	0.40775
C6orf105	-3.86325
COMMD5	0.153
SUV420H1	0.3006
LTBR	2.31275
ARHGAP15	-1.04675
HDHD2	0.67375
TDRKH	-0.266833333333333
LOC401052	1.311
PSG4	-1.14325
GNB4	-0.895
SPATA4	1.13525
SLC9A3	-0.278
OSBP	1.89566666666667
NBPF3	-0.130666666666667
DOCK11	-1.6555
SLC39A5	-2.04366666666667
PRR5	1.067
C10orf63	-0.138625
SMTNL2	-1.67575
ADRA1A	0.411333333333333
ASAH1	3.1807
DOM3Z	0.4852
GIPR	0.816166666666667
AHI1	0.112916666666667
NADSYN1	0.516833333333333
RGS14	-0.1244
IL18BP	1.3719
RTN4RL1	2.48741666666667
ARMC6	0.272
PSMD5	1.17966666666667
HK3	2.6952
OR4S1	-0.1705
RSU1	0.1781
MAD2L1	-0.449555555555556
EIF4A3	-0.077
DLEC1	-1.13966666666667
E4F1	0.344833333333333
CHMP2B	0.3807
CAMSAP1	-0.612
RPS21	-1.5435
ARID5A	-0.1075
UBE2N	0.6251
IGSF8	1.32866666666667
MAGEB6	-2.8105
ACAD11	-2.8471
MGC4172	-0.37625
LMO4	-0.2315
KLKB1	-0.33975
HP	-2.028
HDAC3	0.273
SCHIP1	-1.71
CLCA1	0.4225
OLFML2A	0.780125
C1orf112	-1.01775
KIF19	0.901666666666667
HAPLN4	0.7158
CXCR7	-1.3395
GOT2	0.0415
RAB38	-4.17675
DCX	-1.254
PPM1H	0.673333333333333
NFYC	0.47375
KIN	-0.2765
ZNF228	1.325
PLSCR4	0.5215
HIG2	-0.1195
FAM79B	6.8035
C21orf86	-0.9233
KCNK10	-1.11825
ZNF738	-0.891125
FSTL5	-1.9974
OR6A2	0.3705
OTOA	1.288
EXOC1	0.293875
AHRR	-2.705375
PDAP1	-0.63425
C19orf6	-0.163625
ZAN	0.6385
LY6G6E	0.6195
EIF4E2	0.30875
C20orf198	0.0335
ZNF324	0.271
CYP3A5	-1.217
ENTPD7	2.07683333333333
MBOAT5	0.513166666666667
GJB5	1.10925
TTC13	0.287
S100Z	-1.56283333333333
KIAA0664	1.59866666666667
PDGFRB	2.173
IL17D	-1.55025
OR56B4	0.386
RDX	-2.6395
SLC34A3	0.381
IL28B	0.2475
JUND	0.922
CHRNB1	0.152875
CAMK2B	2.55425
FETUB	-2.2355
CXorf23	0.311875
MRTO4	-0.802625
TTC3	0.92
NDUFB8	-0.318666666666667
EDG2	-3.151
SEMA3G	0.3465
IL23A	1.23025
GRHL1	2.0252
LOC441054	-1.0185
WDR65	0.576125
PSTK	-0.154
STOML3	0.7385
R3HDM2	0.415
C5	-2.81175
SLC2A10	1.87316666666667
C3orf22	0.65625
PAQR3	-0.331230769230769
ANKRD26	-2.14383333333333
HCRTR1	0.2785
LOC399947	0.0526666666666667
PSD2	-0.262666666666667
TIGD2	-0.602166666666667
SCRN1	-3.3375
COQ10A	-0.84375
DDI2	0.4725
METTL7B	0.551833333333333
UCN2	0.649
FAM92A3	-1.95375
WDR16	0.03725
ZNF511	0.448833333333333
ZMYM5	-0.667875
POLR3G	-2.979
ZNF586	-0.155
C1orf49	0.430166666666667
TANK	0.393166666666667
RCAN1	-1.7015
PELI3	1.15416666666667
LIMD2	-0.680416666666667
TMEM189	0.87
NTN4	-3.582875
LOC151300	0.4995
CLEC2A	-1.5255
GPR135	-1.48875
DPYSL4	-2.9906
JAK2	-0.616166666666667
TSHZ1	2.74833333333333
TM9SF4	0.095125
ZNF264	1.28166666666667
SIRPG	1.573
BICD1	-0.7315
HERC6	-0.142833333333333
METTL5	-0.525
CASP1	-0.0245
PRRT1	-0.5685
PLA2G4C	1.8685
ICA1L	0.104153846153846
TPTE2	3.47266666666667
OTUD7A	0.827666666666667
AQP11	0.14425
APOA2	-4.3001
KALRN	0.0782
SECTM1	0.373916666666667
IFNAR1	0.735
TALDO1	0.850375
RAB11FIP4	0.286416666666667
EIF5A	0.878
FAM49A	2.061
NEGR1	-0.49975
YTHDC2	-0.569375
EHD2	-1.531875
NCF1	2.7967
SCRT2	0.688
HOXA5	-0.725833333333333
NUP133	0.27975
FGF12	-0.364066666666667
SLMO2	0.563
SNTA1	-0.87225
CACNG2	0.663375
GCM1	0.181375
ELF1	1.08766666666667
TLR5	1.8055
TCFL5	-1.483
RBMY2FP	-1.435
LOC100125556	0.6445
FAM129B	0.359
MAP3K7IP1	-0.006375
NCK2	1.267
OXA1L	-0.61725
FMO9P	-0.1575
ZSCAN12	-0.1485
PSMD12	0.30325
HSCB	-0.68275
CLDN10	-4.2185
MGC13053	-0.734
HPCAL4	-0.819833333333333
ASZ1	-0.474
MEX3D	0.238166666666667
NFAT5	-2.5414
CSPG4LYP1	-0.138666666666667
FBXO3	1.1857
DVL1	-0.081
CMKLR1	2.66516666666667
TYMS	-1.765875
PEF1	1.193
ZNF750	1.83616666666667
MCM5	-0.7674
MEGF11	-0.93825
KCNK7	0.0225
PTP4A3	0.1605
C1QTNF2	-0.912666666666667
OR6S1	0.901
FAM122B	-1.83
ZNF551	-0.072875
HBQ1	-3.0225
GEMIN6	-0.90175
ARSK	-0.97225
RBP7	0.5065
CPNE9	0.79175
DSC1	0.9675
LOC730112	-0.7
MAP2K4	0.785625
HS3ST5	-2.1675
EPB41L3	1.46575
TEKT2	-2.1545
CDKN2B	-0.45825
ZNF480	0.361
MAP3K6	-0.3439
MAP6	2.41183333333333
HN1	1.104
OR2L13	0.276166666666667
SLC16A11	0.694
FAM96A	-0.64325
APOL1	0.1825
C5orf32	-0.2245
RTP1	-0.534666666666667
RNF175	-1.417375
ZBTB41	1.72
AHCTF1	0.125
SAE2	0.6689
ITGA2	-0.748583333333333
MME	-2.24816666666667
CCDC14	-0.759
MAST4	1.39592857142857
KRT33B	-0.249
KCTD2	1.03033333333333
WDR26	0.963583333333333
MFI2	1.07425
NR4A3	-1.64375
ARSA	0.65225
UNKL	-0.3955
SULT6B1	0.752
CCNA2	-0.516166666666667
SOX15	1.4605
PPAPDC1B	1.29108333333333
C19orf44	-0.1245
MCAT	1.09591666666667
ARID1B	0.7505
OR52N1	1.4145
C12orf48	0.068
MAGI1	-0.981875
NIPA2	-0.131
GBX2	1.08325
RSHL3	-0.156
RAVER1	0.297833333333333
C15orf17	0.53075
SLC30A2	0.674125
ZNF518	-0.328
PCYT1B	-1.661
C10orf114	-2.447
EIF3H	0.47725
SLC25A39	0.2895
KIF1B	-0.5375
AMOTL2	-1.1945
C6orf120	0.706875
PSRC1	-0.81425
PLA2G10	0.49075
KIF5C	-0.498714285714286
MRPL37	0.239
C17orf62	0.613166666666667
C9orf135	-1.661
DUSP10	0.5772
CLCNKB	0.5395
PSMA5	0.322375
C8orf53	-0.485
AMPD3	0.0645
PIAS1	-0.51225
ADCYAP1R1	0.0105
GYLTL1B	0.94725
CDH20	-0.1008
FBXO7	-0.6845
TMEM134	0.624666666666667
FLJ14213	0.556166666666667
ZNF3	-0.2795
LRRFIP1	0.469625
CNOT2	0.25025
ABI3	2.10425
ALDH5A1	1.08275
HNT	1.8392
SERPINA4	-2.50325
TK2	0.336583333333333
STMN1	-0.849111111111111
GUCA2A	0.113333333333333
GALNT10	0.480642857142857
DPP6	-0.681947368421053
C9orf93	-0.59425
PRELID2	-3.880875
STK39	-0.552375
SFTPA1	-0.621333333333333
CKS2	-1.42688888888889
RHO	0.223125
C20orf135	0.02925
XKR3	-3.3215
CR1	1.455
RPS6KA2	-0.727428571428572
C20orf112	0.6325
MRPL22	-0.49975
C4orf23	0.666
GADD45B	-0.23375
KLHDC1	0.1045
C2orf48	-2.406
ZNF287	1.3915
DAAM2	-1.59975
DPPA2	-2.7635
TCTN3	0.324833333333333
DNAJB11	1.371625
FPR1	2.73525
DEFB4	0.306
PTCD2	-0.5301
SMOC2	4.0355
CABP7	0.1585
SERPINB11	0.188
MAGEF1	0.2585
NDE1	-0.2275
ITGA10	-0.1065
FSHB	1.171
ANXA2	-0.76225
HORMAD2	0.46125
HLCS	0.974
MCF2L	2.48866666666667
FH	0.00750000000000005
TBC1D24	1.1475
KIAA1505	-0.23575
LGALS2	-2.7545
CNBD1	-0.491
SYNPO2L	-1.803
PTPN23	0.282
C1orf183	-0.780666666666667
MAGEA8	-2.9425
DGCR8	-1.69325
GSR	-0.1885
PAQR7	0.79825
ZNF676	-0.93275
CACNA1C	-0.4414
SP7	-0.1795
PDCD6	0.264
NRN1L	-0.585
BRI3BP	0.165
KIAA1183	0.658
ASB4	-0.20425
CCL23	0.5785
OBSL1	-1.5725
SLC12A7	2.47183333333333
KIAA0240	0.974875
CD1B	-3.62266666666667
FCGR2A	1.06525
MDC1	-0.70275
HTR1A	0.253
OCEL1	0.51525
ATP11B	-0.945
FBXO34	-0.028
PCDH12	3.16533333333333
RPE	-0.29475
C17orf74	0.61
CSDC2	-0.0973333333333333
PET112L	0.238
TMBIM1	0.966
P2RXL1	0.56575
TCHP	0.32375
TRMT1	-1.53916666666667
F2RL2	-0.1065
LRRC32	2.81966666666667
IMPG2	0.93
BGLAP	0.072
LOC493869	-1.11833333333333
MRAS	0.89025
SLC35F5	-0.3855
CBWD1	0.0995
AXL	-2.2725
ATP2C2	2.54725
TELO2	-0.00325
PNPLA3	-5.239
PCDHB14	2.06275
CD276	1.2425
KRT80	-1.599
DUSP28	1.427
CSNK1E	0.119666666666667
SRP14	0.699
KCNQ4	-0.325
KRT72	-0.0485
CCDC117	1.091125
C6orf89	0.806388888888889
TUBB2B	-3.59566666666667
RTN4IP1	-0.0425
CR1L	-3.64716666666667
CEND1	0.0415
C12orf41	0.762833333333333
RNF31	-0.35425
UBN1	0.326666666666667
C17orf32	0.622875
SLC5A7	0.491333333333333
GPR92	1.00516666666667
ESAM	1.9815
CTNNA1	0.873
HRBL	0.5596
CBX4	2.14925
TMEM182	1.242
SH3TC2	-1.746
IL10	1.498
PXMP4	-3.1455
RNF167	0.6629
PAK7	0.5675
ETV3	0.0015
ATPIF1	0.00683333333333333
LOC554207	-2.07316666666667
OR8H1	0.60025
WDFY3	0.9145
DPM1	-1.21775
GPSM1	0.583
WDR92	-0.1942
LRP1	0.513166666666667
ANKH	-1.264875
THUMPD3	-0.24575
POLR1B	0.3155
OLFM4	0.391
RAD9B	1.30525
TSPY2	-3.7485
PAX6	-1.24733333333333
SCG2	-2.9735
SLC17A6	0.3645
FMO3	4.755875
PADI4	-0.183857142857143
TUBB4	-0.249
NLK	-0.9105
POU4F3	-0.446
SDF4	0.3055
ITGBL1	1.5245
NETO1	-1.8185
TAP2	-0.4555
ABBA-1	0.0848333333333333
GNAI1	-2.2825
VPS4B	1.423
NOPE	-0.6329
GALNT6	1.69883333333333
SESN1	1.246
GBE1	-2.204
CLASP1	-0.48975
RASGEF1B	1.313625
ACOT11	-0.00485714285714287
AFAP1	0.801
OR2H2	0.50225
DPY19L2P1	-1.48225
DZIP1	-3.12125
SEC22C	-0.635416666666667
GPR161	-1.86508333333333
RNF146	1.05125
WDR74	-0.709375
GALP	-0.5105
PURA	-0.12525
DNPEP	0.74525
RP11-78J21.1	-0.4685
ERBB2	3.21075
FANCM	-1.01383333333333
NEO1	0.782666666666667
DDX3Y	-5.4431
RPS3A	0.622
MXRA7	-0.235214285714286
LGALS3	-2.26733333333333
GLT8D1	-0.4385
CFL2	-1.93366666666667
UPB1	1.25275
NAP1L5	0.284125
CLDN14	0.15575
DHX38	-0.682
BTBD1	-0.33775
TARS2	0.1575
ABCF1	-0.1121
FCF1	-1.025
LRRC49	0.861
GUCY1B2	-1.002
C1orf177	-0.0585
SMARCA4	0.373
LRP8	-1.71716666666667
TAGLN3	-0.48375
MRPL14	-0.239
TTRAP	0.322
ZDHHC20	0.64475
NFE2L3	-1.67425
KIAA1377	-0.093875
PALMD	-0.3909
TMEM43	-0.51025
TTL	-1.25575
STAT5B	-0.690166666666667
SSB	-0.71375
OR10H5	0.7685
SLC22A13	-0.53825
AKAP3	-0.0555
TIMM23	0.572
OAS2	1.66766666666667
KIAA0423	0.29125
TRIM11	1.178
GLIS3	-0.52975
TMEM50B	1.43583333333333
ARHGEF4	-0.77
DEGS1	-0.609545454545455
TBL1XR1	0.312133333333333
G6PD	-1.71625
SP140	-0.2832
MUC17	0.233071428571429
NUDC	0.1406
DNAJC5B	3.307
SCARA3	-2.07633333333333
CPA3	4.03933333333333
BCAT2	1.60675
MFN1	0.4312
NRG3	0.829
SNX11	1.09775
PLEKHH1	0.839666666666667
GPR177	-2.515
HCFC2	0.4765
TCAP	-0.36925
MOCOS	-1.46875
C14orf93	-0.63975
PRDM10	-0.263
SLC16A4	-0.303083333333333
SRGAP1	-0.1535
VIP	0.49975
DUSP27	0.639666666666667
LILRA1	0.6071
MC2R	0.6965
MGC24103	-4.56275
MBTD1	-2.6225
FUT11	-0.183
USP33	0.1575
C15orf39	-0.998
MAP3K12	-0.379375
PAAF1	-0.252833333333333
BARHL1	0.2385
FLJ16165	0.4395
PIWIL2	-3.24875
SYNE1	-0.87525
CMTM4	0.8965
TSPYL1	2.2158
GUF1	0.678333333333333
TMEM157	1.2025
WDR44	-0.825
HIST1H3C	-0.501
DKFZp666G057	1.1885
RNPEP	2.347
GAS2L2	-0.184666666666667
ADH4	-5.895
GRPR	1.68066666666667
FBXL17	0.76975
ZBTB10	1.04858333333333
Gcom1	0.898555555555555
HTRA1	-0.3364
ZNF585A	0.0801666666666667
SLC26A2	-1.32335714285714
OTOP3	0.315666666666667
WISP1	1.89111111111111
ATP2B4	-0.872583333333333
FLJ10769	1.30425
CRAMP1L	0.567
CHST12	-0.8455
RAB22A	0.398
TARDBP	-0.174714285714286
STAU1	0.5745
CRB3	2.00083333333333
MIG7	-1.58875
CHMP1A	0.471833333333333
ZNF160	0.336625
B3GALT6	0.23925
BARX1	-2.1035
C6orf167	-0.914125
NXNL1	0.411
DHX29	0.206
HADHB	-0.4805
PLXNB2	1.32
ILDR1	-2.29825
SLC15A3	2.50875
GAS2	-4.163
C20orf69	-0.7105
NUMB	-0.4215
TNIP1	0.80625
MESP1	-2.733
PSKH1	-0.23425
NSFL1C	0.738375
RHOG	0.05975
HEY1	-3.184
KNG1	-2.02175
ITGAX	2.358
LIN9	-0.234666666666667
CANT1	2.95975
XRN1	-0.594571428571429
CCDC96	1.2135
HEATR6	-0.981833333333333
GNG7	-1.04691666666667
RUNX2	0.2224375
SOX1	0.868
FCRL5	0.9711
ZNF99	0.242875
FAM9A	-0.3625
SNX22	0.872833333333333
MBNL3	-2.92383333333333
ODC1	-1.8181
ADORA2B	-2.191
NR2F6	1.323
ZFYVE16	0.311055555555556
SYNJ2BP	-0.4317
POLE	-0.076375
E2F2	-0.691375
THRA	0.136833333333333
PTGES2	-0.155166666666667
HIP1R	0.633333333333333
TMUB1	0.0136666666666667
ENO3	-1.8205
RSPH10B	-0.185
CXorf39	0.586875
IRGC	0.454
GPR109B	-2.0215
FLJ13305	-2.2685
LCE3A	0.226
TNFRSF18	1.842
DET1	-0.297
TRPM3	-0.2105
C16orf79	-1.398
FECH	1.44866666666667
RAP2A	0.975666666666667
CRIP1	2.24616666666667
AZIN1	1.430125
SLC7A7	3.5705
IL10RA	0.9712
TMEM64	0.4005
CDC42EP4	1.7124
C16orf58	0.2743
ARG2	-2.36375
POU5F1P4	-5.05225
FAM62B	0.434125
DNAH8	-2.6253
ASH2L	0.067375
TSLP	-4.78033333333333
CNTNAP5	-0.115833333333333
TMEM16C	4.40575
IFNA14	0.6095
SLC1A3	0.368625
CABYR	0.09875
BCL7B	0.6501
NUDT13	-1.59616666666667
C13orf28	0.68
C1orf53	-0.619
ARL6IP4	0.6626
RPL35A	-0.63175
EMR3	0.4935
RAB40C	1.44683333333333
SLC41A1	-1.18816666666667
LRCH1	0.58
LY6G5B	-1.5175
FAM124A	0.1985
MGC10981	-3.9115
CLIP3	-0.5807
MAP4K2	1.30216666666667
CHIC1	-1.988
SULF1	3.476
C20orf30	0.676571428571428
PRDM5	-1.4795
ELOVL1	0.97675
C11orf48	0.341125
SLC39A10	-0.119
KCNV1	0.04925
ACP1	-0.174
ZMYM2	-0.823
B3GNT6	0.2205
C9orf69	1.1185
C2orf15	1.72025
C20orf166	0.8195
HSP90AA6P	-0.8205
EDG7	-0.6895
NEURL	0.150125
LPL	-1.28733333333333
CLEC2D	-0.234714285714286
GRRP1	0.941833333333333
CD8B	-3.4898
HIST1H3D	-1.629
SLC6A12	1.122125
FAM27L	-0.1155
CD84	2.2289
RASA1	0.9465
PHKG1	-0.213
MAGEA11	-0.58
IMPA1	-0.5759
NPM3	-0.71775
RARRES1	2.9405
SH3BP1	0.83325
B3GNTL1	0.0215
ARPC5L	0.276
KLHL26	0.52125
SIM2	-1.489125
GJC1	0.871
C20orf194	-0.6245
EXO1	-0.928
SLC2A2	-2.28533333333333
LOC285074	-0.9395
LRG1	-0.02725
KIRREL	-0.733
PIK3R1	-0.168214285714286
C4orf34	1.27575
MAF	-2.4005
ADCY4	3.03133333333333
ZMIZ2	-0.2511
SLC46A3	0.493166666666667
STAMBP	0.823
CCDC16	0.5505
MS4A12	0.4175
TCF20	0.54875
LRRC46	1.7145
C20orf152	0.0985
MRPS6	-0.991
ABCB11	0.472
KCNC2	3.015
CDH19	-2.833
C9orf123	0.0395
SSH3	1.925875
LDLRAD1	-3.5985
CCBE1	-1.1275
ZNF135	-1.38575
TAAR1	0.306
WFDC12	-0.086
CCDC42	-0.261666666666667
FLJ12529	0.5695
PER1	0.0475
TIMM50	0.075
SMARCAD1	-0.134833333333333
FAM26C	-0.1345
TP53TG3	-1.639
SH3RF1	2.5367
LMCD1	0.24
GPR63	-0.8685
FLJ21986	-2.8405
AIFM3	0.711
MICAL1	-0.6635
BLZF1	0.808333333333333
IQCA	-1.211
PCDHGC3	0.8665
SAC	-0.403666666666667
BCL6B	2.00266666666667
DDO	0.067
MARCO	3.741
DCHS1	-0.775166666666667
C1orf170	0.625
CD200R1	0.712666666666667
C22orf15	-0.888
SEPT11	-0.708666666666667
ADNP	0.41275
UST	0.7623
C13orf34	-0.347333333333333
RFFL	1.03535714285714
APBA3	-0.058
C2orf60	0.240625
CUTL1	0.249
PMS1	-0.677625
ZNF689	-2.679
EIF3E	0.0521666666666667
IL9	-0.623666666666667
RPL31	-0.80675
LY9	0.828333333333333
ATP2B3	0.1745
KDELR2	0.934166666666667
TFCP2	-2.213125
NLRP12	0.232
FLJ45422	-0.589
TLE4	-1.4333
ZNF570	1.034
FLJ43806	-0.524
TLK2	-0.157375
CIR	0.28075
MARS2	2.083
COL24A1	0.20825
SDF2L1	0.8715
HIBADH	0.334
IGFBP3	-2.4805
C12orf23	1.13525
PSPC1	0.28825
C20orf43	0.10225
TRAV20	1.2505
ARHGAP24	0.86875
KIAA1975	-1.18
C1QA	3.7807
DNTT	-4.97733333333333
C10orf6	-0.307916666666667
C11orf41	-0.131875
HNRPF	0.920125
COL11A1	5.1985
UBAP2	-0.63
CDKN2AIPNL	-1.4625
C20orf174	3.51425
SPRED2	2.02625
PLA2G12A	0.690333333333333
ICEBERG	-2.26566666666667
SCN10A	-0.3525
C11orf65	-0.5695
GBP5	5.563
PITPNC1	-1.4945
POU3F3	0.7055
NCOA7	-1.77575
LIN7C	0.5988
LOC348840	-2.17
NKX2-2	-2.55
ANKRD13D	0.5815
LOC123688	-0.93175
FUT2	0.617
TAAR8	0.6985
FZD4	-0.92725
PNMA3	-1.16633333333333
OR4L1	0.3825
WIT1	-2.25275
EXOC3L	1.5625
ATPBD4	0.1476
KRBA1	-1.1845
UBXD6	1.68775
HOXB7	0.126642857142857
C7orf23	-1.02
UNQ338	-0.361
STAB2	0.30675
CDC20B	0.244
IRF9	1.12775
CENTG1	0.792166666666667
TNPO2	-0.99375
MCPH1	0.30525
BMS1P5	-2.63025
SLC26A7	0.7015
HIST1H3J	0.05325
C9orf3	-0.9141
LBH	0.47925
MYO1D	1.25525
PTDSS2	0.185
NFU1	0.04925
DEPDC4	-0.36
WNT7B	0.1555
GLP2R	-0.0444
SETD4	-0.4946
DYNLT3	-0.1293
FKBP11	-1.25666666666667
SESTD1	0.362
FLII	0.93575
RPS16	-0.0761
CHPF	0.871666666666667
CSNK2A1	0.675833333333333
SUMO1P1	0.46375
FKBP6	-1.2805
ZNF214	-1.6205
TWIST1	1.89666666666667
DDX56	0.166666666666667
TRAM1L1	3.2904
EPO	-3.43316666666667
MRPS18B	0.0435
ZNF682	-0.472
RPL14	-0.910166666666667
MAFF	0.0166666666666667
LOC51136	-0.818625
LY96	-0.873
DDX20	0.28225
ABTB1	-0.1395
ARL5A	0.074
CCT6A	-0.53375
HEPACAM	-1.93866666666667
EHHADH	-1.12533333333333
RBAK	-0.407833333333333
CGB1	0.10375
ITGB5	0.4149
YIPF3	0.799
FKBP2	-0.187
NR1D1	-0.0757
TMEM110	-0.0915
NEK2	0.806
PRAMEF8	-3.656
C20orf52	-1.1795
PCDHGA3	1.1635
VWA3B	0.23075
NDUFA5	-0.317875
THAP9	1.426
FLVCR2	0.705166666666667
AP1S1	-0.80925
SMAD6	-0.23875
SAV1	0.044125
SAT1	0.432625
ZNF251	-0.002
ADAMTS7	0.5225
RPP38	-0.22325
C1orf211	-0.984
YPEL2	0.48635
RBMS1	-1.6515
ZNF445	-0.851333333333333
NRXN2	0.352
PGBD4	-1.203375
UGT2B28	0.534
WBSCR16	-0.5854
NLRC3	0.445375
ASTL	0.60275
ST6GALNAC1	-1.666
ZADH2	2.25875
MLLT4	1.06875
ARL6	0.724333333333333
MEF2C	-0.86125
CBFA2T3	0.116
AFF3	-0.363857142857143
COG7	0.951666666666667
MYB	-0.499166666666667
PLXNA3	0.647
XRCC2	-1.03733333333333
MMS19	-0.06425
ST8SIA5	-0.9455
CHPT1	-0.505666666666667
KIAA1712	-0.473375
OR6X1	0.4205
ACTR3	0.065
UGCG	-1.38566666666667
OR4P4	0.8795
ZAP70	-3.195
LPP	0.815875
