Hybridization REF	TCGA-A1-A0SM-01A-11R-A084-07
CACNG8	0.6895
SLC35D3	0.0648333333333333
ZDHHC9	1.1975
ODF3L1	0.244
C9orf86	-1.0544
TSEN2	-1.7145
C17orf64	-0.30125
SEPX1	0.6765
TSPO	-0.1365
SYMPK	-0.133
ADORA1	3.453
TSPAN10	0.352
SEMA6C	0.5595
RTTN	-1.2575
IL2	0.018
ARRDC3	0.435833333333333
TBPL1	-0.942333333333333
STX12	0.57975
MRPL39	-1.46775
OR8H3	0.026
IFIT5	0.927666666666667
CASC5	-1.72325
FAM46A	-0.369
HPCAL1	-0.27725
CYLC1	-0.114
VGLL2	-0.211375
C20orf191	0.42525
CDH1	1.28358333333333
ITPA	-0.199
CCDC101	-0.961
D15Wsu75e	-0.16475
EDA	-0.745
CREG1	0.47475
OR7G2	0.5215
SAP18	0.773083333333333
IFIT1	1.4425
CALML3	-0.666333333333333
FLJ37440	2.7095
FNDC5	2.29475
SERPINB6	0.0947142857142857
JUNB	2.0118
SYS1	0.8605
SCN2A	2.9255
ZKSCAN5	-1.155
WNT7A	-0.0205
TSHZ3	2.92375
RNF148	1.24375
H6PD	0.43925
CAD	-1.30666666666667
ZNF449	0.14575
DOCK10	-0.5705
FAIM2	1.87716666666667
HEXDC	-0.35425
PRB1	-0.28825
C14orf148	0.032
ETHE1	1.06675
IRF5	0.839
GNMT	1.79066666666667
MGC16291	-2.223375
RPAIN	-0.8295
CAGE1	0.205
CNTNAP3	-2.891125
ACTR1B	-0.55175
EEF1E1	-2.0105
MSX1	-0.47475
ESF1	-1.1544
HSPC171	-0.61775
MRPL2	-1.0545
RDH12	0.964833333333333
CELP	-0.0465
METRNL	0.188
C10orf116	4.31983333333333
C19orf48	-1.81625
ZNF346	0.235375
NCR1	-1.3915
C10orf64	0.146
CD52	-0.356
VPS18	0.581375
AP4S1	-0.0125
NPBWR1	-0.3225
TPK1	1.42625
UBA52	-0.970833333333333
RIPK1	1.03733333333333
CPNE3	-0.0208
HSPC159	0.47275
C8orf38	-0.6205
LRRC4B	0.044
PARP10	0.4376
ANKRD50	0.965125
CXCL9	3.07875
FGF18	0.913727272727273
EIF2A	-0.275
SLC20A2	0.795833333333333
KIAA1549	0.0868333333333333
SPINT1	2.1578
ZNF584	-0.1225
CRBN	0.0756666666666667
ABCF3	0.0346666666666667
NCBP1	-1.33883333333333
PLA2G4F	0.979
PCDH10	-0.725285714285714
TTC21A	0.22375
C20orf144	0.01
FGFR1OP2	-0.8255
SLC9A1	0.3504
CHRND	0.0225
FOXF1	-2.39425
KIAA1467	1.32125
TPO	-0.0978333333333333
LTF	0.892214285714286
DNAJB9	0.8165
MRPS27	-0.634
bA16L21.2.1	-0.92325
WBP2	0.716166666666667
MRGPRX3	-2.18483333333333
PRPF18	0.546
C10orf58	0.89625
SMOC1	-1.9132
ADAT3	0.0153333333333333
TMEM138	-0.76675
TMEM131	0.29725
TIMM8B	-1.18325
MYH7	-0.613166666666667
ST6GAL2	1.25475
KIF1C	0.601
SUHW2	-1.1675
PAPSS1	1.45
CABP2	-0.419
HOXA4	-2.19375
ELF2	0.04375
SEMA3D	0.6143
MC5R	0.337
OGFR	0.3105
FLJ30092	0.132833333333333
TGFA	-0.8622
MMP17	0.3305
KIF15	-2.5595
CHIA	0.2775
CATSPER3	0.95575
CEACAM7	3.31766666666667
PADI2	1.428875
HOXA9	0.376833333333333
LNX2	1.57116666666667
TMEM144	1.957
HIF1AN	0.819
METTL7A	-1.5663
C6orf165	2.97166666666667
KIAA1468	0.3955
DSG3	0.5175
ZNF180	-0.104833333333333
EIF4E3	1.70675
SLC46A1	2.06725
DKK1	-2.73366666666667
ZNF205	0.220833333333333
LOC162073	0.892722222222222
COX7A1	4.34025
MAGEA1	-5.33416666666667
NEDD8	0.0258333333333333
KLHDC5	0.355777777777778
C3orf19	-0.231333333333333
MRPS2	-1.93
POLR3H	0.114714285714286
ABHD11	1.9513
TMEM17	1.12775
PAIP2B	-2.1431
MAT1A	-4.593
LGI3	-0.097
THUMPD2	0.1035
TKTL2	0.0275
XAGE3	-2.5295
CALM3	-0.163583333333333
C6orf136	-0.815166666666666
KCNC4	0.399666666666667
RGS9	0.7355
ACIN1	-0.792666666666667
SPATS1	-0.09475
XKR8	-0.51025
FAM84A	3.11316666666667
MS4A7	5.56081818181818
AGXT2L2	-0.06725
OR1F1	0.171
SMAP1L	0.18075
IPO11	0.182
ZC3H11A	1.0286875
C1orf151	-0.2005
RNASEH2A	-1.58675
CCR10	-1.862
TXNDC11	0.491833333333333
TMEM112	0.5895
MAP1B	-0.919857142857143
NVL	0.3675
PKM2	-0.76815
ARC	-1.46375
NUP54	-0.7105
PPFIBP2	2.44233333333333
STAT2	0.62
PTAFR	2.02266666666667
ROBO2	3.071
RNF40	-0.0226666666666667
CCDC135	-0.303166666666667
IFT81	-0.3958
MORF4	0.5175
TM7SF3	0.029625
OR10H3	0.5745
ABP1	2.32625
CHRD	2.96275
PLEKHA8	0.434833333333333
NCALD	1.61808333333333
OR5AK2	0.563
ACCN1	0.167333333333333
SLITRK1	-0.104
ARMET	0.23125
C9orf52	0.40725
REEP4	-0.7725
MTSS1	2.331125
ADH1B	1.08616666666667
DLD	-0.72325
CDK5	-0.854
PPFIA1	1.464375
WFDC3	0.462
DNAJB12	1.041
RANGRF	0.0435
MLANA	-4.82975
AMY2B	0.42475
KIAA0319	0.057875
RPS7	-1.163
JAK3	-0.1562
ARFGEF1	0.555
CXCL5	0.420833333333333
TRAPPC4	-0.618
CETN2	0.8335
HSPC111	-1.5005
RHOBTB3	-2.3892
PHLPP	0.4665
RGS10	1.296
TMEM58	0.9475
CHERP	0.03175
HSP90AB3P	0.158833333333333
FSTL3	0.347666666666667
PEX11A	-0.0305
OR5V1	0.5495
FCN3	2.45675
PTPN3	0.618125
NPTX1	-5.6735
C21orf84	-0.7615
C11orf51	-0.069
ZBED2	-0.00974999999999999
FLJ90757	2.3955
NPY2R	1.294
PLD3	0.4435
SYT17	1.6795
SGSM2	0.27375
OR1A2	-0.3675
FOXP1	1.338625
SLC5A1	0.121
POFUT1	-0.8998
EPHB6	-2.58716666666667
MYO1G	-2.1295
STAC	-1.6821
KLHL17	-0.3885
RGMA	0.4656
TJP2	-0.455
FAM114A1	1.22983333333333
SERINC1	1.21116666666667
SLC9A8	-0.06625
PEX19	1.17125
EDN2	2.9995
PSMD7	-1.54333333333333
C3orf41	-1.92475
UQCR	-0.475375
PPP1R3C	-2.44875
LRP4	-2.22333333333333
TM2D1	0.136
TTC17	1.3020625
C4BPB	-4.54275
CCL25	0.55475
ZNF253	-0.0203333333333334
CHRNA9	-3.363
SOX11	-1.1265
HIVEP3	1.171
CGN	1.18358333333333
C3orf35	0.461625
PKD2L1	3.86025
SYVN1	0.746625
PDE8B	-2.373875
LOC439951	0.06875
LTC4S	2.13116666666667
MIF4GD	0.2505
SMARCA2	1.38725
TUBGCP6	-0.8005
CABLES1	-0.980625
C16orf77	0.3215
ZNF791	0.4945
FUT5	-0.648
ADH6	-2.01566666666667
P4HB	1.40925
CLDND2	-1.9215
ALKBH8	-0.265
PLAC4	-1.74925
F11R	0.902357142857143
MGC35295	1.095
PDZD4	-0.104166666666667
LOC389073	-0.574
FAM80B	-0.580666666666667
PSMB1	-0.674875
TXN	-1.63316666666667
VIPR1	1.6336
WBSCR18	-0.2678
EXOSC6	-0.208166666666667
ACTA2	3.5575
SP5	-4.75733333333333
ANKRD1	-1.9065
DDR1	2.2414
ATP6V1D	0.3665
PTGS1	-0.460916666666667
RNF157	-0.7465
DCC	-0.23675
SPAG7	0.44775
FBXO18	0.6535
UBE3C	0.4407
HOXC6	1.43125
LRP2BP	-0.134
MYST2	0.08375
PDSS2	0.4775
ATE1	0.34375
ARAF	0.402
KLF10	-0.4715
PLA2G2E	0.05675
ASCL1	-0.299166666666667
TSNAXIP1	-0.2725
FAM131B	0.035
IFNA10	0.2385
NUP43	-0.92475
FAM44B	-0.5725
L1TD1	-5.98466666666667
NMD3	-0.8075
C18orf54	-1.3065
PHOSPHO1	0.548
RAG2	-2.2175
EMILIN3	-0.448
METTL3	-0.39625
VPS13C	-0.49625
REXO2	-1.64225
ANXA4	0.142
CA1	-1.36
DCP1B	0.7275
TULP3	-0.473833333333333
ATP2A2	0.327571428571429
ATIC	-0.9225
ADAM15	0.351916666666667
NPL	0.868166666666667
LGR4	-0.870125
UEVLD	1.50233333333333
GAB1	1.8295
SNAI2	0.206
ZGPAT	0.281
SNF1LK	0.828625
DLEU1	-1.1955
UBE2Q1	1.58
ZMYM6	0.7489375
JPH3	-0.300333333333333
FAM38A	-0.626583333333333
PXK	0.207666666666667
DENND2D	2.0175
BAX	-1.26258333333333
CP	2.00518181818182
RPL37	-1.5687
G6PC3	-0.346375
NCOA4	0.264333333333333
LRRC14	0.0365
GORASP1	0.7155
FCHO2	1.100125
CYP24A1	-3.031
FXYD3	2.941
SMARCAL1	-0.02775
ABCB8	0.2425
CCDC44	0.468
PRDM7	-3.14425
USH1C	-1.3025
DNAH5	0.631
SRF	0.544
MAL2	2.14266666666667
PGPEP1	0.38125
SIN3B	-0.7365
SEMA3C	-0.0503333333333333
GRAMD3	2.81575
FBXO10	-0.1215
OR5D13	-0.105
FLJ31818	0.23325
CACNA1I	1.053125
S100A13	1.952
TP63	0.805928571428572
ANXA11	0.9926
WDR66	1.637875
CSF2RB	-0.0625
IFI44	0.28925
DACT1	2.4755
ANKRD23	-2.064125
ATP5G1	-1.23566666666667
C21orf70	-1.02233333333333
PPWD1	-1.425
DNAJC13	0.702
PAH	-2.39283333333333
PTCH2	0.66625
TRMU	-1.5155
CCDC9	0.7055
USP3	-0.3064
DCLRE1C	-0.26
FAM55C	0.3095
FRMD4B	2.0095
CYP2R1	-0.037
RFPL1	-0.2782
XPO5	-1.08975
ARL6IP2	0.173
OSBPL5	2.4185
MMP9	3.03354545454545
KIAA0802	-0.486125
DHRS2	-3.04766666666667
SGEF	1.5885
TXNDC10	-0.3398
EXOC6	1.34925
RPS27	0.613833333333333
PNCK	0.277
FSTL1	0.59875
AACS	1.1255
SLMAP	0.854
SAMD4A	0.1286
ABRA	0.41
SMARCD3	1.53275
PKNOX2	-2.68633333333333
A4GNT	-0.027
C9orf39	0.911666666666667
RALYL	0.2795
MGC33556	-3.4525
C10orf25	0.1345
BBOX1	3.29525
NHEDC1	-0.1785
XDH	-0.0595
GCSH	-2.0075
EDN1	0.488166666666667
MTERF	-0.51075
CLK4	0.456875
ZNF799	0.5305
KCNG1	-0.71275
CXCR4	1.27683333333333
PTPRR	-2.0725
IRAK1	-0.527375
LOC401397	-0.45375
TMSB10	0.799714285714286
CXCL3	-3.478
TMC4	2.13325
OR7A10	0.683
STYK1	1.5705
CHRNA10	-0.7205
CCNI	0.869
EP300	0.9345
LOC165186	-0.701333333333333
HIC2	-2.4365
SDR-O	-0.116
OR2W1	-0.116
KCNA6	0.554
TRIM74	-1.6035
REEP6	1.7965
ATP5G2	-0.2875
ERG	0.538125
TMEM42	-0.192
PARN	-0.0813333333333334
SOD2	-0.638375
DIRAS1	0.296333333333333
PNPT1	-0.9905
JOSD3	-2.25225
hCG_40738	0.2
PDE1C	-2.2645
SEMA4D	0.047625
AGPAT1	-0.186333333333333
NOSTRIN	0.500125
MAP3K3	0.0406666666666667
MAX	0.206285714285714
CAPS	1.06433333333333
SERPINA12	-0.181
OSBPL8	0.331375
RICS	1.3778
NR4A2	2.05133333333333
PPCS	1.68783333333333
LONP1	-1.557
SCYL3	1.03675
HERC2P2	-1.43116666666667
FIBCD1	-0.5645
C15orf41	-1.17125
DMC1	-0.249166666666667
C20orf27	-1.67825
RPS6KA5	-0.4219
FAHD1	0.911333333333333
SLC12A4	0.08
BRCA1	-1.99566666666667
GBL	-0.4525
SLK	1.0765
NUDT9P1	-1.2045
NOXO1	1.5215
USP52	-1.82525
BAZ1B	-0.471625
SLCO2B1	3.31925
BBS12	0.420833333333333
LRGUK	0.0561666666666667
TERF2IP	-0.12075
COL1A1	5.7315
KIAA0090	-0.638125
GRK5	0.669833333333333
AP1S2	-1.3085
TMEM52	-1.16583333333333
CA11	-0.495375
OR4A15	0.495
ACBD3	1.3067
SPAG11B	-0.095125
PRDM2	0.6982
FOXP3	-0.25125
SMYD3	1.6032
LOC389199	0.1685
LGI2	0.625
NAPE-PLD	0.0726
ANKRD6	1.1035
WDR45	0.508166666666667
SHROOM1	1.071
PSCD3	0.872
PYY	0.9965
KCNC1	1.089
ARHGEF9	0.5726
OR8J1	0.07475
GPR55	0.0565
NS3BP	0.074
C10orf22	0.4385
NAT8L	-2.0835
DUSP4	2.14
FOXM1	-1.8425
GRAMD2	1.6388
ZBTB48	-0.622166666666667
BUD31	-0.5125
PABPC5	0.287
CCDC41	-1.45325
FBXO11	0.206916666666667
C6orf148	-1.80325
RFXAP	-1.399
C6orf15	1.12366666666667
CDK8	0.0656666666666667
C6orf70	-0.546
TESSP2	0.00699999999999999
ALG2	0.0295
PPP1R3D	0.72375
TPM3	1.28755555555556
SYT13	3.9855
EPB42	-0.866
CETN3	-1.5925
PRY	0.016
NTHL1	-1.278
POLR2B	0.4505
RPS28	-0.857833333333333
P2RX3	0.4505
LYZL4	0.584
WBP4	-0.0956
PMM1	-0.6805
C11orf79	-0.3285
CBLL1	-0.743
IL1F10	0.289
VAX2	-0.8145
SETDB1	0.952
LRAP	-0.904666666666667
GCLM	-0.024
CPEB3	1.92
PPM1A	0.6853125
INTS1	-0.90325
CAMTA1	1.02116666666667
SAMSN1	-1.0025
LOC158830	-3.03616666666667
GMPPA	0.517
AIPL1	0.4215
IL24	0.712583333333333
BDKRB1	-0.0196666666666667
MLF1	0.4259
TAF12	-0.63925
ID1	-2.455625
THADA	-0.13675
PIK3CB	0.73325
OR4N5	0.0755
TBC1D17	-0.6415
COX8A	-1.757
CDCA4	-0.8685
C2orf44	-1.0985
ZNF534	-1.799
IMMP1L	0.30725
NIPSNAP3B	-0.039
FTMT	0.21375
PWP2	-0.471666666666667
MMP15	-0.9012
DNAH11	-1.92725
MTMR14	0.32575
DNAL4	1.124
IPP	0.2845
TMEM59	1.41075
C1orf157	-0.6095
RGS4	-0.0183333333333333
DDX18	-0.487333333333333
SNX6	0.49425
ZNHIT2	0.2895
NCDN	0.132833333333333
FLJ33534	1.2865
RAG1	-0.882125
OR4D10	0.206
PTPN5	-0.375333333333333
POMT1	-0.51275
LRRC8A	-0.0623
CYP1A1	-1.46775
CAPN1	0.749333333333333
DDHD2	-0.302875
GRIK2	0.1975
GNRHR	-0.17775
PPBP	0.54325
HTR3A	0.240125
SLITRK4	3.36
ANKRD49	-1.15875
BTF3	-0.5676
SARS	0.22225
C13orf18	-0.0536666666666667
CACNB1	0.619285714285714
QKI	0.190545454545455
SETMAR	0.15875
MAN2B1	1.87766666666667
EML3	-0.7015
ACADL	-0.104166666666667
OFD1	-0.68025
DEFB114	0.4305
CGA	-3.7068
PEX16	0.890833333333333
LRRC10	-0.81
GNG12	0.8295
C1orf152	0.52
CHRM1	0.296
CD53	0.4755
DBH	-0.73425
TFAP2B	3.647375
HIST1H2BJ	-1.82566666666667
FAM46D	0.068
TMEM11	0.06675
C3orf32	-2.6125
PCCB	-0.106375
IPO13	0.272
C6orf105	-4.049
COMMD5	0.75325
SUV420H1	0.0859999999999999
LTBR	1.822
ARHGAP15	-0.055875
HDHD2	0.1565
TDRKH	1.308
LOC401052	1.9135
PSG4	1.75125
GNB4	-0.545888888888889
SPATA4	0.891
SLC9A3	-0.578
OSBP	1.01383333333333
NBPF3	0.287583333333333
DOCK11	-1.3215
SLC39A5	-2.02683333333333
PRR5	0.6396
C10orf63	0.33925
SMTNL2	-0.822
ADRA1A	0.04075
ASAH1	1.7773
DOM3Z	-0.3305
GIPR	0.422833333333333
AHI1	-0.113833333333333
NADSYN1	-0.479
RGS14	0.6858
IL18BP	0.4938
RTN4RL1	0.42425
ARMC6	-0.7595
PSMD5	0.134166666666667
HK3	1.3241
OR4S1	-0.07175
RSU1	1.5531
MAD2L1	-2.54544444444444
EIF4A3	0.547
DLEC1	-0.357666666666667
E4F1	-0.389166666666667
CHMP2B	0.6878
CAMSAP1	-0.84325
RPS21	-1.7865
ARID5A	-0.165
UBE2N	-0.1861
IGSF8	1.28983333333333
MAGEB6	-1.3755
ACAD11	-0.9638
MGC4172	-0.835
LMO4	-0.859
KLKB1	-0.23875
HP	-1.246
HDAC3	0.21625
SCHIP1	0.0425
CLCA1	0.386
OLFML2A	0.872125
C1orf112	-1.325
KIF19	0.670083333333333
HAPLN4	-0.2248
CXCR7	0.721
GOT2	-0.3888
RAB38	-1.2415
DCX	-1.23225
PPM1H	-0.078
NFYC	0.40175
KIN	-0.356875
ZNF228	0.24325
PLSCR4	2.0905
HIG2	-0.239
FAM79B	3.259
C21orf86	-0.5276
KCNK10	1.02175
ZNF738	-1.72625
FSTL5	-0.6065
OR6A2	0.296
OTOA	1.1425
EXOC1	-0.096625
AHRR	-3.577875
PDAP1	-1.60858333333333
C19orf6	-1.024125
ZAN	0.1705
LY6G6E	0.0225
EIF4E2	-0.415
C20orf198	-0.66075
ZNF324	-0.0295
CYP3A5	-2.646
ENTPD7	2.20516666666667
MBOAT5	0.169333333333333
GJB5	-1.139
TTC13	0.57125
S100Z	-0.927
KIAA0664	-0.0776666666666666
PDGFRB	2.21233333333333
IL17D	-0.4345
OR56B4	0.0355
RDX	-1.36166666666667
SLC34A3	0.2245
IL28B	0.869
JUND	1.168
CHRNB1	-0.01775
CAMK2B	2.60025
FETUB	-1.7855
CXorf23	1.07475
MRTO4	-1.621875
TTC3	1.0995
NDUFB8	-0.350833333333333
EDG2	0.32525
SEMA3G	0.23625
IL23A	-2.00925
GRHL1	1.5235
LOC441054	-2.286
WDR65	0.721875
PSTK	-1.068
STOML3	0.401666666666667
R3HDM2	0.1803
C5	-3.21025
SLC2A10	2.03866666666667
C3orf22	0.33075
PAQR3	-0.805615384615385
ANKRD26	-1.51225
HCRTR1	-0.0665
LOC399947	-0.516
PSD2	-0.04825
TIGD2	-0.00433333333333333
SCRN1	-0.31475
COQ10A	-1.1245
DDI2	-0.07
METTL7B	-0.0926666666666667
UCN2	-0.14675
FAM92A3	-0.33425
WDR16	0.48975
ZNF511	-0.152833333333333
ZMYM5	-0.7695
POLR3G	-3.11875
ZNF586	-0.43025
C1orf49	0.1695
TANK	1.00316666666667
RCAN1	0.500833333333333
PELI3	1.05166666666667
LIMD2	-0.718083333333333
TMEM189	-0.764
NTN4	0.83
LOC151300	-0.3465
CLEC2A	-0.753
GPR135	-0.495375
DPYSL4	-2.9462
JAK2	0.358166666666667
TSHZ1	0.4155
TM9SF4	-0.37325
ZNF264	0.712833333333333
SIRPG	0.5495
BICD1	0.96925
HERC6	0.396333333333333
METTL5	-1.0845
CASP1	0.117
PRRT1	0.0751666666666667
PLA2G4C	2.14016666666667
ICA1L	0.771785714285714
TPTE2	-0.136666666666667
OTUD7A	-0.00566666666666666
AQP11	1.58025
APOA2	-5.0777
KALRN	-0.0613
SECTM1	2.60733333333333
IFNAR1	0.3325
TALDO1	-0.132625
RAB11FIP4	-0.569166666666667
EIF5A	-1.4635
FAM49A	1.90125
NEGR1	1.00666666666667
YTHDC2	0.5455
EHD2	-0.24325
NCF1	2.0954
SCRT2	-0.308
HOXA5	-1.159
NUP133	-0.1095
FGF12	-0.0693125
SLMO2	-0.517375
SNTA1	0.435875
CACNG2	0.2035
GCM1	0.584375
ELF1	1.067
TLR5	2.835
TCFL5	-1.45475
RBMY2FP	-0.599
LOC100125556	0.146125
FAM129B	-0.00924999999999999
MAP3K7IP1	0.0545
NCK2	1.4225
OXA1L	-0.5765
FMO9P	0.7855
ZSCAN12	-0.196
PSMD12	0.365916666666667
HSCB	-0.39075
CLDN10	-2.468
MGC13053	-0.251
HPCAL4	-0.462166666666667
ASZ1	0.333
MEX3D	0.3845
NFAT5	-1.1
CSPG4LYP1	-0.313666666666667
FBXO3	1.5488
DVL1	-0.526333333333333
CMKLR1	1.17983333333333
TYMS	-2.70325
PEF1	1.782
ZNF750	1.20966666666667
MCM5	-1.4664
MEGF11	-0.40225
KCNK7	0.285
PTP4A3	0.064
C1QTNF2	-0.955166666666667
OR6S1	0.3815
FAM122B	-1.45075
ZNF551	-0.526875
HBQ1	-3.2015
GEMIN6	-0.90225
ARSK	0.294
RBP7	0.979166666666667
CPNE9	0.00650000000000001
DSC1	0.3345
LOC730112	-0.92075
MAP2K4	1.25875
HS3ST5	2.1885
EPB41L3	0.783
TEKT2	1.13625
CDKN2B	1.27191666666667
ZNF480	-1.36225
MAP3K6	0.1856
MAP6	1.87966666666667
HN1	1.1765
OR2L13	-0.284
SLC16A11	0.137
FAM96A	-0.94275
APOL1	0.49175
C5orf32	0.364
RTP1	0.0866666666666667
RNF175	0.903375
ZBTB41	1.721875
AHCTF1	0.1075
SAE2	0.1363
ITGA2	0.880916666666667
MME	0.0113333333333333
CCDC14	-1.51175
MAST4	0.9895
KRT33B	-0.4355
KCTD2	0.789833333333333
WDR26	1.49783333333333
MFI2	0.62075
NR4A3	1.148
ARSA	0.5935
UNKL	-0.426833333333333
SULT6B1	-0.068
CCNA2	-2.966
SOX15	1.1995
PPAPDC1B	-0.129083333333333
C19orf44	-0.335
MCAT	-0.0811666666666667
ARID1B	0.308125
OR52N1	0.0385
C12orf48	-1.5875
MAGI1	-0.335625
NIPA2	-0.252
GBX2	-1.2805
RSHL3	0.285875
RAVER1	0.130833333333333
C15orf17	0.3145
SLC30A2	-0.039875
ZNF518	-0.96225
PCYT1B	-0.553666666666667
C10orf114	-1.9305
EIF3H	-0.414916666666667
SLC25A39	-0.875
KIF1B	-0.593375
AMOTL2	0.13975
C6orf120	0.273125
PSRC1	-1.45925
PLA2G10	3.5635
KIF5C	0.1545
MRPL37	-0.307
C17orf62	0.987166666666667
C9orf135	-1.09383333333333
DUSP10	2.673
CLCNKB	0.279
PSMA5	0.09325
C8orf53	-0.796
AMPD3	0.679666666666667
PIAS1	0.20175
ADCYAP1R1	-0.1885
GYLTL1B	-0.3445
CDH20	0.248666666666667
FBXO7	-0.0205
TMEM134	0.436666666666667
FLJ14213	1.9035
ZNF3	-0.6275
LRRFIP1	0.629041666666667
CNOT2	0.237833333333333
ABI3	2.11925
ALDH5A1	-0.374416666666667
HNT	2.1971
SERPINA4	-2.18275
TK2	0.159666666666667
STMN1	-2.156
GUCA2A	0.229333333333333
GALNT10	1.636
DPP6	-0.45845
C9orf93	-0.409625
PRELID2	-1.041625
STK39	0.7605
SFTPA1	-0.8485
CKS2	-2.76311111111111
RHO	0.047
C20orf135	-0.23275
XKR3	-2.2705
CR1	0.154125
RPS6KA2	0.417357142857143
C20orf112	0.5625
MRPL22	-0.45525
C4orf23	-0.627333333333333
GADD45B	1.2945
KLHDC1	0.977
C2orf48	-1.0475
ZNF287	1.5185
DAAM2	-0.00900000000000001
DPPA2	-3.03233333333333
TCTN3	0.566833333333333
DNAJB11	0.23275
FPR1	3.53675
DEFB4	0.1625
PTCD2	-0.7639
SMOC2	4.94033333333333
CABP7	0.293
SERPINB11	-0.2375
MAGEF1	0.51575
NDE1	0.705333333333333
ITGA10	0.89
FSHB	0.0565
ANXA2	1.118875
HORMAD2	0.894
HLCS	0.00349999999999998
MCF2L	1.39175
FH	-0.21825
TBC1D24	1.002
KIAA1505	1.2255
LGALS2	-4.0305
CNBD1	-0.0855
SYNPO2L	-0.238
PTPN23	0.337857142857143
C1orf183	-0.5965
MAGEA8	-3.05325
DGCR8	-1.833625
GSR	0.2105
PAQR7	0.41875
ZNF676	-0.0565
CACNA1C	0.6579
SP7	0.1195
PDCD6	-0.56725
NRN1L	-2.1245
BRI3BP	-0.4295
KIAA1183	0.50975
ASB4	0.21625
CCL23	0.4652
OBSL1	-1.275875
SLC12A7	1.15316666666667
KIAA0240	0.961375
CD1B	-3.488
FCGR2A	0.915125
MDC1	-1.45725
HTR1A	-0.115666666666667
OCEL1	-0.0535
ATP11B	-1.1395
FBXO34	0.093
PCDH12	3.13816666666667
RPE	-0.67575
C17orf74	0.087
CSDC2	0.910166666666667
PET112L	-0.18075
TMBIM1	1.0405
P2RXL1	0.09925
TCHP	-0.5135
TRMT1	-1.6275
F2RL2	-0.5065
LRRC32	2.73233333333333
IMPG2	0.625
BGLAP	-0.60575
LOC493869	0.051
MRAS	1.3775
SLC35F5	1.145
CBWD1	0.35
AXL	-0.8605
ATP2C2	2.48425
TELO2	-0.8025
PNPLA3	-1.66925
PCDHB14	1.44425
CD276	1.18225
KRT80	1.187375
DUSP28	0.4675
CSNK1E	-0.169583333333333
SRP14	0.6165
KCNQ4	0.1
KRT72	1.20033333333333
CCDC117	0.480375
C6orf89	0.728
TUBB2B	-2.75633333333333
RTN4IP1	-1.1745
CR1L	-4.27983333333333
CEND1	0.18575
C12orf41	0.299333333333333
RNF31	0.04
UBN1	-0.4625
C17orf32	0.904625
SLC5A7	0.468
GPR92	1.56066666666667
ESAM	1.9324
CTNNA1	0.874083333333333
HRBL	0.24
CBX4	0.645
TMEM182	0.25125
SH3TC2	-1.19866666666667
IL10	0.680833333333333
PXMP4	0.0645
RNF167	0.4033
PAK7	1.20033333333333
ETV3	-0.551
ATPIF1	-1.76383333333333
LOC554207	-1.78266666666667
OR8H1	0.29275
WDFY3	1.442625
DPM1	-0.95875
GPSM1	-0.312
WDR92	-0.8982
LRP1	1.005
ANKH	0.46925
THUMPD3	-0.73275
POLR1B	-0.89125
OLFM4	1.05933333333333
RAD9B	0.1935
TSPY2	-2.9715
PAX6	-1.7235
SCG2	-1.9485
SLC17A6	0.0915
FMO3	2.4665
PADI4	0.080125
TUBB4	0.3335
NLK	0.73625
POU4F3	-0.403
SDF4	0.106
ITGBL1	3.243
NETO1	1.114375
TAP2	-0.33175
ABBA-1	-0.261416666666667
GNAI1	-1.08825
VPS4B	0.88525
NOPE	-0.5147
GALNT6	3.77583333333333
SESN1	1.421875
GBE1	-1.32144444444444
CLASP1	-0.078
RASGEF1B	0.588625
ACOT11	-0.0305714285714286
AFAP1	1.36725
OR2H2	0.17475
DPY19L2P1	-1.463
DZIP1	-1.416
SEC22C	0.344583333333333
GPR161	0.10525
RNF146	1.648
WDR74	-1.986125
GALP	0.3805
PURA	0.93925
DNPEP	0.593833333333333
RP11-78J21.1	-0.14425
ERBB2	5.51575
FANCM	-1.63008333333333
NEO1	1.53016666666667
DDX3Y	-0.028
RPS3A	-0.339125
MXRA7	1.47007142857143
LGALS3	0.126666666666667
GLT8D1	0.464
CFL2	-1.693
UPB1	0.01225
NAP1L5	0.416375
CLDN14	-1.1275
DHX38	-0.87925
BTBD1	0.16025
TARS2	0.2525
ABCF1	-0.489
FCF1	0.304833333333333
LRRC49	-0.3175
GUCY1B2	-2.854
C1orf177	0.283166666666667
SMARCA4	-0.179928571428571
LRP8	-2.10266666666667
TAGLN3	-0.48575
MRPL14	-0.845
TTRAP	0.1435
ZDHHC20	0.46575
NFE2L3	-1.493
KIAA1377	-0.56075
PALMD	1.4876
TMEM43	0.16725
TTL	-0.840875
STAT5B	-1.156
SSB	-0.951
OR10H5	0.6335
SLC22A13	-0.542
AKAP3	-0.2135
TIMM23	-0.0408333333333333
OAS2	1.66475
KIAA0423	1.485
TRIM11	1.4405
GLIS3	1.804625
TMEM50B	0.977166666666667
ARHGEF4	-0.876125
DEGS1	0.689090909090909
TBL1XR1	0.889033333333333
G6PD	-1.3485
SP140	-0.2428
MUC17	0.049
NUDC	-0.7611
DNAJC5B	1.00483333333333
SCARA3	-1.002
CPA3	5.39433333333333
BCAT2	-0.067625
MFN1	0.1376
NRG3	0.3375
SNX11	-0.161
PLEKHH1	-0.153833333333333
GPR177	0.4025
HCFC2	0.57
