Hybridization REF	TCGA-BH-A0HQ-01A-11R-A034-07
PRDM7	-3.20325
USH1C	-1.3425
DNAH5	1.40116666666667
SRF	0.0639166666666667
MAL2	3.23616666666667
PGPEP1	0.418083333333333
SIN3B	-0.83775
SEMA3C	0.980666666666667
GRAMD3	1.839
FBXO10	0.400375
OR5D13	-0.0135000000000001
FLJ31818	0.175375
CACNA1I	0.1615
S100A13	1.437
TP63	3.37015384615385
ANXA11	0.4739
WDR66	1.34825
CSF2RB	0.426
IFI44	-0.43525
DACT1	1.98533333333333
ANKRD23	-1.7915
ATP5G1	-0.177666666666667
C21orf70	-0.618833333333333
PPWD1	-1.046
DNAJC13	-0.119
PAH	-5.26666666666667
PTCH2	0.42975
TRMU	-2.08875
CCDC9	-0.0395
USP3	-0.3861
DCLRE1C	0.2535
FAM55C	0.32125
FRMD4B	1.2405
CYP2R1	0.044
RFPL1	-0.1555
XPO5	-1.1435
ARL6IP2	-0.6495
OSBPL5	1.92025
MMP9	4.71881818181818
KIAA0802	-0.652625
DHRS2	-3.71116666666667
SGEF	1.4835
TXNDC10	-0.6202
EXOC6	1.298
RPS27	1.14316666666667
PNCK	-2.11433333333333
FSTL1	-0.5745
AACS	-0.1585
SLMAP	0.208833333333333
SAMD4A	-0.5951
ABRA	1.731
SMARCD3	0.7345
PKNOX2	-1.946
A4GNT	0.5945
C9orf39	-1.288
RALYL	0.456
MGC33556	-3.002
C10orf25	-1.122
BBOX1	7.29675
NHEDC1	1.04425
XDH	-0.60275
GCSH	-1.184
EDN1	0.144166666666667
MTERF	-0.368
CLK4	0.3735
ZNF799	0.914166666666667
KCNG1	-1.76125
CXCR4	-0.348333333333333
PTPRR	-2.13425
IRAK1	-1.006125
LOC401397	0.09525
TMSB10	0.826714285714286
CXCL3	-3.2322
TMC4	2.8925
OR7A10	-1.989
STYK1	1.319
CHRNA10	-0.52725
CCNI	0.29125
EP300	-0.0273571428571429
LOC165186	0.460333333333333
HIC2	-2.687
SDR-O	-0.7545
OR2W1	1.314
KCNA6	-0.0715
TRIM74	-1.876
REEP6	2.68475
ATP5G2	0.16725
ERG	0.62475
TMEM42	0.32525
PARN	0.395333333333333
SOD2	-0.1595625
DIRAS1	0.0391666666666667
PNPT1	-1.531
JOSD3	-1.4065
hCG_40738	-0.4475
PDE1C	-1.6735
SEMA4D	-0.54575
AGPAT1	0.317833333333333
NOSTRIN	3.1665
MAP3K3	-0.719833333333333
MAX	0.661642857142857
CAPS	1.48133333333333
SERPINA12	0.555
OSBPL8	-0.515
RICS	1.8036
NR4A2	-1.284
PPCS	1.30166666666667
LONP1	-1.50425
SCYL3	2.28475
HERC2P2	-2.26416666666667
FIBCD1	-0.92
C15orf41	-1.1025
DMC1	-2.28966666666667
C20orf27	-1.5225
RPS6KA5	0.2158
FAHD1	0.09
SLC12A4	-0.44675
BRCA1	-1.22683333333333
GBL	-0.5925
SLK	0.311166666666667
NUDT9P1	-0.254
NOXO1	0.3585
USP52	-1.44325
BAZ1B	0.0103749999999999
SLCO2B1	2.71925
BBS12	1.492
LRGUK	0.5485
TERF2IP	-0.02275
COL1A1	5.447
KIAA0090	0.63
GRK5	-1.08283333333333
AP1S2	-1.4144
TMEM52	-1.066
CA11	-0.881875
OR4A15	0.6224
ACBD3	2.5559
SPAG11B	-1.3175
PRDM2	1.1236
FOXP3	0.314
SMYD3	2.2187
LOC389199	0.5345
LGI2	1.44083333333333
NAPE-PLD	0.185
ANKRD6	0.482
WDR45	0.326666666666667
SHROOM1	3.565
PSCD3	-0.1265
PYY	1.101
KCNC1	-0.3895
ARHGEF9	0.9325
OR8J1	0.5695
GPR55	-0.39
NS3BP	-2.7105
C10orf22	0.410166666666667
NAT8L	-2.4125
DUSP4	1.98116666666667
FOXM1	-2.71933333333333
GRAMD2	2.1015
ZBTB48	-0.257333333333333
BUD31	-0.305
PABPC5	-1.107
CCDC41	-0.2485
FBXO11	-0.270333333333333
C6orf148	0.3305
RFXAP	-0.6615
C6orf15	1.8
CDK8	-0.711333333333333
C6orf70	0.887375
TESSP2	-0.8595
ALG2	0.3105
PPP1R3D	0.98975
TPM3	0.608388888888889
SYT13	2.15475
EPB42	-1.53766666666667
CETN3	-0.96725
PRY	0.2835
NTHL1	0.0783333333333333
POLR2B	-0.494
RPS28	0.678416666666667
P2RX3	0.4175
LYZL4	0.672
WBP4	0.5318
PMM1	-1.10025
C11orf79	-0.008
CBLL1	-0.1065
IL1F10	0.279666666666667
VAX2	-1.372
SETDB1	0.499333333333333
LRAP	-0.959
GCLM	-0.292166666666667
CPEB3	2.82775
PPM1A	0.139125
INTS1	-0.1735
CAMTA1	0.684833333333333
SAMSN1	-1.95825
LOC158830	-2.73633333333333
GMPPA	-0.79825
AIPL1	0.9615
IL24	1.0297
BDKRB1	-2.61433333333333
MLF1	1.4728
TAF12	0.021
ID1	-3.077
THADA	-0.497125
PIK3CB	-0.45025
OR4N5	1.3105
TBC1D17	-0.2825
COX8A	-0.36525
CDCA4	-1.8095
C2orf44	-0.68325
ZNF534	-0.78175
IMMP1L	0.855
NIPSNAP3B	0.328125
FTMT	0.852
PWP2	-0.843166666666667
MMP15	-0.1098
DNAH11	-1.99033333333333
MTMR14	-0.897375
DNAL4	-0.07625
IPP	-0.68075
TMEM59	1.313625
C1orf157	1.042
RGS4	0.397666666666667
DDX18	-0.5095
SNX6	-0.23875
ZNHIT2	0.772333333333333
NCDN	-0.188333333333333
FLJ33534	0.76375
RAG1	-1.564
OR4D10	0.2075
PTPN5	-0.0371666666666667
POMT1	0.447
LRRC8A	0.4726
CYP1A1	-1.8985
CAPN1	-0.7625
DDHD2	0.555875
GRIK2	-0.324333333333333
GNRHR	-0.19
PPBP	0.403333333333333
HTR3A	-1.616125
SLITRK4	1.70025
ANKRD49	0.182
BTF3	0.2914
SARS	-0.80875
C13orf18	-0.1465
CACNB1	-0.848384615384615
QKI	-0.127238095238095
SETMAR	0.429
MAN2B1	0.671
EML3	-1.57325
ACADL	0.362833333333333
OFD1	-0.023375
DEFB114	-0.1565
CGA	-4.2991
PEX16	0.1035
LRRC10	-0.0245
GNG12	-0.311
C1orf152	0.464833333333333
CHRM1	0.177
CD53	-0.0695
DBH	-1.3905
TFAP2B	5.52175
HIST1H2BJ	-1.4086
FAM46D	1.212
TMEM11	0.18
C3orf32	-2.8645
PCCB	-0.793875
IPO13	-0.10425
C6orf105	-1.6915
COMMD5	0.92725
SUV420H1	-0.9405
LTBR	-0.1985
ARHGAP15	-1.620625
HDHD2	0.55325
TDRKH	1.37583333333333
LOC401052	1.8105
PSG4	-1.232
GNB4	-1.0733
SPATA4	3.7075
SLC9A3	0.439
OSBP	0.180833333333333
NBPF3	-0.387
DOCK11	-1.658
SLC39A5	-1.96716666666667
PRR5	0.4842
C10orf63	2.71025
SMTNL2	-1.9735
ADRA1A	-1.7465
ASAH1	3.7905
DOM3Z	-0.2642
GIPR	0.968
AHI1	-0.0734166666666667
NADSYN1	-0.8045
RGS14	-0.9918
IL18BP	1.0969
RTN4RL1	2.8185
ARMC6	-0.492
PSMD5	-0.3085
HK3	1.8124
OR4S1	-0.105666666666667
RSU1	0.2902
MAD2L1	-2.68888888888889
EIF4A3	-0.33725
DLEC1	-0.419
E4F1	0.579
CHMP2B	0.8631
CAMSAP1	-0.247
RPS21	-0.412666666666667
ARID5A	0.83125
UBE2N	-0.1238
IGSF8	1.38016666666667
MAGEB6	-6.9535
ACAD11	-1.6203
MGC4172	-0.59325
LMO4	0.9685
KLKB1	-0.714
HP	-2.1125
HDAC3	-0.5465
SCHIP1	0.56575
CLCA1	1.8825
OLFML2A	1.396625
C1orf112	-0.21125
KIF19	1.34063636363636
HAPLN4	-0.2367
CXCR7	-0.0333333333333333
GOT2	-0.1693
RAB38	-1.106125
DCX	-0.9035
PPM1H	-0.08925
NFYC	0.182083333333333
KIN	0.22825
ZNF228	1.7425
PLSCR4	2.47883333333333
HIG2	0.3885
FAM79B	6.088
C21orf86	0.0995
KCNK10	-0.4775
ZNF738	-1.21475
FSTL5	-0.6176
OR6A2	-0.748
OTOA	1.2345
EXOC1	0.633125
AHRR	-3.0635
PDAP1	-2.23091666666667
C19orf6	-0.392
ZAN	1.03675
LY6G6E	0.616
EIF4E2	-0.46525
C20orf198	-0.03775
ZNF324	0.7245
CYP3A5	-3.5795
ENTPD7	1.762
MBOAT5	-0.692166666666667
GJB5	0.479
TTC13	-0.15375
S100Z	-1.812
KIAA0664	-0.784666666666667
PDGFRB	2.50258333333333
IL17D	0.4855
OR56B4	0.932
RDX	-1.688
SLC34A3	0.5985
IL28B	-0.0975
JUND	0.98175
CHRNB1	0.292375
CAMK2B	0.06775
FETUB	-2.70325
CXorf23	1.697375
MRTO4	-1.4565
TTC3	1.1276
NDUFB8	0.0348333333333333
EDG2	-0.72275
SEMA3G	0.32175
IL23A	-2.29675
GRHL1	1.4338
LOC441054	-0.796
WDR65	1.65914285714286
PSTK	0.16525
STOML3	0.5444
R3HDM2	-0.2759
C5	-1.2345
SLC2A10	1.22066666666667
C3orf22	0.65075
PAQR3	-1.53684615384615
ANKRD26	-0.128083333333333
HCRTR1	0.172
LOC399947	0.659333333333333
PSD2	-0.918
TIGD2	-0.285833333333333
SCRN1	-0.921375
COQ10A	-1.4595
DDI2	-0.0965
METTL7B	-1.35266666666667
UCN2	0.24575
FAM92A3	-0.47375
WDR16	3.31725
ZNF511	-0.617333333333333
ZMYM5	-0.321125
POLR3G	-3.22075
ZNF586	-0.7055
C1orf49	0.470333333333333
TANK	0.198166666666667
RCAN1	-0.175166666666667
PELI3	1.25
LIMD2	-1.19166666666667
TMEM189	-0.5225
NTN4	2.009625
LOC151300	0.6635
CLEC2A	-2.752
GPR135	-0.953125
DPYSL4	-0.9578
JAK2	0.483666666666667
TSHZ1	0.742
TM9SF4	0.098375
ZNF264	0.870333333333333
SIRPG	0.500875
BICD1	-1.5305
HERC6	0.349833333333333
METTL5	-0.3755
CASP1	1.01
PRRT1	-0.252
PLA2G4C	2.59916666666667
ICA1L	-0.206928571428571
TPTE2	0.288
OTUD7A	0.748333333333333
AQP11	0.25075
APOA2	-4.5489
KALRN	-0.7504
SECTM1	0.629916666666667
IFNAR1	0.2405
TALDO1	-0.482
RAB11FIP4	0.766083333333333
EIF5A	-2.5185
FAM49A	1.673
NEGR1	0.691166666666667
YTHDC2	0.261625
EHD2	0.00937499999999999
NCF1	1.8878
SCRT2	0.8345
HOXA5	-0.072
NUP133	1.329
FGF12	-1.47313333333333
SLMO2	-0.486125
SNTA1	-0.226125
CACNG2	0.64
GCM1	0.773625
ELF1	0.236
TLR5	4.215
TCFL5	-0.660166666666667
RBMY2FP	-3.475
LOC100125556	0.377625
FAM129B	-0.232875
MAP3K7IP1	-0.6895
NCK2	-0.904
OXA1L	-1.26725
FMO9P	2.4505
ZSCAN12	0.52425
PSMD12	-0.36975
HSCB	-0.59975
CLDN10	-3.1265
MGC13053	-0.603666666666667
HPCAL4	0.074
ASZ1	-11.785
MEX3D	0.38025
NFAT5	-0.8476
CSPG4LYP1	-0.4175
FBXO3	1.1141
DVL1	-0.703
CMKLR1	0.830333333333333
TYMS	-3.2305
PEF1	0.085
ZNF750	0.890666666666667
MCM5	-1.5349
MEGF11	-0.5195
KCNK7	0.0675
PTP4A3	-0.565
C1QTNF2	-1.276
OR6S1	-0.087
FAM122B	-0.40675
ZNF551	-1.130875
HBQ1	-3.1355
GEMIN6	0.01075
ARSK	-0.11375
RBP7	3.88433333333333
CPNE9	0.29425
DSC1	2.164
LOC730112	0.1635
MAP2K4	1.862875
HS3ST5	-3.0585
EPB41L3	-1.0885
TEKT2	2.17725
CDKN2B	0.324666666666667
ZNF480	0.29925
MAP3K6	1.2191
MAP6	2.8935
HN1	-0.2896
OR2L13	-0.375333333333333
SLC16A11	0.69825
FAM96A	-0.484
APOL1	-0.46525
C5orf32	0.54625
RTP1	0.143833333333333
RNF175	1.0485
ZBTB41	1.994625
AHCTF1	-0.1719
SAE2	-0.2969
ITGA2	1.3125
MME	-0.0123333333333333
CCDC14	-1.5335
MAST4	0.955642857142857
KRT33B	-1.6275
KCTD2	-0.597
WDR26	1.1385
MFI2	0.425625
NR4A3	-1.918375
ARSA	0.96025
UNKL	-0.2305
SULT6B1	-0.3605
CCNA2	-3.078
SOX15	-0.134
PPAPDC1B	1.20458333333333
C19orf44	1.086
MCAT	0.270166666666667
ARID1B	0.817125
OR52N1	-0.349
C12orf48	-2.10925
MAGI1	0.689
NIPA2	-0.42575
GBX2	-2.242
RSHL3	2.9685
RAVER1	-0.0931666666666666
C15orf17	-1.07225
SLC30A2	1.61928571428571
ZNF518	-0.167
PCYT1B	-1.103
C10orf114	-1.7135
EIF3H	0.8525
SLC25A39	-1.00266666666667
KIF1B	-0.733375
AMOTL2	0.615
C6orf120	1.38025
PSRC1	-2.22125
PLA2G10	3.587625
KIF5C	0.061375
MRPL37	-0.9385
C17orf62	0.430166666666667
C9orf135	0.389333333333333
DUSP10	0.781
CLCNKB	-0.0925
PSMA5	-0.212625
C8orf53	0.86225
AMPD3	1.32383333333333
PIAS1	-0.6835
ADCYAP1R1	-0.216
GYLTL1B	0.751
CDH20	1.342
FBXO7	-0.75325
TMEM134	0.457
FLJ14213	0.1875
ZNF3	-0.808
LRRFIP1	0.209833333333333
CNOT2	0.464083333333333
ABI3	2.554
ALDH5A1	-1.08925
HNT	2.6389
SERPINA4	-1.94925
TK2	0.46325
STMN1	-2.15544444444444
GUCA2A	0.181666666666667
GALNT10	1.25528571428571
DPP6	-1.02378947368421
C9orf93	0.304375
PRELID2	-0.411375
STK39	1.622625
SFTPA1	-2.505
CKS2	-1.81111111111111
RHO	0.200285714285714
C20orf135	-0.19175
XKR3	-3.327
CR1	0.0864
RPS6KA2	0.512
C20orf112	0.22475
MRPL22	0.0305
C4orf23	0.479333333333333
GADD45B	0.56775
KLHDC1	2.03466666666667
C2orf48	-4.779
ZNF287	1.595
DAAM2	-1.56
DPPA2	-2.0528
TCTN3	0.344666666666667
DNAJB11	0.1515
FPR1	2.591
DEFB4	0.3365
PTCD2	-0.9033
SMOC2	5.24366666666667
CABP7	0.512333333333333
SERPINB11	0.359666666666667
MAGEF1	-0.13925
NDE1	-0.337833333333333
ITGA10	1.396
FSHB	0.597
ANXA2	0.50375
HORMAD2	-0.34975
HLCS	1.03125
MCF2L	1.42658333333333
FH	0.42475
TBC1D24	1.38825
KIAA1505	2.131
LGALS2	-2.012
CNBD1	-0.517
SYNPO2L	1.17825
PTPN23	0.0395714285714286
C1orf183	-1.01
MAGEA8	-2.8875
DGCR8	-1.885625
GSR	0.403
PAQR7	-0.06225
ZNF676	-0.272
CACNA1C	0.1406
SP7	1.578
PDCD6	0.236
NRN1L	-1.29
BRI3BP	-0.894454545454545
KIAA1183	1.10075
ASB4	0.03975
CCL23	1.749
OBSL1	-1.1515
SLC12A7	-0.24075
KIAA0240	1.86125
CD1B	-2.59066666666667
FCGR2A	1.16975
MDC1	-0.81675
HTR1A	0.490166666666667
OCEL1	0.84525
ATP11B	-1.4954
FBXO34	-0.011
PCDH12	3.73
RPE	-0.48375
C17orf74	0.652
CSDC2	1.5605
PET112L	-0.1785
TMBIM1	-0.8505
P2RXL1	0.4895
TCHP	-1.20375
TRMT1	-1.15316666666667
F2RL2	1.89741666666667
LRRC32	3.30183333333333
IMPG2	0.532
BGLAP	0.17875
LOC493869	-0.348916666666667
MRAS	1.279
SLC35F5	1.2425
CBWD1	0.214
AXL	-1.1685
ATP2C2	2.0135
TELO2	-0.05025
PNPLA3	-3.28
PCDHB14	1.6795
CD276	-0.0415
KRT80	-2.025375
DUSP28	-0.9995
CSNK1E	-1.37716666666667
SRP14	0.9445
KCNQ4	0.4365
KRT72	0.625166666666667
CCDC117	0.229375
C6orf89	0.276388888888889
TUBB2B	-1.55666666666667
RTN4IP1	-0.2525
CR1L	-4.48616666666667
CEND1	-1.159375
C12orf41	-1.28966666666667
RNF31	0.00775
UBN1	0.555666666666667
C17orf32	0.978
SLC5A7	0.415666666666667
GPR92	0.0548333333333334
ESAM	2.6946
CTNNA1	0.818166666666667
HRBL	0.3256
CBX4	-0.6645
TMEM182	-0.0905
SH3TC2	-0.9155
IL10	1.1695
PXMP4	2.1395
RNF167	0.2724
PAK7	2.71216666666667
ETV3	-0.4145
ATPIF1	0.0246666666666667
LOC554207	-2.744
OR8H1	-0.279
WDFY3	1.063625
DPM1	-0.72425
GPSM1	-1.303
WDR92	-0.4324
LRP1	0.113
ANKH	-0.613875
THUMPD3	-1.37225
POLR1B	-0.361
OLFM4	4.5482
RAD9B	-0.32025
TSPY2	-3.88
PAX6	-3.25966666666667
SCG2	-2.83275
SLC17A6	0.65725
FMO3	3.74775
PADI4	0.0756666666666667
TUBB4	-0.9527
NLK	-0.562
POU4F3	-1.322
SDF4	-0.63975
ITGBL1	2.93316666666667
NETO1	-2.43742857142857
TAP2	-0.432375
ABBA-1	-0.3265
GNAI1	-0.509
VPS4B	0.81525
NOPE	0.353
GALNT6	3.165
SESN1	0.66175
GBE1	-1.52966666666667
CLASP1	-0.3715
RASGEF1B	0.50525
ACOT11	-0.494
AFAP1	1.05375
OR2H2	0.6035
DPY19L2P1	-1.15175
DZIP1	-1.252
SEC22C	-0.07125
GPR161	-0.374083333333333
RNF146	0.9225
WDR74	-1.131875
GALP	-0.3545
PURA	0.4245
DNPEP	0.127666666666667
RP11-78J21.1	-1.696
ERBB2	3.0385
FANCM	-0.892666666666667
NEO1	1.30966666666667
DDX3Y	-5.39388888888889
RPS3A	0.718625
MXRA7	-0.0563571428571428
LGALS3	-0.228
GLT8D1	0.267
CFL2	-1.93766666666667
UPB1	-0.4475
NAP1L5	-0.047
CLDN14	0.48725
DHX38	-1.378
BTBD1	0.19175
TARS2	0.685
ABCF1	-0.2199
FCF1	0.477666666666667
LRRC49	0.546
GUCY1B2	-1.883
C1orf177	0.394666666666667
SMARCA4	-0.983571428571429
LRP8	-3.461
TAGLN3	-2.7
MRPL14	-0.266
TTRAP	-0.1255
ZDHHC20	1.25075
NFE2L3	-1.507
KIAA1377	1.129125
PALMD	0.771666666666667
TMEM43	-0.51375
TTL	-2.09825
STAT5B	-0.800333333333333
SSB	-1.035
OR10H5	-0.124
SLC22A13	-1.1165
AKAP3	0.149
TIMM23	0.446166666666667
OAS2	0.952090909090909
KIAA0423	0.69175
TRIM11	1.21
GLIS3	1.53842857142857
TMEM50B	1.54833333333333
ARHGEF4	-2.059625
DEGS1	0.211818181818182
TBL1XR1	0.8868
G6PD	-2.361
SP140	0.0748
MUC17	-0.196
NUDC	-0.567
DNAJC5B	1.99416666666667
SCARA3	-0.356333333333333
CPA3	8.1985
BCAT2	-0.149875
MFN1	-0.3828
NRG3	0.0555
SNX11	0.3125
PLEKHH1	-1.30166666666667
GPR177	-0.212166666666667
HCFC2	0.6205
TCAP	-0.171
MOCOS	-1.89775
C14orf93	0.15775
PRDM10	0.318333333333333
SLC16A4	-0.6475
SRGAP1	-1.1235
VIP	0.508666666666667
DUSP27	0.509
LILRA1	0.8728
MC2R	0.2475
MGC24103	-1.31025
MBTD1	-3.104
FUT11	-0.205833333333333
USP33	0.2872
C15orf39	-1.09325
MAP3K12	-0.622
PAAF1	-0.6185
BARHL1	-0.0015
FLJ16165	0.287
PIWIL2	-3.6635
SYNE1	-0.197583333333333
CMTM4	0.427625
TSPYL1	1.4178
GUF1	-0.0213333333333333
TMEM157	2.0165
WDR44	0.4805
HIST1H3C	-0.3675
DKFZp666G057	3.983
RNPEP	-0.30675
GAS2L2	2.20316666666667
ADH4	-5.1095
GRPR	5.37733333333333
FBXL17	0.3905
ZBTB10	0.407666666666667
Gcom1	0.526277777777778
HTRA1	2.4244
ZNF585A	-0.768166666666667
SLC26A2	-0.303428571428571
OTOP3	0.582166666666667
WISP1	2.44333333333333
ATP2B4	-0.674416666666667
FLJ10769	0.87225
CRAMP1L	0.134875
CHST12	-0.26975
RAB22A	0.219416666666667
TARDBP	-0.0306428571428572
STAU1	-0.196
CRB3	2.78916666666667
MIG7	-2.08925
CHMP1A	-1.04216666666667
ZNF160	-0.02375
B3GALT6	0.39125
BARX1	-2.3365
C6orf167	-1.7181875
NXNL1	0.6055
DHX29	1.05775
HADHB	0.3445
PLXNB2	0.030125
ILDR1	-1.55225
SLC15A3	2.5075
GAS2	-2.633
C20orf69	0.98575
NUMB	-0.09975
TNIP1	-0.743
MESP1	2.938
PSKH1	-0.35125
NSFL1C	-0.529375
RHOG	-0.391
HEY1	-1.60033333333333
KNG1	-1.562375
ITGAX	1.8484
LIN9	-0.389
CANT1	0.430875
XRN1	0.216714285714286
CCDC96	2.66985714285714
HEATR6	-1.01483333333333
GNG7	1.06591666666667
RUNX2	2.059875
SOX1	-0.6824
FCRL5	0.0226
ZNF99	0.4135
FAM9A	-1.774
SNX22	-0.123333333333333
MBNL3	-1.57016666666667
ODC1	-2.9056
ADORA2B	-2.03066666666667
NR2F6	0.05675
ZFYVE16	0.401388888888889
SYNJ2BP	0.4985
POLE	-1.246625
E2F2	-1.186375
THRA	0.1145
PTGES2	-1.5725
HIP1R	0.607666666666667
TMUB1	-0.818
ENO3	-2.75
RSPH10B	-0.049
CXorf39	1.61025
IRGC	0.087
GPR109B	-0.75525
FLJ13305	-1.471
LCE3A	0.6575
TNFRSF18	-0.877333333333333
DET1	0.73325
TRPM3	-0.294333333333333
C16orf79	-1.6365
FECH	-0.876166666666667
RAP2A	-0.221333333333333
CRIP1	2.751
AZIN1	0.224625
SLC7A7	3.51675
IL10RA	0.1171
TMEM64	-2.70825
CDC42EP4	0.7328
C16orf58	0.5715
ARG2	-2.36375
POU5F1P4	-5.38725
FAM62B	-0.183
DNAH8	-2.43633333333333
ASH2L	0.65625
TSLP	-1.74516666666667
CNTNAP5	0.229833333333333
TMEM16C	3.694
IFNA14	0.887
SLC1A3	0.230375
CABYR	1.57525
BCL7B	-0.469
NUDT13	-0.529333333333333
C13orf28	1.16266666666667
C1orf53	1.017
ARL6IP4	-0.2909
RPL35A	-0.00575000000000001
EMR3	2.10666666666667
RAB40C	0.907666666666667
SLC41A1	-0.200333333333333
LRCH1	-0.4985
LY6G5B	-1.45
FAM124A	-0.554285714285714
MGC10981	-4.449
CLIP3	0.2934
MAP4K2	-0.568166666666667
CHIC1	0.40075
SULF1	3.50316666666667
C20orf30	0.198
PRDM5	-0.871125
ELOVL1	-0.1725
C11orf48	-0.55975
SLC39A10	-0.42025
KCNV1	-0.353
ACP1	-0.8392
ZMYM2	-0.42025
B3GNT6	-0.2425
C9orf69	-0.508
C2orf15	1.296
C20orf166	0.2515
HSP90AA6P	-1.246
EDG7	-0.8515
NEURL	0.57175
LPL	1.23116666666667
CLEC2D	-1.00723076923077
GRRP1	1.801
CD8B	-3.8428
HIST1H3D	-1.17833333333333
SLC6A12	0.26425
FAM27L	-1.161
CD84	1.2996
RASA1	-0.3
PHKG1	-0.863
MAGEA11	-2.8515
IMPA1	-0.9371
NPM3	-1.367
RARRES1	4.197
SH3BP1	-0.56575
B3GNTL1	-0.114
ARPC5L	-0.528833333333333
KLHL26	0.219
SIM2	2.110625
GJC1	0.671
C20orf194	-0.28425
EXO1	-2.935
SLC2A2	-2.69675
LOC285074	-1.037
LRG1	3.0565
KIRREL	-0.149
PIK3R1	0.722785714285714
C4orf34	1.52725
MAF	-1.0125
ADCY4	3.803
ZMIZ2	0.5567
SLC46A3	2.63916666666667
STAMBP	-0.4335
CCDC16	1.0535
MS4A12	-0.9985
TCF20	-0.31875
LRRC46	3.2065
C20orf152	1.38
MRPS6	-0.276
ABCB11	-0.00900000000000001
KCNC2	0.5395
CDH19	-2.5402
C9orf123	0.401166666666667
SSH3	1.71875
LDLRAD1	-0.9285
CCBE1	-2.108
ZNF135	1.889125
TAAR1	0.539
WFDC12	0.831
CCDC42	-0.0431666666666666
FLJ12529	-1.13975
PER1	-0.874666666666667
TIMM50	-0.103666666666667
SMARCAD1	0.0391666666666667
FAM26C	-0.1895
TP53TG3	-1.1935
SH3RF1	1.9045
LMCD1	1.96825
GPR63	-0.9005
FLJ21986	-2.1555
AIFM3	-0.311
MICAL1	-0.717666666666667
BLZF1	0.9285
IQCA	3.38966666666667
PCDHGC3	-0.907
SAC	0.637
BCL6B	2.0015
DDO	2.25525
MARCO	4.46975
DCHS1	1.34533333333333
C1orf170	2.144
CD200R1	0.9165
C22orf15	-0.61
SEPT11	0.5385
ADNP	-0.277
UST	-0.0166
C13orf34	-0.454
RFFL	1.02692857142857
APBA3	0.045
C2orf60	-0.208125
CUTL1	-0.2863
PMS1	-0.83625
ZNF689	0.2095
EIF3E	-0.7635
IL9	0.636
RPL31	0.463875
LY9	-0.354166666666667
ATP2B3	0.9335
KDELR2	0.548958333333333
TFCP2	0.302375
NLRP12	0.54325
FLJ45422	-0.55975
TLE4	-0.8463
ZNF570	-0.9555
FLJ43806	-1.1
TLK2	-0.81275
CIR	1.0285
MARS2	-0.8625
COL24A1	1.33525
SDF2L1	-0.5075
HIBADH	-0.00516666666666664
IGFBP3	-2.33185714285714
C12orf23	1.225875
PSPC1	-0.04925
C20orf43	-0.42275
TRAV20	-2.0405
ARHGAP24	0.28425
KIAA1975	-0.0736250000000002
C1QA	3.83
DNTT	-5.60166666666667
C10orf6	-0.270666666666667
C11orf41	0.261375
HNRPF	0.88525
COL11A1	6.86983333333333
UBAP2	-0.7835
CDKN2AIPNL	-1.162
C20orf174	1.81725
SPRED2	-0.5605
PLA2G12A	0.671333333333333
ICEBERG	-2.77683333333333
SCN10A	-0.62
C11orf65	0.452
GBP5	3.942
PITPNC1	-2.49766666666667
POU3F3	0.8785
NCOA7	-0.3595
LIN7C	0.0557
LOC348840	-3.231
NKX2-2	-2.339
ANKRD13D	-0.500375
LOC123688	0.994
FUT2	2.15416666666667
TAAR8	1.164
FZD4	0.58075
PNMA3	-0.992833333333333
OR4L1	0.386
WIT1	-2.9455
EXOC3L	1.7535
ATPBD4	-0.1295
KRBA1	-0.29825
UBXD6	1.04825
HOXB7	-0.571846153846154
C7orf23	-0.2405
UNQ338	0.93925
STAB2	1.77425
CDC20B	1.93525
IRF9	1.32
CENTG1	0.461916666666667
TNPO2	-1.6465
MCPH1	0.716375
BMS1P5	-1.49725
SLC26A7	0.1035
HIST1H3J	1.48475
C9orf3	-0.118
LBH	1.206125
MYO1D	0.882
PTDSS2	-0.1015
NFU1	0.54325
DEPDC4	-1.154
WNT7B	0.7928
GLP2R	0.00820000000000001
SETD4	-0.495
DYNLT3	-0.3976
FKBP11	-0.422
SESTD1	0.160833333333333
FLII	0.414
RPS16	0.2737
CHPF	-0.466833333333333
CSNK2A1	-0.505166666666667
SUMO1P1	-0.19475
FKBP6	-0.9435
ZNF214	2.14616666666667
TWIST1	-0.1685
DDX56	-1.2415
TRAM1L1	2.3238
EPO	-1.29733333333333
MRPS18B	0.378
ZNF682	0.290333333333333
RPL14	-0.0685
MAFF	-1.63175
LOC51136	-0.0915
LY96	0.5545
DDX20	0.10575
ABTB1	-0.338
ARL5A	-0.1281
CCT6A	-1.098
HEPACAM	-1.425
EHHADH	-0.1245
RBAK	-0.152833333333333
CGB1	-0.748
ITGB5	0.7774
YIPF3	-0.09325
FKBP2	-0.041
NR1D1	-0.7023
TMEM110	0.0885
NEK2	-1.46016666666667
PRAMEF8	-3.68125
C20orf52	0.0103333333333333
PCDHGA3	-0.1305
VWA3B	0.1855
NDUFA5	0.372625
THAP9	-0.18425
FLVCR2	-0.759833333333333
AP1S1	-1.215375
SMAD6	-1.885
SAV1	0.44525
SAT1	1.07775
ZNF251	1.02675
ADAMTS7	-0.192111111111111
RPP38	0.08475
C1orf211	-1.927
YPEL2	1.4929
RBMS1	-0.01225
ZNF445	-0.715166666666667
