Hybridization REF	TCGA-A2-A0YE-01A-11R-A109-07
HIG2	-0.1995
FAM79B	0.906
C21orf86	0.4389
KCNK10	-0.43725
ZNF738	1.26875
FSTL5	-0.518833333333333
OR6A2	-0.0785
OTOA	0.495833333333333
EXOC1	1.244
AHRR	-1.8805
PDAP1	-1.53008333333333
C19orf6	-1.3415
ZAN	0.3075
LY6G6E	0.18
EIF4E2	0.46375
C20orf198	-0.002
ZNF324	0.0325
CYP3A5	-2.82416666666667
ENTPD7	1.59833333333333
MBOAT5	0.360666666666667
GJB5	-2.3185
TTC13	1.325
S100Z	-1.89416666666667
KIAA0664	-1.9215
PDGFRB	1.25725
IL17D	-0.313
OR56B4	0.228
RDX	-1.6785
SLC34A3	1.097
IL28B	1.161
JUND	0.4705
CHRNB1	1.648875
CAMK2B	0.0915
FETUB	-1.80375
CXorf23	0.4585
MRTO4	-1.431625
TTC3	1.6714
NDUFB8	-0.879166666666667
EDG2	-0.7895
SEMA3G	-0.77825
IL23A	0.3075
GRHL1	2.3003
LOC441054	-2.4475
WDR65	0.818875
PSTK	-1.5625
STOML3	-0.029
R3HDM2	-0.3578
C5	-2.317
SLC2A10	1.12283333333333
C3orf22	0.663
PAQR3	-0.345153846153846
ANKRD26	-0.1155
HCRTR1	0.6235
LOC399947	-0.3155
PSD2	0.15525
TIGD2	1.88183333333333
SCRN1	-2.05625
COQ10A	-1.576
DDI2	-0.244
METTL7B	-0.340833333333333
UCN2	0.7215
FAM92A3	-0.0285
WDR16	-0.41675
ZNF511	-1.59016666666667
ZMYM5	-0.41425
POLR3G	-2.64625
ZNF586	-0.11775
C1orf49	0.475833333333333
TANK	0.675166666666667
RCAN1	3.31966666666667
PELI3	1.02033333333333
LIMD2	0.85775
TMEM189	0.1445
NTN4	-2.609
LOC151300	0.616
CLEC2A	-0.6305
GPR135	-0.596625
DPYSL4	-1.1536
JAK2	-0.709666666666667
TSHZ1	-0.111666666666667
TM9SF4	0.813375
ZNF264	0.280833333333333
SIRPG	1.076
BICD1	0.3995
HERC6	2.516
METTL5	0.0005
CASP1	0.09975
PRRT1	-0.4505
PLA2G4C	0.420333333333333
ICA1L	0.816928571428571
TPTE2	2.5
OTUD7A	1.016
AQP11	0.00425
APOA2	-4.6433
KALRN	0.7139
SECTM1	2.0555
IFNAR1	1.55
TALDO1	1.099
RAB11FIP4	0.848
EIF5A	-1.233
FAM49A	3.127
NEGR1	0.634166666666667
YTHDC2	-0.936375
EHD2	-1.410125
NCF1	1.2352
SCRT2	0.8905
HOXA5	-1.12933333333333
NUP133	0.22125
FGF12	1.6310625
SLMO2	0.120375
SNTA1	1.113125
CACNG2	0.256375
GCM1	0.043875
ELF1	0.2305
TLR5	3.12325
TCFL5	-0.892666666666667
RBMY2FP	-0.7655
LOC100125556	0.584
FAM129B	0.335
MAP3K7IP1	-0.538375
NCK2	1.211
OXA1L	-1.46625
FMO9P	0.17
ZSCAN12	-0.35575
PSMD12	-0.663333333333333
HSCB	-0.93325
CLDN10	-3.0955
MGC13053	-0.276
HPCAL4	-0.9015
ASZ1	-0.6635
MEX3D	0.159666666666667
NFAT5	-0.123
CSPG4LYP1	-0.350333333333333
FBXO3	0.0692
DVL1	-0.473666666666667
CMKLR1	1.34766666666667
TYMS	-1.495375
PEF1	0.26625
ZNF750	4.6815
MCM5	-0.8545
MEGF11	-0.53525
KCNK7	0.016
PTP4A3	1.824
C1QTNF2	-1.28316666666667
OR6S1	0.1545
FAM122B	-0.461
ZNF551	-1.068125
HBQ1	-1.1855
GEMIN6	-0.4875
ARSK	1.0555
RBP7	1.3
CPNE9	-0.11475
DSC1	1.302
LOC730112	-0.843
MAP2K4	0.824125
HS3ST5	-1.139
EPB41L3	-1.95175
TEKT2	-0.20625
CDKN2B	-0.0138333333333333
ZNF480	-1.0055
MAP3K6	0.1156
MAP6	1.10683333333333
HN1	1.0739
OR2L13	0.0966666666666667
SLC16A11	0.36725
FAM96A	-1.296
APOL1	-0.18625
C5orf32	-0.726
RTP1	-0.333166666666667
RNF175	1.278
ZBTB41	1.050875
AHCTF1	-0.2314
SAE2	-0.3559
ITGA2	-0.283666666666667
MME	-0.722833333333333
CCDC14	-0.969
MAST4	-0.270142857142857
KRT33B	0.0175
KCTD2	-0.219333333333333
WDR26	0.1815
MFI2	3.383875
NR4A3	1.7395
ARSA	1.40975
UNKL	-0.453
SULT6B1	0.1745
CCNA2	-1.12466666666667
SOX15	-0.263
PPAPDC1B	0.666916666666667
C19orf44	-0.175
MCAT	0.681833333333333
ARID1B	1.174125
OR52N1	-0.3965
C12orf48	-0.88575
MAGI1	-0.50575
NIPA2	-0.59725
GBX2	-1.40225
RSHL3	0.433
RAVER1	0.686166666666666
C15orf17	-0.46225
SLC30A2	0.588
ZNF518	-0.83525
PCYT1B	-1.70575
C10orf114	2.6535
EIF3H	0.138666666666667
SLC25A39	-0.524
KIF1B	0.988875
AMOTL2	-0.09
C6orf120	0.87025
PSRC1	-1.5325
PLA2G10	0.362
KIF5C	-0.069375
MRPL37	-0.4565
C17orf62	0.826166666666667
C9orf135	-0.536
DUSP10	-0.2815
CLCNKB	0.2385
PSMA5	-0.32375
C8orf53	-0.579
AMPD3	-0.155666666666667
PIAS1	-0.52325
ADCYAP1R1	0.114
GYLTL1B	2.26075
CDH20	-0.305833333333333
FBXO7	-0.6265
TMEM134	0.4695
FLJ14213	1.10966666666667
ZNF3	-0.39225
LRRFIP1	-0.0339583333333333
CNOT2	-0.178416666666667
ABI3	1.3055
ALDH5A1	-1.05933333333333
HNT	1.3857
SERPINA4	-2.72575
TK2	0.415416666666667
STMN1	-0.0426666666666667
GUCA2A	-0.0673333333333333
GALNT10	0.5695
DPP6	-0.79815
C9orf93	-0.431875
PRELID2	-0.944125
STK39	0.99175
SFTPA1	-0.87125
CKS2	-1.52755555555556
RHO	0.2095
C20orf135	0.44925
XKR3	-2.533
CR1	0.19475
RPS6KA2	1.05357142857143
C20orf112	0.8665
MRPL22	-0.85175
C4orf23	-0.025
GADD45B	0.05125
KLHDC1	-0.0436666666666667
C2orf48	-1.883
ZNF287	0.369
DAAM2	1.066
DPPA2	-2.3995
TCTN3	0.4175
DNAJB11	0.89725
FPR1	3.10875
DEFB4	0.2575
PTCD2	-1.1907
SMOC2	3.775
CABP7	0.3805
SERPINB11	0.534
MAGEF1	1.29725
NDE1	0.724666666666667
ITGA10	0.936
FSHB	0.2355
ANXA2	0.517375
HORMAD2	0.35425
HLCS	1.52175
MCF2L	1.63716666666667
FH	-0.616
TBC1D24	3.43175
KIAA1505	0.26275
LGALS2	-1.3555
CNBD1	-0.2205
SYNPO2L	-0.66875
PTPN23	0.833214285714286
C1orf183	0.100833333333333
MAGEA8	-3.04775
DGCR8	-1.741875
GSR	-1.01675
PAQR7	0.5105
ZNF676	-0.26125
CACNA1C	-0.661
SP7	0.34
PDCD6	0.35775
NRN1L	-1.8315
BRI3BP	-0.9395
KIAA1183	0.3425
ASB4	0.32025
CCL23	0.7701
OBSL1	0.33075
SLC12A7	1.14058333333333
KIAA0240	0.406
CD1B	-3.0795
FCGR2A	1.610875
MDC1	0.16575
HTR1A	-0.178833333333333
OCEL1	-0.38875
ATP11B	0.580375
FBXO34	-0.0975
PCDH12	2.94216666666667
RPE	0.7195
C17orf74	0.0415
CSDC2	0.695666666666667
PET112L	-0.60975
TMBIM1	1.112875
P2RXL1	-0.3255
TCHP	-1.651
TRMT1	-1.67716666666667
F2RL2	-0.85275
LRRC32	2.483
IMPG2	0.4055
BGLAP	0.6655
LOC493869	0.8665
MRAS	2.408625
SLC35F5	0.79025
CBWD1	-0.593
AXL	-1.883375
ATP2C2	0.97425
TELO2	-0.388
PNPLA3	-3.43875
PCDHB14	-0.14875
CD276	0.7585
KRT80	-0.40125
DUSP28	-0.1715
CSNK1E	-0.369166666666667
SRP14	0.74
KCNQ4	0.479
KRT72	0.129166666666667
CCDC117	-0.206125
C6orf89	0.729555555555555
TUBB2B	-1.731
RTN4IP1	0.06725
CR1L	-3.05583333333333
CEND1	0.3455
C12orf41	-0.653
RNF31	-0.3225
UBN1	1.012
C17orf32	0.7375
SLC5A7	0.1915
GPR92	0.292833333333333
ESAM	2.019
CTNNA1	0.626666666666667
HRBL	-0.4512
CBX4	-0.01575
TMEM182	0.831
SH3TC2	1.13883333333333
IL10	0.785166666666667
PXMP4	0.705
RNF167	0.1944
PAK7	0.0973333333333333
ETV3	-0.292
ATPIF1	-0.559166666666667
LOC554207	-1.77416666666667
OR8H1	0.32575
WDFY3	0.925875
DPM1	-0.32025
GPSM1	-0.399
WDR92	0.2881
LRP1	1.0685
ANKH	2.095125
THUMPD3	-0.703
POLR1B	-0.118
OLFM4	4.83733333333333
RAD9B	-0.3845
TSPY2	-3.495
PAX6	-0.8405
SCG2	-2.826125
SLC17A6	-0.15275
FMO3	5.519
PADI4	-0.032125
TUBB4	0.219
NLK	-0.069
POU4F3	0.0135
SDF4	-0.3485
ITGBL1	1.09766666666667
NETO1	-1.900875
TAP2	0.04325
ABBA-1	0.362166666666667
GNAI1	0.57525
VPS4B	-0.00174999999999999
NOPE	0.6678
GALNT6	0.268166666666667
SESN1	0.130875
GBE1	-2.40388888888889
CLASP1	0.36225
RASGEF1B	3.54225
ACOT11	0.612214285714286
AFAP1	1.27225
OR2H2	0.46925
DPY19L2P1	-0.2545
DZIP1	-1.42425
SEC22C	-0.376583333333333
GPR161	1.84891666666667
RNF146	0.8495
WDR74	-0.41375
GALP	-0.1405
PURA	-0.394
DNPEP	0.251833333333333
RP11-78J21.1	-1.40475
ERBB2	1.830125
FANCM	-1.46666666666667
NEO1	1.43733333333333
DDX3Y	-4.6564
RPS3A	-0.265
MXRA7	0.258428571428571
LGALS3	-1.47133333333333
GLT8D1	0.21025
CFL2	-2.65066666666667
UPB1	0.1605
NAP1L5	-1.596375
CLDN14	-0.7655
DHX38	-0.791
BTBD1	0.53725
TARS2	-0.7765
ABCF1	0.776
FCF1	0.149833333333333
LRRC49	-0.823
GUCY1B2	0.603
C1orf177	0.375833333333333
SMARCA4	0.7185
LRP8	-0.347833333333333
TAGLN3	-1.2045
MRPL14	0.12775
TTRAP	-0.27425
ZDHHC20	0.6395
NFE2L3	0.06225
KIAA1377	-1.42875
PALMD	1.7923
TMEM43	-0.4705
TTL	0.130625
STAT5B	-1.57
SSB	0.261125
OR10H5	-0.019
SLC22A13	-1.3
AKAP3	1.5845
TIMM23	-0.3675
OAS2	2.12066666666667
KIAA0423	-1.174
TRIM11	-0.273833333333333
GLIS3	1.42875
TMEM50B	1.63383333333333
ARHGEF4	1.25125
DEGS1	-0.292272727272727
TBL1XR1	0.9105
G6PD	-1.574
SP140	0.3516
MUC17	-0.109571428571429
NUDC	-0.2217
DNAJC5B	1.296
SCARA3	0.687666666666667
CPA3	4.6135
BCAT2	-0.220125
MFN1	0.8026
NRG3	0.046
SNX11	0.15675
PLEKHH1	-1.133
GPR177	-1.23383333333333
HCFC2	0.0315
TCAP	-0.20175
MOCOS	-1.65975
C14orf93	-0.81775
PRDM10	-0.3665
SLC16A4	0.296583333333333
SRGAP1	-0.0571666666666667
VIP	-0.2165
DUSP27	-0.703166666666667
LILRA1	0.0288
MC2R	0.372
MGC24103	-2.8755
MBTD1	-1.9835
FUT11	0.0696666666666667
USP33	-0.6619
C15orf39	-0.91475
MAP3K12	-0.894375
PAAF1	0.7415
BARHL1	-0.138
FLJ16165	0.4095
PIWIL2	-3.03075
SYNE1	-0.535583333333333
CMTM4	-0.044625
TSPYL1	0.6215
GUF1	0.104333333333333
TMEM157	0.7495
WDR44	-0.34025
HIST1H3C	0.95125
DKFZp666G057	0.695
RNPEP	-0.21725
GAS2L2	-0.0743333333333333
ADH4	-4.7585
GRPR	0.0171666666666667
FBXL17	1.28625
ZBTB10	0.509416666666667
Gcom1	-0.138055555555556
HTRA1	0.8104
ZNF585A	0.4465
SLC26A2	0.265928571428571
OTOP3	0.448
WISP1	1.65966666666667
ATP2B4	-0.617166666666667
FLJ10769	-0.3565
CRAMP1L	0.392125
CHST12	0.11725
RAB22A	0.824333333333333
TARDBP	-0.198857142857143
STAU1	0.729
CRB3	2.48666666666667
MIG7	-1.3185
CHMP1A	0.7575
ZNF160	-0.1885
B3GALT6	-0.32725
BARX1	1.40266666666667
C6orf167	0.429
NXNL1	0.3785
DHX29	0.0555
HADHB	-0.49325
PLXNB2	0.7465
ILDR1	-1.3975
SLC15A3	1.76275
GAS2	-0.245166666666667
C20orf69	-0.6305
NUMB	0.2585
TNIP1	-0.140125
MESP1	3.33666666666667
PSKH1	0.46275
NSFL1C	-0.558375
RHOG	0.0375
HEY1	-2.86766666666667
KNG1	-1.810375
ITGAX	0.9884
LIN9	-0.193
CANT1	0.8035
XRN1	-0.0881428571428571
CCDC96	0.7207
HEATR6	-1.00066666666667
GNG7	-0.0369166666666667
RUNX2	0.9265625
SOX1	0.522333333333333
FCRL5	1.0185
ZNF99	0.33925
FAM9A	0.2605
SNX22	0.390333333333333
MBNL3	0.0708333333333333
ODC1	-0.5461
ADORA2B	0.536833333333333
NR2F6	0.44525
ZFYVE16	-0.1
SYNJ2BP	0.0719
POLE	-1.264625
E2F2	-0.506625
THRA	-0.486
PTGES2	-1.68733333333333
HIP1R	0.545333333333333
TMUB1	-0.541166666666667
ENO3	-1.92975
RSPH10B	0.442
CXorf39	0.926875
IRGC	0.22575
GPR109B	-0.54675
FLJ13305	-0.369
LCE3A	-0.1445
TNFRSF18	-1.3435
DET1	0.35025
TRPM3	-0.377666666666667
C16orf79	-1.2695
FECH	-0.712
RAP2A	0.276666666666667
CRIP1	1.96483333333333
AZIN1	-0.34875
SLC7A7	2.37925
IL10RA	0.4411
TMEM64	-1.1115
CDC42EP4	1.141
C16orf58	0.6103
ARG2	-1.49
POU5F1P4	-4.61975
FAM62B	0.497375
DNAH8	-1.8859
ASH2L	-0.207875
TSLP	-3.473
CNTNAP5	-0.328333333333333
TMEM16C	-0.03925
IFNA14	0.558
SLC1A3	2.201125
CABYR	1.57425
BCL7B	-0.2864
NUDT13	-3.1195
C13orf28	-0.09375
C1orf53	1.361
ARL6IP4	-0.155
RPL35A	0.17125
EMR3	0.55625
RAB40C	0.77475
SLC41A1	0.104166666666667
LRCH1	-0.096
LY6G5B	-0.8515
FAM124A	-0.208428571428571
MGC10981	-2.69283333333333
CLIP3	0.2272
MAP4K2	0.849
CHIC1	0.123
SULF1	3.34216666666667
C20orf30	-0.624857142857143
PRDM5	-1.049125
ELOVL1	0.121
C11orf48	-0.0725
SLC39A10	0.24425
KCNV1	0.0645
ACP1	-0.382166666666667
ZMYM2	-0.528625
B3GNT6	-0.130666666666667
C9orf69	-0.91675
C2orf15	2.2865
C20orf166	-0.635
HSP90AA6P	0.7615
EDG7	-0.954
NEURL	-0.937875
LPL	1.935
CLEC2D	-0.946428571428571
GRRP1	1.41166666666667
CD8B	-3.6054
HIST1H3D	0.306
SLC6A12	0.058875
FAM27L	-0.144
CD84	0.7798
RASA1	0.2385
PHKG1	-0.165
MAGEA11	-1.6295
IMPA1	-1.3812
NPM3	-0.92025
RARRES1	5.99775
SH3BP1	0.758375
B3GNTL1	0.8305
ARPC5L	-0.862333333333333
KLHL26	0.167
SIM2	-0.7005
GJC1	0.5225
C20orf194	-0.6615
EXO1	-1.0495
SLC2A2	-2.18033333333333
LOC285074	-0.711
LRG1	-1.21725
KIRREL	1.3535
PIK3R1	2.15435714285714
C4orf34	-0.4025
MAF	-2.33322222222222
ADCY4	2.966
ZMIZ2	0.6485
SLC46A3	1.23633333333333
STAMBP	0.577
CCDC16	0.0115
MS4A12	-0.1785
TCF20	-0.36
LRRC46	0.2445
C20orf152	-0.00900000000000001
MRPS6	1.289
ABCB11	0.4485
KCNC2	0.3705
CDH19	-0.629666666666667
C9orf123	-0.420666666666667
SSH3	1.389125
LDLRAD1	-3.02725
CCBE1	-1.05325
ZNF135	1.803875
TAAR1	0.0205
WFDC12	0.762
CCDC42	1.157
FLJ12529	0.157
PER1	-0.376833333333333
TIMM50	-0.308833333333333
SMARCAD1	-0.047
FAM26C	0.215
TP53TG3	-2.66116666666667
SH3RF1	1.4434
LMCD1	1.423
GPR63	0.6255
FLJ21986	-2.968625
AIFM3	0.33575
MICAL1	1.1585
BLZF1	-0.411333333333333
IQCA	0.266166666666667
PCDHGC3	-0.498
SAC	-0.111
BCL6B	1.63933333333333
DDO	-1.25275
MARCO	3.13225
DCHS1	2.407
C1orf170	-0.294833333333333
CD200R1	0.1925
C22orf15	-0.508
SEPT11	-0.0565
ADNP	0.707
UST	1.9915
C13orf34	-0.703
RFFL	0.0157857142857143
APBA3	-0.0405
C2orf60	0.32975
CUTL1	-0.0476
PMS1	-0.239625
ZNF689	-0.2255
EIF3E	-0.915166666666667
IL9	0.361833333333333
RPL31	0.570875
LY9	0.192833333333333
ATP2B3	0.1495
KDELR2	1.96275
TFCP2	0.371375
NLRP12	-0.84
FLJ45422	0.83775
TLE4	-0.6832
ZNF570	0.396
FLJ43806	-0.2625
TLK2	0.242625
CIR	0.66775
MARS2	0.0135
COL24A1	-0.166
SDF2L1	-0.492
HIBADH	-0.0371666666666667
IGFBP3	-2.33328571428571
C12orf23	1.154
PSPC1	0.20575
C20orf43	0.288
TRAV20	-0.00700000000000001
ARHGAP24	0.132
KIAA1975	-2.265625
C1QA	3.1759
DNTT	-4.14433333333333
C10orf6	-0.593916666666667
C11orf41	-0.70625
HNRPF	-0.651
COL11A1	6.04533333333333
UBAP2	-0.623166666666667
CDKN2AIPNL	-0.8195
C20orf174	1.34175
SPRED2	-0.6945
PLA2G12A	-0.108666666666667
ICEBERG	-1.43516666666667
SCN10A	0.3625
C11orf65	-0.5735
GBP5	4.66
PITPNC1	-0.653
POU3F3	1.4305
NCOA7	0.971875
LIN7C	0.4074
LOC348840	-1.0375
NKX2-2	-3.637
ANKRD13D	0.578375
LOC123688	0.714
FUT2	1.46
TAAR8	0.434
FZD4	-1.62308333333333
PNMA3	1.3045
OR4L1	0.4345
WIT1	-2.33225
EXOC3L	1.0605
ATPBD4	-0.3904
KRBA1	-1.0715
UBXD6	-2.25725
HOXB7	-0.766642857142857
C7orf23	-0.1975
UNQ338	3.02975
STAB2	0.1365
CDC20B	0.23575
IRF9	1.506
CENTG1	0.148666666666667
TNPO2	-0.835
MCPH1	0.2575
BMS1P5	-2.8845
SLC26A7	0.315
HIST1H3J	0.8375
C9orf3	0.0511
LBH	1.583
MYO1D	1.55225
PTDSS2	-0.36025
NFU1	0.8385
DEPDC4	-1.0715
WNT7B	2.8296
GLP2R	-0.110666666666667
SETD4	-0.00309999999999999
DYNLT3	-0.2782
FKBP11	0.300833333333333
SESTD1	2.19283333333333
FLII	0.27725
RPS16	-0.2735
CHPF	2.10433333333333
CSNK2A1	-0.0151666666666667
SUMO1P1	0.66025
FKBP6	-0.9615
ZNF214	-1.8405
TWIST1	-0.3715
DDX56	-1.94716666666667
TRAM1L1	2.3844
EPO	-2.80316666666667
MRPS18B	-0.7275
ZNF682	-0.160666666666667
RPL14	-0.975833333333333
MAFF	-0.55675
LOC51136	-0.6205
LY96	-0.2745
DDX20	-0.245
ABTB1	-0.568
ARL5A	0.4603
CCT6A	0.43025
HEPACAM	-1.52
EHHADH	0.474
RBAK	0.690833333333333
CGB1	-0.178
ITGB5	0.2551
YIPF3	0.885
FKBP2	0.366
NR1D1	-0.1699
TMEM110	0.041
NEK2	-0.525333333333333
PRAMEF8	-3.404
C20orf52	0.7565
PCDHGA3	0.9515
VWA3B	0.2095
NDUFA5	-0.603375
THAP9	-0.40525
FLVCR2	1.457
AP1S1	-0.124375
SMAD6	-0.37275
SAV1	-0.093375
SAT1	0.9715
ZNF251	0.79875
ADAMTS7	0.3322
RPP38	0.40475
C1orf211	-1.6255
YPEL2	0.1024
RBMS1	1.35275
ZNF445	-0.250666666666667
NRXN2	-0.041
PGBD4	-0.542375
UGT2B28	-2.26725
WBSCR16	-0.8118
NLRC3	0.095875
ASTL	0.487
ST6GALNAC1	-3.382
ZADH2	-0.90775
MLLT4	1.38058333333333
ARL6	-0.425666666666667
MEF2C	-0.019
CBFA2T3	-0.5715
AFF3	-0.505285714285714
COG7	0.474666666666667
MYB	-4.51816666666667
PLXNA3	1.3125
XRCC2	-1.00433333333333
MMS19	-0.6845
ST8SIA5	-1.073625
CHPT1	-0.261
KIAA1712	0.0501249999999999
OR6X1	1.1065
ACTR3	0.2085
UGCG	-1.49316666666667
OR4P4	0.079
ZAP70	-3.38475
LPP	1.30525
ZNF485	-1.17025
PTPRCAP	-0.60375
IL12RB1	0.25025
ATRX	0.2805
CHST8	0.89
C14orf109	0.30975
ARV1	0.5985
NMB	1.64185714285714
COX5A	-0.910333333333333
EIF6	-0.5405
MPPED2	-0.984333333333333
SEMG1	-0.9025
CHRDL1	1.6605
TRAF3IP2	1.19125
WNK2	0.00237499999999999
LILRA4	1.00116666666667
LAMA2	3.31425
PXT1	-0.9095
RLBP1	2.9975
CD300C	0.0735
SLTM	-1.173125
FLJ10404	-0.4885
APOBEC3D	-0.505
RENBP	-0.252666666666667
ATXN7L1	-0.104375
NID1	-0.82325
TUBGCP3	-0.984375
ITIH5	0.196
CCDC110	0.9865
C8A	-2.8285
MGC87042	-1.6425
HOXC13	1.388
TFDP2	-0.89575
HCP5	1.770875
POLI	-0.98075
UCN	-1.59383333333333
ZNF764	0.184
C8orf45	-0.07325
FHL3	-0.641
SPATA5L1	-0.59725
MMRN2	2.8405
NDST1	1.06216666666667
COL20A1	-0.0523333333333333
ZNF248	0.472166666666667
PELP1	-0.311666666666667
MBL2	-2.70666666666667
RNF41	0.551875
C5orf24	0.693625
THOC5	-0.69575
SERINC3	0.402583333333333
RP11-151A6.2	-1.2595
CDCP2	0.376
HIST1H2AA	0.2155
C11orf75	0.6145
FKBP7	2.09425
DDOST	0.29675
GPNMB	2.12183333333333
TTF2	-1.53083333333333
KCNT1	-0.0186666666666667
SLC39A14	-1.399
NGRN	1.2125
GPR137B	1.492
MECP2	-0.09975
PSMA1	-0.29825
C16orf73	-5.226
TMEM60	0.5895
CSN3	1.6595
NOS1	0.284333333333333
RAB7L1	-0.0853333333333333
YBX2	1.07
KIAA1166	0.833875
FUBP3	-1.034
ABCG1	-0.786
ACACA	0.212
ARL11	-0.2422
ATOH1	-0.3875
ODF1	0.379333333333333
CREB3L3	-1.7505
TMEM127	1.58264285714286
DSCAML1	0.31625
PLN	2.37283333333333
LYPLA1	-0.640583333333333
PRDM9	-2.46025
SASP	0.45575
PLUNC	1.15333333333333
INTU	0.01825
HISPPD1	-0.31475
LNPEP	0.0741666666666667
YARS2	-0.48
APCDD1L	-1.185
ZCCHC4	-1.0898
FBXO22	-0.858666666666667
TTLL13	-0.0865
ZNF669	-0.013
PTGDR	1.413
DDX27	0.46425
KIAA0409	-0.2735
GJB6	1.56475
ASB8	0.22425
PLP2	1.05016666666667
MEPE	0.168
OR10J5	0.496
KRT222P	-0.22075
COQ7	0.454833333333333
C1orf101	0.19425
RERG	2.828
CHMP5	-0.22975
THAP11	-0.219375
ZNF43	0.295333333333333
ZRANB3	0.6235
KRT13	2.914875
MRPL19	-0.04925
RBBP9	-0.30675
SPATA17	0.592
BXDC5	-0.94
PAFAH1B1	0.358833333333333
MAGEE1	1.3345
OSTF1	-0.655
KIAA0323	-0.4165
TXNDC13	1.04883333333333
CNTN4	2.7625
LCE1B	0.232
UNQ501	-0.3425
ZNF154	-0.4365
C3orf64	-0.0895
SYT5	0.2217
PON1	0.954666666666667
FLJ10357	-0.619875
ATP4A	-1.8495
GNPDA1	-0.733666666666667
MGAT1	0.772166666666667
C14orf121	0.33175
SLC35B2	1.214
MIER3	-0.2915
CHEK1	-0.717375
ZNF8	0.754166666666667
TXNDC1	-1.76016666666667
CKB	-0.7666
RTN3	1.14428571428571
FZD2	0.329166666666667
PART1	1.631625
PSMB6	-0.12775
PCDHB8	-0.065
PHC3	0.0593
PPP1R8	-0.419333333333333
NOVA2	1.13533333333333
TNFRSF11B	-4.552
GOLPH3	1.87716666666667
UBLCP1	-0.93375
SUHW3	0.15225
TTLL1	0.99
OPN4	0.1305
OR13G1	0.25
ZPBP2	0.206
HSD17B11	-3.222875
C9orf50	-0.249
DHDDS	0.538285714285714
CTSW	2.8674
NEFM	-3.13083333333333
MRPL28	0.72425
SYN1	1.15133333333333
PIGV	-0.358666666666667
ZIM2	-0.4675
APBB1	0.584666666666667
SND1	-0.24625
C1orf123	-0.4555
CHD3	0.84475
BHLHB8	0.4685
RNASE2	0.707666666666667
BCAP31	0.03925
SLC25A44	0.317333333333333
CHD6	0.6402
PIB5PA	0.731538461538462
SELS	1.058625
LOC541471	-0.718875
FAT2	1.4515
ZNF81	0.295
OR4C16	0.221
FLJ10081	-0.1928
LRRC4	1.05775
CS	-1.27366666666667
N4BP2	-0.080125
IGFBP7	0.81625
ZNF318	0.779333333333333
NDNL2	-0.18525
ZNF609	-0.112375
SIRT4	-1.23425
EXOSC10	-0.833
ECE2	0.315583333333333
OVGP1	-0.9025
GTPBP3	-1.30225
PACS2	0.9142
C19orf36	-1.65616666666667
ARL4C	0.799375
ATG4B	0.066625
UBQLNL	2.16575
RHOXF2B	-3.844
PLEKHG2	0.679
GALR1	-0.5845
AQP4	0.5405
HDAC7A	-0.687333333333333
DCUN1D3	1.00075
OR8A1	-0.149
CCRN4L	-0.162125
CBR4	-1.4845
KIFC1	-0.873666666666667
SLC7A14	-1.39033333333333
LHX5	0.585
TRPC7	-0.065
LPXN	-1.02125
SERPINA1	-2.466625
RPS13	-0.2895
BPIL3	-0.2765
PRKAA1	-0.5425
FADS2	1.2039
ENAH	0.115375
PRO1768	0.1335
APBA2BP	-0.2185
LIPH	-0.551
C3orf33	-0.61225
RCC2	0.8375
ALDH1A2	-3.2142
RNF103	1.08875
AHCY	-0.405
ALG12	0.016
CCL17	0.9645
ZNF543	1.0415
ESRRG	0.469
CNGA1	3.85375
RDH5	-1.071
OTX1	1.2339
PTGFR	0.246333333333333
CDR2	0.883375
SELE	4.3925
NLGN2	-0.692333333333333
EXOSC9	-0.96
ZNF566	-0.169
KLRC2	-3.8975
GPR12	0.9235
KIAA0196	0.06825
PDRG1	0.472
SSR3	-0.210857142857143
MSI1	-0.222
CST9	-0.623
CC2D1A	0.169625
PLAGL1	2.43172222222222
ZNF778	0.4275
RNF2	-0.407875
KLF6	-0.719
THBD	0.9315
tcag7.1314	0.2905
NR5A1	-0.00966666666666664
ABCD2	0.3775
DNAJC7	-2.2175
CLEC4C	-0.2615
TM2D3	1.399375
CCDC4	-0.703
PLAC2	-0.852
DCD	-0.433
FAAH	-0.207125
POLA1	-0.471333333333333
TM7SF2	-0.4545
FLJ39822	-1.24233333333333
FLOT2	1.037
MAP4K1	-0.768166666666667
SRP68	1.06525
C21orf74	0.3625
ARPC5	0.441125
LOC126075	1.317
HECW2	0.64275
ZDHHC4	0.886
ANKRD42	-0.0627
PDE9A	1.30083333333333
ABCA8	-0.646
NDUFS2	-0.6685
UBR5	-0.82
BTBD16	-3.10925
LOC554174	0.217
ZNF20	0.1075
KIAA1843	0.4925
WDR17	-0.77
C15orf33	0.152
RNF113A	-0.16075
CAMKK1	-1.2878
CLCN2	-0.0375
ANXA6	-0.202
LOC340069	0.0965
EMID1	2.358
DPM3	-0.173666666666667
ELA1	0.5485
SLC25A13	-0.4002
KRT24	-0.60875
SMPD1	1.92183333333333
TH	0.088625
COL6A2	0.7085
ANKS1B	0.53175
GPR126	-1.2207
ZC3H12A	-0.706333333333333
TMEM47	1.54166666666667
C2orf51	-0.162833333333333
C1orf88	1.03
HSF2BP	1.08625
AKAP10	-0.487
RPAP3	-0.8355
KLHDC8B	0.998875
STOM	-1.2619
MUPCDH	0.301875
C10orf72	0.6325
