Hybridization REF	TCGA-A1-A0SH-01A-11R-A084-07
WFDC12	0.152
CCDC42	0.500166666666667
FLJ12529	-0.79775
PER1	-0.3435
TIMM50	-0.568333333333333
SMARCAD1	-0.419166666666667
FAM26C	-0.2675
TP53TG3	-0.984166666666667
SH3RF1	1.4273
LMCD1	3.2875
GPR63	-0.582
FLJ21986	-1.299875
AIFM3	-0.13075
MICAL1	-0.555166666666667
BLZF1	0.222166666666667
IQCA	3.0575
PCDHGC3	0.0115
SAC	0.17525
BCL6B	1.7765
DDO	0.24375
MARCO	1.75825
DCHS1	2.2035
C1orf170	0.4875
CD200R1	0.7815
C22orf15	-0.3515
SEPT11	1.07316666666667
ADNP	-0.17375
UST	0.5513
C13orf34	-1.44933333333333
RFFL	0.757428571428571
APBA3	0.038
C2orf60	-0.5845
CUTL1	-0.093
PMS1	-0.955375
ZNF689	2.541
EIF3E	-0.670666666666667
IL9	0.106
RPL31	-1.12
LY9	0.284666666666667
ATP2B3	0.16475
KDELR2	0.813333333333333
TFCP2	0.49725
NLRP12	1.004375
FLJ45422	-0.331
TLE4	0.026
ZNF570	0.2625
FLJ43806	-0.7215
TLK2	-0.31175
CIR	0.58025
MARS2	-0.581
COL24A1	1.77575
SDF2L1	-0.4635
HIBADH	-0.0586666666666667
IGFBP3	-1.54657142857143
C12orf23	1.29275
PSPC1	-0.424
C20orf43	0.39375
TRAV20	-0.1705
ARHGAP24	1.563
KIAA1975	-0.659125
C1QA	3.3371
DNTT	-4.36233333333333
C10orf6	-0.194583333333333
C11orf41	0.544375
HNRPF	0.389375
COL11A1	8.133
UBAP2	-0.478166666666667
CDKN2AIPNL	-1.1845
C20orf174	1.4665
SPRED2	0.96925
PLA2G12A	0.439666666666667
ICEBERG	-1.70433333333333
SCN10A	0.379
C11orf65	-0.708
GBP5	3.71625
PITPNC1	-1.05933333333333
POU3F3	0.7465
NCOA7	-0.30275
LIN7C	0.1098
LOC348840	-0.9245
NKX2-2	-2.6055
ANKRD13D	-0.256625
LOC123688	0.43175
FUT2	0.898
TAAR8	0.537
FZD4	0.77875
PNMA3	0.296
OR4L1	0.309
WIT1	-1.7845
EXOC3L	1.08075
ATPBD4	0.1223
KRBA1	-0.0165
UBXD6	0.1795
HOXB7	0.2565
C7orf23	-0.296
UNQ338	1.36025
STAB2	1.13225
CDC20B	0.17025
IRF9	1.32875
CENTG1	0.5145
TNPO2	-1.25175
MCPH1	0.433
BMS1P5	-2.05125
SLC26A7	0.31225
HIST1H3J	-0.02475
C9orf3	0.7
LBH	1.085625
MYO1D	1.460875
PTDSS2	-0.1285
NFU1	-0.07775
DEPDC4	-1.46275
WNT7B	1.362
GLP2R	-0.064
SETD4	-0.7668
DYNLT3	-0.411
FKBP11	-0.267666666666667
SESTD1	0.251666666666667
FLII	0.45725
RPS16	-0.4091
CHPF	1.16383333333333
CSNK2A1	-0.295333333333333
SUMO1P1	0.23525
FKBP6	-0.865
ZNF214	1.08666666666667
TWIST1	1.30216666666667
DDX56	-0.772333333333333
TRAM1L1	2.6187
EPO	-2.70683333333333
MRPS18B	-0.51025
ZNF682	-0.7505
RPL14	-0.367166666666667
MAFF	-0.83575
LOC51136	-0.657375
LY96	-0.09525
DDX20	-0.37775
ABTB1	0.514166666666667
ARL5A	0.3748
CCT6A	-1.6405
HEPACAM	-1.771
EHHADH	0.131666666666667
RBAK	-0.475166666666667
CGB1	-0.22675
ITGB5	2.4107
YIPF3	0.417
FKBP2	-0.06675
NR1D1	0.1847
TMEM110	0.349
NEK2	-1.96233333333333
PRAMEF8	-3.075
C20orf52	-0.9445
PCDHGA3	0.3965
VWA3B	-0.20625
NDUFA5	0.0165
THAP9	-0.35725
FLVCR2	0.155333333333333
AP1S1	-1.4835
SMAD6	-0.66675
SAV1	0.7015
SAT1	2.903875
ZNF251	0.50525
ADAMTS7	0.0282
RPP38	-0.0915
C1orf211	-1.641
YPEL2	1.1505
RBMS1	0.17975
ZNF445	-0.0601666666666667
NRXN2	0.1105
PGBD4	-0.59575
UGT2B28	1.38325
WBSCR16	-0.6504
NLRC3	-0.197125
ASTL	0.449
ST6GALNAC1	-3.3085
ZADH2	0.22225
MLLT4	-0.58225
ARL6	-0.290166666666667
MEF2C	0.945
CBFA2T3	-2.769
AFF3	1.91942857142857
COG7	0.0478333333333333
MYB	-0.912666666666667
PLXNA3	0.349
XRCC2	-2.35133333333333
MMS19	-0.129
ST8SIA5	-0.648125
CHPT1	0.996166666666667
KIAA1712	-1.363
OR6X1	0.7035
ACTR3	0.236375
UGCG	0.304
OR4P4	0.482
ZAP70	-3.4145
LPP	2.026
ZNF485	-0.2375
PTPRCAP	-0.78675
IL12RB1	0.534
ATRX	0.1647
CHST8	-2.11075
C14orf109	0.3055
ARV1	0.41475
NMB	-0.797571428571428
COX5A	-1.29016666666667
EIF6	-0.54525
MPPED2	0.309833333333333
SEMG1	-1.327
CHRDL1	-0.727
TRAF3IP2	1.009
WNK2	-0.58525
LILRA4	2.42766666666667
LAMA2	5.152
PXT1	0.2615
RLBP1	-2.3145
CD300C	1.08425
SLTM	-0.2585
FLJ10404	-0.26275
APOBEC3D	-1.90016666666667
RENBP	0.481666666666667
ATXN7L1	0.05675
NID1	1.37575
TUBGCP3	-1.037875
ITIH5	0.784722222222222
CCDC110	2.83475
C8A	-2.773
MGC87042	0.508
HOXC13	-2.22475
TFDP2	-0.87675
HCP5	0.76675
POLI	0.51375
UCN	-1.40466666666667
ZNF764	0.029
C8orf45	0.683
FHL3	0.5475
SPATA5L1	-0.9385
MMRN2	2.49283333333333
NDST1	0.878333333333333
COL20A1	0.292333333333333
ZNF248	-0.545
PELP1	-1.00616666666667
MBL2	-1.8845
RNF41	0.16625
C5orf24	-0.233
THOC5	-0.38975
SERINC3	0.470833333333333
RP11-151A6.2	1.4975
CDCP2	0.00224999999999997
HIST1H2AA	-0.06375
C11orf75	0.620666666666667
FKBP7	1.605
DDOST	-0.07575
GPNMB	1.35
TTF2	-1.64483333333333
KCNT1	0.2335
SLC39A14	-0.098
NGRN	0.888
GPR137B	1.71025
MECP2	0.366375
PSMA1	-0.5465
C16orf73	-5.28875
TMEM60	0.328
CSN3	1.195
NOS1	0.399166666666667
RAB7L1	0.855166666666667
YBX2	-0.8285
KIAA1166	-0.127875
FUBP3	0.606666666666667
ABCG1	0.9325
ACACA	0.484833333333333
ARL11	1.322
ATOH1	-0.449
ODF1	0.224666666666667
CREB3L3	-1.81016666666667
TMEM127	1.66585714285714
DSCAML1	-0.26675
PLN	4.65016666666667
LYPLA1	-0.6635
PRDM9	-1.64875
SASP	0.736
PLUNC	-0.125166666666667
INTU	-0.28275
HISPPD1	-0.609
LNPEP	0.175166666666667
YARS2	-0.756
APCDD1L	-0.499
ZCCHC4	-0.6286
FBXO22	-0.643833333333333
TTLL13	-0.705
ZNF669	0.0983333333333333
PTGDR	1.7155
DDX27	-0.31075
KIAA0409	-0.328666666666667
GJB6	0.51175
ASB8	1.21525
PLP2	0.0845
MEPE	0.153
OR10J5	0.0875
KRT222P	2.32275
COQ7	-0.375666666666667
C1orf101	1.012
RERG	1.3593
CHMP5	0.1835
THAP11	0.0595
ZNF43	-0.512833333333333
ZRANB3	-0.960333333333333
KRT13	1.423375
MRPL19	-0.7485
RBBP9	0.608125
SPATA17	1.027125
BXDC5	-0.286833333333333
PAFAH1B1	-0.423333333333333
MAGEE1	0.689
OSTF1	0.38275
KIAA0323	-0.27975
TXNDC13	-0.413833333333333
CNTN4	4.22225
LCE1B	0.229
UNQ501	0.685
ZNF154	-0.0785
C3orf64	0.26775
SYT5	-0.0622
PON1	0.00666666666666664
FLJ10357	0.582
ATP4A	-1.2125
GNPDA1	-0.811333333333333
MGAT1	1.30766666666667
C14orf121	0.1
SLC35B2	0.2445
MIER3	-0.00249999999999997
CHEK1	-4.247375
ZNF8	-0.0666666666666667
TXNDC1	-0.328166666666667
CKB	-1.2096
RTN3	0.101285714285714
FZD2	-0.3175
PART1	-0.169
PSMB6	-0.71825
PCDHB8	-0.191
PHC3	0.7526
PPP1R8	-0.206833333333333
NOVA2	1.40666666666667
TNFRSF11B	-0.7475
GOLPH3	0.803666666666667
UBLCP1	-0.32475
SUHW3	-0.80175
TTLL1	1.173
OPN4	0.4285
OR13G1	0.2265
ZPBP2	0.134333333333333
HSD17B11	-0.386
C9orf50	0.156
DHDDS	-0.0252142857142857
CTSW	0.6602
NEFM	-0.088
MRPL28	-0.5
SYN1	0.578666666666667
PIGV	0.2375
ZIM2	-0.52775
APBB1	0.657
SND1	-0.3935
C1orf123	0.533833333333333
CHD3	-0.00425
BHLHB8	0.21575
RNASE2	0.297666666666667
BCAP31	0.873125
SLC25A44	0.449
CHD6	-0.498
PIB5PA	2.75684615384615
SELS	0.335375
LOC541471	-0.466375
FAT2	2.005
ZNF81	0.1935
OR4C16	0.7035
FLJ10081	0.00940000000000001
LRRC4	0.149
CS	-0.203
N4BP2	-0.56925
IGFBP7	2.24025
ZNF318	-0.01775
NDNL2	1.146625
ZNF609	0.096125
SIRT4	0.38725
EXOSC10	-0.7925
ECE2	0.4555
OVGP1	0.72175
GTPBP3	-1.5345
PACS2	0.6583
C19orf36	-1.17616666666667
ARL4C	0.230875
ATG4B	-0.86175
UBQLNL	0.85025
RHOXF2B	-3.529
PLEKHG2	-0.4585
GALR1	-0.1235
AQP4	0.384166666666667
HDAC7A	-0.120833333333333
DCUN1D3	0.282
OR8A1	-0.302
CCRN4L	0.0105
CBR4	-0.616833333333333
KIFC1	-2.5075
SLC7A14	-1.03466666666667
LHX5	0.339
TRPC7	-0.198
LPXN	-0.78525
SERPINA1	-2.479
RPS13	-0.9011
BPIL3	-0.224
PRKAA1	-0.749
FADS2	-0.4605
ENAH	0.988375
PRO1768	0.47
APBA2BP	-0.8965
LIPH	3.31683333333333
C3orf33	0.28175
RCC2	-0.667571428571429
ALDH1A2	-2.8411
RNF103	2.01725
AHCY	0.083
ALG12	0.853
CCL17	0.16675
ZNF543	1.112
ESRRG	1.2988
CNGA1	0.3515
RDH5	-0.656666666666667
OTX1	-0.5764
PTGFR	-0.864166666666667
CDR2	0.43375
SELE	1.9875
NLGN2	-0.130833333333333
EXOSC9	-1.1315
ZNF566	0.0576666666666666
KLRC2	-5.4155
GPR12	0.8275
KIAA0196	0.8565
PDRG1	-0.55025
SSR3	-0.326214285714286
MSI1	-0.706
CST9	-0.1455
CC2D1A	-0.13925
PLAGL1	-0.0557777777777778
ZNF778	0.009
RNF2	1.14575
KLF6	1.36066666666667
THBD	1.79666666666667
tcag7.1314	0.48625
NR5A1	0.056
ABCD2	-0.383
DNAJC7	-1.82375
CLEC4C	1.253
TM2D3	0.706875
CCDC4	-1.0235
PLAC2	-2.28175
DCD	7.1625
FAAH	1.722125
POLA1	-1.08883333333333
TM7SF2	-0.777125
FLJ39822	0.422166666666667
FLOT2	-0.431875
MAP4K1	-0.672166666666667
SRP68	0.483875
C21orf74	-0.264
ARPC5	0.609
LOC126075	1.57775
HECW2	0.581375
ZDHHC4	0.0575
ANKRD42	0.9627
PDE9A	-0.567833333333333
ABCA8	0.935
NDUFS2	-0.07525
UBR5	-0.103875
BTBD16	-2.3565
LOC554174	0.0285
ZNF20	0.936
KIAA1843	0.8905
WDR17	-0.614625
C15orf33	0.7755
RNF113A	-0.032
CAMKK1	-0.8782
CLCN2	-0.50225
ANXA6	-0.309
LOC340069	-0.013
EMID1	0.711875
DPM3	-0.6055
ELA1	0.132
SLC25A13	-1.3329
KRT24	2.85075
SMPD1	1.41416666666667
TH	-0.034
COL6A2	2.63421428571429
ANKS1B	0.61725
GPR126	-3.3254
ZC3H12A	-0.271333333333333
TMEM47	1.17866666666667
C2orf51	-0.0601666666666667
C1orf88	2.20416666666667
HSF2BP	0.93725
AKAP10	-0.13525
RPAP3	-0.577
KLHDC8B	0.524875
STOM	2.1013
MUPCDH	-0.081375
C10orf72	0.2945
PLEKHA3	0.879
TCP11L1	0.59925
CWF19L1	0.0525
SPEF1	0.761461538461539
YSK4	0.16975
ELN	3.3724
SAMD8	0.561666666666667
MPI	-0.872666666666667
MEPCE	-0.0506
ABCC3	0.336125
NANOGP1	-3.3555
KCNK17	2.451
HLA-DMB	4.34816666666667
RRAGA	1.36125
ANGEL1	0.113
RBM32B	0.2075
CPN1	-2.9845
MGC52282	0.172
HLA-A	1.21908333333333
OR9G4	0.158
EDNRB	-0.96925
SCD	0.0631428571428571
C14orf80	-1.13033333333333
BAGE2	-0.5405
RABL4	1.02333333333333
RCVRN	0.838
SHANK1	0.208
NLRP7	-2.959
CD226	1.29725
STAT3	1.561875
SYNJ2	-1.0873
TPCN2	-0.113333333333333
WDR36	-0.839166666666667
MBD4	-0.21525
ROBO1	-0.0478
ST3GAL6	-2.39
SLAMF8	2.36566666666667
ATN1	0.444
GPR141	0.69475
KRT36	0.062
TPH1	-0.515
DDX52	-0.23775
ZSCAN29	-0.365833333333333
TRPT1	-0.513833333333333
DPEP3	0.562
DENND4A	-0.681375
TSPAN16	-1.13
PTCHD2	-0.3835
LOC145814	-0.953
CAP1	0.776
EIF5A2	0.4846
NT5DC3	-1.125125
SEPT9	-0.911625
SEZ6L2	-1.87375
EGFLAM	3.2395
VPS11	0.28775
NDUFB5	-0.0213333333333333
CIDEA	0.931833333333333
IER5L	0.00925
N6AMT1	0.263
FAM83C	-0.13825
OXR1	0.184416666666667
IRX1	1.5005
DGKB	-0.727333333333333
GCN5L2	-1.3975
MIR16	0.373875
FBXW9	0.04975
WDR4	-1.68583333333333
PDC	-0.3815
VPS33B	-0.107
HEXB	0.35575
FLJ32214	0.794
TCEB3	-1.37125
CRLF1	-3.1425
ABI3BP	1.0555
C8orf22	-3.97075
PYCR1	0.0535
KIAA1706	0.41425
CDK5R2	0.4885
WAS	0.2935
C12orf60	-1.89425
CCBL2	0.102375
MADD	-0.17975
C5orf34	-2.03725
WDR42A	0.4396
KLF12	0.142625
HSPA1A	2.1335
ITM2C	-0.59675
DAPK2	0.707166666666667
LOC442590	-0.2275
SUMF2	0.606625
CENPA	-2.99830769230769
TMED5	-0.199875
CDH6	-0.6956
BRP44	0.323625
THG1L	-0.67075
GABRA2	-2.37625
C14orf166	-0.073
MYL1	-1.32783333333333
TNFSF18	0.2555
PAP2D	0.0406666666666667
PPIB	-0.11375
KLHL4	0.54825
SFN	-0.822333333333333
CCDC127	0.70525
FRAP1	-0.75
GOLGA5	1.0145
SDCCAG1	-0.499375
MGC21675	0.216333333333333
C10orf95	-1.09375
KIAA1345	0.125
C1orf163	-1.171
LACE1	-0.331333333333333
OR10K2	0.199
CENPN	-2.93388
TMED2	1.521
UGT1A6	-1.4115
ANG	-0.78575
U2AF1	-0.8435
CASC2	0.0143333333333333
NMT2	-0.632833333333333
OSGEPL1	0.2585
DFNB31	-1.09
SLC6A20	-0.145375
DKC1	-0.73525
FXYD4	-0.57275
WDR64	0.4805
MGC5590	0.2385
CREBZF	-0.645
DAZ1	-0.00125
PRPSAP1	-0.22175
GCHFR	-0.44775
TTC7A	0.074125
LOC196993	1.12775
UBD	-0.0235
S100A1	0.925
RPL6	-0.13
DNAJB6	0.5086
NAGS	0.8029
C2orf58	0.4315
KERA	3.45233333333333
MT1X	-0.6511
UBE2B	0.5737
KEAP1	0.34275
MST1	-3.422
OMA1	0.1315
ABLIM2	0.4345
BCL2L13	0.00400000000000001
JAZF1	0.986833333333333
TMEM63B	0.9495
S100A8	-1.3762
ARFIP2	0.95575
UROS	0.65325
KHDRBS2	1.1745
POLQ	-3.438125
SOAT1	-0.6095
SPAG4	-1.9205
MRPS30	-1.05266666666667
LOC494141	-0.42825
OR2T11	0.458
ORAOV1	-1.3785
ZNF184	-0.310333333333333
TCEB3B	0.059
ADAM21	0.138
GDPD1	0.01725
SPINLW1	-0.215
PRR14	-0.0326666666666667
KCTD9	-0.6672
NUDT3	0.6205
KIAA1822	1.3837
HIST1H4K	0.306
DFNA5	-1.19825
GABPA	-0.27225
C14orf44	0.81125
POLB	-0.04425
PTAR1	-0.72225
SEC31A	1.101
TRIM58	0.35025
TAS2R14	-0.53
VPS8	0.80475
H1F0	1.066
PRKCB1	-3.1775
UGT2A1	0.545
TOR1B	0.19825
LSS	-0.5075
C2orf19	0.4765
HNRNPC	-0.0871428571428571
TMEM100	-1.39166666666667
LOC116349	-0.39825
OR51M1	0.1475
CCDC142	-1.161
ISG15	-0.0430625
ZCCHC14	0.179625
CREBL2	1.340875
TGDS	-1.8365
DC2	0.09675
CACNA2D3	-0.710785714285714
ZNF429	-1.31625
LYPD6	-0.845666666666667
SUCLG1	-0.114
OR51I1	-0.912
MAGEH1	2.339
PRPF40A	-0.769
SMR3A	0.529
SPINK2	-2.03575
THAP2	-0.057625
NPY5R	-0.93
IRF4	-2.16625
SPESP1	-0.580333333333333
OR10S1	0.2945
DTD1	-0.49375
TUBE1	-0.5145
DDX19A	-0.5575
PDPN	1.137375
TMEM34	0.583
MGAM	1.09
COL3A1	6.38822222222222
GFM2	-0.8525
OR5A2	0.41
PSG9	-0.54075
ARHGEF11	0.200166666666667
IVNS1ABP	-0.4536875
SIGIRR	0.63325
DUSP19	0.028875
DNAJC14	0.5121
ACSS1	-0.80225
IL1RAPL2	0.6615
C4orf30	-0.74025
SEPT4	3.22575
LANCL3	-2.55275
SPAG17	0.231
PRDX3	0.256625
HNF1A	-1.271625
P4HA2	0.456125
RFWD3	-1.71216666666667
MOV10	-0.324
DNAJA5	0.0844285714285715
LOC729440	0.447
LOC200383	0.53925
SMC2	-2.44875
MIXL1	-1.45466666666667
TMEM9	0.8685
FAM86A	0.9895
ZNF174	0.3476
MYH14	-1.269
CCR8	0.278
VPS37C	0.972666666666667
GPATCH1	-0.0453333333333333
B3GNT8	2.3145
TBX4	-0.37
CNR2	0.218166666666667
PCDH1	1.16
C5orf29	4.509875
OCIAD2	0.45225
PLCG2	0.5825
KIAA0247	2.299375
HRH3	0.1502
CAPN13	2.76975
CCR1	-1.216
MGC15523	0.513222222222222
UVRAG	0.2875
DNAJA2	0.235333333333333
ITGA2B	-0.603
CLDN5	3.13025
PTPRN2	-1.54192857142857
ZNF512	0.154
PSAP	1.526
CCDC140	0.0405
LRRC55	0.01125
CYP26C1	0.8925
C8orf47	0.221
LYN	-0.046375
DUSP6	-0.358166666666667
TGFB3	4.7898
ELK1	-0.089
PCDH11Y	0.289666666666667
HGD	0.25325
C17orf58	0.17425
MYO3A	0.5845
SERPINE2	-2.78616666666667
AARSD1	-0.597125
C14orf73	-2.01
ADAM33	0.443
ZNF491	0.576
MAPK6	-0.721166666666667
TCN1	3.38783333333333
SLC24A6	1.376
UBE2R2	0.43225
H1FNT	0.3575
TATDN2	0.3365
LILRB1	1.8215
P2RY5	1.336
NUCB2	0.854
C2orf37	0.0785
SNX27	0.177666666666667
MTA3	0.508125
FOXO4	0.4685
ID4	1.5835
SOX5	-1.84016666666667
PXMP3	0.950625
OR52M1	0.1505
SFT2D3	0.311125
INA	-2.7075
MCOLN1	0.84175
NFIX	0.00760000000000001
CLEC14A	4.87516666666667
HIBCH	-0.758833333333333
PLA2G5	2.29175
TIMM10	-0.6005
MED17	-0.1423
COL4A4	-2.181
TPP1	0.931833333333333
GJA3	-0.316833333333333
TMPRSS5	-1.845
AADACL3	0.502
DNMBP	-0.158
ENPP5	4.09416666666667
NQO1	-0.8603
ZSCAN2	-0.0905
SEC24C	-0.107
GTF2A1L	-1.0185
AXIN2	-0.573
FAM33A	-1.45658333333333
C16orf13	-0.574625
SPNS2	0.37575
TAF1	-0.71625
AP1G2	-0.264333333333333
RBM42	-0.305833333333333
HCN2	0.599833333333333
EFHB	-0.260166666666667
RUSC1	0.250666666666667
GRIK5	0.2835
USP21	-0.181666666666667
ATAD3C	0.54875
ORMDL2	0.85675
PRSS7	-2.86225
PSAT1	-4.781
FLJ13195	-0.4055
TBC1D1	0.945333333333333
IFNG	0.7605
OTOS	0.325
ZNF773	-0.370833333333333
EMD	-0.7155
RETN	-0.41275
CCL8	2.198
APH1A	-0.728875
COX18	0.15675
GTF2IRD2	0.40125
CCDC82	-0.831333333333333
PAFAH2	0.762
NPEPL1	-0.9208
RP11-114G1.1	0.8415
TP53INP1	1.785375
ZNF300	-0.984
FOXL2	-2.08325
LARP2	-0.04325
LATS1	0.00425
HTR6	0.0495
SPOCK2	-0.939666666666667
RNF144B	2.41466666666667
HTATIP2	-1.067
MGC10334	0.00599999999999999
CENTA2	2.6335
FGF2	-1.1235
FXYD7	0.253
PHYHIPL	-1.584
GPR34	5.78075
DDX6	-0.6435
OR10W1	0.3545
LHFPL1	-0.369
ZNF313	-0.8605
VPS28	0.988
AP3M1	0.3492
AKR1CL2	-0.75475
TRAF4	-0.531625
OR2B11	0.271
C19orf12	0.787833333333333
AKAP9	0.0836666666666667
C1orf62	0.089
SLC20A1	-0.2352
FAM112A	0.19075
LDB2	1.4815
MRPS23	-0.19875
KLK5	3.461625
SPTB	-0.3943
EFEMP2	1.9435
EFNB2	1.321125
PCM1	-0.304142857142857
NMNAT3	2.224375
TSG101	0.302666666666667
C8orf40	0.431666666666667
NOB1	-1.505
ABHD3	-1.6315
GTF3C4	-0.55075
PIGN	1.22033333333333
GALNTL1	-0.11625
AEBP1	3.380125
OR9Q1	0.5885
ANKRD2	0.38125
CCL28	-1.85525
TRIM38	0.6435
TMCC1	0.65125
SMG5	-0.572
LRRC7	0.068
NCAPD2	-1.69383333333333
C6orf153	-0.476
C1orf74	0.1905
OTUD6A	0.0705
DCP2	-0.635
TMEM24	-0.244
RPL18	-0.203166666666667
TMEM177	-0.1435
LRRC37A3	0.54525
C1D	0.430166666666667
LDHC	-2.196
UBE4B	-0.233
NIT1	0.188375
BTN3A3	1.0775
RASD1	-0.01525
COMMD3	0.56475
SHFM1	-0.29175
BIRC8	0.69925
DUT	-1.15525
C12orf51	-0.398
LRRC59	-0.298833333333333
LY6H	1.24475
WDR22	0.761
EDEM1	0.434214285714286
ADH1A	0.64
PANX2	-0.3494
CYP11B1	0.3765
CDC73	0.441
GPR172A	0.3605
GSTM3	3.58161538461538
KCNA5	-0.11325
SERAC1	0.324666666666667
NFATC2	0.4255
ANAPC5	-0.5127
C15orf24	0.3585
NFATC2IP	-0.987
TNRC6C	0.496833333333333
MGC102966	0.62
FGD5	1.1785
MED9	-0.265
RAB13	0.141
C15orf49	0.309
CRYGS	-0.6441
C12orf53	0.3329
LOC283693	-0.7745
COX6B2	-0.055875
PHF14	-0.17625
FAM3A	0.419
RPL13	-0.2528
PRDX2	-0.3303
FLJ34047	-1.071
PRMT3	-0.971
KCTD19	-1.985
TRIM10	-0.625166666666667
MGC26597	-0.547
GCNT4	0.125
GPRASP1	1.48425
CDKN1C	-0.00408333333333333
RHBDL2	1.6708
HSPH1	1.2965
AQP1	2.85925
COL17A1	1.8548
GFAP	0.511875
CDC16	-0.142
KIAA1614	0.7405
C6orf118	-0.3995
ZSWIM5	-2.2425
FAM83F	2.946
LYNX1	0.45075
SYNPR	-0.6305
XG	3.74183333333333
PRSS16	1.819375
KIF13B	1.52514285714286
PCDH9	-1.016125
HIST1H2AH	-0.0763333333333333
RBM18	-0.90225
ZNF626	-0.390875
HEXIM2	0.450333333333333
ITFG1	0.5825
TUBG2	-0.547
SFRS7	-0.60275
C9orf14	-0.2295
EXTL1	-0.09575
GBP3	1.6475
WDR5	-1.212
RARG	0.457833333333333
MYO7A	-0.587
CECR6	0.4955
C13orf3	-2.558125
SFRS18	-1.80525
ACVR1B	0.151166666666667
PSMD1	-0.5441
C7orf31	0.432
ILVBL	-0.1195
IFNGR1	1.7235
RNF186	2.038
NOL9	-1.15675
MAGEL2	2.4825
SLC29A2	-0.60925
NHSL1	-0.789
RBMX	-1.0825
PSORS1C2	0.4325
RAD51L3	0.235333333333333
LCN6	0.50625
ORAI2	-0.445875
BRUNOL6	-0.4113
OR4K5	0.0485
CDC123	-0.5275
MSLN	-0.689833333333333
WWTR1	0.296166666666667
ZNF700	-1.25366666666667
COBL	0.20625
PPP1R16B	-0.0535
GAS7	1.7214
MDN1	-0.847625
HAAO	1.454
C9orf68	0.3125
TNFAIP2	0.810625
FOXN1	0.3885
hCG_2033311	-0.992833333333333
ATP6V0D2	1.4119
RPL41	0.4195
SLC38A1	1.130125
ARHGAP6	-0.630833333333333
ADAD2	-0.085
PHF20L1	0.03625
MCM3AP	-0.486166666666667
ST3GAL3	-0.251833333333333
SNX1	0.841666666666667
ELF5	1.452
PARP3	0.145
RBM8A	-0.809
LINGO4	0.5225
ITGA9	0.749666666666667
ZFR	-0.11875
ACSL6	1.024125
FLJ20699	-0.0235
DAOA	0.165
FABP4	1.526
KCNB1	-1.1735
CANX	0.1767
SLC25A28	0.238166666666667
ADIPOR2	0.4405
ECHDC2	2.00025
SMA4	0.4595
FRZB	4.575875
PABPC1	0.109666666666667
DMRTB1	0.12025
APOBEC3G	-0.308
CATSPER2	-1.87016666666667
CUEDC1	0.784833333333333
STARD9	-0.58625
CLDN8	5.381625
LOC23117	-1.78086363636364
E2F6	-0.830388888888889
TMEM126B	-0.656
DPY19L4	0.56475
GIMAP5	2.72733333333333
NDUFA9	-0.439666666666667
FAM77C	-2.1175
CTPS2	0.06975
LOC51035	0.01175
WDSOF1	-1.156
EGLN3	2.207125
PITX3	0.646333333333333
OR52E8	0.3595
GRM4	0.0905
KLK1	-1.69866666666667
GPM6B	0.08775
RRAGD	-0.871833333333333
PAGE5	-3.25775
UCHL5	-0.8495
ULK3	-0.688333333333333
AIM2	-0.441666666666667
PNO1	-0.670666666666667
OR2F2	0.1625
GNAT2	-0.1435
SIX1	0.99125
ST13	0.38
ZBTB44	-0.514875
TIMP2	0.49975
ZMAT4	-1.41375
GTF2IRD1	-0.0405
ZNF19	0.9205
ZNF714	-1.1975
RSC1A1	-0.64825
C9orf80	0.404
PSMA8	0.424833333333333
TMEM141	0.6665
COX4I1	-0.561071428571429
CTAGE1	0.377166666666667
DTWD1	-0.481
HSD11B1	-0.16
KRT6B	4.670625
ARID4B	0.58475
LHFPL3	-0.11575
WWP2	-0.017
ZNF326	-0.388333333333333
RGPD1	-0.9165
CTSH	0.925833333333333
FASTKD1	-1.105
PAF1	0.5492
TTC9C	-0.45225
IFT57	0.4522
PRSS36	0.7145
IL20RB	-1.3135
ZNF592	-0.002
DCTD	0.194
CFP	0.04775
MFNG	-0.3735
JMJD2B	0.39775
ALDH3B1	-0.802625
THSD4	1.35416666666667
KCNJ5	2.92866666666667
LMNA	0.241166666666667
TBCD	0.044
ZNF250	0.0638333333333333
CASQ2	0.822333333333333
PEG10	-2.34191666666667
PRAME	-5.32186666666667
NP	-0.501625
TRIM59	1.697
ZNF12	0.181375
XTP3TPA	-0.146
SIGLEC7	0.1159
PANK4	-0.73475
FAM70A	0.3735
SNED1	0.57075
HIP1	0.1201
RAET1E	-1.45316666666667
AMAC1L2	-1.035
AHNAK2	0.967916666666667
TOE1	-1.2325
RECQL4	-2.30075
SPRYD3	0.7825
DPAGT1	-0.39275
MAGED2	1.7858
ANKRD55	-0.13125
TRPS1	3.46716666666667
DOK7	-0.595
TFPI2	-6.9625
GTF2H3	-0.7575
CYP4F11	-0.94925
LHX2	-4.79616666666667
ATG16L1	-0.285333333333333
ASB12	0.7325
C1orf116	4.074125
NF2	0.1923
POM121	-0.7676
PHYHD1	0.4715
TXNDC17	-0.8755
DKFZp779O175	-0.6365
NUP62	-0.170928571428571
MYO18B	-1.00933333333333
PRAMEF1	0.104
TCBA1	0.58475
TMEM168	0.495
FJX1	-0.5515
CLCF1	-0.8655
SEPN1	0.2125
IGSF2	0.39775
NUDCD1	-0.989166666666667
TFF3	2.93166666666667
NDFIP1	0.414285714285714
CHCHD4	-0.688
TNR	0.737
CUTA	0.200833333333333
USP44	-3.38875
