Hybridization REF	TCGA-B6-A0RH-01A-21R-A115-07
RGS10	0.12125
TMEM58	0.8455
CHERP	0.380375
HSP90AB3P	-0.469
FSTL3	0.289666666666667
PEX11A	1.017
OR5V1	0.494
FCN3	2.6645
PTPN3	0.84925
NPTX1	-4.749375
C21orf84	-1.297
C11orf51	0.155625
ZBED2	0.854
FLJ90757	0.06475
NPY2R	-0.235
PLD3	1.296
SYT17	1.19433333333333
SGSM2	-0.593
OR1A2	0.474
FOXP1	1.398875
SLC5A1	2.08275
POFUT1	-0.3814
EPHB6	-0.3045
MYO1G	-1.65425
STAC	-1.4239
KLHL17	0.169333333333333
RGMA	0.9878
TJP2	-0.4082
FAM114A1	-0.173666666666667
SERINC1	0.696
SLC9A8	0.393125
PEX19	0.652
EDN2	4.221
PSMD7	-1.55533333333333
C3orf41	-2.63175
UQCR	-0.02025
PPP1R3C	-1.4205
LRP4	-2.8522
TM2D1	-0.66025
TTC17	0.1788125
C4BPB	-4.74428571428571
CCL25	0.826
ZNF253	0.3
CHRNA9	-3.072
SOX11	1.56025
HIVEP3	1.041
CGN	1.728
C3orf35	-0.032
PKD2L1	3.33425
SYVN1	0.339625
PDE8B	1.33425
LOC439951	2.243
LTC4S	3.015
MIF4GD	-0.962166666666667
SMARCA2	1.30875
TUBGCP6	-0.3375
CABLES1	-0.348875
C16orf77	1.489
ZNF791	0.97575
FUT5	0.489
ADH6	-2.12133333333333
P4HB	0.99425
CLDND2	-1.74525
ALKBH8	-0.24175
PLAC4	-1.827
F11R	1.32928571428571
MGC35295	0.657833333333333
PDZD4	-0.0916666666666667
LOC389073	-0.00575000000000003
FAM80B	-0.890666666666667
PSMB1	-0.137
TXN	0.240666666666667
VIPR1	0.1157
WBSCR18	0.6498
EXOSC6	-0.0748333333333333
ACTA2	4.26733333333333
SP5	-1.54216666666667
ANKRD1	-2.16325
DDR1	1.8486
ATP6V1D	0.3455
PTGS1	-2.23425
RNF157	-1.70375
DCC	0.4115
SPAG7	-0.71525
FBXO18	0.53025
UBE3C	0.121
HOXC6	2.346
LRP2BP	0.3522
MYST2	-0.773
PDSS2	-0.72475
ATE1	-0.4855
ARAF	-0.49875
KLF10	-0.20775
PLA2G2E	0.2135
ASCL1	-1.02366666666667
TSNAXIP1	2.50625
FAM131B	0.52025
IFNA10	-0.37
NUP43	-1.086625
FAM44B	-0.87375
L1TD1	-4.279
NMD3	-1.913
C18orf54	-1.968
PHOSPHO1	0.73
RAG2	-0.858
EMILIN3	-0.1705
METTL3	-0.74375
VPS13C	-0.963875
REXO2	-1.0715
ANXA4	-0.057
CA1	-0.726333333333333
DCP1B	-0.43825
TULP3	-1.20566666666667
ATP2A2	0.322142857142857
ATIC	-1.63875
ADAM15	0.880416666666667
NPL	0.3715
LGR4	-0.134875
UEVLD	0.486333333333333
GAB1	0.6285
SNAI2	0.687666666666667
ZGPAT	0.304
SNF1LK	0.436875
DLEU1	-1.42875
UBE2Q1	1.098625
ZMYM6	-0.00987500000000001
JPH3	-2.09783333333333
FAM38A	-0.177416666666667
PXK	-0.230166666666667
DENND2D	2.15475
BAX	-0.144333333333333
CP	2.93809090909091
RPL37	-0.053
G6PC3	0.1655
NCOA4	-0.326166666666667
LRRC14	0.61975
GORASP1	0.6655
FCHO2	0.575375
CYP24A1	-2.977
FXYD3	1.687
SMARCAL1	-0.05225
ABCB8	0.408833333333333
CCDC44	-0.3055
PRDM7	-3.2825
USH1C	-1.2115
DNAH5	0.996333333333333
SRF	0.111166666666667
MAL2	3.54583333333333
PGPEP1	-0.1635
SIN3B	-0.51275
SEMA3C	0.359666666666667
GRAMD3	1.3605
FBXO10	0.11375
OR5D13	0.54
FLJ31818	-0.6605
CACNA1I	1.353125
S100A13	0.314
TP63	1.95107142857143
ANXA11	0.3792
WDR66	2.0535
CSF2RB	0.3245
IFI44	3.5475
DACT1	1.89383333333333
ANKRD23	-1.774875
ATP5G1	-1.1505
C21orf70	-0.3165
PPWD1	-1.549
DNAJC13	-0.24175
PAH	-5.59716666666667
PTCH2	0.39325
TRMU	-0.63025
CCDC9	1.2425
USP3	-0.8718
DCLRE1C	-0.0091
FAM55C	1.814
FRMD4B	0.9145
CYP2R1	-0.38575
RFPL1	0.5255
XPO5	-0.84825
ARL6IP2	-1.305
OSBPL5	1.86075
MMP9	3.53518181818182
KIAA0802	-0.73175
DHRS2	-3.82783333333333
SGEF	2.673875
TXNDC10	-1.0649
EXOC6	-0.97325
RPS27	0.0301666666666667
PNCK	-0.361166666666667
FSTL1	0.1465
AACS	-0.01
SLMAP	0.536666666666667
SAMD4A	0.0814
ABRA	-0.33375
SMARCD3	1.84425
PKNOX2	-1.54316666666667
A4GNT	0.4685
C9orf39	0.0661666666666667
RALYL	0.2815
MGC33556	-2.4105
C10orf25	-0.6315
BBOX1	5.64075
NHEDC1	-0.53825
XDH	-0.482
GCSH	-2.2165
EDN1	1.92733333333333
MTERF	-0.66575
CLK4	-0.60625
ZNF799	1.12583333333333
KCNG1	-0.62175
CXCR4	-0.561
PTPRR	-3.029
IRAK1	-0.23225
LOC401397	-0.33275
TMSB10	1.53828571428571
CXCL3	-3.9184
TMC4	2.79525
OR7A10	0.3405
STYK1	2.21825
CHRNA10	0.35225
CCNI	-0.24925
EP300	1.14842857142857
LOC165186	-0.558
HIC2	-2.9935
SDR-O	0.353
OR2W1	0.3355
KCNA6	0.691
TRIM74	-1.207
REEP6	2.11675
ATP5G2	0.60875
ERG	0.237625
TMEM42	-0.189
PARN	0.456333333333333
SOD2	0.7029375
DIRAS1	1.297
PNPT1	-0.0135
JOSD3	-1.636
hCG_40738	-0.6515
PDE1C	-1.78725
SEMA4D	-0.08325
AGPAT1	0.3155
NOSTRIN	1.292
MAP3K3	-1.00466666666667
MAX	0.886857142857143
CAPS	3.34716666666667
SERPINA12	0.6515
OSBPL8	-1.372125
RICS	1.8242
NR4A2	2.75966666666667
PPCS	0.863333333333333
LONP1	-0.89075
SCYL3	1.5175
HERC2P2	-2.27416666666667
FIBCD1	-0.016
C15orf41	-0.529
DMC1	-2.0265
C20orf27	-1.20475
RPS6KA5	-0.6892
FAHD1	-0.474833333333333
SLC12A4	0.201
BRCA1	-1.783
GBL	-0.08575
SLK	0.057
NUDT9P1	-1.675
NOXO1	3.6655
USP52	-1.3155
BAZ1B	0.182125
SLCO2B1	0.99075
BBS12	-0.6055
LRGUK	0.5075
TERF2IP	-0.4025
COL1A1	5.6545
KIAA0090	0.09325
GRK5	-0.786333333333333
AP1S2	-1.9533
TMEM52	0.0446666666666667
CA11	-0.962375
OR4A15	0.366166666666667
ACBD3	0.48
SPAG11B	-0.00187500000000001
PRDM2	0.8892
FOXP3	0.6045
SMYD3	1.2294
LOC389199	1.7435
LGI2	0.0731666666666667
NAPE-PLD	-0.0832
ANKRD6	0.651
WDR45	0.361666666666667
SHROOM1	0.14175
PSCD3	1.116
PYY	2.543
KCNC1	-1.6275
ARHGEF9	0.3525
OR8J1	0.8235
GPR55	0.385666666666667
NS3BP	-1.6525
C10orf22	0.2085
NAT8L	0.01225
DUSP4	-1.482
FOXM1	-2.32733333333333
GRAMD2	2.3868
ZBTB48	0.658166666666667
BUD31	-0.3335
PABPC5	0.119
CCDC41	-0.64775
FBXO11	-0.17025
C6orf148	-1.26825
RFXAP	-1.26375
C6orf15	0.274666666666667
CDK8	-0.9495
C6orf70	0.53125
TESSP2	0.434
ALG2	0.1795
PPP1R3D	1.35075
TPM3	1.1875
SYT13	3.28275
EPB42	-0.597
CETN3	-0.691
PRY	-0.162
NTHL1	-0.788833333333333
POLR2B	-1.262
RPS28	0.41425
P2RX3	0.294
LYZL4	0.486
WBP4	-0.4121
PMM1	-0.66275
C11orf79	-0.15
CBLL1	-0.369
IL1F10	0.637
VAX2	1.5585
SETDB1	0.711833333333333
LRAP	-0.0656666666666667
GCLM	-0.380833333333333
CPEB3	2.00675
PPM1A	0.018
INTS1	-0.484
CAMTA1	0.9755
SAMSN1	-2.95275
LOC158830	-3.07583333333333
GMPPA	0.366875
AIPL1	0.04625
IL24	2.45133333333333
BDKRB1	-2.294
MLF1	0.7028
TAF12	0.07825
ID1	-2.2765
THADA	-0.117625
PIK3CB	-0.84525
OR4N5	1.023
TBC1D17	-0.301
COX8A	-0.30275
CDCA4	-0.05075
C2orf44	-0.2285
ZNF534	-0.27225
IMMP1L	0.57025
NIPSNAP3B	-0.083375
FTMT	0.713125
PWP2	0.2495
MMP15	-0.1273
DNAH11	1.023
MTMR14	0.163125
DNAL4	1.54925
IPP	0.53
TMEM59	0.253375
C1orf157	0.416
RGS4	1.55583333333333
DDX18	-0.593833333333333
SNX6	-0.699
ZNHIT2	1.113
NCDN	0.765166666666667
FLJ33534	-0.41625
RAG1	-1.65075
OR4D10	0.344
PTPN5	-0.612666666666667
POMT1	-0.012375
LRRC8A	0.00239999999999999
CYP1A1	-1.297
CAPN1	1.18566666666667
DDHD2	-1.273625
GRIK2	0.123666666666667
GNRHR	-0.1005
PPBP	0.00366666666666667
HTR3A	0.959875
SLITRK4	0.51925
ANKRD49	-0.67625
BTF3	-0.7833
SARS	-0.38475
C13orf18	-0.5505
CACNB1	0.369142857142857
QKI	0.0884090909090909
SETMAR	0.647125
MAN2B1	1.26816666666667
EML3	-0.324
ACADL	-0.9655
OFD1	0.000874999999999997
DEFB114	0.428
CGA	-2.0245
PEX16	0.495833333333333
LRRC10	-0.528
GNG12	-0.3695
C1orf152	-0.369
CHRM1	0.7715
CD53	-0.8615
DBH	-0.1185
TFAP2B	5.41275
HIST1H2BJ	-0.367333333333333
FAM46D	0.273
TMEM11	-0.19325
C3orf32	-2.0275
PCCB	-0.835625
IPO13	1.155625
C6orf105	-1.861
COMMD5	1.37975
SUV420H1	-0.4683
LTBR	1.34625
ARHGAP15	-1.948625
HDHD2	-1.4265
TDRKH	0.783
LOC401052	0.888
PSG4	-0.859
GNB4	-1.1347
SPATA4	1.1565
SLC9A3	-0.3355
OSBP	1.07
NBPF3	0.428583333333333
DOCK11	-1.0395
SLC39A5	-1.134
PRR5	1.3614
C10orf63	3.681375
SMTNL2	-1.70625
ADRA1A	0.1615
ASAH1	0.9114
DOM3Z	0.8618
GIPR	0.831
AHI1	-0.32325
NADSYN1	-0.246
RGS14	0.0723
IL18BP	1.8962
RTN4RL1	1.12066666666667
ARMC6	-0.0315
PSMD5	0.0258333333333333
HK3	0.9558
OR4S1	0.36925
RSU1	1.10988888888889
MAD2L1	-3.54155555555556
EIF4A3	-0.17125
DLEC1	0.424666666666667
E4F1	-0.147166666666667
CHMP2B	0.1219
CAMSAP1	-0.114
RPS21	-0.355666666666667
ARID5A	-0.36775
UBE2N	-0.0382
IGSF8	1.88083333333333
MAGEB6	-2.194
ACAD11	-1.2297
MGC4172	-0.51025
LMO4	2.023
KLKB1	0.5345
HP	-0.9675
HDAC3	-0.13675
SCHIP1	-0.00375
CLCA1	-0.925
OLFML2A	1.102125
C1orf112	-0.832
KIF19	1.25658333333333
HAPLN4	-0.0512
CXCR7	-0.7085
GOT2	-0.9311
RAB38	-0.5045
DCX	-0.78125
PPM1H	1.60016666666667
NFYC	0.989166666666667
KIN	0.147375
ZNF228	0.897
PLSCR4	1.48683333333333
HIG2	-0.21025
FAM79B	7.1465
C21orf86	-0.122
KCNK10	-0.29
ZNF738	-0.45175
FSTL5	-0.855
OR6A2	0.447
OTOA	0.961666666666667
EXOC1	-1.060875
AHRR	-2.3685
PDAP1	-0.60925
C19orf6	0.04575
ZAN	0.6315
LY6G6E	0.551
EIF4E2	-1.071
C20orf198	-0.4495
ZNF324	0.64475
CYP3A5	-4.457
ENTPD7	1.675
MBOAT5	0.0143333333333333
GJB5	-1.075
TTC13	0.89875
S100Z	-1.72216666666667
KIAA0664	-0.220666666666667
PDGFRB	1.91775
IL17D	-1.43075
OR56B4	0.52
RDX	-2.02116666666667
SLC34A3	1.5075
IL28B	2.5965
JUND	0.68725
CHRNB1	0.094125
CAMK2B	0.4415
FETUB	-0.6815
CXorf23	1.07825
MRTO4	-0.63725
TTC3	1.0896
NDUFB8	-0.2845
EDG2	-0.837
SEMA3G	0.86575
IL23A	-2.931
GRHL1	0.3197
LOC441054	-0.1465
WDR65	1.23657142857143
PSTK	-0.309
STOML3	0.425333333333333
R3HDM2	0.073
C5	-3.1085
SLC2A10	0.1855
C3orf22	0.4365
PAQR3	-1.91684615384615
ANKRD26	-1.23508333333333
HCRTR1	-0.104
LOC399947	-0.26775
PSD2	-0.14375
TIGD2	-0.821166666666667
SCRN1	-2.579875
COQ10A	-1.0715
DDI2	-0.518
METTL7B	-0.121166666666667
UCN2	1.134
FAM92A3	-0.51325
WDR16	1.7365
ZNF511	0.372333333333333
ZMYM5	-0.991125
POLR3G	-2.31425
ZNF586	-0.475
C1orf49	0.196166666666667
TANK	0.342666666666667
RCAN1	-0.0223333333333333
PELI3	1.533
LIMD2	-0.152416666666667
TMEM189	0.3115
NTN4	1.5005
LOC151300	-1.791
CLEC2A	-1.0415
GPR135	0.355
DPYSL4	-2.0894
JAK2	0.2815
TSHZ1	1.25016666666667
TM9SF4	0.145125
ZNF264	1.05233333333333
SIRPG	1.147125
BICD1	0.343
HERC6	4.24083333333333
METTL5	-0.561
CASP1	2.20525
PRRT1	0.0458333333333333
PLA2G4C	3.41916666666667
ICA1L	-0.153642857142857
TPTE2	-0.213833333333333
OTUD7A	1.90416666666667
AQP11	-1.19325
APOA2	-4.0127
KALRN	-0.3069
SECTM1	2.724
IFNAR1	0.72825
TALDO1	0.44325
RAB11FIP4	0.279583333333333
EIF5A	-0.5515
FAM49A	1.51025
NEGR1	0.226
YTHDC2	0.308625
EHD2	-0.225
NCF1	2.331
SCRT2	2.1365
HOXA5	-1.71883333333333
NUP133	-0.32275
FGF12	1.39975
SLMO2	-0.728875
SNTA1	-0.171
CACNG2	0.90675
GCM1	0.819375
ELF1	-0.00916666666666666
TLR5	3.21525
TCFL5	-0.4515
RBMY2FP	-0.7555
LOC100125556	0.067875
FAM129B	0.636125
MAP3K7IP1	0.52125
NCK2	0.824
OXA1L	-0.53525
FMO9P	0.825
ZSCAN12	0.1025
PSMD12	-1.15875
HSCB	0.2055
CLDN10	-2.976
MGC13053	-0.20325
HPCAL4	-0.7755
ASZ1	-0.3485
MEX3D	1.04341666666667
NFAT5	-1.4156
CSPG4LYP1	0.0745
FBXO3	0.0237
DVL1	0.5275
CMKLR1	1.42683333333333
TYMS	-4.770125
PEF1	1.318
ZNF750	1.3605
MCM5	-0.7616
MEGF11	-0.84125
KCNK7	0.369
PTP4A3	1.001
C1QTNF2	-0.234
OR6S1	1.2505
FAM122B	-2.44425
ZNF551	-0.755125
HBQ1	-1.9665
GEMIN6	-0.2625
ARSK	-0.75975
RBP7	0.598833333333333
CPNE9	0.341
DSC1	0.954
LOC730112	0.56925
MAP2K4	-0.295875
HS3ST5	0.326
EPB41L3	-0.33525
TEKT2	1.474
CDKN2B	0.990666666666667
ZNF480	0.41725
MAP3K6	1.1149
MAP6	3.0255
HN1	0.1358
OR2L13	0.381833333333333
SLC16A11	0.312
FAM96A	-1.04575
APOL1	1.965
C5orf32	-0.15525
RTP1	0.508833333333333
RNF175	-0.833625
ZBTB41	1.199875
AHCTF1	0.2639
SAE2	-0.6043
ITGA2	-0.233416666666667
MME	-0.5535
CCDC14	-2.094
MAST4	1.53371428571429
KRT33B	-0.3355
KCTD2	-0.4645
WDR26	1.27358333333333
MFI2	-0.1335
NR4A3	-0.86925
ARSA	1.7875
UNKL	0.206333333333333
SULT6B1	0.2095
CCNA2	-3.3645
SOX15	0.969
PPAPDC1B	-0.44675
C19orf44	0.682
MCAT	1.3915
ARID1B	0.443625
OR52N1	0.4855
C12orf48	-2.6155
MAGI1	-0.566125
NIPA2	-0.92175
GBX2	-1.523
RSHL3	2.145875
RAVER1	1.35083333333333
C15orf17	-0.50575
SLC30A2	0.763125
ZNF518	-0.94675
PCYT1B	-0.96725
C10orf114	-0.79525
EIF3H	0.958166666666667
SLC25A39	-0.558166666666667
KIF1B	-0.02225
AMOTL2	0.2885
C6orf120	0.181125
PSRC1	-1.4985
PLA2G10	-0.190875
KIF5C	1.2775
MRPL37	-0.7265
C17orf62	0.7095
C9orf135	0.980833333333333
DUSP10	1.1767
CLCNKB	0.5975
PSMA5	-0.1435
C8orf53	1.10875
AMPD3	0.0416666666666667
PIAS1	-0.1845
ADCYAP1R1	0.00799999999999999
GYLTL1B	0.782
CDH20	-0.2594
FBXO7	-0.30225
TMEM134	1.0465
FLJ14213	0.651
ZNF3	0.05
LRRFIP1	-0.32775
CNOT2	0.556083333333333
ABI3	1.71575
ALDH5A1	-0.849416666666667
HNT	2.9668
SERPINA4	-1.78675
TK2	-0.43075
STMN1	-1.70711111111111
GUCA2A	0.199166666666667
GALNT10	1.41457142857143
DPP6	-0.4705
C9orf93	0.01325
PRELID2	-1.015125
STK39	0.868
SFTPA1	-1.0615
CKS2	-1.71877777777778
RHO	0.38875
C20orf135	0.00799999999999999
XKR3	-2.2615
CR1	-0.2195
RPS6KA2	1.18128571428571
C20orf112	0.48225
MRPL22	-0.303
C4orf23	0.360666666666667
GADD45B	2.0645
KLHDC1	0.418666666666667
C2orf48	-1.471
ZNF287	1.154
DAAM2	-0.4575
DPPA2	-3.1935
TCTN3	0.168333333333333
DNAJB11	0.85625
FPR1	1.88375
DEFB4	0.2425
PTCD2	-0.6899
SMOC2	4.93533333333333
CABP7	1.57725
SERPINB11	-0.04625
MAGEF1	1.70925
NDE1	-0.4835
ITGA10	0.269
FSHB	0.5035
ANXA2	0.88775
HORMAD2	0.2465
HLCS	0.8675
MCF2L	1.32966666666667
FH	-0.39175
TBC1D24	2.232
KIAA1505	1.16325
LGALS2	-2.104
CNBD1	-0.437
SYNPO2L	1.3415
PTPN23	0.455571428571428
C1orf183	-0.271333333333333
MAGEA8	-3.101
DGCR8	-1.455375
GSR	-0.6695
PAQR7	0.7405
ZNF676	-0.13
CACNA1C	0.7658
SP7	0.217
PDCD6	-0.37775
NRN1L	-1.418
BRI3BP	-0.40175
KIAA1183	0.57325
ASB4	-0.172
CCL23	0.5271
OBSL1	-0.658625
SLC12A7	0.7575
KIAA0240	0.746
CD1B	-3.4095
FCGR2A	0.09775
MDC1	-1.8155
HTR1A	0.790333333333333
OCEL1	0.18925
ATP11B	0.1245625
FBXO34	0.865166666666667
PCDH12	3.417
RPE	-1.751
C17orf74	0.3025
CSDC2	1.25533333333333
PET112L	-0.2725
TMBIM1	-0.31425
P2RXL1	-0.4485
TCHP	-1.10625
TRMT1	-0.9685
F2RL2	0.123583333333333
LRRC32	2.734
IMPG2	0.7765
BGLAP	1.4565
LOC493869	-0.251666666666667
MRAS	1.715875
SLC35F5	0.18025
CBWD1	0.8425
AXL	-1.844375
ATP2C2	1.85475
TELO2	-0.499
PNPLA3	0.265
PCDHB14	-0.073
CD276	1.62375
KRT80	-1.0225
DUSP28	0.1155
CSNK1E	-0.0305
SRP14	0.3575
KCNQ4	-0.583
KRT72	0.0403333333333333
CCDC117	0.114875
C6orf89	-0.108944444444444
TUBB2B	-2.84433333333333
RTN4IP1	-1.09375
CR1L	-3.61516666666667
CEND1	1.144375
C12orf41	-1.52333333333333
RNF31	0.7315
UBN1	0.366166666666667
C17orf32	0.563125
SLC5A7	0.1675
GPR92	1.37083333333333
ESAM	2.3077
CTNNA1	0.613916666666667
HRBL	-0.308
CBX4	-0.01425
TMEM182	-1.543
SH3TC2	-1.20783333333333
IL10	0.549666666666667
PXMP4	0.934
RNF167	-0.1141
PAK7	-0.162
ETV3	-0.1495
ATPIF1	0.453166666666667
LOC554207	-2.377
OR8H1	0.29625
WDFY3	0.3465
DPM1	-1.1665
GPSM1	-0.223
WDR92	-0.1346
LRP1	1.16066666666667
ANKH	0.362375
THUMPD3	-1.351
POLR1B	-0.68475
OLFM4	3.06283333333333
RAD9B	0.37425
TSPY2	-2.947
PAX6	-1.24016666666667
SCG2	-1.79225
SLC17A6	0.259333333333333
FMO3	3.2045
PADI4	0.333875
TUBB4	0.6871
NLK	-0.2745
POU4F3	-0.1675
SDF4	0.85425
ITGBL1	3.318
NETO1	-1.29657142857143
TAP2	0.18475
ABBA-1	0.411333333333333
GNAI1	-1.13475
VPS4B	0.05075
NOPE	-0.614
GALNT6	3.47466666666667
SESN1	-0.266125
GBE1	-1.88611111111111
CLASP1	0.22775
RASGEF1B	0.765375
ACOT11	-0.249071428571429
AFAP1	-0.09975
OR2H2	0.28825
DPY19L2P1	-0.3795
DZIP1	-1.8145
SEC22C	-0.258583333333333
GPR161	0.799916666666666
RNF146	0.39075
WDR74	-0.557
GALP	-0.124
PURA	0.9595
DNPEP	-0.105666666666667
RP11-78J21.1	-1.43975
ERBB2	4.04225
FANCM	-0.846833333333333
NEO1	1.60583333333333
DDX3Y	-5.1733
RPS3A	-1.737625
MXRA7	0.229214285714286
LGALS3	0.092
GLT8D1	-0.067
CFL2	-2.32516666666667
UPB1	0.43475
NAP1L5	0.284875
CLDN14	-0.681
DHX38	-1.22325
BTBD1	-1.132
TARS2	0.825833333333333
ABCF1	-0.2642
FCF1	0.144166666666667
LRRC49	-0.43425
GUCY1B2	0.292
C1orf177	1.05866666666667
SMARCA4	0.0247857142857143
LRP8	-1.091
TAGLN3	-0.609
MRPL14	-0.33325
TTRAP	-1.4655
ZDHHC20	0.65575
NFE2L3	-1.77625
KIAA1377	0.06225
PALMD	1.8155
TMEM43	0.2785
TTL	-0.835125
STAT5B	-1.336
SSB	-0.75025
OR10H5	0.155
SLC22A13	0.00949999999999995
AKAP3	-0.5715
TIMM23	-0.275
OAS2	3.72925
KIAA0423	-0.01875
TRIM11	1.19683333333333
GLIS3	1.881
TMEM50B	-0.00666666666666667
ARHGEF4	-0.192125
DEGS1	0.924636363636364
TBL1XR1	2.53903333333333
G6PD	0.39
SP140	1.0638
MUC17	-0.355769230769231
NUDC	0.3289
DNAJC5B	0.655166666666667
SCARA3	-0.299833333333333
CPA3	5.45133333333333
BCAT2	-0.13075
MFN1	0.0933
NRG3	3.487
SNX11	0.08725
PLEKHH1	-0.262
GPR177	-0.0871666666666667
HCFC2	-0.3805
TCAP	2.034
MOCOS	-1.36425
C14orf93	-0.859
PRDM10	-0.422
SLC16A4	-0.584583333333333
SRGAP1	0.2545
VIP	0.41
DUSP27	0.4555
LILRA1	0.3557
MC2R	0.7985
MGC24103	-1.69075
MBTD1	-2.773
FUT11	-0.293166666666667
USP33	0.4452
C15orf39	-0.4575
MAP3K12	0.6075
PAAF1	-1.07033333333333
BARHL1	0.1085
FLJ16165	-0.351
PIWIL2	-2.69225
SYNE1	0.366333333333333
CMTM4	-0.232875
TSPYL1	0.032
GUF1	-0.948
TMEM157	0.998
WDR44	-0.885
HIST1H3C	-0.886
DKFZp666G057	3.41925
RNPEP	0.994
GAS2L2	0.901833333333333
ADH4	-4.8705
GRPR	3.87216666666667
FBXL17	2.2855
ZBTB10	0.23825
Gcom1	-0.720333333333333
HTRA1	1.7749
ZNF585A	-0.0198333333333333
SLC26A2	-0.0875714285714286
OTOP3	0.449333333333333
WISP1	3.65322222222222
ATP2B4	0.3795
FLJ10769	0.748
CRAMP1L	0.095875
CHST12	-1.61525
RAB22A	0.494166666666667
TARDBP	-0.8105
STAU1	0.27775
CRB3	2.26566666666667
MIG7	0.34975
CHMP1A	0.0281666666666667
ZNF160	0.338375
B3GALT6	0.439375
BARX1	-0.2895
C6orf167	-2.255375
NXNL1	0.3165
DHX29	0.8015
HADHB	-0.334
PLXNB2	1.601
ILDR1	-1.55075
SLC15A3	3.28375
GAS2	-3.28483333333333
C20orf69	-0.2315
NUMB	-0.10125
TNIP1	0.553
MESP1	0.35
PSKH1	-0.3735
NSFL1C	0.753625
RHOG	0.702
HEY1	-2.6705
KNG1	-1.367875
ITGAX	1.3885
LIN9	-0.218333333333333
CANT1	0.563125
XRN1	0.569857142857143
CCDC96	1.8669
HEATR6	-0.637666666666667
GNG7	0.51025
RUNX2	1.138875
SOX1	0.942
FCRL5	0.4528
ZNF99	0.029625
FAM9A	-2.3295
SNX22	0.79
MBNL3	-2.96583333333333
ODC1	0.0252
ADORA2B	-3.26833333333333
NR2F6	0.67125
ZFYVE16	-0.330555555555556
SYNJ2BP	0.4037
POLE	-1.103375
E2F2	-0.529625
THRA	1.6205
PTGES2	-0.694833333333333
HIP1R	-0.106166666666667
TMUB1	0.202166666666667
ENO3	-2.21225
RSPH10B	0.9215
CXorf39	0.1295
IRGC	0.43575
GPR109B	-1.77775
FLJ13305	-0.9765
LCE3A	0.0025
TNFRSF18	1.689
DET1	-0.15
TRPM3	-0.0809166666666666
C16orf79	-0.7815
FECH	-0.995833333333333
RAP2A	-0.127333333333333
CRIP1	3.54666666666667
AZIN1	0.056125
SLC7A7	2.96
IL10RA	0.3171
TMEM64	-3.18125
CDC42EP4	0.8697
C16orf58	0.0213
ARG2	-3.154
POU5F1P4	-4.40975
FAM62B	0.038
DNAH8	-1.7707
ASH2L	-0.804125
TSLP	-4.33166666666667
CNTNAP5	-0.3385
TMEM16C	-0.86
IFNA14	-0.0405
SLC1A3	-0.561875
CABYR	1.72925
BCL7B	-0.2245
NUDT13	-2.44983333333333
C13orf28	0.34475
C1orf53	1.31
ARL6IP4	0.3684
RPL35A	0.94675
EMR3	-0.0815
RAB40C	0.894833333333333
SLC41A1	-0.148
LRCH1	-0.12125
LY6G5B	-0.3895
FAM124A	-0.0628571428571428
MGC10981	-4.22116666666667
CLIP3	0.3323
MAP4K2	0.3245
CHIC1	-0.61
SULF1	3.85216666666667
C20orf30	-0.0434285714285714
PRDM5	-0.31825
ELOVL1	0.28975
C11orf48	-0.196125
SLC39A10	-0.30675
KCNV1	-0.057
ACP1	-1.27083333333333
ZMYM2	-0.395125
B3GNT6	0.2525
C9orf69	0.41225
C2orf15	1.49325
C20orf166	0.3145
HSP90AA6P	-0.151
EDG7	-0.5745
NEURL	-0.818125
LPL	0.5145
CLEC2D	0.0355714285714286
GRRP1	1.155
CD8B	-3.3555
HIST1H3D	-0.873666666666666
SLC6A12	0.681125
FAM27L	0.0795
CD84	0.8293
RASA1	-1.251
PHKG1	0.31
MAGEA11	-1.623
IMPA1	-2.1571
NPM3	-0.68725
RARRES1	4.02175
SH3BP1	0.66275
B3GNTL1	0.4705
ARPC5L	0.0983333333333333
KLHL26	0.66925
SIM2	-0.38
GJC1	0.5375
C20orf194	0.35175
EXO1	-1.52775
SLC2A2	-2.5002
LOC285074	-1.4825
LRG1	2.15225
KIRREL	-0.1755
PIK3R1	2.477
C4orf34	0.293
MAF	-1.72522222222222
ADCY4	3.18333333333333
ZMIZ2	0.8351
SLC46A3	0.9595
STAMBP	-0.554166666666667
CCDC16	-0.84
MS4A12	0.458
TCF20	0.9845
LRRC46	2.0205
C20orf152	0.5305
MRPS6	0.133
ABCB11	0.1375
KCNC2	0.191666666666667
CDH19	-2.42983333333333
C9orf123	-0.173166666666667
SSH3	1.36525
LDLRAD1	-0.31825
CCBE1	-0.42525
ZNF135	-0.34175
TAAR1	0.3185
WFDC12	0.7845
CCDC42	0.373166666666667
FLJ12529	0.04075
PER1	-1.26816666666667
TIMM50	-0.337833333333333
SMARCAD1	-1.91766666666667
FAM26C	0.623
TP53TG3	-2.6225
SH3RF1	0.3131
LMCD1	2.55525
GPR63	-0.301
FLJ21986	-3.014875
AIFM3	1.019
MICAL1	-0.534333333333333
BLZF1	1.10616666666667
IQCA	1.67533333333333
PCDHGC3	-0.593
SAC	1.31725
BCL6B	1.6775
DDO	1.00125
MARCO	1.96975
DCHS1	1.07516666666667
C1orf170	1.41966666666667
CD200R1	0.119333333333333
C22orf15	0.3805
SEPT11	-0.299
ADNP	0.129
UST	-0.8287
C13orf34	-1.08866666666667
RFFL	-0.493571428571428
