Hybridization REF	TCGA-BH-A0DH-11A-31R-A089-07
HIF1AN	-0.1735
METTL7A	0.4913
C6orf165	2.48116666666667
KIAA1468	0.57075
DSG3	3.6795
ZNF180	-0.162166666666667
EIF4E3	2.3665
SLC46A1	-0.252625
DKK1	-4.27383333333333
ZNF205	-0.4325
LOC162073	1.00022222222222
COX7A1	5.709
MAGEA1	-4.8495
NEDD8	0.06225
KLHDC5	0.170833333333333
C3orf19	1.2065
MRPS2	-0.994
POLR3H	-0.00992857142857146
ABHD11	-0.5915
TMEM17	2.00375
PAIP2B	1.1667
MAT1A	-2.667
LGI3	-0.19775
THUMPD2	-0.23025
TKTL2	0.31
XAGE3	1.15533333333333
CALM3	0.0128333333333334
C6orf136	-0.958166666666667
KCNC4	0.0551666666666667
RGS9	3.48566666666667
ACIN1	-1.66383333333333
SPATS1	-0.545
XKR8	-0.1
FAM84A	1.51733333333333
MS4A7	5.21536363636364
AGXT2L2	0.13625
OR1F1	-0.239
SMAP1L	-0.84975
IPO11	0.955875
ZC3H11A	-0.0619375
C1orf151	0.565375
RNASEH2A	-2.361
CCR10	-0.535
TXNDC11	-0.583416666666667
TMEM112	-0.096
MAP1B	0.731214285714286
NVL	-0.84025
PKM2	-1.23675
ARC	0.01475
NUP54	0.2055
PPFIBP2	1.24616666666667
STAT2	0.1235
PTAFR	2.12383333333333
ROBO2	0.278125
RNF40	-1.43416666666667
CCDC135	-1.16966666666667
IFT81	-0.3119
MORF4	-0.298
TM7SF3	-0.6615
OR10H3	0.5705
ABP1	-0.34775
CHRD	-0.188875
PLEKHA8	-0.543166666666667
NCALD	2.37083333333333
OR5AK2	0.04775
ACCN1	0.558166666666667
SLITRK1	-0.33325
ARMET	-0.8875
C9orf52	1.03475
REEP4	-1.786
MTSS1	0.872
ADH1B	5.92283333333333
DLD	0.247
CDK5	-1.721
PPFIA1	-0.66925
WFDC3	1.78525
DNAJB12	0.747285714285714
RANGRF	0.762
MLANA	-4.167
AMY2B	1.4735
KIAA0319	-1.2835
RPS7	0.185
JAK3	0.0511
ARFGEF1	0.49275
CXCL5	0.104833333333333
TRAPPC4	-0.23675
CETN2	0.98475
HSPC111	-1.387
RHOBTB3	-0.645
PHLPP	-0.6
RGS10	0.77775
TMEM58	0.75625
CHERP	-1.174
HSP90AB3P	-1.433
FSTL3	-0.949666666666667
PEX11A	1.71425
OR5V1	0.5065
FCN3	3.60775
PTPN3	-0.257125
NPTX1	-4.399125
C21orf84	-1.4615
C11orf51	0.25
ZBED2	-0.0325
FLJ90757	-1.1155
NPY2R	7.49875
PLD3	-0.76025
SYT17	1.11116666666667
SGSM2	-1.60775
OR1A2	-0.04
FOXP1	1.42275
SLC5A1	3.16125
POFUT1	-0.925
EPHB6	-2.13133333333333
MYO1G	-2.602875
STAC	0.2554
KLHL17	-1.17333333333333
RGMA	1.6461
TJP2	-1.1067
FAM114A1	-0.397166666666667
SERINC1	2.18875
SLC9A8	-0.4025
PEX19	0.630125
EDN2	0.1965
PSMD7	-0.920111111111111
C3orf41	-0.715
UQCR	0.89775
PPP1R3C	1.56025
LRP4	-0.9145
TM2D1	0.735
TTC17	-0.283625
C4BPB	-4.2785
CCL25	0.3075
ZNF253	0.0361666666666667
CHRNA9	-2.97375
SOX11	0.321625
HIVEP3	0.1875
CGN	0.73
C3orf35	0.099375
PKD2L1	3.64825
SYVN1	-1.0515
PDE8B	1.470125
LOC439951	-0.09775
LTC4S	2.48333333333333
MIF4GD	-0.841
SMARCA2	2.156375
TUBGCP6	-0.547833333333333
CABLES1	0.396875
C16orf77	2.697
ZNF791	0.0175
FUT5	-1.227
ADH6	-2.0275
P4HB	-1.2135
CLDND2	2.042
ALKBH8	1.03725
PLAC4	-1.817
F11R	-0.3765
MGC35295	-0.3305
PDZD4	-0.503
LOC389073	-0.087
FAM80B	0.232166666666667
PSMB1	-0.123625
TXN	-0.6
VIPR1	0.9475
WBSCR18	0.5935
EXOSC6	-0.594166666666667
ACTA2	4.70466666666667
SP5	-2.07708333333333
ANKRD1	-1.60175
DDR1	-0.4591
ATP6V1D	-0.48175
PTGS1	-0.668083333333333
RNF157	-0.8885
DCC	0.37325
SPAG7	-0.4855
FBXO18	-0.7965
UBE3C	-1.1856
HOXC6	-0.7965
LRP2BP	-0.203
MYST2	-0.7755
PDSS2	0.22225
ATE1	-0.94675
ARAF	-2.09675
KLF10	0.78725
PLA2G2E	0.31375
ASCL1	-1.10616666666667
TSNAXIP1	0.982
FAM131B	0.179
IFNA10	0.172
NUP43	-1.14875
FAM44B	0.104875
L1TD1	-4.67733333333333
NMD3	-0.762083333333333
C18orf54	-1.2137
PHOSPHO1	-0.637
RAG2	-1.26
EMILIN3	-0.2965
METTL3	-1.00475
VPS13C	1.43625
REXO2	-0.38275
ANXA4	0.1955
CA1	-0.5485
DCP1B	0.5285
TULP3	-0.6555
ATP2A2	0.0717857142857143
ATIC	-1.0355
ADAM15	-1.3635
NPL	1.00233333333333
LGR4	0.661625
UEVLD	-0.111666666666667
GAB1	1.63625
SNAI2	1.8325
ZGPAT	-0.9724
SNF1LK	-0.976125
DLEU1	-1.12725
UBE2Q1	-0.339625
ZMYM6	0.2816875
JPH3	-2.2172
FAM38A	-1.18875
PXK	0.916666666666667
DENND2D	1.78425
BAX	-1.09558333333333
CP	-1.57818181818182
RPL37	0.9588
G6PC3	-0.316
NCOA4	-0.3
LRRC14	-0.439375
GORASP1	-0.5345
FCHO2	1.246875
CYP24A1	-3.7053
FXYD3	2.28125
SMARCAL1	-0.03525
ABCB8	-1.107
CCDC44	-1.2595
PRDM7	-3.2
USH1C	-1.472
DNAH5	1.06683333333333
SRF	0.382833333333333
MAL2	1.5235
PGPEP1	-0.188416666666667
SIN3B	-2.41975
SEMA3C	1.58
GRAMD3	3.65625
FBXO10	0.12175
OR5D13	0.517
FLJ31818	0.48
CACNA1I	0.075125
S100A13	1.6885
TP63	4.42392857142857
ANXA11	0.7733
WDR66	0.345625
CSF2RB	-0.2895
IFI44	0.5085
DACT1	1.62733333333333
ANKRD23	-2.24575
ATP5G1	-0.633
C21orf70	-0.6625
PPWD1	0.06075
DNAJC13	-0.26275
PAH	-4.3904
PTCH2	-0.08475
TRMU	-1.29675
CCDC9	-0.599
USP3	-0.2163
DCLRE1C	0.0261999999999999
FAM55C	1.74275
FRMD4B	1.24775
CYP2R1	-0.2055
RFPL1	-0.6418
XPO5	-1.508
ARL6IP2	-0.2015
OSBPL5	1.28125
MMP9	0.952
KIAA0802	-0.997
DHRS2	-4.3565
SGEF	1.587
TXNDC10	-0.4321
EXOC6	-0.07675
RPS27	1.01116666666667
PNCK	-1.63716666666667
FSTL1	0.07325
AACS	-0.582
SLMAP	1.028
SAMD4A	0.3906
ABRA	0.27325
SMARCD3	1.13525
PKNOX2	-1.1455
A4GNT	0.599
C9orf39	0.541166666666667
RALYL	1.2575
MGC33556	-2.544
C10orf25	-0.655
BBOX1	6.935
NHEDC1	0.6915
XDH	-0.61925
GCSH	-0.697
EDN1	2.98066666666667
MTERF	-0.2525
CLK4	1.039375
ZNF799	0.297666666666667
KCNG1	-1.716
CXCR4	-1.5005
PTPRR	-1.98925
IRAK1	-1.44325
LOC401397	0.0505
TMSB10	0.636571428571428
CXCL3	-2.5631
TMC4	0.36425
OR7A10	-0.0025
STYK1	1.6325
CHRNA10	-0.91025
CCNI	0.70125
EP300	0.606928571428571
LOC165186	0.0396666666666667
HIC2	-2.02375
SDR-O	-0.124
OR2W1	0.812
KCNA6	-0.179
TRIM74	-1.191
REEP6	0.602
ATP5G2	0.153
ERG	1.80275
TMEM42	0.90775
PARN	-0.5335
SOD2	-0.3783125
DIRAS1	-0.532166666666667
PNPT1	-1.65025
JOSD3	-1.27925
hCG_40738	-2.824
PDE1C	0.34075
SEMA4D	-0.9825
AGPAT1	0.1855
NOSTRIN	2.068125
MAP3K3	-0.275666666666667
MAX	0.234428571428571
CAPS	0.801833333333333
SERPINA12	0.6165
OSBPL8	0.62975
RICS	0.2552
NR4A2	1.285
PPCS	0.905333333333333
LONP1	-2.44775
SCYL3	1.22425
HERC2P2	-1.205
FIBCD1	-0.628
C15orf41	-0.44225
DMC1	-1.0405
C20orf27	-1.6915
RPS6KA5	1.4962
FAHD1	-0.437833333333333
SLC12A4	0.45575
BRCA1	-1.96908333333333
GBL	-1.59
SLK	0.05
NUDT9P1	2.306
NOXO1	0.1715
USP52	-1.1195
BAZ1B	-0.585625
SLCO2B1	3.1625
BBS12	2.13483333333333
LRGUK	-0.360666666666667
TERF2IP	0.10425
COL1A1	3.8815
KIAA0090	0.425875
GRK5	0.0576666666666667
AP1S2	-0.6984
TMEM52	-0.871833333333333
CA11	-0.2515
OR4A15	0.249666666666667
ACBD3	1.3899
SPAG11B	0.24925
PRDM2	1.3369
FOXP3	0.371666666666667
SMYD3	-1.3133
LOC389199	0.185
LGI2	1.1025
NAPE-PLD	-0.4255
ANKRD6	0.2885
WDR45	0.500666666666667
SHROOM1	-0.92325
PSCD3	-1.203
PYY	0.2535
KCNC1	1.6695
ARHGEF9	0.3002
OR8J1	0.21075
GPR55	-0.132333333333333
NS3BP	-2.6495
C10orf22	0.533
NAT8L	2.4895
DUSP4	0.0661666666666667
FOXM1	-3.70066666666667
GRAMD2	2.4829
ZBTB48	-0.623166666666667
BUD31	-0.6215
PABPC5	0.785
CCDC41	-0.64275
FBXO11	0.08775
C6orf148	0.6585
RFXAP	-0.33025
C6orf15	1.69366666666667
CDK8	-0.911
C6orf70	0.516625
TESSP2	0.465
ALG2	0.315
PPP1R3D	1.6175
TPM3	-0.994277777777778
SYT13	-0.505
EPB42	1.915
CETN3	-0.0255
PRY	-1.598
NTHL1	-0.1835
POLR2B	-0.454
RPS28	1.29316666666667
P2RX3	-0.4585
LYZL4	0.36675
WBP4	0.746
PMM1	-0.20275
C11orf79	0.02775
CBLL1	0.07775
IL1F10	1.24983333333333
VAX2	-1.664
SETDB1	-0.8605
LRAP	-0.0624999999999999
GCLM	0.0381666666666667
CPEB3	2.36925
PPM1A	0.358875
INTS1	-1.38625
CAMTA1	1.98975
SAMSN1	-3.16225
LOC158830	-1.504
GMPPA	-1.6625
AIPL1	0.12375
IL24	-0.1225
BDKRB1	-2.1625
MLF1	0.9199
TAF12	-0.09075
ID1	-1.684
THADA	-0.623625
PIK3CB	-0.8035
OR4N5	-0.2475
TBC1D17	-0.732
COX8A	0.0955
CDCA4	-1.9105
C2orf44	-0.418
ZNF534	-0.3425
IMMP1L	0.9375
NIPSNAP3B	1.059875
FTMT	0.77175
PWP2	-1.60216666666667
MMP15	-1.294
DNAH11	-0.93525
MTMR14	-1.49275
DNAL4	-0.8275
IPP	-0.42825
TMEM59	1.6075
C1orf157	0.4885
RGS4	-1.009
DDX18	-0.6755
SNX6	0.071
ZNHIT2	-0.2515
NCDN	-1.106
FLJ33534	0.786
RAG1	-0.947875
OR4D10	0.1905
PTPN5	1.06283333333333
POMT1	0.23875
LRRC8A	-0.2305
CYP1A1	-1.16525
CAPN1	-2.18333333333333
DDHD2	0.45775
GRIK2	-0.17675
GNRHR	0.4975
PPBP	2.7745
HTR3A	-1.16175
SLITRK4	1.69625
ANKRD49	0.4855
BTF3	0.4344
SARS	-0.372
C13orf18	0.807666666666667
CACNB1	-0.314307692307692
QKI	1.11213636363636
SETMAR	1.07325
MAN2B1	-0.313666666666667
EML3	-1.7225
ACADL	4.2615
OFD1	-0.15825
DEFB114	0.341
CGA	-3.3971
PEX16	-0.389666666666667
LRRC10	-0.1865
GNG12	-0.297
C1orf152	-0.176
CHRM1	0.096
CD53	-0.09
DBH	-0.37475
TFAP2B	3.33425
HIST1H2BJ	-1.1895
FAM46D	0.507
TMEM11	0.69025
C3orf32	-2.71425
PCCB	-1.88325
IPO13	-0.478125
C6orf105	-1.25525
COMMD5	0.695
SUV420H1	-0.378
LTBR	-0.954
ARHGAP15	-0.83775
HDHD2	0.379
TDRKH	-1.0775
LOC401052	1.7205
PSG4	-1.014
GNB4	-0.2982
SPATA4	2.3565
SLC9A3	-0.38
OSBP	-0.0986666666666667
NBPF3	-0.7205
DOCK11	0.701
SLC39A5	-1.84416666666667
PRR5	0.6547
C10orf63	0.4765
SMTNL2	0.10175
ADRA1A	0.00499999999999998
ASAH1	2.0659
DOM3Z	-0.9969
GIPR	0.511333333333333
AHI1	-0.01975
NADSYN1	-0.841833333333333
RGS14	-1.806
IL18BP	0.8496
RTN4RL1	1.24525
ARMC6	-1.519
PSMD5	-0.988666666666667
HK3	-0.00779999999999999
OR4S1	1.4595
RSU1	1.1432
MAD2L1	-3.86455555555556
EIF4A3	-0.8445
DLEC1	0.938333333333333
E4F1	-0.3795
CHMP2B	0.9076
CAMSAP1	-0.02075
RPS21	0.559833333333333
ARID5A	0.8255
UBE2N	-0.2797
IGSF8	0.04
MAGEB6	-1.246
ACAD11	0.1813
MGC4172	-1.27375
LMO4	0.85725
KLKB1	0.97675
HP	-0.438
HDAC3	-0.5945
SCHIP1	2.6925
CLCA1	0.3355
OLFML2A	1.904625
C1orf112	-1.607
KIF19	1.11533333333333
HAPLN4	-0.6855
CXCR7	1.3935
GOT2	-0.7585
RAB38	-1.175625
DCX	2.53425
PPM1H	-0.2695
NFYC	0.347333333333333
KIN	0.71375
ZNF228	1.49725
PLSCR4	4.238
HIG2	0.0875
FAM79B	6.2835
C21orf86	-0.5301
KCNK10	0.27375
ZNF738	-1.733125
FSTL5	-0.906166666666667
OR6A2	0.196
OTOA	1.4965
EXOC1	0.624
AHRR	-3.8125
PDAP1	-2.20483333333333
C19orf6	-1.0335
ZAN	0.85
LY6G6E	0.305
EIF4E2	-0.5875
C20orf198	-0.32525
ZNF324	0.1535
CYP3A5	-0.4195
ENTPD7	-0.3315
MBOAT5	-1.2
GJB5	1.67725
TTC13	-0.80875
S100Z	-0.891
KIAA0664	-1.0785
PDGFRB	2.19875
IL17D	1.06975
OR56B4	0.278
RDX	-0.664833333333333
SLC34A3	0.1115
IL28B	0.747
JUND	1.52975
CHRNB1	0.070875
CAMK2B	1.0355
FETUB	-1.41675
CXorf23	1.79075
MRTO4	-1.464875
TTC3	0.2634
NDUFB8	0.742166666666667
EDG2	-0.1375
SEMA3G	2.90225
IL23A	-1.809
GRHL1	0.5954
LOC441054	-0.7025
WDR65	0.732142857142857
PSTK	0.311
STOML3	0.437166666666667
R3HDM2	-0.5718
C5	-1.434
SLC2A10	-0.859833333333333
C3orf22	0.341
PAQR3	-0.790538461538462
ANKRD26	-0.450666666666667
HCRTR1	0.017
LOC399947	0.24875
PSD2	2.04325
TIGD2	0.602833333333333
SCRN1	-1.175
COQ10A	0.1165
DDI2	-0.413
METTL7B	-0.721333333333333
UCN2	-0.0035
FAM92A3	0.0625
WDR16	1.35675
ZNF511	-0.133333333333333
ZMYM5	-0.68625
POLR3G	-1.6345
ZNF586	-0.731
C1orf49	0.4355
TANK	-0.278666666666667
RCAN1	1.3345
PELI3	1.69466666666667
LIMD2	-1.30675
TMEM189	-0.7415
NTN4	2.03
LOC151300	-0.4455
CLEC2A	-1.886
GPR135	0.052875
DPYSL4	-2.9609
JAK2	0.208833333333333
TSHZ1	1.47466666666667
TM9SF4	-0.7905
ZNF264	0.384666666666667
SIRPG	0.779875
BICD1	-1.27125
HERC6	1.69
METTL5	-0.279
CASP1	2.3595
PRRT1	-0.297
PLA2G4C	2.068
ICA1L	0.271785714285714
TPTE2	-0.0598
OTUD7A	0.318
AQP11	-0.22525
APOA2	-3.4782
KALRN	0.3693
SECTM1	-0.3645
IFNAR1	0.36425
TALDO1	-0.10625
RAB11FIP4	-0.863916666666667
EIF5A	-2.68
FAM49A	3.00225
NEGR1	0.057
YTHDC2	0.57675
EHD2	1.004875
NCF1	0.6623
SCRT2	-0.086
HOXA5	2.571
NUP133	-0.003
FGF12	0.4084375
SLMO2	-1.017625
SNTA1	0.0215
CACNG2	0.3435
GCM1	0.30625
ELF1	0.1585
TLR5	3.99775
TCFL5	-0.499083333333333
RBMY2FP	-1.778
LOC100125556	-0.1915
FAM129B	-0.687375
MAP3K7IP1	-0.897875
NCK2	-1.9795
OXA1L	-0.366
FMO9P	0.121
ZSCAN12	-0.64375
PSMD12	-0.58425
HSCB	0.1665
CLDN10	-2.06325
MGC13053	-0.3715
HPCAL4	-1.09483333333333
ASZ1	-0.652
MEX3D	-0.0705833333333333
NFAT5	1.0625
CSPG4LYP1	-0.578666666666667
FBXO3	0.7192
DVL1	-1.656
CMKLR1	1.19083333333333
TYMS	-4.79425
PEF1	-0.207
ZNF750	1.92983333333333
MCM5	-1.414
MEGF11	0.198
KCNK7	-0.041
PTP4A3	-1.0745
C1QTNF2	-0.333666666666667
OR6S1	-0.173
FAM122B	-1.575
ZNF551	-0.4605
HBQ1	-0.379
GEMIN6	0.0925
ARSK	0.19675
RBP7	5.568
CPNE9	-0.2495
DSC1	4.598
LOC730112	-0.27175
MAP2K4	0.785125
HS3ST5	-1.801
EPB41L3	-0.6185
TEKT2	1.4855
CDKN2B	0.403833333333333
ZNF480	-0.3415
MAP3K6	0.8564
MAP6	3.13033333333333
HN1	-1.6914
OR2L13	1.29083333333333
SLC16A11	0.74525
FAM96A	-1.03875
APOL1	-0.3385
C5orf32	0.9535
RTP1	-0.4975
RNF175	2.018
ZBTB41	0.753625
AHCTF1	-0.3365
SAE2	-0.0975
ITGA2	0.9355
MME	4.45183333333333
CCDC14	-1.5185
MAST4	1.13828571428571
KRT33B	-1.2475
KCTD2	-0.1825
WDR26	0.116
MFI2	0.338875
NR4A3	0.04525
ARSA	0.78925
UNKL	-0.0116666666666667
SULT6B1	-0.2935
CCNA2	-3.51116666666667
SOX15	0.2335
PPAPDC1B	0.509
C19orf44	1.0155
MCAT	0.871
ARID1B	-0.083625
OR52N1	0.342
C12orf48	-3.0365
MAGI1	1.49675
NIPA2	-0.84
GBX2	-1.993
RSHL3	0.60725
RAVER1	-0.436666666666667
C15orf17	-0.1345
SLC30A2	0.63425
ZNF518	-0.00824999999999999
PCYT1B	-1.0165
C10orf114	-0.21275
EIF3H	0.807666666666667
SLC25A39	-2.01383333333333
KIF1B	0.396375
AMOTL2	1.44775
C6orf120	0.88975
PSRC1	-2.76475
PLA2G10	0.76075
KIF5C	0.727875
MRPL37	-1.226
C17orf62	-1.17
C9orf135	-0.563166666666667
DUSP10	-0.3575
CLCNKB	0.1525
PSMA5	-0.3785
C8orf53	0.95425
AMPD3	0.7415
PIAS1	-0.15875
ADCYAP1R1	0.053
GYLTL1B	0.1115
CDH20	0.435
FBXO7	-0.2675
TMEM134	-0.077
FLJ14213	0.0218333333333333
ZNF3	-1.052
LRRFIP1	0.47925
CNOT2	0.530916666666667
ABI3	2.81025
ALDH5A1	-0.88575
HNT	2.3037
SERPINA4	-2.29375
TK2	1.70154545454545
STMN1	-2.28555555555556
GUCA2A	-0.333166666666667
GALNT10	-0.340857142857143
DPP6	0.3139
C9orf93	0.07875
PRELID2	0.12425
STK39	0.347625
SFTPA1	-1.45175
CKS2	-3.82766666666667
RHO	0.256625
C20orf135	-0.056
XKR3	-2.2315
CR1	0.00214285714285716
RPS6KA2	0.937285714285714
C20orf112	-0.6745
MRPL22	-0.24775
C4orf23	-0.384833333333333
GADD45B	0.06125
KLHDC1	2.29066666666667
C2orf48	-2.3755
ZNF287	1.3665
DAAM2	0.3675
DPPA2	-3.2805
TCTN3	0.371
DNAJB11	-0.3295
FPR1	3.06675
DEFB4	0.219
PTCD2	-0.6952
SMOC2	5.8955
CABP7	2.516
SERPINB11	0.126
MAGEF1	-0.076
NDE1	-1.21733333333333
ITGA10	0.1865
FSHB	0.449
ANXA2	1.2295
HORMAD2	0.53125
HLCS	-0.02725
MCF2L	0.689333333333333
FH	-0.15575
TBC1D24	0.49
KIAA1505	1.8515
LGALS2	0.83425
CNBD1	0.6705
SYNPO2L	0.55825
PTPN23	-0.687
C1orf183	0.649666666666667
MAGEA8	-3.26825
DGCR8	-1.206875
GSR	-1.139
PAQR7	-0.049
ZNF676	-0.99175
CACNA1C	0.1983
SP7	-0.902
PDCD6	-0.40325
NRN1L	-0.492
BRI3BP	-1.30416666666667
KIAA1183	0.94
ASB4	0.13875
CCL23	2.6087
OBSL1	-0.832125
SLC12A7	-1.44883333333333
KIAA0240	2.324875
CD1B	-2.525
FCGR2A	1.970875
MDC1	-1.19775
HTR1A	-0.548333333333333
OCEL1	0.167
ATP11B	-0.6066875
FBXO34	-0.138833333333333
PCDH12	3.67883333333333
RPE	-0.56175
C17orf74	0.237
CSDC2	0.751666666666667
PET112L	0.31125
TMBIM1	0.06975
P2RXL1	-0.5795
TCHP	-2.28025
TRMT1	-1.266
F2RL2	-0.461
LRRC32	3.17083333333333
IMPG2	-0.208
BGLAP	-0.02175
LOC493869	-0.91575
MRAS	3.920875
SLC35F5	0.743
CBWD1	-0.395
AXL	-1.510125
ATP2C2	0.82025
TELO2	-1.14275
PNPLA3	-1.072
PCDHB14	1.80925
CD276	-1.31425
KRT80	-1.59
DUSP28	-0.472
CSNK1E	-1.09841666666667
SRP14	0.888
KCNQ4	-0.503
KRT72	0.169333333333333
CCDC117	0.099125
C6orf89	-0.018
TUBB2B	0.966333333333333
RTN4IP1	-0.777
CR1L	-2.12533333333333
CEND1	0.05
C12orf41	-1.353
RNF31	-0.22775
UBN1	-0.297
C17orf32	0.5815
SLC5A7	-0.09325
GPR92	0.108833333333333
ESAM	2.8564
CTNNA1	-0.220583333333333
HRBL	0.0807
CBX4	-2.79675
TMEM182	0.27875
SH3TC2	1.02233333333333
IL10	0.619
PXMP4	0.566
RNF167	-0.5365
PAK7	5.68916666666667
ETV3	-0.1045
ATPIF1	-0.332833333333333
LOC554207	-0.6455
OR8H1	-0.285666666666667
WDFY3	1.302375
DPM1	-0.648
GPSM1	-0.6485
WDR92	0.2173
LRP1	0.4585
ANKH	-0.44375
THUMPD3	-1.28025
POLR1B	-0.85625
OLFM4	5.42916666666667
RAD9B	0.485
TSPY2	-3.0535
PAX6	-1.597
SCG2	-2.76725
SLC17A6	0.45825
FMO3	3.566875
PADI4	0.250142857142857
TUBB4	-1.2274
NLK	-0.93425
POU4F3	-1.521
SDF4	-1.63425
ITGBL1	2.04566666666667
NETO1	-2.154
TAP2	-0.3835
ABBA-1	-0.77425
GNAI1	2.13725
VPS4B	0.73075
NOPE	-0.0013
GALNT6	0.304333333333333
SESN1	1.3695
GBE1	-0.371333333333333
CLASP1	-0.28475
RASGEF1B	0.273125
ACOT11	-0.262357142857143
AFAP1	0.6575
OR2H2	0.08575
DPY19L2P1	-0.103
DZIP1	-0.93725
SEC22C	0.07625
GPR161	0.331666666666667
RNF146	0.21475
WDR74	-0.987375
GALP	0.063
PURA	1.18125
DNPEP	-0.216166666666667
RP11-78J21.1	-1.35675
ERBB2	1.03475
FANCM	-0.372083333333333
NEO1	0.966833333333333
DDX3Y	-5.0332
RPS3A	1.38325
MXRA7	0.00907142857142857
LGALS3	0.790833333333333
GLT8D1	0.191
CFL2	0.451666666666667
UPB1	-0.56125
NAP1L5	0.6215
CLDN14	-1.70525
DHX38	-1.464
BTBD1	0.2635
TARS2	-0.9855
ABCF1	-0.7076
FCF1	-0.132666666666667
LRRC49	1.34275
GUCY1B2	-2.5175
C1orf177	0.2485
SMARCA4	-2.14935714285714
LRP8	-3.71266666666667
TAGLN3	-1.31125
MRPL14	-0.2895
TTRAP	0.2085
ZDHHC20	0.43525
NFE2L3	-2.716
KIAA1377	2.24325
PALMD	3.8333
TMEM43	0.41275
TTL	-1.63425
STAT5B	-1.7315
SSB	-0.74175
OR10H5	-0.064
SLC22A13	-0.643
AKAP3	0.348
TIMM23	-0.0373333333333333
OAS2	0.542416666666667
KIAA0423	0.783
TRIM11	-0.809666666666667
GLIS3	0.97725
TMEM50B	1.2515
ARHGEF4	0.380125
DEGS1	-0.666545454545455
TBL1XR1	0.986166666666667
G6PD	-2.74375
SP140	0.259
MUC17	-0.0726153846153846
NUDC	-0.7925
DNAJC5B	0.848833333333333
SCARA3	-0.0401666666666667
CPA3	6.38566666666667
BCAT2	-0.46
MFN1	-0.7984
NRG3	-0.1995
SNX11	0.34225
PLEKHH1	-1.3784
GPR177	0.701833333333333
HCFC2	0.92475
TCAP	-0.188
MOCOS	-1.4625
C14orf93	0.4775
PRDM10	0.680333333333333
SLC16A4	0.991916666666667
SRGAP1	-0.353666666666667
VIP	0.814
DUSP27	1.13916666666667
LILRA1	0.7551
MC2R	-0.2535
MGC24103	-0.14725
MBTD1	-1.5445
FUT11	-0.846833333333333
USP33	0.5304
C15orf39	-0.57475
MAP3K12	-0.567125
PAAF1	-1.11033333333333
BARHL1	-0.0195
FLJ16165	-0.854
PIWIL2	-1.29825
SYNE1	1.61408333333333
CMTM4	-0.096875
TSPYL1	0.8852
GUF1	-1.14983333333333
TMEM157	1.8325
WDR44	0.89925
HIST1H3C	-0.2195
DKFZp666G057	1.2855
RNPEP	-2.16875
GAS2L2	1.13033333333333
ADH4	-1.898
GRPR	2.03266666666667
FBXL17	-0.28
ZBTB10	0.179333333333333
Gcom1	1.60244444444444
HTRA1	2.2119
ZNF585A	0.196333333333333
SLC26A2	0.402785714285714
OTOP3	0.1094
WISP1	-0.772444444444444
ATP2B4	-0.56575
FLJ10769	0.31675
CRAMP1L	-0.73525
CHST12	-0.27175
RAB22A	-0.274333333333333
TARDBP	-0.0776428571428571
STAU1	-1.021
CRB3	1.28766666666667
MIG7	-1.19575
CHMP1A	-1.127
ZNF160	-0.14475
B3GALT6	-0.509428571428571
BARX1	-1.7605
C6orf167	-2.18525
NXNL1	0.023
DHX29	0.404857142857143
HADHB	0.5895
PLXNB2	-0.825
ILDR1	-0.85
SLC15A3	2.245
GAS2	0.768666666666667
C20orf69	0.244
NUMB	0.24275
TNIP1	-0.88875
MESP1	1.83316666666667
PSKH1	-0.3425
NSFL1C	-0.522625
RHOG	-0.55225
HEY1	-0.724333333333333
KNG1	-1.90475
ITGAX	0.4498
LIN9	-1.11833333333333
CANT1	-1.386375
XRN1	0.580714285714286
CCDC96	0.96
HEATR6	-1.96133333333333
GNG7	1.57466666666667
RUNX2	0.49225
SOX1	-0.022
FCRL5	0.3223
ZNF99	-0.1795
FAM9A	0.588
SNX22	-0.442666666666667
MBNL3	-1.25783333333333
ODC1	-1.6205
ADORA2B	-0.300166666666667
NR2F6	-2.17525
ZFYVE16	-0.184470588235294
SYNJ2BP	1.3935
POLE	-2.38675
E2F2	-1.73025
THRA	0.796
PTGES2	-1.86133333333333
HIP1R	0.138833333333333
TMUB1	-1.68816666666667
ENO3	-2.41225
RSPH10B	-0.9815
CXorf39	0.06475
IRGC	0.0135
GPR109B	3.4335
FLJ13305	0.2845
LCE3A	0.424
TNFRSF18	-1.32933333333333
DET1	0.63575
TRPM3	0.533083333333333
C16orf79	-1.6
FECH	-1.20283333333333
RAP2A	0.0616666666666667
CRIP1	1.4985
AZIN1	-0.594125
SLC7A7	3.2035
IL10RA	0.2534
TMEM64	-0.849
CDC42EP4	0.2879
C16orf58	-0.7327
ARG2	-2.43325
POU5F1P4	-4.9735
FAM62B	-0.78725
DNAH8	-2.11955555555556
ASH2L	-0.093375
TSLP	1.8425
CNTNAP5	0.098
TMEM16C	3.72375
IFNA14	0.2435
SLC1A3	1.73575
CABYR	0.72975
BCL7B	-0.7934
NUDT13	-0.112833333333333
C13orf28	0.569
C1orf53	0.60625
ARL6IP4	0.0417
RPL35A	1.22025
EMR3	0.42525
RAB40C	-0.734
SLC41A1	0.6134
LRCH1	-0.952
LY6G5B	-1.102
FAM124A	0.158785714285714
MGC10981	-4.16533333333333
CLIP3	0.873
MAP4K2	-1.246
CHIC1	0.782
SULF1	2.61533333333333
C20orf30	0.265357142857143
PRDM5	0.023375
ELOVL1	-0.814
