Hybridization REF	TCGA-A2-A0CQ-01A-21R-A034-07
ITGA2	0.5555
MME	0.772166666666667
CCDC14	-1.4515
MAST4	2.36607142857143
KRT33B	-0.418
KCTD2	0.0889999999999999
WDR26	0.923416666666667
MFI2	1.1105
NR4A3	0.34275
ARSA	2.731
UNKL	0.4855
SULT6B1	-0.3035
CCNA2	-3.0205
SOX15	-0.5095
PPAPDC1B	1.07441666666667
C19orf44	0.413
MCAT	1.06216666666667
ARID1B	0.462375
OR52N1	0.291
C12orf48	-2.303
MAGI1	0.785
NIPA2	-1.12675
GBX2	-2.248
RSHL3	1.19575
RAVER1	0.954833333333333
C15orf17	-0.211
SLC30A2	0.585
ZNF518	-0.503
PCYT1B	-2.15875
C10orf114	0.67875
EIF3H	0.389333333333333
SLC25A39	-0.4805
KIF1B	-0.554875
AMOTL2	-0.23375
C6orf120	-0.431714285714286
PSRC1	-0.928
PLA2G10	0.625
KIF5C	2.328625
MRPL37	-1.1435
C17orf62	0.245666666666667
C9orf135	-1.92116666666667
DUSP10	0.5124
CLCNKB	0.507
PSMA5	-0.301875
C8orf53	1.15625
AMPD3	1.63516666666667
PIAS1	0.12825
ADCYAP1R1	0.1965
GYLTL1B	0.28325
CDH20	0.0146666666666667
FBXO7	-0.2865
TMEM134	0.576
FLJ14213	0.2375
ZNF3	-0.2505
LRRFIP1	0.449083333333333
CNOT2	0.409583333333333
ABI3	3.01275
ALDH5A1	-2.3895
HNT	2.7527
SERPINA4	-1.393
TK2	0.3505
STMN1	-2.22855555555556
GUCA2A	0.100666666666667
GALNT10	1.42285714285714
DPP6	-0.7212
C9orf93	0.63825
PRELID2	0.26125
STK39	-0.240125
SFTPA1	-0.8895
CKS2	-1.12066666666667
RHO	0.27325
C20orf135	-0.10475
XKR3	-2.5415
CR1	-0.155666666666667
RPS6KA2	-0.0779285714285714
C20orf112	1.4125
MRPL22	0.037
C4orf23	0.0763333333333333
GADD45B	1.15525
KLHDC1	1.80616666666667
C2orf48	-2.54
ZNF287	2.1395
DAAM2	-1.7795
DPPA2	-3.18166666666667
TCTN3	0.112833333333333
DNAJB11	0.03725
FPR1	4.05125
DEFB4	0.688
PTCD2	-0.9151
SMOC2	5.29316666666667
CABP7	0.82625
SERPINB11	-0.07
MAGEF1	0.377
NDE1	0.718166666666667
ITGA10	-0.1805
FSHB	0.6155
ANXA2	0.968625
HORMAD2	-0.41575
HLCS	1.06725
MCF2L	1.88816666666667
FH	-0.42175
TBC1D24	1.7155
KIAA1505	1.34425
LGALS2	-1.94175
CNBD1	0.163
SYNPO2L	1.80825
PTPN23	0.0904285714285714
C1orf183	-0.401666666666667
MAGEA8	-3.5265
DGCR8	-0.80075
GSR	-1.17425
PAQR7	1.18575
ZNF676	-0.795
CACNA1C	0.1106
SP7	0.2415
PDCD6	-0.51225
NRN1L	-1.5135
BRI3BP	0.610166666666667
KIAA1183	0.6095
ASB4	0.1775
CCL23	0.2982
OBSL1	-1.792625
SLC12A7	0.138083333333333
KIAA0240	0.78975
CD1B	-2.92516666666667
FCGR2A	2.073375
MDC1	-1.7865
HTR1A	0.803166666666667
OCEL1	0.618
ATP11B	-2.3229375
FBXO34	0.106
PCDH12	3.474
RPE	-1.1195
C17orf74	-0.6235
CSDC2	0.0861666666666666
PET112L	0.19425
TMBIM1	-0.732875
P2RXL1	-0.193
TCHP	-1.13325
TRMT1	-0.663
F2RL2	0.0244166666666667
LRRC32	2.61783333333333
IMPG2	0.227
BGLAP	0.67375
LOC493869	-1.52258333333333
MRAS	0.07
SLC35F5	0.22575
CBWD1	-1.1675
AXL	-2.44925
ATP2C2	2.46075
TELO2	0.07025
PNPLA3	-0.442
PCDHB14	-0.75375
CD276	0.1745
KRT80	-1.71425
DUSP28	-0.3875
CSNK1E	0.08225
SRP14	0.8535
KCNQ4	0.1825
KRT72	-0.129166666666667
CCDC117	0.047875
C6orf89	-0.163444444444444
TUBB2B	-2.35533333333333
RTN4IP1	-1.65075
CR1L	-3.829
CEND1	0.7825
C12orf41	-1.22533333333333
RNF31	0.41075
UBN1	0.776666666666667
C17orf32	0.28675
SLC5A7	0.26625
GPR92	1.99433333333333
ESAM	2.2748
CTNNA1	0.412166666666667
HRBL	0.8249
CBX4	0.73225
TMEM182	-0.76175
SH3TC2	0.202
IL10	0.666166666666667
PXMP4	1.2095
RNF167	0.4628
PAK7	0.124166666666667
ETV3	-0.1645
ATPIF1	0.788166666666667
LOC554207	-1.78333333333333
OR8H1	0.0605
WDFY3	1.356875
DPM1	-1.7535
GPSM1	0.521
WDR92	-0.2462
LRP1	0.439833333333333
ANKH	0.010875
THUMPD3	-1.23375
POLR1B	-0.95075
OLFM4	1.29466666666667
RAD9B	1.21325
TSPY2	-4.036
PAX6	-2.24466666666667
SCG2	-3.65
SLC17A6	0.55775
FMO3	1.230375
PADI4	-0.223375
TUBB4	-0.8072
NLK	-0.10475
POU4F3	-0.3705
SDF4	0.242
ITGBL1	1.1775
NETO1	-1.8415
TAP2	0.30675
ABBA-1	-0.146583333333333
GNAI1	-1.59
VPS4B	-0.29375
NOPE	-0.8563
GALNT6	0.144166666666667
SESN1	0.14175
GBE1	-2.37366666666667
CLASP1	0.368
RASGEF1B	0.62775
ACOT11	0.333857142857143
AFAP1	0.9115
OR2H2	0.21075
DPY19L2P1	-1.27575
DZIP1	-2.861
SEC22C	-0.0185833333333333
GPR161	-1.40766666666667
RNF146	-0.38175
WDR74	-0.87775
GALP	-0.758
PURA	1.90375
DNPEP	0.286833333333333
RP11-78J21.1	-1.80525
ERBB2	2.52475
FANCM	-1.19191666666667
NEO1	1.539
DDX3Y	-5.2364
RPS3A	-0.122
MXRA7	-0.347571428571429
LGALS3	-0.0898333333333333
GLT8D1	-0.0295
CFL2	-2.81816666666667
UPB1	0.2525
NAP1L5	0.436
CLDN14	0.07825
DHX38	-1.29675
BTBD1	-0.59075
TARS2	1.28833333333333
ABCF1	-1.0201
FCF1	0.0158333333333333
LRRC49	0.92325
GUCY1B2	2.031
C1orf177	1.906
SMARCA4	-0.630857142857143
LRP8	-2.727
TAGLN3	-1.26575
MRPL14	-1.4065
TTRAP	-1.53475
ZDHHC20	0.17125
NFE2L3	-0.73425
KIAA1377	1.223625
PALMD	-0.0143
TMEM43	-0.49625
TTL	-1.23375
STAT5B	-0.673666666666667
SSB	-0.846875
OR10H5	0.341
SLC22A13	-0.304
AKAP3	-0.8315
TIMM23	0.171666666666667
OAS2	1.97883333333333
KIAA0423	0.1185
TRIM11	0.725333333333333
GLIS3	1.45575
TMEM50B	0.199166666666667
ARHGEF4	-2.32325
DEGS1	0.929454545454545
TBL1XR1	0.528566666666667
G6PD	-1.8875
SP140	0.8986
MUC17	0.144153846153846
NUDC	0.0834
DNAJC5B	3.13866666666667
SCARA3	0.679
CPA3	4.74583333333333
BCAT2	-0.012375
MFN1	-0.6244
NRG3	0.265
SNX11	0.60125
PLEKHH1	-1.60616666666667
GPR177	-1.19916666666667
HCFC2	-0.042
TCAP	-0.632
MOCOS	-0.53775
C14orf93	0.1075
PRDM10	-0.530666666666667
SLC16A4	0.724583333333333
SRGAP1	0.243333333333333
VIP	0.517
DUSP27	1.76183333333333
LILRA1	1.631
MC2R	0.561
MGC24103	-2.16025
MBTD1	-0.9875
FUT11	-0.657833333333333
USP33	0.6786
C15orf39	-2.0265
MAP3K12	0.760875
PAAF1	-0.747
BARHL1	-0.137
FLJ16165	0.1675
PIWIL2	-2.95175
SYNE1	-0.0520833333333333
CMTM4	0.1555
TSPYL1	-0.6452
GUF1	-0.595833333333333
TMEM157	1.018
WDR44	-0.24775
HIST1H3C	-0.145
DKFZp666G057	1.695
RNPEP	1.35725
GAS2L2	0.756166666666667
ADH4	-5.6115
GRPR	-0.252
FBXL17	1.83525
ZBTB10	0.04675
Gcom1	-0.233666666666667
HTRA1	1.3983
ZNF585A	0.5855
SLC26A2	0.665928571428571
OTOP3	0.139833333333333
WISP1	1.49633333333333
ATP2B4	0.730833333333333
FLJ10769	1.02
CRAMP1L	0.19825
CHST12	-1.8275
RAB22A	0.153333333333333
TARDBP	-0.152642857142857
STAU1	-0.13925
CRB3	2.48016666666667
MIG7	-1.84425
CHMP1A	-0.581833333333333
ZNF160	-0.042
B3GALT6	0.155875
BARX1	-1.38766666666667
C6orf167	-2.85525
NXNL1	0.614
DHX29	0.7735
HADHB	-0.25675
PLXNB2	1.021125
ILDR1	-0.32
SLC15A3	3.19925
GAS2	-5.68266666666667
C20orf69	0.2125
NUMB	0.27425
TNIP1	0.4655
MESP1	-1.67066666666667
PSKH1	-0.77525
NSFL1C	0.0345
RHOG	0.1585
HEY1	-1.9225
KNG1	-2.3975
ITGAX	2.3123
LIN9	-0.342166666666667
CANT1	-0.16525
XRN1	0.2235
CCDC96	2.7306
HEATR6	-0.651
GNG7	0.776916666666667
RUNX2	1.2855625
SOX1	0.645666666666667
FCRL5	0.1062
ZNF99	0.00374999999999999
FAM9A	0.3175
SNX22	0.757333333333333
MBNL3	-1.32
ODC1	-3.2697
ADORA2B	-3.85666666666667
NR2F6	-0.20925
ZFYVE16	0.202333333333333
SYNJ2BP	1.0369
POLE	-0.908375
E2F2	-1.417875
THRA	1.08333333333333
PTGES2	-0.8725
HIP1R	0.594666666666667
TMUB1	-0.118
ENO3	-1.45925
RSPH10B	-0.662
CXorf39	1.211
IRGC	0.1685
GPR109B	-0.71725
FLJ13305	-0.119
LCE3A	-0.2655
TNFRSF18	0.0625
DET1	0.5445
TRPM3	-0.382363636363636
C16orf79	-0.853
FECH	-0.6575
RAP2A	-0.562166666666667
CRIP1	3.156
AZIN1	-0.518875
SLC7A7	3.5825
IL10RA	0.7641
TMEM64	-4.59425
CDC42EP4	0.6543
C16orf58	0.3854
ARG2	-2.17825
POU5F1P4	-4.44175
FAM62B	-0.2465
DNAH8	-2.2754
ASH2L	-0.209375
TSLP	-4.735
CNTNAP5	-0.943
TMEM16C	-1.5895
IFNA14	-0.074
SLC1A3	0.6405
CABYR	2.77525
BCL7B	-0.1788
NUDT13	-0.639333333333333
C13orf28	0.45925
C1orf53	2.211
ARL6IP4	0.4654
RPL35A	-0.42025
EMR3	1.061
RAB40C	0.697833333333333
SLC41A1	0.151666666666667
LRCH1	0.00675
LY6G5B	-1.0685
FAM124A	-0.855
MGC10981	-1.5135
CLIP3	-0.1093
MAP4K2	0.3165
CHIC1	0.3975
SULF1	4.6505
C20orf30	-0.366642857142857
PRDM5	-1.2035
ELOVL1	-0.29525
C11orf48	-0.519
SLC39A10	0.71125
KCNV1	-0.0473333333333333
ACP1	-1.35916666666667
ZMYM2	0.41025
B3GNT6	-0.5625
C9orf69	-0.31475
C2orf15	2.78375
C20orf166	-0.0985
HSP90AA6P	-0.1905
EDG7	-1.0665
NEURL	1.522875
LPL	0.442333333333333
CLEC2D	-0.0546428571428572
GRRP1	1.35416666666667
CD8B	-3.299
HIST1H3D	0.444333333333333
SLC6A12	-0.09875
FAM27L	-0.2215
CD84	2.0378
RASA1	-1.157
PHKG1	-0.2565
MAGEA11	-1.7135
IMPA1	-2.5074
NPM3	-1.12025
RARRES1	2.6215
SH3BP1	0.626875
B3GNTL1	0.4395
ARPC5L	-0.464166666666667
KLHL26	0.789
SIM2	1.204875
GJC1	0.7695
C20orf194	-0.01975
EXO1	-2.63875
SLC2A2	-2.54733333333333
LOC285074	-0.9385
LRG1	3.06725
KIRREL	-0.1275
PIK3R1	2.22735714285714
C4orf34	0.92925
MAF	-2.09555555555556
ADCY4	4.09466666666667
ZMIZ2	0.7958
SLC46A3	0.28
STAMBP	-0.482833333333333
CCDC16	-0.157
MS4A12	0.0465
TCF20	0.65875
LRRC46	3.2
C20orf152	0.55575
MRPS6	-2.163
ABCB11	0.282
KCNC2	0.764
CDH19	-3.20916666666667
C9orf123	-0.171
SSH3	1.688625
LDLRAD1	0.58375
CCBE1	0.68675
ZNF135	-0.788
TAAR1	0.494
WFDC12	0.8955
CCDC42	0.0821666666666667
FLJ12529	-0.30075
PER1	-0.409
TIMM50	-0.276666666666667
SMARCAD1	-0.9015
FAM26C	1.257
TP53TG3	-2.97216666666667
SH3RF1	2.5294
LMCD1	2.91125
GPR63	-0.198
FLJ21986	-3.05375
AIFM3	-1.17375
MICAL1	0.0358333333333333
BLZF1	1.15616666666667
IQCA	4.91916666666667
PCDHGC3	-1.373
SAC	0.683
BCL6B	2.24033333333333
DDO	0.44
MARCO	0.786
DCHS1	0.857166666666667
C1orf170	1.33666666666667
CD200R1	0.475
C22orf15	-0.3965
SEPT11	0.251
ADNP	-0.68675
UST	-1.8644
C13orf34	-0.967333333333333
RFFL	0.937714285714286
APBA3	0.341
C2orf60	-1.041
CUTL1	-0.6028
PMS1	-1.231625
ZNF689	-0.033
EIF3E	-1.42166666666667
IL9	-0.343
RPL31	-0.283125
LY9	-0.5235
ATP2B3	0.24625
KDELR2	0.115125
TFCP2	0.172875
NLRP12	0.716375
FLJ45422	-0.53275
TLE4	-1.6583
ZNF570	0.0535
FLJ43806	-0.3495
TLK2	-0.443
CIR	0.83625
MARS2	-0.8515
COL24A1	1.5995
SDF2L1	0.1715
HIBADH	-0.560166666666667
IGFBP3	-2.46292857142857
C12orf23	0.02875
PSPC1	-0.04375
C20orf43	-0.2435
TRAV20	0.058
ARHGAP24	0.083
KIAA1975	-0.185125
C1QA	3.712
DNTT	-4.78916666666667
C10orf6	-0.0439166666666667
C11orf41	-0.2895
HNRPF	0.123625
COL11A1	5.50516666666667
UBAP2	-0.4545
CDKN2AIPNL	-1.0635
C20orf174	1.82275
SPRED2	0.7725
PLA2G12A	0.614
ICEBERG	-2.9605
SCN10A	0.743
C11orf65	-0.0345
GBP5	3.7465
PITPNC1	-1.1455
POU3F3	1.2595
NCOA7	-1.16925
LIN7C	-0.2685
LOC348840	-1.316
NKX2-2	-3.0665
ANKRD13D	0.472125
LOC123688	-0.54925
FUT2	2.59516666666667
TAAR8	0.901
FZD4	-1.05225
PNMA3	-0.967833333333333
OR4L1	0.6455
WIT1	-2.62775
EXOC3L	3.43625
ATPBD4	-0.4086
KRBA1	-0.75
UBXD6	-0.5965
HOXB7	0.209857142857143
C7orf23	-0.7605
UNQ338	-1.46575
STAB2	0.3975
CDC20B	1.371
IRF9	2.0655
CENTG1	0.522916666666667
TNPO2	-0.66
MCPH1	0.147125
BMS1P5	-1.01575
SLC26A7	0.00499999999999999
HIST1H3J	1.22975
C9orf3	-0.2355
LBH	1.02075
MYO1D	0.768625
PTDSS2	0.04025
NFU1	0.196
DEPDC4	-1.4675
WNT7B	1.9252
GLP2R	-0.814666666666667
SETD4	-0.3303
DYNLT3	-0.1371
FKBP11	0.4685
SESTD1	1.50983333333333
FLII	-0.0985
RPS16	-0.562
CHPF	-0.694
CSNK2A1	-0.471833333333333
SUMO1P1	-0.70775
FKBP6	-1.073
ZNF214	1.458
TWIST1	-0.390333333333333
DDX56	-0.8365
TRAM1L1	2.0583
EPO	-3.0935
MRPS18B	-1.16
ZNF682	-0.1465
RPL14	-0.1925
MAFF	-0.66325
LOC51136	-0.769625
LY96	0.72325
DDX20	-0.15575
ABTB1	1.0845
ARL5A	-0.3278
CCT6A	-1.54
HEPACAM	-1.93166666666667
EHHADH	-0.993333333333333
RBAK	-0.0263333333333334
CGB1	-0.2345
ITGB5	0.5034
YIPF3	-0.7515
FKBP2	1.24575
NR1D1	0.0326
TMEM110	0.747
NEK2	-0.837
PRAMEF8	-3.06925
C20orf52	-0.0533333333333333
PCDHGA3	-1.01
VWA3B	0.56775
NDUFA5	-0.3685
THAP9	-0.7345
FLVCR2	-1.09316666666667
AP1S1	-1.7345
SMAD6	-0.65275
SAV1	0.51525
SAT1	0.477375
ZNF251	0.491
ADAMTS7	0.8739
RPP38	0.034
C1orf211	0.222
YPEL2	2.31345
RBMS1	-0.249
ZNF445	-0.2385
NRXN2	0.974833333333333
PGBD4	-0.2185
UGT2B28	-2.974
WBSCR16	-0.4937
NLRC3	-0.01175
ASTL	0.33425
ST6GALNAC1	-3.32475
ZADH2	-0.126375
MLLT4	0.693916666666667
ARL6	-0.5085
MEF2C	0.8585
CBFA2T3	-2.3875
AFF3	2.51985714285714
COG7	1.057
MYB	-0.6785
PLXNA3	-0.13
XRCC2	-2.6065
MMS19	-0.48275
ST8SIA5	-1.069
CHPT1	-0.2415
KIAA1712	-0.294875
OR6X1	0.315
ACTR3	-0.682625
UGCG	2.87866666666667
OR4P4	0.523
ZAP70	-2.873
LPP	1.42775
ZNF485	-0.2145
PTPRCAP	-0.80175
IL12RB1	0.47
ATRX	-0.0366
CHST8	3.126375
C14orf109	-0.50125
ARV1	1.12425
NMB	-2.92642857142857
COX5A	-0.843333333333333
EIF6	-0.5085
MPPED2	-0.991
SEMG1	-1.657
CHRDL1	0.1475
TRAF3IP2	0.13
WNK2	0.8125
LILRA4	2.5825
LAMA2	3.13875
PXT1	1.121
RLBP1	-3.327
CD300C	0.559
SLTM	-0.12725
FLJ10404	0.308
APOBEC3D	-1.68716666666667
RENBP	0.377
ATXN7L1	0.366125
NID1	-0.524
TUBGCP3	-0.810875
ITIH5	0.390166666666667
CCDC110	3.041
C8A	-3.309
MGC87042	-0.78925
HOXC13	1.738
TFDP2	-1.61675
HCP5	1.34075
POLI	0.998
UCN	0.330333333333333
ZNF764	0.660833333333333
C8orf45	0.79775
FHL3	-1.08825
SPATA5L1	-1.2785
MMRN2	2.7775
NDST1	0.807833333333333
COL20A1	-0.0575
ZNF248	-0.885166666666667
PELP1	0.322
MBL2	-3.71633333333333
RNF41	0.293875
C5orf24	1.115375
THOC5	-0.69875
SERINC3	-0.410333333333333
RP11-151A6.2	-1.5105
CDCP2	0.17775
HIST1H2AA	0.0405
C11orf75	-0.735666666666667
FKBP7	-1.073
DDOST	-0.332
GPNMB	0.137833333333333
TTF2	-1.2975
KCNT1	-0.078
SLC39A14	-0.787875
NGRN	0.5121
GPR137B	0.43725
MECP2	0.387
PSMA1	-0.682
C16orf73	-5.30625
TMEM60	-0.215166666666667
CSN3	-0.1055
NOS1	0.4295
RAB7L1	0.0923333333333333
YBX2	0.015
KIAA1166	-1.135
FUBP3	-0.433
ABCG1	2.0955
ACACA	0.264583333333333
ARL11	2.7221
ATOH1	-0.199
ODF1	0.557833333333333
CREB3L3	-1.32083333333333
TMEM127	1.158
DSCAML1	0.1105
PLN	0.907166666666667
LYPLA1	-1.84916666666667
PRDM9	-1.609
SASP	-0.443
PLUNC	0.1215
INTU	0.708
HISPPD1	0.698
LNPEP	0.116166666666667
YARS2	-1.00233333333333
APCDD1L	-1.515
ZCCHC4	-0.3191
FBXO22	-1.08083333333333
TTLL13	0.107
ZNF669	0.516666666666667
PTGDR	1.33175
DDX27	-0.2895
KIAA0409	-0.263833333333333
GJB6	0.01475
ASB8	1.12425
PLP2	-0.443
MEPE	-0.13675
OR10J5	-0.2855
KRT222P	2.45075
COQ7	0.9705
C1orf101	1.593
RERG	3.7541
CHMP5	-0.135125
THAP11	-0.727125
ZNF43	0.0656666666666667
ZRANB3	-0.663833333333333
KRT13	4.2725
MRPL19	-0.3315
RBBP9	0.097875
SPATA17	1.877
BXDC5	-0.524666666666667
PAFAH1B1	-0.736166666666667
MAGEE1	-0.111
OSTF1	0.372
KIAA0323	0.593166666666667
TXNDC13	0.2935
CNTN4	-0.05025
LCE1B	0.703
UNQ501	1.723
ZNF154	-0.158
C3orf64	-1.15975
SYT5	-0.0743
PON1	0.08
FLJ10357	-0.083625
ATP4A	-2.5695
GNPDA1	-0.400666666666667
MGAT1	0.4985
C14orf121	0.7445
SLC35B2	-1.16775
MIER3	-0.0428333333333333
CHEK1	-4.076375
ZNF8	0.1625
TXNDC1	-0.994666666666666
CKB	-0.819
RTN3	0.642214285714286
FZD2	-0.833333333333333
PART1	-0.690375
PSMB6	-0.4445
PCDHB8	-1.7745
PHC3	0.1691
PPP1R8	0.2365
NOVA2	1.60916666666667
TNFRSF11B	-1.29
GOLPH3	0.866333333333333
UBLCP1	-1.038
SUHW3	-0.3745
TTLL1	1.6575
OPN4	0.228
OR13G1	0.288
ZPBP2	0.307166666666667
HSD17B11	-1.343875
C9orf50	0.2715
DHDDS	0.310785714285714
CTSW	0.7022
NEFM	-2.28166666666667
MRPL28	-0.23575
SYN1	1.05666666666667
PIGV	0.661
ZIM2	-0.96425
APBB1	0.351666666666667
SND1	-0.25175
C1orf123	0.138333333333333
CHD3	-0.0755
BHLHB8	0.542
RNASE2	0.629833333333333
BCAP31	0.149
SLC25A44	0.922833333333333
CHD6	0.315
PIB5PA	2.25023076923077
SELS	0.163
LOC541471	0.20875
FAT2	0.1135
ZNF81	0.1605
OR4C16	0.6715
FLJ10081	0.3246
LRRC4	1.6685
CS	-1.0345
N4BP2	-1.11725
IGFBP7	0.68925
ZNF318	-0.750666666666667
NDNL2	0.45225
ZNF609	0.178375
SIRT4	0.75825
EXOSC10	-0.2385
ECE2	-0.23425
OVGP1	2.5835
GTPBP3	-0.5505
PACS2	0.646
C19orf36	1.39416666666667
ARL4C	-1.127
ATG4B	-0.463
UBQLNL	1.139
RHOXF2B	-3.4435
PLEKHG2	-1.28
GALR1	-0.734
AQP4	-0.195166666666667
HDAC7A	0.977
DCUN1D3	0.75825
OR8A1	-0.3785
CCRN4L	0.899125
CBR4	0.174166666666667
KIFC1	-2.10483333333333
SLC7A14	-1.364
LHX5	0.9565
TRPC7	-0.0785
LPXN	0.19625
SERPINA1	-1.473375
RPS13	-0.3857
BPIL3	-0.444
PRKAA1	-3.01075
FADS2	-1.2653
ENAH	1.129375
PRO1768	-0.496
APBA2BP	0.62275
LIPH	3.2165
C3orf33	-2.5555
RCC2	0.421428571428571
ALDH1A2	-3.2729
RNF103	1.93225
AHCY	-1.085125
ALG12	0.92
CCL17	0.86525
ZNF543	1.17616666666667
ESRRG	3.9615
CNGA1	-1.03325
RDH5	-0.642333333333333
OTX1	-0.337
PTGFR	-2.60683333333333
CDR2	0.380875
SELE	4.46625
NLGN2	-1.03516666666667
EXOSC9	-1.0975
ZNF566	0.00599999999999998
KLRC2	-4.159
GPR12	1.322
KIAA0196	0.003
PDRG1	-0.499
SSR3	-0.549714285714286
MSI1	-0.598
CST9	0.153
CC2D1A	0.45125
PLAGL1	-1.21833333333333
ZNF778	-1.11
RNF2	0.9175
KLF6	0.389166666666667
THBD	2.03283333333333
tcag7.1314	1.92975
NR5A1	-0.110333333333333
ABCD2	-0.90525
DNAJC7	-1.6275
CLEC4C	-0.3455
TM2D3	0.04575
CCDC4	-1.578
PLAC2	-3.456
DCD	0.509
FAAH	1.9595
POLA1	-0.291166666666667
TM7SF2	-1.0245
FLJ39822	0.212166666666667
FLOT2	-0.361875
MAP4K1	-0.4905
SRP68	-0.205875
C21orf74	-0.143
ARPC5	0.29525
LOC126075	2.61775
HECW2	-0.000500000000000028
ZDHHC4	-0.86625
ANKRD42	2.2357
PDE9A	0.00916666666666667
ABCA8	-0.875
NDUFS2	-0.04525
UBR5	-0.42675
BTBD16	-3.0445
LOC554174	0.57
ZNF20	1.0605
KIAA1843	0.0695
WDR17	1.428125
C15orf33	1.0195
RNF113A	-0.6505
CAMKK1	-0.4111
CLCN2	0.4995
ANXA6	-2.126
LOC340069	0.5415
EMID1	1.192
DPM3	0.676333333333333
ELA1	-0.3385
SLC25A13	-0.9955
KRT24	-0.031
SMPD1	-0.119666666666667
TH	0.07925
COL6A2	0.0458571428571428
ANKS1B	2.04225
GPR126	-3.4487
ZC3H12A	0.583
TMEM47	0.328
C2orf51	-0.490833333333333
C1orf88	4.23883333333333
HSF2BP	-0.281
AKAP10	0.20975
RPAP3	-0.851
KLHDC8B	-0.23225
STOM	1.6103
MUPCDH	0.027
C10orf72	-0.813875
PLEKHA3	0.398833333333333
TCP11L1	-0.857
CWF19L1	-0.440125
SPEF1	2.81123076923077
YSK4	1.37325
ELN	1.5656
SAMD8	0.688166666666667
MPI	-0.555333333333333
MEPCE	0.1163
ABCC3	-2.36625
NANOGP1	-4.292
KCNK17	0.223875
HLA-DMB	4.55816666666667
RRAGA	0.73775
ANGEL1	0.36625
RBM32B	-0.118
CPN1	-3.47725
MGC52282	-0.8492
HLA-A	0.972
OR9G4	-0.0665
EDNRB	-2.3555
SCD	-1.88435714285714
C14orf80	-0.5025
BAGE2	0.8175
RABL4	1.4255
RCVRN	0.3695
SHANK1	0.2285
NLRP7	-3.6005
CD226	0.8755
STAT3	1.48575
SYNJ2	-0.3146
TPCN2	-1.14983333333333
WDR36	-1.67541666666667
MBD4	0.0175
ROBO1	-1.1136
ST3GAL6	-2.89775
SLAMF8	2.4025
ATN1	1.03333333333333
GPR141	0.5155
KRT36	-0.6075
TPH1	1.209
DDX52	-0.44925
ZSCAN29	0.491666666666667
TRPT1	0.0728333333333333
DPEP3	0.7385
DENND4A	-0.46325
TSPAN16	-0.2755
PTCHD2	0.2275
LOC145814	-0.44425
CAP1	0.286666666666667
EIF5A2	-1.953
NT5DC3	-1.527125
SEPT9	-0.581125
SEZ6L2	1.11625
EGFLAM	3.818
VPS11	0.789625
NDUFB5	-1.18283333333333
CIDEA	1.34366666666667
IER5L	0.4425
N6AMT1	0.143
FAM83C	-0.26425
OXR1	1.03133333333333
IRX1	-0.542
DGKB	-0.6212
GCN5L2	-0.8245
MIR16	0.875
FBXW9	0.08325
WDR4	-1.61666666666667
PDC	-0.25
VPS33B	-0.65575
HEXB	-0.549
FLJ32214	1.37325
TCEB3	-0.94975
CRLF1	-4.569
ABI3BP	-0.24625
C8orf22	-4.30175
PYCR1	-0.711375
KIAA1706	1.7725
CDK5R2	1.001375
WAS	0.541
C12orf60	0.2545
CCBL2	-0.4755
MADD	0.0635
C5orf34	-2.33725
WDR42A	1.0282
KLF12	-0.71475
HSPA1A	1.92525
ITM2C	-2.40483333333333
DAPK2	3.75533333333333
LOC442590	1.054
SUMF2	0.053875
CENPA	-2.43492307692308
TMED5	-0.93175
CDH6	-1.2665
BRP44	1.013625
THG1L	-0.21875
GABRA2	-3.03425
C14orf166	-0.13875
MYL1	-2.63283333333333
TNFSF18	-0.0285
PAP2D	-1.76683333333333
PPIB	-0.04875
KLHL4	-1.110125
SFN	0.241166666666667
CCDC127	0.44075
FRAP1	-0.2675
GOLGA5	1.02925
SDCCAG1	0.05075
MGC21675	0.246666666666667
C10orf95	0.5965
KIAA1345	0.292666666666667
C1orf163	-1.5095
LACE1	-1.50816666666667
OR10K2	-0.4025
CENPN	-2.93908
TMED2	-0.61275
UGT1A6	-1.5875
ANG	0.868
U2AF1	-0.972
CASC2	1.28633333333333
NMT2	-2.507
OSGEPL1	-0.766625
DFNB31	-0.32
SLC6A20	0.435
DKC1	-1.22125
FXYD4	-0.94725
WDR64	-0.10425
MGC5590	0.1885
CREBZF	0.107666666666667
DAZ1	-0.351
PRPSAP1	-0.73475
GCHFR	-0.7645
TTC7A	-0.794
LOC196993	1.60775
UBD	2.54183333333333
S100A1	0.518375
RPL6	-0.096
DNAJB6	-0.10505
NAGS	0.7081
C2orf58	0.3275
KERA	0.705833333333333
MT1X	-1.2511
UBE2B	-0.1218
KEAP1	0.8905
MST1	-1.850125
OMA1	1.006
ABLIM2	2.284
BCL2L13	-0.0703333333333333
JAZF1	-0.197166666666667
TMEM63B	0.7055
S100A8	-0.8366
ARFIP2	0.963
UROS	0.57525
KHDRBS2	-1.667
POLQ	-2.611875
SOAT1	-0.44625
SPAG4	-1.38575
MRPS30	0.262833333333333
LOC494141	-1.58525
OR2T11	0.8755
ORAOV1	-0.2662
ZNF184	-0.863666666666667
TCEB3B	0.115
ADAM21	-0.459
GDPD1	1.33875
SPINLW1	0.2525
PRR14	0.6965
KCTD9	-0.1061
NUDT3	0.442
KIAA1822	0.3475
HIST1H4K	1.596
DFNA5	-2.24275
GABPA	-0.381
