Hybridization REF	TCGA-BH-A0BQ-01A-21R-A115-07
SLC6A14	-0.2865
DDX4	-0.258
PRRC1	0.6585
AP3B2	0.929
TRGV7	0.242833333333333
TMEM184B	1.41075
ADPRHL1	1.85633333333333
C21orf45	-1.187875
ARNTL	0.61775
AADAT	-0.8305
CCL2	1.65016666666667
SNTB2	0.135666666666667
RGS9BP	-1.0955
KPNA1	0.2035
TMEM41B	-0.598666666666667
S100A11	0.946
DOT1L	-2.198
EFHC2	2.168375
CLTC	-0.164
SRP9	1.15235714285714
ZNF521	0.657
FAM26F	0.39775
GPR88	1
COL13A1	0.0476666666666667
CHMP4B	0.4638
SIGLEC6	0.341833333333333
NFAM1	0.193625
PVRL2	1.2535
ALKBH4	0.081
CCDC93	-0.2504375
NXT1	-0.519
KCNK4	0.926
TROAP	-2.52433333333333
KCNA10	-0.01625
CCDC114	0.229666666666667
RAN	-0.730333333333333
LMTK2	0.064
LOC400657	0.526
UFC1	1.972
UBE1DC1	-0.8525
EEF1A1	0.749444444444445
CHAC1	-1.138
HMGA2	-5.1298
B3GALTL	0.303
ING2	0.29975
C1orf109	-0.79375
INTS3	0.487375
ZNF558	0.41175
TRPM4	1.8875
LTB4R	-0.645
ISYNA1	-0.0805
LSM7	-0.7245
LRRC47	0.1883125
ZNF179	-1.90166666666667
EXDL1	0.473166666666667
SLC4A10	-0.75775
ACSS2	-0.586833333333333
COPS7B	-0.2305
KIAA0040	3.3585
C1orf95	0.728
AP1GBP1	0.1765
OR9A2	0.567
FAM71C	-0.0993333333333333
RIN1	-1.19216666666667
ITGA4	-1.325125
DNAJC6	-0.885833333333333
CLOCK	0.623166666666667
SLC35A4	0.362
DSG4	0.551
LOC26010	1.335
NSUN2	-0.563
TMEM86B	-1.8921
C14orf135	-0.54375
KIFC3	-1.127
PHF5A	-0.309
NCAPH	-2.355125
STK11IP	0.38525
FLJ42953	1.22925
CCDC19	3.59533333333333
ZNF329	-0.035125
TAX1BP1	0.312333333333333
ZDHHC18	0.281166666666667
C10orf88	0.20475
TMBIM4	1.0199
NMUR1	0.582
KIR2DS4	0.4155
C9orf90	-0.044875
MGC87631	-0.58
KDR	2.982
ST3GAL2	-0.76775
RLN2	1.39283333333333
HPD	-3.66
MOXD1	-1.898
PDGFRL	2.86916666666667
SMYD4	-1.14742857142857
FAM103A1	0.0188333333333333
MFAP4	0.771
LOC285141	1.6865
TMEM45B	-0.479375
SMCR7L	-0.358857142857143
GZMH	3.74175
CBLN1	-1.47683333333333
CNNM1	-0.23
PHF17	-1.0005
NUP98	0.0763333333333334
RMI1	-0.3425
PTPRS	-0.140875
ANKRD57	1.425
CLDN15	-0.385666666666667
OR51A2	-0.005
GUCA2B	0.1875
DOCK9	1.301
ITGB1BP1	-0.6305
DLG2	-0.137625
BRAP	-0.01925
SESN3	0.63575
ZC3H7B	0.70275
FAM101A	2.82433333333333
FKSG24	-0.76925
ZYG11B	-0.207
RFC2	-0.8395
SH2D3A	1.27533333333333
DVL3	0.369416666666667
ADFP	-0.698
KRIT1	-0.325875
SERTAD3	0.7925
LEFTY2	-2.22725
KRT27	-0.421
SCFD2	0.29075
MN1	0.38475
RORA	0.477
PTPRD	0.75675
PIAS2	-0.677833333333333
CYP4X1	4.6445
FBXL15	-0.0065
MYH15	-0.599
CRX	0.126833333333333
TBC1D13	-0.0905
SLC22A17	0.917333333333333
PLK2	1.022
ARHGAP9	1.379
EIF1B	-0.7325
C20orf185	0.1215
DEFA7P	0.4535
PRIM1	-2.4905
CRYAA	-1.70925
BACE1	0.02825
AGTRL1	0.773666666666667
ACAD9	-0.15775
GRASP	0.85475
RBP4	-3.02366666666667
TFB2M	0.104
METTL9	0.2099
ATP5O	-0.70675
SP100	0.8992
CPSF1	-0.1635
S100A4	-0.68975
LIME1	-1.1995
GPR137C	-0.10875
OR2A2	0.306
C2orf29	-0.1815
NUP188	-0.339
SDPR	1.52375
RAI1	-0.01725
RPS20	-0.7709
LAMB1	0.4305
ADM2	1.55316666666667
ZNF229	0.40525
DKFZp434K1815	-1.131625
EPN3	2.11766666666667
CLIC3	-1.15225
MEIG1	0.5675
HMGB4	-0.0895
STARD10	0.8625
KLF8	2.3565
EPB41L2	0.574833333333333
JMJD6	-0.5405
CTSL1	-0.396833333333333
GPR27	1.6925
ELAVL4	0.872625
MMP21	0.056
PPM1B	0.479625
SUV39H1	-1.04525
AAMP	0.39975
TUSC4	0.357
MBD6	0.083
KLK13	-0.629875
FMNL3	0.8895
TRIM13	0.176333333333333
C15orf5	-1.839
IQCF1	0.079625
CACNG8	0.2415
SLC35D3	0.208
ZDHHC9	0.7255
ODF3L1	0.27525
C9orf86	-0.3836
TSEN2	-1.05625
C17orf64	0.466
SEPX1	0.4679
TSPO	0.271333333333333
SYMPK	-0.5455
ADORA1	1.78725
TSPAN10	-0.15675
SEMA6C	0.571333333333333
RTTN	-0.3842
IL2	0.755833333333333
ARRDC3	0.27925
TBPL1	-1.47366666666667
STX12	0.87175
MRPL39	-1.14175
OR8H3	0.4415
IFIT5	1.73816666666667
CASC5	-2.410875
FAM46A	-0.908833333333333
HPCAL1	-0.64575
CYLC1	-0.258
VGLL2	0.15075
C20orf191	-0.00324999999999999
CDH1	1.45225
ITPA	-1.0835
CCDC101	-1.09475
D15Wsu75e	-0.0285
EDA	-0.992
CREG1	0.4945
OR7G2	0.582
SAP18	0.674916666666667
IFIT1	3.26525
CALML3	2.73116666666667
FLJ37440	2.2615
FNDC5	0.05025
SERPINB6	0.652928571428571
JUNB	2.0316
SYS1	1.55825
SCN2A	0.5355
ZKSCAN5	-0.7222
WNT7A	0.341666666666667
TSHZ3	3.318
RNF148	1.837
H6PD	0.498625
CAD	-1.1235
ZNF449	-0.53025
DOCK10	0.0745
FAIM2	0.821
HEXDC	0.18475
PRB1	-0.23525
C14orf148	0.436
ETHE1	0.91225
IRF5	0.3278
GNMT	1.5085
MGC16291	-1.218
RPAIN	-1.10557142857143
CAGE1	0.333
CNTNAP3	-2.12975
ACTR1B	-0.16
EEF1E1	-1.572
MSX1	-0.03125
ESF1	-0.932
HSPC171	-0.74975
MRPL2	-0.784666666666667
RDH12	-0.608333333333333
CELP	-0.207
METRNL	-0.60975
C10orf116	3.299
C19orf48	-1.2115
ZNF346	0.134625
NCR1	-0.581
C10orf64	0.1435
CD52	1.22975
VPS18	0.540625
AP4S1	0.243333333333333
NPBWR1	-0.279
TPK1	0.9835
UBA52	-0.726166666666667
RIPK1	0.861333333333333
CPNE3	-0.3368
HSPC159	0.665625
C8orf38	-0.16225
LRRC4B	-0.2775
PARP10	0.273
ANKRD50	1.032625
CXCL9	5.96525
FGF18	1.71109090909091
EIF2A	0.50475
SLC20A2	0.913333333333333
KIAA1549	0.0985
SPINT1	1.7799
ZNF584	0.1
CRBN	0.765166666666667
ABCF3	-0.00766666666666667
NCBP1	-0.308833333333333
PLA2G4F	0.299333333333333
PCDH10	-0.66925
TTC21A	0.762
C20orf144	-0.383
FGFR1OP2	-0.512333333333333
SLC9A1	0.6472
CHRND	0.163
FOXF1	-2.13975
KIAA1467	1.66425
TPO	1.313
LTF	4.10614285714286
DNAJB9	0.668
MRPS27	-0.097
bA16L21.2.1	0.23925
WBP2	-0.107666666666667
MRGPRX3	-0.704666666666667
PRPF18	0.76175
C10orf58	0.85475
SMOC1	-2.6669
ADAT3	0.255333333333333
TMEM138	-0.3295
TMEM131	0.45475
TIMM8B	-0.42875
MYH7	-0.333
ST6GAL2	1.81225
KIF1C	-0.3775
SUHW2	-1.3195
PAPSS1	1.0335
CABP2	-0.353
HOXA4	-0.504
ELF2	0.047
SEMA3D	1.5219
MC5R	0.425
OGFR	-0.301
FLJ30092	-0.202166666666667
TGFA	-0.6026
MMP17	-0.459
KIF15	-3.214
CHIA	0.4155
CATSPER3	-0.13675
CEACAM7	1.13325
PADI2	2.249125
HOXA9	3.94033333333333
LNX2	1.248
TMEM144	2.06275
HIF1AN	0.75325
METTL7A	-0.3632
C6orf165	3.94
KIAA1468	0.182375
DSG3	3.5205
ZNF180	0.6915
EIF4E3	1.781625
SLC46A1	0.469
DKK1	-2.445
ZNF205	0.301833333333333
LOC162073	1.42683333333333
COX7A1	4.08225
MAGEA1	-4.97216666666667
NEDD8	-0.287333333333333
KLHDC5	-0.0133888888888889
C3orf19	0.0755
MRPS2	-0.97325
POLR3H	0.268285714285714
ABHD11	0.599
TMEM17	1.36625
PAIP2B	-0.463
MAT1A	-3.8235
LGI3	-0.085
THUMPD2	-0.1985
TKTL2	-0.61975
XAGE3	-2.82933333333333
CALM3	-0.120083333333333
C6orf136	-1.19733333333333
KCNC4	0.738166666666667
RGS9	0.965833333333333
ACIN1	-0.378166666666667
SPATS1	1.17425
XKR8	-0.29375
FAM84A	1.91733333333333
MS4A7	5.02218181818182
AGXT2L2	-0.04775
OR1F1	-0.105
SMAP1L	0.245
IPO11	0.539
ZC3H11A	0.340625
C1orf151	0.294875
RNASEH2A	-1.8335
CCR10	-1.3245
TXNDC11	0.324166666666667
TMEM112	0.5165
MAP1B	-0.592357142857143
NVL	0.523
PKM2	-1.1374
ARC	0.265
NUP54	-0.3485
PPFIBP2	2.09183333333333
STAT2	1.1505
PTAFR	1.91766666666667
ROBO2	-0.406375
RNF40	0.524333333333333
CCDC135	0.836666666666667
IFT81	0.2155
MORF4	0.0555
TM7SF3	0.573125
OR10H3	0.1935
ABP1	-0.122375
CHRD	1.737875
PLEKHA8	-0.0466666666666667
NCALD	1.75466666666667
OR5AK2	0.52575
ACCN1	-0.0145
SLITRK1	0.0445
ARMET	-0.05125
C9orf52	0.99
REEP4	-1.32025
MTSS1	0.658375
ADH1B	3.54633333333333
DLD	-0.52875
CDK5	-0.69
PPFIA1	-0.1853125
WFDC3	0.40575
DNAJB12	0.588214285714286
RANGRF	-0.997
MLANA	-4.89625
AMY2B	-0.33825
KIAA0319	-1.33175
RPS7	-0.643
JAK3	0.2558
ARFGEF1	0.445
CXCL5	1.11533333333333
TRAPPC4	-0.5745
CETN2	0.9425
HSPC111	-1.03025
RHOBTB3	-2.2086
PHLPP	0.5715
RGS10	1.13275
TMEM58	1.074
CHERP	0.33675
HSP90AB3P	-0.351166666666667
FSTL3	0.412333333333333
PEX11A	1.2845
OR5V1	0.549
FCN3	1.96
PTPN3	1.031625
NPTX1	-4.816875
C21orf84	-0.7335
C11orf51	-0.38825
ZBED2	1.4265
FLJ90757	1.5935
NPY2R	1.36275
PLD3	0.75575
SYT17	1.73416666666667
SGSM2	-0.48325
OR1A2	0.2225
FOXP1	1.33025
SLC5A1	4.3935
POFUT1	-0.6517
EPHB6	-2.4605
MYO1G	-1.737
STAC	-1.182
KLHL17	-0.794166666666667
RGMA	1.5601
TJP2	0.0841
FAM114A1	0.748333333333333
SERINC1	0.78075
SLC9A8	0.09125
PEX19	0.8665
EDN2	3.5355
PSMD7	-1.19855555555556
C3orf41	-1.9825
UQCR	-0.423875
PPP1R3C	-0.65375
LRP4	-1.59283333333333
TM2D1	0.09175
TTC17	0.4901875
C4BPB	-4.391
CCL25	0.7585
ZNF253	0.167166666666667
CHRNA9	-3.025
SOX11	-1.685
HIVEP3	0.8085
CGN	2.18683333333333
C3orf35	-0.33475
PKD2L1	1.77125
SYVN1	0.453625
PDE8B	-1.642125
LOC439951	-0.18775
LTC4S	1.93966666666667
MIF4GD	0.510166666666667
SMARCA2	1.077625
TUBGCP6	-0.311666666666667
CABLES1	0.1015
C16orf77	2.15683333333333
ZNF791	0.853
FUT5	-1.0025
ADH6	-2.0815
P4HB	0.72625
CLDND2	-1.57975
ALKBH8	0.591
PLAC4	-2.23325
F11R	1.21928571428571
MGC35295	0.102666666666667
PDZD4	-0.342833333333333
LOC389073	-0.41675
FAM80B	-0.255666666666667
PSMB1	-1.122875
TXN	-0.937666666666667
VIPR1	1.205
WBSCR18	-0.172
EXOSC6	-0.612833333333333
ACTA2	4.28783333333333
SP5	-1.54983333333333
ANKRD1	-2.704
DDR1	2.3847
ATP6V1D	0.5175
PTGS1	-0.636833333333333
RNF157	-1.02425
DCC	0.40175
SPAG7	-0.17125
FBXO18	0.48
UBE3C	-0.3157
HOXC6	1.27675
LRP2BP	0.171833333333333
MYST2	0.2725
PDSS2	-0.288
ATE1	0.10775
ARAF	0.5205
KLF10	0.42225
PLA2G2E	0.05925
ASCL1	-1.30383333333333
TSNAXIP1	1.8495
FAM131B	0.3735
IFNA10	0.4185
NUP43	-1.618375
FAM44B	-0.06425
L1TD1	-4.17433333333333
NMD3	-1.063
C18orf54	-1.6503
PHOSPHO1	0.185
RAG2	-1.128
EMILIN3	-0.521
METTL3	-0.6065
VPS13C	0.351
REXO2	-0.703
ANXA4	0.455
CA1	-1.2745
DCP1B	0.38075
TULP3	-0.866333333333333
ATP2A2	0.101428571428571
ATIC	-0.2565
ADAM15	-0.1065
NPL	0.583333333333333
LGR4	-0.977125
UEVLD	1.00666666666667
GAB1	1.2715
SNAI2	1.20966666666667
ZGPAT	0.1198
SNF1LK	0.4055
DLEU1	-1.2125
UBE2Q1	0.829
ZMYM6	0.1986875
JPH3	-1.3355
FAM38A	-0.399083333333333
PXK	0.366666666666667
DENND2D	2.856
BAX	-1.12266666666667
CP	-3.16045454545455
RPL37	-0.4803
G6PC3	0.18775
NCOA4	0.542333333333333
LRRC14	-0.307875
GORASP1	1
FCHO2	0.802875
CYP24A1	-2.1667
FXYD3	1.464125
SMARCAL1	0.55225
ABCB8	0.306833333333333
CCDC44	-0.34425
PRDM7	-3.5125
USH1C	-1.29825
DNAH5	1.50566666666667
SRF	0.896583333333333
MAL2	2.287
PGPEP1	0.10925
SIN3B	-0.41475
SEMA3C	2.2175
GRAMD3	2.04475
FBXO10	0.08825
OR5D13	0.3465
FLJ31818	0.300375
CACNA1I	-0.023625
S100A13	0.9025
TP63	2.83242857142857
ANXA11	0.8329
WDR66	2.28875
CSF2RB	0.63
IFI44	1.1515
DACT1	2.74516666666667
ANKRD23	-1.8295
ATP5G1	-1.251
C21orf70	-0.618666666666667
PPWD1	-1.1555
DNAJC13	0.24375
PAH	-3.17716666666667
PTCH2	0.3325
TRMU	-1.37775
CCDC9	0.525
USP3	0.0934
DCLRE1C	-0.1767
FAM55C	-0.27925
FRMD4B	1.90675
CYP2R1	-0.70925
RFPL1	0.1242
XPO5	-0.89975
ARL6IP2	-0.143
OSBPL5	2.005
MMP9	3.77
KIAA0802	0.101625
DHRS2	-1.83166666666667
SGEF	1.5595
TXNDC10	-0.7068
EXOC6	0.85475
RPS27	0.945
PNCK	-0.0753333333333333
FSTL1	0.809
AACS	0.8755
SLMAP	0.863166666666667
SAMD4A	-0.1273
ABRA	0.14925
SMARCD3	0.42375
PKNOX2	-2.512
A4GNT	-0.0005
C9orf39	-0.6605
RALYL	0.01425
MGC33556	-2.258
C10orf25	-0.1225
BBOX1	5.93125
NHEDC1	-0.33775
XDH	1.836
GCSH	-1.919
EDN1	2.87733333333333
MTERF	-0.25875
CLK4	0.55
ZNF799	0.885833333333333
KCNG1	-1.931375
CXCR4	1.16483333333333
PTPRR	-1.658
IRAK1	-0.459875
LOC401397	-0.0815
TMSB10	0.728285714285714
CXCL3	-1.5058
TMC4	2.61825
OR7A10	-0.4035
STYK1	1.80625
CHRNA10	-0.809
CCNI	1.102
EP300	0.992642857142857
LOC165186	0.792666666666667
HIC2	-3.24175
SDR-O	-0.2045
OR2W1	0.7685
KCNA6	0.1625
TRIM74	-1.39625
REEP6	1.726
ATP5G2	-0.0885
ERG	0.933625
TMEM42	-0.26175
PARN	0.3195
SOD2	0.0165625
DIRAS1	-0.0611666666666667
PNPT1	-1.04075
JOSD3	-0.961
hCG_40738	-0.0745
PDE1C	-1.24625
SEMA4D	0.515125
AGPAT1	-0.239166666666667
NOSTRIN	0.67525
MAP3K3	-0.386
MAX	0.626357142857143
CAPS	1.914
SERPINA12	0.546
OSBPL8	-0.01575
RICS	1.5509
NR4A2	0.450833333333333
PPCS	1.26133333333333
LONP1	-1.14325
SCYL3	1.84725
HERC2P2	-1.8205
FIBCD1	-0.407
C15orf41	-0.85975
DMC1	-1.12033333333333
C20orf27	-1.1635
RPS6KA5	0.8535
FAHD1	0.0425
SLC12A4	-0.034
BRCA1	-1.83333333333333
GBL	-0.016
SLK	0.275166666666667
NUDT9P1	-0.7
NOXO1	-0.497
USP52	-1.1025
BAZ1B	-0.666625
SLCO2B1	2.50225
BBS12	1.13416666666667
LRGUK	1.128
TERF2IP	-0.12325
COL1A1	5.6905
KIAA0090	0.314375
GRK5	1.20516666666667
AP1S2	-1.1522
TMEM52	-0.672
CA11	-0.13725
OR4A15	0.5035
ACBD3	1.244
SPAG11B	0.417125
PRDM2	1.0167
FOXP3	0.3895
SMYD3	0.5242
LOC389199	-0.047
LGI2	1.98283333333333
NAPE-PLD	0.4305
ANKRD6	1.6085
WDR45	0.0225
SHROOM1	0.33725
PSCD3	0.553
PYY	0.473
KCNC1	1.6065
ARHGEF9	0.5157
OR8J1	0.31425
GPR55	0.113666666666667
NS3BP	-1.9225
C10orf22	0.908
NAT8L	-1.94625
DUSP4	0.565333333333333
FOXM1	-2.71183333333333
GRAMD2	2.2143
ZBTB48	0.100833333333333
BUD31	-0.479
PABPC5	1.0605
CCDC41	-1.0675
FBXO11	0.215
C6orf148	-0.9255
RFXAP	-0.95925
C6orf15	1.36366666666667
CDK8	-0.499
C6orf70	-0.3645
TESSP2	0.465
ALG2	0.612
PPP1R3D	1.02275
TPM3	0.452611111111111
SYT13	0.14725
EPB42	-0.240166666666667
CETN3	-0.6195
PRY	-0.0415
NTHL1	-0.6165
POLR2B	-0.0265
RPS28	-0.246916666666667
P2RX3	0.09675
LYZL4	-0.3175
WBP4	-0.1332
PMM1	-0.033
C11orf79	0.1165
CBLL1	-0.6285
IL1F10	0.333666666666667
VAX2	-0.449
SETDB1	0.654166666666667
LRAP	0.158333333333333
GCLM	-0.5045
CPEB3	1.9935
PPM1A	0.518625
INTS1	-0.63625
CAMTA1	0.861583333333333
SAMSN1	-1.15925
LOC158830	-2.42366666666667
GMPPA	0.35
AIPL1	0.2305
IL24	0.212666666666667
BDKRB1	-2.47883333333333
MLF1	0.5564
TAF12	0.1875
ID1	-3.196625
THADA	0.160125
PIK3CB	-0.311
OR4N5	-0.399
TBC1D17	-0.365666666666667
COX8A	-1.257
CDCA4	-0.89625
C2orf44	-0.90025
ZNF534	-1.0585
IMMP1L	-0.69025
NIPSNAP3B	0.0865
FTMT	0.485625
PWP2	-0.602666666666667
MMP15	-0.6614
DNAH11	-0.39175
MTMR14	0.27725
DNAL4	1.6795
IPP	-0.0275
TMEM59	0.923375
C1orf157	-0.227
RGS4	1.00016666666667
DDX18	-0.313
SNX6	0.36175
ZNHIT2	0.402333333333333
NCDN	0.3155
FLJ33534	0.957
RAG1	-1.687625
OR4D10	0.201
PTPN5	0.214166666666667
POMT1	0.096875
LRRC8A	0.749
CYP1A1	-1.02475
CAPN1	1.107
DDHD2	-0.5465
GRIK2	-0.14725
GNRHR	0.31175
PPBP	0.39325
HTR3A	-0.53325
SLITRK4	1.24775
ANKRD49	-0.286
BTF3	0.0337
SARS	-0.1985
C13orf18	0.559333333333333
CACNB1	-0.330714285714286
QKI	0.300318181818182
SETMAR	0.566
MAN2B1	0.912333333333333
EML3	0.03175
ACADL	1.45033333333333
OFD1	0.17975
DEFB114	0.234
CGA	-4.0958
PEX16	0.187666666666667
LRRC10	-0.307
GNG12	1.343
C1orf152	-0.5425
CHRM1	0.331
CD53	0.775625
DBH	-0.48575
TFAP2B	4.488375
HIST1H2BJ	-0.00966666666666664
FAM46D	0.1605
TMEM11	-0.1495
C3orf32	-2.99675
PCCB	-0.083125
IPO13	0.307375
C6orf105	-1.89275
COMMD5	0.21325
SUV420H1	0.00149999999999992
LTBR	1.249
ARHGAP15	-0.47625
HDHD2	0.283
TDRKH	0.2305
LOC401052	1.526
PSG4	-0.44875
GNB4	0.0386
SPATA4	3.875
SLC9A3	-0.747
OSBP	0.511666666666667
NBPF3	0.352
DOCK11	-0.8055
SLC39A5	-1.48433333333333
PRR5	0.4107
C10orf63	3.793375
SMTNL2	-0.53075
ADRA1A	0.4915
ASAH1	1.7143
DOM3Z	-0.2209
GIPR	0.319666666666667
AHI1	-0.84025
NADSYN1	0.247166666666667
RGS14	0.7371
IL18BP	1.1386
RTN4RL1	1.51083333333333
ARMC6	-0.43525
PSMD5	0.5025
HK3	1.0323
OR4S1	0.42375
RSU1	1.3267
MAD2L1	-2.50011111111111
EIF4A3	-0.436
DLEC1	1.245
E4F1	-0.417333333333333
CHMP2B	0.6035
CAMSAP1	-0.77175
RPS21	-0.982833333333333
ARID5A	1.48025
UBE2N	-0.289
IGSF8	0.751166666666667
MAGEB6	-1.2805
ACAD11	-0.94
MGC4172	-0.48575
LMO4	-0.139
KLKB1	-0.59025
HP	-1.2355
HDAC3	0.04625
SCHIP1	0.497
CLCA1	-0.0755
OLFML2A	1.27175
C1orf112	-1.07675
KIF19	2.06983333333333
HAPLN4	-0.1306
CXCR7	0.058
GOT2	-1.0112
RAB38	-0.203125
DCX	1.54025
PPM1H	-0.445666666666667
NFYC	0.0283333333333333
KIN	-0.255
ZNF228	1.4915
PLSCR4	2.661
HIG2	-0.64475
FAM79B	6.5155
C21orf86	-0.422
KCNK10	0.918
ZNF738	-0.771875
FSTL5	-1.8876
OR6A2	0.4975
OTOA	0.703833333333333
EXOC1	0.199
AHRR	-3.4245
PDAP1	-1.50216666666667
C19orf6	-0.57125
ZAN	0.5505
LY6G6E	0.333
EIF4E2	-0.5615
C20orf198	-0.63075
ZNF324	0.0215
CYP3A5	-3.68633333333333
ENTPD7	1.297
MBOAT5	0.640166666666667
GJB5	-0.64575
TTC13	-0.24025
S100Z	-1.29366666666667
KIAA0664	-0.276166666666667
PDGFRB	2.14525
IL17D	0.4185
OR56B4	0.1935
RDX	-1.11766666666667
SLC34A3	-0.1325
IL28B	-0.418
JUND	0.6165
CHRNB1	-0.20225
CAMK2B	0.51125
FETUB	-1.14675
CXorf23	0.681625
MRTO4	-0.6715
TTC3	0.2927
NDUFB8	-0.619166666666667
EDG2	0.23975
SEMA3G	1.5485
IL23A	-1.58725
GRHL1	1.5467
LOC441054	-0.977
WDR65	0.888
PSTK	-0.0335
STOML3	1.7815
R3HDM2	0.3023
C5	-2.36025
SLC2A10	1.593
C3orf22	0.11475
PAQR3	-0.625076923076923
ANKRD26	-0.55675
HCRTR1	-0.325
LOC399947	-0.4595
PSD2	-0.0025
TIGD2	-0.473
SCRN1	-1.5195
COQ10A	-1.23925
DDI2	-0.098
METTL7B	-0.480166666666667
UCN2	-0.19875
FAM92A3	-0.39075
WDR16	0.58725
ZNF511	-0.358
ZMYM5	-0.179
POLR3G	-3.348
ZNF586	-0.031
C1orf49	0.571833333333333
TANK	1.69083333333333
RCAN1	1.129
PELI3	0.629166666666667
LIMD2	-0.139333333333333
TMEM189	-1.156
NTN4	2.596875
LOC151300	0.3605
CLEC2A	-1.4425
GPR135	-0.78025
DPYSL4	-2.1028
JAK2	0.392166666666667
TSHZ1	1.17166666666667
TM9SF4	-0.371375
ZNF264	0.984333333333333
SIRPG	1.72575
BICD1	0.28675
HERC6	1.557
METTL5	-1.0335
CASP1	1.57525
PRRT1	-0.2535
PLA2G4C	3.46266666666667
ICA1L	-0.126285714285714
TPTE2	0.204
OTUD7A	0.1275
AQP11	-1.561
APOA2	-3.8745
KALRN	-0.4632
SECTM1	1.34625
IFNAR1	0.165
TALDO1	-0.283
RAB11FIP4	0.220333333333333
EIF5A	-1.128
FAM49A	1.977
NEGR1	1.12383333333333
YTHDC2	-0.28725
EHD2	0.184125
NCF1	2.0558
SCRT2	-0.878
HOXA5	1.046
NUP133	0.68925
FGF12	-0.79
SLMO2	-0.69075
SNTA1	-0.656125
CACNG2	-0.068125
GCM1	0.48
ELF1	1.30783333333333
TLR5	3.2495
TCFL5	-1.00225
RBMY2FP	-0.4515
LOC100125556	0.808125
FAM129B	-0.266375
MAP3K7IP1	0.342625
NCK2	1.304
OXA1L	-0.64
FMO9P	-0.0015
ZSCAN12	0.42325
PSMD12	-0.86325
HSCB	0.23925
CLDN10	-2.86525
MGC13053	-0.65625
HPCAL4	-0.219833333333333
ASZ1	-0.7205
MEX3D	0.130333333333333
NFAT5	-1.3064
CSPG4LYP1	-0.252333333333333
FBXO3	0.9181
DVL1	-0.166166666666667
CMKLR1	1.79616666666667
TYMS	-2.98875
PEF1	1.4635
ZNF750	1.17183333333333
MCM5	-1.2566
MEGF11	0.26525
KCNK7	-0.1795
PTP4A3	0.0615
C1QTNF2	-0.728
OR6S1	0.391
FAM122B	-1.35525
ZNF551	-0.126875
HBQ1	-2.3825
GEMIN6	-0.5195
ARSK	0.14875
RBP7	1.37216666666667
CPNE9	0.3835
DSC1	1.448
LOC730112	0.183
MAP2K4	0.4805
HS3ST5	-1.552
EPB41L3	-0.2545
TEKT2	2.462
CDKN2B	0.996583333333333
ZNF480	-0.768
MAP3K6	1.1001
MAP6	2.64166666666667
HN1	-0.1932
OR2L13	0.792166666666667
SLC16A11	0.32425
FAM96A	-0.643
APOL1	1.108
C5orf32	0.195
RTP1	-0.180666666666667
RNF175	0.486375
ZBTB41	2.221125
AHCTF1	-0.4967
SAE2	-0.3373
ITGA2	1.14966666666667
MME	0.9295
CCDC14	-1.42725
MAST4	1.07635714285714
KRT33B	-0.527
KCTD2	0.389166666666667
WDR26	1.05591666666667
MFI2	0.890375
NR4A3	-0.019125
ARSA	1.686
UNKL	-0.0968333333333333
SULT6B1	0.089
CCNA2	-3.14966666666667
SOX15	-0.2875
PPAPDC1B	0.496333333333333
C19orf44	0.119
MCAT	0.452583333333333
ARID1B	0.07375
OR52N1	-0.0505
C12orf48	-2.078
MAGI1	0.2085
NIPA2	-0.39875
GBX2	-1.5205
RSHL3	2.76675
RAVER1	-0.0471666666666667
C15orf17	-0.0645
SLC30A2	0.336625
ZNF518	-0.075
PCYT1B	-0.5905
C10orf114	-1.52375
EIF3H	0.1565
SLC25A39	-0.547333333333333
KIF1B	-0.943625
AMOTL2	0.64125
C6orf120	0.24025
PSRC1	-1.78725
PLA2G10	1.783
KIF5C	0.22825
MRPL37	-0.4185
C17orf62	0.514833333333333
C9orf135	-1.6365
DUSP10	2.1518
CLCNKB	0.126
PSMA5	-0.315875
C8orf53	-0.43575
AMPD3	0.821333333333333
PIAS1	0.13025
ADCYAP1R1	0.1125
GYLTL1B	-0.29525
CDH20	-0.155333333333333
FBXO7	0.081
TMEM134	0.248333333333333
FLJ14213	1.90716666666667
ZNF3	0.00225
LRRFIP1	0.218375
CNOT2	0.2625
ABI3	2.202
ALDH5A1	0.0893333333333333
HNT	2.9398
SERPINA4	-2.2205
TK2	0.280666666666667
STMN1	-2.11966666666667
GUCA2A	0.0913333333333333
GALNT10	1.34242857142857
DPP6	-0.71715
C9orf93	0.327125
PRELID2	-0.558375
STK39	-0.508625
SFTPA1	-1.54075
CKS2	-2.86
RHO	0.18725
C20orf135	-0.4635
XKR3	-2.468
CR1	0.442875
RPS6KA2	0.854857142857143
C20orf112	0.57325
MRPL22	-0.67575
C4orf23	1.03116666666667
GADD45B	2.38825
KLHDC1	1.4335
C2orf48	-1.72
ZNF287	1.2955
DAAM2	-0.36225
DPPA2	-3.30466666666667
TCTN3	0.615
DNAJB11	-0.251
FPR1	3.40375
DEFB4	0.2115
PTCD2	-0.4834
SMOC2	5.0395
CABP7	0.713
SERPINB11	0.29775
MAGEF1	0.13775
NDE1	0.652666666666667
ITGA10	0.4535
FSHB	-0.571
ANXA2	0.77725
HORMAD2	0.14
HLCS	0.454
MCF2L	1.5595
FH	-0.1125
TBC1D24	1.07375
KIAA1505	2.03575
LGALS2	-0.374
CNBD1	0.1875
