Hybridization REF	TCGA-AR-A0TY-01A-12R-A115-07
EMR3	0.49325
RAB40C	1.01675
SLC41A1	-0.420166666666667
LRCH1	0.22075
LY6G5B	-0.6855
FAM124A	-0.632785714285714
MGC10981	-3.4905
CLIP3	-0.109
MAP4K2	-0.335833333333333
CHIC1	0.691
SULF1	2.526
C20orf30	-0.2525
PRDM5	-1.2525
ELOVL1	0.288
C11orf48	0.233
SLC39A10	-0.7255
KCNV1	-0.05275
ACP1	-0.489166666666667
ZMYM2	-0.560625
B3GNT6	-0.0746666666666667
C9orf69	-0.608
C2orf15	0.55525
C20orf166	0.5755
HSP90AA6P	0.582
EDG7	-0.7
NEURL	-0.36825
LPL	-0.247333333333333
CLEC2D	-0.740285714285714
GRRP1	1.9435
CD8B	-3.0476
HIST1H3D	-0.118666666666667
SLC6A12	2.470125
FAM27L	-0.4155
CD84	2.0406
RASA1	-0.676
PHKG1	-0.113
MAGEA11	-1.54
IMPA1	-1.0131
NPM3	-1.0275
RARRES1	2.63875
SH3BP1	0.195875
B3GNTL1	-0.3585
ARPC5L	-0.5565
KLHL26	0.116
SIM2	-2.601375
GJC1	0.896
C20orf194	-0.67425
EXO1	-1.49625
SLC2A2	-3.21733333333333
LOC285074	-1.71525
LRG1	2.81775
KIRREL	0.35
PIK3R1	0.497
C4orf34	1.61575
MAF	-0.898888888888889
ADCY4	3.879
ZMIZ2	0.0706
SLC46A3	2.03883333333333
STAMBP	0.08
CCDC16	0.40775
MS4A12	-0.065
TCF20	-0.3545
LRRC46	0.4855
C20orf152	-0.05175
MRPS6	-0.3995
ABCB11	-0.205
KCNC2	0.447166666666667
CDH19	-1.3955
C9orf123	-0.173333333333333
SSH3	1.524625
LDLRAD1	-1.9505
CCBE1	-1.0755
ZNF135	1.851125
TAAR1	-0.464
WFDC12	-0.203
CCDC42	-0.0896666666666667
FLJ12529	-0.95225
PER1	-0.172666666666667
TIMM50	0.0291666666666667
SMARCAD1	-0.758333333333333
FAM26C	0.281
TP53TG3	0.239666666666667
SH3RF1	0.9716
LMCD1	1.8585
GPR63	-0.026
FLJ21986	-2.802125
AIFM3	0.953
MICAL1	0.1925
BLZF1	1.21266666666667
IQCA	0.055
PCDHGC3	0.231
SAC	1.30575
BCL6B	2.38833333333333
DDO	-1.56075
MARCO	1.88025
DCHS1	0.63
C1orf170	0.165333333333333
CD200R1	1.4735
C22orf15	-0.5005
SEPT11	-0.509833333333333
ADNP	-0.21775
UST	-2.0297
C13orf34	0.1125
RFFL	0.129857142857143
APBA3	0.062
C2orf60	-1.074625
CUTL1	0.5376
PMS1	-1.28742857142857
ZNF689	1.4225
EIF3E	-0.0271666666666667
IL9	-0.0115
RPL31	-0.07775
LY9	0.481833333333333
ATP2B3	0.11525
KDELR2	1.66454166666667
TFCP2	-0.2015
NLRP12	3.066375
FLJ45422	0.283
TLE4	-1.4986
ZNF570	-0.079
FLJ43806	-1.079
TLK2	2.07625
CIR	0.4055
MARS2	-0.24
COL24A1	-0.0615
SDF2L1	0.624
HIBADH	-0.321833333333333
IGFBP3	-2.62528571428571
C12orf23	1.475125
PSPC1	0.43825
C20orf43	0.54725
TRAV20	0.5205
ARHGAP24	1.611125
KIAA1975	1.1855
C1QA	3.503
DNTT	-4.48133333333333
C10orf6	0.866666666666667
C11orf41	-0.226
HNRPF	1.30625
COL11A1	2.54633333333333
UBAP2	-0.505833333333333
CDKN2AIPNL	-1.243
C20orf174	3.668
SPRED2	0.86425
PLA2G12A	0.013
ICEBERG	-3.1218
SCN10A	0.132
C11orf65	-0.4235
GBP5	3.217
PITPNC1	0.915
POU3F3	1.1845
NCOA7	-0.3315
LIN7C	0.9241
LOC348840	-0.432
NKX2-2	-2.72675
ANKRD13D	0.531125
LOC123688	1.95675
FUT2	3.23
TAAR8	0.151
FZD4	-0.743916666666667
PNMA3	-1.4735
OR4L1	0.435
WIT1	-2.9165
EXOC3L	1.96525
ATPBD4	0.95
KRBA1	-1.2355
UBXD6	1.664
HOXB7	-1.09421428571429
C7orf23	-0.0365
UNQ338	-1.08425
STAB2	2.40125
CDC20B	0.2095
IRF9	1.46075
CENTG1	1.25041666666667
TNPO2	-0.5595
MCPH1	-0.22825
BMS1P5	-0.862
SLC26A7	0.05575
HIST1H3J	0.77025
C9orf3	-0.3477
LBH	1.116875
MYO1D	0.407875
PTDSS2	-0.0725
NFU1	0.518
DEPDC4	-0.4005
WNT7B	2.186
GLP2R	-0.799
SETD4	-0.0914
DYNLT3	-0.5172
FKBP11	0.292833333333333
SESTD1	-0.573666666666667
FLII	-0.24925
RPS16	0.1558
CHPF	-0.0961666666666667
CSNK2A1	-0.706166666666667
SUMO1P1	-0.62375
FKBP6	-0.8215
ZNF214	1.61133333333333
TWIST1	0.4515
DDX56	-0.289666666666667
TRAM1L1	1.8229
EPO	-2.5065
MRPS18B	-0.19575
ZNF682	0.871666666666667
RPL14	0.0376666666666667
MAFF	-0.638
LOC51136	2.12075
LY96	-0.92375
DDX20	0.0055
ABTB1	0.953
ARL5A	1.8513
CCT6A	-0.97925
HEPACAM	-1.426
EHHADH	0.718333333333333
RBAK	1.8945
CGB1	0.43725
ITGB5	1.4123
YIPF3	0.39475
FKBP2	0.44525
NR1D1	-0.683
TMEM110	-0.177
NEK2	0.0933333333333333
PRAMEF8	-2.64875
C20orf52	-0.253
PCDHGA3	0.528
VWA3B	-0.0665
NDUFA5	0.1575
THAP9	-0.6995
FLVCR2	0.484
AP1S1	-0.795375
SMAD6	-0.45175
SAV1	0.6515
SAT1	-0.51225
ZNF251	-0.2445
ADAMTS7	0.1806
RPP38	0.35475
C1orf211	-1.6365
YPEL2	1.3502
RBMS1	-1.558
ZNF445	0.266
NRXN2	0.403166666666667
PGBD4	-0.5905
UGT2B28	-3.2315
WBSCR16	-0.6338
NLRC3	-0.19075
ASTL	0.253
ST6GALNAC1	-2.67475
ZADH2	0.940125
MLLT4	0.692083333333333
ARL6	0.107666666666667
MEF2C	0.858
CBFA2T3	0.232
AFF3	2.26221428571429
COG7	0.532333333333333
MYB	-0.2185
PLXNA3	-0.3635
XRCC2	-0.741833333333333
MMS19	-0.314125
ST8SIA5	-1.91225
CHPT1	0.689666666666667
KIAA1712	-1.154375
OR6X1	-0.5475
ACTR3	0.704875
UGCG	0.708666666666667
OR4P4	0.4315
ZAP70	-2.62325
LPP	1.034375
ZNF485	-0.1725
PTPRCAP	-0.33425
IL12RB1	0.41025
ATRX	0.4331
CHST8	1.377125
C14orf109	1.30925
ARV1	0.568
NMB	1.48314285714286
COX5A	0.3115
EIF6	-0.191
MPPED2	-0.967333333333333
SEMG1	-3.1215
CHRDL1	0.346
TRAF3IP2	1.7985
WNK2	-0.6785
LILRA4	2.297
LAMA2	3.03375
PXT1	-1.3075
RLBP1	-4.71675
CD300C	0.457
SLTM	1.040125
FLJ10404	-0.4360625
APOBEC3D	-0.188166666666667
RENBP	1.2395
ATXN7L1	0.334875
NID1	-0.022
TUBGCP3	0.232875
ITIH5	0.691222222222222
CCDC110	1.05875
C8A	-2.919
MGC87042	-2.4135
HOXC13	-0.14475
TFDP2	-1.11675
HCP5	0.659125
POLI	0.44575
UCN	-1.359
ZNF764	0.284666666666667
C8orf45	-2.79575
FHL3	-1.281
SPATA5L1	-0.11025
MMRN2	3.21966666666667
NDST1	0.186166666666667
COL20A1	-0.210833333333333
ZNF248	-0.774166666666667
PELP1	-0.952666666666667
MBL2	-3.4385
RNF41	0.104875
C5orf24	0.905625
THOC5	-0.708
SERINC3	-0.114916666666667
RP11-151A6.2	1.7785
CDCP2	-0.334
HIST1H2AA	0.371
C11orf75	0.584166666666667
FKBP7	-0.87925
DDOST	-0.15175
GPNMB	0.135166666666667
TTF2	-0.523166666666667
KCNT1	-0.00100000000000003
SLC39A14	-1.242375
NGRN	0.8893
GPR137B	1.75425
MECP2	-0.963
PSMA1	0.101
C16orf73	-5.6745
TMEM60	-0.7185
CSN3	-0.429
NOS1	0.631166666666667
RAB7L1	-1.17566666666667
YBX2	1.1395
KIAA1166	-0.8275
FUBP3	0.363833333333333
ABCG1	2.3345
ACACA	-0.768833333333333
ARL11	2.8646
ATOH1	0.0375
ODF1	0.0525
CREB3L3	-1.507
TMEM127	1.57792857142857
DSCAML1	-0.68225
PLN	1.89066666666667
LYPLA1	0.9305
PRDM9	-2.2925
SASP	-0.24525
PLUNC	-0.133666666666667
INTU	-0.94075
HISPPD1	-0.2885
LNPEP	0.3995
YARS2	-0.208333333333333
APCDD1L	-1.2475
ZCCHC4	-0.6627
FBXO22	0.7815
TTLL13	0.014
ZNF669	1.09033333333333
PTGDR	2.53825
DDX27	0.29725
KIAA0409	-0.402166666666667
GJB6	0.37875
ASB8	0.92975
PLP2	-0.233666666666667
MEPE	0.8135
OR10J5	0.808
KRT222P	1.75875
COQ7	0.899166666666667
C1orf101	-0.438
RERG	1.7621
CHMP5	0.270125
THAP11	0.47875
ZNF43	1.50933333333333
ZRANB3	-1.69716666666667
KRT13	-0.687625
MRPL19	-0.00475
RBBP9	-0.78125
SPATA17	-1.112625
BXDC5	0.3345
PAFAH1B1	-0.9735
MAGEE1	0.51875
OSTF1	1.27775
KIAA0323	-0.351666666666667
TXNDC13	-0.102166666666667
CNTN4	-0.035375
LCE1B	1.365
UNQ501	0.50875
ZNF154	0.91475
C3orf64	0.9375
SYT5	0.308
PON1	-0.471
FLJ10357	-1.20625
ATP4A	-0.935
GNPDA1	-0.528333333333333
MGAT1	0.108
C14orf121	0.48975
SLC35B2	0.1725
MIER3	0.9875
CHEK1	-0.88575
ZNF8	-0.0196666666666667
TXNDC1	0.986166666666667
CKB	-0.9761
RTN3	0.856928571428571
FZD2	-1.82033333333333
PART1	-1.139375
PSMB6	-0.349
PCDHB8	0.566
PHC3	0.4504
PPP1R8	-0.4735
NOVA2	2.325
TNFRSF11B	-4.126375
GOLPH3	0.76
UBLCP1	-1.14725
SUHW3	0.04175
TTLL1	0.686
OPN4	0.574
OR13G1	-0.307
ZPBP2	-0.199
HSD17B11	-2.585125
C9orf50	-0.784
DHDDS	0.111357142857143
CTSW	0.3398
NEFM	-2.16016666666667
MRPL28	-0.67275
SYN1	0.666333333333333
PIGV	-0.239833333333333
ZIM2	-1.526
APBB1	-1.2855
SND1	-0.164
C1orf123	0.612
CHD3	-0.7505
BHLHB8	0.7605
RNASE2	-1.09266666666667
BCAP31	0.5805
SLC25A44	0.295833333333333
CHD6	0.4577
PIB5PA	0.663615384615384
SELS	1.505625
LOC541471	-0.768625
FAT2	0.3365
ZNF81	0.429
OR4C16	-0.3545
FLJ10081	0.177
LRRC4	1.10775
CS	0.168
N4BP2	0.964
IGFBP7	1.03575
ZNF318	0.290416666666667
NDNL2	0.5745
ZNF609	0.943875
SIRT4	1.12825
EXOSC10	-1.04475
ECE2	0.513166666666667
OVGP1	0.75175
GTPBP3	0.667
PACS2	-0.4408
C19orf36	-1.87383333333333
ARL4C	-1.01775
ATG4B	-0.7205
UBQLNL	-0.03325
RHOXF2B	-3.004
PLEKHG2	-0.829
GALR1	-0.5205
AQP4	0.198333333333333
HDAC7A	-0.427
DCUN1D3	0.42225
OR8A1	0.347
CCRN4L	0.011125
CBR4	-0.743333333333334
KIFC1	-1.49716666666667
SLC7A14	-1.9586
LHX5	-0.415
TRPC7	0.0405
LPXN	-1.54625
SERPINA1	-2.493625
RPS13	-0.4222
BPIL3	-0.0915
PRKAA1	-1.31875
FADS2	-1.4515
ENAH	-0.14575
PRO1768	0.175
APBA2BP	1.03075
LIPH	4.52533333333333
C3orf33	0.5875
RCC2	-0.163571428571429
ALDH1A2	-3.3122
RNF103	2.04125
AHCY	-0.803375
ALG12	0.1095
CCL17	0.94875
ZNF543	2.079
ESRRG	-0.6529
CNGA1	-0.563
RDH5	-1.14383333333333
OTX1	1.0833
PTGFR	-1.21583333333333
CDR2	1.1725
SELE	4.1215
NLGN2	-1.0415
EXOSC9	-1.2595
ZNF566	1.28733333333333
KLRC2	-1.9545
GPR12	0.8455
KIAA0196	0.777
PDRG1	-0.53475
SSR3	0.0465714285714286
MSI1	0.6815
CST9	-0.7915
CC2D1A	0.35325
PLAGL1	-1.03294444444444
ZNF778	0.0425
RNF2	-0.505125
KLF6	0.703166666666667
THBD	1.30483333333333
tcag7.1314	-0.6245
NR5A1	0.101
ABCD2	-0.01875
DNAJC7	-2.434
CLEC4C	-0.3985
TM2D3	0.687375
CCDC4	-1.338
PLAC2	2.34225
DCD	-0.8445
FAAH	1.346125
POLA1	0.957333333333333
TM7SF2	0.330625
FLJ39822	-1.22083333333333
FLOT2	-0.724875
MAP4K1	-0.760833333333333
SRP68	1.49
C21orf74	-0.2885
ARPC5	0.832875
LOC126075	1.3375
HECW2	1.017
ZDHHC4	-0.187
ANKRD42	1.6557
PDE9A	-1.45933333333333
ABCA8	-0.261
NDUFS2	-0.04025
UBR5	-0.256125
BTBD16	-3.286
LOC554174	0.518
ZNF20	1.404
KIAA1843	0.497
WDR17	-1.17828571428571
C15orf33	-1.298
RNF113A	-0.23825
CAMKK1	-0.6576
CLCN2	0.42075
ANXA6	-1.231
LOC340069	0.106
EMID1	0.496
DPM3	-0.795916666666667
ELA1	0.1325
SLC25A13	0.2272
KRT24	4.784
SMPD1	-0.391
TH	0.771625
COL6A2	0.337714285714286
ANKS1B	-0.218
GPR126	-2.1392
ZC3H12A	0.351333333333333
TMEM47	-0.536333333333333
C2orf51	0.0455
C1orf88	0.373333333333333
HSF2BP	0.723
AKAP10	-0.077
RPAP3	-0.3535
KLHDC8B	-0.44625
STOM	0.3708
MUPCDH	0.12425
C10orf72	-1.219875
PLEKHA3	0.0489166666666667
TCP11L1	-0.36575
CWF19L1	0.21475
SPEF1	0.191153846153846
YSK4	-0.32475
ELN	0.8315
SAMD8	-0.3215
MPI	-0.7665
MEPCE	0.109
ABCC3	-2.744625
NANOGP1	-4.2905
KCNK17	2.172
HLA-DMB	3.642
RRAGA	0.2015
ANGEL1	-0.65925
RBM32B	-0.068
CPN1	-2.7045
MGC52282	-0.5106
HLA-A	0.0329166666666667
OR9G4	0.5265
EDNRB	-0.89675
SCD	-0.886785714285714
C14orf80	0.553166666666667
BAGE2	1.072
RABL4	0.626666666666667
RCVRN	0.205
SHANK1	0.027
NLRP7	-3.52525
CD226	0.9825
STAT3	-0.77625
SYNJ2	1.1351
TPCN2	0.115166666666667
WDR36	-0.768333333333334
MBD4	0.21775
ROBO1	-1.2043
ST3GAL6	-3.4655
SLAMF8	2.74683333333333
ATN1	0.6055
GPR141	0.6505
KRT36	-0.1125
TPH1	-0.338
DDX52	-0.101
ZSCAN29	0.275333333333333
TRPT1	-0.0335
DPEP3	0.252
DENND4A	-0.088375
TSPAN16	-0.0405
PTCHD2	-0.816
LOC145814	-0.26325
CAP1	-0.302333333333333
EIF5A2	-0.5729
NT5DC3	-1.121375
SEPT9	0.933375
SEZ6L2	1.634125
EGFLAM	3.52625
VPS11	0.67175
NDUFB5	0.0578333333333333
CIDEA	1.87433333333333
IER5L	-0.5755
N6AMT1	1.7875
FAM83C	-0.208
OXR1	2.09591666666667
IRX1	-0.1465
DGKB	2.38883333333333
GCN5L2	-2.125
MIR16	-0.053
FBXW9	-0.209
WDR4	-0.706333333333333
PDC	-0.083
VPS33B	0.43725
HEXB	-0.683
FLJ32214	1.26275
TCEB3	-0.56225
CRLF1	-1.511
ABI3BP	0.887
C8orf22	-3.77575
PYCR1	-0.166875
KIAA1706	0.77675
CDK5R2	0.790625
WAS	-0.162
C12orf60	-2.0755
CCBL2	0.2945
MADD	-0.04
C5orf34	-0.77925
WDR42A	0.3326
KLF12	-1.458625
HSPA1A	2.02975
ITM2C	-1.83375
DAPK2	-0.646666666666667
LOC442590	0.831
SUMF2	0.3325
CENPA	-0.412153846153846
TMED5	0.403
CDH6	-0.3207
BRP44	2.62725
THG1L	-0.77575
GABRA2	-2.77525
C14orf166	0.04625
MYL1	-2.35416666666667
TNFSF18	0.1915
PAP2D	-2.5855
PPIB	0.2845
KLHL4	-0.063625
SFN	0.416
CCDC127	0.47025
FRAP1	-1.374
GOLGA5	1.8935
SDCCAG1	0.139125
MGC21675	-0.0148333333333334
C10orf95	0.61075
KIAA1345	-0.515166666666667
C1orf163	-0.135
LACE1	0.8
OR10K2	-0.059
CENPN	-0.8168
TMED2	1.772
UGT1A6	-1.999
ANG	-1.037
U2AF1	-0.655
CASC2	0.7985
NMT2	-1.0955
OSGEPL1	-1.048625
DFNB31	-0.9205
SLC6A20	1.208375
DKC1	-0.28525
FXYD4	1.9385
WDR64	-0.63675
MGC5590	0.4165
CREBZF	0.391666666666667
DAZ1	-0.403
PRPSAP1	0.612
GCHFR	-1.0285
TTC7A	-0.86325
LOC196993	2.26175
UBD	-0.703666666666667
S100A1	-0.87725
RPL6	0.283
DNAJB6	0.284
NAGS	1.259
C2orf58	-0.197
KERA	0.443833333333333
MT1X	-0.3608
UBE2B	0.9082
KEAP1	0.593
MST1	-3.295625
OMA1	1.006
ABLIM2	-0.02725
BCL2L13	-0.34675
JAZF1	-1.05983333333333
TMEM63B	1.097
S100A8	-1.7331
ARFIP2	-0.11625
UROS	-0.70425
KHDRBS2	-1.1155
POLQ	-1.4615
SOAT1	-2.36975
SPAG4	-1.67275
MRPS30	-0.825333333333333
LOC494141	-1.3535
OR2T11	0.3495
ORAOV1	-0.256
ZNF184	-0.01
TCEB3B	0.398666666666667
ADAM21	-1.155
GDPD1	-1.0335
SPINLW1	-0.55575
PRR14	-0.240333333333333
KCTD9	0.3506
NUDT3	-0.064
KIAA1822	0.3677
HIST1H4K	1.397
DFNA5	-2.84825
GABPA	1.425
C14orf44	0.47475
POLB	-0.01825
PTAR1	-1.577
SEC31A	0.1978
TRIM58	-3.5015
TAS2R14	0.138
VPS8	-0.436
H1F0	0.164
PRKCB1	-2.72133333333333
UGT2A1	0.486
TOR1B	-1.01275
LSS	-0.913
C2orf19	0.248
HNRNPC	0.380142857142857
TMEM100	-1.72933333333333
LOC116349	0.208
OR51M1	0.4005
CCDC142	-0.9465
ISG15	0.672375
ZCCHC14	-0.440125
CREBL2	1.067125
TGDS	-0.08625
DC2	-0.135
CACNA2D3	-1.9595
ZNF429	0.683375
LYPD6	-1.82133333333333
SUCLG1	-0.0693333333333333
OR51I1	-0.9225
MAGEH1	1.98
PRPF40A	0.61
SMR3A	0.5085
SPINK2	-0.016
THAP2	0.3965
NPY5R	-1.5965
IRF4	-2.70225
SPESP1	-1.63766666666667
OR10S1	0.597
DTD1	-2.163
TUBE1	-0.6365
DDX19A	0.3715
PDPN	-2.02275
TMEM34	0.231166666666667
MGAM	-0.5365
COL3A1	5.32294444444444
GFM2	-0.7104
OR5A2	0.949
PSG9	0.66825
ARHGEF11	-0.3625
IVNS1ABP	-0.50025
SIGIRR	1.2975
DUSP19	0.3035
DNAJC14	0.7149
ACSS1	0.67675
IL1RAPL2	-0.183
C4orf30	-0.41025
SEPT4	2.097
LANCL3	-2.11225
SPAG17	1.06033333333333
PRDX3	-0.134375
HNF1A	-0.883125
P4HA2	-0.272875
RFWD3	-0.357666666666667
MOV10	-0.0815
DNAJA5	0.854428571428572
LOC729440	0.85925
LOC200383	0.16
SMC2	-1.7055
MIXL1	-1.33483333333333
TMEM9	-0.143
FAM86A	1.0725
ZNF174	0.3501
MYH14	-0.342
CCR8	0.0055
VPS37C	1.49783333333333
GPATCH1	0.483
B3GNT8	1.2485
TBX4	-0.25175
CNR2	1.48733333333333
PCDH1	1.55975
C5orf29	3.199375
OCIAD2	0.01725
PLCG2	0.04925
KIAA0247	1.383
HRH3	-0.00688888888888889
CAPN13	2.941875
CCR1	-0.5967
MGC15523	-0.6385
UVRAG	0.184
DNAJA2	0.595833333333333
ITGA2B	0.209166666666667
CLDN5	3.571125
PTPRN2	1.07414285714286
ZNF512	-0.6785
PSAP	0.539
CCDC140	-1.488
LRRC55	0.52925
CYP26C1	0.069
C8orf47	-0.94925
LYN	-0.096
DUSP6	-0.576833333333333
TGFB3	2.82753333333333
ELK1	-0.7683
PCDH11Y	-1.11133333333333
HGD	-3.65775
C17orf58	3.22
MYO3A	0.241
SERPINE2	-4.601
AARSD1	-0.281125
C14orf73	-1.77025
ADAM33	-0.08625
ZNF491	0.2
MAPK6	-0.58
TCN1	2.764
SLC24A6	0.959
UBE2R2	-0.12425
H1FNT	0.554
TATDN2	-0.592666666666667
LILRB1	1.35675
P2RY5	1.1775
NUCB2	2.3385
C2orf37	0.191
SNX27	0.726333333333333
MTA3	-0.016375
FOXO4	-0.232375
ID4	-0.507833333333333
SOX5	-2.49416666666667
PXMP3	0.408
OR52M1	0.358
SFT2D3	0.546875
INA	-3.43516666666667
MCOLN1	1.61475
NFIX	-0.0767
CLEC14A	5.55783333333333
HIBCH	-0.987166666666667
PLA2G5	0.443
TIMM10	-0.00233333333333333
MED17	0.5521
COL4A4	-0.6995
TPP1	0.318166666666667
GJA3	-2.04483333333333
TMPRSS5	-1.03125
AADACL3	0.965
DNMBP	-1.80975
ENPP5	0.980166666666667
NQO1	0.5224
ZSCAN2	0.338875
SEC24C	0.400333333333333
GTF2A1L	0.256
AXIN2	0.3469
FAM33A	0.1735
C16orf13	0.263625
SPNS2	1.03925
TAF1	0.49025
AP1G2	-0.164333333333333
RBM42	1.04916666666667
HCN2	0.731333333333333
EFHB	0.0906666666666667
RUSC1	0.507833333333333
GRIK5	0.488
USP21	-0.421666666666667
ATAD3C	1.123
ORMDL2	0.756875
PRSS7	-3.8925
PSAT1	-5.703
FLJ13195	0.853166666666667
TBC1D1	-1.0885
IFNG	0.366
OTOS	0.303166666666667
ZNF773	0.726
EMD	-1.002
RETN	-0.74275
CCL8	3.944
APH1A	-0.88525
COX18	-0.63425
GTF2IRD2	0.66025
CCDC82	-2.20433333333333
PAFAH2	0.0602
NPEPL1	-0.2875
RP11-114G1.1	1.191
TP53INP1	0.229875
ZNF300	-2.7045
FOXL2	-3.355
LARP2	0.48775
LATS1	1.76925
HTR6	-0.733
SPOCK2	-0.684
RNF144B	1.8745
HTATIP2	0.016875
MGC10334	0.4795
CENTA2	1.7685
FGF2	-2.3535
FXYD7	0.407
PHYHIPL	-2.704375
GPR34	6.31275
DDX6	0.814333333333333
OR10W1	1.1485
LHFPL1	-2.331
ZNF313	-0.488928571428571
VPS28	0.15825
AP3M1	0.0612
AKR1CL2	-1.37225
TRAF4	-1.017375
OR2B11	0.5715
C19orf12	0.527666666666667
AKAP9	0.829
C1orf62	-0.484
SLC20A1	-1.0198
FAM112A	0.27875
LDB2	1.27325
MRPS23	0.97125
KLK5	0.604125
SPTB	-1.0576
EFEMP2	-0.45475
EFNB2	1.538375
PCM1	-1.07257142857143
NMNAT3	1.387625
TSG101	0.634333333333333
C8orf40	0.5415
NOB1	-0.415
ABHD3	0.1665
GTF3C4	-0.8355
PIGN	0.748833333333333
GALNTL1	2.51625
AEBP1	0.725375
OR9Q1	1.0795
ANKRD2	-0.054625
CCL28	-0.5655
TRIM38	0.0885
TMCC1	0.7985
SMG5	-0.90775
LRRC7	-0.7575
NCAPD2	-0.846666666666667
C6orf153	0.033
C1orf74	0.0605
OTUD6A	0.43
DCP2	-0.3925
TMEM24	0.137
RPL18	0.132333333333333
TMEM177	-0.121
LRRC37A3	1.611
C1D	0.3145
LDHC	1.61
UBE4B	-0.266833333333333
NIT1	-0.162125
BTN3A3	-0.329
RASD1	2.86175
COMMD3	0.59375
SHFM1	0.646
BIRC8	0.7685
DUT	-0.83
C12orf51	1.139
LRRC59	-0.0316666666666666
LY6H	1.0855
WDR22	0.376583333333333
EDEM1	0.172785714285714
ADH1A	2.7585
PANX2	0.391
CYP11B1	0.85225
CDC73	-1.21425
GPR172A	0.11725
GSTM3	3.332
KCNA5	0.541
SERAC1	0.364333333333333
NFATC2	0.102
ANAPC5	-0.054
C15orf24	0.8795
NFATC2IP	-0.346833333333333
TNRC6C	1.22133333333333
MGC102966	-1.659625
FGD5	0.489333333333333
MED9	-0.59375
RAB13	0.317666666666667
C15orf49	0.00199999999999997
CRYGS	-1.1433
C12orf53	-1.4406
LOC283693	-0.6955
COX6B2	-0.12675
PHF14	0.713625
FAM3A	-0.404125
RPL13	-0.8326
PRDX2	0.758
FLJ34047	-2.22625
PRMT3	0.11425
KCTD19	-2.327
TRIM10	-0.795833333333333
MGC26597	-0.208333333333333
GCNT4	1.131
GPRASP1	-0.39825
CDKN1C	-1.29533333333333
RHBDL2	2.9389
HSPH1	0.6375
AQP1	3.066375
COL17A1	-0.0858
GFAP	0.378
CDC16	-0.20275
KIAA1614	-0.0775
C6orf118	-1.212
ZSWIM5	-0.225
FAM83F	3.36475
LYNX1	-0.0135625
SYNPR	-2.3075
XG	1.26833333333333
PRSS16	-0.963875
KIF13B	0.0175714285714286
PCDH9	-2.282375
HIST1H2AH	0.695333333333333
RBM18	-0.2175
ZNF626	1.675125
HEXIM2	-0.4295
ITFG1	0.485
TUBG2	-0.8575
SFRS7	-0.077
C9orf14	0.7405
EXTL1	-0.86575
GBP3	0.8095
WDR5	-1.0725
RARG	0.308166666666667
MYO7A	-0.577
CECR6	-1.09475
C13orf3	0.029625
SFRS18	-0.50975
ACVR1B	0.6565
PSMD1	-0.4681
C7orf31	0.479833333333333
ILVBL	0.697
IFNGR1	0.68475
RNF186	2.00075
NOL9	-0.996
MAGEL2	-0.1865
SLC29A2	-0.44375
NHSL1	-1.33725
RBMX	-0.8685
PSORS1C2	0.671875
RAD51L3	-0.125
LCN6	1.121
ORAI2	-0.3085
BRUNOL6	0.1734
OR4K5	0.107
CDC123	-0.334125
MSLN	-1.03666666666667
WWTR1	-2.1205
ZNF700	0.0916666666666667
COBL	0.8615
PPP1R16B	0.291375
GAS7	-0.8681
MDN1	-1.00725
HAAO	0.3605
C9orf68	-0.45725
TNFAIP2	0.165125
FOXN1	0.2285
hCG_2033311	1.48366666666667
ATP6V0D2	0.8856
RPL41	1.553125
SLC38A1	-0.451125
ARHGAP6	-1.20433333333333
ADAD2	0.37475
PHF20L1	-0.544125
MCM3AP	0.844166666666667
ST3GAL3	-1.02366666666667
SNX1	-0.167333333333333
ELF5	0.68775
PARP3	-1.0965
RBM8A	0.1739375
LINGO4	0.0885
ITGA9	0.275666666666667
ZFR	0.6445
ACSL6	-0.882571428571429
FLJ20699	-0.7916
DAOA	0.179333333333333
FABP4	4.92325
KCNB1	0.0155
CANX	0.2385
SLC25A28	0.448166666666667
ADIPOR2	1.301375
ECHDC2	1.926375
SMA4	-1.32025
FRZB	2.1285
PABPC1	1.1925
DMRTB1	0.048875
APOBEC3G	-1.55675
CATSPER2	-1.57183333333333
CUEDC1	1.37033333333333
STARD9	-1.725375
CLDN8	3.651
LOC23117	-1.35577272727273
E2F6	0.228
TMEM126B	-1.00366666666667
DPY19L4	1.496
GIMAP5	3.3785
NDUFA9	-0.461333333333333
FAM77C	1.765
CTPS2	1.99725
LOC51035	-0.054875
WDSOF1	0.35075
EGLN3	-2.123375
PITX3	0.895333333333333
OR52E8	1.5165
GRM4	-0.0825
KLK1	-2.3065
GPM6B	-2.001125
RRAGD	-1.66983333333333
PAGE5	0.593
UCHL5	-2.0385
ULK3	0.0598333333333333
AIM2	0.875166666666667
PNO1	0.353833333333333
OR2F2	0.7205
GNAT2	0.1175
SIX1	2.03375
ST13	-0.183
ZBTB44	0.893625
TIMP2	-0.6975
ZMAT4	-3.7295
GTF2IRD1	-0.290333333333333
ZNF19	0.460666666666667
ZNF714	0.89375
RSC1A1	-0.054
C9orf80	-0.10325
PSMA8	0.6965
TMEM141	-0.42275
COX4I1	0.0488571428571429
CTAGE1	0.333666666666667
DTWD1	-1.26325
HSD11B1	0.92375
KRT6B	2.875125
ARID4B	1.280875
LHFPL3	0.272
WWP2	0.462833333333333
ZNF326	0.789166666666667
