Hybridization REF	TCGA-A2-A0YL-01A-21R-A109-07
PQBP1	-0.231833333333333
JTB	0.646333333333333
REST	0.8795
SLC8A3	-0.267666666666667
TMEM16H	0.4305
MRPL47	-0.273125
EVI1	1.1337
MUC1	2.315375
TEAD3	0.326375
STOML1	-0.632
USP24	-0.1369
PNMA5	-1.1375
MAEL	0.896
LBP	0.1199
HSD17B4	0.334
SEC31B	-2.07
IDH2	-0.5919
SFRS16	-1.81475
AICDA	-0.118
RNF180	-0.4925
C1orf56	0.27
FLJ10324	0.436333333333333
GPR148	0.184
MEF2A	0.586416666666667
ASF1B	-1.402
HTN3	-0.50525
RNF215	0.55425
SLC4A3	0.735166666666667
ADAMTS9	0.8928
C9orf66	1.0215
FOXD3	-0.0995
GSDM1	0.474
IFITM5	0.2865
PODXL2	-0.664166666666667
C1orf176	0.30225
RPS3	0.49225
hCG_2004593	0.698125
COL21A1	0.68875
NTNG2	0.254
RAI14	-0.0193333333333333
P76	0.81675
LRFN3	0.3685
FAM14B	-0.70925
FKBP14	-0.4835
TNNI3	-1.21316666666667
HOXB3	1.18675
SGCB	-0.3805
PPAPDC3	0.146
FRAT1	-0.3845
MORN1	0.755833333333333
ARHGEF2	0.26025
BNIP2	0.13175
DHX30	-0.99525
EEFSEC	0.05475
FGF20	0.0585
FLJ38973	0.0894285714285714
PLCH2	-0.0828333333333333
CCNG2	3.23775
PSPN	-0.035
WDR88	0.08
HOXB13	-3.511875
MTMR8	-0.6685
SPAM1	-0.253
PPP2R1B	-0.700375
TANC1	1.333
CNN3	1.1332
CHGA	-0.012
C9orf128	1.276
CACNA1B	-0.0506666666666667
MMAB	-0.8869
RHOA	0.339166666666667
RAPGEFL1	-0.4235
SLC1A5	-1.397
CALCA	-0.1275
SYCP1	0.12825
CXCL11	4.495125
GFI1B	-2.18816666666667
PSCD1	-0.186
C11orf58	0.0763333333333333
MGC45438	1.84533333333333
NUDT18	0.333
ASB3	0.207166666666667
ZP1	-3.336
LPPR2	-0.1672
ZNF527	1.02566666666667
ZNF771	0.39925
TTBK2	-0.54025
TRIM55	-0.69625
GJB3	-0.455
PRSS35	1.42975
SCRG1	2.2025
ZDHHC24	0.06325
DUSP26	0.82525
C1orf51	0.612125
DNAJC3	-0.4325
LITAF	0.879875
ZNF410	0.44375
AFP	-4.24716666666667
ZW10	-0.7275
PHOX2B	0.1245
VILL	0.45025
ELOVL7	0.18575
LOC644186	4.225
PPP3CC	0.06125
CHST13	-2.081
WDR40B	0.2595
MEA1	0.026
HILS1	0.1915
DLX6	-2.32466666666667
NKG7	2.11616666666667
EMP1	1.87225
ACTR6	0.21525
CHCHD7	-1.026
COG2	1.1508
TCEA2	-0.0355
TARS	-0.973
FLJ20294	-0.3365
ZNF92	0.9725
TRAPPC2L	-0.3677
ARHGAP28	0.699
CCDC109B	1.07025
LGTN	0.510333333333333
INGX	0.0595
LOC124446	0.824
RPS2	-0.88525
C17orf75	-1.94483333333333
NBPF1	0.554
SLC2A8	-0.287166666666667
SNRPE	-0.532
CARD6	0.24675
IL13RA2	1.013875
CUEDC2	0.005625
C4orf19	-0.2885
AOC3	1.742
MTHFD2	-0.434166666666667
OR5M9	0.5545
C4orf38	0.240833333333333
SS18L2	-0.9195
OAS3	1.2675
LARGE	1.44625
LRIG3	1.76266666666667
LIMA1	1.51875
STARD3	-0.6685
VPS39	0.289
CTAGE6	0.394
ODAM	-1.4065
MORF4L2	-0.0085
GSTO2	2.17725
MTFMT	-0.9375
PRKAB2	-0.759285714285714
ZNF76	-0.578833333333333
HSPB2	4.5045
CRB2	-0.1245
KLRK1	-1.8655
LYST	1.666
UBE2M	-0.993
SLC16A9	-0.3425
ZNF281	1.131
ST8SIA1	0.908
C9orf105	-0.847
ANKRD46	0.593
FAM108A3	-0.0125
C20orf91	0.59675
ZYX	0.678666666666667
RSPH1	2.4705
ZSCAN5	-0.60725
RIMS3	-0.1955
KRT76	0.204
CEACAM4	0.6325
SIRPB1	-0.06575
CFHR4	-0.493
SOX3	-1.4135
GATAD1	-0.355875
C21orf57	0.2575
TMC8	-1.07216666666667
AVIL	0.2875
LMOD1	3.08325
HIGD1A	-0.556
NEU3	-0.079
DES	1.293375
BZW1	-0.2517
ZNF221	0.5205
CCDC27	0.268
GDAP1	0.16825
RBBP4	0.22125
MGC40499	0.213
PHKA1	-0.47725
PRKAR1A	0.222833333333333
HSD3B1	-0.0425
RAD52	-0.854666666666667
CD207	1.6425
LOC389791	0.1155
RSPO1	2.1065
TMEPAI	2.575375
MFSD2	0.889125
ETV4	-2.3225
SCGN	0.981
LOC391356	0.52775
MPP1	-1.324875
STARD3NL	-0.14375
TFAP2D	0.088
CD2AP	0.24675
CCL20	-4.79766666666667
CCDC86	-1.6955
ZFP30	-0.391
CTBP1	-0.541333333333333
MAK10	0.150333333333333
STXBP5	-0.778666666666667
LOR	1.0842
MAP6D1	-0.591125
ARMC7	0.137
TMEM150	-0.1364
NSL1	0.18075
KIF5A	-0.3265
ASCC2	-0.1685
PSENEN	0.692833333333333
OPTC	-0.7105
FCRL2	0.0788333333333333
KBTBD11	-0.351875
PCK1	-2.69575
CENTD3	-0.23325
MEGF8	-0.51075
ALPPL2	-0.5585
OBFC2B	-0.284166666666667
ZFYVE20	0.20475
GALC	1.794
CTRB2	-0.10875
C20orf71	0.0356666666666667
TBKBP1	-0.100166666666667
CAMLG	1.089125
TREML4	0.513
RSAD1	0.0725
TUBA3D	0.3375
KIAA1833	-0.213375
PNPLA1	0.629
LRRC34	-1.11866666666667
CDH26	-0.820833333333333
ZNF167	1.10983333333333
ZBTB26	0.5608
VWF	3.3511
VTN	-1.08066666666667
BAD	0.5445
PDS5B	0.146916666666667
ZNF644	0.683583333333333
SH3GLB2	-0.507875
SMPDL3A	0.6496
NRG2	1.037375
IL15	1.50016666666667
GABARAPL1	-0.423166666666667
LAT2	-0.0148
SLCO1A2	-1.40166666666667
LIG4	0.0545
GSDMDC1	-0.321875
BMP4	-1.36775
METT10D	-0.144125
SYCE1	0.43125
SPANXD	-6.62
SLC12A9	-0.191333333333333
MC1R	-2.1285
RNF168	-0.704
TRIM69	0.228
GALNT7	1.78133333333333
ISG20L2	0.31475
KIAA2026	0.9265
TNFAIP8L1	-0.578
DPY19L2	0.10625
C12orf63	0.9265
PRDX5	-0.1865
MED6	-0.481
TXNDC5	-0.8755
CD46	0.790166666666667
CCK	-2.7025
C17orf48	0.61825
ANUBL1	1.4725
SIT1	-0.284833333333333
TYSND1	0.156666666666667
DEF6	-0.448333333333333
GLT8D4	2.20825
UTP14A	0.24975
RPH3AL	0.82025
NXF1	0.0423333333333333
TRERF1	0.0275
TUBB3	-1.904
SLC24A2	1.1085
SEC22B	0.351
ZNF653	-0.037
GGTL3	-1.44933333333333
CDKL2	1.236
CTF8	-0.626666666666667
EPC1	1.51266666666667
CYP4A11	-0.448
THRSP	2.90283333333333
LELP1	-0.264166666666667
TES	1.173
C17orf87	1.321
FERD3L	-0.42775
SH3TC1	-0.4745
RAB36	2.477
CRYGB	-0.242
GRIA3	1.2185
BHLHB9	0.92675
C1QTNF9	0.94325
GOPC	0.5615
PNPLA8	0.706833333333333
ZNF444	0.4665
FMO1	4.188
POLR3C	0.80025
SLC35F3	1.572
SGCG	-2.79366666666667
DCDC2	-1.05833333333333
NANP	-0.436
MGC23270	-0.42
BEX4	0.693083333333333
HYDIN	0.6131
RPS6KB2	-0.62125
ADRM1	-1.03975
BAT3	-0.6485
RAB31	1.2113125
SCGB2A1	4.783625
SLC6A14	-1.612125
DDX4	0.12975
PRRC1	0.138
AP3B2	0.942666666666667
TRGV7	0.367833333333333
TMEM184B	0.59625
ADPRHL1	0.418666666666667
C21orf45	-0.66175
ARNTL	0.966125
AADAT	-1.07225
CCL2	0.169166666666667
SNTB2	-0.799166666666667
RGS9BP	-0.09975
KPNA1	0.497
TMEM41B	0.303
S100A11	0.709416666666667
DOT1L	-2.1795
EFHC2	1.2375
CLTC	1.09333333333333
SRP9	0.927928571428572
ZNF521	1.536
FAM26F	-0.67825
GPR88	0.728
COL13A1	-1.30466666666667
CHMP4B	-0.00149999999999997
SIGLEC6	0.0726666666666667
NFAM1	0.118875
PVRL2	0.6853
ALKBH4	-0.33875
CCDC93	-0.4493125
NXT1	-0.395
KCNK4	0.6315
TROAP	-1.971
KCNA10	0.102
CCDC114	0.0873333333333333
RAN	-0.363166666666667
LMTK2	-0.617
LOC400657	0.711
UFC1	1.4425
UBE1DC1	-0.8595
EEF1A1	1.00172222222222
CHAC1	-0.661
HMGA2	-5.3514
B3GALTL	-1.0705
ING2	-0.07525
C1orf109	0.107
INTS3	0.399
ZNF558	0.40275
TRPM4	1.495
LTB4R	-1.6875
ISYNA1	-0.0255
LSM7	-0.50925
LRRC47	-0.4689375
ZNF179	-2.08316666666667
EXDL1	-0.162666666666667
SLC4A10	-0.625
ACSS2	-1.01483333333333
COPS7B	-0.2815
KIAA0040	1.85
C1orf95	-0.3355
AP1GBP1	-0.016
OR9A2	0.5995
FAM71C	-0.214333333333333
RIN1	-1.41033333333333
ITGA4	-1.438
DNAJC6	-0.373
CLOCK	1.19866666666667
SLC35A4	0.247666666666667
DSG4	0.14075
LOC26010	1.253
NSUN2	-0.8715
TMEM86B	-1.1775
C14orf135	0.48725
KIFC3	-1.91216666666667
PHF5A	0.16525
NCAPH	-2.00175
STK11IP	-0.43075
FLJ42953	0.2725
CCDC19	1.7225
ZNF329	-0.4415
TAX1BP1	0.104666666666667
ZDHHC18	-0.0585
C10orf88	0.754
TMBIM4	0.8403
NMUR1	1.037
KIR2DS4	0.130125
C9orf90	-0.2105
MGC87631	0.435
KDR	3.0902
ST3GAL2	-1.399
RLN2	1.1655
HPD	-3.8835
MOXD1	-1.54866666666667
PDGFRL	2.53633333333333
SMYD4	-0.952571428571429
FAM103A1	0.470333333333333
MFAP4	1.16083333333333
LOC285141	0.303
TMEM45B	-0.686625
SMCR7L	-0.725214285714286
GZMH	3.7375
CBLN1	-1.89566666666667
CNNM1	0.0205
PHF17	-0.427583333333333
NUP98	-0.0799166666666667
RMI1	-0.633
PTPRS	0.331625
ANKRD57	0.1685
CLDN15	-0.951
OR51A2	-0.33
GUCA2B	1.369
DOCK9	1.0875
ITGB1BP1	-0.529333333333333
DLG2	0.690625
BRAP	0.21775
SESN3	0.707
ZC3H7B	0.93825
FAM101A	2.46633333333333
FKSG24	-0.72175
ZYG11B	-0.411875
RFC2	-0.82225
SH2D3A	0.498333333333333
DVL3	0.0868333333333333
ADFP	-0.0925
KRIT1	0.06475
SERTAD3	1.86816666666667
LEFTY2	-3.33975
KRT27	-0.1945
SCFD2	-0.08575
MN1	-0.62675
RORA	0.25575
PTPRD	0.45825
PIAS2	-0.472333333333333
CYP4X1	5.26683333333333
FBXL15	0.142
MYH15	-0.212666666666667
CRX	0.247833333333333
TBC1D13	-0.107
SLC22A17	0.970666666666667
PLK2	1.37783333333333
ARHGAP9	1.338
EIF1B	-0.1435
C20orf185	0.175
DEFA7P	-0.018
PRIM1	-1.7545
CRYAA	-1.835
BACE1	0.28025
AGTRL1	0.857333333333333
ACAD9	0.0335
GRASP	0.70525
RBP4	-3.80366666666667
TFB2M	-0.2485
METTL9	0.125
ATP5O	-0.605
SP100	0.6841
CPSF1	-1.22883333333333
S100A4	-1.356
LIME1	-1.52475
GPR137C	0.97925
OR2A2	0.4855
C2orf29	-0.18625
NUP188	-1.23675
SDPR	1.80775
RAI1	-0.545
RPS20	-0.3326
LAMB1	-0.31425
ADM2	0.523666666666667
ZNF229	0.573
DKFZp434K1815	-1.138375
EPN3	1.3875
CLIC3	-0.937
MEIG1	-0.1385
HMGB4	0.10375
STARD10	0.3405
KLF8	2.503
EPB41L2	-0.616166666666667
JMJD6	-0.219125
CTSL1	-0.9745
GPR27	0.5395
ELAVL4	0.759875
MMP21	0.737
PPM1B	0.44675
SUV39H1	-1.47775
AAMP	-0.1505
TUSC4	-0.1
MBD6	0.81625
KLK13	-0.388875
FMNL3	0.863666666666667
TRIM13	-0.08225
C15orf5	-1.5115
IQCF1	0.572625
CACNG8	0.2225
SLC35D3	0.0901666666666667
ZDHHC9	0.9995
ODF3L1	0.35875
C9orf86	-0.7268
TSEN2	-1.21125
C17orf64	0.352
SEPX1	0.2593
TSPO	0.6125
SYMPK	-1.291
ADORA1	0.3515
TSPAN10	0.068625
SEMA6C	0.9575
RTTN	-0.6518
IL2	1.05783333333333
ARRDC3	1.166
TBPL1	-0.510833333333333
STX12	1.354
MRPL39	-1.047
OR8H3	0.016
IFIT5	1.74133333333333
CASC5	-2.112125
FAM46A	-0.188666666666667
HPCAL1	-0.80525
CYLC1	0.2455
VGLL2	0.120875
C20orf191	0.11125
CDH1	-0.00525
ITPA	-0.59475
CCDC101	0.10725
D15Wsu75e	-0.092
EDA	-1.099
CREG1	0.45375
OR7G2	0.149
SAP18	0.344583333333333
IFIT1	2.664
CALML3	2.4445
FLJ37440	1.786
FNDC5	0.15875
SERPINB6	0.113
JUNB	1.6776
SYS1	1.064
SCN2A	1.15816666666667
ZKSCAN5	-0.3534
WNT7A	-0.136166666666667
TSHZ3	2.513
RNF148	0.7385
H6PD	0.105375
CAD	-1.22683333333333
ZNF449	0.415
DOCK10	-0.4885
FAIM2	0.064
HEXDC	-0.33925
PRB1	-0.3935
C14orf148	-0.0455
ETHE1	0.87675
IRF5	0.1919
GNMT	-0.4185
MGC16291	-1.721125
RPAIN	-0.701142857142857
CAGE1	0.875
CNTNAP3	-0.679125
ACTR1B	-0.58875
EEF1E1	-1.4705
MSX1	-1.205375
ESF1	-0.7093
HSPC171	-0.4165
MRPL2	-0.645833333333333
RDH12	-0.8165
CELP	-0.232
METRNL	-0.8
C10orf116	3.39466666666667
C19orf48	-0.8175
ZNF346	0.030125
NCR1	-0.4755
C10orf64	1.11
CD52	1.29675
VPS18	0.33975
AP4S1	-0.200833333333333
NPBWR1	0.184
TPK1	1.01675
UBA52	0.0419444444444444
RIPK1	0.856333333333333
CPNE3	0.46
HSPC159	-0.213
C8orf38	0.2805
LRRC4B	-0.228
PARP10	0.5132
ANKRD50	1.807
CXCL9	6.22675
FGF18	0.881
EIF2A	0.36
SLC20A2	0.771166666666667
KIAA1549	-0.417333333333333
SPINT1	1.8541
ZNF584	-0.256
CRBN	0.881333333333333
ABCF3	-0.148333333333333
NCBP1	-0.339166666666667
PLA2G4F	0.255
PCDH10	-0.848625
TTC21A	0.7265
C20orf144	-0.0045
FGFR1OP2	-0.111333333333333
SLC9A1	0.2193
CHRND	-0.2695
FOXF1	-2.57925
KIAA1467	1.84225
TPO	1.35566666666667
LTF	3.56292857142857
DNAJB9	0.451
MRPS27	-0.305
bA16L21.2.1	0.365
WBP2	-0.1495
MRGPRX3	0.354666666666667
PRPF18	0.6275
C10orf58	0.45875
SMOC1	-2.6823
ADAT3	-0.0328333333333333
TMEM138	-0.19225
TMEM131	0.791625
TIMM8B	-0.169
MYH7	-0.697833333333333
ST6GAL2	1.0085
KIF1C	0.25425
SUHW2	-2.1555
PAPSS1	1.23575
CABP2	-0.0855
HOXA4	0.6355
ELF2	0.43075
SEMA3D	1.3379
MC5R	0.1805
OGFR	-0.2225
FLJ30092	0.209833333333333
TGFA	-0.6033
MMP17	0.03625
KIF15	-3.09125
CHIA	-0.13575
CATSPER3	0.57275
CEACAM7	0.7525
PADI2	1.615875
HOXA9	1.7655
LNX2	1.676
TMEM144	2.64525
HIF1AN	0.41125
METTL7A	0.2474
C6orf165	2.67233333333333
KIAA1468	0.301
DSG3	3.591
ZNF180	0.864
EIF4E3	1.986625
SLC46A1	-0.020625
DKK1	-4.432
ZNF205	0.0221666666666667
LOC162073	0.898222222222222
COX7A1	4.32675
MAGEA1	-5.103
NEDD8	-0.355
KLHDC5	0.0335
C3orf19	0.2895
MRPS2	-0.716
POLR3H	-0.1885
ABHD11	0.2186
TMEM17	1.23025
PAIP2B	-0.7043
MAT1A	-3.12875
LGI3	-0.804
THUMPD2	0.421
TKTL2	0.14675
XAGE3	-2.3145
CALM3	-0.261
C6orf136	-0.873666666666667
KCNC4	0.522833333333333
RGS9	1.50533333333333
ACIN1	-1.41033333333333
SPATS1	0.0645
XKR8	0.126
FAM84A	1.85791666666667
MS4A7	4.78581818181818
AGXT2L2	-0.341
OR1F1	0.0465
SMAP1L	-0.00541666666666666
IPO11	1.12225
ZC3H11A	0.3763125
C1orf151	0.328125
RNASEH2A	-1.3615
CCR10	-1.644
TXNDC11	-0.447916666666667
TMEM112	-0.052125
MAP1B	-0.181357142857143
NVL	0.60175
PKM2	-1.39485
ARC	0.053
NUP54	0.0305
PPFIBP2	2.091
STAT2	0.78875
PTAFR	2.00016666666667
ROBO2	2.136625
RNF40	-0.493833333333333
CCDC135	-0.509833333333333
IFT81	0.4167
MORF4	-0.14425
TM7SF3	-0.335375
OR10H3	0.3315
ABP1	-0.3775
CHRD	0.56725
PLEKHA8	-0.1415
NCALD	2.389
OR5AK2	0.4695
ACCN1	0.249333333333333
SLITRK1	-0.40175
ARMET	-0.9855
C9orf52	0.2475
REEP4	-0.95975
MTSS1	1.33525
ADH1B	2.36833333333333
DLD	-0.91425
CDK5	-0.403
PPFIA1	0.1835625
WFDC3	0.4705
DNAJB12	0.913571428571428
RANGRF	-0.78
MLANA	-5.2175
AMY2B	0.409
KIAA0319	-1.11725
RPS7	0.124
JAK3	-0.0514
ARFGEF1	0.585
CXCL5	0.72375
TRAPPC4	-0.036
CETN2	0.812
HSPC111	-1.43775
RHOBTB3	-2.1553
PHLPP	0.2585
RGS10	1.16625
TMEM58	0.627
CHERP	-0.570875
HSP90AB3P	-0.7755
FSTL3	-0.089
PEX11A	0.6945
OR5V1	-0.0425
FCN3	1.46925
PTPN3	0.513875
NPTX1	-3.400125
C21orf84	-0.6425
C11orf51	-0.002875
ZBED2	0.926
FLJ90757	0.46675
NPY2R	2.799
PLD3	0.40225
SYT17	2.00466666666667
SGSM2	-0.90375
OR1A2	0.3975
FOXP1	1.5315
SLC5A1	3.80075
POFUT1	-1.0552
EPHB6	-2.20983333333333
MYO1G	-2.210625
STAC	-0.3703
KLHL17	-0.931333333333333
RGMA	1.0675
TJP2	-0.1869
FAM114A1	0.327333333333333
SERINC1	1.25341666666667
SLC9A8	-0.496375
PEX19	0.682125
EDN2	3.9395
PSMD7	-1.34488888888889
C3orf41	-1.17025
UQCR	-0.142875
PPP1R3C	-0.1305
LRP4	-1.27883333333333
TM2D1	0.5535
TTC17	0.1146875
C4BPB	-4.885875
CCL25	0.38275
ZNF253	0.574166666666667
CHRNA9	-4.5295
SOX11	-1.7745
HIVEP3	0.8105
CGN	1.99783333333333
C3orf35	-0.301375
PKD2L1	2.9185
SYVN1	-0.13625
PDE8B	-0.19375
LOC439951	0.03575
LTC4S	2.38916666666667
MIF4GD	-0.365
SMARCA2	1.1046875
TUBGCP6	-0.429833333333333
CABLES1	-0.057
C16orf77	2.37466666666667
ZNF791	1.335
FUT5	-1.7225
ADH6	-2.24133333333333
P4HB	-0.44
CLDND2	-0.96625
ALKBH8	0.05175
PLAC4	-1.173
F11R	0.163642857142857
MGC35295	0.498833333333333
PDZD4	-0.574333333333333
LOC389073	-0.48375
FAM80B	-0.348666666666667
PSMB1	-0.54825
TXN	-0.6665
VIPR1	1.4466
WBSCR18	0.0319
EXOSC6	-1.47616666666667
ACTA2	3.61416666666667
SP5	-2.90183333333333
ANKRD1	-2.18375
DDR1	1.0427
ATP6V1D	0.19825
PTGS1	-1.2495
RNF157	-1.12625
DCC	0.2065
SPAG7	-0.30425
FBXO18	0.42325
UBE3C	-0.4526
HOXC6	0.9805
LRP2BP	0.339666666666667
MYST2	0.14425
PDSS2	0.45225
ATE1	0.69775
ARAF	-0.278
KLF10	0.44375
PLA2G2E	-0.014
ASCL1	-1.55266666666667
TSNAXIP1	1.193
FAM131B	0.8475
IFNA10	1.1365
NUP43	-0.8355
FAM44B	0.316875
L1TD1	-4.1205
NMD3	-0.225
C18orf54	-1.2206
PHOSPHO1	-0.0345
RAG2	-1.3335
EMILIN3	-0.5025
METTL3	-0.51825
VPS13C	0.29275
REXO2	-0.20525
ANXA4	0.17625
CA1	-1.36425
DCP1B	0.39075
TULP3	-1.27366666666667
ATP2A2	0.217857142857143
ATIC	-0.712
ADAM15	-0.999583333333333
NPL	1.25716666666667
LGR4	0.266
UEVLD	1.05066666666667
GAB1	2.021
SNAI2	2.00516666666667
ZGPAT	-0.7259
SNF1LK	0.359375
DLEU1	-1.23025
UBE2Q1	0.434
ZMYM6	0.449625
JPH3	-2.111
FAM38A	-0.929416666666667
PXK	-0.234
DENND2D	1.87175
BAX	-1.98075
CP	-1.23181818181818
RPL37	0.4124
G6PC3	0.01225
NCOA4	0.773333333333333
LRRC14	0.044375
GORASP1	0.2895
FCHO2	1.0755
CYP24A1	-4.1065
FXYD3	2.302875
SMARCAL1	0.3315
ABCB8	-0.1035
CCDC44	-1.1155
PRDM7	-3.6975
USH1C	-1.2855
DNAH5	2.26283333333333
SRF	0.1985
MAL2	2.04183333333333
PGPEP1	-0.201166666666667
SIN3B	-0.49925
SEMA3C	1.9695
GRAMD3	3.151
FBXO10	0.10375
OR5D13	0.767
FLJ31818	0.7195
CACNA1I	-0.1335
S100A13	1.242
TP63	3.56114285714286
ANXA11	0.7521
WDR66	1.104875
CSF2RB	0.018
IFI44	1.18475
DACT1	2.12116666666667
ANKRD23	-1.758
ATP5G1	-1.04733333333333
C21orf70	-0.550333333333333
PPWD1	-0.6735
DNAJC13	0.715
PAH	-4.578
PTCH2	0.45725
TRMU	-1.1125
CCDC9	-0.1555
USP3	0.3437
DCLRE1C	0.2649
FAM55C	0.10725
FRMD4B	2.149
CYP2R1	-0.6325
RFPL1	0.7287
XPO5	-0.53
ARL6IP2	0.339
OSBPL5	0.3945
MMP9	1.24381818181818
KIAA0802	-0.6415
DHRS2	-4.691
SGEF	1.84775
TXNDC10	-0.3592
EXOC6	1.2205
RPS27	0.813
PNCK	-1.36716666666667
FSTL1	0.4705
AACS	-0.37125
SLMAP	0.555333333333333
SAMD4A	-0.3241
ABRA	0.33875
SMARCD3	1.084
PKNOX2	-2.383
A4GNT	-0.105
C9orf39	-0.522166666666667
RALYL	0.10625
MGC33556	-3.0385
C10orf25	-0.0915
BBOX1	5.345
NHEDC1	0.2275
XDH	1.2765
GCSH	-1.2645
EDN1	2.0045
MTERF	0.1785
CLK4	1.27075
ZNF799	1.1425
KCNG1	-1.48525
CXCR4	0.698666666666667
PTPRR	-0.982
IRAK1	-0.951375
LOC401397	-0.2855
TMSB10	0.658214285714286
CXCL3	-1.9144
TMC4	2.28
OR7A10	0.4975
STYK1	1.8095
CHRNA10	-0.46675
CCNI	1.41475
EP300	1.22335714285714
LOC165186	0.0186666666666667
HIC2	-2.74775
SDR-O	0.1145
OR2W1	0.1305
KCNA6	0.513
TRIM74	-2.14125
REEP6	1.86975
ATP5G2	0.20775
ERG	1.148375
TMEM42	-0.69375
PARN	-0.277
SOD2	-0.63125
DIRAS1	-0.110166666666667
PNPT1	-0.8175
JOSD3	-0.75225
hCG_40738	0.5515
PDE1C	-0.75625
SEMA4D	-0.041
AGPAT1	-0.176666666666667
NOSTRIN	1.16525
MAP3K3	-0.241
MAX	0.611428571428571
CAPS	0.833166666666667
SERPINA12	0.5405
OSBPL8	1.737875
RICS	1.9375
NR4A2	1.288
PPCS	0.830666666666667
LONP1	-1.68275
SCYL3	1.946
HERC2P2	-1.17483333333333
FIBCD1	-1.2945
C15orf41	-0.231
DMC1	-0.660833333333333
C20orf27	-1.40675
RPS6KA5	1.2813
FAHD1	0.315166666666667
SLC12A4	-0.18525
BRCA1	-1.72033333333333
GBL	-0.8075
SLK	0.742
NUDT9P1	0.274
NOXO1	1.1575
USP52	-0.994
BAZ1B	0.16425
SLCO2B1	3.11225
BBS12	1.50166666666667
LRGUK	1.08166666666667
TERF2IP	0.0265
COL1A1	4.8985
KIAA0090	0.09
GRK5	0.0318333333333333
AP1S2	-1.2256
TMEM52	-0.976166666666667
CA11	-0.106375
OR4A15	0.3505
ACBD3	0.5871
SPAG11B	0.641875
PRDM2	1.3328
FOXP3	0.45375
SMYD3	0.3579
LOC389199	0.1965
LGI2	1.674
NAPE-PLD	0.367
ANKRD6	1.4785
WDR45	0.4185
SHROOM1	0.40875
PSCD3	0.4945
PYY	0.2935
KCNC1	0.1695
ARHGEF9	0.3969
OR8J1	-0.1225
GPR55	-0.2435
NS3BP	-2.4125
C10orf22	0.827166666666667
NAT8L	-2.85025
DUSP4	1.07233333333333
FOXM1	-2.19083333333333
GRAMD2	2.1616
ZBTB48	-0.0558333333333333
BUD31	-0.2055
PABPC5	1.6975
CCDC41	-0.61775
FBXO11	0.463416666666667
C6orf148	-0.392
RFXAP	-0.5145
C6orf15	1.71866666666667
CDK8	-0.0225
C6orf70	0.426875
TESSP2	0.224
ALG2	0.63075
PPP1R3D	-0.05875
TPM3	0.514111111111111
SYT13	2.53225
EPB42	-0.409833333333333
CETN3	-0.2215
PRY	0.304
NTHL1	-0.493333333333333
POLR2B	0.0345
RPS28	0.902333333333333
P2RX3	0.19725
LYZL4	0.13225
WBP4	-0.181
PMM1	-0.4845
C11orf79	0.342
CBLL1	0.2345
IL1F10	0.0815
VAX2	-0.271
SETDB1	0.1625
LRAP	-2.36683333333333
GCLM	-0.424
CPEB3	1.88375
PPM1A	0.6251875
INTS1	-1.053
CAMTA1	0.945666666666666
SAMSN1	-1.85625
LOC158830	-1.61716666666667
GMPPA	-0.308125
AIPL1	-0.1535
IL24	1.28783333333333
BDKRB1	-1.40966666666667
MLF1	1.409
TAF12	0.167
ID1	-2.539375
THADA	-0.038
PIK3CB	0.43975
OR4N5	0.317
TBC1D17	-0.318
COX8A	-0.52825
CDCA4	-0.4245
C2orf44	-0.427
ZNF534	-0.66575
IMMP1L	0.12675
NIPSNAP3B	0.786375
FTMT	0.38875
PWP2	-1.04833333333333
MMP15	-1.3538
DNAH11	-1.57775
MTMR14	-0.131625
DNAL4	0.296
IPP	-0.66275
TMEM59	0.636875
C1orf157	0.4115
RGS4	1.58783333333333
DDX18	0.0696666666666667
SNX6	0.81
ZNHIT2	0.170666666666667
NCDN	-0.233166666666667
FLJ33534	-0.1795
RAG1	-1.504
OR4D10	0.0295
PTPN5	-0.155
POMT1	-0.01775
LRRC8A	0.362
CYP1A1	-1.96075
CAPN1	-0.238833333333333
DDHD2	-0.0996249999999999
GRIK2	0.13225
GNRHR	-0.03875
PPBP	0.37225
HTR3A	-1.010625
SLITRK4	-0.278
ANKRD49	-0.01975
BTF3	0.4901
SARS	0.12575
C13orf18	0.437166666666667
CACNB1	0.122857142857143
QKI	0.594636363636364
SETMAR	1.39725
MAN2B1	0.378
EML3	-0.2575
ACADL	-0.150833333333333
OFD1	0.07375
DEFB114	-0.3205
CGA	-3.9233
PEX16	-0.245
LRRC10	-0.6575
GNG12	0.8665
C1orf152	-0.379166666666667
CHRM1	0.6045
CD53	0.292125
DBH	-0.68325
TFAP2B	4.017
HIST1H2BJ	-1.67433333333333
FAM46D	0.2085
TMEM11	-0.46075
C3orf32	-3.01525
PCCB	-0.709875
IPO13	-0.13725
C6orf105	-1.98125
COMMD5	0.3535
SUV420H1	0.4166
LTBR	0.33625
ARHGAP15	-0.601
HDHD2	0.00300000000000001
TDRKH	0.2315
LOC401052	1.557
PSG4	-0.90525
GNB4	-0.8033
SPATA4	1.62275
SLC9A3	-0.7035
OSBP	0.474666666666667
NBPF3	-0.541416666666667
DOCK11	-0.843
SLC39A5	-2.20016666666667
PRR5	0.3628
C10orf63	0.436625
SMTNL2	-0.99625
ADRA1A	-0.0105
ASAH1	2.2721
DOM3Z	-0.0347
GIPR	0.2345
AHI1	0.02375
NADSYN1	-0.1515
