Hybridization REF	TCGA-AO-A12C-01A-11R-A10J-07
SLC6A14	-3.235375
DDX4	-0.22825
PRRC1	0.6815
AP3B2	0.900833333333333
TRGV7	0.207333333333333
TMEM184B	0.85625
ADPRHL1	1.77016666666667
C21orf45	-1.851125
ARNTL	0.262375
AADAT	-0.80575
CCL2	-0.6485
SNTB2	-0.143
RGS9BP	-0.937
KPNA1	0.18425
TMEM41B	-0.0823333333333333
S100A11	0.239583333333333
DOT1L	-1.8555
EFHC2	-0.493
CLTC	0.849833333333333
SRP9	0.986285714285714
ZNF521	0.75875
FAM26F	-2.42825
GPR88	0.421166666666667
COL13A1	-0.665833333333333
CHMP4B	-0.4602
SIGLEC6	0.426333333333333
NFAM1	0.512
PVRL2	0.8701
ALKBH4	0.2365
CCDC93	-1.147625
NXT1	-0.15475
KCNK4	0.9335
TROAP	-2.09966666666667
KCNA10	0.337
CCDC114	0.317833333333333
RAN	-0.251833333333333
LMTK2	-0.338
LOC400657	-0.714
UFC1	1.266
UBE1DC1	-2.8915
EEF1A1	0.739888888888889
CHAC1	-0.685
HMGA2	-5.4503
B3GALTL	0.2955
ING2	0.3305
C1orf109	-0.48875
INTS3	0.547375
ZNF558	-0.6235
TRPM4	1.453
LTB4R	-0.6
ISYNA1	0.758
LSM7	-0.31975
LRRC47	0.102
ZNF179	-1.5205
EXDL1	0.122833333333333
SLC4A10	0.089375
ACSS2	-1.37633333333333
COPS7B	-0.116
KIAA0040	1.7865
C1orf95	0.342
AP1GBP1	-0.848
OR9A2	0.718
FAM71C	-0.236166666666667
RIN1	-1.52983333333333
ITGA4	-2.412875
DNAJC6	-0.2285
CLOCK	0.533333333333333
SLC35A4	0.5455
DSG4	0.42975
LOC26010	0.4235
NSUN2	-0.85075
TMEM86B	-0.7324
C14orf135	-0.12625
KIFC3	-1.0575
PHF5A	-1.124
NCAPH	-2.47125
STK11IP	0.1205
FLJ42953	0.208125
CCDC19	2.03383333333333
ZNF329	0.30075
TAX1BP1	-0.506
ZDHHC18	-0.294
C10orf88	-0.23725
TMBIM4	0.8596
NMUR1	-0.1815
KIR2DS4	0.21325
C9orf90	-0.173625
MGC87631	2.199
KDR	2.8952
ST3GAL2	-0.8475
RLN2	-0.313166666666667
HPD	-4.06275
MOXD1	-1.3615
PDGFRL	2.748
SMYD4	0.131928571428571
FAM103A1	-0.178333333333333
MFAP4	0.7485
LOC285141	1.2875
TMEM45B	0.858125
SMCR7L	-0.848
GZMH	0.862
CBLN1	-1.62983333333333
CNNM1	-0.42425
PHF17	-0.697916666666667
NUP98	-0.242333333333333
RMI1	-0.7775
PTPRS	0.061625
ANKRD57	0.75225
CLDN15	-0.482833333333333
OR51A2	0.908
GUCA2B	0.9795
DOCK9	1.569
ITGB1BP1	-0.444166666666667
DLG2	0.101125
BRAP	-0.23975
SESN3	0.20575
ZC3H7B	-0.68075
FAM101A	2.13433333333333
FKSG24	-0.718
ZYG11B	0.149125
RFC2	-1.64925
SH2D3A	1.74283333333333
DVL3	0.404083333333333
ADFP	-0.7115
KRIT1	-0.5915
SERTAD3	1.40483333333333
LEFTY2	-2.50075
KRT27	0.2425
SCFD2	0.1935
MN1	-0.19275
RORA	1.3955
PTPRD	0.51575
PIAS2	-0.9415
CYP4X1	3.623
FBXL15	0.688
MYH15	-0.200666666666667
CRX	-0.152333333333333
TBC1D13	-0.47925
SLC22A17	0.980666666666667
PLK2	1.73483333333333
ARHGAP9	0.0595
EIF1B	-0.456
C20orf185	-0.66925
DEFA7P	0.592
PRIM1	-2.8935
CRYAA	-1.398
BACE1	0.17
AGTRL1	0.6725
ACAD9	-0.062125
GRASP	0.75875
RBP4	-3.9205
TFB2M	-0.271
METTL9	-0.3116
ATP5O	-1.66875
SP100	0.3076
CPSF1	-0.243
S100A4	-1.45075
LIME1	-1.002
GPR137C	-0.13475
OR2A2	-0.4005
C2orf29	-0.66325
NUP188	-0.69075
SDPR	-0.17275
RAI1	1.983
RPS20	0.0889
LAMB1	-0.2625
ADM2	-0.192666666666667
ZNF229	-0.194
DKFZp434K1815	-1.1855
EPN3	3.8835
CLIC3	-1.42
MEIG1	-0.11225
HMGB4	0.34775
STARD10	2.860625
KLF8	1.57925
EPB41L2	-0.0648333333333333
JMJD6	-0.09275
CTSL1	-0.295166666666667
GPR27	0.6305
ELAVL4	0.3525
MMP21	0.0935
PPM1B	0.350625
SUV39H1	-1.32375
AAMP	0.67825
TUSC4	0.734666666666667
MBD6	0.76325
KLK13	-0.965
FMNL3	0.633
TRIM13	0.551333333333333
C15orf5	-2.33475
IQCF1	0.101875
CACNG8	0.8355
SLC35D3	0.513166666666667
ZDHHC9	1.3325
ODF3L1	0.16475
C9orf86	0.031
TSEN2	-1.056
C17orf64	0.34075
SEPX1	-0.2723
TSPO	0.399
SYMPK	-0.83
ADORA1	0.46475
TSPAN10	0.90325
SEMA6C	1.036
RTTN	-1.1708
IL2	-0.151666666666667
ARRDC3	-0.0745833333333333
TBPL1	-1.62133333333333
STX12	0.38775
MRPL39	-2.303
OR8H3	0.00949999999999999
IFIT5	0.518
CASC5	-2.5105
FAM46A	-1.48
HPCAL1	-0.089625
CYLC1	-0.445
VGLL2	0.25125
C20orf191	0.22125
CDH1	1.51766666666667
ITPA	-0.35075
CCDC101	0.2415
D15Wsu75e	-0.34475
EDA	-1.03925
CREG1	0.10675
OR7G2	0.546
SAP18	0.887583333333333
IFIT1	1.55775
CALML3	2.17633333333333
FLJ37440	2.9295
FNDC5	0.37275
SERPINB6	0.487142857142857
JUNB	1.8645
SYS1	1.83325
SCN2A	0.214333333333333
ZKSCAN5	-0.959
WNT7A	-0.099
TSHZ3	3.196
RNF148	0.12875
H6PD	1.1015
CAD	-1.157
ZNF449	0.0105
DOCK10	-0.7385
FAIM2	0.101166666666667
HEXDC	0.89975
PRB1	-0.44075
C14orf148	0.414
ETHE1	0.06875
IRF5	0.1865
GNMT	-0.671833333333333
MGC16291	-2.61625
RPAIN	-0.356785714285714
CAGE1	0.0915
CNTNAP3	-2.425
ACTR1B	-0.512
EEF1E1	-1.72675
MSX1	-0.166125
ESF1	-0.6415
HSPC171	-0.515
MRPL2	-1.05966666666667
RDH12	-0.352166666666667
CELP	0.125
METRNL	0.0545
C10orf116	3.58066666666667
C19orf48	-0.939
ZNF346	-0.1995
NCR1	-1.078
C10orf64	-0.115
CD52	-1.2685
VPS18	0.957375
AP4S1	-0.391833333333333
NPBWR1	1.1305
TPK1	0.839
UBA52	-0.0831111111111111
RIPK1	0.536333333333333
CPNE3	0.1443
HSPC159	-0.823875
C8orf38	0.3595
LRRC4B	-0.638
PARP10	0.7817
ANKRD50	2.03975
CXCL9	4.58325
FGF18	0.467545454545455
EIF2A	-0.003625
SLC20A2	1.15116666666667
KIAA1549	0.296416666666667
SPINT1	2.162
ZNF584	1.081
CRBN	0.7895
ABCF3	0.120166666666667
NCBP1	-0.640666666666667
PLA2G4F	0.2765
PCDH10	-0.4075
TTC21A	0.2805
C20orf144	0.8075
FGFR1OP2	-0.818833333333333
SLC9A1	0.3408
CHRND	0.387
FOXF1	-2.5655
KIAA1467	0.17575
TPO	-0.0168333333333333
LTF	2.43821428571429
DNAJB9	0.289
MRPS27	-0.75625
bA16L21.2.1	0.00175
WBP2	0.4255
MRGPRX3	-1.54833333333333
PRPF18	-0.00225
C10orf58	0.55125
SMOC1	-2.9744
ADAT3	0.52
TMEM138	-0.481
TMEM131	-0.2765
TIMM8B	-1.032
MYH7	-0.268
ST6GAL2	2.064125
KIF1C	-1.002
SUHW2	-0.9385
PAPSS1	0.42075
CABP2	0.525
HOXA4	-0.5075
ELF2	0.495
SEMA3D	0.4992
MC5R	0.3415
OGFR	0.481
FLJ30092	0.296666666666667
TGFA	-0.4056
MMP17	0.93625
KIF15	-3.5105
CHIA	0.31025
CATSPER3	1.0845
CEACAM7	1.31816666666667
PADI2	0.7565
HOXA9	0.250166666666667
LNX2	1.43466666666667
TMEM144	1.76525
HIF1AN	0.8985
METTL7A	-0.1934
C6orf165	0.786
KIAA1468	-0.4655
DSG3	2.4185
ZNF180	-0.196166666666667
EIF4E3	0.896625
SLC46A1	0.37125
DKK1	-6.35583333333333
ZNF205	1.333
LOC162073	1.368
COX7A1	4.872
MAGEA1	-5.73516666666667
NEDD8	-0.18125
KLHDC5	-0.373166666666667
C3orf19	0.184833333333333
MRPS2	-0.52325
POLR3H	-0.282142857142857
ABHD11	1.2411
TMEM17	0.7355
PAIP2B	-0.0401
MAT1A	-3.872
LGI3	0.1705
THUMPD2	-0.04175
TKTL2	-0.24475
XAGE3	-1.854
CALM3	-0.2345
C6orf136	-0.41
KCNC4	0.352
RGS9	1.3395
ACIN1	-0.134833333333333
SPATS1	-0.2095
XKR8	-0.24175
FAM84A	2.26841666666667
MS4A7	4.33009090909091
AGXT2L2	0.19325
OR1F1	0.387
SMAP1L	-0.710916666666667
IPO11	0.209625
ZC3H11A	0.214875
C1orf151	-0.049375
RNASEH2A	-2.26325
CCR10	-0.6985
TXNDC11	0.730666666666667
TMEM112	1.397125
MAP1B	-0.753642857142857
NVL	0.275
PKM2	-1.4753
ARC	-0.95825
NUP54	-1.099
PPFIBP2	0.801833333333333
STAT2	0.948375
PTAFR	0.812333333333333
ROBO2	0.24775
RNF40	0.741333333333333
CCDC135	-0.472833333333333
IFT81	-0.7356
MORF4	-0.152
TM7SF3	-1.54425
OR10H3	0.3075
ABP1	-0.046
CHRD	0.822875
PLEKHA8	-0.252
NCALD	1.18283333333333
OR5AK2	0.59225
ACCN1	2.43916666666667
SLITRK1	-0.468333333333333
ARMET	-0.56125
C9orf52	-0.3305
REEP4	-0.513
MTSS1	0.8895
ADH1B	0.9185
DLD	-1.12375
CDK5	-0.553
PPFIA1	-0.40975
WFDC3	1.00375
DNAJB12	1.26692857142857
RANGRF	-1.283
MLANA	-5.09075
AMY2B	0.68475
KIAA0319	-0.803375
RPS7	-0.6985
JAK3	-0.2429
ARFGEF1	0.66675
CXCL5	0.539
TRAPPC4	-1.28925
CETN2	0.8315
HSPC111	-1.016
RHOBTB3	-0.6332
PHLPP	-0.513
RGS10	0.70375
TMEM58	0.747
CHERP	0.000749999999999996
HSP90AB3P	0.717
FSTL3	-0.171666666666667
PEX11A	0.25225
OR5V1	0.6855
FCN3	2.5945
PTPN3	-0.048125
NPTX1	-5.14775
C21orf84	-0.843
C11orf51	-0.14175
ZBED2	-0.2395
FLJ90757	1.1595
NPY2R	0.35375
PLD3	0.36375
SYT17	3.08733333333333
SGSM2	-0.76375
OR1A2	0.28675
FOXP1	1.478
SLC5A1	1.16375
POFUT1	-0.662
EPHB6	-2.923
MYO1G	-2.33175
STAC	-0.9819
KLHL17	-0.172
RGMA	1.0969
TJP2	0.3397
FAM114A1	0.221333333333333
SERINC1	1.32716666666667
SLC9A8	-0.446125
PEX19	0.72675
EDN2	1.04225
PSMD7	-1.54911111111111
C3orf41	-2.4465
UQCR	-0.279375
PPP1R3C	-0.49125
LRP4	-1.00966666666667
TM2D1	0.18475
TTC17	0.9454375
C4BPB	-4.344625
CCL25	0.86975
ZNF253	-0.403666666666667
CHRNA9	-3.16875
SOX11	-0.654125
HIVEP3	1.015
CGN	2.58833333333333
C3orf35	0.039
PKD2L1	1.94325
SYVN1	0.327625
PDE8B	-1.130625
LOC439951	1.0925
LTC4S	2.58133333333333
MIF4GD	0.226666666666667
SMARCA2	1.54825
TUBGCP6	-0.1865
CABLES1	-0.0744999999999999
C16orf77	1.50316666666667
ZNF791	0.1845
FUT5	-0.937
ADH6	-2.0275
P4HB	0.30675
CLDND2	-1.47975
ALKBH8	0.403
PLAC4	-1.8665
F11R	1.21271428571429
MGC35295	1.1415
PDZD4	-0.165333333333333
LOC389073	0.154
FAM80B	-0.511333333333333
PSMB1	-0.57975
TXN	-0.954333333333333
VIPR1	1.9281
WBSCR18	0.0671
EXOSC6	-0.226333333333333
ACTA2	4.19416666666667
SP5	-0.23425
ANKRD1	-1.567
DDR1	2.1349
ATP6V1D	-0.12425
PTGS1	-1.062
RNF157	-0.1395
DCC	-0.1155
SPAG7	-0.11775
FBXO18	0.07025
UBE3C	-0.6723
HOXC6	0.958
LRP2BP	0.817666666666667
MYST2	1.681
PDSS2	-0.75525
ATE1	0.02925
ARAF	0.4335
KLF10	-0.0405
PLA2G2E	0.0445
ASCL1	-0.206166666666667
TSNAXIP1	0.53175
FAM131B	0.04675
IFNA10	-0.1375
NUP43	-1.34275
FAM44B	0.270875
L1TD1	-4.13866666666667
NMD3	-0.181
C18orf54	-2.0413
PHOSPHO1	0.1195
RAG2	-0.323
EMILIN3	-0.1275
METTL3	-1.27775
VPS13C	-0.953125
REXO2	-1.25375
ANXA4	-0.036
CA1	-1.1825
DCP1B	0.17625
TULP3	-0.558833333333333
ATP2A2	0.0342857142857143
ATIC	-0.66625
ADAM15	-0.562083333333333
NPL	0.296333333333333
LGR4	1.12225
UEVLD	0.362833333333333
GAB1	1.49675
SNAI2	0.8705
ZGPAT	-0.2856
SNF1LK	0.450375
DLEU1	-0.51025
UBE2Q1	0.6265
ZMYM6	0.3479375
JPH3	1.07816666666667
FAM38A	0.122666666666667
PXK	0.458666666666667
DENND2D	2.02925
BAX	-1.05425
CP	-5.16372727272727
RPL37	0.1403
G6PC3	-0.58025
NCOA4	0.651333333333333
LRRC14	0.013375
GORASP1	0.5935
FCHO2	0.97425
CYP24A1	-0.8394
FXYD3	2.822125
SMARCAL1	0.23225
ABCB8	-0.4625
CCDC44	-0.041
PRDM7	-2.72925
USH1C	-1.06075
DNAH5	0.512333333333333
SRF	-0.0151666666666667
MAL2	1.149
PGPEP1	0.302166666666667
SIN3B	-0.7215
SEMA3C	1.4505
GRAMD3	1.16575
FBXO10	0.218625
OR5D13	0.277
FLJ31818	-0.08
CACNA1I	0.720125
S100A13	0.2585
TP63	1.86735714285714
ANXA11	0.5413
WDR66	1.46775
CSF2RB	0.6925
IFI44	0.06025
DACT1	2.1775
ANKRD23	-1.750125
ATP5G1	-0.739833333333333
C21orf70	-0.954
PPWD1	-0.96225
DNAJC13	-0.10825
PAH	-5.06766666666667
PTCH2	0.89075
TRMU	-1.622
CCDC9	0.217
USP3	0.4279
DCLRE1C	-0.1303
FAM55C	0.882
FRMD4B	1.25275
CYP2R1	-0.00725
RFPL1	0.0889
XPO5	-0.83825
ARL6IP2	-0.851
OSBPL5	1.4345
MMP9	4.37145454545455
KIAA0802	-0.375875
DHRS2	-0.687
SGEF	2.862625
TXNDC10	-1.4196
EXOC6	0.713
RPS27	1.21116666666667
PNCK	-0.912
FSTL1	0.305
AACS	0.2615
SLMAP	0.1785
SAMD4A	-0.9866
ABRA	0.12025
SMARCD3	2.14825
PKNOX2	-2.747
A4GNT	-0.0895
C9orf39	-0.709
RALYL	-0.08525
MGC33556	-2.9465
C10orf25	-0.8295
BBOX1	3.8075
NHEDC1	0.13375
XDH	1.048
GCSH	-1.875
EDN1	0.353
MTERF	-0.5375
CLK4	0.815
ZNF799	-0.310666666666667
KCNG1	-2.027
CXCR4	-0.213
PTPRR	-1.768
IRAK1	-0.185375
LOC401397	-0.91525
TMSB10	0.1115
CXCL3	-3.4511
TMC4	3.92275
OR7A10	0.565
STYK1	1.29075
CHRNA10	-0.221
CCNI	1.21075
EP300	0.680928571428572
LOC165186	-0.100166666666667
HIC2	-3.23225
SDR-O	-0.226
OR2W1	0.8125
KCNA6	0.051
TRIM74	-0.7965
REEP6	1.52175
ATP5G2	0.4605
ERG	0.835875
TMEM42	-0.606
PARN	0.107833333333333
SOD2	-0.992
DIRAS1	0.202666666666667
PNPT1	-1.6665
JOSD3	-1.172
hCG_40738	-0.0585
PDE1C	-1.421
SEMA4D	-0.70425
AGPAT1	-0.416333333333333
NOSTRIN	1.315375
MAP3K3	-0.228833333333333
MAX	0.947
CAPS	2.59683333333333
SERPINA12	0.8435
OSBPL8	-0.15125
RICS	1.693
NR4A2	0.598
PPCS	0.7375
LONP1	-0.79275
SCYL3	1.69825
HERC2P2	-0.5435
FIBCD1	-0.4345
C15orf41	0.70425
DMC1	-1.4215
C20orf27	-1.292
RPS6KA5	1.0852
FAHD1	0.516833333333333
SLC12A4	0.34225
BRCA1	-2.535
GBL	0.2265
SLK	0.6065
NUDT9P1	-0.965
NOXO1	1.0415
USP52	-0.82975
BAZ1B	-0.06325
SLCO2B1	2.48975
BBS12	1.09166666666667
LRGUK	0.527833333333333
TERF2IP	0.08525
COL1A1	5.7385
KIAA0090	-0.501625
GRK5	-0.272166666666667
AP1S2	-1.8726
TMEM52	-0.0991666666666667
CA11	0.968625
OR4A15	0.262666666666667
ACBD3	1.1523
SPAG11B	0.000875000000000008
PRDM2	1.1223
FOXP3	0.11175
SMYD3	-0.0534
LOC389199	1.2685
LGI2	0.516333333333333
NAPE-PLD	-0.2871
ANKRD6	1.9295
WDR45	0.462
SHROOM1	-0.288
PSCD3	0.385
PYY	0.6695
KCNC1	-0.224
ARHGEF9	0.6582
OR8J1	0.26175
GPR55	0.0995
NS3BP	-1.2765
C10orf22	0.102833333333333
NAT8L	1.913
DUSP4	-1.16516666666667
FOXM1	-2.7145
GRAMD2	0.6841
ZBTB48	0.540666666666667
BUD31	-0.636
PABPC5	0.877
CCDC41	-1.0805
FBXO11	-0.159
C6orf148	-0.67725
RFXAP	-1.971
C6orf15	0.0903333333333333
CDK8	-0.634666666666667
C6orf70	0.234375
TESSP2	0.195
ALG2	0.3425
PPP1R3D	1.48225
TPM3	0.454888888888889
SYT13	-0.52525
EPB42	-0.5545
CETN3	-0.7325
PRY	-0.1645
NTHL1	0.572833333333333
POLR2B	-0.1915
RPS28	0.462166666666667
P2RX3	0.37825
LYZL4	0.31675
WBP4	-0.2003
PMM1	-0.51775
C11orf79	0.297
CBLL1	-1.157
IL1F10	0.437166666666667
VAX2	0.176
SETDB1	0.5285
LRAP	-1.0195
GCLM	-0.476833333333333
CPEB3	0.997
PPM1A	0.6869375
INTS1	-0.38875
CAMTA1	0.93225
SAMSN1	-2.05475
LOC158830	-3.2895
GMPPA	-0.597625
AIPL1	0.18575
IL24	0.970416666666667
BDKRB1	-1.84783333333333
MLF1	0.7475
TAF12	-0.497
ID1	-2.823625
THADA	0.088125
PIK3CB	-0.6615
OR4N5	0.4025
TBC1D17	0.0331666666666666
COX8A	-0.4655
CDCA4	-1.24675
C2orf44	-0.9025
ZNF534	-2.50475
IMMP1L	-0.64025
NIPSNAP3B	0.12475
FTMT	0.2205
PWP2	-1.40216666666667
MMP15	-0.7786
DNAH11	-1.194
MTMR14	-0.267
DNAL4	0.63425
IPP	0.61325
TMEM59	1.574875
C1orf157	0.372
RGS4	0.394666666666667
DDX18	-0.832
SNX6	-0.1795
ZNHIT2	1.17566666666667
NCDN	0.429833333333333
FLJ33534	0.7915
RAG1	-1.811125
OR4D10	0.594
PTPN5	-0.202
POMT1	0.158125
LRRC8A	0.00649999999999999
CYP1A1	-1.641
CAPN1	0.572833333333333
DDHD2	-0.269875
GRIK2	0.24025
GNRHR	0.217
PPBP	0.055
HTR3A	-0.640625
SLITRK4	1.3315
ANKRD49	-0.669
BTF3	0.9386
SARS	-0.036
C13orf18	0.360833333333333
CACNB1	-0.168285714285714
QKI	0.140590909090909
SETMAR	0.208625
MAN2B1	0.440833333333333
EML3	-0.39125
ACADL	-0.276166666666667
OFD1	0.112875
DEFB114	0.3095
CGA	-3.6144
PEX16	0.292833333333333
LRRC10	-0.228
GNG12	0.513
C1orf152	-0.7865
CHRM1	0.6695
CD53	-0.164125
DBH	-0.45325
TFAP2B	0.176875
HIST1H2BJ	1.00016666666667
FAM46D	-0.2185
TMEM11	0.98425
C3orf32	-2.2475
PCCB	-0.209
IPO13	-0.065875
C6orf105	-2.7845
COMMD5	0.64675
SUV420H1	-0.2475
LTBR	1.42825
ARHGAP15	-1.662
HDHD2	-0.795
TDRKH	-0.793
LOC401052	0.6355
PSG4	-0.296
GNB4	-1.046
SPATA4	2.551
SLC9A3	-0.5105
OSBP	0.4575
NBPF3	0.466666666666667
DOCK11	-1.3465
SLC39A5	-1.56333333333333
PRR5	1.0481
C10orf63	1.20175
SMTNL2	-0.33475
ADRA1A	0.08
ASAH1	1.7637
DOM3Z	0.2372
GIPR	1.04733333333333
AHI1	-0.867166666666667
NADSYN1	0.209
RGS14	-0.1488
IL18BP	0.6456
RTN4RL1	1.60508333333333
ARMC6	-0.21425
PSMD5	0.0176666666666667
HK3	1.1834
OR4S1	0.203
RSU1	0.7424
MAD2L1	-3.21077777777778
EIF4A3	-0.65475
DLEC1	-0.295166666666667
E4F1	1.0115
CHMP2B	0.3399
CAMSAP1	-0.35125
RPS21	-0.595333333333333
ARID5A	1.1195
UBE2N	-0.4353
IGSF8	1.22966666666667
MAGEB6	-0.6585
ACAD11	-2.1427
MGC4172	-2.24025
LMO4	0.74425
KLKB1	-0.0735
HP	-0.682
HDAC3	-0.2665
SCHIP1	0.61925
CLCA1	-0.173
OLFML2A	1.74825
C1orf112	-2.21475
KIF19	0.309
HAPLN4	0.039
CXCR7	1.423
GOT2	-0.6188
RAB38	-2.757875
DCX	-0.19425
PPM1H	-0.4905
NFYC	0.6525
KIN	-0.196875
ZNF228	0.46675
PLSCR4	2.51083333333333
HIG2	-1.00575
FAM79B	5.577
C21orf86	-0.2754
KCNK10	0.246
ZNF738	-1.624625
FSTL5	-0.589333333333333
OR6A2	0.347
OTOA	1.19533333333333
EXOC1	0.192625
AHRR	-3.62075
PDAP1	-1.17858333333333
C19orf6	0.033625
ZAN	0.55025
LY6G6E	0.0455
EIF4E2	-0.2805
C20orf198	0.7105
ZNF324	0.928
CYP3A5	-3.4005
ENTPD7	0.756166666666667
MBOAT5	0.9615
GJB5	-0.96025
TTC13	-0.4545
S100Z	-1.22833333333333
KIAA0664	-0.684333333333333
PDGFRB	2.62166666666667
IL17D	0.3905
OR56B4	0.071
RDX	-2.3795
SLC34A3	1.1865
IL28B	-0.436
JUND	1.22675
CHRNB1	-0.27075
CAMK2B	0.759
FETUB	-1.47675
CXorf23	1.222875
MRTO4	-1.443125
TTC3	0.2005
NDUFB8	-0.8015
EDG2	-0.79375
SEMA3G	0.91075
IL23A	-1.914
GRHL1	0.6323
LOC441054	-1.2995
WDR65	0.491625
PSTK	0.14875
STOML3	0.296166666666667
R3HDM2	0.621
C5	-2.33975
SLC2A10	1.727
C3orf22	0.82125
PAQR3	-1.99
ANKRD26	-0.703
HCRTR1	0.0695
LOC399947	-0.274
PSD2	-0.354
TIGD2	-1.60866666666667
SCRN1	-1.294625
COQ10A	-1.689
DDI2	0.32
METTL7B	-0.577166666666667
UCN2	0.645
FAM92A3	-1.074
WDR16	0.4165
ZNF511	0.296666666666667
ZMYM5	-0.161625
POLR3G	-3.222
ZNF586	1.8235
C1orf49	0.370666666666667
TANK	0.76
RCAN1	-1.32266666666667
PELI3	1.02616666666667
LIMD2	-0.8795
TMEM189	-0.51
NTN4	1.84025
LOC151300	-0.183
CLEC2A	-1.0205
GPR135	-0.184625
DPYSL4	-2.3057
JAK2	-0.0235
TSHZ1	0.729833333333333
TM9SF4	-0.102375
ZNF264	2.62533333333333
SIRPG	0.345125
BICD1	0.4045
HERC6	0.806833333333333
METTL5	-0.94
CASP1	-0.10025
PRRT1	-0.176333333333333
PLA2G4C	1.5055
ICA1L	-0.322642857142857
TPTE2	0.0688333333333333
OTUD7A	1.247
AQP11	-1.18475
APOA2	-4.6309
KALRN	-0.5397
SECTM1	-0.0775
IFNAR1	-0.41
TALDO1	-0.31675
RAB11FIP4	-0.664916666666667
EIF5A	-2.5315
FAM49A	1.31275
NEGR1	1.56016666666667
YTHDC2	0.01775
EHD2	0.4295
NCF1	1.2337
SCRT2	1.2455
HOXA5	-0.324666666666667
NUP133	0.13275
FGF12	-0.788125
SLMO2	-0.80125
SNTA1	-0.1835
CACNG2	0.086875
GCM1	0.406625
ELF1	0.986333333333333
TLR5	2.34225
TCFL5	-1.48233333333333
RBMY2FP	0.2035
LOC100125556	0.6585
FAM129B	0.339375
MAP3K7IP1	-0.204625
NCK2	0.491
OXA1L	-0.18775
FMO9P	0.348
ZSCAN12	0.1815
PSMD12	0.29225
HSCB	-0.87825
CLDN10	-2.16275
MGC13053	-0.4685
HPCAL4	-0.4165
ASZ1	-0.195
MEX3D	0.3435
NFAT5	-0.5844
CSPG4LYP1	-0.219666666666667
FBXO3	0.7096
DVL1	0.116666666666667
CMKLR1	1.06133333333333
TYMS	-4.954625
PEF1	0.40675
ZNF750	1.6945
MCM5	-1.6071
MEGF11	-0.44125
KCNK7	0.3225
PTP4A3	0.897
C1QTNF2	-1.01066666666667
OR6S1	0.848
FAM122B	-1.59975
ZNF551	1.826
HBQ1	-2.447
GEMIN6	-0.54425
ARSK	-0.584
RBP7	2.81166666666667
CPNE9	0.20675
DSC1	0.891
LOC730112	-0.369
MAP2K4	-0.0255
HS3ST5	-0.791
EPB41L3	-0.01025
TEKT2	1.4625
CDKN2B	0.868583333333333
ZNF480	-0.96275
MAP3K6	0.4722
MAP6	1.72933333333333
HN1	-0.4912
OR2L13	0.5155
SLC16A11	0.61325
FAM96A	-0.373
APOL1	-0.16275
C5orf32	-0.40275
RTP1	-0.220333333333333
RNF175	-0.38725
ZBTB41	1.178625
AHCTF1	-0.094
SAE2	-0.0661
ITGA2	0.594416666666667
MME	-0.0581666666666667
CCDC14	-1.42125
MAST4	1.42985714285714
KRT33B	-0.004
KCTD2	0.454666666666667
WDR26	0.508666666666667
MFI2	-0.290625
NR4A3	-0.366
ARSA	0.55425
UNKL	0.487166666666667
SULT6B1	0.487
CCNA2	-3.267
SOX15	-0.677
PPAPDC1B	0.57125
C19orf44	0.8625
MCAT	1.06508333333333
ARID1B	0.41425
OR52N1	0.446
C12orf48	-2.43025
MAGI1	0.630375
NIPA2	0.39975
GBX2	-0.788
RSHL3	0.09625
RAVER1	0.617166666666667
C15orf17	0.3545
SLC30A2	-0.016875
ZNF518	-0.26525
PCYT1B	-1.19125
C10orf114	-1.292
EIF3H	0.497916666666667
SLC25A39	-0.942666666666667
KIF1B	-0.287
AMOTL2	0.78475
C6orf120	0.647
PSRC1	-2.62525
PLA2G10	2.643875
KIF5C	0.42075
MRPL37	-0.4855
C17orf62	0.745833333333333
C9orf135	-0.826166666666667
DUSP10	0.9023
CLCNKB	0.309
PSMA5	-0.089375
C8orf53	0.212
AMPD3	-0.321
PIAS1	0.13625
ADCYAP1R1	0.243
GYLTL1B	0.272
CDH20	-0.269666666666667
FBXO7	-0.523
TMEM134	0.902833333333333
FLJ14213	1.57016666666667
ZNF3	0.35675
LRRFIP1	0.777583333333333
CNOT2	0.278666666666667
ABI3	1.964
ALDH5A1	-0.339166666666667
HNT	2.1232
SERPINA4	-1.8205
TK2	0.318166666666667
STMN1	-2.87611111111111
GUCA2A	0.353333333333333
GALNT10	0.567642857142857
DPP6	-0.4434
C9orf93	-0.417375
PRELID2	-0.829375
STK39	-0.460125
SFTPA1	-0.6945
CKS2	-1.903
RHO	0.286625
C20orf135	-0.1955
XKR3	-2.1775
CR1	-0.168625
RPS6KA2	1.03471428571429
C20orf112	0.69825
MRPL22	-0.55625
C4orf23	0.979166666666667
GADD45B	1.24775
KLHDC1	1.18166666666667
C2orf48	-1.99
ZNF287	0.1275
DAAM2	-0.57325
DPPA2	-2.74433333333333
TCTN3	0.3085
DNAJB11	0.074125
FPR1	2.95525
DEFB4	0.418
PTCD2	-0.6538
SMOC2	5.5585
CABP7	0.6405
SERPINB11	0.0755
MAGEF1	-0.05475
NDE1	-0.3005
ITGA10	0.7675
FSHB	-0.1125
ANXA2	0.644125
HORMAD2	0.347
HLCS	-0.5125
MCF2L	1.9705
FH	-0.349625
TBC1D24	0.29775
KIAA1505	1.5135
LGALS2	-2.7565
CNBD1	0.3725
