Hybridization REF	TCGA-B6-A0RS-01A-11R-A084-07
C11orf51	-0.478
ZBED2	2.9375
FLJ90757	0.92325
NPY2R	0.36475
PLD3	0.7855
SYT17	0.795166666666666
SGSM2	-0.76875
OR1A2	0.1855
FOXP1	0.768625
SLC5A1	5.36675
POFUT1	-0.4451
EPHB6	-0.7985
MYO1G	-1.519
STAC	-1.7861
KLHL17	-0.5195
RGMA	-0.1467
TJP2	-0.6482
FAM114A1	0.8095
SERINC1	1.20475
SLC9A8	-0.104875
PEX19	0.58325
EDN2	3.06
PSMD7	-1.03055555555556
C3orf41	-1.8775
UQCR	-0.11775
PPP1R3C	-1.9625
LRP4	-2.675
TM2D1	-0.421
TTC17	0.941125
C4BPB	-4.83625
CCL25	0.54425
ZNF253	0.42
CHRNA9	-3.88375
SOX11	3.425875
HIVEP3	0.3925
CGN	1.32275
C3orf35	0.791125
PKD2L1	4.35925
SYVN1	0.14875
PDE8B	3.325
LOC439951	0.18225
LTC4S	1.0155
MIF4GD	0.139166666666667
SMARCA2	1.3971875
TUBGCP6	-0.8745
CABLES1	0.366625
C16orf77	2.6835
ZNF791	0.541
FUT5	1.5275
ADH6	-2.06266666666667
P4HB	0.76575
CLDND2	-1.502
ALKBH8	0.416
PLAC4	-1.255
F11R	1.429
MGC35295	0.207166666666667
PDZD4	-0.645666666666667
LOC389073	-1.5195
FAM80B	-1.85216666666667
PSMB1	-0.509
TXN	-0.693
VIPR1	1.7405
WBSCR18	0.3512
EXOSC6	-0.225166666666667
ACTA2	3.44983333333333
SP5	-3.5115
ANKRD1	-2.44625
DDR1	1.4265
ATP6V1D	0.008
PTGS1	-0.313
RNF157	-1.4055
DCC	0.4665
SPAG7	-0.411
FBXO18	0.60725
UBE3C	-0.5146
HOXC6	1.3725
LRP2BP	-0.665
MYST2	0.21525
PDSS2	0.4015
ATE1	1.07775
ARAF	-0.09525
KLF10	-0.31075
PLA2G2E	0.46025
ASCL1	-2.02966666666667
TSNAXIP1	0.035
FAM131B	-0.236
IFNA10	0.8205
NUP43	-0.754375
FAM44B	-0.605625
L1TD1	-5.48916666666667
NMD3	0.806583333333333
C18orf54	-2.2548
PHOSPHO1	-0.00750000000000001
RAG2	-1.2795
EMILIN3	-0.2065
METTL3	-0.39975
VPS13C	-1.76225
REXO2	0.09025
ANXA4	0.7275
CA1	-1.00875
DCP1B	-0.529
TULP3	0.047
ATP2A2	-0.247642857142857
ATIC	-0.2975
ADAM15	0.307333333333333
NPL	2.29033333333333
LGR4	0.908875
UEVLD	1.6035
GAB1	2.466
SNAI2	-0.6565
ZGPAT	-0.1938
SNF1LK	0.537625
DLEU1	-0.31725
UBE2Q1	0.877875
ZMYM6	-0.1024375
JPH3	-2.23366666666667
FAM38A	-0.807916666666667
PXK	-0.254833333333333
DENND2D	1.29525
BAX	0.294166666666667
CP	-1.69572727272727
RPL37	-0.4728
G6PC3	0.17
NCOA4	0.931
LRRC14	-0.03775
GORASP1	0.455
FCHO2	0.89075
CYP24A1	-3.5886
FXYD3	3.052625
SMARCAL1	0.51025
ABCB8	-0.303
CCDC44	0.61925
PRDM7	-3.59775
USH1C	-1.22025
DNAH5	0.746666666666667
SRF	0.494333333333333
MAL2	2.21683333333333
PGPEP1	-0.294833333333333
SIN3B	0.35425
SEMA3C	-2.05116666666667
GRAMD3	1.29675
FBXO10	-0.208375
OR5D13	0.2355
FLJ31818	-0.01575
CACNA1I	0.56175
S100A13	0.3635
TP63	2.945
ANXA11	0.3847
WDR66	0.207125
CSF2RB	-0.033
IFI44	0.49025
DACT1	2.0405
ANKRD23	-1.966375
ATP5G1	-0.275
C21orf70	-0.821
PPWD1	-1.646
DNAJC13	0.40575
PAH	-4.7715
PTCH2	0.41225
TRMU	-1.4655
CCDC9	0.702
USP3	0.0272
DCLRE1C	0.282
FAM55C	1.06025
FRMD4B	1.25875
CYP2R1	-0.81725
RFPL1	-0.6771
XPO5	-0.9615
ARL6IP2	0.3475
OSBPL5	1.4395
MMP9	3.30554545454545
KIAA0802	-1.530125
DHRS2	-4.50966666666667
SGEF	-0.065125
TXNDC10	-0.991
EXOC6	0.246
RPS27	0.903166666666667
PNCK	-1.62716666666667
FSTL1	0.06125
AACS	-0.14075
SLMAP	0.463833333333333
SAMD4A	2.2749
ABRA	-0.434
SMARCD3	-0.03625
PKNOX2	-2.5245
A4GNT	0.0905
C9orf39	-0.934666666666667
RALYL	0.45775
MGC33556	-2.952
C10orf25	-0.8405
BBOX1	4.881
NHEDC1	-0.914
XDH	1.2685
GCSH	-1.435
EDN1	5.025
MTERF	-0.111
CLK4	0.705125
ZNF799	0.621333333333333
KCNG1	-2.051125
CXCR4	1.135
PTPRR	-3.155
IRAK1	-1.157625
LOC401397	-0.338
TMSB10	1.33728571428571
CXCL3	-0.496
TMC4	1.39525
OR7A10	0.811
STYK1	2.9805
CHRNA10	-0.62625
CCNI	-0.192
EP300	0.933928571428571
LOC165186	-0.326
HIC2	-2.0515
SDR-O	-0.0645
OR2W1	0.05
KCNA6	-0.4415
TRIM74	-1.926
REEP6	0.12425
ATP5G2	-0.891
ERG	0.41125
TMEM42	0.057
PARN	0.484
SOD2	0.3890625
DIRAS1	-0.699333333333333
PNPT1	-0.723
JOSD3	-0.979
hCG_40738	0.3905
PDE1C	-1.91475
SEMA4D	0.147125
AGPAT1	-0.187833333333333
NOSTRIN	0.09175
MAP3K3	-0.179
MAX	0.257
CAPS	-0.6375
SERPINA12	0.069
OSBPL8	0.38675
RICS	1.9411
NR4A2	2.226
PPCS	0.830166666666667
LONP1	-1.61175
SCYL3	1.486
HERC2P2	-1.737
FIBCD1	-1.0035
C15orf41	-0.18175
DMC1	-1.36183333333333
C20orf27	-1.08825
RPS6KA5	1.1277
FAHD1	0.299833333333333
SLC12A4	-1.24725
BRCA1	-1.9555
GBL	-0.62425
SLK	0.767166666666667
NUDT9P1	-1.7525
NOXO1	0.472
USP52	-1.77425
BAZ1B	-0.462125
SLCO2B1	2.97925
BBS12	1.255
LRGUK	-0.832166666666667
TERF2IP	-0.4945
COL1A1	4.168
KIAA0090	0.030375
GRK5	0.691833333333333
AP1S2	-0.7644
TMEM52	-0.111333333333333
CA11	-0.674125
OR4A15	0.113
ACBD3	0.8542
SPAG11B	0.049375
PRDM2	0.9862
FOXP3	0.39825
SMYD3	0.5369
LOC389199	0.2985
LGI2	1.13283333333333
NAPE-PLD	-0.3559
ANKRD6	1.0035
WDR45	0.103666666666667
SHROOM1	-1.25275
PSCD3	1.136
PYY	0.354
KCNC1	-1.3015
ARHGEF9	0.3184
OR8J1	0.4215
GPR55	-0.0988333333333333
NS3BP	-0.991
C10orf22	0.674
NAT8L	-2.09775
DUSP4	1.98983333333333
FOXM1	-1.07083333333333
GRAMD2	2.5753
ZBTB48	-0.931666666666667
BUD31	-0.3825
PABPC5	0.472
CCDC41	-1.0605
FBXO11	0.118166666666667
C6orf148	0.921
RFXAP	-1.375
C6orf15	0.209333333333333
CDK8	0.5045
C6orf70	-0.207625
TESSP2	-0.288
ALG2	0.47325
PPP1R3D	1.289
TPM3	0.490111111111111
SYT13	1.298
EPB42	-0.879166666666667
CETN3	-1.54525
PRY	-0.0865
NTHL1	-0.793666666666667
POLR2B	1.0705
RPS28	-0.30425
P2RX3	0.0375
LYZL4	0.43175
WBP4	-0.1158
PMM1	-0.27425
C11orf79	0.30175
CBLL1	0.01675
IL1F10	0.839166666666667
VAX2	-0.873
SETDB1	0.528333333333333
LRAP	-1.04216666666667
GCLM	-0.3825
CPEB3	1.84625
PPM1A	0.83725
INTS1	-1.211
CAMTA1	0.563333333333333
SAMSN1	-0.6335
LOC158830	-1.7365
GMPPA	0.0235
AIPL1	-0.07
IL24	-0.172083333333333
BDKRB1	-1.78666666666667
MLF1	-1.0402
TAF12	-0.66475
ID1	-3.126625
THADA	0.044
PIK3CB	1.0555
OR4N5	-0.0015
TBC1D17	-0.2125
COX8A	-0.6905
CDCA4	0.228
C2orf44	-0.79875
ZNF534	-0.39225
IMMP1L	0.01775
NIPSNAP3B	0.374375
FTMT	0.781875
PWP2	-0.552833333333333
MMP15	0.0584
DNAH11	-0.33075
MTMR14	0.436375
DNAL4	1.312
IPP	-0.6925
TMEM59	0.405625
C1orf157	0.8285
RGS4	1.20116666666667
DDX18	0.325666666666667
SNX6	0.982
ZNHIT2	-0.162833333333333
NCDN	-1.49166666666667
FLJ33534	0.27475
RAG1	-1.57228571428571
OR4D10	0.3485
PTPN5	0.615
POMT1	0.275625
LRRC8A	0.8877
CYP1A1	-1.62175
CAPN1	0.716833333333333
DDHD2	-0.515625
GRIK2	-0.32675
GNRHR	-0.50225
PPBP	-0.10175
HTR3A	-0.51375
SLITRK4	-0.446
ANKRD49	0.0465
BTF3	-1.3782
SARS	-0.595
C13orf18	0.160833333333333
CACNB1	-0.379714285714286
QKI	0.373409090909091
SETMAR	0.93125
MAN2B1	1.079
EML3	-0.82175
ACADL	-0.310166666666667
OFD1	-0.62725
DEFB114	0.778
CGA	-4.60144444444444
PEX16	0.206833333333333
LRRC10	-1.649
GNG12	0.832
C1orf152	0.0945
CHRM1	0.6165
CD53	1.078125
DBH	-1.09525
TFAP2B	4.8965
HIST1H2BJ	-0.790666666666667
FAM46D	0.5515
TMEM11	0.423
C3orf32	-3.447
PCCB	-0.050625
IPO13	0.263875
C6orf105	-2.0305
COMMD5	0.595
SUV420H1	0.2809
LTBR	1.675
ARHGAP15	-0.33925
HDHD2	-0.713
TDRKH	1.20566666666667
LOC401052	2.195
PSG4	1.365
GNB4	1.3084
SPATA4	-1.09875
SLC9A3	-1.1195
OSBP	1.15266666666667
NBPF3	-0.265916666666667
DOCK11	-0.636
SLC39A5	-2.14483333333333
PRR5	1.032
C10orf63	-0.347875
SMTNL2	-2.15525
ADRA1A	0.14525
ASAH1	2.0262
DOM3Z	-0.8859
GIPR	0.833666666666667
AHI1	-0.404
NADSYN1	-0.759
RGS14	-0.7753
IL18BP	1.2689
RTN4RL1	0.984083333333333
ARMC6	-0.1205
PSMD5	1.22516666666667
HK3	2.7937
OR4S1	0.9265
RSU1	1.1511
MAD2L1	-0.964333333333333
EIF4A3	0.17025
DLEC1	-0.8965
E4F1	-0.614666666666667
CHMP2B	1.2879
CAMSAP1	-0.02125
RPS21	-0.563833333333333
ARID5A	1.418
UBE2N	0.2936
IGSF8	0.945833333333333
MAGEB6	-1.7355
ACAD11	-1.0841
MGC4172	-0.2995
LMO4	1.487
KLKB1	-0.2
HP	-1.4735
HDAC3	-0.7875
SCHIP1	0.07675
CLCA1	1.368
OLFML2A	0.281875
C1orf112	-0.3075
KIF19	0.84625
HAPLN4	-0.4309
CXCR7	0.326666666666667
GOT2	0.0535
RAB38	-0.823875
DCX	-1.07225
PPM1H	1.94066666666667
NFYC	0.0348333333333333
KIN	0.57475
ZNF228	0.9295
PLSCR4	1.03
HIG2	2.28
FAM79B	5.3895
C21orf86	0.0384
KCNK10	0.05875
ZNF738	-0.340875
FSTL5	-0.750166666666667
OR6A2	-0.1935
OTOA	0.751666666666667
EXOC1	0.76075
AHRR	-3.3605
PDAP1	-0.0669166666666667
C19orf6	-0.731
ZAN	0.26375
LY6G6E	-0.567
EIF4E2	-0.47125
C20orf198	-0.71975
ZNF324	-0.067
CYP3A5	-3.594
ENTPD7	1.85733333333333
MBOAT5	0.846166666666667
GJB5	-2.574
TTC13	0.45875
S100Z	-1.2925
KIAA0664	-0.0168333333333333
PDGFRB	1.92216666666667
IL17D	-1.80925
OR56B4	-0.4525
RDX	-0.904
SLC34A3	0.281
IL28B	-0.2155
JUND	0.778
CHRNB1	-0.70825
CAMK2B	-1.6405
FETUB	-2.19375
CXorf23	0.178625
MRTO4	-0.874375
TTC3	0.4312
NDUFB8	-0.4325
EDG2	-1.26475
SEMA3G	0.75725
IL23A	-1.9385
GRHL1	2.1239
LOC441054	-1.445
WDR65	0.713428571428571
PSTK	-1.14975
STOML3	0.3004
R3HDM2	0.3403
C5	-2.116
SLC2A10	1.46133333333333
C3orf22	0.2795
PAQR3	-1.69
ANKRD26	-0.721333333333333
HCRTR1	0.0865
LOC399947	-0.5275
PSD2	-0.70625
TIGD2	-1.13616666666667
SCRN1	-0.1895
COQ10A	-1.2505
DDI2	0.043
METTL7B	-0.459833333333333
UCN2	-0.23925
FAM92A3	-1.267
WDR16	0.0815
ZNF511	0.465166666666667
ZMYM5	0.3645
POLR3G	-3.15825
ZNF586	0.32875
C1orf49	0.514333333333333
TANK	0.5615
RCAN1	0.638333333333333
PELI3	0.416166666666667
LIMD2	-0.211416666666667
TMEM189	-0.3855
NTN4	2.1465
LOC151300	-0.342
CLEC2A	-0.3335
GPR135	-0.83925
DPYSL4	-3.5916
JAK2	1.7795
TSHZ1	-0.3785
TM9SF4	-0.25225
ZNF264	1.122
SIRPG	1.94325
BICD1	-0.6335
HERC6	0.849333333333333
METTL5	-0.378
CASP1	1.08125
PRRT1	-0.5365
PLA2G4C	1.95166666666667
ICA1L	-0.960428571428571
TPTE2	1.12933333333333
OTUD7A	0.0906666666666667
AQP11	-2.02825
APOA2	-4.6846
KALRN	0.9733
SECTM1	0.913333333333333
IFNAR1	0.3455
TALDO1	0.199
RAB11FIP4	0.373083333333333
EIF5A	-0.7415
FAM49A	3.2515
NEGR1	0.0558333333333333
YTHDC2	-0.419125
EHD2	-0.943875
NCF1	2.3838
SCRT2	-0.045
HOXA5	-1.98916666666667
NUP133	0.2555
FGF12	-1.3365
SLMO2	-0.748625
SNTA1	0.215125
CACNG2	-0.266
GCM1	0.360625
ELF1	0.730166666666667
TLR5	2.7975
TCFL5	-0.21475
RBMY2FP	-0.4455
LOC100125556	0.528625
FAM129B	0.303375
MAP3K7IP1	0.009125
NCK2	0.9755
OXA1L	-0.556
FMO9P	0.368
ZSCAN12	-0.102
PSMD12	-0.0581666666666667
HSCB	-0.043
CLDN10	-2.792
MGC13053	-0.1385
HPCAL4	-0.705666666666667
ASZ1	-1.5065
MEX3D	1.37508333333333
NFAT5	-1.0617
CSPG4LYP1	-0.616
FBXO3	0.9745
DVL1	-1.23783333333333
CMKLR1	2.55383333333333
TYMS	-3.602875
PEF1	0.28225
ZNF750	3.114
MCM5	-0.7067
MEGF11	-0.89675
KCNK7	0.2635
PTP4A3	0.903
C1QTNF2	0.0311666666666667
OR6S1	0.2965
FAM122B	-2.06975
ZNF551	-0.357125
HBQ1	-2.724
GEMIN6	-0.29875
ARSK	0.52575
RBP7	1.097
CPNE9	-0.03125
DSC1	0.496
LOC730112	1.74325
MAP2K4	0.0845
HS3ST5	-2.9495
EPB41L3	-0.74175
TEKT2	-0.34
CDKN2B	0.559583333333333
ZNF480	-0.23
MAP3K6	-0.2215
MAP6	1.32966666666667
HN1	1.5148
OR2L13	-0.3305
SLC16A11	0.17675
FAM96A	-1.14225
APOL1	0.71325
C5orf32	-0.447
RTP1	-0.5275
RNF175	-1.00825
ZBTB41	1.50475
AHCTF1	0.1939
SAE2	0.5691
ITGA2	-1.30241666666667
MME	0.048
CCDC14	-1.65225
MAST4	0.155142857142857
KRT33B	-1.0955
KCTD2	0.467666666666667
WDR26	1.11516666666667
MFI2	1.465875
NR4A3	2.0885
ARSA	0.92075
UNKL	-0.1185
SULT6B1	-0.225
CCNA2	-1.19466666666667
SOX15	0.7615
PPAPDC1B	1.20541666666667
C19orf44	0.052
MCAT	0.360666666666667
ARID1B	0.199875
OR52N1	-0.243
C12orf48	-0.673
MAGI1	-0.3745
NIPA2	-0.7605
GBX2	-1.88925
RSHL3	-0.026875
RAVER1	0.131166666666667
C15orf17	-0.6565
SLC30A2	1.90025
ZNF518	0.38825
PCYT1B	-2.09875
C10orf114	-0.4
EIF3H	-0.059
SLC25A39	0.0111666666666667
KIF1B	-0.014375
AMOTL2	1.19
C6orf120	-0.0605
PSRC1	-1.783
PLA2G10	0.176875
KIF5C	1.40975
MRPL37	-0.5645
C17orf62	0.146333333333333
C9orf135	-1.039
DUSP10	0.8781
CLCNKB	0.3765
PSMA5	-0.064375
C8orf53	0.379
AMPD3	0.375333333333333
PIAS1	0.0915
ADCYAP1R1	-0.3575
GYLTL1B	1.61075
CDH20	-0.570166666666667
FBXO7	0.3165
TMEM134	0.758
FLJ14213	0.820666666666667
ZNF3	-0.08925
LRRFIP1	-0.201541666666667
CNOT2	0.0259166666666667
ABI3	2.30775
ALDH5A1	-0.550833333333333
HNT	2.0974
SERPINA4	-2.85075
TK2	-0.128333333333333
STMN1	-0.587666666666667
GUCA2A	0.226
GALNT10	0.976714285714286
DPP6	-0.72515
C9orf93	-0.15275
PRELID2	-1.466875
STK39	-2.227875
SFTPA1	-1.25075
CKS2	-1.18044444444444
RHO	0.321375
C20orf135	-0.372
XKR3	-2.35
CR1	0.671875
RPS6KA2	-0.263714285714286
C20orf112	0.478
MRPL22	-0.811
C4orf23	-0.0393333333333333
GADD45B	1.88275
KLHDC1	0.624
C2orf48	-1.33
ZNF287	-0.3645
DAAM2	-1.5255
DPPA2	-3.1845
TCTN3	0.148333333333333
DNAJB11	0.42575
FPR1	3.625
DEFB4	0.4655
PTCD2	-1.0843
SMOC2	3.73583333333333
CABP7	1.25425
SERPINB11	0.26225
MAGEF1	0.712
NDE1	0.5595
ITGA10	-0.1575
FSHB	-0.417
ANXA2	1.433625
HORMAD2	0.024
HLCS	0.3935
MCF2L	1.70525
FH	0.122
TBC1D24	2.2885
KIAA1505	0.693
LGALS2	0.09025
CNBD1	0.5235
SYNPO2L	-0.656
PTPN23	-0.0593571428571429
C1orf183	-0.654833333333333
MAGEA8	-2.98725
DGCR8	-1.61125
GSR	0.84725
PAQR7	0.19375
ZNF676	-0.51525
CACNA1C	-0.2799
SP7	-0.4135
PDCD6	-0.30825
NRN1L	-1.7315
BRI3BP	-0.422166666666667
KIAA1183	1.0395
ASB4	0.2415
CCL23	1.2934
OBSL1	-0.246375
SLC12A7	0.2755
KIAA0240	1.25875
CD1B	-3.20483333333333
FCGR2A	1.40375
MDC1	-0.902
HTR1A	0.0653333333333333
OCEL1	-0.852
ATP11B	1.21225
FBXO34	1.21966666666667
PCDH12	3.35233333333333
RPE	0.32375
C17orf74	0.066
CSDC2	0.557666666666667
PET112L	0.32475
TMBIM1	1.407
P2RXL1	-0.0585
TCHP	-0.1755
TRMT1	-1.47433333333333
F2RL2	-0.0185833333333333
LRRC32	2.67866666666667
IMPG2	0.8725
BGLAP	0.08225
LOC493869	-0.31375
MRAS	1.851625
SLC35F5	1.60875
CBWD1	0.424
AXL	-1.516375
ATP2C2	2.2025
TELO2	-0.8685
PNPLA3	-0.05175
PCDHB14	0.52775
CD276	1.32725
KRT80	-1.026875
DUSP28	-0.219
CSNK1E	-0.379166666666667
SRP14	0.6255
KCNQ4	0.4055
KRT72	1.3475
CCDC117	0.537125
C6orf89	-0.008
TUBB2B	-2.75633333333333
RTN4IP1	-0.365
CR1L	-3.14966666666667
CEND1	-0.11025
C12orf41	-0.537166666666667
RNF31	-0.21275
UBN1	0.274
C17orf32	0.015
SLC5A7	0.4575
GPR92	0.899333333333333
ESAM	1.7691
CTNNA1	0.105916666666667
HRBL	-0.0585
CBX4	-0.2815
TMEM182	0.8005
SH3TC2	-1.76666666666667
IL10	1.81783333333333
PXMP4	1.4375
RNF167	-0.5365
PAK7	-0.1735
ETV3	0.1825
ATPIF1	-1.745
LOC554207	-1.87333333333333
OR8H1	0.18375
WDFY3	0.166875
DPM1	-0.90975
GPSM1	-1.088
WDR92	0.0281
LRP1	0.6935
ANKH	-0.95625
THUMPD3	-0.1725
POLR1B	-0.308
OLFM4	1.64516666666667
RAD9B	0.62075
TSPY2	-2.9565
PAX6	-1.9375
SCG2	-2.404375
SLC17A6	0.25175
FMO3	2.426125
PADI4	-0.03275
TUBB4	-0.6193
NLK	-0.521
POU4F3	-0.9075
SDF4	-0.586
ITGBL1	0.630666666666667
NETO1	-1.603
TAP2	-0.117125
ABBA-1	-0.247916666666667
GNAI1	0.4845
VPS4B	0.51125
NOPE	-1.0788
GALNT6	1.62283333333333
SESN1	0.111375
GBE1	-2.46133333333333
CLASP1	0.25175
RASGEF1B	2.069
ACOT11	-0.099
AFAP1	1.2945
OR2H2	0.32025
DPY19L2P1	-0.888
DZIP1	-2.4815
SEC22C	0.760916666666667
GPR161	1.02291666666667
RNF146	1.177
WDR74	-0.87275
GALP	0.191
PURA	-0.90375
DNPEP	0.121416666666667
RP11-78J21.1	-0.69225
ERBB2	3.28825
FANCM	-0.455833333333333
NEO1	-0.686833333333333
DDX3Y	-4.7624
RPS3A	0.745125
MXRA7	0.190214285714286
LGALS3	0.742833333333333
GLT8D1	-0.18375
CFL2	-1.43583333333333
UPB1	0.53025
NAP1L5	-0.24075
CLDN14	1.71675
DHX38	-1.17725
BTBD1	-0.89625
TARS2	-0.4195
ABCF1	-0.5344
FCF1	0.416
LRRC49	0.33125
GUCY1B2	0.162
C1orf177	1.18933333333333
SMARCA4	-0.543
LRP8	-1.65083333333333
TAGLN3	-0.79975
MRPL14	-0.25325
TTRAP	1.572
ZDHHC20	1.2485
NFE2L3	0.4115
KIAA1377	-1.161375
PALMD	1.3655
TMEM43	0.48325
TTL	-1.00725
STAT5B	-0.470833333333333
SSB	-0.724625
OR10H5	0.128
SLC22A13	-0.32275
AKAP3	1.107
TIMM23	0.735
OAS2	1.996
KIAA0423	0.895
TRIM11	0.5665
GLIS3	0.820625
TMEM50B	0.8405
ARHGEF4	-0.09125
DEGS1	2.91445454545455
TBL1XR1	1.3876
G6PD	-1.593
SP140	0.7303
MUC17	0.237571428571429
NUDC	-1.0043
DNAJC5B	3.78116666666667
SCARA3	-1.9755
CPA3	5.64383333333333
BCAT2	0.439
MFN1	0.668
NRG3	0.589
SNX11	0.3275
PLEKHH1	-0.350166666666667
GPR177	1.06333333333333
HCFC2	0.87
TCAP	-0.817
MOCOS	-1.56875
C14orf93	-0.024
PRDM10	-0.185
SLC16A4	-0.5485
SRGAP1	0.7045
VIP	0.21
DUSP27	-0.386833333333333
LILRA1	1.2032
MC2R	-0.207
MGC24103	-2.279
MBTD1	-0.7085
FUT11	0.139833333333333
USP33	0.2306
C15orf39	-0.27025
MAP3K12	-0.817375
PAAF1	-0.595333333333333
BARHL1	-0.042
FLJ16165	-0.5985
PIWIL2	-2.95275
SYNE1	-0.129083333333333
CMTM4	0.73525
TSPYL1	0.053
GUF1	-1.01516666666667
TMEM157	0.4755
WDR44	0.0425
HIST1H3C	0.02475
DKFZp666G057	-0.36625
RNPEP	1.377
GAS2L2	1.67383333333333
ADH4	-4.5785
GRPR	1.8215
FBXL17	0.28
ZBTB10	0.859166666666667
Gcom1	0.557111111111111
HTRA1	0.797
ZNF585A	0.495166666666667
SLC26A2	-0.0242857142857143
OTOP3	0.608666666666667
WISP1	2.06944444444444
ATP2B4	1.13358333333333
FLJ10769	0.68525
CRAMP1L	0.525375
CHST12	-0.6485
RAB22A	-0.51525
TARDBP	-0.635571428571428
STAU1	-0.08775
CRB3	2.8575
MIG7	0.2345
CHMP1A	1.10583333333333
ZNF160	0.551625
B3GALT6	-0.294125
BARX1	-1.45183333333333
C6orf167	-1.3081875
NXNL1	0.414
DHX29	0.048625
HADHB	0.19825
PLXNB2	0.255875
ILDR1	-1.01
SLC15A3	2.98625
GAS2	-4.88816666666667
C20orf69	-0.386
NUMB	0.47825
TNIP1	-0.1155
MESP1	1.61833333333333
PSKH1	-0.45025
NSFL1C	-0.13775
RHOG	0.295
HEY1	-2.56733333333333
KNG1	-2.181625
ITGAX	2.4014
LIN9	-0.233166666666667
CANT1	1.246
XRN1	-0.0176428571428571
CCDC96	0.2619
HEATR6	-1.3015
GNG7	0.222916666666667
RUNX2	0.5811875
SOX1	0.209833333333333
FCRL5	1.0527
ZNF99	0.708
FAM9A	2.2125
SNX22	0.297
MBNL3	-1.06833333333333
ODC1	-0.9586
ADORA2B	0.8425
NR2F6	-0.0805
ZFYVE16	0.228277777777778
SYNJ2BP	0.4832
POLE	-0.98675
E2F2	-0.923375
THRA	-0.122833333333333
PTGES2	-0.245833333333333
HIP1R	1.1465
TMUB1	-1.14266666666667
ENO3	-2.407
RSPH10B	0.12
CXorf39	1.009875
IRGC	0.091
GPR109B	0.06375
FLJ13305	-0.3105
LCE3A	-0.0705
TNFRSF18	-0.610166666666667
DET1	-1.397
TRPM3	-0.567454545454546
C16orf79	-1.698
FECH	0.122333333333333
RAP2A	0.295666666666667
CRIP1	0.7955
AZIN1	0.19825
SLC7A7	4.11675
IL10RA	1.4876
TMEM64	-1.9505
CDC42EP4	1.2381
C16orf58	-0.1839
ARG2	-0.684
POU5F1P4	-5.378
FAM62B	-0.39525
DNAH8	-1.6902
ASH2L	-0.8925
TSLP	-3.7055
CNTNAP5	1.3196
TMEM16C	-0.9145
IFNA14	0.217
SLC1A3	1.526875
CABYR	0.26675
BCL7B	-0.2462
NUDT13	-0.535
C13orf28	0.23175
C1orf53	-1.4575
ARL6IP4	-0.263
RPL35A	0.24725
EMR3	0.563
RAB40C	0.63425
SLC41A1	0.596
LRCH1	0.49925
LY6G5B	-1.084
FAM124A	0.156571428571429
MGC10981	-4.46433333333333
CLIP3	-0.6533
MAP4K2	-0.305833333333333
CHIC1	-0.20475
SULF1	4.15166666666667
C20orf30	-0.699571428571429
PRDM5	-1.0315
ELOVL1	0.24575
C11orf48	-0.634625
SLC39A10	0.39675
KCNV1	0.67275
ACP1	-0.3735
ZMYM2	-0.042625
B3GNT6	-0.462166666666667
C9orf69	0.14275
C2orf15	0.54075
C20orf166	-0.1525
HSP90AA6P	0.4675
EDG7	2.947
NEURL	-1.383125
LPL	0.117166666666667
CLEC2D	-0.446428571428571
GRRP1	1.58583333333333
CD8B	-2.3931
HIST1H3D	-0.886666666666667
SLC6A12	1.091375
FAM27L	-0.479
CD84	2.5055
RASA1	-0.574
PHKG1	0.381
MAGEA11	-1.2765
IMPA1	-0.3934
NPM3	-0.895
RARRES1	5.6275
SH3BP1	-0.033625
B3GNTL1	-1.3305
ARPC5L	0.397166666666667
KLHL26	0.5775
SIM2	-2.917375
GJC1	0.2225
C20orf194	0.221
EXO1	-0.998
SLC2A2	-2.41083333333333
LOC285074	-1.23925
LRG1	-2.94525
KIRREL	-0.845
PIK3R1	1.36528571428571
C4orf34	1.391
MAF	-1.68211764705882
ADCY4	3.32433333333333
ZMIZ2	0.697
SLC46A3	3.02116666666667
STAMBP	0.2375
CCDC16	0.8895
MS4A12	-0.228
TCF20	1.3565
LRRC46	0.70125
C20orf152	0.106
MRPS6	-0.84875
ABCB11	0.0115
KCNC2	0.402
CDH19	-2.20133333333333
C9orf123	0.897666666666667
SSH3	0.478375
LDLRAD1	-0.665
CCBE1	-0.8735
ZNF135	1.02475
TAAR1	0.7845
WFDC12	1.0975
CCDC42	0.149
FLJ12529	0.10925
PER1	-0.413333333333333
TIMM50	0.551666666666667
SMARCAD1	-1.36983333333333
FAM26C	-0.0995
TP53TG3	-2.273
SH3RF1	1.3155
LMCD1	2.277
GPR63	-0.3935
FLJ21986	-2.21825
AIFM3	-0.3255
MICAL1	-0.669166666666667
BLZF1	1.35566666666667
IQCA	1.92066666666667
PCDHGC3	-1.301
SAC	-0.1715
BCL6B	2.128
DDO	-0.4185
MARCO	4.03325
DCHS1	0.234666666666667
C1orf170	0.631333333333333
CD200R1	0.952333333333333
C22orf15	-0.663
SEPT11	-0.274
ADNP	0.35775
UST	-1.1834
C13orf34	-0.637166666666667
RFFL	0.738928571428571
APBA3	-0.153
C2orf60	-0.14225
CUTL1	0.0176
PMS1	-0.2565
ZNF689	-0.544
EIF3E	-0.260666666666667
IL9	-0.162166666666667
RPL31	-0.376875
LY9	0.990166666666667
ATP2B3	0.10925
KDELR2	0.905416666666666
TFCP2	0.559125
NLRP12	0.464625
FLJ45422	-0.0635
