Hybridization REF	TCGA-A1-A0SO-01A-22R-A084-07
SLITRK1	-0.65575
ARMET	-0.19
C9orf52	0.90375
REEP4	-0.76425
MTSS1	0.8625
ADH1B	1.81966666666667
DLD	-0.572
CDK5	0.37625
PPFIA1	-0.9604375
WFDC3	-0.25325
DNAJB12	-0.577357142857143
RANGRF	-0.5395
MLANA	-4.88975
AMY2B	-0.5885
KIAA0319	-1.238375
RPS7	0.0115
JAK3	0.3502
ARFGEF1	0.14475
CXCL5	0.45125
TRAPPC4	-0.865
CETN2	2.053
HSPC111	-1.17075
RHOBTB3	-2.1778
PHLPP	0.8645
RGS10	1.36025
TMEM58	-1.12275
CHERP	-0.2415
HSP90AB3P	0.0575
FSTL3	-0.747
PEX11A	0.4455
OR5V1	0.638
FCN3	1.848
PTPN3	-1.34875
NPTX1	-6.055625
C21orf84	-0.952
C11orf51	0.010875
ZBED2	1.59725
FLJ90757	1.41975
NPY2R	0.86525
PLD3	0.72975
SYT17	-2.80283333333333
SGSM2	-1.185
OR1A2	0.2875
FOXP1	-1.65725
SLC5A1	4.79075
POFUT1	0.5005
EPHB6	-3.38033333333333
MYO1G	-2.27075
STAC	-0.2469
KLHL17	-0.203
RGMA	2.0431
TJP2	-0.3354
FAM114A1	-0.830833333333333
SERINC1	0.714083333333333
SLC9A8	-0.899625
PEX19	0.732125
EDN2	0.40575
PSMD7	-0.744111111111111
C3orf41	2.39925
UQCR	0.175
PPP1R3C	-3.4865
LRP4	-3.39566666666667
TM2D1	0.03475
TTC17	0.3369375
C4BPB	-4.9035
CCL25	0.8565
ZNF253	0.801
CHRNA9	-4.58333333333333
SOX11	3.453
HIVEP3	-0.371
CGN	2.01658333333333
C3orf35	0.1325
PKD2L1	1.945
SYVN1	-0.625375
PDE8B	-2.07025
LOC439951	0.7065
LTC4S	0.838333333333333
MIF4GD	0.79
SMARCA2	0.4485
TUBGCP6	-0.9005
CABLES1	1.5345
C16orf77	0.1385
ZNF791	0.12475
FUT5	-1.479
ADH6	-2.0595
P4HB	0.48125
CLDND2	-0.943
ALKBH8	1.5135
PLAC4	-2.1065
F11R	0.747285714285714
MGC35295	0.205666666666667
PDZD4	-0.512666666666667
LOC389073	-0.04175
FAM80B	-0.326
PSMB1	-0.965875
TXN	-0.592333333333333
VIPR1	1.3897
WBSCR18	-0.0871
EXOSC6	-0.482
ACTA2	1.88866666666667
SP5	-4.8865
ANKRD1	-2.0945
DDR1	0.3189
ATP6V1D	0.01425
PTGS1	-3.42266666666667
RNF157	0.85875
DCC	0.4375
SPAG7	-0.9055
FBXO18	0.494
UBE3C	-0.1542
HOXC6	-0.0405
LRP2BP	-0.894833333333333
MYST2	0.96775
PDSS2	0.841
ATE1	1.665
ARAF	0.243
KLF10	-1.448
PLA2G2E	-0.10575
ASCL1	-1.60566666666667
TSNAXIP1	1.5635
FAM131B	-0.5285
IFNA10	-0.8015
NUP43	-0.57575
FAM44B	-0.303
L1TD1	-6.48933333333333
NMD3	-0.22175
C18orf54	-0.1493
PHOSPHO1	-0.278
RAG2	-0.8065
EMILIN3	-0.637
METTL3	-0.4415
VPS13C	-1.632
REXO2	-1.16725
ANXA4	-0.946
CA1	-1.39975
DCP1B	0.65425
TULP3	-0.0493333333333333
ATP2A2	0.0274285714285714
ATIC	0.2325
ADAM15	-0.255
NPL	0.706333333333333
LGR4	-1.95025
UEVLD	0.358666666666667
GAB1	0.40325
SNAI2	-1.93383333333333
ZGPAT	-0.0051
SNF1LK	0.123625
DLEU1	-0.07325
UBE2Q1	0.258125
ZMYM6	0.016625
JPH3	-3.1965
FAM38A	-1.75325
PXK	-0.829666666666667
DENND2D	1.4495
BAX	-1.58783333333333
CP	-4.93118181818182
RPL37	-0.4272
G6PC3	-0.0865
NCOA4	-1.6825
LRRC14	-0.104
GORASP1	2.055
FCHO2	-0.053375
CYP24A1	-3.7839
FXYD3	0.8285
SMARCAL1	0.58725
ABCB8	-0.110333333333333
CCDC44	0.71775
PRDM7	-3.4115
USH1C	-1.0385
DNAH5	0.038
SRF	0.535416666666667
MAL2	0.871666666666667
PGPEP1	-0.678
SIN3B	0.02525
SEMA3C	-4.90216666666667
GRAMD3	3.34975
FBXO10	-0.21375
OR5D13	0.19
FLJ31818	-0.0105
CACNA1I	0.35775
S100A13	-1.9065
TP63	0.202714285714286
ANXA11	-0.9689
WDR66	0.688
CSF2RB	0.2145
IFI44	0.641
DACT1	-0.0186666666666667
ANKRD23	-1.0855
ATP5G1	0.304833333333333
C21orf70	-0.235333333333333
PPWD1	-1.528
DNAJC13	0.1815
PAH	-5.324
PTCH2	0.5515
TRMU	-1.10025
CCDC9	-0.086
USP3	-0.0423
DCLRE1C	0.5916
FAM55C	1.13225
FRMD4B	2.15025
CYP2R1	0.15925
RFPL1	0.5959
XPO5	0.56125
ARL6IP2	2.5035
OSBPL5	-0.037
MMP9	3.286
KIAA0802	-1.116625
DHRS2	-4.4175
SGEF	3.029375
TXNDC10	-1.4744
EXOC6	0.8055
RPS27	0.343166666666667
PNCK	-1.51783333333333
FSTL1	-3.39275
AACS	-0.332
SLMAP	-0.250166666666667
SAMD4A	-1.9782
ABRA	-0.161
SMARCD3	-2.49875
PKNOX2	-2.8075
A4GNT	0.0145
C9orf39	0.505
RALYL	0.074
MGC33556	-3.5295
C10orf25	0.572
BBOX1	3.584
NHEDC1	0.62075
XDH	-1.377
GCSH	-0.29
EDN1	-0.780833333333333
MTERF	-0.18875
CLK4	-1.296375
ZNF799	-0.0148333333333333
KCNG1	-0.80725
CXCR4	1.5935
PTPRR	-3.726
IRAK1	0.13775
LOC401397	-0.324
TMSB10	1.55021428571429
CXCL3	-2.9813
TMC4	0.8985
OR7A10	0.026
STYK1	2.56475
CHRNA10	-0.21975
CCNI	-0.3605
EP300	0.400285714285714
LOC165186	-1.06916666666667
HIC2	-1.529
SDR-O	-0.2745
OR2W1	-0.171
KCNA6	0.2325
TRIM74	-0.28625
REEP6	-0.709
ATP5G2	-0.394
ERG	-0.214125
TMEM42	1.09375
PARN	0.2575
SOD2	-0.86875
DIRAS1	1.18916666666667
PNPT1	0.067
JOSD3	-1.332
hCG_40738	1.6635
PDE1C	-1.755
SEMA4D	-0.286125
AGPAT1	0.31
NOSTRIN	-1.590375
MAP3K3	-0.811833333333333
MAX	0.398071428571429
CAPS	2.3355
SERPINA12	0.323
OSBPL8	-0.0505
RICS	-0.1889
NR4A2	0.599833333333333
PPCS	1.12433333333333
LONP1	-0.4735
SCYL3	0.7325
HERC2P2	-2.21133333333333
FIBCD1	-0.877
C15orf41	0.18475
DMC1	0.344666666666667
C20orf27	-0.5495
RPS6KA5	0.8342
FAHD1	-0.665
SLC12A4	-1.05825
BRCA1	-0.136416666666667
GBL	-0.40175
SLK	0.969333333333333
NUDT9P1	-3.0235
NOXO1	0.6565
USP52	-2.50625
BAZ1B	0.100375
SLCO2B1	1.37175
BBS12	0.827666666666667
LRGUK	-1.0035
TERF2IP	-0.33225
COL1A1	2.118
KIAA0090	0.60075
GRK5	0.177333333333333
AP1S2	-0.1416
TMEM52	1.06866666666667
CA11	-1.0305
OR4A15	0.468333333333333
ACBD3	0.652
SPAG11B	0.314875
PRDM2	0.3285
FOXP3	0.3555
SMYD3	-0.0209
LOC389199	0.883
LGI2	0.896833333333333
NAPE-PLD	-0.2211
ANKRD6	2.0375
WDR45	0.408833333333333
SHROOM1	-3.05375
PSCD3	0.352
PYY	0.216
KCNC1	1.5115
ARHGEF9	1.2237
OR8J1	0.49425
GPR55	-0.0511666666666667
NS3BP	-2.3405
C10orf22	-0.424333333333333
NAT8L	1.16625
DUSP4	0.0536666666666667
FOXM1	0.1655
GRAMD2	2.4243
ZBTB48	-0.487333333333333
BUD31	-0.543
PABPC5	0.512
CCDC41	-0.6225
FBXO11	0.418583333333333
C6orf148	2.90025
RFXAP	-0.32975
C6orf15	-0.0818333333333333
CDK8	1.01233333333333
C6orf70	-1.536375
TESSP2	1.6465
ALG2	-0.279
PPP1R3D	0.29
TPM3	0.593166666666667
SYT13	3.821
EPB42	-0.656
CETN3	-0.8065
PRY	0.1685
NTHL1	0.0318333333333333
POLR2B	0.6365
RPS28	0.183083333333333
P2RX3	0.588
LYZL4	0.37025
WBP4	-0.6388
PMM1	-0.126
C11orf79	0.251
CBLL1	-0.3265
IL1F10	0.385666666666667
VAX2	-0.257
SETDB1	0.751333333333333
LRAP	-2.55416666666667
GCLM	-0.357333333333333
CPEB3	0.82375
PPM1A	0.439375
INTS1	-0.3415
CAMTA1	0.943666666666667
SAMSN1	-2.98775
LOC158830	-1.09216666666667
GMPPA	-0.26875
AIPL1	0.839
IL24	-0.334090909090909
BDKRB1	-3.13533333333333
MLF1	3.4399
TAF12	-0.674
ID1	-1.2565
THADA	0.689125
PIK3CB	0.01675
OR4N5	-0.278
TBC1D17	-0.5965
COX8A	-0.34475
CDCA4	-0.024
C2orf44	1.2455
ZNF534	-1.29
IMMP1L	1.05275
NIPSNAP3B	0.96125
FTMT	0.19975
PWP2	0.0493333333333333
MMP15	-1.3785
DNAH11	-1.28975
MTMR14	1.272
DNAL4	0.9625
IPP	-0.56175
TMEM59	0.545625
C1orf157	0.691
RGS4	-1.39033333333333
DDX18	0.520833333333333
SNX6	0.69975
ZNHIT2	0.2075
NCDN	-0.390166666666667
FLJ33534	3.6905
RAG1	-1.7685
OR4D10	0.466
PTPN5	-0.170166666666667
POMT1	-0.59125
LRRC8A	-0.6656
CYP1A1	-1.74175
CAPN1	-0.429
DDHD2	-0.3485
GRIK2	-1.682
GNRHR	0.475
PPBP	0.29775
HTR3A	-1.05425
SLITRK4	-1.2825
ANKRD49	0.518
BTF3	-0.6685
SARS	-0.282
C13orf18	-1.32316666666667
CACNB1	-0.133714285714286
QKI	-0.521045454545455
SETMAR	2.0215
MAN2B1	1.21366666666667
EML3	-1.62175
ACADL	5.14183333333333
OFD1	0.626875
DEFB114	0.4215
CGA	-3.9484
PEX16	0.432833333333333
LRRC10	-0.7435
GNG12	-3.4265
C1orf152	0.0508333333333333
CHRM1	0.725
CD53	-0.877125
DBH	-1.4855
TFAP2B	-2.627625
HIST1H2BJ	-1.25916666666667
FAM46D	0.7265
TMEM11	0.02925
C3orf32	-3.251
PCCB	1.14175
IPO13	0.5505
C6orf105	-5.47525
COMMD5	-0.27025
SUV420H1	0.3665
LTBR	0.983
ARHGAP15	-2.372375
HDHD2	-0.383
TDRKH	0.5185
LOC401052	4.0955
PSG4	-1.411
GNB4	0.6289
SPATA4	0.59525
SLC9A3	-0.5345
OSBP	-0.0156666666666667
NBPF3	-1.10383333333333
DOCK11	-2.791
SLC39A5	-2.41283333333333
PRR5	0.5724
C10orf63	0.504625
SMTNL2	4.32725
ADRA1A	0.55375
ASAH1	0.0539
DOM3Z	0.1626
GIPR	0.980166666666667
AHI1	-0.946833333333333
NADSYN1	0.0945
RGS14	-0.7413
IL18BP	0.7712
RTN4RL1	-2.0075
ARMC6	-0.216
PSMD5	-1.41116666666667
HK3	1.5397
OR4S1	0.1555
RSU1	1.4085
MAD2L1	-1.17477777777778
EIF4A3	0.54975
DLEC1	-0.795333333333333
E4F1	-0.543666666666667
CHMP2B	1.0451
CAMSAP1	-0.2285
RPS21	-1.02016666666667
ARID5A	0.91725
UBE2N	-0.0899
IGSF8	0.357
MAGEB6	-2.4015
ACAD11	-1.6499
MGC4172	-0.626
LMO4	4.3095
KLKB1	-1.01875
HP	-1.515
HDAC3	-0.2085
SCHIP1	-1.708
CLCA1	-0.353
OLFML2A	-0.41125
C1orf112	-0.20225
KIF19	0.874416666666667
HAPLN4	-0.1057
CXCR7	-2.44116666666667
GOT2	-0.821
RAB38	-0.413375
DCX	0.98025
PPM1H	-1.40425
NFYC	0.661916666666667
KIN	1.05975
ZNF228	1.44475
PLSCR4	0.224
HIG2	-0.16725
FAM79B	0.333
C21orf86	0.281
KCNK10	-0.69625
ZNF738	-0.433875
FSTL5	-0.991333333333333
OR6A2	-0.523
OTOA	0.597166666666667
EXOC1	0.149
AHRR	-3.8705
PDAP1	-1.13166666666667
C19orf6	-0.353125
ZAN	0.8195
LY6G6E	0.35
EIF4E2	0.02275
C20orf198	-0.2065
ZNF324	1.37675
CYP3A5	-4.14966666666667
ENTPD7	2.42
MBOAT5	0.0323333333333333
GJB5	-1.59975
TTC13	1.072
S100Z	-1.81383333333333
KIAA0664	-0.167166666666667
PDGFRB	0.630083333333333
IL17D	0.42775
OR56B4	0.554
RDX	-0.279
SLC34A3	0.8555
IL28B	-0.085
JUND	-0.59175
CHRNB1	-0.468125
CAMK2B	-0.554
FETUB	-0.89775
CXorf23	1.724875
MRTO4	-0.414375
TTC3	0.8491
NDUFB8	0.27
EDG2	-1.309
SEMA3G	0.32575
IL23A	-2.67875
GRHL1	2.8519
LOC441054	-2.6355
WDR65	1.343
PSTK	0.96275
STOML3	0.308333333333333
R3HDM2	-0.6292
C5	-2.78725
SLC2A10	0.0665
C3orf22	0.83025
PAQR3	-0.0834615384615385
ANKRD26	0.560083333333333
HCRTR1	0.751
LOC399947	-1.03025
PSD2	-0.966
TIGD2	1.18016666666667
SCRN1	0.659375
COQ10A	-0.29725
DDI2	0.0505
METTL7B	-0.0675
UCN2	0.304
FAM92A3	-0.482
WDR16	0.43275
ZNF511	0.539
ZMYM5	0.350625
POLR3G	-1.5715
ZNF586	0.854
C1orf49	0.592666666666667
TANK	0.851166666666667
RCAN1	2.13716666666667
PELI3	1.13333333333333
LIMD2	1.73083333333333
TMEM189	-0.882
NTN4	-4.15925
LOC151300	0.1875
CLEC2A	-0.755
GPR135	-0.5845
DPYSL4	-3.7075
JAK2	-1.0495
TSHZ1	-0.107333333333333
TM9SF4	0.998125
ZNF264	-1.04433333333333
SIRPG	1.413
BICD1	0.21125
HERC6	0.714666666666667
METTL5	-0.0025
CASP1	-1.01325
PRRT1	-0.427666666666667
PLA2G4C	0.426333333333333
ICA1L	-0.442642857142857
TPTE2	-0.0113333333333333
OTUD7A	0.963666666666667
AQP11	1.32325
APOA2	-4.9975
KALRN	0.6047
SECTM1	-0.9725
IFNAR1	0.78325
TALDO1	-0.481
RAB11FIP4	0.584
EIF5A	-1.6965
FAM49A	2.6395
NEGR1	-0.903333333333333
YTHDC2	-0.337625
EHD2	-2.254875
NCF1	1.0515
SCRT2	1.0485
HOXA5	1.79366666666667
NUP133	0.12825
FGF12	-1.2421875
SLMO2	-0.417125
SNTA1	1.8245
CACNG2	0.2745
GCM1	0.277
ELF1	-1.096
TLR5	2.69625
TCFL5	-0.123
RBMY2FP	-0.172
LOC100125556	0.79625
FAM129B	0.366125
MAP3K7IP1	0.152375
NCK2	0.761
OXA1L	-0.2215
FMO9P	0.00599999999999999
ZSCAN12	0.891
PSMD12	0.444083333333333
HSCB	-0.52825
CLDN10	3.64925
MGC13053	-0.31225
HPCAL4	-0.628166666666667
ASZ1	-1.607
MEX3D	0.539
NFAT5	-1.6097
CSPG4LYP1	-0.0105
FBXO3	1.6583
DVL1	-0.5545
CMKLR1	1.33016666666667
TYMS	0.20675
PEF1	1.1555
ZNF750	3.151
MCM5	0.3447
MEGF11	-1.157
KCNK7	0.446
PTP4A3	-0.7075
C1QTNF2	0.0453333333333333
OR6S1	0.2565
FAM122B	-1.56675
ZNF551	1.37375
HBQ1	0.293
GEMIN6	0.496
ARSK	-0.41125
RBP7	2.18766666666667
CPNE9	0.28225
DSC1	1.4405
LOC730112	-0.82425
MAP2K4	0.178125
HS3ST5	-0.759
EPB41L3	-0.411
TEKT2	2.067
CDKN2B	-0.694333333333333
ZNF480	1.27375
MAP3K6	0.4174
MAP6	0.792166666666667
HN1	2.3262
OR2L13	0.55225
SLC16A11	0.13025
FAM96A	-0.15725
APOL1	-0.858
C5orf32	-0.92375
RTP1	-0.300833333333333
RNF175	0.9365
ZBTB41	2.118375
AHCTF1	-0.2594
SAE2	0.0194
ITGA2	0.615666666666667
MME	-2.637
CCDC14	-0.45575
MAST4	-0.584571428571429
KRT33B	0.875
KCTD2	0.846
WDR26	-0.38425
MFI2	1.900375
NR4A3	0.674714285714286
ARSA	0.649
UNKL	-1.39266666666667
SULT6B1	0.4925
CCNA2	-0.925166666666667
SOX15	-0.3555
PPAPDC1B	-0.480583333333333
C19orf44	0.324
MCAT	0.787166666666667
ARID1B	-0.29675
OR52N1	2.586
C12orf48	0.704
MAGI1	-1.2495
NIPA2	-0.10275
GBX2	-1.7155
RSHL3	0.6265
RAVER1	0.5115
C15orf17	-0.17425
SLC30A2	0.97725
ZNF518	0.15125
PCYT1B	-0.2845
C10orf114	-2.73775
EIF3H	-0.518333333333333
SLC25A39	0.502166666666667
KIF1B	0.3505
AMOTL2	-0.70525
C6orf120	0.309375
PSRC1	-0.04675
PLA2G10	0.392625
KIF5C	-0.21875
MRPL37	0.388
C17orf62	0.6225
C9orf135	-1.361
DUSP10	-1.2289
CLCNKB	0.322
PSMA5	0.29225
C8orf53	-0.817
AMPD3	-0.182
PIAS1	-0.017
ADCYAP1R1	0.0715
GYLTL1B	1.928
CDH20	-0.0746666666666667
FBXO7	0.86325
TMEM134	-0.3265
FLJ14213	-0.466833333333333
ZNF3	-0.09825
LRRFIP1	-0.572958333333333
CNOT2	0.100333333333333
ABI3	1.235
ALDH5A1	0.822833333333333
HNT	-0.0064
SERPINA4	-3.14375
TK2	-0.0750833333333333
STMN1	0.886555555555555
GUCA2A	0.272666666666667
GALNT10	-0.554285714285714
DPP6	-0.839578947368421
C9orf93	0.999875
PRELID2	-0.557
STK39	2.1245
SFTPA1	-0.91475
CKS2	-0.714888888888889
RHO	0.131625
C20orf135	-0.0795
XKR3	-2.7595
CR1	0.28025
RPS6KA2	-0.817857142857143
C20orf112	1.7865
MRPL22	-0.442
C4orf23	0.802166666666667
GADD45B	0.12275
KLHDC1	-0.477
C2orf48	-1.1715
ZNF287	1.504
DAAM2	-0.41375
DPPA2	-2.9905
TCTN3	0.795833333333333
DNAJB11	0.99875
FPR1	2.9765
DEFB4	-0.269
PTCD2	-1.0744
SMOC2	2.33683333333333
CABP7	0.01225
SERPINB11	0.56975
MAGEF1	2.39625
NDE1	0.478166666666667
ITGA10	0.779
FSHB	0.548
ANXA2	-1.062
HORMAD2	0.39825
HLCS	1.1405
MCF2L	1.70316666666667
FH	0.4545
TBC1D24	0.849
KIAA1505	-0.12075
LGALS2	-1.4305
CNBD1	-0.031
SYNPO2L	-1.07075
PTPN23	0.762642857142857
C1orf183	-0.3965
MAGEA8	-2.97525
DGCR8	-1.62825
GSR	-0.42675
PAQR7	0.34725
ZNF676	-0.29
CACNA1C	-1.7315
SP7	-0.804
PDCD6	-0.40675
NRN1L	-2.502
BRI3BP	0.2815
KIAA1183	0.76375
ASB4	0.328
CCL23	0.4724
OBSL1	0.0305
SLC12A7	0.0863333333333333
KIAA0240	0.976125
CD1B	-3.36166666666667
FCGR2A	0.29525
MDC1	0.2235
HTR1A	0.443833333333333
OCEL1	-0.759
ATP11B	0.701125
FBXO34	0.515333333333333
PCDH12	2.9145
RPE	1.05025
C17orf74	0.139
CSDC2	-0.406333333333333
PET112L	0.3175
TMBIM1	-0.350375
P2RXL1	-0.677
TCHP	0.535
TRMT1	-1.02116666666667
F2RL2	-1.00916666666667
LRRC32	1.52633333333333
IMPG2	0.9955
BGLAP	0.46525
LOC493869	0.138
MRAS	4.05625
SLC35F5	0.466
CBWD1	0.0555
AXL	-3.630125
ATP2C2	0.43025
TELO2	-0.80425
PNPLA3	-3.48125
PCDHB14	0.392
CD276	0.71125
KRT80	-2.874875
DUSP28	0.2135
CSNK1E	-0.202833333333333
SRP14	0.867
KCNQ4	0.169
KRT72	-0.02
CCDC117	0.7545
C6orf89	-0.116944444444444
TUBB2B	-2.776
RTN4IP1	0.4215
CR1L	-3.31833333333333
CEND1	0.176625
C12orf41	-0.354166666666667
RNF31	0.736
UBN1	0.388166666666667
C17orf32	1.430125
SLC5A7	0.40425
GPR92	-0.472833333333333
ESAM	1.6776
CTNNA1	0.418083333333333
HRBL	-0.1224
CBX4	-0.404
TMEM182	1.20925
SH3TC2	0.483
IL10	0.817666666666667
PXMP4	2.292
RNF167	-0.1162
PAK7	3.55
ETV3	-0.421
ATPIF1	-1.67133333333333
LOC554207	-0.887166666666667
OR8H1	0.37875
WDFY3	-0.11075
DPM1	-0.11325
GPSM1	-0.543
WDR92	0.1777
LRP1	-0.037
ANKH	-2.26775
THUMPD3	0.90975
POLR1B	1.0045
OLFM4	3.36716666666667
RAD9B	1.06525
TSPY2	-3.8695
PAX6	-2.10416666666667
SCG2	-3.667
SLC17A6	0.1535
FMO3	1.49175
PADI4	0.278875
TUBB4	0.2656
NLK	1.29425
POU4F3	0.2115
SDF4	-1.018
ITGBL1	-0.444
NETO1	-2.179375
TAP2	-0.13125
ABBA-1	-0.129666666666667
GNAI1	-0.88975
VPS4B	0.32125
NOPE	-0.8105
GALNT6	-0.3995
SESN1	0.38875
GBE1	-2.25733333333333
CLASP1	0.4225
RASGEF1B	1.619375
ACOT11	-0.236857142857143
AFAP1	1.2025
OR2H2	0.24825
DPY19L2P1	-0.16625
DZIP1	-0.1955
SEC22C	0.98975
GPR161	1.18883333333333
RNF146	0.8955
WDR74	-0.3455
GALP	0.715
PURA	-0.73275
DNPEP	0.0408333333333333
RP11-78J21.1	-1.44925
ERBB2	2.498875
FANCM	-0.406333333333333
NEO1	0.472166666666667
DDX3Y	-4.9909
RPS3A	-0.03575
MXRA7	0.136071428571429
LGALS3	-3.68783333333333
GLT8D1	-0.55725
CFL2	-1.10616666666667
UPB1	1.29625
NAP1L5	-2.10275
CLDN14	-0.16725
DHX38	-0.4675
BTBD1	-0.18325
TARS2	0.677333333333333
ABCF1	0.6031
FCF1	0.856666666666667
LRRC49	1.4055
GUCY1B2	-0.616
C1orf177	0.819666666666667
SMARCA4	0.760857142857143
LRP8	-2.22533333333333
TAGLN3	0.1835
MRPL14	0.6205
TTRAP	0.17775
ZDHHC20	1.97525
NFE2L3	0.95975
KIAA1377	0.036
PALMD	2.328
TMEM43	0.4835
TTL	0.077125
STAT5B	1.25266666666667
SSB	-0.4025
OR10H5	0.374
SLC22A13	-0.74925
AKAP3	1.0285
TIMM23	-0.304333333333333
OAS2	0.9165
KIAA0423	0.45075
TRIM11	0.210833333333333
GLIS3	1.004125
TMEM50B	0.758833333333333
ARHGEF4	0.694875
DEGS1	0.0901818181818182
TBL1XR1	0.495966666666667
G6PD	-0.9975
SP140	-0.8378
MUC17	-0.0113076923076923
NUDC	-0.0433
DNAJC5B	1.93516666666667
SCARA3	-1.36183333333333
CPA3	2.23416666666667
BCAT2	0.05275
MFN1	0.4689
NRG3	0.226
SNX11	0.79175
PLEKHH1	-0.356833333333333
GPR177	-3.23016666666667
HCFC2	1.05325
TCAP	-0.40675
MOCOS	-1.0065
C14orf93	0.34775
PRDM10	-1.03483333333333
SLC16A4	-0.00408333333333333
SRGAP1	1.23633333333333
VIP	0.29525
DUSP27	-0.449666666666667
LILRA1	0.2454
MC2R	0.1375
MGC24103	-5.065
MBTD1	-1.9225
FUT11	-0.407833333333333
USP33	-0.3557
C15orf39	-1.076
MAP3K12	-1.3545
PAAF1	-0.803166666666667
BARHL1	-0.1175
FLJ16165	-0.002
PIWIL2	-3.119
SYNE1	-1.21525
CMTM4	0.119
TSPYL1	0.4424
GUF1	1.2615
TMEM157	-0.7085
WDR44	-1.3325
HIST1H3C	0.46275
DKFZp666G057	0.24075
RNPEP	0.00725
GAS2L2	-0.440166666666667
ADH4	-4.772
GRPR	0.2575
FBXL17	0.9575
ZBTB10	1.16375
Gcom1	0.0340555555555555
HTRA1	-1.0426
ZNF585A	0.7015
SLC26A2	0.261785714285714
OTOP3	0.737833333333333
WISP1	0.408444444444444
ATP2B4	-2.29741666666667
FLJ10769	1.1105
CRAMP1L	-0.261125
CHST12	-0.936
RAB22A	0.400166666666667
TARDBP	-0.134071428571429
STAU1	-0.10075
CRB3	2.75733333333333
MIG7	-1.3035
CHMP1A	0.128166666666667
ZNF160	0.955
B3GALT6	0.125375
BARX1	-1.556
C6orf167	1.028
NXNL1	0.5335
DHX29	-0.382875
HADHB	0.9265
PLXNB2	0.09125
ILDR1	-1.7125
SLC15A3	1.50325
GAS2	-3.434
C20orf69	-1.057
NUMB	-0.754
TNIP1	-0.6235
MESP1	1.268
PSKH1	0.25925
NSFL1C	-0.33075
RHOG	-0.375
HEY1	-4.06383333333333
KNG1	-2.05225
ITGAX	0.8392
LIN9	0.2655
CANT1	1.075125
XRN1	0.697
CCDC96	0.6381
HEATR6	-0.3155
GNG7	2.30091666666667
RUNX2	-0.17575
SOX1	0.215
FCRL5	0.9556
ZNF99	0.7835
FAM9A	1.613
SNX22	2.51566666666667
MBNL3	-0.0125
ODC1	1.6378
ADORA2B	-3.1505
NR2F6	-0.0915
ZFYVE16	-0.937111111111111
SYNJ2BP	-0.0455
POLE	-0.369375
E2F2	0.2595
THRA	-0.743833333333333
PTGES2	-0.731333333333333
HIP1R	1.09933333333333
TMUB1	-0.829833333333333
ENO3	-2.60425
RSPH10B	0.0235
CXorf39	-0.548625
IRGC	0.4855
GPR109B	-2.3545
FLJ13305	1.327
LCE3A	-0.4845
TNFRSF18	-2.21566666666667
DET1	-0.3055
TRPM3	-0.397333333333333
C16orf79	-1.7485
FECH	0.330166666666667
RAP2A	0.976833333333333
CRIP1	-1.90633333333333
AZIN1	-0.267875
SLC7A7	1.8495
IL10RA	0.0824
TMEM64	-1.9545
CDC42EP4	0.00170000000000002
C16orf58	0.0217
ARG2	-0.02475
POU5F1P4	-5.31175
FAM62B	-0.90775
DNAH8	-2.5528
ASH2L	-0.023875
TSLP	-0.970666666666667
CNTNAP5	-0.3885
TMEM16C	-0.7055
IFNA14	1.211
SLC1A3	0.90425
CABYR	3.22775
BCL7B	-0.5847
NUDT13	-2.27716666666667
C13orf28	0.03125
C1orf53	1.377
ARL6IP4	-0.101
RPL35A	-0.21425
EMR3	0.52275
RAB40C	0.099
SLC41A1	0.429166666666667
LRCH1	-0.23175
LY6G5B	-0.1445
FAM124A	-0.172571428571429
MGC10981	-4.25683333333333
CLIP3	-0.9818
MAP4K2	0.3325
CHIC1	-0.85025
SULF1	1.3055
C20orf30	-0.984928571428571
PRDM5	0.60775
ELOVL1	-0.0615
C11orf48	-0.154125
SLC39A10	-0.16425
KCNV1	0.80425
ACP1	-0.078
ZMYM2	-0.278
B3GNT6	0.520333333333333
C9orf69	-0.1695
C2orf15	1.673
C20orf166	0.515
HSP90AA6P	0.832
EDG7	-1.16
NEURL	-1.91775
LPL	3.2705
CLEC2D	-1.03942857142857
GRRP1	1.982
CD8B	-3.9988
HIST1H3D	-0.449166666666667
SLC6A12	-0.0505
FAM27L	-0.431
CD84	1.4795
RASA1	-1.0085
PHKG1	-0.3135
MAGEA11	-1.648
IMPA1	-0.113
NPM3	0.18025
RARRES1	3.76725
SH3BP1	0.41875
B3GNTL1	0.207
ARPC5L	-0.4005
KLHL26	0.1545
SIM2	-2.893375
GJC1	0.5215
C20orf194	-0.49525
EXO1	0.14825
SLC2A2	-2.76116666666667
LOC285074	-0.187
LRG1	-1.6465
KIRREL	-0.7265
PIK3R1	1.59642857142857
C4orf34	-0.60625
MAF	-2.96538888888889
ADCY4	3.00366666666667
ZMIZ2	1.3154
SLC46A3	2.65216666666667
STAMBP	1.30816666666667
CCDC16	1.311
MS4A12	0.2565
TCF20	-0.0065
LRRC46	0.64875
C20orf152	-0.0855
MRPS6	-0.645375
ABCB11	-0.1075
KCNC2	0.157666666666667
CDH19	-2.52883333333333
C9orf123	-0.418833333333333
SSH3	-0.3075
LDLRAD1	-3.90725
CCBE1	-1.36575
ZNF135	3.223625
TAAR1	0.806
WFDC12	-0.3805
CCDC42	-0.267833333333333
FLJ12529	-0.442
