Hybridization REF	TCGA-BH-A0BL-01A-11R-A115-07
C22orf28	-0.383625
C20orf175	-1.015
XPNPEP2	1.15583333333333
PDE6A	0.78225
SPIB	0.712625
TBCB	0.227
SLC5A11	0.54975
ADRA2C	-1.70033333333333
DHCR24	-0.928833333333333
MEF2D	0.854875
C6orf114	0.74225
ZPLD1	1.2995
MYO1B	0.946333333333333
VAMP8	1.64475
ANKRA2	-0.261
C11orf42	0.112
TAS2R60	0.3785
PANX1	0.647
C12orf42	-0.271166666666667
RCBTB1	0.479
FGL2	4.88175
CEP70	0.662375
WASL	1.0125
SEPT14	0.2315
DCHS2	0.44975
CYBA	0.1665
ARHGAP11A	-1.19666666666667
MPZL2	1.057
KIAA1881	2.8855
ANXA1	0.6057
AFF1	0.1481875
FRMD3	-0.7605
SUSD5	2.72675
C9orf32	-0.67425
RASSF7	-0.221
KIR2DL2	0.618
SENP1	-0.4295
C20orf195	-0.76775
C3orf44	-0.013
KRTAP9-3	0.3285
ZFP28	1.0945
PLCB2	0.4156
TXNDC15	0.29925
CALR3	-0.941
HLTF	0.0807142857142857
C17orf67	-1.59225
NDUFA6	0.220875
PKP1	1.28975
HMG20B	-0.7665
GPR180	0.0343
BAI3	0.30425
NOSIP	0.0467
TRIM23	0.273
ARL1	0.461357142857143
CDK5RAP2	-0.55275
SSH2	-1.43116666666667
KCTD15	0.803416666666667
FTHL17	0.256
AK3	-0.0401666666666667
RAB3C	1.15625
PAX4	-0.073125
KDELC2	-0.12525
BIK	0.375
KIAA1553	0.344
CEP135	-0.56225
NANOG	-3.83866666666667
TRIM22	2.61516666666667
CDH13	-0.872
B4GALNT4	-0.17575
MDGA2	-1.084
SAMD3	3.13316666666667
OR1E1	0.059
TAS2R10	-0.808
FASN	-1.187
GPR116	2.7484
ZNF219	0.486833333333333
CD33	-0.79225
RAB3GAP1	0.76875
H1FOO	0.769
NXPH3	0.12275
CROCC	-0.617
GPX7	1.3715
BASP1	-0.5443
STAM	0.1065
TBK1	-0.02725
STX2	0.780666666666667
RPL29	-1.0735
NR1H3	0.548
MPPE1	0.864
PHACTR3	0.462
SLC44A2	0.9365
C10orf109	-0.051
CLCN6	-0.8965
C16orf59	-1.99075
SQSTM1	0.280833333333333
AADAC	1.80275
LRRC8C	0.615875
BIN3	-0.5414
HPS6	0.705
MAN2A2	-0.9321
GABPB2	-0.7145
KCND1	-0.06725
PTPN11	0.304214285714286
ZNF274	0.184
ATF3	0.46475
C7orf26	-0.29975
C1QL3	0.0005
WDR54	-1.47066666666667
FLJ40869	-0.8015
ZNF397	1.315875
MLL	0.2639
TTLL6	-0.610375
ANKRD15	-0.0356666666666667
KIAA1958	-0.77275
C1orf218	1.081625
ZDHHC16	-0.41575
DDX47	-0.16375
EVI5L	-0.108166666666667
GDF6	-4.50625
TAPBPL	1.0565
BTG1	0.9204
DPP4	0.951375
KLHL23	-0.968
APOC3	-2.99225
BTBD12	-0.595333333333333
CNOT4	0.378125
HIST1H3I	0.42
OR5H1	0.31275
APEH	-0.8835
TRY1	0.0531666666666667
SLC26A8	0.15
KCNA2	0.329166666666667
TMEM159	1.62925
C6orf81	-0.600166666666667
PCYT1A	0.739333333333333
C6orf157	-0.26575
BRMS1	-0.1735
CHST1	1.28866666666667
LGALS1	1.059625
TAF1B	-0.0595
FLJ40504	-2.28475
GPR173	0.5615
COL15A1	1.98375
CASP10	0.337928571428571
PCMT1	-0.397285714285714
HDAC5	0.3621
LOC641367	0.9745
EVC2	1.9915
SGPL1	1.65166666666667
GON4L	0.989714285714286
AFG3L2	-0.193
C5orf15	0.037
UBXD1	0.3563
LILRB4	1.2815
GSTA4	1.16516666666667
ADIG	-0.074
GRIPAP1	-0.05025
HIST1H3B	-0.7395
BTRC	-0.0175
USP49	-0.772
IQCH	-0.9495
ACBD6	0.24825
YEATS2	0.2845
CABP5	0.0635
TRIM3	-0.18825
HNRPM	1.73472347597681e-18
FGG	-3.8077
C18orf16	-0.026
CLEC2B	0.82975
PQBP1	-0.5605
JTB	1.03766666666667
REST	1.65483333333333
SLC8A3	-0.975166666666667
TMEM16H	0.08325
MRPL47	0.17325
EVI1	0.9459
MUC1	0.075125
TEAD3	0.8655
STOML1	-0.199125
USP24	-0.4986
PNMA5	0.9345
MAEL	0.358666666666667
LBP	2.3914
HSD17B4	0.050875
SEC31B	-1.71725
IDH2	0.5262
SFRS16	-1.03675
AICDA	3.939
RNF180	0.23325
C1orf56	-0.0131666666666667
FLJ10324	-0.6605
GPR148	-0.0345
MEF2A	0.749916666666667
ASF1B	-1.52633333333333
HTN3	-0.58975
RNF215	-0.05675
SLC4A3	1.00083333333333
ADAMTS9	1.0557
C9orf66	1.04933333333333
FOXD3	0.317
GSDM1	0.483
IFITM5	0.5605
PODXL2	-0.9425
C1orf176	-0.13125
RPS3	-0.02975
hCG_2004593	-0.69375
COL21A1	3.54275
NTNG2	0.5795
RAI14	0.938
P76	0.1185
LRFN3	0.744875
FAM14B	-0.24125
FKBP14	-0.39625
TNNI3	-1.85466666666667
HOXB3	-0.153125
SGCB	0.8035
PPAPDC3	0.66125
FRAT1	-0.0105
MORN1	-0.867
ARHGEF2	0.339
BNIP2	0.25225
DHX30	-0.53575
EEFSEC	-0.68075
FGF20	1.103
FLJ38973	0.8235
PLCH2	0.175416666666667
CCNG2	0.93575
PSPN	-0.2415
WDR88	-0.309
HOXB13	-2.653125
MTMR8	-0.101
SPAM1	-1.0045
PPP2R1B	0.19975
TANC1	0.7715
CNN3	1.6974
CHGA	0.684375
C9orf128	0.6675
CACNA1B	-0.264666666666667
MMAB	-1.317
RHOA	0.112833333333333
RAPGEFL1	-1.026
SLC1A5	-1.22566666666667
CALCA	0.03925
SYCP1	0.437
CXCL11	6.0205
GFI1B	-1.4415
PSCD1	0.601166666666667
C11orf58	0.3185
MGC45438	0.748
NUDT18	0.732666666666667
ASB3	-0.550833333333333
ZP1	-1.817
LPPR2	-0.7314
ZNF527	0.5255
ZNF771	0.281875
TTBK2	-0.441125
TRIM55	2.3505
GJB3	0.572333333333333
PRSS35	-1.04525
SCRG1	2.67675
ZDHHC24	-0.07775
DUSP26	-0.87875
C1orf51	1.130875
DNAJC3	0.615833333333333
LITAF	0.815875
ZNF410	0.11325
AFP	-3.50883333333333
ZW10	-0.97225
PHOX2B	-0.3845
VILL	0.0645
ELOVL7	-0.208625
LOC644186	1.177
PPP3CC	0.82475
CHST13	-1.41725
WDR40B	-0.0216666666666666
MEA1	0.20625
HILS1	0.857
DLX6	-2.73283333333333
NKG7	2.03566666666667
EMP1	1.60825
ACTR6	-0.03725
CHCHD7	-0.319785714285714
COG2	-0.4276
TCEA2	0.1898
TARS	-0.2705
FLJ20294	-0.0423333333333334
ZNF92	0.123
TRAPPC2L	0.000500000000000034
ARHGAP28	1.336875
CCDC109B	0.571
LGTN	-0.923833333333333
INGX	1.27466666666667
LOC124446	0.96
RPS2	-1.5895
C17orf75	-0.980666666666667
NBPF1	-1.0085
SLC2A8	-0.402
SNRPE	-1.03775
CARD6	1.21225
IL13RA2	-1.3215
CUEDC2	-0.2435
C4orf19	-0.8625
AOC3	2.446625
MTHFD2	-0.491333333333333
OR5M9	0.2375
C4orf38	0.476
SS18L2	-0.075
OAS3	0.9265
LARGE	0.055
LRIG3	1.16916666666667
LIMA1	0.55175
STARD3	-0.221
VPS39	0.112125
CTAGE6	0.784
ODAM	0.75275
MORF4L2	0.0385
GSTO2	0.1615
MTFMT	-1.3505
PRKAB2	0.0558571428571429
ZNF76	-0.436333333333333
HSPB2	4.0575
CRB2	-0.341
KLRK1	-1.4
LYST	0.43325
UBE2M	-0.728333333333333
SLC16A9	-1.14475
ZNF281	0.01725
ST8SIA1	1.811375
C9orf105	-0.4755
ANKRD46	-0.1105
FAM108A3	0.1555
C20orf91	0.4545
ZYX	0.807833333333333
RSPH1	-0.68
ZSCAN5	-0.5275
RIMS3	0.405333333333333
KRT76	0.1455
CEACAM4	1.25733333333333
SIRPB1	0.764375
CFHR4	-0.6415
SOX3	-0.781666666666667
GATAD1	-0.2125
C21orf57	-0.98475
TMC8	-0.419666666666667
AVIL	0.470666666666667
LMOD1	3.0325
HIGD1A	-0.178875
NEU3	-0.351333333333333
DES	0.476875
BZW1	-0.1715
ZNF221	0.3465
CCDC27	-0.185
GDAP1	0.0275
RBBP4	-0.1995
MGC40499	0.3195
PHKA1	-0.50825
PRKAR1A	0.152333333333333
HSD3B1	-0.26625
RAD52	-0.489833333333333
CD207	0.3405
LOC389791	0.1125
RSPO1	1.25983333333333
TMEPAI	2.20875
MFSD2	0.323375
ETV4	-1.08275
SCGN	-1.7115
LOC391356	-0.45475
MPP1	-0.7295
STARD3NL	-0.41775
TFAP2D	-0.0155
CD2AP	0.36875
CCL20	-2.046
CCDC86	-1.406
ZFP30	-1.10525
CTBP1	-0.151
MAK10	0.302833333333333
STXBP5	0.0443333333333333
LOR	1.116
MAP6D1	-0.14925
ARMC7	-0.0005
TMEM150	0.184
NSL1	-0.41425
KIF5A	-1.017375
ASCC2	-0.172666666666667
PSENEN	-0.028
OPTC	-0.4735
FCRL2	0.3125
KBTBD11	0.36675
PCK1	0.07825
CENTD3	-0.43325
MEGF8	0.210375
ALPPL2	-0.42375
OBFC2B	-0.750666666666667
ZFYVE20	0.116625
GALC	1.54783333333333
CTRB2	0.09125
C20orf71	0.164666666666667
TBKBP1	0.016
CAMLG	0.020375
TREML4	0.1345
RSAD1	-0.985
TUBA3D	-0.6889
KIAA1833	0.05975
PNPLA1	-0.218
LRRC34	-0.695666666666667
CDH26	-0.619666666666667
ZNF167	1.18866666666667
ZBTB26	-0.6017
VWF	2.8914
VTN	-0.92
BAD	0.15725
PDS5B	0.0399166666666666
ZNF644	1.19891666666667
SH3GLB2	-1.0475
SMPDL3A	0.508
NRG2	-0.248
IL15	1.6855
GABARAPL1	0.575
LAT2	0.3131
SLCO1A2	-2.03916666666667
LIG4	0.601666666666667
GSDMDC1	0.437875
BMP4	-1.8025
METT10D	-0.04575
SYCE1	1.04875
SPANXD	-4.795
SLC12A9	0.290833333333333
MC1R	-1.2725
RNF168	0.16325
TRIM69	1.7285
GALNT7	-0.114833333333333
ISG20L2	0.70925
KIAA2026	0.4685
TNFAIP8L1	-0.376
DPY19L2	-0.6665
C12orf63	0.573
PRDX5	-0.1425
MED6	-0.922125
TXNDC5	0.155125
CD46	-0.374416666666667
CCK	-0.52625
C17orf48	-0.24975
ANUBL1	0.66575
SIT1	0.610333333333333
TYSND1	0.0665
DEF6	0.172
GLT8D4	1.08225
UTP14A	0.513125
RPH3AL	0.24325
NXF1	-0.334
TRERF1	-0.5545
TUBB3	0.7614375
SLC24A2	0.4155
SEC22B	1.06491666666667
ZNF653	-0.19875
GGTL3	-1.412
CDKL2	1.52175
CTF8	0.147083333333333
EPC1	1.77216666666667
CYP4A11	-0.0488333333333333
THRSP	3.6725
LELP1	-0.0666666666666667
TES	1.827875
C17orf87	2.6525
FERD3L	-0.0765
SH3TC1	0.2015
RAB36	-0.0695
CRYGB	-1.0605
GRIA3	2.3987
BHLHB9	1.799
C1QTNF9	2.2175
GOPC	0.881125
PNPLA8	1.212
ZNF444	-0.08225
FMO1	4.09025
POLR3C	-0.064
SLC35F3	0.4825
SGCG	-1.45066666666667
DCDC2	-1.68
NANP	0.276
MGC23270	-0.3145
BEX4	1.13116666666667
HYDIN	0.1718
RPS6KB2	-1.4815
ADRM1	-0.3275
BAT3	-0.72825
RAB31	1.2381875
SCGB2A1	5.557125
SLC6A14	-1.901125
DDX4	-0.14875
PRRC1	0.900333333333333
AP3B2	1.546
TRGV7	0.388833333333333
TMEM184B	0.4335
ADPRHL1	0.124666666666667
C21orf45	0.02475
ARNTL	0.70375
AADAT	0.523125
CCL2	2.51066666666667
SNTB2	0.558
RGS9BP	-1.06175
KPNA1	0.28675
TMEM41B	-0.9695
S100A11	1.71591666666667
DOT1L	-1.0035
EFHC2	1.3295
CLTC	-0.568666666666667
SRP9	0.500785714285714
ZNF521	1.31375
FAM26F	2.08575
GPR88	0.685333333333333
COL13A1	0.816833333333333
CHMP4B	-0.1294
SIGLEC6	0.0715
NFAM1	0.109375
PVRL2	0.2033
ALKBH4	0.272
CCDC93	0.2089375
NXT1	0.59675
KCNK4	0.0525
TROAP	-1.21816666666667
KCNA10	0.1245
CCDC114	0.244833333333333
RAN	-0.61925
LMTK2	-0.1135
LOC400657	0.6185
UFC1	1.0275
UBE1DC1	-0.197
EEF1A1	-0.214222222222222
CHAC1	-0.309
HMGA2	-4.7323
B3GALTL	0.68475
ING2	0.2475
C1orf109	-0.27075
INTS3	0.33625
ZNF558	-0.004
TRPM4	0.176
LTB4R	-0.617
ISYNA1	-0.517
LSM7	-0.03
LRRC47	-0.715125
ZNF179	-1.42933333333333
EXDL1	-0.0713333333333333
SLC4A10	-1.089375
ACSS2	-0.925666666666667
COPS7B	-0.79
KIAA0040	0.986666666666667
C1orf95	-0.2005
AP1GBP1	0.20725
OR9A2	-0.071
FAM71C	-0.133833333333333
RIN1	-1.3645
ITGA4	-1.041125
DNAJC6	-0.7338
CLOCK	0.0623333333333333
SLC35A4	0.0145
DSG4	0.59075
LOC26010	0.49075
NSUN2	-0.73275
TMEM86B	-0.8247
C14orf135	-0.1695
KIFC3	-0.615333333333333
PHF5A	-0.1835
NCAPH	-0.741375
STK11IP	-0.2585
FLJ42953	0.648375
CCDC19	0.700333333333333
ZNF329	0.00249999999999998
TAX1BP1	0.168
ZDHHC18	0.142666666666667
C10orf88	-0.053
TMBIM4	0.3452
NMUR1	1.6845
KIR2DS4	0.35
C9orf90	-0.353375
MGC87631	0.694
KDR	2.6293
ST3GAL2	-0.52325
RLN2	1.107
HPD	-3.03275
MOXD1	-1.24983333333333
PDGFRL	2.266
SMYD4	-0.393857142857143
FAM103A1	-0.284666666666667
MFAP4	0.4115
LOC285141	1.542
TMEM45B	-3.644125
SMCR7L	-0.705857142857143
GZMH	3.4695
CBLN1	-1.807
CNNM1	-0.806
PHF17	-0.992916666666667
NUP98	-0.3905
RMI1	-0.9695
PTPRS	0.339875
ANKRD57	0.66175
CLDN15	-0.415833333333333
OR51A2	-0.453
GUCA2B	1.2935
DOCK9	1.2145
ITGB1BP1	0.00666666666666667
DLG2	0.15325
BRAP	-0.228
SESN3	1.8825
ZC3H7B	0.5245
FAM101A	2.56766666666667
FKSG24	-0.337
ZYG11B	-0.327875
RFC2	-0.58375
SH2D3A	-0.0566666666666667
DVL3	0.0338333333333333
ADFP	0.254666666666667
KRIT1	-0.026125
SERTAD3	0.877166666666667
LEFTY2	-2.49975
KRT27	-0.788
SCFD2	-0.55525
MN1	-0.73275
RORA	1.9945
PTPRD	0.7995
PIAS2	0.00566666666666665
CYP4X1	1.64583333333333
FBXL15	-0.42625
MYH15	0.209
CRX	0.2595
TBC1D13	-0.24675
SLC22A17	0.796
PLK2	0.106166666666667
ARHGAP9	1.97375
EIF1B	-0.49975
C20orf185	-0.38125
DEFA7P	0.2285
PRIM1	-1.77583333333333
CRYAA	-1.858
BACE1	0.86175
AGTRL1	0.566833333333333
ACAD9	0.163625
GRASP	0.55575
RBP4	-1.222
TFB2M	0.50725
METTL9	-0.7423
ATP5O	0.14025
SP100	0.8473
CPSF1	-0.148
S100A4	0.76175
LIME1	-0.7135
GPR137C	1.31025
OR2A2	0.8285
C2orf29	-0.35675
NUP188	-1.1585
SDPR	0.51675
RAI1	-0.233625
RPS20	0.1135
LAMB1	0.2315
ADM2	0.0911666666666667
ZNF229	0.97175
DKFZp434K1815	-0.687125
EPN3	1.09816666666667
CLIC3	-0.25275
MEIG1	1.35275
HMGB4	-0.19525
STARD10	-0.45025
KLF8	3.409
EPB41L2	0.286
JMJD6	-0.327625
CTSL1	0.426166666666667
GPR27	-0.209
ELAVL4	1.46225
MMP21	0.498
PPM1B	0.399375
SUV39H1	-0.752
AAMP	-0.1985
TUSC4	-0.44
MBD6	-0.72675
KLK13	1.114
FMNL3	0.747166666666667
TRIM13	0.310083333333333
C15orf5	-0.73125
IQCF1	-0.008625
CACNG8	0.1925
SLC35D3	0.0668333333333333
ZDHHC9	1.1905
ODF3L1	0.2435
C9orf86	-0.3271
TSEN2	-1.1265
C17orf64	2.35825
SEPX1	-0.1214
TSPO	0.662333333333333
SYMPK	-0.4585
ADORA1	0.09725
TSPAN10	0.278375
SEMA6C	1.42533333333333
RTTN	-0.2993
IL2	0.885666666666667
ARRDC3	0.365
TBPL1	-0.327833333333333
STX12	1.0175
MRPL39	-0.288
OR8H3	-0.128
IFIT5	1.39766666666667
CASC5	-0.723625
FAM46A	-0.14
HPCAL1	-0.72625
CYLC1	0.3405
VGLL2	0.21
C20orf191	1.10925
CDH1	2.1345
ITPA	0.34275
CCDC101	-0.4665
D15Wsu75e	-0.13075
EDA	0.9695
CREG1	0.1795
OR7G2	0.2865
SAP18	0.161583333333333
IFIT1	1.64675
CALML3	2.149
FLJ37440	1.894
FNDC5	0.2035
SERPINB6	0.276285714285714
JUNB	0.9039
SYS1	0.37575
SCN2A	3.41666666666667
ZKSCAN5	-0.5167
WNT7A	0.283333333333333
TSHZ3	2.80925
RNF148	0.00850000000000001
H6PD	0.267375
CAD	-0.982
ZNF449	0.44825
DOCK10	0.5105
FAIM2	-0.0888333333333333
HEXDC	-0.592
PRB1	-0.14175
C14orf148	-0.376
ETHE1	0.89725
IRF5	1.7128
GNMT	-1.146
MGC16291	-0.64
RPAIN	-0.4935
CAGE1	0.284
CNTNAP3	-0.805375
ACTR1B	-0.0385
EEF1E1	-0.74925
MSX1	-0.443375
ESF1	0.581
HSPC171	0.33875
MRPL2	-0.558333333333333
RDH12	-0.397666666666667
CELP	-0.1035
METRNL	0.3245
C10orf116	2.5975
C19orf48	-0.87
ZNF346	-0.8325
NCR1	0.51
C10orf64	0.856
CD52	2.01125
VPS18	1.34625
AP4S1	0.515833333333333
NPBWR1	0.397
TPK1	0.9955
UBA52	-0.407277777777778
RIPK1	0.7575
CPNE3	0.5146
HSPC159	0.941375
C8orf38	0.4535
LRRC4B	-0.7675
PARP10	0.3295
ANKRD50	2.090375
CXCL9	5.21725
FGF18	0.839272727272727
EIF2A	-0.567875
SLC20A2	0.9285
KIAA1549	0.7485
SPINT1	1.5292
ZNF584	0.117
CRBN	0.885666666666667
ABCF3	-0.0948333333333333
NCBP1	-0.302666666666667
PLA2G4F	0.313666666666667
PCDH10	-1.334
TTC21A	-0.66375
C20orf144	0.1415
FGFR1OP2	-0.443833333333333
SLC9A1	0.0677
CHRND	0.3405
FOXF1	-3.0235
KIAA1467	-0.378
TPO	1.46733333333333
LTF	2.41392857142857
DNAJB9	0.64275
MRPS27	-1.1455
bA16L21.2.1	-0.3915
WBP2	-0.0755
MRGPRX3	-1.60333333333333
PRPF18	1.86575
C10orf58	1.21925
SMOC1	-0.6573
ADAT3	0.216666666666667
TMEM138	-0.56675
TMEM131	0.120375
TIMM8B	0.5345
MYH7	0.158666666666667
ST6GAL2	1.558125
KIF1C	0.3585
SUHW2	0.141
PAPSS1	1.309
CABP2	-0.2475
HOXA4	0.38375
ELF2	1.01125
SEMA3D	1.591
MC5R	-0.148
OGFR	0.184
FLJ30092	-0.619833333333333
TGFA	0.4212
MMP17	0.009
KIF15	-1.5185
CHIA	0.54075
CATSPER3	-0.87175
CEACAM7	-0.334
PADI2	2.184625
HOXA9	1.298
LNX2	0.131666666666667
TMEM144	1.5375
HIF1AN	-0.2975
METTL7A	-0.8054
C6orf165	2.672
KIAA1468	0.438625
DSG3	2.2885
ZNF180	0.411166666666667
EIF4E3	1.6465
SLC46A1	0.07775
DKK1	-2.70783333333333
ZNF205	0.177166666666667
LOC162073	1.4405
COX7A1	3.1715
MAGEA1	-1.95283333333333
NEDD8	0.2245
KLHDC5	0.119833333333333
C3orf19	1.65566666666667
MRPS2	-1.073
POLR3H	-0.106642857142857
ABHD11	0.0257
TMEM17	1.34225
PAIP2B	0.6068
MAT1A	-0.8785
LGI3	0.01675
THUMPD2	-0.3895
TKTL2	0.27225
XAGE3	0.705
CALM3	0.42625
C6orf136	-1.09933333333333
KCNC4	0.304833333333333
RGS9	2.29366666666667
ACIN1	0.222333333333333
SPATS1	-0.238
XKR8	-0.3395
FAM84A	2.92591666666667
MS4A7	4.03827272727273
AGXT2L2	-0.36525
OR1F1	-0.1475
SMAP1L	-0.309666666666667
IPO11	0.090875
ZC3H11A	-0.38775
C1orf151	0.342375
RNASEH2A	-1.2515
CCR10	-0.9665
TXNDC11	-0.0864166666666667
TMEM112	-0.033625
MAP1B	0.874214285714286
NVL	-0.288
PKM2	-0.88375
ARC	-0.00900000000000001
NUP54	-0.37
PPFIBP2	0.917166666666667
STAT2	1.41775
PTAFR	2.37966666666667
ROBO2	-0.691375
RNF40	-0.199
CCDC135	-0.409166666666667
IFT81	-0.4647
MORF4	-0.06925
TM7SF3	-0.860125
OR10H3	0.1955
ABP1	0.43575
CHRD	0.062375
PLEKHA8	0.0543333333333333
NCALD	3.32783333333333
OR5AK2	-0.0255
ACCN1	-0.273166666666667
SLITRK1	-0.12575
ARMET	0.0465
C9orf52	1.345
REEP4	0.25175
MTSS1	0.7935
ADH1B	4.096
DLD	0.271
CDK5	-0.16575
PPFIA1	-0.503125
WFDC3	-0.28225
DNAJB12	0.467428571428571
RANGRF	-0.154
MLANA	-4.267
AMY2B	0.4365
KIAA0319	-1.651875
RPS7	-0.704
JAK3	0.3877
ARFGEF1	0.72975
CXCL5	0.168333333333333
TRAPPC4	-0.26225
CETN2	0.5455
HSPC111	-0.74275
RHOBTB3	-1.2292
PHLPP	-0.3705
RGS10	1.15475
TMEM58	0.53
CHERP	-0.570375
HSP90AB3P	0.063
FSTL3	-0.734333333333333
PEX11A	0.1405
OR5V1	0.443
FCN3	2.53075
PTPN3	0.46075
NPTX1	-3.9245
C21orf84	-0.70025
C11orf51	-0.431125
ZBED2	3.347
FLJ90757	-0.04225
NPY2R	2.55575
PLD3	0.0205
SYT17	0.788
SGSM2	-1.11
OR1A2	0.394
FOXP1	0.5565
SLC5A1	1.41425
POFUT1	-0.4103
EPHB6	-1.52483333333333
MYO1G	-0.84975
STAC	1.8376
KLHL17	-1.00566666666667
RGMA	1.2126
TJP2	-0.4333
FAM114A1	0.194
SERINC1	0.91675
SLC9A8	-0.229125
PEX19	0.270125
EDN2	3.901
PSMD7	-0.153111111111111
C3orf41	-2.066
UQCR	-0.376
PPP1R3C	-0.81225
LRP4	-1.87733333333333
TM2D1	-0.4395
TTC17	0.055125
C4BPB	-3.90125
CCL25	1.239
ZNF253	0.107333333333333
CHRNA9	-2.401
SOX11	2.586875
HIVEP3	0.9075
CGN	2.02783333333333
C3orf35	0.0415
PKD2L1	2.671
SYVN1	-0.43325
PDE8B	-0.99225
LOC439951	0.2345
LTC4S	1.47733333333333
MIF4GD	-0.545333333333333
SMARCA2	1.5311875
TUBGCP6	-0.519
CABLES1	-0.11575
C16orf77	2.44333333333333
ZNF791	-0.4735
FUT5	-0.9595
ADH6	-2.537
P4HB	0.18
CLDND2	-0.4285
ALKBH8	1.08825
PLAC4	-2.10875
F11R	1.0285
MGC35295	0.0573333333333333
PDZD4	-0.607833333333333
LOC389073	-0.359
FAM80B	0.527
PSMB1	0.215
TXN	-0.356333333333333
VIPR1	0.1359
WBSCR18	0.1859
EXOSC6	-0.355333333333333
ACTA2	3.15766666666667
SP5	-2.68341666666667
ANKRD1	-2.16175
DDR1	-0.1926
ATP6V1D	-0.1185
PTGS1	-0.394666666666667
RNF157	-0.8245
DCC	0.1445
SPAG7	-0.345
FBXO18	0.3835
UBE3C	0.3073
HOXC6	0.7785
LRP2BP	-0.5165
MYST2	-0.695
PDSS2	-0.67675
ATE1	0.24125
ARAF	-0.65325
KLF10	0.7645
PLA2G2E	-0.114
ASCL1	-1.16033333333333
TSNAXIP1	0.70425
FAM131B	-0.231125
IFNA10	-0.144
NUP43	-0.4605
FAM44B	-0.728125
L1TD1	-4.67916666666667
NMD3	-0.799666666666667
C18orf54	-0.5453
PHOSPHO1	0.3935
RAG2	-2.098
EMILIN3	-0.4885
METTL3	-0.8145
VPS13C	0.29275
REXO2	-0.2505
ANXA4	0.6385
CA1	-1.40775
DCP1B	1.14125
TULP3	0.0158333333333333
ATP2A2	-0.0627857142857143
ATIC	-0.96025
ADAM15	-0.3045
NPL	1.72866666666667
LGR4	-0.390875
UEVLD	0.18
GAB1	1.58925
SNAI2	1.03416666666667
ZGPAT	-0.4734
SNF1LK	-0.066125
DLEU1	-2.417
UBE2Q1	0.762625
ZMYM6	0.11225
JPH3	-1.9125
FAM38A	-0.170166666666667
PXK	0.225333333333333
DENND2D	1.50975
BAX	-0.7385
CP	-2.69963636363636
RPL37	-0.0206
G6PC3	-0.55625
NCOA4	-0.159333333333333
LRRC14	-0.66175
GORASP1	-0.03125
FCHO2	1.2085
CYP24A1	-2.584
FXYD3	-0.19325
SMARCAL1	0.6365
ABCB8	-0.225
CCDC44	-0.4125
PRDM7	-2.975
USH1C	-1.4555
DNAH5	-0.469833333333333
SRF	0.829083333333333
MAL2	1.41083333333333
PGPEP1	-0.405333333333333
SIN3B	-0.4675
SEMA3C	0.511666666666667
GRAMD3	2.3325
FBXO10	-0.03775
OR5D13	0.0645
FLJ31818	0.955875
CACNA1I	0.384375
S100A13	0.575
TP63	3.34792857142857
ANXA11	0.6713
WDR66	-0.5105
CSF2RB	0.5515
IFI44	1.42875
DACT1	2.57683333333333
ANKRD23	-1.43025
ATP5G1	-0.835333333333333
C21orf70	-0.61
PPWD1	-0.711
DNAJC13	0.20025
PAH	-4.74366666666667
PTCH2	0.08375
TRMU	-1.058
CCDC9	-0.1595
USP3	-0.3552
DCLRE1C	0.7925
FAM55C	0.78025
FRMD4B	1.72975
CYP2R1	-0.65325
RFPL1	-0.6031
XPO5	-0.34175
ARL6IP2	0.443
OSBPL5	1.41075
MMP9	3.10009090909091
KIAA0802	0.09075
DHRS2	-2.65433333333333
SGEF	0.591375
TXNDC10	-0.3067
EXOC6	-0.2235
RPS27	1.003
PNCK	-0.4105
FSTL1	1.28625
AACS	-0.11625
SLMAP	0.684833333333333
SAMD4A	0.7067
ABRA	-0.12725
SMARCD3	0.81725
PKNOX2	-1.23166666666667
A4GNT	0.01
C9orf39	1.1995
RALYL	0.02225
MGC33556	-1.9845
C10orf25	-0.383
BBOX1	6.2855
NHEDC1	-0.2855
XDH	1.1275
GCSH	-0.74
EDN1	2.88466666666667
MTERF	0.000750000000000004
CLK4	0.0405
ZNF799	-0.2625
KCNG1	0.025375
CXCR4	0.398333333333333
PTPRR	-0.70625
IRAK1	-0.30975
LOC401397	0.31825
TMSB10	2.07857142857143
CXCL3	-2.8844
TMC4	0.7215
OR7A10	0.139
STYK1	2.3175
CHRNA10	-0.0685
CCNI	0.5315
EP300	1.37678571428571
LOC165186	0.305
HIC2	-2.20625
SDR-O	-0.5955
OR2W1	-0.0355
KCNA6	-0.1975
TRIM74	-1.7445
REEP6	-1.7985
ATP5G2	-0.50325
ERG	0.881125
TMEM42	-0.024
PARN	0.361166666666667
SOD2	1.2970625
DIRAS1	0.459666666666667
PNPT1	-0.8085
JOSD3	-1.1885
hCG_40738	0.4445
PDE1C	0.0955
SEMA4D	0.649125
AGPAT1	-0.0781666666666667
NOSTRIN	-0.207125
MAP3K3	-0.0308333333333334
MAX	0.410357142857143
CAPS	0.420666666666667
SERPINA12	0.3335
OSBPL8	0.964375
RICS	0.4799
NR4A2	0.476833333333333
PPCS	0.1945
LONP1	-1.21375
SCYL3	1.16225
HERC2P2	-0.593833333333333
FIBCD1	-0.681
C15orf41	0.194
DMC1	-1.29733333333333
C20orf27	-0.61575
RPS6KA5	0.223
FAHD1	-0.8
SLC12A4	0.32975
BRCA1	-1.37591666666667
