Hybridization REF	TCGA-AO-A03M-01B-11R-A10J-07
ERBB2	2.7175
FANCM	-0.7715
NEO1	0.1345
DDX3Y	-4.3604
RPS3A	-0.0345
MXRA7	-0.0424285714285714
LGALS3	-0.408833333333333
GLT8D1	-0.68325
CFL2	-1.98966666666667
UPB1	0.2785
NAP1L5	0.014
CLDN14	0.646
DHX38	-0.10625
BTBD1	-0.83875
TARS2	-0.0983333333333333
ABCF1	-0.0579
FCF1	0.3975
LRRC49	-0.573
GUCY1B2	-1.602
C1orf177	0.216166666666667
SMARCA4	-0.348142857142857
LRP8	-1.17916666666667
TAGLN3	-0.3965
MRPL14	0.38175
TTRAP	0.4255
ZDHHC20	0.4495
NFE2L3	-0.99425
KIAA1377	-0.304375
PALMD	1.4035
TMEM43	-0.48525
TTL	-0.97625
STAT5B	-1.12816666666667
SSB	-0.841
OR10H5	0.228
SLC22A13	-0.2005
AKAP3	-0.37
TIMM23	-0.0326666666666667
OAS2	2.24508333333333
KIAA0423	0.83375
TRIM11	0.0766666666666667
GLIS3	1.00775
TMEM50B	0.8385
ARHGEF4	-1.313625
DEGS1	-0.529090909090909
TBL1XR1	0.8698
G6PD	0.01075
SP140	1.6065
MUC17	0.189571428571429
NUDC	-0.0359
DNAJC5B	1.6645
SCARA3	-0.771333333333333
CPA3	4.88683333333333
BCAT2	0.118
MFN1	-0.2112
NRG3	-0.0635
SNX11	0.68575
PLEKHH1	-0.1665
GPR177	-1.014
HCFC2	0.2185
TCAP	1.101
MOCOS	-3.32975
C14orf93	-0.3685
PRDM10	-0.371333333333333
SLC16A4	-0.40325
SRGAP1	0.439666666666667
VIP	0.38875
DUSP27	-0.126
LILRA1	0.6311
MC2R	0.2715
MGC24103	-3.54275
MBTD1	-1.535
FUT11	-0.295
USP33	0.2489
C15orf39	-1.18975
MAP3K12	-0.379875
PAAF1	-0.978333333333333
BARHL1	0.1485
FLJ16165	-0.507
PIWIL2	-2.1625
SYNE1	0.3855
CMTM4	0.901875
TSPYL1	0.7471
GUF1	-0.210166666666667
TMEM157	0.988
WDR44	-0.333
HIST1H3C	1.405
DKFZp666G057	-0.4195
RNPEP	0.98725
GAS2L2	-0.1425
ADH4	-4.24275
GRPR	1.561
FBXL17	0.90125
ZBTB10	-0.176583333333333
Gcom1	-0.190444444444444
HTRA1	0.8126
ZNF585A	-0.152833333333333
SLC26A2	-0.0482142857142857
OTOP3	0.253833333333333
WISP1	1.70822222222222
ATP2B4	-1.00908333333333
FLJ10769	1.20375
CRAMP1L	0.140875
CHST12	-0.66825
RAB22A	0.709666666666667
TARDBP	-0.330214285714286
STAU1	1.2355
CRB3	1.2615
MIG7	-1.064
CHMP1A	0.5515
ZNF160	0.581
B3GALT6	0.7395
BARX1	-0.975166666666667
C6orf167	-1.4374375
NXNL1	0.288
DHX29	0.30575
HADHB	-0.08175
PLXNB2	1.34875
ILDR1	-1.31675
SLC15A3	2.9685
GAS2	-3.21166666666667
C20orf69	-0.21025
NUMB	-0.286
TNIP1	0.392
MESP1	-0.508166666666667
PSKH1	0.30225
NSFL1C	1.5625
RHOG	0.2425
HEY1	-2.56333333333333
KNG1	-1.383125
ITGAX	1.7232
LIN9	-1.0235
CANT1	0.692875
XRN1	0.321928571428571
CCDC96	1.5549
HEATR6	-1.49366666666667
GNG7	0.0976666666666667
RUNX2	0.50825
SOX1	0.195166666666667
FCRL5	1.2918
ZNF99	-0.426
FAM9A	0.2445
SNX22	0.1935
MBNL3	-1.7465
ODC1	-1.6963
ADORA2B	-2.83266666666667
NR2F6	0.49075
ZFYVE16	-0.603
SYNJ2BP	0.9412
POLE	-0.586375
E2F2	-0.548
THRA	0.408833333333333
PTGES2	-0.473
HIP1R	1.41916666666667
TMUB1	0.404166666666667
ENO3	-2.6425
RSPH10B	0.0305
CXorf39	0.33025
IRGC	0.33925
GPR109B	-0.4435
FLJ13305	0.3745
LCE3A	-0.451
TNFRSF18	-0.813166666666667
DET1	-0.14975
TRPM3	-0.04975
C16orf79	-1.309
FECH	1.2715
RAP2A	0.258666666666667
CRIP1	4.4365
AZIN1	-0.211625
SLC7A7	3.5615
IL10RA	1.6612
TMEM64	-1.7225
CDC42EP4	1.4448
C16orf58	-0.3139
ARG2	-2.5215
POU5F1P4	-5.13025
FAM62B	0.581
DNAH8	-1.2617
ASH2L	-0.059
TSLP	-2.5935
CNTNAP5	0.4095
TMEM16C	0.33575
IFNA14	0.254
SLC1A3	0.993375
CABYR	1.914
BCL7B	0.8427
NUDT13	-2.312
C13orf28	0.17025
C1orf53	-0.7055
ARL6IP4	0.3467
RPL35A	-0.1815
EMR3	0.39425
RAB40C	1.05925
SLC41A1	-0.314833333333333
LRCH1	0.61125
LY6G5B	-0.0865
FAM124A	-0.178142857142857
MGC10981	-4.1155
CLIP3	0.213
MAP4K2	-0.312333333333333
CHIC1	-0.79425
SULF1	2.79333333333333
C20orf30	1.21592857142857
PRDM5	-0.901375
ELOVL1	0.96525
C11orf48	0.1105
SLC39A10	-0.29025
KCNV1	0.0825
ACP1	-0.7665
ZMYM2	0.09575
B3GNT6	-0.0173333333333333
C9orf69	0.91825
C2orf15	1.08875
C20orf166	0.495
HSP90AA6P	1.254
EDG7	-0.4145
NEURL	1.32475
LPL	-0.173333333333333
CLEC2D	-0.454928571428571
GRRP1	1.354
CD8B	-2.1289
HIST1H3D	1.24383333333333
SLC6A12	0.733625
FAM27L	-0.246
CD84	1.8721
RASA1	-0.2555
PHKG1	0.039
MAGEA11	-1.107
IMPA1	-1.3879
NPM3	-1.217
RARRES1	4.589
SH3BP1	0.50625
B3GNTL1	-0.1715
ARPC5L	0.00816666666666667
KLHL26	0.10625
SIM2	-1.73025
GJC1	0.336
C20orf194	1.05925
EXO1	-2.0805
SLC2A2	-1.68533333333333
LOC285074	-0.8315
LRG1	-0.46475
KIRREL	0.1465
PIK3R1	1.68292857142857
C4orf34	0.55075
MAF	-0.938277777777778
ADCY4	2.67716666666667
ZMIZ2	0.9031
SLC46A3	1.1435
STAMBP	-0.194333333333333
CCDC16	-0.192
MS4A12	-0.2065
TCF20	0.4725
LRRC46	1.5255
C20orf152	0.39225
MRPS6	-0.39775
ABCB11	0.065
KCNC2	0.443
CDH19	-1.1485
C9orf123	-0.4435
SSH3	0.3515
LDLRAD1	-1.9525
CCBE1	-0.5
ZNF135	2.228625
TAAR1	-0.0415
WFDC12	-0.1255
CCDC42	0.449666666666667
FLJ12529	-0.79
PER1	0.1845
TIMM50	-0.155166666666667
SMARCAD1	-0.294833333333333
FAM26C	0.4255
TP53TG3	0.0155
SH3RF1	1.371
LMCD1	1.71825
GPR63	-0.4225
FLJ21986	-2.011125
AIFM3	0.97325
MICAL1	-0.186
BLZF1	0.0875
IQCA	1.5165
PCDHGC3	0.1165
SAC	0.09375
BCL6B	1.529
DDO	-0.745
MARCO	2.01575
DCHS1	0.08
C1orf170	2.497
CD200R1	0.849333333333333
C22orf15	-0.041
SEPT11	0.509333333333333
ADNP	0.5495
UST	0.9339
C13orf34	-1.08466666666667
RFFL	0.230857142857143
APBA3	-0.1625
C2orf60	-0.55275
CUTL1	-0.214
PMS1	-1.11
ZNF689	1.4635
EIF3E	-0.822
IL9	0.2605
RPL31	-1.32975
LY9	1.07566666666667
ATP2B3	-0.1665
KDELR2	0.188833333333333
TFCP2	0.35075
NLRP12	-0.352375
FLJ45422	-0.46925
TLE4	-0.4647
ZNF570	0.5855
FLJ43806	-0.284
TLK2	-0.1165
CIR	0.611
MARS2	-0.477
COL24A1	-0.1555
SDF2L1	-0.0185
HIBADH	-0.364333333333333
IGFBP3	-1.83621428571429
C12orf23	0.5725
PSPC1	0.246
C20orf43	0.3735
TRAV20	0.0445
ARHGAP24	1.313125
KIAA1975	0.67975
C1QA	3.3526
DNTT	-4.40816666666667
C10orf6	-0.437
C11orf41	-0.04375
HNRPF	0.201625
COL11A1	4.1595
UBAP2	0.00516666666666667
CDKN2AIPNL	-1.22
C20orf174	2.88725
SPRED2	-0.497
PLA2G12A	0.216
ICEBERG	-0.769833333333333
SCN10A	0.0725
C11orf65	0.30125
GBP5	5.06675
PITPNC1	-0.00533333333333334
POU3F3	0.972
NCOA7	0.402875
LIN7C	-0.2501
LOC348840	-0.3375
NKX2-2	-1.68775
ANKRD13D	0.214125
LOC123688	-0.65975
FUT2	1.5055
TAAR8	0.363
FZD4	-0.5935
PNMA3	0.0705
OR4L1	0.6985
WIT1	-1.7795
EXOC3L	0.7825
ATPBD4	-0.3227
KRBA1	0.7475
UBXD6	-0.2565
HOXB7	0.105928571428571
C7orf23	-1.188
UNQ338	0.32775
STAB2	1.63225
CDC20B	0.3345
IRF9	3.18375
CENTG1	0.00808333333333333
TNPO2	-0.89575
MCPH1	0.387125
BMS1P5	-2.03975
SLC26A7	0.22475
HIST1H3J	0.8935
C9orf3	0.6927
LBH	1.09875
MYO1D	0.531125
PTDSS2	0.2185
NFU1	-0.4635
DEPDC4	-1.07925
WNT7B	1.8561
GLP2R	0.127666666666667
SETD4	-0.5845
DYNLT3	-0.4573
FKBP11	-0.541666666666667
SESTD1	-0.281333333333333
FLII	0.54025
RPS16	-0.604
CHPF	-0.596833333333333
CSNK2A1	0.851666666666667
SUMO1P1	-0.2645
FKBP6	-0.991
ZNF214	-0.729833333333333
TWIST1	0.1585
DDX56	-0.112
TRAM1L1	0.6988
EPO	-1.52566666666667
MRPS18B	-0.50525
ZNF682	-0.856166666666667
RPL14	-1.10666666666667
MAFF	-0.1535
LOC51136	-1.123375
LY96	0.53925
DDX20	-0.22775
ABTB1	0.1945
ARL5A	-0.0519
CCT6A	-0.97125
HEPACAM	-1.04816666666667
EHHADH	-0.443666666666667
RBAK	0.567
CGB1	-0.06725
ITGB5	0.9729
YIPF3	0.36275
FKBP2	0.138
NR1D1	-0.6487
TMEM110	0.0805
NEK2	-1.25116666666667
PRAMEF8	-2.79325
C20orf52	-0.423
PCDHGA3	0.4265
VWA3B	0.121
NDUFA5	-0.2855
THAP9	-0.24475
FLVCR2	0.705333333333333
AP1S1	-2.3355
SMAD6	-0.998
SAV1	-0.0375
SAT1	0.688125
ZNF251	-0.7355
ADAMTS7	0.3288
RPP38	0.0655
C1orf211	0.0525
YPEL2	0.13815
RBMS1	-0.13225
ZNF445	-0.120666666666667
NRXN2	0.0516666666666667
PGBD4	-0.285875
UGT2B28	-2.67925
WBSCR16	-0.847
NLRC3	0.717625
ASTL	0.41625
ST6GALNAC1	-2.61675
ZADH2	-0.33225
MLLT4	0.866583333333333
ARL6	-0.5565
MEF2C	0.81875
CBFA2T3	0.9385
AFF3	0.922642857142857
COG7	0.0971666666666667
MYB	-0.228833333333333
PLXNA3	1.0265
XRCC2	-1.232
MMS19	-0.341875
ST8SIA5	-0.529125
CHPT1	0.0868333333333333
KIAA1712	-0.778375
OR6X1	0.5925
ACTR3	-0.0255
UGCG	2.45383333333333
OR4P4	0.07
ZAP70	-2.048
LPP	1.199125
ZNF485	-0.2925
PTPRCAP	1.10175
IL12RB1	0.7695
ATRX	0.2714
CHST8	1.84875
C14orf109	0.19125
ARV1	-0.398
NMB	-1.27857142857143
COX5A	-1.28133333333333
EIF6	-0.34975
MPPED2	-0.515833333333333
SEMG1	-0.8745
CHRDL1	-0.0985
TRAF3IP2	0.858
WNK2	0.024875
LILRA4	3.288
LAMA2	3.4315
PXT1	0.312
RLBP1	-1.86125
CD300C	0.823
SLTM	-0.2235
FLJ10404	-0.059125
APOBEC3D	-3.54
RENBP	0.657333333333333
ATXN7L1	-0.0805
NID1	-0.1125
TUBGCP3	-0.762875
ITIH5	0.355111111111111
CCDC110	1.517
C8A	-2.529
MGC87042	-2.213
HOXC13	0.0195
TFDP2	-1.63975
HCP5	2.65275
POLI	0.13025
UCN	-1.16683333333333
ZNF764	0.802666666666667
C8orf45	0.48675
FHL3	-0.5285
SPATA5L1	-1.051
MMRN2	2.24316666666667
NDST1	0.413333333333333
COL20A1	0.087
ZNF248	-0.8825
PELP1	-0.530833333333333
MBL2	-1.79733333333333
RNF41	0.770875
C5orf24	0.167875
THOC5	0.201125
SERINC3	0.692416666666667
RP11-151A6.2	-0.391
CDCP2	-0.1345
HIST1H2AA	0.9875
C11orf75	0.0293333333333333
FKBP7	-0.6805
DDOST	-0.02125
GPNMB	0.778
TTF2	-0.701333333333333
KCNT1	0.290833333333333
SLC39A14	-1.0445
NGRN	0.3488
GPR137B	1.33075
MECP2	0.3325
PSMA1	-0.5705
C16orf73	-4.83575
TMEM60	-0.9785
CSN3	0.2535
NOS1	0.6195
RAB7L1	0.389666666666667
YBX2	-0.0185
KIAA1166	-0.7795
FUBP3	0.08
ABCG1	2.161
ACACA	-0.812416666666667
ARL11	0.4903
ATOH1	0.3225
ODF1	0.0503333333333333
CREB3L3	-1.427
TMEM127	1.06714285714286
DSCAML1	0.844
PLN	0.751333333333333
LYPLA1	-0.0611666666666667
PRDM9	-1.40975
SASP	-0.4265
PLUNC	1.11566666666667
INTU	-0.76425
HISPPD1	-0.67575
LNPEP	0.007
YARS2	-0.2935
APCDD1L	-1.04
ZCCHC4	-0.5094
FBXO22	-1.468
TTLL13	-0.3675
ZNF669	0.251833333333333
PTGDR	1.6575
DDX27	0.9985
KIAA0409	0.0103333333333333
GJB6	-0.05475
ASB8	1.244
PLP2	-2.17533333333333
MEPE	1.36025
OR10J5	-0.288
KRT222P	0.1955
COQ7	0.00633333333333332
C1orf101	0.184
RERG	2.402
CHMP5	0.60725
THAP11	0.751375
ZNF43	-0.550333333333333
ZRANB3	-0.655166666666667
KRT13	3.571375
MRPL19	-0.986125
RBBP9	-0.56575
SPATA17	1.031875
BXDC5	0.226333333333333
PAFAH1B1	-0.76975
MAGEE1	0.18675
OSTF1	0.6
KIAA0323	-0.670916666666667
TXNDC13	0.915666666666667
CNTN4	1.9485
LCE1B	0.986
UNQ501	0.149
ZNF154	1.1095
C3orf64	-0.45125
SYT5	0.1006
PON1	-0.146166666666667
FLJ10357	-0.53325
ATP4A	-0.5735
GNPDA1	-0.2305
MGAT1	0.719
C14orf121	0.22025
SLC35B2	-0.045
MIER3	-0.108166666666667
CHEK1	-2.327
ZNF8	0.268333333333333
TXNDC1	-0.485666666666667
CKB	-0.5068
RTN3	0.549571428571428
FZD2	-1.73016666666667
PART1	-0.180625
PSMB6	-0.374
PCDHB8	-0.765
PHC3	-0.1476
PPP1R8	-0.3395
NOVA2	0.647833333333333
TNFRSF11B	-3.73325
GOLPH3	0.582666666666667
UBLCP1	-0.76425
SUHW3	-1.38175
TTLL1	1.45875
OPN4	0.5035
OR13G1	0.2365
ZPBP2	0.562833333333333
HSD17B11	-1.512875
C9orf50	0.1225
DHDDS	0.2045
CTSW	1.6718
NEFM	-2.23566666666667
MRPL28	0.27275
SYN1	0.594166666666667
PIGV	-0.516666666666667
ZIM2	-0.64675
APBB1	-0.209833333333333
SND1	-0.101
C1orf123	0.221166666666667
CHD3	-0.52125
BHLHB8	0.24775
RNASE2	0.1695
BCAP31	0.7565
SLC25A44	0.328166666666667
CHD6	-0.3259
PIB5PA	1.441
SELS	-0.196375
LOC541471	0.09875
FAT2	1.1105
ZNF81	0.0635
OR4C16	0.307
FLJ10081	-0.0802
LRRC4	0.83275
CS	-0.251666666666667
N4BP2	-0.158
IGFBP7	1.29475
ZNF318	-0.0354166666666667
NDNL2	0.397375
ZNF609	0.081
SIRT4	0.57425
EXOSC10	0.02875
ECE2	0.191416666666667
OVGP1	-0.30925
GTPBP3	-1.4435
PACS2	0.5661
C19orf36	0.414333333333333
ARL4C	0.600875
ATG4B	0.037375
UBQLNL	-0.642
RHOXF2B	-4.0665
PLEKHG2	-1.354
GALR1	0.0015
AQP4	0.444833333333333
HDAC7A	-0.0701666666666667
DCUN1D3	0.15725
OR8A1	0.2925
CCRN4L	0.29175
CBR4	-0.5245
KIFC1	-2.0355
SLC7A14	-0.670833333333333
LHX5	-0.187
TRPC7	-0.422
LPXN	-0.0935
SERPINA1	-2.12175
RPS13	-1.4519
BPIL3	-0.187
PRKAA1	-1.661
FADS2	-0.317
ENAH	0.10675
PRO1768	-0.634
APBA2BP	-0.113
LIPH	0.0736666666666667
C3orf33	-1.0735
RCC2	0.778428571428571
ALDH1A2	-2.6771
RNF103	1.16775
AHCY	-0.403
ALG12	1.107
CCL17	1.39175
ZNF543	1.83116666666667
ESRRG	0.7017
CNGA1	-0.309
RDH5	-0.539333333333333
OTX1	-0.2846
PTGFR	-0.676166666666667
CDR2	-0.45475
SELE	2.19475
NLGN2	-0.864333333333333
EXOSC9	-1.04575
ZNF566	0.221166666666667
KLRC2	-3.7025
GPR12	2.2375
KIAA0196	0.73725
PDRG1	0.34525
SSR3	-0.826214285714286
MSI1	-0.5
CST9	-0.03
CC2D1A	-0.341875
PLAGL1	-0.582833333333333
ZNF778	0.1715
RNF2	-0.070625
KLF6	1.39566666666667
THBD	0.7085
tcag7.1314	-0.5585
NR5A1	0.280333333333333
ABCD2	-0.287
DNAJC7	-2.103
CLEC4C	0.888
TM2D3	-0.393
CCDC4	-0.1355
PLAC2	1.68975
DCD	-0.285
FAAH	1.495625
POLA1	-0.546666666666667
TM7SF2	1.78725
FLJ39822	-0.4935
FLOT2	1.105625
MAP4K1	0.287666666666667
SRP68	0.313125
C21orf74	-0.1495
ARPC5	0.1395
LOC126075	1.39375
HECW2	-0.241125
ZDHHC4	-0.18425
ANKRD42	0.0768
PDE9A	-0.844166666666667
ABCA8	0.7105
NDUFS2	0.03925
UBR5	-0.39625
BTBD16	-2.5815
LOC554174	0.416
ZNF20	0.195
KIAA1843	0.752
WDR17	-0.474875
C15orf33	-0.195
RNF113A	-0.09275
CAMKK1	-0.5301
CLCN2	-0.125
ANXA6	-0.5855
LOC340069	-0.435
EMID1	0.605375
DPM3	-0.22525
ELA1	-0.2675
SLC25A13	-1.3606
KRT24	0.32275
SMPD1	0.313666666666667
TH	0.306875
COL6A2	0.393214285714286
ANKS1B	0.69775
GPR126	-1.1949
ZC3H12A	0.392833333333333
TMEM47	-0.186
C2orf51	-0.202666666666667
C1orf88	2.1425
HSF2BP	-0.8395
AKAP10	-0.03
RPAP3	-0.127
KLHDC8B	0.398375
STOM	1.2544
MUPCDH	0.00274999999999998
C10orf72	0.00475000000000001
PLEKHA3	0.366666666666667
TCP11L1	-0.586
CWF19L1	0.005625
SPEF1	2.33707692307692
YSK4	-0.10575
ELN	0.9548
SAMD8	-0.2405
MPI	-1.02566666666667
MEPCE	0.1146
ABCC3	-1.051125
NANOGP1	-1.619
KCNK17	1.1665
HLA-DMB	4.46183333333333
RRAGA	1.223
ANGEL1	-0.09
RBM32B	0.082
CPN1	-2.8355
MGC52282	-0.1908
HLA-A	2.754
OR9G4	0.436
EDNRB	-1.419
SCD	-0.495928571428571
C14orf80	0.6185
BAGE2	0.851
RABL4	1.4945
RCVRN	-0.194
SHANK1	-0.103
NLRP7	-1.34975
CD226	1.4725
STAT3	0.9404375
SYNJ2	-0.6946
TPCN2	0.261833333333333
WDR36	-1.1075
MBD4	0.1095
ROBO1	-1.1129
ST3GAL6	-3.32125
SLAMF8	2.694
ATN1	0.612
GPR141	0.13975
KRT36	-0.051
TPH1	0.234
DDX52	-0.427
ZSCAN29	-0.404
TRPT1	0.477333333333333
DPEP3	0.42175
DENND4A	-1.145
TSPAN16	0.0645
PTCHD2	-0.022
LOC145814	-0.5965
CAP1	0.652333333333333
EIF5A2	-0.6041
NT5DC3	-1.17275
SEPT9	0.00987500000000001
SEZ6L2	-2.49625
EGFLAM	2.8875
VPS11	0.59825
NDUFB5	-0.734333333333333
CIDEA	1.493
IER5L	0.7495
N6AMT1	-0.8555
FAM83C	-0.121
OXR1	-0.0363333333333333
IRX1	1.235
DGKB	-0.247
GCN5L2	-1.7255
MIR16	0.28975
FBXW9	0.21525
WDR4	-1.78233333333333
PDC	0.1555
VPS33B	-0.267
HEXB	-1.0025
FLJ32214	0.48225
TCEB3	0.0985
CRLF1	-4.33875
ABI3BP	0.30725
C8orf22	-3.67325
PYCR1	0.64025
KIAA1706	0.02475
CDK5R2	0.5695
WAS	0.677
C12orf60	-1.31975
CCBL2	0.10675
MADD	0.17775
C5orf34	-1.767
WDR42A	0.4488
KLF12	-0.258125
HSPA1A	2.578
ITM2C	-1.12166666666667
DAPK2	1.28283333333333
LOC442590	-0.4125
SUMF2	-0.181375
CENPA	-1.84376923076923
TMED5	-0.58625
CDH6	-0.889
BRP44	0.235625
THG1L	-0.8455
GABRA2	-0.82475
C14orf166	-0.499
MYL1	-0.7705
TNFSF18	0.2675
PAP2D	-1.00583333333333
PPIB	-0.7525
KLHL4	-0.31575
SFN	-1.6195
CCDC127	0.477
FRAP1	0.38525
GOLGA5	0.62125
SDCCAG1	-0.387625
MGC21675	0.1855
C10orf95	-0.529
KIAA1345	-1.76116666666667
C1orf163	-1.0805
LACE1	-0.147666666666667
OR10K2	0.0565
CENPN	-1.30904
TMED2	0.75775
UGT1A6	-0.23
ANG	-2.278
U2AF1	-0.864
CASC2	-0.229166666666667
NMT2	-0.889666666666667
OSGEPL1	-1.245625
DFNB31	-0.9395
SLC6A20	-0.147625
DKC1	-0.593
FXYD4	-0.71225
WDR64	0.44525
MGC5590	0.5185
CREBZF	-0.921333333333333
DAZ1	0.098
PRPSAP1	-0.666
GCHFR	-0.852
TTC7A	-0.221125
LOC196993	0.589
UBD	2.79433333333333
S100A1	-1.1285
RPL6	0.185
DNAJB6	1.26315
NAGS	0.1145
C2orf58	0.369
KERA	0.4745
MT1X	-0.0225999999999999
UBE2B	0.7825
KEAP1	-0.25275
MST1	-3.497625
OMA1	0.0345
ABLIM2	1.2755
BCL2L13	0.04675
JAZF1	-0.690666666666667
TMEM63B	1.181
S100A8	1.8045
ARFIP2	0.63825
UROS	0.19575
KHDRBS2	0.256
POLQ	-2.149875
SOAT1	-0.84075
SPAG4	-1.69325
MRPS30	-1.30816666666667
LOC494141	-0.017
OR2T11	0.41
ORAOV1	-0.7158
ZNF184	-0.00216666666666666
TCEB3B	-0.079
ADAM21	-0.0935
GDPD1	-0.0415
SPINLW1	-0.233
PRR14	0.411166666666667
KCTD9	-0.2334
NUDT3	0.14875
KIAA1822	0.3479
HIST1H4K	2.131
DFNA5	-2.5345
GABPA	-0.4285
C14orf44	0.666
POLB	0.734375
PTAR1	-1.209
SEC31A	0.3555
TRIM58	-1.54025
TAS2R14	-0.363
VPS8	0.279875
H1F0	-0.796833333333333
PRKCB1	-1.24516666666667
UGT2A1	0.263
TOR1B	0.2885
LSS	-0.737583333333333
C2orf19	0.4665
HNRNPC	0.336571428571429
TMEM100	-1.06966666666667
LOC116349	1.53125
OR51M1	0.438
CCDC142	-1.1175
ISG15	3.5536875
ZCCHC14	0.239375
CREBL2	0.89175
TGDS	-1.466
DC2	-0.2195
CACNA2D3	-1.00921428571429
ZNF429	-0.977
LYPD6	1.31216666666667
SUCLG1	-0.2735
OR51I1	-0.6135
MAGEH1	1.367
PRPF40A	-0.3135
SMR3A	0.7915
SPINK2	-0.552
THAP2	-0.31725
NPY5R	-0.168125
IRF4	-1.077375
SPESP1	1.24916666666667
OR10S1	0.0785
DTD1	-1.62025
TUBE1	-0.92325
DDX19A	0.067
PDPN	-1.571375
TMEM34	0.2085
MGAM	-0.08925
COL3A1	4.89888888888889
GFM2	-0.0891
OR5A2	0.22
PSG9	-0.751
ARHGEF11	-0.0345
IVNS1ABP	-0.49475
SIGIRR	1.46675
DUSP19	-1.163375
DNAJC14	0.3534
ACSS1	1.1275
IL1RAPL2	0.3495
C4orf30	-0.1075
SEPT4	1.64375
LANCL3	-1.62475
SPAG17	0.307833333333333
PRDX3	-0.011375
HNF1A	-1.646625
P4HA2	-0.50375
RFWD3	-0.65
MOV10	0.63925
DNAJA5	0.775214285714286
LOC729440	0.32875
LOC200383	0.8025
SMC2	-1.87625
MIXL1	-0.833333333333333
TMEM9	0.03875
FAM86A	0.579
ZNF174	0.9912
MYH14	-0.76625
CCR8	1.02175
VPS37C	0.945833333333333
GPATCH1	0.386
B3GNT8	3.006
TBX4	-0.27475
CNR2	0.586166666666667
PCDH1	0.495
C5orf29	1.957875
OCIAD2	1.244
PLCG2	0.86475
KIAA0247	1.502875
HRH3	0.0792
CAPN13	3.306625
CCR1	0.5917
MGC15523	-0.194888888888889
UVRAG	-0.0976666666666667
DNAJA2	0.430333333333333
ITGA2B	-0.454166666666667
CLDN5	3.254375
PTPRN2	-1.899
ZNF512	-0.835333333333333
PSAP	1.294
CCDC140	0.5255
LRRC55	0.257
CYP26C1	0.228
C8orf47	0.5645
LYN	0.452875
DUSP6	-0.448666666666667
TGFB3	2.74733333333333
ELK1	-0.2246
PCDH11Y	0.098
HGD	0.81
C17orf58	1.22575
MYO3A	0.5745
SERPINE2	-4.18916666666667
AARSD1	-0.9915
C14orf73	-1.018
ADAM33	0.198
ZNF491	-0.2025
MAPK6	-1.52383333333333
TCN1	-0.00350000000000001
SLC24A6	0.482
UBE2R2	1.1215
H1FNT	0.07825
TATDN2	-0.187833333333333
LILRB1	2.037
P2RY5	0.3585
NUCB2	0.422
C2orf37	-0.29775
SNX27	0.94
MTA3	-0.93125
FOXO4	-0.024625
ID4	4.70733333333333
SOX5	-1.1485
PXMP3	0.168
OR52M1	0.3135
SFT2D3	0.14625
INA	-1.6645
MCOLN1	0.27025
NFIX	-0.1566
CLEC14A	4.396
HIBCH	-0.788833333333333
PLA2G5	0.43675
TIMM10	-0.337833333333333
MED17	0.2314
COL4A4	-0.027
TPP1	0.372333333333333
GJA3	-1.19916666666667
TMPRSS5	-1.50825
AADACL3	0.5165
DNMBP	-0.764
ENPP5	1.64166666666667
NQO1	0.5407
ZSCAN2	-0.922625
SEC24C	0.270333333333333
GTF2A1L	0.14
AXIN2	-1.0366
FAM33A	-1.89391666666667
C16orf13	0.077375
SPNS2	1.05225
TAF1	-0.00924999999999999
AP1G2	-0.239166666666667
RBM42	0.767166666666667
HCN2	0.607833333333333
EFHB	-0.3895
RUSC1	0.389166666666667
GRIK5	0.2525
USP21	-0.1225
ATAD3C	0.933
ORMDL2	1.24675
PRSS7	-2.447
PSAT1	-4.60375
FLJ13195	-1.24016666666667
TBC1D1	0.0891666666666667
IFNG	2.781
OTOS	0.374333333333333
ZNF773	1.15033333333333
EMD	-1.04525
RETN	-0.184
CCL8	4.0535
APH1A	-0.9305
COX18	-0.3475
GTF2IRD2	-0.98075
CCDC82	-1.6505
PAFAH2	0.7208
NPEPL1	-0.6594
RP11-114G1.1	0.148
TP53INP1	0.954375
ZNF300	-1.997
FOXL2	-1.858
LARP2	0.093
LATS1	0.1865
HTR6	-0.337
SPOCK2	1.2505
RNF144B	2.0845
HTATIP2	-1.338625
MGC10334	0.775416666666667
CENTA2	2.588
FGF2	-1.242
FXYD7	0.45875
PHYHIPL	-2.08
GPR34	3.4975
DDX6	0.292333333333333
OR10W1	0.139
LHFPL1	-0.8635
ZNF313	1.25635714285714
VPS28	1.3415
AP3M1	-0.0153
AKR1CL2	0.4855
TRAF4	2.370875
OR2B11	0.4845
C19orf12	1.05266666666667
AKAP9	-0.531833333333333
C1orf62	0.00175000000000001
SLC20A1	-0.8933
FAM112A	0.07625
LDB2	0.598875
MRPS23	-0.429
KLK5	1.870125
SPTB	-0.0661
EFEMP2	0.2445
EFNB2	2.47925
PCM1	0.222
NMNAT3	2.3905
TSG101	0.2785
C8orf40	-0.459
NOB1	-0.84
ABHD3	-0.635
GTF3C4	0.30625
PIGN	0.663166666666667
GALNTL1	0.76025
AEBP1	1.36525
OR9Q1	0.887
ANKRD2	0.025875
CCL28	-0.63025
TRIM38	0.395833333333333
TMCC1	0.320416666666667
SMG5	0.2325
LRRC7	-0.54
NCAPD2	-1.00766666666667
C6orf153	0.16725
C1orf74	0.59975
OTUD6A	0.316
