Hybridization REF	TCGA-B6-A0RQ-01A-11R-A115-07
ATF3	-0.83125
C7orf26	-0.03425
C1QL3	-0.8615
WDR54	-1.865
FLJ40869	-1.06183333333333
ZNF397	1.32
MLL	0.6503
TTLL6	-0.34275
ANKRD15	0.8175
KIAA1958	-0.55
C1orf218	2.039875
ZDHHC16	-0.5055
DDX47	-0.42125
EVI5L	-0.3325
GDF6	-5.7835
TAPBPL	0.366166666666667
BTG1	1.213
DPP4	-0.89125
KLHL23	-1.567
APOC3	-4.51175
BTBD12	-0.493666666666667
CNOT4	0.1005
HIST1H3I	0.246333333333333
OR5H1	0.44925
APEH	-0.746125
TRY1	-0.228166666666667
SLC26A8	0.242333333333333
KCNA2	0.302833333333333
TMEM159	1.779375
C6orf81	-0.6745
PCYT1A	-0.6565
C6orf157	0.2155
BRMS1	-0.16325
CHST1	0.889666666666667
LGALS1	-0.731125
TAF1B	0.1835
FLJ40504	-1.548
GPR173	0.249
COL15A1	0.697375
CASP10	-0.620357142857143
PCMT1	-0.797428571428571
HDAC5	0.9709
LOC641367	-1.41275
EVC2	1.339
SGPL1	0.466333333333333
GON4L	0.177142857142857
AFG3L2	-1.36783333333333
C5orf15	0.304
UBXD1	0.3917
LILRB4	0.318
GSTA4	1.31466666666667
ADIG	0.7575
GRIPAP1	-0.07825
HIST1H3B	-0.893833333333333
BTRC	1.02666666666667
USP49	-2.3635
IQCH	1.073
ACBD6	-0.73775
YEATS2	-0.83725
CABP5	0.162
TRIM3	0.3745
HNRPM	-0.4005
FGG	-5.4037
C18orf16	-0.26225
CLEC2B	-0.5325
PQBP1	-0.594166666666667
JTB	-0.0481666666666667
REST	1.26333333333333
SLC8A3	-0.545333333333333
TMEM16H	0.000999999999999998
MRPL47	-0.234125
EVI1	1.326
MUC1	1.94225
TEAD3	0.87725
STOML1	-0.854125
USP24	-0.6295
PNMA5	-1.059
MAEL	0.410166666666667
LBP	1.373
HSD17B4	0.639125
SEC31B	-1.72975
IDH2	-0.5177
SFRS16	-0.95775
AICDA	0.077
RNF180	0.1375
C1orf56	-0.1275
FLJ10324	0.0776666666666667
GPR148	-0.325
MEF2A	0.77625
ASF1B	-2.81466666666667
HTN3	-0.311333333333333
RNF215	0.20625
SLC4A3	1.109
ADAMTS9	0.8066
C9orf66	2.25766666666667
FOXD3	0.2595
GSDM1	-0.721
IFITM5	0.376
PODXL2	-1.92216666666667
C1orf176	0.05125
RPS3	0.49575
hCG_2004593	0.505375
COL21A1	0.884
NTNG2	0.0463333333333333
RAI14	-0.840166666666667
P76	0.12175
LRFN3	0.037375
FAM14B	-0.925625
FKBP14	-1.1495
TNNI3	-1.95066666666667
HOXB3	-0.2515
SGCB	-0.336
PPAPDC3	-0.53175
FRAT1	-0.147833333333333
MORN1	-0.0138333333333333
ARHGEF2	-0.4995
BNIP2	-0.006
DHX30	-0.81175
EEFSEC	-0.68775
FGF20	1.2565
FLJ38973	0.517285714285714
PLCH2	0.440454545454545
CCNG2	1.788625
PSPN	0.107
WDR88	-0.268
HOXB13	-3.26275
MTMR8	-0.774
SPAM1	-0.032
PPP2R1B	-0.733
TANC1	0.860375
CNN3	0.6377
CHGA	1.035375
C9orf128	1.769
CACNA1B	-0.275
MMAB	-0.6082
RHOA	-0.139333333333333
RAPGEFL1	-0.205
SLC1A5	-0.712
CALCA	-0.4375
SYCP1	0.4105
CXCL11	1.406875
GFI1B	-1.419
PSCD1	-0.577833333333333
C11orf58	0.3255
MGC45438	3.067
NUDT18	-0.0431666666666667
ASB3	-0.0796666666666667
ZP1	-3.24
LPPR2	-0.4332
ZNF527	1.22583333333333
ZNF771	-0.0595
TTBK2	-0.909
TRIM55	-0.53625
GJB3	0.581166666666667
PRSS35	-0.02875
SCRG1	5.643
ZDHHC24	-0.40825
DUSP26	1.07875
C1orf51	0.634
DNAJC3	0.7755
LITAF	1.200375
ZNF410	0.354
AFP	-3.62266666666667
ZW10	-1.00575
PHOX2B	0.373
VILL	0.46075
ELOVL7	-0.259375
LOC644186	2.1685
PPP3CC	-0.2375
CHST13	-2.58075
WDR40B	0.20925
MEA1	-0.45125
HILS1	1.1115
DLX6	-2.39483333333333
NKG7	1.04866666666667
EMP1	2.11975
ACTR6	0.34475
CHCHD7	-0.458214285714286
COG2	-0.0315
TCEA2	-0.0348
TARS	-1.43325
FLJ20294	-0.029
ZNF92	1.137
TRAPPC2L	-0.2658
ARHGAP28	-0.7
CCDC109B	-0.4825
LGTN	0.0728333333333333
INGX	-0.0215
LOC124446	0.9405
RPS2	-1.504
C17orf75	-1.40783333333333
NBPF1	0.633
SLC2A8	-0.196916666666667
SNRPE	-0.39825
CARD6	0.4135
IL13RA2	-0.030875
CUEDC2	-0.804625
C4orf19	0.37525
AOC3	1.790375
MTHFD2	-1.46716666666667
OR5M9	0.3265
C4orf38	0.4675
SS18L2	0.269
OAS3	0.267
LARGE	0.69
LRIG3	2.1765
LIMA1	1.16975
STARD3	-0.389083333333333
VPS39	0.022
CTAGE6	0.982
ODAM	-1.03025
MORF4L2	-0.722625
GSTO2	2.22025
MTFMT	-1.571
PRKAB2	-0.419
ZNF76	-0.289166666666667
HSPB2	5.41
CRB2	0.25525
KLRK1	-2.921
LYST	1.34025
UBE2M	-1.6675
SLC16A9	0.3775
ZNF281	0.72725
ST8SIA1	0.56225
C9orf105	-0.9575
ANKRD46	0.83125
FAM108A3	0.2585
C20orf91	0.11325
ZYX	0.377666666666667
RSPH1	2.43225
ZSCAN5	-0.442
RIMS3	0.688
KRT76	-0.1075
CEACAM4	0.243833333333333
SIRPB1	-0.30925
CFHR4	-1.6355
SOX3	-1.50666666666667
GATAD1	-0.374875
C21orf57	0.697
TMC8	-0.998333333333333
AVIL	1.27333333333333
LMOD1	3.924
HIGD1A	0.51875
NEU3	0.163
DES	-0.046375
BZW1	-0.5398
ZNF221	0.645
CCDC27	-0.1955
GDAP1	0.36225
RBBP4	-0.25375
MGC40499	-0.11475
PHKA1	-1.111875
PRKAR1A	-0.222888888888889
HSD3B1	-0.114
RAD52	-1.09816666666667
CD207	0.213
LOC389791	0.3085
RSPO1	1.5845
TMEPAI	2.222125
MFSD2	0.199875
ETV4	-1.39308333333333
SCGN	0.6945
LOC391356	0.08425
MPP1	-1.50525
STARD3NL	-0.28475
TFAP2D	-0.136
CD2AP	0.283875
CCL20	-5.57966666666667
CCDC86	-1.707
ZFP30	-0.160666666666667
CTBP1	-0.0883333333333333
MAK10	0.678
STXBP5	-0.0311666666666667
LOR	1.1998
MAP6D1	-0.826125
ARMC7	0.3695
TMEM150	0.1864
NSL1	-1.00775
KIF5A	-0.702
ASCC2	-0.396833333333333
PSENEN	0.0955
OPTC	-0.254
FCRL2	-0.744833333333333
KBTBD11	-0.259375
PCK1	-1.07
CENTD3	-0.34775
MEGF8	-0.0905
ALPPL2	-0.29125
OBFC2B	-0.655833333333333
ZFYVE20	0.137
GALC	1.57766666666667
CTRB2	0.02775
C20orf71	-0.359333333333333
TBKBP1	-0.1585
CAMLG	0.976625
TREML4	1.2305
RSAD1	-0.12725
TUBA3D	-0.0702
KIAA1833	0.09675
PNPLA1	0.7815
LRRC34	-1.0265
CDH26	-0.561
ZNF167	0.8145
ZBTB26	-0.1698
VWF	3.3
VTN	-1.085
BAD	0.18375
PDS5B	0.90125
ZNF644	0.991083333333333
SH3GLB2	-0.433125
SMPDL3A	0.4561
NRG2	3.569
IL15	0.2185
GABARAPL1	0.521666666666667
LAT2	-0.355
SLCO1A2	-1.2205
LIG4	0.25125
GSDMDC1	-0.108
BMP4	-0.92925
METT10D	0.676625
SYCE1	0.35575
SPANXD	-5.94725
SLC12A9	-0.144666666666667
MC1R	-2.3255
RNF168	-0.9685
TRIM69	0.40675
GALNT7	1.40216666666667
ISG20L2	0.132
KIAA2026	0.992
TNFAIP8L1	-1.08
DPY19L2	-0.3235
C12orf63	-0.305
PRDX5	-0.174875
MED6	-0.910875
TXNDC5	-1.45975
CD46	0.544
CCK	-1.211
C17orf48	0.000499999999999997
ANUBL1	1.72025
SIT1	-2.15466666666667
TYSND1	-0.0445
DEF6	-0.497
GLT8D4	-0.02925
UTP14A	0.17
RPH3AL	1.372
NXF1	-0.00883333333333333
TRERF1	-0.533666666666667
TUBB3	-1.8875
SLC24A2	0.734
SEC22B	0.02675
ZNF653	-0.078
GGTL3	-0.661
CDKL2	2.1435
CTF8	-0.353166666666667
EPC1	1.5145
CYP4A11	-0.0715
THRSP	5.12783333333333
LELP1	-0.4975
TES	1.133125
C17orf87	0.7785
FERD3L	-0.1115
SH3TC1	-0.7805
RAB36	0.8505
CRYGB	-0.05
GRIA3	1.32955555555556
BHLHB9	1.1825
C1QTNF9	0.86575
GOPC	0.15625
PNPLA8	0.331166666666667
ZNF444	0.1935
FMO1	2.60625
POLR3C	-0.02125
SLC35F3	3.121
SGCG	-2.54316666666667
DCDC2	0.0373333333333333
NANP	-0.95925
MGC23270	0.0285
BEX4	1.34083333333333
HYDIN	0.6456
RPS6KB2	-1.76625
ADRM1	-1.09516666666667
BAT3	-0.657
RAB31	0.121875
SCGB2A1	8.517
SLC6A14	-1.704125
DDX4	-0.109666666666667
PRRC1	0.635666666666667
AP3B2	0.9395
TRGV7	0.0278333333333333
TMEM184B	0.26175
ADPRHL1	-0.104
C21orf45	-1.19525
ARNTL	0.498
AADAT	-0.793875
CCL2	-0.399333333333333
SNTB2	0.630333333333333
RGS9BP	-1.13825
KPNA1	0.089
TMEM41B	-0.312
S100A11	0.385833333333333
DOT1L	-2.2425
EFHC2	0.864375
CLTC	-0.833
SRP9	0.318571428571429
ZNF521	0.294
FAM26F	-0.725
GPR88	2.44316666666667
COL13A1	-1.199
CHMP4B	0.0574
SIGLEC6	0.509166666666667
NFAM1	0.00825
PVRL2	0.6663
ALKBH4	-0.1795
CCDC93	-0.0395
NXT1	-0.186
KCNK4	-0.2395
TROAP	-2.55516666666667
KCNA10	0.015
CCDC114	-0.143833333333333
RAN	-1.17416666666667
LMTK2	-1.196
LOC400657	0.139
UFC1	1.0205
UBE1DC1	-0.8265
EEF1A1	0.477705882352941
CHAC1	-0.8435
HMGA2	-6.2491
B3GALTL	0.99325
ING2	-0.19225
C1orf109	-0.2695
INTS3	0.303875
ZNF558	0.42375
TRPM4	0.870333333333333
LTB4R	-0.746
ISYNA1	-0.236
LSM7	-0.749
LRRC47	-0.476375
ZNF179	-2.05316666666667
EXDL1	-0.0801666666666667
SLC4A10	-0.859875
ACSS2	-0.6065
COPS7B	-0.6555
KIAA0040	1.13483333333333
C1orf95	-0.1355
AP1GBP1	0.22375
OR9A2	0.1725
FAM71C	0.350333333333333
RIN1	-1.24233333333333
ITGA4	-2.975125
DNAJC6	-0.4794
CLOCK	0.3075
SLC35A4	0.235666666666667
DSG4	0.252
LOC26010	-0.416
NSUN2	-1.13625
TMEM86B	-1.2326
C14orf135	0.05875
KIFC3	-1.63116666666667
PHF5A	-0.00175
NCAPH	-3.03925
STK11IP	-0.27225
FLJ42953	0.291875
CCDC19	1.10683333333333
ZNF329	0.229625
TAX1BP1	0.877333333333333
ZDHHC18	-0.7755
C10orf88	0.216
TMBIM4	1.0035
NMUR1	-0.377
KIR2DS4	-0.20875
C9orf90	0.0725
MGC87631	1.086
KDR	2.6867
ST3GAL2	-1.240375
RLN2	1.30633333333333
HPD	-3.44925
MOXD1	-1.71216666666667
PDGFRL	1.50383333333333
SMYD4	-0.648642857142857
FAM103A1	-0.00816666666666667
MFAP4	0.1825
LOC285141	1.06325
TMEM45B	0.15425
SMCR7L	-0.0952857142857143
GZMH	3.42325
CBLN1	-1.66416666666667
CNNM1	-0.11525
PHF17	-0.06725
NUP98	-0.0849166666666667
RMI1	-1.9825
PTPRS	0.264875
ANKRD57	1.2295
CLDN15	-0.760333333333333
OR51A2	0.038
GUCA2B	-0.5535
DOCK9	1.96225
ITGB1BP1	-1.31016666666667
DLG2	0.86075
BRAP	-0.33075
SESN3	2.046
ZC3H7B	0.823
FAM101A	3.98266666666667
FKSG24	-0.167
ZYG11B	-0.224
RFC2	-1.96225
SH2D3A	0.953166666666667
DVL3	-0.334083333333333
ADFP	-2.352
KRIT1	-0.063125
SERTAD3	0.916666666666667
LEFTY2	-2.9005
KRT27	-0.7965
SCFD2	-0.2535
MN1	-1.3845
RORA	1.615
PTPRD	-1.02325
PIAS2	-0.371166666666667
CYP4X1	5.44233333333333
FBXL15	0.04375
MYH15	0.0435
CRX	-0.625833333333333
TBC1D13	0.3215
SLC22A17	1.25383333333333
PLK2	1.3525
ARHGAP9	0.27125
EIF1B	0.53575
C20orf185	-0.27025
DEFA7P	0.3485
PRIM1	-2.69416666666667
CRYAA	-1.50466666666667
BACE1	0.53875
AGTRL1	0.192333333333333
ACAD9	-0.009875
GRASP	0.68075
RBP4	-2.28716666666667
TFB2M	-0.4845
METTL9	-0.1843
ATP5O	-0.69375
SP100	0.4811
CPSF1	-1.34616666666667
S100A4	-1.325
LIME1	-1.40675
GPR137C	-0.8015
OR2A2	0.2905
C2orf29	-0.83475
NUP188	-1.482
SDPR	1.405
RAI1	0.273375
RPS20	0.4029
LAMB1	-1.29975
ADM2	0.205
ZNF229	0.92725
DKFZp434K1815	-1.859875
EPN3	1.49733333333333
CLIC3	-1.025
MEIG1	0.39225
HMGB4	-0.288
STARD10	0.90125
KLF8	3.09775
EPB41L2	-0.338
JMJD6	-0.508
CTSL1	-1.59883333333333
GPR27	-0.525
ELAVL4	0.5755
MMP21	-0.6985
PPM1B	0.635875
SUV39H1	-1.3075
AAMP	-0.2455
TUSC4	-0.0823333333333333
MBD6	0.30925
KLK13	-0.089375
FMNL3	0.5885
TRIM13	0.69825
C15orf5	0.69175
IQCF1	0.444428571428571
CACNG8	-0.3475
SLC35D3	0.337
ZDHHC9	0.544
ODF3L1	-0.13925
C9orf86	-0.5035
TSEN2	-1.193
C17orf64	0.8425
SEPX1	-0.3283
TSPO	0.500833333333333
SYMPK	-0.81
ADORA1	1.639
TSPAN10	0.016125
SEMA6C	0.4785
RTTN	-0.629
IL2	0.527666666666667
ARRDC3	0.5685
TBPL1	-0.8695
STX12	1.02625
MRPL39	-0.55325
OR8H3	-0.578
IFIT5	1.06116666666667
CASC5	-3.79075
FAM46A	0.5565
HPCAL1	-1.505125
CYLC1	0.696
VGLL2	-0.00257142857142858
C20orf191	0.61075
CDH1	2.35916666666667
ITPA	-0.6895
CCDC101	-0.701
D15Wsu75e	-0.669
EDA	-0.2725
CREG1	-0.30125
OR7G2	-0.048
SAP18	0.912
IFIT1	1.48825
CALML3	3.273
FLJ37440	2.4915
FNDC5	0.334
SERPINB6	-0.448857142857143
JUNB	-0.007
SYS1	1.72875
SCN2A	3.431
ZKSCAN5	-0.7636
WNT7A	0.417833333333333
TSHZ3	2.51575
RNF148	0.37875
H6PD	0.2295
CAD	-1.85416666666667
ZNF449	0.69125
DOCK10	0.3175
FAIM2	0.262166666666667
HEXDC	-0.303
PRB1	0.347
C14orf148	-0.3755
ETHE1	0.88125
IRF5	-0.172
GNMT	1.28233333333333
MGC16291	-0.604
RPAIN	-0.258357142857143
CAGE1	1.3245
CNTNAP3	-0.788375
ACTR1B	-0.12825
EEF1E1	-0.85125
MSX1	-1.3585
ESF1	0.2118
HSPC171	0.04575
MRPL2	-0.227166666666667
RDH12	-0.7
CELP	-0.447
METRNL	-1.303
C10orf116	4.34416666666667
C19orf48	-1.532
ZNF346	-0.482625
NCR1	-2.739
C10orf64	-0.2305
CD52	-0.00275
VPS18	1.753125
AP4S1	0.283333333333333
NPBWR1	0.1125
TPK1	1.9125
UBA52	-0.280722222222222
RIPK1	0.715
CPNE3	0.2055
HSPC159	0.0883749999999999
C8orf38	-0.19225
LRRC4B	-1.663
PARP10	-0.0493
ANKRD50	1.34925
CXCL9	3.48925
FGF18	1.40518181818182
EIF2A	0.471875
SLC20A2	1.07783333333333
KIAA1549	0.04625
SPINT1	2.3301
ZNF584	-0.6695
CRBN	0.933666666666667
ABCF3	-0.108666666666667
NCBP1	-0.907666666666667
PLA2G4F	0.165666666666667
PCDH10	-0.674
TTC21A	0.5515
C20orf144	-0.2185
FGFR1OP2	-0.409666666666667
SLC9A1	0.1897
CHRND	0.1945
FOXF1	-2.81075
KIAA1467	0.826
TPO	3.24583333333333
LTF	4.93728571428571
DNAJB9	0.5845
MRPS27	-0.66125
bA16L21.2.1	0.3055
WBP2	0.126666666666667
MRGPRX3	-0.889166666666667
PRPF18	0.7675
C10orf58	0.26225
SMOC1	-1.7011
ADAT3	-0.0945
TMEM138	-0.35425
TMEM131	0.044125
TIMM8B	0.0525
MYH7	-0.717833333333333
ST6GAL2	-0.3295
KIF1C	0.074
SUHW2	-1.7895
PAPSS1	0.94125
CABP2	-0.0055
HOXA4	1.71925
ELF2	0.407
SEMA3D	0.6332
MC5R	0.1075
OGFR	-0.3415
FLJ30092	0.120166666666667
TGFA	0.5189
MMP17	-0.48975
KIF15	-4.7885
CHIA	0.028
CATSPER3	0.2165
CEACAM7	0.612416666666667
PADI2	2.433875
HOXA9	2.88416666666667
LNX2	0.537666666666667
TMEM144	2.31325
HIF1AN	-0.03325
METTL7A	0.8708
C6orf165	3.04566666666667
KIAA1468	0.8745
DSG3	4.6405
ZNF180	0.359333333333333
EIF4E3	1.59425
SLC46A1	0.391
DKK1	-4.36533333333333
ZNF205	0.0095
LOC162073	0.982
COX7A1	5.0455
MAGEA1	-4.28566666666667
NEDD8	-0.576333333333333
KLHDC5	0.224944444444444
C3orf19	1.33383333333333
MRPS2	-0.888
POLR3H	-0.0906428571428572
ABHD11	-0.0915
TMEM17	1.12425
PAIP2B	0.7433
MAT1A	-2.46325
LGI3	-0.0205
THUMPD2	-0.0665
TKTL2	0.0125
XAGE3	-1.05583333333333
CALM3	-0.40375
C6orf136	-0.71
KCNC4	0.636333333333333
RGS9	2.19566666666667
ACIN1	-0.0755
SPATS1	-0.547
XKR8	-0.108
FAM84A	1.62558333333333
MS4A7	5.33309090909091
AGXT2L2	0.1675
OR1F1	0.324
SMAP1L	-0.388583333333333
IPO11	0.330875
ZC3H11A	0.008375
C1orf151	0.423125
RNASEH2A	-2.356
CCR10	-1.544
TXNDC11	-0.0835
TMEM112	0.386
MAP1B	0.253142857142857
NVL	-0.37875
PKM2	-1.3708
ARC	0.37875
NUP54	-0.0255
PPFIBP2	1.888
STAT2	0.712
PTAFR	1.43933333333333
ROBO2	0.227875
RNF40	-0.44
CCDC135	-0.680166666666667
IFT81	0.2002
MORF4	-0.59325
TM7SF3	-0.780625
OR10H3	0.5765
ABP1	-0.232625
CHRD	-0.316875
PLEKHA8	-0.620833333333333
NCALD	3.88583333333333
OR5AK2	0.513
ACCN1	0.470333333333333
SLITRK1	-0.4495
ARMET	-0.4
C9orf52	0.0975
REEP4	-1.188
MTSS1	0.6805
ADH1B	3.08416666666667
DLD	-0.55575
CDK5	-1.756
PPFIA1	-0.2393125
WFDC3	-0.09575
DNAJB12	1.34778571428571
RANGRF	-0.05
MLANA	-4.962
AMY2B	1.1265
KIAA0319	-1.911625
RPS7	-0.0225
JAK3	-0.268
ARFGEF1	1.045
CXCL5	0.493666666666667
TRAPPC4	-0.52375
CETN2	0.7335
HSPC111	-0.81475
RHOBTB3	-2.0117
PHLPP	0.505
RGS10	0.36
TMEM58	0.75925
CHERP	-0.209875
HSP90AB3P	-0.748333333333333
FSTL3	-1.54233333333333
PEX11A	1.222
OR5V1	0.4295
FCN3	1.80125
PTPN3	0.578625
NPTX1	-2.432625
C21orf84	-1.107
C11orf51	-0.3385
ZBED2	-1.0785
FLJ90757	0.55175
NPY2R	7.42975
PLD3	-0.37775
SYT17	2.03366666666667
SGSM2	-0.81275
OR1A2	0.10575
FOXP1	1.68
SLC5A1	3.062
POFUT1	-1.1727
EPHB6	-1.79183333333333
MYO1G	-2.652875
STAC	-0.4874
KLHL17	-0.970166666666667
RGMA	1.0442
TJP2	-0.2506
FAM114A1	-0.268833333333333
SERINC1	1.37033333333333
SLC9A8	0.230125
PEX19	0.17575
EDN2	2.818
PSMD7	-0.85
C3orf41	-1.1955
UQCR	-0.11725
PPP1R3C	1.0735
LRP4	-0.907166666666667
TM2D1	0.2185
TTC17	0.56175
C4BPB	-3.518625
CCL25	0.116
ZNF253	0.371
CHRNA9	-4.48625
SOX11	-3.043
HIVEP3	1.002
CGN	1.932
C3orf35	0.475375
PKD2L1	2.3025
SYVN1	-0.13
PDE8B	0.756625
LOC439951	0.08275
LTC4S	2.52666666666667
MIF4GD	-0.547333333333333
SMARCA2	2.156625
TUBGCP6	-0.118833333333333
CABLES1	0.466375
C16orf77	2.71366666666667
ZNF791	0.88275
FUT5	-0.9275
ADH6	-1.95883333333333
P4HB	-0.39825
CLDND2	0.19225
ALKBH8	0.90725
PLAC4	-2.379
F11R	0.649142857142857
MGC35295	0.0261666666666667
PDZD4	-0.278333333333333
LOC389073	-0.83
FAM80B	-0.3755
PSMB1	-0.57475
TXN	-0.5315
VIPR1	1.8133
WBSCR18	0.6584
EXOSC6	-0.6945
ACTA2	5.07333333333333
SP5	-3.68483333333333
ANKRD1	-2.85075
DDR1	1.4282
ATP6V1D	0.11925
PTGS1	-1.16291666666667
RNF157	-1.326
DCC	-0.227666666666667
SPAG7	-0.289
FBXO18	-0.22175
UBE3C	-1.05411111111111
HOXC6	-0.0305
LRP2BP	0.183333333333333
MYST2	-0.05325
PDSS2	0.164
ATE1	-0.866
ARAF	-0.697
KLF10	1.20775
PLA2G2E	0.06025
ASCL1	-0.8
TSNAXIP1	1.2465
FAM131B	0.1455
IFNA10	1.4065
NUP43	-0.83325
FAM44B	-0.189875
L1TD1	-4.27483333333333
NMD3	-1.054
C18orf54	-1.4435
PHOSPHO1	0.1645
RAG2	-2.5705
EMILIN3	0.1765
METTL3	-0.68775
VPS13C	0.983125
REXO2	-1.0095
ANXA4	0.27875
CA1	-0.781666666666667
DCP1B	0.038
TULP3	-0.422833333333333
ATP2A2	0.108142857142857
ATIC	-1.13675
ADAM15	-1.02875
NPL	-0.286166666666667
LGR4	0.95325
UEVLD	0.209166666666667
GAB1	1.01875
SNAI2	1.34333333333333
ZGPAT	-0.5393
SNF1LK	-0.542
DLEU1	-2.00125
UBE2Q1	0.4045
ZMYM6	0.3338125
JPH3	-3.149
FAM38A	-1.04841666666667
PXK	-0.0903333333333333
DENND2D	2.1175
BAX	-1.33666666666667
CP	-1.41327272727273
RPL37	0.2547
G6PC3	-0.170875
NCOA4	0.031
LRRC14	-0.370375
GORASP1	0.801
FCHO2	1.3395
CYP24A1	-2.719
FXYD3	2.37475
SMARCAL1	-0.053
ABCB8	-0.641333333333333
CCDC44	-0.8545
PRDM7	-3.45175
USH1C	-1.2475
DNAH5	0.629833333333333
SRF	0.383
MAL2	2.00333333333333
PGPEP1	0.03875
SIN3B	-1.60125
SEMA3C	1.88
GRAMD3	3.555
FBXO10	0.09225
OR5D13	2.034
FLJ31818	0.237
CACNA1I	0.046375
S100A13	0.657
TP63	3.92742857142857
ANXA11	0.5905
WDR66	0.33775
CSF2RB	0.082
IFI44	0.572
DACT1	0.351666666666667
ANKRD23	-2.12825
ATP5G1	-1.02183333333333
C21orf70	-1.0185
PPWD1	-0.25625
DNAJC13	-0.27825
PAH	-3.33566666666667
PTCH2	0.2365
TRMU	-1.85
CCDC9	0.0365
USP3	-0.11
DCLRE1C	0.2331
FAM55C	1.084
FRMD4B	1.669
CYP2R1	-0.195
RFPL1	-0.5205
XPO5	-1.25475
ARL6IP2	-0.426
OSBPL5	1.3925
MMP9	1.39836363636364
KIAA0802	-1.154125
DHRS2	-2.09216666666667
SGEF	1.869
TXNDC10	-0.8044
EXOC6	-0.09625
RPS27	0.696666666666667
PNCK	-0.800666666666667
FSTL1	-0.954
AACS	0.0225
SLMAP	0.413166666666667
SAMD4A	-1.1559
ABRA	0.343
SMARCD3	1.27575
PKNOX2	-2.1225
A4GNT	0.087
C9orf39	0.0723333333333333
RALYL	-0.451
MGC33556	-2.937
C10orf25	-0.9035
BBOX1	7.3315
NHEDC1	0.19625
XDH	2.54475
GCSH	-0.9745
EDN1	1.39533333333333
MTERF	-0.1935
CLK4	0.815
ZNF799	1.05566666666667
KCNG1	-0.98625
CXCR4	-0.6915
PTPRR	-2.178
IRAK1	-1.273375
LOC401397	0.23
TMSB10	0.340357142857143
CXCL3	-2.2435
TMC4	2.11875
OR7A10	-0.0105
STYK1	2.38425
CHRNA10	0.213
CCNI	1.2815
EP300	1.81957142857143
LOC165186	-0.421166666666667
HIC2	-2.539
SDR-O	0.00849999999999998
OR2W1	0.5815
KCNA6	null
TRIM74	-1.1035
REEP6	1.26575
ATP5G2	0.176
ERG	1.06314285714286
TMEM42	-0.1235
PARN	-0.260166666666667
SOD2	-0.4104375
DIRAS1	0.0696666666666667
PNPT1	-1.3925
JOSD3	-0.86975
hCG_40738	-0.7415
PDE1C	0.06675
SEMA4D	-0.687375
AGPAT1	-0.298833333333333
NOSTRIN	1.27875
MAP3K3	-0.18
MAX	0.655357142857143
CAPS	0.851333333333333
SERPINA12	-0.3775
OSBPL8	0.527875
RICS	1.5427
NR4A2	0.644333333333333
PPCS	0.939166666666667
LONP1	-1.75575
SCYL3	1.0535
HERC2P2	-1.02016666666667
FIBCD1	-0.4345
C15orf41	-0.32075
DMC1	-1.8495
C20orf27	-1.685
RPS6KA5	1.1591
FAHD1	-0.392333333333333
SLC12A4	0.05175
BRCA1	-2.60033333333333
GBL	-1.343
SLK	0.262666666666667
NUDT9P1	0.915
NOXO1	0.2075
USP52	-1
BAZ1B	-0.523625
SLCO2B1	1.9435
BBS12	1.73583333333333
LRGUK	0.145333333333333
TERF2IP	0.34
COL1A1	3.7105
KIAA0090	0.26225
GRK5	0.352833333333333
AP1S2	-2.0027
TMEM52	-0.7535
CA11	0.513
OR4A15	0.292166666666667
ACBD3	0.7446
SPAG11B	0.306857142857143
PRDM2	1.3004
FOXP3	0.3125
SMYD3	-1.0551
LOC389199	-0.105
LGI2	-0.0815
NAPE-PLD	-0.3469
ANKRD6	0.9495
WDR45	0.572666666666667
SHROOM1	-0.31675
PSCD3	-0.0785
PYY	0.5025
KCNC1	0.2185
ARHGEF9	0.7121
OR8J1	-0.293
GPR55	-0.2865
NS3BP	-1.6165
C10orf22	1.096
NAT8L	-0.8055
DUSP4	0.956666666666667
FOXM1	-3.63033333333333
GRAMD2	3.0187
ZBTB48	-0.177666666666667
BUD31	-1.032
PABPC5	1.4555
CCDC41	-0.5835
FBXO11	0.230916666666667
C6orf148	-0.44275
RFXAP	-0.517
C6orf15	3.13
CDK8	-0.921333333333333
C6orf70	0.324625
TESSP2	0.186
ALG2	0.51675
PPP1R3D	1.51
TPM3	-0.4985
SYT13	1.147
EPB42	-0.273166666666667
CETN3	-0.189
PRY	0.131
NTHL1	-1.426
POLR2B	-0.1895
RPS28	0.999583333333333
P2RX3	0.1575
LYZL4	-0.100333333333333
WBP4	0.2619
PMM1	-1.0455
C11orf79	-0.13775
CBLL1	-0.29125
IL1F10	1.03683333333333
VAX2	-1.0275
SETDB1	-0.455
LRAP	-0.368666666666667
GCLM	-0.189666666666667
CPEB3	2.18775
PPM1A	0.5325625
INTS1	-0.75375
CAMTA1	1.77908333333333
SAMSN1	-3.53575
LOC158830	-3.075
GMPPA	-0.63175
AIPL1	-0.1285
IL24	0.3251
BDKRB1	-3.20416666666667
MLF1	0.6472
TAF12	-0.27525
ID1	-2.4245
THADA	-0.406125
PIK3CB	-0.546
OR4N5	0.171
TBC1D17	-0.898166666666667
COX8A	-0.4425
CDCA4	-1.74425
C2orf44	-0.50925
ZNF534	-1.029
IMMP1L	0.76675
NIPSNAP3B	0.547125
FTMT	0.942625
PWP2	-1.08733333333333
MMP15	-1.2453
DNAH11	-0.965
MTMR14	-0.832125
