Hybridization REF	TCGA-C8-A12P-01A-11R-A115-07
OR4D10	0.676
PTPN5	0.0878333333333333
POMT1	0.40425
LRRC8A	-0.00560000000000002
CYP1A1	-1.16125
CAPN1	0.678833333333333
DDHD2	-0.03725
GRIK2	-0.064
GNRHR	-0.314
PPBP	-0.09675
HTR3A	-0.099375
SLITRK4	0.831
ANKRD49	0.09675
BTF3	-0.5117
SARS	0.15075
C13orf18	-0.0588333333333333
CACNB1	-0.100785714285714
QKI	0.2645
SETMAR	1.036875
MAN2B1	0.747333333333333
EML3	-0.7005
ACADL	-1.32333333333333
OFD1	-0.3695
DEFB114	0.264
CGA	-3.5878
PEX16	0.463833333333333
LRRC10	-0.7375
GNG12	0.1915
C1orf152	0.644166666666667
CHRM1	0.7925
CD53	0.650625
DBH	0.29225
TFAP2B	-2.33175
HIST1H2BJ	0.0486666666666667
FAM46D	0.014
TMEM11	0.1475
C3orf32	-1.6825
PCCB	-0.148125
IPO13	0.8195
C6orf105	-3.73275
COMMD5	1.58875
SUV420H1	-0.9462
LTBR	0.9285
ARHGAP15	-0.62475
HDHD2	-1.4385
TDRKH	0.806666666666667
LOC401052	-0.186
PSG4	2.12975
GNB4	-0.2174
SPATA4	-1.177
SLC9A3	-0.0395
OSBP	0.845
NBPF3	-0.974666666666667
DOCK11	-0.6865
SLC39A5	-1.28033333333333
PRR5	0.4354
C10orf63	0.094625
SMTNL2	-1.3925
ADRA1A	0.39
ASAH1	1.5557
DOM3Z	-0.9532
GIPR	0.532166666666667
AHI1	-1.16008333333333
NADSYN1	0.917
RGS14	0.0627000000000001
IL18BP	1.1239
RTN4RL1	1.02375
ARMC6	-0.08575
PSMD5	0.548833333333333
HK3	1.9651
OR4S1	-0.0735
RSU1	1.2948
MAD2L1	-1.623
EIF4A3	-0.6785
DLEC1	-0.1855
E4F1	-0.137
CHMP2B	0.1748
CAMSAP1	-0.515
RPS21	0.903166666666667
ARID5A	-0.2475
UBE2N	-0.2992
IGSF8	1.02366666666667
MAGEB6	-0.126
ACAD11	-1.8412
MGC4172	0.33925
LMO4	-1.0155
KLKB1	-0.41375
HP	-1.214
HDAC3	0.1175
SCHIP1	0.575
CLCA1	0.411
OLFML2A	0.875
C1orf112	-0.94375
KIF19	1.16116666666667
HAPLN4	0.1462
CXCR7	-0.271
GOT2	0.3541
RAB38	0.6505
DCX	-1.5855
PPM1H	1.35708333333333
NFYC	0.291916666666667
KIN	0.447125
ZNF228	-0.0585
PLSCR4	1.16633333333333
HIG2	1.6255
FAM79B	2.275
C21orf86	-0.1142
KCNK10	-0.23
ZNF738	-1.161
FSTL5	-1.40366666666667
OR6A2	0.2015
OTOA	1.38166666666667
EXOC1	-0.734625
AHRR	-3.146
PDAP1	-1.67866666666667
C19orf6	-0.063875
ZAN	0.44825
LY6G6E	0.3115
EIF4E2	-0.354
C20orf198	-1.17775
ZNF324	-0.32825
CYP3A5	0.466833333333333
ENTPD7	1.31933333333333
MBOAT5	0.5325
GJB5	2.497
TTC13	0.94875
S100Z	-1.47716666666667
KIAA0664	-0.0333333333333333
PDGFRB	2.03883333333333
IL17D	-0.5305
OR56B4	-0.0675
RDX	-1.0195
SLC34A3	0.5315
IL28B	1.2795
JUND	0.457
CHRNB1	-0.1025
CAMK2B	-0.66625
FETUB	-0.78925
CXorf23	0.84875
MRTO4	-1.184125
TTC3	-0.3854
NDUFB8	-0.003
EDG2	-1.4265
SEMA3G	-0.17575
IL23A	-1.4145
GRHL1	2.9934
LOC441054	-1.5445
WDR65	0.493142857142857
PSTK	-0.703
STOML3	0.259333333333333
R3HDM2	-0.2645
C5	-3.38725
SLC2A10	2.05366666666667
C3orf22	0.7465
PAQR3	-0.487615384615385
ANKRD26	-0.66025
HCRTR1	0.5675
LOC399947	-0.3095
PSD2	-0.318333333333333
TIGD2	0.184166666666667
SCRN1	0.736
COQ10A	-0.0215
DDI2	0.192
METTL7B	0.895666666666667
UCN2	0.0985
FAM92A3	-1.347
WDR16	0.15975
ZNF511	0.897333333333333
ZMYM5	0.546625
POLR3G	-2.73125
ZNF586	0.223
C1orf49	0.8335
TANK	0.6095
RCAN1	1.05683333333333
PELI3	1.00133333333333
LIMD2	2.40633333333333
TMEM189	0.8945
NTN4	0.707
LOC151300	-0.087
CLEC2A	-2.5
GPR135	-1.3425
DPYSL4	-3.038
JAK2	0.112833333333333
TSHZ1	-0.925333333333333
TM9SF4	0.06
ZNF264	0.121
SIRPG	1.905
BICD1	-1.733
HERC6	2.32033333333333
METTL5	-1.2875
CASP1	1.28825
PRRT1	-0.201833333333333
PLA2G4C	3.02416666666667
ICA1L	-1.36828571428571
TPTE2	-0.254666666666667
OTUD7A	0.260833333333333
AQP11	-0.085
APOA2	-4.0209
KALRN	2.4105
SECTM1	1.35383333333333
IFNAR1	0.792333333333333
TALDO1	-0.048125
RAB11FIP4	0.896916666666667
EIF5A	-1.516
FAM49A	2.58925
NEGR1	0.894833333333333
YTHDC2	-0.3815
EHD2	-0.508
NCF1	2.5297
SCRT2	0.5385
HOXA5	-0.5825
NUP133	0.019
FGF12	-1.09425
SLMO2	-0.45475
SNTA1	1.123875
CACNG2	0.24225
GCM1	0.533375
ELF1	0.0695
TLR5	2.46825
TCFL5	-0.544083333333333
RBMY2FP	-2.259
LOC100125556	0.447125
FAM129B	-0.1505
MAP3K7IP1	0.07425
NCK2	0.6285
OXA1L	0.52525
FMO9P	0.635
ZSCAN12	0.137
PSMD12	-0.647
HSCB	0.03325
CLDN10	-2.998
MGC13053	-0.15925
HPCAL4	0.445666666666667
ASZ1	-1.3515
MEX3D	0.3465
NFAT5	-2.0285
CSPG4LYP1	-0.026
FBXO3	0.7808
DVL1	-0.627333333333333
CMKLR1	2.03516666666667
TYMS	-1.914
PEF1	0.68275
ZNF750	2.19416666666667
MCM5	-0.1162
MEGF11	-1.27025
KCNK7	0.236
PTP4A3	0.233
C1QTNF2	2.41583333333333
OR6S1	0.2555
FAM122B	-1.15725
ZNF551	-0.831375
HBQ1	-2.084
GEMIN6	0.05475
ARSK	1.52675
RBP7	1.2405
CPNE9	0.3815
DSC1	-0.134
LOC730112	-0.5325
MAP2K4	0.181
HS3ST5	-1.65
EPB41L3	-0.031
TEKT2	1.64825
CDKN2B	2.783
ZNF480	-0.02375
MAP3K6	0.6878
MAP6	1.33066666666667
HN1	0.601
OR2L13	0.632833333333333
SLC16A11	0.322
FAM96A	-0.29825
APOL1	0.43575
C5orf32	0.082
RTP1	-0.4255
RNF175	1.18725
ZBTB41	0.70175
AHCTF1	-1.0092
SAE2	-0.5056
ITGA2	-2.92633333333333
MME	0.003
CCDC14	-2.1755
MAST4	-0.182142857142857
KRT33B	-0.386
KCTD2	-0.300333333333333
WDR26	1.08141666666667
MFI2	-0.035125
NR4A3	-0.711125
ARSA	1.4925
UNKL	-1.10033333333333
SULT6B1	0.4695
CCNA2	-1.43066666666667
SOX15	1.8545
PPAPDC1B	0.44625
C19orf44	0.4675
MCAT	0.533333333333333
ARID1B	0.549125
OR52N1	-0.0585
C12orf48	-0.58925
MAGI1	-0.42
NIPA2	0.2715
GBX2	-1.096
RSHL3	-0.344125
RAVER1	-0.0316666666666667
C15orf17	0.12225
SLC30A2	1.1915
ZNF518	-0.6365
PCYT1B	1.95
C10orf114	0.63825
EIF3H	1.45458333333333
SLC25A39	-0.021
KIF1B	-0.20525
AMOTL2	0.354
C6orf120	0.773
PSRC1	-1.57225
PLA2G10	1.640625
KIF5C	-0.14475
MRPL37	0.296
C17orf62	-0.157
C9orf135	-1.26783333333333
DUSP10	2.2793
CLCNKB	0.4205
PSMA5	0.096375
C8orf53	1.58325
AMPD3	0.5965
PIAS1	0.9275
ADCYAP1R1	0.261
GYLTL1B	-0.335
CDH20	0.3688
FBXO7	-0.09675
TMEM134	1.58566666666667
FLJ14213	1.416
ZNF3	-0.39875
LRRFIP1	0.538833333333333
CNOT2	-0.4885
ABI3	2.56825
ALDH5A1	-1.5005
HNT	2.9287
SERPINA4	-2.315
TK2	0.684916666666667
STMN1	0.148333333333333
GUCA2A	0.376833333333333
GALNT10	2.03285714285714
DPP6	-0.75805
C9orf93	-2.359875
PRELID2	-0.319125
STK39	-2.973
SFTPA1	-1.52025
CKS2	-0.889666666666667
RHO	0.211375
C20orf135	0.45525
XKR3	-2.2495
CR1	0.18925
RPS6KA2	0.0699285714285714
C20orf112	0.08175
MRPL22	0.467
C4orf23	-0.538833333333333
GADD45B	1.248
KLHDC1	0.644333333333333
C2orf48	-2.541
ZNF287	0.2825
DAAM2	-0.857
DPPA2	-3.44283333333333
TCTN3	0.151333333333333
DNAJB11	1.29675
FPR1	3.79225
DEFB4	0.324
PTCD2	-0.9626
SMOC2	4.49716666666667
CABP7	0.195
SERPINB11	0.39125
MAGEF1	0.461
NDE1	-0.233
ITGA10	0.035
FSHB	0.513
ANXA2	2.193875
HORMAD2	0.30575
HLCS	1.4125
MCF2L	0.847666666666667
FH	1.327375
TBC1D24	2.08125
KIAA1505	-0.21625
LGALS2	-2.5335
CNBD1	-0.5275
SYNPO2L	-0.71725
PTPN23	0.118142857142857
C1orf183	-0.342166666666667
MAGEA8	-2.4535
DGCR8	-1.8335
GSR	1.9015
PAQR7	0.43625
ZNF676	-0.821
CACNA1C	1.0829
SP7	0.436
PDCD6	0.2675
NRN1L	-1.0375
BRI3BP	-0.577166666666667
KIAA1183	0.86225
ASB4	0.3975
CCL23	0.8559
OBSL1	-1.062125
SLC12A7	0.2325
KIAA0240	0.470875
CD1B	-2.89916666666667
FCGR2A	1.774625
MDC1	-1.2475
HTR1A	0.18
OCEL1	0.96675
ATP11B	1.702125
FBXO34	0.208833333333333
PCDH12	3.49483333333333
RPE	0.22475
C17orf74	-0.39
CSDC2	0.794833333333333
PET112L	0.85875
TMBIM1	0.98475
P2RXL1	-0.3185
TCHP	-0.026
TRMT1	-1.00966666666667
F2RL2	-0.0258333333333333
LRRC32	2.66483333333333
IMPG2	0.6705
BGLAP	-0.087
LOC493869	-0.4845
MRAS	1.8375
SLC35F5	1.39075
CBWD1	0.065
AXL	-0.810125
ATP2C2	2.91275
TELO2	-0.27625
PNPLA3	-1.30075
PCDHB14	0.30775
CD276	2.15975
KRT80	0.389375
DUSP28	0.0795
CSNK1E	-0.32075
SRP14	0.723
KCNQ4	0.045
KRT72	0.4295
CCDC117	0.619
C6orf89	-0.342777777777778
TUBB2B	-3.30316666666667
RTN4IP1	-0.2655
CR1L	-3.03216666666667
CEND1	-0.07375
C12orf41	0.287
RNF31	0.168
UBN1	-0.486
C17orf32	0.518625
SLC5A7	0.0795
GPR92	1.93466666666667
ESAM	2.382
CTNNA1	0.923
HRBL	0.0717000000000001
CBX4	-0.29975
TMEM182	0.02225
SH3TC2	1.6995
IL10	1.44
PXMP4	2.401
RNF167	-0.2801
PAK7	-0.795
ETV3	-0.5265
ATPIF1	-0.764666666666667
LOC554207	-1.42416666666667
OR8H1	0.88675
WDFY3	0.149125
DPM1	0.183
GPSM1	-0.186
WDR92	0.0652
LRP1	0.2
ANKH	-0.169
THUMPD3	-0.74275
POLR1B	-0.2365
OLFM4	0.87
RAD9B	-0.11125
TSPY2	-2.8735
PAX6	-0.8625
SCG2	-2.289
SLC17A6	0.19125
FMO3	4.683375
PADI4	0.158
TUBB4	-0.5345
NLK	0.1365
POU4F3	-0.4055
SDF4	-0.0725
ITGBL1	2.66
NETO1	-0.613625
TAP2	0.09075
ABBA-1	0.12675
GNAI1	-1.00925
VPS4B	-0.2805
NOPE	-0.2276
GALNT6	0.950166666666667
SESN1	-0.17375
GBE1	-2.20788888888889
CLASP1	0.39825
RASGEF1B	1.36175
ACOT11	-0.012
AFAP1	1.129
OR2H2	0.43625
DPY19L2P1	-1.7865
DZIP1	-1.90175
SEC22C	0.503166666666667
GPR161	-0.8925
RNF146	0.3355
WDR74	0.38825
GALP	-0.8105
PURA	-0.364
DNPEP	-0.25225
RP11-78J21.1	-1.401
ERBB2	4.52025
FANCM	-0.692916666666667
NEO1	3.138
DDX3Y	-4.3647
RPS3A	-0.744125
MXRA7	-0.0905714285714286
LGALS3	1.3845
GLT8D1	-0.5345
CFL2	-2.05016666666667
UPB1	0.1985
NAP1L5	0.00225
CLDN14	-0.051
DHX38	-0.72425
BTBD1	-0.06125
TARS2	0.403333333333333
ABCF1	-0.3183
FCF1	-0.0846666666666667
LRRC49	-0.945
GUCY1B2	-0.959
C1orf177	1.314
SMARCA4	-0.0477142857142857
LRP8	-2.92866666666667
TAGLN3	-0.45675
MRPL14	-0.06475
TTRAP	-0.2195
ZDHHC20	1.3285
NFE2L3	-1.30975
KIAA1377	0.05925
PALMD	0.599
TMEM43	0.1185
TTL	-0.82975
STAT5B	-1.06
SSB	-0.913
OR10H5	0.181
SLC22A13	-1.038
AKAP3	-0.6265
TIMM23	1.201
OAS2	3.06666666666667
KIAA0423	0.4425
TRIM11	0.449333333333333
GLIS3	1.564625
TMEM50B	1.5305
ARHGEF4	-1.516875
DEGS1	1.03627272727273
TBL1XR1	1.05906666666667
G6PD	0.26125
SP140	0.5855
MUC17	0.0318571428571429
NUDC	0.1259
DNAJC5B	3.60883333333333
SCARA3	-1.22483333333333
CPA3	5.28233333333333
BCAT2	0.069
MFN1	0.8968
NRG3	0.2685
SNX11	-0.0465
PLEKHH1	1.19433333333333
GPR177	-0.0656666666666667
HCFC2	0.55
TCAP	2.428
MOCOS	-4.49775
C14orf93	-0.7065
PRDM10	-0.714
SLC16A4	0.25025
SRGAP1	0.502166666666667
VIP	0.23375
DUSP27	1.27816666666667
LILRA1	1.1159
MC2R	0.3985
MGC24103	-2.67575
MBTD1	-3.6445
FUT11	-0.268
USP33	0.4607
C15orf39	2.00975
MAP3K12	0.118375
PAAF1	-0.258833333333333
BARHL1	0.2795
FLJ16165	-0.0125
PIWIL2	-3.085
SYNE1	-0.111083333333333
CMTM4	1.227625
TSPYL1	0.381
GUF1	-0.7825
TMEM157	1.36
WDR44	0.602
HIST1H3C	-0.06475
DKFZp666G057	-0.4175
RNPEP	0.0955
GAS2L2	0.608166666666667
ADH4	-4.5445
GRPR	-0.396833333333333
FBXL17	-0.1075
ZBTB10	-0.2095
Gcom1	-0.166611111111111
HTRA1	1.8103
ZNF585A	-0.368666666666667
SLC26A2	0.909785714285714
OTOP3	0.452333333333333
WISP1	3.38144444444444
ATP2B4	-0.540416666666667
FLJ10769	0.0595
CRAMP1L	-0.423125
CHST12	0.26375
RAB22A	0.0411666666666667
TARDBP	-0.488785714285714
STAU1	-0.27375
CRB3	3.166
MIG7	-0.37525
CHMP1A	0.398666666666667
ZNF160	-0.2365
B3GALT6	-0.4495
BARX1	-0.16
C6orf167	-1.6143125
NXNL1	0.7645
DHX29	1.57525
HADHB	0.83375
PLXNB2	1.1755
ILDR1	-2.08825
SLC15A3	2.9595
GAS2	-4.76
C20orf69	-0.5205
NUMB	0.23
TNIP1	0.05475
MESP1	2.37183333333333
PSKH1	-0.00474999999999998
NSFL1C	0.531375
RHOG	0.2665
HEY1	-1.15833333333333
KNG1	-2.14225
ITGAX	2.1208
LIN9	-0.5115
CANT1	0.533125
XRN1	-0.566857142857143
CCDC96	0.8156
HEATR6	-0.0961666666666667
GNG7	-0.36075
RUNX2	1.3929375
SOX1	0.167666666666667
FCRL5	1.3316
ZNF99	-0.305
FAM9A	0.583
SNX22	0.8955
MBNL3	-2.2885
ODC1	-1.7308
ADORA2B	-0.5345
NR2F6	0.481
ZFYVE16	0.0603333333333333
SYNJ2BP	0.1151
POLE	-0.675625
E2F2	-0.159875
THRA	2.8885
PTGES2	-0.137666666666667
HIP1R	1.2525
TMUB1	-0.399666666666667
ENO3	-2.19
RSPH10B	-0.165
CXorf39	1.914375
IRGC	0.503
GPR109B	-1.5845
FLJ13305	-1.5295
LCE3A	0.078
TNFRSF18	0.261
DET1	-1.205
TRPM3	-0.416333333333333
C16orf79	-0.9885
FECH	0.290666666666667
RAP2A	-0.379666666666667
CRIP1	3.07133333333333
AZIN1	0.5245
SLC7A7	3.9205
IL10RA	0.8945
TMEM64	-3.705
CDC42EP4	-0.0445
C16orf58	0.3549
ARG2	-1.2805
POU5F1P4	-4.32775
FAM62B	0.191625
DNAH8	-2.2884
ASH2L	-0.04725
TSLP	-4.846
CNTNAP5	-0.440833333333333
TMEM16C	3.21575
IFNA14	0.262
SLC1A3	1.2795
CABYR	-1.22075
BCL7B	-0.0592
NUDT13	-2.72233333333333
C13orf28	-0.386
C1orf53	0.863
ARL6IP4	0.2459
RPL35A	-0.6655
EMR3	0.35
RAB40C	0.3295
SLC41A1	1.0145
LRCH1	-0.3805
LY6G5B	-0.8225
FAM124A	0.3375
MGC10981	-2.506
CLIP3	0.2343
MAP4K2	0.966
CHIC1	-1.51175
SULF1	4.48833333333333
C20orf30	-0.372428571428571
PRDM5	-1.447875
ELOVL1	1.1765
C11orf48	-0.043125
SLC39A10	-0.86175
KCNV1	-0.1565
ACP1	-0.7125
ZMYM2	-2.056
B3GNT6	0.255166666666667
C9orf69	0.0365
C2orf15	0.4935
C20orf166	1.3655
HSP90AA6P	-0.9695
EDG7	1.779
NEURL	-1.991375
LPL	0.0556666666666667
CLEC2D	-0.380285714285714
GRRP1	1.386
CD8B	-3.1614
HIST1H3D	0.405166666666667
SLC6A12	1.1245
FAM27L	-0.0525
CD84	2.2009
RASA1	-0.0255
PHKG1	0.4765
MAGEA11	-1.3725
IMPA1	-1.5894
NPM3	-0.13475
RARRES1	3.8585
SH3BP1	0.419875
B3GNTL1	-0.4085
ARPC5L	0.190333333333333
KLHL26	0.3985
SIM2	-2.490375
GJC1	0.437
C20orf194	-0.259
EXO1	-0.65975
SLC2A2	-2.459
LOC285074	-1.023
LRG1	-1.08625
KIRREL	-1.1985
PIK3R1	2.73
C4orf34	0.4635
MAF	-0.921222222222222
ADCY4	3.41516666666667
ZMIZ2	0.9185
SLC46A3	1.67033333333333
STAMBP	-0.0301666666666667
CCDC16	0.3505
MS4A12	0.3115
TCF20	0.3795
LRRC46	0.39775
C20orf152	0.44175
MRPS6	1.42625
ABCB11	0.0365
KCNC2	-0.150666666666667
CDH19	-3.007
C9orf123	-0.953333333333333
SSH3	-0.029875
LDLRAD1	0.84925
CCBE1	-0.4335
ZNF135	0.633875
TAAR1	0.1875
WFDC12	0.6745
CCDC42	0.203166666666667
FLJ12529	-0.3275
PER1	-0.985666666666667
TIMM50	0.0228333333333334
SMARCAD1	-0.5155
FAM26C	0.304
TP53TG3	-2.69666666666667
SH3RF1	1.2664
LMCD1	2.04575
GPR63	-0.1425
FLJ21986	-2.482125
AIFM3	0.47525
MICAL1	-0.989
BLZF1	1.03283333333333
IQCA	0.996
PCDHGC3	-0.729
SAC	0.5125
BCL6B	2.02366666666667
DDO	0.4605
MARCO	3.701
DCHS1	0.875833333333333
C1orf170	-0.7085
CD200R1	1.1555
C22orf15	-0.161
SEPT11	0.463666666666667
ADNP	-0.32025
UST	1.1132
C13orf34	-1.496
RFFL	0.4425
APBA3	0.8295
C2orf60	-0.711875
CUTL1	-0.1958
PMS1	-0.338
ZNF689	-0.5705
EIF3E	-1.05316666666667
IL9	0.0361666666666667
RPL31	-0.523625
LY9	0.683
ATP2B3	0.44575
KDELR2	1.32458333333333
TFCP2	0.108
NLRP12	0.498
FLJ45422	-1.40825
TLE4	-1.101
ZNF570	1.3895
FLJ43806	-0.2505
TLK2	1.126625
CIR	0.22325
MARS2	1.0605
COL24A1	2.07075
SDF2L1	0.342
HIBADH	0.431833333333333
IGFBP3	-2.63742857142857
C12orf23	1.510125
PSPC1	-0.78025
C20orf43	0.048
TRAV20	0.68
ARHGAP24	1.769625
KIAA1975	-1.02075
C1QA	3.3409
DNTT	-4.96033333333333
C10orf6	-0.411583333333333
C11orf41	0.495625
HNRPF	0.786125
COL11A1	6.92666666666667
UBAP2	0.524
CDKN2AIPNL	-0.5005
C20orf174	3.75175
SPRED2	0.94325
PLA2G12A	-0.0191666666666667
ICEBERG	-2.47383333333333
SCN10A	-0.09
C11orf65	-0.56975
GBP5	5.1935
PITPNC1	1.42133333333333
POU3F3	-0.0835
NCOA7	1.171
LIN7C	0.461
LOC348840	-1.162
NKX2-2	-2.2
ANKRD13D	0.38475
LOC123688	0.99275
FUT2	3.05233333333333
TAAR8	0.532
FZD4	-0.164666666666667
PNMA3	-0.1325
OR4L1	0.76
WIT1	-2.315
EXOC3L	1.794
ATPBD4	0.1834
KRBA1	-0.15025
UBXD6	0.28575
HOXB7	0.477142857142857
C7orf23	-0.043
UNQ338	2.9035
STAB2	3.34075
CDC20B	0.20875
IRF9	2.02275
CENTG1	0.568916666666667
TNPO2	-1.17075
MCPH1	-0.509875
BMS1P5	-1.753
SLC26A7	0.46725
HIST1H3J	0.75625
C9orf3	1.5338
LBH	1.065625
MYO1D	1.62125
PTDSS2	-0.6235
NFU1	0.79825
DEPDC4	-0.515
WNT7B	-0.0715
GLP2R	-0.235166666666667
SETD4	-0.4271
DYNLT3	0.2769
FKBP11	-0.947
SESTD1	-0.443833333333333
FLII	-0.2455
RPS16	-0.00590000000000001
CHPF	0.880333333333333
CSNK2A1	0.211666666666667
SUMO1P1	0.387
FKBP6	-1.0365
ZNF214	-0.8735
TWIST1	0.819833333333333
DDX56	-0.180833333333333
TRAM1L1	0.9707
EPO	-2.81333333333333
MRPS18B	-0.78525
ZNF682	-0.672
RPL14	-1.18
MAFF	-0.01125
LOC51136	1.862875
LY96	0.26575
DDX20	-0.4105
ABTB1	0.415166666666667
ARL5A	0.7426
CCT6A	-0.2815
HEPACAM	-1.917
EHHADH	0.0866666666666667
RBAK	-1.0165
CGB1	-0.477
ITGB5	0.7396
YIPF3	0.57975
FKBP2	0.10275
NR1D1	0.4297
TMEM110	1.223
NEK2	-0.681
PRAMEF8	-2.7385
C20orf52	-0.462
PCDHGA3	-0.3955
VWA3B	0.713
NDUFA5	0.115125
THAP9	-0.30125
FLVCR2	0.534333333333333
AP1S1	-0.95025
SMAD6	0.71725
SAV1	1.079625
SAT1	1.38825
ZNF251	0.280375
ADAMTS7	-0.121
RPP38	0.54275
C1orf211	-0.6935
YPEL2	2.80845
RBMS1	-0.1005
ZNF445	-0.474666666666667
NRXN2	0.0265
PGBD4	-0.53875
UGT2B28	0.8105
WBSCR16	-0.8711
NLRC3	0.895875
ASTL	0.483
ST6GALNAC1	-3.3635
ZADH2	-0.5765
MLLT4	0.252166666666667
ARL6	1.38
MEF2C	-0.09075
CBFA2T3	-3.0755
AFF3	-0.718928571428571
COG7	0.184666666666667
MYB	-2.61266666666667
PLXNA3	0.3745
XRCC2	-1.0954
MMS19	-0.589125
ST8SIA5	-1.290125
CHPT1	-0.2785
KIAA1712	-1.813
OR6X1	0.9645
ACTR3	0.635875
UGCG	-0.464333333333333
OR4P4	0.816
ZAP70	-2.90325
LPP	0.860875
ZNF485	0.6005
PTPRCAP	0.132
IL12RB1	0.57425
ATRX	0.2347
CHST8	-1.044125
C14orf109	1.225
ARV1	0.593
NMB	-0.409428571428571
COX5A	1.62333333333333
EIF6	-0.1485
MPPED2	-1.1735
SEMG1	-2.1115
CHRDL1	-1.179
TRAF3IP2	2.374
WNK2	1.1115
LILRA4	3.6055
LAMA2	3.5535
PXT1	0.225
RLBP1	-2.768
CD300C	1.06775
SLTM	-0.315125
FLJ10404	-1.0109375
APOBEC3D	0.547833333333333
RENBP	1.9695
ATXN7L1	0.7055
NID1	0.62225
TUBGCP3	-0.265375
ITIH5	0.084
CCDC110	2.98075
C8A	-2.0455
MGC87042	0.16075
HOXC13	0.497
TFDP2	-0.97725
HCP5	1.54575
POLI	-1.5235
UCN	-0.591166666666667
ZNF764	0.100166666666667
C8orf45	0.1515
FHL3	-0.05175
SPATA5L1	-0.529
MMRN2	2.72483333333333
NDST1	1.01416666666667
COL20A1	-0.1985
ZNF248	-0.596
PELP1	-0.2665
MBL2	-2.35283333333333
RNF41	0.51525
C5orf24	0.215
THOC5	0.04525
SERINC3	0.0845833333333333
RP11-151A6.2	1.5685
CDCP2	-0.09975
HIST1H2AA	0.41775
C11orf75	1.675
FKBP7	0.558
DDOST	-0.1645
GPNMB	4.22766666666667
TTF2	-1.787
KCNT1	0.442833333333333
SLC39A14	-1.275625
NGRN	1.1612
GPR137B	1.406
MECP2	0.663375
PSMA1	-0.84925
C16orf73	-4.70925
TMEM60	-0.0898333333333333
CSN3	0.118
NOS1	0.709166666666667
RAB7L1	0.373833333333333
YBX2	1.6565
KIAA1166	-1.01425
FUBP3	0.405333333333333
ABCG1	1.138
ACACA	0.454166666666667
ARL11	0.6549
ATOH1	-0.1805
ODF1	0.028
CREB3L3	-1.674
TMEM127	1.86042857142857
DSCAML1	-0.87275
PLN	3.87416666666667
LYPLA1	-0.378583333333333
PRDM9	-2.14133333333333
SASP	-0.67375
PLUNC	0.200833333333333
INTU	-1.70075
HISPPD1	-0.72275
LNPEP	1.99966666666667
YARS2	-0.212333333333333
APCDD1L	-1.906
ZCCHC4	-0.9987
FBXO22	0.434
TTLL13	0.408
ZNF669	-0.763666666666667
PTGDR	2.38775
DDX27	0.29225
KIAA0409	0.0168333333333333
GJB6	0.51025
ASB8	0.5335
PLP2	1.20616666666667
MEPE	4.58625
OR10J5	0.511
KRT222P	2.0265
COQ7	-0.5525
C1orf101	0.522
RERG	1.5567
CHMP5	0.325375
THAP11	-0.20275
ZNF43	-0.413166666666667
ZRANB3	-2.47116666666667
KRT13	1.879
MRPL19	-0.084125
RBBP9	0.12275
SPATA17	-0.823125
BXDC5	-0.162333333333333
PAFAH1B1	-0.452916666666667
MAGEE1	-0.06575
OSTF1	0.39975
KIAA0323	-0.177416666666667
TXNDC13	-2.38316666666667
CNTN4	3.038375
LCE1B	1.466
UNQ501	0.619
ZNF154	0.10475
C3orf64	0.63825
SYT5	-0.087
PON1	-0.355
FLJ10357	-0.61625
ATP4A	-1.1055
GNPDA1	-0.6605
MGAT1	0.839
C14orf121	0.44175
SLC35B2	0.28525
MIER3	0.821833333333333
CHEK1	-0.8665
ZNF8	0.461666666666667
TXNDC1	-0.071
CKB	-0.26
RTN3	0.645428571428572
FZD2	-0.406333333333333
PART1	2.85925
PSMB6	0.1915
PCDHB8	-0.9475
PHC3	-0.2932
PPP1R8	-0.940833333333333
NOVA2	2.07633333333333
TNFRSF11B	-4.686625
GOLPH3	0.869
UBLCP1	0.71525
SUHW3	-0.2765
TTLL1	1.44725
OPN4	0.4935
OR13G1	0.00349999999999999
ZPBP2	0.1415
HSD17B11	-1.54225
C9orf50	-0.442
DHDDS	-0.00857142857142855
CTSW	1.2416
NEFM	-2.75883333333333
MRPL28	-0.2785
SYN1	0.0105
PIGV	-0.052
ZIM2	-1.13575
APBB1	0.598333333333333
SND1	-0.18725
C1orf123	-0.3735
CHD3	-1.48825
BHLHB8	0.4385
RNASE2	1.25966666666667
BCAP31	1.8385
SLC25A44	0.547666666666667
CHD6	-1.4215
PIB5PA	1.51753846153846
SELS	0.725
LOC541471	0.45275
FAT2	-1.1785
ZNF81	-0.104
OR4C16	0.3785
FLJ10081	-0.2613
LRRC4	0.048
CS	0.655666666666667
N4BP2	-2.16325
IGFBP7	2.2455
ZNF318	-0.604583333333333
NDNL2	0.702125
ZNF609	0.94475
SIRT4	1.02025
EXOSC10	-0.443
ECE2	0.57825
OVGP1	1.6505
GTPBP3	-0.89875
PACS2	0.704
C19orf36	-1.47516666666667
ARL4C	-0.587625
ATG4B	-0.435625
UBQLNL	-1.2845
RHOXF2B	-3.5435
PLEKHG2	-0.684
GALR1	-1.0475
AQP4	1.1195
HDAC7A	-0.447666666666667
DCUN1D3	0.24675
OR8A1	-0.457
CCRN4L	0.252375
CBR4	0.385166666666667
KIFC1	-2.458
SLC7A14	-1.65566666666667
LHX5	0.1355
TRPC7	0.135
LPXN	1.675
