Hybridization REF	TCGA-A2-A0ET-01A-31R-A034-07
ZAN	-0.08425
LY6G6E	0.783
EIF4E2	-1.15775
C20orf198	-0.18475
ZNF324	0.84275
CYP3A5	-1.682
ENTPD7	-0.344333333333333
MBOAT5	-0.213666666666667
GJB5	-2.33525
TTC13	0.73075
S100Z	-1.13833333333333
KIAA0664	-0.927833333333333
PDGFRB	0.948083333333333
IL17D	0.02225
OR56B4	0.3145
RDX	-1.99483333333333
SLC34A3	0.006
IL28B	0.733
JUND	1.993
CHRNB1	-0.07975
CAMK2B	2.11975
FETUB	-1.581
CXorf23	1.29425
MRTO4	-1.673125
TTC3	1.0048
NDUFB8	0.191333333333333
EDG2	-0.6555
SEMA3G	0.41975
IL23A	-1.87225
GRHL1	0.2622
LOC441054	-1.1165
WDR65	0.572875
PSTK	-0.243
STOML3	0.688
R3HDM2	0.2101
C5	-2.512
SLC2A10	1.37916666666667
C3orf22	0.1345
PAQR3	-0.669153846153846
ANKRD26	1.36866666666667
HCRTR1	0.383
LOC399947	0.1505
PSD2	-0.40275
TIGD2	0.961666666666667
SCRN1	-0.654
COQ10A	0.9325
DDI2	0.076
METTL7B	-0.930666666666667
UCN2	0.1835
FAM92A3	-0.288
WDR16	3.42
ZNF511	0.0741666666666667
ZMYM5	0.04975
POLR3G	-3.0445
ZNF586	0.34025
C1orf49	0.0468333333333333
TANK	0.7085
RCAN1	-1.572
PELI3	1.0856
LIMD2	0.335833333333333
TMEM189	-0.5495
NTN4	-3.914375
LOC151300	1.2005
CLEC2A	-0.5145
GPR135	0.683625
DPYSL4	-3.0987
JAK2	-0.301666666666667
TSHZ1	1.48016666666667
TM9SF4	0.2925
ZNF264	1.066
SIRPG	0.850375
BICD1	-2.29325
HERC6	2.65183333333333
METTL5	-1.046
CASP1	0.66375
PRRT1	0.901666666666667
PLA2G4C	3.18633333333333
ICA1L	0.857357142857143
TPTE2	-0.293333333333333
OTUD7A	0.0888333333333333
AQP11	-0.0295
APOA2	-4.1476
KALRN	-0.9593
SECTM1	0.0928333333333333
IFNAR1	-0.60325
TALDO1	-1.157125
RAB11FIP4	-0.0339166666666667
EIF5A	-1.962
FAM49A	1.06175
NEGR1	2.37733333333333
YTHDC2	0.66725
EHD2	-1.974
NCF1	1.395
SCRT2	0.5655
HOXA5	-1.05116666666667
NUP133	1.12975
FGF12	-1.4200625
SLMO2	0.316125
SNTA1	0.792
CACNG2	-0.051
GCM1	0.57
ELF1	0.276833333333333
TLR5	1.641
TCFL5	-1.08608333333333
RBMY2FP	-0.5795
LOC100125556	0.32225
FAM129B	0.02575
MAP3K7IP1	-0.380875
NCK2	-0.5845
OXA1L	-1.552
FMO9P	0.1545
ZSCAN12	0.4065
PSMD12	0.0918333333333333
HSCB	-0.6895
CLDN10	-3.056
MGC13053	-1.01375
HPCAL4	-0.569333333333333
ASZ1	-0.0245
MEX3D	0.0575
NFAT5	0.2878
CSPG4LYP1	-0.591666666666667
FBXO3	0.9988
DVL1	-0.252666666666667
CMKLR1	1.12933333333333
TYMS	-2.937625
PEF1	0.6475
ZNF750	-1.22216666666667
MCM5	-0.9136
MEGF11	-0.775
KCNK7	-0.5745
PTP4A3	-0.8855
C1QTNF2	-1.86866666666667
OR6S1	-0.238
FAM122B	-0.665
ZNF551	-0.093875
HBQ1	-1.878
GEMIN6	0.00225
ARSK	1.54725
RBP7	1.9425
CPNE9	0.07625
DSC1	0.776
LOC730112	0.06925
MAP2K4	2.42625
HS3ST5	-1.234
EPB41L3	0.182
TEKT2	2.68275
CDKN2B	-0.456
ZNF480	-0.329
MAP3K6	-1.0473
MAP6	2.6655
HN1	-0.3201
OR2L13	0.216666666666667
SLC16A11	0.37
FAM96A	-0.26375
APOL1	0.02975
C5orf32	0.57925
RTP1	-0.231333333333333
RNF175	-0.780375
ZBTB41	1.69875
AHCTF1	0.2205
SAE2	-0.0974
ITGA2	-0.98575
MME	-2.082
CCDC14	-0.7655
MAST4	1.51092857142857
KRT33B	0.2025
KCTD2	0.415
WDR26	0.948166666666667
MFI2	-0.1465
NR4A3	0.217375
ARSA	-1.32625
UNKL	-0.269333333333333
SULT6B1	0.413
CCNA2	-2.865
SOX15	0.0765
PPAPDC1B	0.0418333333333333
C19orf44	0.88
MCAT	0.174666666666667
ARID1B	-0.047875
OR52N1	0.062
C12orf48	-1.21325
MAGI1	0.396125
NIPA2	-0.26475
GBX2	-1.773
RSHL3	2.044125
RAVER1	-0.332166666666667
C15orf17	-0.11675
SLC30A2	-0.107375
ZNF518	0.48
PCYT1B	-1.256
C10orf114	-2.32675
EIF3H	0.0935833333333333
SLC25A39	-0.6595
KIF1B	-1.728625
AMOTL2	0.375
C6orf120	0.20475
PSRC1	-1.7945
PLA2G10	0.19075
KIF5C	0.591
MRPL37	-1.1655
C17orf62	-0.208166666666667
C9orf135	-0.5925
DUSP10	0.8499
CLCNKB	0.2595
PSMA5	-0.224625
C8orf53	0.6085
AMPD3	1.32916666666667
PIAS1	-0.264
ADCYAP1R1	0.3025
GYLTL1B	0.51625
CDH20	0.589833333333333
FBXO7	-0.11325
TMEM134	-0.0255
FLJ14213	0.285166666666667
ZNF3	-0.46775
LRRFIP1	-0.333708333333333
CNOT2	0.0941666666666667
ABI3	2.382
ALDH5A1	0.823583333333333
HNT	0.8278
SERPINA4	-1.8645
TK2	0.5185
STMN1	-1.63944444444444
GUCA2A	-0.1405
GALNT10	-0.601571428571429
DPP6	-0.7314
C9orf93	-1.152625
PRELID2	-0.235
STK39	-0.680875
SFTPA1	-0.94025
CKS2	-1.32844444444444
RHO	0.29675
C20orf135	-0.11675
XKR3	-2.6075
CR1	0.181625
RPS6KA2	-0.877785714285714
C20orf112	1.03175
MRPL22	1.1975
C4orf23	0.127333333333333
GADD45B	-0.27425
KLHDC1	2.00833333333333
C2orf48	-2.4125
ZNF287	2.073
DAAM2	-1.83975
DPPA2	-2.16466666666667
TCTN3	0.371833333333333
DNAJB11	-0.27825
FPR1	2.9385
DEFB4	0.226
PTCD2	-0.0015
SMOC2	5.13833333333333
CABP7	-1.07875
SERPINB11	0.25
MAGEF1	1.1275
NDE1	-0.452333333333333
ITGA10	-0.0595
FSHB	0.103
ANXA2	-1.704
HORMAD2	-0.14925
HLCS	0.315
MCF2L	1.63972727272727
FH	0.165
TBC1D24	1.8825
KIAA1505	2.7855
LGALS2	-0.23525
CNBD1	-0.0195
SYNPO2L	1.101
PTPN23	0.0437142857142857
C1orf183	-0.0275
MAGEA8	-2.818
DGCR8	-1.56575
GSR	-0.89425
PAQR7	0.17275
ZNF676	-0.3355
CACNA1C	-0.8337
SP7	0.3545
PDCD6	0.64425
NRN1L	-0.193
BRI3BP	-0.44625
KIAA1183	0.48425
ASB4	-1.0385
CCL23	0.4918
OBSL1	-0.329875
SLC12A7	0.315
KIAA0240	1.748125
CD1B	-2.37483333333333
FCGR2A	1.14425
MDC1	-0.1945
HTR1A	0.0815
OCEL1	0.989
ATP11B	-1.605
FBXO34	0.2215
PCDH12	2.89883333333333
RPE	-0.765
C17orf74	-0.3695
CSDC2	0.0715
PET112L	0.2035
TMBIM1	-0.1485
P2RXL1	-0.51675
TCHP	-0.2605
TRMT1	-0.583333333333333
F2RL2	-0.57825
LRRC32	1.86833333333333
IMPG2	0.27
BGLAP	-0.59675
LOC493869	-2.23666666666667
MRAS	0.489125
SLC35F5	0.15025
CBWD1	0.421
AXL	-1.667625
ATP2C2	1.62175
TELO2	-0.398
PNPLA3	-4.88425
PCDHB14	0.19725
CD276	-0.56725
KRT80	-1.75375
DUSP28	-0.3175
CSNK1E	-0.835833333333333
SRP14	1.292
KCNQ4	0.037
KRT72	0.131333333333333
CCDC117	0.313
C6orf89	0.758388888888889
TUBB2B	-1.93083333333333
RTN4IP1	-0.8695
CR1L	-3.363
CEND1	0.040375
C12orf41	0.3305
RNF31	0.3015
UBN1	0.423833333333333
C17orf32	1.424125
SLC5A7	0.21
GPR92	1.10833333333333
ESAM	1.6844
CTNNA1	0.594833333333333
HRBL	0.1588
CBX4	-0.7415
TMEM182	-0.849
SH3TC2	-0.406666666666667
IL10	0.6335
PXMP4	0.654
RNF167	0.8884
PAK7	0.0308333333333333
ETV3	-0.0275
ATPIF1	-0.048
LOC554207	-1.33683333333333
OR8H1	0.26125
WDFY3	1.50025
DPM1	0.10675
GPSM1	0.064
WDR92	-1.1928
LRP1	-0.4295
ANKH	0.0145
THUMPD3	-0.8205
POLR1B	-0.751
OLFM4	1.719
RAD9B	-0.07575
TSPY2	-2.9515
PAX6	-1.25383333333333
SCG2	-3.247125
SLC17A6	0.4685
FMO3	1.031875
PADI4	-0.633
TUBB4	-1.4399
NLK	-0.37
POU4F3	-0.4295
SDF4	-0.683
ITGBL1	0.235666666666667
NETO1	-1.35275
TAP2	0.180625
ABBA-1	-0.343
GNAI1	-1.02125
VPS4B	1.208
NOPE	-1.4561
GALNT6	2.78716666666667
SESN1	0.687
GBE1	-2.23055555555556
CLASP1	0.05075
RASGEF1B	1.12975
ACOT11	-0.548142857142857
AFAP1	0.39625
OR2H2	0.097
DPY19L2P1	0.512
DZIP1	-3.40375
SEC22C	0.25575
GPR161	-1.20441666666667
RNF146	1.269
WDR74	-0.99725
GALP	0.185
PURA	1.572
DNPEP	0.525
RP11-78J21.1	-0.18475
ERBB2	2.228875
FANCM	-0.82625
NEO1	-1.10083333333333
DDX3Y	-4.2279
RPS3A	-0.012125
MXRA7	-1.546
LGALS3	-3.50216666666667
GLT8D1	0.1875
CFL2	-2.09033333333333
UPB1	-0.66175
NAP1L5	0.069875
CLDN14	-1.4465
DHX38	-0.25975
BTBD1	-0.47575
TARS2	0.301166666666667
ABCF1	-0.1754
FCF1	-0.0771666666666667
LRRC49	1.0035
GUCY1B2	-2.3135
C1orf177	0.349833333333333
SMARCA4	-0.675714285714286
LRP8	-2.48516666666667
TAGLN3	-0.52525
MRPL14	0.59975
TTRAP	1.033
ZDHHC20	0.14225
NFE2L3	-2.9765
KIAA1377	3.94525
PALMD	0.0362
TMEM43	-0.72975
TTL	-1.699
STAT5B	-0.955166666666667
SSB	-0.68625
OR10H5	0.0825
SLC22A13	-0.91175
AKAP3	-0.72225
TIMM23	-0.109333333333333
OAS2	1.9055
KIAA0423	1.47675
TRIM11	1.21366666666667
GLIS3	-0.69125
TMEM50B	1.36533333333333
ARHGEF4	-1.973125
DEGS1	0.266363636363636
TBL1XR1	0.241666666666667
G6PD	-2.26725
SP140	0.4197
MUC17	0.0536428571428571
NUDC	-0.4067
DNAJC5B	0.562333333333333
SCARA3	-1.0315
CPA3	3.48683333333333
BCAT2	0.4605
MFN1	0.2376
NRG3	0.0255
SNX11	0.44425
PLEKHH1	-0.330666666666667
GPR177	-0.966333333333333
HCFC2	0.66225
TCAP	0.369
MOCOS	-2.63775
C14orf93	-0.02825
PRDM10	0.0166666666666667
SLC16A4	1.18541666666667
SRGAP1	-0.2015
VIP	0.63075
DUSP27	1.426
LILRA1	0.7847
MC2R	0.1165
MGC24103	-3.094
MBTD1	-1.429
FUT11	0.128166666666667
USP33	0.6729
C15orf39	-1.19
MAP3K12	0.61375
PAAF1	-0.631166666666667
BARHL1	-0.4005
FLJ16165	-0.351
PIWIL2	-2.6755
SYNE1	0.276
CMTM4	0.674375
TSPYL1	1.3529
GUF1	-0.3195
TMEM157	2.8135
WDR44	0.6315
HIST1H3C	0.369
DKFZp666G057	2.16825
RNPEP	0.21925
GAS2L2	0.00166666666666665
ADH4	-4.331
GRPR	0.697666666666667
FBXL17	0.26525
ZBTB10	0.49975
Gcom1	0.448166666666667
HTRA1	0.0301
ZNF585A	0.372333333333333
SLC26A2	2.353
OTOP3	0.0728333333333333
WISP1	0.134111111111111
ATP2B4	-1.11191666666667
FLJ10769	0.62475
CRAMP1L	0.318625
CHST12	-0.13425
RAB22A	0.784916666666667
TARDBP	0.186928571428571
STAU1	-0.25225
CRB3	2.48583333333333
MIG7	-1.132
CHMP1A	-0.151
ZNF160	0.342125
B3GALT6	-0.30575
BARX1	-1.56116666666667
C6orf167	-1.37125
NXNL1	0.136
DHX29	0.897125
HADHB	-0.39575
PLXNB2	-0.085625
ILDR1	-1.0675
SLC15A3	1.6575
GAS2	-2.83383333333333
C20orf69	-0.176
NUMB	-0.28175
TNIP1	-0.07325
MESP1	-0.308833333333333
PSKH1	0.02675
NSFL1C	0.276125
RHOG	-0.11025
HEY1	-0.759333333333333
KNG1	-1.413625
ITGAX	1.3205
LIN9	0.0113333333333333
CANT1	0.064375
XRN1	0.5495
CCDC96	1.2572
HEATR6	-0.9885
GNG7	-0.71525
RUNX2	-0.2120625
SOX1	0.019
FCRL5	0.0932
ZNF99	0.357125
FAM9A	0.6475
SNX22	0.302333333333333
MBNL3	-1.98483333333333
ODC1	-2.2381
ADORA2B	-3.16883333333333
NR2F6	0.10225
ZFYVE16	0.758666666666667
SYNJ2BP	0.4813
POLE	-1.040875
E2F2	-1.4165
THRA	1.36383333333333
PTGES2	-0.621333333333333
HIP1R	0.834
TMUB1	-1.12366666666667
ENO3	-2.17025
RSPH10B	-0.0525
CXorf39	1.1055
IRGC	0.05025
GPR109B	-1.6755
FLJ13305	-0.812
LCE3A	-0.9705
TNFRSF18	-1.79383333333333
DET1	0.49
TRPM3	-0.0660833333333333
C16orf79	-0.8585
FECH	0.554166666666667
RAP2A	0.176833333333333
CRIP1	1.15533333333333
AZIN1	-0.19075
SLC7A7	3.198
IL10RA	0.9641
TMEM64	-3.32375
CDC42EP4	0.6109
C16orf58	0.045
ARG2	-2.34025
POU5F1P4	-4.78325
FAM62B	-0.3505
DNAH8	-2.26655555555556
ASH2L	0.00587499999999999
TSLP	-3.92483333333333
CNTNAP5	0.3285
TMEM16C	-0.86825
IFNA14	0.105
SLC1A3	-0.23325
CABYR	2.0475
BCL7B	-0.2288
NUDT13	-0.485166666666667
C13orf28	0.6875
C1orf53	-0.68525
ARL6IP4	0.4405
RPL35A	-0.9275
EMR3	0.119
RAB40C	0.2135
SLC41A1	-1.43666666666667
LRCH1	-0.16925
LY6G5B	-2.753
FAM124A	-0.684
MGC10981	-3.65833333333333
CLIP3	0.0961
MAP4K2	-0.856833333333333
CHIC1	0.5565
SULF1	1.06966666666667
C20orf30	0.791142857142857
PRDM5	-0.228875
ELOVL1	-0.70825
C11orf48	-0.565375
SLC39A10	-0.269
KCNV1	0.616
ACP1	-0.550333333333333
ZMYM2	-0.021125
B3GNT6	0.0396666666666667
C9orf69	-0.60425
C2orf15	1.189
C20orf166	-1.2855
HSP90AA6P	-0.6855
EDG7	-0.504
NEURL	2.800125
LPL	0.572166666666667
CLEC2D	-0.100857142857143
GRRP1	1.373
CD8B	-2.629
HIST1H3D	-0.796833333333333
SLC6A12	0.2425
FAM27L	-0.1795
CD84	0.9951
RASA1	0.269
PHKG1	-0.7815
MAGEA11	-0.905
IMPA1	0.4197
NPM3	-2.34725
RARRES1	0.56375
SH3BP1	-0.2025
B3GNTL1	-0.4585
ARPC5L	-0.457166666666667
KLHL26	0.11325
SIM2	-1.7965
GJC1	0.267
C20orf194	-0.194
EXO1	-2.69025
SLC2A2	-1.6075
LOC285074	0.27775
LRG1	-3.267
KIRREL	-0.4385
PIK3R1	1.37614285714286
C4orf34	1.57725
MAF	-0.113833333333333
ADCY4	2.60933333333333
ZMIZ2	-0.0159
SLC46A3	0.468166666666667
STAMBP	-0.275333333333333
CCDC16	1.1335
MS4A12	0.7655
TCF20	0.11975
LRRC46	2.05425
C20orf152	0.0365
MRPS6	-0.367
ABCB11	-0.1835
KCNC2	-0.00433333333333332
CDH19	-2.3696
C9orf123	0.3165
SSH3	0.509375
LDLRAD1	-0.38
CCBE1	-0.9205
ZNF135	1.658125
TAAR1	-0.8455
WFDC12	-0.021
CCDC42	0.371333333333333
FLJ12529	-1.14075
PER1	0.691333333333333
TIMM50	-0.497666666666667
SMARCAD1	0.577833333333333
FAM26C	0.752
TP53TG3	0.191333333333333
SH3RF1	1.6907
LMCD1	2.05225
GPR63	0.096
FLJ21986	-2.301125
AIFM3	-0.17375
MICAL1	-0.189833333333333
BLZF1	1.705
IQCA	3.5235
PCDHGC3	0.3335
SAC	0.064
BCL6B	1.46383333333333
DDO	1.975
MARCO	3.0235
DCHS1	-0.5665
C1orf170	-0.835833333333333
CD200R1	0.813
C22orf15	-0.061
SEPT11	0.153
ADNP	0.213
UST	-2.1442
C13orf34	-0.941166666666667
RFFL	0.537642857142857
APBA3	0.414
C2orf60	-0.154
CUTL1	-1.0018
PMS1	-0.80375
ZNF689	0.3445
EIF3E	-0.657666666666667
IL9	0.2954
RPL31	0.0865
LY9	0.230333333333333
ATP2B3	-0.304
KDELR2	-0.121583333333333
TFCP2	0.17725
NLRP12	-0.724875
FLJ45422	0.8735
TLE4	-2.0139
ZNF570	0.1325
FLJ43806	-0.6145
TLK2	-0.24
CIR	0.89875
MARS2	0.379
COL24A1	0.4565
SDF2L1	-0.535
HIBADH	-0.551666666666667
IGFBP3	-2.96057142857143
C12orf23	1.761875
PSPC1	-0.24575
C20orf43	0.2335
TRAV20	-0.17
ARHGAP24	0.061625
KIAA1975	-1.22525
C1QA	2.8244
DNTT	-3.6415
C10orf6	1.23041666666667
C11orf41	-1.2495
HNRPF	0.590875
COL11A1	1.9355
UBAP2	-0.055
CDKN2AIPNL	0.2875
C20orf174	2.40825
SPRED2	0.1345
PLA2G12A	0.1165
ICEBERG	-1.99333333333333
SCN10A	-0.215
C11orf65	-0.36075
GBP5	3.8255
PITPNC1	-1.22916666666667
POU3F3	-0.102
NCOA7	-0.995625
LIN7C	0.0293
LOC348840	-0.725
NKX2-2	-2.87425
ANKRD13D	-0.379625
LOC123688	-1.7825
FUT2	0.422
TAAR8	0.37
FZD4	0.370666666666667
PNMA3	-1.41783333333333
OR4L1	0.2515
WIT1	-2.68475
EXOC3L	0.99725
ATPBD4	-0.1587
KRBA1	-0.4755
UBXD6	0.34225
HOXB7	0.286
C7orf23	0.0585
UNQ338	-1.405
STAB2	-0.01175
CDC20B	1.4355
IRF9	1.83625
CENTG1	0.432833333333333
TNPO2	-0.47425
MCPH1	-0.21575
BMS1P5	-1.05575
SLC26A7	0.57925
HIST1H3J	0.81225
C9orf3	-0.6621
LBH	0.401375
MYO1D	0.6875
PTDSS2	-0.946
NFU1	0.50675
DEPDC4	-0.4675
WNT7B	-0.866
GLP2R	-0.365833333333333
SETD4	-0.4075
DYNLT3	0.0654
FKBP11	-1.53416666666667
SESTD1	0.208333333333333
FLII	-0.225
RPS16	-0.3029
CHPF	-1.08066666666667
CSNK2A1	-0.444166666666667
SUMO1P1	0.15175
FKBP6	0.863
ZNF214	1.48433333333333
TWIST1	-0.839
DDX56	-0.962166666666667
TRAM1L1	3.375
EPO	-2.66183333333333
MRPS18B	0.66425
ZNF682	-0.0855
RPL14	-0.0875
MAFF	0.27
LOC51136	0.02025
LY96	-1.10225
DDX20	-0.1695
ABTB1	0.777
ARL5A	0.1019
CCT6A	-1.768
HEPACAM	-0.782333333333333
EHHADH	-0.241333333333333
RBAK	-0.17
CGB1	-0.02425
ITGB5	0.2584
YIPF3	0.48525
FKBP2	-0.1475
NR1D1	0.9611
TMEM110	-0.1905
NEK2	-1.02016666666667
PRAMEF8	-2.8525
C20orf52	0.189833333333333
PCDHGA3	-0.715
VWA3B	-2.322
NDUFA5	-0.02475
THAP9	1.174
FLVCR2	-0.842
AP1S1	-0.948625
SMAD6	-1.513
SAV1	0.380625
SAT1	1.286375
ZNF251	0.331875
ADAMTS7	-0.4033
RPP38	0.64125
C1orf211	-2.1125
YPEL2	1.3255
RBMS1	-1.9945
ZNF445	-0.757666666666667
NRXN2	-0.212666666666667
PGBD4	-0.381714285714286
UGT2B28	-2.20275
WBSCR16	-0.6788
NLRC3	0.836
ASTL	0.101
ST6GALNAC1	-3.14
ZADH2	0.671875
MLLT4	-0.131416666666667
ARL6	1.408
MEF2C	0.448
CBFA2T3	-0.908
AFF3	1.33378571428571
COG7	0.806666666666667
MYB	-0.223666666666667
PLXNA3	0.3
XRCC2	-1.37833333333333
MMS19	-0.434125
ST8SIA5	-0.525125
CHPT1	-0.1425
KIAA1712	-0.047625
OR6X1	0.6245
ACTR3	-0.361875
UGCG	3.93183333333333
OR4P4	0.2465
ZAP70	-2.71425
LPP	0.694
ZNF485	0.737
PTPRCAP	-0.00475
IL12RB1	0.1405
ATRX	1.0831
CHST8	-1.459
C14orf109	1.0375
ARV1	1.26275
NMB	-0.771571428571429
COX5A	-0.846
EIF6	-0.3045
MPPED2	-1.8272
SEMG1	-0.7785
CHRDL1	-0.1445
TRAF3IP2	-0.515
WNK2	-0.522
LILRA4	0.900833333333333
LAMA2	1.625
PXT1	0.192
RLBP1	-2.36575
CD300C	0.35475
SLTM	0.598625
FLJ10404	-0.143
APOBEC3D	-1.7065
RENBP	-0.3175
ATXN7L1	0.465625
NID1	-1.05725
TUBGCP3	-0.42475
ITIH5	0.256166666666667
CCDC110	2.98125
C8A	-2.419
MGC87042	-1.9315
HOXC13	-2.672
TFDP2	-0.546
HCP5	2.12175
POLI	1.12425
UCN	0.336
ZNF764	1.04833333333333
C8orf45	0.30525
FHL3	-1.91675
SPATA5L1	-0.20725
MMRN2	2.1615
NDST1	0.1385
COL20A1	-0.216833333333333
ZNF248	0.0593333333333333
PELP1	0.303666666666667
MBL2	-1.98416666666667
RNF41	0.73075
C5orf24	1.118625
THOC5	-0.755625
SERINC3	1.19533333333333
RP11-151A6.2	-0.58575
CDCP2	-0.129
HIST1H2AA	0.202
C11orf75	-0.498
FKBP7	-1.54775
DDOST	-1.046
GPNMB	-1.2275
TTF2	-1.66933333333333
KCNT1	-0.200166666666667
SLC39A14	-0.247625
NGRN	0.4148
GPR137B	-0.49275
MECP2	1.040625
PSMA1	-0.967
C16orf73	-4.677
TMEM60	0.587166666666667
CSN3	1.046
NOS1	0.205666666666667
RAB7L1	-0.5745
YBX2	0.0435
KIAA1166	0.026125
FUBP3	0.740166666666667
ABCG1	1.1695
ACACA	0.0669166666666667
ARL11	-0.0571
ATOH1	0.0585
ODF1	0.032
CREB3L3	-1.71716666666667
TMEM127	0.673357142857143
DSCAML1	0.14525
PLN	0.6905
LYPLA1	0.0686666666666667
PRDM9	-1.6665
SASP	-1.11675
PLUNC	0.246
INTU	1.3985
HISPPD1	0.3195
LNPEP	0.906666666666667
YARS2	-0.326666666666667
APCDD1L	-1.644
ZCCHC4	-0.0269
FBXO22	-0.571333333333333
TTLL13	-0.481
ZNF669	0.649666666666667
PTGDR	0.882
DDX27	0.60075
KIAA0409	-0.416666666666667
GJB6	-0.078
ASB8	1.16125
PLP2	0.133833333333333
MEPE	-0.61525
OR10J5	-0.654
KRT222P	0.5015
COQ7	1.10283333333333
C1orf101	2.789
RERG	3.2847
CHMP5	0.706125
THAP11	0.611
ZNF43	0.374666666666667
ZRANB3	-1.3905
KRT13	-0.807
MRPL19	-1.35825
RBBP9	0.61
SPATA17	2.39342857142857
BXDC5	1.30383333333333
PAFAH1B1	0.00466666666666652
MAGEE1	1.85425
OSTF1	-0.496
KIAA0323	0.09725
TXNDC13	0.959166666666667
CNTN4	0.838375
LCE1B	1.353
UNQ501	1.886
ZNF154	0.86975
C3orf64	-0.084
SYT5	0.0546
PON1	-0.333333333333333
FLJ10357	-0.777375
ATP4A	-1.091
GNPDA1	-0.7575
MGAT1	0.448333333333333
C14orf121	-0.28575
SLC35B2	-0.04775
MIER3	1.33816666666667
CHEK1	-3.8185
ZNF8	0.496166666666667
TXNDC1	-0.033
CKB	-1.3873
RTN3	-0.138571428571429
FZD2	-2.198
PART1	0.320875
PSMB6	0.462
PCDHB8	-2.1085
PHC3	0.5658
PPP1R8	0.297666666666667
NOVA2	0.864333333333333
TNFRSF11B	-4.746875
GOLPH3	0.838
UBLCP1	-0.06125
SUHW3	-0.733
TTLL1	0.9985
OPN4	-0.064
OR13G1	0.794
ZPBP2	-0.235666666666667
HSD17B11	-2.240875
C9orf50	0.138
DHDDS	-0.756071428571429
CTSW	0.6845
NEFM	-2.40683333333333
MRPL28	-0.6765
SYN1	0.0126666666666667
PIGV	1.14733333333333
ZIM2	-0.73775
APBB1	-1.2025
SND1	-0.65025
C1orf123	0.116
CHD3	0.54275
BHLHB8	0.0955
RNASE2	0.262166666666667
BCAP31	0.190625
SLC25A44	0.519333333333333
CHD6	0.9354
PIB5PA	2.98915384615385
SELS	0.102
LOC541471	-1.71725
FAT2	-0.4255
ZNF81	0.307
OR4C16	0.2685
FLJ10081	0.4997
LRRC4	0.34375
CS	-0.454166666666667
N4BP2	0.32625
IGFBP7	0.98625
ZNF318	0.640416666666667
NDNL2	0.730375
ZNF609	0.602375
SIRT4	-0.6365
EXOSC10	-0.55875
ECE2	-0.1975
OVGP1	2.4075
GTPBP3	-0.93525
PACS2	0.3134
C19orf36	0.7175
ARL4C	-1.834625
ATG4B	-0.1485
UBQLNL	0.718
RHOXF2B	-3.585
PLEKHG2	-2.118
GALR1	-0.498
AQP4	0.385666666666667
HDAC7A	0.029
DCUN1D3	0.57875
OR8A1	-0.1675
CCRN4L	0.768125
CBR4	-0.7105
KIFC1	-1.87433333333333
SLC7A14	-1.34866666666667
LHX5	-0.102
TRPC7	0.075
LPXN	-1.06625
SERPINA1	-2.651625
RPS13	-1.2818
BPIL3	0.137
PRKAA1	-2.05475
FADS2	-0.8958
ENAH	-0.315875
PRO1768	0.1505
APBA2BP	0.84475
LIPH	-1.35983333333333
C3orf33	-0.76425
RCC2	-0.837571428571429
ALDH1A2	-2.8969
RNF103	2.3665
AHCY	-0.29825
ALG12	0.0375
CCL17	1.2895
ZNF543	1.92316666666667
ESRRG	1.423
CNGA1	-0.3415
RDH5	-0.474666666666667
OTX1	-0.9594
PTGFR	-1.75366666666667
CDR2	0.97025
SELE	2.29175
NLGN2	-1.0565
EXOSC9	-0.42975
ZNF566	0.450333333333333
KLRC2	-1.998
GPR12	0.583
KIAA0196	0.81375
PDRG1	-0.45575
SSR3	-0.852642857142857
MSI1	-0.8745
CST9	2.586
CC2D1A	0.23375
PLAGL1	-1.05494444444444
ZNF778	0.8895
RNF2	1.26225
KLF6	0.3815
THBD	0.582166666666667
tcag7.1314	2.88525
NR5A1	-0.128666666666667
ABCD2	-0.5835
DNAJC7	0.073
CLEC4C	0.0805
TM2D3	0.675375
CCDC4	-0.6825
PLAC2	-2.983
DCD	-0.187
FAAH	1.74625
POLA1	0.160666666666667
TM7SF2	-0.73075
FLJ39822	0.171833333333333
FLOT2	0.183875
MAP4K1	-0.69
SRP68	0.213875
C21orf74	0.161
ARPC5	0.519
LOC126075	1.3365
HECW2	0.359375
ZDHHC4	-0.138
ANKRD42	1.6765
PDE9A	-1.43066666666667
ABCA8	0.62325
NDUFS2	0.52425
UBR5	0.34275
BTBD16	-2.68775
LOC554174	-0.157
ZNF20	1.1965
KIAA1843	0.6755
WDR17	1.891625
C15orf33	0.821
RNF113A	0.591
CAMKK1	-0.5219
CLCN2	-0.4005
ANXA6	1.842
LOC340069	0.746
EMID1	-0.904875
DPM3	0.490666666666667
ELA1	-0.1375
SLC25A13	-1.8621
KRT24	0.0555
SMPD1	-1.02116666666667
TH	-0.32225
COL6A2	-1.586
ANKS1B	1.474
GPR126	-3.0446
ZC3H12A	0.150333333333333
TMEM47	-0.9115
C2orf51	-0.376166666666667
C1orf88	3.27466666666667
HSF2BP	-0.60725
AKAP10	0.90475
RPAP3	0.5775
KLHDC8B	-0.386
STOM	-0.8677
MUPCDH	-0.034125
C10orf72	-0.45225
PLEKHA3	1.05075
TCP11L1	-0.62525
CWF19L1	-0.13475
SPEF1	2.12476923076923
YSK4	0.95575
ELN	0.3829
SAMD8	0.520833333333333
MPI	-1.30816666666667
MEPCE	0.1506
ABCC3	-0.694875
NANOGP1	-2.356
