Hybridization REF	TCGA-A8-A09I-01A-22R-A034-07
LIMK1	0.5445
PIGC	0.6215
B4GALT5	0.9362
LOC339524	0.7795
LRAT	-0.745416666666667
IL18R1	1.36
CXorf52	-1.35816666666667
AKAP11	0.03525
GLB1	0.951875
BCL10	-0.340833333333333
MARCH11	-2.60925
PLAC1L	-0.36325
DTX3	0.251333333333333
EPHA10	1.07716666666667
ARMCX4	0.0115
CTXN3	-0.00425000000000002
MOCS2	-0.23975
USP28	-1.65125
HCRT	0.1055
CYBRD1	2.2076
REG3A	0.3015
RGS7BP	0.511
PARP9	3.61525
SEPT6	-1.0402
MMP10	3.748875
OR2Z1	0.9035
OBP2B	1.36633333333333
TCN2	1.13066666666667
CDA	-1.5915
TMEM88	-0.190833333333333
ZFY	-1.0965
SLC25A41	-0.72375
CHRNG	0.736166666666667
TAS2R50	0.289
DEFB129	0.4595
CYFIP2	-1.8758
TEX11	1.49
SPATA8	-0.255166666666667
MAP3K11	0.572833333333333
CEBPE	1.0615
OLIG2	-2.369
DNAI2	-0.1205
C14orf106	-0.052
APRT	0.58
AMIGO2	-1.0365
TMEM26	-0.425
RALBP1	0.2495
TSPYL6	0.053
EVPL	1.47266666666667
PVRL4	4.27666666666667
C2orf30	0.1445
ITIH4	-0.53375
ADARB2	0.582
C1orf104	1.294
PIM2	-1.45783333333333
REGL	-0.11
SLC17A5	0.215333333333333
PIPOX	-2.0995
INSIG1	-1.05533333333333
SYNGR1	0.411333333333333
TEX15	-3.31416666666667
REPIN1	-0.110333333333333
PDE4A	2.1805
CAPZB	0.011
YPEL3	0.004
C14orf100	0.556875
GINS2	-0.085
C18orf21	0.0518333333333333
CYP1B1	-0.771625
VISA	-0.0281
XYLT1	-1.6885
ZNF440	0.299
BRWD1	0.1905
GOLPH3L	1.666875
C11orf77	1.1245
ZBTB17	-0.21675
SLC19A2	0.90325
C6orf134	0.42475
C9	-0.61875
ART5	-1.63875
ARTN	0.924
TMTC2	2.483
GNRH2	0.273
STEAP1	-0.9834
RPL39L	-0.783166666666667
FLJ10292	-0.189833333333333
RLF	-1.6275
NAT14	0.0485
RRN3	0.63525
C11orf16	1.08683333333333
C3orf14	-0.063
TEX264	0.384666666666667
C22orf28	0.223875
C20orf175	-1.009
XPNPEP2	0.391333333333333
PDE6A	-0.84125
SPIB	0.4815
TBCB	0.6015
SLC5A11	-0.95325
ADRA2C	1.11683333333333
DHCR24	0.0430833333333333
MEF2D	0.798
C6orf114	1.76675
ZPLD1	1.145
MYO1B	-0.384083333333333
VAMP8	2.580875
ANKRA2	0.397916666666667
C11orf42	0.6155
TAS2R60	0.788
PANX1	2.416875
C12orf42	-0.241166666666667
RCBTB1	0.73925
FGL2	6.16825
CEP70	-0.22
WASL	0.5105
SEPT14	0.6455
DCHS2	-0.17975
CYBA	-1.3375
ARHGAP11A	-1.45466666666667
MPZL2	-1.107
KIAA1881	1.75433333333333
ANXA1	-0.9387
AFF1	0.3596875
FRMD3	-0.2965
SUSD5	0.184
C9orf32	-0.8525
RASSF7	0.911375
KIR2DL2	0.305
SENP1	-0.328333333333333
C20orf195	-0.339
C3orf44	-0.20075
KRTAP9-3	0.5975
ZFP28	0.768875
PLCB2	0.514
TXNDC15	0.63375
CALR3	0.5445
HLTF	0.735857142857143
C17orf67	-1.86425
NDUFA6	1.14825
PKP1	-0.87125
HMG20B	0.149
GPR180	-0.7628
BAI3	-0.65475
NOSIP	0.0623
TRIM23	0.527875
ARL1	0.752571428571429
CDK5RAP2	-0.653
SSH2	-0.647833333333333
KCTD15	-0.432833333333333
FTHL17	0.5025
AK3	-0.687333333333333
RAB3C	-0.882
PAX4	0.209125
KDELC2	-1.2445
BIK	3.6745
KIAA1553	-0.46925
CEP135	-0.261
NANOG	-3.85366666666667
TRIM22	3.10716666666667
CDH13	-1.86633333333333
B4GALNT4	0.2985
MDGA2	-0.3495
SAMD3	2.1635
OR1E1	0.022
TAS2R10	-1.5335
FASN	0.867
GPR116	2.8448
ZNF219	0.00116666666666667
CD33	-1.135875
RAB3GAP1	0.404
H1FOO	0.112
NXPH3	0.23675
CROCC	-0.400833333333333
GPX7	-0.161875
BASP1	-1.2881
STAM	-0.014
TBK1	0.02225
STX2	0.018
RPL29	-1.5545
NR1H3	1.054
MPPE1	0.671375
PHACTR3	-1.83275
SLC44A2	1.574625
C10orf109	0.022
CLCN6	-1.49525
C16orf59	-0.89125
SQSTM1	1.432
AADAC	-1.00275
LRRC8C	-0.266625
BIN3	-1.2139
HPS6	1.04775
MAN2A2	-0.4845
GABPB2	0.1705
KCND1	-0.67125
PTPN11	0.0973571428571429
ZNF274	-0.97775
ATF3	-0.4775
C7orf26	0.03975
C1QL3	0.0395
WDR54	-1.168
FLJ40869	-0.574333333333333
ZNF397	0.586625
MLL	-0.3762
TTLL6	-0.3815
ANKRD15	-1.16466666666667
KIAA1958	-1.02975
C1orf218	3.36425
ZDHHC16	0.89975
DDX47	-1.1535
EVI5L	0.0271666666666667
GDF6	-5.697
TAPBPL	0.829333333333333
BTG1	0.9451
DPP4	-0.055375
KLHL23	-1.7615
APOC3	-3.81825
BTBD12	0.669
CNOT4	-0.1010625
HIST1H3I	0.705833333333333
OR5H1	0.274
APEH	-0.321875
TRY1	0.1895
SLC26A8	0.4285
KCNA2	-0.493166666666667
TMEM159	2.52475
C6orf81	-0.3555
PCYT1A	1.24683333333333
C6orf157	-0.13975
BRMS1	1.34075
CHST1	2.389
LGALS1	1.581625
TAF1B	0.115
FLJ40504	0.26325
GPR173	0.5365
COL15A1	1.1115
CASP10	0.6415
PCMT1	0.0162857142857143
HDAC5	-0.4767
LOC641367	0.58725
EVC2	-0.09
SGPL1	1.21766666666667
GON4L	0.614214285714286
AFG3L2	-0.0055
C5orf15	0.0716666666666667
UBXD1	0.3173
LILRB4	1.62183333333333
GSTA4	0.975333333333333
ADIG	0.275
GRIPAP1	0.309
HIST1H3B	-0.166833333333333
BTRC	0.790666666666667
USP49	-1.389
IQCH	0.513
ACBD6	0.88025
YEATS2	-1.02875
CABP5	-0.04275
TRIM3	1.5335
HNRPM	0.03975
FGG	-4.463
C18orf16	-0.03375
CLEC2B	-0.64025
PQBP1	-0.011
JTB	1.0905
REST	1.4475
SLC8A3	-1.1335
TMEM16H	0.433
MRPL47	0.141125
EVI1	1.0247
MUC1	3.28675
TEAD3	0.858
STOML1	0.39275
USP24	-1.3179
PNMA5	-1.51475
MAEL	-0.136833333333333
LBP	0.4146
HSD17B4	0.385375
SEC31B	-2.3045
IDH2	0.4945
SFRS16	-0.744125
AICDA	0.9325
RNF180	-0.8395
C1orf56	0.795166666666667
FLJ10324	-0.297166666666667
GPR148	1.3285
MEF2A	0.22175
ASF1B	-0.764166666666667
HTN3	-0.42425
RNF215	0.936
SLC4A3	1.05016666666667
ADAMTS9	-0.8081
C9orf66	1.45083333333333
FOXD3	0.6975
GSDM1	0.66975
IFITM5	0.872
PODXL2	-0.841333333333333
C1orf176	-0.0375
RPS3	0.3785
hCG_2004593	-0.042
COL21A1	-0.81875
NTNG2	0.833833333333333
RAI14	-0.980833333333333
P76	1.24525
LRFN3	0.948625
FAM14B	0.040375
FKBP14	-0.82925
TNNI3	-3.11683333333333
HOXB3	2.18225
SGCB	0.282
PPAPDC3	-0.4125
FRAT1	1.34866666666667
MORN1	0.2415
ARHGEF2	0.20725
BNIP2	-0.248
DHX30	-0.681
EEFSEC	-0.3445
FGF20	-0.482
FLJ38973	0.927214285714286
PLCH2	0.243
CCNG2	2.4215
PSPN	0.3525
WDR88	-0.095
HOXB13	0.6625
MTMR8	-1.6355
SPAM1	-0.509
PPP2R1B	-0.87525
TANC1	1.201375
CNN3	-0.1138
CHGA	-0.2305
C9orf128	3.48675
CACNA1B	1.02833333333333
MMAB	-0.147
RHOA	0.478583333333333
RAPGEFL1	3.39975
SLC1A5	-0.248166666666667
CALCA	-0.04575
SYCP1	1.3355
CXCL11	6.9835
GFI1B	-1.8785
PSCD1	0.144333333333333
C11orf58	0.0861666666666667
MGC45438	-1.563
NUDT18	0.3455
ASB3	-1.21
ZP1	-3.522
LPPR2	0.6841
ZNF527	0.784333333333333
ZNF771	0.7285
TTBK2	-0.34975
TRIM55	-1.24925
GJB3	-0.797
PRSS35	-1.7065
SCRG1	-1.8745
ZDHHC24	1.1995
DUSP26	-0.93075
C1orf51	-0.473125
DNAJC3	0.031
LITAF	1.265
ZNF410	0.10075
AFP	-4.94133333333333
ZW10	-1.76325
PHOX2B	1.039
VILL	-0.3735
ELOVL7	0.417375
LOC644186	5.1945
PPP3CC	-0.8435
CHST13	-2.17425
WDR40B	0.087
MEA1	0.302
HILS1	-1.81375
DLX6	-3.1455
NKG7	2.8565
EMP1	-0.05325
ACTR6	0.59325
CHCHD7	-0.774714285714286
COG2	1.5086
TCEA2	0.0833
TARS	-1.0545
FLJ20294	0.186
ZNF92	0.38925
TRAPPC2L	0.284
ARHGAP28	-0.934875
CCDC109B	1.46375
LGTN	-0.494166666666667
INGX	0.0128333333333333
LOC124446	0.8205
RPS2	-0.1935
C17orf75	0.695333333333333
NBPF1	-1.9845
SLC2A8	-0.0765
SNRPE	0.15925
CARD6	-0.50975
IL13RA2	-1.26425
CUEDC2	0.182375
C4orf19	1.69725
AOC3	0.254125
MTHFD2	-0.146333333333333
OR5M9	0.511
C4orf38	0.0758333333333333
SS18L2	0.20025
OAS3	3.22083333333333
LARGE	0.3845
LRIG3	-0.786666666666667
LIMA1	1.31775
STARD3	3.43283333333333
VPS39	0.6235
CTAGE6	0.9285
ODAM	-2.54525
MORF4L2	0.18775
GSTO2	2.874
MTFMT	-0.59625
PRKAB2	-0.634928571428571
ZNF76	0.2845
HSPB2	2.9275
CRB2	-0.79975
KLRK1	-2.046
LYST	0.0125
UBE2M	-0.664333333333333
SLC16A9	-2.908
ZNF281	1.0205
ST8SIA1	-1.25425
C9orf105	-0.7235
ANKRD46	-0.13875
FAM108A3	0.3635
C20orf91	-0.12425
ZYX	0.231833333333333
RSPH1	2.91
ZSCAN5	-0.6815
RIMS3	-1.97616666666667
KRT76	0.3015
CEACAM4	0.7595
SIRPB1	0.7275
CFHR4	2.089
SOX3	-0.719666666666667
GATAD1	-1.13075
C21orf57	-0.52325
TMC8	-0.543333333333333
AVIL	1.04416666666667
LMOD1	2.873
HIGD1A	0.584875
NEU3	0.325
DES	-0.388125
BZW1	-0.4401
ZNF221	0.191
CCDC27	-0.011
GDAP1	0.22775
RBBP4	-0.81875
MGC40499	0.0595
PHKA1	-0.11075
PRKAR1A	0.880611111111111
HSD3B1	-0.42575
RAD52	-1.16816666666667
CD207	1.069
LOC389791	0.809
RSPO1	0.4265
TMEPAI	1.62225
MFSD2	2.290875
ETV4	-1.44816666666667
SCGN	-0.852
LOC391356	-0.00275
MPP1	-0.975625
STARD3NL	-0.2
TFAP2D	-0.6525
CD2AP	0.699875
CCL20	-4.64683333333333
CCDC86	-1.543
ZFP30	0.00874999999999995
CTBP1	0.0834166666666667
MAK10	0.479833333333333
STXBP5	-1.51566666666667
LOR	0.5345
MAP6D1	0.22
ARMC7	0.4255
TMEM150	1.1195
NSL1	0.1135
KIF5A	-1.18825
ASCC2	0.442833333333333
PSENEN	0.805
OPTC	-0.2025
FCRL2	0.776333333333333
KBTBD11	-0.418875
PCK1	-2.5225
CENTD3	-1.959
MEGF8	-1.33575
ALPPL2	-0.10075
OBFC2B	-0.0951666666666667
ZFYVE20	0.311375
GALC	0.94
CTRB2	0.32675
C20orf71	-0.00960000000000001
TBKBP1	0.4155
CAMLG	0.56475
TREML4	-0.224
RSAD1	1.88975
TUBA3D	-0.5756
KIAA1833	0.538625
PNPLA1	0.7915
LRRC34	-1.5345
CDH26	-0.318166666666667
ZNF167	0.186666666666667
ZBTB26	-1.1175
VWF	3.4832
VTN	-1.11316666666667
BAD	0.193
PDS5B	0.0130833333333333
ZNF644	0.255083333333333
SH3GLB2	-0.091375
SMPDL3A	-0.0714
NRG2	-1.15725
IL15	1.75266666666667
GABARAPL1	-0.645833333333333
LAT2	0.5706
SLCO1A2	-2.2125
LIG4	-0.502583333333333
GSDMDC1	1.388625
BMP4	0.643125
METT10D	0.1745
SYCE1	0.12375
SPANXD	-5.55
SLC12A9	-0.165833333333333
MC1R	-0.6185
RNF168	-0.299
TRIM69	1.0545
GALNT7	1.129
ISG20L2	1.03175
KIAA2026	0.053
TNFAIP8L1	-0.2005
DPY19L2	-1.688
C12orf63	0.6095
PRDX5	-0.233625
MED6	-0.660875
TXNDC5	-0.769125
CD46	1.46466666666667
CCK	-3.0925
C17orf48	-0.646
ANUBL1	-0.43925
SIT1	-0.381666666666667
TYSND1	0.311
DEF6	0.379
GLT8D4	-0.083
UTP14A	0.64425
RPH3AL	2.001
NXF1	-0.451833333333333
TRERF1	1.1495
TUBB3	-0.397375
SLC24A2	1.0825
SEC22B	-0.00816666666666666
ZNF653	0.64175
GGTL3	-1.05008333333333
CDKL2	0.64275
CTF8	0.37075
EPC1	0.577333333333333
CYP4A11	-0.174333333333333
THRSP	1.71333333333333
LELP1	0.139166666666667
TES	0.74175
C17orf87	2.7775
FERD3L	0.144
SH3TC1	-0.4595
RAB36	-1.1395
CRYGB	-0.3355
GRIA3	1.862
BHLHB9	-0.77575
C1QTNF9	2.06275
GOPC	0.070875
PNPLA8	-0.528166666666667
ZNF444	0.27275
FMO1	3.90575
POLR3C	0.27775
SLC35F3	-2.2515
SGCG	-3.58383333333333
DCDC2	-2.45233333333333
NANP	0.498
MGC23270	-0.44
BEX4	-0.852416666666667
HYDIN	0.1396
RPS6KB2	0.485
ADRM1	0.38675
BAT3	-0.37975
RAB31	0.3191875
SCGB2A1	6.998125
SLC6A14	-4.411125
DDX4	-1.36075
PRRC1	0.978333333333333
AP3B2	-1.56466666666667
TRGV7	-0.147166666666667
TMEM184B	2.14925
ADPRHL1	0.832333333333333
C21orf45	0.126
ARNTL	0.30575
AADAT	-1.6455
CCL2	2.66066666666667
SNTB2	-0.2305
RGS9BP	1.22325
KPNA1	0.712
TMEM41B	-1.26216666666667
S100A11	1.10675
DOT1L	-0.8645
EFHC2	0.315875
CLTC	3.24816666666667
SRP9	1.29357142857143
ZNF521	-0.93425
FAM26F	0.96825
GPR88	0.00716666666666667
COL13A1	-0.429166666666667
CHMP4B	0.055
SIGLEC6	0.157166666666667
NFAM1	1.141
PVRL2	1.0735
ALKBH4	-0.736
CCDC93	-0.896875
NXT1	0.51775
KCNK4	0.403
TROAP	-0.436333333333333
KCNA10	0.20225
CCDC114	0.3855
RAN	0.155416666666667
LMTK2	-0.0795
LOC400657	-0.31
UFC1	0.9675
UBE1DC1	-0.2385
EEF1A1	-0.591055555555556
CHAC1	-0.243
HMGA2	-6.1014
B3GALTL	-1.3075
ING2	-0.191
C1orf109	-1.06675
INTS3	1.013875
ZNF558	-0.04375
TRPM4	1.814
LTB4R	-0.898
ISYNA1	0.13025
LSM7	-0.12375
LRRC47	-0.2983125
ZNF179	-1.3575
EXDL1	0.105
SLC4A10	-0.146375
ACSS2	-0.195833333333333
COPS7B	-0.585
KIAA0040	2.39383333333333
C1orf95	0.444
AP1GBP1	-0.5145
OR9A2	0.036
FAM71C	0.176
RIN1	-0.893
ITGA4	-2.2065
DNAJC6	-0.540333333333333
CLOCK	1.07683333333333
SLC35A4	0.8025
DSG4	-0.065
LOC26010	-0.03625
NSUN2	-0.0705
TMEM86B	-1.3643
C14orf135	-0.74425
KIFC3	-1.54483333333333
PHF5A	0.40025
NCAPH	-0.508875
STK11IP	0.13675
FLJ42953	1.404375
CCDC19	3.42
ZNF329	-0.907125
TAX1BP1	-0.381666666666667
ZDHHC18	0.0065
C10orf88	0.26975
TMBIM4	1.5052
NMUR1	-0.319
KIR2DS4	0.529875
C9orf90	-0.221375
MGC87631	-0.8845
KDR	2.7104
ST3GAL2	-1.400125
RLN2	0.0305
HPD	-3.6555
MOXD1	-3.10283333333333
PDGFRL	1.45866666666667
SMYD4	-0.991538461538461
FAM103A1	0.444833333333333
MFAP4	-1.58816666666667
LOC285141	1.8285
TMEM45B	-0.94425
SMCR7L	-0.311571428571429
GZMH	3.8395
CBLN1	-3.7015
CNNM1	-1.00525
PHF17	-1.79508333333333
NUP98	-0.629666666666667
RMI1	0.3495
PTPRS	-0.3755
ANKRD57	-0.593875
CLDN15	-1.18516666666667
OR51A2	0.1465
GUCA2B	0.7945
DOCK9	0.47475
ITGB1BP1	-0.270833333333333
DLG2	0.762875
BRAP	-0.341
SESN3	-1.429
ZC3H7B	-0.02125
FAM101A	2.79633333333333
FKSG24	-0.1465
ZYG11B	-0.532375
RFC2	-0.42075
SH2D3A	0.771833333333333
DVL3	-0.0165
ADFP	-0.436166666666667
KRIT1	-1.074875
SERTAD3	1.51516666666667
LEFTY2	-3.60525
KRT27	-1.029
SCFD2	0.02425
MN1	-1.311
RORA	-0.0785
PTPRD	0.198
PIAS2	-0.0468333333333333
CYP4X1	5.236
FBXL15	0.3755
MYH15	0.639166666666667
CRX	0.221
TBC1D13	-0.47525
SLC22A17	1.38516666666667
PLK2	1.652
ARHGAP9	1.27325
EIF1B	-0.0815
C20orf185	0.3765
DEFA7P	0.449
PRIM1	-1.36783333333333
CRYAA	-2.32175
BACE1	-1.00425
AGTRL1	0.833
ACAD9	-0.224625
GRASP	-0.063
RBP4	-3.63766666666667
TFB2M	-0.0705
METTL9	-0.6719
ATP5O	-0.784
SP100	0.8374
CPSF1	-0.286166666666667
S100A4	-0.90575
LIME1	-0.9755
GPR137C	0.061
OR2A2	-0.345
C2orf29	0.17125
NUP188	-0.663
SDPR	-2.9685
RAI1	-0.27725
RPS20	-0.502
LAMB1	-1.53075
ADM2	3.68333333333333
ZNF229	-0.25225
DKFZp434K1815	-1.14075
EPN3	4.96733333333333
CLIC3	-0.10375
MEIG1	-1.2515
HMGB4	-0.36175
STARD10	1.5685
KLF8	1.3215
EPB41L2	-1.72666666666667
JMJD6	0.1835
CTSL1	0.7285
GPR27	0.431
ELAVL4	1.325
MMP21	0.7985
PPM1B	0.460375
SUV39H1	-0.4095
AAMP	0.4025
TUSC4	0.182
MBD6	0.664
KLK13	-1.73275
FMNL3	0.256333333333333
TRIM13	0.331833333333333
C15orf5	-1.45325
IQCF1	-0.123375
CACNG8	0.4945
SLC35D3	0.500166666666667
ZDHHC9	0.443
ODF3L1	0.312
C9orf86	-0.283
TSEN2	-0.53975
C17orf64	2.589
SEPX1	0.8272
TSPO	0.572666666666667
SYMPK	-0.088
ADORA1	0.48875
TSPAN10	0.846875
SEMA6C	0.1305
RTTN	0.114
IL2	-0.0311666666666667
ARRDC3	-1.36841666666667
TBPL1	-1.00533333333333
STX12	0.29775
MRPL39	-1.59075
OR8H3	0.1905
IFIT5	2.6785
CASC5	-0.568875
FAM46A	-0.844666666666667
HPCAL1	-0.043875
CYLC1	0.176
VGLL2	0.069875
C20orf191	0.08825
CDH1	2.28866666666667
ITPA	0.193
CCDC101	0.04425
D15Wsu75e	1.033
EDA	-2.11725
CREG1	0.1275
OR7G2	0.75
SAP18	0.72275
IFIT1	4.29775
CALML3	1.475
FLJ37440	1.0815
FNDC5	-0.47975
SERPINB6	0.649357142857143
JUNB	1.4105
SYS1	1.91575
SCN2A	2.6775
ZKSCAN5	-1.1089
WNT7A	0.032
TSHZ3	1.781
RNF148	0.34575
H6PD	0.171375
CAD	-0.403833333333333
ZNF449	0.18925
DOCK10	-0.226
FAIM2	0.0678333333333333
HEXDC	0.409
PRB1	-0.607333333333333
C14orf148	-0.1815
ETHE1	0.3245
IRF5	1.0273
GNMT	-0.166666666666667
MGC16291	-2.79625
RPAIN	-0.818285714285714
CAGE1	0.2215
CNTNAP3	-4.40625
ACTR1B	-0.16525
EEF1E1	-1.391
MSX1	-1.150625
ESF1	-0.1249
HSPC171	1.09575
MRPL2	-0.591166666666667
RDH12	0.172666666666667
CELP	-0.2285
METRNL	-0.1235
C10orf116	4.047
C19orf48	-0.806
ZNF346	-0.252625
NCR1	-0.373
C10orf64	1.063
CD52	0.8825
VPS18	1.134375
AP4S1	-0.171666666666667
NPBWR1	1.0825
TPK1	2.6835
UBA52	-0.683444444444445
RIPK1	0.843
CPNE3	0.963
HSPC159	0.415625
C8orf38	1.059
LRRC4B	-0.1385
PARP10	1.3928
ANKRD50	1.244375
CXCL9	7.262
FGF18	0.019
EIF2A	-0.88875
SLC20A2	0.909666666666667
KIAA1549	-1.05516666666667
SPINT1	2.7498
ZNF584	-0.9885
CRBN	0.0953333333333333
ABCF3	0.163333333333333
NCBP1	-0.438833333333333
PLA2G4F	1.36583333333333
PCDH10	-0.345125
TTC21A	1.5625
C20orf144	0.73
FGFR1OP2	-0.175333333333333
SLC9A1	0.3398
CHRND	0.3795
FOXF1	-3.64275
KIAA1467	0.472
TPO	-0.331
LTF	1.85535714285714
DNAJB9	-0.598
MRPS27	-0.78525
bA16L21.2.1	-0.59275
WBP2	0.336833333333333
MRGPRX3	-2.39816666666667
PRPF18	0.361
C10orf58	0.52725
SMOC1	-3.2172
ADAT3	0.511833333333333
TMEM138	0.83875
TMEM131	-0.078
TIMM8B	-0.4075
MYH7	-0.5245
ST6GAL2	1.04475
KIF1C	-0.38075
SUHW2	-2.1825
PAPSS1	0.22
CABP2	-0.014
HOXA4	-2.2305
ELF2	-0.04625
SEMA3D	0.7738
MC5R	1.307
OGFR	0.7625
FLJ30092	0.829166666666667
TGFA	-0.3889
MMP17	0.91875
KIF15	-1.5955
CHIA	0.5835
CATSPER3	1.38425
CEACAM7	3.02866666666667
PADI2	1.9425
HOXA9	0.1825
LNX2	0.984
TMEM144	2.8495
HIF1AN	1.2495
METTL7A	-1.3317
C6orf165	2.95116666666667
KIAA1468	0.65125
DSG3	0.267
ZNF180	0.0186666666666667
EIF4E3	1.506375
SLC46A1	1.249875
DKK1	-7.599
ZNF205	0.975833333333333
LOC162073	1.305
COX7A1	4.95275
MAGEA1	-5.462
NEDD8	0.0309166666666667
KLHDC5	0.437888888888889
C3orf19	0.639
MRPS2	-0.82725
POLR3H	0.43
ABHD11	1.7414
TMEM17	1.22375
PAIP2B	-1.302
MAT1A	-4.44525
LGI3	-0.05725
THUMPD2	0.01675
TKTL2	0.2255
XAGE3	-2.60783333333333
CALM3	0.823333333333333
C6orf136	-0.115833333333333
KCNC4	0.255833333333333
RGS9	-0.179666666666667
ACIN1	-0.0421666666666667
SPATS1	-0.3335
XKR8	-0.2665
FAM84A	2.4565
MS4A7	5.33318181818182
AGXT2L2	-0.20675
OR1F1	-0.1195
SMAP1L	-0.355083333333333
IPO11	-0.579875
ZC3H11A	0.289375
C1orf151	0.258125
RNASEH2A	-0.70925
CCR10	-1.3585
TXNDC11	0.174166666666667
TMEM112	1.819875
MAP1B	-1.13878571428571
NVL	0.27575
PKM2	-0.72715
ARC	-0.8705
NUP54	-0.8345
PPFIBP2	1.3275
STAT2	2.01775
PTAFR	2.75866666666667
ROBO2	2.394375
RNF40	0.438
CCDC135	-0.6495
IFT81	-0.6307
MORF4	0.2065
TM7SF3	0.120375
OR10H3	0.7955
ABP1	2.41375
CHRD	0.71075
PLEKHA8	0.956
NCALD	0.89825
OR5AK2	0.5705
ACCN1	0.0191666666666667
SLITRK1	-0.4455
ARMET	0.45825
C9orf52	1.0275
REEP4	-0.88325
MTSS1	3.13225
ADH1B	1.81766666666667
DLD	-0.97025
CDK5	-0.2795
PPFIA1	0.729375
WFDC3	1.222
DNAJB12	0.857357142857143
RANGRF	-1.1175
MLANA	-5.00875
AMY2B	-0.53325
KIAA0319	-0.404375
RPS7	-1.005
JAK3	-0.0457
ARFGEF1	0.46125
CXCL5	0.533666666666667
TRAPPC4	-0.55475
CETN2	0.75575
HSPC111	-0.4985
RHOBTB3	-1.4338
PHLPP	-0.8455
RGS10	1.6355
TMEM58	0.8515
CHERP	-0.52975
HSP90AB3P	0.0095
FSTL3	0.168
PEX11A	0.72175
OR5V1	0.6115
FCN3	3.2355
PTPN3	1.14175
NPTX1	-5.109125
C21orf84	-0.726
C11orf51	0.254875
ZBED2	3.3165
FLJ90757	0.6515
NPY2R	0.2255
PLD3	0.4935
SYT17	2.783
SGSM2	-0.75725
OR1A2	0.34875
FOXP1	0.894625
SLC5A1	0.2105
POFUT1	-0.2574
EPHB6	-2.96433333333333
MYO1G	-0.727125
STAC	-1.7082
KLHL17	-0.205833333333333
RGMA	-0.1783
TJP2	-0.2666
FAM114A1	-0.0908333333333333
SERINC1	0.81825
SLC9A8	0.804625
PEX19	1.053625
EDN2	0.45575
PSMD7	-0.130666666666667
C3orf41	-2.82075
UQCR	-0.0885
PPP1R3C	-1.854
LRP4	-3.3305
TM2D1	-0.662
TTC17	0.1484375
C4BPB	-4.714625
CCL25	0.459
ZNF253	0.0118333333333333
CHRNA9	-4.44525
SOX11	-1.876625
HIVEP3	0.8235
CGN	1.88275
C3orf35	-0.098375
PKD2L1	4.0705
SYVN1	0.046375
PDE8B	-2.163375
LOC439951	0.78575
LTC4S	1.87
MIF4GD	1.17683333333333
SMARCA2	0.79
TUBGCP6	-0.297
CABLES1	0.52325
C16orf77	0.4085
ZNF791	0.14875
FUT5	-0.3985
ADH6	-2.55433333333333
P4HB	0.396
CLDND2	-2.3005
ALKBH8	-0.07275
PLAC4	-1.249
F11R	1.77557142857143
MGC35295	0.0123333333333333
PDZD4	-0.158
LOC389073	-0.4105
FAM80B	-0.276833333333333
PSMB1	0.02225
TXN	-0.027
VIPR1	1.454
WBSCR18	0.0746
EXOSC6	0.710166666666667
ACTA2	3.5405
SP5	-1.15308333333333
ANKRD1	-2.95825
DDR1	2.0295
ATP6V1D	-0.3415
PTGS1	-1.52783333333333
RNF157	-1.897
DCC	0.341
SPAG7	-0.16375
FBXO18	0.0635
UBE3C	0.1328
HOXC6	1.7235
LRP2BP	-0.656
MYST2	-0.16025
PDSS2	-0.2185
ATE1	1.20875
ARAF	0.44525
KLF10	-0.26875
PLA2G2E	0.21225
ASCL1	-1.2615
TSNAXIP1	1.442
FAM131B	-0.3225
IFNA10	0.2075
NUP43	-0.40625
FAM44B	-0.37925
L1TD1	-5.28183333333333
NMD3	-0.956416666666667
C18orf54	-0.1784
PHOSPHO1	0.4245
RAG2	-1.3495
EMILIN3	-0.17
METTL3	-0.65975
VPS13C	0.143125
REXO2	-1.98075
ANXA4	0.0685
CA1	-1.95825
DCP1B	-0.093
TULP3	-0.645
ATP2A2	0.171642857142857
ATIC	-0.41
ADAM15	0.127
NPL	1.62783333333333
LGR4	-1.68325
UEVLD	0.312
GAB1	1.421
SNAI2	-0.557
ZGPAT	0.1989
SNF1LK	-0.157625
DLEU1	-1.1765
UBE2Q1	0.499
ZMYM6	-0.3526875
JPH3	-1.2415
FAM38A	0.41225
PXK	-0.204833333333333
DENND2D	2.08075
BAX	-0.662333333333333
CP	-2.09918181818182
RPL37	-0.6678
G6PC3	0.184625
NCOA4	-0.478333333333333
LRRC14	0.83375
GORASP1	0.89
FCHO2	1.17725
CYP24A1	-4.1673
FXYD3	2.3065
SMARCAL1	0.518
ABCB8	0.179166666666667
CCDC44	1.1095
PRDM7	-4.12925
USH1C	-1.635
DNAH5	0.500333333333333
SRF	0.0695
MAL2	2.58816666666667
PGPEP1	-0.11225
SIN3B	-0.261
SEMA3C	-0.471
GRAMD3	1.83925
FBXO10	-0.079
OR5D13	0.708
FLJ31818	-1.22575
CACNA1I	0.672125
S100A13	0.0165
TP63	1.13585714285714
ANXA11	0.3323
WDR66	2.380125
CSF2RB	0.3665
IFI44	2.238
DACT1	2.06316666666667
ANKRD23	-1.04925
ATP5G1	-1.4865
C21orf70	-0.1845
PPWD1	-1.30325
DNAJC13	-0.00575
PAH	-4.5085
PTCH2	0.60925
TRMU	-1.01125
CCDC9	0.505
USP3	0.2794
DCLRE1C	0.4361
