Hybridization REF	TCGA-E2-A14X-01A-11R-A115-07
SLC16A11	0.9155
FAM96A	-0.388
APOL1	0.4535
C5orf32	-0.55725
RTP1	-0.488666666666667
RNF175	-0.1625
ZBTB41	1.3435
AHCTF1	0.3394
SAE2	0.3292
ITGA2	-0.5045
MME	-1.44683333333333
CCDC14	0.4205
MAST4	-0.6435
KRT33B	-0.625
KCTD2	-0.361666666666667
WDR26	1.39208333333333
MFI2	2.862
NR4A3	-0.263625
ARSA	1.98025
UNKL	-0.238833333333333
SULT6B1	-0.101
CCNA2	-1.70083333333333
SOX15	2.2545
PPAPDC1B	1.08016666666667
C19orf44	-0.0405
MCAT	0.8095
ARID1B	1.5515
OR52N1	0.3795
C12orf48	-1.57
MAGI1	1.28775
NIPA2	0.19075
GBX2	-1.6175
RSHL3	1.50775
RAVER1	0.0225
C15orf17	0.00174999999999999
SLC30A2	-0.11125
ZNF518	-0.0665
PCYT1B	-1.61025
C10orf114	-1.61825
EIF3H	1.70716666666667
SLC25A39	-2.506
KIF1B	0.69525
AMOTL2	0.635
C6orf120	0.553875
PSRC1	-0.81075
PLA2G10	-0.71025
KIF5C	-0.887875
MRPL37	-0.7515
C17orf62	-0.0835
C9orf135	-1.21016666666667
DUSP10	-0.0986
CLCNKB	-0.078
PSMA5	-0.058125
C8orf53	1.64675
AMPD3	0.428
PIAS1	0.03425
ADCYAP1R1	0.0905
GYLTL1B	-0.9235
CDH20	-0.238166666666667
FBXO7	0.04925
TMEM134	0.788333333333333
FLJ14213	1.00316666666667
ZNF3	-0.11625
LRRFIP1	-0.443416666666667
CNOT2	-0.057
ABI3	2.156
ALDH5A1	0.536583333333333
HNT	1.5723
SERPINA4	-2.81525
TK2	0.19875
STMN1	-0.129444444444444
GUCA2A	0.213333333333333
GALNT10	-0.366071428571429
DPP6	-0.8645
C9orf93	0.8755
PRELID2	-2.11475
STK39	-2.042125
SFTPA1	-1.8305
CKS2	-2.33588888888889
RHO	0.355
C20orf135	0.1075
XKR3	-3.1555
CR1	0.7515
RPS6KA2	1.95357142857143
C20orf112	0.52575
MRPL22	-0.48725
C4orf23	1.43116666666667
GADD45B	2.3225
KLHDC1	1.03583333333333
C2orf48	-2.108
ZNF287	0.7265
DAAM2	-1.1255
DPPA2	-3.316
TCTN3	-0.319
DNAJB11	0.08825
FPR1	3.21125
DEFB4	0.203
PTCD2	-0.8927
SMOC2	4.17566666666667
CABP7	1.68575
SERPINB11	0.06975
MAGEF1	0.902
NDE1	-0.200333333333333
ITGA10	1.118
FSHB	0.0955
ANXA2	0.9185
HORMAD2	0.40925
HLCS	0.88275
MCF2L	1.41966666666667
FH	0.408875
TBC1D24	1.809
KIAA1505	2.071
LGALS2	0.92875
CNBD1	-0.444
SYNPO2L	-0.742
PTPN23	0.00735714285714285
C1orf183	0.754166666666667
MAGEA8	-2.89875
DGCR8	-0.648375
GSR	-2.21475
PAQR7	0.91075
ZNF676	-0.84275
CACNA1C	0.7414
SP7	0.7835
PDCD6	-0.18725
NRN1L	-1.1285
BRI3BP	-0.174333333333333
KIAA1183	0.6115
ASB4	-0.07575
CCL23	0.8062
OBSL1	-0.845
SLC12A7	0.69725
KIAA0240	1.837125
CD1B	-2.57533333333333
FCGR2A	1.03025
MDC1	-0.1325
HTR1A	0.282666666666667
OCEL1	-1.00325
ATP11B	-0.6211875
FBXO34	0.5085
PCDH12	3.38966666666667
RPE	-1.183
C17orf74	0.017
CSDC2	0.846
PET112L	0.388
TMBIM1	0.453375
P2RXL1	-0.548
TCHP	0.50625
TRMT1	-0.939
F2RL2	0.960416666666667
LRRC32	2.52266666666667
IMPG2	0.5775
BGLAP	-0.54775
LOC493869	-2.5905
MRAS	3.104
SLC35F5	-0.45675
CBWD1	0.832
AXL	-2.584375
ATP2C2	1.547
TELO2	-0.41525
PNPLA3	-0.25425
PCDHB14	0.556
CD276	0.0065
KRT80	-0.524625
DUSP28	0.53
CSNK1E	0.36175
SRP14	0.5
KCNQ4	0.688
KRT72	-0.162666666666667
CCDC117	0.89975
C6orf89	0.772888888888889
TUBB2B	-3.90966666666667
RTN4IP1	0.68
CR1L	-3.19833333333333
CEND1	0.120875
C12orf41	0.00583333333333332
RNF31	-0.2465
UBN1	0.185666666666667
C17orf32	-0.25025
SLC5A7	0.212333333333333
GPR92	1.42166666666667
ESAM	2.4039
CTNNA1	0.53125
HRBL	-0.1011
CBX4	-0.08475
TMEM182	0.35925
SH3TC2	-0.307833333333333
IL10	1.108
PXMP4	-0.725
RNF167	-0.142
PAK7	1.17866666666667
ETV3	0.0365
ATPIF1	-0.270166666666667
LOC554207	-2.06033333333333
OR8H1	0.297
WDFY3	0.68625
DPM1	-0.27575
GPSM1	-0.3225
WDR92	-0.6156
LRP1	-0.115333333333333
ANKH	0.142875
THUMPD3	-0.7875
POLR1B	-0.8165
OLFM4	4.4595
RAD9B	0.36975
TSPY2	-3.676
PAX6	3.54066666666667
SCG2	-2.82
SLC17A6	-0.25425
FMO3	2.378875
PADI4	0.27475
TUBB4	-0.1719
NLK	-1.5165
POU4F3	1.2045
SDF4	-0.157
ITGBL1	1.862
NETO1	-2.0315
TAP2	1.55375
ABBA-1	0.547583333333333
GNAI1	-1.139
VPS4B	1.9675
NOPE	-0.4196
GALNT6	-0.733
SESN1	0.441375
GBE1	-1.51411111111111
CLASP1	-0.61025
RASGEF1B	1.499875
ACOT11	-0.364428571428571
AFAP1	1.10175
OR2H2	0.30225
DPY19L2P1	-0.79175
DZIP1	-2.59725
SEC22C	-0.24925
GPR161	0.1415
RNF146	1.82675
WDR74	-0.590125
GALP	0.101
PURA	1.78825
DNPEP	-0.161166666666667
RP11-78J21.1	-0.40775
ERBB2	1.269875
FANCM	-0.888333333333333
NEO1	0.825666666666667
DDX3Y	-4.8725
RPS3A	0.219625
MXRA7	0.279071428571429
LGALS3	1.12
GLT8D1	-0.469
CFL2	-0.6525
UPB1	0.41525
NAP1L5	-0.5235
CLDN14	0.8255
DHX38	0.08075
BTBD1	0.135
TARS2	-0.297666666666667
ABCF1	0.4281
FCF1	0.387166666666667
LRRC49	-1.69375
GUCY1B2	-2.274
C1orf177	0.479833333333333
SMARCA4	0.399214285714286
LRP8	-0.172
TAGLN3	0.6165
MRPL14	0.377
TTRAP	1.09575
ZDHHC20	0.88725
NFE2L3	0.40925
KIAA1377	0.416125
PALMD	0.5246
TMEM43	0.345
TTL	-1.330375
STAT5B	-1.1325
SSB	-1.21725
OR10H5	0.3355
SLC22A13	-0.52775
AKAP3	0.423
TIMM23	-0.121833333333333
OAS2	1.24858333333333
KIAA0423	0.7885
TRIM11	1.1515
GLIS3	-0.204625
TMEM50B	1.14033333333333
ARHGEF4	0.022625
DEGS1	-0.739636363636364
TBL1XR1	0.441366666666667
G6PD	-0.94025
SP140	1.2929
MUC17	0.130642857142857
NUDC	-0.6432
DNAJC5B	2.2025
SCARA3	-1.434
CPA3	3.419
BCAT2	-1.047625
MFN1	-0.2258
NRG3	0.0335
SNX11	0.098
PLEKHH1	-0.500666666666667
GPR177	-2.062
HCFC2	0.91
TCAP	-0.87575
MOCOS	-0.0395
C14orf93	-0.27075
PRDM10	0.237
SLC16A4	0.173833333333333
SRGAP1	-0.382
VIP	0.6815
DUSP27	0.558833333333333
LILRA1	0.5081
MC2R	0.2965
MGC24103	-3.5025
MBTD1	-1.782
FUT11	-0.880166666666667
USP33	0.6873
C15orf39	-0.6735
MAP3K12	-0.55475
PAAF1	-1.61083333333333
BARHL1	-0.159
FLJ16165	0.107
PIWIL2	-3.10875
SYNE1	0.265083333333333
CMTM4	1.206875
TSPYL1	0.7193
GUF1	-0.4145
TMEM157	0.684
WDR44	-0.10075
HIST1H3C	-0.81975
DKFZp666G057	-0.28325
RNPEP	1.22475
GAS2L2	-0.0515
ADH4	-4.76875
GRPR	-0.163666666666667
FBXL17	0.47975
ZBTB10	1.0095
Gcom1	0.658722222222222
HTRA1	0.4249
ZNF585A	0.479333333333333
SLC26A2	0.931642857142857
OTOP3	0.268
WISP1	1.43544444444444
ATP2B4	-0.12825
FLJ10769	1.04325
CRAMP1L	0.455625
CHST12	-0.32925
RAB22A	0.569833333333333
TARDBP	-0.146071428571429
STAU1	0.188
CRB3	2.23333333333333
MIG7	-1.5615
CHMP1A	0.1995
ZNF160	0.274
B3GALT6	0.545125
BARX1	-2.12683333333333
C6orf167	-0.2175625
NXNL1	0.64
DHX29	0.2795
HADHB	-0.3595
PLXNB2	1.293125
ILDR1	-0.912
SLC15A3	1.7085
GAS2	-3.83766666666667
C20orf69	-0.26425
NUMB	-0.21
TNIP1	0.3615
MESP1	1.499
PSKH1	0.2085
NSFL1C	0.668125
RHOG	0.208
HEY1	-0.913
KNG1	-2.5005
ITGAX	2.0917
LIN9	0.0305
CANT1	-0.231375
XRN1	0.421214285714286
CCDC96	0.6064
HEATR6	-1.61316666666667
GNG7	1.74741666666667
RUNX2	0.0565625
SOX1	0.459166666666667
FCRL5	3.4266
ZNF99	0.014375
FAM9A	0.5515
SNX22	0.655833333333333
MBNL3	-1.46833333333333
ODC1	-0.9392
ADORA2B	-2.00516666666667
NR2F6	0.679
ZFYVE16	-0.0515
SYNJ2BP	-0.5075
POLE	-0.601875
E2F2	0.56525
THRA	0.413833333333333
PTGES2	-0.9225
HIP1R	1.7035
TMUB1	-0.737166666666667
ENO3	-2.509
RSPH10B	0.329
CXorf39	0.05625
IRGC	0.381
GPR109B	1.46825
FLJ13305	-1.6555
LCE3A	-0.299
TNFRSF18	-1.1165
DET1	-0.5375
TRPM3	-0.258
C16orf79	-1.7105
FECH	0.300166666666667
RAP2A	1.43133333333333
CRIP1	1.04783333333333
AZIN1	1.523125
SLC7A7	2.81375
IL10RA	1.5828
TMEM64	-2.02575
CDC42EP4	-0.2895
C16orf58	-0.3986
ARG2	-2.29475
POU5F1P4	-3.22275
FAM62B	0.2655
DNAH8	-1.1331
ASH2L	1.026125
TSLP	-2.45766666666667
CNTNAP5	-0.292166666666667
TMEM16C	0.43
IFNA14	-0.247
SLC1A3	-0.097375
CABYR	0.1315
BCL7B	-0.0277
NUDT13	-0.937333333333333
C13orf28	0.57775
C1orf53	0.0355
ARL6IP4	-0.3789
RPL35A	-0.06025
EMR3	0.58425
RAB40C	0.356166666666667
SLC41A1	0.124333333333333
LRCH1	-0.394
LY6G5B	-0.22
FAM124A	-0.328642857142857
MGC10981	-4.25283333333333
CLIP3	-0.364
MAP4K2	0.289333333333333
CHIC1	-0.316
SULF1	2.78083333333333
C20orf30	-0.228071428571429
PRDM5	-1.364875
ELOVL1	1.40525
C11orf48	-0.29575
SLC39A10	-0.477
KCNV1	-0.2835
ACP1	-0.960166666666667
ZMYM2	-0.59975
B3GNT6	0.136833333333333
C9orf69	0.28925
C2orf15	0.11375
C20orf166	-0.447
HSP90AA6P	0.1615
EDG7	-0.805
NEURL	1.30275
LPL	1.7775
CLEC2D	0.471928571428572
GRRP1	1.8845
CD8B	-2.0445
HIST1H3D	-0.858333333333333
SLC6A12	3.426625
FAM27L	-0.038
CD84	1.9033
RASA1	0.536
PHKG1	0.6175
MAGEA11	-1.7255
IMPA1	0.7879
NPM3	-1.5065
RARRES1	4.658
SH3BP1	1.162625
B3GNTL1	-1.6665
ARPC5L	-0.0236666666666667
KLHL26	0.59175
SIM2	1.413
GJC1	0.1865
C20orf194	-0.16025
EXO1	-1.42075
SLC2A2	-2.7535
LOC285074	-0.6915
LRG1	-2.69275
KIRREL	-0.231
PIK3R1	0.9175
C4orf34	0.6345
MAF	-1.50466666666667
ADCY4	4.11916666666667
ZMIZ2	0.7388
SLC46A3	2.03016666666667
STAMBP	-0.396666666666667
CCDC16	0.32025
MS4A12	0.049
TCF20	1.57125
LRRC46	-0.78575
C20orf152	1.05875
MRPS6	0.819625
ABCB11	-0.237
KCNC2	-0.0661666666666667
CDH19	-2.7524
C9orf123	0.6835
SSH3	0.47875
LDLRAD1	-3.452
CCBE1	-0.30925
ZNF135	0.5785
TAAR1	0.0225
WFDC12	0.714
CCDC42	0.0488333333333333
FLJ12529	0.2145
PER1	-1.1755
TIMM50	-1.08
SMARCAD1	-0.0828333333333333
FAM26C	0.2695
TP53TG3	-2.9485
SH3RF1	1.3715
LMCD1	1.1185
GPR63	-0.4065
FLJ21986	-2.73325
AIFM3	-1.2015
MICAL1	-0.499333333333333
BLZF1	1.35783333333333
IQCA	0.196333333333333
PCDHGC3	-0.268
SAC	0.586
BCL6B	2.46733333333333
DDO	-0.844
MARCO	4.34425
DCHS1	0.294166666666667
C1orf170	-0.035
CD200R1	1.58733333333333
C22orf15	-0.5775
SEPT11	-0.07
ADNP	0.02225
UST	-1.8562
C13orf34	-0.422166666666667
RFFL	-0.525214285714286
APBA3	0.1925
C2orf60	-0.983625
CUTL1	-0.0385
PMS1	-1.244625
ZNF689	-0.653
EIF3E	2.75133333333333
IL9	-0.2848
RPL31	-0.325
LY9	1.9155
ATP2B3	-0.00849999999999999
KDELR2	-0.430958333333333
TFCP2	-1.58775
NLRP12	-0.354625
FLJ45422	0.49275
TLE4	-0.0661
ZNF570	1.9475
FLJ43806	-0.466
TLK2	-0.7735
CIR	0.32625
MARS2	0.1365
COL24A1	-1.56575
SDF2L1	0.4065
HIBADH	0.187333333333333
IGFBP3	-2.1035
C12orf23	-0.37175
PSPC1	0.64075
C20orf43	0.0735
TRAV20	0.384
ARHGAP24	0.82675
KIAA1975	-1.024875
C1QA	3.3394
DNTT	-4.61966666666667
C10orf6	-0.830166666666667
C11orf41	-0.999375
HNRPF	-0.063125
COL11A1	1.65966666666667
UBAP2	0.643666666666667
CDKN2AIPNL	-1.1795
C20orf174	4.58625
SPRED2	-0.223
PLA2G12A	-0.221666666666667
ICEBERG	-2.243
SCN10A	-0.002
C11orf65	-0.25725
GBP5	5.277
PITPNC1	-1.27733333333333
POU3F3	0.346
NCOA7	2.869
LIN7C	-0.3481
LOC348840	-0.508
NKX2-2	-0.2885
ANKRD13D	0.031875
LOC123688	-0.40675
FUT2	2.25316666666667
TAAR8	0.5905
FZD4	-0.858166666666667
PNMA3	-0.2755
OR4L1	0.5015
WIT1	-1.46
EXOC3L	1.389
ATPBD4	-0.4884
KRBA1	-0.54575
UBXD6	-1.28575
HOXB7	-1.35764285714286
C7orf23	-0.566
UNQ338	3.44825
STAB2	0.659
CDC20B	0.76325
IRF9	1.741
CENTG1	0.461333333333333
TNPO2	-0.328
MCPH1	-0.330625
BMS1P5	-1.42475
SLC26A7	5.119
HIST1H3J	1.079
C9orf3	-1.1946
LBH	1.156
MYO1D	1.107375
PTDSS2	-0.47525
NFU1	-0.511
DEPDC4	-1.5255
WNT7B	-0.9742
GLP2R	-0.159166666666667
SETD4	0.5528
DYNLT3	-0.6413
FKBP11	0.509666666666667
SESTD1	1.40916666666667
FLII	0.3085
RPS16	-0.1861
CHPF	-0.202666666666667
CSNK2A1	-0.0138333333333333
SUMO1P1	-0.39
FKBP6	-0.974
ZNF214	-1.03983333333333
TWIST1	0.2165
DDX56	-0.753666666666667
TRAM1L1	1.3735
EPO	-3.1975
MRPS18B	0.4275
ZNF682	-0.253333333333333
RPL14	-0.0451666666666667
MAFF	2.08225
LOC51136	-0.686
LY96	0.223
DDX20	0.3995
ABTB1	0.430333333333333
ARL5A	1.035
CCT6A	-0.8455
HEPACAM	-0.607333333333333
EHHADH	-2.18583333333333
RBAK	0.622
CGB1	1.97725
ITGB5	-1.5297
YIPF3	1.035
FKBP2	0.383
NR1D1	-0.8583
TMEM110	0.192
NEK2	-0.0686666666666667
PRAMEF8	-3.4225
C20orf52	-1.0805
PCDHGA3	-0.9785
VWA3B	-0.27725
NDUFA5	-0.051375
THAP9	0.13525
FLVCR2	1.23933333333333
AP1S1	-1.901
SMAD6	0.58
SAV1	1.092375
SAT1	2.623625
ZNF251	1.740375
ADAMTS7	0.2111
RPP38	0.52375
C1orf211	0.155
YPEL2	0.1928
RBMS1	0.09225
ZNF445	-0.247
NRXN2	0.612
PGBD4	-0.20025
UGT2B28	-1.44
WBSCR16	-0.8686
NLRC3	1.00675
ASTL	-0.012
ST6GALNAC1	-3.40125
ZADH2	0.097875
MLLT4	2.31033333333333
ARL6	-0.666333333333333
MEF2C	1.26575
CBFA2T3	-1.152
AFF3	-0.311357142857143
COG7	-0.577166666666667
MYB	0.898
PLXNA3	0.528
XRCC2	-2.25133333333333
MMS19	-0.4025
ST8SIA5	-0.872875
CHPT1	-0.156166666666667
KIAA1712	-0.00762499999999997
OR6X1	2.8235
ACTR3	0.42
UGCG	-0.466166666666667
OR4P4	0.517
ZAP70	-1.86925
LPP	0.422125
ZNF485	0.51925
PTPRCAP	1.10225
IL12RB1	0.952
ATRX	0.044
CHST8	-1.1615
C14orf109	-0.096
ARV1	0.35625
NMB	0.949142857142857
COX5A	-0.505666666666667
EIF6	-0.55625
MPPED2	-0.444
SEMG1	-2.263
CHRDL1	0.276
TRAF3IP2	2.71075
WNK2	-0.601625
LILRA4	2.56316666666667
LAMA2	4.883
PXT1	0.0175
RLBP1	1.2075
CD300C	0.192
SLTM	0.2835
FLJ10404	-0.31525
APOBEC3D	1.00333333333333
RENBP	1.54683333333333
ATXN7L1	-0.046375
NID1	0.25675
TUBGCP3	0.14175
ITIH5	1.06766666666667
CCDC110	0.65325
C8A	-3.39125
MGC87042	-2.21525
HOXC13	0.42125
TFDP2	-1.33675
HCP5	2.24275
POLI	0.4775
UCN	-2.652
ZNF764	0.181833333333333
C8orf45	2.11075
FHL3	-0.155
SPATA5L1	-0.03275
MMRN2	3.5565
NDST1	1.51383333333333
COL20A1	-0.462833333333333
ZNF248	-0.994
PELP1	-0.919166666666667
MBL2	-2.909
RNF41	-0.2185
C5orf24	0.361875
THOC5	0.215125
SERINC3	0.343166666666667
RP11-151A6.2	1.54375
CDCP2	-0.02125
HIST1H2AA	0.12375
C11orf75	1.55416666666667
FKBP7	-0.56625
DDOST	0.8595
GPNMB	0.922833333333333
TTF2	-0.5415
KCNT1	-0.0216666666666667
SLC39A14	-1.64175
NGRN	-0.0094
GPR137B	0.66375
MECP2	0.275625
PSMA1	-0.6725
C16orf73	0.02975
TMEM60	-0.787333333333333
CSN3	-0.3175
NOS1	0.206833333333333
RAB7L1	1.23333333333333
YBX2	0.619
KIAA1166	-0.242125
FUBP3	-0.580666666666667
ABCG1	1.626
ACACA	-0.85575
ARL11	0.9398
ATOH1	0.3485
ODF1	0.560166666666667
CREB3L3	-1.51033333333333
TMEM127	0.735857142857143
DSCAML1	-0.119
PLN	2.10366666666667
LYPLA1	1.37775
PRDM9	-2.06625
SASP	2.23375
PLUNC	0.163
INTU	-1.014
HISPPD1	0.614
LNPEP	-0.077
YARS2	-0.506833333333333
APCDD1L	-0.3755
ZCCHC4	-0.6705
FBXO22	-0.567833333333333
TTLL13	-0.6195
ZNF669	0.792333333333333
PTGDR	2.47225
DDX27	0.2515
KIAA0409	-0.946333333333333
GJB6	0.895
ASB8	0.983
PLP2	0.127333333333333
MEPE	-0.127
OR10J5	0.1325
KRT222P	0.55975
COQ7	-0.354166666666667
C1orf101	1.96625
RERG	0.00599999999999999
CHMP5	0.52925
THAP11	0.485375
ZNF43	-0.129833333333333
ZRANB3	-1.3345
KRT13	2.827375
MRPL19	-0.252
RBBP9	0.2895
SPATA17	0.457625
BXDC5	-0.112
PAFAH1B1	-0.4415
MAGEE1	0.6745
OSTF1	0.2545
KIAA0323	0.00891666666666666
TXNDC13	2.38183333333333
CNTN4	0.7705
LCE1B	0.551
UNQ501	-0.291
ZNF154	0.45225
C3orf64	0.42525
SYT5	-0.0906
PON1	-0.218833333333333
FLJ10357	-0.502125
ATP4A	-0.695
GNPDA1	-0.861166666666667
MGAT1	0.886666666666667
C14orf121	1.12125
SLC35B2	1.1095
MIER3	0.130333333333333
CHEK1	-0.990375
ZNF8	0.141
TXNDC1	-0.422666666666667
CKB	0.4379
RTN3	0.885214285714286
FZD2	-2.17033333333333
PART1	3.35775
PSMB6	-1.088
PCDHB8	-0.8215
PHC3	-0.0896
PPP1R8	0.100166666666667
NOVA2	1.60016666666667
TNFRSF11B	-3.725
GOLPH3	0.86
UBLCP1	0.09325
SUHW3	-1.03425
TTLL1	1.06375
OPN4	0.0175
OR13G1	-0.34
ZPBP2	0.210333333333333
HSD17B11	-1.3345
C9orf50	-0.056
DHDDS	0.427714285714286
CTSW	2.0294
NEFM	-3.00733333333333
MRPL28	-0.8925
SYN1	0.261333333333333
PIGV	-0.947166666666667
ZIM2	3.5335
APBB1	-0.5565
SND1	-0.44675
C1orf123	-0.376166666666667
CHD3	-0.647
BHLHB8	0.25975
RNASE2	-0.0946666666666667
BCAP31	0.556
SLC25A44	0.421333333333333
CHD6	-0.5953
PIB5PA	-0.479076923076923
SELS	0.691625
LOC541471	-1.212
FAT2	1.5665
ZNF81	0.221
OR4C16	0.3225
FLJ10081	0.1286
LRRC4	0.70375
CS	-0.558666666666667
N4BP2	-0.7225
IGFBP7	1.74625
ZNF318	0.613833333333333
NDNL2	0.945125
ZNF609	-0.498625
SIRT4	0.304
EXOSC10	-0.3465
ECE2	-0.222833333333333
OVGP1	0.5005
GTPBP3	-1.52925
PACS2	0.6095
C19orf36	-0.865833333333333
ARL4C	0.233625
ATG4B	-0.4175
UBQLNL	-1.2345
RHOXF2B	-4.147
PLEKHG2	-1.202
GALR1	-0.6885
AQP4	0.21
HDAC7A	-0.141333333333333
DCUN1D3	-0.08225
OR8A1	-0.261
CCRN4L	0.304125
CBR4	-0.406333333333333
KIFC1	-1.54933333333333
SLC7A14	-1.16416666666667
LHX5	-0.495
TRPC7	0.067
LPXN	0.1695
SERPINA1	-1.944375
RPS13	-0.8724
BPIL3	-0.2265
PRKAA1	-0.04
FADS2	-0.7849
ENAH	0.081875
PRO1768	0.5085
APBA2BP	-1.47925
LIPH	1.38283333333333
C3orf33	-1.04925
RCC2	0.227642857142857
ALDH1A2	-3.4418
RNF103	1.72825
AHCY	-0.64225
ALG12	0.1565
CCL17	2.153
ZNF543	1.57733333333333
ESRRG	2.3446
CNGA1	4.5355
RDH5	-0.029
OTX1	1.0619
PTGFR	-1.40016666666667
CDR2	0.445125
SELE	4.6305
NLGN2	-1.066
EXOSC9	-1.2135
ZNF566	0.7365
KLRC2	-4.053
GPR12	0.999
KIAA0196	1.3025
PDRG1	-0.449
SSR3	-0.9745
MSI1	-0.4615
CST9	-0.6095
CC2D1A	-0.2475
PLAGL1	-0.4205
ZNF778	-0.025
RNF2	0.209625
KLF6	0.954666666666667
THBD	2.63083333333333
tcag7.1314	0.4135
NR5A1	-0.106833333333333
ABCD2	1.056
DNAJC7	-2.28275
CLEC4C	0.4275
TM2D3	0.67
CCDC4	-0.088
PLAC2	3.28025
DCD	5.9355
FAAH	1.20625
POLA1	-1.04383333333333
TM7SF2	0.264125
FLJ39822	-1.505
FLOT2	0.012375
MAP4K1	0.620166666666667
SRP68	-0.682
C21orf74	0.1895
ARPC5	1.281125
LOC126075	0.979
HECW2	0.32175
ZDHHC4	-0.73025
ANKRD42	0.6303
PDE9A	2.86833333333333
ABCA8	1.57825
NDUFS2	0.19175
UBR5	2.270875
BTBD16	-1.68425
LOC554174	-0.077
ZNF20	1.2145
KIAA1843	0.371
WDR17	-0.8595
C15orf33	1.4475
RNF113A	-0.23625
CAMKK1	-0.4747
CLCN2	-0.74475
ANXA6	-0.7745
LOC340069	0.62
EMID1	0.064875
DPM3	-0.185166666666667
ELA1	0.2465
SLC25A13	-0.4795
KRT24	0.34975
SMPD1	-0.901833333333333
TH	0.753375
COL6A2	0.9585
ANKS1B	1.729
GPR126	0.7375
ZC3H12A	1.20933333333333
TMEM47	-0.0936666666666667
C2orf51	-0.194
C1orf88	1.63833333333333
HSF2BP	1.37875
AKAP10	-0.2365
RPAP3	-0.177
KLHDC8B	1.0585
STOM	-0.153
MUPCDH	-0.1605
C10orf72	0.0758571428571429
PLEKHA3	-0.00899999999999999
TCP11L1	-0.98475
CWF19L1	-0.656125
SPEF1	0.0416153846153846
YSK4	-0.119333333333333
ELN	1.2359
SAMD8	-0.564
MPI	-1.18466666666667
MEPCE	0.1063
ABCC3	-1.733125
NANOGP1	-1.997
KCNK17	0.6145
HLA-DMB	4.24283333333333
RRAGA	1.09325
ANGEL1	-0.62925
RBM32B	0.1815
CPN1	-3.27075
MGC52282	-0.6011
HLA-A	2.10425
OR9G4	0.6245
EDNRB	-1.4455
SCD	-1.92414285714286
C14orf80	-0.697
BAGE2	0.2875
RABL4	1.06716666666667
RCVRN	-0.319
SHANK1	0.1965
NLRP7	2.63075
CD226	1.47775
STAT3	0.4950625
SYNJ2	0.4598
TPCN2	-0.683
WDR36	-0.974
MBD4	-0.716
ROBO1	-1.8591
ST3GAL6	-1.164
SLAMF8	4.05716666666667
ATN1	0.307
GPR141	0.379
KRT36	0.254
TPH1	0.2985
DDX52	-0.33075
ZSCAN29	-0.119666666666667
TRPT1	-0.495666666666667
DPEP3	0.72125
DENND4A	-0.6235
TSPAN16	-0.526
PTCHD2	-0.5045
LOC145814	0.51275
CAP1	0.262166666666667
EIF5A2	-1.9078
NT5DC3	-0.340875
SEPT9	-1.60675
SEZ6L2	-0.211
EGFLAM	2.801
VPS11	0.205125
NDUFB5	-0.2595
CIDEA	2.33633333333333
IER5L	-0.1005
N6AMT1	-0.24375
FAM83C	-0.3415
OXR1	2.341
IRX1	0.088
DGKB	-0.854166666666667
GCN5L2	-1.14825
MIR16	-0.294625
FBXW9	0.172
WDR4	-0.0388333333333333
PDC	0.046
VPS33B	-0.50525
HEXB	-0.06225
FLJ32214	0.038
TCEB3	-0.067
CRLF1	1.02825
ABI3BP	2.336
C8orf22	-3.69475
PYCR1	-0.903
KIAA1706	-0.73825
CDK5R2	0.277375
WAS	0.668
C12orf60	-1.84325
CCBL2	0.015
MADD	-0.35925
C5orf34	-1.20075
WDR42A	0.9476
KLF12	-0.508875
HSPA1A	2.4965
ITM2C	0.608666666666667
DAPK2	2.592
LOC442590	-0.783
SUMF2	0.073375
CENPA	-1.79376923076923
TMED5	0.2585
CDH6	-1.4037
BRP44	0.61125
THG1L	-1.09225
GABRA2	-2.31875
C14orf166	-0.422
MYL1	-1.67116666666667
TNFSF18	-0.3535
PAP2D	-2.00366666666667
PPIB	0.05725
KLHL4	-0.32525
SFN	1.1745
CCDC127	-0.22775
FRAP1	0.07275
GOLGA5	0.65
SDCCAG1	-0.086125
MGC21675	0.0935
C10orf95	-0.887
KIAA1345	-0.92
C1orf163	-0.4745
LACE1	0.2115
OR10K2	-0.2835
CENPN	-1.56804
TMED2	0.84175
UGT1A6	-1.297
ANG	-1.46175
U2AF1	0.259833333333333
CASC2	-0.356166666666667
NMT2	-0.0878333333333333
OSGEPL1	-1.339
DFNB31	0.3885
SLC6A20	0.520375
DKC1	0.076
FXYD4	-1.3255
WDR64	0.91625
MGC5590	0.1835
CREBZF	0.421166666666667
DAZ1	-0.03675
PRPSAP1	0.34
GCHFR	-2.04875
TTC7A	0.22175
LOC196993	0.2965
UBD	2.29466666666667
S100A1	1.978
RPL6	-0.0438333333333333
DNAJB6	0.1342
NAGS	-0.3599
C2orf58	0.1085
KERA	0.458166666666667
MT1X	-1.4382
UBE2B	1.0793
KEAP1	0.67625
MST1	-3.115125
OMA1	0.3745
ABLIM2	2.28575
BCL2L13	0.414666666666667
JAZF1	-0.526833333333333
TMEM63B	1.9475
S100A8	3.3291
ARFIP2	-0.2325
UROS	-0.38425
KHDRBS2	-0.4985
POLQ	-2.34125
SOAT1	-1.09375
SPAG4	-0.756
MRPS30	-1.82216666666667
LOC494141	1.30275
OR2T11	0.173
ORAOV1	-0.0405
ZNF184	1.2905
TCEB3B	0.0183333333333333
ADAM21	-0.4355
GDPD1	-0.53275
SPINLW1	0.8295
PRR14	-0.0973333333333333
