Hybridization REF	TCGA-A2-A0SW-01A-11R-A084-07
FAM124A	-0.6395
MGC10981	-3.68516666666667
CLIP3	-0.0215
MAP4K2	-0.0768333333333333
CHIC1	-0.057
SULF1	4.473
C20orf30	-0.0777857142857143
PRDM5	-0.82125
ELOVL1	0.7025
C11orf48	-0.27225
SLC39A10	-0.7175
KCNV1	0.80475
ACP1	-0.702333333333333
ZMYM2	-1.490875
B3GNT6	0.473
C9orf69	-0.0545
C2orf15	1.33575
C20orf166	-0.309
HSP90AA6P	-0.6185
EDG7	-0.341
NEURL	-0.88025
LPL	1.45983333333333
CLEC2D	0.216642857142857
GRRP1	1.43516666666667
CD8B	-1.5417
HIST1H3D	-0.5205
SLC6A12	0.91075
FAM27L	-0.1065
CD84	2.5253
RASA1	-0.043
PHKG1	0.144
MAGEA11	-0.825
IMPA1	-0.6158
NPM3	-2.5835
RARRES1	4.689
SH3BP1	0.229875
B3GNTL1	-0.2235
ARPC5L	0.143666666666667
KLHL26	0.3155
SIM2	-2.456875
GJC1	0.6105
C20orf194	0.1945
EXO1	-1.11625
SLC2A2	-2.04466666666667
LOC285074	-0.81175
LRG1	-1.11975
KIRREL	-0.1855
PIK3R1	2.03242857142857
C4orf34	0.79125
MAF	-1.07416666666667
ADCY4	3.07283333333333
ZMIZ2	0.6599
SLC46A3	1.67233333333333
STAMBP	-0.082
CCDC16	0.0265
MS4A12	0.208
TCF20	-0.589
LRRC46	1.49025
C20orf152	0.17475
MRPS6	-0.052375
ABCB11	0.127
KCNC2	0.108666666666667
CDH19	-2.6935
C9orf123	-0.666666666666667
SSH3	-0.659625
LDLRAD1	-2.575
CCBE1	1.263
ZNF135	1.17775
TAAR1	-0.024
WFDC12	0.0965
CCDC42	0.0615
FLJ12529	-0.174
PER1	-0.909333333333333
TIMM50	-0.388666666666667
SMARCAD1	-0.533666666666667
FAM26C	0.1445
TP53TG3	-1.345
SH3RF1	1.2173
LMCD1	1.83975
GPR63	-0.489
FLJ21986	-2.216625
AIFM3	-0.59625
MICAL1	0.0946666666666667
BLZF1	1.0615
IQCA	0.627833333333333
PCDHGC3	0.43
SAC	0.69775
BCL6B	2.05716666666667
DDO	-0.7905
MARCO	3.87425
DCHS1	0.106333333333333
C1orf170	-0.183
CD200R1	1.2995
C22orf15	-0.0105
SEPT11	-0.363833333333333
ADNP	0.2145
UST	0.9315
C13orf34	-1.5145
RFFL	0.275785714285714
APBA3	0.3475
C2orf60	-0.624125
CUTL1	-0.00510000000000004
PMS1	-0.858
ZNF689	-0.125
EIF3E	-1.0785
IL9	-0.0708333333333333
RPL31	-0.561125
LY9	1.67583333333333
ATP2B3	0.00624999999999999
KDELR2	1.12620833333333
TFCP2	0.300375
NLRP12	-0.31825
FLJ45422	-0.425
TLE4	-0.5838
ZNF570	0.5345
FLJ43806	-0.1155
TLK2	-0.4895
CIR	0.37125
MARS2	-0.034
COL24A1	1.44425
SDF2L1	0.4715
HIBADH	0.313666666666667
IGFBP3	-2.106
C12orf23	0.6685
PSPC1	-0.38775
C20orf43	0.66725
TRAV20	0.5575
ARHGAP24	1.39825
KIAA1975	-1.41775
C1QA	3.8206
DNTT	-4.21
C10orf6	-0.372916666666667
C11orf41	-0.176375
HNRPF	0.372125
COL11A1	6.52466666666667
UBAP2	-0.527166666666667
CDKN2AIPNL	-1.185
C20orf174	4.215
SPRED2	0.065
PLA2G12A	0.687666666666667
ICEBERG	-1.648
SCN10A	0.6455
C11orf65	0.601
GBP5	5.352
PITPNC1	0.3065
POU3F3	0.8845
NCOA7	-0.140375
LIN7C	0.00370000000000001
LOC348840	-0.98
NKX2-2	-1.5375
ANKRD13D	-0.143
LOC123688	-0.35175
FUT2	2.60816666666667
TAAR8	0.3485
FZD4	0.654416666666667
PNMA3	-0.854666666666667
OR4L1	0.212
WIT1	-2.01225
EXOC3L	1.72025
ATPBD4	0.265
KRBA1	-2.0285
UBXD6	-0.42925
HOXB7	0.454642857142857
C7orf23	0.245
UNQ338	0.07925
STAB2	0.318
CDC20B	0.34025
IRF9	2.8185
CENTG1	0.781833333333333
TNPO2	-1.09525
MCPH1	0.66625
BMS1P5	-1.4295
SLC26A7	3.10825
HIST1H3J	1.04125
C9orf3	1.1491
LBH	1.24825
MYO1D	0.9575
PTDSS2	-0.6915
NFU1	-0.695
DEPDC4	-0.26975
WNT7B	-0.9982
GLP2R	-0.131833333333333
SETD4	-0.4757
DYNLT3	-0.5007
FKBP11	1.30116666666667
SESTD1	0.215666666666667
FLII	-0.15675
RPS16	-0.5712
CHPF	0.130666666666667
CSNK2A1	0.0713333333333333
SUMO1P1	-0.38775
FKBP6	-1.0035
ZNF214	-0.2415
TWIST1	-0.396666666666667
DDX56	0.0546666666666667
TRAM1L1	0.9546
EPO	-3.21416666666667
MRPS18B	-0.18925
ZNF682	-0.998833333333333
RPL14	-1.3525
MAFF	-0.97725
LOC51136	-0.09175
LY96	1.09325
DDX20	-0.07025
ABTB1	0.180333333333333
ARL5A	0.2043
CCT6A	-0.768
HEPACAM	-0.846333333333333
EHHADH	0.159333333333333
RBAK	-0.475666666666667
CGB1	-0.04825
ITGB5	0.6035
YIPF3	0.64675
FKBP2	0.63175
NR1D1	-0.4647
TMEM110	0.442
NEK2	-0.156833333333333
PRAMEF8	-2.5535
C20orf52	0.0286666666666667
PCDHGA3	-0.4315
VWA3B	0.2045
NDUFA5	0.520875
THAP9	-0.477
FLVCR2	0.670833333333333
AP1S1	-0.70975
SMAD6	-0.771
SAV1	0.58775
SAT1	1.2165
ZNF251	0.48725
ADAMTS7	0.5663
RPP38	0.7975
C1orf211	0.468
YPEL2	0.86055
RBMS1	0.1165
ZNF445	-0.996166666666667
NRXN2	-0.176833333333333
PGBD4	-0.61475
UGT2B28	-1.73
WBSCR16	-0.5112
NLRC3	1.265625
ASTL	0.2425
ST6GALNAC1	-2.64225
ZADH2	-0.147625
MLLT4	-0.41875
ARL6	-0.00333333333333334
MEF2C	0.634
CBFA2T3	-1.493
AFF3	0.822571428571429
COG7	0.300833333333333
MYB	-0.499833333333333
PLXNA3	0.3055
XRCC2	-1.63316666666667
MMS19	-0.554625
ST8SIA5	-1.051125
CHPT1	-0.354833333333333
KIAA1712	0.92125
OR6X1	6.1325
ACTR3	0.369375
UGCG	-0.498
OR4P4	0.5765
ZAP70	-1.7435
LPP	0.499625
ZNF485	0.3015
PTPRCAP	1.2995
IL12RB1	1.068
ATRX	0.2949
CHST8	-2.39425
C14orf109	-0.4995
ARV1	0.31575
NMB	-0.601
COX5A	-0.909666666666667
EIF6	0.00125
MPPED2	-0.991666666666667
SEMG1	-1.447
CHRDL1	0.589
TRAF3IP2	1.34175
WNK2	-0.02525
LILRA4	2.4765
LAMA2	3.76075
PXT1	0.053
RLBP1	-2.54975
CD300C	0.661
SLTM	-0.547875
FLJ10404	-0.00762500000000002
APOBEC3D	0.124166666666667
RENBP	1.70583333333333
ATXN7L1	0.876625
NID1	0.0525
TUBGCP3	-1.08625
ITIH5	1.22844444444444
CCDC110	2.4625
C8A	-2.41925
MGC87042	0.76375
HOXC13	2.24325
TFDP2	-0.8255
HCP5	1.780875
POLI	-0.36525
UCN	-1.89033333333333
ZNF764	0.992333333333333
C8orf45	1.54125
FHL3	-0.3585
SPATA5L1	-1.14025
MMRN2	2.8165
NDST1	0.687
COL20A1	0.0936666666666667
ZNF248	-0.3275
PELP1	-0.3975
MBL2	-2.8255
RNF41	0.4815
C5orf24	-0.08225
THOC5	-0.266125
SERINC3	0.209833333333333
RP11-151A6.2	0.64675
CDCP2	0.19025
HIST1H2AA	-0.2565
C11orf75	1.1965
FKBP7	0.25725
DDOST	0.34
GPNMB	1.8015
TTF2	-0.961833333333333
KCNT1	0.00116666666666667
SLC39A14	-0.2075
NGRN	-0.0042
GPR137B	3.13175
MECP2	0.341
PSMA1	-0.30925
C16orf73	-4.27225
TMEM60	0.172166666666667
CSN3	0.4335
NOS1	0.449333333333333
RAB7L1	0.2815
YBX2	1.6565
KIAA1166	-0.63025
FUBP3	-0.131333333333333
ABCG1	2.4095
ACACA	-1.23583333333333
ARL11	0.8086
ATOH1	-0.4
ODF1	-0.0456666666666666
CREB3L3	-0.759333333333333
TMEM127	1.071
DSCAML1	-0.357
PLN	1.81533333333333
LYPLA1	-0.28625
PRDM9	-1.54925
SASP	-0.34725
PLUNC	0.169166666666667
INTU	-0.1095
HISPPD1	-0.08225
LNPEP	0.592833333333333
YARS2	-0.418666666666667
APCDD1L	-1.5835
ZCCHC4	-0.7771
FBXO22	-0.818
TTLL13	0.025
ZNF669	-0.257166666666667
PTGDR	2.82975
DDX27	0.72275
KIAA0409	-0.119833333333333
GJB6	0.235
ASB8	1.29325
PLP2	-0.242166666666667
MEPE	0.8765
OR10J5	0.515
KRT222P	0.7485
COQ7	0.1385
C1orf101	0.46875
RERG	2.4036
CHMP5	0.1835
THAP11	0.349375
ZNF43	-0.465333333333333
ZRANB3	-2.16733333333333
KRT13	-2.00175
MRPL19	-0.583625
RBBP9	0.569
SPATA17	0.54275
BXDC5	0.0528333333333334
PAFAH1B1	-0.87775
MAGEE1	0.2575
OSTF1	1.134
KIAA0323	0.188416666666667
TXNDC13	0.488833333333333
CNTN4	0.41825
LCE1B	0.582
UNQ501	0.73575
ZNF154	-0.03375
C3orf64	-0.1205
SYT5	0.0277
PON1	0.279
FLJ10357	-0.773625
ATP4A	-0.573
GNPDA1	-0.426166666666667
MGAT1	1.33633333333333
C14orf121	0.87775
SLC35B2	-0.23425
MIER3	-0.294833333333333
CHEK1	-1.759375
ZNF8	-0.372833333333333
TXNDC1	-0.227666666666667
CKB	-1.1745
RTN3	0.578642857142857
FZD2	-1.43566666666667
PART1	1.32275
PSMB6	-0.485
PCDHB8	-0.711
PHC3	0.1413
PPP1R8	0.213666666666667
NOVA2	1.399
TNFRSF11B	-3.57375
GOLPH3	1.332
UBLCP1	-0.59175
SUHW3	-0.77025
TTLL1	0.13325
OPN4	0.2175
OR13G1	0.4365
ZPBP2	0.427166666666667
HSD17B11	-1.4735
C9orf50	-0.135
DHDDS	0.455428571428571
CTSW	1.7261
NEFM	-2.354
MRPL28	-0.38075
SYN1	0.6515
PIGV	0.0921666666666667
ZIM2	-0.7465
APBB1	-0.177666666666667
SND1	0.08475
C1orf123	-0.246833333333333
CHD3	-1.60475
BHLHB8	0.51225
RNASE2	-0.0611666666666667
BCAP31	0.637625
SLC25A44	0.840833333333333
CHD6	0.1166
PIB5PA	-0.0933076923076923
SELS	0.731875
LOC541471	0.05775
FAT2	-0.693
ZNF81	-0.042
OR4C16	0.5125
FLJ10081	-0.3914
LRRC4	0.08175
CS	0.151166666666667
N4BP2	-0.713625
IGFBP7	1.68475
ZNF318	0.0108333333333333
NDNL2	0.26325
ZNF609	-0.7945
SIRT4	-0.043
EXOSC10	-0.042
ECE2	0.38175
OVGP1	0.878
GTPBP3	-0.4215
PACS2	0.2303
C19orf36	-0.154833333333333
ARL4C	-0.552375
ATG4B	-0.588625
UBQLNL	-0.64675
RHOXF2B	-3.664
PLEKHG2	-1.0065
GALR1	-0.52
AQP4	0.128833333333333
HDAC7A	-0.475333333333333
DCUN1D3	0.21775
OR8A1	-0.254
CCRN4L	0.04525
CBR4	0.0926666666666667
KIFC1	-1.154
SLC7A14	-0.943166666666667
LHX5	-1.8995
TRPC7	-0.4315
LPXN	1.25025
SERPINA1	-1.990375
RPS13	-0.9412
BPIL3	0.13
PRKAA1	-0.254
FADS2	-0.652
ENAH	0.595625
PRO1768	0.14
APBA2BP	-0.20325
LIPH	2.39916666666667
C3orf33	-0.91025
RCC2	-0.141285714285714
ALDH1A2	-2.6091
RNF103	1.80725
AHCY	-0.3495
ALG12	0.8525
CCL17	2.48975
ZNF543	1.01366666666667
ESRRG	2.9954
CNGA1	-0.54875
RDH5	0.373333333333333
OTX1	0.6499
PTGFR	-0.8315
CDR2	1.131125
SELE	3.8175
NLGN2	-1.27033333333333
EXOSC9	-0.7975
ZNF566	-0.948833333333333
KLRC2	-3.2745
GPR12	0.853
KIAA0196	0.152
PDRG1	0.21475
SSR3	-0.161857142857143
MSI1	-0.403
CST9	2.42
CC2D1A	0.059625
PLAGL1	-0.722888888888889
ZNF778	0.81
RNF2	-0.27775
KLF6	0.7515
THBD	1.89183333333333
tcag7.1314	1.0395
NR5A1	0.339333333333333
ABCD2	0.88275
DNAJC7	-2.21125
CLEC4C	-0.1515
TM2D3	-0.39575
CCDC4	-0.9935
PLAC2	1.2805
DCD	1.537
FAAH	1.535625
POLA1	-0.633
TM7SF2	0.28625
FLJ39822	-1.011
FLOT2	-0.75425
MAP4K1	0.491833333333333
SRP68	0.444375
C21orf74	1.1815
ARPC5	0.5185
LOC126075	0.945
HECW2	0.46475
ZDHHC4	-0.669
ANKRD42	0.7692
PDE9A	-1.249
ABCA8	0.286
NDUFS2	0.343
UBR5	-0.247375
BTBD16	-2.0665
LOC554174	0.1965
ZNF20	0.6585
KIAA1843	0.791
WDR17	-0.921125
C15orf33	-0.375
RNF113A	0.72625
CAMKK1	-1.0021
CLCN2	-0.761
ANXA6	-0.8845
LOC340069	0.4
EMID1	-0.30425
DPM3	0.00633333333333331
ELA1	0.1385
SLC25A13	-0.5955
KRT24	-0.451
SMPD1	0.316
TH	0.0975
COL6A2	0.468928571428571
ANKS1B	2.453
GPR126	-2.1571
ZC3H12A	0.407333333333333
TMEM47	0.249166666666667
C2orf51	0.175166666666667
C1orf88	0.928
HSF2BP	-0.00975
AKAP10	-0.24375
RPAP3	0.0225
KLHDC8B	-0.02975
STOM	-0.2457
MUPCDH	0.239375
C10orf72	-0.23575
PLEKHA3	0.495083333333333
TCP11L1	0.14425
CWF19L1	0.33225
SPEF1	1.03176923076923
YSK4	-0.42125
ELN	0.8046
SAMD8	0.15
MPI	-1.5975
MEPCE	0.3434
ABCC3	-1.231375
NANOGP1	-2.886
KCNK17	1.002125
HLA-DMB	4.663
RRAGA	-0.1165
ANGEL1	-0.912
RBM32B	0.1985
CPN1	-2.11575
MGC52282	-0.0586
HLA-A	1.90016666666667
OR9G4	0.331
EDNRB	-1.095375
SCD	-0.599285714285714
C14orf80	0.254166666666667
BAGE2	0.045
RABL4	1.004
RCVRN	0.0785
SHANK1	0.158
NLRP7	-0.6235
CD226	1.5035
STAT3	0.3151875
SYNJ2	-0.8866
TPCN2	0.458833333333333
WDR36	-1.09841666666667
MBD4	0.618
ROBO1	-1.1128
ST3GAL6	-2.80725
SLAMF8	3.8845
ATN1	0.240166666666667
GPR141	0.18375
KRT36	0.29
TPH1	-1.4035
DDX52	-0.95725
ZSCAN29	-0.515
TRPT1	0.3155
DPEP3	0.96525
DENND4A	-1.08175
TSPAN16	-0.367
PTCHD2	-0.135
LOC145814	-0.519
CAP1	0.551833333333333
EIF5A2	-1.0493
NT5DC3	-1.36775
SEPT9	-0.319
SEZ6L2	0.86675
EGFLAM	2.38625
VPS11	0.462625
NDUFB5	-0.316166666666667
CIDEA	2.89
IER5L	0.049
N6AMT1	-0.3055
FAM83C	0.29
OXR1	0.364166666666667
IRX1	-0.4695
DGKB	-0.181833333333333
GCN5L2	-2.64275
MIR16	0.62025
FBXW9	-0.268
WDR4	-0.843833333333333
PDC	-0.121
VPS33B	-0.60425
HEXB	0.2615
FLJ32214	0.855
TCEB3	-0.0605
CRLF1	-3.4885
ABI3BP	2.13325
C8orf22	-3.91175
PYCR1	0.38675
KIAA1706	0.73
CDK5R2	0.618
WAS	0.9865
C12orf60	-0.57225
CCBL2	-0.31275
MADD	-0.32725
C5orf34	-0.82825
WDR42A	0.8564
KLF12	-0.414125
HSPA1A	1.7865
ITM2C	0.178833333333333
DAPK2	1.1365
LOC442590	-0.5135
SUMF2	0.0595
CENPA	-1.30453846153846
TMED5	0.231125
CDH6	-0.9819
BRP44	1.827
THG1L	-0.16975
GABRA2	-2.606
C14orf166	0.19
MYL1	-2.0235
TNFSF18	0.2955
PAP2D	-0.573666666666667
PPIB	-0.82475
KLHL4	-0.2015
SFN	0.774166666666667
CCDC127	0.80025
FRAP1	-0.0965
GOLGA5	0.2145
SDCCAG1	0.04475
MGC21675	-0.176
C10orf95	-0.9435
KIAA1345	-0.5535
C1orf163	-0.383
LACE1	-0.0568333333333333
OR10K2	0.3735
CENPN	-1.23304
TMED2	0.55875
UGT1A6	-0.4815
ANG	1.21675
U2AF1	-0.621666666666667
CASC2	0.8875
NMT2	-1.42466666666667
OSGEPL1	-0.518375
DFNB31	-1.32
SLC6A20	0.28325
DKC1	-0.3875
FXYD4	-0.2965
WDR64	0.44675
MGC5590	0.565
CREBZF	-0.0281666666666667
DAZ1	0.13425
PRPSAP1	0.29225
GCHFR	0.0665
TTC7A	-0.07425
LOC196993	0.50825
UBD	2.38033333333333
S100A1	-0.97975
RPL6	-0.461166666666667
DNAJB6	0.6239
NAGS	-0.2852
C2orf58	-0.4745
KERA	0.379
MT1X	0.0686
UBE2B	0.427
KEAP1	0.23325
MST1	-3.538625
OMA1	0.302
ABLIM2	0.585
BCL2L13	-0.30175
JAZF1	-0.222166666666667
TMEM63B	0.8995
S100A8	0.2825
ARFIP2	0.825
UROS	0.02975
KHDRBS2	-0.6625
POLQ	-1.775375
SOAT1	-0.94825
SPAG4	0.000749999999999999
MRPS30	-0.680833333333333
LOC494141	-0.07025
OR2T11	0.5225
ORAOV1	-0.2508
ZNF184	-0.0126666666666667
TCEB3B	-0.468
ADAM21	-0.154
GDPD1	0.5765
SPINLW1	0.0345
PRR14	0.604333333333333
KCTD9	0.1051
NUDT3	-0.1295
KIAA1822	0.6349
HIST1H4K	0.3005
DFNA5	-1.174
GABPA	-0.282
C14orf44	-0.63275
POLB	0.481375
PTAR1	-0.691
SEC31A	0.9938
TRIM58	-0.096
TAS2R14	-0.3975
VPS8	0.35025
H1F0	1.21966666666667
PRKCB1	-1.29083333333333
UGT2A1	0.571
TOR1B	0.883
LSS	-0.9695
C2orf19	0.177
HNRNPC	-0.00292857142857143
TMEM100	-1.28133333333333
LOC116349	0.01225
OR51M1	0.41
CCDC142	-0.81175
ISG15	2.2489375
ZCCHC14	0.2335
CREBL2	0.792625
TGDS	-1.65425
DC2	-0.29175
CACNA2D3	-2.34485714285714
ZNF429	-0.715125
LYPD6	1.15033333333333
SUCLG1	-0.0803333333333333
OR51I1	-0.522
MAGEH1	1.0715
PRPF40A	-0.52
SMR3A	5.3035
SPINK2	0.26375
THAP2	0.705375
NPY5R	-0.089625
IRF4	0.703
SPESP1	-1.22516666666667
OR10S1	0.024
DTD1	-0.8735
TUBE1	-0.714
DDX19A	-0.4675
PDPN	-0.442
TMEM34	-0.00208333333333333
MGAM	-0.35025
COL3A1	5.66372222222222
GFM2	-0.2931
OR5A2	0.73
PSG9	-0.939
ARHGEF11	0.635166666666667
IVNS1ABP	-0.5055625
SIGIRR	0.371
DUSP19	-0.25175
DNAJC14	0.2672
ACSS1	1.42175
IL1RAPL2	0.4415
C4orf30	-1.234
SEPT4	1.785
LANCL3	-2.2935
SPAG17	1.9665
PRDX3	-0.342125
HNF1A	-0.20275
P4HA2	0.47725
RFWD3	-0.721666666666667
MOV10	-0.34025
DNAJA5	0.0777142857142857
LOC729440	0.18025
LOC200383	-0.191833333333333
SMC2	-0.73525
MIXL1	-0.446333333333333
TMEM9	0.214
FAM86A	1.716
ZNF174	0.49
MYH14	-1.19075
CCR8	0.72975
VPS37C	0.562833333333333
GPATCH1	0.283166666666667
B3GNT8	2.378
TBX4	-0.031
CNR2	0.2665
PCDH1	1.20375
C5orf29	3.489375
OCIAD2	1.25175
PLCG2	2.03075
KIAA0247	1.376625
HRH3	0.1601
CAPN13	3.326
CCR1	-0.4027
MGC15523	0.339555555555555
UVRAG	0.733833333333333
DNAJA2	0.343333333333333
ITGA2B	-0.569333333333333
CLDN5	3.075625
PTPRN2	-0.529785714285714
ZNF512	-0.452666666666667
PSAP	1.17814285714286
CCDC140	-0.5045
LRRC55	0.13975
CYP26C1	0.2295
C8orf47	-1.17025
LYN	0.156625
DUSP6	-1.33266666666667
TGFB3	2.1728
ELK1	-0.4288
PCDH11Y	-0.498333333333333
HGD	1.455
C17orf58	1.1425
MYO3A	0.88
SERPINE2	-3.18916666666667
AARSD1	-0.997
C14orf73	-1.51575
ADAM33	0.83675
ZNF491	-0.0645
MAPK6	-1.182
TCN1	-0.420666666666667
SLC24A6	1.512
UBE2R2	-0.0585
H1FNT	0.7785
TATDN2	0.142166666666667
LILRB1	2.4805
P2RY5	0.691
NUCB2	0.508
C2orf37	-0.03975
SNX27	0.838333333333333
MTA3	-0.848375
FOXO4	0.018125
ID4	-1.2335
SOX5	-1.2815
PXMP3	0.601625
OR52M1	0.224
SFT2D3	-0.1595
INA	-2.33533333333333
MCOLN1	0.85225
NFIX	0.3961
CLEC14A	5.07116666666667
HIBCH	0.289333333333333
PLA2G5	1.37475
TIMM10	-0.363166666666667
MED17	0.6194
COL4A4	-0.141
TPP1	1.012
GJA3	-1.50333333333333
TMPRSS5	-0.9615
AADACL3	0.496
DNMBP	0.4475
ENPP5	5.19033333333333
NQO1	1.1065
ZSCAN2	-0.6965
SEC24C	-0.275166666666667
GTF2A1L	0.511
AXIN2	-0.613
FAM33A	-0.857166666666667
C16orf13	-0.42575
SPNS2	0.4695
TAF1	-0.9335
AP1G2	0.231333333333333
RBM42	-0.280333333333333
HCN2	1.139
EFHB	0.367333333333333
RUSC1	1.254
GRIK5	0.099
USP21	0.320833333333333
ATAD3C	0.4555
ORMDL2	1.135625
PRSS7	-3.37375
PSAT1	-4.10525
FLJ13195	-0.4865
TBC1D1	0.127833333333333
IFNG	4.325
OTOS	0.574
ZNF773	0.0386666666666667
EMD	-0.51075
RETN	-0.08975
CCL8	4.7665
APH1A	-0.595875
COX18	0.196125
GTF2IRD2	1.227
CCDC82	-1.444
PAFAH2	1.2015
NPEPL1	-0.6982
RP11-114G1.1	0.6675
TP53INP1	1.121125
ZNF300	-0.6105
FOXL2	-3.6605
LARP2	0.282833333333333
LATS1	-0.26075
HTR6	0.24
SPOCK2	1.5815
RNF144B	2.23666666666667
HTATIP2	0.408875
MGC10334	0.233416666666667
CENTA2	2.87933333333333
FGF2	-2.0115
FXYD7	0.083
PHYHIPL	-1.825625
GPR34	5.593
DDX6	-0.356166666666667
OR10W1	0.8565
LHFPL1	-0.6885
ZNF313	0.756714285714286
VPS28	0.6505
AP3M1	0.1438
AKR1CL2	1.887
TRAF4	-1.2635
OR2B11	0.4515
C19orf12	0.163833333333333
AKAP9	1.10783333333333
C1orf62	0.35375
SLC20A1	-0.9615
FAM112A	0.35325
LDB2	0.69275
MRPS23	0.0195
KLK5	-0.056375
SPTB	-0.2332
EFEMP2	0.5185
EFNB2	0.72425
PCM1	0.181785714285714
NMNAT3	1.269125
TSG101	0.556166666666667
C8orf40	0.160333333333333
NOB1	-1.25625
ABHD3	0.3905
GTF3C4	-0.657625
PIGN	1.34566666666667
GALNTL1	-1.5415
AEBP1	2.20975
OR9Q1	1.103
ANKRD2	-0.31275
CCL28	-1.451
TRIM38	1.069
TMCC1	-0.34
SMG5	0.2315
LRRC7	-1.7
NCAPD2	-1.39066666666667
C6orf153	-0.03925
C1orf74	0.7315
OTUD6A	0.705
DCP2	-0.657
TMEM24	0.2265
RPL18	-0.293166666666667
TMEM177	0.0185
LRRC37A3	1.4965
C1D	-0.788
LDHC	-1.842
UBE4B	0.149333333333333
NIT1	0.43425
BTN3A3	1.6925
RASD1	0.7165
COMMD3	-0.0905
SHFM1	0.58575
BIRC8	0.035
DUT	-1.4875
C12orf51	0.161
LRRC59	-0.1755
LY6H	0.589
WDR22	0.336666666666667
EDEM1	0.536
ADH1A	3.191
PANX2	0.1543
CYP11B1	1.39225
CDC73	0.2435
GPR172A	0.93225
GSTM3	1.67723076923077
KCNA5	2.052
SERAC1	1.02
NFATC2	0.6115
ANAPC5	-0.1426
C15orf24	-0.0985
NFATC2IP	-0.480583333333333
TNRC6C	1.05933333333333
MGC102966	-3.35375
FGD5	0.985
MED9	-0.257
RAB13	0.589833333333333
C15orf49	0.2605
CRYGS	-0.397
C12orf53	-1.3173
LOC283693	-0.6755
COX6B2	-0.59475
PHF14	0.616
FAM3A	0.274125
RPL13	-0.4554
PRDX2	-0.5754
FLJ34047	-1.38175
PRMT3	-0.801
KCTD19	-1.4425
TRIM10	-0.353833333333333
MGC26597	-0.138833333333333
GCNT4	-0.35975
GPRASP1	0.0155
CDKN1C	-1.78675
RHBDL2	2.0822
HSPH1	-0.2045
AQP1	2.840875
COL17A1	-2.9369
GFAP	0.013875
CDC16	-1.0465
KIAA1614	-0.0465
C6orf118	-0.562333333333333
ZSWIM5	-0.329
FAM83F	3.1445
LYNX1	0.9709375
SYNPR	-0.46
XG	3.2845
PRSS16	-0.438125
KIF13B	0.397071428571429
PCDH9	-0.547125
HIST1H2AH	0.7815
RBM18	0.00975
ZNF626	0.07425
HEXIM2	-0.425
ITFG1	0.452
TUBG2	-1.261
SFRS7	-0.324333333333333
C9orf14	0.8345
EXTL1	-1.28975
GBP3	2.33
WDR5	-0.41175
RARG	0.517166666666667
MYO7A	0.19875
CECR6	-1.117
C13orf3	-1.318625
SFRS18	-1.418375
ACVR1B	0.367166666666667
PSMD1	0.1296
C7orf31	-0.507333333333333
ILVBL	-0.2705
IFNGR1	1.1005
RNF186	0.346
NOL9	-0.03375
MAGEL2	0.028
SLC29A2	-0.01775
NHSL1	-0.26225
RBMX	-0.763
PSORS1C2	0.4305
RAD51L3	-0.0849166666666667
LCN6	0.5145
ORAI2	-0.452125
BRUNOL6	-0.3113
OR4K5	-0.113
CDC123	-0.166375
MSLN	-2.18066666666667
WWTR1	-0.5315
ZNF700	-0.960166666666667
COBL	0.40875
PPP1R16B	0.444375
GAS7	0.352
MDN1	-0.687625
HAAO	-0.029
C9orf68	0.553
TNFAIP2	0.387875
FOXN1	0.2185
hCG_2033311	0.0126666666666667
ATP6V0D2	1.9634
RPL41	0.44825
SLC38A1	1.995125
ARHGAP6	-1.05966666666667
ADAD2	-0.55925
PHF20L1	0.568625
MCM3AP	-0.196166666666667
ST3GAL3	-1.15433333333333
SNX1	-0.197166666666667
ELF5	-0.78925
PARP3	-0.31525
RBM8A	0.4445
LINGO4	0.499
ITGA9	0.332
ZFR	-0.11125
ACSL6	-0.5955
FLJ20699	-1.3976
DAOA	-0.499
FABP4	6.09175
KCNB1	-1.444
CANX	0.4095
SLC25A28	0.560166666666667
ADIPOR2	-0.048
ECHDC2	1.67675
SMA4	1.71725
FRZB	2.204625
PABPC1	-0.6965
DMRTB1	0.150375
APOBEC3G	1.845
CATSPER2	-1.31533333333333
CUEDC1	0.943
STARD9	-1.400625
CLDN8	3.153375
LOC23117	-0.961681818181818
E2F6	-0.361833333333333
TMEM126B	-0.311
DPY19L4	-0.24175
GIMAP5	3.59766666666667
NDUFA9	0.148
FAM77C	-1.9095
CTPS2	1.22725
LOC51035	0.0975
WDSOF1	-0.7055
EGLN3	0.27475
PITX3	0.671166666666667
OR52E8	0.3
GRM4	0.00700000000000001
KLK1	-2.10266666666667
GPM6B	-2.476375
RRAGD	-0.296
PAGE5	-3.29375
UCHL5	-0.550333333333333
ULK3	-0.9105
AIM2	2.764
PNO1	-0.309166666666667
OR2F2	0.314
GNAT2	-1.0015
SIX1	3.46375
ST13	0.05625
ZBTB44	0.0525
TIMP2	0.278
ZMAT4	-4.37925
GTF2IRD1	0.122833333333333
ZNF19	0.1295
ZNF714	-0.946
RSC1A1	0.34125
C9orf80	0.26625
PSMA8	1.10783333333333
TMEM141	0.76975
COX4I1	0.167785714285714
CTAGE1	0.789666666666667
DTWD1	-1.25525
HSD11B1	2.975
KRT6B	-1.661625
ARID4B	1.038
LHFPL3	0.186
WWP2	0.47275
ZNF326	0.1665
RGPD1	-1.295
