Hybridization REF	TCGA-A8-A06T-01A-11R-A00Z-07
HPCAL1	1.607875
CYLC1	-0.0285
VGLL2	0.216875
C20orf191	1.19125
CDH1	2.04108333333333
ITPA	0.04775
CCDC101	0.769
D15Wsu75e	-0.142
EDA	-0.90175
CREG1	-0.47925
OR7G2	0.5495
SAP18	0.771833333333333
IFIT1	4.344
CALML3	-2.0765
FLJ37440	2.29
FNDC5	-0.44025
SERPINB6	1.04907142857143
JUNB	0.1814
SYS1	1.90725
SCN2A	-0.270666666666667
ZKSCAN5	-0.06
WNT7A	-0.016
TSHZ3	1.4615
RNF148	-0.493666666666667
H6PD	-0.135
CAD	-1.82483333333333
ZNF449	0.63575
DOCK10	-0.478
FAIM2	-0.0598333333333333
HEXDC	0.794
PRB1	0.048
C14orf148	-0.121
ETHE1	1.16175
IRF5	1.7317
GNMT	4.116
MGC16291	-1.2325
RPAIN	-0.152928571428571
CAGE1	0.278
CNTNAP3	-3.79575
ACTR1B	0.31425
EEF1E1	-0.10375
MSX1	0.761625
ESF1	-0.5068
HSPC171	-0.0495
MRPL2	-0.354333333333333
RDH12	-0.519666666666667
CELP	0.2225
METRNL	-0.10475
C10orf116	5.0375
C19orf48	-1.6225
ZNF346	-0.056625
NCR1	-0.3505
C10orf64	-0.087
CD52	1.18575
VPS18	0.929625
AP4S1	0.5265
NPBWR1	0.6355
TPK1	1.0475
UBA52	-0.389222222222222
RIPK1	0.849166666666667
CPNE3	1.2275
HSPC159	0.516
C8orf38	0.91225
LRRC4B	-0.772
PARP10	1.0524
ANKRD50	0.04425
CXCL9	6.83725
FGF18	1.202
EIF2A	-0.322125
SLC20A2	0.815333333333333
KIAA1549	-0.704416666666667
SPINT1	2.1702
ZNF584	-0.0815
CRBN	0.890833333333333
ABCF3	0.475166666666667
NCBP1	-1.32
PLA2G4F	2.22966666666667
PCDH10	-1.428125
TTC21A	0.636
C20orf144	0.2015
FGFR1OP2	-1.0695
SLC9A1	0.3908
CHRND	0.1335
FOXF1	-3.37375
KIAA1467	3.5575
TPO	0.237
LTF	1.93621428571429
DNAJB9	1.084
MRPS27	-0.1325
bA16L21.2.1	-0.20275
WBP2	0.904
MRGPRX3	-2.116
PRPF18	0.6165
C10orf58	-0.239
SMOC1	-3.1116
ADAT3	0.0851666666666667
TMEM138	-0.2355
TMEM131	-0.010375
TIMM8B	0.084
MYH7	-0.327166666666667
ST6GAL2	0.711
KIF1C	-0.12975
SUHW2	-0.4865
PAPSS1	0.6205
CABP2	-0.276
HOXA4	-2.43425
ELF2	0.2785
SEMA3D	0.6169
MC5R	0.5435
OGFR	0.1785
FLJ30092	0.9015
TGFA	-1.303
MMP17	0.53275
KIF15	-2.5575
CHIA	0.46075
CATSPER3	0.64975
CEACAM7	1.92283333333333
PADI2	0.215875
HOXA9	-0.039
LNX2	0.659
TMEM144	1.951
HIF1AN	0.57125
METTL7A	-1.031
C6orf165	3.48633333333333
KIAA1468	0.9135
DSG3	-2.4445
ZNF180	0.191666666666667
EIF4E3	1.612375
SLC46A1	1.8705
DKK1	-6.40333333333334
ZNF205	0.890666666666667
LOC162073	1.20638888888889
COX7A1	5.03675
MAGEA1	-0.655
NEDD8	0.488333333333333
KLHDC5	-0.167777777777778
C3orf19	0.429666666666667
MRPS2	-1.0775
POLR3H	0.477928571428571
ABHD11	1.697
TMEM17	1.9805
PAIP2B	1.2929
MAT1A	-0.117
LGI3	0.02325
THUMPD2	-0.64675
TKTL2	-0.057
XAGE3	-1.8415
CALM3	0.063
C6orf136	-0.0341666666666667
KCNC4	-0.159833333333333
RGS9	-0.246
ACIN1	-0.48
SPATS1	-0.1365
XKR8	0.5585
FAM84A	0.2425
MS4A7	4.43445454545455
AGXT2L2	0.35425
OR1F1	-0.1435
SMAP1L	0.32275
IPO11	-0.138875
ZC3H11A	-0.178625
C1orf151	1.481375
RNASEH2A	-1.2565
CCR10	-1.2865
TXNDC11	0.62975
TMEM112	1.19825
MAP1B	-2.12935714285714
NVL	-0.16275
PKM2	-1.13855
ARC	0.30225
NUP54	-0.7775
PPFIBP2	2.01366666666667
STAT2	1.246875
PTAFR	1.92966666666667
ROBO2	-0.24625
RNF40	0.336333333333333
CCDC135	-0.887166666666667
IFT81	0.0791
MORF4	-0.42725
TM7SF3	-1.486
OR10H3	0.168
ABP1	0.045375
CHRD	1.883
PLEKHA8	-0.151833333333333
NCALD	0.754916666666667
OR5AK2	0.621
ACCN1	0.5105
SLITRK1	0.0915
ARMET	0.08575
C9orf52	2.6835
REEP4	-1.06325
MTSS1	2.7185
ADH1B	2.854
DLD	0.2445
CDK5	0.26325
PPFIA1	-0.1309375
WFDC3	1.81675
DNAJB12	1.15778571428571
RANGRF	0.622
MLANA	-4.231
AMY2B	0.56575
KIAA0319	-1.776375
RPS7	-1.4105
JAK3	0.00780000000000001
ARFGEF1	1.7965
CXCL5	0.528583333333333
TRAPPC4	-0.033
CETN2	1.1
HSPC111	-0.718
RHOBTB3	-2.7254
PHLPP	1.1585
RGS10	1.00775
TMEM58	1.06975
CHERP	-0.239875
HSP90AB3P	-0.191166666666667
FSTL3	-1.03116666666667
PEX11A	1.89475
OR5V1	0.8185
FCN3	2.36875
PTPN3	-0.275
NPTX1	-5.302625
C21orf84	-0.49175
C11orf51	-0.280875
ZBED2	2.91725
FLJ90757	1.361
NPY2R	1.0345
PLD3	0.16275
SYT17	2.81733333333333
SGSM2	0.226
OR1A2	0.18075
FOXP1	0.17625
SLC5A1	0.69925
POFUT1	-0.301
EPHB6	-2.98483333333333
MYO1G	-1.47975
STAC	-1.8587
KLHL17	-0.160833333333333
RGMA	1.5882
TJP2	-1.0671
FAM114A1	0.216333333333333
SERINC1	2.3135
SLC9A8	0.404875
PEX19	1.345
EDN2	2.2455
PSMD7	0.132777777777778
C3orf41	-2.82
UQCR	0.298
PPP1R3C	-0.39975
LRP4	-2.48266666666667
TM2D1	0.64025
TTC17	0.27075
C4BPB	-2.058375
CCL25	0.60675
ZNF253	0.0358333333333333
CHRNA9	-1.919
SOX11	-1.433125
HIVEP3	0.3285
CGN	3.4495
C3orf35	0.327125
PKD2L1	2.218
SYVN1	0.707
PDE8B	2.084375
LOC439951	0.5265
LTC4S	2.44383333333333
MIF4GD	1.09266666666667
SMARCA2	2.2691875
TUBGCP6	-0.1155
CABLES1	0.27925
C16orf77	1.2115
ZNF791	0.3635
FUT5	1.0285
ADH6	-2.86483333333333
P4HB	0.19575
CLDND2	-1.94475
ALKBH8	-0.135
PLAC4	-0.298
F11R	0.65
MGC35295	0.154
PDZD4	-0.393833333333333
LOC389073	-0.27
FAM80B	-0.859666666666667
PSMB1	-0.69475
TXN	-1.03516666666667
VIPR1	1.3895
WBSCR18	0.9501
EXOSC6	0.121833333333333
ACTA2	3.44033333333333
SP5	1.95
ANKRD1	-3.12275
DDR1	2.578
ATP6V1D	-0.08825
PTGS1	-1.9345
RNF157	-0.814
DCC	0.241
SPAG7	0.8895
FBXO18	0.14825
UBE3C	0.1445
HOXC6	1.16325
LRP2BP	0.542166666666667
MYST2	0.223
PDSS2	-0.5935
ATE1	0.893
ARAF	0.67475
KLF10	-0.25575
PLA2G2E	-0.0955
ASCL1	2.06983333333333
TSNAXIP1	1.5735
FAM131B	-0.65725
IFNA10	0.6505
NUP43	-0.6575
FAM44B	0.598
L1TD1	-5.79566666666667
NMD3	-1.50416666666667
C18orf54	-2.3344
PHOSPHO1	-0.502
RAG2	-1.973
EMILIN3	-0.0225
METTL3	-0.06975
VPS13C	0.5075
REXO2	-1.06475
ANXA4	-0.41625
CA1	-1.65
DCP1B	0.13075
TULP3	-1.41816666666667
ATP2A2	-0.104285714285714
ATIC	-1.16575
ADAM15	0.393416666666667
NPL	0.797666666666667
LGR4	-1.37675
UEVLD	1.1285
GAB1	0.49
SNAI2	-0.462166666666667
ZGPAT	0.4714
SNF1LK	-0.291
DLEU1	-1.9185
UBE2Q1	0.53725
ZMYM6	0.2226875
JPH3	-2.30216666666667
FAM38A	-1.01933333333333
PXK	1.34516666666667
DENND2D	2.4675
BAX	-0.872083333333333
CP	-5.16172727272727
RPL37	-0.7678
G6PC3	0.782125
NCOA4	0.086
LRRC14	0.842
GORASP1	1.21
FCHO2	1.219875
CYP24A1	-3.5379
FXYD3	2.559125
SMARCAL1	0.161
ABCB8	0.792333333333333
CCDC44	0.26125
PRDM7	-3.18725
USH1C	-1.225
DNAH5	1.4815
SRF	-0.330916666666667
MAL2	1.43266666666667
PGPEP1	0.896583333333333
SIN3B	-0.826
SEMA3C	1.29666666666667
GRAMD3	0.555
FBXO10	-0.277
OR5D13	0.2055
FLJ31818	-0.475875
CACNA1I	0.191125
S100A13	0.8725
TP63	0.716928571428571
ANXA11	0.5952
WDR66	2.102375
CSF2RB	0.4165
IFI44	1.2135
DACT1	1.4155
ANKRD23	-1.32525
ATP5G1	-0.836
C21orf70	-0.662666666666667
PPWD1	-0.86975
DNAJC13	0.01475
PAH	-4.92283333333333
PTCH2	0.999
TRMU	-1.2085
CCDC9	0.3945
USP3	0.0493
DCLRE1C	0.2331
FAM55C	0.763
FRMD4B	0.961
CYP2R1	0.37025
RFPL1	0.2126
XPO5	-0.4425
ARL6IP2	-1.7945
OSBPL5	1.29325
MMP9	3.52672727272727
KIAA0802	0.156375
DHRS2	-3.55583333333333
SGEF	0.710625
TXNDC10	-0.3445
EXOC6	0.77125
RPS27	0.260333333333333
PNCK	-1.22633333333333
FSTL1	-0.54225
AACS	1.058
SLMAP	1.15416666666667
SAMD4A	-0.9292
ABRA	0.635
SMARCD3	1.112
PKNOX2	-2.53333333333333
A4GNT	0.4545
C9orf39	-0.649833333333333
RALYL	0.307666666666667
MGC33556	-2.6755
C10orf25	-0.4225
BBOX1	-0.243666666666667
NHEDC1	1.9785
XDH	0.0785
GCSH	-0.8445
EDN1	-0.983166666666667
MTERF	-0.62425
CLK4	0.547875
ZNF799	0.740833333333333
KCNG1	-2.09575
CXCR4	-0.855666666666667
PTPRR	-3.11175
IRAK1	-0.1465
LOC401397	0.1745
TMSB10	0.705928571428571
CXCL3	-3.154
TMC4	2.9745
OR7A10	0.065
STYK1	-0.13025
CHRNA10	0.47475
CCNI	0.63675
EP300	0.590857142857143
LOC165186	-0.259666666666667
HIC2	-3.01575
SDR-O	-0.077
OR2W1	0.698
KCNA6	-0.149
TRIM74	1.05925
REEP6	2.0675
ATP5G2	0.689
ERG	-0.0645
TMEM42	0.68125
PARN	0.2395
SOD2	-0.878625
DIRAS1	-1.0315
PNPT1	0.038
JOSD3	-1.44275
hCG_40738	-0.531
PDE1C	-2.18875
SEMA4D	-0.485125
AGPAT1	0.216333333333333
NOSTRIN	1.0545
MAP3K3	-0.2105
MAX	0.180785714285714
CAPS	1.3425
SERPINA12	-0.0015
OSBPL8	-0.362
RICS	2.5112
NR4A2	-1.14033333333333
PPCS	2.07966666666667
LONP1	-0.78875
SCYL3	1.795
HERC2P2	-0.849
FIBCD1	-0.4565
C15orf41	-1.02875
DMC1	-1.158
C20orf27	-1.4055
RPS6KA5	0.8595
FAHD1	0.729333333333333
SLC12A4	-1.27425
BRCA1	-1.05291666666667
GBL	0.047
SLK	1.02
NUDT9P1	-0.9905
NOXO1	2.8445
USP52	-0.34325
BAZ1B	0.180625
SLCO2B1	2.1725
BBS12	1.1825
LRGUK	-0.0288333333333333
TERF2IP	1.69275
COL1A1	4.8695
KIAA0090	0.390125
GRK5	0.709833333333333
AP1S2	-2.5265
TMEM52	-0.1785
CA11	-0.765375
OR4A15	0.528666666666667
ACBD3	1.2601
SPAG11B	0.1285
PRDM2	1.0258
FOXP3	0.40025
SMYD3	-0.0169
LOC389199	0.4525
LGI2	0.343666666666667
NAPE-PLD	0.0188
ANKRD6	0.61
WDR45	0.826166666666667
SHROOM1	-1.57375
PSCD3	-0.2685
PYY	1.178
KCNC1	0.049
ARHGEF9	1.2024
OR8J1	0.1935
GPR55	0.256666666666667
NS3BP	-0.644
C10orf22	0.704833333333333
NAT8L	2.05
DUSP4	-2.7015
FOXM1	-2.49966666666667
GRAMD2	-0.1963
ZBTB48	0.133833333333333
BUD31	-0.1225
PABPC5	-0.39
CCDC41	-0.1245
FBXO11	0.813583333333333
C6orf148	-0.00425
RFXAP	-1.37775
C6orf15	-0.443333333333333
CDK8	-1.1245
C6orf70	0.3955
TESSP2	0.762
ALG2	-0.455
PPP1R3D	0.9285
TPM3	0.0391666666666667
SYT13	6.3015
EPB42	-0.799333333333333
CETN3	-0.16575
PRY	-0.397
NTHL1	0.2325
POLR2B	-0.184
RPS28	0.0886666666666667
P2RX3	0.316
LYZL4	-0.1835
WBP4	-0.3052
PMM1	0.02375
C11orf79	0.28475
CBLL1	-0.8715
IL1F10	0.363833333333333
VAX2	0.1635
SETDB1	-0.0456666666666667
LRAP	0.199333333333333
GCLM	0.0505
CPEB3	2.74425
PPM1A	0.125375
INTS1	-0.06825
CAMTA1	1.87483333333333
SAMSN1	-2.35625
LOC158830	-1.79416666666667
GMPPA	-0.48725
AIPL1	0.368
IL24	0.780083333333333
BDKRB1	-0.657333333333333
MLF1	-0.9146
TAF12	-0.10075
ID1	-2.469875
THADA	-0.57975
PIK3CB	0.0675
OR4N5	-0.024
TBC1D17	-0.105333333333333
COX8A	0.28775
CDCA4	-0.90175
C2orf44	-1.039
ZNF534	-0.20075
IMMP1L	0.3775
NIPSNAP3B	-0.201625
FTMT	0.413625
PWP2	-0.650333333333333
MMP15	-0.8107
DNAH11	-1.41675
MTMR14	0.144625
DNAL4	0.89725
IPP	0.84575
TMEM59	1.50225
C1orf157	0.33
RGS4	-0.361166666666667
DDX18	-1.0955
SNX6	0.17925
ZNHIT2	0.8695
NCDN	0.590833333333333
FLJ33534	-0.461
RAG1	-2.178
OR4D10	0.4515
PTPN5	-0.151666666666667
POMT1	0.055875
LRRC8A	-0.4131
CYP1A1	-1.395
CAPN1	0.0261666666666667
DDHD2	0.48725
GRIK2	-0.33325
GNRHR	0.023
PPBP	0.57125
HTR3A	-0.58175
SLITRK4	-0.56325
ANKRD49	0.3905
BTF3	0.5242
SARS	-0.08025
C13orf18	-0.489333333333333
CACNB1	-0.324571428571429
QKI	-0.4998
SETMAR	0.835125
MAN2B1	0.2805
EML3	-0.4495
ACADL	-0.5222
OFD1	-0.034
DEFB114	0.418
CGA	-3.7051
PEX16	0.587666666666667
LRRC10	-0.3535
GNG12	-0.809
C1orf152	-0.0171666666666667
CHRM1	0.5795
CD53	0.27475
DBH	-0.643
TFAP2B	-3.69
HIST1H2BJ	-0.356333333333333
FAM46D	-0.0905
TMEM11	0.067
C3orf32	-2.92475
PCCB	0.345875
IPO13	0.477375
C6orf105	-5.4075
COMMD5	1.28325
SUV420H1	-0.4732
LTBR	0.4315
ARHGAP15	-1.274
HDHD2	1.4125
TDRKH	0.1005
LOC401052	2.294
PSG4	-1.18675
GNB4	0.6675
SPATA4	1.8635
SLC9A3	-0.096
OSBP	0.883666666666667
NBPF3	-0.0428333333333333
DOCK11	-1.6635
SLC39A5	-1.733
PRR5	0.658
C10orf63	0.6895
SMTNL2	-1.106
ADRA1A	0.118
ASAH1	1.5007
DOM3Z	0.4542
GIPR	0.527
AHI1	-1.04158333333333
NADSYN1	0.435833333333333
RGS14	0.3569
IL18BP	1.1807
RTN4RL1	1.90916666666667
ARMC6	-0.0755
PSMD5	-1.583
HK3	1.1441
OR4S1	-0.05825
RSU1	-0.4615
MAD2L1	-2.121
EIF4A3	-0.23025
DLEC1	-0.270333333333333
E4F1	0.715833333333333
CHMP2B	0.5412
CAMSAP1	-0.60825
RPS21	-0.863333333333333
ARID5A	0.11425
UBE2N	0.3788
IGSF8	1.216
MAGEB6	-2.3645
ACAD11	-1.1508
MGC4172	0.8955
LMO4	-0.445
KLKB1	0.5955
HP	-0.569
HDAC3	-0.14275
SCHIP1	-1.05625
CLCA1	0.3155
OLFML2A	0.598
C1orf112	-1.553
KIF19	0.337
HAPLN4	0.0089
CXCR7	-0.5
GOT2	0.3508
RAB38	-3.575125
DCX	-1.033
PPM1H	0.697583333333333
NFYC	0.28575
KIN	0.290375
ZNF228	-0.02875
PLSCR4	0.834666666666667
HIG2	1.01425
FAM79B	7.3575
C21orf86	-0.8309
KCNK10	0.01575
ZNF738	-0.464375
FSTL5	-1.68066666666667
OR6A2	-0.339
OTOA	0.903833333333333
EXOC1	0.450125
AHRR	-3.292125
PDAP1	-0.791
C19orf6	-0.00949999999999999
ZAN	0.32875
LY6G6E	-0.1215
EIF4E2	-0.8135
C20orf198	0.37325
ZNF324	0.828
CYP3A5	-1.8635
ENTPD7	0.979833333333333
MBOAT5	-0.308166666666667
GJB5	-2.39175
TTC13	-0.137
S100Z	-1.721
KIAA0664	-0.184
PDGFRB	1.66416666666667
IL17D	-0.32125
OR56B4	-0.316
RDX	-1.9405
SLC34A3	0.518
IL28B	0.8745
JUND	0.787
CHRNB1	1.035
CAMK2B	2.8885
FETUB	-1.641
CXorf23	1.291875
MRTO4	-1.000125
TTC3	0.402
NDUFB8	0.335666666666667
EDG2	-2.13
SEMA3G	1.585
IL23A	-0.9275
GRHL1	0.4616
LOC441054	-1.82
WDR65	1.0885
PSTK	0.401
STOML3	0.284833333333333
R3HDM2	-0.0492
C5	-2.1815
SLC2A10	1.84333333333333
C3orf22	0.543
PAQR3	-1.71015384615385
ANKRD26	0.508083333333333
HCRTR1	-0.2285
LOC399947	-0.924
PSD2	0.187
TIGD2	-0.802
SCRN1	-3.093875
COQ10A	-0.00675000000000001
DDI2	0.3725
METTL7B	-0.965
UCN2	0.53175
FAM92A3	-1.8445
WDR16	0.24725
ZNF511	0.395166666666667
ZMYM5	0.039125
POLR3G	-2.992
ZNF586	-0.026
C1orf49	0.298
TANK	-0.3135
RCAN1	-0.9245
PELI3	1.42133333333333
LIMD2	-0.588166666666667
TMEM189	-0.959
NTN4	0.2915
LOC151300	0.979
CLEC2A	-1.176
GPR135	-0.53625
DPYSL4	-1.795
JAK2	0.178166666666667
TSHZ1	1.127
TM9SF4	0.15075
ZNF264	0.562166666666667
SIRPG	2.054875
BICD1	-1.86375
HERC6	1.6485
METTL5	-0.899
CASP1	-0.09125
PRRT1	-0.358833333333333
PLA2G4C	3.36266666666667
ICA1L	-0.063
TPTE2	-0.386666666666667
OTUD7A	0.603
AQP11	0.63025
APOA2	-4.1923
KALRN	-0.7944
SECTM1	1.819
IFNAR1	0.3015
TALDO1	0.54425
RAB11FIP4	0.838416666666667
EIF5A	-1.119
FAM49A	1.2075
NEGR1	0.186833333333333
YTHDC2	0.594
EHD2	-0.953625
NCF1	1.9551
SCRT2	0.3
HOXA5	-1.79833333333333
NUP133	0.0505
FGF12	1.0424375
SLMO2	-0.2095
SNTA1	0.436875
CACNG2	0.081375
GCM1	1.40825
ELF1	0.166
TLR5	3.0725
TCFL5	-0.506166666666667
RBMY2FP	-0.4015
LOC100125556	0.504125
FAM129B	-0.185625
MAP3K7IP1	-0.00137499999999999
NCK2	-0.504
OXA1L	-0.285
FMO9P	0.309
ZSCAN12	0.6745
PSMD12	-0.0770833333333334
HSCB	-0.13125
CLDN10	-3.38275
MGC13053	-0.78925
HPCAL4	-0.668666666666667
ASZ1	-0.167
MEX3D	-0.23125
NFAT5	-0.4101
CSPG4LYP1	-0.430166666666667
FBXO3	1.0398
DVL1	0.1075
CMKLR1	1.70833333333333
TYMS	-2.730375
PEF1	0.995
ZNF750	0.867833333333333
MCM5	-1.1309
MEGF11	-0.74875
KCNK7	-0.08
PTP4A3	0.0035
C1QTNF2	-1.76466666666667
OR6S1	0.5755
FAM122B	-0.085
ZNF551	-1.474
HBQ1	-2.3215
GEMIN6	-0.34125
ARSK	-1.10625
RBP7	1.479
CPNE9	0.245
DSC1	0.363
LOC730112	0.45275
MAP2K4	2.51825
HS3ST5	-1.8435
EPB41L3	0.76075
TEKT2	-0.0485
CDKN2B	0.3
ZNF480	-0.52225
MAP3K6	0.0921
MAP6	1.17466666666667
HN1	0.17
OR2L13	0.0841666666666667
SLC16A11	0.37825
FAM96A	-0.027
APOL1	0.658
C5orf32	0.5815
RTP1	-0.304833333333333
RNF175	-0.792875
ZBTB41	1.93925
AHCTF1	-0.2145
SAE2	-0.4158
ITGA2	-1.31575
MME	-1.00683333333333
CCDC14	-1.24275
MAST4	1.22485714285714
KRT33B	4.2555
KCTD2	0.461833333333333
WDR26	0.108166666666667
MFI2	-0.490125
NR4A3	-0.556375
ARSA	1.6555
UNKL	-0.0356666666666667
SULT6B1	0.1155
CCNA2	-2.97133333333333
SOX15	0.63
PPAPDC1B	1.11025
C19orf44	0.2305
MCAT	0.63075
ARID1B	0.072625
OR52N1	0.0885
C12orf48	-1.834
MAGI1	1.21275
NIPA2	-0.22575
GBX2	-1.98525
RSHL3	0.6335
RAVER1	0.0503333333333333
C15orf17	0.7085
SLC30A2	0.883125
ZNF518	0.08375
PCYT1B	-1.6625
C10orf114	0.3315
EIF3H	0.865583333333333
SLC25A39	0.273166666666667
KIF1B	-0.57575
AMOTL2	-0.0495
C6orf120	0.733625
PSRC1	-2.285
PLA2G10	0.43825
KIF5C	0.327
MRPL37	-0.5235
C17orf62	0.5745
C9orf135	-1.20183333333333
DUSP10	0.5287
CLCNKB	0.2405
PSMA5	0.141
C8orf53	0.5785
AMPD3	0.995
PIAS1	-0.339
ADCYAP1R1	0.124
GYLTL1B	0.171
CDH20	-0.0585
FBXO7	-0.36975
TMEM134	1.3815
FLJ14213	0.204333333333333
ZNF3	-0.06225
LRRFIP1	0.171333333333333
CNOT2	0.394333333333333
ABI3	2.12875
ALDH5A1	0.0103333333333333
HNT	2.3662
SERPINA4	-2.55075
TK2	0.497
STMN1	-1.84177777777778
GUCA2A	0.150333333333333
GALNT10	0.8885
DPP6	-0.7038
C9orf93	0.472375
PRELID2	-0.778375
STK39	1.04
SFTPA1	-1.70075
CKS2	-1.75544444444444
RHO	0.28725
C20orf135	0.13325
XKR3	-2.84
CR1	0.3325
RPS6KA2	0.1185
C20orf112	0.22325
MRPL22	0.3125
C4orf23	0.613666666666667
GADD45B	0.60025
KLHDC1	2.33083333333333
C2orf48	-2.58
ZNF287	1.8845
DAAM2	-1.35025
DPPA2	-3.70533333333333
TCTN3	0.799833333333333
DNAJB11	0.2665
FPR1	3.179
DEFB4	0.0535
PTCD2	-0.1411
SMOC2	5.16566666666667
CABP7	0.04325
SERPINB11	0.36225
MAGEF1	0.82225
NDE1	1.37916666666667
ITGA10	0.017
FSHB	0.7265
ANXA2	1.811125
HORMAD2	-0.44225
HLCS	1.11125
MCF2L	0.449083333333333
FH	0.379875
TBC1D24	1.27
KIAA1505	1.5915
LGALS2	0.34725
CNBD1	0.1685
SYNPO2L	1.13075
PTPN23	0.292428571428571
C1orf183	-1.09166666666667
MAGEA8	-1.142
DGCR8	-1.431875
GSR	-1.36
PAQR7	0.40775
ZNF676	-0.584
CACNA1C	-0.3699
SP7	0.5335
PDCD6	3.46944695195361e-18
NRN1L	-1.228
BRI3BP	0.270333333333333
KIAA1183	0.937
ASB4	0.2535
CCL23	0.516
OBSL1	-1.800875
SLC12A7	0.423583333333333
KIAA0240	1.360375
CD1B	-1.944
FCGR2A	1.145625
MDC1	-0.8525
HTR1A	0.143
OCEL1	1.50125
ATP11B	-0.426375
FBXO34	-0.174833333333333
PCDH12	3.09016666666667
RPE	-1.36925
C17orf74	0.109
CSDC2	-0.0506666666666667
PET112L	0.56425
TMBIM1	-0.556625
P2RXL1	-0.3755
TCHP	0.15975
TRMT1	-1.155
F2RL2	-0.68525
LRRC32	2.89983333333333
IMPG2	0.8065
BGLAP	-0.4965
LOC493869	-1.81533333333333
MRAS	1.616375
SLC35F5	-0.23925
CBWD1	0.2685
AXL	-2.031
ATP2C2	0.0695
TELO2	0.11475
PNPLA3	-4.21525
PCDHB14	0.04975
CD276	0.36975
KRT80	-1.1815
DUSP28	0.373
CSNK1E	-0.811583333333333
SRP14	1.406
KCNQ4	-0.0975
KRT72	-0.1325
CCDC117	1.244375
C6orf89	0.433388888888889
TUBB2B	-2.57366666666667
RTN4IP1	-1.03725
CR1L	-3.502
CEND1	0.23925
C12orf41	0.140333333333333
RNF31	0.699
UBN1	0.184333333333333
C17orf32	1.20925
SLC5A7	0.10025
GPR92	0.541833333333333
ESAM	2.0287
CTNNA1	0.5615
HRBL	0.7603
CBX4	0.804
TMEM182	-0.88325
SH3TC2	-1.41183333333333
IL10	1.21733333333333
PXMP4	2.2845
RNF167	0.7305
PAK7	-0.559833333333333
ETV3	0.1055
ATPIF1	0.67
LOC554207	-0.821333333333333
OR8H1	0.4965
WDFY3	0.70325
DPM1	-0.80825
GPSM1	-0.7995
WDR92	0.3366
LRP1	0.062
ANKH	-2.092625
THUMPD3	-0.662
POLR1B	-0.928
OLFM4	0.398833333333333
RAD9B	-0.509
TSPY2	-3.6025
PAX6	-1.83083333333333
SCG2	-2.361875
SLC17A6	-0.1425
FMO3	2.905875
PADI4	-0.46925
TUBB4	-0.9273
NLK	0.09075
POU4F3	-0.66
SDF4	0.00475
ITGBL1	2.06633333333333
NETO1	-1.81025
TAP2	1.09175
ABBA-1	-0.238083333333333
GNAI1	-1.219
VPS4B	1.253
NOPE	-0.0707
GALNT6	1.26683333333333
SESN1	-0.614375
GBE1	-2.13277777777778
CLASP1	-0.38275
RASGEF1B	0.6785
ACOT11	-0.360714285714286
AFAP1	-0.05925
OR2H2	0.129
DPY19L2P1	-0.1195
DZIP1	-2.069
SEC22C	0.324833333333333
GPR161	-1.33233333333333
RNF146	1.073
WDR74	-0.567375
GALP	-0.4935
PURA	1.171
DNPEP	1.18625
RP11-78J21.1	-1.3
ERBB2	2.92625
FANCM	-0.380333333333333
NEO1	0.746833333333333
DDX3Y	-5.0948
RPS3A	-0.462875
MXRA7	0.0323571428571429
LGALS3	-1.9365
GLT8D1	0.37175
CFL2	-2.20916666666667
UPB1	-0.103
NAP1L5	0.211875
CLDN14	-1.5285
DHX38	0.08225
BTBD1	0.23325
TARS2	1.05983333333333
ABCF1	0.1205
FCF1	0.52
LRRC49	2.33625
GUCY1B2	-1.905
C1orf177	0.434
SMARCA4	-0.340714285714286
LRP8	-2.62866666666667
TAGLN3	-0.93025
MRPL14	0.69125
TTRAP	0.489
ZDHHC20	-0.22325
NFE2L3	-1.771
KIAA1377	-0.732875
PALMD	-0.3917
TMEM43	-0.26225
TTL	-1.575875
STAT5B	-0.451666666666667
SSB	-1.068875
OR10H5	0.2425
SLC22A13	-0.9315
AKAP3	-0.037
TIMM23	0.510833333333333
OAS2	3.47983333333333
KIAA0423	1.12025
TRIM11	0.731
GLIS3	0.988125
TMEM50B	1.32666666666667
ARHGEF4	-1.614875
DEGS1	-0.640363636363636
TBL1XR1	0.202
G6PD	-1.62225
SP140	0.4979
MUC17	0.205
NUDC	-0.00709999999999998
DNAJC5B	2.46316666666667
SCARA3	-1.33033333333333
CPA3	5.145
BCAT2	0.8975
MFN1	0.0255
NRG3	0.3925
SNX11	1.17425
PLEKHH1	-0.524
GPR177	-1.07016666666667
HCFC2	1.04075
TCAP	-0.2375
MOCOS	-0.463
C14orf93	0.152
PRDM10	-0.297166666666667
SLC16A4	-1.1425
SRGAP1	1.06216666666667
VIP	0.377
DUSP27	-0.165166666666667
LILRA1	0.4134
MC2R	0.008
MGC24103	-2.21
MBTD1	-1.785
FUT11	-0.180333333333333
USP33	0.3498
C15orf39	-1.5105
MAP3K12	0.501625
PAAF1	-0.450666666666667
BARHL1	0.00750000000000001
FLJ16165	-0.157
PIWIL2	-2.82025
SYNE1	-0.108166666666667
CMTM4	-0.7265
TSPYL1	2.2477
GUF1	-0.579333333333333
TMEM157	2.5585
WDR44	0.204
HIST1H3C	-0.31975
DKFZp666G057	2.09625
RNPEP	0.35025
GAS2L2	0.291166666666667
