Hybridization REF	TCGA-BH-A0DK-11A-13R-A089-07
CYBA	-1.992
ARHGAP11A	-3.555
MPZL2	1.90366666666667
KIAA1881	2.29233333333333
ANXA1	1.6532
AFF1	0.2181875
FRMD3	0.389
SUSD5	0.4715
C9orf32	-1.30875
RASSF7	0.706875
KIR2DL2	0.62
SENP1	-0.4465
C20orf195	-0.231
C3orf44	0.65075
KRTAP9-3	0.0935
ZFP28	0.980625
PLCB2	-0.2008
TXNDC15	0.78425
CALR3	-0.4555
HLTF	-0.918642857142857
C17orf67	-0.109
NDUFA6	0.293
PKP1	0.20625
HMG20B	-0.7035
GPR180	-0.5017
BAI3	1.43425
NOSIP	-0.4556
TRIM23	1.139125
ARL1	1.22842857142857
CDK5RAP2	-0.6135
SSH2	-2.11233333333333
KCTD15	-0.340916666666667
FTHL17	-0.117
AK3	0.707166666666667
RAB3C	0.52875
PAX4	0.66825
KDELC2	-0.272
BIK	2.02133333333333
KIAA1553	-0.7775
CEP135	-0.59975
NANOG	-3.30766666666667
TRIM22	2.98483333333333
CDH13	-0.765333333333333
B4GALNT4	-1.59425
MDGA2	-0.7665
SAMD3	1.1615
OR1E1	-0.178
TAS2R10	-0.7255
FASN	2.21475
GPR116	2.7827
ZNF219	0.8095
CD33	-2.166875
RAB3GAP1	0.697
H1FOO	0.3575
NXPH3	0.54875
CROCC	-0.612666666666667
GPX7	-0.660125
BASP1	-2.6449
STAM	0.1065
TBK1	0.33525
STX2	-1.69966666666667
RPL29	0.13
NR1H3	0.54425
MPPE1	0.856125
PHACTR3	-0.49475
SLC44A2	1.392875
C10orf109	0.00625
CLCN6	-0.698
C16orf59	-3.235
SQSTM1	0.6335
AADAC	2.8485
LRRC8C	0.271625
BIN3	-0.5657
HPS6	0.36125
MAN2A2	-0.4435
GABPB2	-0.6205
KCND1	-0.1255
PTPN11	-0.195214285714286
ZNF274	0.321
ATF3	2.73958333333333
C7orf26	-0.189
C1QL3	0.0455
WDR54	-2.60216666666667
FLJ40869	-1.0195
ZNF397	0.563
MLL	-0.2722
TTLL6	-0.2185
ANKRD15	0.256
KIAA1958	0.15725
C1orf218	1.504375
ZDHHC16	0.06975
DDX47	-0.49425
EVI5L	-0.179
GDF6	-4.99725
TAPBPL	0.415
BTG1	1.3473
DPP4	0.8625
KLHL23	-1.14525
APOC3	-4.37975
BTBD12	-0.4805
CNOT4	0.254375
HIST1H3I	0.2385
OR5H1	0.437
APEH	-0.17425
TRY1	0.323833333333333
SLC26A8	0.156333333333333
KCNA2	0.1645
TMEM159	1.8135
C6orf81	-0.247
PCYT1A	0.1245
C6orf157	-0.1025
BRMS1	-0.62375
CHST1	2.27083333333333
LGALS1	-0.957375
TAF1B	0.1575
FLJ40504	-0.98975
GPR173	-0.1715
COL15A1	1.343625
CASP10	-0.249142857142857
PCMT1	-0.407857142857143
HDAC5	0.208
LOC641367	0.17325
EVC2	1.112
SGPL1	0.857
GON4L	0.0338571428571429
AFG3L2	-0.414833333333333
C5orf15	0.207333333333333
UBXD1	0.3064
LILRB4	0.488333333333333
GSTA4	1.0775
ADIG	-0.834
GRIPAP1	-0.38
HIST1H3B	-0.189833333333333
BTRC	0.923333333333333
USP49	-1.2875
IQCH	1.018875
ACBD6	-0.58775
YEATS2	-1.139
CABP5	-0.69225
TRIM3	0.984
HNRPM	-0.06325
FGG	-4.3897
C18orf16	0.6395
CLEC2B	-0.964
PQBP1	-0.5345
JTB	0.4665
REST	0.593
SLC8A3	-0.151833333333333
TMEM16H	0.46175
MRPL47	-0.236125
EVI1	1.8477
MUC1	2.030875
TEAD3	0.68925
STOML1	-0.44175
USP24	-0.7076
PNMA5	-1.21225
MAEL	0.182333333333333
LBP	3.2897
HSD17B4	0.782875
SEC31B	-1.65525
IDH2	0.4747
SFRS16	-0.682125
AICDA	1.02
RNF180	0.10725
C1orf56	0.0286666666666667
FLJ10324	0.667333333333333
GPR148	0.697
MEF2A	0.618
ASF1B	-2.80733333333333
HTN3	-0.94225
RNF215	0.33025
SLC4A3	0.299833333333333
ADAMTS9	1.2423
C9orf66	2.4815
FOXD3	-0.634
GSDM1	-0.0905
IFITM5	-1.6715
PODXL2	-0.740833333333333
C1orf176	-0.01625
RPS3	0.0165
hCG_2004593	-0.189875
COL21A1	-0.15425
NTNG2	-0.5495
RAI14	-0.5825
P76	0.38125
LRFN3	0.17225
FAM14B	-0.733625
FKBP14	-0.7915
TNNI3	-3.09316666666667
HOXB3	0.117125
SGCB	-0.111
PPAPDC3	-0.72225
FRAT1	0.2775
MORN1	0.520666666666667
ARHGEF2	-0.6515
BNIP2	0.044
DHX30	-0.9025
EEFSEC	-0.438
FGF20	0.6545
FLJ38973	0.1975
PLCH2	0.481083333333333
CCNG2	2.442375
PSPN	-0.2555
WDR88	-2.5765
HOXB13	-1.9055
MTMR8	-0.465
SPAM1	-0.5035
PPP2R1B	0.2475
TANC1	0.853
CNN3	1.2958
CHGA	1.317875
C9orf128	3.0905
CACNA1B	-0.422833333333333
MMAB	0.5886
RHOA	0.83
RAPGEFL1	0.3335
SLC1A5	-0.915166666666667
CALCA	-0.027125
SYCP1	3.63675
CXCL11	1.060625
GFI1B	-1.59516666666667
PSCD1	-0.094
C11orf58	0.593833333333333
MGC45438	2.70016666666667
NUDT18	0.359833333333333
ASB3	0.0633333333333333
ZP1	-2.0425
LPPR2	-0.4678
ZNF527	1.02716666666667
ZNF771	-0.5645
TTBK2	-0.0785
TRIM55	1.016
GJB3	-0.43
PRSS35	0.22825
SCRG1	4.5765
ZDHHC24	-0.1585
DUSP26	0.16675
C1orf51	-0.0505
DNAJC3	0.6065
LITAF	0.67825
ZNF410	0.4535
AFP	-4.61066666666667
ZW10	-0.99125
PHOX2B	-0.1205
VILL	0.19275
ELOVL7	3.888375
LOC644186	2.192
PPP3CC	0.159
CHST13	-2.83625
WDR40B	0.33225
MEA1	-0.236
HILS1	-0.00849999999999999
DLX6	-2.29216666666667
NKG7	0.318
EMP1	2.732
ACTR6	0.934
CHCHD7	-0.157214285714286
COG2	0.4627
TCEA2	-1.2087
TARS	-1.06525
FLJ20294	-0.00383333333333333
ZNF92	1.124875
TRAPPC2L	-0.2746
ARHGAP28	0.175
CCDC109B	-0.802
LGTN	-0.245166666666667
INGX	0.261166666666667
LOC124446	0.9
RPS2	-1.74725
C17orf75	-0.363166666666667
NBPF1	-0.809
SLC2A8	-0.274666666666667
SNRPE	-1.53275
CARD6	0.53175
IL13RA2	1.33225
CUEDC2	-0.262375
C4orf19	0.34
AOC3	1.296625
MTHFD2	-0.767166666666667
OR5M9	0.492
C4orf38	0.257166666666667
SS18L2	-0.19275
OAS3	-0.256666666666667
LARGE	1.41175
LRIG3	2.192
LIMA1	1.7015
STARD3	-0.621833333333333
VPS39	-0.1605
CTAGE6	0.8505
ODAM	-0.26625
MORF4L2	0.3585
GSTO2	2.02075
MTFMT	-0.325
PRKAB2	-0.181
ZNF76	-0.282166666666667
HSPB2	4.776
CRB2	0.35125
KLRK1	-2.334
LYST	0.680625
UBE2M	-0.991333333333333
SLC16A9	-0.098
ZNF281	0.5415
ST8SIA1	1.09625
C9orf105	-0.577
ANKRD46	1.02175
FAM108A3	-0.0805
C20orf91	0.503
ZYX	0.584666666666667
RSPH1	1.5925
ZSCAN5	-0.48125
RIMS3	-0.187833333333333
KRT76	-0.219
CEACAM4	0.3495
SIRPB1	-0.161
CFHR4	-0.4265
SOX3	-2.27533333333333
GATAD1	-0.443375
C21orf57	0.5095
TMC8	-0.516
AVIL	0.366666666666667
LMOD1	3.3985
HIGD1A	1.062625
NEU3	-0.0025
DES	-1.12975
BZW1	0.6119
ZNF221	-0.159
CCDC27	0.081
GDAP1	0.45675
RBBP4	-0.27725
MGC40499	0.3535
PHKA1	-0.01525
PRKAR1A	0.265166666666667
HSD3B1	2.31375
RAD52	-0.682333333333333
CD207	-0.029
LOC389791	0.234
RSPO1	2.23783333333333
TMEPAI	1.235625
MFSD2	0.83
ETV4	-1.96791666666667
SCGN	4.56
LOC391356	0.076
MPP1	-1.781375
STARD3NL	0.188
TFAP2D	0.365
CD2AP	0.376375
CCL20	-5.05266666666667
CCDC86	-1.8515
ZFP30	-0.4
CTBP1	-0.453083333333333
MAK10	0.533333333333333
STXBP5	-0.661666666666667
LOR	0.5857
MAP6D1	-0.592
ARMC7	0.1595
TMEM150	0.9186
NSL1	0.614
KIF5A	-0.760375
ASCC2	-0.2515
PSENEN	0.243166666666667
OPTC	-0.3385
FCRL2	-0.3305
KBTBD11	-1.03
PCK1	-1.79125
CENTD3	-0.6615
MEGF8	-0.3705
ALPPL2	-0.24975
OBFC2B	-0.360333333333333
ZFYVE20	0.034625
GALC	1.59583333333333
CTRB2	-0.27825
C20orf71	-0.335666666666667
TBKBP1	-1.06983333333333
CAMLG	0.760625
TREML4	-1.2395
RSAD1	-0.012
TUBA3D	1.5218
KIAA1833	-0.16975
PNPLA1	0.2915
LRRC34	-0.624166666666667
CDH26	-1.00633333333333
ZNF167	1.064
ZBTB26	-0.1836
VWF	3.0101
VTN	-1.19216666666667
BAD	0.37025
PDS5B	0.199333333333333
ZNF644	0.9085
SH3GLB2	-0.548125
SMPDL3A	2.6772
NRG2	3.350625
IL15	0.495166666666667
GABARAPL1	1.10516666666667
LAT2	-0.3731
SLCO1A2	-1.1425
LIG4	1.13775
GSDMDC1	-0.9115
BMP4	-0.812625
METT10D	-0.105875
SYCE1	0.74675
SPANXD	-6.29375
SLC12A9	-0.0756666666666667
MC1R	-2.808
RNF168	-0.815
TRIM69	-0.35
GALNT7	2.06083333333333
ISG20L2	-0.465
KIAA2026	1.087
TNFAIP8L1	-0.7465
DPY19L2	-0.36075
C12orf63	0.083
PRDX5	-0.286875
MED6	-0.645875
TXNDC5	-0.610125
CD46	1.73091666666667
CCK	-0.10075
C17orf48	0.44475
ANUBL1	1.68825
SIT1	-2.102
TYSND1	-0.00833333333333334
DEF6	-1.0115
GLT8D4	0.30075
UTP14A	0.23275
RPH3AL	1.6175
NXF1	0.252833333333333
TRERF1	-1.17133333333333
TUBB3	-1.8075
SLC24A2	0.146
SEC22B	0.601583333333333
ZNF653	0.083
GGTL3	-0.9965
CDKL2	1.54225
CTF8	-0.323416666666667
EPC1	1.061
CYP4A11	0.0496666666666667
THRSP	5.37066666666667
LELP1	0.654
TES	1.51
C17orf87	0.7005
FERD3L	-0.458
SH3TC1	-0.707
RAB36	0.46
CRYGB	-1.185
GRIA3	1.9326
BHLHB9	0.8865
C1QTNF9	2.5425
GOPC	0.46
PNPLA8	1.23216666666667
ZNF444	-0.015
FMO1	3.30575
POLR3C	-0.0995
SLC35F3	2.63575
SGCG	-2.5325
DCDC2	-0.017
NANP	-0.50775
MGC23270	-0.474
BEX4	1.36408333333333
HYDIN	0.8058
RPS6KB2	-0.8755
ADRM1	-0.8455
BAT3	-1.043
RAB31	-0.4926875
SCGB2A1	6.5595
SLC6A14	0.40275
DDX4	-0.40175
PRRC1	0.486
AP3B2	0.266
TRGV7	0.368833333333333
TMEM184B	0.8955
ADPRHL1	1.546
C21orf45	-1.432625
ARNTL	1.490125
AADAT	0.83175
CCL2	1.32266666666667
SNTB2	-0.288
RGS9BP	-0.7675
KPNA1	0.71425
TMEM41B	0.2775
S100A11	0.771166666666666
DOT1L	-2.092
EFHC2	1.125875
CLTC	0.135333333333333
SRP9	1.31264285714286
ZNF521	0.47275
FAM26F	-1.418
GPR88	3.72883333333333
COL13A1	-0.388
CHMP4B	-0.3833
SIGLEC6	0.04
NFAM1	-0.044375
PVRL2	0.996
ALKBH4	-0.794
CCDC93	-0.1958125
NXT1	-0.39475
KCNK4	-0.1635
TROAP	-2.72666666666667
KCNA10	0.333
CCDC114	0.107666666666667
RAN	-0.4205
LMTK2	-0.824
LOC400657	0.7025
UFC1	1.7505
UBE1DC1	-0.3125
EEF1A1	1.13111111111111
CHAC1	-0.6275
HMGA2	-6.14
B3GALTL	1.2285
ING2	0.41175
C1orf109	-0.1315
INTS3	0.010375
ZNF558	0.37875
TRPM4	1.35983333333333
LTB4R	-1.4935
ISYNA1	-0.64525
LSM7	-0.76125
LRRC47	-0.2480625
ZNF179	-2.04233333333333
EXDL1	0.898
SLC4A10	-0.4175
ACSS2	0.762166666666667
COPS7B	-0.511
KIAA0040	1.653
C1orf95	-0.53
AP1GBP1	0.42975
OR9A2	0.6085
FAM71C	0.105333333333333
RIN1	-1.8145
ITGA4	-2.273125
DNAJC6	-0.5995
CLOCK	1.05183333333333
SLC35A4	0.141333333333333
DSG4	-0.02875
LOC26010	-0.1775
NSUN2	0.76475
TMEM86B	-1.7789
C14orf135	-0.10275
KIFC3	-2.30166666666667
PHF5A	0.08325
NCAPH	-3.040625
STK11IP	-0.4925
FLJ42953	0.287625
CCDC19	0.354666666666667
ZNF329	0.506125
TAX1BP1	1.034
ZDHHC18	-0.283333333333333
C10orf88	0.457
TMBIM4	1.2493
NMUR1	0.738
KIR2DS4	-0.019625
C9orf90	-0.0625
MGC87631	0.995
KDR	3.0702
ST3GAL2	-1.898
RLN2	1.39516666666667
HPD	1.3965
MOXD1	-1.722
PDGFRL	2.43983333333333
SMYD4	-0.849142857142857
FAM103A1	0.560833333333333
MFAP4	0.4665
LOC285141	0.95975
TMEM45B	2.2795
SMCR7L	-0.477428571428571
GZMH	2.02625
CBLN1	-1.8825
CNNM1	-0.02
PHF17	-0.362416666666667
NUP98	0.203916666666667
RMI1	-0.6305
PTPRS	0.0425
ANKRD57	0.890375
CLDN15	-0.9905
OR51A2	-0.7835
GUCA2B	0.477
DOCK9	1.7245
ITGB1BP1	-0.936166666666667
DLG2	1.578375
BRAP	-0.2745
SESN3	1.10075
ZC3H7B	0.07725
FAM101A	2.9625
FKSG24	-0.0515
ZYG11B	-0.128875
RFC2	-1.2745
SH2D3A	0.449
DVL3	-0.102833333333333
ADFP	-0.693666666666667
KRIT1	0.048
SERTAD3	1.65133333333333
LEFTY2	-3.3835
KRT27	-0.322
SCFD2	0.1175
MN1	-1.16025
RORA	0.7375
PTPRD	-0.31675
PIAS2	-0.126
CYP4X1	4.576
FBXL15	-0.09125
MYH15	0.1915
CRX	-0.0223333333333334
TBC1D13	0.1415
SLC22A17	1.06766666666667
PLK2	0.5635
ARHGAP9	0.0425
EIF1B	0.2045
C20orf185	-0.29375
DEFA7P	-0.034
PRIM1	-2.63083333333333
CRYAA	-1.667
BACE1	0.24125
AGTRL1	0.175333333333333
ACAD9	-0.015
GRASP	0.748
RBP4	-3.0855
TFB2M	-0.06975
METTL9	0.0451
ATP5O	-0.6055
SP100	0.4703
CPSF1	-1.005
S100A4	-0.84375
LIME1	-1.457
GPR137C	0.30625
OR2A2	0.033
C2orf29	-0.347
NUP188	-1.00875
SDPR	2.9355
RAI1	-0.279625
RPS20	-0.7611
LAMB1	-1.13625
ADM2	0.0663333333333333
ZNF229	0.7575
DKFZp434K1815	-1.273
EPN3	1.3655
CLIC3	-0.066
MEIG1	0.61275
HMGB4	0.063
STARD10	1.208125
KLF8	3.067
EPB41L2	-0.347333333333333
JMJD6	-0.442375
CTSL1	-0.594666666666667
GPR27	1.211
ELAVL4	0.772875
MMP21	-0.1355
PPM1B	0.815375
SUV39H1	-1.49575
AAMP	-0.11025
TUSC4	0.161833333333333
MBD6	0.09475
KLK13	-0.0595
FMNL3	0.229333333333333
TRIM13	0.168416666666667
C15orf5	-0.81075
IQCF1	0.10975
CACNG8	-0.3015
SLC35D3	0.112
ZDHHC9	0.4315
ODF3L1	1.08875
C9orf86	-1.0688
TSEN2	-1.226
C17orf64	0.76275
SEPX1	-0.4375
TSPO	0.105166666666667
SYMPK	-0.581
ADORA1	0.902
TSPAN10	-1.38375
SEMA6C	-0.0223333333333333
RTTN	-0.552
IL2	0.858833333333333
ARRDC3	1.37641666666667
TBPL1	-0.5525
STX12	2.00325
MRPL39	-0.241
OR8H3	0.3125
IFIT5	1.08883333333333
CASC5	-3.459125
FAM46A	1.06116666666667
HPCAL1	0.884
CYLC1	0.0825
VGLL2	-0.072375
C20orf191	0.6895
CDH1	3.17841666666667
ITPA	-0.54325
CCDC101	-0.7645
D15Wsu75e	-0.303
EDA	-0.83475
CREG1	0.3025
OR7G2	0.31
SAP18	1.32833333333333
IFIT1	1.0375
CALML3	2.83216666666667
FLJ37440	1.366
FNDC5	0.1045
SERPINB6	-0.804571428571429
JUNB	2.1096
SYS1	1.2475
SCN2A	2.076
ZKSCAN5	-0.7979
WNT7A	-0.296833333333333
TSHZ3	2.5375
RNF148	1.8005
H6PD	0.342875
CAD	-1.9535
ZNF449	0.02
DOCK10	-0.4875
FAIM2	0.590333333333333
HEXDC	-0.52675
PRB1	0.2335
C14orf148	0.5075
ETHE1	1.0205
IRF5	-0.189
GNMT	2.99483333333333
MGC16291	-1.074875
RPAIN	-0.120428571428571
CAGE1	0.324
CNTNAP3	-0.264125
ACTR1B	-0.34825
EEF1E1	-0.8265
MSX1	-1.543125
ESF1	-0.7347
HSPC171	0.1635
MRPL2	-0.435666666666667
RDH12	-0.468333333333333
CELP	0.351
METRNL	-0.9825
C10orf116	3.62716666666667
C19orf48	-2.164
ZNF346	-0.18025
NCR1	-1.555
C10orf64	0.2775
CD52	0.277
VPS18	-0.199625
AP4S1	0.386166666666667
NPBWR1	-1.917
TPK1	2.1225
UBA52	-0.640166666666666
RIPK1	0.906166666666667
CPNE3	-0.0428
HSPC159	0.478375
C8orf38	-0.00774999999999999
LRRC4B	-0.4055
PARP10	-1.0061
ANKRD50	0.68725
CXCL9	3.757
FGF18	-0.274454545454546
EIF2A	-0.045
SLC20A2	0.839833333333333
KIAA1549	0.101
SPINT1	1.8666
ZNF584	-0.43
CRBN	1.10116666666667
ABCF3	-0.2495
NCBP1	-0.467666666666667
PLA2G4F	0.730666666666667
PCDH10	-0.70575
TTC21A	4.16
C20orf144	-1.0195
FGFR1OP2	0.0955
SLC9A1	0.2099
CHRND	-0.1445
FOXF1	-1.129
KIAA1467	2.4155
TPO	1.33416666666667
LTF	3.51907142857143
DNAJB9	1.7015
MRPS27	-0.413
bA16L21.2.1	0.5135
WBP2	0.143
MRGPRX3	0.278833333333333
PRPF18	1.2035
C10orf58	0.99825
SMOC1	-1.7122
ADAT3	-0.2095
TMEM138	0.004
TMEM131	0.71275
TIMM8B	-0.23975
MYH7	-0.5715
ST6GAL2	0.9495
KIF1C	0.11825
SUHW2	-0.892
PAPSS1	1.61425
CABP2	-0.4195
HOXA4	0.80925
ELF2	0.3125
SEMA3D	1.5243
MC5R	0.3
OGFR	-0.603
FLJ30092	0.333333333333333
TGFA	1.3281
MMP17	-1.46625
KIF15	-3.994
CHIA	0.218
CATSPER3	0.3145
CEACAM7	1.52908333333333
PADI2	2.42475
HOXA9	3.007
LNX2	0.9175
TMEM144	3.0955
HIF1AN	0.2905
METTL7A	0.9124
C6orf165	2.63166666666667
KIAA1468	0.792
DSG3	3.9315
ZNF180	0.591
EIF4E3	1.595625
SLC46A1	-0.018625
DKK1	-3.93833333333333
ZNF205	-1.3795
LOC162073	-0.264111111111111
COX7A1	4.23075
MAGEA1	-5.30633333333333
NEDD8	-0.04475
KLHDC5	-0.113111111111111
C3orf19	0.0953333333333333
MRPS2	-1.01025
POLR3H	-0.0169285714285714
ABHD11	1.2867
TMEM17	1.6035
PAIP2B	0.7831
MAT1A	-1.94275
LGI3	-0.31675
THUMPD2	0.16175
TKTL2	-0.113
XAGE3	-1.74866666666667
CALM3	-0.337416666666667
C6orf136	-0.778333333333333
KCNC4	0.0745
RGS9	1.35383333333333
ACIN1	-1.00433333333333
SPATS1	0.03525
XKR8	-0.059
FAM84A	0.768083333333333
MS4A7	4.254
AGXT2L2	-0.01475
OR1F1	-0.021
SMAP1L	-0.528583333333333
IPO11	1.1425
ZC3H11A	0.1185
C1orf151	0.360875
RNASEH2A	-2.04575
CCR10	-2.1135
TXNDC11	0.0121666666666667
TMEM112	0.123375
MAP1B	0.372571428571429
NVL	-0.44975
PKM2	-1.3898
ARC	0.7055
NUP54	-0.038
PPFIBP2	1.5435
STAT2	0.657125
PTAFR	1.2165
ROBO2	-0.031875
RNF40	-0.741333333333333
CCDC135	-0.373666666666667
IFT81	-0.0862
MORF4	0.586
TM7SF3	0.2045
OR10H3	0.414
ABP1	0.396625
CHRD	0.115375
PLEKHA8	0.0273333333333333
NCALD	2.7325
OR5AK2	0.16625
ACCN1	1.49433333333333
SLITRK1	0.12725
ARMET	0.30225
C9orf52	1.41575
REEP4	-1.13675
MTSS1	0.67975
ADH1B	2.90933333333333
DLD	0.3015
CDK5	-0.6375
PPFIA1	0.025125
WFDC3	0.3985
DNAJB12	0.587214285714286
RANGRF	-0.78
MLANA	-4.637
AMY2B	0.73375
KIAA0319	-1.35825
RPS7	-0.2335
JAK3	-0.1444
ARFGEF1	0.69775
CXCL5	0.38875
TRAPPC4	0.136
CETN2	0.9345
HSPC111	-0.8605
RHOBTB3	-0.8925
PHLPP	0.0985
RGS10	0.61575
TMEM58	0.521
CHERP	-0.19225
HSP90AB3P	-0.5
FSTL3	-1.51633333333333
PEX11A	1.76
OR5V1	0.155
FCN3	1.1605
PTPN3	0.876625
NPTX1	-3.2775
C21orf84	-0.36
C11orf51	-0.0445
ZBED2	-0.80075
FLJ90757	0.6735
NPY2R	3.833
PLD3	0.358
SYT17	1.612
SGSM2	-0.2805
OR1A2	0.4635
FOXP1	1.157125
SLC5A1	2.6245
POFUT1	-0.9998
EPHB6	-2.126
MYO1G	-2.934875
STAC	0.0695
KLHL17	-1.2745
RGMA	2.7252
TJP2	-0.1878
FAM114A1	0.121
SERINC1	1.49
SLC9A8	-0.247125
PEX19	0.719125
EDN2	0.987
PSMD7	-0.424444444444444
C3orf41	-1.30525
UQCR	0.0875
PPP1R3C	0.075
LRP4	-0.377166666666667
TM2D1	0.34775
TTC17	0.6009375
C4BPB	-3.405125
CCL25	0.14
ZNF253	0.8555
CHRNA9	-3.3635
SOX11	-1.1805
HIVEP3	0.2715
CGN	1.17683333333333
C3orf35	-0.000124999999999986
PKD2L1	4.63325
SYVN1	0.372875
PDE8B	-0.415125
LOC439951	-1.9295
LTC4S	1.30833333333333
MIF4GD	-0.152
SMARCA2	1.619875
TUBGCP6	-0.515333333333333
CABLES1	0.2005
C16orf77	2.56516666666667
ZNF791	0.71925
FUT5	0.557
ADH6	-2.4685
P4HB	0.571
CLDND2	-0.71875
ALKBH8	0.022
PLAC4	-1.95575
F11R	0.625571428571429
MGC35295	0.378
PDZD4	-0.4535
LOC389073	-0.40175
FAM80B	-0.0706666666666667
PSMB1	-0.091375
TXN	-0.928833333333333
VIPR1	1.6249
WBSCR18	0.1062
EXOSC6	-0.812833333333333
ACTA2	3.71183333333333
SP5	-2.99291666666667
ANKRD1	-2.48825
DDR1	1.8244
ATP6V1D	0.856
PTGS1	-1.686
RNF157	-0.5975
DCC	0.966666666666667
SPAG7	0.52175
FBXO18	0.082
UBE3C	0.4841
HOXC6	0.67475
LRP2BP	0.527833333333333
MYST2	-0.01025
PDSS2	0.7105
ATE1	0.66475
ARAF	-0.2625
KLF10	0.9415
PLA2G2E	0.3035
ASCL1	-0.444333333333333
TSNAXIP1	0.843
FAM131B	0.05225
IFNA10	-0.213
NUP43	-0.930875
FAM44B	-0.18325
L1TD1	-5.729
NMD3	-0.05625
C18orf54	-1.5405
PHOSPHO1	0.5995
RAG2	-0.8115
EMILIN3	0.226
METTL3	-0.37425
VPS13C	0.48225
REXO2	-0.277
ANXA4	0.9655
CA1	-1.0495
DCP1B	0.43875
TULP3	-0.779333333333333
ATP2A2	0.258428571428571
ATIC	-0.34625
ADAM15	-0.58175
NPL	1.431
LGR4	-0.1815
UEVLD	1.21533333333333
GAB1	1.63675
SNAI2	1.3015
ZGPAT	-0.7588
SNF1LK	-0.194875
DLEU1	-1.60175
UBE2Q1	0.2575
ZMYM6	0.4498125
JPH3	-2.7764
FAM38A	-1.25983333333333
PXK	-0.263666666666667
DENND2D	1.78925
BAX	-1.82575
CP	-1.22
RPL37	-0.9248
G6PC3	-0.027375
NCOA4	0.749
LRRC14	-0.249
GORASP1	0.71175
FCHO2	1.010875
CYP24A1	-3.0467
FXYD3	2.04525
SMARCAL1	-0.29575
ABCB8	-0.154833333333333
CCDC44	-0.546
PRDM7	-2.78825
USH1C	-0.91475
DNAH5	1.20783333333333
SRF	0.992
MAL2	1.9835
PGPEP1	0.3885
SIN3B	-0.593
SEMA3C	1.78983333333333
GRAMD3	3.537
FBXO10	-0.364
OR5D13	0.341
FLJ31818	0.91175
CACNA1I	-1.15375
S100A13	0.067
TP63	3.47771428571429
ANXA11	0.6521
WDR66	-0.53525
CSF2RB	0.0765
IFI44	0.09225
DACT1	0.449
ANKRD23	-2.006875
ATP5G1	-0.604833333333333
C21orf70	-1.27283333333333
PPWD1	-0.799
DNAJC13	0.55325
PAH	-3.635
PTCH2	0.2665
TRMU	-1.1925
CCDC9	-0.213
USP3	0.1731
DCLRE1C	-0.0135
FAM55C	0.56975
FRMD4B	2.221
CYP2R1	1.4675
RFPL1	-0.0337
XPO5	-1.1245
ARL6IP2	0.344
OSBPL5	1.117
MMP9	2.814
KIAA0802	-0.554875
DHRS2	2.82533333333333
SGEF	1.650375
TXNDC10	-0.0371
EXOC6	1.6385
RPS27	0.4185
PNCK	-1.169
FSTL1	-0.0115
AACS	2.92875
SLMAP	1.65066666666667
SAMD4A	-0.0756
ABRA	1.032
SMARCD3	1.0305
PKNOX2	-2.18883333333333
A4GNT	0.7095
C9orf39	-0.550166666666667
RALYL	0.78525
MGC33556	-3.2475
C10orf25	-0.4905
BBOX1	6.2135
NHEDC1	0.35875
XDH	2.52
GCSH	-0.6925
EDN1	2.57483333333333
MTERF	0.19375
CLK4	1.3445
ZNF799	0.786833333333333
KCNG1	-1.040375
CXCR4	-0.212
PTPRR	-2.25775
IRAK1	-1.051125
LOC401397	0.3905
TMSB10	0.587357142857143
CXCL3	-0.7802
TMC4	1.692
OR7A10	0.578
STYK1	3.8175
CHRNA10	0.4315
CCNI	0.611
EP300	0.997
LOC165186	0.169333333333333
HIC2	-2.53275
SDR-O	-0.288
OR2W1	0.4925
KCNA6	-0.2255
TRIM74	0.66975
REEP6	2.73675
ATP5G2	0.17625
ERG	0.95125
TMEM42	0.4575
PARN	-0.101
SOD2	-0.2141875
DIRAS1	-0.717166666666667
PNPT1	-1.018
JOSD3	-1.09225
hCG_40738	-0.0685
PDE1C	-0.0505
SEMA4D	-0.15575
AGPAT1	-0.596833333333333
NOSTRIN	1.04375
MAP3K3	-0.417666666666667
MAX	0.599785714285714
CAPS	0.585
SERPINA12	0.396
OSBPL8	-0.1525
RICS	1.3091
NR4A2	2.06233333333333
PPCS	1.767
LONP1	-1.3245
SCYL3	1.5655
HERC2P2	-0.661166666666667
FIBCD1	1.1185
C15orf41	-0.67125
DMC1	-0.969
C20orf27	-1.9395
RPS6KA5	1.9131
FAHD1	0.183166666666667
SLC12A4	-0.63225
BRCA1	-2.22875
GBL	-1.2445
SLK	0.74
NUDT9P1	0.0535
NOXO1	0.523
USP52	-0.936
BAZ1B	-1.5535
SLCO2B1	2.23625
BBS12	1.61983333333333
LRGUK	0.328833333333333
TERF2IP	0.327
COL1A1	2.3825
KIAA0090	0.7315
GRK5	0.328666666666667
AP1S2	-1.741
TMEM52	-1.145
CA11	0.3255
OR4A15	0.438666666666667
ACBD3	0.6341
SPAG11B	0.092125
PRDM2	1.0517
FOXP3	0.087
SMYD3	-0.742
LOC389199	-1.8275
LGI2	-0.521666666666667
NAPE-PLD	0.3934
ANKRD6	0.901
WDR45	-0.0438333333333333
SHROOM1	0.627
PSCD3	-1.054
PYY	0.131
KCNC1	-0.376
ARHGEF9	0.6647
OR8J1	-0.53925
GPR55	0.0351666666666667
NS3BP	-1.978
