Hybridization REF	TCGA-AN-A0AJ-01A-11R-A00Z-07
CDKN2AIPNL	-1.062
C20orf174	4.41875
SPRED2	0.22375
PLA2G12A	-0.169666666666667
ICEBERG	-1.64733333333333
SCN10A	0.2805
C11orf65	-0.752
GBP5	5.57125
PITPNC1	-0.435166666666667
POU3F3	0.8195
NCOA7	-0.130875
LIN7C	0.3801
LOC348840	-0.704
NKX2-2	2.533
ANKRD13D	0.381625
LOC123688	-1.47375
FUT2	0.289666666666667
TAAR8	0.642
FZD4	-0.196916666666667
PNMA3	-1.74333333333333
OR4L1	0.295
WIT1	0.188
EXOC3L	1.50175
ATPBD4	-0.8947
KRBA1	-1.8945
UBXD6	-1.41725
HOXB7	-0.0637142857142858
C7orf23	-1.5055
UNQ338	-1.66775
STAB2	0.4445
CDC20B	3.501
IRF9	1.673
CENTG1	0.37475
TNPO2	-1.12875
MCPH1	-0.69
BMS1P5	-1.26525
SLC26A7	1.399
HIST1H3J	0.8105
C9orf3	-0.3489
LBH	1.11875
MYO1D	1.2775
PTDSS2	-0.232
NFU1	-0.53525
DEPDC4	-1.26075
WNT7B	1.4363
GLP2R	-0.671
SETD4	-0.4784
DYNLT3	-1.673
FKBP11	-1.52283333333333
SESTD1	2.2185
FLII	-0.2565
RPS16	-0.0478999999999999
CHPF	-0.528
CSNK2A1	0.114833333333333
SUMO1P1	-1.00175
FKBP6	-1.3345
ZNF214	1.09983333333333
TWIST1	0.822166666666667
DDX56	-0.636666666666667
TRAM1L1	1.7933
EPO	-0.150166666666667
MRPS18B	0.342
ZNF682	-0.469166666666667
RPL14	-0.208333333333333
MAFF	-0.30925
LOC51136	-0.2475
LY96	0.18825
DDX20	-0.10075
ABTB1	0.354166666666667
ARL5A	-0.8786
CCT6A	-1.28825
HEPACAM	-1.77966666666667
EHHADH	-0.807166666666667
RBAK	0.339
CGB1	-0.26025
ITGB5	0.0024
YIPF3	0.7705
FKBP2	-0.511
NR1D1	-0.3576
TMEM110	0.768
NEK2	0.277333333333333
PRAMEF8	-3.1675
C20orf52	0.6955
PCDHGA3	0.2525
VWA3B	0.38325
NDUFA5	-0.3575
THAP9	0.4065
FLVCR2	0.83
AP1S1	-1.533
SMAD6	-1.21825
SAV1	0.085875
SAT1	0.632
ZNF251	2.137125
ADAMTS7	0.4705
RPP38	0.74975
C1orf211	-1.034
YPEL2	0.10655
RBMS1	-0.79175
ZNF445	-0.0538333333333333
NRXN2	0.560333333333333
PGBD4	-1.1805
UGT2B28	-3.1875
WBSCR16	-0.5981
NLRC3	0.908625
ASTL	0.46225
ST6GALNAC1	-2.1155
ZADH2	-0.387375
MLLT4	0.0423333333333333
ARL6	0.700666666666667
MEF2C	-1.242
CBFA2T3	-3.04
AFF3	0.414285714285714
COG7	0.726166666666667
MYB	-1.14466666666667
PLXNA3	0.2145
XRCC2	-1.5315
MMS19	-0.159625
ST8SIA5	-1.054375
CHPT1	-0.736
KIAA1712	-0.838875
OR6X1	0.915
ACTR3	-0.437625
UGCG	0.0716666666666667
OR4P4	0.3875
ZAP70	-1.871
LPP	0.614375
ZNF485	1.267
PTPRCAP	0.97125
IL12RB1	0.75425
ATRX	0.0871
CHST8	-0.868375
C14orf109	0.5345
ARV1	0.56425
NMB	-0.895
COX5A	-1.0315
EIF6	0.546
MPPED2	0.0548333333333333
SEMG1	-1.349
CHRDL1	-0.0635
TRAF3IP2	1.0735
WNK2	0.15425
LILRA4	2.79683333333333
LAMA2	4.22675
PXT1	0.7035
RLBP1	-3.609
CD300C	1.0045
SLTM	-0.389375
FLJ10404	-0.241125
APOBEC3D	-0.208
RENBP	0.920833333333333
ATXN7L1	0.443125
NID1	-0.461
TUBGCP3	-0.7415
ITIH5	0.872055555555556
CCDC110	2.4665
C8A	-2.58775
MGC87042	-1.49925
HOXC13	1.2085
TFDP2	-0.47175
HCP5	1.953
POLI	-0.3235
UCN	-0.784833333333333
ZNF764	0.950666666666667
C8orf45	0.14475
FHL3	-0.71275
SPATA5L1	-0.55425
MMRN2	2.0665
NDST1	0.997333333333334
COL20A1	-0.146666666666667
ZNF248	-1.0785
PELP1	0.845333333333333
MBL2	-2.9835
RNF41	1.0825
C5orf24	0.759625
THOC5	-0.043125
SERINC3	0.136833333333333
RP11-151A6.2	1.1755
CDCP2	-0.0515
HIST1H2AA	0.4825
C11orf75	0.2955
FKBP7	-0.42025
DDOST	-0.532
GPNMB	2.0585
TTF2	-1.43916666666667
KCNT1	-0.0411666666666667
SLC39A14	-1.648
NGRN	0.3655
GPR137B	2.18875
MECP2	-0.107125
PSMA1	0.00524999999999999
C16orf73	-4.13475
TMEM60	0.237
CSN3	-0.09
NOS1	0.386833333333333
RAB7L1	0.644
YBX2	0.7725
KIAA1166	-0.963
FUBP3	-0.0606666666666667
ABCG1	1.4065
ACACA	-0.1995
ARL11	0.5044
ATOH1	0.029
ODF1	0.444
CREB3L3	-1.07466666666667
TMEM127	1.36264285714286
DSCAML1	-0.50675
PLN	0.2745
LYPLA1	1.13358333333333
PRDM9	-1.434
SASP	0.29625
PLUNC	0.342333333333333
INTU	0.01825
HISPPD1	-0.09475
LNPEP	0.612166666666667
YARS2	-0.148833333333333
APCDD1L	-1.631
ZCCHC4	-0.4572
FBXO22	-0.752
TTLL13	-0.118
ZNF669	0.781833333333333
PTGDR	2.1075
DDX27	0.38675
KIAA0409	0.599833333333333
GJB6	0.227
ASB8	0.6215
PLP2	0.318666666666667
MEPE	0.00874999999999999
OR10J5	-0.092
KRT222P	0.1205
COQ7	0.704666666666667
C1orf101	0.49975
RERG	1.3791
CHMP5	0.199375
THAP11	0.3585
ZNF43	-0.544666666666667
ZRANB3	-1.05816666666667
KRT13	2.395375
MRPL19	0.25875
RBBP9	0.261
SPATA17	1.8015
BXDC5	0.154166666666667
PAFAH1B1	0.7345
MAGEE1	0.64825
OSTF1	0.15425
KIAA0323	-0.399166666666667
TXNDC13	-1.82483333333333
CNTN4	-0.837
LCE1B	0.2945
UNQ501	-0.02175
ZNF154	0.20725
C3orf64	-0.1605
SYT5	0.0233000000000001
PON1	-0.191833333333333
FLJ10357	-0.602
ATP4A	-0.8625
GNPDA1	-0.0375
MGAT1	1.21083333333333
C14orf121	0.054
SLC35B2	0.82125
MIER3	0.992
CHEK1	-1.30125
ZNF8	0.976166666666667
TXNDC1	-0.907
CKB	0.2031
RTN3	0.339071428571429
FZD2	-0.481333333333333
PART1	0.29175
PSMB6	0.58175
PCDHB8	1.6525
PHC3	0.2832
PPP1R8	-0.110166666666667
NOVA2	1.494
TNFRSF11B	-3.267375
GOLPH3	0.956333333333333
UBLCP1	-0.73
SUHW3	-0.48425
TTLL1	0.26
OPN4	0.362
OR13G1	0.549
ZPBP2	0.1384
HSD17B11	-1.755125
C9orf50	-0.0165
DHDDS	-0.269785714285714
CTSW	2.3177
NEFM	-3.127
MRPL28	0.26275
SYN1	0.467833333333333
PIGV	-1.10866666666667
ZIM2	-1.08825
APBB1	-0.126666666666667
SND1	-1.41825
C1orf123	-0.824333333333333
CHD3	-0.6495
BHLHB8	0.3895
RNASE2	-0.140833333333333
BCAP31	0.057125
SLC25A44	0.694833333333333
CHD6	0.0327
PIB5PA	3.37523076923077
SELS	0.098125
LOC541471	-0.081125
FAT2	-0.434
ZNF81	-0.2195
OR4C16	0.387
FLJ10081	-0.3086
LRRC4	-0.39575
CS	0.488333333333333
N4BP2	-0.805
IGFBP7	1.425
ZNF318	0.848666666666667
NDNL2	1.574125
ZNF609	-0.134125
SIRT4	-0.71225
EXOSC10	-0.02675
ECE2	0.153833333333333
OVGP1	-0.07325
GTPBP3	-0.55
PACS2	-0.1409
C19orf36	-1.089
ARL4C	-0.360375
ATG4B	-0.505625
UBQLNL	-0.63725
RHOXF2B	-3.513
PLEKHG2	-1.3835
GALR1	-0.8905
AQP4	0.625666666666667
HDAC7A	-0.232666666666667
DCUN1D3	0.40725
OR8A1	0.791
CCRN4L	0.593875
CBR4	0.948
KIFC1	-0.2545
SLC7A14	-1.39433333333333
LHX5	-1.019
TRPC7	0.458
LPXN	0.139
SERPINA1	-1.625
RPS13	-0.1797
BPIL3	-0.014
PRKAA1	-1.3925
FADS2	-1.1485
ENAH	0.7799375
PRO1768	-0.384
APBA2BP	0.35675
LIPH	-0.104166666666667
C3orf33	-0.83825
RCC2	0.177
ALDH1A2	-3.4029
RNF103	1.44325
AHCY	0.355625
ALG12	0.5125
CCL17	2.4895
ZNF543	1.07
ESRRG	1.9386
CNGA1	0.899
RDH5	-1.17216666666667
OTX1	0.9525
PTGFR	-1.918
CDR2	0.032125
SELE	3.184
NLGN2	-0.895833333333333
EXOSC9	-0.776
ZNF566	0.138833333333333
KLRC2	-3.8855
GPR12	0.837
KIAA0196	1.54125
PDRG1	1.0995
SSR3	-0.434571428571429
MSI1	-0.6225
CST9	-0.0570000000000001
CC2D1A	-0.157875
PLAGL1	-0.8555
ZNF778	0.2435
RNF2	-0.548375
KLF6	0.756666666666667
THBD	0.9535
tcag7.1314	0.34825
NR5A1	0.0791666666666667
ABCD2	0.19725
DNAJC7	-0.56275
CLEC4C	0.8595
TM2D3	-0.052
CCDC4	-0.85
PLAC2	-0.78525
DCD	0.1645
FAAH	1.693
POLA1	0.190666666666667
TM7SF2	0.540625
FLJ39822	-1.84383333333333
FLOT2	0.28425
MAP4K1	0.487
SRP68	0.69425
C21orf74	-0.201
ARPC5	-0.31775
LOC126075	0.8655
HECW2	-0.18925
ZDHHC4	-1.7775
ANKRD42	1.5089
PDE9A	-0.793
ABCA8	0.10225
NDUFS2	0.436
UBR5	0.51825
BTBD16	-3.2995
LOC554174	-0.2845
ZNF20	0.9765
KIAA1843	0.4775
WDR17	-1.480375
C15orf33	0.534
RNF113A	-0.24125
CAMKK1	1.0958
CLCN2	-0.09775
ANXA6	-0.5345
LOC340069	0.9205
EMID1	0.652
DPM3	-0.117583333333333
ELA1	0.0615
SLC25A13	-1.4952
KRT24	0.571
SMPD1	-0.251666666666667
TH	0.2835
COL6A2	0.814357142857143
ANKS1B	1.35375
GPR126	-1.5991
ZC3H12A	-0.637166666666667
TMEM47	0.074
C2orf51	-0.21
C1orf88	3.55533333333333
HSF2BP	0.17475
AKAP10	-0.6145
RPAP3	0.3
KLHDC8B	1.1565
STOM	1.9732
MUPCDH	0.2815
C10orf72	-0.313125
PLEKHA3	1.56441666666667
TCP11L1	0.353
CWF19L1	0.37175
SPEF1	2.91830769230769
YSK4	3.54575
ELN	1.1494
SAMD8	2.01433333333333
MPI	-0.5675
MEPCE	0.3512
ABCC3	-1.421375
NANOGP1	-3.952
KCNK17	0.127625
HLA-DMB	4.68566666666667
RRAGA	0.037
ANGEL1	-0.1275
RBM32B	0.3385
CPN1	-3.15225
MGC52282	-0.2174
HLA-A	1.97641666666667
OR9G4	0.3245
EDNRB	-2.629125
SCD	-0.0985
C14orf80	-0.249
BAGE2	-0.969
RABL4	0.637833333333333
RCVRN	-0.202
SHANK1	0.209
NLRP7	-2.8215
CD226	1.5385
STAT3	0.6745625
SYNJ2	-0.1501
TPCN2	1.94516666666667
WDR36	-0.696833333333333
MBD4	0.4435
ROBO1	-0.5913
ST3GAL6	-3.16625
SLAMF8	3.91
ATN1	0.314666666666667
GPR141	0.78725
KRT36	0.49
TPH1	-0.1655
DDX52	-0.03775
ZSCAN29	0.675333333333333
TRPT1	-0.0335
DPEP3	0.689
DENND4A	-0.853625
TSPAN16	-0.264
PTCHD2	0.407
LOC145814	-0.4295
CAP1	-0.095
EIF5A2	-0.1272
NT5DC3	-1.244375
SEPT9	-0.6655
SEZ6L2	-0.512625
EGFLAM	2.89575
VPS11	0.31
NDUFB5	-0.0988333333333334
CIDEA	0.990333333333333
IER5L	0.80425
N6AMT1	-0.02225
FAM83C	-0.01275
OXR1	1.10966666666667
IRX1	-0.0065
DGKB	-0.656
GCN5L2	-1.378
MIR16	0.52425
FBXW9	-0.171
WDR4	-1.818
PDC	-0.05
VPS33B	-0.3515
HEXB	0.21825
FLJ32214	0.631
TCEB3	-0.00375
CRLF1	-3.81975
ABI3BP	1.71725
C8orf22	-3.823
PYCR1	0.169875
KIAA1706	0.32075
CDK5R2	0.49975
WAS	0.6505
C12orf60	-0.18675
CCBL2	-0.672125
MADD	-0.0975
C5orf34	-1.131
WDR42A	1.4175
KLF12	-1.612875
HSPA1A	-1.60625
ITM2C	-1.197
DAPK2	1.70433333333333
LOC442590	0.7115
SUMF2	-0.599875
CENPA	-0.622461538461539
TMED5	-0.977625
CDH6	-1.4299
BRP44	0.927875
THG1L	-0.11875
GABRA2	-1.6525
C14orf166	-0.12225
MYL1	-1.45433333333333
TNFSF18	0.082
PAP2D	-1.866
PPIB	-1.501
KLHL4	-1.07275
SFN	0.0601666666666667
CCDC127	0.6505
FRAP1	-0.4785
GOLGA5	0.727
SDCCAG1	-0.531875
MGC21675	0.246
C10orf95	0.308
KIAA1345	-0.1945
C1orf163	-0.897
LACE1	-0.273166666666667
OR10K2	-0.024
CENPN	-0.8544
TMED2	-0.25925
UGT1A6	-0.4205
ANG	-0.67
U2AF1	-0.688166666666667
CASC2	0.490333333333333
NMT2	-0.653833333333333
OSGEPL1	0.71525
DFNB31	-0.5565
SLC6A20	1.008125
DKC1	-0.57125
FXYD4	-0.6405
WDR64	0.26225
MGC5590	0.3195
CREBZF	0.285666666666667
DAZ1	-0.01925
PRPSAP1	-0.5995
GCHFR	-0.128
TTC7A	-0.30575
LOC196993	0.429
UBD	2.92866666666667
S100A1	0.04375
RPL6	0.3245
DNAJB6	-0.07865
NAGS	0.4763
C2orf58	0.207
KERA	1.375
MT1X	-1.2235
UBE2B	1.1929
KEAP1	0.0025
MST1	-3.338125
OMA1	-0.4475
ABLIM2	1.071
BCL2L13	-0.470083333333333
JAZF1	0.573
TMEM63B	1.115
S100A8	1.1833
ARFIP2	1.41325
UROS	-0.228
KHDRBS2	-1.2095
POLQ	-1.06475
SOAT1	0.13225
SPAG4	0.271
MRPS30	-0.552166666666667
LOC494141	0.53925
OR2T11	0.785
ORAOV1	1.1835
ZNF184	0.6885
TCEB3B	0.238333333333333
ADAM21	0.2835
GDPD1	-0.351
SPINLW1	0.61725
PRR14	0.329666666666667
KCTD9	-1.3675
NUDT3	1.16075
KIAA1822	0.7777
HIST1H4K	0.5995
DFNA5	-1.676
GABPA	0.1855
C14orf44	0.7905
POLB	-0.484375
PTAR1	-0.8565
SEC31A	0.4499
TRIM58	-0.67325
TAS2R14	-0.6225
VPS8	0.53325
H1F0	1.11966666666667
PRKCB1	-1.84566666666667
UGT2A1	0.509
TOR1B	-0.19125
LSS	-1.21125
C2orf19	0.7385
HNRNPC	0.452928571428571
TMEM100	-2.25533333333333
LOC116349	-0.505
OR51M1	1.0045
CCDC142	0.179
ISG15	1.6304375
ZCCHC14	0.026375
CREBL2	0.071
TGDS	-1.98975
DC2	-0.595
CACNA2D3	-2.13728571428571
ZNF429	-1.643375
LYPD6	-1.4455
SUCLG1	0.275833333333333
OR51I1	-0.8305
MAGEH1	1.0705
PRPF40A	-1.2045
SMR3A	1.1125
SPINK2	0.52525
THAP2	0.244875
NPY5R	-0.054625
IRF4	-1.5295
SPESP1	-1.6735
OR10S1	0.7355
DTD1	-0.00175
TUBE1	-0.9485
DDX19A	-0.679
PDPN	-1.2555
TMEM34	1.21025
MGAM	0.3825
COL3A1	5.47477777777778
GFM2	-0.1009
OR5A2	-0.1025
PSG9	-0.21625
ARHGEF11	0.505
IVNS1ABP	-0.915125
SIGIRR	1.332
DUSP19	-1.32275
DNAJC14	0.4405
ACSS1	-0.712375
IL1RAPL2	1.1055
C4orf30	0.011
SEPT4	1.72525
LANCL3	-2.08125
SPAG17	2.74533333333333
PRDX3	-0.438625
HNF1A	-1.41675
P4HA2	-0.049375
RFWD3	-0.474666666666667
MOV10	-0.42975
DNAJA5	0.619428571428571
LOC729440	0.68675
LOC200383	1.517375
SMC2	-0.77475
MIXL1	-1.32216666666667
TMEM9	0.29175
FAM86A	0.633
ZNF174	0.6676
MYH14	-0.88125
CCR8	1.59
VPS37C	1.40216666666667
GPATCH1	0.425333333333333
B3GNT8	1.6015
TBX4	-0.569
CNR2	0.9635
PCDH1	1.59575
C5orf29	2.322375
OCIAD2	0.7645
PLCG2	0.283
KIAA0247	1.644
HRH3	0.0368
CAPN13	2.57725
CCR1	0.3106
MGC15523	-0.282333333333333
UVRAG	0.473833333333333
DNAJA2	-0.505666666666667
ITGA2B	-0.133166666666667
CLDN5	2.5945
PTPRN2	-2.12071428571429
ZNF512	-1.012
PSAP	0.813642857142857
CCDC140	-0.86
LRRC55	0.02275
CYP26C1	0.548
C8orf47	-1.764
LYN	-0.046625
DUSP6	-1.1065
TGFB3	2.964
ELK1	0.117
PCDH11Y	0.1765
HGD	-0.512
C17orf58	1.638
MYO3A	0.5605
SERPINE2	-4.91883333333333
AARSD1	-0.180625
C14orf73	-1.085
ADAM33	0.09675
ZNF491	0.82
MAPK6	-0.980166666666667
TCN1	-0.825833333333333
SLC24A6	0.6085
UBE2R2	-0.1165
H1FNT	0.41475
TATDN2	0.308
LILRB1	2.57
P2RY5	0.158
NUCB2	1.07975
C2orf37	-0.01925
SNX27	1.10933333333333
MTA3	0.409375
FOXO4	0.003875
ID4	-0.868333333333333
SOX5	-2.89966666666667
PXMP3	1.139375
OR52M1	0.252
SFT2D3	-1.0135
INA	-2.8785
MCOLN1	1.11425
NFIX	-0.0233
CLEC14A	4.66383333333333
HIBCH	0.169333333333333
PLA2G5	0.4855
TIMM10	1.15683333333333
MED17	-0.2205
COL4A4	0.0025
TPP1	0.89
GJA3	0.172833333333333
TMPRSS5	-2.11175
AADACL3	0.7025
DNMBP	-1.09475
ENPP5	3.14016666666667
NQO1	-2.0788
ZSCAN2	0.02625
SEC24C	-0.000999999999999996
GTF2A1L	0.9675
AXIN2	-0.3491
FAM33A	-0.909333333333333
C16orf13	0.475375
SPNS2	0.3855
TAF1	0.23
AP1G2	-0.0838333333333333
RBM42	0.0551666666666667
HCN2	0.547
EFHB	2.76366666666667
RUSC1	0.744666666666667
GRIK5	0.128
USP21	0.730666666666667
ATAD3C	0.4995
ORMDL2	1.00075
PRSS7	-3.1315
PSAT1	-5.693
FLJ13195	-1.78966666666667
TBC1D1	-0.390833333333333
IFNG	5.2285
OTOS	0.312666666666667
ZNF773	-1.59516666666667
EMD	-0.6415
RETN	-0.469
CCL8	5.412
APH1A	1.9095
COX18	-0.238625
GTF2IRD2	-1.019
CCDC82	-1.72416666666667
PAFAH2	0.0602
NPEPL1	-1.1111
RP11-114G1.1	0.027
TP53INP1	1.397625
ZNF300	-2.2985
FOXL2	-3.54625
LARP2	-0.2605
LATS1	0.3
HTR6	0.5375
SPOCK2	0.956166666666667
RNF144B	2.981
HTATIP2	-1.1685
MGC10334	0.11075
CENTA2	2.32683333333333
FGF2	-2.31725
FXYD7	0.44575
PHYHIPL	-2.65857142857143
GPR34	3.87975
DDX6	-0.323333333333333
OR10W1	0.2655
LHFPL1	-0.4345
ZNF313	-0.464785714285714
VPS28	1.6915
AP3M1	2.9956
AKR1CL2	-0.7405
TRAF4	0.706375
OR2B11	0.5895
C19orf12	0.358166666666667
AKAP9	-0.662666666666667
C1orf62	0.24125
SLC20A1	-0.7511
FAM112A	0.5715
LDB2	-0.29825
MRPS23	-0.576
KLK5	1.13625
SPTB	-0.3671
EFEMP2	0.67775
EFNB2	-0.78525
PCM1	-1.01042857142857
NMNAT3	1.899875
TSG101	1.007
C8orf40	-1.06166666666667
NOB1	-1.44275
ABHD3	-1.23075
GTF3C4	0.581875
PIGN	0.618833333333333
GALNTL1	-1.166
AEBP1	1.705
OR9Q1	0.818
ANKRD2	-0.13325
CCL28	-2.531
TRIM38	-0.0481666666666667
TMCC1	0.518916666666667
SMG5	0.02075
LRRC7	-0.87
NCAPD2	-0.991
C6orf153	0.27825
C1orf74	0.222
OTUD6A	0.385
DCP2	0.5775
TMEM24	0.6025
RPL18	-0.487
TMEM177	-0.56775
LRRC37A3	-0.4915
C1D	0.0493333333333333
LDHC	0.74
UBE4B	-0.615833333333333
NIT1	0.137125
BTN3A3	0.952375
RASD1	1.906375
COMMD3	-0.02125
SHFM1	-0.55625
BIRC8	-0.0955
DUT	-0.95075
C12orf51	0.5575
LRRC59	-0.0668333333333333
LY6H	0.50425
WDR22	0.821166666666667
EDEM1	-0.180928571428571
ADH1A	2.3975
PANX2	-0.2705
CYP11B1	0.725
CDC73	-0.53175
GPR172A	1.0385
GSTM3	1.18984615384615
KCNA5	-0.3165
SERAC1	0.303166666666667
NFATC2	0.344
ANAPC5	-0.6322
C15orf24	-0.0955
NFATC2IP	-0.156083333333333
TNRC6C	0.2245
MGC102966	-2.68425
FGD5	0.600666666666667
MED9	-0.16125
RAB13	0.349
C15orf49	0.437
CRYGS	-0.7989
C12orf53	-1.3766
LOC283693	-0.396
COX6B2	0.072
PHF14	0.284625
FAM3A	-0.219875
RPL13	-0.2932
PRDX2	-0.2101
FLJ34047	-1.41125
PRMT3	-0.415
KCTD19	-1.4495
TRIM10	-0.540166666666667
MGC26597	0.207
GCNT4	0.22025
GPRASP1	-0.52375
CDKN1C	-0.722666666666667
RHBDL2	0.1189
HSPH1	0.62075
AQP1	1.74075
COL17A1	-2.7766
GFAP	0.532625
CDC16	-0.6385
KIAA1614	-0.048
C6orf118	1.67166666666667
ZSWIM5	-1.186
FAM83F	2.58425
LYNX1	0.346
SYNPR	-0.34075
XG	3.01883333333333
PRSS16	-3.23675
KIF13B	-0.222071428571429
PCDH9	-1.3805
HIST1H2AH	0.406166666666667
RBM18	0.3195
ZNF626	0.14425
HEXIM2	-0.200833333333333
ITFG1	-0.616
TUBG2	-0.2415
SFRS7	0.18075
C9orf14	1.15
EXTL1	-2.1425
GBP3	0.561833333333333
WDR5	0.01725
RARG	-0.083
MYO7A	0.604
CECR6	-0.684
C13orf3	-0.45425
SFRS18	-1.38625
ACVR1B	0.385333333333333
PSMD1	-0.6397
C7orf31	-0.689166666666667
ILVBL	0.8485
IFNGR1	0.652
RNF186	-0.128
NOL9	-1.06
MAGEL2	-0.46275
SLC29A2	-0.30175
NHSL1	-1.72
RBMX	0.0195
PSORS1C2	0.36575
RAD51L3	0.905666666666667
LCN6	0.9185
ORAI2	-1.247125
BRUNOL6	-0.3785
OR4K5	0.0105
CDC123	2.054375
MSLN	-2.12216666666667
WWTR1	-0.381833333333333
ZNF700	-0.843166666666667
COBL	-0.24375
PPP1R16B	0.172875
GAS7	-0.3906
MDN1	-0.54325
HAAO	0.4255
C9orf68	-0.105
TNFAIP2	1.072125
FOXN1	0.3455
hCG_2033311	0.723833333333333
ATP6V0D2	1.8294
RPL41	0.5955
SLC38A1	1.17475
ARHGAP6	-1.71108333333333
ADAD2	-0.52325
PHF20L1	0.9500625
MCM3AP	0.177833333333333
ST3GAL3	-0.910666666666667
SNX1	0.841166666666667
ELF5	4.49175
PARP3	-1.113
RBM8A	-0.1055625
LINGO4	0.603
ITGA9	-0.122166666666667
ZFR	-0.09075
ACSL6	0.331875
FLJ20699	-0.0782
DAOA	0.728
FABP4	4.96775
KCNB1	-0.1925
CANX	0.2158
SLC25A28	0.6845
ADIPOR2	0.80925
ECHDC2	0.9875
SMA4	1.13825
FRZB	1.331875
PABPC1	0.0518333333333333
DMRTB1	0.19675
APOBEC3G	0.618
CATSPER2	-1.3125
CUEDC1	-0.0886666666666667
STARD9	-1.126
CLDN8	4.91825
LOC23117	-1.1205
E2F6	-0.607666666666667
TMEM126B	-0.8965
DPY19L4	1.40075
GIMAP5	3.22883333333333
NDUFA9	-0.289666666666667
FAM77C	-1.061
CTPS2	1.388
LOC51035	0.67525
WDSOF1	0.00525
EGLN3	-0.3975
PITX3	0.704666666666667
OR52E8	0.8325
GRM4	0.788
KLK1	-2.434
GPM6B	-1.116875
RRAGD	0.0745
PAGE5	-2.525
UCHL5	-0.721666666666667
ULK3	-0.5715
AIM2	3.01383333333333
PNO1	-0.6495
OR2F2	1.1265
GNAT2	-1.9695
SIX1	2.41175
ST13	-0.0610833333333333
ZBTB44	-0.037375
TIMP2	-0.0895
ZMAT4	1.82725
GTF2IRD1	0.8275
ZNF19	-0.103166666666667
ZNF714	-1.068
RSC1A1	0.32525
C9orf80	0.464
PSMA8	0.64
TMEM141	0.59775
COX4I1	-0.683928571428571
CTAGE1	0.254
DTWD1	-0.91025
HSD11B1	3.47275
KRT6B	-0.5985
ARID4B	1.464375
LHFPL3	-0.14825
WWP2	0.282916666666667
ZNF326	-0.527333333333333
RGPD1	-0.4795
CTSH	0.6085
FASTKD1	-1.498875
PAF1	0.7169
TTC9C	0.01
IFT57	1.1019
PRSS36	0.299
IL20RB	-1.477
ZNF592	0.0528333333333333
DCTD	-0.9645
CFP	1.322
MFNG	-0.512875
JMJD2B	1.43425
ALDH3B1	-0.547625
THSD4	0.598666666666667
KCNJ5	2.88783333333333
LMNA	0.0276666666666667
TBCD	0.464875
ZNF250	1.15316666666667
CASQ2	0.355166666666667
PEG10	-4.36858333333333
PRAME	-5.27493333333333
NP	0.14375
TRIM59	1.1865
ZNF12	0.45125
XTP3TPA	0.35775
SIGLEC7	0.7961
PANK4	-0.26125
FAM70A	-2.44583333333333
SNED1	-0.7635
HIP1	-0.0152
RAET1E	-0.222
AMAC1L2	-1.206
AHNAK2	-0.728916666666667
TOE1	-0.809666666666667
RECQL4	0.57325
SPRYD3	0.871
DPAGT1	-0.16875
MAGED2	1.5865
ANKRD55	0.0685
TRPS1	3.73766666666667
DOK7	-2.23925
TFPI2	-4.68275
GTF2H3	-0.5505
CYP4F11	-1.544
LHX2	-1.379
ATG16L1	0.876666666666667
ASB12	1.1485
C1orf116	4.734875
NF2	-0.3323
POM121	-0.7149
PHYHD1	-0.2332
TXNDC17	-0.151833333333333
DKFZp779O175	0.19675
NUP62	0.197642857142857
MYO18B	-1.111
PRAMEF1	0.1735
TCBA1	0.480571428571429
TMEM168	-0.12125
FJX1	-1.0845
CLCF1	-0.50825
SEPN1	-0.142875
IGSF2	0.325
NUDCD1	0.780833333333333
TFF3	2.52033333333333
NDFIP1	1.01792857142857
CHCHD4	-0.11675
TNR	0.305
CUTA	-0.419666666666667
USP44	-4.31425
DPP10	-0.3486
IWS1	-0.6475
PCGF1	0.806
SULT1C4	0.3665
NTF5	-1.03225
PTPN13	0.26975
SSTR5	0.921
SFRP1	-4.837625
IDH3B	-0.14775
SUOX	1.15366666666667
TMCO5	0.35575
GOLT1B	-0.634
MIB1	-0.683
PCDHGB1	1.3435
SUSD1	-0.06525
ICAM5	-2.20716666666667
PAPOLB	0.06675
URM1	-0.575
TMEM106B	1.29183333333333
LRIG2	-0.94375
SLC27A5	-1.24375
CLIC6	0.9225
ZNF420	0.841666666666667
SCN9A	-1.9423
KIAA1909	-0.576
ELMOD1	-2.245
PRKAG1	1.02725
FAM64A	-0.505888888888889
EEF1G	0.424
SMAD5	0.54625
INCENP	-0.9525
WASF2	-1.1785
GARS	0.618
CDK10	-0.7826
HLX	0.640666666666667
MDM4	-0.0575
ZNRF1	-1.55521428571429
HHATL	-1.54383333333333
FAM21C	0.8456
HIST2H3C	0.7165
PFDN2	0.40375
ZNF200	-0.00175
NDN	-1.02375
HBA2	-2.63833333333333
FBLN5	1.028875
PUM1	-0.486785714285714
TNNT1	-2.43533333333333
C19orf59	1.21033333333333
HNRPH2	1.47283333333333
RAB7A	0.6845
PMS2	0.033375
BIRC3	-0.0703333333333333
NRSN2	0.5995
OR52K2	0.613166666666667
SPOCK1	-1.08064285714286
H2AFY	1.063
RXRB	0.4325
ZNF638	0.391
ANKRD45	-0.5805
ACTN4	-0.0148333333333333
FXC1	1.285
EIF2B5	0.654
VPS33A	-0.5485
PINK1	-0.040125
FAM106A	0.138
SKIP	0.1885
