Hybridization REF	TCGA-AN-A0XL-01A-11R-A10J-07
KIAA1467	0.9705
TPO	3.26916666666667
LTF	1.89492857142857
DNAJB9	0.13075
MRPS27	-0.9645
bA16L21.2.1	-0.12475
WBP2	0.243666666666667
MRGPRX3	-1.54633333333333
PRPF18	0.36725
C10orf58	1.1005
SMOC1	-2.9267
ADAT3	0.181666666666667
TMEM138	0.33425
TMEM131	0.0555
TIMM8B	-0.851
MYH7	-0.559666666666667
ST6GAL2	1.214125
KIF1C	0.33425
SUHW2	-1.1075
PAPSS1	0.08125
CABP2	-0.3865
HOXA4	-0.311
ELF2	0.657
SEMA3D	0.5994
MC5R	0.7095
OGFR	0.227
FLJ30092	0.261666666666667
TGFA	-1.252
MMP17	-0.1235
KIF15	-2.3705
CHIA	-0.05275
CATSPER3	0.2635
CEACAM7	0.776333333333333
PADI2	1.189875
HOXA9	1.24766666666667
LNX2	0.119
TMEM144	1.84375
HIF1AN	-0.0175
METTL7A	0.5606
C6orf165	1.8655
KIAA1468	0.846625
DSG3	0.793
ZNF180	-0.1155
EIF4E3	1.0195
SLC46A1	0.65325
DKK1	-2.3515
ZNF205	0.271666666666667
LOC162073	1.07005555555556
COX7A1	4.89075
MAGEA1	-5.11116666666667
NEDD8	-0.08175
KLHDC5	-0.2205
C3orf19	0.8885
MRPS2	-1.21925
POLR3H	0.143857142857143
ABHD11	0.4403
TMEM17	0.95675
PAIP2B	-1.4613
MAT1A	-4.9665
LGI3	-0.295
THUMPD2	-0.0975
TKTL2	-0.068
XAGE3	-0.689666666666667
CALM3	-0.317166666666667
C6orf136	-0.7445
KCNC4	0.401333333333333
RGS9	0.111166666666667
ACIN1	-0.241166666666667
SPATS1	-0.1435
XKR8	-0.1475
FAM84A	1.56141666666667
MS4A7	4.54254545454546
AGXT2L2	0.023
OR1F1	0.0965
SMAP1L	-0.213833333333333
IPO11	1.469
ZC3H11A	0.8054375
C1orf151	0.640875
RNASEH2A	-1.36425
CCR10	-1.3875
TXNDC11	0.7645
TMEM112	0.81675
MAP1B	0.601214285714286
NVL	0.30575
PKM2	-1.1948
ARC	-0.604
NUP54	-0.21
PPFIBP2	2.32083333333333
STAT2	0.672
PTAFR	2.132
ROBO2	-0.10475
RNF40	0.146166666666667
CCDC135	-0.677166666666667
IFT81	-0.0821
MORF4	-0.33
TM7SF3	0.192625
OR10H3	0.4245
ABP1	-0.267375
CHRD	0.29075
PLEKHA8	0.361666666666667
NCALD	1.76475
OR5AK2	0.1385
ACCN1	0.00116666666666666
SLITRK1	-0.0065
ARMET	-0.06475
C9orf52	1.0235
REEP4	-0.8345
MTSS1	2.199875
ADH1B	4.71116666666667
DLD	-0.5645
CDK5	-0.316
PPFIA1	0.13575
WFDC3	0.63325
DNAJB12	0.943571428571429
RANGRF	-0.8565
MLANA	-4.805
AMY2B	0.519
KIAA0319	-1.25625
RPS7	-0.7305
JAK3	-0.2945
ARFGEF1	1.9825
CXCL5	0.33325
TRAPPC4	-0.9705
CETN2	0.575
HSPC111	-1.174
RHOBTB3	-0.7519
PHLPP	-0.343
RGS10	0.3665
TMEM58	1.07525
CHERP	-0.054375
HSP90AB3P	0.209666666666667
FSTL3	-0.130333333333333
PEX11A	1.5025
OR5V1	0.2045
FCN3	1.69975
PTPN3	0.88475
NPTX1	-5.433875
C21orf84	-0.98125
C11orf51	-0.44775
ZBED2	-0.83125
FLJ90757	0.8935
NPY2R	2.80775
PLD3	0.738
SYT17	3.1585
SGSM2	-0.5625
OR1A2	-0.0395
FOXP1	2.011875
SLC5A1	1.703
POFUT1	-0.4118
EPHB6	-2.50116666666667
MYO1G	-2.290875
STAC	-0.9714
KLHL17	-0.806166666666667
RGMA	1.3285
TJP2	0.0946
FAM114A1	0.512333333333333
SERINC1	1.41925
SLC9A8	0.18925
PEX19	1.036
EDN2	0.78675
PSMD7	-1.12044444444444
C3orf41	-2.7105
UQCR	-0.164
PPP1R3C	-0.0515
LRP4	-2.27916666666667
TM2D1	0.49125
TTC17	1.62325
C4BPB	-4.69975
CCL25	0.46575
ZNF253	-0.0668333333333333
CHRNA9	-3.75475
SOX11	-2.39625
HIVEP3	0.325
CGN	2.30383333333333
C3orf35	-0.031125
PKD2L1	0.93875
SYVN1	0.950125
PDE8B	1.05825
LOC439951	0.1705
LTC4S	2.302
MIF4GD	0.701333333333333
SMARCA2	1.1921875
TUBGCP6	0.0513333333333333
CABLES1	0.39475
C16orf77	2.14916666666667
ZNF791	0.80475
FUT5	-1.8695
ADH6	-2.2325
P4HB	0.89875
CLDND2	-0.73775
ALKBH8	0.92425
PLAC4	-0.968
F11R	0.955857142857143
MGC35295	1.50133333333333
PDZD4	-0.3105
LOC389073	-0.3425
FAM80B	0.200833333333333
PSMB1	-0.242125
TXN	-0.8695
VIPR1	1.6636
WBSCR18	0.6796
EXOSC6	-0.987
ACTA2	4.36716666666667
SP5	-0.602666666666667
ANKRD1	-3.0225
DDR1	1.1979
ATP6V1D	-0.0995
PTGS1	-0.889666666666667
RNF157	0.16325
DCC	-0.059
SPAG7	-0.6355
FBXO18	0.09125
UBE3C	-0.2732
HOXC6	1.039
LRP2BP	0.119
MYST2	0.09875
PDSS2	0.07
ATE1	-0.429
ARAF	0.025
KLF10	1.52775
PLA2G2E	0.0975
ASCL1	-1.10283333333333
TSNAXIP1	0.768
FAM131B	0.397625
IFNA10	-0.1515
NUP43	-0.885
FAM44B	-0.269875
L1TD1	-5.7765
NMD3	-0.71825
C18orf54	-0.8216
PHOSPHO1	-0.256
RAG2	-1.195
EMILIN3	-0.406
METTL3	-0.70125
VPS13C	0.571875
REXO2	-0.741
ANXA4	0.0785
CA1	-0.85875
DCP1B	0.31075
TULP3	-0.545833333333333
ATP2A2	-0.109642857142857
ATIC	-0.81925
ADAM15	-0.625416666666667
NPL	0.469
LGR4	-0.481125
UEVLD	1.33716666666667
GAB1	1.6015
SNAI2	-0.111
ZGPAT	-0.1236
SNF1LK	0.14425
DLEU1	-1.80675
UBE2Q1	0.49375
ZMYM6	0.4646875
JPH3	-1.9635
FAM38A	-0.752333333333333
PXK	0.655333333333333
DENND2D	2.34725
BAX	-1.90091666666667
CP	-3.43663636363636
RPL37	-0.4692
G6PC3	0.132375
NCOA4	-0.015
LRRC14	0.47
GORASP1	0.8245
FCHO2	1.330375
CYP24A1	-3.8513
FXYD3	2.300375
SMARCAL1	0.306
ABCB8	0.375166666666667
CCDC44	0.2145
PRDM7	-3.07625
USH1C	-1.33825
DNAH5	1.402
SRF	0.229583333333333
MAL2	3.1595
PGPEP1	-0.189166666666667
SIN3B	-0.9925
SEMA3C	1.15766666666667
GRAMD3	1.8295
FBXO10	-0.251625
OR5D13	0.283
FLJ31818	0.125
CACNA1I	0.388375
S100A13	0.262
TP63	1.32842857142857
ANXA11	0.6124
WDR66	-0.802625
CSF2RB	0.051
IFI44	-0.137
DACT1	2.37283333333333
ANKRD23	-1.873125
ATP5G1	-1.15416666666667
C21orf70	-1.29016666666667
PPWD1	-0.632
DNAJC13	0.19475
PAH	-5.84483333333333
PTCH2	0.481
TRMU	-1.38075
CCDC9	0.1955
USP3	0.0738
DCLRE1C	0.092
FAM55C	2.085
FRMD4B	1.9595
CYP2R1	0.842
RFPL1	-0.155
XPO5	-0.9945
ARL6IP2	-0.25
OSBPL5	1.02475
MMP9	2.62790909090909
KIAA0802	-1.516125
DHRS2	-4.1475
SGEF	1.672875
TXNDC10	-0.348
EXOC6	0.68875
RPS27	0.452666666666667
PNCK	-1.52416666666667
FSTL1	0.8245
AACS	-0.57125
SLMAP	0.765833333333333
SAMD4A	-0.6641
ABRA	1.09675
SMARCD3	0.531
PKNOX2	-1.49983333333333
A4GNT	0.399
C9orf39	1.343
RALYL	-0.05375
MGC33556	-2.856
C10orf25	-0.4945
BBOX1	4.202
NHEDC1	0.11875
XDH	-0.79175
GCSH	-1.3155
EDN1	2.25433333333333
MTERF	0.51775
CLK4	0.708125
ZNF799	1.158
KCNG1	-2.466875
CXCR4	0.546666666666667
PTPRR	-2.06
IRAK1	-1.1565
LOC401397	0.20075
TMSB10	0.378071428571429
CXCL3	-3.1153
TMC4	2.22675
OR7A10	0.238
STYK1	-0.35475
CHRNA10	0.33525
CCNI	1.20575
EP300	1.74257142857143
LOC165186	-0.244666666666667
HIC2	-2.5465
SDR-O	-0.062
OR2W1	0.1965
KCNA6	-0.2565
TRIM74	-1.8635
REEP6	2.2925
ATP5G2	0.41725
ERG	1.776625
TMEM42	0.605
PARN	0.099
SOD2	-1.06425
DIRAS1	-1.22883333333333
PNPT1	-1.0855
JOSD3	-1.7305
hCG_40738	-0.443
PDE1C	-1.694
SEMA4D	-0.478125
AGPAT1	-0.335333333333333
NOSTRIN	0.767875
MAP3K3	0.3815
MAX	0.743285714285714
CAPS	3.51333333333333
SERPINA12	0.029
OSBPL8	0.840625
RICS	1.8127
NR4A2	2.62466666666667
PPCS	1.11783333333333
LONP1	-1.00025
SCYL3	1.81475
HERC2P2	-0.3875
FIBCD1	-1.1065
C15orf41	-0.36725
DMC1	-0.307333333333333
C20orf27	-0.9335
RPS6KA5	0.7762
FAHD1	0.240166666666667
SLC12A4	0.0685
BRCA1	-1.12616666666667
GBL	-0.31275
SLK	0.359
NUDT9P1	-0.7485
NOXO1	-1.5545
USP52	-0.58875
BAZ1B	0.16875
SLCO2B1	2.75225
BBS12	1.34633333333333
LRGUK	0.4195
TERF2IP	0.05725
COL1A1	5.6655
KIAA0090	0.114
GRK5	0.819666666666667
AP1S2	-1.3274
TMEM52	-0.831333333333333
CA11	0.291875
OR4A15	0.324166666666667
ACBD3	1.2866
SPAG11B	0.25225
PRDM2	1.1593
FOXP3	0.05625
SMYD3	-0.5412
LOC389199	-0.14
LGI2	1.45483333333333
NAPE-PLD	0.0639
ANKRD6	1.244
WDR45	0.1605
SHROOM1	1.61475
PSCD3	0.556
PYY	0.935
KCNC1	-1.595
ARHGEF9	0.3654
OR8J1	0.0715
GPR55	-0.075
NS3BP	-0.734
C10orf22	0.156166666666667
NAT8L	-0.79225
DUSP4	0.333833333333333
FOXM1	-1.99016666666667
GRAMD2	1.2273
ZBTB48	-0.0166666666666667
BUD31	-0.375
PABPC5	1.258
CCDC41	-0.2065
FBXO11	0.170333333333333
C6orf148	-0.79625
RFXAP	-0.97925
C6orf15	-0.142166666666667
CDK8	-1.0635
C6orf70	0.219375
TESSP2	0.1285
ALG2	0.09625
PPP1R3D	1.54225
TPM3	0.120222222222222
SYT13	-3.801
EPB42	0.4615
CETN3	-0.80025
PRY	0.015
NTHL1	0.128666666666667
POLR2B	0.0105
RPS28	0.0405833333333333
P2RX3	0.1685
LYZL4	0.04725
WBP4	-0.2166
PMM1	-0.60975
C11orf79	0.8125
CBLL1	0.022
IL1F10	0.531166666666667
VAX2	0.502
SETDB1	0.528
LRAP	0.481666666666667
GCLM	-0.423166666666667
CPEB3	2.1205
PPM1A	0.962125
INTS1	-0.35525
CAMTA1	0.798333333333333
SAMSN1	-2.199
LOC158830	-2.49183333333333
GMPPA	0.083625
AIPL1	0.11825
IL24	-0.21575
BDKRB1	-1.729
MLF1	1.5102
TAF12	-0.1385
ID1	-1.9515
THADA	-0.10675
PIK3CB	-0.627
OR4N5	0.264
TBC1D17	-0.468833333333333
COX8A	0.0705
CDCA4	-0.69975
C2orf44	-0.2975
ZNF534	-1.27425
IMMP1L	0.379
NIPSNAP3B	0.2465
FTMT	0.159125
PWP2	-0.672
MMP15	-0.7333
DNAH11	-0.78725
MTMR14	-0.175875
DNAL4	0.73175
IPP	0.04075
TMEM59	1.11975
C1orf157	0.5755
RGS4	0.183
DDX18	-0.444
SNX6	-0.20825
ZNHIT2	0.743666666666667
NCDN	0.639666666666667
FLJ33534	-0.2945
RAG1	-1.82
OR4D10	0.047
PTPN5	0.289666666666667
POMT1	0.21975
LRRC8A	0.6335
CYP1A1	-1.6335
CAPN1	0.172833333333333
DDHD2	-0.7915
GRIK2	-0.116
GNRHR	0.0365
PPBP	0.514
HTR3A	-0.825125
SLITRK4	1.0945
ANKRD49	-0.32275
BTF3	0.0308
SARS	-0.33275
C13orf18	-0.374333333333333
CACNB1	-0.0567142857142857
QKI	0.456045454545455
SETMAR	0.864
MAN2B1	0.772
EML3	0.02225
ACADL	2.6005
OFD1	-0.10725
DEFB114	0.225
CGA	-3.6476
PEX16	0.0931666666666667
LRRC10	-0.3175
GNG12	0.0505
C1orf152	-0.829333333333333
CHRM1	0.218
CD53	-0.276375
DBH	-0.68625
TFAP2B	4.781125
HIST1H2BJ	-0.847833333333333
FAM46D	0.303
TMEM11	-0.309
C3orf32	-2.805
PCCB	-0.426625
IPO13	-0.074
C6orf105	-4.265
COMMD5	1.16025
SUV420H1	0.5408
LTBR	0.5965
ARHGAP15	-0.65025
HDHD2	0.0845
TDRKH	0.485
LOC401052	1.843
PSG4	-1.389
GNB4	-0.0379
SPATA4	-0.01925
SLC9A3	-0.549
OSBP	0.744833333333333
NBPF3	0.261083333333333
DOCK11	0.1975
SLC39A5	-2.25183333333333
PRR5	0.5381
C10orf63	0.28875
SMTNL2	-0.91425
ADRA1A	0.29125
ASAH1	2.3659
DOM3Z	-0.322
GIPR	0.0826666666666667
AHI1	0.382333333333333
NADSYN1	0.0666666666666667
RGS14	-0.3082
IL18BP	0.5928
RTN4RL1	0.234583333333333
ARMC6	-0.8465
PSMD5	-0.0588333333333333
HK3	0.7241
OR4S1	0.65475
RSU1	0.8608
MAD2L1	-2.37944444444444
EIF4A3	0.22375
DLEC1	-0.236333333333333
E4F1	0.479166666666667
CHMP2B	0.5424
CAMSAP1	-0.0645
RPS21	-0.503
ARID5A	0.78575
UBE2N	-0.4805
IGSF8	1.09533333333333
MAGEB6	-0.966
ACAD11	-0.8207
MGC4172	-0.62675
LMO4	0.466
KLKB1	-0.06425
HP	-0.6865
HDAC3	-0.19075
SCHIP1	0.95675
CLCA1	0.053
OLFML2A	1.214375
C1orf112	-0.6815
KIF19	1.39175
HAPLN4	-0.3557
CXCR7	2.06916666666667
GOT2	-1.2318
RAB38	-0.37125
DCX	0.6215
PPM1H	0.639083333333333
NFYC	0.02725
KIN	0.092875
ZNF228	0.70025
PLSCR4	3.3165
HIG2	-0.09675
FAM79B	2.722
C21orf86	-0.502
KCNK10	0.91825
ZNF738	-0.647
FSTL5	-0.62
OR6A2	0.2255
OTOA	1.31833333333333
EXOC1	0.2855
AHRR	-3.48625
PDAP1	-1.51308333333333
C19orf6	-0.03925
ZAN	-0.03325
LY6G6E	0.083
EIF4E2	-0.59225
C20orf198	0.1755
ZNF324	0.481
CYP3A5	-2.92233333333333
ENTPD7	2.06766666666667
MBOAT5	0.245333333333333
GJB5	-1.9655
TTC13	-0.06825
S100Z	-0.925
KIAA0664	-1.2155
PDGFRB	2.35383333333333
IL17D	0.8385
OR56B4	-0.184
RDX	-1.62983333333333
SLC34A3	0.049
IL28B	-0.2345
JUND	1.89425
CHRNB1	-0.201375
CAMK2B	-0.34775
FETUB	-1.59025
CXorf23	1.11625
MRTO4	-0.8935
TTC3	1.2494
NDUFB8	-0.410833333333333
EDG2	-0.28925
SEMA3G	2.68525
IL23A	-2.439
GRHL1	1.4049
LOC441054	0.374
WDR65	0.354375
PSTK	-0.86325
STOML3	-0.0488333333333333
R3HDM2	-0.0666
C5	-1.86475
SLC2A10	1.18666666666667
C3orf22	0.07575
PAQR3	-0.186846153846154
ANKRD26	0.382583333333333
HCRTR1	-0.408
LOC399947	-0.06425
PSD2	0.1215
TIGD2	-0.7055
SCRN1	-0.553625
COQ10A	-0.5785
DDI2	-0.179
METTL7B	-1.1995
UCN2	-0.08725
FAM92A3	-0.91425
WDR16	0.772
ZNF511	-0.387833333333333
ZMYM5	-0.990375
POLR3G	-2.3785
ZNF586	-0.05275
C1orf49	0.712166666666667
TANK	0.449666666666667
RCAN1	0.0963333333333333
PELI3	1.097
LIMD2	-0.349416666666667
TMEM189	-0.0625
NTN4	1.406125
LOC151300	-0.241
CLEC2A	-0.7495
GPR135	0.238125
DPYSL4	-2.7705
JAK2	0.802166666666667
TSHZ1	1.67233333333333
TM9SF4	0.272125
ZNF264	0.448166666666667
SIRPG	0.404375
BICD1	0.25075
HERC6	0.867
METTL5	-0.999
CASP1	0.281
PRRT1	-0.328166666666667
PLA2G4C	1.31866666666667
ICA1L	-0.3315
TPTE2	-0.245
OTUD7A	0.0745
AQP11	-1.3275
APOA2	-4.3084
KALRN	-0.1661
SECTM1	-0.509083333333333
IFNAR1	0.4225
TALDO1	0.785
RAB11FIP4	-0.00908333333333333
EIF5A	-2.659
FAM49A	2.0895
NEGR1	0.768166666666667
YTHDC2	0.950875
EHD2	0.676375
NCF1	1.1978
SCRT2	-0.4855
HOXA5	0.4825
NUP133	0.19475
FGF12	-0.683625
SLMO2	-0.6805
SNTA1	0.54125
CACNG2	0.22275
GCM1	0.165375
ELF1	0.7145
TLR5	3.57875
TCFL5	-0.610333333333333
RBMY2FP	-1.311
LOC100125556	0.8105
FAM129B	-0.05025
MAP3K7IP1	-0.019625
NCK2	0.0155
OXA1L	-0.44425
FMO9P	0.0565
ZSCAN12	0.00175
PSMD12	-0.52025
HSCB	-0.2545
CLDN10	-1.806
MGC13053	-0.4805
HPCAL4	-0.569
ASZ1	-0.313
MEX3D	0.508
NFAT5	-0.0372
CSPG4LYP1	-0.522
FBXO3	0.7696
DVL1	-0.149
CMKLR1	2.58783333333333
TYMS	-3.124875
PEF1	0.85525
ZNF750	1.24516666666667
MCM5	-0.9899
MEGF11	-0.85175
KCNK7	-0.407
PTP4A3	-0.091
C1QTNF2	0.692333333333333
OR6S1	0.372
FAM122B	-1.712
ZNF551	-0.799125
HBQ1	-2.553
GEMIN6	-0.433
ARSK	0.66275
RBP7	3.44433333333333
CPNE9	0.01625
DSC1	1.503
LOC730112	-0.907
MAP2K4	-0.04225
HS3ST5	-0.614
EPB41L3	0.24125
TEKT2	2.47125
CDKN2B	1.45958333333333
ZNF480	-0.6855
MAP3K6	0.1634
MAP6	1.89683333333333
HN1	-0.7823
OR2L13	0.193833333333333
SLC16A11	0.112
FAM96A	-0.5525
APOL1	0.37525
C5orf32	0.256
RTP1	-0.1
RNF175	-0.39625
ZBTB41	1.969625
AHCTF1	0.1756
SAE2	-0.0788
ITGA2	0.2135
MME	1.24883333333333
CCDC14	-0.90975
MAST4	1.2125
KRT33B	-0.4755
KCTD2	0.624166666666667
WDR26	0.955916666666667
MFI2	-0.86125
NR4A3	1.651
ARSA	0.95075
UNKL	0.330333333333333
SULT6B1	-0.2665
CCNA2	-2.46666666666667
SOX15	-0.267
PPAPDC1B	0.296416666666667
C19orf44	0.241
MCAT	0.341833333333333
ARID1B	0.192125
OR52N1	-0.436
C12orf48	-1.47175
MAGI1	1.021
NIPA2	-0.50125
GBX2	-2.05825
RSHL3	1.1655
RAVER1	-0.175
C15orf17	-0.05875
SLC30A2	0.134125
ZNF518	0.29575
PCYT1B	-1.48875
C10orf114	-0.9635
EIF3H	0.293
SLC25A39	-0.660166666666667
KIF1B	-0.00325000000000003
AMOTL2	1.11825
C6orf120	0.751625
PSRC1	-2.0585
PLA2G10	2.556625
KIF5C	-0.241125
MRPL37	-1.0125
C17orf62	0.691833333333333
C9orf135	-0.988833333333333
DUSP10	1.4438
CLCNKB	0.0785
PSMA5	-0.559125
C8orf53	0.75425
AMPD3	-0.562666666666667
PIAS1	0.24525
ADCYAP1R1	-0.083
GYLTL1B	1.31425
CDH20	0.0583333333333333
FBXO7	-0.189
TMEM134	0.278666666666667
FLJ14213	0.668333333333333
ZNF3	0.57375
LRRFIP1	0.653208333333333
CNOT2	0.38325
ABI3	2.2015
ALDH5A1	-0.142083333333333
HNT	2.3631
SERPINA4	-2.57675
TK2	0.6645
STMN1	-1.66711111111111
GUCA2A	0.023
GALNT10	0.490785714285714
DPP6	-0.42055
C9orf93	1.22325
PRELID2	-0.205125
STK39	1.211875
SFTPA1	-0.7735
CKS2	-1.91433333333333
RHO	0.135375
C20orf135	-0.33425
XKR3	-2.311
CR1	0.27875
RPS6KA2	1.21407142857143
C20orf112	0.8505
MRPL22	-0.4465
C4orf23	0.64
GADD45B	3.161
KLHDC1	1.7895
C2orf48	-1.6715
ZNF287	0.824
DAAM2	0.21675
DPPA2	-2.8545
TCTN3	0.567166666666667
DNAJB11	0.394125
FPR1	3.21425
DEFB4	-0.1365
PTCD2	-0.8015
SMOC2	5.247
CABP7	1.12375
SERPINB11	0.12975
MAGEF1	0.0755
NDE1	0.3285
ITGA10	0.522
FSHB	-0.2605
ANXA2	0.4275
HORMAD2	0.26275
HLCS	0.126
MCF2L	1.48233333333333
FH	-0.670375
TBC1D24	1.2235
KIAA1505	2.15925
LGALS2	-2.065
CNBD1	-0.083
SYNPO2L	-0.52875
PTPN23	0.115571428571429
C1orf183	-0.607
MAGEA8	-2.7505
DGCR8	-1.0785
GSR	-0.94975
PAQR7	0.0885
ZNF676	0.02125
CACNA1C	0.3139
SP7	0.3145
PDCD6	0.616
NRN1L	-1.258
BRI3BP	-0.719
KIAA1183	0.82475
ASB4	-0.1795
CCL23	1.7999
OBSL1	-1.89375
SLC12A7	0.996416666666667
KIAA0240	1.310375
CD1B	-3.02383333333333
FCGR2A	1.722
MDC1	-1.175
HTR1A	0.0995
OCEL1	0.5615
ATP11B	-1.136625
FBXO34	0.363166666666667
PCDH12	3.64433333333333
RPE	-0.98975
C17orf74	-0.079
CSDC2	0.962833333333333
PET112L	0.30075
TMBIM1	0.93975
P2RXL1	-0.49275
TCHP	-1.002
TRMT1	-1.1665
F2RL2	1.13983333333333
LRRC32	3.78666666666667
IMPG2	0.007
BGLAP	-0.4535
LOC493869	-0.142166666666667
MRAS	2.50375
SLC35F5	1.14125
CBWD1	0.696
AXL	-1.2475
ATP2C2	1.35275
TELO2	-0.173
PNPLA3	-2.22075
PCDHB14	1.23325
CD276	0.137
KRT80	-1.719375
DUSP28	0.2915
CSNK1E	0.176166666666667
SRP14	1.0875
KCNQ4	-0.1925
KRT72	-0.0971666666666667
CCDC117	2.871
C6orf89	0.388833333333333
TUBB2B	-1.4605
RTN4IP1	-0.69175
CR1L	-3.99883333333333
CEND1	-0.21775
C12orf41	-0.0235
RNF31	-0.0345
UBN1	0.4295
C17orf32	0.624625
SLC5A7	-0.11975
GPR92	0.652666666666667
ESAM	2.9274
CTNNA1	0.452833333333333
HRBL	0.0381
CBX4	1.514
TMEM182	0.40275
SH3TC2	-0.4235
IL10	1.004
PXMP4	0.8875
RNF167	-0.4678
PAK7	1.199
ETV3	0.176
ATPIF1	-0.485666666666667
LOC554207	-1.6785
OR8H1	-0.0345
WDFY3	1.288625
DPM1	-0.483
GPSM1	-0.2675
WDR92	0.4885
LRP1	0.864666666666667
ANKH	0.211625
THUMPD3	-0.90925
POLR1B	-0.854
OLFM4	3.0525
RAD9B	0.094
TSPY2	-3.808
PAX6	-1.94583333333333
SCG2	-1.475625
SLC17A6	0.11575
FMO3	3.17325
PADI4	-0.04025
TUBB4	-0.8281
NLK	-0.49975
POU4F3	-0.6955
SDF4	0.14325
ITGBL1	3.59033333333333
NETO1	-1.745375
TAP2	-0.2615
ABBA-1	-0.364833333333333
GNAI1	0.89975
VPS4B	0.61425
NOPE	0.0812
GALNT6	3.59233333333333
SESN1	0.575375
GBE1	-1.51522222222222
CLASP1	-0.1645
RASGEF1B	1.37225
ACOT11	-0.496142857142857
AFAP1	0.929
OR2H2	0.00500000000000001
DPY19L2P1	-0.482
DZIP1	-1.714
SEC22C	-0.27925
GPR161	-0.411583333333333
RNF146	0.32175
WDR74	-0.6365
GALP	0.1795
PURA	1.7545
DNPEP	0.0675833333333333
RP11-78J21.1	-0.47625
ERBB2	2.514125
FANCM	0.194
NEO1	0.8025
DDX3Y	-4.822
RPS3A	-0.01675
MXRA7	0.530642857142857
LGALS3	0.278166666666667
GLT8D1	0.566
CFL2	-0.5325
UPB1	0.05625
NAP1L5	0.335625
CLDN14	-1.36275
DHX38	-0.5765
BTBD1	-0.053
TARS2	0.7085
ABCF1	-0.5377
FCF1	0.1825
LRRC49	0.51425
GUCY1B2	-2.3135
C1orf177	0.147
SMARCA4	-0.473928571428571
LRP8	-3.9645
TAGLN3	-0.72175
MRPL14	-0.32575
TTRAP	0.066
ZDHHC20	-0.1435
NFE2L3	-1.847
KIAA1377	1.789875
PALMD	2.5339
TMEM43	0.24825
TTL	-1.478125
STAT5B	-1.00066666666667
SSB	-0.758625
OR10H5	0.4115
SLC22A13	-0.7885
AKAP3	-0.6325
TIMM23	-0.2315
OAS2	0.664583333333333
KIAA0423	1.31175
TRIM11	0.348
GLIS3	0.89
TMEM50B	0.855666666666667
ARHGEF4	-0.14125
DEGS1	0.0218181818181818
TBL1XR1	1.51816666666667
G6PD	-2.24525
SP140	0.0701
MUC17	0.03
NUDC	-0.5207
DNAJC5B	1.12466666666667
SCARA3	-0.115333333333333
CPA3	6.12983333333333
BCAT2	-0.48825
MFN1	0.1342
NRG3	0.029
SNX11	0.457
PLEKHH1	-0.327
GPR177	-0.788166666666667
HCFC2	0.39725
TCAP	-0.23875
MOCOS	-2.24175
C14orf93	-0.2855
PRDM10	-0.260333333333333
SLC16A4	0.572666666666667
SRGAP1	-0.42
VIP	1.05975
DUSP27	0.201
LILRA1	0.7731
MC2R	0.1945
MGC24103	-1.26925
MBTD1	-0.431
FUT11	-0.415833333333333
USP33	0.3768
C15orf39	-0.573
MAP3K12	0.634125
PAAF1	0.132166666666667
BARHL1	-0.3215
FLJ16165	-0.22
PIWIL2	-2.937
SYNE1	1.13783333333333
CMTM4	-0.400875
TSPYL1	0.601
GUF1	-0.188333333333333
TMEM157	1.601
WDR44	0.65875
HIST1H3C	0.3555
DKFZp666G057	1.12925
RNPEP	0.42375
GAS2L2	1.06516666666667
ADH4	-4.33075
GRPR	3.1935
FBXL17	0.00325
ZBTB10	0.116416666666667
Gcom1	0.849777777777778
HTRA1	1.6655
ZNF585A	0.307166666666667
SLC26A2	1.22664285714286
OTOP3	0.1715
WISP1	2.22077777777778
ATP2B4	-0.36375
FLJ10769	0.37875
CRAMP1L	0.425
CHST12	-0.17475
RAB22A	0.56825
TARDBP	-0.200714285714286
STAU1	0.27325
CRB3	1.43283333333333
MIG7	-1.99075
CHMP1A	-0.515333333333333
ZNF160	0.042
B3GALT6	0.00812500000000003
BARX1	-2.3815
C6orf167	-1.26675
NXNL1	0.1125
DHX29	0.592
HADHB	0.14125
PLXNB2	1.307125
ILDR1	-0.22775
SLC15A3	2.06375
GAS2	-3.4455
C20orf69	0.86
NUMB	-0.086
TNIP1	0.311625
MESP1	-0.408
PSKH1	-0.28475
NSFL1C	0.15675
RHOG	0.29825
HEY1	-1.02733333333333
KNG1	-1.8085
ITGAX	1.3572
LIN9	-0.2195
CANT1	1.721
XRN1	0.606142857142857
CCDC96	1.7203
HEATR6	-0.7095
GNG7	-0.10975
RUNX2	1.0498125
SOX1	0.000166666666666676
FCRL5	0.0188
ZNF99	0.310875
FAM9A	-0.144
SNX22	-0.158833333333333
MBNL3	-2.10983333333333
ODC1	-2.1538
ADORA2B	-2.20266666666667
NR2F6	0.278
ZFYVE16	0.215055555555556
SYNJ2BP	1.6593
POLE	-0.847125
E2F2	-1.6295
THRA	1.0785
PTGES2	-1.37633333333333
HIP1R	0.591666666666667
TMUB1	-0.349833333333333
ENO3	-2.70525
RSPH10B	-0.2535
CXorf39	0.141875
IRGC	0.0945
GPR109B	1.502
FLJ13305	0.116
LCE3A	-0.6415
TNFRSF18	0.0668333333333333
DET1	0.22175
TRPM3	-0.0394166666666667
C16orf79	-1.1675
FECH	-0.577666666666667
RAP2A	-0.256166666666667
CRIP1	3.272
AZIN1	0.276125
SLC7A7	2.774
IL10RA	0.9393
TMEM64	-1.837
CDC42EP4	1.4092
