Hybridization REF	TCGA-A8-A06U-01A-11R-A00Z-07
LOC285141	2.63025
TMEM45B	-1.800625
SMCR7L	-0.811357142857143
GZMH	3.821
CBLN1	-2.466
CNNM1	-1.0305
PHF17	-0.168416666666667
NUP98	-0.47
RMI1	0.06725
PTPRS	-0.159125
ANKRD57	0.5105
CLDN15	-0.466166666666667
OR51A2	-0.0545
GUCA2B	-0.1385
DOCK9	0.51525
ITGB1BP1	-0.764833333333333
DLG2	-0.3565
BRAP	0.1605
SESN3	1.5015
ZC3H7B	-0.229
FAM101A	1.422
FKSG24	0.357
ZYG11B	-0.228125
RFC2	-1.21375
SH2D3A	0.434166666666667
DVL3	0.56275
ADFP	-1.17816666666667
KRIT1	-0.605875
SERTAD3	1.46233333333333
LEFTY2	-3.57875
KRT27	-0.5625
SCFD2	-0.04175
MN1	-1.0785
RORA	0.56025
PTPRD	-0.8205
PIAS2	-0.979666666666667
CYP4X1	2.79766666666667
FBXL15	0.28875
MYH15	-0.160166666666667
CRX	0.191666666666667
TBC1D13	-0.03975
SLC22A17	0.9675
PLK2	-0.607833333333333
ARHGAP9	0.9015
EIF1B	-1.28025
C20orf185	0.19025
DEFA7P	0.88
PRIM1	-1.66916666666667
CRYAA	-2.3005
BACE1	-1.12425
AGTRL1	0.596
ACAD9	-0.517875
GRASP	-0.49875
RBP4	-3.46283333333333
TFB2M	-0.458
METTL9	-0.7671
ATP5O	-0.63725
SP100	0.3044
CPSF1	-0.360833333333333
S100A4	-1.51125
LIME1	-0.736
GPR137C	-0.34975
OR2A2	0.1675
C2orf29	-0.058
NUP188	-0.865
SDPR	-2.28575
RAI1	-0.096125
RPS20	-0.6811
LAMB1	-1.993
ADM2	3.19716666666667
ZNF229	-1.53825
DKFZp434K1815	-1.69825
EPN3	3.30633333333333
CLIC3	-1.63175
MEIG1	-0.1745
HMGB4	-0.9005
STARD10	2.577875
KLF8	2.90225
EPB41L2	-1.29766666666667
JMJD6	-0.087125
CTSL1	-0.504666666666667
GPR27	-0.4555
ELAVL4	0.488125
MMP21	-0.256
PPM1B	0.786875
SUV39H1	-0.96675
AAMP	0.5425
TUSC4	-0.163833333333333
MBD6	0.5845
KLK13	-0.866375
FMNL3	0.0301666666666667
TRIM13	-0.344916666666667
C15orf5	-1.70925
IQCF1	0.0405
CACNG8	0.2915
SLC35D3	0.537
ZDHHC9	1.633
ODF3L1	-0.14675
C9orf86	-0.1557
TSEN2	-1.86625
C17orf64	-0.3105
SEPX1	1.2077
TSPO	0.803833333333333
SYMPK	-0.3705
ADORA1	0.6475
TSPAN10	0.82025
SEMA6C	0.150166666666667
RTTN	-1.4955
IL2	-0.0488333333333333
ARRDC3	-0.914083333333333
TBPL1	-0.997333333333333
STX12	0.39475
MRPL39	-1.8155
OR8H3	-1.801
IFIT5	1.91283333333333
CASC5	-2.235875
FAM46A	-0.759166666666667
HPCAL1	0.267875
CYLC1	0.3435
VGLL2	0.282125
C20orf191	1.54275
CDH1	2.30866666666667
ITPA	0.3555
CCDC101	1.2775
D15Wsu75e	0.935
EDA	0.0855
CREG1	0.173
OR7G2	0.165
SAP18	-0.0280833333333333
IFIT1	3.66425
CALML3	2.45133333333333
FLJ37440	1.557
FNDC5	-0.02575
SERPINB6	0.545142857142857
JUNB	0.6
SYS1	2.47825
SCN2A	0.2285
ZKSCAN5	-0.8188
WNT7A	0.4115
TSHZ3	1.1435
RNF148	-0.31325
H6PD	-0.12725
CAD	-1.05783333333333
ZNF449	1.156
DOCK10	-0.848
FAIM2	0.276666666666667
HEXDC	0.21325
PRB1	-0.4835
C14orf148	-0.7405
ETHE1	0.25625
IRF5	0.6727
GNMT	1.0585
MGC16291	-1.714375
RPAIN	-0.553285714285714
CAGE1	0.3275
CNTNAP3	-3.08875
ACTR1B	0.422
EEF1E1	-1.06875
MSX1	-0.136875
ESF1	0.0134
HSPC171	0.409
MRPL2	-0.122
RDH12	-0.141666666666667
CELP	0.193
METRNL	0.0835
C10orf116	4.093
C19orf48	-1.21175
ZNF346	0.077875
NCR1	-0.7565
C10orf64	0.9055
CD52	0.7485
VPS18	0.745
AP4S1	-0.184333333333333
NPBWR1	1.082
TPK1	0.23275
UBA52	-0.597111111111111
RIPK1	0.832333333333333
CPNE3	0.3485
HSPC159	0.477875
C8orf38	2.26375
LRRC4B	-0.7235
PARP10	1.0632
ANKRD50	1.846125
CXCL9	6.90975
FGF18	1.33354545454545
EIF2A	0.792375
SLC20A2	1.26266666666667
KIAA1549	-1.40516666666667
SPINT1	1.7534
ZNF584	-0.865
CRBN	-0.0958333333333333
ABCF3	1.247
NCBP1	-0.368166666666667
PLA2G4F	1.40916666666667
PCDH10	-0.774857142857143
TTC21A	-0.02
C20orf144	0.276
FGFR1OP2	-0.539166666666667
SLC9A1	0.4834
CHRND	0.174
FOXF1	-2.7755
KIAA1467	2.012
TPO	-1.59566666666667
LTF	1.25735714285714
DNAJB9	0.64275
MRPS27	-0.777
bA16L21.2.1	0.45925
WBP2	1.42033333333333
MRGPRX3	-1.59916666666667
PRPF18	0.96325
C10orf58	0.027
SMOC1	-2.8166
ADAT3	0.0655
TMEM138	-0.056
TMEM131	0.576375
TIMM8B	0.206
MYH7	-0.651833333333333
ST6GAL2	-0.429
KIF1C	-0.29525
SUHW2	-1.0565
PAPSS1	0.5425
CABP2	-0.413
HOXA4	-1.9365
ELF2	0.24
SEMA3D	0.6262
MC5R	0.3845
OGFR	0.626
FLJ30092	0.628166666666667
TGFA	-0.5536
MMP17	0.06
KIF15	-3.1225
CHIA	0.3575
CATSPER3	1.25475
CEACAM7	1.99691666666667
PADI2	1.07575
HOXA9	-0.534
LNX2	0.121166666666667
TMEM144	2.142
HIF1AN	0.379
METTL7A	-2.0155
C6orf165	1.96733333333333
KIAA1468	0.327625
DSG3	1.9275
ZNF180	0.0446666666666667
EIF4E3	1.142875
SLC46A1	1.93775
DKK1	-5.55366666666667
ZNF205	0.752833333333333
LOC162073	1.40027777777778
COX7A1	4.367
MAGEA1	0.3975
NEDD8	0.0819166666666667
KLHDC5	0.146944444444444
C3orf19	-0.2885
MRPS2	-0.4645
POLR3H	0.535357142857143
ABHD11	0.6132
TMEM17	0.57425
PAIP2B	0.8993
MAT1A	-3.791
LGI3	0.14075
THUMPD2	0.23875
TKTL2	-0.180333333333333
XAGE3	-2.375
CALM3	1.07608333333333
C6orf136	-0.351
KCNC4	-0.512666666666667
RGS9	0.574166666666667
ACIN1	-0.513166666666667
SPATS1	0.12575
XKR8	-0.6025
FAM84A	2.01125
MS4A7	4.57336363636364
AGXT2L2	0.21825
OR1F1	0.1035
SMAP1L	-0.0911666666666667
IPO11	-0.391625
ZC3H11A	-0.177
C1orf151	0.573375
RNASEH2A	-0.7885
CCR10	-1.302
TXNDC11	0.897916666666667
TMEM112	1.160875
MAP1B	0.104571428571428
NVL	-0.304
PKM2	-1.13685
ARC	-0.81775
NUP54	0.2035
PPFIBP2	1.44783333333333
STAT2	1.443875
PTAFR	1.85966666666667
ROBO2	-0.840714285714286
RNF40	-0.0351666666666667
CCDC135	-0.635166666666667
IFT81	-0.5057
MORF4	0.21
TM7SF3	-0.36975
OR10H3	0.6995
ABP1	0.28675
CHRD	0.694625
PLEKHA8	0.0303333333333333
NCALD	1.228
OR5AK2	0.20325
ACCN1	1.03116666666667
SLITRK1	-0.116
ARMET	-0.16675
C9orf52	1.33425
REEP4	-0.57525
MTSS1	2.386875
ADH1B	1.35166666666667
DLD	-0.502
CDK5	-1.22425
PPFIA1	0.4188125
WFDC3	1.916
DNAJB12	0.929785714285714
RANGRF	-1.2315
MLANA	-4.117
AMY2B	-0.05525
KIAA0319	1.00075
RPS7	-1.032
JAK3	0.0862
ARFGEF1	0.63075
CXCL5	0.720583333333333
TRAPPC4	0.645
CETN2	1.828
HSPC111	-0.65925
RHOBTB3	-1.714
PHLPP	-1.4635
RGS10	0.7105
TMEM58	0.6515
CHERP	-0.31675
HSP90AB3P	0.314
FSTL3	-0.2555
PEX11A	0.635
OR5V1	0.529
FCN3	1.7335
PTPN3	0.716375
NPTX1	-4.7295
C21orf84	-1.2505
C11orf51	0.16175
ZBED2	3.001
FLJ90757	1.01825
NPY2R	0.90425
PLD3	0.48275
SYT17	3.75283333333333
SGSM2	-0.4485
OR1A2	-0.05375
FOXP1	1.758125
SLC5A1	2.9105
POFUT1	-0.1068
EPHB6	-2.91166666666667
MYO1G	-1.433125
STAC	-1.9716
KLHL17	-0.3265
RGMA	0.0764
TJP2	0.0241
FAM114A1	0.7965
SERINC1	1.26175
SLC9A8	0.4675
PEX19	1.074625
EDN2	2.042
PSMD7	-0.547444444444444
C3orf41	-3.26
UQCR	0.082875
PPP1R3C	-1.6665
LRP4	-2.54816666666667
TM2D1	-0.01825
TTC17	0.22525
C4BPB	-2.246625
CCL25	0.46575
ZNF253	-0.187
CHRNA9	-3.585
SOX11	-1.989625
HIVEP3	1.4055
CGN	2.70933333333333
C3orf35	0.186625
PKD2L1	2.311
SYVN1	0.60525
PDE8B	-0.347
LOC439951	0.60225
LTC4S	1.69783333333333
MIF4GD	0.429
SMARCA2	0.322375
TUBGCP6	0.0225
CABLES1	-0.78775
C16orf77	0.726
ZNF791	0.59675
FUT5	-0.502
ADH6	-2.57733333333333
P4HB	1.472
CLDND2	-1.73725
ALKBH8	0.5135
PLAC4	-0.38625
F11R	1.20357142857143
MGC35295	0.328666666666667
PDZD4	-0.210166666666667
LOC389073	-0.294333333333333
FAM80B	-0.6515
PSMB1	0.8975
TXN	-0.3665
VIPR1	1.0402
WBSCR18	0.3666
EXOSC6	-0.256333333333333
ACTA2	3.0835
SP5	0.513416666666667
ANKRD1	-2.97566666666667
DDR1	2.0983
ATP6V1D	0.26875
PTGS1	-1.59858333333333
RNF157	-1.1545
DCC	0.65225
SPAG7	0.343
FBXO18	0.69775
UBE3C	-1.6285
HOXC6	1.64125
LRP2BP	0.306833333333333
MYST2	0.43775
PDSS2	1.026
ATE1	0.9055
ARAF	0.65775
KLF10	0.81525
PLA2G2E	-0.331
ASCL1	-0.789166666666667
TSNAXIP1	1.059
FAM131B	-0.325875
IFNA10	0.0685
NUP43	-0.443375
FAM44B	0.263625
L1TD1	-5.3565
NMD3	-1.99558333333333
C18orf54	-2.0862
PHOSPHO1	0.141
RAG2	2.186
EMILIN3	-0.124
METTL3	-0.65975
VPS13C	-0.62225
REXO2	-0.791
ANXA4	-0.437
CA1	-0.96025
DCP1B	-0.00899999999999999
TULP3	-0.141333333333333
ATP2A2	-0.9285
ATIC	-0.192
ADAM15	0.253416666666667
NPL	1.4885
LGR4	0.0155
UEVLD	0.740166666666667
GAB1	2.22325
SNAI2	-1.13183333333333
ZGPAT	0.4554
SNF1LK	-0.453875
DLEU1	-1.2045
UBE2Q1	0.297625
ZMYM6	-0.00275000000000002
JPH3	-1.54483333333333
FAM38A	-0.76625
PXK	-0.600833333333333
DENND2D	2.35875
BAX	-1.06583333333333
CP	-1.91545454545455
RPL37	-0.9083
G6PC3	0.739625
NCOA4	-0.521666666666667
LRRC14	0.43225
GORASP1	0.14575
FCHO2	0.907
CYP24A1	-3.2163
FXYD3	2.608
SMARCAL1	0.374
ABCB8	-0.363166666666667
CCDC44	0.66825
PRDM7	-4.28775
USH1C	-0.96775
DNAH5	0.349333333333333
SRF	-0.53125
MAL2	1.96066666666667
PGPEP1	0.613083333333333
SIN3B	-0.4215
SEMA3C	-1.75416666666667
GRAMD3	1.24175
FBXO10	-0.076375
OR5D13	0.156
FLJ31818	-1.451625
CACNA1I	0.271375
S100A13	-1.965
TP63	1.69157142857143
ANXA11	0.2423
WDR66	1.9485
CSF2RB	0.587
IFI44	1.122
DACT1	1.24633333333333
ANKRD23	-0.793125
ATP5G1	-0.358166666666667
C21orf70	0.1105
PPWD1	-1.02725
DNAJC13	0.47175
PAH	-4.96083333333333
PTCH2	0.5665
TRMU	-0.86075
CCDC9	-0.324
USP3	-0.1307
DCLRE1C	0.1079
FAM55C	2.47075
FRMD4B	0.50075
CYP2R1	-0.7555
RFPL1	-0.437
XPO5	-0.856
ARL6IP2	-1.0965
OSBPL5	0.29725
MMP9	3.09136363636364
KIAA0802	-1.354375
DHRS2	-2.23383333333333
SGEF	0.657625
TXNDC10	-1.7678
EXOC6	-0.19925
RPS27	-0.0498333333333333
PNCK	-1.79116666666667
FSTL1	-1.35175
AACS	0.82225
SLMAP	0.201666666666667
SAMD4A	0.143
ABRA	0.32875
SMARCD3	-0.88175
PKNOX2	-0.2285
A4GNT	0.396
C9orf39	-0.4355
RALYL	0.64125
MGC33556	-2.6205
C10orf25	-1.448
BBOX1	4.37525
NHEDC1	0.47975
XDH	-0.94475
GCSH	-0.7975
EDN1	0.6
MTERF	-0.554
CLK4	0.071
ZNF799	0.517666666666667
KCNG1	-0.473
CXCR4	-0.677333333333333
PTPRR	-2.9785
IRAK1	0.154375
LOC401397	-1.85875
TMSB10	1.20821428571429
CXCL3	-3.641
TMC4	2.28375
OR7A10	-0.2815
STYK1	2.88775
CHRNA10	-0.179
CCNI	0.99275
EP300	0.932571428571428
LOC165186	-0.850833333333333
HIC2	-2.27675
SDR-O	0.0915
OR2W1	0.697
KCNA6	-0.396
TRIM74	-1.66025
REEP6	1.13675
ATP5G2	0.163
ERG	0.093625
TMEM42	-0.64875
PARN	0.949
SOD2	0.5463125
DIRAS1	0.274333333333333
PNPT1	-0.8975
JOSD3	-1.79175
hCG_40738	-0.4455
PDE1C	-2.5515
SEMA4D	0.342625
AGPAT1	0.0458333333333333
NOSTRIN	1.002625
MAP3K3	-0.407166666666667
MAX	0.678285714285714
CAPS	2.1395
SERPINA12	-0.337
OSBPL8	0.14075
RICS	1.5355
NR4A2	0.329333333333333
PPCS	0.808666666666667
LONP1	-0.8045
SCYL3	1.32525
HERC2P2	-0.950666666666667
FIBCD1	-0.9535
C15orf41	-1.32625
DMC1	-2.1135
C20orf27	-0.24175
RPS6KA5	1.8063
FAHD1	1.48083333333333
SLC12A4	-0.04625
BRCA1	-1.16816666666667
GBL	0.07125
SLK	0.228833333333333
NUDT9P1	-3.035
NOXO1	-0.3985
USP52	-1.0955
BAZ1B	-0.4555
SLCO2B1	2.958
BBS12	1.9705
LRGUK	-0.5225
TERF2IP	0.56725
COL1A1	3.77
KIAA0090	0.664375
GRK5	-0.806
AP1S2	-2.2653
TMEM52	-0.617166666666667
CA11	-0.726875
OR4A15	0.560166666666667
ACBD3	1.067
SPAG11B	0.256375
PRDM2	0.775
FOXP3	0.19625
SMYD3	0.1035
LOC389199	0.5415
LGI2	0.128166666666667
NAPE-PLD	-0.791111111111111
ANKRD6	1.209
WDR45	0.858166666666667
SHROOM1	2.1435
PSCD3	-0.3175
PYY	1.0215
KCNC1	-1.439
ARHGEF9	1.2905
OR8J1	-0.5505
GPR55	0.3015
NS3BP	-1.43
C10orf22	-0.369666666666667
NAT8L	-1.02425
DUSP4	2.18833333333333
FOXM1	-1.57366666666667
GRAMD2	0.2651
ZBTB48	-0.1565
BUD31	-1.1125
PABPC5	0.584
CCDC41	-0.63175
FBXO11	0.216416666666667
C6orf148	0.413
RFXAP	-1.47
C6orf15	1.30183333333333
CDK8	-1.0855
C6orf70	0.79975
TESSP2	0.7675
ALG2	1.0915
PPP1R3D	2.3905
TPM3	0.420888888888889
SYT13	5.79275
EPB42	-0.754166666666667
CETN3	-0.2215
PRY	0.0065
NTHL1	0.154
POLR2B	-0.0735
RPS28	0.0444166666666667
P2RX3	0.445
LYZL4	0.53
WBP4	-0.9177
PMM1	-0.1715
C11orf79	0.48175
CBLL1	-0.61025
IL1F10	0.754
VAX2	1.4765
SETDB1	-0.494666666666667
LRAP	0.143
GCLM	-0.3614
CPEB3	1.23325
PPM1A	0.561
INTS1	-1.09225
CAMTA1	1.4285
SAMSN1	-1.91675
LOC158830	-2.13466666666667
GMPPA	0.248
AIPL1	0.1365
IL24	-0.211833333333333
BDKRB1	-1.21666666666667
MLF1	0.7808
TAF12	-0.10225
ID1	-2.420125
THADA	0.106375
PIK3CB	0.8045
OR4N5	1.5265
TBC1D17	-0.0561666666666667
COX8A	0.02375
CDCA4	-0.1345
C2orf44	-0.218
ZNF534	-0.81025
IMMP1L	1.0055
NIPSNAP3B	0.2535
FTMT	0.426125
PWP2	-0.884833333333333
MMP15	-1.5016
DNAH11	-1.02375
MTMR14	0.2085
DNAL4	1.42725
IPP	0.0655
TMEM59	0.687375
C1orf157	0.854
RGS4	0.3825
DDX18	-0.191666666666667
SNX6	0.113
ZNHIT2	0.8985
NCDN	-0.223166666666667
FLJ33534	-0.25425
RAG1	-0.88625
OR4D10	0.428
PTPN5	0.0641666666666667
POMT1	0.166125
LRRC8A	0.242
CYP1A1	-1.33675
CAPN1	0.602333333333333
DDHD2	-0.804875
GRIK2	0.041
GNRHR	-0.583666666666667
PPBP	-0.16975
HTR3A	-0.192
SLITRK4	-1.3985
ANKRD49	0.4895
BTF3	-0.339
SARS	-0.16325
C13orf18	-0.238666666666667
CACNB1	-0.0575714285714285
QKI	-0.745909090909091
SETMAR	0.087375
MAN2B1	0.5525
EML3	-0.85475
ACADL	-0.688
OFD1	0.349875
DEFB114	0.438
CGA	-3.52488888888889
PEX16	0.857166666666667
LRRC10	-0.1685
GNG12	0.966
C1orf152	-0.00516666666666667
CHRM1	0.677
CD53	0.24525
DBH	-0.37925
TFAP2B	-0.74225
HIST1H2BJ	0.320333333333333
FAM46D	0.2375
TMEM11	-0.3195
C3orf32	-2.711
PCCB	-0.273
IPO13	0.335
C6orf105	-4.12875
COMMD5	1.16725
SUV420H1	0.3024
LTBR	0.76875
ARHGAP15	-1.5605
HDHD2	-0.877
TDRKH	0.678333333333333
LOC401052	2.695
PSG4	-1.013
GNB4	-0.2115
SPATA4	-0.3875
SLC9A3	-0.425
OSBP	0.525666666666667
NBPF3	-0.315083333333333
DOCK11	-0.747
SLC39A5	-1.7735
PRR5	0.5557
C10orf63	0.425714285714286
SMTNL2	-1.70225
ADRA1A	0.13
ASAH1	1.5591
DOM3Z	-0.4011
GIPR	0.749166666666667
AHI1	0.289333333333333
NADSYN1	-0.119166666666667
RGS14	-1.3417
IL18BP	1.5872
RTN4RL1	2.09716666666667
ARMC6	-0.1365
PSMD5	0.133166666666667
HK3	1.7391
OR4S1	0.67175
RSU1	0.2056
MAD2L1	-1.68366666666667
EIF4A3	0.00800000000000001
DLEC1	-1.18633333333333
E4F1	0.170333333333333
CHMP2B	0.2743
CAMSAP1	0.0785
RPS21	-0.413833333333333
ARID5A	-0.381
UBE2N	0.2523
IGSF8	0.933833333333333
MAGEB6	-1.4165
ACAD11	-0.5129
MGC4172	0.4965
LMO4	-1.04775
KLKB1	-0.25325
HP	-0.895
HDAC3	-0.38025
SCHIP1	-0.941
CLCA1	0.2775
OLFML2A	0.565125
C1orf112	-1.00675
KIF19	0.683166666666667
HAPLN4	-0.3946
CXCR7	-1.49316666666667
GOT2	1.082
RAB38	0.009875
DCX	-0.54125
PPM1H	0.575166666666667
NFYC	0.414333333333333
KIN	0.266625
ZNF228	0.21
PLSCR4	1.47566666666667
HIG2	-2.09175
FAM79B	7.5785
C21orf86	-0.6747
KCNK10	-0.954333333333333
ZNF738	-0.84625
FSTL5	-0.833666666666667
OR6A2	0.559
OTOA	0.681
EXOC1	0.119375
AHRR	-2.47925
PDAP1	-1.20491666666667
C19orf6	0.137375
ZAN	0.302
LY6G6E	0.2905
EIF4E2	-0.8475
C20orf198	0.1285
ZNF324	0.5875
CYP3A5	-1.17
ENTPD7	0.957166666666667
MBOAT5	0.147166666666667
GJB5	-0.71825
TTC13	-0.09075
S100Z	-1.30666666666667
KIAA0664	-0.566333333333333
PDGFRB	1.53825
IL17D	-1.46325
OR56B4	-0.643
RDX	-2.2125
SLC34A3	0.505
IL28B	0.036
JUND	1.51575
CHRNB1	-0.013375
CAMK2B	1.78425
FETUB	-1.32925
CXorf23	1.80025
MRTO4	-0.641625
TTC3	-0.0759
NDUFB8	-1.20633333333333
EDG2	-1.0735
SEMA3G	-0.28275
IL23A	-1.74975
GRHL1	1.1081
LOC441054	0.2325
WDR65	0.33975
PSTK	-0.7875
STOML3	0.455
R3HDM2	0.0269
C5	-1.71825
SLC2A10	1.71816666666667
C3orf22	0.464
PAQR3	-0.448076923076923
ANKRD26	0.517583333333333
HCRTR1	0.108
LOC399947	-1.11666666666667
PSD2	0.0976666666666667
TIGD2	0.168166666666667
SCRN1	-1.041125
COQ10A	-0.91425
DDI2	-0.1755
METTL7B	-0.855666666666667
UCN2	0.304
FAM92A3	0.36925
WDR16	0.51925
ZNF511	-0.377333333333333
ZMYM5	-0.535125
POLR3G	-2.84525
ZNF586	0.045
C1orf49	0.126166666666667
TANK	0.288833333333333
RCAN1	-1.05766666666667
PELI3	1.7065
LIMD2	-0.794333333333333
TMEM189	-0.111
NTN4	-1.25025
LOC151300	0.342
CLEC2A	-1.559
GPR135	0.342625
DPYSL4	-2.5399
JAK2	-0.520166666666667
TSHZ1	-0.667666666666667
TM9SF4	0.9655
ZNF264	1.053
SIRPG	1.617
BICD1	-0.3875
HERC6	4.08016666666667
METTL5	-0.666
CASP1	1.1055
PRRT1	-0.415166666666667
PLA2G4C	2.292
ICA1L	-0.509285714285714
TPTE2	-0.402666666666667
OTUD7A	0.7105
AQP11	-1
APOA2	-3.9561
KALRN	0.0748
SECTM1	2.34775
IFNAR1	0.24325
TALDO1	-0.08825
RAB11FIP4	-0.0896666666666667
EIF5A	-1.477
FAM49A	2.736
NEGR1	-0.6982
YTHDC2	0.7555
EHD2	-0.9465
NCF1	2.0079
SCRT2	0.6545
HOXA5	-1.00166666666667
NUP133	0.209
FGF12	2.0176875
SLMO2	0.262125
SNTA1	1.716
CACNG2	0.240857142857143
GCM1	0.36925
ELF1	0.1875
TLR5	3.2715
TCFL5	-0.684
RBMY2FP	-0.3085
LOC100125556	0.8335
FAM129B	0.184625
MAP3K7IP1	-0.3035
NCK2	0.4505
OXA1L	-0.86625
FMO9P	1.1225
ZSCAN12	-0.295
PSMD12	0.18125
HSCB	-1.0275
CLDN10	-2.0805
MGC13053	-0.36625
HPCAL4	-0.631166666666667
ASZ1	-0.9235
MEX3D	0.232083333333333
NFAT5	-0.6388
CSPG4LYP1	-0.401833333333333
FBXO3	0.7486
DVL1	-0.504666666666667
CMKLR1	2.54966666666667
TYMS	-3.693
PEF1	1.27375
ZNF750	2.96083333333333
MCM5	-1.0395
MEGF11	-0.475
KCNK7	0.2355
PTP4A3	0.6525
C1QTNF2	-0.9
OR6S1	0.0425
FAM122B	-0.17925
ZNF551	-0.494875
HBQ1	-2.4465
GEMIN6	-0.10675
ARSK	-0.14875
RBP7	2.593
CPNE9	0.0755
DSC1	0.5535
LOC730112	-1.107
MAP2K4	0.86025
HS3ST5	-2.0315
EPB41L3	-0.34625
TEKT2	0.26525
CDKN2B	0.189083333333333
ZNF480	-0.8565
MAP3K6	-0.4751
MAP6	0.893833333333333
HN1	1.6536
OR2L13	0.2598
SLC16A11	0.53225
FAM96A	-1.01975
APOL1	0.603
C5orf32	0.62575
RTP1	-0.488666666666667
RNF175	-0.20575
ZBTB41	1.237125
AHCTF1	0.4192
SAE2	-0.5568
ITGA2	0.190333333333333
MME	-1.17433333333333
CCDC14	-1.19275
MAST4	0.900071428571429
KRT33B	-0.6765
KCTD2	0.833333333333333
WDR26	0.250916666666667
MFI2	0.503125
NR4A3	-0.565125
ARSA	1.79475
UNKL	0.484833333333333
SULT6B1	0.1915
CCNA2	-1.8045
SOX15	-0.095
PPAPDC1B	-0.44175
C19orf44	0.21
MCAT	0.389666666666667
ARID1B	1.176625
OR52N1	0.6265
C12orf48	-1.55825
MAGI1	-0.300625
NIPA2	-0.4885
GBX2	-1.993
RSHL3	-0.163
RAVER1	0.167166666666667
C15orf17	-0.74225
SLC30A2	1.689125
ZNF518	-0.34025
PCYT1B	-1.74825
C10orf114	-0.5915
EIF3H	0.5875
SLC25A39	0.2965
KIF1B	0.09425
AMOTL2	0.24975
C6orf120	0.411125
PSRC1	-2.7105
PLA2G10	3.930875
KIF5C	0.355571428571429
MRPL37	-0.6535
C17orf62	0.722166666666667
C9orf135	-1.2644
DUSP10	0.4622
CLCNKB	0.4
PSMA5	-0.2205
C8orf53	1.51975
AMPD3	0.6025
PIAS1	0.25375
ADCYAP1R1	0.338
GYLTL1B	0.69375
CDH20	0.332
FBXO7	0.058
TMEM134	0.544833333333333
FLJ14213	0.149
ZNF3	-0.38925
LRRFIP1	0.307458333333333
CNOT2	0.732583333333333
ABI3	2.1445
ALDH5A1	0.191083333333333
HNT	2.216
SERPINA4	-1.688
TK2	-0.290090909090909
STMN1	-1.02022222222222
GUCA2A	-0.3465
GALNT10	1.43392857142857
DPP6	-0.532894736842105
C9orf93	-0.662125
PRELID2	-0.836375
STK39	0.77325
SFTPA1	-1.26625
CKS2	-0.868222222222222
RHO	0.220375
C20orf135	0.24
XKR3	-3.8565
CR1	0.194125
RPS6KA2	0.3775
C20orf112	0.76425
MRPL22	0.01375
C4orf23	0.625666666666667
GADD45B	1.52325
KLHDC1	0.373333333333333
C2orf48	-2.231
ZNF287	1.273
DAAM2	-1.64375
DPPA2	-2.94333333333333
TCTN3	0.451833333333333
DNAJB11	-0.70275
FPR1	3.427
DEFB4	0.0635
PTCD2	-0.7188
SMOC2	4.61083333333333
CABP7	0.94725
SERPINB11	0.34775
MAGEF1	1.03875
NDE1	1.28916666666667
ITGA10	-0.087
FSHB	0.032
ANXA2	0.420875
HORMAD2	0.62025
HLCS	-0.39125
MCF2L	1.04391666666667
FH	-0.41325
TBC1D24	2.4185
KIAA1505	0.42925
LGALS2	-2.0135
CNBD1	-0.6565
SYNPO2L	-0.7375
PTPN23	-0.237857142857143
C1orf183	-0.498166666666667
MAGEA8	-2.20925
DGCR8	-1.316
GSR	0.7075
PAQR7	0.36125
ZNF676	-0.387
CACNA1C	-0.3067
SP7	-0.295
PDCD6	-0.661
NRN1L	-1.292
BRI3BP	0.467666666666667
KIAA1183	0.588
ASB4	-0.1435
CCL23	0.4639
OBSL1	-0.623
SLC12A7	0.47575
KIAA0240	0.5825
CD1B	-2.39866666666667
FCGR2A	1.948875
MDC1	-1.08425
HTR1A	-0.0691666666666667
OCEL1	0.78
ATP11B	0.2743125
FBXO34	0.187666666666667
PCDH12	3.08416666666667
RPE	-0.55625
C17orf74	0.0335
CSDC2	0.241166666666667
PET112L	0.20875
TMBIM1	0.775375
P2RXL1	0.02675
TCHP	-0.1155
TRMT1	-1.13066666666667
F2RL2	-0.306166666666667
LRRC32	2.51333333333333
IMPG2	0.8735
BGLAP	0.19
LOC493869	-0.100333333333333
MRAS	2.253875
SLC35F5	0.803
CBWD1	-0.6575
AXL	-2.30525
ATP2C2	2.2605
TELO2	0.09525
PNPLA3	-2.07975
PCDHB14	0.8885
CD276	0.671
KRT80	1.64625
DUSP28	0.279
CSNK1E	-0.221833333333333
SRP14	0.312
KCNQ4	0.4985
KRT72	-0.2465
CCDC117	2.27
C6orf89	-0.157222222222222
TUBB2B	-2.53816666666667
RTN4IP1	-0.126
CR1L	-3.161
CEND1	0.034625
C12orf41	-0.00166666666666667
RNF31	0.189
UBN1	0.597
C17orf32	1.192
SLC5A7	0.62575
GPR92	0.5445
ESAM	1.9207
CTNNA1	0.52925
HRBL	0.000899999999999972
CBX4	1.14575
TMEM182	0.11525
SH3TC2	0.0963333333333333
IL10	0.741833333333333
PXMP4	2.4895
RNF167	0.2606
PAK7	0.661833333333333
ETV3	-0.152
ATPIF1	0.0946666666666667
LOC554207	-2.07366666666667
OR8H1	0.08925
WDFY3	1.33525
DPM1	0.2815
GPSM1	-0.6455
WDR92	-0.1359
LRP1	0.364333333333333
ANKH	-0.267125
THUMPD3	-1.39175
POLR1B	-0.66425
