Hybridization REF	TCGA-AN-A0FG-01A-11R-A00Z-07
DDR1	1.3327
ATP6V1D	0.68
PTGS1	-2.06141666666667
RNF157	-0.76075
DCC	2.15633333333333
SPAG7	-0.879
FBXO18	-0.2285
UBE3C	-0.6762
HOXC6	0.9465
LRP2BP	0.574833333333333
MYST2	-0.7515
PDSS2	0.17125
ATE1	0.3025
ARAF	-1.95325
KLF10	0.17475
PLA2G2E	-0.05025
ASCL1	4.0245
TSNAXIP1	0.15275
FAM131B	-0.099375
IFNA10	0.302
NUP43	-0.566375
FAM44B	-1.1345
L1TD1	-5.33766666666667
NMD3	-1.53666666666667
C18orf54	-0.2222
PHOSPHO1	0.5345
RAG2	0.365
EMILIN3	0.2115
METTL3	-1.01125
VPS13C	-0.53225
REXO2	-1.4735
ANXA4	-0.00725
CA1	-0.608
DCP1B	-0.002
TULP3	-1.76583333333333
ATP2A2	-0.365928571428571
ATIC	-0.45
ADAM15	-0.5265
NPL	1.55416666666667
LGR4	-0.29225
UEVLD	0.265
GAB1	1.14325
SNAI2	0.7235
ZGPAT	-0.1553
SNF1LK	0.47525
DLEU1	-1.4215
UBE2Q1	0.919125
ZMYM6	-0.1389375
JPH3	-1.57316666666667
FAM38A	-0.29275
PXK	0.113166666666667
DENND2D	2.188
BAX	-0.8395
CP	0.199363636363636
RPL37	-0.5717
G6PC3	0.63075
NCOA4	-0.337666666666667
LRRC14	1.157625
GORASP1	-0.0985
FCHO2	1.3885
CYP24A1	-2.2865
FXYD3	2.1745
SMARCAL1	0.592
ABCB8	-0.783
CCDC44	0.538
PRDM7	-3.71525
USH1C	-0.334
DNAH5	0.0203333333333334
SRF	-0.103166666666667
MAL2	2.95083333333333
PGPEP1	-0.00308333333333334
SIN3B	-0.47175
SEMA3C	0.0263333333333333
GRAMD3	1.3355
FBXO10	-0.116625
OR5D13	0.451
FLJ31818	-0.40725
CACNA1I	1.367125
S100A13	0.668
TP63	2.95478571428571
ANXA11	0.5689
WDR66	-0.288375
CSF2RB	0.7025
IFI44	1.97625
DACT1	1.7375
ANKRD23	-1.457875
ATP5G1	-0.3315
C21orf70	-0.942333333333333
PPWD1	-1.37
DNAJC13	0.22225
PAH	-2.52766666666667
PTCH2	0.65575
TRMU	-0.937
CCDC9	0.207
USP3	-0.6899
DCLRE1C	0.2538
FAM55C	0.812
FRMD4B	1.3795
CYP2R1	-0.71975
RFPL1	0.5466
XPO5	-0.95225
ARL6IP2	-0.3395
OSBPL5	1.31725
MMP9	4.83827272727273
KIAA0802	-0.591125
DHRS2	0.802
SGEF	1.520625
TXNDC10	-0.791
EXOC6	0.57325
RPS27	0.1735
PNCK	-0.527666666666667
FSTL1	-0.25425
AACS	-0.67475
SLMAP	0.722166666666667
SAMD4A	-0.3932
ABRA	0.689666666666667
SMARCD3	1.8585
PKNOX2	-2.05283333333333
A4GNT	0.8485
C9orf39	-0.0986666666666666
RALYL	0.175
MGC33556	-1.8895
C10orf25	-0.8715
BBOX1	4.2845
NHEDC1	-0.10375
XDH	-0.53425
GCSH	-2.2615
EDN1	1.07916666666667
MTERF	-0.39525
CLK4	-0.22575
ZNF799	0.0175
KCNG1	-1.550875
CXCR4	0.880833333333333
PTPRR	-2.96025
IRAK1	-0.644
LOC401397	-0.54225
TMSB10	1.21
CXCL3	-3.2929
TMC4	1.89675
OR7A10	0.4985
STYK1	2.77375
CHRNA10	-0.3865
CCNI	0.63125
EP300	1.02214285714286
LOC165186	0.350333333333333
HIC2	-2.22125
SDR-O	0.3725
OR2W1	-0.513
KCNA6	0.4025
TRIM74	-1.56425
REEP6	0.1125
ATP5G2	0.221
ERG	0.7945
TMEM42	0.2635
PARN	0.647666666666667
SOD2	0.52525
DIRAS1	-0.499833333333333
PNPT1	-0.922
JOSD3	-2.023
hCG_40738	-0.2825
PDE1C	-1.8905
SEMA4D	0.917875
AGPAT1	0.488333333333333
NOSTRIN	0.748125
MAP3K3	-0.477
MAX	0.576642857142857
CAPS	4.01533333333333
SERPINA12	-0.1785
OSBPL8	-0.179
RICS	1.3061
NR4A2	0.783333333333334
PPCS	1.01366666666667
LONP1	-1.4415
SCYL3	1.4675
HERC2P2	-1.34016666666667
FIBCD1	-0.395
C15orf41	-0.6475
DMC1	-1.34183333333333
C20orf27	-1.9115
RPS6KA5	0.4683
FAHD1	0.895
SLC12A4	-0.396
BRCA1	-0.0624166666666667
GBL	-0.65275
SLK	0.129833333333333
NUDT9P1	-1.2125
NOXO1	4.201
USP52	-1.7955
BAZ1B	0.040875
SLCO2B1	3.3865
BBS12	0.681
LRGUK	-0.062
TERF2IP	0.25425
COL1A1	5.008
KIAA0090	0.542375
GRK5	-0.127333333333333
AP1S2	-1.6306
TMEM52	0.497666666666667
CA11	-0.19975
OR4A15	0.211333333333333
ACBD3	1.0924
SPAG11B	0.594875
PRDM2	0.6796
FOXP3	0.3405
SMYD3	1.2022
LOC389199	1.234
LGI2	1.9355
NAPE-PLD	-0.3711
ANKRD6	0.00900000000000001
WDR45	-0.471166666666667
SHROOM1	0.619
PSCD3	0.9845
PYY	1.133
KCNC1	-2.0685
ARHGEF9	0.6333
OR8J1	0.6885
GPR55	0.448166666666667
NS3BP	-1.9645
C10orf22	-0.273166666666667
NAT8L	1.6005
DUSP4	-1.226
FOXM1	-1.70366666666667
GRAMD2	0.9339
ZBTB48	-0.0825
BUD31	-0.7075
PABPC5	0.142
CCDC41	-0.28475
FBXO11	-0.166916666666667
C6orf148	-0.8155
RFXAP	-2.3065
C6orf15	1.32566666666667
CDK8	-1.5825
C6orf70	0.200625
TESSP2	0.322
ALG2	0.50925
PPP1R3D	1.40375
TPM3	0.764166666666667
SYT13	-0.44425
EPB42	-1.1705
CETN3	-1.22275
PRY	0.343
NTHL1	0.0491666666666667
POLR2B	-0.764
RPS28	-0.193833333333333
P2RX3	0.4015
LYZL4	0.094
WBP4	-0.3212
PMM1	-0.8165
C11orf79	-0.08
CBLL1	-0.48225
IL1F10	0.860333333333333
VAX2	-0.017
SETDB1	-0.280333333333333
LRAP	0.297666666666667
GCLM	0.02
CPEB3	2.44175
PPM1A	0.390125
INTS1	-0.8835
CAMTA1	1.39858333333333
SAMSN1	-0.995
LOC158830	-0.0705
GMPPA	-0.644
AIPL1	0.4335
IL24	0.448166666666667
BDKRB1	0.3455
MLF1	0.6937
TAF12	0.1145
ID1	-1.798375
THADA	-0.49725
PIK3CB	-0.903
OR4N5	-0.616
TBC1D17	-0.162833333333333
COX8A	-0.5735
CDCA4	-1.333
C2orf44	-0.415
ZNF534	-0.27375
IMMP1L	0.314
NIPSNAP3B	-0.774875
FTMT	0.13925
PWP2	-0.921166666666667
MMP15	-0.3486
DNAH11	-1.30725
MTMR14	-0.649125
DNAL4	0.24675
IPP	-0.0695
TMEM59	0.4715
C1orf157	0.7645
RGS4	0.0461666666666667
DDX18	-0.345833333333333
SNX6	-0.5215
ZNHIT2	0.960666666666667
NCDN	-0.326
FLJ33534	0.20225
RAG1	-1.66825
OR4D10	0.4185
PTPN5	0.1795
POMT1	0.289
LRRC8A	0.6661
CYP1A1	-1.1765
CAPN1	-0.892833333333333
DDHD2	1.059375
GRIK2	-0.21425
GNRHR	1.11275
PPBP	0.58325
HTR3A	-0.398875
SLITRK4	2.181
ANKRD49	-0.50525
BTF3	-0.6539
SARS	-0.871
C13orf18	0.136833333333333
CACNB1	0.454142857142857
QKI	0.250227272727273
SETMAR	-0.220375
MAN2B1	1.04383333333333
EML3	-1.3575
ACADL	-0.320833333333333
OFD1	-0.553
DEFB114	-0.0425
CGA	-2.7907
PEX16	0.135
LRRC10	1.21
GNG12	-1.7655
C1orf152	0.54
CHRM1	1.147
CD53	1.302375
DBH	-0.24275
TFAP2B	2.993
HIST1H2BJ	-0.516833333333333
FAM46D	0.114
TMEM11	-0.1195
C3orf32	-1.44425
PCCB	-2.01625
IPO13	-0.417375
C6orf105	-1.966
COMMD5	2.098
SUV420H1	-0.3176
LTBR	0.54675
ARHGAP15	-0.31175
HDHD2	-0.46125
TDRKH	0.157666666666667
LOC401052	0.5705
PSG4	-0.344
GNB4	0.1436
SPATA4	0.00949999999999999
SLC9A3	-0.9385
OSBP	1.08083333333333
NBPF3	0.37975
DOCK11	0.22
SLC39A5	-1.45566666666667
PRR5	1.3144
C10orf63	0.1685
SMTNL2	-1.37225
ADRA1A	0.1385
ASAH1	0.8352
DOM3Z	-0.5122
GIPR	0.844
AHI1	-0.733
NADSYN1	0.383
RGS14	-0.1246
IL18BP	1.7308
RTN4RL1	0.689
ARMC6	-0.35475
PSMD5	-0.803833333333333
HK3	1.5575
OR4S1	0.909
RSU1	0.7542
MAD2L1	-2.51755555555556
EIF4A3	-0.389
DLEC1	-0.400333333333333
E4F1	0.492833333333333
CHMP2B	0.5315
CAMSAP1	-0.29925
RPS21	-1.13233333333333
ARID5A	0.70725
UBE2N	-0.5783
IGSF8	1.12566666666667
MAGEB6	-1.7775
ACAD11	-1.1836
MGC4172	-1.08675
LMO4	-0.41175
KLKB1	0.60975
HP	-0.8595
HDAC3	-0.7275
SCHIP1	0.56475
CLCA1	0.0325
OLFML2A	1.389125
C1orf112	-0.63075
KIF19	1.15391666666667
HAPLN4	-0.0625
CXCR7	0.757333333333333
GOT2	0.154
RAB38	0.214
DCX	-0.10225
PPM1H	0.885666666666667
NFYC	0.666666666666667
KIN	0.763375
ZNF228	0.24775
PLSCR4	2.40933333333333
HIG2	0.935
FAM79B	4.5325
C21orf86	-0.5818
KCNK10	0.03225
ZNF738	-1.24375
FSTL5	-0.328666666666667
OR6A2	0.1695
OTOA	0.727166666666667
EXOC1	0.1455
AHRR	-2.404
PDAP1	-1.39641666666667
C19orf6	0.115
ZAN	0.6425
LY6G6E	0.035
EIF4E2	-0.40025
C20orf198	-0.34575
ZNF324	0.22925
CYP3A5	-0.954666666666667
ENTPD7	1.29283333333333
MBOAT5	-1.9815
GJB5	0.66225
TTC13	0.234
S100Z	-1.2668
KIAA0664	-0.668333333333333
PDGFRB	2.6655
IL17D	-1.7885
OR56B4	-0.5375
RDX	-1.94766666666667
SLC34A3	1.1835
IL28B	0.618
JUND	2.87225
CHRNB1	0.094875
CAMK2B	-0.3315
FETUB	-1.138
CXorf23	1.3925
MRTO4	-0.759
TTC3	0.0154
NDUFB8	0.374166666666667
EDG2	-1.4435
SEMA3G	1.0425
IL23A	-0.7955
GRHL1	0.5992
LOC441054	-0.291
WDR65	0.709857142857143
PSTK	-0.66775
STOML3	0.531
R3HDM2	0.5212
C5	-2.039
SLC2A10	0.551833333333333
C3orf22	0.849
PAQR3	-1.34861538461538
ANKRD26	-0.11825
HCRTR1	0.3825
LOC399947	-0.181666666666667
PSD2	-0.66225
TIGD2	-0.933
SCRN1	-0.22
COQ10A	-0.59325
DDI2	0.19
METTL7B	0.1995
UCN2	0.7585
FAM92A3	-1.0105
WDR16	-0.6695
ZNF511	0.224333333333333
ZMYM5	-1.084875
POLR3G	-1.706
ZNF586	-1.14725
C1orf49	0.211
TANK	0.320333333333333
RCAN1	-1.42366666666667
PELI3	1.1775
LIMD2	0.514083333333333
TMEM189	0.8065
NTN4	-1.177375
LOC151300	-0.1315
CLEC2A	-0.727
GPR135	0.212125
DPYSL4	-1.7368
JAK2	0.3325
TSHZ1	1.38333333333333
TM9SF4	-0.08925
ZNF264	1.0015
SIRPG	1.92675
BICD1	-0.39425
HERC6	1.7325
METTL5	-1.116
CASP1	1.08725
PRRT1	1.366
PLA2G4C	2.16616666666667
ICA1L	-0.140142857142857
TPTE2	0.775166666666666
OTUD7A	1.57133333333333
AQP11	-2.14075
APOA2	-4.2402
KALRN	-0.8124
SECTM1	0.742166666666667
IFNAR1	0.35675
TALDO1	-0.337625
RAB11FIP4	1.32675
EIF5A	-0.9055
FAM49A	2.0055
NEGR1	0.157833333333333
YTHDC2	0.31125
EHD2	0.026
NCF1	2.7111
SCRT2	1.01
HOXA5	-0.798166666666667
NUP133	-0.39025
FGF12	-0.822
SLMO2	-0.421125
SNTA1	0.316875
CACNG2	0.3135
GCM1	0.399142857142857
ELF1	-0.112
TLR5	3.878
TCFL5	-1.285
RBMY2FP	-1.464
LOC100125556	0.849
FAM129B	0.396875
MAP3K7IP1	0.2205
NCK2	0.261
OXA1L	-1.267
FMO9P	-0.294
ZSCAN12	-0.23775
PSMD12	0.418083333333333
HSCB	-0.379
CLDN10	-2.54575
MGC13053	-0.3735
HPCAL4	-0.434166666666667
ASZ1	0.505
MEX3D	0.327583333333333
NFAT5	-0.7782
CSPG4LYP1	0.0616666666666667
FBXO3	1.1089
DVL1	-0.431
CMKLR1	2.78166666666667
TYMS	-2.052375
PEF1	0.558
ZNF750	0.0721666666666667
MCM5	-0.342
MEGF11	0.6325
KCNK7	0.0555
PTP4A3	1.3255
C1QTNF2	-0.833666666666667
OR6S1	0.6345
FAM122B	-1.0495
ZNF551	-1.287
HBQ1	-2.026
GEMIN6	0.48275
ARSK	-0.0845
RBP7	3.78
CPNE9	0.28375
DSC1	0.8185
LOC730112	-0.747
MAP2K4	0.48325
HS3ST5	0.0165
EPB41L3	1.03275
TEKT2	1.632
CDKN2B	0.56825
ZNF480	0.206
MAP3K6	0.4696
MAP6	1.34883333333333
HN1	1.4317
OR2L13	0.530833333333333
SLC16A11	0.59425
FAM96A	-0.72775
APOL1	1.32175
C5orf32	0.62075
RTP1	0.622666666666667
RNF175	-0.2705
ZBTB41	0.967
AHCTF1	0.7044
SAE2	0.0068
ITGA2	0.9175
MME	-0.8905
CCDC14	-1.93
MAST4	1.42607142857143
KRT33B	0.536
KCTD2	0.303833333333333
WDR26	0.684333333333333
MFI2	0.812625
NR4A3	-0.40575
ARSA	1.68575
UNKL	-0.247
SULT6B1	-0.2365
CCNA2	-1.80866666666667
SOX15	-0.291
PPAPDC1B	0.8045
C19orf44	0.7255
MCAT	0.454416666666667
ARID1B	0.53025
OR52N1	0.2345
C12orf48	-1.13225
MAGI1	-0.37475
NIPA2	-0.70225
GBX2	-1.61925
RSHL3	0.803125
RAVER1	0.622833333333333
C15orf17	-1.07575
SLC30A2	2.8355
ZNF518	0.68525
PCYT1B	-1.0975
C10orf114	-1.316
EIF3H	0.511416666666667
SLC25A39	-0.411666666666667
KIF1B	-0.639375
AMOTL2	-0.29525
C6orf120	0.160571428571429
PSRC1	-1.64675
PLA2G10	2.5515
KIF5C	1.55375
MRPL37	-1.1425
C17orf62	0.155833333333333
C9orf135	-0.749833333333333
DUSP10	2.2244
CLCNKB	0.705
PSMA5	-0.40025
C8orf53	2.3405
AMPD3	1.88066666666667
PIAS1	-0.21675
ADCYAP1R1	0.2245
GYLTL1B	0.3065
CDH20	-0.0285
FBXO7	-0.14125
TMEM134	0.553833333333333
FLJ14213	0.776333333333333
ZNF3	-1.3805
LRRFIP1	0.276583333333333
CNOT2	0.0334166666666667
ABI3	2.868
ALDH5A1	-0.2475
HNT	2.6088
SERPINA4	-1.63925
TK2	0.217909090909091
STMN1	-1.63288888888889
GUCA2A	0.7065
GALNT10	0.552214285714286
DPP6	-0.587684210526316
C9orf93	-0.313625
PRELID2	-0.637875
STK39	1.10975
SFTPA1	-0.89625
CKS2	-1.44211111111111
RHO	0.135625
C20orf135	-0.22025
XKR3	-3.7585
CR1	0.215571428571429
RPS6KA2	0.0926428571428571
C20orf112	0.976
MRPL22	-0.047
C4orf23	-0.0708333333333333
GADD45B	1.8135
KLHDC1	0.703
C2orf48	-1.981
ZNF287	0.722
DAAM2	-1.0095
DPPA2	-2.5418
TCTN3	-0.0506666666666667
DNAJB11	1.17325
FPR1	3.54625
DEFB4	0.52
PTCD2	-0.6581
SMOC2	5.16033333333333
CABP7	1.17525
SERPINB11	0.3
MAGEF1	0.1895
NDE1	0.194
ITGA10	-0.971
FSHB	0.345
ANXA2	0.7785
HORMAD2	0.28225
HLCS	-0.279
MCF2L	1.644
FH	-0.67375
TBC1D24	2.4595
KIAA1505	0.697
LGALS2	2.41875
CNBD1	0.575
SYNPO2L	0.28
PTPN23	-0.255214285714286
C1orf183	-0.329833333333333
MAGEA8	-2.1375
DGCR8	-1.053625
GSR	-1.23025
PAQR7	0.48775
ZNF676	-1.3335
CACNA1C	0.3124
SP7	1.1265
PDCD6	-0.011
NRN1L	-0.685
BRI3BP	0.199916666666667
KIAA1183	0.25075
ASB4	0.506666666666667
CCL23	1.5032
OBSL1	-1.82325
SLC12A7	0.78575
KIAA0240	1.608
CD1B	-2.543
FCGR2A	1.668875
MDC1	-1.184
HTR1A	0.460333333333333
OCEL1	1.0905
ATP11B	-0.850533333333333
FBXO34	0.5295
PCDH12	3.50616666666667
RPE	-0.425
C17orf74	-0.1215
CSDC2	0.981833333333333
PET112L	0.5915
TMBIM1	-0.073125
P2RXL1	0.576
TCHP	-0.28925
TRMT1	-0.815333333333333
F2RL2	1.34272727272727
LRRC32	2.92016666666667
IMPG2	0.3595
BGLAP	-0.44025
LOC493869	-1.90033333333333
MRAS	1.66975
SLC35F5	0.0565
CBWD1	-1.4015
AXL	-2.030375
ATP2C2	3.0305
TELO2	0.83225
PNPLA3	-2.70625
PCDHB14	0.64125
CD276	0.366
KRT80	-0.22675
DUSP28	-1.434
CSNK1E	-0.207333333333333
SRP14	0.6425
KCNQ4	-0.587
KRT72	0.710666666666667
CCDC117	2.809125
C6orf89	0.155944444444444
TUBB2B	-3.0936
RTN4IP1	-0.82575
CR1L	-2.42683333333333
CEND1	0.459625
C12orf41	-0.2695
RNF31	0.09075
UBN1	0.625
C17orf32	1.25475
SLC5A7	0.25175
GPR92	1.017
ESAM	2.507
CTNNA1	0.445416666666667
HRBL	0.1932
CBX4	-0.19325
TMEM182	-0.43775
SH3TC2	-0.5636
IL10	0.537
PXMP4	-0.131
RNF167	-0.5708
PAK7	1.65016666666667
ETV3	0.3125
ATPIF1	0.294833333333333
LOC554207	-2.15783333333333
OR8H1	0.5385
WDFY3	1.268625
DPM1	-1.2055
GPSM1	-0.178
WDR92	-0.4879
LRP1	0.574666666666667
ANKH	-0.155
THUMPD3	-1.78025
POLR1B	-1.06675
OLFM4	3.2865
RAD9B	-0.55675
TSPY2	-2.5125
PAX6	-1.45083333333333
SCG2	-2.705875
SLC17A6	-0.00475
FMO3	4.30875
PADI4	0.415375
TUBB4	-0.6589
NLK	0.729
POU4F3	-0.119
SDF4	-0.13625
ITGBL1	3.13266666666667
NETO1	-0.925
TAP2	0.489375
ABBA-1	0.211916666666667
GNAI1	-1.097
VPS4B	-0.2705
NOPE	0.4068
GALNT6	3.20216666666667
SESN1	-0.220625
GBE1	-1.858
CLASP1	0.44175
RASGEF1B	0.49075
ACOT11	0.562785714285714
AFAP1	0.94325
OR2H2	0.4295
DPY19L2P1	-1.07275
DZIP1	-1.3625
SEC22C	-0.448333333333333
GPR161	-0.664416666666667
RNF146	0.3665
WDR74	-0.978
GALP	-0.316
PURA	1.277
DNPEP	0.014
RP11-78J21.1	-1.51425
ERBB2	2.948125
FANCM	-0.0875833333333334
NEO1	-0.752666666666667
DDX3Y	-4.9923
RPS3A	-0.73725
MXRA7	-0.237714285714286
LGALS3	-0.336666666666667
GLT8D1	-0.20025
CFL2	-1.89633333333333
UPB1	0.4095
NAP1L5	-0.408625
CLDN14	1.0345
DHX38	-1.26725
BTBD1	-0.8605
TARS2	0.201166666666667
ABCF1	-0.5348
FCF1	0.527333333333333
LRRC49	0.0915
GUCY1B2	-1.969
C1orf177	0.329666666666667
SMARCA4	-0.8775
LRP8	-1.2665
TAGLN3	-1.59425
MRPL14	-0.0645
TTRAP	-0.8745
ZDHHC20	0.70475
NFE2L3	-1.33025
KIAA1377	-0.271125
PALMD	0.8287
TMEM43	-0.0475
TTL	-1.123875
STAT5B	-0.821333333333333
SSB	-1.06825
OR10H5	0.929
SLC22A13	-1.00525
AKAP3	-0.96925
TIMM23	-0.0206666666666667
OAS2	2.48325
KIAA0423	-0.13175
TRIM11	0.7745
GLIS3	1.049625
TMEM50B	-0.675333333333333
ARHGEF4	-1.13075
DEGS1	-0.729727272727273
TBL1XR1	0.392166666666667
G6PD	-1.57925
SP140	2.3039
MUC17	0.357857142857143
NUDC	-0.3816
DNAJC5B	2.88466666666667
SCARA3	-1.25866666666667
CPA3	5.31183333333333
BCAT2	0.17725
MFN1	-0.5126
NRG3	-0.195
SNX11	1.48575
PLEKHH1	-0.360833333333333
GPR177	-1.05116666666667
HCFC2	0.5575
TCAP	1.038
MOCOS	-1.5655
C14orf93	-0.10125
PRDM10	-0.844833333333333
SLC16A4	-0.396583333333333
SRGAP1	0.0768333333333333
VIP	0.666
DUSP27	-0.264666666666667
LILRA1	0.6154
MC2R	1.083
MGC24103	-2.12675
MBTD1	-1.383
FUT11	-0.306666666666667
USP33	0.3689
C15orf39	-0.386
MAP3K12	0.715
PAAF1	-0.6885
BARHL1	0.66
FLJ16165	-0.0765
PIWIL2	-1.93175
SYNE1	0.4975
CMTM4	-1.02625
TSPYL1	-0.0608
GUF1	0.6065
TMEM157	1.5715
WDR44	0.287
HIST1H3C	0.61675
DKFZp666G057	1.161
RNPEP	0.168
GAS2L2	0.624666666666667
ADH4	-4.384
GRPR	0.1286
FBXL17	1.47925
ZBTB10	1.44691666666667
Gcom1	-0.165111111111111
HTRA1	1.6056
ZNF585A	-0.269166666666667
SLC26A2	0.0773571428571428
OTOP3	0.686
WISP1	2.22166666666667
ATP2B4	-0.47225
FLJ10769	0.26425
CRAMP1L	-0.44025
CHST12	0.59825
RAB22A	0.623666666666667
TARDBP	-0.317642857142857
STAU1	-0.47625
CRB3	1.7525
MIG7	-2.83225
CHMP1A	0.0148333333333333
ZNF160	-0.37025
B3GALT6	0.451375
BARX1	-1.54366666666667
C6orf167	-1.581375
NXNL1	0.6415
DHX29	0.617875
HADHB	-0.99625
PLXNB2	0.235875
ILDR1	-1.33525
SLC15A3	3.14775
GAS2	-4.83666666666667
C20orf69	-0.68875
NUMB	0.14025
TNIP1	0.2435
MESP1	0.400666666666667
PSKH1	-0.3045
NSFL1C	-0.432875
RHOG	0.147
HEY1	-1.28066666666667
KNG1	-1.561
ITGAX	1.9135
LIN9	-0.192833333333333
CANT1	0.765875
XRN1	0.676357142857143
CCDC96	1.7214
HEATR6	0.0451666666666667
GNG7	-0.29775
RUNX2	1.5255625
SOX1	1.1078
FCRL5	1.66
ZNF99	-0.407875
FAM9A	0.431
SNX22	0.644
MBNL3	-2.1175
ODC1	-2.5136
ADORA2B	-1.59933333333333
NR2F6	-0.03
ZFYVE16	-0.389833333333333
SYNJ2BP	1.0078
POLE	-1.051125
E2F2	-0.602125
THRA	0.527333333333333
PTGES2	-1.42683333333333
HIP1R	0.00916666666666668
TMUB1	-0.2765
ENO3	-1.978
RSPH10B	0.0035
CXorf39	1.545125
IRGC	0.26775
GPR109B	-0.79175
FLJ13305	-0.553
LCE3A	-0.6565
TNFRSF18	0.328333333333333
DET1	0.073
TRPM3	-0.184833333333333
C16orf79	-0.306
FECH	-0.835666666666667
RAP2A	0.643166666666667
CRIP1	3.176
AZIN1	0.937875
SLC7A7	4.13425
IL10RA	1.292
TMEM64	-3.41525
CDC42EP4	0.612
C16orf58	-0.0732
ARG2	-2.8325
POU5F1P4	-4.7535
FAM62B	-0.341
DNAH8	-0.7601
ASH2L	0.82725
TSLP	-3.50583333333333
CNTNAP5	0.2618
TMEM16C	-0.34175
IFNA14	7.19
SLC1A3	1.4055
CABYR	2.19
BCL7B	-0.295
NUDT13	-2.13116666666667
C13orf28	0.063
C1orf53	0.046
ARL6IP4	-0.059
RPL35A	-0.70925
EMR3	0.783
RAB40C	0.567666666666667
SLC41A1	-0.0451666666666667
LRCH1	-0.321
LY6G5B	0.004
FAM124A	-0.198285714285714
MGC10981	-3.72933333333333
CLIP3	0.7237
MAP4K2	0.214833333333333
CHIC1	-0.31825
SULF1	4.20016666666667
C20orf30	-0.371928571428571
PRDM5	-0.88875
ELOVL1	-0.52625
C11orf48	-0.250125
SLC39A10	-0.325
KCNV1	0.14175
ACP1	-1.4625
ZMYM2	-0.988875
B3GNT6	0.259666666666667
C9orf69	0.0725
C2orf15	0.88075
C20orf166	-0.28
HSP90AA6P	-0.1235
EDG7	-0.3175
NEURL	1.43
LPL	-0.560333333333333
CLEC2D	0.113357142857143
GRRP1	2.27783333333333
CD8B	-1.846
HIST1H3D	0.214166666666667
SLC6A12	1.127125
FAM27L	0.309
CD84	1.8926
RASA1	-1.0695
PHKG1	-0.065
MAGEA11	-1.523
IMPA1	-0.3042
NPM3	-1.1325
RARRES1	4.73175
SH3BP1	0.66975
B3GNTL1	0.4665
ARPC5L	-0.258
KLHL26	0.06775
SIM2	-0.951375
GJC1	0.7285
C20orf194	-0.0365
EXO1	-1.433
SLC2A2	-1.83766666666667
LOC285074	-0.63725
LRG1	2.79375
KIRREL	0.1185
PIK3R1	0.828214285714286
C4orf34	0.61825
MAF	-0.758333333333333
ADCY4	4.0155
ZMIZ2	1.3619
SLC46A3	0.913333333333333
STAMBP	-0.1105
CCDC16	1.17225
MS4A12	0.0045
TCF20	0.9235
LRRC46	2.18775
C20orf152	1.46733333333333
MRPS6	-1.311375
ABCB11	0.3485
KCNC2	4.99466666666667
CDH19	-2.26216666666667
C9orf123	-1.40766666666667
SSH3	0.91375
LDLRAD1	-0.25375
CCBE1	-0.95025
ZNF135	0.906625
TAAR1	0.777
WFDC12	0.5545
CCDC42	0.6146
FLJ12529	-0.48475
PER1	-0.747333333333333
TIMM50	-0.00599999999999994
SMARCAD1	-0.890166666666667
FAM26C	1.2295
TP53TG3	-1.9615
SH3RF1	1.8379
LMCD1	2.136
GPR63	0.0575
FLJ21986	-2.29275
AIFM3	-0.179
MICAL1	0.214
BLZF1	1.05983333333333
IQCA	2.229
PCDHGC3	-0.564
SAC	0.93175
BCL6B	2.52
DDO	0.1835
MARCO	3.9805
DCHS1	1.63116666666667
C1orf170	-0.877
CD200R1	0.8684
C22orf15	0.015
SEPT11	0.494666666666667
ADNP	-1.0315
UST	0.8961
C13orf34	-1.30783333333333
RFFL	1.24478571428571
APBA3	-0.1985
C2orf60	-0.544
CUTL1	0.3315
PMS1	-1.3215
ZNF689	-0.7085
EIF3E	-1.21033333333333
IL9	-0.028
RPL31	-0.43725
LY9	1.1955
ATP2B3	0.0595
KDELR2	0.491416666666667
TFCP2	0.29
NLRP12	0.060875
FLJ45422	0.115
TLE4	0.1302
ZNF570	-0.1335
FLJ43806	-0.73
TLK2	0.35175
CIR	0.824
MARS2	-0.318
COL24A1	1.005
SDF2L1	0.922
HIBADH	-0.419166666666667
IGFBP3	-1.68828571428571
C12orf23	0.354125
PSPC1	-0.29675
C20orf43	-0.49075
TRAV20	0.948
ARHGAP24	0.9615
KIAA1975	1.453875
C1QA	3.9766
DNTT	-4.66366666666667
C10orf6	0.0291666666666667
C11orf41	0.5105
HNRPF	0.80625
COL11A1	6.28033333333333
UBAP2	-0.590666666666667
CDKN2AIPNL	-1.1725
C20orf174	4.291
SPRED2	-0.54625
PLA2G12A	0.369
ICEBERG	-0.620166666666667
SCN10A	-0.22
C11orf65	-0.9115
GBP5	6.16475
PITPNC1	-1.145
POU3F3	1.414
NCOA7	-0.035625
LIN7C	-0.4625
LOC348840	-0.8565
NKX2-2	-1.995
ANKRD13D	0.250375
LOC123688	-1.05425
FUT2	2.1585
TAAR8	0.619
FZD4	-0.15725
PNMA3	-1.6248
OR4L1	0.4305
WIT1	-1.72625
EXOC3L	2.323
ATPBD4	0.2486
KRBA1	-0.8585
UBXD6	-1.82425
HOXB7	-0.733214285714286
C7orf23	-1.0235
UNQ338	0.516
STAB2	0.6115
CDC20B	-0.327333333333333
IRF9	2.86475
CENTG1	1.86391666666667
TNPO2	-1.0765
MCPH1	-0.802875
BMS1P5	-1.51025
SLC26A7	0.439
HIST1H3J	0.941
C9orf3	0.3289
