Hybridization REF	TCGA-C8-A12K-01A-21R-A115-07
OR2L13	0.0771666666666667
SLC16A11	0.335
FAM96A	-0.396
APOL1	1.3525
C5orf32	0.42675
RTP1	0.0273333333333333
RNF175	1.122875
ZBTB41	1.357125
AHCTF1	0.28
SAE2	-0.0847
ITGA2	-0.271
MME	-0.7675
CCDC14	0.0085
MAST4	-7.14285714285398e-05
KRT33B	-0.413
KCTD2	-0.835333333333333
WDR26	0.722833333333333
MFI2	3.357125
NR4A3	0.602
ARSA	1.3565
UNKL	-0.646833333333333
SULT6B1	0.6255
CCNA2	-1.187
SOX15	-0.2825
PPAPDC1B	0.632083333333333
C19orf44	0.0255
MCAT	-0.0634999999999999
ARID1B	0.487375
OR52N1	-0.4405
C12orf48	-0.60975
MAGI1	-0.5355
NIPA2	-0.326
GBX2	-1.693
RSHL3	-0.351
RAVER1	-0.501666666666667
C15orf17	-1.38875
SLC30A2	0.437875
ZNF518	0.61425
PCYT1B	0.21575
C10orf114	-1.056
EIF3H	0.701
SLC25A39	-1.14533333333333
KIF1B	0.678375
AMOTL2	0.19675
C6orf120	-0.236125
PSRC1	-1.03075
PLA2G10	-0.829625
KIF5C	-0.896875
MRPL37	-0.212
C17orf62	-0.253
C9orf135	0.665166666666667
DUSP10	1.5339
CLCNKB	0.156
PSMA5	0.3735
C8orf53	0.96025
AMPD3	1.92233333333333
PIAS1	-0.28075
ADCYAP1R1	0.254
GYLTL1B	1.3805
CDH20	0.675666666666667
FBXO7	-0.1215
TMEM134	-0.126
FLJ14213	1.97683333333333
ZNF3	-0.62825
LRRFIP1	-0.750791666666667
CNOT2	0.230166666666667
ABI3	3.282
ALDH5A1	0.288833333333333
HNT	1.8751
SERPINA4	-2.1725
TK2	0.00999999999999999
STMN1	-0.233
GUCA2A	0.223
GALNT10	-0.2255
DPP6	-1.00895
C9orf93	0.33225
PRELID2	-0.82125
STK39	-0.455875
SFTPA1	-1.42375
CKS2	0.386777777777778
RHO	0.186375
C20orf135	-0.5285
XKR3	-1.9095
CR1	1.29875
RPS6KA2	0.3155
C20orf112	0.5245
MRPL22	0.0245
C4orf23	-0.309666666666667
GADD45B	-0.16225
KLHDC1	0.576666666666667
C2orf48	-1.844
ZNF287	1.3585
DAAM2	-1.8075
DPPA2	-1.58883333333333
TCTN3	0.311666666666667
DNAJB11	0.167
FPR1	4.19675
DEFB4	0.7045
PTCD2	-1.0127
SMOC2	4.74916666666667
CABP7	-0.42125
SERPINB11	0.51025
MAGEF1	1.2185
NDE1	-0.810833333333333
ITGA10	0.00800000000000001
FSHB	-0.201
ANXA2	0.002125
HORMAD2	0.1675
HLCS	-0.269
MCF2L	1.04383333333333
FH	-0.047625
TBC1D24	1.1195
KIAA1505	1.80875
LGALS2	2.3765
CNBD1	-0.219
SYNPO2L	-1.14275
PTPN23	-0.661071428571429
C1orf183	-0.682
MAGEA8	-2.4565
DGCR8	-1.419125
GSR	-0.92625
PAQR7	0.04325
ZNF676	-0.74275
CACNA1C	-0.8142
SP7	0.3705
PDCD6	-0.8455
NRN1L	-0.2495
BRI3BP	0.0466666666666667
KIAA1183	0.3665
ASB4	0.0863333333333333
CCL23	2.2036
OBSL1	-1.711125
SLC12A7	-0.0406666666666666
KIAA0240	1.39525
CD1B	-1.586
FCGR2A	2.3755
MDC1	0.539
HTR1A	-0.485833333333333
OCEL1	-0.9455
ATP11B	0.4065625
FBXO34	0.186666666666667
PCDH12	2.33783333333333
RPE	0.40325
C17orf74	-0.2145
CSDC2	0.153
PET112L	-0.94675
TMBIM1	-0.171
P2RXL1	0.12425
TCHP	-1.01375
TRMT1	-0.640666666666667
F2RL2	-1.31941666666667
LRRC32	1.96466666666667
IMPG2	0.441
BGLAP	0.1975
LOC493869	-0.91125
MRAS	3.819
SLC35F5	0.4075
CBWD1	1.2975
AXL	-1.29925
ATP2C2	1.736
TELO2	-0.96
PNPLA3	-1.49775
PCDHB14	-0.5555
CD276	-0.37275
KRT80	-1.626625
DUSP28	-0.2345
CSNK1E	-0.44075
SRP14	0.034
KCNQ4	-0.119
KRT72	0.0768333333333333
CCDC117	0.528875
C6orf89	-0.0597777777777778
TUBB2B	-2.88166666666667
RTN4IP1	-1.10725
CR1L	0.247333333333333
CEND1	0.092875
C12orf41	-0.530166666666667
RNF31	-0.57025
UBN1	0.00483333333333333
C17orf32	1.237
SLC5A7	0.04825
GPR92	1.34566666666667
ESAM	1.5173
CTNNA1	0.007
HRBL	0.0051
CBX4	-1.2615
TMEM182	0.214
SH3TC2	0.366
IL10	1.46383333333333
PXMP4	0.7475
RNF167	-0.9688
PAK7	2.06066666666667
ETV3	0.0575
ATPIF1	-0.3195
LOC554207	-1.5525
OR8H1	0.6555
WDFY3	0.417375
DPM1	-0.802
GPSM1	-0.0245
WDR92	0.016
LRP1	-0.0603333333333333
ANKH	0.176625
THUMPD3	-2.963
POLR1B	0.07575
OLFM4	4.80883333333333
RAD9B	1.46725
TSPY2	-2.426
PAX6	-0.047
SCG2	-3.394625
SLC17A6	0.922
FMO3	2.05325
PADI4	0.185285714285714
TUBB4	-0.9588
NLK	0.47825
POU4F3	0.1375
SDF4	0.527
ITGBL1	1.66683333333333
NETO1	-1.529875
TAP2	1.09325
ABBA-1	-0.229333333333333
GNAI1	0.77625
VPS4B	1.75525
NOPE	-0.544
GALNT6	0.0698333333333333
SESN1	-0.693125
GBE1	-2.16055555555556
CLASP1	-0.40725
RASGEF1B	1.844625
ACOT11	0.427285714285714
AFAP1	1.52425
OR2H2	0.2075
DPY19L2P1	-0.74475
DZIP1	-1.4925
SEC22C	-0.40975
GPR161	0.0520833333333333
RNF146	-0.0825
WDR74	-0.7145
GALP	0.269
PURA	0.171
DNPEP	0.183833333333333
RP11-78J21.1	-0.46325
ERBB2	0.434125
FANCM	-0.918666666666667
NEO1	0.215333333333333
DDX3Y	-4.6606
RPS3A	-1.0625
MXRA7	-0.6595
LGALS3	0.600833333333333
GLT8D1	-0.528
CFL2	-1.73866666666667
UPB1	0.84875
NAP1L5	0.228375
CLDN14	0.68675
DHX38	-1.31825
BTBD1	0.43925
TARS2	-0.552166666666667
ABCF1	-0.1222
FCF1	0.0676666666666667
LRRC49	0.1585
GUCY1B2	0.7175
C1orf177	0.376666666666667
SMARCA4	-0.5115
LRP8	0.866666666666667
TAGLN3	1.20425
MRPL14	-0.84725
TTRAP	0.23975
ZDHHC20	1.603
NFE2L3	2.21025
KIAA1377	-1.069375
PALMD	0.7619
TMEM43	-0.21075
TTL	-0.197125
STAT5B	-1.61916666666667
SSB	-0.038
OR10H5	0.1345
SLC22A13	-0.74675
AKAP3	-0.24
TIMM23	-0.293166666666667
OAS2	3.30041666666667
KIAA0423	0.24425
TRIM11	0.161
GLIS3	1.87125
TMEM50B	0.248166666666667
ARHGEF4	-0.666625
DEGS1	0.631181818181818
TBL1XR1	1.19073333333333
G6PD	-1.47825
SP140	2.1784
MUC17	-0.0655714285714286
NUDC	-0.605
DNAJC5B	3.27233333333333
SCARA3	1.33566666666667
CPA3	2.23883333333333
BCAT2	-0.31575
MFN1	0.5009
NRG3	1.9445
SNX11	-0.07425
PLEKHH1	-0.6705
GPR177	-0.8425
HCFC2	0.5675
TCAP	-0.38875
MOCOS	0.083
C14orf93	-0.4
PRDM10	0.0171666666666667
SLC16A4	0.424916666666667
SRGAP1	-0.197333333333333
VIP	0.28125
DUSP27	0.683333333333333
LILRA1	1.7792
MC2R	0.108
MGC24103	-2.9845
MBTD1	-2.2215
FUT11	-0.549833333333333
USP33	0.658
C15orf39	-0.647
MAP3K12	-0.722
PAAF1	-1.03583333333333
BARHL1	0.4595
FLJ16165	0.202
PIWIL2	-2.717
SYNE1	0.30875
CMTM4	1.20375
TSPYL1	-0.2348
GUF1	0.203833333333333
TMEM157	0.0455
WDR44	0.023
HIST1H3C	0.12825
DKFZp666G057	0.35775
RNPEP	-0.52525
GAS2L2	-0.134666666666667
ADH4	-4.747
GRPR	-0.0433333333333333
FBXL17	-3.248
ZBTB10	1.38166666666667
Gcom1	0.000222222222222213
HTRA1	-0.133
ZNF585A	0.00400000000000001
SLC26A2	0.0072857142857143
OTOP3	0.456166666666667
WISP1	3.421
ATP2B4	-0.487916666666667
FLJ10769	-0.28625
CRAMP1L	0.03575
CHST12	-0.45875
RAB22A	0.297583333333333
TARDBP	-0.0605
STAU1	-0.9025
CRB3	1.309
MIG7	1.68275
CHMP1A	-0.543
ZNF160	0.127375
B3GALT6	0.95875
BARX1	-2.55116666666667
C6orf167	-0.6365
NXNL1	0.6735
DHX29	-0.003625
HADHB	-0.96225
PLXNB2	0.554125
ILDR1	-2.03775
SLC15A3	3.25125
GAS2	-2.38333333333333
C20orf69	-0.606
NUMB	-0.0805
TNIP1	0.687875
MESP1	0.0201666666666667
PSKH1	-0.2415
NSFL1C	-0.52025
RHOG	0.4925
HEY1	-2.518
KNG1	-1.943875
ITGAX	2.1902
LIN9	1.17283333333333
CANT1	0.0985
XRN1	1.26571428571429
CCDC96	0.4755
HEATR6	-1.2095
GNG7	-0.350916666666667
RUNX2	0.6590625
SOX1	-1.3405
FCRL5	1.4699
ZNF99	-0.174
FAM9A	0.236
SNX22	0.172
MBNL3	-0.956666666666667
ODC1	-1.5973
ADORA2B	-1.46083333333333
NR2F6	-1.86275
ZFYVE16	-0.327944444444445
SYNJ2BP	-0.0995
POLE	-1.10125
E2F2	-0.266875
THRA	-0.149666666666667
PTGES2	-1.177
HIP1R	-0.415166666666667
TMUB1	-0.858333333333333
ENO3	-2.48775
RSPH10B	0.565
CXorf39	0.614625
IRGC	0.138
GPR109B	-0.1985
FLJ13305	0.805
LCE3A	0.2155
TNFRSF18	-0.685666666666667
DET1	0.527
TRPM3	-0.25825
C16orf79	-1.5655
FECH	0.68
RAP2A	0.8815
CRIP1	0.908333333333333
AZIN1	0.447875
SLC7A7	4.6775
IL10RA	1.5155
TMEM64	-1.40125
CDC42EP4	2.4426
C16orf58	-0.5608
ARG2	-1.07725
POU5F1P4	-4.549
FAM62B	0.365625
DNAH8	-1.6848
ASH2L	0.12875
TSLP	-2.16616666666667
CNTNAP5	0.0746
TMEM16C	-0.117
IFNA14	0.48
SLC1A3	2.1785
CABYR	3.3605
BCL7B	-0.275
NUDT13	-0.9945
C13orf28	0.333
C1orf53	1.02
ARL6IP4	-0.1194
RPL35A	0.54875
EMR3	1.64975
RAB40C	-0.5235
SLC41A1	1.06216666666667
LRCH1	0.40025
LY6G5B	-0.695
FAM124A	-0.0710714285714286
MGC10981	1.65716666666667
CLIP3	0.3014
MAP4K2	-1.19333333333333
CHIC1	-0.327
SULF1	5.31033333333333
C20orf30	0.140214285714286
PRDM5	-1.067125
ELOVL1	0.12575
C11orf48	-0.03925
SLC39A10	0.03025
KCNV1	1.98125
ACP1	-0.729166666666667
ZMYM2	-0.449625
B3GNT6	0.436166666666667
C9orf69	-1.13725
C2orf15	0.5815
C20orf166	0.1895
HSP90AA6P	0.2025
EDG7	-0.305
NEURL	0.20275
LPL	3.63483333333333
CLEC2D	1.12164285714286
GRRP1	1.45883333333333
CD8B	-0.7598
HIST1H3D	0.5355
SLC6A12	1.721875
FAM27L	-0.286
CD84	3.2431
RASA1	-0.5805
PHKG1	-0.1525
MAGEA11	-1.6395
IMPA1	0.4424
NPM3	-0.5175
RARRES1	6.13025
SH3BP1	-0.185875
B3GNTL1	0.2515
ARPC5L	0.594666666666667
KLHL26	0.207
SIM2	1.52175
GJC1	0.0665
C20orf194	-0.06325
EXO1	-0.4015
SLC2A2	-1.91083333333333
LOC285074	-1.1195
LRG1	-2.0245
KIRREL	-0.8865
PIK3R1	1.01885714285714
C4orf34	0.4525
MAF	-0.7555
ADCY4	3.61366666666667
ZMIZ2	1.0927
SLC46A3	1.74566666666667
STAMBP	0.226166666666667
CCDC16	0.36425
MS4A12	0.3145
TCF20	1.57925
LRRC46	0.14975
C20orf152	0.434
MRPS6	-0.652375
ABCB11	-0.1835
KCNC2	0.591
CDH19	-2.14433333333333
C9orf123	0.6725
SSH3	-0.872375
LDLRAD1	-3.571
CCBE1	0.3145
ZNF135	0.236875
TAAR1	0.662
WFDC12	0.173
CCDC42	0.576166666666667
FLJ12529	0.23725
PER1	-1.0055
TIMM50	-0.261833333333333
SMARCAD1	-0.972666666666667
FAM26C	0.639
TP53TG3	-3.30633333333333
SH3RF1	0.4908
LMCD1	0.922
GPR63	0.1695
FLJ21986	-1.630625
AIFM3	-0.517
MICAL1	-0.757333333333333
BLZF1	1.02066666666667
IQCA	-0.143166666666667
PCDHGC3	-0.6625
SAC	0.362
BCL6B	1.67433333333333
DDO	0.015
MARCO	4.3565
DCHS1	0.889333333333333
C1orf170	-0.571333333333333
CD200R1	1.6675
C22orf15	-0.321
SEPT11	1.10366666666667
ADNP	-0.512
UST	0.4727
C13orf34	-0.841
RFFL	0.533571428571429
APBA3	-0.091
C2orf60	-0.229
CUTL1	0.1276
PMS1	-0.378875
ZNF689	-0.563
EIF3E	0.298833333333333
IL9	-0.135666666666667
RPL31	0.818875
LY9	1.15616666666667
ATP2B3	0.0365
KDELR2	0.753208333333333
TFCP2	0.15
NLRP12	-0.06825
FLJ45422	0.719
TLE4	1.0515
ZNF570	0.3735
FLJ43806	-0.473
TLK2	-0.2775
CIR	1.067
MARS2	1.7545
COL24A1	0.60625
SDF2L1	0.2985
HIBADH	-0.812333333333333
IGFBP3	-3.08257142857143
C12orf23	0.04
PSPC1	0.247
C20orf43	-0.49875
TRAV20	0.7535
ARHGAP24	0.67575
KIAA1975	-1.836625
C1QA	3.6008
DNTT	-4.98933333333333
C10orf6	0.687916666666667
C11orf41	2.737125
HNRPF	0.7685
COL11A1	5.65583333333333
UBAP2	0.0701666666666667
CDKN2AIPNL	-0.614
C20orf174	4.43875
SPRED2	-0.879
PLA2G12A	-0.195166666666667
ICEBERG	-1.47716666666667
SCN10A	-0.4355
C11orf65	-0.69625
GBP5	5.46775
PITPNC1	-1.29516666666667
POU3F3	-3.3455
NCOA7	1.29825
LIN7C	0.7535
LOC348840	0.143
NKX2-2	-2.4915
ANKRD13D	-0.778625
LOC123688	-0.717
FUT2	0.809833333333333
TAAR8	0.3995
FZD4	-0.9835
PNMA3	0.714
OR4L1	0.7315
WIT1	-1.947
EXOC3L	2.672
ATPBD4	0.3088
KRBA1	-1.01125
UBXD6	-0.482
HOXB7	-0.574571428571429
C7orf23	0.6065
UNQ338	3.273
STAB2	1.79475
CDC20B	0.127
IRF9	1.9025
CENTG1	0.578083333333333
TNPO2	-0.56575
MCPH1	0.560875
BMS1P5	-1.9435
SLC26A7	0.8395
HIST1H3J	1.23225
C9orf3	0.8148
LBH	0.78475
MYO1D	-0.047625
PTDSS2	-0.55975
NFU1	0.2265
DEPDC4	-0.69775
WNT7B	1.0622
GLP2R	0.0683333333333333
SETD4	-1.0318
DYNLT3	0.0251
FKBP11	0.133
SESTD1	0.868166666666667
FLII	-0.316
RPS16	0.3363
CHPF	-0.920666666666667
CSNK2A1	-0.214166666666667
SUMO1P1	0.539
FKBP6	0.1145
ZNF214	1.02316666666667
TWIST1	1.38783333333333
DDX56	-2.04283333333333
TRAM1L1	1.589
EPO	-2.925
MRPS18B	0.525
ZNF682	0.04
RPL14	-0.464166666666667
MAFF	-0.2015
LOC51136	0.3055
LY96	1.2905
DDX20	0.3025
ABTB1	-0.0343333333333333
ARL5A	1.0055
CCT6A	-0.4945
HEPACAM	-1.56183333333333
EHHADH	0.196166666666667
RBAK	0.051
CGB1	-0.52575
ITGB5	-1.3291
YIPF3	0.00350000000000002
FKBP2	0.52775
NR1D1	-0.3359
TMEM110	-0.584
NEK2	1.115
PRAMEF8	-2.8445
C20orf52	-0.327333333333333
PCDHGA3	-0.8805
VWA3B	0.28875
NDUFA5	0.10575
THAP9	-0.139
FLVCR2	1.641
AP1S1	-1.164125
SMAD6	-1.542
SAV1	0.544875
SAT1	1.879
ZNF251	1.704625
ADAMTS7	-0.2165
RPP38	0.8045
C1orf211	-1.056
YPEL2	0.69235
RBMS1	0.78575
ZNF445	-0.284833333333333
NRXN2	-0.289166666666667
PGBD4	-0.356625
UGT2B28	-2.61475
WBSCR16	-1.1391
NLRC3	1.371375
ASTL	0.293
ST6GALNAC1	-3.951
ZADH2	-0.116625
MLLT4	1.476
ARL6	1.178
MEF2C	0.849
CBFA2T3	-2.3935
AFF3	-0.0493571428571429
COG7	0.0383333333333333
MYB	-2.76166666666667
PLXNA3	-0.0665
XRCC2	-0.634333333333333
MMS19	-0.648875
ST8SIA5	-0.6035
CHPT1	1.138
KIAA1712	-0.506125
OR6X1	0.5175
ACTR3	1.290625
UGCG	0.482
OR4P4	0.5065
ZAP70	-2.18475
LPP	1.121125
ZNF485	0.9
PTPRCAP	1.03325
IL12RB1	0.81625
ATRX	0.2548
CHST8	-2.8805
C14orf109	0.41625
ARV1	0.78475
NMB	-0.629857142857143
COX5A	-0.2845
EIF6	-0.5165
MPPED2	1.0205
SEMG1	-1.6985
CHRDL1	0.1215
TRAF3IP2	-0.006
WNK2	-0.928375
LILRA4	3.37683333333333
LAMA2	1.92325
PXT1	0.4075
RLBP1	0.61175
CD300C	0.83125
SLTM	-0.12125
FLJ10404	-1.6026875
APOBEC3D	2.6355
RENBP	1.66433333333333
ATXN7L1	0.785
NID1	0.024
TUBGCP3	0.89475
ITIH5	1.75822222222222
CCDC110	1.487
C8A	-2.7885
MGC87042	0.021
HOXC13	-2.78475
TFDP2	-0.1175
HCP5	2.3525
POLI	0.73125
UCN	-2.55416666666667
ZNF764	-0.242833333333333
C8orf45	2.99775
FHL3	-0.34625
SPATA5L1	-0.3605
MMRN2	2.01433333333333
NDST1	-0.261
COL20A1	-0.506166666666667
ZNF248	0.106333333333333
PELP1	-0.986166666666667
MBL2	-1.0575
RNF41	0.53725
C5orf24	0.2875
THOC5	-0.342625
SERINC3	-0.11475
RP11-151A6.2	2.40925
CDCP2	-0.00800000000000001
HIST1H2AA	0.54925
C11orf75	1.505
FKBP7	0.47925
DDOST	-0.624
GPNMB	2.4705
TTF2	-0.0293333333333334
KCNT1	-0.0928333333333333
SLC39A14	-0.166
NGRN	-0.5997
GPR137B	1.87875
MECP2	0.240625
PSMA1	0.36025
C16orf73	-4.92375
TMEM60	0.240666666666667
CSN3	3.319
NOS1	0.138166666666667
RAB7L1	1.06033333333333
YBX2	0.166
KIAA1166	-0.130375
FUBP3	-0.366333333333333
ABCG1	1.705
ACACA	-0.364166666666667
ARL11	0.8257
ATOH1	-0.4685
ODF1	0.0538333333333333
CREB3L3	-1.16916666666667
TMEM127	1.51864285714286
DSCAML1	-0.06375
PLN	2.81483333333333
LYPLA1	-0.302916666666667
PRDM9	-1.90375
SASP	-0.361
PLUNC	0.426333333333333
INTU	-0.073
HISPPD1	-0.383
LNPEP	0.367166666666667
YARS2	-0.2315
APCDD1L	-1.746
ZCCHC4	-0.1938
FBXO22	-0.577
TTLL13	-0.093
ZNF669	-0.149166666666667
PTGDR	2.03175
DDX27	-0.5225
KIAA0409	-0.185333333333333
GJB6	0.51725
ASB8	-0.08525
PLP2	0.459333333333333
MEPE	0.563
OR10J5	0.841
KRT222P	-0.016
COQ7	0.5875
C1orf101	1.285
RERG	-1.2706
CHMP5	0.733
THAP11	-0.339625
ZNF43	-0.0873333333333333
ZRANB3	-0.485166666666667
KRT13	1.985125
MRPL19	0.27525
RBBP9	0.328125
SPATA17	0.894125
BXDC5	0.126833333333333
PAFAH1B1	-0.163333333333333
MAGEE1	0.158
OSTF1	1.16575
KIAA0323	-0.488416666666667
TXNDC13	0.765833333333333
CNTN4	2.077875
LCE1B	-1.653
UNQ501	0.176
ZNF154	-0.54875
C3orf64	1.26075
SYT5	0.042
PON1	0.847
FLJ10357	-1.12925
ATP4A	-0.676
GNPDA1	-0.408
MGAT1	0.217
C14orf121	0.1555
SLC35B2	-1.4685
MIER3	0.289
CHEK1	-1.056875
ZNF8	0.496333333333333
TXNDC1	-0.0615
CKB	-3.0396
RTN3	-0.00592857142857141
FZD2	-1.065
PART1	0.692875
PSMB6	-0.3735
PCDHB8	-0.8905
PHC3	0.0749
PPP1R8	-0.243333333333333
NOVA2	1.40816666666667
TNFRSF11B	0.683875
GOLPH3	0.187333333333333
UBLCP1	0.721
SUHW3	0.96275
TTLL1	1.80325
OPN4	0.274
OR13G1	0.096
ZPBP2	0.4464
HSD17B11	-1.69675
C9orf50	-0.563
DHDDS	-0.125357142857143
CTSW	1.9177
NEFM	-2.04916666666667
MRPL28	-2.247
SYN1	-0.582166666666667
PIGV	0.561166666666667
ZIM2	-0.73525
APBB1	-0.880333333333333
SND1	-0.492
C1orf123	0.388833333333333
CHD3	-1.224
BHLHB8	0.1845
RNASE2	2.55566666666667
BCAP31	-0.34975
SLC25A44	0.129
CHD6	-1.1211
PIB5PA	0.135384615384615
SELS	1.405375
LOC541471	-0.723
FAT2	-0.2325
ZNF81	0.308
OR4C16	0.827
FLJ10081	-0.2381
LRRC4	0.6635
CS	-0.873333333333333
N4BP2	0.35025
IGFBP7	1.973
ZNF318	-0.342916666666667
NDNL2	-0.079125
ZNF609	-0.3445
SIRT4	0.41825
EXOSC10	-0.60825
ECE2	0.6495
OVGP1	-0.20375
GTPBP3	-0.13775
PACS2	-0.4198
C19orf36	-1.21066666666667
ARL4C	-1.502625
ATG4B	-0.96125
UBQLNL	-0.82075
RHOXF2B	-3.833
PLEKHG2	-1.0245
GALR1	-0.752
AQP4	0.997166666666667
HDAC7A	-0.940666666666667
DCUN1D3	0.19575
OR8A1	0.4395
CCRN4L	-0.21175
CBR4	-1.19533333333333
KIFC1	-1.37783333333333
SLC7A14	-1.41666666666667
LHX5	0.534
TRPC7	0.4075
LPXN	0.65775
SERPINA1	-1.585
RPS13	0.2212
BPIL3	0.029
PRKAA1	-1.104
FADS2	0.8332
ENAH	0.4049375
PRO1768	0.3515
APBA2BP	-1.752
LIPH	0.199666666666667
C3orf33	-0.42225
RCC2	0.672071428571429
ALDH1A2	-3.4803
RNF103	1.44925
AHCY	-0.4715
ALG12	0.2115
CCL17	2.16375
ZNF543	0.574166666666667
ESRRG	-0.4495
CNGA1	1.00825
RDH5	-0.851833333333333
OTX1	0.4178
PTGFR	0.556333333333333
CDR2	0.469125
SELE	7.35625
NLGN2	-1.29483333333333
EXOSC9	-1.08725
ZNF566	0.244333333333333
KLRC2	-1.079
GPR12	0.3755
KIAA0196	-0.0065
PDRG1	-0.299
SSR3	0.00878571428571428
MSI1	0.0575
CST9	-0.3945
CC2D1A	-0.222125
PLAGL1	0.202444444444444
ZNF778	0.41
RNF2	0.333625
KLF6	0.719
THBD	1.402
tcag7.1314	2.50425
NR5A1	-0.097
ABCD2	1.11975
DNAJC7	-1.838
CLEC4C	1.33
TM2D3	1.578375
CCDC4	-0.8745
PLAC2	-1.6155
DCD	2.343
FAAH	0.10225
POLA1	0.587833333333333
TM7SF2	-2.01175
FLJ39822	-1.84866666666667
FLOT2	-0.0695
MAP4K1	0.0718333333333333
SRP68	-0.495875
C21orf74	0.1305
ARPC5	0.889625
LOC126075	0.668
HECW2	0.32175
ZDHHC4	-0.26525
ANKRD42	0.5081
PDE9A	-0.611666666666667
ABCA8	-0.871
NDUFS2	-0.403
UBR5	0.12725
BTBD16	-2.043
LOC554174	1.2185
ZNF20	0.9335
KIAA1843	0.5165
WDR17	0.863
C15orf33	0.1575
RNF113A	-0.42825
CAMKK1	-0.9844
CLCN2	-0.3485
ANXA6	-0.3335
LOC340069	0.4575
EMID1	0.607
DPM3	0.1655
ELA1	0.039
SLC25A13	-0.3833
KRT24	0.172
SMPD1	-0.639666666666667
TH	0.10175
COL6A2	-0.458857142857143
ANKS1B	1.1335
GPR126	-2.1917
ZC3H12A	-0.795833333333333
TMEM47	0.474166666666667
C2orf51	-0.0895
C1orf88	2.21283333333333
HSF2BP	-0.58775
AKAP10	-0.0715
RPAP3	-0.59
KLHDC8B	-0.388875
STOM	0.6047
MUPCDH	0.772625
C10orf72	-0.0145
PLEKHA3	0.771166666666667
TCP11L1	0.84175
CWF19L1	0.45075
SPEF1	0.0324615384615385
YSK4	1.05175
ELN	0.3813
SAMD8	1.33933333333333
MPI	-1.96583333333333
MEPCE	-0.2422
ABCC3	-0.81125
NANOGP1	-2.4585
KCNK17	0.629375
HLA-DMB	4.96966666666667
RRAGA	0.441
ANGEL1	0.171
RBM32B	0.1095
CPN1	-2.85725
MGC52282	0.0496
HLA-A	2.32833333333333
OR9G4	0.232
EDNRB	-0.87125
SCD	-1.78721428571429
C14orf80	-1.16133333333333
BAGE2	-0.4645
RABL4	-1.21283333333333
RCVRN	-0.5575
SHANK1	0.395
NLRP7	-2.12475
CD226	2.26325
STAT3	0.411125
SYNJ2	0.8395
TPCN2	-0.960166666666667
WDR36	-0.978583333333333
MBD4	0.62175
ROBO1	0.982
ST3GAL6	-1.23325
SLAMF8	4.05633333333333
ATN1	0.107666666666667
GPR141	1.3335
KRT36	0.212
TPH1	0.013
DDX52	-0.09525
ZSCAN29	-0.1725
TRPT1	-0.631
DPEP3	0.165
DENND4A	0.199375
TSPAN16	-0.1695
PTCHD2	-0.4695
LOC145814	0.1355
CAP1	-0.00566666666666666
EIF5A2	-0.0129
NT5DC3	-0.89625
SEPT9	-1.373375
SEZ6L2	-0.82075
EGFLAM	2.2045
VPS11	-0.878375
NDUFB5	0.682833333333333
CIDEA	0.0146666666666667
IER5L	-1.25425
N6AMT1	-0.35025
FAM83C	0.01325
OXR1	0.878583333333333
IRX1	-0.2305
DGKB	2.37233333333333
GCN5L2	-1.917
MIR16	-0.136875
FBXW9	-0.05175
WDR4	-0.552166666666667
PDC	0.078
VPS33B	-0.75025
HEXB	0.037
FLJ32214	0.18525
TCEB3	-0.7175
CRLF1	-4.304
ABI3BP	0.00425
C8orf22	-3.3335
PYCR1	-0.64375
KIAA1706	0.2925
CDK5R2	-0.11525
WAS	0.887
C12orf60	-0.746
CCBL2	0.719
MADD	-1.24775
C5orf34	-1.0495
WDR42A	-0.2132
KLF12	-0.47025
HSPA1A	1.5415
ITM2C	-1.65066666666667
DAPK2	2.12633333333333
LOC442590	-0.5495
SUMF2	-0.625625
CENPA	-0.0813076923076923
TMED5	0.207125
CDH6	-1.2659
BRP44	0.562375
THG1L	0.38525
GABRA2	-2.4155
C14orf166	-0.50325
MYL1	-1.398
TNFSF18	0.6675
PAP2D	-1.0265
PPIB	-0.48525
KLHL4	-0.60425
SFN	0.525666666666667
CCDC127	-0.7175
FRAP1	0.373
GOLGA5	0.62125
SDCCAG1	-0.279125
MGC21675	-0.352666666666667
C10orf95	0.2525
KIAA1345	0.535333333333333
C1orf163	-0.2345
LACE1	-0.532
OR10K2	0.0925
CENPN	-0.03744
TMED2	0.44675
UGT1A6	-0.346
ANG	-1.78575
U2AF1	-1.03116666666667
CASC2	0.447166666666667
NMT2	0.516333333333333
OSGEPL1	-0.02025
DFNB31	-0.1265
SLC6A20	0.648625
DKC1	0.27425
FXYD4	-0.91375
WDR64	0.5985
MGC5590	0.846
CREBZF	-0.267333333333333
DAZ1	0.00599999999999998
PRPSAP1	-0.08525
GCHFR	-0.94725
TTC7A	0.243125
LOC196993	0.345
UBD	5.71116666666667
S100A1	1.323375
RPL6	-0.714666666666667
DNAJB6	0.3939
NAGS	0.0595
C2orf58	0.411
KERA	0.302
MT1X	0.3727
UBE2B	-0.1658
KEAP1	0.66875
MST1	-3.864875
OMA1	0.4055
ABLIM2	2.3545
BCL2L13	0.45375
JAZF1	0.199666666666667
TMEM63B	-0.415
S100A8	2.8103
ARFIP2	-0.0105
UROS	-0.918
KHDRBS2	-1.45
POLQ	-0.962875
SOAT1	0.6215
SPAG4	-2.36675
MRPS30	-1.76866666666667
LOC494141	0.14475
OR2T11	0.1665
ORAOV1	0.537
