Hybridization REF	TCGA-A2-A0EY-01A-11R-A034-07
C6orf81	-0.823833333333333
PCYT1A	1.025
C6orf157	0.235
BRMS1	0.58825
CHST1	2.84666666666667
LGALS1	-0.52
TAF1B	-0.6845
FLJ40504	-0.7675
GPR173	-0.3205
COL15A1	1.038125
CASP10	0.135923076923077
PCMT1	-0.262
HDAC5	-0.2512
LOC641367	-0.59775
EVC2	-0.726666666666667
SGPL1	1.0275
GON4L	1.05078571428571
AFG3L2	-1.63716666666667
C5orf15	-0.654
UBXD1	0.6245
LILRB4	1.39883333333333
GSTA4	2.68266666666667
ADIG	-0.504
GRIPAP1	0.52525
HIST1H3B	-0.9005
BTRC	0.807333333333333
USP49	-1.2715
IQCH	0.6455
ACBD6	0.445
YEATS2	-1.2975
CABP5	0.17
TRIM3	0.34675
HNRPM	-0.48775
FGG	-4.7229
C18orf16	0.8255
CLEC2B	-0.3125
PQBP1	0.177333333333333
JTB	0.404
REST	1.02883333333333
SLC8A3	-0.531
TMEM16H	0.248
MRPL47	0.35975
EVI1	0.4354
MUC1	2.50475
TEAD3	0.721125
STOML1	0.043625
USP24	-0.5748
PNMA5	0.91475
MAEL	0.264333333333333
LBP	4.0416
HSD17B4	-1.214375
SEC31B	-2.272
IDH2	0.2578
SFRS16	-1.165
AICDA	-0.0965
RNF180	-1.91725
C1orf56	0.712333333333333
FLJ10324	-1.00283333333333
GPR148	null
MEF2A	0.075
ASF1B	-0.960833333333333
HTN3	0.718666666666667
RNF215	0.29025
SLC4A3	1.152
ADAMTS9	-0.1567
C9orf66	2.66033333333333
FOXD3	-0.1765
GSDM1	1.75
IFITM5	0.3335
PODXL2	1.05116666666667
C1orf176	-0.38
RPS3	-0.19425
hCG_2004593	0.0235
COL21A1	0.107
NTNG2	0.218833333333333
RAI14	-0.9055
P76	0.63975
LRFN3	1.062875
FAM14B	-0.880125
FKBP14	-1.0325
TNNI3	-1.0595
HOXB3	0.2565
SGCB	-2.0275
PPAPDC3	-0.68375
FRAT1	0.262
MORN1	0.1045
ARHGEF2	-0.7545
BNIP2	-1.13475
DHX30	-0.439
EEFSEC	-0.38625
FGF20	1.0035
FLJ38973	0.0178571428571428
PLCH2	0.339166666666667
CCNG2	1.107375
PSPN	0.6375
WDR88	-0.25
HOXB13	0.10225
MTMR8	-0.259
SPAM1	-1.2925
PPP2R1B	-0.583625
TANC1	0.040625
CNN3	0.7822
CHGA	0.03875
C9orf128	3.98925
CACNA1B	-0.0248333333333333
MMAB	0.5734
RHOA	0.147333333333333
RAPGEFL1	-0.8415
SLC1A5	-1.252
CALCA	-0.7065
SYCP1	3.211
CXCL11	3.87425
GFI1B	-1.335
PSCD1	0.222333333333333
C11orf58	-0.386333333333333
MGC45438	2.71683333333333
NUDT18	1.09833333333333
ASB3	-1.34516666666667
ZP1	-1.514
LPPR2	0.0363
ZNF527	0.5865
ZNF771	-0.65925
TTBK2	-1.04825
TRIM55	1.161
GJB3	-0.841666666666667
PRSS35	0.2165
SCRG1	2.08525
ZDHHC24	0.099
DUSP26	-0.75
C1orf51	-0.678625
DNAJC3	1.294
LITAF	0.6625
ZNF410	0.1775
AFP	-5.00233333333333
ZW10	0.02025
PHOX2B	-0.7525
VILL	-1.5325
ELOVL7	-1.5335
LOC644186	2.717
PPP3CC	-0.22675
CHST13	-1.60475
WDR40B	-0.110583333333333
MEA1	0.3735
HILS1	-2.3655
DLX6	-2.5674
NKG7	1.56783333333333
EMP1	1.35725
ACTR6	-0.30225
CHCHD7	2.06607142857143
COG2	0.1694
TCEA2	-1.4015
TARS	-1.54225
FLJ20294	0.276
ZNF92	0.78375
TRAPPC2L	-0.463
ARHGAP28	-1.210125
CCDC109B	-0.93175
LGTN	-0.366333333333333
INGX	0.29275
LOC124446	1.14625
RPS2	-1.44575
C17orf75	-0.743666666666667
NBPF1	0.367
SLC2A8	0.7005
SNRPE	-0.1275
CARD6	-0.42325
IL13RA2	2.850125
CUEDC2	-0.2155
C4orf19	-0.224
AOC3	1.257625
MTHFD2	-0.546666666666667
OR5M9	-0.0845
C4orf38	0.1145
SS18L2	-0.03375
OAS3	-0.531833333333333
LARGE	0.9535
LRIG3	-0.048
LIMA1	1.12425
STARD3	2.58875
VPS39	0.07175
CTAGE6	0.2675
ODAM	-1.9465
MORF4L2	-1.01225
GSTO2	1.69675
MTFMT	-1.04675
PRKAB2	-0.126714285714286
ZNF76	-0.152333333333333
HSPB2	3.3715
CRB2	-0.00775000000000002
KLRK1	-1.623
LYST	0.373375
UBE2M	-1.06883333333333
SLC16A9	0.42675
ZNF281	0.5725
ST8SIA1	-0.61625
C9orf105	-1.153
ANKRD46	0.78175
FAM108A3	0.458
C20orf91	-0.039
ZYX	-0.315333333333333
RSPH1	3.5595
ZSCAN5	-1.10925
RIMS3	-0.685333333333333
KRT76	-0.7695
CEACAM4	-0.04
SIRPB1	0.254857142857143
CFHR4	-1.015
SOX3	-1.19433333333333
GATAD1	-0.534875
C21orf57	-0.413
TMC8	-0.7825
AVIL	1.43866666666667
LMOD1	2.07025
HIGD1A	-0.86625
NEU3	0.4068
DES	0.64775
BZW1	-0.1378
ZNF221	-0.4605
CCDC27	0.882
GDAP1	0.8745
RBBP4	-0.34175
MGC40499	0.5795
PHKA1	-1.830875
PRKAR1A	0.0426666666666666
HSD3B1	2.62425
RAD52	-0.762166666666667
CD207	1.019
LOC389791	0.2875
RSPO1	1.17083333333333
TMEPAI	2.117
MFSD2	0.86475
ETV4	-3.10633333333333
SCGN	3.588
LOC391356	-0.385
MPP1	-1.469875
STARD3NL	0.505
TFAP2D	1.417
CD2AP	0.665875
CCL20	-2.254
CCDC86	-1.243
ZFP30	-0.59175
CTBP1	0.0569166666666666
MAK10	-0.088
STXBP5	-0.408166666666667
LOR	-0.1939
MAP6D1	0.1935
ARMC7	-0.2375
TMEM150	0.7738
NSL1	-0.222
KIF5A	-0.965833333333333
ASCC2	0.108
PSENEN	0.846
OPTC	-0.716
FCRL2	0.107833333333333
KBTBD11	-2.708375
PCK1	-2.19825
CENTD3	-0.78625
MEGF8	0.356375
ALPPL2	0.061
OBFC2B	-0.408666666666667
ZFYVE20	0.05225
GALC	1.16816666666667
CTRB2	0.30975
C20orf71	-0.00325000000000001
TBKBP1	0.4375
CAMLG	0.29325
TREML4	-0.1865
RSAD1	0.01225
TUBA3D	1.0244
KIAA1833	0.687125
PNPLA1	0.259
LRRC34	-0.805666666666667
CDH26	-0.210333333333333
ZNF167	0.310833333333333
ZBTB26	-0.9847
VWF	3.77744444444444
VTN	-1.28183333333333
BAD	0.89775
PDS5B	0.927818181818182
ZNF644	-0.043
SH3GLB2	-0.046875
SMPDL3A	2.6329
NRG2	-1.29285714285714
IL15	-0.108666666666667
GABARAPL1	0.821333333333333
LAT2	-0.29125
SLCO1A2	-2.20166666666667
LIG4	0.777916666666667
GSDMDC1	0.648
BMP4	1.5045
METT10D	-0.267
SYCE1	-2.17866666666667
SPANXD	-6.26625
SLC12A9	-0.120833333333333
MC1R	-2.147
RNF168	-0.79925
TRIM69	0.55575
GALNT7	0.717666666666667
ISG20L2	0.5905
KIAA2026	-0.0775
TNFAIP8L1	-1.6835
DPY19L2	-1.2945
C12orf63	1.452
PRDX5	0.562625
MED6	-1.17325
TXNDC5	-0.513875
CD46	0.657333333333333
CCK	-4.06925
C17orf48	-0.5155
ANUBL1	1.021
SIT1	0.0406666666666666
TYSND1	0.580166666666667
DEF6	-0.1645
GLT8D4	0.3955
UTP14A	0.316
RPH3AL	1.37925
NXF1	-0.0848333333333333
TRERF1	-0.194833333333333
TUBB3	-0.569625
SLC24A2	0.368
SEC22B	1.017
ZNF653	0.50625
GGTL3	-3.13483333333333
CDKL2	-1.4845
CTF8	-0.277666666666667
EPC1	0.564666666666667
CYP4A11	0.624166666666667
THRSP	5.02633333333333
LELP1	-0.174333333333333
TES	1.3
C17orf87	2.128
FERD3L	-0.6575
SH3TC1	-0.363
RAB36	0.686
CRYGB	-2.147
GRIA3	1.4076
BHLHB9	0.30625
C1QTNF9	0.5865
GOPC	0.5505
PNPLA8	0.408
ZNF444	0.3215
FMO1	4.4415
POLR3C	-0.22025
SLC35F3	-2.216
SGCG	-3.604
DCDC2	-4.48766666666667
NANP	-0.50475
MGC23270	-0.8845
BEX4	-0.49225
HYDIN	1.1542
RPS6KB2	-0.939
ADRM1	-0.231166666666667
BAT3	-0.472
RAB31	-0.30475
SCGB2A1	6.942625
SLC6A14	-3.417
DDX4	-0.319666666666667
PRRC1	0.347166666666667
AP3B2	-1.4318
TRGV7	-0.0586666666666667
TMEM184B	1.1545
ADPRHL1	2.18583333333333
C21orf45	-0.015875
ARNTL	0.135625
AADAT	-1.12028571428571
CCL2	1.07683333333333
SNTB2	0.187
RGS9BP	0.0385
KPNA1	0.93525
TMEM41B	-0.291333333333333
S100A11	1.02466666666667
DOT1L	-1.9445
EFHC2	2.41475
CLTC	0.0978333333333333
SRP9	0.651214285714286
ZNF521	-0.716
FAM26F	-0.29825
GPR88	1.03266666666667
COL13A1	-0.150333333333333
CHMP4B	-0.1268
SIGLEC6	0.298333333333333
NFAM1	0.103125
PVRL2	1.6026
ALKBH4	0.6345
CCDC93	-0.664875
NXT1	-0.202
KCNK4	0.054
TROAP	-1.73783333333333
KCNA10	0.03975
CCDC114	0.380333333333333
RAN	-1.4825
LMTK2	0.32
LOC400657	0.1525
UFC1	0.8955
UBE1DC1	0.187
EEF1A1	-0.4405
CHAC1	0.252
HMGA2	-5.518
B3GALTL	0.88975
ING2	-1.2855
C1orf109	-0.738
INTS3	0.571875
ZNF558	0.868
TRPM4	1.677
LTB4R	-0.934
ISYNA1	-0.6325
LSM7	-0.3355
LRRC47	-1.2366875
ZNF179	-0.6925
EXDL1	1.34583333333333
SLC4A10	-0.647875
ACSS2	-0.994833333333333
COPS7B	-0.8775
KIAA0040	2.52566666666667
C1orf95	0.3155
AP1GBP1	-0.484
OR9A2	-1.515
FAM71C	0.438
RIN1	-2.32866666666667
ITGA4	-1.807375
DNAJC6	-0.795166666666666
CLOCK	0.063
SLC35A4	0.100166666666667
DSG4	0.638
LOC26010	-1.46
NSUN2	-0.893
TMEM86B	-1.1669
C14orf135	-0.63425
KIFC3	-1.938
PHF5A	-1.2425
NCAPH	-2.35425
STK11IP	0.786
FLJ42953	1.0245
CCDC19	2.916
ZNF329	0.53625
TAX1BP1	0.7625
ZDHHC18	-0.178833333333333
C10orf88	0.55
TMBIM4	1.3468
NMUR1	0.2815
KIR2DS4	-0.746125
C9orf90	0.444875
MGC87631	0.044
KDR	2.4183
ST3GAL2	-1.361125
RLN2	0.6295
HPD	-4.66275
MOXD1	-1.39033333333333
PDGFRL	1.57816666666667
SMYD4	-1.02728571428571
FAM103A1	0.147666666666667
MFAP4	-0.5495
LOC285141	1.51375
TMEM45B	-1.018125
SMCR7L	-0.608642857142857
GZMH	4.1645
CBLN1	-2.6858
CNNM1	-0.532
PHF17	-1.84133333333333
NUP98	-0.441333333333333
RMI1	-0.3735
PTPRS	1.032125
ANKRD57	1.18925
CLDN15	-0.4455
OR51A2	1.392
GUCA2B	1.1145
DOCK9	1.404
ITGB1BP1	-0.9245
DLG2	0.062375
BRAP	-0.37175
SESN3	1.9065
ZC3H7B	0.8295
FAM101A	2.52816666666667
FKSG24	0.58125
ZYG11B	-0.873625
RFC2	-0.4375
SH2D3A	1.47616666666667
DVL3	0.159583333333333
ADFP	-1.42366666666667
KRIT1	0.357625
SERTAD3	2.27233333333333
LEFTY2	-3.99475
KRT27	0.534
SCFD2	0.16075
MN1	-1.30275
RORA	-0.05825
PTPRD	-2.1145
PIAS2	-0.4215
CYP4X1	7.6195
FBXL15	0.15925
MYH15	-0.018
CRX	-0.698333333333333
TBC1D13	1.2445
SLC22A17	0.897833333333333
PLK2	0.0103333333333333
ARHGAP9	1.55075
EIF1B	-0.709
C20orf185	-0.46825
DEFA7P	0.5755
PRIM1	-2.13033333333333
CRYAA	-1.687
BACE1	-0.393
AGTRL1	0.7455
ACAD9	0.30125
GRASP	-0.3265
RBP4	-3.227
TFB2M	0.423
METTL9	0.2163
ATP5O	0.3795
SP100	0.2316
CPSF1	-0.493833333333333
S100A4	-0.4905
LIME1	-1.08075
GPR137C	0.01875
OR2A2	-0.3075
C2orf29	-0.29825
NUP188	-1.0135
SDPR	-1.31975
RAI1	-0.5175
RPS20	0.6274
LAMB1	-1.6135
ADM2	2.01816666666667
ZNF229	0.486
DKFZp434K1815	-0.634875
EPN3	2.68066666666667
CLIC3	0.02925
MEIG1	-1.55075
HMGB4	-0.6805
STARD10	1.1095
KLF8	3.71925
EPB41L2	-1.3745
JMJD6	0.26775
CTSL1	-0.568333333333333
GPR27	-0.549
ELAVL4	0.36675
MMP21	0.7795
PPM1B	0.41225
SUV39H1	-0.56275
AAMP	-0.529
TUSC4	0.156
MBD6	0.33575
KLK13	2.619125
FMNL3	0.0655
TRIM13	1.28
C15orf5	-1.86325
IQCF1	-1.0236
CACNG8	-0.6125
SLC35D3	0.133833333333333
ZDHHC9	1.5545
ODF3L1	-1.031
C9orf86	0.2068
TSEN2	-1.395
C17orf64	0.86875
SEPX1	1.2964
TSPO	0.977333333333333
SYMPK	-0.74
ADORA1	0.14525
TSPAN10	0.518875
SEMA6C	0.138833333333333
RTTN	-0.5266
IL2	0.9785
ARRDC3	-0.594833333333333
TBPL1	-0.195166666666667
STX12	0.4925
MRPL39	-1.0695
OR8H3	0.042
IFIT5	-0.0825
CASC5	-2.722375
FAM46A	1.28116666666667
HPCAL1	-0.703875
CYLC1	0.1775
VGLL2	-0.1275
C20orf191	-0.3045
CDH1	2.64475
ITPA	0.10775
CCDC101	0.298
D15Wsu75e	-0.0265
EDA	-3.152
CREG1	-0.55125
OR7G2	0.8945
SAP18	1.5655
IFIT1	-0.19075
CALML3	-1.13016666666667
FLJ37440	0.2105
FNDC5	-0.233
SERPINB6	0.568857142857143
JUNB	0.3711
SYS1	1.43875
SCN2A	1.24566666666667
ZKSCAN5	-0.2537
WNT7A	-0.49
TSHZ3	1.6675
RNF148	1.39125
H6PD	-0.587375
CAD	-1.3655
ZNF449	0.29325
DOCK10	0.3625
FAIM2	-0.2015
HEXDC	-1.063
PRB1	-0.13925
C14orf148	-0.51
ETHE1	0.957
IRF5	0.2146
GNMT	3.569
MGC16291	-2.48225
RPAIN	-0.869142857142857
CAGE1	1.725
CNTNAP3	-3.2745
ACTR1B	-1.11375
EEF1E1	-0.43825
MSX1	-0.8505
ESF1	-0.165333333333333
HSPC171	-0.1665
MRPL2	-0.495833333333333
RDH12	0.0408333333333333
CELP	-0.019
METRNL	0.44075
C10orf116	4.00983333333333
C19orf48	-0.6515
ZNF346	-1.10275
NCR1	-2.655
C10orf64	0.356
CD52	1.43275
VPS18	0.349
AP4S1	0.2545
NPBWR1	0.3615
TPK1	0.946
UBA52	-0.0711111111111111
RIPK1	0.538666666666667
CPNE3	1.2337
HSPC159	-1.140125
C8orf38	0.4785
LRRC4B	-2.572
PARP10	0.3068
ANKRD50	2.298875
CXCL9	6.63675
FGF18	0.874272727272727
EIF2A	-0.119875
SLC20A2	0.7485
KIAA1549	0.274583333333333
SPINT1	2.1675
ZNF584	-0.4855
CRBN	-0.216333333333333
ABCF3	0.216166666666667
NCBP1	-0.992666666666667
PLA2G4F	1.471
PCDH10	-1.163625
TTC21A	1.14875
C20orf144	0.0525
FGFR1OP2	-0.204166666666667
SLC9A1	0.1199
CHRND	0.631
FOXF1	-3.2255
KIAA1467	2.14125
TPO	0.75
LTF	4.53335714285714
DNAJB9	0.47925
MRPS27	-1.6055
bA16L21.2.1	-0.53075
WBP2	-0.503
MRGPRX3	-1.95
PRPF18	0.67825
C10orf58	1.2995
SMOC1	-2.5074
ADAT3	0.504666666666667
TMEM138	0.20725
TMEM131	0.152
TIMM8B	0.99025
MYH7	-0.873333333333333
ST6GAL2	-0.528285714285714
KIF1C	0.1335
SUHW2	-1.1815
PAPSS1	-0.57375
CABP2	0.1875
HOXA4	-2.22525
ELF2	-0.275
SEMA3D	0.728
MC5R	-0.0755
OGFR	-0.2145
FLJ30092	0.474666666666667
TGFA	-1.5
MMP17	0.56175
KIF15	-2.41425
CHIA	0.44225
CATSPER3	-0.57775
CEACAM7	2.83691666666667
PADI2	2.01075
HOXA9	-0.1335
LNX2	1.74133333333333
TMEM144	2.59725
HIF1AN	0.2365
METTL7A	-1.2358
C6orf165	4.379
KIAA1468	0.070125
DSG3	-4.288
ZNF180	0.252333333333333
EIF4E3	0.142375
SLC46A1	-0.157625
DKK1	-5.10533333333333
ZNF205	0.910333333333333
LOC162073	0.0922777777777777
COX7A1	4.5425
MAGEA1	-2.63166666666667
NEDD8	-0.0940833333333333
KLHDC5	0.0987222222222222
C3orf19	0.6565
MRPS2	-0.545
POLR3H	0.353642857142857
ABHD11	1.0223
TMEM17	2.22175
PAIP2B	1.416
MAT1A	-2.12725
LGI3	0.148
THUMPD2	-0.71075
TKTL2	-0.21225
XAGE3	-2.35866666666667
CALM3	0.636
C6orf136	-0.175333333333333
KCNC4	-0.1955
RGS9	-0.361333333333333
ACIN1	-0.844666666666667
SPATS1	-0.698
XKR8	-0.28625
FAM84A	0.883083333333333
MS4A7	4.44209090909091
AGXT2L2	-0.67625
OR1F1	0.1585
SMAP1L	-0.194166666666667
IPO11	-0.17875
ZC3H11A	-0.0365
C1orf151	-0.086625
RNASEH2A	-0.9285
CCR10	-1.151
TXNDC11	0.204666666666667
TMEM112	1.0745
MAP1B	-0.415428571428571
NVL	0.62725
PKM2	-1.21735
ARC	-1.33175
NUP54	-0.9755
PPFIBP2	1.50933333333333
STAT2	0.89875
PTAFR	2.47516666666667
ROBO2	0.081625
RNF40	0.00233333333333332
CCDC135	-0.025
IFT81	-1.1683
MORF4	-1.066
TM7SF3	0.56575
OR10H3	-0.1815
ABP1	0.342875
CHRD	0.00125000000000006
PLEKHA8	0.236
NCALD	1.2915
OR5AK2	-0.337
ACCN1	-0.0615
SLITRK1	-0.69275
ARMET	-0.22375
C9orf52	1.58125
REEP4	-0.321
MTSS1	0.86775
ADH1B	2.397
DLD	-0.0255
CDK5	-1.1345
PPFIA1	-0.24775
WFDC3	0.35225
DNAJB12	0.873142857142857
RANGRF	-0.432
MLANA	-3.99625
AMY2B	-0.2435
KIAA0319	-1.44933333333333
RPS7	-1.313
JAK3	-0.0577777777777778
ARFGEF1	1.756
CXCL5	0.140833333333333
TRAPPC4	-0.1985
CETN2	1.6395
HSPC111	-1.2245
RHOBTB3	-0.1397
PHLPP	-1.1885
RGS10	1.38375
TMEM58	0.3125
CHERP	-0.21725
HSP90AB3P	-0.650666666666667
FSTL3	-0.622166666666667
PEX11A	2.19025
OR5V1	0.8185
FCN3	2.37825
PTPN3	-0.689
NPTX1	-5.357375
C21orf84	-2.80075
C11orf51	0.208875
ZBED2	1.57875
FLJ90757	0.254
NPY2R	0.0413333333333333
PLD3	0.22875
SYT17	-0.611
SGSM2	-1.29025
OR1A2	-0.35175
FOXP1	1.43575
SLC5A1	3.59525
POFUT1	-0.6982
EPHB6	-2.91983333333333
MYO1G	-1.26375
STAC	-2.3858
KLHL17	-0.848166666666667
RGMA	-0.6285
TJP2	-1.4288
FAM114A1	-0.579666666666667
SERINC1	0.981583333333333
SLC9A8	0.83025
PEX19	1.146125
EDN2	0.1495
PSMD7	-0.677888888888889
C3orf41	-2.7055
UQCR	1.257625
PPP1R3C	-0.145
LRP4	-2.02466666666667
TM2D1	-0.596
TTC17	-0.314
C4BPB	-1.855625
CCL25	-0.61775
ZNF253	0.765666666666667
CHRNA9	-4.429
SOX11	-0.2235
HIVEP3	0.209
CGN	2.15966666666667
C3orf35	0.31625
PKD2L1	3.05275
SYVN1	-0.00374999999999999
PDE8B	-1.40975
LOC439951	-0.02025
LTC4S	1.1995
MIF4GD	-0.0903333333333333
SMARCA2	1.3469375
TUBGCP6	-0.424833333333333
CABLES1	0.991875
C16orf77	0.966833333333333
ZNF791	0.3525
FUT5	2.722
ADH6	-2.4274
P4HB	0.66475
CLDND2	-1.912
ALKBH8	0.15225
PLAC4	-1.68866666666667
F11R	1.02392857142857
MGC35295	0.490166666666667
PDZD4	-0.815
LOC389073	-1.72575
FAM80B	0.180333333333333
PSMB1	0.17325
TXN	-1.71466666666667
VIPR1	1.2743
WBSCR18	0.9211
EXOSC6	-0.0838333333333333
ACTA2	3.3975
SP5	-3.62666666666667
ANKRD1	-2.45
DDR1	1.0134
ATP6V1D	-0.3965
PTGS1	-0.95175
RNF157	-1.8355
DCC	0.705
SPAG7	-0.46925
FBXO18	-0.2125
UBE3C	0.08
HOXC6	0.2855
LRP2BP	-0.693166666666667
MYST2	-0.42425
PDSS2	0.8185
ATE1	0.4075
ARAF	0.0505
KLF10	-0.11325
PLA2G2E	0.306666666666667
ASCL1	-2.5275
TSNAXIP1	2.0005
FAM131B	-0.208
IFNA10	1.377
NUP43	0.050875
FAM44B	-0.947375
L1TD1	-5.6664
NMD3	-0.179916666666667
C18orf54	-0.4808
PHOSPHO1	-0.0765
RAG2	-1.341
EMILIN3	-0.243
METTL3	-0.0975
VPS13C	0.69225
REXO2	-0.272
ANXA4	0.86575
CA1	-1.32975
DCP1B	0.81025
TULP3	-0.304333333333333
ATP2A2	-0.543785714285714
ATIC	-0.19675
ADAM15	0.358833333333333
NPL	2.183
LGR4	-0.16125
UEVLD	0.794666666666667
GAB1	1.63725
SNAI2	-1.388
ZGPAT	0.3737
SNF1LK	-0.8255
DLEU1	-1.37075
UBE2Q1	0.338875
ZMYM6	-0.2483125
JPH3	1.96116666666667
FAM38A	-0.46625
PXK	-0.487333333333333
DENND2D	2.05825
BAX	-1.081
CP	-0.444818181818182
RPL37	-1.1017
G6PC3	0.06525
NCOA4	-0.110833333333333
LRRC14	-0.250875
GORASP1	0.88575
FCHO2	0.761125
CYP24A1	-4.0966
FXYD3	0.384375
SMARCAL1	0.8305
ABCB8	-0.464
CCDC44	-0.276
PRDM7	-3.75325
USH1C	-1.49775
DNAH5	0.888
SRF	0.162166666666667
MAL2	3.08083333333333
PGPEP1	-0.166833333333333
SIN3B	-0.86925
SEMA3C	1.326
GRAMD3	1.2425
FBXO10	-0.34
OR5D13	0.686
FLJ31818	-0.643
CACNA1I	0.3005
S100A13	-0.5735
TP63	-0.117857142857143
ANXA11	-0.2328
WDR66	1.623375
CSF2RB	0.076
IFI44	-0.651
DACT1	1.63783333333333
ANKRD23	-1.620375
ATP5G1	-0.1965
C21orf70	-0.441333333333333
PPWD1	-1.46225
DNAJC13	0.27875
PAH	-4.54516666666667
PTCH2	0.4555
TRMU	-1.08075
CCDC9	0.1185
USP3	0.224
DCLRE1C	-0.1861
FAM55C	2.74675
FRMD4B	2.321
CYP2R1	-0.13825
RFPL1	-0.578666666666667
XPO5	-0.78975
ARL6IP2	-0.756
OSBPL5	1.74575
MMP9	2.58136363636364
KIAA0802	-0.615875
DHRS2	-1.6535
SGEF	1.895
TXNDC10	-0.8221
EXOC6	1.95425
RPS27	0.254166666666667
PNCK	-1.53216666666667
FSTL1	-1.66525
AACS	0.18
SLMAP	0.4075
SAMD4A	-0.75
ABRA	0.59625
SMARCD3	0.80325
PKNOX2	-0.711
A4GNT	0.4155
C9orf39	-2.128
RALYL	4.87725
MGC33556	-2.8645
C10orf25	-1.288
BBOX1	3.671
NHEDC1	0.6615
XDH	0.53925
GCSH	-1.085
EDN1	1.78033333333333
MTERF	0.0355
CLK4	-0.205125
ZNF799	0.840666666666667
KCNG1	-0.25525
CXCR4	-0.229833333333333
PTPRR	-3.44766666666667
IRAK1	-0.740375
LOC401397	-0.35375
TMSB10	2.03214285714286
CXCL3	-2.772625
TMC4	1.84975
OR7A10	0.934
STYK1	3.491
CHRNA10	-1.4465
CCNI	-0.27175
EP300	1.29657142857143
LOC165186	0.0212
HIC2	-2.37775
SDR-O	0.16
OR2W1	0.3205
KCNA6	0.0335
TRIM74	-1.78375
REEP6	2.562
ATP5G2	0.12175
ERG	0.482375
TMEM42	0.6965
PARN	0.7885
SOD2	0.9538125
DIRAS1	0.539166666666667
PNPT1	-1.59475
JOSD3	-1.21175
hCG_40738	0.7665
PDE1C	-1.7465
SEMA4D	-0.463875
AGPAT1	0.123
NOSTRIN	2.09625
MAP3K3	-0.361333333333333
MAX	-0.319285714285714
CAPS	3.046
SERPINA12	-0.1195
OSBPL8	0.06
RICS	2.15
NR4A2	0.5085
PPCS	0.593
LONP1	0.0625
SCYL3	1.89725
HERC2P2	-2.3255
FIBCD1	-1.4185
C15orf41	-1.903
DMC1	-2.39683333333333
C20orf27	-0.72125
RPS6KA5	0.1461
FAHD1	0.134
SLC12A4	-1.14975
BRCA1	-1.49808333333333
GBL	0.10225
SLK	0.805666666666667
NUDT9P1	-1.8065
NOXO1	1.136
USP52	-0.6935
BAZ1B	0.912875
SLCO2B1	3.4065
BBS12	1.315
LRGUK	0.367
TERF2IP	-0.64375
COL1A1	4.1065
KIAA0090	0.024875
GRK5	-1.10616666666667
AP1S2	-1.1298
TMEM52	-0.6415
CA11	-1.242625
OR4A15	-0.110333333333333
ACBD3	1.3797
SPAG11B	0.1228
PRDM2	0.8629
FOXP3	-0.304
SMYD3	-1.6947
LOC389199	0.473
LGI2	1.869
NAPE-PLD	-0.0872
ANKRD6	0.325
WDR45	0.863
SHROOM1	1.889
PSCD3	0.0825
PYY	0.9955
KCNC1	-1.107
ARHGEF9	1.1448
OR8J1	-0.2465
GPR55	0.334833333333333
NS3BP	-1.383
C10orf22	0.112166666666667
NAT8L	-1.11525
DUSP4	1.16533333333333
FOXM1	-1.74766666666667
GRAMD2	2.86722222222222
ZBTB48	-0.877666666666667
BUD31	0.0865
PABPC5	-0.795
CCDC41	-0.5885
FBXO11	-0.0725833333333333
C6orf148	-1.9075
RFXAP	-0.2515
C6orf15	-0.944
CDK8	-0.016
C6orf70	0.098125
TESSP2	0.532
ALG2	-0.4565
PPP1R3D	1.03325
TPM3	0.804611111111111
SYT13	-5.25625
EPB42	-0.907166666666667
CETN3	-1.162
PRY	0.9445
NTHL1	0.132833333333333
POLR2B	-0.5015
RPS28	0.682916666666667
P2RX3	0.07975
LYZL4	2.102
WBP4	0.6914
PMM1	-0.895
C11orf79	0.52925
CBLL1	-0.07125
IL1F10	-0.343
VAX2	0.209
SETDB1	0.533166666666667
LRAP	-3.70233333333333
GCLM	-0.7725
CPEB3	2.03575
PPM1A	0.3695
INTS1	-0.62675
CAMTA1	0.5875
SAMSN1	-1.85925
LOC158830	-1.28066666666667
GMPPA	0.344125
AIPL1	-0.609
IL24	0.315363636363636
BDKRB1	0.148833333333333
MLF1	2.8375
TAF12	-0.894
ID1	-2.612625
THADA	-0.6125
PIK3CB	-0.15925
OR4N5	-0.597
TBC1D17	-0.453166666666667
COX8A	0.21075
CDCA4	-1.0895
C2orf44	-0.5585
ZNF534	-1.81
IMMP1L	1.34775
NIPSNAP3B	-0.1745
FTMT	0.011625
PWP2	-0.705333333333333
MMP15	0.4693
DNAH11	-0.7835
MTMR14	-0.26025
DNAL4	1.49275
IPP	-0.58875
TMEM59	-0.272375
C1orf157	-0.0755
RGS4	-0.752166666666667
DDX18	-0.5965
SNX6	-0.59325
ZNHIT2	0.506833333333333
NCDN	-0.7845
FLJ33534	0.60225
RAG1	-2.21114285714286
OR4D10	0.578
PTPN5	-0.245833333333333
POMT1	0.679625
LRRC8A	1.1224
CYP1A1	-1.28325
CAPN1	-0.406
DDHD2	-0.043
GRIK2	0.2505
GNRHR	0.335
PPBP	-0.63
HTR3A	-0.55425
SLITRK4	0.9345
ANKRD49	0.4125
BTF3	-1.122
SARS	-1.4545
C13orf18	0.228833333333333
CACNB1	0.0930000000000001
QKI	0.141714285714286
SETMAR	0.706
MAN2B1	1.82183333333333
