Hybridization REF	TCGA-BH-A0C7-01B-11R-A115-07
FRAT1	1.25916666666667
MORN1	0.500833333333333
ARHGEF2	-0.01575
BNIP2	-0.692
DHX30	-0.5325
EEFSEC	0.289
FGF20	0.8235
FLJ38973	-0.606
PLCH2	-0.157666666666667
CCNG2	1.27075
PSPN	0.439
WDR88	0.1065
HOXB13	-3.04625
MTMR8	-1.561
SPAM1	-0.504
PPP2R1B	-0.2965
TANC1	0.194
CNN3	0.096
CHGA	-0.205375
C9orf128	3.33075
CACNA1B	0.047
MMAB	-0.9747
RHOA	-0.0655833333333333
RAPGEFL1	1.29
SLC1A5	-0.127333333333333
CALCA	-0.334875
SYCP1	0.18325
CXCL11	4.231625
GFI1B	-1.73033333333333
PSCD1	0.705333333333333
C11orf58	1.31533333333333
MGC45438	-0.119
NUDT18	0.346666666666667
ASB3	0.1065
ZP1	-3.5995
LPPR2	1.1123
ZNF527	1.01916666666667
ZNF771	0.40625
TTBK2	-0.52925
TRIM55	-0.6325
GJB3	0.691
PRSS35	-0.1605
SCRG1	0.39525
ZDHHC24	0.15425
DUSP26	0.117
C1orf51	-0.657625
DNAJC3	1.00416666666667
LITAF	0.27275
ZNF410	-0.445
AFP	-4.752
ZW10	-1.1205
PHOX2B	0.819
VILL	0.13775
ELOVL7	1.326625
LOC644186	1.6815
PPP3CC	0.11
CHST13	-2.47975
WDR40B	0.033
MEA1	0.302
HILS1	-1.446
DLX6	-2.84033333333333
NKG7	1.466
EMP1	0.4795
ACTR6	0.2855
CHCHD7	0.0567142857142858
COG2	0.2052
TCEA2	-0.2561
TARS	-1.4375
FLJ20294	0.861166666666667
ZNF92	0.3435
TRAPPC2L	-0.3121
ARHGAP28	-0.127875
CCDC109B	0.5965
LGTN	-0.373
INGX	-0.0293333333333333
LOC124446	1.1285
RPS2	-0.67375
C17orf75	0.618666666666667
NBPF1	-0.984
SLC2A8	0.0951666666666667
SNRPE	-0.89525
CARD6	-0.095
IL13RA2	-0.496125
CUEDC2	0.34075
C4orf19	-2.07325
AOC3	1.1715
MTHFD2	0.2605
OR5M9	0.638
C4orf38	-0.152
SS18L2	-0.81175
OAS3	2.48116666666667
LARGE	-0.2705
LRIG3	-0.0988333333333333
LIMA1	0.85475
STARD3	0.688666666666667
VPS39	0.389
CTAGE6	0.5595
ODAM	-1.972
MORF4L2	1.527125
GSTO2	2.26475
MTFMT	-0.96125
PRKAB2	-0.8945
ZNF76	0.4785
HSPB2	3.114
CRB2	0.0625
KLRK1	-2.586
LYST	0.477625
UBE2M	0.00783333333333333
SLC16A9	-1.8025
ZNF281	0.24925
ST8SIA1	-1.50225
C9orf105	-1.091
ANKRD46	0.22575
FAM108A3	0.3155
C20orf91	0.86225
ZYX	-0.00516666666666667
RSPH1	1.92
ZSCAN5	-0.6185
RIMS3	-1.39883333333333
KRT76	0.074
CEACAM4	0.601833333333333
SIRPB1	-0.175875
CFHR4	-1.4995
SOX3	-1.15833333333333
GATAD1	0.071
C21orf57	-0.0315
TMC8	-0.876333333333334
AVIL	-0.114333333333333
LMOD1	3.10125
HIGD1A	-0.43975
NEU3	-0.248833333333333
DES	-0.638125
BZW1	0.1697
ZNF221	-0.0495
CCDC27	-0.3745
GDAP1	1.068
RBBP4	0.2745
MGC40499	0.572
PHKA1	-0.58175
PRKAR1A	0.263055555555556
HSD3B1	2.10625
RAD52	-0.912333333333333
CD207	1.1655
LOC389791	0.1615
RSPO1	2.30266666666667
TMEPAI	1.147
MFSD2	0.41875
ETV4	-3.1115
SCGN	-1.6105
LOC391356	0.2535
MPP1	-1.575
STARD3NL	-0.32225
TFAP2D	0.033
CD2AP	0.69225
CCL20	-2.3465
CCDC86	-0.934
ZFP30	-0.562
CTBP1	-0.4805
MAK10	0.782666666666667
STXBP5	-1.14733333333333
LOR	0.6771
MAP6D1	-0.281
ARMC7	1.369
TMEM150	-0.044
NSL1	0.899
KIF5A	-0.999375
ASCC2	0.578833333333333
PSENEN	0.1865
OPTC	-0.2525
FCRL2	-0.602333333333333
KBTBD11	-0.166625
PCK1	-2.15175
CENTD3	-0.89175
MEGF8	-0.65525
ALPPL2	-0.49575
OBFC2B	-0.0781666666666667
ZFYVE20	0.104625
GALC	1.96766666666667
CTRB2	0.03675
C20orf71	-0.3926
TBKBP1	-0.1035
CAMLG	1.222625
TREML4	-0.108
RSAD1	0.429
TUBA3D	0.3557
KIAA1833	0.05
PNPLA1	0.935
LRRC34	-1.476
CDH26	-1.105
ZNF167	0.419166666666667
ZBTB26	-0.3478
VWF	3.284
VTN	-1.04033333333333
BAD	0.94225
PDS5B	0.401416666666667
ZNF644	1.15966666666667
SH3GLB2	0.340875
SMPDL3A	0.3891
NRG2	0.0435
IL15	0.9905
GABARAPL1	-0.738666666666667
LAT2	-0.0808
SLCO1A2	-2.39
LIG4	0.734333333333333
GSDMDC1	1.00975
BMP4	-1.5125
METT10D	0.70575
SYCE1	0.3305
SPANXD	3.56125
SLC12A9	-0.409166666666667
MC1R	-1.342
RNF168	-0.7845
TRIM69	0.65125
GALNT7	1.01066666666667
ISG20L2	0.85725
KIAA2026	0.334
TNFAIP8L1	0.5665
DPY19L2	-0.89975
C12orf63	1.36
PRDX5	-0.14325
MED6	-1.00575
TXNDC5	-1.019125
CD46	1.73291666666667
CCK	-3.01425
C17orf48	-0.29775
ANUBL1	1.67625
SIT1	-0.858833333333333
TYSND1	0.582666666666667
DEF6	0.412
GLT8D4	1.15925
UTP14A	0.351
RPH3AL	1.97175
NXF1	0.180833333333333
TRERF1	0.574
TUBB3	-1.0294375
SLC24A2	1.6345
SEC22B	0.464583333333333
ZNF653	0.74275
GGTL3	-1.25333333333333
CDKL2	2.229
CTF8	0.0399166666666667
EPC1	0.243
CYP4A11	-0.525666666666667
THRSP	2.39583333333333
LELP1	0.18
TES	-0.529125
C17orf87	1.428
FERD3L	-0.066
SH3TC1	-0.4915
RAB36	-1.1185
CRYGB	-0.4895
GRIA3	1.8294
BHLHB9	0.9465
C1QTNF9	0.93925
GOPC	0.507125
PNPLA8	1.06033333333333
ZNF444	0.45175
FMO1	3.8155
POLR3C	0.2235
SLC35F3	-0.242
SGCG	-3.571
DCDC2	-4.9615
NANP	-0.59725
MGC23270	-0.384
BEX4	-0.0330833333333334
HYDIN	0.3012
RPS6KB2	-0.30225
ADRM1	-0.260166666666667
BAT3	-0.48075
RAB31	0.5773125
SCGB2A1	5.387
SLC6A14	-3.20275
DDX4	-0.32225
PRRC1	0.642166666666667
AP3B2	1.5725
TRGV7	0.0596666666666667
TMEM184B	0.51725
ADPRHL1	2.2645
C21orf45	-0.6315
ARNTL	0.66975
AADAT	-1.05
CCL2	-0.234833333333333
SNTB2	0.051
RGS9BP	0.173
KPNA1	0.80725
TMEM41B	0.401166666666667
S100A11	-0.138666666666667
DOT1L	-0.6225
EFHC2	-0.560875
CLTC	0.420166666666667
SRP9	1.12157142857143
ZNF521	0.24075
FAM26F	-1.529
GPR88	2.3605
COL13A1	-0.5005
CHMP4B	-0.1032
SIGLEC6	0.518166666666667
NFAM1	0.19825
PVRL2	0.9704
ALKBH4	-0.602
CCDC93	-0.8383125
NXT1	-0.291
KCNK4	0.304
TROAP	-1.264
KCNA10	-0.18525
CCDC114	0.326333333333333
RAN	-0.210833333333333
LMTK2	0.3755
LOC400657	-0.065
UFC1	1.18325
UBE1DC1	-0.3745
EEF1A1	0.302777777777778
CHAC1	-0.56
HMGA2	-5.536
B3GALTL	-0.7235
ING2	0.1955
C1orf109	-0.167
INTS3	0.54275
ZNF558	0.7875
TRPM4	1.02266666666667
LTB4R	-0.4305
ISYNA1	0.102
LSM7	0.17325
LRRC47	-0.5366875
ZNF179	-2.20066666666667
EXDL1	0.376333333333333
SLC4A10	2.26925
ACSS2	-0.9485
COPS7B	-0.427
KIAA0040	2.07716666666667
C1orf95	0.245
AP1GBP1	0.46525
OR9A2	0.2695
FAM71C	0.395
RIN1	-1.45183333333333
ITGA4	-2.7365
DNAJC6	-0.808
CLOCK	0.1805
SLC35A4	0.6635
DSG4	0.56525
LOC26010	0.38275
NSUN2	0.363
TMEM86B	-1.2511
C14orf135	-0.1005
KIFC3	-1.7145
PHF5A	-0.47275
NCAPH	-1.47
STK11IP	-0.6685
FLJ42953	0.754
CCDC19	2.7455
ZNF329	0.0565
TAX1BP1	-0.065
ZDHHC18	0.611833333333333
C10orf88	0.9775
TMBIM4	0.7335
NMUR1	3.089
KIR2DS4	0.373625
C9orf90	0.015125
MGC87631	-0.616
KDR	2.8856
ST3GAL2	-1.215875
RLN2	-0.5945
HPD	-3.91175
MOXD1	-3.256
PDGFRL	2.21016666666667
SMYD4	-0.0312142857142858
FAM103A1	0.514833333333333
MFAP4	-0.678166666666667
LOC285141	-1.2105
TMEM45B	-3.57825
SMCR7L	-0.956071428571429
GZMH	3.186
CBLN1	-3.12
CNNM1	-1.05175
PHF17	-0.78125
NUP98	0.13425
RMI1	0.89
PTPRS	0.896125
ANKRD57	0.0395
CLDN15	-0.726666666666667
OR51A2	-0.548
GUCA2B	1.4405
DOCK9	2.36325
ITGB1BP1	-0.489666666666667
DLG2	-0.546375
BRAP	-0.53075
SESN3	-0.44
ZC3H7B	-0.783
FAM101A	1.76983333333333
FKSG24	-0.06075
ZYG11B	-0.172625
RFC2	0.11425
SH2D3A	1.00183333333333
DVL3	0.132
ADFP	-0.331333333333333
KRIT1	0.1635
SERTAD3	1.48233333333333
LEFTY2	-2.8195
KRT27	-0.7745
SCFD2	-0.97475
MN1	-1.3155
RORA	0.91575
PTPRD	0.521
PIAS2	-0.377333333333333
CYP4X1	3.56216666666667
FBXL15	0.152
MYH15	-0.0771666666666667
CRX	-0.004
TBC1D13	0.16925
SLC22A17	1.66016666666667
PLK2	0.900666666666667
ARHGAP9	0.42075
EIF1B	-0.99975
C20orf185	0.4045
DEFA7P	0.25
PRIM1	-1.53283333333333
CRYAA	-1.65275
BACE1	0.495
AGTRL1	0.8695
ACAD9	0.995875
GRASP	0.56525
RBP4	-3.0745
TFB2M	-0.11825
METTL9	-0.1751
ATP5O	-0.3475
SP100	1.5887
CPSF1	-0.631
S100A4	-2.1485
LIME1	-1.17075
GPR137C	1.10025
OR2A2	1.2915
C2orf29	-0.2965
NUP188	-0.1315
SDPR	0.208
RAI1	0.10225
RPS20	-0.9531
LAMB1	-0.2185
ADM2	0.0848333333333333
ZNF229	1.28125
DKFZp434K1815	-1.18075
EPN3	3.796
CLIC3	-1.5505
MEIG1	-0.47075
HMGB4	-0.07675
STARD10	2.343125
KLF8	1.503
EPB41L2	-0.598333333333333
JMJD6	0.471857142857143
CTSL1	-0.0231666666666667
GPR27	1.1365
ELAVL4	0.636875
MMP21	0.314
PPM1B	0.07725
SUV39H1	-0.30625
AAMP	-0.292
TUSC4	0.0823333333333334
MBD6	0.09
KLK13	-1.5755
FMNL3	0.566
TRIM13	-0.242333333333333
C15orf5	-1.31575
IQCF1	-0.038625
CACNG8	0.1905
SLC35D3	0.0213333333333333
ZDHHC9	-0.0375
ODF3L1	0.26325
C9orf86	-0.0611
TSEN2	-0.61475
C17orf64	0.365
SEPX1	0.4337
TSPO	-0.457166666666667
SYMPK	-0.1665
ADORA1	0.8135
TSPAN10	0.19075
SEMA6C	0.709833333333333
RTTN	-0.8091
IL2	0.923833333333333
ARRDC3	0.0765833333333333
TBPL1	-0.492666666666667
STX12	0.982
MRPL39	-0.81375
OR8H3	0.8535
IFIT5	2.452
CASC5	-1.04125
FAM46A	-0.657833333333333
HPCAL1	-0.36625
CYLC1	-0.08
VGLL2	-0.070125
C20orf191	0.13675
CDH1	3.03483333333333
ITPA	-0.74975
CCDC101	0.1135
D15Wsu75e	-0.56925
EDA	-0.83125
CREG1	0.0135
OR7G2	0.84
SAP18	0.288916666666667
IFIT1	3.9975
CALML3	2.2035
FLJ37440	2.2905
FNDC5	0.767
SERPINB6	0.357928571428571
JUNB	1.8782
SYS1	0.98625
SCN2A	0.223333333333333
ZKSCAN5	-0.4354
WNT7A	0.0761666666666667
TSHZ3	2.35825
RNF148	1.6695
H6PD	0.04475
CAD	-0.984666666666667
ZNF449	-0.2605
DOCK10	-0.256
FAIM2	0.169666666666667
HEXDC	1.0075
PRB1	-0.141333333333333
C14orf148	-0.1305
ETHE1	0.0585
IRF5	0.6449
GNMT	0.567166666666667
MGC16291	-2.082
RPAIN	-0.497928571428571
CAGE1	-0.506
CNTNAP3	-2.3515
ACTR1B	-1.043
EEF1E1	-0.845
MSX1	-0.84575
ESF1	-0.514
HSPC171	0.11475
MRPL2	-0.982333333333333
RDH12	-0.802166666666667
CELP	-0.2015
METRNL	-0.17475
C10orf116	2.97283333333333
C19orf48	-1.10025
ZNF346	0.209625
NCR1	-1.3635
C10orf64	0.4745
CD52	0.494
VPS18	1.299125
AP4S1	-0.0781666666666667
NPBWR1	0.285
TPK1	2.13875
UBA52	-0.333388888888889
RIPK1	0.854166666666667
CPNE3	-0.5018
HSPC159	-0.275375
C8orf38	0.31875
LRRC4B	-0.051
PARP10	0.771
ANKRD50	2.476125
CXCL9	6.09525
FGF18	-0.0523636363636364
EIF2A	-0.381125
SLC20A2	0.635833333333333
KIAA1549	-0.3105
SPINT1	1.9679
ZNF584	-0.2505
CRBN	0.847333333333333
ABCF3	0.206666666666667
NCBP1	0.217833333333333
PLA2G4F	1.92366666666667
PCDH10	-1.159125
TTC21A	0.0235
C20orf144	-0.1065
FGFR1OP2	-0.471166666666667
SLC9A1	0.6226
CHRND	0.179
FOXF1	-2.13125
KIAA1467	1.65175
TPO	1.6965
LTF	2.52364285714286
DNAJB9	0.22175
MRPS27	-0.22375
bA16L21.2.1	-0.028
WBP2	1.01883333333333
MRGPRX3	-1.74
PRPF18	0.544
C10orf58	1.0845
SMOC1	-3.3828
ADAT3	0.459
TMEM138	0.06525
TMEM131	-0.747125
TIMM8B	0.1415
MYH7	-0.657333333333333
ST6GAL2	2.051
KIF1C	0.107
SUHW2	-1.256
PAPSS1	1.1325
CABP2	-0.17
HOXA4	-1.2065
ELF2	0.22625
SEMA3D	1.2275
MC5R	0.00599999999999999
OGFR	0.1995
FLJ30092	0.039
TGFA	-0.6978
MMP17	0.06025
KIF15	-1.7305
CHIA	0.57675
CATSPER3	-0.06375
CEACAM7	1.89966666666667
PADI2	1.713375
HOXA9	0.308333333333333
LNX2	0.615166666666667
TMEM144	3.822
HIF1AN	1.08
METTL7A	-0.4509
C6orf165	1.51983333333333
KIAA1468	0.16475
DSG3	1.2275
ZNF180	0.777833333333333
EIF4E3	0.93775
SLC46A1	0.8235
DKK1	-5.61583333333333
ZNF205	0.503
LOC162073	0.144444444444444
COX7A1	3.9765
MAGEA1	-3.779
NEDD8	-0.119666666666667
KLHDC5	0.503333333333333
C3orf19	0.739833333333333
MRPS2	-0.55225
POLR3H	0.0355714285714286
ABHD11	0.9912
TMEM17	1.465
PAIP2B	-0.4784
MAT1A	0.77475
LGI3	-0.23275
THUMPD2	0.2145
TKTL2	-0.593
XAGE3	-2.59533333333333
CALM3	0.51175
C6orf136	-0.425
KCNC4	0.0533333333333333
RGS9	0.249333333333333
ACIN1	-0.268166666666667
SPATS1	-0.2895
XKR8	-0.289
FAM84A	1.30191666666667
MS4A7	4.35254545454545
AGXT2L2	-0.183
OR1F1	-0.34
SMAP1L	-0.0580833333333333
IPO11	0.55725
ZC3H11A	0.3136875
C1orf151	0.362375
RNASEH2A	0.26725
CCR10	-1.372
TXNDC11	0.149333333333333
TMEM112	0.35325
MAP1B	-0.287285714285714
NVL	0.48925
PKM2	-1.22645
ARC	-0.90125
NUP54	-0.9425
PPFIBP2	1.40133333333333
STAT2	0.936125
PTAFR	1.18416666666667
ROBO2	-0.77325
RNF40	0.6605
CCDC135	-0.525833333333333
IFT81	-0.2903
MORF4	0.047
TM7SF3	-0.200125
OR10H3	0.5465
ABP1	0.389875
CHRD	0.02075
PLEKHA8	-0.793666666666667
NCALD	0.77525
OR5AK2	0.48975
ACCN1	-0.2385
SLITRK1	-0.31475
ARMET	-0.58925
C9orf52	0.93375
REEP4	-0.663
MTSS1	2.257
ADH1B	3.6015
DLD	-0.339
CDK5	0.31225
PPFIA1	0.3081875
WFDC3	1.02825
DNAJB12	0.646
RANGRF	-1.2775
MLANA	-4.96625
AMY2B	0.019
KIAA0319	3.083375
RPS7	-1.3545
JAK3	-0.2539
ARFGEF1	1.0695
CXCL5	0.5155
TRAPPC4	-0.9455
CETN2	0.65975
HSPC111	-1.202
RHOBTB3	1.1116
PHLPP	-0.601
RGS10	0.751
TMEM58	1.01425
CHERP	0.53275
HSP90AB3P	-0.0783333333333333
FSTL3	-0.587833333333333
PEX11A	1.19725
OR5V1	0.4715
FCN3	1.8345
PTPN3	1.049
NPTX1	-4.57825
C21orf84	-0.23475
C11orf51	-0.29
ZBED2	1.5495
FLJ90757	1.432
NPY2R	1.7115
PLD3	0.40475
SYT17	0.593833333333333
SGSM2	-0.287
OR1A2	0.033
FOXP1	0.616375
SLC5A1	2.7335
POFUT1	-0.6504
EPHB6	-2.8625
MYO1G	-2.130625
STAC	-2.1962
KLHL17	-0.640166666666667
RGMA	0.1414
TJP2	0.5993
FAM114A1	-0.293666666666667
SERINC1	1.55291666666667
SLC9A8	0.120625
PEX19	1.058125
EDN2	-0.36775
PSMD7	-0.0921111111111111
C3orf41	-2.33975
UQCR	0.0955
PPP1R3C	1.6945
LRP4	-2.0845
TM2D1	0.12525
TTC17	0.4976875
C4BPB	-4.8405
CCL25	0.83275
ZNF253	0.259666666666667
CHRNA9	5.75975
SOX11	-2.52975
HIVEP3	0.7775
CGN	3.51925
C3orf35	-0.284625
PKD2L1	3.40775
SYVN1	0.395125
PDE8B	-0.981375
LOC439951	0.152
LTC4S	2.05533333333333
MIF4GD	0.9405
SMARCA2	0.9885
TUBGCP6	-0.599166666666667
CABLES1	-0.233375
C16orf77	1.36033333333333
ZNF791	0.54875
FUT5	-1.294
ADH6	-2.93483333333333
P4HB	0.54475
CLDND2	-1.70525
ALKBH8	0.78775
PLAC4	-1.653
F11R	1.208
MGC35295	0.6245
PDZD4	-0.778666666666667
LOC389073	-0.548
FAM80B	0.1865
PSMB1	0.415875
TXN	-0.52
VIPR1	0.9292
WBSCR18	0.0044
EXOSC6	-0.0785
ACTA2	3.72816666666667
SP5	-3.06166666666667
ANKRD1	-3.4425
DDR1	2.7698
ATP6V1D	-0.201
PTGS1	-1.40458333333333
RNF157	-0.183
DCC	0.8305
SPAG7	0.32225
FBXO18	-0.31775
UBE3C	0.091
HOXC6	1.11275
LRP2BP	0.389
MYST2	0.55825
PDSS2	0.101
ATE1	1.2295
ARAF	0.4315
KLF10	-0.21225
PLA2G2E	0.137
ASCL1	-1.06966666666667
TSNAXIP1	0.74675
FAM131B	0.40575
IFNA10	0.15
NUP43	-0.383
FAM44B	-0.186625
L1TD1	-3.75133333333333
NMD3	-0.3955
C18orf54	-1.2739
PHOSPHO1	-0.181
RAG2	-2.284
EMILIN3	-0.311
METTL3	-0.703
VPS13C	-0.059
REXO2	-0.80375
ANXA4	0.79325
CA1	-1.225
DCP1B	0.36175
TULP3	-0.625166666666667
ATP2A2	-0.122357142857143
ATIC	-1.39675
ADAM15	-0.553833333333333
NPL	1.3385
LGR4	-1.007875
UEVLD	1.238
GAB1	2.38575
SNAI2	0.7135
ZGPAT	-0.0114
SNF1LK	0.614875
DLEU1	-1.691
UBE2Q1	0.629125
ZMYM6	0.0976875
JPH3	-2.16533333333333
FAM38A	0.101083333333333
PXK	-0.457833333333333
DENND2D	2.75525
BAX	-0.797083333333333
CP	-5.33609090909091
RPL37	-0.9787
G6PC3	0.747125
NCOA4	0.756333333333333
LRRC14	-0.24175
GORASP1	0.03875
FCHO2	1.185625
CYP24A1	-4.3776
FXYD3	2.309
SMARCAL1	-0.423
ABCB8	-0.432
CCDC44	0.5255
PRDM7	-3.72075
USH1C	-1.66775
DNAH5	-0.101666666666667
SRF	0.5595
MAL2	2.017
PGPEP1	-0.0788333333333333
SIN3B	0.2625
SEMA3C	0.0866666666666667
GRAMD3	1.96175
FBXO10	-0.01875
OR5D13	0.1705
FLJ31818	0.239875
CACNA1I	0.24375
S100A13	0.7405
TP63	1.95078571428571
ANXA11	0.9795
WDR66	-0.224625
CSF2RB	0.2695
IFI44	2.29125
DACT1	2.027
ANKRD23	-0.979125
ATP5G1	0.466
C21orf70	-0.641166666666667
PPWD1	-0.829
DNAJC13	-0.0775
PAH	-5.1545
PTCH2	0.59325
TRMU	-1.523
CCDC9	0.6405
USP3	-0.3228
DCLRE1C	0.0483
FAM55C	2.62325
FRMD4B	0.992
CYP2R1	0.17075
RFPL1	0.7269
XPO5	-0.3535
ARL6IP2	-0.085
OSBPL5	1.46325
MMP9	3.29254545454545
KIAA0802	-0.32925
DHRS2	1.47366666666667
SGEF	2.004375
TXNDC10	-0.7767
EXOC6	1.768
RPS27	0.623333333333333
PNCK	-2.0065
FSTL1	-0.1755
AACS	0.224
SLMAP	0.154666666666667
SAMD4A	-1.0675
ABRA	0.02
SMARCD3	0.66475
PKNOX2	-3.258
A4GNT	0.1855
C9orf39	-0.287833333333333
RALYL	0.46
MGC33556	-2.7865
C10orf25	-1.3775
BBOX1	4.44975
NHEDC1	0.965
XDH	0.74025
GCSH	-0.748
EDN1	0.186
MTERF	-0.28925
CLK4	1.254125
ZNF799	1.93683333333333
KCNG1	-2.35225
CXCR4	-0.235666666666667
PTPRR	-2.22425
IRAK1	-0.698875
LOC401397	-0.84425
TMSB10	0.631571428571428
CXCL3	-3.747
TMC4	1.724
OR7A10	0.1455
STYK1	3.723
CHRNA10	-0.13075
CCNI	-0.21225
EP300	0.375285714285714
LOC165186	-0.850333333333333
HIC2	-3.17725
SDR-O	-0.322
OR2W1	0.266
KCNA6	-0.131
TRIM74	-1.27775
REEP6	1.13525
ATP5G2	-0.15675
ERG	0.687125
TMEM42	-0.8065
PARN	0.7045
SOD2	-0.4975625
DIRAS1	0.613666666666667
PNPT1	-0.59925
JOSD3	-0.62625
hCG_40738	0.096
PDE1C	-2.378
SEMA4D	0.188625
AGPAT1	0.249166666666667
NOSTRIN	1.366
MAP3K3	0.317
MAX	0.0652142857142857
CAPS	2.2885
SERPINA12	0.415
OSBPL8	0.0025
RICS	2.4646
NR4A2	2.29983333333333
PPCS	1.039
LONP1	-0.60825
SCYL3	1.59125
HERC2P2	-0.9175
FIBCD1	0.773
C15orf41	-0.2865
DMC1	-0.0566666666666667
C20orf27	-0.9355
RPS6KA5	1.0967
FAHD1	-0.00783333333333334
SLC12A4	-0.14
BRCA1	-0.0195
GBL	0.21875
SLK	0.372166666666667
NUDT9P1	-1.172
NOXO1	2.315
USP52	-1.4045
BAZ1B	-0.035375
SLCO2B1	2.3385
BBS12	0.561833333333333
LRGUK	-0.794666666666667
TERF2IP	0.623
COL1A1	5.62
KIAA0090	-0.195875
GRK5	-0.213833333333333
AP1S2	-2.1334
TMEM52	0.0511666666666667
CA11	-0.45825
OR4A15	0.326
ACBD3	1.2788
SPAG11B	0.215625
PRDM2	0.5402
FOXP3	0.55625
SMYD3	0.1622
LOC389199	0.0695
LGI2	0.395
NAPE-PLD	0.1546
ANKRD6	0.955
WDR45	0.275666666666667
SHROOM1	1.77525
PSCD3	0.1475
PYY	0.402
KCNC1	2.161
ARHGEF9	0.4405
OR8J1	-0.094
GPR55	0.0848333333333333
NS3BP	-1.133
C10orf22	0.246666666666667
NAT8L	0.03125
DUSP4	-0.9415
FOXM1	-0.994666666666667
GRAMD2	0.4123
ZBTB48	-0.487166666666667
BUD31	-0.1355
PABPC5	0.647
CCDC41	-0.66575
FBXO11	0.791833333333333
C6orf148	-0.06575
RFXAP	-0.64775
C6orf15	0.048
CDK8	-0.768833333333333
C6orf70	0.1575
TESSP2	0.529
ALG2	0.42
PPP1R3D	1.182
TPM3	1.11827777777778
SYT13	-1.92
EPB42	-0.928666666666667
CETN3	-0.2845
PRY	-0.00600000000000001
NTHL1	0.419666666666667
POLR2B	-0.7495
RPS28	0.0568333333333333
P2RX3	0.363
LYZL4	0.29175
WBP4	-0.176
PMM1	-0.27725
C11orf79	0.711
CBLL1	-0.9895
IL1F10	0.8195
VAX2	-0.9265
SETDB1	0.350166666666667
LRAP	-3.0745
GCLM	-0.5145
CPEB3	2.594
PPM1A	1.41475
INTS1	-0.686
CAMTA1	-0.427
SAMSN1	-1.325
LOC158830	-2.2185
GMPPA	-0.82325
AIPL1	0.2005
IL24	1.637
BDKRB1	-2.85933333333333
MLF1	1.48
TAF12	-0.10075
ID1	-2.468
THADA	-0.6955
PIK3CB	0.357
OR4N5	1.09
TBC1D17	-0.181666666666667
COX8A	-0.186
CDCA4	-0.2245
C2orf44	-0.46675
ZNF534	-0.85175
IMMP1L	0.3475
NIPSNAP3B	0.422
FTMT	0.36875
PWP2	-0.525833333333333
MMP15	-0.3039
DNAH11	-2.136
MTMR14	0.4165
DNAL4	0.71475
IPP	0.067
TMEM59	0.602625
C1orf157	-0.192
RGS4	1.3035
DDX18	-0.235833333333333
SNX6	0.45375
ZNHIT2	0.433333333333333
NCDN	0.519833333333333
FLJ33534	1.211
RAG1	-2.30525
OR4D10	0.334
PTPN5	-0.320166666666667
POMT1	0.1965
LRRC8A	1.0536
CYP1A1	-0.86825
CAPN1	0.7475
DDHD2	-0.195375
GRIK2	-0.272
GNRHR	0.1105
PPBP	0.39175
HTR3A	-0.9415
SLITRK4	-0.4675
ANKRD49	-0.0075
BTF3	0.4755
SARS	-0.43675
C13orf18	-0.876333333333333
CACNB1	-0.0437857142857143
QKI	0.345
SETMAR	0.33225
MAN2B1	0.625666666666667
EML3	-0.0215
ACADL	0.170166666666667
OFD1	-0.074625
DEFB114	-1.506
CGA	-3.1529
PEX16	0.567166666666667
LRRC10	0.194
GNG12	-0.604
C1orf152	0.257
CHRM1	0.6725
CD53	-0.089125
DBH	-1.48325
TFAP2B	0.85475
HIST1H2BJ	-1.06316666666667
FAM46D	0.5925
TMEM11	-0.6485
C3orf32	-2.9715
PCCB	0.093625
IPO13	-0.01775
C6orf105	-3.61025
COMMD5	0.315
SUV420H1	-0.2145
LTBR	0.66975
ARHGAP15	-1.020375
HDHD2	0.064
TDRKH	0.853333333333333
LOC401052	1.0485
PSG4	-1.53875
GNB4	0.1743
SPATA4	1.1585
SLC9A3	0.044
OSBP	0.449333333333333
NBPF3	0.38575
DOCK11	-0.9435
SLC39A5	-2.02833333333333
PRR5	0.245
C10orf63	-0.11375
SMTNL2	1.555
ADRA1A	-0.56625
ASAH1	1.2752
DOM3Z	-0.1507
GIPR	0.358333333333333
AHI1	0.160916666666667
NADSYN1	-0.336166666666667
RGS14	0.3834
IL18BP	0.7821
RTN4RL1	2.43858333333333
ARMC6	0.06925
PSMD5	0.272166666666667
HK3	1.1316
OR4S1	1.107
RSU1	1.0581
MAD2L1	-0.245777777777778
EIF4A3	0.8485
DLEC1	0.425833333333333
E4F1	0.244833333333333
CHMP2B	0.7126
CAMSAP1	-0.36425
RPS21	-1.00016666666667
ARID5A	0.23825
UBE2N	-0.1462
IGSF8	0.708166666666667
MAGEB6	-1.796
ACAD11	-1.418
MGC4172	0.54025
LMO4	-1.16
KLKB1	-0.81625
HP	-0.7585
HDAC3	0.006
SCHIP1	0.33075
CLCA1	0.3895
OLFML2A	1.747875
C1orf112	-0.1775
KIF19	0.461083333333333
HAPLN4	-0.2685
CXCR7	0.645
GOT2	0.1561
RAB38	-0.612375
DCX	4.30825
PPM1H	0.594166666666667
NFYC	0.114333333333333
KIN	-0.053125
ZNF228	0.978
PLSCR4	2.64366666666667
HIG2	-0.15125
FAM79B	2.9955
C21orf86	-0.7411
KCNK10	0.559
ZNF738	-0.1895
FSTL5	-1.341
OR6A2	0.096
OTOA	0.099
EXOC1	-0.280125
