Hybridization REF	TCGA-A2-A0SX-01A-12R-A084-07
MTFMT	-1.4915
PRKAB2	-0.229142857142857
ZNF76	0.212833333333333
HSPB2	4.422
CRB2	-0.59625
KLRK1	-1.3935
LYST	0.722875
UBE2M	0.1275
SLC16A9	-1.656
ZNF281	-0.2705
ST8SIA1	2.025375
C9orf105	-0.563
ANKRD46	0.7055
FAM108A3	-0.1895
C20orf91	0.44325
ZYX	0.580666666666667
RSPH1	1.21725
ZSCAN5	0.84525
RIMS3	0.484
KRT76	0.055
CEACAM4	0.847166666666667
SIRPB1	0.646125
CFHR4	-1.7635
SOX3	-1.32016666666667
GATAD1	-0.757
C21orf57	-0.81625
TMC8	0.00766666666666669
AVIL	0.480166666666667
LMOD1	2.369
HIGD1A	-0.322375
NEU3	-0.430666666666667
DES	0.416875
BZW1	-0.5101
ZNF221	-0.3775
CCDC27	0.2755
GDAP1	0.7815
RBBP4	0.2015
MGC40499	0.512
PHKA1	-1.788125
PRKAR1A	-0.36
HSD3B1	-0.525
RAD52	-0.79
CD207	1.2735
LOC389791	0.3525
RSPO1	3.29083333333333
TMEPAI	2.89525
MFSD2	0.86925
ETV4	-3.53116666666667
SCGN	-1.477
LOC391356	0.357
MPP1	-0.85425
STARD3NL	-0.39425
TFAP2D	0.0395
CD2AP	0.762125
CCL20	-3.40233333333333
CCDC86	-0.758
ZFP30	0.7365
CTBP1	1.02825
MAK10	0.24
STXBP5	-0.623833333333333
LOR	0.662
MAP6D1	0.519
ARMC7	-0.1005
TMEM150	-0.421
NSL1	0.5005
KIF5A	-0.900857142857143
ASCC2	0.193
PSENEN	1.71216666666667
OPTC	-0.926
FCRL2	2.9415
KBTBD11	-2.11475
PCK1	-0.474125
CENTD3	0.47425
MEGF8	1.187125
ALPPL2	-0.30725
OBFC2B	-0.285
ZFYVE20	-0.85025
GALC	0.698333333333333
CTRB2	0.221
C20orf71	0.334
TBKBP1	-0.218833333333333
CAMLG	0.5545
TREML4	0.381
RSAD1	-0.528
TUBA3D	-0.2802
KIAA1833	0.41725
PNPLA1	-0.06
LRRC34	-0.434
CDH26	-0.853
ZNF167	0.486166666666667
ZBTB26	-0.8277
VWF	3.4445
VTN	-1.86366666666667
BAD	0.1175
PDS5B	0.497636363636364
ZNF644	1.34741666666667
SH3GLB2	-0.31675
SMPDL3A	0.3821
NRG2	0.50575
IL15	1.81
GABARAPL1	0.9225
LAT2	1.2562
SLCO1A2	-0.706666666666667
LIG4	0.580916666666667
GSDMDC1	-0.019125
BMP4	-1.6685
METT10D	0.05275
SYCE1	1.0755
SPANXD	-6.682
SLC12A9	0.0296666666666667
MC1R	-2.066
RNF168	-0.566
TRIM69	1.04375
GALNT7	-0.642
ISG20L2	0.276
KIAA2026	1.442
TNFAIP8L1	-1.2095
DPY19L2	-0.47925
C12orf63	0.136
PRDX5	-0.6525
MED6	-0.034375
TXNDC5	-0.14725
CD46	0.51625
CCK	0.52
C17orf48	0.24025
ANUBL1	1.46875
SIT1	1.3355
TYSND1	-0.093
DEF6	0.499333333333333
GLT8D4	1.09275
UTP14A	0.358625
RPH3AL	0.6385
NXF1	0.312
TRERF1	-0.266833333333333
TUBB3	-0.26725
SLC24A2	0.9775
SEC22B	-0.132833333333333
ZNF653	0.898
GGTL3	-1.61166666666667
CDKL2	0.46175
CTF8	0.36325
EPC1	1.1395
CYP4A11	-0.197
THRSP	3.55516666666667
LELP1	-0.607166666666667
TES	2.259
C17orf87	2.7015
FERD3L	-0.06075
SH3TC1	-0.0455
RAB36	-0.6795
CRYGB	-0.6695
GRIA3	1.4361
BHLHB9	1.0425
C1QTNF9	1.02175
GOPC	0.808125
PNPLA8	0.8555
ZNF444	0.212
FMO1	4.49325
POLR3C	1.004
SLC35F3	1.43375
SGCG	-1.54233333333333
DCDC2	-0.581833333333333
NANP	-0.20825
MGC23270	-0.6645
BEX4	0.224166666666667
HYDIN	1.5174
RPS6KB2	-0.08475
ADRM1	-0.07575
BAT3	-0.29125
RAB31	0.227375
SCGB2A1	6.263125
SLC6A14	-0.787875
DDX4	0.25975
PRRC1	0.383333333333333
AP3B2	1.2495
TRGV7	-0.175
TMEM184B	0.82225
ADPRHL1	1.489
C21orf45	-0.902125
ARNTL	0.755875
AADAT	-0.1235
CCL2	2.26366666666667
SNTB2	-0.239166666666667
RGS9BP	4.33575
KPNA1	0.3005
TMEM41B	-0.487166666666667
S100A11	1.3895
DOT1L	-1.8545
EFHC2	-0.2
CLTC	-0.0358333333333333
SRP9	1.15285714285714
ZNF521	1.02075
FAM26F	0.9735
GPR88	0.642833333333333
COL13A1	0.195166666666667
CHMP4B	-0.505
SIGLEC6	0.0253333333333333
NFAM1	0.445625
PVRL2	0.6124
ALKBH4	-0.26875
CCDC93	-0.058875
NXT1	0.09575
KCNK4	-0.2825
TROAP	-1.41266666666667
KCNA10	-0.07625
CCDC114	0.127333333333333
RAN	-0.215666666666667
LMTK2	0.061
LOC400657	0.1015
UFC1	1.55025
UBE1DC1	-1.287
EEF1A1	0.9125
CHAC1	-0.2605
HMGA2	-6.5118
B3GALTL	-0.53575
ING2	-0.4875
C1orf109	-0.46
INTS3	0.051
ZNF558	0.64
TRPM4	-0.897
LTB4R	0.202
ISYNA1	-0.106
LSM7	-0.727
LRRC47	0.2433125
ZNF179	-1.0365
EXDL1	0.502833333333333
SLC4A10	-1.380875
ACSS2	-1.17266666666667
COPS7B	0.3695
KIAA0040	1.32666666666667
C1orf95	0.7845
AP1GBP1	0.0365
OR9A2	0.531
FAM71C	0.131166666666667
RIN1	-2.38166666666667
ITGA4	-0.760125
DNAJC6	0.575333333333333
CLOCK	-0.0316666666666667
SLC35A4	0.238333333333333
DSG4	0.588
LOC26010	1.494
NSUN2	-0.36525
TMEM86B	-0.8202
C14orf135	-0.4555
KIFC3	-0.402666666666667
PHF5A	-0.08675
NCAPH	-0.483625
STK11IP	1.069
FLJ42953	0.647375
CCDC19	0.803166666666667
ZNF329	-0.277125
TAX1BP1	-0.238
ZDHHC18	1.353
C10orf88	0.477
TMBIM4	0.3008
NMUR1	2
KIR2DS4	0.132875
C9orf90	-0.043625
MGC87631	0.5335
KDR	2.6236
ST3GAL2	-0.806625
RLN2	0.878
HPD	-4.39325
MOXD1	-0.871
PDGFRL	2.293
SMYD4	-0.870285714285714
FAM103A1	-0.217833333333333
MFAP4	1.5925
LOC285141	0.775
TMEM45B	-3.974625
SMCR7L	-0.277714285714286
GZMH	3.97875
CBLN1	-0.832666666666667
CNNM1	1.3965
PHF17	-1.08766666666667
NUP98	0.338916666666667
RMI1	0.4885
PTPRS	-0.5405
ANKRD57	0.78
CLDN15	-0.3235
OR51A2	-1.224
GUCA2B	2.5965
DOCK9	0.9235
ITGB1BP1	-0.3065
DLG2	-0.42425
BRAP	-0.0235
SESN3	0.848
ZC3H7B	-0.6975
FAM101A	2.31533333333333
FKSG24	-0.68225
ZYG11B	-0.204625
RFC2	-0.27875
SH2D3A	1.569
DVL3	1.85708333333333
ADFP	1.15816666666667
KRIT1	0.145
SERTAD3	2.447
LEFTY2	-1.269
KRT27	-0.2255
SCFD2	-0.59525
MN1	-0.14925
RORA	0.2615
PTPRD	0.06975
PIAS2	-1.1265
CYP4X1	1.309
FBXL15	-0.19525
MYH15	0.603
CRX	-0.0246666666666667
TBC1D13	-0.08275
SLC22A17	0.167333333333333
PLK2	1.011
ARHGAP9	2.459
EIF1B	-0.4465
C20orf185	-0.48375
DEFA7P	0.62
PRIM1	-1.36216666666667
CRYAA	-1.95
BACE1	-0.33075
AGTRL1	0.715333333333333
ACAD9	0.30225
GRASP	0.4435
RBP4	-1.9105
TFB2M	0.72325
METTL9	-0.4742
ATP5O	-0.378
SP100	1.0803
CPSF1	0.168333333333333
S100A4	0.64
LIME1	-0.5445
GPR137C	0.98575
OR2A2	-0.236
C2orf29	-0.20225
NUP188	-0.305
SDPR	-0.537
RAI1	0.296625
RPS20	-0.3047
LAMB1	-0.7115
ADM2	0.0716666666666667
ZNF229	-0.1915
DKFZp434K1815	-0.69125
EPN3	1.08633333333333
CLIC3	-1.07375
MEIG1	0.91375
HMGB4	-0.00225000000000003
STARD10	-0.929875
KLF8	1.4905
EPB41L2	1.1695
JMJD6	0.4005
CTSL1	0.445
GPR27	0.64
ELAVL4	1.70575
MMP21	0.1055
PPM1B	0.593875
SUV39H1	-1.28525
AAMP	0.504
TUSC4	-0.304166666666667
MBD6	0.4795
KLK13	0.935125
FMNL3	0.9895
TRIM13	0.636666666666667
C15orf5	-0.9305
IQCF1	-0.2105
CACNG8	0.35
SLC35D3	0.0646666666666667
ZDHHC9	0.0925
ODF3L1	-0.451
C9orf86	-0.6741
TSEN2	-1.637
C17orf64	0.242
SEPX1	-1.0821
TSPO	0.334333333333333
SYMPK	0.916
ADORA1	1.51075
TSPAN10	0.15
SEMA6C	1.0465
RTTN	-1.0292
IL2	1.277
ARRDC3	0.42725
TBPL1	-0.0475
STX12	1.33175
MRPL39	-0.91925
OR8H3	0.305
IFIT5	2.06666666666667
CASC5	-1.646375
FAM46A	-0.636333333333333
HPCAL1	-0.161
CYLC1	0.182
VGLL2	0.374125
C20orf191	0.0385
CDH1	0.99525
ITPA	-0.6345
CCDC101	-1.31775
D15Wsu75e	-0.687
EDA	-0.34925
CREG1	0.972
OR7G2	0.245
SAP18	0.25625
IFIT1	3.2095
CALML3	-1.54266666666667
FLJ37440	1.9005
FNDC5	-0.17875
SERPINB6	-0.357571428571429
JUNB	2.0735
SYS1	1.01525
SCN2A	-0.7072
ZKSCAN5	-0.7377
WNT7A	0.0988333333333333
TSHZ3	2.32475
RNF148	1.43375
H6PD	0.42775
CAD	-0.363833333333333
ZNF449	-0.1925
DOCK10	0.326
FAIM2	0.205333333333333
HEXDC	0.13825
PRB1	1.18725
C14orf148	0.231
ETHE1	0.362
IRF5	1.3914
GNMT	-1.14683333333333
MGC16291	-0.8315
RPAIN	-0.5075
CAGE1	-0.233
CNTNAP3	-1.915625
ACTR1B	0.197
EEF1E1	-0.98475
MSX1	-0.06825
ESF1	-0.774222222222222
HSPC171	-0.417
MRPL2	-0.784666666666667
RDH12	-0.4445
CELP	-0.135
METRNL	0.2525
C10orf116	2.76983333333333
C19orf48	-1.505
ZNF346	0.065375
NCR1	-0.3465
C10orf64	0.576
CD52	2.70725
VPS18	0.327375
AP4S1	-0.571
NPBWR1	-0.3035
TPK1	1.15175
UBA52	-0.129833333333333
RIPK1	1.0635
CPNE3	-0.5584
HSPC159	-0.235625
C8orf38	-0.4545
LRRC4B	-1.503
PARP10	0.6389
ANKRD50	-0.09025
CXCL9	7.1225
FGF18	0.888272727272727
EIF2A	0.868625
SLC20A2	0.6085
KIAA1549	-0.415916666666667
SPINT1	2.1393
ZNF584	-0.2475
CRBN	0.207166666666667
ABCF3	0.368833333333333
NCBP1	-0.686
PLA2G4F	-0.312333333333333
PCDH10	-0.486375
TTC21A	0.505
C20orf144	-0.2985
FGFR1OP2	-0.437
SLC9A1	0.00149999999999999
CHRND	-0.388
FOXF1	-3.01575
KIAA1467	-0.6165
TPO	0.536333333333333
LTF	3.73671428571429
DNAJB9	1.156
MRPS27	-1.06925
bA16L21.2.1	-0.36275
WBP2	0.262666666666667
MRGPRX3	-3.10466666666667
PRPF18	0.8165
C10orf58	1.0345
SMOC1	-3.0111
ADAT3	0.0498333333333333
TMEM138	-0.55175
TMEM131	-0.0735
TIMM8B	-1.125
MYH7	-0.419
ST6GAL2	1.11625
KIF1C	0.1365
SUHW2	-1.522
PAPSS1	1.32375
CABP2	-0.064
HOXA4	-0.97675
ELF2	0.38025
SEMA3D	1.2223
MC5R	-0.068
OGFR	0.0885
FLJ30092	0.0961666666666667
TGFA	2.2093
MMP17	0.21575
KIF15	-1.6245
CHIA	2.27075
CATSPER3	0.8585
CEACAM7	-0.039
PADI2	3.281125
HOXA9	2.29083333333333
LNX2	0.860333333333333
TMEM144	1.477
HIF1AN	0.755
METTL7A	-0.5207
C6orf165	1.82033333333333
KIAA1468	-0.23875
DSG3	3.9775
ZNF180	0.0515
EIF4E3	1.06525
SLC46A1	-0.386
DKK1	-4.90316666666667
ZNF205	0.0331666666666667
LOC162073	0.0556111111111111
COX7A1	4.166
MAGEA1	-5.50333333333333
NEDD8	-0.417833333333333
KLHDC5	-0.0630555555555556
C3orf19	-0.742333333333333
MRPS2	-1.049
POLR3H	-0.276571428571429
ABHD11	0.5658
TMEM17	1.27225
PAIP2B	0.9444
MAT1A	-4.4875
LGI3	0.2775
THUMPD2	0.878
TKTL2	0.61725
XAGE3	-2.62533333333333
CALM3	-0.183916666666667
C6orf136	-0.454833333333333
KCNC4	0.579
RGS9	0.241333333333333
ACIN1	-0.643
SPATS1	0.59075
XKR8	0.061
FAM84A	1.83866666666667
MS4A7	4.32209090909091
AGXT2L2	0.03875
OR1F1	0.4475
SMAP1L	-0.0771666666666667
IPO11	-0.05225
ZC3H11A	0.2490625
C1orf151	0.13675
RNASEH2A	-0.326
CCR10	-1.7515
TXNDC11	0.53175
TMEM112	-0.453875
MAP1B	0.0915
NVL	0.63975
PKM2	-1.4273
ARC	-0.555
NUP54	-0.6915
PPFIBP2	2.46116666666667
STAT2	1.68575
PTAFR	2.648
ROBO2	1.752
RNF40	-0.561833333333333
CCDC135	-0.8385
IFT81	-0.5727
MORF4	0.16825
TM7SF3	0.085125
OR10H3	-0.0685
ABP1	0.233
CHRD	0.16125
PLEKHA8	-0.448166666666667
NCALD	1.967
OR5AK2	1.0315
ACCN1	0.0188
SLITRK1	0.97725
ARMET	-0.50325
C9orf52	0.95825
REEP4	-1.792
MTSS1	0.97875
ADH1B	4.1765
DLD	-0.58075
CDK5	-0.73425
PPFIA1	0.2761875
WFDC3	1.57725
DNAJB12	0.932285714285714
RANGRF	-0.9565
MLANA	-5.68825
AMY2B	1.15525
KIAA0319	-0.885
RPS7	-0.075
JAK3	0.6418
ARFGEF1	0.75175
CXCL5	0.82025
TRAPPC4	-1.29875
CETN2	-0.064
HSPC111	-1.1675
RHOBTB3	-2.0058
PHLPP	0.0865
RGS10	2.2915
TMEM58	0.0945
CHERP	0.793375
HSP90AB3P	0.0356666666666667
FSTL3	-0.3155
PEX11A	-1.24025
OR5V1	0.3565
FCN3	1.99475
PTPN3	0.483875
NPTX1	-6.158625
C21orf84	-0.6
C11orf51	-0.70325
ZBED2	4.35125
FLJ90757	0.1605
NPY2R	-0.1145
PLD3	1.7115
SYT17	-1.66133333333333
SGSM2	-0.2115
OR1A2	0.164
FOXP1	0.70675
SLC5A1	2.234
POFUT1	-1.1191
EPHB6	-0.692333333333333
MYO1G	-0.711125
STAC	0.9367
KLHL17	-0.670833333333333
RGMA	1.8774
TJP2	1.0768
FAM114A1	-0.205666666666667
SERINC1	0.823833333333333
SLC9A8	0.651875
PEX19	0.185875
EDN2	-0.799
PSMD7	-0.502444444444444
C3orf41	0.921
UQCR	-1.161625
PPP1R3C	-2.9395
LRP4	-2.21183333333333
TM2D1	-0.04775
TTC17	0.6105
C4BPB	-5.3765
CCL25	0.95975
ZNF253	0.624666666666667
CHRNA9	-3.89575
SOX11	2.52675
HIVEP3	1.2685
CGN	2.67691666666667
C3orf35	0.253375
PKD2L1	2.627
SYVN1	0.393875
PDE8B	-1.270375
LOC439951	0.13175
LTC4S	1.42666666666667
MIF4GD	0.247666666666667
SMARCA2	1.1901875
TUBGCP6	-0.634833333333333
CABLES1	-0.160625
C16orf77	3.51516666666667
ZNF791	1.06825
FUT5	1.1355
ADH6	-2.8952
P4HB	0.20475
CLDND2	-1.92375
ALKBH8	-0.30075
PLAC4	-1.84075
F11R	1.08478571428571
MGC35295	-0.0413333333333333
PDZD4	-0.833833333333333
LOC389073	-1.26375
FAM80B	-0.682333333333333
PSMB1	-0.347625
TXN	-1.02283333333333
VIPR1	-0.1409
WBSCR18	-0.7571
EXOSC6	-0.343166666666667
ACTA2	3.33216666666667
SP5	-1.31766666666667
ANKRD1	0.7475
DDR1	1.8749
ATP6V1D	0.02425
PTGS1	-0.992833333333333
RNF157	-1.45275
DCC	0.14125
SPAG7	0.66325
FBXO18	1.003
UBE3C	-0.4587
HOXC6	1.6045
LRP2BP	-0.356833333333333
MYST2	0.38725
PDSS2	-0.224
ATE1	0.194
ARAF	0.59625
KLF10	-0.35475
PLA2G2E	-0.51575
ASCL1	-1.06083333333333
TSNAXIP1	0.74225
FAM131B	-0.196428571428571
IFNA10	-0.0555
NUP43	-0.872375
FAM44B	-0.239625
L1TD1	-3.4915
NMD3	0.51
C18orf54	-0.8406
PHOSPHO1	-0.5165
RAG2	-1.0845
EMILIN3	-0.1615
METTL3	-0.61275
VPS13C	-0.434125
REXO2	-0.852
ANXA4	0.34375
CA1	-1.429
DCP1B	0.32675
TULP3	-0.259166666666667
ATP2A2	0.2615
ATIC	-0.4005
ADAM15	-0.758583333333333
NPL	2.16483333333333
LGR4	0.852125
UEVLD	0.3395
GAB1	0.9475
SNAI2	-0.579166666666667
ZGPAT	0.5351
SNF1LK	0.568
DLEU1	-1.84625
UBE2Q1	0.82325
ZMYM6	0.2490625
JPH3	-1.7435
FAM38A	-0.244
PXK	-0.645333333333333
DENND2D	2.15825
BAX	-1.05241666666667
CP	-1.73518181818182
RPL37	-1.1239
G6PC3	-0.654625
NCOA4	1.15416666666667
LRRC14	-0.005125
GORASP1	0.6805
FCHO2	0.447625
CYP24A1	-3.9317
FXYD3	2.043625
SMARCAL1	0.73025
ABCB8	0.534166666666667
CCDC44	-0.3285
PRDM7	-3.56375
USH1C	-1.1725
DNAH5	0.267833333333333
SRF	0.69875
MAL2	2.17783333333333
PGPEP1	-0.22225
SIN3B	0.37
SEMA3C	-0.3785
GRAMD3	0.997
FBXO10	-0.390375
OR5D13	-0.0265
FLJ31818	0.229
CACNA1I	0.200625
S100A13	-0.6105
TP63	-0.315071428571429
ANXA11	1.0508
WDR66	1.319375
CSF2RB	0.96
IFI44	2.416
DACT1	2.15416666666667
ANKRD23	-1.477375
ATP5G1	-1.27916666666667
C21orf70	-0.354833333333333
PPWD1	-1.2915
DNAJC13	0.6115
PAH	-1.89866666666667
PTCH2	0.40625
TRMU	-1.052
CCDC9	-0.1735
USP3	-0.3043
DCLRE1C	0.9487
FAM55C	0.34275
FRMD4B	1.55725
CYP2R1	-0.26125
RFPL1	-0.3465
XPO5	-0.3215
ARL6IP2	1.7775
OSBPL5	0.4075
MMP9	4.468
KIAA0802	-0.918125
DHRS2	-5.01016666666667
SGEF	-0.473125
TXNDC10	-0.8839
EXOC6	0.85775
RPS27	0.6735
PNCK	-2.6505
FSTL1	0.69575
AACS	0.50325
SLMAP	0.0605
SAMD4A	1.0369
ABRA	-0.1745
SMARCD3	0.0875
PKNOX2	-2.45133333333333
A4GNT	0.167
C9orf39	0.457833333333333
RALYL	0.04425
MGC33556	-2.668
C10orf25	0.3845
BBOX1	5.37525
NHEDC1	0.15775
XDH	-0.0835
GCSH	-0.733
EDN1	2.67466666666667
MTERF	0.63425
CLK4	1.509125
ZNF799	1.02783333333333
KCNG1	0.2755
CXCR4	1.51666666666667
PTPRR	1.37625
IRAK1	0.291
LOC401397	-1.044
TMSB10	1.122
CXCL3	-2.6053
TMC4	1.16075
OR7A10	0.158
STYK1	1.022
CHRNA10	-0.21375
CCNI	0.3365
EP300	0.528571428571429
LOC165186	1.15216666666667
HIC2	-2.5875
SDR-O	-0.918
OR2W1	0.443
KCNA6	-0.0805
TRIM74	-2.2325
REEP6	-2.75075
ATP5G2	0.052
ERG	0.14875
TMEM42	-0.6355
PARN	-0.319666666666667
SOD2	0.6863125
DIRAS1	-1.20116666666667
PNPT1	-1.01625
JOSD3	0.3885
hCG_40738	0.8065
PDE1C	-1.981
SEMA4D	1.56125
AGPAT1	-0.466833333333333
NOSTRIN	-0.380125
MAP3K3	-0.127
MAX	0.683214285714286
CAPS	2.97333333333333
SERPINA12	0.206
OSBPL8	0.22
RICS	0.4756
NR4A2	0.9045
PPCS	0.8315
LONP1	-0.12525
SCYL3	1.42175
HERC2P2	-1.07416666666667
FIBCD1	-1.2635
C15orf41	-0.402
DMC1	-0.665833333333333
C20orf27	-0.80225
RPS6KA5	0.0465
FAHD1	-1.01516666666667
SLC12A4	0.1285
BRCA1	-1.30425
GBL	-0.92025
SLK	0.282
NUDT9P1	0.2765
NOXO1	1.743
USP52	-0.58025
BAZ1B	-0.12225
SLCO2B1	3.10025
BBS12	0.812833333333333
LRGUK	-1.75066666666667
TERF2IP	0.31725
COL1A1	5.074
KIAA0090	-0.153
GRK5	0.798166666666667
AP1S2	-0.6924
TMEM52	-0.993333333333333
CA11	-0.629625
OR4A15	0.532
ACBD3	1.0579
SPAG11B	0.097125
PRDM2	1.2388
FOXP3	0.94525
SMYD3	0.0349
LOC389199	-0.0865
LGI2	2.94
NAPE-PLD	-0.2326
ANKRD6	1.2855
WDR45	0.315833333333333
SHROOM1	-1.8535
PSCD3	0.218
PYY	0.4735
KCNC1	-0.4035
ARHGEF9	0.7594
OR8J1	0.751
GPR55	0.2805
NS3BP	-1.265
C10orf22	0.608333333333333
NAT8L	-0.39225
DUSP4	-0.909833333333333
FOXM1	-1.02816666666667
GRAMD2	2.1469
ZBTB48	-0.129166666666667
BUD31	0.119
PABPC5	0.685
CCDC41	-1.57125
FBXO11	0.418833333333333
C6orf148	0.983
RFXAP	-0.20475
C6orf15	2.42733333333333
CDK8	-0.109333333333333
C6orf70	0.09725
TESSP2	-0.156
ALG2	-0.16825
PPP1R3D	1.1785
TPM3	1.05405555555556
SYT13	2.5475
EPB42	-0.3215
CETN3	-2.07425
PRY	-0.383
NTHL1	-1.162
POLR2B	0.2865
RPS28	0.0053333333333333
P2RX3	0.072
LYZL4	-0.138
WBP4	0.2263
PMM1	-0.74575
C11orf79	0.194
CBLL1	-0.70025
IL1F10	0.139166666666667
VAX2	1.254
SETDB1	0.670333333333333
LRAP	-0.2305
GCLM	-1.029
CPEB3	2.14175
PPM1A	0.7039375
INTS1	-1.153
CAMTA1	1.66333333333333
SAMSN1	0.07875
LOC158830	-0.5805
GMPPA	-0.132875
AIPL1	0.538
IL24	0.34225
BDKRB1	-2.42633333333333
MLF1	1.3972
TAF12	-0.24575
ID1	-2.652125
THADA	0.11675
PIK3CB	0.723
OR4N5	0.376
TBC1D17	-0.237833333333333
COX8A	-1.31575
CDCA4	1.06725
C2orf44	-0.08125
ZNF534	-1.52025
IMMP1L	-0.38
NIPSNAP3B	0.909
FTMT	0.530625
PWP2	-0.156333333333333
MMP15	-0.2543
DNAH11	-0.06375
MTMR14	0.560625
DNAL4	1.13275
IPP	-0.6525
TMEM59	0.3675
C1orf157	0.3505
RGS4	0.459333333333333
DDX18	0.1465
SNX6	0.70875
ZNHIT2	-0.558333333333333
NCDN	-0.7815
FLJ33534	0.79
RAG1	-1.86775
OR4D10	-0.0555
PTPN5	-0.534166666666667
POMT1	-0.35675
LRRC8A	0.082
CYP1A1	-2.11575
CAPN1	1.52666666666667
DDHD2	0.25075
GRIK2	-0.492
GNRHR	-0.659
PPBP	0.5105
HTR3A	0.016625
SLITRK4	2.05025
ANKRD49	0.94875
BTF3	-1.0087
SARS	0.069
C13orf18	1.4835
CACNB1	-0.191642857142857
QKI	1.00940909090909
SETMAR	0.189875
MAN2B1	1.82783333333333
EML3	-0.31125
ACADL	2.48733333333333
OFD1	0.179875
DEFB114	-0.066
CGA	-4.4404
PEX16	-0.100333333333333
LRRC10	-0.7725
GNG12	-0.635
C1orf152	0.636666666666667
CHRM1	0.2025
CD53	2.17925
DBH	-0.73675
TFAP2B	2.20225
HIST1H2BJ	-1.34716666666667
FAM46D	0.337
TMEM11	-0.07475
C3orf32	-3.8385
PCCB	-0.73775
IPO13	0.279875
C6orf105	-2.36925
COMMD5	0.30625
SUV420H1	0.9168
LTBR	0.9475
ARHGAP15	0.969625
HDHD2	-0.65775
TDRKH	0.748666666666667
LOC401052	-0.122
PSG4	-0.7845
GNB4	0.9422
SPATA4	1.1
SLC9A3	-0.449
OSBP	0.739333333333333
NBPF3	0.339916666666667
DOCK11	0.082
SLC39A5	-2.69216666666667
PRR5	0.3886
C10orf63	1.588875
SMTNL2	3.4405
ADRA1A	0.60825
ASAH1	0.9024
DOM3Z	-0.0255
GIPR	0.416666666666667
AHI1	-0.414416666666667
NADSYN1	-0.996666666666667
RGS14	-0.1845
IL18BP	1.5229
RTN4RL1	-1.40566666666667
ARMC6	0.29775
PSMD5	0.285333333333333
HK3	3.0702
OR4S1	0.41975
RSU1	1.8677
MAD2L1	-1.73322222222222
EIF4A3	-0.1405
DLEC1	0.293666666666667
E4F1	-0.848333333333333
CHMP2B	-0.1013
CAMSAP1	-0.23025
RPS21	-0.220666666666667
ARID5A	0.60125
UBE2N	0.3335
IGSF8	0.618
MAGEB6	-2.2625
ACAD11	-1.196
MGC4172	-1.077
LMO4	2.58575
KLKB1	-0.0705
HP	-1.1695
HDAC3	0.21025
SCHIP1	2.79075
CLCA1	-0.0945
OLFML2A	0.647125
C1orf112	-0.119
KIF19	1.87775
HAPLN4	-0.9025
CXCR7	0.374666666666667
GOT2	-0.9901
RAB38	-0.112375
DCX	-0.19225
PPM1H	1.05
NFYC	0.5515
KIN	0.1325
ZNF228	0.34375
PLSCR4	2.59116666666667
HIG2	-0.8745
FAM79B	2.6825
C21orf86	-0.6732
KCNK10	1.22375
ZNF738	-0.04675
FSTL5	-0.867833333333333
OR6A2	0.1225
OTOA	0.628666666666667
EXOC1	-0.045
AHRR	-3.24725
PDAP1	-1.13058333333333
C19orf6	-0.79775
ZAN	0.1865
LY6G6E	-0.0955
EIF4E2	0.183
C20orf198	-0.54625
ZNF324	0.2745
CYP3A5	-3.90183333333333
ENTPD7	0.625166666666667
MBOAT5	0.206
GJB5	-2.97325
TTC13	1.4885
S100Z	-1.45033333333333
KIAA0664	0.589666666666667
PDGFRB	2.23041666666667
IL17D	-1.07825
OR56B4	-0.4945
RDX	-1.12283333333333
SLC34A3	-0.149
IL28B	0.978
JUND	1.5
CHRNB1	-0.56825
CAMK2B	-0.72025
FETUB	-2.499
CXorf23	0.436
MRTO4	-0.84025
TTC3	-0.0045
NDUFB8	-0.687833333333333
EDG2	-0.88525
SEMA3G	0.76575
IL23A	1.45825
GRHL1	2.3488
LOC441054	-0.9895
WDR65	0.898875
PSTK	-0.22525
STOML3	0.0828333333333333
R3HDM2	0.6896
C5	-1.938
SLC2A10	-0.104333333333333
C3orf22	0.2015
PAQR3	-0.759769230769231
ANKRD26	-1.14816666666667
HCRTR1	0.3025
LOC399947	-0.6695
PSD2	-0.178
TIGD2	0.248166666666667
SCRN1	-0.80575
COQ10A	-0.85875
DDI2	-0.4185
METTL7B	-0.684833333333333
UCN2	-0.17025
FAM92A3	-0.6425
WDR16	0.272
ZNF511	-0.3335
ZMYM5	-1.122125
POLR3G	-3.525
ZNF586	0.82725
C1orf49	0.2815
TANK	1.4175
RCAN1	1.032
PELI3	-0.189166666666667
LIMD2	0.584166666666667
TMEM189	-0.273
NTN4	-0.20325
LOC151300	0.8545
CLEC2A	-0.6615
GPR135	-0.62325
DPYSL4	-0.3872
JAK2	0.710166666666667
TSHZ1	-0.295333333333333
TM9SF4	-0.223
ZNF264	0.893666666666667
SIRPG	2.525625
BICD1	-0.10925
HERC6	2.83216666666667
METTL5	-0.5465
CASP1	1.88575
PRRT1	-0.5335
PLA2G4C	3.57683333333333
ICA1L	0.0846153846153846
TPTE2	0.1442
OTUD7A	-0.0648333333333333
AQP11	-3.096
APOA2	-5.2872
KALRN	0.3069
SECTM1	1.59116666666667
IFNAR1	0.652
TALDO1	0.41075
RAB11FIP4	0.603666666666667
EIF5A	-1.3715
FAM49A	2.81
NEGR1	0.491666666666667
YTHDC2	-0.83675
EHD2	-0.734125
NCF1	2.8368
