Hybridization REF	TCGA-A8-A07C-01A-11R-A034-07
LGALS3	-2.19116666666667
GLT8D1	-1.1245
CFL2	-1.50783333333333
UPB1	-0.1245
NAP1L5	-1.2165
CLDN14	0.989
DHX38	-0.6885
BTBD1	-0.142
TARS2	0.1715
ABCF1	0.908
FCF1	-0.049
LRRC49	0.56975
GUCY1B2	-1.7975
C1orf177	0.127166666666667
SMARCA4	0.732928571428571
LRP8	-2.30183333333333
TAGLN3	-0.123
MRPL14	-0.34525
TTRAP	1.49925
ZDHHC20	1.2325
NFE2L3	-0.00575
KIAA1377	0.3005
PALMD	0.3746
TMEM43	0.76125
TTL	-0.162625
STAT5B	0.133666666666667
SSB	-0.546375
OR10H5	-0.306
SLC22A13	-0.723
AKAP3	1.4395
TIMM23	0.9125
OAS2	1.3425
KIAA0423	-0.621
TRIM11	0.0428333333333333
GLIS3	-0.09425
TMEM50B	-0.149666666666667
ARHGEF4	0.3845
DEGS1	-0.191181818181818
TBL1XR1	0.991933333333333
G6PD	-1.66125
SP140	0.8009
MUC17	0.0637142857142857
NUDC	-0.604
DNAJC5B	2.57066666666667
SCARA3	-2.446
CPA3	0.455666666666667
BCAT2	-0.52675
MFN1	0.6364
NRG3	1.047
SNX11	0.976
PLEKHH1	-0.5335
GPR177	-2.432
HCFC2	0.923
TCAP	0.82225
MOCOS	-3.90775
C14orf93	0.04175
PRDM10	0.0183333333333333
SLC16A4	-0.663583333333333
SRGAP1	-0.804666666666667
VIP	0.19375
DUSP27	-0.258
LILRA1	0.4024
MC2R	0.17
MGC24103	-3.40725
MBTD1	-1.1975
FUT11	-0.613166666666667
USP33	-0.1935
C15orf39	-0.91475
MAP3K12	-0.997
PAAF1	-1.454
BARHL1	0.03
FLJ16165	-0.0865
PIWIL2	-2.82325
SYNE1	-0.4025
CMTM4	-0.179125
TSPYL1	0.7852
GUF1	-0.077
TMEM157	0.1795
WDR44	-0.17175
HIST1H3C	0.5585
DKFZp666G057	1.46125
RNPEP	-0.56175
GAS2L2	-0.158166666666667
ADH4	-4.46825
GRPR	-0.128166666666667
FBXL17	0.84875
ZBTB10	0.326833333333333
Gcom1	0.418333333333333
HTRA1	-0.00219999999999999
ZNF585A	0.2505
SLC26A2	2.65542857142857
OTOP3	0.343
WISP1	0.896222222222222
ATP2B4	-1.29675
FLJ10769	1.39725
CRAMP1L	0.2415
CHST12	-1.31875
RAB22A	0.165833333333333
TARDBP	0.174642857142857
STAU1	0.01475
CRB3	2.90216666666667
MIG7	-2.0565
CHMP1A	0.2525
ZNF160	-0.195125
B3GALT6	0.289875
BARX1	-1.71083333333333
C6orf167	0.802875
NXNL1	0.2055
DHX29	0.754375
HADHB	0.56
PLXNB2	0.11475
ILDR1	-1.366
SLC15A3	2.63775
GAS2	-1.10533333333333
C20orf69	-0.49875
NUMB	-0.31975
TNIP1	-0.2415
MESP1	-0.395
PSKH1	-0.212
NSFL1C	-0.603875
RHOG	0.295
HEY1	-2.3945
KNG1	-1.45725
ITGAX	1.7798
LIN9	0.216666666666667
CANT1	1.3025
XRN1	-0.0787142857142857
CCDC96	0.7844
HEATR6	-0.831666666666667
GNG7	2.95975
RUNX2	0.389625
SOX1	0.2735
FCRL5	1.3498
ZNF99	0.177125
FAM9A	0.245
SNX22	3.199
MBNL3	-1.19533333333333
ODC1	-0.6874
ADORA2B	-1.8875
NR2F6	0.102
ZFYVE16	-0.298111111111111
SYNJ2BP	-0.2358
POLE	-0.380875
E2F2	-0.3695
THRA	-1.229
PTGES2	0.122666666666667
HIP1R	2.07183333333333
TMUB1	-1.08566666666667
ENO3	-2.43425
RSPH10B	-0.0605
CXorf39	-0.434875
IRGC	0.2335
GPR109B	-0.98075
FLJ13305	1.683
LCE3A	-0.406
TNFRSF18	-0.906
DET1	-0.51725
TRPM3	-0.211333333333333
C16orf79	-1.541
FECH	-0.457333333333333
RAP2A	2.91916666666667
CRIP1	-0.524666666666667
AZIN1	1.033625
SLC7A7	3.9155
IL10RA	1.5256
TMEM64	-1.98675
CDC42EP4	-0.6464
C16orf58	-0.3736
ARG2	-0.96
POU5F1P4	-5.011
FAM62B	-0.072125
DNAH8	-1.9035
ASH2L	-0.0035
TSLP	-1.03483333333333
CNTNAP5	-0.217
TMEM16C	-0.77325
IFNA14	0.4495
SLC1A3	1.162875
CABYR	2.485
BCL7B	0.5321
NUDT13	-2.29566666666667
C13orf28	0.34175
C1orf53	-0.8615
ARL6IP4	-0.3397
RPL35A	-0.59575
EMR3	0.192
RAB40C	0.240166666666667
SLC41A1	0.120833333333333
LRCH1	-0.0445
LY6G5B	-0.238
FAM124A	-0.168928571428571
MGC10981	1.13116666666667
CLIP3	-0.3942
MAP4K2	0.5155
CHIC1	-0.434
SULF1	3.83516666666667
C20orf30	-0.680428571428571
PRDM5	-0.08625
ELOVL1	-0.45
C11orf48	-0.18525
SLC39A10	0.212
KCNV1	3.36625
ACP1	-0.254
ZMYM2	-0.6045
B3GNT6	0.0261666666666667
C9orf69	1.05925
C2orf15	1.31175
C20orf166	-0.117
HSP90AA6P	-0.1095
EDG7	0.421
NEURL	-1.5545
LPL	2.36066666666667
CLEC2D	-0.190714285714286
GRRP1	1.411
CD8B	-2.639
HIST1H3D	-0.7605
SLC6A12	0.52625
FAM27L	0.906
CD84	2.325
RASA1	-0.9375
PHKG1	-0.5435
MAGEA11	-1.592
IMPA1	0.1496
NPM3	-0.7565
RARRES1	4.02375
SH3BP1	0.37525
B3GNTL1	-0.0605
ARPC5L	1.312
KLHL26	0.528
SIM2	-2.279375
GJC1	0.303
C20orf194	0.003
EXO1	-0.03325
SLC2A2	-1.78283333333333
LOC285074	-0.60875
LRG1	-3.07525
KIRREL	-0.1735
PIK3R1	1.924
C4orf34	-1.051
MAF	-1.17116666666667
ADCY4	2.87133333333333
ZMIZ2	0.5298
SLC46A3	1.15533333333333
STAMBP	0.1705
CCDC16	1.16325
MS4A12	0.2305
TCF20	0.42125
LRRC46	-0.08475
C20orf152	0.11775
MRPS6	-1.32075
ABCB11	-0.0535
KCNC2	-0.033
CDH19	-0.482666666666667
C9orf123	-0.0935
SSH3	-0.825375
LDLRAD1	-3.32275
CCBE1	-0.62025
ZNF135	1.627875
TAAR1	0.0725
WFDC12	0.321
CCDC42	0.0718333333333333
FLJ12529	-0.39525
PER1	-1.24633333333333
TIMM50	-0.0533333333333333
SMARCAD1	-0.1445
FAM26C	0.017
TP53TG3	-1.307
SH3RF1	1.7553
LMCD1	2.32575
GPR63	0.6015
FLJ21986	-2.61075
AIFM3	-0.97325
MICAL1	0.270333333333333
BLZF1	0.531166666666667
IQCA	-0.453666666666667
PCDHGC3	-0.329
SAC	0.502
BCL6B	2.20516666666667
DDO	-1.367
MARCO	3.56025
DCHS1	2.44966666666667
C1orf170	-1.22166666666667
CD200R1	0.698
C22orf15	-0.5555
SEPT11	0.199
ADNP	0.8195
UST	-1.2567
C13orf34	-0.520833333333333
RFFL	0.475285714285714
APBA3	1.0365
C2orf60	-0.0375
CUTL1	-0.5728
PMS1	-0.379125
ZNF689	0.3095
EIF3E	0.517833333333333
IL9	0.115166666666667
RPL31	-0.034
LY9	0.937666666666667
ATP2B3	-0.24075
KDELR2	-0.414791666666667
TFCP2	0.261375
NLRP12	-0.516375
FLJ45422	1.047
TLE4	-0.1527
ZNF570	-0.082
FLJ43806	-0.4765
TLK2	0.05525
CIR	0.63525
MARS2	0.258
COL24A1	-0.8775
SDF2L1	-1.092
HIBADH	-1.08183333333333
IGFBP3	-2.20314285714286
C12orf23	-0.13775
PSPC1	-0.03125
C20orf43	0.14525
TRAV20	0.085
ARHGAP24	-0.08025
KIAA1975	-0.727125
C1QA	3.5744
DNTT	-4.1535
C10orf6	-0.218083333333333
C11orf41	0.6365
HNRPF	0.36775
COL11A1	5.33566666666667
UBAP2	0.553833333333333
CDKN2AIPNL	-1.0925
C20orf174	3.3995
SPRED2	0.2325
PLA2G12A	-0.455333333333333
ICEBERG	-1.6345
SCN10A	0.379
C11orf65	-0.19025
GBP5	5.4995
PITPNC1	-1.11033333333333
POU3F3	0.7945
NCOA7	1.501
LIN7C	0.5928
LOC348840	-0.951
NKX2-2	-2.31
ANKRD13D	0.275125
LOC123688	-0.45025
FUT2	0.261
TAAR8	0.2665
FZD4	-1.01783333333333
PNMA3	-1.57733333333333
OR4L1	0.2015
WIT1	-2.27875
EXOC3L	1.043
ATPBD4	-0.4052
KRBA1	-0.68825
UBXD6	-0.891
HOXB7	-0.997928571428571
C7orf23	-0.76
UNQ338	1.325
STAB2	0.35375
CDC20B	0.19575
IRF9	0.14675
CENTG1	-0.0875833333333333
TNPO2	-0.167
MCPH1	0.33625
BMS1P5	-0.571
SLC26A7	0.5435
HIST1H3J	0.4275
C9orf3	-0.4409
LBH	1.24225
MYO1D	0.3955
PTDSS2	-0.94425
NFU1	0.578
DEPDC4	-1.08475
WNT7B	-0.8315
GLP2R	-0.0196666666666667
SETD4	-0.2527
DYNLT3	-0.96
FKBP11	-1.12466666666667
SESTD1	0.666
FLII	0.5495
RPS16	-0.1198
CHPF	-1.02083333333333
CSNK2A1	-0.1695
SUMO1P1	1.09925
FKBP6	-0.617
ZNF214	-0.9625
TWIST1	-0.159666666666667
DDX56	-1.00683333333333
TRAM1L1	1.8438
EPO	-3.30666666666667
MRPS18B	-0.0105
ZNF682	0.267666666666667
RPL14	0.4375
MAFF	0.1215
LOC51136	-0.31725
LY96	0.2755
DDX20	-0.003
ABTB1	0.0545
ARL5A	0.4013
CCT6A	-0.484
HEPACAM	-1.70266666666667
EHHADH	0.605
RBAK	-0.293333333333333
CGB1	-0.01025
ITGB5	-1.3359
YIPF3	0.042
FKBP2	-0.1565
NR1D1	-1.3043
TMEM110	-0.304
NEK2	0.637
PRAMEF8	-2.83575
C20orf52	-0.33
PCDHGA3	-0.1105
VWA3B	-0.21075
NDUFA5	0.274375
THAP9	0.02525
FLVCR2	0.1795
AP1S1	-1.0055
SMAD6	-1.8225
SAV1	0.2325
SAT1	0.60875
ZNF251	-0.040625
ADAMTS7	0.1733
RPP38	0.38175
C1orf211	-1.32
YPEL2	0.71255
RBMS1	0.27975
ZNF445	-0.114
NRXN2	-0.133
PGBD4	-0.2725
UGT2B28	-2.4545
WBSCR16	-0.1926
NLRC3	0.894
ASTL	0.1785
ST6GALNAC1	-3.4025
ZADH2	-0.366875
MLLT4	-2.611
ARL6	1.54433333333333
MEF2C	-0.3455
CBFA2T3	-2.7935
AFF3	-0.441857142857143
COG7	-0.433333333333333
MYB	-0.0356666666666667
PLXNA3	0.4615
XRCC2	-0.118166666666667
MMS19	-0.542625
ST8SIA5	-0.397125
CHPT1	0.606
KIAA1712	0.0816250000000001
OR6X1	1.129
ACTR3	0.365875
UGCG	-0.783833333333333
OR4P4	0.3545
ZAP70	-2.18925
LPP	0.838375
ZNF485	0.64925
PTPRCAP	0.739
IL12RB1	0.583
ATRX	-0.3516
CHST8	-2.792875
C14orf109	0.04125
ARV1	-0.1005
NMB	0.307428571428571
COX5A	-0.779666666666667
EIF6	-0.304
MPPED2	-0.1
SEMG1	-0.44
CHRDL1	-0.0585
TRAF3IP2	1.35275
WNK2	0.2555
LILRA4	2.54283333333333
LAMA2	1.90225
PXT1	0.1515
RLBP1	-1.7135
CD300C	0.49725
SLTM	0.19175
FLJ10404	-0.3650625
APOBEC3D	-3.07883333333333
RENBP	0.407333333333333
ATXN7L1	0.06425
NID1	-0.14875
TUBGCP3	0.637125
ITIH5	-0.0455
CCDC110	0.0805
C8A	-2.51525
MGC87042	-1.9595
HOXC13	0.76825
TFDP2	-0.94525
HCP5	0.98475
POLI	-0.774
UCN	-1.42016666666667
ZNF764	0.535333333333333
C8orf45	2.12675
FHL3	-0.586
SPATA5L1	-1.297
MMRN2	2.44716666666667
NDST1	0.3675
COL20A1	-0.0366666666666667
ZNF248	-0.742333333333333
PELP1	-0.292833333333333
MBL2	-2.10266666666667
RNF41	0.341875
C5orf24	-0.1215
THOC5	-0.15025
SERINC3	-0.554333333333333
RP11-151A6.2	0.38075
CDCP2	0.02025
HIST1H2AA	0.11125
C11orf75	0.839666666666667
FKBP7	-0.48225
DDOST	0.2035
GPNMB	1.34183333333333
TTF2	-0.817
KCNT1	0.035
SLC39A14	-0.77125
NGRN	0.1277
GPR137B	1.12675
MECP2	0.424625
PSMA1	0.06425
C16orf73	-4.916
TMEM60	-0.0811666666666667
CSN3	0.923
NOS1	0.385166666666667
RAB7L1	0.561333333333333
YBX2	0.4955
KIAA1166	0.235125
FUBP3	0.7415
ABCG1	0.7045
ACACA	-0.192583333333333
ARL11	0.081
ATOH1	0.042
ODF1	0.465
CREB3L3	-1.50866666666667
TMEM127	1.17285714285714
DSCAML1	-0.6505
PLN	1.39066666666667
LYPLA1	0.195166666666667
PRDM9	-1.479
SASP	1.654
PLUNC	-0.145
INTU	1.2145
HISPPD1	1.16775
LNPEP	-0.563666666666667
YARS2	-0.255666666666667
APCDD1L	1.0245
ZCCHC4	-0.3346
FBXO22	-0.656833333333333
TTLL13	-0.232
ZNF669	0.682
PTGDR	1.99225
DDX27	0.14225
KIAA0409	-0.821333333333333
GJB6	0.27125
ASB8	0.9735
PLP2	-0.319833333333333
MEPE	0.107
OR10J5	-0.196
KRT222P	0.09775
COQ7	-0.00266666666666666
C1orf101	1.47425
RERG	-1.4412
CHMP5	0.340375
THAP11	-0.06375
ZNF43	0.308
ZRANB3	-0.489666666666667
KRT13	4.25375
MRPL19	0.38675
RBBP9	0.94775
SPATA17	1.1335
BXDC5	-0.120333333333333
PAFAH1B1	0.202166666666667
MAGEE1	0.274
OSTF1	0.1385
KIAA0323	-0.437416666666667
TXNDC13	1.991
CNTN4	0.2145
LCE1B	-0.221
UNQ501	0.527
ZNF154	-0.20025
C3orf64	-0.56725
SYT5	-0.1319
PON1	0.2425
FLJ10357	-1.032
ATP4A	-1.145
GNPDA1	-0.3725
MGAT1	0.974166666666667
C14orf121	-0.06825
SLC35B2	-0.18575
MIER3	0.636166666666667
CHEK1	-0.923375
ZNF8	1.05483333333333
TXNDC1	-1.42483333333333
CKB	-0.6554
RTN3	1.11585714285714
FZD2	-0.725
PART1	2.288375
PSMB6	-0.44025
PCDHB8	2.2055
PHC3	-0.1588
PPP1R8	0.3425
NOVA2	1.0285
TNFRSF11B	-3.298875
GOLPH3	0.992333333333333
UBLCP1	-0.59675
SUHW3	0.13
TTLL1	1.0145
OPN4	-0.0175
OR13G1	0.2815
ZPBP2	0.269333333333333
HSD17B11	-1.5535
C9orf50	-0.205
DHDDS	-0.357571428571429
CTSW	0.9043
NEFM	-2.60566666666667
MRPL28	-0.404
SYN1	0.679833333333333
PIGV	-0.609333333333333
ZIM2	-0.95525
APBB1	-0.297
SND1	-0.482
C1orf123	-1.27933333333333
CHD3	0.3555
BHLHB8	0.281
RNASE2	0.627666666666667
BCAP31	-0.137125
SLC25A44	1.1405
CHD6	-0.525
PIB5PA	-0.854461538461538
SELS	0.189375
LOC541471	-1.289875
FAT2	0.0545
ZNF81	0.0515
OR4C16	0.498
FLJ10081	0.2356
LRRC4	0.3395
CS	-0.0408333333333333
N4BP2	-0.87475
IGFBP7	1.03875
ZNF318	-0.105666666666667
NDNL2	0.177
ZNF609	0.00637500000000001
SIRT4	0.5705
EXOSC10	0.57225
ECE2	0.47675
OVGP1	-0.238
GTPBP3	-0.07525
PACS2	0.6151
C19orf36	-1.27833333333333
ARL4C	-0.104
ATG4B	-0.051625
UBQLNL	-0.5485
RHOXF2B	-3.884
PLEKHG2	0.069
GALR1	-0.577
AQP4	0.129
HDAC7A	-0.107
DCUN1D3	0.42775
OR8A1	-0.139
CCRN4L	0.199125
CBR4	-1.4865
KIFC1	-0.15
SLC7A14	-1.00766666666667
LHX5	0.37
TRPC7	-0.4205
LPXN	-0.37375
SERPINA1	-2.198875
RPS13	0.3222
BPIL3	0.042
PRKAA1	-0.86975
FADS2	1.6486
ENAH	0.3670625
PRO1768	0.058
APBA2BP	-0.829
LIPH	-0.0373333333333333
C3orf33	-0.41025
RCC2	0.413285714285714
ALDH1A2	-2.878
RNF103	1.25525
AHCY	-0.23725
ALG12	0.166
CCL17	1.72475
ZNF543	0.949833333333333
ESRRG	1.3242
CNGA1	2.33975
RDH5	-1.105
OTX1	1.4045
PTGFR	-1.74616666666667
CDR2	0.065
SELE	4.099
NLGN2	-1.141
EXOSC9	0.39425
ZNF566	-0.0225
KLRC2	-2.5635
GPR12	0.6255
KIAA0196	-0.1955
PDRG1	0.41275
SSR3	-0.426642857142857
MSI1	-0.37
CST9	-0.122
CC2D1A	0.41725
PLAGL1	0.345
ZNF778	-0.095
RNF2	0.10975
KLF6	0.714666666666667
THBD	1.3
tcag7.1314	0.4115
NR5A1	0.189666666666667
ABCD2	0.655
DNAJC7	-1.12175
CLEC4C	0.4425
TM2D3	-0.064875
CCDC4	0.329
PLAC2	-1.585
DCD	0.572
FAAH	-0.810625
POLA1	-0.6305
TM7SF2	-1.1655
FLJ39822	-0.9745
FLOT2	-0.135125
MAP4K1	-0.0226666666666667
SRP68	0.42325
C21orf74	-0.546
ARPC5	0.3585
LOC126075	0.3745
HECW2	0.012625
ZDHHC4	-0.44775
ANKRD42	0.648
PDE9A	1.12616666666667
ABCA8	0.169
NDUFS2	0.68025
UBR5	0.40275
BTBD16	-2.6885
LOC554174	0.514
ZNF20	0.3305
KIAA1843	0.9885
WDR17	0.174
C15orf33	0.9775
RNF113A	-1.31125
CAMKK1	-0.9135
CLCN2	1.65725
ANXA6	-1.5935
LOC340069	0.062
EMID1	0.999875
DPM3	-0.0959166666666667
ELA1	0.745
SLC25A13	-0.1699
KRT24	0.18225
SMPD1	0.176666666666667
TH	-0.022625
COL6A2	-0.193214285714286
ANKS1B	0.293
GPR126	-2.6494
ZC3H12A	-0.399666666666667
TMEM47	-0.0683333333333333
C2orf51	0.0356666666666667
C1orf88	0.956333333333333
HSF2BP	1.3625
AKAP10	-0.1845
RPAP3	0.2435
KLHDC8B	-0.21425
STOM	-0.02
MUPCDH	0.20375
C10orf72	-0.425625
PLEKHA3	0.503083333333333
TCP11L1	0.71
CWF19L1	-0.331625
SPEF1	0.465769230769231
YSK4	0.11475
ELN	1.0062
SAMD8	0.142833333333333
MPI	-1.89033333333333
MEPCE	0.2137
ABCC3	-1.141875
NANOGP1	-2.955
KCNK17	1.430875
HLA-DMB	4.72183333333333
RRAGA	0.5115
ANGEL1	-0.119
RBM32B	0.019
CPN1	-2.70375
MGC52282	-0.4384
HLA-A	0.9065
OR9G4	0.541
EDNRB	-2.17725
SCD	-3.00542857142857
C14orf80	-0.482333333333333
BAGE2	-1.8135
RABL4	-1.61266666666667
RCVRN	-0.1455
SHANK1	0.016
NLRP7	-1.80575
CD226	1.3055
STAT3	1.365625
SYNJ2	-1.8741
TPCN2	0.417833333333333
WDR36	-0.878083333333333
MBD4	-0.3475
ROBO1	-1.0171
ST3GAL6	-1.06
SLAMF8	3.53116666666667
ATN1	0.648
GPR141	0.73975
KRT36	-0.387
TPH1	0.3325
DDX52	0.5995
ZSCAN29	-0.0381666666666667
TRPT1	-0.208166666666667
DPEP3	0.39575
DENND4A	-0.67225
TSPAN16	-0.8765
PTCHD2	-0.4995
LOC145814	-0.455
CAP1	-0.394333333333333
EIF5A2	-0.4824
NT5DC3	-1.16525
SEPT9	-1.064375
SEZ6L2	-2.209375
EGFLAM	2.50075
VPS11	0.133375
NDUFB5	0.533
CIDEA	1.14566666666667
IER5L	0.7635
N6AMT1	-1.22225
FAM83C	0.19425
OXR1	1.05341666666667
IRX1	2.6755
DGKB	-0.363333333333333
GCN5L2	-0.8395
MIR16	0.347625
FBXW9	0.55925
WDR4	-0.430666666666667
PDC	0.6335
VPS33B	-0.907
HEXB	-0.497
FLJ32214	0.88375
TCEB3	-0.15825
CRLF1	0.65225
ABI3BP	-0.07925
C8orf22	-3.50275
PYCR1	-0.457375
KIAA1706	-0.362
CDK5R2	0.52
WAS	0.3905
C12orf60	-1.20725
CCBL2	0.047875
MADD	-0.39275
C5orf34	-0.52725
WDR42A	0.5842
KLF12	0.145625
HSPA1A	1.85525
ITM2C	-1.089
DAPK2	2.6055
LOC442590	-0.39
SUMF2	-0.895125
CENPA	0.362230769230769
TMED5	-0.11025
CDH6	-1.321
BRP44	0.706375
THG1L	-1.338
GABRA2	-1.80275
C14orf166	-1.03725
MYL1	-1.224
TNFSF18	0.079
PAP2D	-1.25316666666667
PPIB	-0.98475
KLHL4	-0.47325
SFN	-2.58116666666667
CCDC127	-0.077
FRAP1	0.3775
GOLGA5	0.107
SDCCAG1	-1.336625
MGC21675	-0.4325
C10orf95	-1.20825
KIAA1345	0.436
C1orf163	-0.621
LACE1	-0.294833333333333
OR10K2	0.1025
CENPN	-1.55428
TMED2	0.3505
UGT1A6	-1.153
ANG	-2.435
U2AF1	0.3095
CASC2	0.383
NMT2	-1.20716666666667
OSGEPL1	0.28675
DFNB31	-1.33
SLC6A20	0.038625
DKC1	0.3945
FXYD4	-0.63825
WDR64	0.06
MGC5590	0.666
CREBZF	-1.26416666666667
DAZ1	-0.16375
PRPSAP1	0.30175
GCHFR	-0.57725
TTC7A	0.19
LOC196993	0.0945
UBD	2.42066666666667
S100A1	-0.285875
RPL6	0.653666666666667
DNAJB6	0.60195
NAGS	0.5813
C2orf58	-0.2095
KERA	0.288333333333333
MT1X	-1.2669
UBE2B	0.4094
KEAP1	0.4985
MST1	-3.10075
OMA1	-0.6635
ABLIM2	0.60125
BCL2L13	-0.1075
JAZF1	-0.2805
TMEM63B	0.8455
S100A8	0.2859
ARFIP2	-0.843
UROS	0.88425
KHDRBS2	-0.722
POLQ	-1.34725
SOAT1	-0.396
SPAG4	-1.7955
MRPS30	-0.707333333333333
LOC494141	0.78275
OR2T11	0.3505
ORAOV1	0.4198
ZNF184	1.46066666666667
TCEB3B	0.1045
ADAM21	0.491
GDPD1	0.33025
SPINLW1	0.24875
PRR14	0.2645
KCTD9	-0.199
NUDT3	1.45675
KIAA1822	0.3392
HIST1H4K	0.2825
DFNA5	-0.86325
GABPA	0.03675
C14orf44	0.96175
POLB	0.818375
PTAR1	0.29825
SEC31A	0.1431
TRIM58	-2.68075
TAS2R14	0.3025
VPS8	0.625125
H1F0	-0.9335
PRKCB1	-1.979
UGT2A1	0.224
TOR1B	-0.192
LSS	-0.340083333333333
C2orf19	0.333
HNRNPC	0.2925
TMEM100	0.383833333333333
LOC116349	-1.20975
OR51M1	0.241
CCDC142	-0.46725
ISG15	-0.137125
ZCCHC14	-0.645125
CREBL2	0.2995
TGDS	-0.72525
DC2	-0.49275
CACNA2D3	-1.97485714285714
ZNF429	-1.383
LYPD6	-0.932333333333333
SUCLG1	0.0343333333333333
OR51I1	-1.0115
MAGEH1	0.882
PRPF40A	0.0655
SMR3A	1.244
SPINK2	0.81775
THAP2	0.255375
NPY5R	2.940875
IRF4	-1.1025
SPESP1	-1.8215
OR10S1	-0.049
DTD1	-0.0305
TUBE1	0.84225
DDX19A	-1.327
PDPN	-1.481
TMEM34	0.83825
MGAM	0.11825
COL3A1	5.09
GFM2	-0.5011
OR5A2	0.2235
PSG9	-1.05475
ARHGEF11	0.307333333333333
IVNS1ABP	-0.134125
SIGIRR	-0.2075
DUSP19	-0.027
DNAJC14	0.1475
ACSS1	1.17025
IL1RAPL2	0.014
C4orf30	0.22875
SEPT4	4.26575
LANCL3	-2.165
SPAG17	0.835
PRDX3	0.311125
HNF1A	-1.683625
P4HA2	-2.131125
RFWD3	-0.678166666666667
MOV10	-1.1745
DNAJA5	-0.1685
LOC729440	0.22025
LOC200383	0.348125
SMC2	-0.742
MIXL1	-0.717666666666667
TMEM9	0.28625
FAM86A	0.3845
ZNF174	0.3473
MYH14	-0.8855
CCR8	0.84375
VPS37C	0.3
GPATCH1	1.05283333333333
B3GNT8	1.9115
TBX4	-0.296
CNR2	0.445
PCDH1	-0.2655
C5orf29	1.936875
OCIAD2	2.2255
PLCG2	1.02375
KIAA0247	0.55725
HRH3	0.1506
CAPN13	2.545125
CCR1	-0.0369
MGC15523	-0.177555555555556
UVRAG	-0.216333333333333
DNAJA2	-0.643166666666667
ITGA2B	-0.163
CLDN5	3.183125
PTPRN2	-2.13964285714286
ZNF512	1.29666666666667
PSAP	1.17628571428571
CCDC140	-0.3425
LRRC55	0.23125
CYP26C1	0.072
C8orf47	4.642
LYN	-0.143
DUSP6	-0.844833333333333
TGFB3	0.9866
ELK1	-0.1873
PCDH11Y	0.512333333333333
HGD	-4.44625
C17orf58	-0.89925
MYO3A	0.497
SERPINE2	-3.965
AARSD1	-0.54275
C14orf73	-1.78
ADAM33	-0.20675
ZNF491	-0.0095
MAPK6	-0.772333333333333
TCN1	0.0461666666666667
SLC24A6	0.3035
UBE2R2	0.8105
H1FNT	0.32075
TATDN2	1.68216666666667
LILRB1	1.62025
P2RY5	-0.3855
NUCB2	-0.22175
C2orf37	1.0035
SNX27	1.05666666666667
MTA3	0.633
FOXO4	0.1795
ID4	5.83833333333333
SOX5	-0.706833333333333
PXMP3	0.892625
OR52M1	-0.0345
SFT2D3	-0.22825
INA	-0.232
MCOLN1	1.9995
NFIX	2.1162
CLEC14A	4.8435
HIBCH	0.486
PLA2G5	0.39225
TIMM10	-0.0386666666666667
MED17	0.096
COL4A4	1.613
TPP1	0.512833333333333
GJA3	-1.17583333333333
TMPRSS5	3.3145
AADACL3	0.6
DNMBP	-2.082
ENPP5	1.4335
NQO1	-5.0979
ZSCAN2	-0.405625
SEC24C	-0.738833333333333
GTF2A1L	-0.8695
AXIN2	-1.1599
FAM33A	-0.2965
C16orf13	-0.05025
SPNS2	0.66825
TAF1	-0.46325
AP1G2	-1.3945
RBM42	0.3415
HCN2	0.4455
EFHB	1.58016666666667
RUSC1	0.638666666666667
GRIK5	0.13
USP21	1.00366666666667
ATAD3C	0.32275
ORMDL2	0.197
PRSS7	-2.68275
PSAT1	-0.43375
FLJ13195	-1.37883333333333
TBC1D1	1.25183333333333
IFNG	3.542
OTOS	0.156166666666667
ZNF773	-0.0151666666666667
EMD	-0.8205
RETN	0.08375
CCL8	4.859
APH1A	0.063
COX18	-0.92475
GTF2IRD2	-0.6805
CCDC82	-0.095
PAFAH2	-0.2597
NPEPL1	-1.0969
RP11-114G1.1	0.6955
TP53INP1	0.8625
ZNF300	1.01016666666667
FOXL2	-3.05475
LARP2	0.52275
LATS1	0.9435
HTR6	-0.097
SPOCK2	1.25
RNF144B	2.57816666666667
HTATIP2	0.759875
MGC10334	0.159666666666667
CENTA2	2.0255
FGF2	-1.10775
FXYD7	0.22575
PHYHIPL	-1.733
GPR34	4.08525
DDX6	0.105
OR10W1	0.0895
LHFPL1	-0.543
ZNF313	-0.570785714285714
VPS28	-0.448
AP3M1	0.0446
AKR1CL2	1.67975
TRAF4	1.5225
OR2B11	0.3425
C19orf12	0.7645
AKAP9	0.703833333333333
C1orf62	0.07325
SLC20A1	-1.1158
FAM112A	0.4755
LDB2	0.3665
MRPS23	0.11875
KLK5	2.233625
SPTB	-0.172
EFEMP2	-0.25875
EFNB2	0.714625
PCM1	0.0146428571428571
NMNAT3	1.259
TSG101	1.2905
C8orf40	-0.00950000000000001
NOB1	-1.9635
ABHD3	-0.401
GTF3C4	1.522375
PIGN	0.538333333333333
GALNTL1	-2.26925
AEBP1	1.58725
OR9Q1	0.488
ANKRD2	0.11675
CCL28	-3.9805
TRIM38	1.4785
TMCC1	-0.170166666666667
SMG5	1.34125
LRRC7	0.5095
NCAPD2	0.519666666666667
C6orf153	-0.14525
C1orf74	2.04975
OTUD6A	0.0325
DCP2	-0.799333333333333
TMEM24	-0.088
RPL18	-0.4465
TMEM177	0.0795
LRRC37A3	-0.29825
C1D	0.535833333333333
LDHC	4.6085
UBE4B	1.29516666666667
