Hybridization REF	TCGA-BH-A0BD-01A-11R-A034-07
OR4L1	0.317
WIT1	-2.00275
EXOC3L	2.08925
ATPBD4	-0.3561
KRBA1	-0.46825
UBXD6	-0.23025
HOXB7	0.321357142857143
C7orf23	-0.8465
UNQ338	0.03075
STAB2	1.3495
CDC20B	0.148
IRF9	2.4765
CENTG1	0.2595
TNPO2	-1.028
MCPH1	0.857875
BMS1P5	-1.92075
SLC26A7	0.065
HIST1H3J	1.57925
C9orf3	-0.672
LBH	0.949375
MYO1D	1.541625
PTDSS2	-0.17675
NFU1	0.608
DEPDC4	-1.22625
WNT7B	0.6941
GLP2R	-0.695
SETD4	-0.5827
DYNLT3	-0.178
FKBP11	0.811666666666667
SESTD1	0.449166666666667
FLII	1.21475
RPS16	-0.5146
CHPF	-0.213666666666667
CSNK2A1	-0.433333333333333
SUMO1P1	0.229
FKBP6	-0.5185
ZNF214	1.56116666666667
TWIST1	0.239666666666667
DDX56	-0.665666666666667
TRAM1L1	2.367
EPO	-3.39233333333333
MRPS18B	-0.57225
ZNF682	-0.835666666666667
RPL14	-0.350166666666667
MAFF	0.30725
LOC51136	-1.044
LY96	0.35475
DDX20	-0.767
ABTB1	0.596166666666667
ARL5A	0.2504
CCT6A	-1.32175
HEPACAM	-0.1485
EHHADH	-0.404666666666667
RBAK	0.2165
CGB1	-0.144
ITGB5	1.0316
YIPF3	0.24075
FKBP2	-0.445
NR1D1	-1.0278
TMEM110	0.416
NEK2	1.07916666666667
PRAMEF8	-3.456
C20orf52	-0.5325
PCDHGA3	-0.5365
VWA3B	0.02575
NDUFA5	0.094375
THAP9	-0.317
FLVCR2	-0.0796666666666667
AP1S1	-1.71775
SMAD6	-1.18675
SAV1	0.3505
SAT1	1.114625
ZNF251	0.6155
ADAMTS7	0.5234
RPP38	0.19275
C1orf211	-1.2765
YPEL2	0.80455
RBMS1	-0.73
ZNF445	-0.529
NRXN2	0.940666666666667
PGBD4	-0.502875
UGT2B28	-3.5535
WBSCR16	-0.7306
NLRC3	0.691125
ASTL	0.363
ST6GALNAC1	-3.31775
ZADH2	-0.7315
MLLT4	-0.391
ARL6	0.0653333333333333
MEF2C	0.52325
CBFA2T3	-2.9515
AFF3	2.08778571428571
COG7	0.118333333333333
MYB	-0.624166666666667
PLXNA3	0.0715
XRCC2	-1.63283333333333
MMS19	-0.551375
ST8SIA5	-0.661625
CHPT1	-1.0925
KIAA1712	-0.7955
OR6X1	0.7995
ACTR3	0.4485
UGCG	3.2025
OR4P4	0.647
ZAP70	-2.68925
LPP	1.58175
ZNF485	-0.0425
PTPRCAP	0.357
IL12RB1	0.768
ATRX	0.3567
CHST8	-2.6885
C14orf109	0.2095
ARV1	1.52325
NMB	0.586142857142857
COX5A	-0.694
EIF6	-0.71225
MPPED2	-1.21983333333333
SEMG1	-2.1155
CHRDL1	1.764
TRAF3IP2	0.67875
WNK2	0.274875
LILRA4	2.55216666666667
LAMA2	3.84125
PXT1	-0.5275
RLBP1	-3.91025
CD300C	1.1155
SLTM	-0.288625
FLJ10404	-0.396
APOBEC3D	-0.965333333333333
RENBP	1.55716666666667
ATXN7L1	0.502
NID1	0.76475
TUBGCP3	-0.483125
ITIH5	1.74666666666667
CCDC110	2.49825
C8A	-3.2965
MGC87042	0.53275
HOXC13	-3.55425
TFDP2	-1.04275
HCP5	2.7345
POLI	-0.27625
UCN	-0.850166666666667
ZNF764	0.570666666666667
C8orf45	1.173
FHL3	-0.4525
SPATA5L1	-0.7405
MMRN2	3.196
NDST1	0.894333333333333
COL20A1	-0.389166666666667
ZNF248	-0.9415
PELP1	-0.204666666666667
MBL2	-2.817
RNF41	0.17625
C5orf24	0.38075
THOC5	-0.12075
SERINC3	0.14675
RP11-151A6.2	1.52875
CDCP2	0.38425
HIST1H2AA	0.3305
C11orf75	1.17616666666667
FKBP7	0.75875
DDOST	0.036
GPNMB	0.764666666666667
TTF2	-0.0588333333333334
KCNT1	-0.338666666666667
SLC39A14	-0.50725
NGRN	0.2965
GPR137B	0.85525
MECP2	-0.093875
PSMA1	-0.5495
C16orf73	-5.27325
TMEM60	-0.403666666666667
CSN3	-0.6695
NOS1	0.37
RAB7L1	1.07383333333333
YBX2	-0.1985
KIAA1166	-0.117
FUBP3	-0.101333333333333
ABCG1	0.419
ACACA	-0.555
ARL11	1.8279
ATOH1	0.088
ODF1	0.195666666666667
CREB3L3	-1.77
TMEM127	1.34742857142857
DSCAML1	1.35525
PLN	2.32616666666667
LYPLA1	0.0286666666666667
PRDM9	-1.21975
SASP	0.2245
PLUNC	0.332666666666667
INTU	-0.45275
HISPPD1	-0.4695
LNPEP	0.5815
YARS2	-0.521833333333333
APCDD1L	-1.4355
ZCCHC4	-0.5672
FBXO22	-0.776
TTLL13	-0.5805
ZNF669	1.43283333333333
PTGDR	2.7045
DDX27	-0.5745
KIAA0409	-0.1655
GJB6	0.32325
ASB8	0.93675
PLP2	0.729333333333333
MEPE	0.35875
OR10J5	1.7955
KRT222P	0.11575
COQ7	-0.238833333333333
C1orf101	1.8095
RERG	3.0562
CHMP5	0.47625
THAP11	0.5435
ZNF43	-0.6865
ZRANB3	-0.3255
KRT13	2.201875
MRPL19	-0.275
RBBP9	0.132625
SPATA17	1.880125
BXDC5	-0.286833333333333
PAFAH1B1	0.0785
MAGEE1	0.726
OSTF1	0.38475
KIAA0323	-0.0826666666666667
TXNDC13	0.592
CNTN4	2.512625
LCE1B	0.01
UNQ501	0.173
ZNF154	0.4215
C3orf64	0.72325
SYT5	-0.2837
PON1	-0.061
FLJ10357	0.082375
ATP4A	-1.599
GNPDA1	-0.411833333333333
MGAT1	1.07283333333333
C14orf121	0.261
SLC35B2	0.17675
MIER3	0.284666666666667
CHEK1	-2.812125
ZNF8	-0.170166666666667
TXNDC1	-0.3635
CKB	-2.1146
RTN3	-0.163
FZD2	-1.05583333333333
PART1	-0.7465
PSMB6	-0.13325
PCDHB8	-1.4625
PHC3	0.0561
PPP1R8	-0.267166666666667
NOVA2	1.52683333333333
TNFRSF11B	-1.488375
GOLPH3	0.6905
UBLCP1	-0.34925
SUHW3	-1.029
TTLL1	0.92425
OPN4	0.3305
OR13G1	0.019
ZPBP2	-0.166
HSD17B11	-1.810125
C9orf50	0.6395
DHDDS	-0.0582857142857143
CTSW	1.4682
NEFM	-1.803
MRPL28	-0.70425
SYN1	0.5615
PIGV	-0.103333333333333
ZIM2	-1.25075
APBB1	0.695333333333333
SND1	-0.4815
C1orf123	-0.00566666666666667
CHD3	-0.6895
BHLHB8	0.01875
RNASE2	0.211833333333333
BCAP31	0.118125
SLC25A44	1.13666666666667
CHD6	-0.3576
PIB5PA	2.55284615384615
SELS	0.20675
LOC541471	0.184625
FAT2	1.351
ZNF81	0.0545
OR4C16	0.4665
FLJ10081	-0.2394
LRRC4	0.33725
CS	-0.429833333333333
N4BP2	-0.00299999999999997
IGFBP7	2.046
ZNF318	0.0740833333333333
NDNL2	1.0205
ZNF609	0.03225
SIRT4	-0.2665
EXOSC10	-0.35775
ECE2	0.110583333333333
OVGP1	-0.524
GTPBP3	-1.04225
PACS2	0.2742
C19orf36	0.485166666666667
ARL4C	-0.330375
ATG4B	-0.553
UBQLNL	0.3485
RHOXF2B	-3.5915
PLEKHG2	-0.3915
GALR1	-0.8965
AQP4	0.450166666666667
HDAC7A	-0.3255
DCUN1D3	0.34175
OR8A1	-0.4045
CCRN4L	1.523
CBR4	-0.571
KIFC1	-1.3905
SLC7A14	-1.70883333333333
LHX5	-0.0315
TRPC7	-0.228
LPXN	-0.3895
SERPINA1	-1.731375
RPS13	-0.7145
BPIL3	-0.308
PRKAA1	-1.3585
FADS2	1.0441
ENAH	1.8618125
PRO1768	-0.786
APBA2BP	-0.9845
LIPH	1.44783333333333
C3orf33	0.30175
RCC2	-0.105571428571429
ALDH1A2	-3.1478
RNF103	1.601
AHCY	-0.613125
ALG12	0.4575
CCL17	2.172
ZNF543	1.10933333333333
ESRRG	2.9764
CNGA1	0.27525
RDH5	0.333
OTX1	-0.5079
PTGFR	-1.7695
CDR2	-0.000124999999999996
SELE	4.0465
NLGN2	-0.948
EXOSC9	-0.71125
ZNF566	0.0828333333333333
KLRC2	-1.946
GPR12	0.4635
KIAA0196	0.29
PDRG1	-1.00375
SSR3	-0.416785714285714
MSI1	-0.985
CST9	-0.384
CC2D1A	0.21275
PLAGL1	-0.651111111111111
ZNF778	0.5035
RNF2	-0.345
KLF6	1.34833333333333
THBD	2.01283333333333
tcag7.1314	0.21175
NR5A1	-0.2805
ABCD2	0.52575
DNAJC7	-2.29175
CLEC4C	0.416
TM2D3	0.548125
CCDC4	-1.0555
PLAC2	0.75825
DCD	1.1475
FAAH	1.742375
POLA1	-0.639666666666667
TM7SF2	-0.188375
FLJ39822	-1.361
FLOT2	0.235375
MAP4K1	0.0801666666666667
SRP68	0.10725
C21orf74	0.2845
ARPC5	1.220625
LOC126075	0.949
HECW2	0.167125
ZDHHC4	0.08475
ANKRD42	1.4461
PDE9A	0.332166666666667
ABCA8	1.48875
NDUFS2	1.1475
UBR5	-0.445875
BTBD16	-2.633
LOC554174	-0.3665
ZNF20	0.866
KIAA1843	-0.366
WDR17	0.28275
C15orf33	1.194
RNF113A	-0.53425
CAMKK1	-0.6561
CLCN2	0.527
ANXA6	-0.6075
LOC340069	0.3375
EMID1	1.237625
DPM3	0.6585
ELA1	0.206
SLC25A13	-1.0849
KRT24	-0.08475
SMPD1	0.379
TH	0.570625
COL6A2	0.778142857142857
ANKS1B	1.75675
GPR126	-3.4211
ZC3H12A	-0.370333333333333
TMEM47	0.212166666666667
C2orf51	-0.1255
C1orf88	2.824
HSF2BP	-0.70675
AKAP10	-0.1365
RPAP3	-0.3585
KLHDC8B	0.385125
STOM	0.6367
MUPCDH	-0.08175
C10orf72	0.013625
PLEKHA3	0.80725
TCP11L1	-0.24825
CWF19L1	-0.288875
SPEF1	1.40269230769231
YSK4	0.1065
ELN	1.5415
SAMD8	-0.0771666666666667
MPI	-1.1255
MEPCE	0.0439
ABCC3	-0.351
NANOGP1	-3.095
KCNK17	0.5275
HLA-DMB	4.37333333333333
RRAGA	1.209
ANGEL1	-0.2465
RBM32B	0.072
CPN1	-3.371
MGC52282	0.925
HLA-A	3.05866666666667
OR9G4	0.478
EDNRB	-0.762625
SCD	-1.27685714285714
C14orf80	-0.2205
BAGE2	0.037
RABL4	1.23216666666667
RCVRN	-0.191
SHANK1	0.818
NLRP7	-3.25
CD226	1.76075
STAT3	1.215625
SYNJ2	-1.673
TPCN2	2.55733333333333
WDR36	-0.899916666666667
MBD4	-0.193
ROBO1	-1.1069
ST3GAL6	-2.6045
SLAMF8	3.82816666666667
ATN1	0.386333333333333
GPR141	0.9085
KRT36	0.3055
TPH1	-0.075
DDX52	-0.15725
ZSCAN29	0.0305
TRPT1	-0.951833333333333
DPEP3	0.79175
DENND4A	-0.689875
TSPAN16	-0.262
PTCHD2	0.0425
LOC145814	-0.69775
CAP1	0.412333333333333
EIF5A2	0.6742
NT5DC3	-1.109125
SEPT9	-0.332125
SEZ6L2	-2.372625
EGFLAM	3.794
VPS11	0.095
NDUFB5	-0.235333333333333
CIDEA	4.55233333333333
IER5L	0.1105
N6AMT1	0.0305
FAM83C	-0.37775
OXR1	0.863
IRX1	0.0655
DGKB	-0.862
GCN5L2	-1.8455
MIR16	0.216875
FBXW9	-0.07475
WDR4	-0.9495
PDC	-0.2995
VPS33B	-0.54575
HEXB	0.45025
FLJ32214	0.464
TCEB3	-0.59175
CRLF1	-4.44
ABI3BP	1.50975
C8orf22	-4.469
PYCR1	-0.518625
KIAA1706	0.545
CDK5R2	0.475125
WAS	0.3135
C12orf60	-0.56225
CCBL2	0.183875
MADD	-0.07875
C5orf34	-1.3745
WDR42A	1.3502
KLF12	-0.46325
HSPA1A	2.3625
ITM2C	-1.39133333333333
DAPK2	2.597
LOC442590	-0.068
SUMF2	0.289
CENPA	-1.29584615384615
TMED5	-0.82575
CDH6	-0.6244
BRP44	1.780875
THG1L	-0.988
GABRA2	-1.78275
C14orf166	0.0415
MYL1	-1.60616666666667
TNFSF18	0.013
PAP2D	-1.49983333333333
PPIB	-0.0635
KLHL4	-0.573
SFN	0.757833333333333
CCDC127	0.46425
FRAP1	-0.37175
GOLGA5	1.1565
SDCCAG1	-0.23375
MGC21675	0.195
C10orf95	-1.04375
KIAA1345	0.193166666666667
C1orf163	-1.2805
LACE1	-0.856666666666667
OR10K2	-0.487
CENPN	-1.28572
TMED2	1.2045
UGT1A6	-0.4495
ANG	0.44425
U2AF1	-0.779
CASC2	0.708833333333333
NMT2	-0.345333333333333
OSGEPL1	0.044625
DFNB31	-1.0575
SLC6A20	0.54275
DKC1	-1.1125
FXYD4	-1.025
WDR64	1.761
MGC5590	0.4515
CREBZF	-0.969833333333333
DAZ1	-0.72875
PRPSAP1	-0.5145
GCHFR	0.1035
TTC7A	0.1065
LOC196993	0.83525
UBD	4.11416666666667
S100A1	0.564875
RPL6	-0.138
DNAJB6	0.86895
NAGS	1.0971
C2orf58	0.653
KERA	1.15033333333333
MT1X	-0.3439
UBE2B	0.9444
KEAP1	0.2585
MST1	-2.88375
OMA1	0.102
ABLIM2	2.28125
BCL2L13	0.097
JAZF1	-0.577166666666667
TMEM63B	0.527
S100A8	0.0843
ARFIP2	0.49275
UROS	0.395
KHDRBS2	-1.216
POLQ	-2.00625
SOAT1	0.511
SPAG4	-1.4135
MRPS30	0.177166666666667
LOC494141	-0.545
OR2T11	0.8275
ORAOV1	2.3842
ZNF184	0.00766666666666667
TCEB3B	-0.029
ADAM21	0.1175
GDPD1	0.0675
SPINLW1	0.19725
PRR14	0.0316666666666667
KCTD9	0.377
NUDT3	0.194
KIAA1822	0.6012
HIST1H4K	0.77
DFNA5	-1.85475
GABPA	0.015
C14orf44	0.4055
POLB	0.595625
PTAR1	-0.62575
SEC31A	0.6629
TRIM58	1.64325
TAS2R14	-0.766
VPS8	0.096
H1F0	-0.105666666666667
PRKCB1	-2.37366666666667
UGT2A1	0.232
TOR1B	-0.291
LSS	-1.15683333333333
C2orf19	0.5515
HNRNPC	0.402357142857143
TMEM100	0.146333333333333
LOC116349	-0.1835
OR51M1	-0.0845
CCDC142	-1.12275
ISG15	3.1741875
ZCCHC14	0.102625
CREBL2	0.9485
TGDS	-1.5805
DC2	-0.063
CACNA2D3	-1.23528571428571
ZNF429	-1.4955
LYPD6	0.223166666666667
SUCLG1	-0.190333333333333
OR51I1	-1.1695
MAGEH1	1.74725
PRPF40A	0.1075
SMR3A	0.463
SPINK2	1.2075
THAP2	0.748375
NPY5R	4.07375
IRF4	-2.215875
SPESP1	2.26683333333333
OR10S1	0.6975
DTD1	-0.62425
TUBE1	-1.51375
DDX19A	-0.6045
PDPN	0.505
TMEM34	0.257
MGAM	0.94725
COL3A1	5.73988888888889
GFM2	-0.8301
OR5A2	-0.515
PSG9	-0.7065
ARHGEF11	0.936666666666667
IVNS1ABP	0.3540625
SIGIRR	0.90425
DUSP19	-0.112625
DNAJC14	0.0764
ACSS1	-1.237875
IL1RAPL2	0.4625
C4orf30	-0.61425
SEPT4	1.961
LANCL3	-2.522
SPAG17	3.73266666666667
PRDX3	-0.00337499999999997
HNF1A	-0.949375
P4HA2	0.529125
RFWD3	-0.703166666666667
MOV10	-0.71425
DNAJA5	0.259571428571429
LOC729440	0.07375
LOC200383	0.301125
SMC2	-1.7715
MIXL1	-1.51083333333333
TMEM9	1.71775
FAM86A	0.7275
ZNF174	0.3338
MYH14	-0.77125
CCR8	0.49075
VPS37C	-0.159833333333333
GPATCH1	0.195333333333333
B3GNT8	2.832
TBX4	-0.3535
CNR2	0.614
PCDH1	0.8295
C5orf29	4.38625
OCIAD2	1.9385
PLCG2	0.442
KIAA0247	1.72725
HRH3	0.2328
CAPN13	4.438375
CCR1	0.7151
MGC15523	0.0300555555555557
UVRAG	2.4655
DNAJA2	0.2735
ITGA2B	-0.828166666666667
CLDN5	3.60775
PTPRN2	-1.50942857142857
ZNF512	-0.206166666666667
PSAP	1.46771428571429
CCDC140	-0.3725
LRRC55	0.3405
CYP26C1	0.244
C8orf47	-0.5765
LYN	0.40975
DUSP6	-0.2745
TGFB3	3.9768
ELK1	-0.4419
PCDH11Y	-0.388
HGD	1.47425
C17orf58	0.0485
MYO3A	0.3585
SERPINE2	-4.59866666666667
AARSD1	-1.064625
C14orf73	-1.892
ADAM33	-0.21175
ZNF491	0.892
MAPK6	-0.9
TCN1	2.11
SLC24A6	0.7275
UBE2R2	0.70575
H1FNT	0.27075
TATDN2	0.158166666666667
LILRB1	2.27675
P2RY5	1.1255
NUCB2	1.3125
C2orf37	0.058
SNX27	1.32783333333333
MTA3	0.434625
FOXO4	0.124375
ID4	0.205166666666667
SOX5	-2.43483333333333
PXMP3	0.5035
OR52M1	0.0575
SFT2D3	-0.001875
INA	-3.625
MCOLN1	0.50575
NFIX	0.0656
CLEC14A	5.57016666666667
HIBCH	-0.0915
PLA2G5	0.5715
TIMM10	-1.11783333333333
MED17	1.496
COL4A4	0.3875
TPP1	0.621166666666667
GJA3	-1.89316666666667
TMPRSS5	-2.12925
AADACL3	0.428
DNMBP	-0.99025
ENPP5	3.87366666666667
NQO1	1.093
ZSCAN2	-0.4065
SEC24C	-0.120833333333333
GTF2A1L	0.475
AXIN2	-0.6572
FAM33A	-0.712666666666667
C16orf13	-0.341375
SPNS2	0.6925
TAF1	-0.1935
AP1G2	0.0265
RBM42	0.212
HCN2	0.329166666666667
EFHB	0.355333333333333
RUSC1	1.361
GRIK5	-0.0665
USP21	0.566166666666667
ATAD3C	0.8025
ORMDL2	0.934875
PRSS7	-4.0385
PSAT1	-5.7175
FLJ13195	-1.19883333333333
TBC1D1	0.6955
IFNG	2.75675
OTOS	1.05016666666667
ZNF773	0.236666666666667
EMD	-1.38175
RETN	0.78175
CCL8	4.941
APH1A	-0.24675
COX18	-0.2565
GTF2IRD2	0.4235
CCDC82	-0.644083333333333
PAFAH2	0.4695
NPEPL1	-1.1421
RP11-114G1.1	1.1315
TP53INP1	1.1465
ZNF300	-1.41416666666667
FOXL2	-3.3235
LARP2	0.36075
LATS1	0.04775
HTR6	0.26
SPOCK2	1.10583333333333
RNF144B	2.76683333333333
HTATIP2	0.021125
MGC10334	0.0701666666666667
CENTA2	2.71616666666667
FGF2	-0.46625
FXYD7	0.3145
PHYHIPL	-2.654125
GPR34	5.62925
DDX6	-0.154833333333333
OR10W1	0.3705
LHFPL1	-0.027
ZNF313	-0.486642857142857
VPS28	1.19325
AP3M1	-0.1252
AKR1CL2	-1.21175
TRAF4	-1.096875
OR2B11	0.2515
C19orf12	0.540333333333333
AKAP9	0.524833333333333
C1orf62	-0.01975
SLC20A1	-1.1985
FAM112A	0.1955
LDB2	1.129125
MRPS23	-0.60525
KLK5	1.470375
SPTB	-0.3115
EFEMP2	0.79675
EFNB2	0.825625
PCM1	0.573428571428572
NMNAT3	2.982375
TSG101	0.5285
C8orf40	0.923666666666667
NOB1	-1.3775
ABHD3	-1.639
GTF3C4	-0.089
PIGN	0.4985
GALNTL1	2.035
AEBP1	1.974375
OR9Q1	0.64
ANKRD2	0.0842499999999999
CCL28	-2.73525
TRIM38	1.07516666666667
TMCC1	0.0525
SMG5	0.03775
LRRC7	-1.008
NCAPD2	-1.04966666666667
C6orf153	-0.42975
C1orf74	1.0205
OTUD6A	0.298
DCP2	-0.543833333333333
TMEM24	-0.681
RPL18	-0.704333333333333
TMEM177	-0.583
LRRC37A3	-0.13525
C1D	-0.117666666666667
LDHC	-2.83475
UBE4B	-0.2565
NIT1	0.793625
BTN3A3	1.1185
RASD1	1.84525
COMMD3	1.56325
SHFM1	0.168
BIRC8	-0.3225
DUT	-0.76725
C12orf51	0.415
LRRC59	-0.953166666666667
LY6H	1.79675
WDR22	0.71275
EDEM1	0.241642857142857
ADH1A	3.6225
PANX2	0.1173
CYP11B1	0.52975
CDC73	0.76225
GPR172A	0.388
GSTM3	-1.33969230769231
KCNA5	-0.040375
SERAC1	0.124666666666667
NFATC2	0.5875
ANAPC5	-0.4579
C15orf24	0.76825
NFATC2IP	-0.529
TNRC6C	0.842666666666667
MGC102966	-0.393125
FGD5	0.887166666666667
MED9	-0.335
RAB13	1.409
C15orf49	0.465
CRYGS	-0.8809
C12orf53	-1.2267
LOC283693	-1.1005
COX6B2	0.90675
PHF14	-0.611
FAM3A	-0.5765
RPL13	-0.3727
PRDX2	0.3954
FLJ34047	-2.32725
PRMT3	-0.56925
KCTD19	-1.193
TRIM10	-0.769666666666667
MGC26597	0.0286666666666667
GCNT4	0.6575
GPRASP1	0.25625
CDKN1C	-0.7515
RHBDL2	2.0631
HSPH1	0.247
AQP1	3.07175
COL17A1	0.1649
GFAP	0.415625
CDC16	-0.07775
KIAA1614	0.8925
C6orf118	0.102833333333333
ZSWIM5	-2.96675
FAM83F	3.7285
LYNX1	0.77875
SYNPR	-0.755
XG	2.40283333333333
PRSS16	2.0925
KIF13B	1.44964285714286
PCDH9	-0.549125
HIST1H2AH	1.20916666666667
RBM18	-0.719
ZNF626	-0.6305
HEXIM2	0.199666666666667
ITFG1	0.1875
TUBG2	-0.3305
SFRS7	-0.0158333333333333
C9orf14	0.0115
EXTL1	-0.12325
GBP3	2.81316666666667
WDR5	-0.54
RARG	0.212
MYO7A	1.792
CECR6	-0.848
C13orf3	-0.7825
SFRS18	-1.084625
ACVR1B	0.322166666666667
PSMD1	-0.089
C7orf31	-0.126833333333333
ILVBL	-0.30125
IFNGR1	1.13375
RNF186	1.96475
NOL9	-1.03375
MAGEL2	0.64825
SLC29A2	-0.078
NHSL1	-1.31875
RBMX	-0.7155
PSORS1C2	0.51175
RAD51L3	-0.174583333333333
LCN6	1.485
ORAI2	-0.022625
BRUNOL6	-0.2915
OR4K5	-0.183
CDC123	-0.455625
MSLN	-2.322
WWTR1	-0.294166666666667
ZNF700	-0.917666666666667
COBL	-0.46125
PPP1R16B	0.430875
GAS7	0.446
MDN1	-1.344375
HAAO	-0.165
C9orf68	1.68725
TNFAIP2	1.5665
FOXN1	0.366
hCG_2033311	-0.509833333333333
ATP6V0D2	0.5062
RPL41	0.531375
SLC38A1	-3.52775
ARHGAP6	-1.096
ADAD2	-0.63
PHF20L1	-0.116125
MCM3AP	-0.184666666666667
ST3GAL3	-1.17383333333333
SNX1	0.823833333333333
ELF5	0.5175
PARP3	1.111
RBM8A	0.266125
LINGO4	0.722
ITGA9	0.642
ZFR	-0.25275
ACSL6	0.172625
FLJ20699	0.7238
DAOA	-0.212
FABP4	6.5755
KCNB1	0.0025
CANX	0.2063
SLC25A28	0.6305
ADIPOR2	-0.28125
ECHDC2	1.601875
SMA4	2.43125
FRZB	2.9595
PABPC1	0.0383333333333333
DMRTB1	-0.22175
APOBEC3G	1.276
CATSPER2	-1.43316666666667
CUEDC1	1.5155
STARD9	-1.694625
CLDN8	3.767
LOC23117	-1.80668181818182
E2F6	-0.561666666666667
TMEM126B	-1.4545
DPY19L4	0.56225
GIMAP5	3.226
NDUFA9	-0.379833333333333
FAM77C	2.4855
CTPS2	0.43425
LOC51035	-0.68575
WDSOF1	-0.73475
EGLN3	-0.665625
PITX3	0.657333333333333
OR52E8	-0.2425
GRM4	0.134
KLK1	-2.77433333333333
GPM6B	-1.26025
RRAGD	-0.864666666666667
PAGE5	-3.46725
UCHL5	0.485666666666667
ULK3	-0.4395
AIM2	1.651
PNO1	-0.576
OR2F2	0.556
GNAT2	-0.42
SIX1	-2.50825
ST13	0.0315833333333333
ZBTB44	-0.25025
TIMP2	0.608
ZMAT4	-0.08425
GTF2IRD1	-0.0616666666666667
ZNF19	0.684833333333333
ZNF714	-1.21725
RSC1A1	-0.38775
C9orf80	-0.4935
PSMA8	0.0614
TMEM141	0.042
COX4I1	-0.187142857142857
CTAGE1	0.161
DTWD1	-0.5145
HSD11B1	3.17175
KRT6B	4.234875
ARID4B	1.529
LHFPL3	-0.15575
WWP2	0.24975
ZNF326	-0.0238333333333333
RGPD1	-0.1825
CTSH	0.986833333333334
FASTKD1	-1.488125
PAF1	0.6782
TTC9C	-1.10525
IFT57	0.5938
PRSS36	0.098
IL20RB	-2.538
ZNF592	-0.1095
DCTD	0.182
CFP	1.794
MFNG	-0.185875
JMJD2B	1.18925
ALDH3B1	-0.2385
THSD4	1.872
KCNJ5	2.6225
LMNA	1.33383333333333
TBCD	0.004375
ZNF250	0.425833333333333
CASQ2	1.96966666666667
PEG10	-4.02475
PRAME	-5.4402
NP	-0.495375
TRIM59	0.412833333333333
ZNF12	0.237875
XTP3TPA	0.23625
SIGLEC7	0.6664
PANK4	-0.4105
FAM70A	-1.6385
SNED1	1.4795
HIP1	0.135
RAET1E	0.371
AMAC1L2	0.366
AHNAK2	2.057
TOE1	-0.518166666666667
RECQL4	-0.9765
SPRYD3	0.72875
DPAGT1	-0.94575
MAGED2	2.1267
ANKRD55	0.12225
TRPS1	5.44483333333333
DOK7	1.243
TFPI2	-6.57475
GTF2H3	-0.899166666666667
CYP4F11	0.638625
LHX2	-3.89333333333333
ATG16L1	-0.3095
ASB12	0.782
C1orf116	1.702875
NF2	-0.1653
POM121	-0.6703
PHYHD1	2.6046
TXNDC17	0.1325
DKFZp779O175	-0.47475
NUP62	0.0961428571428572
MYO18B	0.962333333333333
PRAMEF1	-0.3775
TCBA1	0.23475
TMEM168	0.767
FJX1	0.5685
CLCF1	1.47425
SEPN1	0.67975
IGSF2	1.039
NUDCD1	-0.456
TFF3	2.23983333333333
NDFIP1	0.987071428571429
CHCHD4	-0.10925
TNR	0.1145
CUTA	0.3455
USP44	-4.247
DPP10	-0.366
IWS1	-0.116666666666667
PCGF1	-0.45225
SULT1C4	-0.4335
NTF5	1.97125
PTPN13	1.3995
SSTR5	0.8505
SFRP1	-1.146875
IDH3B	-1.20025
SUOX	0.951333333333333
TMCO5	0.3275
GOLT1B	-0.325
MIB1	-0.551714285714286
PCDHGB1	0.8305
SUSD1	0.63575
ICAM5	-3.22266666666667
PAPOLB	0.35875
URM1	-0.6976
TMEM106B	0.680833333333333
LRIG2	0.052
SLC27A5	-0.12625
CLIC6	0.5303
ZNF420	0.170333333333333
SCN9A	-1.8279
KIAA1909	-0.9855
ELMOD1	-2.61525
PRKAG1	0.257
FAM64A	-0.335333333333333
EEF1G	-0.902
SMAD5	0.857
INCENP	-2.70825
WASF2	-0.856
GARS	-1.4217
CDK10	-0.9296
HLX	0.873333333333333
MDM4	0.269625
ZNRF1	-0.698428571428572
HHATL	-2.26233333333333
FAM21C	0.4636
HIST2H3C	-0.14725
PFDN2	0.7135
ZNF200	-0.48225
NDN	-0.2155
HBA2	-2.68366666666667
FBLN5	1.283875
PUM1	0.327142857142857
TNNT1	2.008
C19orf59	0.388
HNRPH2	0.885666666666667
RAB7A	0.1635
PMS2	-0.59975
BIRC3	1.92783333333333
NRSN2	0.435
OR52K2	0.761833333333333
SPOCK1	0.162571428571429
H2AFY	0.8875
RXRB	-0.309
ZNF638	0.0611666666666667
ANKRD45	-0.542
ACTN4	-0.436833333333333
FXC1	0.03275
EIF2B5	-0.315
VPS33A	-0.488
PINK1	0.34775
FAM106A	-0.7485
SKIP	0.9348125
GAPDHS	0.4995
MUM1L1	4.43725
PSTPIP1	1.0065
CNTNAP1	-1.2494
CYP26A1	-4.0675
APOL2	1.0057
TACC2	0.923
COX7A2L	0.0416428571428571
HSD17B1	1.7458125
ARRB2	0.064
SLC7A6	-0.6224
HSD17B10	-0.1585
RBJ	0.03625
NUP155	-1.513
MRPL10	-0.714
CYCS	-1.69808333333333
CCDC46	1.2905
TECTA	0.5185
GNAL	-0.4365
LPO	-0.096
PEBP4	3.94675
DDX11	-1.7905
C18orf12	0.2545
TAF9B	-0.202
IMP4	0.1595
RPA4	-0.787333333333333
