Hybridization REF	TCGA-A8-A08F-01A-11R-A00Z-07
NPTX1	-5.195
C21orf84	-0.94325
C11orf51	0.12125
ZBED2	3.3105
FLJ90757	1.7965
NPY2R	-0.66925
PLD3	0.3125
SYT17	2.26183333333333
SGSM2	-0.41775
OR1A2	-0.10875
FOXP1	0.65
SLC5A1	1.9805
POFUT1	-0.4491
EPHB6	-3.00166666666667
MYO1G	-0.514625
STAC	-2.0931
KLHL17	-0.192833333333333
RGMA	-0.5242
TJP2	-0.5433
FAM114A1	0.0765
SERINC1	0.962416666666667
SLC9A8	0.031625
PEX19	0.68925
EDN2	2.663
PSMD7	0.111555555555556
C3orf41	-2.50675
UQCR	0.248875
PPP1R3C	1.41475
LRP4	-2.6185
TM2D1	0.42675
TTC17	-0.334125
C4BPB	-3.790125
CCL25	0.299
ZNF253	0.415666666666667
CHRNA9	-3.1445
SOX11	-0.932
HIVEP3	0.2745
CGN	2.9495
C3orf35	0.11375
PKD2L1	2.45125
SYVN1	0.489125
PDE8B	-2.738125
LOC439951	0.80675
LTC4S	1.05566666666667
MIF4GD	1.49116666666667
SMARCA2	0.5745625
TUBGCP6	-0.2155
CABLES1	-0.17275
C16orf77	0.806833333333333
ZNF791	1.04825
FUT5	-1.812
ADH6	-1.97166666666667
P4HB	1.47275
CLDND2	-1.339
ALKBH8	0.28875
PLAC4	-1.9455
F11R	0.316285714285714
MGC35295	0.636333333333333
PDZD4	-0.416666666666667
LOC389073	-0.37575
FAM80B	-0.93
PSMB1	-1.084875
TXN	-0.7175
VIPR1	1.7708
WBSCR18	0.5202
EXOSC6	-0.151166666666667
ACTA2	3.1335
SP5	-4.33458333333333
ANKRD1	-3.5215
DDR1	2.3059
ATP6V1D	0.1675
PTGS1	-0.727583333333333
RNF157	-0.41375
DCC	0.4605
SPAG7	-0.15475
FBXO18	0.592
UBE3C	0.1145
HOXC6	1.2395
LRP2BP	-1.0222
MYST2	0.91625
PDSS2	-0.37425
ATE1	-0.87025
ARAF	0.193
KLF10	0.838
PLA2G2E	-0.42425
ASCL1	0.348
TSNAXIP1	1.20675
FAM131B	-0.300875
IFNA10	-0.0955
NUP43	-0.5695
FAM44B	-0.206375
L1TD1	-4.68216666666667
NMD3	-1.17383333333333
C18orf54	0.0017
PHOSPHO1	0.063
RAG2	-0.871
EMILIN3	-0.117
METTL3	-0.021
VPS13C	0.693375
REXO2	-1.5
ANXA4	-0.98
CA1	-0.81425
DCP1B	-0.4575
TULP3	-0.948166666666667
ATP2A2	-0.0102142857142857
ATIC	-0.47625
ADAM15	-0.212833333333333
NPL	1.87883333333333
LGR4	-1.173625
UEVLD	-0.428333333333333
GAB1	0.6065
SNAI2	-0.0163333333333333
ZGPAT	0.3935
SNF1LK	-0.303375
DLEU1	-1.4225
UBE2Q1	0.330625
ZMYM6	0.3311875
JPH3	-0.9175
FAM38A	-0.669
PXK	0.362666666666667
DENND2D	1.65
BAX	-0.932
CP	-2.64827272727273
RPL37	-0.8136
G6PC3	0.684375
NCOA4	0.407666666666667
LRRC14	0.25125
GORASP1	0.453
FCHO2	0.985375
CYP24A1	-3.6629
FXYD3	1.792875
SMARCAL1	0.7515
ABCB8	0.54
CCDC44	0.8765
PRDM7	-3.693
USH1C	-1.552
DNAH5	0.722666666666667
SRF	-0.67075
MAL2	3.0845
PGPEP1	-0.423916666666667
SIN3B	-0.09
SEMA3C	1.7035
GRAMD3	0.454
FBXO10	-0.22925
OR5D13	0.155
FLJ31818	-0.692
CACNA1I	0.399875
S100A13	-0.066
TP63	-0.983
ANXA11	-0.303
WDR66	1.1435
CSF2RB	0.281
IFI44	0.762
DACT1	2.08
ANKRD23	-1.9155
ATP5G1	0.832333333333333
C21orf70	-0.7325
PPWD1	-1.2625
DNAJC13	0.0335
PAH	-2.97433333333333
PTCH2	0.63
TRMU	-0.4225
CCDC9	0.208
USP3	0.6619
DCLRE1C	0.2644
FAM55C	0.5455
FRMD4B	1.3795
CYP2R1	-0.5985
RFPL1	0.0435
XPO5	-0.89225
ARL6IP2	0.1315
OSBPL5	0.76075
MMP9	3.90336363636364
KIAA0802	-0.205875
DHRS2	1.32516666666667
SGEF	1.5535
TXNDC10	-0.8099
EXOC6	-0.113
RPS27	-0.227833333333333
PNCK	-1.69766666666667
FSTL1	-0.25075
AACS	0.8375
SLMAP	0.925
SAMD4A	-0.8611
ABRA	0.21375
SMARCD3	1.65425
PKNOX2	-2.46566666666667
A4GNT	-0.078
C9orf39	0.3985
RALYL	0.22375
MGC33556	-2.799
C10orf25	-0.855
BBOX1	0.4095
NHEDC1	1.1405
XDH	-0.56975
GCSH	-0.818
EDN1	-1.17366666666667
MTERF	-0.7645
CLK4	0.2145
ZNF799	1.24916666666667
KCNG1	-0.97725
CXCR4	0.744833333333333
PTPRR	-1.58775
IRAK1	-0.69975
LOC401397	-0.21225
TMSB10	0.363071428571429
CXCL3	-2.9897
TMC4	1.987
OR7A10	-0.00449999999999998
STYK1	-0.2575
CHRNA10	-0.94575
CCNI	0.14725
EP300	1.44585714285714
LOC165186	0.014
HIC2	-1.9525
SDR-O	0.1045
OR2W1	0.4415
KCNA6	-0.584
TRIM74	-2.2765
REEP6	-0.40325
ATP5G2	0.2585
ERG	0.03425
TMEM42	-0.03525
PARN	0.103666666666667
SOD2	0.497375
DIRAS1	0.395666666666667
PNPT1	-0.04825
JOSD3	-2.006
hCG_40738	-0.127
PDE1C	-2.10575
SEMA4D	0.162375
AGPAT1	0.04
NOSTRIN	-0.272875
MAP3K3	0.077
MAX	0.727428571428571
CAPS	3.16066666666667
SERPINA12	-0.142
OSBPL8	0.29275
RICS	2.1862
NR4A2	0.351333333333333
PPCS	1.166
LONP1	-0.4815
SCYL3	1.28825
HERC2P2	-0.819833333333333
FIBCD1	-1.4205
C15orf41	-0.56275
DMC1	-0.0708333333333333
C20orf27	-1.25775
RPS6KA5	0.084
FAHD1	-0.0361666666666667
SLC12A4	-0.5895
BRCA1	-2.62558333333333
GBL	-0.1055
SLK	-0.2705
NUDT9P1	-2.7155
NOXO1	0.617
USP52	-0.524
BAZ1B	0.3045
SLCO2B1	3.658
BBS12	0.422666666666667
LRGUK	-0.129333333333333
TERF2IP	1.03975
COL1A1	4.476
KIAA0090	0.0875
GRK5	-0.0301666666666667
AP1S2	-0.8694
TMEM52	0.636666666666667
CA11	-0.3915
OR4A15	0.614
ACBD3	1.8447
SPAG11B	0.110875
PRDM2	0.5128
FOXP3	0.30075
SMYD3	-0.7797
LOC389199	0.877
LGI2	1.9195
NAPE-PLD	-0.8412
ANKRD6	-0.068
WDR45	0.420833333333333
SHROOM1	-2.83775
PSCD3	0.0565
PYY	0.9525
KCNC1	-0.202
ARHGEF9	0.4374
OR8J1	0.3795
GPR55	0.200166666666667
NS3BP	-1.5015
C10orf22	0.594
NAT8L	-0.46775
DUSP4	0.404
FOXM1	-1.25666666666667
GRAMD2	-0.4627
ZBTB48	0.300166666666667
BUD31	-0.982
PABPC5	0.277
CCDC41	-0.77825
FBXO11	0.270916666666667
C6orf148	-1.41775
RFXAP	-1.95
C6orf15	0.0753333333333333
CDK8	-0.236
C6orf70	-0.69625
TESSP2	0.1785
ALG2	-0.0735
PPP1R3D	2.352
TPM3	0.225777777777778
SYT13	2.93125
EPB42	-1.40383333333333
CETN3	-0.669
PRY	0.1005
NTHL1	0.4225
POLR2B	-0.025
RPS28	-0.266083333333333
P2RX3	-0.128
LYZL4	-0.00499999999999998
WBP4	-1.1366
PMM1	-0.42425
C11orf79	1.0415
CBLL1	-0.422
IL1F10	0.611333333333333
VAX2	0.5145
SETDB1	0.0065
LRAP	0.479666666666667
GCLM	-0.579166666666667
CPEB3	0.376
PPM1A	0.6480625
INTS1	-0.95925
CAMTA1	0.812583333333333
SAMSN1	-1.15275
LOC158830	-0.821666666666667
GMPPA	0.684125
AIPL1	0.00149999999999999
IL24	0.203083333333333
BDKRB1	-0.129333333333333
MLF1	1.1783
TAF12	-0.497
ID1	-2.462125
THADA	0.591875
PIK3CB	-0.2465
OR4N5	0.737
TBC1D17	0.0446666666666666
COX8A	0.9565
CDCA4	-1.17775
C2orf44	-0.376
ZNF534	-0.08325
IMMP1L	-0.1865
NIPSNAP3B	-1.0025
FTMT	0.53175
PWP2	-0.644666666666667
MMP15	0.2172
DNAH11	-1.3255
MTMR14	0.289125
DNAL4	1.43425
IPP	1.04075
TMEM59	0.76425
C1orf157	0.792
RGS4	0.686166666666667
DDX18	-0.305166666666667
SNX6	0.097
ZNHIT2	0.886
NCDN	-0.136166666666667
FLJ33534	0.108
RAG1	-2.077
OR4D10	0.55
PTPN5	0.352833333333333
POMT1	-0.2885
LRRC8A	-0.5642
CYP1A1	-1.31475
CAPN1	0.0711666666666667
DDHD2	1.105875
GRIK2	0.0785
GNRHR	0.2745
PPBP	0.39875
HTR3A	-0.777875
SLITRK4	-0.58125
ANKRD49	-0.19925
BTF3	-0.8019
SARS	-0.21025
C13orf18	0.154
CACNB1	0.153642857142857
QKI	-0.206272727272727
SETMAR	0.269125
MAN2B1	1.66583333333333
EML3	-0.442
ACADL	-0.571666666666667
OFD1	-0.180625
DEFB114	0.0145
CGA	-1.576
PEX16	-0.157833333333333
LRRC10	0.0465
GNG12	-0.2265
C1orf152	0.00050000000000001
CHRM1	0.3645
CD53	1.538
DBH	-0.7325
TFAP2B	0.140125
HIST1H2BJ	0.390166666666667
FAM46D	0.727
TMEM11	-0.212
C3orf32	-3.39025
PCCB	0.04575
IPO13	0.31125
C6orf105	-4.183
COMMD5	1.032
SUV420H1	0.0947
LTBR	0.3855
ARHGAP15	-0.570625
HDHD2	-0.0045
TDRKH	0.3435
LOC401052	1.5925
PSG4	-1.8935
GNB4	-0.4532
SPATA4	0.48225
SLC9A3	-0.905
OSBP	0.500166666666667
NBPF3	-0.310833333333333
DOCK11	-0.88
SLC39A5	-2.04666666666667
PRR5	0.4713
C10orf63	0.133625
SMTNL2	0.15425
ADRA1A	-0.08625
ASAH1	1.0999
DOM3Z	-0.3244
GIPR	0.645666666666667
AHI1	-0.540083333333333
NADSYN1	-0.083
RGS14	0.0978
IL18BP	1.3586
RTN4RL1	1.508
ARMC6	0.496
PSMD5	-0.906166666666667
HK3	3.4903
OR4S1	0.70175
RSU1	0.564
MAD2L1	-1.17822222222222
EIF4A3	0.64475
DLEC1	-1.0195
E4F1	0.163333333333333
CHMP2B	0.7326
CAMSAP1	-0.3975
RPS21	-0.348166666666667
ARID5A	-0.707
UBE2N	0.3513
IGSF8	0.727
MAGEB6	-0.7165
ACAD11	-0.8215
MGC4172	-0.669
LMO4	-0.70275
KLKB1	-0.28175
HP	-0.962
HDAC3	-0.33725
SCHIP1	-0.65325
CLCA1	-0.2515
OLFML2A	1.0825
C1orf112	-1.39775
KIF19	0.361166666666667
HAPLN4	-0.516
CXCR7	-0.0403333333333333
GOT2	0.2357
RAB38	1.3055
DCX	-0.925
PPM1H	-0.0415833333333333
NFYC	0.47925
KIN	0.5725
ZNF228	-0.24725
PLSCR4	0.625166666666667
HIG2	-0.6555
FAM79B	2.567
C21orf86	-0.7839
KCNK10	0.00375000000000006
ZNF738	-0.35475
FSTL5	-0.914833333333333
OR6A2	0.44
OTOA	2.8245
EXOC1	0.80375
AHRR	-3.376625
PDAP1	-1.454
C19orf6	-0.341375
ZAN	0.2915
LY6G6E	0.224
EIF4E2	-0.415
C20orf198	-0.1125
ZNF324	0.713
CYP3A5	-3.52833333333333
ENTPD7	0.858666666666667
MBOAT5	-0.548166666666667
GJB5	-3.16125
TTC13	0.2575
S100Z	-1.0865
KIAA0664	-0.390166666666667
PDGFRB	1.74725
IL17D	-1.49725
OR56B4	0.218
RDX	-1.2965
SLC34A3	0.552
IL28B	1.464
JUND	0.2925
CHRNB1	-0.122875
CAMK2B	1.3665
FETUB	-1.54
CXorf23	1.378375
MRTO4	-0.897375
TTC3	1.0774
NDUFB8	-0.311333333333333
EDG2	-0.8305
SEMA3G	0.88025
IL23A	-1.109
GRHL1	-0.1348
LOC441054	-1.4355
WDR65	0.7245
PSTK	-0.98625
STOML3	0.0735
R3HDM2	-0.9345
C5	-2.583
SLC2A10	1.72083333333333
C3orf22	0.4515
PAQR3	-0.414230769230769
ANKRD26	-0.57
HCRTR1	0.0165
LOC399947	-0.2515
PSD2	-0.70725
TIGD2	-1.56966666666667
SCRN1	-1.596875
COQ10A	-0.1895
DDI2	0.1565
METTL7B	0.153333333333333
UCN2	0.184
FAM92A3	-0.724
WDR16	0.06025
ZNF511	-0.7385
ZMYM5	0.896625
POLR3G	-2.573
ZNF586	0.194
C1orf49	0.105
TANK	-0.4845
RCAN1	-0.786833333333333
PELI3	0.180166666666667
LIMD2	-0.036
TMEM189	-0.0255
NTN4	-1.9985
LOC151300	0.3365
CLEC2A	-1.18
GPR135	0.232875
DPYSL4	-1.8755
JAK2	0.0353333333333333
TSHZ1	0.421
TM9SF4	-0.02725
ZNF264	1.238
SIRPG	1.9185
BICD1	-0.767
HERC6	1.10466666666667
METTL5	-0.7755
CASP1	0.76275
PRRT1	0.4615
PLA2G4C	2.21366666666667
ICA1L	-0.348142857142857
TPTE2	-0.196666666666667
OTUD7A	0.851833333333333
AQP11	0.427
APOA2	-4.2199
KALRN	-0.0682
SECTM1	1.33283333333333
IFNAR1	0.515
TALDO1	-0.573625
RAB11FIP4	-0.68925
EIF5A	-0.375
FAM49A	2.10175
NEGR1	0.1995
YTHDC2	0.19025
EHD2	-1.02725
NCF1	3.2685
SCRT2	0.8415
HOXA5	-1.24966666666667
NUP133	0.471
FGF12	-0.6505
SLMO2	-0.0475
SNTA1	-0.448625
CACNG2	0.326125
GCM1	-0.09075
ELF1	-0.186666666666667
TLR5	3.17375
TCFL5	-0.556166666666667
RBMY2FP	-0.4895
LOC100125556	1.2295
FAM129B	0.152
MAP3K7IP1	0.111375
NCK2	0.0635
OXA1L	-0.22225
FMO9P	0.7735
ZSCAN12	-0.12025
PSMD12	1.0135
HSCB	0.275
CLDN10	-3.02925
MGC13053	0.01625
HPCAL4	-0.6445
ASZ1	-0.3055
MEX3D	-0.311583333333333
NFAT5	-0.0667
CSPG4LYP1	-0.5825
FBXO3	-0.2884
DVL1	-0.487833333333333
CMKLR1	3.06416666666667
TYMS	-1.53125
PEF1	1.0405
ZNF750	1.80966666666667
MCM5	-0.2379
MEGF11	-1.571
KCNK7	0.1945
PTP4A3	1.775
C1QTNF2	-1.3885
OR6S1	-0.062
FAM122B	-1.68475
ZNF551	-0.01775
HBQ1	-2.3625
GEMIN6	0.2845
ARSK	-0.68675
RBP7	0.0418333333333333
CPNE9	0.3005
DSC1	-0.389
LOC730112	-0.784
MAP2K4	0.25725
HS3ST5	1.7875
EPB41L3	0.3295
TEKT2	0.82225
CDKN2B	-0.282083333333333
ZNF480	-0.4025
MAP3K6	0.1891
MAP6	3.038
HN1	1.2695
OR2L13	0.292166666666667
SLC16A11	0.389
FAM96A	1.0215
APOL1	1.38975
C5orf32	0.47525
RTP1	0.00983333333333332
RNF175	-0.521
ZBTB41	1.936875
AHCTF1	0.8282
SAE2	-0.4065
ITGA2	0.161083333333333
MME	-0.125666666666667
CCDC14	-1.65625
MAST4	0.490214285714286
KRT33B	-0.4075
KCTD2	0.873333333333333
WDR26	0.6395
MFI2	-0.812
NR4A3	-0.50125
ARSA	1.24875
UNKL	0.337666666666667
SULT6B1	0.24
CCNA2	-1.1795
SOX15	-0.2245
PPAPDC1B	1.71583333333333
C19orf44	0.1925
MCAT	0.8415
ARID1B	-0.9315
OR52N1	0.6465
C12orf48	-1.09925
MAGI1	0.42625
NIPA2	-0.202
GBX2	-1.7325
RSHL3	0.10175
RAVER1	0.612333333333333
C15orf17	-0.571
SLC30A2	0.590625
ZNF518	-0.24275
PCYT1B	-1.3485
C10orf114	-1.67075
EIF3H	0.8325
SLC25A39	0.792
KIF1B	0.684625
AMOTL2	-0.6565
C6orf120	-0.177875
PSRC1	-0.6735
PLA2G10	1.705375
KIF5C	0.805125
MRPL37	-0.05
C17orf62	1.31916666666667
C9orf135	-1.67233333333333
DUSP10	0.7134
CLCNKB	0.2765
PSMA5	0.1305
C8orf53	1.79675
AMPD3	1.42966666666667
PIAS1	-0.103
ADCYAP1R1	0.3345
GYLTL1B	-1.36025
CDH20	0.113333333333333
FBXO7	0.00875
TMEM134	0.899
FLJ14213	0.615166666666667
ZNF3	-0.442
LRRFIP1	0.241708333333333
CNOT2	1.74025
ABI3	2.71
ALDH5A1	0.38825
HNT	2.1086
SERPINA4	-2.4115
TK2	0.708166666666667
STMN1	-0.199444444444444
GUCA2A	0.092
GALNT10	0.571357142857143
DPP6	-0.98665
C9orf93	0.45675
PRELID2	-1.903875
STK39	0.127375
SFTPA1	-1.75475
CKS2	-0.605444444444444
RHO	0.314375
C20orf135	-0.10975
XKR3	-2.124
CR1	0.6925
RPS6KA2	0.179785714285714
C20orf112	0.48
MRPL22	-0.2025
C4orf23	0.0236666666666667
GADD45B	0.56875
KLHDC1	-0.305333333333333
C2orf48	-2.065
ZNF287	1.1155
DAAM2	-0.55975
DPPA2	-3.356
TCTN3	0.0221666666666667
DNAJB11	0.476125
FPR1	3.51075
DEFB4	-0.012
PTCD2	-1.1718
SMOC2	4.05683333333333
CABP7	0.21575
SERPINB11	0.07025
MAGEF1	0.46925
NDE1	0.966333333333333
ITGA10	0.0175
FSHB	0.6435
ANXA2	0.410375
HORMAD2	0.501
HLCS	0.46425
MCF2L	0.933916666666667
FH	0.414125
TBC1D24	0.71875
KIAA1505	0.142
LGALS2	0.415
CNBD1	-0.4705
SYNPO2L	-0.0985
PTPN23	0.291071428571429
C1orf183	-0.800166666666667
MAGEA8	-1.6435
DGCR8	-0.84375
GSR	-0.33275
PAQR7	0.3395
ZNF676	-0.2375
CACNA1C	0.3277
SP7	0.3695
PDCD6	-0.014
NRN1L	-1.1095
BRI3BP	1.32258333333333
KIAA1183	1.15725
ASB4	-0.3925
CCL23	1.5219
OBSL1	-0.624125
SLC12A7	1.15575
KIAA0240	-0.44075
CD1B	-2.3295
FCGR2A	1.96275
MDC1	-0.19575
HTR1A	0.2605
OCEL1	0.11775
ATP11B	-0.9753125
FBXO34	-0.231666666666667
PCDH12	3.08683333333333
RPE	-1.01075
C17orf74	0.14
CSDC2	0.2755
PET112L	0.5045
TMBIM1	0.90775
P2RXL1	-0.45075
TCHP	-1.0525
TRMT1	-1.13466666666667
F2RL2	-1.268
LRRC32	2.76816666666667
IMPG2	0.36
BGLAP	-0.41925
LOC493869	-1.57266666666667
MRAS	1.765
SLC35F5	-0.463
CBWD1	-0.755
AXL	-1.684375
ATP2C2	2.17275
TELO2	-0.024
PNPLA3	-2.80725
PCDHB14	-0.148
CD276	0.40375
KRT80	-1.204
DUSP28	-0.104
CSNK1E	-0.641083333333333
SRP14	0.767
KCNQ4	0.304
KRT72	-0.0643333333333333
CCDC117	0.4955
C6orf89	-0.369444444444444
TUBB2B	-3.04133333333333
RTN4IP1	-0.61
CR1L	-2.66033333333333
CEND1	0.0595
C12orf41	0.0603333333333333
RNF31	0.85025
UBN1	0.240166666666667
C17orf32	-0.380875
SLC5A7	0.61175
GPR92	1.32866666666667
ESAM	2.0178
CTNNA1	0.395
HRBL	0.0107
CBX4	1.67575
TMEM182	-0.19025
SH3TC2	-1.75966666666667
IL10	1.30566666666667
PXMP4	1.4075
RNF167	0.7034
PAK7	-0.341666666666667
ETV3	0.0795
ATPIF1	-0.1555
LOC554207	-1.84833333333333
OR8H1	0.029
WDFY3	0.752125
DPM1	-0.3435
GPSM1	-0.6155
WDR92	0.0794
LRP1	0.621
ANKH	-1.05875
THUMPD3	-0.15875
POLR1B	-0.6175
OLFM4	0.241833333333333
RAD9B	-0.2895
TSPY2	-3.096
PAX6	-2.00033333333333
SCG2	-2.389
SLC17A6	0.70225
FMO3	2.65525
PADI4	-0.188125
TUBB4	-0.6333
NLK	-0.42525
POU4F3	-0.263
SDF4	0.323
ITGBL1	1.44516666666667
NETO1	0.443
TAP2	0.417
ABBA-1	0.24125
GNAI1	-1.13575
VPS4B	-0.0525
NOPE	-0.00389999999999999
GALNT6	2.78
SESN1	-0.217125
GBE1	-1.97277777777778
CLASP1	-0.4385
RASGEF1B	0.98725
ACOT11	0.247928571428571
AFAP1	0.0485
OR2H2	0.357
DPY19L2P1	-2.0325
DZIP1	-2.11975
SEC22C	0.049
GPR161	-0.88225
RNF146	0.0705
WDR74	-0.449
GALP	0.3315
PURA	0.956
DNPEP	1.11875
RP11-78J21.1	-1.23325
ERBB2	1.319
FANCM	-0.21375
NEO1	-0.4585
DDX3Y	-4.8227
RPS3A	-0.498
MXRA7	0.912928571428571
LGALS3	-1.04066666666667
GLT8D1	0.1705
CFL2	-0.723666666666667
UPB1	0.277
NAP1L5	-0.4775
CLDN14	-1.59075
DHX38	0.05425
BTBD1	-0.16325
TARS2	0.527166666666667
ABCF1	0.2357
FCF1	0.486666666666667
LRRC49	-0.15325
GUCY1B2	-0.6745
C1orf177	-0.0323333333333333
SMARCA4	0.598071428571429
LRP8	-1.65066666666667
TAGLN3	-1.416
MRPL14	-0.54825
TTRAP	0.342
ZDHHC20	0.51125
NFE2L3	-0.8555
KIAA1377	-0.83
PALMD	-0.1817
TMEM43	-0.4035
TTL	-1.16775
STAT5B	-0.836
SSB	-1.066125
OR10H5	0.0585
SLC22A13	-0.869
AKAP3	-0.3955
TIMM23	0.0395
OAS2	2.12975
KIAA0423	0.08125
TRIM11	0.738666666666667
GLIS3	1.419375
TMEM50B	0.677833333333333
ARHGEF4	-1.81275
DEGS1	0.367545454545455
TBL1XR1	0.870433333333333
G6PD	-1.24875
SP140	1.4083
MUC17	-0.0855714285714285
NUDC	-0.2358
DNAJC5B	3.04733333333333
SCARA3	-0.737666666666667
CPA3	4.577
BCAT2	-0.127125
MFN1	-0.2771
NRG3	0.5055
SNX11	0.8125
PLEKHH1	-0.698166666666667
GPR177	-0.582166666666667
HCFC2	-0.0315
TCAP	-0.7945
MOCOS	-2.394
C14orf93	-0.02875
PRDM10	-0.387666666666667
SLC16A4	-0.65625
SRGAP1	0.661833333333333
VIP	0.062
DUSP27	-0.2255
LILRA1	1.009
MC2R	0.3835
MGC24103	-2.48275
MBTD1	0.0605
FUT11	-0.510333333333333
USP33	0.0875
C15orf39	-0.78275
MAP3K12	0.6285
PAAF1	-0.0193333333333333
BARHL1	-0.0675
FLJ16165	-0.623
PIWIL2	-2.47875
SYNE1	0.17525
CMTM4	0.80225
TSPYL1	0.4452
GUF1	-0.798
TMEM157	1.3285
WDR44	0.45275
HIST1H3C	1.0295
DKFZp666G057	0.41325
RNPEP	1.04225
GAS2L2	-0.083
ADH4	-4.61575
GRPR	0.796
FBXL17	0.8685
ZBTB10	0.658083333333333
Gcom1	0.110888888888889
HTRA1	0.7549
ZNF585A	-0.199833333333333
SLC26A2	0.445785714285714
OTOP3	0.324333333333333
WISP1	2.638
ATP2B4	0.0995
FLJ10769	0.538
CRAMP1L	-0.017375
CHST12	-1.19625
RAB22A	1.0685
TARDBP	-0.0635
STAU1	0.12625
CRB3	2.11366666666667
MIG7	-0.9875
CHMP1A	-0.117
ZNF160	0.084
B3GALT6	0.4415
BARX1	-2.0045
C6orf167	-1.062
NXNL1	0.3385
DHX29	0.016375
HADHB	-0.0435
PLXNB2	0.292375
ILDR1	-0.547
SLC15A3	3.287
GAS2	-4.87233333333333
C20orf69	-0.2815
NUMB	-0.583
TNIP1	0.222875
MESP1	-1.50316666666667
PSKH1	0.55375
NSFL1C	-0.078125
RHOG	0.20575
HEY1	-2.33816666666667
KNG1	-1.8625
ITGAX	2.5626
LIN9	0.28
CANT1	2.211125
XRN1	0.742142857142857
CCDC96	0.5733
HEATR6	-0.515166666666667
GNG7	0.13675
RUNX2	0.85925
SOX1	0.505
FCRL5	0.1054
ZNF99	0.722
FAM9A	-0.154
SNX22	1.2565
MBNL3	-2.23733333333333
ODC1	-2.6211
ADORA2B	-2.68116666666667
NR2F6	0.28275
ZFYVE16	-0.278333333333333
SYNJ2BP	1.0101
POLE	-0.139875
E2F2	-0.118375
THRA	0.0543333333333333
PTGES2	-0.717666666666667
HIP1R	0.630666666666667
TMUB1	0.0248333333333333
ENO3	-2.4235
RSPH10B	-0.4385
CXorf39	0.178375
IRGC	-0.03
GPR109B	1.00725
FLJ13305	1.1865
LCE3A	-1.383
TNFRSF18	0.983833333333333
DET1	0.43025
TRPM3	0.056
C16orf79	-1.353
FECH	-0.5325
RAP2A	-0.0713333333333333
CRIP1	1.82916666666667
AZIN1	0.993625
SLC7A7	4.45475
IL10RA	1.6549
TMEM64	-2.62275
CDC42EP4	1.1042
C16orf58	-0.0496
ARG2	-3.53525
POU5F1P4	-4.7185
FAM62B	0.226
DNAH8	-2.0873
ASH2L	1.27825
TSLP	-4.00183333333333
CNTNAP5	-1.379
TMEM16C	-1.2735
IFNA14	1.302
SLC1A3	1.94175
CABYR	1.2425
BCL7B	-0.1546
NUDT13	-1.25583333333333
C13orf28	0.738
C1orf53	-0.2185
ARL6IP4	0.3614
RPL35A	-0.8475
EMR3	0.1065
RAB40C	0.361916666666667
SLC41A1	0.643333333333333
LRCH1	0.1435
LY6G5B	-0.267
FAM124A	-0.596428571428572
MGC10981	-3.9815
CLIP3	0.6902
MAP4K2	0.499666666666667
CHIC1	0.8355
SULF1	3.87633333333333
C20orf30	-0.187285714285714
PRDM5	-1.028
ELOVL1	-0.014
C11orf48	0.033375
SLC39A10	-0.59775
KCNV1	0.222
ACP1	0.241666666666667
ZMYM2	0.00524999999999999
B3GNT6	-0.104666666666667
C9orf69	-0.83125
C2orf15	0.841
C20orf166	0.5705
HSP90AA6P	0.1695
EDG7	-1.3205
NEURL	1.744125
LPL	-1.0685
CLEC2D	-0.1395
GRRP1	2.42933333333333
CD8B	-1.9384
HIST1H3D	0.263166666666667
SLC6A12	1.049375
FAM27L	0.2765
CD84	2.727
RASA1	-0.551
PHKG1	-0.29
MAGEA11	-1.495
IMPA1	-0.3586
NPM3	-1.56175
RARRES1	2.9115
SH3BP1	0.719125
B3GNTL1	1.195
ARPC5L	-0.386166666666667
KLHL26	0.46575
SIM2	-1.9365
GJC1	0.326
C20orf194	0.07
EXO1	-0.39775
SLC2A2	-2.08416666666667
LOC285074	-0.183
LRG1	1.51475
KIRREL	0.1175
PIK3R1	-0.012
C4orf34	0.07125
MAF	-1.12644444444444
ADCY4	3.1105
ZMIZ2	-0.1861
SLC46A3	2.14166666666667
STAMBP	1.18966666666667
CCDC16	0.48625
MS4A12	0.033
TCF20	-0.3065
LRRC46	2.3235
C20orf152	0.35625
MRPS6	-0.543625
ABCB11	0.1975
KCNC2	1.246
CDH19	-2.25483333333333
C9orf123	0.169
SSH3	0.535625
LDLRAD1	0.07025
CCBE1	-0.2905
ZNF135	2.06225
TAAR1	0.4985
WFDC12	-0.2005
CCDC42	-0.172833333333333
FLJ12529	0.042
PER1	-1.12166666666667
TIMM50	-0.696666666666667
SMARCAD1	-0.3615
FAM26C	1.885
TP53TG3	-2.16733333333333
SH3RF1	1.0046
LMCD1	1.8915
GPR63	-0.4335
FLJ21986	-1.862625
AIFM3	0.19375
MICAL1	-0.089
BLZF1	0.726833333333333
IQCA	0.159833333333333
PCDHGC3	-1.5445
SAC	1.47225
BCL6B	2.18483333333333
DDO	-0.6325
MARCO	4.1165
DCHS1	1.24866666666667
C1orf170	-0.919833333333333
CD200R1	1.11016666666667
C22orf15	-0.412
SEPT11	-0.106166666666667
ADNP	0.66725
UST	-2.1888
C13orf34	-1.82516666666667
RFFL	0.0485
APBA3	-0.1805
C2orf60	-0.365125
CUTL1	-0.378
PMS1	-0.933285714285714
ZNF689	1.3685
EIF3E	0.0536666666666667
IL9	0.294166666666667
RPL31	-1.57325
LY9	0.158166666666667
