Hybridization REF	TCGA-AO-A03R-01A-21R-A034-07
C20orf198	-0.425
ZNF324	0.48225
CYP3A5	-2.69133333333333
ENTPD7	0.0933333333333333
MBOAT5	-0.168833333333333
GJB5	-0.45575
TTC13	-0.07975
S100Z	-1.33166666666667
KIAA0664	-0.330333333333333
PDGFRB	1.49333333333333
IL17D	-0.8345
OR56B4	-0.7405
RDX	-1.58816666666667
SLC34A3	1.89
IL28B	0.693
JUND	1.80875
CHRNB1	-1.088125
CAMK2B	-0.21275
FETUB	-1.51325
CXorf23	1.334625
MRTO4	-0.23475
TTC3	-0.2627
NDUFB8	-0.437666666666667
EDG2	-1.38575
SEMA3G	1.84475
IL23A	-1.1515
GRHL1	0.4305
LOC441054	-1.7385
WDR65	0.66325
PSTK	-0.506
STOML3	0.2522
R3HDM2	-0.2527
C5	-1.51875
SLC2A10	0.778333333333333
C3orf22	0.8415
PAQR3	-0.680615384615385
ANKRD26	0.260333333333333
HCRTR1	-0.101
LOC399947	-0.32875
PSD2	-0.241
TIGD2	-0.908666666666667
SCRN1	-0.660875
COQ10A	-0.8875
DDI2	-0.6765
METTL7B	-0.3845
UCN2	1.1255
FAM92A3	0.33875
WDR16	0.975
ZNF511	-0.223166666666667
ZMYM5	-1.027875
POLR3G	-2.3505
ZNF586	-0.2425
C1orf49	-0.0903333333333333
TANK	-0.154666666666667
RCAN1	-0.577833333333333
PELI3	1.40633333333333
LIMD2	0.348
TMEM189	-0.5195
NTN4	1.70175
LOC151300	0.712
CLEC2A	-0.657
GPR135	0.450875
DPYSL4	-2.3077
JAK2	0.323333333333333
TSHZ1	1.77166666666667
TM9SF4	-0.6535
ZNF264	0.885833333333333
SIRPG	2.19275
BICD1	-0.52525
HERC6	1.14466666666667
METTL5	-0.794
CASP1	0.0105
PRRT1	0.108166666666667
PLA2G4C	0.915333333333333
ICA1L	0.929928571428571
TPTE2	-0.1522
OTUD7A	1.47233333333333
AQP11	-0.68625
APOA2	-3.7766
KALRN	-0.3542
SECTM1	0.192666666666667
IFNAR1	-0.2925
TALDO1	-0.160625
RAB11FIP4	-0.872416666666667
EIF5A	-0.6445
FAM49A	1.48475
NEGR1	-0.285
YTHDC2	0.533875
EHD2	0.141
NCF1	1.787
SCRT2	1.9035
HOXA5	0.174833333333333
NUP133	-0.295
FGF12	-1.47375
SLMO2	-0.52475
SNTA1	0.426375
CACNG2	0.2925
GCM1	0.787625
ELF1	0.608
TLR5	3.4285
TCFL5	-1.11516666666667
RBMY2FP	-0.0315
LOC100125556	0.34625
FAM129B	0.565875
MAP3K7IP1	0.49375
NCK2	0.362
OXA1L	-0.83575
FMO9P	0.603
ZSCAN12	-1.13125
PSMD12	-0.230333333333333
HSCB	-0.084
CLDN10	-2.63125
MGC13053	-0.0455
HPCAL4	-0.201833333333333
ASZ1	0.1005
MEX3D	0.676583333333333
NFAT5	-0.1603
CSPG4LYP1	-0.751666666666667
FBXO3	-0.1052
DVL1	-0.0958333333333333
CMKLR1	2.19983333333333
TYMS	-1.823875
PEF1	0.9745
ZNF750	2.13016666666667
MCM5	0.1926
MEGF11	-0.49225
KCNK7	0.3325
PTP4A3	1.4295
C1QTNF2	-1.5045
OR6S1	-0.0035
FAM122B	-0.901
ZNF551	0.1105
HBQ1	-1.5215
GEMIN6	-0.09
ARSK	-1.01875
RBP7	3.49866666666667
CPNE9	-0.51725
DSC1	1.5975
LOC730112	-0.263
MAP2K4	-0.021
HS3ST5	-1.472
EPB41L3	-0.43325
TEKT2	1.0565
CDKN2B	-0.2145
ZNF480	0.122
MAP3K6	0.7489
MAP6	0.9265
HN1	1.0541
OR2L13	0.545833333333333
SLC16A11	0.4795
FAM96A	-0.9855
APOL1	0.608
C5orf32	-1.123
RTP1	0.1182
RNF175	-0.43125
ZBTB41	1.792125
AHCTF1	0.7955
SAE2	-0.0410000000000001
ITGA2	-0.907333333333333
MME	0.209333333333333
CCDC14	-0.717
MAST4	2.06464285714286
KRT33B	-0.564
KCTD2	-0.00416666666666667
WDR26	0.321666666666667
MFI2	-0.06325
NR4A3	1.6005
ARSA	1.52775
UNKL	-0.217333333333333
SULT6B1	-0.2705
CCNA2	-1.092
SOX15	0.2665
PPAPDC1B	1.02375
C19orf44	1.0135
MCAT	1.3255
ARID1B	0.028375
OR52N1	-0.1245
C12orf48	-0.54775
MAGI1	-0.23075
NIPA2	-1.19775
GBX2	-1.73725
RSHL3	-0.864428571428572
RAVER1	1.25183333333333
C15orf17	0.11325
SLC30A2	2.256875
ZNF518	0.15975
PCYT1B	-0.56125
C10orf114	-1.47775
EIF3H	0.899333333333333
SLC25A39	-0.317666666666667
KIF1B	-1.0605
AMOTL2	-0.566
C6orf120	0.23225
PSRC1	-0.2545
PLA2G10	-0.594375
KIF5C	1.553
MRPL37	-1.006
C17orf62	-0.178833333333333
C9orf135	-0.843
DUSP10	-0.186
CLCNKB	0.4645
PSMA5	-0.57725
C8orf53	1.96175
AMPD3	0.3285
PIAS1	0.33575
ADCYAP1R1	0.118
GYLTL1B	0.43075
CDH20	-0.385
FBXO7	-0.0285
TMEM134	0.565833333333333
FLJ14213	-0.231833333333333
ZNF3	0.0155
LRRFIP1	0.561708333333333
CNOT2	0.401833333333333
ABI3	2.20175
ALDH5A1	0.997333333333334
HNT	1.1983
SERPINA4	-2.0215
TK2	0.00858333333333337
STMN1	-0.586222222222222
GUCA2A	0.0258333333333333
GALNT10	-0.356071428571429
DPP6	-0.55985
C9orf93	0.386375
PRELID2	-0.383
STK39	1.596
SFTPA1	-1.48775
CKS2	0.646222222222222
RHO	0.17575
C20orf135	-0.40325
XKR3	-1.884
CR1	-0.039875
RPS6KA2	-0.015
C20orf112	1.131
MRPL22	-0.32675
C4orf23	0.317833333333333
GADD45B	2.92475
KLHDC1	1.189
C2orf48	-2.496
ZNF287	-1.311
DAAM2	-1.13375
DPPA2	-2.33583333333333
TCTN3	-0.0831666666666667
DNAJB11	-0.384625
FPR1	3.9395
DEFB4	0.133
PTCD2	-1.2855
SMOC2	5.39066666666667
CABP7	1.0925
SERPINB11	0.31
MAGEF1	0.26975
NDE1	0.460333333333333
ITGA10	0.082
FSHB	-0.321
ANXA2	0.15675
HORMAD2	0.3635
HLCS	-0.6915
MCF2L	1.62566666666667
FH	-0.67275
TBC1D24	1.79425
KIAA1505	0.25375
LGALS2	1.5805
CNBD1	0.75
SYNPO2L	-1.01875
PTPN23	0.555571428571429
C1orf183	0.797
MAGEA8	-3.16
DGCR8	-0.787625
GSR	-0.5395
PAQR7	0.509
ZNF676	-0.275
CACNA1C	-0.0615
SP7	0.1605
PDCD6	-0.6195
NRN1L	0.182
BRI3BP	1.684
KIAA1183	0.56925
ASB4	0.6035
CCL23	1.1229
OBSL1	-1.662625
SLC12A7	0.32625
KIAA0240	1.186
CD1B	-1.93016666666667
FCGR2A	1.05475
MDC1	-0.78275
HTR1A	1.141
OCEL1	-0.25025
ATP11B	-1.6092
FBXO34	0.5765
PCDH12	2.94733333333333
RPE	-0.81275
C17orf74	-0.2985
CSDC2	-0.241333333333333
PET112L	0.45475
TMBIM1	-0.090625
P2RXL1	0.116
TCHP	-0.71475
TRMT1	-0.6745
F2RL2	-0.197333333333333
LRRC32	2.11133333333333
IMPG2	0.2915
BGLAP	-0.26175
LOC493869	-3.14591666666667
MRAS	1.107
SLC35F5	-0.84975
CBWD1	-0.841
AXL	-3.132875
ATP2C2	1.90625
TELO2	-0.041
PNPLA3	-3.6885
PCDHB14	-0.485
CD276	-0.33275
KRT80	-1.78175
DUSP28	-0.493
CSNK1E	0.0803333333333333
SRP14	0.2955
KCNQ4	0.221
KRT72	-0.00716666666666669
CCDC117	1.423375
C6orf89	-0.00350000000000001
TUBB2B	-1.95466666666667
RTN4IP1	-1.85625
CR1L	-3.36466666666667
CEND1	0.912
C12orf41	-1.11416666666667
RNF31	-0.2265
UBN1	0.546666666666667
C17orf32	-0.328375
SLC5A7	0.74675
GPR92	0.52
ESAM	2.1618
CTNNA1	0.39925
HRBL	0.1985
CBX4	0.016
TMEM182	-0.97925
SH3TC2	-1.87216666666667
IL10	0.396666666666667
PXMP4	0.9445
RNF167	-0.2577
PAK7	2.253
ETV3	0.657
ATPIF1	0.766666666666667
LOC554207	-2.373
OR8H1	-0.100333333333333
WDFY3	1.583875
DPM1	-1.8975
GPSM1	-0.858
WDR92	-0.3261
LRP1	0.412666666666667
ANKH	-1.2315
THUMPD3	-1.6695
POLR1B	-1.10525
OLFM4	3.08683333333333
RAD9B	0.122
TSPY2	-3.671
PAX6	-1.15866666666667
SCG2	-2.22525
SLC17A6	0.3935
FMO3	2.418875
PADI4	0.645375
TUBB4	-0.2616
NLK	-0.85425
POU4F3	0.6215
SDF4	0.000749999999999987
ITGBL1	1.898
NETO1	-1.4865
TAP2	-0.199375
ABBA-1	0.473909090909091
GNAI1	-0.51675
VPS4B	0.02425
NOPE	-0.7559
GALNT6	3.67316666666667
SESN1	-0.059625
GBE1	-1.78933333333333
CLASP1	0.41275
RASGEF1B	0.6245
ACOT11	-0.0600714285714286
AFAP1	0.73975
OR2H2	-0.3755
DPY19L2P1	0.38275
DZIP1	-2.599
SEC22C	-0.5565
GPR161	-0.70025
RNF146	-0.622
WDR74	-0.882875
GALP	-0.3715
PURA	1.18225
DNPEP	0.33425
RP11-78J21.1	-1.44925
ERBB2	0.63275
FANCM	-0.386666666666667
NEO1	0.5135
DDX3Y	-4.64922222222222
RPS3A	-0.086625
MXRA7	-0.542857142857143
LGALS3	-1.7715
GLT8D1	-0.652
CFL2	-1.307
UPB1	0.218
NAP1L5	0.299125
CLDN14	-0.3355
DHX38	-1.10225
BTBD1	-1.103
TARS2	1.05633333333333
ABCF1	-0.4021
FCF1	0.726833333333333
LRRC49	-0.4875
GUCY1B2	-1.8935
C1orf177	-0.248166666666667
SMARCA4	-0.857071428571428
LRP8	-2.48166666666667
TAGLN3	-0.826666666666667
MRPL14	-0.171
TTRAP	-0.58775
ZDHHC20	-0.03825
NFE2L3	-2.967
KIAA1377	0.892125
PALMD	1.4211
TMEM43	-0.31325
TTL	-1.010375
STAT5B	-1.14016666666667
SSB	-0.71775
OR10H5	-0.399
SLC22A13	-0.597333333333333
AKAP3	-0.5945
TIMM23	-0.555333333333333
OAS2	1.33741666666667
KIAA0423	-0.02225
TRIM11	0.569166666666667
GLIS3	0.020875
TMEM50B	-0.4765
ARHGEF4	-1.1585
DEGS1	0.152545454545455
TBL1XR1	0.543933333333333
G6PD	-1.6655
SP140	0.8751
MUC17	-0.0666153846153846
NUDC	-0.3523
DNAJC5B	0.752
SCARA3	-0.833666666666667
CPA3	1.37916666666667
BCAT2	0.00762500000000002
MFN1	-1.1617
NRG3	0.657
SNX11	0.37
PLEKHH1	0.125
GPR177	-0.984666666666667
HCFC2	-0.0985
TCAP	-0.3325
MOCOS	-0.36825
C14orf93	-0.165
PRDM10	-0.326166666666667
SLC16A4	-0.724
SRGAP1	1.342
VIP	1.15825
DUSP27	0.984333333333333
LILRA1	0.4331
MC2R	0.9995
MGC24103	-3.2795
MBTD1	-1.874
FUT11	-0.509833333333333
USP33	0.2013
C15orf39	-1.12525
MAP3K12	0.11625
PAAF1	-1.20266666666667
BARHL1	0.074
FLJ16165	-0.1205
PIWIL2	-2.07125
SYNE1	0.421833333333333
CMTM4	-0.2115
TSPYL1	-0.3657
GUF1	-0.735666666666667
TMEM157	1.758
WDR44	-0.112
HIST1H3C	-0.145
DKFZp666G057	-0.0674999999999999
RNPEP	1.26475
GAS2L2	-0.641666666666667
ADH4	-4.1825
GRPR	2.24816666666667
FBXL17	1.95125
ZBTB10	1.6585
Gcom1	0.182333333333333
HTRA1	-0.0618
ZNF585A	-0.069
SLC26A2	1.10007142857143
OTOP3	0.1848
WISP1	1.08122222222222
ATP2B4	0.0575
FLJ10769	0.14925
CRAMP1L	-0.371
CHST12	-0.576
RAB22A	0.21875
TARDBP	-0.374142857142857
STAU1	-0.106
CRB3	1.44916666666667
MIG7	-2.44
CHMP1A	-0.1805
ZNF160	-0.1025
B3GALT6	0.24525
BARX1	-0.4505
C6orf167	-1.835625
NXNL1	0.483
DHX29	0.67075
HADHB	-0.916
PLXNB2	0.575375
ILDR1	-1.04
SLC15A3	2.252
GAS2	-3.51883333333333
C20orf69	-0.10025
NUMB	-0.20075
TNIP1	0.1655
MESP1	-0.428166666666667
PSKH1	-0.5795
NSFL1C	-0.6055
RHOG	0.1455
HEY1	-2.18716666666667
KNG1	-1.18
ITGAX	1.38811111111111
LIN9	0.378833333333333
CANT1	-0.106625
XRN1	0.251714285714286
CCDC96	1.25077777777778
HEATR6	-0.835833333333333
GNG7	0.364416666666667
RUNX2	0.1465625
SOX1	0.301666666666667
FCRL5	0.8827
ZNF99	0.488375
FAM9A	0.4875
SNX22	0.451166666666667
MBNL3	-2.75866666666667
ODC1	-3.1679
ADORA2B	-3.06916666666667
NR2F6	-0.3975
ZFYVE16	-0.0246666666666667
SYNJ2BP	1.6427
POLE	-0.229125
E2F2	-0.248
THRA	0.313166666666667
PTGES2	-0.409666666666667
HIP1R	0.02
TMUB1	-0.0653333333333333
ENO3	-1.97675
RSPH10B	-0.06
CXorf39	0.900375
IRGC	0.5855
GPR109B	1.0265
FLJ13305	0.2615
LCE3A	-0.685
TNFRSF18	2.2195
DET1	-0.2485
TRPM3	-0.2625
C16orf79	-0.839
FECH	-1.16633333333333
RAP2A	-0.357
CRIP1	2.372
AZIN1	0.501375
SLC7A7	2.65425
IL10RA	0.8199
TMEM64	0.27325
CDC42EP4	1.5839
C16orf58	-0.7386
ARG2	-3.38475
POU5F1P4	-4.52075
FAM62B	-0.356125
DNAH8	-1.8097
ASH2L	1.25425
TSLP	-1.95516666666667
CNTNAP5	0.0813333333333333
TMEM16C	-0.34525
IFNA14	-0.4205
SLC1A3	0.154
CABYR	2.26875
BCL7B	-0.5164
NUDT13	-1.857
C13orf28	-0.0683333333333334
C1orf53	-0.06275
ARL6IP4	-0.0317
RPL35A	-0.4385
EMR3	0.473
RAB40C	0.0458333333333333
SLC41A1	-0.361666666666667
LRCH1	-0.04425
LY6G5B	-0.7125
FAM124A	-0.0984285714285714
MGC10981	-4.092
CLIP3	0.6701
MAP4K2	0.251833333333333
CHIC1	-0.17675
SULF1	2.53816666666667
C20orf30	-0.6375
PRDM5	-0.51925
ELOVL1	0.24875
C11orf48	-0.672375
SLC39A10	-0.35675
KCNV1	-0.3695
ACP1	-0.966166666666667
ZMYM2	-0.829
B3GNT6	0.116666666666667
C9orf69	0.22475
C2orf15	0.30275
C20orf166	0.4785
HSP90AA6P	0.254
EDG7	0.248
NEURL	-1.035375
LPL	1.73833333333333
CLEC2D	-0.163428571428571
GRRP1	2.25133333333333
CD8B	-2.2621
HIST1H3D	1.17783333333333
SLC6A12	0.217
FAM27L	0.067
CD84	1.4267
RASA1	-0.5945
PHKG1	0.237
MAGEA11	-2.01
IMPA1	-0.4391
NPM3	-1.32575
RARRES1	4.67
SH3BP1	0.824125
B3GNTL1	-1.205
ARPC5L	-0.5475
KLHL26	0.46125
SIM2	-1.95128571428571
GJC1	1.7295
C20orf194	-0.26475
EXO1	-1.44025
SLC2A2	-1.674
LOC285074	-1.621
LRG1	1.9005
KIRREL	0.271
PIK3R1	2.24285714285714
C4orf34	0.8565
MAF	-2.04072222222222
ADCY4	4.06916666666667
ZMIZ2	1.2
SLC46A3	0.0183333333333333
STAMBP	0.36
CCDC16	-0.0805
MS4A12	-0.234
TCF20	0.5715
LRRC46	0.08225
C20orf152	-0.32175
MRPS6	-1.6085
ABCB11	-0.6795
KCNC2	1.15483333333333
CDH19	-1.2045
C9orf123	-0.0236666666666667
SSH3	0.792625
LDLRAD1	-3.29766666666667
CCBE1	-0.47125
ZNF135	1.206625
TAAR1	0.713
WFDC12	0.1065
CCDC42	0.125
FLJ12529	0.88625
PER1	0.864666666666667
TIMM50	-0.381833333333333
SMARCAD1	-0.851166666666667
FAM26C	-0.154
TP53TG3	-1.41433333333333
SH3RF1	1.322
LMCD1	2.1245
GPR63	-0.3195
FLJ21986	-2.393875
AIFM3	-0.5755
MICAL1	-0.767333333333334
BLZF1	0.456666666666667
IQCA	1.94383333333333
PCDHGC3	-0.6515
SAC	1.222
BCL6B	1.8635
DDO	-0.74425
MARCO	2.5035
DCHS1	1.04766666666667
C1orf170	-0.0985
CD200R1	0.9285
C22orf15	0.567
SEPT11	0.00933333333333333
ADNP	0.31925
UST	1.6496
C13orf34	-1.11716666666667
RFFL	-0.367357142857143
APBA3	-0.1255
C2orf60	-0.87725
CUTL1	-0.1741
PMS1	-0.936
ZNF689	-0.8045
EIF3E	0.116166666666667
IL9	0.678
RPL31	0.37925
LY9	0.864666666666667
ATP2B3	0.33275
KDELR2	-0.490875
TFCP2	0.058625
NLRP12	-0.39625
FLJ45422	0.02825
TLE4	-0.705
ZNF570	-0.3735
FLJ43806	-1.0035
TLK2	-0.426
CIR	0.588
MARS2	-0.1155
COL24A1	0.64125
SDF2L1	-0.8615
HIBADH	-1.04316666666667
IGFBP3	-2.14278571428571
C12orf23	-0.2315
PSPC1	0.2225
C20orf43	-0.3365
TRAV20	0.345
ARHGAP24	0.88375
KIAA1975	-0.601125
C1QA	3.3524
DNTT	-4.47133333333333
C10orf6	0.08425
C11orf41	-1.16175
HNRPF	0.2975
COL11A1	2.14533333333333
UBAP2	0.557666666666667
CDKN2AIPNL	-0.07
C20orf174	3.3325
SPRED2	0.12775
PLA2G12A	0.463833333333333
ICEBERG	-1.55266666666667
SCN10A	-0.3335
C11orf65	-0.2845
GBP5	4.74575
PITPNC1	-1.28116666666667
POU3F3	1.983
NCOA7	0.610375
LIN7C	-0.5003
LOC348840	-0.581
NKX2-2	-2.06125
ANKRD13D	0.684625
LOC123688	0.32425
FUT2	2.5735
TAAR8	0.2415
FZD4	-0.207083333333333
PNMA3	-1.23416666666667
OR4L1	0.086
WIT1	0.23175
EXOC3L	1.9495
ATPBD4	-0.1573
KRBA1	-0.73825
UBXD6	-0.5025
HOXB7	-0.691214285714286
C7orf23	-1.3635
UNQ338	0.307
STAB2	0.62575
CDC20B	0.16
IRF9	1.952
CENTG1	0.870666666666667
TNPO2	-0.17975
MCPH1	-0.54675
BMS1P5	-1.262
SLC26A7	1.025
HIST1H3J	1.381
C9orf3	-0.7004
LBH	2.869375
MYO1D	0.08425
PTDSS2	0.708
NFU1	0.60925
DEPDC4	-1.18125
WNT7B	1.6861
GLP2R	-0.132333333333333
SETD4	-0.9038
DYNLT3	-0.9562
FKBP11	-1.32383333333333
SESTD1	0.318833333333333
FLII	-0.97975
RPS16	-0.4026
CHPF	-1.13833333333333
CSNK2A1	-0.844833333333333
SUMO1P1	-1.2195
FKBP6	-0.046
ZNF214	-0.187
TWIST1	-0.197833333333333
DDX56	-0.906833333333333
TRAM1L1	1.5442
EPO	-3.18483333333333
MRPS18B	-0.59
ZNF682	-0.0535
RPL14	0.133166666666667
MAFF	0.1705
LOC51136	-1.5855
LY96	0.167
DDX20	-0.38225
ABTB1	0.450666666666667
ARL5A	-0.1241
CCT6A	-0.6505
HEPACAM	-0.785333333333333
EHHADH	-1.7202
RBAK	0.586666666666667
CGB1	0.9815
ITGB5	-1.3649
YIPF3	0.1605
FKBP2	-0.26575
NR1D1	-0.9894
TMEM110	-0.1035
NEK2	0.293333333333333
PRAMEF8	-2.7515
C20orf52	-0.0416666666666667
PCDHGA3	-1.163
VWA3B	0.21325
NDUFA5	-0.0835
THAP9	-0.993
FLVCR2	-0.496
AP1S1	-2.41075
SMAD6	-0.555
SAV1	0.77225
SAT1	-0.06025
ZNF251	1.016875
ADAMTS7	0.7511
RPP38	0.004
C1orf211	-0.1795
YPEL2	0.42295
RBMS1	-0.295
ZNF445	-0.183833333333333
NRXN2	0.808166666666667
PGBD4	-0.36575
UGT2B28	-2.321
WBSCR16	-0.6685
NLRC3	0.65
ASTL	0.11825
ST6GALNAC1	-2.86925
ZADH2	0.146375
MLLT4	-0.0200833333333333
ARL6	-1.2265
MEF2C	1.01025
CBFA2T3	-2.321
AFF3	2.60671428571429
COG7	-0.462166666666667
MYB	-1.36916666666667
PLXNA3	0.1325
XRCC2	-1.57683333333333
MMS19	-1.06975
ST8SIA5	-0.524428571428571
CHPT1	0.4135
KIAA1712	-0.6215
OR6X1	1.6425
ACTR3	-0.035125
UGCG	3.24916666666667
OR4P4	0.6155
ZAP70	-1.6865
LPP	1.02275
ZNF485	-1.14725
PTPRCAP	0.9085
IL12RB1	0.317
ATRX	-0.2527
CHST8	-0.06775
C14orf109	0.0455
ARV1	-0.05325
NMB	-0.608285714285714
COX5A	-0.728666666666667
EIF6	-0.52175
MPPED2	-0.626
SEMG1	-1.9375
CHRDL1	0.721
TRAF3IP2	0.37375
WNK2	0.367428571428571
LILRA4	1.9225
LAMA2	2.83875
PXT1	-0.1875
RLBP1	-2.80875
CD300C	0.098
SLTM	-0.39075
FLJ10404	0.308
APOBEC3D	-0.236833333333333
RENBP	0.245666666666667
ATXN7L1	0.701375
NID1	-0.42725
TUBGCP3	-1.23
ITIH5	1.18511111111111
CCDC110	1.46175
C8A	-2.5795
MGC87042	-1.69875
HOXC13	-2.8545
TFDP2	-1.728
HCP5	0.88275
POLI	0.27725
UCN	-1.1395
ZNF764	-0.308333333333333
C8orf45	-0.46925
FHL3	-0.1265
SPATA5L1	-0.86025
MMRN2	2.9375
NDST1	1.08583333333333
COL20A1	0.1065
ZNF248	-0.641666666666667
PELP1	-0.180666666666667
MBL2	-1.81783333333333
RNF41	0.554375
C5orf24	1.3505
THOC5	-0.544875
SERINC3	-1.03358333333333
RP11-151A6.2	-0.4225
CDCP2	-0.14525
HIST1H2AA	0.084
C11orf75	0.219166666666667
FKBP7	-0.98825
DDOST	-0.63875
GPNMB	-0.9815
TTF2	-0.4745
KCNT1	-0.3164
SLC39A14	-0.931
NGRN	0.6611
GPR137B	-0.24625
MECP2	0.96075
PSMA1	-0.39625
C16orf73	-5.11825
TMEM60	-0.1795
CSN3	0.7105
NOS1	0.520666666666667
RAB7L1	-0.463
YBX2	1.0055
KIAA1166	-0.269625
FUBP3	-0.905
ABCG1	0.595
ACACA	-0.824
ARL11	-0.417555555555556
ATOH1	-0.2515
ODF1	-0.118333333333333
CREB3L3	-1.02433333333333
TMEM127	1.13242857142857
DSCAML1	-0.26225
PLN	1.59516666666667
LYPLA1	0.0823333333333334
PRDM9	-1.15825
SASP	-0.27625
PLUNC	-0.173333333333333
INTU	-0.92575
HISPPD1	-0.54475
LNPEP	0.2055
YARS2	-0.322166666666667
APCDD1L	-0.9675
ZCCHC4	-0.8091
FBXO22	-0.777
TTLL13	-0.7035
ZNF669	0.613166666666667
PTGDR	1.70975
DDX27	-0.62775
KIAA0409	-1.0685
GJB6	-0.17275
ASB8	1.06075
PLP2	0.516833333333333
MEPE	0.303
OR10J5	-1.005
KRT222P	-0.379
COQ7	0.636666666666667
C1orf101	0.48925
RERG	2.9246
CHMP5	-0.08075
THAP11	-0.331625
ZNF43	0.968333333333333
ZRANB3	-0.602333333333333
KRT13	1.282375
MRPL19	-0.48475
RBBP9	-0.186375
SPATA17	0.247625
BXDC5	-0.0156666666666667
PAFAH1B1	-1.58366666666667
MAGEE1	1.136
OSTF1	-0.41475
KIAA0323	-0.0733333333333333
TXNDC13	0.401
CNTN4	1.68275
LCE1B	1.409
UNQ501	0.5815
ZNF154	0.32275
C3orf64	0.10325
SYT5	0.517
PON1	0.847
FLJ10357	-0.26325
ATP4A	-2.3165
GNPDA1	-0.6115
MGAT1	0.144333333333333
C14orf121	-0.08275
SLC35B2	-0.494
MIER3	0.281
CHEK1	-2.187625
ZNF8	-0.3635
TXNDC1	-1.05066666666667
CKB	0.6779
RTN3	1.148
FZD2	-0.9275
PART1	0.814875
PSMB6	-1.45075
PCDHB8	-1.2025
PHC3	0.1584
PPP1R8	0.451666666666667
NOVA2	1.217
TNFRSF11B	-2.7065
GOLPH3	0.522166666666667
UBLCP1	-0.8835
SUHW3	-1.26175
TTLL1	0.24075
OPN4	0.75
OR13G1	0.177
ZPBP2	0.1606
HSD17B11	-1.58575
C9orf50	0.995
DHDDS	-0.158785714285714
CTSW	0.8034
NEFM	-2.00066666666667
MRPL28	-0.75225
SYN1	1.35916666666667
PIGV	0.0358333333333333
ZIM2	-0.5515
APBB1	-0.1655
SND1	-0.97275
C1orf123	0.087
CHD3	-0.14875
BHLHB8	0.5885
RNASE2	0.730166666666667
BCAP31	0.19
SLC25A44	0.442833333333333
CHD6	0.6788
PIB5PA	2.68323076923077
SELS	0.208625
LOC541471	-1.235625
FAT2	1.4745
ZNF81	-0.309
OR4C16	0.5985
FLJ10081	0.2558
LRRC4	1.0065
CS	-0.797833333333334
N4BP2	0.65625
IGFBP7	1.23375
ZNF318	0.1515
NDNL2	0.797375
ZNF609	0.015625
SIRT4	-1.0285
EXOSC10	0.14575
ECE2	-0.3127
OVGP1	0.46
GTPBP3	-0.1445
PACS2	0.6886
C19orf36	-0.790666666666667
ARL4C	-0.164
ATG4B	-0.058875
UBQLNL	-1.17875
RHOXF2B	-3.3125
PLEKHG2	-1.034
GALR1	-0.6745
AQP4	-0.473666666666667
HDAC7A	0.239166666666667
DCUN1D3	0.29925
OR8A1	0.233
CCRN4L	1.267875
CBR4	-1.27683333333333
KIFC1	-0.603166666666667
SLC7A14	-1.18683333333333
LHX5	0.4455
TRPC7	0.6595
LPXN	-0.14425
SERPINA1	-1.583625
RPS13	-0.1825
BPIL3	0.651
PRKAA1	-2.68825
FADS2	1.072
ENAH	0.7035625
PRO1768	0.098
APBA2BP	0.07225
LIPH	0.598666666666667
C3orf33	0.22125
RCC2	0.0505714285714286
ALDH1A2	-3.312
RNF103	2.0485
AHCY	-0.247
ALG12	1.1125
CCL17	3.00325
ZNF543	0.954166666666667
ESRRG	5.4052
CNGA1	0.2855
RDH5	0.680333333333333
OTX1	0.7133
PTGFR	-0.6824
CDR2	-0.37075
SELE	3.948
NLGN2	-0.637833333333333
EXOSC9	-0.4205
ZNF566	0.744
KLRC2	-4.0495
GPR12	0.764
KIAA0196	0.573
PDRG1	0.08675
SSR3	-0.632714285714286
MSI1	-0.958
CST9	0.6785
CC2D1A	0.637625
PLAGL1	-0.937777777777778
ZNF778	-1.0965
RNF2	0.186375
KLF6	1.41816666666667
THBD	1.9025
tcag7.1314	1.84975
NR5A1	0.472333333333333
ABCD2	0.4865
DNAJC7	-1.82425
CLEC4C	0.562
TM2D3	0.020625
CCDC4	-0.3475
PLAC2	-2.3405
DCD	1.307
FAAH	1.527
POLA1	-0.3485
TM7SF2	1.187625
FLJ39822	-0.292333333333333
FLOT2	0.015375
MAP4K1	0.151166666666667
SRP68	-0.765625
C21orf74	0.656
ARPC5	-0.352375
LOC126075	0.79875
HECW2	-0.235375
ZDHHC4	-2.17675
ANKRD42	0.7686
PDE9A	-0.957833333333333
ABCA8	-0.10875
NDUFS2	-0.80675
UBR5	0.70475
BTBD16	-3.85775
LOC554174	0.346
ZNF20	0.436
KIAA1843	0.602
WDR17	-0.097
C15orf33	-0.523
RNF113A	-1.193
CAMKK1	-0.5484
CLCN2	-0.29375
ANXA6	-1.625
LOC340069	-0.383
EMID1	-0.351875
DPM3	0.320583333333333
ELA1	0.178
SLC25A13	-0.7124
KRT24	0.53775
SMPD1	-0.618833333333333
TH	0.83575
COL6A2	0.088
ANKS1B	-0.12875
GPR126	-2.2221
ZC3H12A	-0.460166666666667
TMEM47	0.0718333333333333
C2orf51	0.053
C1orf88	0.656
HSF2BP	-0.5795
AKAP10	-0.516
RPAP3	-0.427
KLHDC8B	-0.28125
STOM	1.0881
MUPCDH	0.0165
C10orf72	-0.5785
PLEKHA3	0.189083333333333
TCP11L1	-0.451
CWF19L1	-0.291625
SPEF1	0.575307692307692
