Hybridization REF	TCGA-AO-A03O-01A-11R-A00Z-07
MTMR8	-1.13
SPAM1	0.0585
PPP2R1B	-1.626875
TANC1	0.90125
CNN3	-0.0124
CHGA	0.0275
C9orf128	1.80275
CACNA1B	0.783166666666667
MMAB	-0.5207
RHOA	0.07625
RAPGEFL1	0.78425
SLC1A5	0.686
CALCA	0.5625
SYCP1	0.422
CXCL11	6.695375
GFI1B	-1.44283333333333
PSCD1	-0.986333333333333
C11orf58	0.3715
MGC45438	0.546666666666667
NUDT18	-0.234833333333333
ASB3	-0.93
ZP1	-1.7485
LPPR2	0.7619
ZNF527	1.23266666666667
ZNF771	1.09475
TTBK2	-0.419
TRIM55	-0.19425
GJB3	-0.856333333333333
PRSS35	-0.88175
SCRG1	-0.744
ZDHHC24	0.6095
DUSP26	-0.0245
C1orf51	0.958375
DNAJC3	-0.439166666666667
LITAF	1.453375
ZNF410	0.93925
AFP	-4.98466666666667
ZW10	-1.647
PHOX2B	-0.0285
VILL	-1.45475
ELOVL7	-1.592875
LOC644186	0.506
PPP3CC	-0.947
CHST13	-2.07075
WDR40B	0.445636363636364
MEA1	-0.1975
HILS1	-1.96325
DLX6	-2.0855
NKG7	2.74016666666667
EMP1	-0.75175
ACTR6	0.338
CHCHD7	-0.109642857142857
COG2	1.0805
TCEA2	0.7461
TARS	-1.15375
FLJ20294	0.563
ZNF92	1.26
TRAPPC2L	-0.4731
ARHGAP28	-0.891125
CCDC109B	-0.431
LGTN	-0.237333333333333
INGX	0.3944
LOC124446	1.12175
RPS2	-0.7505
C17orf75	-0.670833333333333
NBPF1	-0.3785
SLC2A8	0.954083333333333
SNRPE	-0.1155
CARD6	-0.724
IL13RA2	-1.593375
CUEDC2	0.47475
C4orf19	1.52175
AOC3	0.385
MTHFD2	0.887333333333333
OR5M9	0.542
C4orf38	-0.928166666666666
SS18L2	0.564
OAS3	2.87783333333333
LARGE	3.31725
LRIG3	0.775833333333333
LIMA1	-0.0575
STARD3	0.1375
VPS39	0.73875
CTAGE6	-0.118
ODAM	-2.5405
MORF4L2	0.602125
GSTO2	2.336
MTFMT	-1.501
PRKAB2	-0.361214285714286
ZNF76	0.13
HSPB2	2.474
CRB2	0.20175
KLRK1	-2.073
LYST	0.994125
UBE2M	-0.196833333333333
SLC16A9	-3.07775
ZNF281	1.7215
ST8SIA1	-0.066875
C9orf105	-0.655
ANKRD46	1.7265
FAM108A3	0.629
C20orf91	-0.49975
ZYX	-0.260833333333333
RSPH1	3.0665
ZSCAN5	0.106
RIMS3	-1.54866666666667
KRT76	0.0055
CEACAM4	0.302333333333333
SIRPB1	0.6145
CFHR4	-0.925
SOX3	-0.445
GATAD1	-1.3735
C21orf57	-0.3135
TMC8	-0.3495
AVIL	1.09283333333333
LMOD1	2.29625
HIGD1A	-0.227125
NEU3	0.0173333333333333
DES	-0.659875
BZW1	-0.5317
ZNF221	-0.2415
CCDC27	-0.102
GDAP1	1.419
RBBP4	0.33525
MGC40499	-0.23125
PHKA1	-0.185875
PRKAR1A	-0.243166666666667
HSD3B1	2.615
RAD52	-0.761833333333333
CD207	1.387
LOC389791	0.693
RSPO1	0.837666666666667
TMEPAI	0.883
MFSD2	2.605875
ETV4	-3.22758333333333
SCGN	1.477
LOC391356	-0.3985
MPP1	-1.38825
STARD3NL	-0.182
TFAP2D	-0.992
CD2AP	1.086125
CCL20	-5.38466666666667
CCDC86	-0.5915
ZFP30	0.8425
CTBP1	0.100166666666667
MAK10	-0.719333333333333
STXBP5	-0.974333333333333
LOR	0.5367
MAP6D1	0.08425
ARMC7	0.827
TMEM150	0.7034
NSL1	-0.214
KIF5A	-1.36225
ASCC2	1.03566666666667
PSENEN	1.63333333333333
OPTC	0.048
FCRL2	-0.071
KBTBD11	-0.171
PCK1	-2.460875
CENTD3	-2.28775
MEGF8	0.358625
ALPPL2	-0.20075
OBFC2B	0.210333333333333
ZFYVE20	0.22525
GALC	1.06916666666667
CTRB2	0.413
C20orf71	-0.3164
TBKBP1	0.558333333333333
CAMLG	0.977
TREML4	1.213
RSAD1	-0.07225
TUBA3D	1.5185
KIAA1833	0.796125
PNPLA1	1.057
LRRC34	-2.4675
CDH26	-1.28966666666667
ZNF167	0.0326666666666666
ZBTB26	0.0769
VWF	3.5293
VTN	-0.9785
BAD	0.67725
PDS5B	-0.223666666666667
ZNF644	0.531833333333333
SH3GLB2	-0.4365
SMPDL3A	-0.6609
NRG2	-1.37
IL15	0.996666666666667
GABARAPL1	-1.63583333333333
LAT2	-0.0734
SLCO1A2	-2.51216666666667
LIG4	-0.621083333333333
GSDMDC1	2.1715
BMP4	-1.28375
METT10D	0.815
SYCE1	-0.2555
SPANXD	-5.8895
SLC12A9	-0.119833333333333
MC1R	-3.408
RNF168	-0.813
TRIM69	1.4025
GALNT7	1.0705
ISG20L2	0.818
KIAA2026	0.4295
TNFAIP8L1	0.4605
DPY19L2	-0.7255
C12orf63	2.271
PRDX5	-0.05375
MED6	-0.01125
TXNDC5	-0.875375
CD46	0.583666666666667
CCK	-2.00725
C17orf48	-0.33325
ANUBL1	1.708
SIT1	0.473833333333333
TYSND1	0.886
DEF6	0.209666666666667
GLT8D4	-0.707
UTP14A	0.634125
RPH3AL	0.187
NXF1	-0.134333333333333
TRERF1	1.318
TUBB3	-1.322375
SLC24A2	0.63
SEC22B	0.13775
ZNF653	0.72275
GGTL3	-2.094
CDKL2	1.63525
CTF8	0.35175
EPC1	1.51316666666667
CYP4A11	2.13933333333333
THRSP	4.787
LELP1	0.118666666666667
TES	-0.25
C17orf87	2.4095
FERD3L	0.652
SH3TC1	-0.6465
RAB36	-0.561
CRYGB	0.3755
GRIA3	0.4659
BHLHB9	1.251
C1QTNF9	-0.1125
GOPC	0.7745
PNPLA8	-0.0655
ZNF444	0.36825
FMO1	2.89925
POLR3C	0.2825
SLC35F3	-0.518
SGCG	-3.93133333333333
DCDC2	-5.0262
NANP	-1.35675
MGC23270	-0.2575
BEX4	0.890083333333333
HYDIN	0.7019
RPS6KB2	-0.1855
ADRM1	-0.240666666666667
BAT3	-0.7985
RAB31	-1.13675
SCGB2A1	2.491125
SLC6A14	-4.6595
DDX4	-0.67125
PRRC1	0.379166666666667
AP3B2	-0.7
TRGV7	-0.1464
TMEM184B	0.54325
ADPRHL1	0.00883333333333332
C21orf45	-0.284125
ARNTL	0.558625
AADAT	-1.105875
CCL2	1.45316666666667
SNTB2	-0.309833333333333
RGS9BP	1.4145
KPNA1	0.6135
TMEM41B	0.048
S100A11	0.81375
DOT1L	-1.7305
EFHC2	0.4925
CLTC	-0.202166666666667
SRP9	1.07921428571429
ZNF521	-1.2205
FAM26F	-0.10775
GPR88	0.472166666666667
COL13A1	-1.95866666666667
CHMP4B	-0.1144
SIGLEC6	0.172666666666667
NFAM1	0.555857142857143
PVRL2	1.696
ALKBH4	-0.29575
CCDC93	-0.929375
NXT1	-0.27275
KCNK4	0.183
TROAP	-1.14883333333333
KCNA10	0.41775
CCDC114	0.479166666666667
RAN	-0.21375
LMTK2	-0.591
LOC400657	-0.4435
UFC1	0.31225
UBE1DC1	-1.075
EEF1A1	-0.168388888888889
CHAC1	-0.5265
HMGA2	-6.1889
B3GALTL	-2.06175
ING2	0.4305
C1orf109	-0.38275
INTS3	1.022125
ZNF558	0.35375
TRPM4	1.81966666666667
LTB4R	-1.1895
ISYNA1	-0.65975
LSM7	-0.0125
LRRC47	0.1813125
ZNF179	-0.975666666666667
EXDL1	0.1095
SLC4A10	-1.25525
ACSS2	-0.690833333333333
COPS7B	-0.7535
KIAA0040	3.15216666666667
C1orf95	0.611
AP1GBP1	0.44775
OR9A2	0.3595
FAM71C	0.119666666666667
RIN1	-2.0995
ITGA4	-2.46225
DNAJC6	-1.0565
CLOCK	1.42483333333333
SLC35A4	0.7415
DSG4	0.78575
LOC26010	0.67425
NSUN2	-0.24775
TMEM86B	-1.2107
C14orf135	-0.44775
KIFC3	-1.99666666666667
PHF5A	-0.57875
NCAPH	-0.272875
STK11IP	0.429
FLJ42953	1.51875
CCDC19	2.38683333333333
ZNF329	-1.46675
TAX1BP1	-0.212166666666667
ZDHHC18	0.6725
C10orf88	0.3025
TMBIM4	1.6192
NMUR1	-0.6515
KIR2DS4	0.586375
C9orf90	0.2325
MGC87631	0.1875
KDR	2.7151
ST3GAL2	-1.324875
RLN2	-0.505
HPD	-3.43825
MOXD1	-2.78083333333333
PDGFRL	1.1835
SMYD4	-0.458714285714286
FAM103A1	-0.0491666666666667
MFAP4	-1.536
LOC285141	0.40325
TMEM45B	-3.48275
SMCR7L	-0.0647857142857143
GZMH	3.853
CBLN1	-0.451833333333333
CNNM1	-0.177
PHF17	-1.1715
NUP98	0.140583333333333
RMI1	0.06375
PTPRS	0.162375
ANKRD57	0.76375
CLDN15	-0.709
OR51A2	0.8485
GUCA2B	1.0135
DOCK9	0.0835
ITGB1BP1	-0.449166666666667
DLG2	-0.65575
BRAP	-0.5145
SESN3	-0.93375
ZC3H7B	0.409
FAM101A	2.919
FKSG24	-0.28225
ZYG11B	-0.044375
RFC2	-1.15075
SH2D3A	0.745333333333333
DVL3	0.251833333333333
ADFP	-0.951333333333333
KRIT1	-1.0085
SERTAD3	2.38683333333333
LEFTY2	-3.341
KRT27	-0.3675
SCFD2	0.62475
MN1	-1.0745
RORA	0.62275
PTPRD	-0.5565
PIAS2	-0.546
CYP4X1	5.31633333333333
FBXL15	0.63275
MYH15	-0.158833333333333
CRX	0.209333333333333
TBC1D13	-1.0665
SLC22A17	0.814166666666667
PLK2	0.0811666666666667
ARHGAP9	1.13225
EIF1B	-0.2785
C20orf185	0.373666666666667
DEFA7P	0.159
PRIM1	-1.17633333333333
CRYAA	-1.8865
BACE1	-1.36975
AGTRL1	0.600666666666667
ACAD9	0.16425
GRASP	-0.486
RBP4	-3.4855
TFB2M	-0.015
METTL9	0.2349
ATP5O	-0.41175
SP100	1.045
CPSF1	0.992333333333333
S100A4	-1.47775
LIME1	-0.77525
GPR137C	0.907
OR2A2	0.4115
C2orf29	-0.66125
NUP188	-0.7055
SDPR	-1.78025
RAI1	0.47275
RPS20	0.4879
LAMB1	-2.182
ADM2	1.12766666666667
ZNF229	-2.95325
DKFZp434K1815	-1.26925
EPN3	3.11
CLIC3	-1.2635
MEIG1	0.87875
HMGB4	0.095
STARD10	0.844375
KLF8	0.51475
EPB41L2	-1.07766666666667
JMJD6	0.00862500000000002
CTSL1	-0.138666666666667
GPR27	0.6135
ELAVL4	0.50475
MMP21	0.1265
PPM1B	0.667125
SUV39H1	-0.46475
AAMP	0.58175
TUSC4	0.794666666666667
MBD6	-0.11025
KLK13	0.724125
FMNL3	0.328166666666667
TRIM13	0.0361666666666667
C15orf5	-2.0645
IQCF1	0.026
CACNG8	0.333
SLC35D3	0.898333333333333
ZDHHC9	1.51
ODF3L1	0.0999999999999999
C9orf86	-2.1086
TSEN2	-0.5935
C17orf64	-0.7415
SEPX1	1.0449
TSPO	1.06516666666667
SYMPK	-0.1675
ADORA1	0.95
TSPAN10	1.00475
SEMA6C	0.507166666666667
RTTN	-0.8318
IL2	0.155833333333333
ARRDC3	0.23025
TBPL1	-0.946333333333333
STX12	0.59875
MRPL39	-0.70875
OR8H3	0.5505
IFIT5	3.065
CASC5	-1.430625
FAM46A	-1.14716666666667
HPCAL1	0.098875
CYLC1	0.44
VGLL2	0.32
C20orf191	0.449
CDH1	1.79025
ITPA	-0.59275
CCDC101	0.03175
D15Wsu75e	-0.0665
EDA	-1.705
CREG1	-0.7725
OR7G2	0.1755
SAP18	-0.463833333333333
IFIT1	5.3675
CALML3	0.134333333333333
FLJ37440	1.212
FNDC5	-1.261
SERPINB6	-0.893357142857143
JUNB	0.0541
SYS1	1.8165
SCN2A	-0.196666666666667
ZKSCAN5	-0.611
WNT7A	-0.033
TSHZ3	1.451
RNF148	-0.8625
H6PD	0.23725
CAD	-1.169
ZNF449	-0.099
DOCK10	-0.9165
FAIM2	0.168666666666667
HEXDC	1.01775
PRB1	-0.45225
C14orf148	-0.311
ETHE1	0.39775
IRF5	0.1253
GNMT	0.824333333333333
MGC16291	-2.289375
RPAIN	-0.537642857142857
CAGE1	0.657
CNTNAP3	-3.7015
ACTR1B	-0.12475
EEF1E1	-1.181
MSX1	-1.17725
ESF1	-0.9278
HSPC171	-0.7965
MRPL2	-0.590166666666667
RDH12	0.472333333333333
CELP	-0.00349999999999999
METRNL	-0.40575
C10orf116	2.22216666666667
C19orf48	-0.22075
ZNF346	0.097125
NCR1	-0.4275
C10orf64	1.1915
CD52	1.4505
VPS18	0.924125
AP4S1	2.19816666666667
NPBWR1	1.0805
TPK1	0.2005
UBA52	-0.495944444444444
RIPK1	0.541166666666667
CPNE3	1.877
HSPC159	0.396375
C8orf38	1.80225
LRRC4B	-0.86
PARP10	2.0754
ANKRD50	0.791875
CXCL9	7.372
FGF18	0.578818181818182
EIF2A	1.11025
SLC20A2	1.21016666666667
KIAA1549	-1.07991666666667
SPINT1	2.2467
ZNF584	-0.054
CRBN	0.582
ABCF3	0.613666666666667
NCBP1	-1.196
PLA2G4F	0.978
PCDH10	-0.6955
TTC21A	0.827
C20orf144	0.7215
FGFR1OP2	-1.41716666666667
SLC9A1	0.6656
CHRND	0.2565
FOXF1	-3.2015
KIAA1467	1.55425
TPO	0.41
LTF	-1.62928571428571
DNAJB9	-0.34875
MRPS27	-0.7595
bA16L21.2.1	-0.71625
WBP2	0.577333333333333
MRGPRX3	-2.0905
PRPF18	0.71725
C10orf58	0.80275
SMOC1	-3.1458
ADAT3	0.85
TMEM138	-0.5345
TMEM131	0.98925
TIMM8B	-1.09375
MYH7	0.455666666666667
ST6GAL2	-0.735
KIF1C	-0.3265
SUHW2	-0.3445
PAPSS1	0.201
CABP2	0.1245
HOXA4	-2.73475
ELF2	0.007
SEMA3D	0.6233
MC5R	0.485
OGFR	1.031
FLJ30092	0.582833333333333
TGFA	-1.6023
MMP17	0.36225
KIF15	-1.51975
CHIA	0.437
CATSPER3	0.0785
CEACAM7	1.98291666666667
PADI2	3.524
HOXA9	-0.801166666666667
LNX2	-0.484166666666667
TMEM144	1.39125
HIF1AN	0.921
METTL7A	-0.7514
C6orf165	3.4445
KIAA1468	0.373625
DSG3	-1.7235
ZNF180	-0.0908333333333333
EIF4E3	0.51775
SLC46A1	1.319625
DKK1	-2.3665
ZNF205	1.33983333333333
LOC162073	1.02488888888889
COX7A1	4.74975
MAGEA1	-4.937
NEDD8	0.223666666666667
KLHDC5	0.00316666666666666
C3orf19	0.284333333333333
MRPS2	-1.24925
POLR3H	0.171928571428571
ABHD11	0.5794
TMEM17	0.91425
PAIP2B	0.3036
MAT1A	-3.8875
LGI3	-0.02525
THUMPD2	-0.12825
TKTL2	-0.17675
XAGE3	-2.3015
CALM3	0.793833333333333
C6orf136	-0.7565
KCNC4	-0.041
RGS9	-0.452
ACIN1	-0.042
SPATS1	-0.34725
XKR8	0.3465
FAM84A	0.42325
MS4A7	4.71027272727273
AGXT2L2	-0.29725
OR1F1	-0.1315
SMAP1L	0.401333333333333
IPO11	-0.237375
ZC3H11A	0.02975
C1orf151	0.761125
RNASEH2A	-0.94925
CCR10	-0.9235
TXNDC11	0.759083333333333
TMEM112	1.074625
MAP1B	-2.75478571428571
NVL	0.344
PKM2	-0.312
ARC	-0.80975
NUP54	0.288
PPFIBP2	1.5495
STAT2	2.267625
PTAFR	2.52816666666667
ROBO2	0.0665
RNF40	0.535666666666667
CCDC135	1.57533333333333
IFT81	-0.2973
MORF4	-0.87425
TM7SF3	-0.786625
OR10H3	1.318
ABP1	0.530875
CHRD	1.01575
PLEKHA8	0.180166666666667
NCALD	2.28558333333333
OR5AK2	0.3115
ACCN1	2.92566666666667
SLITRK1	-0.804333333333333
ARMET	-0.25875
C9orf52	0.157
REEP4	-1.0145
MTSS1	1.6605
ADH1B	2.52866666666667
DLD	-1.26875
CDK5	-0.0445
PPFIA1	1.751375
WFDC3	1.49575
DNAJB12	0.687928571428571
RANGRF	-0.415
MLANA	-4.42675
AMY2B	-0.87225
KIAA0319	-0.5055
RPS7	-1.443
JAK3	0.4347
ARFGEF1	1.5985
CXCL5	0.44775
TRAPPC4	0.12675
CETN2	0.87225
HSPC111	-0.56125
RHOBTB3	-1.4967
PHLPP	-0.4455
RGS10	0.90925
TMEM58	0.827
CHERP	-0.173125
HSP90AB3P	1.07316666666667
FSTL3	-1.0895
PEX11A	1.247
OR5V1	0.733
FCN3	2.2505
PTPN3	-0.197625
NPTX1	-3.952875
C21orf84	-1.3195
C11orf51	-0.618375
ZBED2	4.03075
FLJ90757	1.17075
NPY2R	1.0435
PLD3	0.9625
SYT17	1.9345
SGSM2	-0.00875
OR1A2	0.2085
FOXP1	1.16
SLC5A1	4.08325
POFUT1	-0.1769
EPHB6	-2.71616666666667
MYO1G	-0.80125
STAC	-2.2557
KLHL17	-0.0905
RGMA	0.026
TJP2	-0.3085
FAM114A1	-0.283166666666667
SERINC1	1.133
SLC9A8	0.760625
PEX19	0.942875
EDN2	2.27325
PSMD7	-1.19988888888889
C3orf41	-3.3
UQCR	-0.2385
PPP1R3C	-1.592
LRP4	-3.10933333333333
TM2D1	-0.4465
TTC17	-0.0915625
C4BPB	-4.571875
CCL25	1.0165
ZNF253	0.491666666666667
CHRNA9	-3.88966666666667
SOX11	3.077
HIVEP3	0.776
CGN	2.7565
C3orf35	0.1755
PKD2L1	5.367
SYVN1	0.13925
PDE8B	2.251625
LOC439951	0.956
LTC4S	2.53583333333333
MIF4GD	0.066
SMARCA2	1.37575
TUBGCP6	0.0611666666666667
CABLES1	0.16725
C16orf77	0.778833333333333
ZNF791	0.56875
FUT5	0.185
ADH6	-2.35233333333333
P4HB	0.153
CLDND2	-2.12475
ALKBH8	-1.024
PLAC4	0.419
F11R	1.52185714285714
MGC35295	2.05416666666667
PDZD4	-0.445333333333333
LOC389073	-0.66775
FAM80B	-0.676166666666667
PSMB1	-0.14125
TXN	-1.26566666666667
VIPR1	1.5942
WBSCR18	-0.5773
EXOSC6	-0.6525
ACTA2	2.826
SP5	-3.25866666666667
ANKRD1	-0.7685
DDR1	1.4616
ATP6V1D	0.461
PTGS1	-2.32016666666667
RNF157	-1.549
DCC	0.5665
SPAG7	-0.37825
FBXO18	0.38825
UBE3C	-0.7657
HOXC6	2.31925
LRP2BP	1.1365
MYST2	0.12275
PDSS2	3.285
ATE1	0.18075
ARAF	0.53125
KLF10	-0.53875
PLA2G2E	-0.21525
ASCL1	3.91616666666667
TSNAXIP1	1.7055
FAM131B	-0.57925
IFNA10	-0.7875
NUP43	-0.296875
FAM44B	-0.263125
L1TD1	-5.74483333333333
NMD3	-1.78608333333333
C18orf54	-1.0767
PHOSPHO1	0.234
RAG2	-1.6915
EMILIN3	0.0465
METTL3	-0.2315
VPS13C	-0.7945
REXO2	-1.8235
ANXA4	-0.51625
CA1	-1.58575
DCP1B	0.56875
TULP3	0.432166666666667
ATP2A2	-0.058
ATIC	-0.5925
ADAM15	0.302666666666667
NPL	1.7385
LGR4	-0.108625
UEVLD	0.464166666666667
GAB1	-0.07675
SNAI2	-1.624
ZGPAT	0.354
SNF1LK	0.357
DLEU1	-1.35025
UBE2Q1	0.65425
ZMYM6	-0.2534375
JPH3	-2.38016666666667
FAM38A	-1.03575
PXK	-0.6145
DENND2D	0.48275
BAX	0.34625
CP	-4.50654545454545
RPL37	-0.4667
G6PC3	0.217625
NCOA4	-0.0426666666666667
LRRC14	0.85425
GORASP1	0.1015
FCHO2	1.000875
CYP24A1	-3.6351
FXYD3	1.339
SMARCAL1	0.34525
ABCB8	1.02966666666667
CCDC44	0.2055
PRDM7	-3.568
USH1C	-0.98475
DNAH5	1.35383333333333
SRF	0.493583333333333
MAL2	4.54433333333333
PGPEP1	0.31075
SIN3B	-0.534
SEMA3C	-1.83833333333333
GRAMD3	0.357
FBXO10	0.183
OR5D13	1.055
FLJ31818	-0.229375
CACNA1I	1.57225
S100A13	-0.287
TP63	0.0270769230769231
ANXA11	-0.0775
WDR66	-0.1565
CSF2RB	0.627
IFI44	3.68725
DACT1	0.148666666666667
ANKRD23	-1.135875
ATP5G1	-1.28916666666667
C21orf70	-0.169166666666667
PPWD1	-1.568
DNAJC13	0.21175
PAH	-4.71966666666667
PTCH2	0.57075
TRMU	-0.77875
CCDC9	0.7355
USP3	-0.1909
DCLRE1C	0.0235
FAM55C	0.47975
FRMD4B	1.21375
CYP2R1	-0.33675
RFPL1	0.2222
XPO5	-0.29075
ARL6IP2	-1.842
OSBPL5	1.5345
MMP9	4.16472727272727
KIAA0802	-1.260625
DHRS2	-3.82516666666667
SGEF	1.509
TXNDC10	-1.6704
EXOC6	0.7665
RPS27	0.6305
PNCK	0.0375
FSTL1	-1.79225
AACS	0.8125
SLMAP	0.0618333333333334
SAMD4A	-0.6573
ABRA	-0.187
SMARCD3	0.7395
PKNOX2	-2.71766666666667
A4GNT	0.2235
C9orf39	-1.104
RALYL	-0.228333333333333
MGC33556	-2.1285
C10orf25	-1.3535
BBOX1	0.51875
NHEDC1	-0.24975
XDH	-1.07625
GCSH	-0.8065
EDN1	-0.811666666666667
MTERF	-1.0885
CLK4	0.05175
ZNF799	0.7175
KCNG1	-2.08925
CXCR4	1.88883333333333
PTPRR	-3.245
IRAK1	0.374125
LOC401397	-1.47025
TMSB10	0.719642857142857
CXCL3	-3.685
TMC4	2.9305
OR7A10	0.0805
STYK1	-2.06125
CHRNA10	0.31375
CCNI	1.20075
EP300	1.31064285714286
LOC165186	-0.203333333333333
HIC2	-2.0815
SDR-O	0.412
OR2W1	0.6425
KCNA6	-0.1215
TRIM74	-1.64875
REEP6	1.1975
ATP5G2	-0.3295
ERG	0.080125
TMEM42	-0.53525
PARN	0.401666666666667
SOD2	-0.206125
DIRAS1	-0.776333333333333
PNPT1	-0.35575
JOSD3	-2.63425
hCG_40738	0.1425
PDE1C	-2.327
SEMA4D	-0.228
AGPAT1	-0.365
NOSTRIN	0.370375
MAP3K3	-0.297333333333333
MAX	0.864357142857143
CAPS	3.993
SERPINA12	0.244
OSBPL8	0.143875
RICS	0.1441
NR4A2	0.0396666666666667
PPCS	0.9765
LONP1	-0.659
SCYL3	1.0135
HERC2P2	-1.3105
FIBCD1	-0.748
C15orf41	-1.01975
DMC1	-2.03016666666667
C20orf27	-0.57025
RPS6KA5	1.1592
FAHD1	0.635
SLC12A4	-1.23375
BRCA1	-0.867666666666667
GBL	0.75575
SLK	0.8095
NUDT9P1	1.568
NOXO1	-0.0275
USP52	-0.88375
BAZ1B	-0.449
SLCO2B1	2.4775
BBS12	0.967166666666667
LRGUK	-0.524333333333333
TERF2IP	-0.31075
COL1A1	3.314
KIAA0090	-0.064875
GRK5	0.464666666666667
AP1S2	-1.7318
TMEM52	1.20566666666667
CA11	-1.028625
OR4A15	0.445833333333333
ACBD3	1.0189
SPAG11B	-0.1725
PRDM2	0.692
FOXP3	0.90475
SMYD3	0.4076
LOC389199	1.031
LGI2	0.333833333333333
NAPE-PLD	-0.8912
ANKRD6	-0.701
WDR45	0.639166666666667
SHROOM1	2.784
PSCD3	-0.5555
PYY	1.8895
KCNC1	1.4045
ARHGEF9	-0.8511
OR8J1	-0.30475
GPR55	0.201833333333333
NS3BP	-0.1515
C10orf22	0.625833333333333
NAT8L	0.5605
DUSP4	1.17983333333333
FOXM1	-0.903
GRAMD2	1.3586
ZBTB48	0.504166666666667
BUD31	-1.146
PABPC5	0.873
CCDC41	-1.263
FBXO11	0.037
C6orf148	-1.42675
RFXAP	-0.91925
C6orf15	0.119333333333333
CDK8	0.511333333333333
C6orf70	0.393375
TESSP2	-0.462
ALG2	-0.421
PPP1R3D	2.091
TPM3	0.859944444444445
SYT13	0.76025
EPB42	-0.9015
CETN3	-0.7535
PRY	0.0465
NTHL1	0.301333333333333
POLR2B	0.4605
RPS28	-0.03825
P2RX3	0.45975
LYZL4	-0.0796666666666667
WBP4	-0.0328
PMM1	0.10175
C11orf79	0.04
CBLL1	-1.65375
IL1F10	0.228666666666667
VAX2	1.2695
SETDB1	0.6505
LRAP	-2.81683333333333
GCLM	-0.6135
CPEB3	1.66725
PPM1A	0.7193125
INTS1	-0.34325
CAMTA1	-0.858083333333334
SAMSN1	-1.4375
LOC158830	-1.16333333333333
GMPPA	0.061875
AIPL1	0.6
IL24	1.74141666666667
BDKRB1	-1.18866666666667
MLF1	-0.4768
TAF12	-0.19325
ID1	-3.100875
THADA	-0.54425
PIK3CB	-0.30575
OR4N5	0.6045
TBC1D17	0.0143333333333334
COX8A	-0.36375
CDCA4	0.1265
C2orf44	-0.67175
ZNF534	-0.43
IMMP1L	0.724
NIPSNAP3B	-0.75075
FTMT	0.13625
PWP2	0.450166666666667
MMP15	-1.4183
DNAH11	1.171
MTMR14	0.242125
DNAL4	1.7995
IPP	0.046
TMEM59	0.636625
C1orf157	0.47
RGS4	-0.822666666666667
DDX18	-0.744833333333333
SNX6	0.214
ZNHIT2	0.387666666666667
NCDN	0.348333333333333
FLJ33534	0.56775
RAG1	-2.128375
OR4D10	0.532
PTPN5	-0.156333333333333
POMT1	-0.157625
LRRC8A	-0.9858
CYP1A1	-1.55475
CAPN1	0.302
DDHD2	-1.88525
GRIK2	-0.03525
GNRHR	0.2875
PPBP	0.51275
HTR3A	-0.728125
SLITRK4	-0.13575
ANKRD49	-1.201
BTF3	-0.2851
SARS	-0.3835
C13orf18	-0.156333333333333
CACNB1	-0.003
QKI	0.243045454545455
SETMAR	2.22925
MAN2B1	0.800333333333333
EML3	-0.9415
ACADL	-0.630833333333333
OFD1	-0.259375
DEFB114	0.4045
CGA	-3.7796
PEX16	0.2575
LRRC10	0.2175
GNG12	-0.199
C1orf152	0.0558333333333333
CHRM1	0.5935
CD53	0.8735
DBH	-0.7605
TFAP2B	3.991625
HIST1H2BJ	-0.368666666666667
FAM46D	0.3905
TMEM11	-0.218
C3orf32	-3.3955
PCCB	0.1885
IPO13	0.567
C6orf105	-3.8565
COMMD5	1.80825
SUV420H1	-0.3293
LTBR	-0.20025
ARHGAP15	-0.7625
HDHD2	-0.20725
TDRKH	1.00183333333333
LOC401052	0.4745
PSG4	-1.39125
GNB4	0.3139
SPATA4	-0.3635
SLC9A3	-1.2945
OSBP	0.0545
NBPF3	-0.25375
DOCK11	-0.869
SLC39A5	-1.77483333333333
PRR5	0.9932
C10orf63	-0.107714285714286
SMTNL2	-1.79275
ADRA1A	0.661
ASAH1	0.4928
DOM3Z	-0.1292
GIPR	1.0385
AHI1	-0.200666666666667
NADSYN1	2.27233333333333
RGS14	-0.1419
IL18BP	1.4289
RTN4RL1	2.13158333333333
ARMC6	-0.06825
PSMD5	-0.271
HK3	2.9198
OR4S1	0.70875
RSU1	0.5194
MAD2L1	-1.50388888888889
EIF4A3	-0.3895
DLEC1	-0.544166666666667
E4F1	0.888333333333333
CHMP2B	0.1134
CAMSAP1	-0.77625
RPS21	-0.623833333333333
ARID5A	-0.1235
UBE2N	0.1696
IGSF8	1.31533333333333
MAGEB6	-1.001
ACAD11	-1.1119
MGC4172	-0.4735
LMO4	3.15275
KLKB1	-1.0145
HP	-1.55
HDAC3	0.32675
SCHIP1	-1.516
CLCA1	-0.443
OLFML2A	0.2305
C1orf112	-0.7255
KIF19	1.48325
HAPLN4	-0.2172
CXCR7	-0.147666666666667
GOT2	-0.298
RAB38	-1.410125
DCX	0.25425
PPM1H	0.89675
NFYC	0.5345
KIN	0.106375
ZNF228	-2.09725
PLSCR4	0.221
HIG2	0.05075
FAM79B	3.36
C21orf86	-0.7275
KCNK10	1.01475
ZNF738	-0.623125
FSTL5	-1.06066666666667
OR6A2	-0.055
OTOA	1.04616666666667
EXOC1	0.268875
AHRR	-3.021625
PDAP1	-1.51508333333333
C19orf6	-0.3405
ZAN	0.6645
