Hybridization REF	TCGA-BH-A0AY-01A-21R-A00Z-07
ACP1	-0.619333333333333
ZMYM2	-0.86175
B3GNT6	0.360833333333333
C9orf69	0.6115
C2orf15	1.11575
C20orf166	0.9
HSP90AA6P	-0.5415
EDG7	-0.8425
NEURL	-0.893375
LPL	3.1035
CLEC2D	-0.475357142857143
GRRP1	2.44733333333333
CD8B	-2.8028
HIST1H3D	-0.521166666666667
SLC6A12	0.27825
FAM27L	0.6575
CD84	2.0436
RASA1	-0.6655
PHKG1	-0.188
MAGEA11	-1.2095
IMPA1	-0.7728
NPM3	-1.2025
RARRES1	3.5595
SH3BP1	0.08275
B3GNTL1	-0.4435
ARPC5L	0.552166666666667
KLHL26	0.63325
SIM2	0.89425
GJC1	0.402
C20orf194	0.3745
EXO1	-1.952
SLC2A2	-1.92533333333333
LOC285074	-0.4275
LRG1	1.84525
KIRREL	0.3095
PIK3R1	0.991642857142857
C4orf34	2.122
MAF	-1.09483333333333
ADCY4	3.85166666666667
ZMIZ2	0.9204
SLC46A3	2.45433333333333
STAMBP	-0.103166666666667
CCDC16	0.39075
MS4A12	0.4235
TCF20	0.0515
LRRC46	0.70175
C20orf152	0.19325
MRPS6	0.253375
ABCB11	0.1165
KCNC2	0.6725
CDH19	-2.18
C9orf123	0.282666666666667
SSH3	0.797375
LDLRAD1	-3.0275
CCBE1	0.01
ZNF135	-0.097625
TAAR1	-0.05
WFDC12	0.056
CCDC42	0.0228333333333334
FLJ12529	-0.42125
PER1	-0.0711666666666667
TIMM50	-0.673833333333333
SMARCAD1	-0.189166666666667
FAM26C	0.363
TP53TG3	-2.8875
SH3RF1	1.5567
LMCD1	2.7365
GPR63	0.123
FLJ21986	-1.51875
AIFM3	-1.9445
MICAL1	-0.6385
BLZF1	0.6325
IQCA	1.2785
PCDHGC3	-0.16
SAC	-0.315
BCL6B	2.83016666666667
DDO	0.06325
MARCO	4.00775
DCHS1	1.41083333333333
C1orf170	1.719
CD200R1	1.20766666666667
C22orf15	-0.3225
SEPT11	0.653666666666667
ADNP	-0.39525
UST	-0.2136
C13orf34	-1.97033333333333
RFFL	0.00500000000000001
APBA3	-0.4235
C2orf60	-0.507375
CUTL1	-1.0195
PMS1	-0.922625
ZNF689	0.592
EIF3E	0.545333333333333
IL9	0.5032
RPL31	-0.2895
LY9	0.0185
ATP2B3	-0.378
KDELR2	1.32966666666667
TFCP2	-0.646875
NLRP12	-0.05175
FLJ45422	-0.5775
TLE4	-0.4446
ZNF570	0.1755
FLJ43806	-0.6
TLK2	-0.667875
CIR	0.88075
MARS2	0.043
COL24A1	0.6025
SDF2L1	-0.586
HIBADH	0.586833333333333
IGFBP3	-2.0785
C12orf23	0.917
PSPC1	-0.52475
C20orf43	0.37925
TRAV20	0.614
ARHGAP24	1.709875
KIAA1975	-0.716
C1QA	3.5028
DNTT	-4.47216666666667
C10orf6	0.100833333333333
C11orf41	0.694875
HNRPF	0.971875
COL11A1	7.10833333333333
UBAP2	-0.0138333333333333
CDKN2AIPNL	-1.6385
C20orf174	2.87
SPRED2	-0.70325
PLA2G12A	0.554666666666667
ICEBERG	-1.6394
SCN10A	-0.0105
C11orf65	-0.547
GBP5	4.71675
PITPNC1	-0.844166666666667
POU3F3	0.2555
NCOA7	-0.153
LIN7C	0.6208
LOC348840	-0.379
NKX2-2	-2.16425
ANKRD13D	0.16075
LOC123688	-0.08475
FUT2	0.748833333333333
TAAR8	0.2825
FZD4	0.396416666666667
PNMA3	-0.931666666666667
OR4L1	0.4165
WIT1	0.4565
EXOC3L	1.45775
ATPBD4	0.5589
KRBA1	-0.547
UBXD6	-0.0875
HOXB7	-0.333214285714286
C7orf23	-0.9485
UNQ338	1.43325
STAB2	0.8555
CDC20B	0.68175
IRF9	2.156
CENTG1	0.57525
TNPO2	-1.591
MCPH1	0.02575
BMS1P5	-1.6785
SLC26A7	1.298
HIST1H3J	0.5425
C9orf3	0.6613
LBH	1.1895
MYO1D	0.375375
PTDSS2	-0.64925
NFU1	0.40675
DEPDC4	-1.4675
WNT7B	0.3624
GLP2R	0.242666666666667
SETD4	-0.5391
DYNLT3	-0.2888
FKBP11	-1.53583333333333
SESTD1	0.123333333333333
FLII	0.406
RPS16	-0.2942
CHPF	-0.293166666666667
CSNK2A1	-0.0336666666666667
SUMO1P1	0.1665
FKBP6	-0.113
ZNF214	-0.588
TWIST1	1.98783333333333
DDX56	-0.288333333333333
TRAM1L1	2.2264
EPO	-0.824
MRPS18B	0.108
ZNF682	-0.2035
RPL14	-0.470666666666667
MAFF	-0.607
LOC51136	-0.3995
LY96	1.58025
DDX20	-0.20775
ABTB1	0.260666666666667
ARL5A	0.301
CCT6A	0.024
HEPACAM	-0.653333333333333
EHHADH	-0.548166666666667
RBAK	-0.126166666666667
CGB1	5.43375
ITGB5	0.9344
YIPF3	-0.2255
FKBP2	-0.4445
NR1D1	-0.2941
TMEM110	0.479
NEK2	-0.922666666666667
PRAMEF8	-3.24425
C20orf52	-0.622833333333333
PCDHGA3	-1.1175
VWA3B	0.691
NDUFA5	-0.277875
THAP9	0.01275
FLVCR2	0.307666666666667
AP1S1	-1.555375
SMAD6	-0.3975
SAV1	0.52475
SAT1	1.527125
ZNF251	1.551125
ADAMTS7	0.0752
RPP38	0.04025
C1orf211	-0.796
YPEL2	0.732894736842105
RBMS1	0.27975
ZNF445	-0.407833333333333
NRXN2	0.608
PGBD4	-0.068375
UGT2B28	-3.235
WBSCR16	-0.1737
NLRC3	0.644125
ASTL	0.5455
ST6GALNAC1	-2.5325
ZADH2	-0.270875
MLLT4	0.684
ARL6	0.141666666666667
MEF2C	0.8415
CBFA2T3	-0.9025
AFF3	0.938
COG7	0.0656666666666667
MYB	-0.291833333333333
PLXNA3	0.206
XRCC2	-1.9075
MMS19	-0.323375
ST8SIA5	-0.849285714285714
CHPT1	0.161833333333333
KIAA1712	-0.269
OR6X1	-0.06
ACTR3	0.7865
UGCG	0.457166666666667
OR4P4	0.076
ZAP70	-2.74825
LPP	1.263125
ZNF485	0.34225
PTPRCAP	0.30325
IL12RB1	0.60475
ATRX	0.2801
CHST8	1.525875
C14orf109	0.335
ARV1	-0.035
NMB	-0.920428571428571
COX5A	-1.10533333333333
EIF6	-0.1915
MPPED2	-0.6955
SEMG1	-1.871
CHRDL1	1.1185
TRAF3IP2	1.109
WNK2	-0.50975
LILRA4	2.44383333333333
LAMA2	4.53875
PXT1	0.164
RLBP1	-2.39075
CD300C	0.64225
SLTM	-0.2145
FLJ10404	0.0105
APOBEC3D	-2.03983333333333
RENBP	1.06533333333333
ATXN7L1	0.71825
NID1	1.0635
TUBGCP3	-0.861625
ITIH5	2.12266666666667
CCDC110	2.57825
C8A	-2.2485
MGC87042	0.85525
HOXC13	1.966
TFDP2	-0.7425
HCP5	1.2435
POLI	-0.10525
UCN	-0.7905
ZNF764	1.0415
C8orf45	1.60325
FHL3	-0.49625
SPATA5L1	-0.76025
MMRN2	3.04333333333333
NDST1	0.493833333333333
COL20A1	-0.2205
ZNF248	-0.553333333333333
PELP1	-0.847333333333333
MBL2	-2.11616666666667
RNF41	0.6595
C5orf24	0.275
THOC5	-0.805
SERINC3	0.380583333333333
RP11-151A6.2	0.32425
CDCP2	0.43075
HIST1H2AA	0.38275
C11orf75	0.342166666666667
FKBP7	0.7535
DDOST	-0.3855
GPNMB	1.97266666666667
TTF2	-1.90733333333333
KCNT1	0.0968333333333333
SLC39A14	-1.17
NGRN	0.375
GPR137B	2.1015
MECP2	-0.014375
PSMA1	-0.8015
C16orf73	-4.1875
TMEM60	-0.0828333333333333
CSN3	0.488
NOS1	0.0231666666666667
RAB7L1	0.188833333333333
YBX2	0.127
KIAA1166	-0.427
FUBP3	-0.389333333333333
ABCG1	1.862
ACACA	-1.044
ARL11	1.013
ATOH1	0.7135
ODF1	-0.3222
CREB3L3	-1.07866666666667
TMEM127	1.09821428571429
DSCAML1	0.18
PLN	2.676
LYPLA1	0.919416666666667
PRDM9	-0.8195
SASP	-0.57775
PLUNC	0.201666666666667
INTU	0.31875
HISPPD1	-0.45325
LNPEP	0.701666666666667
YARS2	-0.842666666666667
APCDD1L	-1.249
ZCCHC4	-0.4744
FBXO22	-0.349
TTLL13	-0.2745
ZNF669	-0.056
PTGDR	1.34775
DDX27	-0.31025
KIAA0409	-0.588333333333333
GJB6	-0.045
ASB8	0.8145
PLP2	-0.275666666666667
MEPE	0.19125
OR10J5	0.058
KRT222P	1.39225
COQ7	0.704666666666667
C1orf101	0.23025
RERG	1.9555
CHMP5	0.73325
THAP11	0.127375
ZNF43	-1.033
ZRANB3	-0.976333333333333
KRT13	-0.868875
MRPL19	-0.41175
RBBP9	-0.654125
SPATA17	0.618
BXDC5	-0.0723333333333333
PAFAH1B1	-0.391666666666667
MAGEE1	0.38875
OSTF1	0.631
KIAA0323	-0.546833333333333
TXNDC13	-0.513833333333333
CNTN4	2.296
LCE1B	-0.0005
UNQ501	-0.03825
ZNF154	-0.2005
C3orf64	0.14375
SYT5	-0.2656
PON1	0.2166
FLJ10357	-0.069
ATP4A	-1.936
GNPDA1	-0.4605
MGAT1	0.925
C14orf121	-0.11175
SLC35B2	0.564
MIER3	-0.358
CHEK1	-1.716625
ZNF8	-0.517166666666667
TXNDC1	-0.372666666666667
CKB	-1.1017
RTN3	0.437714285714286
FZD2	-1.23716666666667
PART1	-0.344857142857143
PSMB6	-0.72
PCDHB8	-1.0485
PHC3	-0.2878
PPP1R8	-0.484833333333333
NOVA2	2.26083333333333
TNFRSF11B	-2.873625
GOLPH3	1.35366666666667
UBLCP1	-0.645
SUHW3	-1.147
TTLL1	0.879
OPN4	0.5755
OR13G1	1.295
ZPBP2	-0.145333333333333
HSD17B11	-0.3775
C9orf50	0.1405
DHDDS	0.278142857142857
CTSW	1.1098
NEFM	-2.97683333333333
MRPL28	-0.138
SYN1	0.155666666666667
PIGV	-0.491833333333333
ZIM2	-0.39775
APBB1	-0.138333333333333
SND1	-0.5275
C1orf123	0.0976666666666667
CHD3	-0.881
BHLHB8	0.23925
RNASE2	0.680833333333333
BCAP31	0.815375
SLC25A44	0.521166666666667
CHD6	-0.6997
PIB5PA	1.93146153846154
SELS	0.209625
LOC541471	0.189875
FAT2	0.034
ZNF81	-0.43
OR4C16	0.643
FLJ10081	-0.2546
LRRC4	1.42575
CS	-0.137166666666667
N4BP2	-0.4825
IGFBP7	2.04
ZNF318	0.23
NDNL2	0.74125
ZNF609	0.404625
SIRT4	0.443
EXOSC10	0.42875
ECE2	0.0251666666666666
OVGP1	0.7965
GTPBP3	0.406
PACS2	0.4313
C19orf36	-0.7955
ARL4C	0.3705
ATG4B	-0.441125
UBQLNL	-1.168
RHOXF2B	-3.272
PLEKHG2	-0.5275
GALR1	-0.168
AQP4	0.0134
HDAC7A	0.0625
DCUN1D3	0.6785
OR8A1	0.252
CCRN4L	0.213125
CBR4	0.106833333333333
KIFC1	-1.96583333333333
SLC7A14	-1.3316
LHX5	0.7515
TRPC7	-0.531
LPXN	0.3335
SERPINA1	-2.14075
RPS13	-0.8276
BPIL3	-0.369
PRKAA1	-1.8705
FADS2	1.2268
ENAH	0.4915625
PRO1768	-0.2745
APBA2BP	0.09375
LIPH	1.249
C3orf33	-0.29175
RCC2	-0.431428571428571
ALDH1A2	-2.6424
RNF103	1.3915
AHCY	-0.168875
ALG12	0.02
CCL17	2.0435
ZNF543	0.915666666666667
ESRRG	0.7326
CNGA1	-0.2815
RDH5	0.9635
OTX1	-0.5459
PTGFR	-0.1605
CDR2	0.812125
SELE	4.81025
NLGN2	-0.846
EXOSC9	-0.6455
ZNF566	-0.199666666666667
KLRC2	-4.731
GPR12	0.5345
KIAA0196	1.47475
PDRG1	-0.01325
SSR3	-0.500571428571429
MSI1	-0.5975
CST9	0.315
CC2D1A	-0.50875
PLAGL1	0.00872222222222224
ZNF778	0.007
RNF2	0.93825
KLF6	1.93933333333333
THBD	1.59516666666667
tcag7.1314	0.57425
NR5A1	-0.0568333333333333
ABCD2	0.455
DNAJC7	-1.894
CLEC4C	0.7735
TM2D3	0.4005
CCDC4	-1.6155
PLAC2	-0.2425
DCD	3.5365
FAAH	0.8185
POLA1	-0.737
TM7SF2	1.446375
FLJ39822	-0.4525
FLOT2	-0.727625
MAP4K1	-0.440666666666667
SRP68	-0.037375
C21orf74	0.6495
ARPC5	0.64175
LOC126075	1.63375
HECW2	0.535375
ZDHHC4	-0.16
ANKRD42	1.2627
PDE9A	-0.6675
ABCA8	2.95675
NDUFS2	0.42925
UBR5	1.128625
BTBD16	-2.52525
LOC554174	0.8285
ZNF20	0.1485
KIAA1843	0.3055
WDR17	-0.798875
C15orf33	0.1845
RNF113A	-0.17
CAMKK1	-0.2473
CLCN2	-0.17
ANXA6	-0.32
LOC340069	0.171
EMID1	0.0675
DPM3	-0.285833333333333
ELA1	-0.082
SLC25A13	-0.9767
KRT24	0.35925
SMPD1	-0.167
TH	0.1605
COL6A2	1.15657142857143
ANKS1B	0.16325
GPR126	0.058
ZC3H12A	0.0953333333333333
TMEM47	0.906166666666667
C2orf51	0.0235
C1orf88	1.73383333333333
HSF2BP	1.029
AKAP10	-0.23475
RPAP3	-0.5235
KLHDC8B	0.629375
STOM	1.4438
MUPCDH	-0.0115
C10orf72	0.501714285714286
PLEKHA3	0.463916666666667
TCP11L1	-0.00675
CWF19L1	0.62225
SPEF1	0.920846153846154
YSK4	0.722
ELN	2.4715
SAMD8	1.1135
MPI	-0.761666666666667
MEPCE	0.1056
ABCC3	-1.45875
NANOGP1	-4.201
KCNK17	-0.125
HLA-DMB	4.47616666666667
RRAGA	1.21875
ANGEL1	-0.08525
RBM32B	0.626
CPN1	-2.61625
MGC52282	0.00869999999999998
HLA-A	1.60408333333333
OR9G4	0.5215
EDNRB	-0.03275
SCD	-0.599571428571429
C14orf80	-0.774666666666667
BAGE2	-0.507
RABL4	0.403
RCVRN	0.203
SHANK1	-0.4425
NLRP7	-3.34475
CD226	0.87025
STAT3	0.9325625
SYNJ2	-0.3472
TPCN2	0.2385
WDR36	-0.760666666666667
MBD4	-0.29225
ROBO1	-0.5833
ST3GAL6	-2.2495
SLAMF8	2.99333333333333
ATN1	0.297666666666667
GPR141	1.11
KRT36	0.3575
TPH1	1.59
DDX52	-0.68475
ZSCAN29	0.131166666666667
TRPT1	0.201333333333333
DPEP3	0.446
DENND4A	-0.897625
TSPAN16	1.106
PTCHD2	-0.237
LOC145814	-0.368
CAP1	0.815333333333333
EIF5A2	-0.095
NT5DC3	-1.1395
SEPT9	-0.593875
SEZ6L2	-0.3835
EGFLAM	3.116
VPS11	0.5315
NDUFB5	-0.310166666666667
CIDEA	3.5
IER5L	0.3645
N6AMT1	1.16425
FAM83C	0.01825
OXR1	0.558083333333333
IRX1	0.2835
DGKB	-0.203
GCN5L2	-2.34975
MIR16	0.851
FBXW9	0.092
WDR4	-1.241
PDC	-0.069
VPS33B	-0.417
HEXB	0.1205
FLJ32214	0.212
TCEB3	-0.225
CRLF1	-3.092
ABI3BP	2.18825
C8orf22	-3.16375
PYCR1	0.163
KIAA1706	1.00375
CDK5R2	0.363625
WAS	0.3345
C12orf60	-1.2145
CCBL2	-0.842375
MADD	0.00275
C5orf34	-2.037
WDR42A	1.203
KLF12	-0.4055
HSPA1A	2.36825
ITM2C	-1.61683333333333
DAPK2	1.51533333333333
LOC442590	0.334
SUMF2	0.475375
CENPA	-1.72961538461538
TMED5	-0.212625
CDH6	-0.0698
BRP44	0.983
THG1L	-0.64525
GABRA2	-2.604
C14orf166	-0.169
MYL1	-1.698
TNFSF18	0.161
PAP2D	-1.4335
PPIB	0.249
KLHL4	0.437125
SFN	-0.5765
CCDC127	0.22125
FRAP1	0.04875
GOLGA5	0.53175
SDCCAG1	-0.355375
MGC21675	0.155166666666667
C10orf95	-1.04275
KIAA1345	-0.069
C1orf163	-1.09
LACE1	0.397333333333333
OR10K2	0.177
CENPN	-1.93016
TMED2	0.78825
UGT1A6	-0.3935
ANG	-1.53275
U2AF1	-1.21416666666667
CASC2	0.0261666666666667
NMT2	0.000166666666666673
OSGEPL1	0.143125
DFNB31	-0.3135
SLC6A20	-0.26525
DKC1	-0.40375
FXYD4	-0.299
WDR64	0.053
MGC5590	0.7655
CREBZF	-0.0505
DAZ1	-0.118
PRPSAP1	-0.93275
GCHFR	-0.26825
TTC7A	-0.31625
LOC196993	0.542
UBD	0.629333333333333
S100A1	-0.379
RPL6	0.0233333333333333
DNAJB6	0.18675
NAGS	-0.7079
C2orf58	0.4455
KERA	1.10433333333333
MT1X	-1.0157
UBE2B	0.4773
KEAP1	0.06
MST1	-3.1435
OMA1	0.593
ABLIM2	0.74175
BCL2L13	0.245090909090909
JAZF1	-0.178166666666667
TMEM63B	1.5595
S100A8	-0.1443
ARFIP2	0.33975
UROS	0.468
KHDRBS2	-0.2045
POLQ	-2.59425
SOAT1	-0.28275
SPAG4	-1.96625
MRPS30	-1.487
LOC494141	0.231
OR2T11	0.5085
ORAOV1	-0.699
ZNF184	-0.0748333333333333
TCEB3B	0.4645
ADAM21	0.235
GDPD1	-0.51675
SPINLW1	0.76075
PRR14	0.923666666666667
KCTD9	-1.1432
NUDT3	0.6205
KIAA1822	0.6476
HIST1H4K	0.746
DFNA5	-0.923
GABPA	0.266
C14orf44	-0.35775
POLB	1.27025
PTAR1	-0.47425
SEC31A	1.0005
TRIM58	0.352
TAS2R14	-0.565
VPS8	0.31925
H1F0	0.783166666666667
PRKCB1	-2.15683333333333
UGT2A1	0.579
TOR1B	0.28775
LSS	-1.25066666666667
C2orf19	0.449
HNRNPC	-0.172642857142857
TMEM100	0.947666666666667
LOC116349	0.37425
OR51M1	0.2205
CCDC142	-1.14225
ISG15	0.902
ZCCHC14	-0.0065
CREBL2	1.02625
TGDS	-1.93075
DC2	0.26375
CACNA2D3	-1.76392857142857
ZNF429	-1.144125
LYPD6	1.2515
SUCLG1	-0.111333333333333
OR51I1	-0.723
MAGEH1	1.33075
PRPF40A	-0.108
SMR3A	0.491
SPINK2	-0.576
THAP2	0.464875
NPY5R	0.49525
IRF4	-2.022375
SPESP1	-1.19816666666667
OR10S1	0.572
DTD1	-1.3985
TUBE1	-0.66175
DDX19A	-1.079
PDPN	0.126375
TMEM34	0.139
MGAM	-0.0373333333333333
COL3A1	5.64627777777778
GFM2	-0.5084
OR5A2	0.2575
PSG9	-0.8815
ARHGEF11	0.230833333333333
IVNS1ABP	-0.696625
SIGIRR	0.2755
DUSP19	-0.33375
DNAJC14	0.3656
ACSS1	-0.406
IL1RAPL2	1.173
C4orf30	-0.37475
SEPT4	2.123
LANCL3	-1.8995
SPAG17	0.1615
PRDX3	1.07125
HNF1A	-1.60875
P4HA2	0.028625
RFWD3	-1.2475
MOV10	-0.35825
DNAJA5	-0.213785714285714
LOC729440	0.0655
LOC200383	0.496285714285714
SMC2	-1.38875
MIXL1	-0.8445
TMEM9	0.4825
FAM86A	1.1755
ZNF174	0.5807
MYH14	-0.8845
CCR8	-0.00524999999999998
VPS37C	1.04766666666667
GPATCH1	-0.191666666666667
B3GNT8	2.477
TBX4	-0.38225
CNR2	0.116666666666667
PCDH1	1.6655
C5orf29	4.076125
OCIAD2	0.62075
PLCG2	0.76125
KIAA0247	1.976875
HRH3	0.433777777777778
CAPN13	2.82225
CCR1	0.3868
MGC15523	-0.297111111111111
UVRAG	0.450666666666667
DNAJA2	0.2195
ITGA2B	-0.349
CLDN5	3.969125
PTPRN2	-1.57292857142857
ZNF512	-0.35
PSAP	1.49721428571429
CCDC140	-0.4915
LRRC55	-0.05225
CYP26C1	0.778
C8orf47	2.69175
LYN	0.307625
DUSP6	0.359833333333333
TGFB3	3.24293333333333
ELK1	-0.167
PCDH11Y	-0.129666666666667
HGD	-2.09925
C17orf58	0.5295
MYO3A	-0.305
SERPINE2	-3.7005
AARSD1	-0.954
C14orf73	-1.4435
ADAM33	0.294
ZNF491	0.0035
MAPK6	-1.18133333333333
TCN1	-0.969666666666667
SLC24A6	0.7
UBE2R2	0.80375
H1FNT	0.37975
TATDN2	-0.017
LILRB1	1.9985
P2RY5	1.514
NUCB2	0.49775
C2orf37	0.80275
SNX27	0.701666666666667
MTA3	-0.5195
FOXO4	0.5775
ID4	0.804166666666667
SOX5	-1.736
PXMP3	1.369625
OR52M1	0.1405
SFT2D3	0.19975
INA	-2.573
MCOLN1	0.33075
NFIX	-0.2503
CLEC14A	5.78966666666667
HIBCH	-0.2785
PLA2G5	1.6065
TIMM10	-0.554833333333333
MED17	0.2788
COL4A4	-0.6865
TPP1	0.491666666666667
GJA3	-1.31366666666667
TMPRSS5	-1.37325
AADACL3	1.0065
DNMBP	-0.8675
ENPP5	3.29216666666667
NQO1	-0.2475
ZSCAN2	-0.247625
SEC24C	0.527333333333333
GTF2A1L	1.4695
AXIN2	-1.2558
FAM33A	-1.46416666666667
C16orf13	-0.753875
SPNS2	0.91475
TAF1	-0.588
AP1G2	-0.613833333333333
RBM42	0.0176666666666667
HCN2	0.284666666666667
EFHB	-0.750333333333333
RUSC1	0.494833333333333
GRIK5	0.5305
USP21	0.065
ATAD3C	0.31325
ORMDL2	0.697125
PRSS7	-3.07025
PSAT1	-5.08925
FLJ13195	-1.22533333333333
TBC1D1	0.611333333333333
IFNG	2.0315
OTOS	0.209833333333333
ZNF773	-1.00583333333333
EMD	-0.85725
RETN	0.25575
CCL8	4.429
APH1A	0.729125
COX18	-0.011375
GTF2IRD2	0.4935
CCDC82	-0.9945
PAFAH2	0.8113
NPEPL1	-0.9771
RP11-114G1.1	0.3995
TP53INP1	1.915625
ZNF300	-0.509833333333333
FOXL2	-3.634
LARP2	0.28875
LATS1	0.991
HTR6	0.14
SPOCK2	0.9795
RNF144B	3.193
HTATIP2	-1.718625
MGC10334	0.103916666666667
CENTA2	2.7035
FGF2	-0.682
FXYD7	0.26275
PHYHIPL	-2.101375
GPR34	5.842
DDX6	0.0926666666666667
OR10W1	0.1185
LHFPL1	-0.576
ZNF313	-0.135214285714286
VPS28	1.505
AP3M1	0.2289
AKR1CL2	-0.38875
TRAF4	-1.077875
OR2B11	0.382
C19orf12	0.646833333333333
AKAP9	-0.047
C1orf62	-0.21575
SLC20A1	-0.5389
FAM112A	-0.0415
LDB2	2.01675
MRPS23	-0.708
KLK5	-0.254625
SPTB	-0.5087
EFEMP2	1.06125
EFNB2	0.91275
PCM1	-0.536428571428571
NMNAT3	0.887375
TSG101	0.919833333333333
C8orf40	0.874833333333333
NOB1	-1.6335
ABHD3	-0.67825
GTF3C4	0.4525
PIGN	0.646333333333333
GALNTL1	1.39825
AEBP1	2.341375
OR9Q1	0.9675
ANKRD2	0.115875
CCL28	-0.98375
TRIM38	-0.058
TMCC1	0.414416666666666
SMG5	-0.30175
LRRC7	-0.296
NCAPD2	-1.75966666666667
C6orf153	-0.371
C1orf74	0.47375
OTUD6A	0.323
DCP2	-0.5815
TMEM24	0.60125
RPL18	-0.33
TMEM177	-0.8175
LRRC37A3	1.3435
C1D	-1.31
LDHC	-0.9285
UBE4B	-0.38
NIT1	0.699571428571429
BTN3A3	1.001625
RASD1	3.130625
COMMD3	0.1405
SHFM1	-0.69725
BIRC8	0.39675
DUT	-0.92525
C12orf51	0.3605
LRRC59	-0.616166666666667
LY6H	1.488
WDR22	0.698
EDEM1	-0.370142857142857
ADH1A	3.5985
PANX2	-0.3117
CYP11B1	0.0125
CDC73	0.278
GPR172A	1.24575
GSTM3	0.669307692307692
KCNA5	0.965125
SERAC1	0.901333333333333
NFATC2	-0.0345
ANAPC5	-1.0315
C15orf24	0.3465
NFATC2IP	-0.287
TNRC6C	0.6455
MGC102966	-2.931875
FGD5	1.43616666666667
MED9	-0.54425
RAB13	0.781166666666667
C15orf49	0.091
CRYGS	-1.4931
C12orf53	-0.6322
LOC283693	-0.132
COX6B2	1.074125
PHF14	0.373
FAM3A	-0.328125
RPL13	-0.5815
PRDX2	-0.7015
FLJ34047	-1.43625
PRMT3	-1.61
KCTD19	-1.552
TRIM10	-0.644666666666667
MGC26597	-0.1465
GCNT4	0.053
GPRASP1	0.946
CDKN1C	-0.54075
RHBDL2	1.5235
HSPH1	0.219
AQP1	3.679875
COL17A1	-2.6784
GFAP	0.4315
CDC16	-0.37925
KIAA1614	0.489
C6orf118	0.00849999999999998
ZSWIM5	-1.32475
FAM83F	2.70325
LYNX1	1.1271875
SYNPR	0.021
XG	4.59333333333333
PRSS16	-3.246625
KIF13B	0.761214285714286
PCDH9	0.143875
HIST1H2AH	0.759
RBM18	-0.391
ZNF626	-0.2465
HEXIM2	-0.520166666666667
ITFG1	0.0295
TUBG2	-1.2775
SFRS7	-0.214833333333333
C9orf14	-0.0225
EXTL1	-1.13375
GBP3	1.98583333333333
WDR5	-0.48975
RARG	0.324166666666667
MYO7A	0.083375
CECR6	-0.1475
C13orf3	-1.713
SFRS18	-0.747875
ACVR1B	0.0946666666666667
PSMD1	-0.1107
C7orf31	0.00816666666666667
ILVBL	-0.36
IFNGR1	1.314
RNF186	-0.0856666666666667
NOL9	-0.1365
MAGEL2	1.07225
SLC29A2	-0.056
NHSL1	-0.29375
RBMX	-0.863
PSORS1C2	0.393125
RAD51L3	-0.286416666666667
LCN6	1.00625
ORAI2	-0.783625
BRUNOL6	-0.3615
OR4K5	0.177
CDC123	-0.14225
MSLN	3.47116666666667
WWTR1	0.0303333333333333
ZNF700	-1.58766666666667
COBL	-0.3605
PPP1R16B	-0.194375
GAS7	0.2334
MDN1	-0.52125
HAAO	0.736
C9orf68	0.63975
TNFAIP2	0.576875
FOXN1	0.2415
hCG_2033311	-0.780166666666667
ATP6V0D2	0.8504
RPL41	0.373625
SLC38A1	1.12425
ARHGAP6	-1.06890909090909
ADAD2	-0.04425
PHF20L1	0.690375
MCM3AP	1.81933333333333
ST3GAL3	-0.344
SNX1	0.647
ELF5	1.66125
PARP3	-0.091875
RBM8A	-0.16625
LINGO4	0.6815
ITGA9	0.309833333333333
ZFR	-0.36075
ACSL6	-0.301375
FLJ20699	-0.408
DAOA	0.524
FABP4	6.4075
KCNB1	0.526
CANX	0.5472
SLC25A28	0.291166666666667
ADIPOR2	-0.531375
ECHDC2	0.961125
SMA4	0.15875
FRZB	3.976625
PABPC1	0.5685
DMRTB1	-0.283375
APOBEC3G	0.40825
CATSPER2	-2.21583333333333
CUEDC1	1.12283333333333
STARD9	-0.288875
CLDN8	2.797625
LOC23117	-1.3935
E2F6	-0.901777777777778
TMEM126B	-0.762
DPY19L4	1.2885
GIMAP5	3.22066666666667
NDUFA9	-0.0555
FAM77C	-0.0975
CTPS2	1.87775
LOC51035	-0.142625
WDSOF1	0.82625
EGLN3	0.77425
PITX3	0.335333333333333
OR52E8	0.292
GRM4	0.397
KLK1	-2.379
GPM6B	-1.774375
RRAGD	0.125666666666667
PAGE5	-3.19575
UCHL5	-1.023
ULK3	-0.658666666666667
AIM2	0.6715
PNO1	-0.823
OR2F2	0.885
GNAT2	-1.36
SIX1	3.21475
ST13	0.212666666666667
ZBTB44	0.012375
TIMP2	-0.01925
ZMAT4	0.68625
GTF2IRD1	0.192666666666667
ZNF19	-0.146333333333333
ZNF714	-1.48425
RSC1A1	0.8455
C9orf80	0.0475
PSMA8	0.6164
TMEM141	1.4225
COX4I1	-0.824857142857143
CTAGE1	0.395333333333333
DTWD1	-0.5815
HSD11B1	2.452
KRT6B	-1.09728571428571
ARID4B	0.802875
LHFPL3	-1.22725
WWP2	0.0821666666666667
ZNF326	0.242833333333333
RGPD1	-1.189
CTSH	1.118
FASTKD1	-1.241875
PAF1	0.5729
TTC9C	0.0985
IFT57	0.1376
PRSS36	0.4965
IL20RB	-1.6895
ZNF592	-0.168833333333333
DCTD	-0.2292
CFP	1.89
MFNG	0.07275
JMJD2B	0.16025
ALDH3B1	-0.837
