Hybridization REF	TCGA-BH-A0BG-01A-11R-A115-07
ZMYM6	0.396125
JPH3	-2.17633333333333
FAM38A	0.102916666666667
PXK	-0.6035
DENND2D	2.021
BAX	-0.395916666666666
CP	3.358
RPL37	-0.4415
G6PC3	-0.2215
NCOA4	0.409833333333333
LRRC14	0.411375
GORASP1	0.12075
FCHO2	1.235625
CYP24A1	-3.4186
FXYD3	2.642625
SMARCAL1	0.84925
ABCB8	-0.588666666666667
CCDC44	-0.001
PRDM7	-3.40825
USH1C	-1.57975
DNAH5	0.8315
SRF	0.703166666666667
MAL2	3.19416666666667
PGPEP1	-1.36066666666667
SIN3B	-0.91225
SEMA3C	-2.89066666666667
GRAMD3	1.73575
FBXO10	0.25175
OR5D13	1.182
FLJ31818	0.165125
CACNA1I	0.695625
S100A13	0.804
TP63	0.187785714285714
ANXA11	0.7117
WDR66	2.89775
CSF2RB	0.5635
IFI44	2.26625
DACT1	1.20016666666667
ANKRD23	-1.87775
ATP5G1	-1.0425
C21orf70	-0.395833333333333
PPWD1	-1.3105
DNAJC13	-0.529
PAH	-2.10183333333333
PTCH2	0.39725
TRMU	-0.39525
CCDC9	0.8515
USP3	-0.4997
DCLRE1C	1.1063
FAM55C	0.48625
FRMD4B	1.23975
CYP2R1	-0.871
RFPL1	-0.6571
XPO5	-0.56175
ARL6IP2	0.8675
OSBPL5	1.39875
MMP9	3.53163636363636
KIAA0802	0.1065
DHRS2	-3.19366666666667
SGEF	-0.631875
TXNDC10	-0.7224
EXOC6	-0.32975
RPS27	0.804
PNCK	-1.861
FSTL1	-0.84875
AACS	0.26775
SLMAP	-0.043
SAMD4A	0.8585
ABRA	-0.13325
SMARCD3	0.098
PKNOX2	-2.76866666666667
A4GNT	-0.1405
C9orf39	0.965166666666667
RALYL	-0.06525
MGC33556	-2.335
C10orf25	0.13
BBOX1	5.44075
NHEDC1	-0.332
XDH	-0.867
GCSH	-0.743
EDN1	2.8355
MTERF	0.15675
CLK4	-0.053875
ZNF799	-1.33933333333333
KCNG1	-1.90125
CXCR4	0.3835
PTPRR	-3.497
IRAK1	0.570875
LOC401397	-0.3875
TMSB10	1.06107142857143
CXCL3	-3.0732
TMC4	2.2915
OR7A10	0.873
STYK1	2.836
CHRNA10	-0.5755
CCNI	1.21325
EP300	1.70635714285714
LOC165186	0.113166666666667
HIC2	-2.499
SDR-O	-0.1105
OR2W1	-0.2585
KCNA6	-0.858
TRIM74	-1.5035
REEP6	-2.454
ATP5G2	-0.8885
ERG	0.087375
TMEM42	-0.0705
PARN	0.530833333333333
SOD2	1.091125
DIRAS1	-0.385
PNPT1	-0.63075
JOSD3	-0.5185
hCG_40738	0.823
PDE1C	-1.10225
SEMA4D	0.94925
AGPAT1	0.0253333333333333
NOSTRIN	-1.0885
MAP3K3	0.0218333333333333
MAX	0.2825
CAPS	3.02383333333333
SERPINA12	-0.3955
OSBPL8	1.394875
RICS	0.5881
NR4A2	-0.0613333333333333
PPCS	0.67
LONP1	-1.445
SCYL3	1.67725
HERC2P2	-0.965333333333333
FIBCD1	-0.9505
C15orf41	0.18725
DMC1	-1.07033333333333
C20orf27	-0.97575
RPS6KA5	0.2773
FAHD1	-0.0506666666666667
SLC12A4	-0.27625
BRCA1	-1.35375
GBL	-0.0165
SLK	0.225833333333333
NUDT9P1	1.6345
NOXO1	3.1505
USP52	-2.22325
BAZ1B	0.836125
SLCO2B1	2.2315
BBS12	1.67783333333333
LRGUK	-1.13133333333333
TERF2IP	0.232
COL1A1	3.898
KIAA0090	-0.349875
GRK5	0.194833333333333
AP1S2	-0.5897
TMEM52	-0.540666666666667
CA11	1.00975
OR4A15	0.667833333333333
ACBD3	1.6955
SPAG11B	0.176375
PRDM2	0.8916
FOXP3	0.71675
SMYD3	-1.405
LOC389199	1.5405
LGI2	1.01416666666667
NAPE-PLD	0.1715
ANKRD6	1.7865
WDR45	0.900666666666667
SHROOM1	-1.26125
PSCD3	0.4175
PYY	0.4405
KCNC1	-2.2185
ARHGEF9	2.4833
OR8J1	0.18475
GPR55	0.234
NS3BP	-1.9845
C10orf22	-0.452
NAT8L	1.3295
DUSP4	-1.87016666666667
FOXM1	-1.1095
GRAMD2	1.5143
ZBTB48	-0.295166666666667
BUD31	-0.574
PABPC5	0.67
CCDC41	-0.412
FBXO11	0.554
C6orf148	-0.47225
RFXAP	-0.7105
C6orf15	0.159166666666667
CDK8	-0.194833333333333
C6orf70	-1.189375
TESSP2	-0.136
ALG2	-0.31825
PPP1R3D	1.57975
TPM3	0.544166666666667
SYT13	-1.58525
EPB42	-0.646166666666667
CETN3	-1.62975
PRY	0.0075
NTHL1	-0.1485
POLR2B	0.1825
RPS28	-0.00174999999999997
P2RX3	0.3525
LYZL4	-0.21325
WBP4	0.4131
PMM1	-0.15725
C11orf79	0.52025
CBLL1	-0.13175
IL1F10	0.708333333333333
VAX2	0.668
SETDB1	0.059
LRAP	0.795
GCLM	0.1525
CPEB3	1.741
PPM1A	0.408875
INTS1	-0.56125
CAMTA1	-0.157833333333333
SAMSN1	-1.3225
LOC158830	-1.27833333333333
GMPPA	0.127125
AIPL1	0.029
IL24	0.295666666666667
BDKRB1	-2.17516666666667
MLF1	1.1216
TAF12	-0.40025
ID1	-2.48625
THADA	0.351125
PIK3CB	0.44925
OR4N5	-0.409
TBC1D17	0.125
COX8A	-0.57225
CDCA4	-0.71775
C2orf44	-0.65975
ZNF534	-1.0925
IMMP1L	-0.36775
NIPSNAP3B	0.3925
FTMT	1.36975
PWP2	-0.832666666666667
MMP15	-0.0978
DNAH11	-1.308
MTMR14	-0.320125
DNAL4	0.91975
IPP	-0.76425
TMEM59	0.235125
C1orf157	-0.3775
RGS4	-0.290166666666667
DDX18	0.28
SNX6	-0.29025
ZNHIT2	0.3115
NCDN	0.312333333333333
FLJ33534	0.09425
RAG1	-0.545625
OR4D10	0.3475
PTPN5	-0.647833333333333
POMT1	-0.8375
LRRC8A	0.1312
CYP1A1	-1.95525
CAPN1	0.995833333333333
DDHD2	-0.1885
GRIK2	0.06925
GNRHR	-0.34575
PPBP	0.06425
HTR3A	-1.027125
SLITRK4	-0.71875
ANKRD49	-0.11825
BTF3	-0.8393
SARS	-0.54275
C13orf18	2.42916666666667
CACNB1	-0.127214285714286
QKI	0.931727272727273
SETMAR	-0.00025
MAN2B1	1.01383333333333
EML3	0.10775
ACADL	3.26216666666667
OFD1	0.455875
DEFB114	0.222
CGA	-3.9772
PEX16	-0.613
LRRC10	0.104
GNG12	0.7095
C1orf152	0.1985
CHRM1	0.3545
CD53	1.038
DBH	-0.998
TFAP2B	-1.959625
HIST1H2BJ	-0.247666666666667
FAM46D	0.499
TMEM11	0.21975
C3orf32	-3.399
PCCB	-0.93325
IPO13	-0.13975
C6orf105	-3.4245
COMMD5	0.73075
SUV420H1	0.6912
LTBR	1.68075
ARHGAP15	-0.336125
HDHD2	-0.9855
TDRKH	0.164333333333333
LOC401052	0.1445
PSG4	-1.85625
GNB4	0.5223
SPATA4	0.94325
SLC9A3	-1.4765
OSBP	0.567
NBPF3	-0.07275
DOCK11	0.1655
SLC39A5	-1.78116666666667
PRR5	0.9827
C10orf63	0.833
SMTNL2	-0.31525
ADRA1A	0.24275
ASAH1	0.5567
DOM3Z	0.0784
GIPR	1.65416666666667
AHI1	0.417833333333333
NADSYN1	0.429
RGS14	-0.6738
IL18BP	2.5307
RTN4RL1	-0.664583333333333
ARMC6	-0.40675
PSMD5	-0.134
HK3	1.8844
OR4S1	0.72075
RSU1	2.1761
MAD2L1	-1.80266666666667
EIF4A3	-0.00250000000000002
DLEC1	-0.0713333333333333
E4F1	-0.078
CHMP2B	0.2467
CAMSAP1	-0.20875
RPS21	-0.792666666666667
ARID5A	1.238
UBE2N	-0.4259
IGSF8	0.4165
MAGEB6	-2.507
ACAD11	-1.0823
MGC4172	-1.02925
LMO4	2.857
KLKB1	0.92475
HP	-1.224
HDAC3	-0.3895
SCHIP1	1.94375
CLCA1	-0.222
OLFML2A	0.576125
C1orf112	-1.1315
KIF19	1.24358333333333
HAPLN4	-0.2988
CXCR7	-1.59366666666667
GOT2	-0.3692
RAB38	-1.439625
DCX	-1.57075
PPM1H	-0.543416666666667
NFYC	0.686666666666667
KIN	0.666
ZNF228	0.8165
PLSCR4	3.4345
HIG2	-1.502
FAM79B	1.32
C21orf86	-1.0583
KCNK10	0.61775
ZNF738	-1.561875
FSTL5	-2.0194
OR6A2	0.3825
OTOA	0.106
EXOC1	0.848375
AHRR	-2.737125
PDAP1	-0.7465
C19orf6	-0.627625
ZAN	0.02275
LY6G6E	-0.2685
EIF4E2	-0.053
C20orf198	-1.33825
ZNF324	0.33175
CYP3A5	-4.41766666666667
ENTPD7	0.5185
MBOAT5	0.229666666666667
GJB5	-1.2525
TTC13	-0.2785
S100Z	-1.38333333333333
KIAA0664	0.0416666666666667
PDGFRB	1.39983333333333
IL17D	-0.54075
OR56B4	-0.0125
RDX	-1.52
SLC34A3	1.349
IL28B	0.176
JUND	0.20025
CHRNB1	0.07075
CAMK2B	-1.4075
FETUB	-1.22075
CXorf23	1.5965
MRTO4	-0.36875
TTC3	0.0443
NDUFB8	-0.526
EDG2	-2.0935
SEMA3G	0.344
IL23A	-1.78975
GRHL1	1.725
LOC441054	-1.2315
WDR65	0.8555
PSTK	-0.1275
STOML3	0.305
R3HDM2	-0.2458
C5	-3.0205
SLC2A10	-0.186
C3orf22	0.2855
PAQR3	0.0127692307692308
ANKRD26	-0.357333333333333
HCRTR1	0.421
LOC399947	-1.17266666666667
PSD2	-1.027
TIGD2	1.28266666666667
SCRN1	-0.58775
COQ10A	-1.554
DDI2	-0.1145
METTL7B	-0.290333333333333
UCN2	0.81075
FAM92A3	-0.525
WDR16	-0.124
ZNF511	0.0806666666666667
ZMYM5	-0.479375
POLR3G	-0.81375
ZNF586	-0.2505
C1orf49	-0.00533333333333334
TANK	1.349
RCAN1	0.556833333333333
PELI3	0.930666666666667
LIMD2	0.388333333333333
TMEM189	-0.5935
NTN4	-0.617
LOC151300	-0.0745
CLEC2A	-1.093
GPR135	-0.642
DPYSL4	-2.5247
JAK2	0.719833333333333
TSHZ1	0.347333333333333
TM9SF4	-0.7235
ZNF264	1.14866666666667
SIRPG	2.45075
BICD1	0.505
HERC6	2.49483333333333
METTL5	-0.2765
CASP1	1.69225
PRRT1	-0.919833333333333
PLA2G4C	2.50383333333333
ICA1L	-0.516642857142857
TPTE2	0.183666666666667
OTUD7A	1.06316666666667
AQP11	-2.67175
APOA2	-3.4744
KALRN	-0.2832
SECTM1	2.38541666666667
IFNAR1	-1.0215
TALDO1	1.394
RAB11FIP4	0.512166666666667
EIF5A	0.0015
FAM49A	2.50575
NEGR1	0.124666666666667
YTHDC2	0.42775
EHD2	0.151625
NCF1	2.5202
SCRT2	1.5225
HOXA5	-2.05983333333333
NUP133	-0.27575
FGF12	-1.022375
SLMO2	-0.379
SNTA1	0.306625
CACNG2	0.443
GCM1	0.179375
ELF1	1.1965
TLR5	3.877
TCFL5	-1.867
RBMY2FP	-1.899
LOC100125556	0.094
FAM129B	0.546625
MAP3K7IP1	0.147875
NCK2	1.213
OXA1L	-1.134
FMO9P	0.749
ZSCAN12	0.2105
PSMD12	-0.242583333333333
HSCB	-0.35325
CLDN10	-3.8045
MGC13053	-0.459
HPCAL4	-0.7674
ASZ1	-1.491
MEX3D	0.329083333333333
NFAT5	0.9403
CSPG4LYP1	0.039
FBXO3	1.1669
DVL1	-0.311166666666667
CMKLR1	2.34366666666667
TYMS	-0.0745
PEF1	0.637
ZNF750	0.798166666666667
MCM5	-0.1561
MEGF11	-1.07025
KCNK7	0.4815
PTP4A3	2.0205
C1QTNF2	-1.33933333333333
OR6S1	0.516
FAM122B	-1.16375
ZNF551	-0.01775
HBQ1	-2.0435
GEMIN6	-0.224
ARSK	-0.42225
RBP7	3.55816666666667
CPNE9	-0.051
DSC1	1.484
LOC730112	-0.5805
MAP2K4	0.325
HS3ST5	-2.355
EPB41L3	1.99625
TEKT2	0.755
CDKN2B	-0.69625
ZNF480	-1.0615
MAP3K6	0.7549
MAP6	1.85583333333333
HN1	0.021
OR2L13	0.1645
SLC16A11	0.28025
FAM96A	-0.8615
APOL1	1.69025
C5orf32	-0.158
RTP1	-0.577166666666667
RNF175	0.30125
ZBTB41	1.873
AHCTF1	0.8283
SAE2	0.2201
ITGA2	0.7055
MME	-1.24233333333333
CCDC14	-0.63825
MAST4	-0.0476428571428571
KRT33B	-0.878
KCTD2	0.0765
WDR26	0.376166666666667
MFI2	1.117375
NR4A3	-0.22325
ARSA	1.85825
UNKL	0.18
SULT6B1	0.191
CCNA2	-1.74833333333333
SOX15	-0.4065
PPAPDC1B	-1.10633333333333
C19orf44	-0.06
MCAT	0.82375
ARID1B	0.368125
OR52N1	0.2705
C12orf48	-1.497
MAGI1	-0.217875
NIPA2	-0.24575
GBX2	-1.71275
RSHL3	0.52575
RAVER1	0.640666666666667
C15orf17	-0.317
SLC30A2	0.2625
ZNF518	0.5385
PCYT1B	-0.49525
C10orf114	-2.11075
EIF3H	1.09625
SLC25A39	-0.623166666666667
KIF1B	0.71675
AMOTL2	1.321
C6orf120	-0.627875
PSRC1	-0.90875
PLA2G10	-0.163625
KIF5C	-0.34475
MRPL37	-0.7505
C17orf62	0.414166666666667
C9orf135	-1.671
DUSP10	-0.0106
CLCNKB	0.104
PSMA5	-0.403875
C8orf53	1.8275
AMPD3	1.05816666666667
PIAS1	-0.29975
ADCYAP1R1	-0.087
GYLTL1B	1.00175
CDH20	0.583
FBXO7	-0.015
TMEM134	0.418833333333333
FLJ14213	1.28783333333333
ZNF3	-0.183
LRRFIP1	0.438791666666667
CNOT2	0.39625
ABI3	2.53225
ALDH5A1	0.378833333333333
HNT	2.4339
SERPINA4	-2.5295
TK2	-0.416083333333333
STMN1	-1.03755555555556
GUCA2A	-0.1135
GALNT10	-0.239428571428571
DPP6	-0.8766
C9orf93	0.457375
PRELID2	-0.733
STK39	0.0995000000000001
SFTPA1	-1.833
CKS2	-0.928111111111111
RHO	0.205875
C20orf135	-0.099
XKR3	-2.7285
CR1	0.6955
RPS6KA2	-0.1225
C20orf112	1.48175
MRPL22	-0.722
C4orf23	0.483166666666667
GADD45B	1.4915
KLHDC1	0.2165
C2orf48	-1.616
ZNF287	-0.214
DAAM2	-0.17275
DPPA2	-3.25116666666667
TCTN3	-0.209
DNAJB11	0.12925
FPR1	3.011
DEFB4	0.0015
PTCD2	-1.3025
SMOC2	3.56866666666667
CABP7	1.41475
SERPINB11	0.0195
MAGEF1	0.84975
NDE1	-0.0903333333333333
ITGA10	2.384
FSHB	-0.144
ANXA2	1.015125
HORMAD2	0.34125
HLCS	-0.6555
MCF2L	-0.84125
FH	-0.401875
TBC1D24	0.83425
KIAA1505	-0.15825
LGALS2	0.66075
CNBD1	0.584
SYNPO2L	-0.4845
PTPN23	-0.0883571428571429
C1orf183	-0.971833333333333
MAGEA8	-0.1125
DGCR8	-1.368625
GSR	-1.34525
PAQR7	0.508
ZNF676	-1.72
CACNA1C	-0.8615
SP7	0.737
PDCD6	-0.70925
NRN1L	-0.8295
BRI3BP	-0.6155
KIAA1183	0.56475
ASB4	-0.08975
CCL23	1.2639
OBSL1	-1.64325
SLC12A7	1.08
KIAA0240	1.70725
CD1B	-2.69566666666667
FCGR2A	1.731
MDC1	-1.38325
HTR1A	0.598833333333333
OCEL1	-1.04775
ATP11B	0.4929375
FBXO34	-0.0181666666666667
PCDH12	2.84316666666667
RPE	-0.19975
C17orf74	-0.206
CSDC2	0.5065
PET112L	-0.085
TMBIM1	1.256375
P2RXL1	-0.20125
TCHP	-0.23875
TRMT1	-1.21766666666667
F2RL2	0.156416666666667
LRRC32	2.24716666666667
IMPG2	0.3395
BGLAP	-0.18925
LOC493869	-1.76691666666667
MRAS	3.411375
SLC35F5	0.748
CBWD1	-0.162
AXL	-1.91075
ATP2C2	0.08125
TELO2	-0.434
PNPLA3	-4.71475
PCDHB14	1.674
CD276	0.1265
KRT80	-1.418625
DUSP28	-0.175
CSNK1E	-0.265833333333333
SRP14	-0.218
KCNQ4	0.0945
KRT72	0.538
CCDC117	0.35275
C6orf89	0.494333333333333
TUBB2B	0.641333333333333
RTN4IP1	-0.41125
CR1L	-1.99683333333333
CEND1	0.535625
C12orf41	-0.636333333333333
RNF31	0.00725
UBN1	0.126166666666667
C17orf32	0.269875
SLC5A7	0.0659999999999999
GPR92	1.3665
ESAM	1.6881
CTNNA1	0.46775
HRBL	-0.1739
CBX4	-0.4345
TMEM182	0.60625
SH3TC2	-1.51883333333333
IL10	0.806
PXMP4	-0.0295
RNF167	-0.1259
PAK7	1.7635
ETV3	-0.24
ATPIF1	-1.14183333333333
LOC554207	-2.52733333333333
OR8H1	-0.09075
WDFY3	1.649
DPM1	-1.1705
GPSM1	-0.6015
WDR92	0.1853
LRP1	0.5835
ANKH	0.82125
THUMPD3	-1.71975
POLR1B	-0.072
OLFM4	5.37866666666667
RAD9B	0.24975
TSPY2	-3.462
PAX6	-2.20833333333333
SCG2	-3.5595
SLC17A6	2.13075
FMO3	2.814375
PADI4	0.293875
TUBB4	-0.0439
NLK	-0.43575
POU4F3	-0.024
SDF4	0.117
ITGBL1	1.5205
NETO1	-2.037125
TAP2	2.009375
ABBA-1	1.38333333333333
GNAI1	1.558
VPS4B	0.5445
NOPE	-1.0595
GALNT6	0.466
SESN1	-0.644375
GBE1	-2.09222222222222
CLASP1	0.469
RASGEF1B	2.2415
ACOT11	0.523785714285714
AFAP1	1.564
OR2H2	0.23225
DPY19L2P1	-1.44475
DZIP1	-1.82175
SEC22C	-0.516833333333333
GPR161	1.10391666666667
RNF146	0.67875
WDR74	-0.40675
GALP	1.117
PURA	1.44275
DNPEP	0.724166666666667
RP11-78J21.1	-0.85975
ERBB2	1.584
FANCM	-2.57975
NEO1	0.0441666666666667
DDX3Y	-4.8801
RPS3A	0.551875
MXRA7	0.0866428571428571
LGALS3	-0.2615
GLT8D1	-0.605
CFL2	-1.55816666666667
UPB1	0.1175
NAP1L5	0.744
CLDN14	0.438
DHX38	0.2615
BTBD1	0.45525
TARS2	0.076
ABCF1	0.1418
FCF1	0.192833333333333
LRRC49	-0.3705
GUCY1B2	0.3535
C1orf177	0.954833333333333
SMARCA4	-0.3965
LRP8	-1.52
TAGLN3	-0.81425
MRPL14	-0.07325
TTRAP	0.1045
ZDHHC20	1.0045
NFE2L3	0.11325
KIAA1377	0.149
PALMD	0.8743
TMEM43	-0.01675
TTL	-0.48625
STAT5B	-1.17333333333333
SSB	0.05975
OR10H5	-0.0625
SLC22A13	-0.92175
AKAP3	-0.40925
TIMM23	0.0641666666666667
OAS2	2.96683333333333
KIAA0423	0.32
TRIM11	0.202833333333333
GLIS3	1.2345
TMEM50B	-0.1235
ARHGEF4	0.230375
DEGS1	0.283818181818182
TBL1XR1	1.33796666666667
G6PD	-1.5455
SP140	1.749
MUC17	0.0245
NUDC	-0.5135
DNAJC5B	1.91283333333333
SCARA3	0.9685
CPA3	3.28633333333333
BCAT2	-0.12725
MFN1	-0.1393
NRG3	0.9985
SNX11	0.3085
PLEKHH1	-1.53083333333333
GPR177	-1.006
HCFC2	0.71475
TCAP	-1.18425
MOCOS	-3.24675
C14orf93	-0.23025
PRDM10	-0.532666666666667
SLC16A4	0.731083333333333
SRGAP1	-0.0528333333333333
VIP	-0.011
DUSP27	0.307333333333333
LILRA1	0.891
MC2R	0.61
MGC24103	-3.4485
MBTD1	-1.3765
FUT11	-0.659333333333333
USP33	0.0628
C15orf39	-0.1225
MAP3K12	-0.74625
PAAF1	-1.37083333333333
BARHL1	0.121
FLJ16165	0.195
PIWIL2	-2.89425
SYNE1	0.617166666666667
CMTM4	1.60175
TSPYL1	0.23
GUF1	-1.13033333333333
TMEM157	-0.0355
WDR44	0.33075
HIST1H3C	0.473
DKFZp666G057	0.18925
RNPEP	0.6835
GAS2L2	-0.229166666666667
ADH4	-4.72925
GRPR	-0.482
FBXL17	1.4005
ZBTB10	1.81733333333333
Gcom1	0.633777777777778
HTRA1	0.8631
ZNF585A	0.336666666666667
SLC26A2	2.13571428571429
OTOP3	0.256833333333333
WISP1	1.62466666666667
ATP2B4	0.61575
FLJ10769	0.03775
CRAMP1L	0.436625
CHST12	-1.105
RAB22A	0.412083333333333
TARDBP	-0.352214285714286
STAU1	-0.2275
CRB3	1.70083333333333
MIG7	-2.71775
CHMP1A	0.598166666666667
ZNF160	0.30525
B3GALT6	-0.75975
BARX1	-1.02183333333333
C6orf167	-0.613875
NXNL1	0.2675
DHX29	-0.404875
HADHB	-0.0735
PLXNB2	1.048
ILDR1	-0.8025
SLC15A3	2.57275
GAS2	-1.50766666666667
C20orf69	0.327
NUMB	-0.141
TNIP1	0.877125
MESP1	0.368333333333333
PSKH1	0.5055
NSFL1C	-0.381625
RHOG	0.792
HEY1	-2.31116666666667
KNG1	-2.41625
ITGAX	1.8461
LIN9	0.172833333333333
CANT1	0.242625
XRN1	0.992071428571429
CCDC96	0.0187
HEATR6	-1.39933333333333
GNG7	-0.552333333333333
RUNX2	0.6693125
SOX1	0.3305
FCRL5	1.4653
ZNF99	-0.853375
FAM9A	0.1765
SNX22	0.579333333333333
MBNL3	-1.30033333333333
ODC1	-1.1926
ADORA2B	-1.451
NR2F6	-0.5485
ZFYVE16	-0.787944444444444
SYNJ2BP	0.6312
POLE	-1.007125
E2F2	-1.099375
THRA	0.869
PTGES2	-0.534833333333333
HIP1R	0.239166666666667
TMUB1	-0.592666666666667
ENO3	-2.3515
RSPH10B	0.019
CXorf39	0.87425
IRGC	0.1775
GPR109B	-0.7395
FLJ13305	0.4645
LCE3A	-0.1855
TNFRSF18	-0.6465
DET1	-0.056
TRPM3	-0.338833333333333
C16orf79	-1.7585
FECH	-0.465666666666667
RAP2A	0.902666666666667
CRIP1	0.865333333333333
AZIN1	0.212375
SLC7A7	3.50625
IL10RA	1.381
TMEM64	-1.8815
CDC42EP4	2.1335
C16orf58	0.0762
ARG2	-3.2545
POU5F1P4	-3.58825
FAM62B	0.710625
DNAH8	-1.968
ASH2L	-0.368625
TSLP	-3.119
CNTNAP5	-0.761
TMEM16C	-0.37525
IFNA14	-0.5845
SLC1A3	0.18875
CABYR	2.51725
BCL7B	-0.0982
NUDT13	-1.25866666666667
C13orf28	0.397
C1orf53	0.332
ARL6IP4	0.0125
RPL35A	-0.22175
EMR3	0.3885
RAB40C	0.545333333333333
SLC41A1	0.228833333333333
LRCH1	0.548
LY6G5B	-1.0975
FAM124A	0.564142857142857
MGC10981	-1.85516666666667
CLIP3	-0.1808
MAP4K2	0.535666666666667
CHIC1	0.92175
SULF1	2.94366666666667
C20orf30	-0.772857142857143
PRDM5	-0.648625
ELOVL1	0.93625
C11orf48	-0.43825
SLC39A10	0.7995
KCNV1	1.788
ACP1	-0.647166666666667
ZMYM2	0.14625
B3GNT6	-0.1855
C9orf69	0.1
C2orf15	0.7695
C20orf166	1.0615
HSP90AA6P	1.1325
EDG7	-0.055
NEURL	-2.096625
LPL	1.87066666666667
CLEC2D	0.186785714285714
GRRP1	1.376
CD8B	-1.971
HIST1H3D	-0.0166666666666667
SLC6A12	0.61775
FAM27L	-0.207
CD84	2.5696
RASA1	-0.792
PHKG1	1.3295
MAGEA11	1.7115
IMPA1	-0.398
NPM3	-0.55875
RARRES1	4.75575
SH3BP1	0.496625
B3GNTL1	0.0885
ARPC5L	-0.653333333333333
KLHL26	-0.42125
SIM2	-2.99575
GJC1	0.676
C20orf194	0.1365
EXO1	-1.8435
SLC2A2	-2.81866666666667
LOC285074	-0.3545
LRG1	-2.96725
KIRREL	-0.015
PIK3R1	1.14885714285714
C4orf34	-0.58825
MAF	-1.37744444444444
ADCY4	3.005
ZMIZ2	1.2147
SLC46A3	0.602166666666667
STAMBP	-0.0135
CCDC16	0.4245
MS4A12	0.285
TCF20	1.22075
LRRC46	-0.54575
C20orf152	0.25775
MRPS6	-1.418625
ABCB11	0.473
KCNC2	0.203666666666667
CDH19	0.625833333333333
C9orf123	0.964333333333333
SSH3	0.587625
LDLRAD1	-3.835
CCBE1	-0.84075
ZNF135	0.661
TAAR1	0.4615
WFDC12	0.2225
CCDC42	1.03716666666667
FLJ12529	-0.36375
PER1	-0.2135
TIMM50	-0.671833333333333
SMARCAD1	-0.670666666666667
FAM26C	0.1325
TP53TG3	-2.05816666666667
SH3RF1	1.7548
LMCD1	2.0975
GPR63	0.685
FLJ21986	-2.535875
AIFM3	-1.53475
MICAL1	0.214666666666667
BLZF1	1.29283333333333
IQCA	-0.197833333333333
PCDHGC3	-0.115
SAC	0.47525
BCL6B	1.37416666666667
DDO	-0.18525
MARCO	3.94875
DCHS1	0.2395
C1orf170	0.623666666666667
CD200R1	1.38666666666667
C22orf15	-0.824
SEPT11	0.6205
ADNP	-0.41575
UST	-0.4111
C13orf34	-0.893
RFFL	0.367214285714286
APBA3	-0.0965
C2orf60	-0.730875
CUTL1	0.3401
PMS1	-0.7645
ZNF689	-0.1675
EIF3E	0.431666666666667
IL9	0.0281666666666666
RPL31	0.31325
LY9	1.51866666666667
ATP2B3	-0.11675
KDELR2	-1.85037170770859e-17
TFCP2	0.004
NLRP12	-0.284375
FLJ45422	-0.119
TLE4	0.1064
ZNF570	1.3815
FLJ43806	-0.4
TLK2	0.32325
CIR	1.25825
MARS2	0.9305
COL24A1	0.24375
SDF2L1	-0.141
HIBADH	-0.553833333333333
IGFBP3	-2.06435714285714
C12orf23	0.236375
PSPC1	0.24625
C20orf43	-0.09225
TRAV20	0.3075
ARHGAP24	1.809
KIAA1975	1.075
C1QA	3.2826
DNTT	-4.5055
C10orf6	0.1835
C11orf41	3.42
HNRPF	1.03
COL11A1	5.41916666666667
UBAP2	0.822
CDKN2AIPNL	-1.71
C20orf174	4.23175
SPRED2	-0.14475
PLA2G12A	-0.202833333333333
ICEBERG	-2.438
SCN10A	-0.486
C11orf65	-1.16275
GBP5	4.93625
PITPNC1	-1.23566666666667
POU3F3	1.3775
NCOA7	1.672625
LIN7C	0.777
LOC348840	-1.0315
NKX2-2	-3.5235
ANKRD13D	0.511125
LOC123688	0.302
FUT2	1.75933333333333
TAAR8	0.601
FZD4	-0.625
PNMA3	0.472
OR4L1	0.368
WIT1	-3.12375
EXOC3L	1.8995
ATPBD4	0.0769
KRBA1	-0.72875
UBXD6	-1.904
HOXB7	-1.35114285714286
C7orf23	-0.3925
UNQ338	4.14675
STAB2	0.39375
CDC20B	0.389
IRF9	2.05175
CENTG1	0.262583333333333
TNPO2	-0.87375
MCPH1	0.11775
BMS1P5	-1.489
SLC26A7	0.46325
HIST1H3J	0.8055
C9orf3	1.8381
LBH	1.4435
MYO1D	1.30025
PTDSS2	0.247
NFU1	0.4695
DEPDC4	-1.56325
WNT7B	-0.5824
GLP2R	-0.271833333333333
SETD4	-1.4034
DYNLT3	-0.0252
FKBP11	-0.742
SESTD1	1.32483333333333
FLII	0.935
RPS16	0.2711
CHPF	0.323833333333333
CSNK2A1	-0.8125
SUMO1P1	0.16675
FKBP6	-0.0335
ZNF214	1.41666666666667
TWIST1	-0.0258333333333333
DDX56	-1.35633333333333
TRAM1L1	2.0874
EPO	-2.98766666666667
MRPS18B	0.2485
ZNF682	-1.91266666666667
RPL14	-0.311333333333333
MAFF	0.4495
LOC51136	-0.1665
LY96	-0.309
DDX20	-0.11075
ABTB1	1.2305
ARL5A	1.6081
CCT6A	-1.36575
HEPACAM	-0.966166666666667
EHHADH	0.504833333333333
RBAK	-0.0288333333333333
CGB1	1.04125
ITGB5	-0.0507
YIPF3	0.42775
FKBP2	0.401
NR1D1	0.4772
TMEM110	-0.248
NEK2	-0.0323333333333333
PRAMEF8	-2.99775
C20orf52	-0.823
PCDHGA3	1.722
VWA3B	0.21075
