Hybridization REF	TCGA-A2-A0CV-01A-31R-A115-07
ZNF160	0.178875
B3GALT6	0.132625
BARX1	-0.714166666666667
C6orf167	-2.0788125
NXNL1	0.3625
DHX29	0.5505
HADHB	-0.681
PLXNB2	0.780125
ILDR1	-1.4675
SLC15A3	2.56525
GAS2	-1.71216666666667
C20orf69	0.705
NUMB	0.30625
TNIP1	0.324375
MESP1	1.134
PSKH1	-0.3125
NSFL1C	0.054
RHOG	0.27625
HEY1	-1.37516666666667
KNG1	-1.924125
ITGAX	1.8983
LIN9	-0.5525
CANT1	0.292125
XRN1	0.438714285714286
CCDC96	1.8854
HEATR6	-1.37866666666667
GNG7	0.961083333333333
RUNX2	1.3943125
SOX1	0.0396666666666667
FCRL5	0.5542
ZNF99	0.249875
FAM9A	-0.398
SNX22	0.3135
MBNL3	-2.32633333333333
ODC1	-2.1267
ADORA2B	-1.49683333333333
NR2F6	0.01625
ZFYVE16	0.411277777777778
SYNJ2BP	0.333
POLE	-1.10275
E2F2	-1.950375
THRA	0.647333333333333
PTGES2	-0.959166666666667
HIP1R	0.187
TMUB1	-0.220833333333333
ENO3	-2.49625
RSPH10B	-0.206
CXorf39	0.896375
IRGC	-0.07675
GPR109B	0.91075
FLJ13305	-0.1875
LCE3A	0.1955
TNFRSF18	-0.787
DET1	1.4615
TRPM3	0.005
C16orf79	-1.1335
FECH	-0.5685
RAP2A	-0.2395
CRIP1	2.68533333333333
AZIN1	0.147125
SLC7A7	3.0005
IL10RA	1.2813
TMEM64	-2.08875
CDC42EP4	0.3326
C16orf58	0.3014
ARG2	-2.40825
POU5F1P4	-4.4825
FAM62B	-0.050125
DNAH8	-2.0661
ASH2L	0.263625
TSLP	-1.05416666666667
CNTNAP5	-0.2965
TMEM16C	-0.0585
IFNA14	-0.1715
SLC1A3	-0.1775
CABYR	1.87725
BCL7B	-0.111
NUDT13	-0.8675
C13orf28	-0.2335
C1orf53	-0.77975
ARL6IP4	0.0596
RPL35A	0.971
EMR3	1.23575
RAB40C	0.730416666666667
SLC41A1	-0.240333333333333
LRCH1	-0.11775
LY6G5B	-0.85
FAM124A	-0.382714285714286
MGC10981	-4.16283333333333
CLIP3	0.54
MAP4K2	-0.5025
CHIC1	0.8685
SULF1	4.26116666666667
C20orf30	-0.188142857142857
PRDM5	-0.06
ELOVL1	-0.18675
C11orf48	-0.81075
SLC39A10	-0.656
KCNV1	-0.175
ACP1	-0.934333333333333
ZMYM2	-0.679625
B3GNT6	-0.1605
C9orf69	-0.069
C2orf15	0.19825
C20orf166	0.2385
HSP90AA6P	-0.426
EDG7	2.4415
NEURL	-1.908
LPL	0.541666666666667
CLEC2D	0.028
GRRP1	2.59383333333333
CD8B	-2.35
HIST1H3D	-0.439166666666667
SLC6A12	0.293375
FAM27L	-0.5445
CD84	1.5832
RASA1	0.4
PHKG1	-0.0375
MAGEA11	-1.2245
IMPA1	-1.0688
NPM3	-1.789
RARRES1	5.492
SH3BP1	-0.127375
B3GNTL1	-0.476
ARPC5L	-0.0653333333333333
KLHL26	0.404
SIM2	-3.003625
GJC1	0.2135
C20orf194	0.6645
EXO1	-3.9535
SLC2A2	-2.65666666666667
LOC285074	-1.3935
LRG1	2.57675
KIRREL	-0.076
PIK3R1	1.89742857142857
C4orf34	0.46325
MAF	-0.354166666666667
ADCY4	3.933
ZMIZ2	0.4125
SLC46A3	1.24433333333333
STAMBP	-0.505166666666667
CCDC16	0.496
MS4A12	0.022
TCF20	0.1205
LRRC46	2.2065
C20orf152	0.6785
MRPS6	-0.564625
ABCB11	-0.191
KCNC2	5.51166666666667
CDH19	-1.63733333333333
C9orf123	0.500166666666667
SSH3	1.328
LDLRAD1	1.03075
CCBE1	0.29875
ZNF135	0.704375
TAAR1	-0.832
WFDC12	0.3825
CCDC42	0.4305
FLJ12529	-0.49525
PER1	-0.011
TIMM50	-1.1205
SMARCAD1	-0.61
FAM26C	0.0895
TP53TG3	-0.8245
SH3RF1	1.7176
LMCD1	1.82425
GPR63	-0.263
FLJ21986	-1.35425
AIFM3	-0.3375
MICAL1	-0.190833333333333
BLZF1	1.1815
IQCA	2.83516666666667
PCDHGC3	-0.0135
SAC	0.722
BCL6B	2.57983333333333
DDO	0.6985
MARCO	2.347
DCHS1	1.236
C1orf170	0.801
CD200R1	1.12666666666667
C22orf15	0.075
SEPT11	-0.144333333333333
ADNP	0.32825
UST	-0.3613
C13orf34	-1.9695
RFFL	0.317285714285714
APBA3	0.1975
C2orf60	-1.170125
CUTL1	-0.331
PMS1	-0.733625
ZNF689	-0.2855
EIF3E	-0.136
IL9	-0.0241666666666667
RPL31	-0.065875
LY9	1.20866666666667
ATP2B3	0.118
KDELR2	0.496583333333333
TFCP2	0.068625
NLRP12	1.352875
FLJ45422	-0.60725
TLE4	0.0696
ZNF570	0.1185
FLJ43806	-0.2055
TLK2	-0.595
CIR	0.799
MARS2	-0.839
COL24A1	-0.79725
SDF2L1	-1.444
HIBADH	-0.0241666666666667
IGFBP3	-1.6675
C12orf23	1.225875
PSPC1	-0.25475
C20orf43	-0.09875
TRAV20	-0.185
ARHGAP24	1.410125
KIAA1975	-1.398875
C1QA	2.9104
DNTT	-4.676
C10orf6	-0.338666666666667
C11orf41	-0.404
HNRPF	0.247375
COL11A1	2.84316666666667
UBAP2	-0.213833333333333
CDKN2AIPNL	-1.954
C20orf174	3.58
SPRED2	0.66225
PLA2G12A	-0.0346666666666667
ICEBERG	-1.68083333333333
SCN10A	0.12
C11orf65	0.15275
GBP5	4.33375
PITPNC1	-1.31683333333333
POU3F3	0.828
NCOA7	2.299875
LIN7C	0.2459
LOC348840	-1.151
NKX2-2	-2.786
ANKRD13D	-0.010875
LOC123688	0.326
FUT2	2.8455
TAAR8	0.695
FZD4	-0.254583333333333
PNMA3	-0.262
OR4L1	0.5565
WIT1	-2.95975
EXOC3L	1.94525
ATPBD4	0.0882
KRBA1	-0.214
UBXD6	0.2585
HOXB7	-1.08235714285714
C7orf23	0.3045
UNQ338	0.1645
STAB2	1.39975
CDC20B	2.20525
IRF9	1.6475
CENTG1	0.682
TNPO2	-1.04725
MCPH1	0.946
BMS1P5	-2.12825
SLC26A7	1.53625
HIST1H3J	0.79475
C9orf3	0.2837
LBH	1.305875
MYO1D	0.794125
PTDSS2	-0.20725
NFU1	0.26225
DEPDC4	-1.644
WNT7B	0.7715
GLP2R	-0.383833333333333
SETD4	-0.2341
DYNLT3	-0.0167
FKBP11	-0.441
SESTD1	-0.0816666666666667
FLII	-0.06
RPS16	0.4756
CHPF	-0.282666666666667
CSNK2A1	-0.393
SUMO1P1	-0.563
FKBP6	-1.03
ZNF214	2.27366666666667
TWIST1	0.556
DDX56	-0.787
TRAM1L1	0.6279
EPO	-2.63733333333333
MRPS18B	-0.98525
ZNF682	-0.4435
RPL14	0.786166666666667
MAFF	1.66725
LOC51136	-0.649625
LY96	0.535
DDX20	-0.389
ABTB1	1.28216666666667
ARL5A	0.0856
CCT6A	-1.32575
HEPACAM	-1.0215
EHHADH	-0.1875
RBAK	0.064
CGB1	-0.40325
ITGB5	1.2287
YIPF3	0.53275
FKBP2	-0.019
NR1D1	-0.5496
TMEM110	0.346
NEK2	-2.079
PRAMEF8	-3.1195
C20orf52	-0.611166666666667
PCDHGA3	-0.1405
VWA3B	0.24875
NDUFA5	0.368375
THAP9	-0.445
FLVCR2	-0.089
AP1S1	-1.42275
SMAD6	-1.0515
SAV1	1.04775
SAT1	2.86175
ZNF251	1.164625
ADAMTS7	0.1749
RPP38	0.56075
C1orf211	-2.004
YPEL2	1.3394
RBMS1	-0.029
ZNF445	-0.0991666666666667
NRXN2	1.03216666666667
PGBD4	-0.38375
UGT2B28	-2.02025
WBSCR16	-0.5191
NLRC3	0.41325
ASTL	-0.02225
ST6GALNAC1	-2.573
ZADH2	0.153625
MLLT4	0.333916666666667
ARL6	0.945666666666667
MEF2C	1.6435
CBFA2T3	-0.993
AFF3	0.177142857142857
COG7	0.396166666666667
MYB	0.857166666666667
PLXNA3	0.203
XRCC2	-2.319
MMS19	-0.547875
ST8SIA5	-1.041
CHPT1	-0.318833333333333
KIAA1712	-0.7775
OR6X1	0.937
ACTR3	-0.179
UGCG	2.788
OR4P4	0.371
ZAP70	-2.5025
LPP	1.2395
ZNF485	0.0235
PTPRCAP	0.269
IL12RB1	0.784
ATRX	0.5258
CHST8	-1.060375
C14orf109	0.12625
ARV1	0.89725
NMB	-0.322
COX5A	-0.796166666666667
EIF6	-0.6575
MPPED2	-0.1065
SEMG1	-1.7525
CHRDL1	0.7415
TRAF3IP2	1.14025
WNK2	-0.06525
LILRA4	2.9755
LAMA2	5.10175
PXT1	-0.3925
RLBP1	-3.11575
CD300C	0.80975
SLTM	0.187625
FLJ10404	-0.573375
APOBEC3D	-2.7245
RENBP	0.768333333333333
ATXN7L1	0.26625
NID1	0.911
TUBGCP3	-0.78925
ITIH5	1.22677777777778
CCDC110	3.29225
C8A	-3.019
MGC87042	1.92675
HOXC13	0.9385
TFDP2	-1.1675
HCP5	1.235
POLI	0.649
UCN	-1.00166666666667
ZNF764	0.179666666666667
C8orf45	1.68825
FHL3	-0.1905
SPATA5L1	0.2015
MMRN2	3.27266666666667
NDST1	0.978333333333333
COL20A1	-0.329833333333333
ZNF248	-0.550166666666667
PELP1	-0.6715
MBL2	-2.47916666666667
RNF41	0.446375
C5orf24	0.04825
THOC5	-0.67025
SERINC3	0.576416666666667
RP11-151A6.2	1.1365
CDCP2	0.03025
HIST1H2AA	0.5665
C11orf75	0.118833333333333
FKBP7	0.53325
DDOST	-0.37425
GPNMB	0.930833333333334
TTF2	-1.7475
KCNT1	0.1495
SLC39A14	-0.6865
NGRN	0.0937
GPR137B	1.18375
MECP2	0.478875
PSMA1	-0.7035
C16orf73	-5.33875
TMEM60	0.936
CSN3	1.1225
NOS1	0.390666666666667
RAB7L1	0.0768333333333333
YBX2	-2.184
KIAA1166	-0.365625
FUBP3	-0.1435
ABCG1	2.17
ACACA	-1.06641666666667
ARL11	0.3202
ATOH1	-0.233
ODF1	0.0241666666666667
CREB3L3	-1.81066666666667
TMEM127	0.940214285714286
DSCAML1	0.536
PLN	2.83033333333333
LYPLA1	0.691083333333333
PRDM9	-1.5685
SASP	0.0535
PLUNC	0.100666666666667
INTU	0.655
HISPPD1	-0.07325
LNPEP	-0.417666666666667
YARS2	-0.732666666666667
APCDD1L	-1.28
ZCCHC4	-0.5126
FBXO22	-0.436166666666667
TTLL13	0.139
ZNF669	0.6835
PTGDR	1.81025
DDX27	-0.2445
KIAA0409	0.0481666666666667
GJB6	0.19225
ASB8	0.49925
PLP2	0.4055
MEPE	0.49775
OR10J5	0.4095
KRT222P	2.1645
COQ7	0.589
C1orf101	2.0795
RERG	3.8126
CHMP5	0.39025
THAP11	-0.282375
ZNF43	0.56
ZRANB3	-0.8035
KRT13	1.61975
MRPL19	-1.089625
RBBP9	-0.257875
SPATA17	1.446
BXDC5	-0.222166666666667
PAFAH1B1	-0.524833333333333
MAGEE1	0.34925
OSTF1	0.36975
KIAA0323	0.384666666666667
TXNDC13	1.1305
CNTN4	2.355125
LCE1B	0.9615
UNQ501	0.92675
ZNF154	0.132
C3orf64	0.851
SYT5	0.0563
PON1	0.4395
FLJ10357	0.00750000000000002
ATP4A	-0.9235
GNPDA1	-0.478666666666667
MGAT1	0.533333333333333
C14orf121	0.04825
SLC35B2	-0.5815
MIER3	0.113833333333333
CHEK1	-4.575
ZNF8	-0.623666666666667
TXNDC1	-0.673666666666667
CKB	-2.1145
RTN3	-0.236214285714286
FZD2	-0.665166666666667
PART1	1.694125
PSMB6	-1.0415
PCDHB8	-0.612
PHC3	0.8576
PPP1R8	-0.789833333333333
NOVA2	1.7905
TNFRSF11B	-2.446625
GOLPH3	0.863333333333333
UBLCP1	-0.1495
SUHW3	-0.838
TTLL1	1.139
OPN4	0.326
OR13G1	0.224
ZPBP2	0.262333333333333
HSD17B11	-0.7225
C9orf50	1.092
DHDDS	0.088
CTSW	1.2215
NEFM	-1.45766666666667
MRPL28	-1.0405
SYN1	0.0486666666666667
PIGV	0.482333333333333
ZIM2	-0.68575
APBB1	0.773833333333333
SND1	-0.53325
C1orf123	0.169166666666667
CHD3	-0.6475
BHLHB8	-0.05475
RNASE2	0.102666666666667
BCAP31	0.04175
SLC25A44	0.0975
CHD6	0.2446
PIB5PA	1.48092307692308
SELS	0.379
LOC541471	-0.46175
FAT2	1.7985
ZNF81	0.295
OR4C16	0.414
FLJ10081	-0.4589
LRRC4	0.8745
CS	-0.8695
N4BP2	-0.135625
IGFBP7	2.444
ZNF318	-0.315833333333333
NDNL2	0.982375
ZNF609	0.981375
SIRT4	0.14575
EXOSC10	-0.2045
ECE2	0.694666666666667
OVGP1	-0.0335
GTPBP3	-1.37025
PACS2	0.2729
C19orf36	-0.23
ARL4C	-0.044625
ATG4B	-0.683
UBQLNL	0.247
RHOXF2B	-3.8795
PLEKHG2	-0.0415
GALR1	-0.964
AQP4	0.306
HDAC7A	0.701666666666667
DCUN1D3	0.8205
OR8A1	-0.235
CCRN4L	0.7925
CBR4	-0.813666666666667
KIFC1	-3.74
SLC7A14	-1.6675
LHX5	-0.6435
TRPC7	0.098
LPXN	-0.38325
SERPINA1	-0.717375
RPS13	-0.0797
BPIL3	0.063
PRKAA1	-0.55375
FADS2	-1.5151
ENAH	0.730625
PRO1768	-0.2265
APBA2BP	-0.28575
LIPH	2.9595
C3orf33	0.24675
RCC2	-0.361357142857143
ALDH1A2	-3.3119
RNF103	2.13825
AHCY	-0.33225
ALG12	-0.0345
CCL17	1.619
ZNF543	1.03216666666667
ESRRG	1.869
CNGA1	1.16775
RDH5	-1.00516666666667
OTX1	-1.5635
PTGFR	-0.440833333333333
CDR2	1.075125
SELE	6.6535
NLGN2	-0.263166666666667
EXOSC9	-1.2165
ZNF566	-0.013
KLRC2	-3.0585
GPR12	0.395
KIAA0196	0.44375
PDRG1	-0.5915
SSR3	-0.721
MSI1	-0.2325
CST9	-0.0315
CC2D1A	0.03175
PLAGL1	-0.0663888888888889
ZNF778	-0.5265
RNF2	-0.393
KLF6	2.45983333333333
THBD	2.92583333333333
tcag7.1314	1.48475
NR5A1	-0.437166666666667
ABCD2	0.31275
DNAJC7	-2.18675
CLEC4C	0.735
TM2D3	0.865875
CCDC4	-0.7915
PLAC2	-2.493
DCD	1.2765
FAAH	1.73875
POLA1	-0.678666666666667
TM7SF2	0.262125
FLJ39822	-0.481833333333333
FLOT2	-0.146125
MAP4K1	-0.1465
SRP68	-0.51325
C21orf74	-0.278
ARPC5	0.066875
LOC126075	1.8645
HECW2	0.386625
ZDHHC4	-0.06375
ANKRD42	2.0933
PDE9A	-0.234666666666667
ABCA8	2.32375
NDUFS2	0.0045
UBR5	-0.3845
BTBD16	-2.7425
LOC554174	0.767
ZNF20	1.3885
KIAA1843	0.0455
WDR17	0.910875
C15orf33	0.9195
RNF113A	-0.31725
CAMKK1	-0.3403
CLCN2	-0.02875
ANXA6	-0.8265
LOC340069	0.089
EMID1	0.18325
DPM3	0.246416666666667
ELA1	-0.292
SLC25A13	-1.2187
KRT24	-0.101
SMPD1	0.125
TH	-0.072125
COL6A2	1.11885714285714
ANKS1B	1.74925
GPR126	-1.2277
ZC3H12A	0.742
TMEM47	0.773
C2orf51	-0.356833333333333
C1orf88	3.37966666666667
HSF2BP	-0.2955
AKAP10	-0.2705
RPAP3	-0.0895
KLHDC8B	0.75025
STOM	1.8142
MUPCDH	0.076875
C10orf72	0.2155
PLEKHA3	0.277666666666667
TCP11L1	-0.31075
CWF19L1	-0.172
SPEF1	2.57692307692308
YSK4	1.92825
ELN	2.9939
SAMD8	0.543833333333333
MPI	-0.578
MEPCE	0.1461
ABCC3	0.061125
NANOGP1	-3.8155
KCNK17	2.76275
HLA-DMB	4.448
RRAGA	1.1395
ANGEL1	-0.2315
RBM32B	0.2235
CPN1	-2.9015
MGC52282	-0.2354
HLA-A	1.167
OR9G4	0.068
EDNRB	-0.586
SCD	-2.03392857142857
C14orf80	-0.829833333333333
BAGE2	-0.131
RABL4	0.742666666666667
RCVRN	0.6985
SHANK1	-0.043
NLRP7	-3.03
CD226	2.268
STAT3	0.738
SYNJ2	-0.9373
TPCN2	-0.524833333333333
WDR36	-0.838083333333333
MBD4	-0.2565
ROBO1	-1.1413
ST3GAL6	-2.64525
SLAMF8	2.71783333333333
ATN1	0.332333333333333
GPR141	0.6565
KRT36	-0.016
TPH1	3.9365
DDX52	-0.492
ZSCAN29	0.208666666666667
TRPT1	-0.162833333333333
DPEP3	0.61975
DENND4A	0.016125
TSPAN16	0.26
PTCHD2	-0.1
LOC145814	0.063
CAP1	0.874166666666667
EIF5A2	-0.7586
NT5DC3	-0.98725
SEPT9	-0.740875
SEZ6L2	-2.081
EGFLAM	3.456
VPS11	0.396125
NDUFB5	0.146
CIDEA	1.72616666666667
IER5L	0.56075
N6AMT1	0.11
FAM83C	-0.25575
OXR1	0.76575
IRX1	0.8535
DGKB	0.184333333333333
GCN5L2	-2.08125
MIR16	0.148625
FBXW9	0.081
WDR4	-1.66733333333333
PDC	-0.1525
VPS33B	-0.38875
HEXB	-0.15825
FLJ32214	0.20075
TCEB3	-0.7535
CRLF1	-2.21975
ABI3BP	2.465
C8orf22	-3.9675
PYCR1	-0.613
KIAA1706	0.75225
CDK5R2	0.175875
WAS	0.4145
C12orf60	-0.5595
CCBL2	-0.01475
MADD	-0.61825
C5orf34	-2.16225
WDR42A	0.7644
KLF12	-0.141
HSPA1A	0.9425
ITM2C	-1.10716666666667
DAPK2	1.74316666666667
LOC442590	1.16
SUMF2	0.085125
CENPA	-4.72884615384615
TMED5	-0.537625
CDH6	-0.2024
BRP44	0.801125
THG1L	-0.0595
GABRA2	-2.40875
C14orf166	-0.21975
MYL1	-1.83266666666667
TNFSF18	-0.2065
PAP2D	-1.02016666666667
PPIB	-0.2415
KLHL4	-0.11075
SFN	0.231666666666667
CCDC127	0.1755
FRAP1	-0.52175
GOLGA5	1.33225
SDCCAG1	-0.09275
MGC21675	-0.183166666666667
C10orf95	-1.12975
KIAA1345	0.772666666666667
C1orf163	-1.4965
LACE1	-0.39
OR10K2	0.286
CENPN	-2.95176
TMED2	0.362
UGT1A6	-1.2305
ANG	0.50775
U2AF1	-0.9905
CASC2	1.48416666666667
NMT2	-0.413333333333333
OSGEPL1	-0.031125
DFNB31	0.6025
SLC6A20	0.226375
DKC1	-1.0185
FXYD4	-1.08775
WDR64	0.1095
MGC5590	0.7375
CREBZF	-0.4015
DAZ1	-0.62375
PRPSAP1	-0.74125
GCHFR	-1.55275
TTC7A	-0.745375
LOC196993	0.9965
UBD	2.10716666666667
S100A1	-0.657
RPL6	0.0835
DNAJB6	0.61595
NAGS	0.3949
C2orf58	0.298
KERA	2.18583333333333
MT1X	-0.8454
UBE2B	1.2109
KEAP1	0.071
MST1	-2.31575
OMA1	1.158
ABLIM2	1.56625
BCL2L13	-0.279666666666667
JAZF1	0.663333333333333
TMEM63B	-0.1745
S100A8	-0.5699
ARFIP2	1.0485
UROS	0.702
KHDRBS2	-0.5585
POLQ	-3.963625
SOAT1	-0.6115
SPAG4	-2.39975
MRPS30	0.580833333333333
LOC494141	-0.509
OR2T11	0.2435
ORAOV1	-0.8837
ZNF184	-0.0231666666666667
TCEB3B	-0.8598
ADAM21	-0.8075
GDPD1	0.5145
SPINLW1	0.08425
PRR14	0.218
KCTD9	0.6077
NUDT3	-0.3475
KIAA1822	0.6111
HIST1H4K	0.545
DFNA5	-1.0455
GABPA	0.1055
C14orf44	1.13825
POLB	0.5795
PTAR1	-0.40475
SEC31A	0.6171
TRIM58	0.23975
TAS2R14	-0.7595
VPS8	0.073375
H1F0	-0.00900000000000002
PRKCB1	-2.301
UGT2A1	0.404
TOR1B	0.2345
LSS	-1.76133333333333
C2orf19	0.3465
HNRNPC	0.242142857142857
TMEM100	-1.1225
LOC116349	-0.26225
OR51M1	0.2065
CCDC142	-0.95875
ISG15	0.66325
ZCCHC14	-0.09375
CREBL2	1.09275
TGDS	-1.3385
DC2	-0.51375
CACNA2D3	-0.609571428571429
ZNF429	-0.234375
LYPD6	0.950833333333333
SUCLG1	-0.746
OR51I1	-1.105
MAGEH1	2.39975
PRPF40A	-0.804
SMR3A	0.5785
SPINK2	-0.123
THAP2	0.600375
NPY5R	-0.379125
IRF4	-2.031
SPESP1	-0.849333333333333
OR10S1	0.9355
DTD1	-0.41875
TUBE1	-0.6615
DDX19A	-0.8515
PDPN	-0.391
TMEM34	0.309083333333333
MGAM	0.15375
COL3A1	5.82038888888889
GFM2	-0.5377
OR5A2	0.213
PSG9	-1.28625
ARHGEF11	0.3055
IVNS1ABP	-0.9299375
SIGIRR	0.8055
DUSP19	-0.04425
DNAJC14	-0.0612
ACSS1	-0.34575
IL1RAPL2	0.1805
C4orf30	-0.54225
SEPT4	2.75725
LANCL3	-1.79525
SPAG17	4.906
PRDX3	-0.127875
HNF1A	-1.010625
P4HA2	-0.97375
RFWD3	-1.567
MOV10	0.03675
DNAJA5	0.291214285714286
LOC729440	0.40925
LOC200383	1.7895
SMC2	-1.5095
MIXL1	-0.994833333333333
TMEM9	0.18225
FAM86A	0.7165
ZNF174	0.2185
MYH14	-0.76075
CCR8	0.08025
VPS37C	0.705333333333333
GPATCH1	0.271166666666667
B3GNT8	2.524
TBX4	-0.5225
CNR2	0.644833333333333
PCDH1	1.45425
C5orf29	4.4555
OCIAD2	0.515
PLCG2	1.0475
KIAA0247	2.573375
HRH3	-0.2163
CAPN13	3.12925
CCR1	-0.2349
MGC15523	-0.453222222222222
UVRAG	2.72716666666667
DNAJA2	-0.5805
ITGA2B	-1.02366666666667
CLDN5	3.595625
PTPRN2	-1.22021428571429
ZNF512	-0.629666666666667
PSAP	0.521285714285714
CCDC140	-2.2255
LRRC55	-0.01625
CYP26C1	0.2545
C8orf47	0.598
LYN	0.181875
DUSP6	1.156
TGFB3	3.79953333333333
ELK1	-0.0599
PCDH11Y	0.273166666666667
HGD	-0.9675
C17orf58	0.21025
MYO3A	0.5195
SERPINE2	-3.43316666666667
AARSD1	-1.390625
C14orf73	-1.40575
ADAM33	0.12075
ZNF491	0.7005
MAPK6	-0.775833333333333
TCN1	5.23933333333333
SLC24A6	0.9195
UBE2R2	0.52225
H1FNT	0.16225
TATDN2	0.0255
LILRB1	2.1375
P2RY5	1.535
NUCB2	0.89675
C2orf37	-0.2995
SNX27	1.89916666666667
MTA3	-0.0525
FOXO4	1.179125
ID4	2.51266666666667
SOX5	-2.28316666666667
PXMP3	0.889875
OR52M1	0.137
SFT2D3	-0.089375
INA	-3.82683333333333
MCOLN1	0.58725
NFIX	-0.0404
CLEC14A	5.5965
HIBCH	-0.875333333333333
PLA2G5	0.60275
TIMM10	-0.1405
MED17	0.4862
COL4A4	0.408
TPP1	0.855333333333333
GJA3	-1.64
TMPRSS5	-1.59275
AADACL3	0.328
DNMBP	-0.27725
ENPP5	1.97833333333333
NQO1	-1.2246
ZSCAN2	-0.637125
SEC24C	0.105666666666667
GTF2A1L	1.0195
AXIN2	-0.0437
FAM33A	-1.958
C16orf13	-0.22225
SPNS2	0.9525
TAF1	0.35925
AP1G2	-0.3465
RBM42	0.235
HCN2	0.1165
EFHB	2.3995
RUSC1	0.689833333333333
GRIK5	0.4535
USP21	0.701333333333333
ATAD3C	0.36225
ORMDL2	0.60475
PRSS7	-4.079
PSAT1	-5.045
FLJ13195	-0.821
TBC1D1	-0.131
IFNG	3.2385
OTOS	-0.168333333333333
ZNF773	-0.416833333333333
EMD	-0.65475
RETN	-0.19625
CCL8	4.578
APH1A	0.6315
COX18	-0.37275
GTF2IRD2	0.20225
CCDC82	-0.965583333333333
PAFAH2	0.8208
NPEPL1	-0.8894
RP11-114G1.1	0.4605
TP53INP1	2.361375
ZNF300	-1.04116666666667
FOXL2	-3.44275
LARP2	-0.00125
LATS1	0.20625
HTR6	0.0455
SPOCK2	0.640166666666667
RNF144B	2.5015
HTATIP2	-0.88775
MGC10334	0.0625833333333333
CENTA2	2.14733333333333
FGF2	-0.56675
FXYD7	0.4315
PHYHIPL	-1.762125
GPR34	4.6135
DDX6	-0.493833333333333
OR10W1	-0.0255
LHFPL1	-0.661
ZNF313	-0.226428571428571
VPS28	0.96425
AP3M1	-0.4945
AKR1CL2	-0.89525
TRAF4	-0.689375
OR2B11	0.19
C19orf12	0.414833333333333
AKAP9	0.812666666666667
C1orf62	0.611
SLC20A1	-1.5229
FAM112A	0.18775
LDB2	1.826375
MRPS23	-1.55225
KLK5	3.613375
SPTB	-0.517
EFEMP2	1.31675
EFNB2	1.086875
PCM1	0.827714285714286
NMNAT3	2.3765
TSG101	0.499833333333333
C8orf40	1.46333333333333
NOB1	-0.97625
ABHD3	-0.95775
GTF3C4	-0.272875
PIGN	0.786833333333333
GALNTL1	1.03325
AEBP1	2.1015
OR9Q1	0.4295
ANKRD2	0.469375
CCL28	-0.1405
TRIM38	0.651
TMCC1	-0.04375
SMG5	-0.33725
LRRC7	-0.8585
NCAPD2	-2.00416666666667
C6orf153	-1.3475
C1orf74	0.071
OTUD6A	-0.024
DCP2	-1.018
TMEM24	0.58775
RPL18	0.819333333333333
TMEM177	-1.58825
LRRC37A3	0.68275
C1D	-0.414166666666667
LDHC	-0.17875
UBE4B	-0.5765
NIT1	0.284375
BTN3A3	0.8805
RASD1	2.229625
COMMD3	0.657
SHFM1	0.23675
BIRC8	0.219
DUT	-0.159
C12orf51	0.433
LRRC59	-0.934166666666667
LY6H	0.85525
WDR22	0.309833333333333
EDEM1	-0.00585714285714285
ADH1A	3.198
PANX2	-0.5149
CYP11B1	0.50575
CDC73	-0.09625
GPR172A	-0.14775
GSTM3	0.476769230769231
KCNA5	0.184375
SERAC1	0.2895
NFATC2	0.548
ANAPC5	-0.5328
C15orf24	0.02525
NFATC2IP	-0.14225
TNRC6C	0.411166666666667
MGC102966	1.02425
FGD5	1.25416666666667
MED9	-0.293
RAB13	0.814666666666667
C15orf49	-0.4255
CRYGS	-1.3063
C12orf53	0.0458
LOC283693	0.1045
COX6B2	1.419625
PHF14	0.30975
FAM3A	-0.000375
RPL13	0.4291
PRDX2	-0.2501
FLJ34047	-2.0715
PRMT3	-1.01775
KCTD19	-1.639
TRIM10	-0.744
MGC26597	-0.436166666666667
GCNT4	0.39125
GPRASP1	1.95775
CDKN1C	0.144666666666667
RHBDL2	1.6243
HSPH1	-0.38425
AQP1	3.46725
COL17A1	2.7489
GFAP	0.53775
CDC16	-0.81675
KIAA1614	0.1205
C6orf118	2.157
ZSWIM5	0.03425
FAM83F	3.03275
LYNX1	0.928125
SYNPR	-0.44575
XG	2.69766666666667
PRSS16	0.875375
KIF13B	2.34207142857143
PCDH9	-1.7745
HIST1H2AH	1.09433333333333
RBM18	0.1025
ZNF626	0.690625
HEXIM2	-0.201
ITFG1	-0.4755
TUBG2	-1.466
SFRS7	-0.7935
C9orf14	1.6155
EXTL1	-1.0865
GBP3	2.7985
WDR5	-1.1115
RARG	0.394833333333333
MYO7A	-0.691625
CECR6	0.00675
C13orf3	-3.655875
SFRS18	-1.101625
ACVR1B	0.131666666666667
PSMD1	-1.1346
C7orf31	0.226
ILVBL	-0.61
IFNGR1	1.5125
RNF186	2.56575
NOL9	-0.92625
MAGEL2	1.236
SLC29A2	-0.26725
NHSL1	-1.055
RBMX	-0.845
PSORS1C2	0.075875
RAD51L3	-0.396166666666667
LCN6	2.08575
ORAI2	0.081625
BRUNOL6	0.1209
OR4K5	0.066
CDC123	-0.884625
MSLN	-2.2585
WWTR1	-0.1075
ZNF700	-0.172666666666667
COBL	0.4525
PPP1R16B	0.591
GAS7	0.9743
MDN1	-1.077375
HAAO	0.8165
C9orf68	3.54225
TNFAIP2	0.739125
FOXN1	0.0555
