Hybridization REF	TCGA-AN-A0FW-01A-11R-A034-07
PTPRR	-2.53725
IRAK1	-0.643125
LOC401397	-0.9035
TMSB10	0.515142857142857
CXCL3	-2.238
TMC4	2.59775
OR7A10	0.875
STYK1	1.43675
CHRNA10	-0.45725
CCNI	0.33
EP300	0.622142857142857
LOC165186	-0.713333333333333
HIC2	-2.39175
SDR-O	-0.3525
OR2W1	1.1775
KCNA6	0.976
TRIM74	-1.9505
REEP6	2.2015
ATP5G2	0.4725
ERG	0.831
TMEM42	-0.2245
PARN	0.107333333333333
SOD2	-0.45325
DIRAS1	-0.488666666666667
PNPT1	-1.63125
JOSD3	-1.985
hCG_40738	0.0355
PDE1C	-1.58675
SEMA4D	-0.591125
AGPAT1	0.213833333333333
NOSTRIN	0.74425
MAP3K3	0.176666666666667
MAX	1.45907142857143
CAPS	2.18416666666667
SERPINA12	-0.734
OSBPL8	-0.536125
RICS	2.0109
NR4A2	1.8505
PPCS	0.784666666666667
LONP1	-0.62625
SCYL3	2.12
HERC2P2	-2.489
FIBCD1	-1.17
C15orf41	-1.769
DMC1	-1.71833333333333
C20orf27	-0.89825
RPS6KA5	0.0278
FAHD1	0.1335
SLC12A4	-0.55325
BRCA1	-1.94491666666667
GBL	0.13325
SLK	-0.703
NUDT9P1	-0.394
NOXO1	1.135
USP52	-1.411
BAZ1B	0.55925
SLCO2B1	2.66625
BBS12	1.89866666666667
LRGUK	-1.13683333333333
TERF2IP	0.195
COL1A1	4.489
KIAA0090	0.6985
GRK5	-0.8205
AP1S2	-1.3238
TMEM52	-0.535666666666667
CA11	-0.215625
OR4A15	-0.0101666666666667
ACBD3	1.9625
SPAG11B	-0.3415
PRDM2	0.878
FOXP3	0.32
SMYD3	0.5629
LOC389199	1.2855
LGI2	1.75633333333333
NAPE-PLD	-0.3842
ANKRD6	-0.5605
WDR45	0.5165
SHROOM1	-1
PSCD3	0.078
PYY	0.6695
KCNC1	-0.389
ARHGEF9	0.6459
OR8J1	0.2145
GPR55	0.0636666666666667
NS3BP	-1.1705
C10orf22	0.365833333333333
NAT8L	0.6665
DUSP4	-1.24
FOXM1	-1.17266666666667
GRAMD2	-0.0292
ZBTB48	-0.372833333333333
BUD31	-0.653
PABPC5	1.337
CCDC41	-1.26
FBXO11	0.0655
C6orf148	0.84725
RFXAP	-0.66375
C6orf15	0.371
CDK8	-0.522166666666667
C6orf70	0.096875
TESSP2	1.116
ALG2	0.7095
PPP1R3D	1.32625
TPM3	1.18166666666667
SYT13	0.43225
EPB42	0.0425
CETN3	-1.0815
PRY	-0.9935
NTHL1	0.685
POLR2B	-0.3165
RPS28	0.356916666666667
P2RX3	0.8
LYZL4	0.690666666666667
WBP4	-0.084
PMM1	-0.52725
C11orf79	0.53125
CBLL1	-1.02075
IL1F10	0.975
VAX2	-0.388
SETDB1	1.353
LRAP	-1.2816
GCLM	-1.05233333333333
CPEB3	2.36075
PPM1A	0.8069375
INTS1	-0.51275
CAMTA1	0.708583333333333
SAMSN1	-2.82575
LOC158830	-3.02416666666667
GMPPA	-0.070875
AIPL1	-0.86275
IL24	0.083
BDKRB1	-2.74366666666667
MLF1	0.3744
TAF12	-0.206
ID1	-1.592875
THADA	-0.58475
PIK3CB	-0.082
OR4N5	2.014
TBC1D17	-0.417
COX8A	0.36325
CDCA4	-0.21625
C2orf44	-1.096
ZNF534	-0.77225
IMMP1L	0.57975
NIPSNAP3B	-0.279
FTMT	0.17575
PWP2	-0.798666666666667
MMP15	0.4026
DNAH11	-0.84025
MTMR14	-0.255125
DNAL4	1.408
IPP	-0.938
TMEM59	0.7065
C1orf157	0.2045
RGS4	-0.529833333333333
DDX18	-0.481333333333333
SNX6	0.42575
ZNHIT2	0.7505
NCDN	1.20783333333333
FLJ33534	0.47825
RAG1	-1.83585714285714
OR4D10	0.298
PTPN5	0.599666666666667
POMT1	0.35
LRRC8A	-0.2743
CYP1A1	-1.32625
CAPN1	0.296
DDHD2	0.222
GRIK2	-1.12575
GNRHR	-0.343
PPBP	-0.49675
HTR3A	-1.131
SLITRK4	1.2375
ANKRD49	-0.545
BTF3	0.2085
SARS	-0.2555
C13orf18	-0.5402
CACNB1	-0.654071428571429
QKI	-0.148
SETMAR	0.614875
MAN2B1	0.862333333333333
EML3	-0.6545
ACADL	1.05333333333333
OFD1	-0.221
DEFB114	1.029
CGA	-3.172
PEX16	0.612
LRRC10	0.8365
GNG12	-0.547
C1orf152	-0.348
CHRM1	0.575
CD53	-0.27925
DBH	-0.5885
TFAP2B	-1.345375
HIST1H2BJ	0.575
FAM46D	-1.115
TMEM11	-0.051
C3orf32	-3.07475
PCCB	-0.551375
IPO13	0.255375
C6orf105	-3.635
COMMD5	0.795
SUV420H1	-0.1025
LTBR	0.77225
ARHGAP15	-1.01325
HDHD2	0.06125
TDRKH	0.624
LOC401052	0.427
PSG4	-1.53025
GNB4	-1.0109
SPATA4	2.13925
SLC9A3	0.0465
OSBP	0.6005
NBPF3	0.38325
DOCK11	-1.9475
SLC39A5	-1.63066666666667
PRR5	1.1642
C10orf63	-0.236714285714286
SMTNL2	-0.9075
ADRA1A	-0.069
ASAH1	2.7928
DOM3Z	-0.3538
GIPR	1.25433333333333
AHI1	-0.209583333333333
NADSYN1	1.17966666666667
RGS14	-0.1692
IL18BP	0.5246
RTN4RL1	0.767666666666667
ARMC6	-0.3965
PSMD5	-1.07066666666667
HK3	1.0074
OR4S1	1.2905
RSU1	-0.6724
MAD2L1	-1.21455555555556
EIF4A3	-1.36175
DLEC1	0.482
E4F1	0.202166666666667
CHMP2B	0.6763
CAMSAP1	0.09275
RPS21	-0.5025
ARID5A	0.6895
UBE2N	0.0486
IGSF8	1.53566666666667
MAGEB6	-1.5715
ACAD11	-2.1209
MGC4172	-2.10475
LMO4	0.69075
KLKB1	-1.41525
HP	-1.0225
HDAC3	-0.70825
SCHIP1	-0.602
CLCA1	-0.074
OLFML2A	0.38025
C1orf112	-0.211
KIF19	0.983083333333333
HAPLN4	-0.367666666666667
CXCR7	1.39283333333333
GOT2	-0.4819
RAB38	-3.4335
DCX	-0.33325
PPM1H	1.63975
NFYC	0.0654166666666667
KIN	-0.4885
ZNF228	2.0435
PLSCR4	1.90083333333333
HIG2	-0.17275
FAM79B	5.543
C21orf86	-0.4245
KCNK10	0.13425
ZNF738	-0.338375
FSTL5	-1.1222
OR6A2	1.104
OTOA	1.51416666666667
EXOC1	0.08625
AHRR	-3.108625
PDAP1	-1.72741666666667
C19orf6	0.077
ZAN	-0.43275
LY6G6E	-1.198
EIF4E2	-0.122
C20orf198	0.28725
ZNF324	0.8915
CYP3A5	-2.5392
ENTPD7	1.26966666666667
MBOAT5	0.966
GJB5	-0.978
TTC13	0.24375
S100Z	-1.687
KIAA0664	-0.824166666666667
PDGFRB	1.86725
IL17D	-0.63925
OR56B4	-0.554
RDX	-2.34533333333333
SLC34A3	1.05
IL28B	-1.1065
JUND	1.2015
CHRNB1	-0.71225
CAMK2B	1.004
FETUB	-1.8625
CXorf23	0.050375
MRTO4	-1.641
TTC3	0.637
NDUFB8	-0.962
EDG2	-1.51675
SEMA3G	1.0715
IL23A	-1.261
GRHL1	0.584666666666667
LOC441054	-2.3765
WDR65	-0.00871428571428574
PSTK	-1.00575
STOML3	0.595
R3HDM2	0.2973
C5	-2.76225
SLC2A10	0.6745
C3orf22	0.603
PAQR3	-2.28938461538462
ANKRD26	-1.48733333333333
HCRTR1	0.1635
LOC399947	-0.544
PSD2	-0.56975
TIGD2	-0.671
SCRN1	-2.607375
COQ10A	-1.45275
DDI2	0.0965
METTL7B	0.0256666666666667
UCN2	0.677
FAM92A3	-1.2085
WDR16	1.32525
ZNF511	-0.120666666666667
ZMYM5	-0.569625
POLR3G	-2.67
ZNF586	0.03275
C1orf49	0.598833333333333
TANK	0.0421666666666667
RCAN1	-1.69433333333333
PELI3	1.20933333333333
LIMD2	-0.696333333333333
TMEM189	0.542
NTN4	-1.473125
LOC151300	1.1225
CLEC2A	-0.6145
GPR135	-0.255285714285714
DPYSL4	-1.8168
JAK2	-0.8055
TSHZ1	0.730833333333333
TM9SF4	-0.024125
ZNF264	1.11383333333333
SIRPG	1.139625
BICD1	-0.90325
HERC6	-1.05566666666667
METTL5	-1.216
CASP1	-0.05
PRRT1	-0.443333333333333
PLA2G4C	2.12466666666667
ICA1L	-0.357571428571428
TPTE2	-0.0252
OTUD7A	1.08933333333333
AQP11	-0.60625
APOA2	-3.704
KALRN	-0.4168
SECTM1	-0.427
IFNAR1	0.205
TALDO1	-0.565875
RAB11FIP4	0.0455
EIF5A	-2.1635
FAM49A	1.51225
NEGR1	0.399833333333333
YTHDC2	-0.47475
EHD2	-0.4885
NCF1	0.1942
SCRT2	1.6595
HOXA5	-0.402
NUP133	0.96325
FGF12	-1.3055
SLMO2	0.217
SNTA1	-0.555
CACNG2	0.192625
GCM1	0.343375
ELF1	1.21633333333333
TLR5	3.1575
TCFL5	-1.50633333333333
RBMY2FP	0.114
LOC100125556	0.508875
FAM129B	0.430625
MAP3K7IP1	-0.252875
NCK2	-0.759
OXA1L	-1.0775
FMO9P	0.193
ZSCAN12	-1.07175
PSMD12	0.720333333333333
HSCB	-0.08225
CLDN10	-4.10025
MGC13053	-0.39
HPCAL4	-0.217333333333333
ASZ1	0.023
MEX3D	0.783333333333334
NFAT5	-0.4698
CSPG4LYP1	-0.2342
FBXO3	0.282
DVL1	-0.354833333333333
CMKLR1	1.93833333333333
TYMS	-2.758375
PEF1	0.808
ZNF750	-0.771
MCM5	-0.5668
MEGF11	-1.2295
KCNK7	0.8105
PTP4A3	1.405
C1QTNF2	-0.916333333333333
OR6S1	0.583
FAM122B	-0.5365
ZNF551	0.2455
HBQ1	-2.582
GEMIN6	-0.35825
ARSK	-0.58225
RBP7	3.17083333333333
CPNE9	0.5195
DSC1	0.8775
LOC730112	0.01
MAP2K4	0.832
HS3ST5	-1.1765
EPB41L3	-1.0665
TEKT2	0.843
CDKN2B	0.232916666666667
ZNF480	0.397
MAP3K6	0.2172
MAP6	1.54616666666667
HN1	1.4567
OR2L13	1.13225
SLC16A11	0.75075
FAM96A	-0.49475
APOL1	-0.446
C5orf32	0.37425
RTP1	0.3684
RNF175	-0.304875
ZBTB41	2.1625
AHCTF1	0.1674
SAE2	-0.3624
ITGA2	-0.970166666666667
MME	0.104333333333333
CCDC14	-1.287
MAST4	2.18921428571429
KRT33B	-1.17
KCTD2	0.736
WDR26	0.916583333333333
MFI2	-0.209875
NR4A3	-1.940375
ARSA	0.67425
UNKL	0.421666666666667
SULT6B1	0.4355
CCNA2	-1.55016666666667
SOX15	0.098
PPAPDC1B	1.157
C19orf44	0.4895
MCAT	0.841666666666667
ARID1B	0.6365
OR52N1	1.651
C12orf48	-1.24225
MAGI1	0.63925
NIPA2	-1.23125
GBX2	-1.9505
RSHL3	-0.0561428571428571
RAVER1	0.3485
C15orf17	0.102
SLC30A2	0.360142857142857
ZNF518	-0.556
PCYT1B	-1.35675
C10orf114	-1.27075
EIF3H	0.980416666666667
SLC25A39	-1.015
KIF1B	-0.39075
AMOTL2	-1.1405
C6orf120	0.949375
PSRC1	-2.10525
PLA2G10	0.939875
KIF5C	0.212
MRPL37	-0.677
C17orf62	-0.232
C9orf135	-0.887
DUSP10	1.5339
CLCNKB	0.2425
PSMA5	-0.500375
C8orf53	1.05375
AMPD3	0.670333333333333
PIAS1	-0.61825
ADCYAP1R1	-0.4855
GYLTL1B	0.35825
CDH20	0.635
FBXO7	-0.351
TMEM134	1.116
FLJ14213	-0.00166666666666671
ZNF3	-0.38275
LRRFIP1	0.472166666666667
CNOT2	0.3915
ABI3	2.518
ALDH5A1	-0.62675
HNT	2.7345
SERPINA4	-1.566
TK2	-0.179666666666667
STMN1	-1.27788888888889
GUCA2A	0.1375
GALNT10	0.158071428571429
DPP6	-0.516263157894737
C9orf93	-0.949125
PRELID2	-1.195375
STK39	-1.216875
SFTPA1	-0.72725
CKS2	-0.574666666666667
RHO	0.126125
C20orf135	-0.34875
XKR3	-1.818
CR1	0.2175
RPS6KA2	-0.300142857142857
C20orf112	0.8475
MRPL22	-0.3955
C4orf23	0.0428333333333333
GADD45B	-0.0325
KLHDC1	0.593666666666667
C2orf48	-1.8615
ZNF287	0.3405
DAAM2	-0.95925
DPPA2	-1.90633333333333
TCTN3	-0.596
DNAJB11	-0.113625
FPR1	3.46
DEFB4	-0.3045
PTCD2	-1.6062
SMOC2	4.53566666666667
CABP7	2.47966666666667
SERPINB11	-1.09566666666667
MAGEF1	0.0375
NDE1	-0.0555
ITGA10	-1.266
FSHB	2.565
ANXA2	-0.69775
HORMAD2	0.1545
HLCS	-0.07625
MCF2L	2.526
FH	-0.49675
TBC1D24	1.34675
KIAA1505	0.21125
LGALS2	0.31425
CNBD1	0.074
SYNPO2L	-0.6705
PTPN23	0.364928571428571
C1orf183	-0.2535
MAGEA8	-2.45975
DGCR8	-1.1865
GSR	-0.91775
PAQR7	-0.07825
ZNF676	-0.24075
CACNA1C	-0.5509
SP7	0.451
PDCD6	-0.66525
NRN1L	-1.3625
BRI3BP	-0.0587272727272728
KIAA1183	0.9125
ASB4	0.52025
CCL23	0.7155
OBSL1	-1.383875
SLC12A7	0.598166666666667
KIAA0240	1.4145
CD1B	-2.45916666666667
FCGR2A	1.395875
MDC1	-0.3655
HTR1A	0.568333333333333
OCEL1	0.19525
ATP11B	-0.264
FBXO34	0.0588333333333333
PCDH12	3.4535
RPE	-0.37525
C17orf74	0.1345
CSDC2	0.646833333333333
PET112L	-0.24575
TMBIM1	0.03625
P2RXL1	0.1145
TCHP	-1.04925
TRMT1	-0.733
F2RL2	1.12883333333333
LRRC32	3.41566666666667
IMPG2	-1.4115
BGLAP	1.181
LOC493869	-1.98433333333333
MRAS	1.721
SLC35F5	-0.07225
CBWD1	-1.509
AXL	-2.0895
ATP2C2	2.2405
TELO2	0.0035
PNPLA3	-3.99325
PCDHB14	0.353
CD276	0.8175
KRT80	-1.71142857142857
DUSP28	0.2155
CSNK1E	-0.1965
SRP14	-0.4695
KCNQ4	-0.1865
KRT72	0.883
CCDC117	0.752375
C6orf89	0.471166666666667
TUBB2B	-2.466
RTN4IP1	-0.98075
CR1L	-3.75983333333333
CEND1	0.375625
C12orf41	-0.219833333333333
RNF31	0.58375
UBN1	0.544833333333333
C17orf32	0.483875
SLC5A7	-0.986
GPR92	-0.0286666666666667
ESAM	2.3342
CTNNA1	0.3085
HRBL	-0.1559
CBX4	0.50925
TMEM182	-0.78025
SH3TC2	-1.015
IL10	0.3235
PXMP4	-1.349
RNF167	-0.2552
PAK7	0.200166666666667
ETV3	0.2595
ATPIF1	-0.312166666666667
LOC554207	-1.92633333333333
OR8H1	-1.33825
WDFY3	0.867
DPM1	-1.0255
GPSM1	-0.422
WDR92	-0.1333
LRP1	0.301333333333333
ANKH	-1.091
THUMPD3	-1.04975
POLR1B	-0.70975
OLFM4	2.35616666666667
RAD9B	0.1405
TSPY2	-2.3435
PAX6	-2.04983333333333
SCG2	-2.22825
SLC17A6	-0.37875
FMO3	2.586375
PADI4	-0.044
TUBB4	-0.727
NLK	-1.08475
POU4F3	0.416
SDF4	-0.6525
ITGBL1	1.91783333333333
NETO1	-2.38142857142857
TAP2	-0.019875
ABBA-1	0.0112499999999999
GNAI1	-0.42325
VPS4B	0.107
NOPE	-0.0612
GALNT6	0.445333333333333
SESN1	0.678625
GBE1	-1.775
CLASP1	-0.041
RASGEF1B	0.075375
ACOT11	-0.378357142857143
AFAP1	0.226
OR2H2	-0.61825
DPY19L2P1	-0.665
DZIP1	-2.32075
SEC22C	-0.1445
GPR161	-1.1505
RNF146	0.51775
WDR74	-0.028625
GALP	0.0865
PURA	0.96125
DNPEP	0.711416666666667
RP11-78J21.1	-0.71475
ERBB2	1.0115
FANCM	-0.41875
NEO1	1.27966666666667
DDX3Y	-4.8413
RPS3A	0.51675
MXRA7	-0.299
LGALS3	-1.59716666666667
GLT8D1	-0.00899999999999999
CFL2	-1.50283333333333
UPB1	-1.9645
NAP1L5	-0.707125
CLDN14	-0.66825
DHX38	-0.017
BTBD1	-0.15675
TARS2	1.38066666666667
ABCF1	0.0878
FCF1	0.00183333333333335
LRRC49	-0.07675
GUCY1B2	0.8435
C1orf177	0.0263333333333333
SMARCA4	-0.0372142857142857
LRP8	-3.568
TAGLN3	-0.39425
MRPL14	-0.16175
TTRAP	0.28075
ZDHHC20	0.596
NFE2L3	-2.1675
KIAA1377	3.801
PALMD	1.2326
TMEM43	-0.9435
TTL	-1.27325
STAT5B	-1.07966666666667
SSB	-1.193125
OR10H5	-0.611
SLC22A13	-2.49966666666667
AKAP3	-0.26975
TIMM23	-0.253833333333333
OAS2	1.40783333333333
KIAA0423	0.90725
TRIM11	1.19183333333333
GLIS3	0.2385
TMEM50B	0.635666666666667
ARHGEF4	-1.11425
DEGS1	-0.848818181818182
TBL1XR1	1.49223333333333
G6PD	-1.99675
SP140	-0.136
MUC17	-0.114181818181818
NUDC	-0.0443
DNAJC5B	0.871666666666667
SCARA3	-1.27033333333333
CPA3	6.6005
BCAT2	0.66175
MFN1	0.2006
NRG3	0.307
SNX11	0.3575
PLEKHH1	-0.6635
GPR177	-0.303
HCFC2	-0.1115
TCAP	-0.827
MOCOS	-1.73275
C14orf93	0.19
PRDM10	-0.313333333333333
SLC16A4	-0.71375
SRGAP1	1.27833333333333
VIP	0.575
DUSP27	-0.388666666666667
LILRA1	0.5197
MC2R	-0.397
MGC24103	-1.32175
MBTD1	-1.8225
FUT11	-1.5895
USP33	0.3594
C15orf39	-1.199
MAP3K12	-0.951875
PAAF1	-0.935
BARHL1	-0.373
FLJ16165	0.4275
PIWIL2	-3.02075
SYNE1	-0.0722499999999999
CMTM4	0.34925
TSPYL1	1.3679
GUF1	0.442333333333333
TMEM157	1.581
WDR44	0.16575
HIST1H3C	2.0845
DKFZp666G057	3.15225
RNPEP	0.546
GAS2L2	0.671
ADH4	-4.00525
GRPR	3.49683333333333
FBXL17	1.22375
ZBTB10	0.522666666666667
Gcom1	1.00772222222222
HTRA1	1.2363
ZNF585A	-0.0411666666666666
SLC26A2	-0.535928571428571
OTOP3	0.5084
WISP1	1.717
ATP2B4	-0.70725
FLJ10769	0.59425
CRAMP1L	0.27925
CHST12	-0.84625
RAB22A	0.6375
TARDBP	0.228571428571429
STAU1	-0.2255
CRB3	2.7565
MIG7	-2.2705
CHMP1A	-0.200333333333333
ZNF160	-0.088875
B3GALT6	-0.271875
BARX1	-1.21833333333333
C6orf167	-1.62926666666667
NXNL1	-2.049
DHX29	-1.015625
HADHB	-0.815
PLXNB2	0.47375
ILDR1	-1.3905
SLC15A3	2.21525
GAS2	-4.20983333333333
C20orf69	-0.06475
NUMB	-0.1775
TNIP1	0.10125
MESP1	-0.8795
PSKH1	0.4455
NSFL1C	-0.322625
RHOG	-0.30975
HEY1	-1.79016666666667
KNG1	-1.92414285714286
ITGAX	0.2126
LIN9	0.453166666666667
CANT1	1.104625
XRN1	-0.057
CCDC96	1.7942
HEATR6	0.0795
GNG7	-0.677833333333333
RUNX2	-0.0351875
SOX1	0.0556666666666666
FCRL5	-0.1408
ZNF99	0.719625
FAM9A	0.2615
SNX22	0.550666666666667
MBNL3	-2.5315
ODC1	-2.4834
ADORA2B	-3.45466666666667
NR2F6	0.639
ZFYVE16	-0.166222222222222
SYNJ2BP	0.6223
POLE	-0.79975
E2F2	-0.939625
THRA	0.0933333333333333
PTGES2	-0.958
HIP1R	0.675666666666667
TMUB1	-0.5645
ENO3	-2.20675
RSPH10B	-0.3225
CXorf39	1.114
IRGC	0.75225
GPR109B	0.70225
FLJ13305	-1.6795
LCE3A	-0.1315
TNFRSF18	-0.589166666666667
DET1	0.62875
TRPM3	-0.786083333333333
C16orf79	-1.8745
FECH	-1.6095
RAP2A	0.301166666666667
CRIP1	3.50116666666667
AZIN1	-0.129875
SLC7A7	2.675
IL10RA	0.6141
TMEM64	1.23675
CDC42EP4	1.7006
C16orf58	0.382333333333333
ARG2	-3.876
POU5F1P4	-4.695
FAM62B	-0.911375
DNAH8	-2.96622222222222
ASH2L	0.22625
TSLP	-3.229
CNTNAP5	-0.07725
TMEM16C	-1.30233333333333
IFNA14	0.137
SLC1A3	-0.3885
CABYR	0.02225
BCL7B	-0.2562
NUDT13	-2.549
C13orf28	0.24
C1orf53	2.17975
ARL6IP4	0.2833
RPL35A	-0.02175
EMR3	1.39575
RAB40C	0.60575
SLC41A1	0.1515
LRCH1	-0.26475
LY6G5B	-0.814
FAM124A	-0.139384615384615
MGC10981	-3.46966666666667
CLIP3	0.0521
MAP4K2	-0.328833333333333
CHIC1	0.1775
SULF1	2.80566666666667
C20orf30	-0.258714285714286
PRDM5	-1.45125
ELOVL1	0.4385
C11orf48	-0.379375
SLC39A10	0.74425
KCNV1	-0.66825
ACP1	-0.672166666666667
ZMYM2	-0.0547500000000001
B3GNT6	-0.496666666666667
C9orf69	0.42925
C2orf15	1.56575
C20orf166	1.4585
HSP90AA6P	0.4295
EDG7	-1.039
NEURL	0.31125
LPL	3.317
CLEC2D	-0.540071428571429
GRRP1	2.692
CD8B	-2.1055
HIST1H3D	1.56916666666667
SLC6A12	0.6495
FAM27L	-0.263
CD84	0.8306
RASA1	-0.082
PHKG1	0.47
MAGEA11	-1.8575
IMPA1	-1.0277
NPM3	-1.8125
RARRES1	2.787
SH3BP1	-0.0577500000000001
B3GNTL1	-1.2535
ARPC5L	-0.403166666666667
KLHL26	0.0735
SIM2	-2.36357142857143
GJC1	1.324
C20orf194	-0.17725
EXO1	-1.948
SLC2A2	-2.9896
LOC285074	-1.65625
LRG1	2.79925
KIRREL	0.1855
PIK3R1	1.24292857142857
C4orf34	1.12925
MAF	-1.13472222222222
ADCY4	3.9935
ZMIZ2	0.7204
SLC46A3	0.134833333333333
STAMBP	-0.525166666666667
CCDC16	0.0995
MS4A12	0.613
TCF20	0.07975
LRRC46	1.2785
C20orf152	-1.1095
MRPS6	-0.585
ABCB11	-0.0465
KCNC2	5.37866666666667
CDH19	-3.2742
C9orf123	0.557
SSH3	0.994125
LDLRAD1	-2.97375
CCBE1	-0.75425
ZNF135	0.6725
TAAR1	0.6315
WFDC12	-0.45
CCDC42	0.427666666666667
FLJ12529	-0.718
PER1	0.069
TIMM50	-0.153833333333333
SMARCAD1	-0.456
FAM26C	0.1535
TP53TG3	-0.940666666666667
SH3RF1	2.6863
LMCD1	1.367
GPR63	-1.4
FLJ21986	-1.789625
AIFM3	-0.55175
MICAL1	0.0115
BLZF1	1.18783333333333
IQCA	0.324
PCDHGC3	-0.3985
SAC	-0.0615
BCL6B	1.79166666666667
DDO	-1.543
MARCO	3.4495
DCHS1	0.626
C1orf170	-0.0791666666666667
CD200R1	0.768
C22orf15	-0.174
SEPT11	-0.352666666666667
ADNP	0.71775
UST	-1.1674
C13orf34	-0.632833333333333
RFFL	-0.237785714285714
APBA3	0.849
C2orf60	-0.770875
CUTL1	0.1833
PMS1	-1.13425
ZNF689	1.3595
EIF3E	-0.985666666666667
IL9	0.8338
RPL31	-0.476375
LY9	0.709166666666667
ATP2B3	0.15475
KDELR2	1.03308333333333
TFCP2	0.499875
NLRP12	-0.7075
FLJ45422	0.3595
TLE4	-1.3502
ZNF570	-0.0795
FLJ43806	-1.818
TLK2	0.407375
CIR	0.367
MARS2	-0.6075
COL24A1	-0.5285
SDF2L1	-0.235
HIBADH	-0.729166666666667
IGFBP3	-2.78578571428571
C12orf23	1.40725
PSPC1	-0.00324999999999998
C20orf43	0.2655
TRAV20	0.431
ARHGAP24	-0.427375
KIAA1975	-2.443
C1QA	3.3729
DNTT	-3.9266
C10orf6	-0.400727272727273
C11orf41	0.126
HNRPF	0.045125
COL11A1	3.4905
UBAP2	-0.391666666666667
CDKN2AIPNL	-1.494
C20orf174	2.83575
SPRED2	0.3315
PLA2G12A	0.289333333333333
ICEBERG	-2.2762
SCN10A	-0.7455
C11orf65	-0.9715
GBP5	2.9615
PITPNC1	0.0345
POU3F3	1.2435
NCOA7	-2.038375
LIN7C	0.6767
LOC348840	-1.5465
NKX2-2	-0.15325
ANKRD13D	0.191
LOC123688	-0.8175
FUT2	1.551
TAAR8	-0.192
FZD4	-0.282333333333333
PNMA3	-0.6245
OR4L1	0.4825
WIT1	-2.815
EXOC3L	0.741
ATPBD4	-1.0724
KRBA1	-2.62125
UBXD6	0.0735
HOXB7	0.616714285714286
C7orf23	-0.5015
UNQ338	1.06725
STAB2	0.505
CDC20B	0.6555
IRF9	1.04025
CENTG1	0.614
TNPO2	-1.3875
MCPH1	0.179375
BMS1P5	-1.793
SLC26A7	0.0100000000000001
HIST1H3J	1.618
C9orf3	-0.6333
LBH	1.07975
MYO1D	0.692625
PTDSS2	-0.14375
NFU1	0.677
DEPDC4	-1.092
WNT7B	-0.2665
GLP2R	-1.21633333333333
SETD4	-1.2462
DYNLT3	-0.6954
FKBP11	-0.536666666666667
SESTD1	0.0701666666666667
FLII	0.433
RPS16	0.0529
CHPF	-0.448833333333333
CSNK2A1	-0.499666666666667
SUMO1P1	-0.3595
FKBP6	-0.4305
ZNF214	1.227
TWIST1	0.645833333333333
DDX56	-0.369
TRAM1L1	2.3837
EPO	-3.58033333333333
MRPS18B	0.01275
ZNF682	-0.2705
RPL14	-0.000166666666666667
MAFF	-0.10475
LOC51136	0.86925
LY96	0.45075
DDX20	-0.37725
ABTB1	0.590333333333333
ARL5A	0.00270000000000002
CCT6A	-1.68775
HEPACAM	-0.603
EHHADH	-1.184
RBAK	0.368
CGB1	1.383
ITGB5	-0.1939
YIPF3	0.269
FKBP2	0.39225
NR1D1	0.661
TMEM110	-0.1845
NEK2	0.723
PRAMEF8	-2.8305
C20orf52	-0.506166666666667
PCDHGA3	0.658
VWA3B	0.747
NDUFA5	-0.172875
THAP9	-0.9495
FLVCR2	-0.830333333333333
AP1S1	-0.69525
SMAD6	-0.77175
SAV1	0.384
SAT1	-0.1655
ZNF251	0.65075
ADAMTS7	0.3741
RPP38	-0.79425
C1orf211	-1.4595
YPEL2	2.7968
RBMS1	-1.1245
ZNF445	0.0561666666666666
NRXN2	1.2445
PGBD4	-1.120125
UGT2B28	-2.4075
WBSCR16	-0.6064
NLRC3	0.663714285714286
ASTL	-0.1365
ST6GALNAC1	-1.3265
ZADH2	-0.2945
MLLT4	0.0421666666666667
ARL6	-0.625166666666667
MEF2C	0.4555
CBFA2T3	1.532
AFF3	0.276285714285714
COG7	0.306333333333333
MYB	1.17316666666667
PLXNA3	-0.2965
XRCC2	-1.68016666666667
MMS19	-0.59925
ST8SIA5	-0.899
CHPT1	-0.995833333333333
KIAA1712	-1.951375
OR6X1	0.5935
ACTR3	-0.567625
UGCG	1.18333333333333
OR4P4	0.2175
ZAP70	-2.84375
LPP	1.055375
ZNF485	-0.618
PTPRCAP	0.513
IL12RB1	0.5015
ATRX	0.5419
CHST8	1.588375
C14orf109	0.7165
ARV1	0.6785
NMB	0.878142857142857
COX5A	-0.629
EIF6	0.18875
MPPED2	-0.273333333333333
SEMG1	-1.1615
CHRDL1	1.8375
TRAF3IP2	1.40275
WNK2	-0.632714285714286
LILRA4	2.02116666666667
LAMA2	4.6295
PXT1	-0.577
RLBP1	-2.83325
CD300C	-0.12475
SLTM	0.1705
FLJ10404	-0.5169375
APOBEC3D	-0.689
RENBP	0.623
ATXN7L1	-0.43025
NID1	-0.74425
TUBGCP3	0.43475
ITIH5	2.22711764705882
CCDC110	3.02375
C8A	-2.10675
MGC87042	-1.683
HOXC13	0.1995
TFDP2	-1.647
HCP5	0.82025
POLI	-0.857
UCN	-1.373
ZNF764	0.992833333333333
C8orf45	-1.43875
FHL3	-1.0225
SPATA5L1	-0.3145
MMRN2	3.27283333333333
NDST1	-0.339666666666667
