Hybridization REF	TCGA-B6-A0IC-01A-11R-A034-07
R3HDM2	-0.1559
C5	-1.759
SLC2A10	0.3475
C3orf22	0.69225
PAQR3	-1.30461538461538
ANKRD26	0.637916666666667
HCRTR1	0.3435
LOC399947	-1.984
PSD2	-0.603
TIGD2	0.0133333333333333
SCRN1	-3.591125
COQ10A	0.332
DDI2	0.0295
METTL7B	-1.5465
UCN2	0.38725
FAM92A3	-0.20525
WDR16	0.7325
ZNF511	0.00516666666666668
ZMYM5	-0.27775
POLR3G	-3.223
ZNF586	-0.305
C1orf49	0.456166666666667
TANK	1.07883333333333
RCAN1	-0.142333333333333
PELI3	1.73133333333333
LIMD2	-0.144333333333333
TMEM189	-0.954
NTN4	2.724625
LOC151300	-0.623
CLEC2A	-1.3735
GPR135	-0.336375
DPYSL4	-3.2643
JAK2	-0.117833333333333
TSHZ1	1.2685
TM9SF4	-0.260625
ZNF264	0.718
SIRPG	-0.46125
BICD1	-2.64825
HERC6	-1.05583333333333
METTL5	-0.534
CASP1	-0.944
PRRT1	0.895833333333333
PLA2G4C	2.63533333333333
ICA1L	0.371857142857143
TPTE2	-0.0434
OTUD7A	0.362833333333333
AQP11	-0.71225
APOA2	-4.2133
KALRN	-1.1293
SECTM1	0.962583333333333
IFNAR1	-0.05875
TALDO1	-0.396125
RAB11FIP4	0.557083333333333
EIF5A	-1.885
FAM49A	-0.235
NEGR1	-1.58133333333333
YTHDC2	0.0415
EHD2	-1.564125
NCF1	1.9835
SCRT2	0.487
HOXA5	-2.61583333333333
NUP133	0.1815
FGF12	1.178125
SLMO2	-0.065875
SNTA1	0.77925
CACNG2	0.0593333333333333
GCM1	0.668125
ELF1	0.665833333333333
TLR5	2.25675
TCFL5	-1.05583333333333
RBMY2FP	-1.4335
LOC100125556	0.71275
FAM129B	0.0295
MAP3K7IP1	0.00600000000000001
NCK2	-0.393
OXA1L	-0.8045
FMO9P	0.2255
ZSCAN12	-0.575
PSMD12	-0.385666666666667
HSCB	0.20825
CLDN10	-3.28175
MGC13053	0.13925
HPCAL4	-1.00533333333333
ASZ1	0.3625
MEX3D	0.21375
NFAT5	-1.1234
CSPG4LYP1	-0.668
FBXO3	1.6319
DVL1	0.4005
CMKLR1	-0.8452
TYMS	-2.382
PEF1	1.204
ZNF750	2.177
MCM5	-0.7286
MEGF11	-0.96
KCNK7	-0.189
PTP4A3	-0.8105
C1QTNF2	-1.89416666666667
OR6S1	-1.056
FAM122B	-0.95925
ZNF551	-0.804375
HBQ1	-2.6995
GEMIN6	0.136
ARSK	-1.12975
RBP7	2.88516666666667
CPNE9	0.426
DSC1	-0.397
LOC730112	-0.296
MAP2K4	2.874375
HS3ST5	-0.63
EPB41L3	-0.7485
TEKT2	2.5155
CDKN2B	-1.00225
ZNF480	-1.1165
MAP3K6	0.3062
MAP6	3.38616666666667
HN1	-0.587
OR2L13	1.36983333333333
SLC16A11	0.59025
FAM96A	-0.409
APOL1	-1.474
C5orf32	0.4755
RTP1	-0.384166666666667
RNF175	-0.809625
ZBTB41	0.22575
AHCTF1	-1.0041
SAE2	-0.9151
ITGA2	-1.68866666666667
MME	-3.782
CCDC14	-0.89475
MAST4	2.34842857142857
KRT33B	-0.461
KCTD2	0.2765
WDR26	0.218666666666667
MFI2	-0.024125
NR4A3	-1.164
ARSA	1.1255
UNKL	0.147833333333333
SULT6B1	0.298
CCNA2	-3.0685
SOX15	-0.1105
PPAPDC1B	0.892333333333333
C19orf44	0.987
MCAT	0.616166666666667
ARID1B	0.45825
OR52N1	1.119
C12orf48	-1.54966666666667
MAGI1	1.223
NIPA2	-0.602
GBX2	-1.997
RSHL3	2.085625
RAVER1	-0.538666666666667
C15orf17	0.165
SLC30A2	1.290625
ZNF518	0.26
PCYT1B	-1.46975
C10orf114	-0.86425
EIF3H	1.24625
SLC25A39	-0.816166666666667
KIF1B	-0.653125
AMOTL2	0.765
C6orf120	0.920875
PSRC1	-2.15575
PLA2G10	2.00875
KIF5C	1.775875
MRPL37	-0.597
C17orf62	0.00333333333333333
C9orf135	3.28583333333333
DUSP10	-0.4131
CLCNKB	0.6205
PSMA5	0.00600000000000002
C8orf53	0.278
AMPD3	2.39116666666667
PIAS1	-0.5695
ADCYAP1R1	0.3585
GYLTL1B	0.80225
CDH20	0.0993333333333333
FBXO7	0.06325
TMEM134	1.19933333333333
FLJ14213	-0.767
ZNF3	-1.15825
LRRFIP1	0.4325
CNOT2	0.289083333333333
ABI3	1.80375
ALDH5A1	-0.0154166666666666
HNT	0.3056
SERPINA4	-2.09266666666667
TK2	0.40875
STMN1	-1.78622222222222
GUCA2A	0.494
GALNT10	1.19178571428571
DPP6	-0.84205
C9orf93	-0.7435
PRELID2	0.48675
STK39	-0.633625
SFTPA1	-1.25375
CKS2	-1.53377777777778
RHO	0.173
C20orf135	0.13425
XKR3	-3.3685
CR1	-1.30614285714286
RPS6KA2	0.5565
C20orf112	0.55175
MRPL22	0.561
C4orf23	0.214166666666667
GADD45B	-0.19425
KLHDC1	2.52766666666667
C2orf48	-1.4385
ZNF287	2.2145
DAAM2	-1.44675
DPPA2	-2.8582
TCTN3	0.272666666666667
DNAJB11	-0.43075
FPR1	2.173
DEFB4	-0.1035
PTCD2	-0.4619
SMOC2	5.13016666666667
CABP7	-1.158
SERPINB11	0.33325
MAGEF1	1.295
NDE1	-0.0631666666666667
ITGA10	-0.4555
FSHB	-0.145
ANXA2	0.14175
HORMAD2	-0.19175
HLCS	0.66825
MCF2L	1.6945
FH	-0.637375
TBC1D24	2.44875
KIAA1505	1.50225
LGALS2	-4.00775
CNBD1	-2.7715
SYNPO2L	0.57025
PTPN23	0.253857142857143
C1orf183	-0.476833333333333
MAGEA8	-2.281
DGCR8	-0.9185
GSR	0.02075
PAQR7	0.35925
ZNF676	-0.6945
CACNA1C	0.2703
SP7	-0.0185
PDCD6	0.168
NRN1L	-1.237
BRI3BP	-0.0679090909090909
KIAA1183	-0.05825
ASB4	0.72825
CCL23	0.3937
OBSL1	-0.00537499999999997
SLC12A7	0.332083333333333
KIAA0240	1.290875
CD1B	-2.591
FCGR2A	1.10675
MDC1	-0.85725
HTR1A	0.418833333333333
OCEL1	0.8095
ATP11B	-0.670666666666667
FBXO34	0.204
PCDH12	2.53666666666667
RPE	-0.40525
C17orf74	0.0895
CSDC2	-0.401
PET112L	-0.27175
TMBIM1	-0.018
P2RXL1	-1.805
TCHP	-0.76025
TRMT1	-1.1655
F2RL2	-2.14833333333333
LRRC32	1.4588
IMPG2	0.078
BGLAP	0.488
LOC493869	-1.59475
MRAS	0.0845
SLC35F5	0.82775
CBWD1	1.062
AXL	-1.71675
ATP2C2	1.416
TELO2	0.24625
PNPLA3	-2.28975
PCDHB14	1.168
CD276	-0.20825
KRT80	-1.839875
DUSP28	0.095
CSNK1E	-0.30475
SRP14	1.459
KCNQ4	-1.438
KRT72	0.2112
CCDC117	0.727375
C6orf89	0.154222222222222
TUBB2B	-3.27516666666667
RTN4IP1	-0.52675
CR1L	-3.65566666666667
CEND1	0.153125
C12orf41	-0.368333333333333
RNF31	0.38775
UBN1	0.457
C17orf32	1.057375
SLC5A7	0.07025
GPR92	0.250333333333333
ESAM	1.4985
CTNNA1	0.632583333333333
HRBL	-0.0663
CBX4	-1.11725
TMEM182	-1.0525
SH3TC2	-1.70616666666667
IL10	0.0328333333333333
PXMP4	1.5475
RNF167	0.7353
PAK7	0.450666666666667
ETV3	-0.2485
ATPIF1	0.842
LOC554207	-1.73666666666667
OR8H1	0.498
WDFY3	1.424
DPM1	-0.63375
GPSM1	-0.166
WDR92	-0.6365
LRP1	-0.332
ANKH	-1.20875
THUMPD3	-0.97025
POLR1B	-0.38775
OLFM4	1.076
RAD9B	0.142
TSPY2	-3.3775
PAX6	-1.75966666666667
SCG2	-3.847
SLC17A6	-0.65475
FMO3	1.28725
PADI4	-0.18675
TUBB4	-1.454
NLK	-0.6515
POU4F3	-0.5265
SDF4	-0.3095
ITGBL1	-1.12766666666667
NETO1	-2.19357142857143
TAP2	-0.399
ABBA-1	-0.48025
GNAI1	-2.291
VPS4B	1.008
NOPE	-1.6317
GALNT6	1.58316666666667
SESN1	0.1185
GBE1	-1.52622222222222
CLASP1	-0.0155
RASGEF1B	-0.121125
ACOT11	0.614285714285714
AFAP1	0.08175
OR2H2	-0.068
DPY19L2P1	-0.48975
DZIP1	-4.07875
SEC22C	0.400416666666667
GPR161	-1.25291666666667
RNF146	0.95775
WDR74	-0.777875
GALP	0.641
PURA	0.364
DNPEP	0.389166666666667
RP11-78J21.1	-1.12
ERBB2	2.344375
FANCM	-0.62925
NEO1	0.951333333333333
DDX3Y	-4.5535
RPS3A	0.251875
MXRA7	-0.571142857142857
LGALS3	-3.024
GLT8D1	0.17125
CFL2	-1.31816666666667
UPB1	0.4695
NAP1L5	0.51025
CLDN14	-1.702
DHX38	-1.35375
BTBD1	0.18825
TARS2	-0.569
ABCF1	-0.2802
FCF1	0.0155
LRRC49	1.4615
GUCY1B2	-2.1355
C1orf177	0.5695
SMARCA4	-0.752785714285714
LRP8	-2.651
TAGLN3	-1.229
MRPL14	0.2695
TTRAP	0.29375
ZDHHC20	0.84225
NFE2L3	-1.74775
KIAA1377	2.99
PALMD	-0.3859
TMEM43	-0.87475
TTL	-1.714125
STAT5B	-0.5685
SSB	-0.472875
OR10H5	0.565
SLC22A13	-2.9375
AKAP3	0.0535
TIMM23	0.495
OAS2	1.02311111111111
KIAA0423	1.44725
TRIM11	0.229
GLIS3	0.172125
TMEM50B	0.855166666666667
ARHGEF4	-1.997125
DEGS1	-1.09727272727273
TBL1XR1	0.355233333333333
G6PD	-1.8815
SP140	-1.5754
MUC17	0.175666666666667
NUDC	0.0564
DNAJC5B	-0.292166666666667
SCARA3	-1.20933333333333
CPA3	3.53583333333333
BCAT2	0.60025
MFN1	0.1505
NRG3	0.817
SNX11	0.172
PLEKHH1	-0.678333333333333
GPR177	-2.41516666666667
HCFC2	0.67125
TCAP	-1.0225
MOCOS	-1.55125
C14orf93	-0.1345
PRDM10	0.198833333333333
SLC16A4	1.71983333333333
SRGAP1	-0.464166666666667
VIP	-0.59225
DUSP27	1.2075
LILRA1	0.6363
MC2R	0.299
MGC24103	-2.46575
MBTD1	-2.1885
FUT11	-0.791333333333333
USP33	1.2771
C15orf39	-2.341
MAP3K12	0.8085
PAAF1	-0.429833333333333
BARHL1	-0.4365
FLJ16165	-0.1125
PIWIL2	-2.814
SYNE1	-1.02008333333333
CMTM4	0.895375
TSPYL1	1.7821
GUF1	0.121833333333333
TMEM157	1.981
WDR44	0.15325
HIST1H3C	-0.48775
DKFZp666G057	3.4005
RNPEP	-0.2965
GAS2L2	0.563833333333333
ADH4	-5.12375
GRPR	3.83
FBXL17	0.27925
ZBTB10	0.436909090909091
Gcom1	0.764555555555556
HTRA1	0.0641
ZNF585A	0.203833333333333
SLC26A2	0.0149285714285715
OTOP3	0.0458333333333333
WISP1	-0.614
ATP2B4	-0.94675
FLJ10769	0.695
CRAMP1L	0.20625
CHST12	-1.50525
RAB22A	-0.0565
TARDBP	0.186071428571429
STAU1	-0.01775
CRB3	2.51166666666667
MIG7	-0.462
CHMP1A	-1.29483333333333
ZNF160	-0.044875
B3GALT6	0.387
BARX1	-1.82966666666667
C6orf167	-1.86375
NXNL1	0.5165
DHX29	0.8935
HADHB	0.493
PLXNB2	0.713
ILDR1	-1.2045
SLC15A3	1.6445
GAS2	-3.81916666666667
C20orf69	-0.36625
NUMB	0.38725
TNIP1	0.184875
MESP1	1.7065
PSKH1	-0.42425
NSFL1C	-0.329875
RHOG	-0.17525
HEY1	-1.52616666666667
KNG1	-1.6505
ITGAX	0.81
LIN9	-0.591
CANT1	0.3165
XRN1	-0.205071428571429
CCDC96	2.388
HEATR6	-1.63616666666667
GNG7	0.38675
RUNX2	-0.441266666666667
SOX1	0.746333333333333
FCRL5	-0.2111
ZNF99	0.4725
FAM9A	0.65
SNX22	0.534166666666667
MBNL3	-3.306
ODC1	-2.3178
ADORA2B	-4.12683333333333
NR2F6	-0.0945
ZFYVE16	0.332444444444444
SYNJ2BP	-0.1123
POLE	-0.967125
E2F2	-0.880375
THRA	1.17166666666667
PTGES2	-0.2645
HIP1R	0.800833333333333
TMUB1	-1.26216666666667
ENO3	-1.31275
RSPH10B	-0.981
CXorf39	1.12375
IRGC	-0.07
GPR109B	-0.42675
FLJ13305	-1.268
LCE3A	-1.0715
TNFRSF18	0.484166666666667
DET1	0.25475
TRPM3	-0.3595
C16orf79	-0.6165
FECH	0.348666666666667
RAP2A	-0.362333333333333
CRIP1	2.95433333333333
AZIN1	-0.576125
SLC7A7	2.475
IL10RA	-0.4776
TMEM64	-3.73825
CDC42EP4	0.6283
C16orf58	0.2193
ARG2	-1.6615
POU5F1P4	-5.13575
FAM62B	-1.458875
DNAH8	-2.41444444444444
ASH2L	-0.179
TSLP	-4.54983333333333
CNTNAP5	-0.1708
TMEM16C	-1.22425
IFNA14	0.4365
SLC1A3	-0.95075
CABYR	1.82175
BCL7B	-0.2618
NUDT13	-0.722666666666667
C13orf28	0.24425
C1orf53	1.14225
ARL6IP4	0.6296
RPL35A	-0.15125
EMR3	-0.074
RAB40C	0.333916666666667
SLC41A1	-0.0541666666666667
LRCH1	-0.2295
LY6G5B	-1.4545
FAM124A	0.381
MGC10981	-3.373
CLIP3	-0.9957
MAP4K2	-0.0976666666666667
CHIC1	0.638
SULF1	3.36433333333333
C20orf30	0.038
PRDM5	-0.8725
ELOVL1	-0.00749999999999999
C11orf48	-0.21975
SLC39A10	-0.11625
KCNV1	-0.0366666666666666
ACP1	-1.9855
ZMYM2	-0.12125
B3GNT6	-0.457333333333333
C9orf69	-0.5755
C2orf15	2.368
C20orf166	0.2735
HSP90AA6P	-2.3225
EDG7	-0.243
NEURL	1.00675
LPL	-1.18866666666667
CLEC2D	-0.256928571428571
GRRP1	0.953333333333334
CD8B	-3.6595
HIST1H3D	-1.441
SLC6A12	1.242875
FAM27L	0.7935
CD84	0.5946
RASA1	-0.2095
PHKG1	-0.3485
MAGEA11	-1.348
IMPA1	-0.6282
NPM3	-1.5845
RARRES1	-0.23025
SH3BP1	0.024125
B3GNTL1	-0.7125
ARPC5L	-0.191
KLHL26	0.25675
SIM2	-2.057125
GJC1	0.7105
C20orf194	-0.07525
EXO1	-2.91175
SLC2A2	-2.8516
LOC285074	-0.707
LRG1	1.95525
KIRREL	-0.858
PIK3R1	2.05035714285714
C4orf34	1.74275
MAF	-1.01661111111111
ADCY4	2.61966666666667
ZMIZ2	0.6691
SLC46A3	2.416
STAMBP	-0.508833333333333
CCDC16	1.019
MS4A12	-0.347
TCF20	0.254
LRRC46	2.5535
C20orf152	0.62725
MRPS6	-1.901375
ABCB11	-0.145
KCNC2	6.5985
CDH19	-2.85683333333333
C9orf123	0.851833333333333
SSH3	1.12275
LDLRAD1	-2.057
CCBE1	-1.22625
ZNF135	1.97375
TAAR1	1.621
WFDC12	-1.2025
CCDC42	-0.397
FLJ12529	-0.6345
PER1	-0.225833333333333
TIMM50	-0.5505
SMARCAD1	-0.043
FAM26C	0.117
TP53TG3	-2.9495
SH3RF1	2.7001
LMCD1	2.473
GPR63	-0.5565
FLJ21986	-2.888125
AIFM3	0.57325
MICAL1	-0.6065
BLZF1	0.770333333333333
IQCA	-1.21516666666667
PCDHGC3	-1.792
SAC	-0.891
BCL6B	0.8195
DDO	-1.147
MARCO	2.92125
DCHS1	1.4855
C1orf170	1.80816666666667
CD200R1	0.893166666666667
C22orf15	-0.3105
SEPT11	-0.372666666666667
ADNP	0.19475
UST	1.5819
C13orf34	-1.19166666666667
RFFL	0.9575
APBA3	0.3565
C2orf60	0.118625
CUTL1	-0.5937
PMS1	-0.5745
ZNF689	0.4325
EIF3E	-1.18683333333333
IL9	-0.257666666666667
RPL31	-0.346875
LY9	-0.753166666666667
ATP2B3	-0.263
KDELR2	0.153916666666667
TFCP2	0.249375
NLRP12	-0.417625
FLJ45422	-0.63375
TLE4	-2.2452
ZNF570	0.029
FLJ43806	-0.932
TLK2	-0.86975
CIR	0.49325
MARS2	0.165
COL24A1	0.90025
SDF2L1	0.019
HIBADH	0.602
IGFBP3	-2.87235714285714
C12orf23	-0.342625
PSPC1	-0.19725
C20orf43	-0.31025
TRAV20	-2.96
ARHGAP24	-0.747125
KIAA1975	-0.9565
C1QA	2.8792
DNTT	-5.0435
C10orf6	-0.113166666666667
C11orf41	-1.94925
HNRPF	0.693125
COL11A1	3.16883333333333
UBAP2	-0.763333333333333
CDKN2AIPNL	0.0805
C20orf174	-1.04425
SPRED2	1.07625
PLA2G12A	0.628166666666667
ICEBERG	-2.6052
SCN10A	-0.1025
C11orf65	0.7555
GBP5	2.62425
PITPNC1	-1.235
POU3F3	0.3
NCOA7	-1.385625
LIN7C	0.1857
LOC348840	-1.3245
NKX2-2	-2.9395
ANKRD13D	-0.146125
LOC123688	1.08925
FUT2	2.18816666666667
TAAR8	0.615
FZD4	0.430916666666667
PNMA3	-1.56966666666667
OR4L1	0.481
WIT1	-3.585
EXOC3L	1.00725
ATPBD4	0.5897
KRBA1	-0.8895
UBXD6	-0.09575
HOXB7	-1.91691666666667
C7orf23	0.3175
UNQ338	-1.92075
STAB2	0.1535
CDC20B	0.336333333333333
IRF9	2.01975
CENTG1	-0.346583333333333
TNPO2	-0.87025
MCPH1	0.05675
BMS1P5	-0.1935
SLC26A7	0.91775
HIST1H3J	0.3135
C9orf3	-0.4447
LBH	0.08075
MYO1D	0.235
PTDSS2	-0.1095
NFU1	0.90725
DEPDC4	-0.798
WNT7B	0.2196
GLP2R	-0.41
SETD4	-0.2465
DYNLT3	-0.3645
FKBP11	-1.9735
SESTD1	2.1305
FLII	0.28825
RPS16	-0.4416
CHPF	-0.445833333333333
CSNK2A1	-0.528
SUMO1P1	0.37375
FKBP6	0.624
ZNF214	2.16583333333333
TWIST1	-1.65033333333333
DDX56	-0.311
TRAM1L1	3.9811
EPO	-3.3306
MRPS18B	0.7805
ZNF682	0.262166666666667
RPL14	-0.3405
MAFF	-0.82325
LOC51136	0.266625
LY96	-1.965
DDX20	-0.034
ABTB1	0.338
ARL5A	-0.2877
CCT6A	-0.81925
HEPACAM	-1.11683333333333
EHHADH	0.093
RBAK	-0.161833333333333
CGB1	0.1605
ITGB5	0.7195
YIPF3	0.33675
FKBP2	1.0925
NR1D1	0.1903
TMEM110	1.5615
NEK2	-2.06016666666667
PRAMEF8	-3.12275
C20orf52	-0.0668333333333333
PCDHGA3	-2.083
VWA3B	-1.8805
NDUFA5	-0.23775
THAP9	-0.4175
FLVCR2	-0.470333333333333
AP1S1	-1.811
SMAD6	-0.9965
SAV1	0.914875
SAT1	0.646875
ZNF251	0.525375
ADAMTS7	0.1104
RPP38	0.35275
C1orf211	-1.658
YPEL2	2.03725
RBMS1	-0.077
ZNF445	-0.5778
NRXN2	-0.394333333333333
PGBD4	-0.00487499999999999
UGT2B28	2.59275
WBSCR16	-0.404
NLRC3	-0.2365
ASTL	0.153
ST6GALNAC1	-3.78275
ZADH2	0.674875
MLLT4	1.48066666666667
ARL6	0.267
MEF2C	-0.35
CBFA2T3	-1.1685
AFF3	2.57407142857143
COG7	0.784833333333333
MYB	0.9375
PLXNA3	-0.4975
XRCC2	-2.38233333333333
MMS19	-0.37475
ST8SIA5	-1.698875
CHPT1	0.828833333333333
KIAA1712	-0.07275
OR6X1	0.267
ACTR3	-0.862625
UGCG	2.33
OR4P4	0.9735
ZAP70	-3.5255
LPP	1.626125
ZNF485	0.56475
PTPRCAP	-1.063
IL12RB1	-0.0415
ATRX	0.8167
CHST8	1.4645
C14orf109	1.3535
ARV1	0.7465
NMB	-1.33485714285714
COX5A	-0.298333333333333
EIF6	-0.29725
MPPED2	-2.11716666666667
SEMG1	-1.203
CHRDL1	-1.0045
TRAF3IP2	0.735
WNK2	0.726875
LILRA4	0.131
LAMA2	0.76475
PXT1	0.229
RLBP1	-2.64875
CD300C	0.33125
SLTM	0.674625
FLJ10404	-0.7886875
APOBEC3D	-1.23583333333333
RENBP	-0.4695
ATXN7L1	0.277
NID1	-1.5545
TUBGCP3	-0.663625
ITIH5	0.265722222222222
CCDC110	2.96075
C8A	-2.1605
MGC87042	-1.17125
HOXC13	-3.2115
TFDP2	-0.0005
HCP5	1.475625
POLI	1.79925
UCN	-1.25183333333333
ZNF764	0.658833333333333
C8orf45	0.25225
FHL3	-1.4595
SPATA5L1	-0.0355
MMRN2	1.69216666666667
NDST1	1.24333333333333
COL20A1	-0.348166666666667
ZNF248	0.198166666666667
PELP1	-0.0798333333333333
MBL2	-2.35583333333333
RNF41	0.729375
C5orf24	0.065
THOC5	-0.56625
SERINC3	0.620833333333333
RP11-151A6.2	-0.53325
CDCP2	0.76425
HIST1H2AA	-1.16
C11orf75	-1.15816666666667
FKBP7	-1.21825
DDOST	-0.7925
GPNMB	-0.887833333333333
TTF2	-2.0565
KCNT1	-0.897333333333333
SLC39A14	-1.068
NGRN	0.4131
GPR137B	1.6185
MECP2	0.533125
PSMA1	-0.31375
C16orf73	-4.90825
TMEM60	-0.0825
CSN3	-1.0235
NOS1	-0.0861666666666667
RAB7L1	-1.23066666666667
YBX2	-0.315
KIAA1166	-1.832875
FUBP3	0.498333333333333
ABCG1	2.366
ACACA	0.767333333333333
ARL11	-0.3564
ATOH1	0.2635
ODF1	0.130833333333333
CREB3L3	-1.60333333333333
TMEM127	1.41285714285714
DSCAML1	0.26875
PLN	1.32916666666667
LYPLA1	0.836916666666667
PRDM9	-2.75825
SASP	0.127
PLUNC	-0.181833333333333
INTU	1.037
HISPPD1	0.4235
LNPEP	-0.306
YARS2	-0.729333333333333
APCDD1L	-1.714
ZCCHC4	-0.8473
FBXO22	-0.319833333333333
TTLL13	0.058
ZNF669	-0.893666666666667
PTGDR	5.42625
DDX27	0.19075
KIAA0409	-0.00466666666666666
GJB6	0.0935
ASB8	0.729
PLP2	-0.838166666666667
MEPE	0.4675
OR10J5	0.096
KRT222P	5.3835
COQ7	0.460833333333333
C1orf101	2.19975
RERG	3.8066
CHMP5	0.98725
THAP11	-0.694125
ZNF43	0.536
ZRANB3	-1.22566666666667
KRT13	1.9655
MRPL19	0.06525
RBBP9	0.595
SPATA17	1.43057142857143
BXDC5	0.849
PAFAH1B1	-0.108583333333333
MAGEE1	1.3305
OSTF1	0.2215
KIAA0323	0.0635833333333333
TXNDC13	0.0716666666666667
CNTN4	0.158125
LCE1B	0.789
UNQ501	1.71125
ZNF154	0.72675
C3orf64	-0.02
SYT5	-1.0357
PON1	0.7828
FLJ10357	-0.81575
ATP4A	-1.4445
GNPDA1	-1.421
MGAT1	0.0466666666666667
C14orf121	0.108
SLC35B2	-0.08925
MIER3	1.175
CHEK1	-3.12525
ZNF8	0.3915
TXNDC1	-0.197833333333333
CKB	-0.5893
RTN3	0.557142857142857
FZD2	-1.1755
PART1	3.169375
PSMB6	0.34425
PCDHB8	-2.9785
PHC3	0.6167
PPP1R8	-0.0865
NOVA2	0.772
TNFRSF11B	-3.136
GOLPH3	0.664666666666667
UBLCP1	-0.56375
SUHW3	-1.17975
TTLL1	1.2005
OPN4	0.129
OR13G1	0.3055
ZPBP2	0.145166666666667
HSD17B11	-2.40575
C9orf50	0.442
DHDDS	0.1595
CTSW	-0.0479
NEFM	-2.75583333333333
MRPL28	-0.1195
SYN1	-0.162833333333333
PIGV	0.886
ZIM2	-1.08175
APBB1	1.31433333333333
SND1	-1.138
C1orf123	-0.164333333333333
CHD3	-0.5705
BHLHB8	0.1265
RNASE2	-0.39
BCAP31	0.117125
SLC25A44	0.147333333333333
CHD6	-0.2789
PIB5PA	3.36646153846154
SELS	0.433375
LOC541471	-0.2905
FAT2	-3.033
ZNF81	-0.5315
OR4C16	0.155
FLJ10081	0.7938
LRRC4	0.6035
CS	-0.0623333333333333
N4BP2	-0.25425
IGFBP7	-0.352
ZNF318	0.20275
NDNL2	0.515125
ZNF609	0.785875
SIRT4	1.92575
EXOSC10	-0.368
ECE2	-0.0719166666666666
OVGP1	1.491
GTPBP3	-0.516
PACS2	0.3976
C19orf36	1.4125
ARL4C	-2.80425
ATG4B	-0.122625
UBQLNL	-1.13925
RHOXF2B	-3.847
PLEKHG2	-1.0105
GALR1	0.62
AQP4	1.49783333333333
HDAC7A	-0.034
DCUN1D3	0.9105
OR8A1	-0.036
CCRN4L	0.26125
CBR4	0.970166666666667
KIFC1	-1.902
SLC7A14	-1.181
LHX5	-1.016
TRPC7	0.7095
LPXN	-1.2305
SERPINA1	0.341875
RPS13	-0.479
BPIL3	-1.1785
PRKAA1	-0.85925
FADS2	0.1031
ENAH	-0.3949375
PRO1768	0.0610000000000002
APBA2BP	1.2695
LIPH	1.97466666666667
C3orf33	-0.551
RCC2	-0.377928571428571
ALDH1A2	-3.1059
RNF103	2.8505
AHCY	-1.011
ALG12	0.589
CCL17	-0.23125
ZNF543	1.15433333333333
ESRRG	5.7697
CNGA1	-0.4675
RDH5	-0.930333333333333
OTX1	-1.5695
PTGFR	-2.5202
CDR2	-0.4965
SELE	3.335
NLGN2	-0.829166666666667
EXOSC9	-1.15475
ZNF566	0.00950000000000001
KLRC2	-5.131
GPR12	0.968
KIAA0196	0.37475
PDRG1	0.36575
SSR3	-0.676285714285714
MSI1	-0.2175
CST9	3.8175
CC2D1A	0.078625
PLAGL1	-1.82727777777778
ZNF778	-0.0895
RNF2	1.2015
KLF6	-1.01483333333333
THBD	2.5955
tcag7.1314	1.0945
NR5A1	-0.27
ABCD2	-0.250666666666667
DNAJC7	-0.48375
CLEC4C	1.232
TM2D3	1.224
CCDC4	-0.8955
PLAC2	-3.18425
DCD	-0.668
FAAH	2.6565
POLA1	-0.484666666666667
TM7SF2	0.77075
FLJ39822	-0.775666666666667
FLOT2	-0.4255
MAP4K1	-1.02933333333333
SRP68	-0.099625
C21orf74	0.7075
ARPC5	-0.382125
LOC126075	2.11325
HECW2	-0.585125
ZDHHC4	0.913
ANKRD42	1.9963
PDE9A	-1.05683333333333
ABCA8	-1.67875
NDUFS2	0.2685
UBR5	-0.0335
BTBD16	-2.9525
LOC554174	2.003
ZNF20	1.0555
KIAA1843	-0.238
WDR17	-0.4155
C15orf33	0.851
RNF113A	0.19875
CAMKK1	0.2717
CLCN2	0.21775
ANXA6	0.1985
LOC340069	-0.0535
EMID1	1.13075
DPM3	0.1055
ELA1	0.723
SLC25A13	-2.0966
KRT24	-0.8775
SMPD1	0.6315
TH	-0.19775
COL6A2	-1.95985714285714
ANKS1B	2.803
GPR126	-3.6214
ZC3H12A	0.723666666666667
TMEM47	1.0755
C2orf51	-0.248666666666667
C1orf88	3.12
HSF2BP	0.202
AKAP10	0.58475
RPAP3	-0.453
KLHDC8B	0.396625
STOM	2.2778
MUPCDH	-0.40175
C10orf72	-0.858375
PLEKHA3	1.41758333333333
TCP11L1	-0.35925
CWF19L1	-0.20875
SPEF1	1.44346153846154
YSK4	0.872
ELN	-0.0657
SAMD8	1.30866666666667
MPI	-0.285333333333333
MEPCE	-0.8885
ABCC3	-2.531125
NANOGP1	-3.173
KCNK17	-0.365125
HLA-DMB	3.529
RRAGA	1.1595
ANGEL1	-0.271
RBM32B	-0.54
CPN1	-3.357
MGC52282	-0.803666666666667
HLA-A	0.830416666666667
OR9G4	0.4685
EDNRB	-2.05025
SCD	-0.284642857142857
C14orf80	-0.7485
BAGE2	-1.571
RABL4	1.3505
RCVRN	-4.22
SHANK1	-0.4985
NLRP7	-3.65675
CD226	0.1965
STAT3	0.3556875
SYNJ2	-1.3237
TPCN2	-0.7025
WDR36	-1.16383333333333
MBD4	-0.152
ROBO1	-2.1506
ST3GAL6	-1.9915
SLAMF8	2.26566666666667
ATN1	0.382666666666667
GPR141	2.0575
KRT36	-0.7215
