Hybridization REF	TCGA-A2-A0YD-01A-11R-A109-07
SMAP1L	-0.21825
IPO11	0.920875
ZC3H11A	0.690875
C1orf151	0.457875
RNASEH2A	-1.4545
CCR10	-0.841
TXNDC11	0.0961666666666667
TMEM112	0.637125
MAP1B	-0.533857142857143
NVL	0.98925
PKM2	-0.9345
ARC	-0.1445
NUP54	-0.2605
PPFIBP2	1.20016666666667
STAT2	1.169875
PTAFR	3.18266666666667
ROBO2	-0.29325
RNF40	0.258666666666667
CCDC135	-0.686166666666667
IFT81	-0.0155
MORF4	-0.2775
TM7SF3	-0.30725
OR10H3	0.4715
ABP1	-0.287875
CHRD	0.567375
PLEKHA8	-0.585666666666667
NCALD	1.60525
OR5AK2	0.384
ACCN1	0.436166666666667
SLITRK1	-0.418333333333333
ARMET	-0.295
C9orf52	1.65475
REEP4	-0.76
MTSS1	1.025625
ADH1B	3.93283333333333
DLD	-0.73
CDK5	-0.5725
PPFIA1	-0.0675625
WFDC3	1.08725
DNAJB12	0.810857142857143
RANGRF	-0.043
MLANA	-4.22475
AMY2B	0.2825
KIAA0319	-1.36425
RPS7	-1.143
JAK3	-0.0648
ARFGEF1	0.78575
CXCL5	0.618666666666667
TRAPPC4	-0.0525
CETN2	0.6965
HSPC111	-1.32875
RHOBTB3	-1.2026
PHLPP	-0.316
RGS10	1.03675
TMEM58	1.571
CHERP	-0.680125
HSP90AB3P	-1.0635
FSTL3	0.0586666666666667
PEX11A	2.4485
OR5V1	0.614
FCN3	1.0175
PTPN3	0.576625
NPTX1	-4.8065
C21orf84	-1.18325
C11orf51	-0.258
ZBED2	1.307
FLJ90757	0.4085
NPY2R	-0.512
PLD3	0.143
SYT17	2.778
SGSM2	-0.6515
OR1A2	-0.36725
FOXP1	1.673125
SLC5A1	0.50275
POFUT1	-0.5896
EPHB6	-2.5775
MYO1G	-1.550875
STAC	-1.3424
KLHL17	-0.349166666666667
RGMA	0.6886
TJP2	-0.539
FAM114A1	0.6045
SERINC1	1.20558333333333
SLC9A8	0.12425
PEX19	1.364875
EDN2	3.28325
PSMD7	-1.23811111111111
C3orf41	-1.9475
UQCR	0.022875
PPP1R3C	-0.68975
LRP4	-2.188
TM2D1	0.7425
TTC17	0.0118125
C4BPB	-4.332
CCL25	0.32425
ZNF253	-0.2355
CHRNA9	-3.72775
SOX11	-1.24625
HIVEP3	0.9045
CGN	2.03908333333333
C3orf35	-0.03425
PKD2L1	2.70275
SYVN1	-0.131
PDE8B	-0.888625
LOC439951	1.18275
LTC4S	2.61583333333333
MIF4GD	0.255166666666667
SMARCA2	1.42975
TUBGCP6	-0.549333333333333
CABLES1	0.2375
C16orf77	1.87366666666667
ZNF791	0.39375
FUT5	2.4145
ADH6	-1.447
P4HB	-0.336
CLDND2	-0.845
ALKBH8	0.0375
PLAC4	-1.5145
F11R	1.30871428571429
MGC35295	0.675
PDZD4	-0.659
LOC389073	-0.151
FAM80B	0.02
PSMB1	-0.277125
TXN	-1.06566666666667
VIPR1	0.5221
WBSCR18	-0.00229999999999999
EXOSC6	-0.86
ACTA2	3.9145
SP5	0.169166666666667
ANKRD1	-2.074
DDR1	0.8937
ATP6V1D	0.00575
PTGS1	-0.0858333333333333
RNF157	-0.7735
DCC	-0.0635
SPAG7	0.24475
FBXO18	-0.13425
UBE3C	-0.3512
HOXC6	0.36175
LRP2BP	-0.429
MYST2	-0.19975
PDSS2	0.0495
ATE1	0.11125
ARAF	-0.01725
KLF10	0.82175
PLA2G2E	0.18825
ASCL1	-1.7485
TSNAXIP1	1.1945
FAM131B	0.173125
IFNA10	1.403
NUP43	-0.893625
FAM44B	-0.15875
L1TD1	-5.5305
NMD3	-1.19625
C18orf54	-1.2501
PHOSPHO1	0.0875
RAG2	-1.471
EMILIN3	-0.421
METTL3	-1.03625
VPS13C	0.48325
REXO2	-0.53225
ANXA4	0.3155
CA1	-1.308
DCP1B	0.4935
TULP3	-0.738666666666667
ATP2A2	-0.174
ATIC	-0.542
ADAM15	-0.34625
NPL	1.39566666666667
LGR4	-0.0806249999999999
UEVLD	0.650166666666667
GAB1	0.98825
SNAI2	0.559333333333333
ZGPAT	0.3623
SNF1LK	0.7855
DLEU1	-1.067
UBE2Q1	0.92275
ZMYM6	0.3304375
JPH3	-1.3695
FAM38A	-0.548166666666667
PXK	0.647166666666667
DENND2D	2.388
BAX	-1.08108333333333
CP	-3.37863636363636
RPL37	-0.2652
G6PC3	0.34025
NCOA4	-0.095
LRRC14	0.062375
GORASP1	0.71325
FCHO2	1.003375
CYP24A1	-1.7924
FXYD3	3.013125
SMARCAL1	0.62525
ABCB8	-0.461666666666667
CCDC44	-0.20575
PRDM7	-3.1925
USH1C	-1.5075
DNAH5	0.762166666666667
SRF	0.666916666666667
MAL2	2.37816666666667
PGPEP1	0.0488333333333333
SIN3B	-0.5275
SEMA3C	0.0858333333333333
GRAMD3	1.95625
FBXO10	-0.226625
OR5D13	-0.047
FLJ31818	-0.403125
CACNA1I	1.385
S100A13	1.4165
TP63	2.48614285714286
ANXA11	0.619
WDR66	-1.274875
CSF2RB	0.209
IFI44	2.00925
DACT1	2.96683333333333
ANKRD23	-1.811625
ATP5G1	-0.674833333333333
C21orf70	-0.573833333333333
PPWD1	-0.67175
DNAJC13	-0.06875
PAH	-3.90916666666667
PTCH2	0.43775
TRMU	-1.73225
CCDC9	0.45
USP3	0.00610000000000001
DCLRE1C	-0.3293
FAM55C	1.401
FRMD4B	2.22025
CYP2R1	0.20575
RFPL1	0.7157
XPO5	-0.9315
ARL6IP2	-1.2045
OSBPL5	1.42425
MMP9	3.77781818181818
KIAA0802	-0.221375
DHRS2	-1.595
SGEF	1.388625
TXNDC10	-0.6423
EXOC6	0.94775
RPS27	1.20816666666667
PNCK	-0.978833333333333
FSTL1	0.65
AACS	-0.1915
SLMAP	0.449333333333333
SAMD4A	0.7139
ABRA	0.61575
SMARCD3	1.698
PKNOX2	-1.80383333333333
A4GNT	0.281
C9orf39	-0.472
RALYL	-0.07125
MGC33556	-2.1815
C10orf25	-0.4925
BBOX1	3.5645
NHEDC1	-0.40875
XDH	-0.433
GCSH	-1.7335
EDN1	3.15383333333333
MTERF	-0.672
CLK4	0.390125
ZNF799	0.606166666666667
KCNG1	-1.7555
CXCR4	1.06766666666667
PTPRR	-1.664
IRAK1	-0.84775
LOC401397	-0.6775
TMSB10	0.610071428571429
CXCL3	-2.8212
TMC4	2.29425
OR7A10	0.052
STYK1	2.6295
CHRNA10	-0.7565
CCNI	0.7575
EP300	0.602642857142857
LOC165186	-0.1945
HIC2	-2.71875
SDR-O	-0.1465
OR2W1	-0.223
KCNA6	-0.777
TRIM74	-2.24875
REEP6	1.77475
ATP5G2	0
ERG	1.34725
TMEM42	-0.2855
PARN	0.319333333333333
SOD2	0.123
DIRAS1	-0.264
PNPT1	-1.13425
JOSD3	-1.28
hCG_40738	-1.0465
PDE1C	-1.5175
SEMA4D	0.0435
AGPAT1	0.113833333333333
NOSTRIN	1.475
MAP3K3	-0.1865
MAX	0.7295
CAPS	1.9205
SERPINA12	-0.1845
OSBPL8	0.3025
RICS	1.2227
NR4A2	1.695
PPCS	1.09566666666667
LONP1	-1.29875
SCYL3	2.218
HERC2P2	-1.343
FIBCD1	-0.9165
C15orf41	-0.73625
DMC1	-2.14583333333333
C20orf27	-0.69675
RPS6KA5	-0.102
FAHD1	-0.134166666666667
SLC12A4	0.237
BRCA1	-2.07333333333333
GBL	-0.2795
SLK	0.479166666666667
NUDT9P1	-0.705
NOXO1	-0.2655
USP52	-0.8975
BAZ1B	0.42725
SLCO2B1	3.47625
BBS12	1.46716666666667
LRGUK	-0.527
TERF2IP	0.17025
COL1A1	5.868
KIAA0090	0.148
GRK5	-0.0895
AP1S2	-0.9733
TMEM52	-0.825
CA11	0.412875
OR4A15	0.119
ACBD3	1.8911
SPAG11B	0.29225
PRDM2	0.8401
FOXP3	0.60925
SMYD3	0.1748
LOC389199	1.3575
LGI2	1.7815
NAPE-PLD	-0.3773
ANKRD6	1.616
WDR45	0.672833333333333
SHROOM1	3.3155
PSCD3	0.5185
PYY	0.3355
KCNC1	-0.657
ARHGEF9	0.4912
OR8J1	0.57325
GPR55	0.339
NS3BP	-1.4555
C10orf22	0.653333333333333
NAT8L	-0.998
DUSP4	1.71266666666667
FOXM1	-2.50533333333333
GRAMD2	2.3506
ZBTB48	0.171166666666667
BUD31	-0.784
PABPC5	1.2385
CCDC41	-1.09125
FBXO11	0.07875
C6orf148	-0.0515
RFXAP	-1.183
C6orf15	-0.1145
CDK8	-0.494333333333333
C6orf70	0.64
TESSP2	-0.0245
ALG2	0.256
PPP1R3D	1.132
TPM3	1.34872222222222
SYT13	2.985
EPB42	-0.0636666666666667
CETN3	-0.76925
PRY	-0.289
NTHL1	0.214833333333333
POLR2B	0.0625
RPS28	0.553916666666667
P2RX3	0.226
LYZL4	-0.32775
WBP4	-0.027
PMM1	-0.77975
C11orf79	0.54375
CBLL1	-0.5735
IL1F10	0.297
VAX2	0.418
SETDB1	0.719833333333333
LRAP	-2.78
GCLM	-0.446333333333333
CPEB3	1.429
PPM1A	0.37175
INTS1	-0.79975
CAMTA1	1.04233333333333
SAMSN1	-1.074
LOC158830	-1.484
GMPPA	-0.395375
AIPL1	-0.425
IL24	2.14283333333333
BDKRB1	-0.776166666666667
MLF1	1.3128
TAF12	0.1385
ID1	-1.77675
THADA	-0.23925
PIK3CB	-0.19225
OR4N5	-0.1955
TBC1D17	-0.341666666666667
COX8A	-0.46875
CDCA4	-1.0705
C2orf44	-0.956
ZNF534	-1.175
IMMP1L	0.02975
NIPSNAP3B	0.197875
FTMT	0.361125
PWP2	-0.7875
MMP15	-0.8146
DNAH11	-1.688
MTMR14	-0.067125
DNAL4	0.032
IPP	-0.71575
TMEM59	0.679875
C1orf157	0.6995
RGS4	1.06683333333333
DDX18	-0.433666666666667
SNX6	0.245
ZNHIT2	0.277666666666667
NCDN	-0.369833333333333
FLJ33534	0.349
RAG1	-1.575
OR4D10	0.378
PTPN5	0.466166666666667
POMT1	0.078625
LRRC8A	0.3266
CYP1A1	-1.44625
CAPN1	0.0756666666666667
DDHD2	-0.423
GRIK2	-0.4
GNRHR	0.13025
PPBP	0.8305
HTR3A	-0.977875
SLITRK4	1.73
ANKRD49	0.225
BTF3	-0.2646
SARS	-0.08125
C13orf18	0.568166666666667
CACNB1	-0.171642857142857
QKI	0.227136363636364
SETMAR	0.403
MAN2B1	0.639
EML3	-0.70725
ACADL	1.42066666666667
OFD1	0.07
DEFB114	-0.423
CGA	-3.3315
PEX16	-0.106333333333333
LRRC10	-0.6415
GNG12	0.975
C1orf152	0.0758333333333333
CHRM1	0.165
CD53	1.14975
DBH	-0.5285
TFAP2B	3.768875
HIST1H2BJ	-0.565
FAM46D	1.444
TMEM11	0.05125
C3orf32	-2.22
PCCB	-0.451
IPO13	-0.0895
C6orf105	-3.34875
COMMD5	0.586
SUV420H1	-0.4685
LTBR	0.50075
ARHGAP15	-0.093875
HDHD2	0.22825
TDRKH	0.889
LOC401052	1.0005
PSG4	-1.7885
GNB4	-0.5369
SPATA4	2.3435
SLC9A3	-0.5805
OSBP	0.194833333333333
NBPF3	-0.31475
DOCK11	-0.9105
SLC39A5	-1.77966666666667
PRR5	1.1199
C10orf63	0.4585
SMTNL2	-1.294
ADRA1A	0.348
ASAH1	2.6292
DOM3Z	-0.1355
GIPR	0.9645
AHI1	-0.505416666666667
NADSYN1	-0.226
RGS14	-0.2775
IL18BP	0.9354
RTN4RL1	2.04066666666667
ARMC6	-0.8095
PSMD5	-0.484166666666667
HK3	1.3409
OR4S1	0.28925
RSU1	0.9905
MAD2L1	-3.18655555555556
EIF4A3	-0.562
DLEC1	-0.566
E4F1	0.132666666666667
CHMP2B	1.0667
CAMSAP1	-0.27625
RPS21	-0.818
ARID5A	0.93725
UBE2N	-0.1579
IGSF8	0.900166666666667
MAGEB6	-1.118
ACAD11	-1.0034
MGC4172	-1.1945
LMO4	0.081
KLKB1	-0.094
HP	-0.441
HDAC3	-0.3585
SCHIP1	1.66425
CLCA1	0.3625
OLFML2A	1.6425
C1orf112	-0.406
KIF19	0.797333333333333
HAPLN4	-0.4184
CXCR7	1.5385
GOT2	-0.9307
RAB38	-0.534125
DCX	-0.7495
PPM1H	-0.198333333333333
NFYC	0.57275
KIN	0.0155
ZNF228	1.08375
PLSCR4	2.93766666666667
HIG2	-0.71575
FAM79B	6.2505
C21orf86	-0.6105
KCNK10	0.59875
ZNF738	-1.40225
FSTL5	-0.5255
OR6A2	0.7855
OTOA	1.56966666666667
EXOC1	0.4
AHRR	-3.71975
PDAP1	-2.09908333333333
C19orf6	-0.413625
ZAN	0.08075
LY6G6E	-0.3505
EIF4E2	-0.54875
C20orf198	0.30125
ZNF324	0.46
CYP3A5	-3.43866666666667
ENTPD7	1.40216666666667
MBOAT5	-0.039
GJB5	1.21525
TTC13	0.047
S100Z	-0.662
KIAA0664	-0.937166666666667
PDGFRB	2.40283333333333
IL17D	0.458
OR56B4	-0.2905
RDX	-1.5685
SLC34A3	1.136
IL28B	-0.111
JUND	1.81425
CHRNB1	0.04475
CAMK2B	-0.22225
FETUB	-1.89225
CXorf23	1.2675
MRTO4	-1.28975
TTC3	0.1346
NDUFB8	-0.222
EDG2	-0.18625
SEMA3G	1.91625
IL23A	-0.33775
GRHL1	0.415
LOC441054	-2.0755
WDR65	0.550875
PSTK	-0.42125
STOML3	0.2138
R3HDM2	-0.0489
C5	-2.5675
SLC2A10	0.8535
C3orf22	0.153
PAQR3	-1.18815384615385
ANKRD26	-0.14175
HCRTR1	-0.168
LOC399947	-0.558
PSD2	-0.93375
TIGD2	-0.063
SCRN1	-0.2815
COQ10A	-0.332
DDI2	-0.3345
METTL7B	-0.4315
UCN2	0.613
FAM92A3	-1.3125
WDR16	1.66
ZNF511	-0.228333333333333
ZMYM5	0.003375
POLR3G	-2.60325
ZNF586	-0.35725
C1orf49	0.319666666666667
TANK	0.217
RCAN1	0.598166666666667
PELI3	1.0715
LIMD2	-0.241583333333333
TMEM189	-0.3485
NTN4	2.1055
LOC151300	-0.698
CLEC2A	-0.1125
GPR135	-0.120875
DPYSL4	-3.007
JAK2	0.457333333333333
TSHZ1	0.457833333333333
TM9SF4	-0.42125
ZNF264	0.462166666666667
SIRPG	1.78775
BICD1	-0.302
HERC6	2.96666666666667
METTL5	-0.894
CASP1	2.0245
PRRT1	-0.354166666666667
PLA2G4C	3.40633333333333
ICA1L	-0.387642857142857
TPTE2	0.0976666666666667
OTUD7A	0.9665
AQP11	-1.5295
APOA2	-4
KALRN	-0.4278
SECTM1	0.947416666666667
IFNAR1	0.2035
TALDO1	-0.328375
RAB11FIP4	-0.695666666666667
EIF5A	-1.7635
FAM49A	2.25725
NEGR1	0.8365
YTHDC2	0.4365
EHD2	0.70325
NCF1	1.9459
SCRT2	1.095
HOXA5	-0.505333333333333
NUP133	0.97125
FGF12	-0.9421875
SLMO2	-0.289375
SNTA1	-0.157375
CACNG2	0.3935
GCM1	0.175
ELF1	0.6635
TLR5	3.5865
TCFL5	-0.713833333333333
RBMY2FP	-0.911
LOC100125556	0.589625
FAM129B	0.4195
MAP3K7IP1	-0.636375
NCK2	-0.142
OXA1L	-0.5695
FMO9P	1.4585
ZSCAN12	-0.14325
PSMD12	-0.612083333333333
HSCB	-1.04725
CLDN10	-2.7275
MGC13053	-0.50075
HPCAL4	-0.3665
ASZ1	-0.5185
MEX3D	0.607583333333333
NFAT5	-0.4277
CSPG4LYP1	-0.353833333333333
FBXO3	0.4362
DVL1	-0.502833333333333
CMKLR1	1.60866666666667
TYMS	-3.3675
PEF1	1.11375
ZNF750	0.673166666666667
MCM5	-1.205
MEGF11	-0.61675
KCNK7	-0.275
PTP4A3	0.4855
C1QTNF2	-0.29
OR6S1	0.714
FAM122B	-1.05425
ZNF551	-0.654625
HBQ1	-2.2675
GEMIN6	-0.581
ARSK	-0.424
RBP7	3.56733333333333
CPNE9	0.22725
DSC1	0.687
LOC730112	-1.14225
MAP2K4	1.312375
HS3ST5	-1.959
EPB41L3	-0.2965
TEKT2	2.218
CDKN2B	0.9295
ZNF480	-0.994
MAP3K6	0.1714
MAP6	2.148
HN1	-0.4107
OR2L13	0.1965
SLC16A11	0.51375
FAM96A	-0.43375
APOL1	0.61775
C5orf32	0.508
RTP1	-1.385
RNF175	-0.127875
ZBTB41	2.21375
AHCTF1	-0.2257
SAE2	-0.7689
ITGA2	0.986083333333333
MME	0.227166666666667
CCDC14	-1.07575
MAST4	1.60135714285714
KRT33B	-0.5805
KCTD2	0.288666666666667
WDR26	1.39116666666667
MFI2	0.353125
NR4A3	2.181625
ARSA	1.095
UNKL	-0.392333333333333
SULT6B1	0.00449999999999999
CCNA2	-3.23633333333333
SOX15	0.5595
PPAPDC1B	-0.0435833333333333
C19orf44	0.3355
MCAT	0.4715
ARID1B	0.372875
OR52N1	0.1175
C12orf48	-2.342
MAGI1	-0.032125
NIPA2	-0.279
GBX2	-1.59275
RSHL3	0.3355
RAVER1	0.393166666666667
C15orf17	-0.47475
SLC30A2	0.305375
ZNF518	-0.43225
PCYT1B	-0.933
C10orf114	-0.83275
EIF3H	-0.0113333333333333
SLC25A39	-1.05783333333333
KIF1B	-0.53825
AMOTL2	1.46675
C6orf120	0.438375
PSRC1	-2.11175
PLA2G10	4.307625
KIF5C	0.524375
MRPL37	-0.8595
C17orf62	0.440166666666667
C9orf135	-1.2855
DUSP10	1.1315
CLCNKB	0.413
PSMA5	-0.388375
C8orf53	0.18875
AMPD3	0.804666666666667
PIAS1	0.101
ADCYAP1R1	-0.2045
GYLTL1B	-0.6565
CDH20	0.144
FBXO7	-0.3455
TMEM134	0.323333333333333
FLJ14213	2.05066666666667
ZNF3	-0.4185
LRRFIP1	0.555708333333333
CNOT2	0.21825
ABI3	2.60925
ALDH5A1	-0.848666666666667
HNT	2.8072
SERPINA4	-2.11
TK2	0.471416666666667
STMN1	-1.43666666666667
GUCA2A	-0.1044
GALNT10	0.809857142857143
DPP6	-0.79465
C9orf93	-0.107
PRELID2	-0.230625
STK39	0.418625
SFTPA1	-1.4525
CKS2	-1.91444444444444
RHO	0.25225
C20orf135	-0.21825
XKR3	-2.9505
CR1	0.302125
RPS6KA2	0.802
C20orf112	0.674
MRPL22	-0.10525
C4orf23	0.204166666666667
GADD45B	2.454
KLHDC1	1.64666666666667
C2orf48	-2.62
ZNF287	1.5585
DAAM2	-0.49075
DPPA2	-2.8725
TCTN3	0.451166666666667
DNAJB11	-0.2355
FPR1	4.15025
DEFB4	-0.162
PTCD2	-1.0964
SMOC2	5.177
CABP7	0.13525
SERPINB11	-0.06325
MAGEF1	-0.23175
NDE1	-0.182333333333333
ITGA10	0.4535
FSHB	-2.585
ANXA2	0.558375
HORMAD2	-0.323
HLCS	0.04875
MCF2L	1.58666666666667
FH	0.14825
TBC1D24	0.676
KIAA1505	1.89975
LGALS2	-0.047
CNBD1	0.019
SYNPO2L	-0.9785
PTPN23	0.153571428571429
C1orf183	-0.814833333333333
MAGEA8	-2.73775
DGCR8	-2.05775
GSR	-1.054
PAQR7	0.3375
ZNF676	-1.131
CACNA1C	0.4723
SP7	0.5675
PDCD6	-0.446
NRN1L	-1.712
BRI3BP	-0.853333333333333
KIAA1183	1.26875
ASB4	0.0136666666666667
CCL23	1.2789
OBSL1	-1.071125
SLC12A7	0.370166666666667
KIAA0240	0.93975
CD1B	-2.03283333333333
FCGR2A	2.617125
MDC1	-1.24975
HTR1A	0.189666666666667
OCEL1	0.29925
ATP11B	-1.17075
FBXO34	0.536833333333333
PCDH12	4.09283333333333
RPE	-0.75525
C17orf74	-0.0595
CSDC2	1.02433333333333
PET112L	0.058
TMBIM1	0.757
P2RXL1	-0.23625
TCHP	-0.68825
TRMT1	-1.38383333333333
F2RL2	1.36916666666667
LRRC32	3.4305
IMPG2	0.057
BGLAP	0.372
LOC493869	0.467833333333333
MRAS	1.976625
SLC35F5	0.11825
CBWD1	-0.179
AXL	-0.637375
ATP2C2	0.2615
TELO2	-0.6335
PNPLA3	-2.3225
PCDHB14	1.1515
CD276	0.50925
KRT80	-0.42025
DUSP28	0.2875
CSNK1E	-0.579333333333333
SRP14	0.919
KCNQ4	-0.4815
KRT72	0.153666666666667
CCDC117	-0.62
C6orf89	-0.128777777777778
TUBB2B	0.716166666666667
RTN4IP1	-0.62975
CR1L	-2.794
CEND1	0.529125
C12orf41	-0.4825
RNF31	0.322
UBN1	-0.156166666666667
C17orf32	0.555125
SLC5A7	0.60325
GPR92	1.3525
ESAM	2.9935
CTNNA1	0.745583333333333
HRBL	-0.0513
CBX4	0.21375
TMEM182	0.0115
SH3TC2	-1.21933333333333
IL10	1.03933333333333
PXMP4	0.8305
RNF167	0.0967
PAK7	0.905333333333333
ETV3	-0.2225
ATPIF1	-0.511833333333333
LOC554207	-2.00033333333333
OR8H1	-0.351
WDFY3	1.009
DPM1	-0.715
GPSM1	-0.2975
WDR92	-0.1421
LRP1	1.07466666666667
ANKH	-0.196
THUMPD3	-0.8665
POLR1B	-0.89775
OLFM4	4.222
RAD9B	0.22425
TSPY2	-3.2195
PAX6	-1.97316666666667
SCG2	-1.7635
SLC17A6	0.08375
FMO3	2.696125
PADI4	0.29175
TUBB4	-0.5912
NLK	-0.79675
POU4F3	-0.021
SDF4	-0.322
ITGBL1	3.46383333333333
NETO1	-1.619375
TAP2	0.227
ABBA-1	-0.04125
GNAI1	-0.04825
VPS4B	0.6435
NOPE	0.1215
GALNT6	2.931
SESN1	0.278
GBE1	-1.93688888888889
CLASP1	-0.03275
RASGEF1B	1.27675
ACOT11	-0.263071428571429
AFAP1	1.21125
OR2H2	0.01225
DPY19L2P1	-0.9665
DZIP1	-1.27275
SEC22C	-0.285833333333333
GPR161	-0.0743333333333333
RNF146	0.314
WDR74	-0.951625
GALP	-0.1865
PURA	0.65275
DNPEP	0.176416666666667
RP11-78J21.1	-1.24325
ERBB2	1.623125
FANCM	-1.28241666666667
NEO1	0.949333333333333
DDX3Y	-4.31
RPS3A	0.305
MXRA7	0.287142857142857
LGALS3	-0.0713333333333333
GLT8D1	0.4645
CFL2	-0.965166666666667
UPB1	0.06475
NAP1L5	0.314875
CLDN14	1.25
DHX38	-0.89675
BTBD1	0.09425
TARS2	0.844666666666667
ABCF1	-0.187
FCF1	0.0883333333333333
LRRC49	0.56875
GUCY1B2	0.6195
C1orf177	0.563666666666667
SMARCA4	-0.889071428571429
LRP8	-3.64483333333333
TAGLN3	-1.11575
MRPL14	-0.495
TTRAP	0.04
ZDHHC20	0.57675
NFE2L3	-1.1975
KIAA1377	1.17975
PALMD	1.8674
TMEM43	0.174
TTL	-0.93275
STAT5B	-1.25183333333333
SSB	-0.625
OR10H5	-0.65
SLC22A13	-0.8275
AKAP3	-0.4595
TIMM23	-0.288166666666667
OAS2	2.60875
KIAA0423	0.62975
TRIM11	1.3735
GLIS3	1.740125
TMEM50B	0.969
ARHGEF4	-0.94575
DEGS1	0.403181818181818
TBL1XR1	0.964233333333333
G6PD	-2.13175
SP140	0.6202
MUC17	-0.101857142857143
NUDC	-0.3477
DNAJC5B	2.09166666666667
SCARA3	-0.404666666666667
CPA3	6.99766666666667
BCAT2	-0.170625
MFN1	-0.4431
NRG3	0.6505
SNX11	0.313
PLEKHH1	-1.191
GPR177	-0.3355
HCFC2	0.37025
TCAP	-1.242
MOCOS	-1.06125
C14orf93	-0.0385
PRDM10	-0.444333333333333
SLC16A4	1.10633333333333
SRGAP1	-0.926333333333333
VIP	0.812
DUSP27	0.428166666666667
LILRA1	1.4623
MC2R	0.262
MGC24103	-1.52675
MBTD1	-1.795
FUT11	-0.351
USP33	0.1592
C15orf39	-0.5235
MAP3K12	0.41775
PAAF1	-0.522833333333333
BARHL1	-0.7315
FLJ16165	-0.081
PIWIL2	0.4745
SYNE1	0.671916666666667
CMTM4	-0.976375
TSPYL1	0.9029
GUF1	-0.890333333333333
TMEM157	1.0215
WDR44	0.397
HIST1H3C	-0.08225
DKFZp666G057	0.159
RNPEP	0.964
GAS2L2	0.276
ADH4	-4.5965
GRPR	3.703
FBXL17	1.3915
ZBTB10	-0.369583333333333
Gcom1	0.711277777777778
HTRA1	2.6051
ZNF585A	0.016
SLC26A2	-0.0966428571428571
OTOP3	0.267833333333333
WISP1	3.64833333333333
ATP2B4	0.571916666666667
FLJ10769	0.36625
CRAMP1L	-0.752125
CHST12	-0.76525
RAB22A	0.730916666666667
TARDBP	-0.214357142857143
STAU1	0.42525
CRB3	2.14533333333333
MIG7	-2.5015
CHMP1A	-0.474
ZNF160	-0.146625
B3GALT6	0.05225
BARX1	-1.2715
C6orf167	-1.5280625
NXNL1	0.1985
DHX29	0.47525
HADHB	0.5125
PLXNB2	0.408
ILDR1	-1.2135
SLC15A3	3.13275
GAS2	-3.3225
C20orf69	0.07425
NUMB	0.1255
TNIP1	0.40875
MESP1	0.459333333333333
PSKH1	-0.61725
NSFL1C	0.271875
RHOG	0.56475
HEY1	-1.3295
KNG1	-1.6205
ITGAX	2.0126
LIN9	-0.472833333333333
CANT1	0.277875
XRN1	0.165642857142857
CCDC96	1.7341
HEATR6	-1.06383333333333
GNG7	0.105916666666667
RUNX2	1.5560625
SOX1	0.753666666666667
FCRL5	0.3944
ZNF99	-0.026125
FAM9A	-0.0545
SNX22	0.4795
MBNL3	-1.2715
ODC1	-2.3999
ADORA2B	-2.3305
NR2F6	0.3075
ZFYVE16	0.0333888888888889
SYNJ2BP	0.7745
POLE	-1.468625
E2F2	-1.776625
THRA	0.0575
PTGES2	-1.11433333333333
HIP1R	0.296666666666667
TMUB1	-0.710333333333333
ENO3	-2.02075
RSPH10B	0.0175
CXorf39	0.93025
IRGC	0.049
GPR109B	1.1525
FLJ13305	-1.011
LCE3A	-0.2435
TNFRSF18	0.581166666666667
DET1	0.237
TRPM3	-0.39175
C16orf79	-1.604
FECH	-0.158666666666667
RAP2A	-0.058
CRIP1	3.08
AZIN1	-0.280875
SLC7A7	3.7525
IL10RA	1.0256
TMEM64	-2.0495
CDC42EP4	0.8872
C16orf58	-0.0201
ARG2	-2.3555
POU5F1P4	-4.81725
FAM62B	-0.095
DNAH8	-2.1208
ASH2L	-0.00787499999999997
TSLP	-1.78833333333333
CNTNAP5	-0.0113333333333333
TMEM16C	0.2935
IFNA14	0.299
SLC1A3	0.78575
CABYR	0.98275
BCL7B	-0.1596
NUDT13	-0.9135
C13orf28	0.8005
C1orf53	-0.0295
ARL6IP4	0.0404
RPL35A	-0.07625
EMR3	1.872
RAB40C	0.458333333333333
SLC41A1	0.1885
LRCH1	0.15375
LY6G5B	-0.5005
FAM124A	0.0809285714285714
MGC10981	-3.72716666666667
CLIP3	0.856
MAP4K2	-0.449
CHIC1	0.85375
SULF1	4.12766666666667
C20orf30	0.448071428571429
PRDM5	-0.244
ELOVL1	0.25325
C11orf48	-0.744625
SLC39A10	0.26775
KCNV1	-0.1235
ACP1	-0.549833333333333
ZMYM2	-0.267
B3GNT6	-0.535166666666667
C9orf69	-0.6905
C2orf15	1.36925
C20orf166	0.347
HSP90AA6P	-1.269
EDG7	-1.168
NEURL	-0.055125
LPL	2.67933333333333
CLEC2D	-0.155642857142857
GRRP1	2.39166666666667
CD8B	-2.3047
HIST1H3D	-0.3845
SLC6A12	0.344
FAM27L	-0.334
CD84	2.1218
RASA1	0.2595
PHKG1	0.284
MAGEA11	-1.8655
IMPA1	-1.2615
NPM3	-1.68925
RARRES1	3.94175
SH3BP1	-0.00874999999999998
B3GNTL1	-0.3985
ARPC5L	-0.176666666666667
KLHL26	0.321
SIM2	-0.751125
GJC1	0.2665
C20orf194	0.4065
EXO1	-3.03025
SLC2A2	-2.5385
LOC285074	-1.149
LRG1	3.18975
KIRREL	0.551
