Hybridization REF	TCGA-A8-A08L-01A-11R-A00Z-07
C20orf174	3.2005
SPRED2	1.31775
PLA2G12A	-0.144833333333333
ICEBERG	-1.5216
SCN10A	1.234
C11orf65	-0.386
GBP5	5.33425
PITPNC1	-0.478666666666667
POU3F3	0.967
NCOA7	-0.59875
LIN7C	-0.8052
LOC348840	0.7285
NKX2-2	1.7235
ANKRD13D	0.226625
LOC123688	0.50525
FUT2	0.478666666666667
TAAR8	0.2915
FZD4	-0.673583333333333
PNMA3	0.0238333333333333
OR4L1	-0.102
WIT1	-1.7035
EXOC3L	1.0635
ATPBD4	-0.944
KRBA1	-0.24525
UBXD6	0.99525
HOXB7	1.15971428571429
C7orf23	-1.479
UNQ338	1.31125
STAB2	0.3145
CDC20B	0.99275
IRF9	1.69225
CENTG1	0.509666666666667
TNPO2	-0.63125
MCPH1	0.438
BMS1P5	-1.91175
SLC26A7	2.43875
HIST1H3J	1.7685
C9orf3	-0.0401
LBH	1.146125
MYO1D	1.439625
PTDSS2	-1.09875
NFU1	-0.12775
DEPDC4	-2.86975
WNT7B	1.1188
GLP2R	0.676666666666667
SETD4	-0.1627
DYNLT3	-0.4538
FKBP11	-1.73066666666667
SESTD1	1.8565
FLII	-0.346
RPS16	-1.3839
CHPF	0.139333333333333
CSNK2A1	-0.3215
SUMO1P1	0.66825
FKBP6	-0.2165
ZNF214	1.26083333333333
TWIST1	0.689333333333333
DDX56	-1.09616666666667
TRAM1L1	1.189
EPO	-0.225166666666667
MRPS18B	-0.43475
ZNF682	0.411833333333333
RPL14	-1.50766666666667
MAFF	-0.049
LOC51136	-0.348
LY96	0.1225
DDX20	-0.99725
ABTB1	0.312166666666667
ARL5A	-0.3022
CCT6A	-0.59875
HEPACAM	-0.530666666666667
EHHADH	0.355333333333333
RBAK	0.368166666666667
CGB1	1.90375
ITGB5	0.909
YIPF3	0.6045
FKBP2	0.05125
NR1D1	-0.9838
TMEM110	-0.123
NEK2	-0.0588333333333333
PRAMEF8	-2.588
C20orf52	0.132833333333333
PCDHGA3	0.972
VWA3B	-0.1145
NDUFA5	0.833125
THAP9	-0.37325
FLVCR2	0.151
AP1S1	-0.254875
SMAD6	-0.961
SAV1	0.05225
SAT1	0.8845
ZNF251	1.626625
ADAMTS7	0.4867
RPP38	-0.5535
C1orf211	-0.543
YPEL2	1.79995
RBMS1	-1.08375
ZNF445	-0.0533333333333333
NRXN2	0.5385
PGBD4	-0.422875
UGT2B28	-2.545
WBSCR16	-0.637
NLRC3	0.395625
ASTL	-0.1855
ST6GALNAC1	-2.57075
ZADH2	0.026875
MLLT4	0.810666666666667
ARL6	0.427
MEF2C	0.25775
CBFA2T3	-1.7975
AFF3	-0.112285714285714
COG7	0.156833333333333
MYB	0.407666666666667
PLXNA3	0.216
XRCC2	-0.7485
MMS19	-0.815
ST8SIA5	-1.048125
CHPT1	-1.18533333333333
KIAA1712	-0.967875
OR6X1	-0.177
ACTR3	-0.021125
UGCG	0.320666666666667
OR4P4	0.948
ZAP70	-2.07875
LPP	0.561
ZNF485	-2.161
PTPRCAP	0.35425
IL12RB1	0.29175
ATRX	0.3558
CHST8	1.78125
C14orf109	0.19175
ARV1	0.83825
NMB	-0.878428571428571
COX5A	-0.940166666666667
EIF6	-0.659
MPPED2	-2.23166666666667
SEMG1	-0.643
CHRDL1	-1.187
TRAF3IP2	2.03225
WNK2	-0.308875
LILRA4	3.027
LAMA2	3.00075
PXT1	-0.5565
RLBP1	-2.6745
CD300C	0.29625
SLTM	-0.267125
FLJ10404	-0.433625
APOBEC3D	-0.813333333333333
RENBP	0.553
ATXN7L1	0.04
NID1	0.0415
TUBGCP3	0.90975
ITIH5	1.35061111111111
CCDC110	2.69275
C8A	-1.85525
MGC87042	-3.3675
HOXC13	0.6225
TFDP2	-0.4615
HCP5	0.824125
POLI	-0.00725
UCN	0.328
ZNF764	0.305166666666667
C8orf45	2.1495
FHL3	-0.68425
SPATA5L1	-1.77825
MMRN2	2.382
NDST1	0.556333333333333
COL20A1	0.383
ZNF248	-0.3255
PELP1	-0.429166666666667
MBL2	-1.4014
RNF41	0.74275
C5orf24	0.9145
THOC5	-0.0593750000000001
SERINC3	-0.23575
RP11-151A6.2	-0.028
CDCP2	0.303
HIST1H2AA	-0.11225
C11orf75	0.381833333333333
FKBP7	-0.13925
DDOST	0.08825
GPNMB	1.59516666666667
TTF2	-1.7866
KCNT1	-0.0108333333333333
SLC39A14	-1.528
NGRN	0.0305
GPR137B	3.03775
MECP2	0.0995
PSMA1	-0.82725
C16orf73	-4.00125
TMEM60	0.446833333333333
CSN3	1.375
NOS1	0.536333333333333
RAB7L1	1.582
YBX2	-0.3765
KIAA1166	0.672375
FUBP3	-0.1905
ABCG1	2.1075
ACACA	-0.210666666666667
ARL11	0.585444444444444
ATOH1	-0.8865
ODF1	-0.2942
CREB3L3	-1.41
TMEM127	0.925214285714285
DSCAML1	0.15575
PLN	1.8464
LYPLA1	-0.84
PRDM9	-0.951
SASP	0.441
PLUNC	0.142833333333333
INTU	-0.59775
HISPPD1	-1.0045
LNPEP	-0.6005
YARS2	-1.91883333333333
APCDD1L	-1.1825
ZCCHC4	-1.0408
FBXO22	-1.238
TTLL13	-0.379
ZNF669	0.608333333333333
PTGDR	1.66025
DDX27	-0.0655
KIAA0409	-0.882833333333333
GJB6	1.08833333333333
ASB8	0.98825
PLP2	0.0675
MEPE	0.055
OR10J5	-0.97
KRT222P	0.692
COQ7	1.1385
C1orf101	1.16975
RERG	0.8371
CHMP5	0.580875
THAP11	0.6635
ZNF43	0.4915
ZRANB3	0.311166666666667
KRT13	-1.356
MRPL19	-0.051375
RBBP9	-0.072125
SPATA17	1.82885714285714
BXDC5	-0.695666666666667
PAFAH1B1	-0.599916666666667
MAGEE1	0.6805
OSTF1	0.31025
KIAA0323	-0.80675
TXNDC13	0.3665
CNTN4	0.430125
LCE1B	-1.445
UNQ501	0.589
ZNF154	0.22125
C3orf64	0.594
SYT5	0.2169
PON1	0.227166666666667
FLJ10357	-0.45375
ATP4A	-0.3735
GNPDA1	-0.335166666666667
MGAT1	0.578666666666667
C14orf121	-0.292
SLC35B2	-0.33225
MIER3	0.337666666666667
CHEK1	-1.399375
ZNF8	-0.029
TXNDC1	-0.537
CKB	1.5635
RTN3	1.061
FZD2	-1.5515
PART1	3.149875
PSMB6	-0.94425
PCDHB8	0.5345
PHC3	0.929777777777778
PPP1R8	0.359166666666667
NOVA2	0.7075
TNFRSF11B	-4.798125
GOLPH3	0.989333333333333
UBLCP1	-1.3735
SUHW3	-0.753
TTLL1	1.71975
OPN4	0.282
OR13G1	0.8605
ZPBP2	-0.5916
HSD17B11	-2.040875
C9orf50	0.806
DHDDS	0.537928571428571
CTSW	1.0811
NEFM	-2.0296
MRPL28	-0.40825
SYN1	0.5505
PIGV	-0.682833333333333
ZIM2	-0.462
APBB1	0.219333333333333
SND1	-0.447
C1orf123	0.279666666666667
CHD3	-0.76175
BHLHB8	0.29325
RNASE2	0.0905
BCAP31	-0.023375
SLC25A44	0.246833333333333
CHD6	1.0993
PIB5PA	1.42453846153846
SELS	0.502375
LOC541471	0.07125
FAT2	0.636
ZNF81	0.124
OR4C16	0.478
FLJ10081	0.0283
LRRC4	1.73075
CS	-0.452333333333333
N4BP2	-0.222875
IGFBP7	1.38425
ZNF318	0.00418181818181818
NDNL2	-0.0735
ZNF609	0.16925
SIRT4	-0.3115
EXOSC10	0.4965
ECE2	-0.178083333333333
OVGP1	-0.4175
GTPBP3	-0.68075
PACS2	0.4791
C19orf36	-0.3225
ARL4C	0.565
ATG4B	0.091125
UBQLNL	2.63525
RHOXF2B	-3.719
PLEKHG2	-1.435
GALR1	-1.698
AQP4	0.1798
HDAC7A	-0.2795
DCUN1D3	0.15375
OR8A1	-0.4925
CCRN4L	-0.306428571428571
CBR4	-1.51466666666667
KIFC1	-0.850166666666667
SLC7A14	-1.43633333333333
LHX5	-2.305
TRPC7	-2.07
LPXN	0.114
SERPINA1	-2.477
RPS13	-1.3113
BPIL3	2.2855
PRKAA1	-1.00925
FADS2	1.3992
ENAH	2.560125
PRO1768	1.185
APBA2BP	-0.3735
LIPH	0.3605
C3orf33	-0.95425
RCC2	0.581
ALDH1A2	-3.0702
RNF103	1.678
AHCY	-0.459625
ALG12	0.3
CCL17	1.50025
ZNF543	1.31333333333333
ESRRG	3.44
CNGA1	1.21575
RDH5	0.139333333333333
OTX1	0.4252
PTGFR	-0.725333333333333
CDR2	0.511875
SELE	3.6745
NLGN2	-0.749833333333333
EXOSC9	-0.996
ZNF566	0.853
KLRC2	-3.321
GPR12	0.3955
KIAA0196	0.5065
PDRG1	0.4045
SSR3	-0.844928571428571
MSI1	-0.8065
CST9	-0.0905
CC2D1A	-0.1335
PLAGL1	-0.902944444444444
ZNF778	-0.075
RNF2	-1.007875
KLF6	1.19633333333333
THBD	0.878833333333333
tcag7.1314	0.99375
NR5A1	0.111166666666667
ABCD2	0.687666666666667
DNAJC7	-1.2705
CLEC4C	1.234
TM2D3	0.510125
CCDC4	0.068
PLAC2	2.36025
DCD	2.307
FAAH	0.061
POLA1	0.0351666666666667
TM7SF2	-2.298125
FLJ39822	-0.9315
FLOT2	0.332
MAP4K1	-0.058
SRP68	0.097375
C21orf74	null
ARPC5	0.799875
LOC126075	1.28525
HECW2	0.649571428571429
ZDHHC4	-1.2415
ANKRD42	0.9334
PDE9A	-0.0313333333333333
ABCA8	0.4325
NDUFS2	0.75475
UBR5	-0.339125
BTBD16	-2.31475
LOC554174	1.5415
ZNF20	1.3555
KIAA1843	-0.706
WDR17	-1.248375
C15orf33	-0.1195
RNF113A	-1.07
CAMKK1	-1.3836
CLCN2	0.18025
ANXA6	-0.978
LOC340069	0.4545
EMID1	1.191375
DPM3	0.07725
ELA1	0.0745
SLC25A13	0.4309
KRT24	0.656
SMPD1	-0.245666666666667
TH	0.15825
COL6A2	0.407428571428571
ANKS1B	1.66025
GPR126	0.7569
ZC3H12A	-0.417333333333333
TMEM47	0.0801666666666667
C2orf51	-0.0281666666666666
C1orf88	1.87233333333333
HSF2BP	-0.0735
AKAP10	-0.631
RPAP3	0.232
KLHDC8B	-0.2665
STOM	0.2583
MUPCDH	0.35775
C10orf72	-0.382571428571429
PLEKHA3	0.682166666666667
TCP11L1	-0.5435
CWF19L1	-0.0995
SPEF1	1.14230769230769
YSK4	0.2955
ELN	0.9336
SAMD8	-0.769333333333333
MPI	-1.7725
MEPCE	0.3646
ABCC3	-1.26275
NANOGP1	-3.1
KCNK17	0.256
HLA-DMB	4.28666666666667
RRAGA	1.003
ANGEL1	-0.9025
RBM32B	0.4295
CPN1	-2.43425
MGC52282	-0.2051
HLA-A	1.14716666666667
OR9G4	-0.013
EDNRB	-1.779375
SCD	-0.366928571428571
C14orf80	-0.243333333333333
BAGE2	0.0335
RABL4	1.18066666666667
RCVRN	-0.9175
SHANK1	0.347
NLRP7	-2.58775
CD226	1.20833333333333
STAT3	0.82975
SYNJ2	0.1318
TPCN2	-0.588166666666667
WDR36	-1.24425
MBD4	0.43825
ROBO1	-1.2629
ST3GAL6	-3.359
SLAMF8	3.15066666666667
ATN1	-0.0243333333333334
GPR141	0.804
KRT36	-0.763
TPH1	-1.902
DDX52	0.4985
ZSCAN29	-0.671333333333333
TRPT1	-0.247333333333333
DPEP3	0.2725
DENND4A	-1.184875
TSPAN16	-0.8985
PTCHD2	1.273
LOC145814	-0.7355
CAP1	0.5675
EIF5A2	-0.5082
NT5DC3	-1.89325
SEPT9	-0.171375
SEZ6L2	0.354125
EGFLAM	2.582
VPS11	-0.090625
NDUFB5	0.8995
CIDEA	2.19283333333333
IER5L	1.23725
N6AMT1	1.0535
FAM83C	-0.312
OXR1	0.741666666666667
IRX1	0.0135
DGKB	-0.2978
GCN5L2	-1.7355
MIR16	0.040875
FBXW9	0.60525
WDR4	-1.47933333333333
PDC	0.0915
VPS33B	-0.801
HEXB	-0.7275
FLJ32214	0.495
TCEB3	0.0175
CRLF1	0.911
ABI3BP	1.23
C8orf22	-3.716
PYCR1	-0.926875
KIAA1706	0.02925
CDK5R2	0.367
WAS	0.1875
C12orf60	-1.1505
CCBL2	-0.873625
MADD	-0.013
C5orf34	-0.7505
WDR42A	0.0254
KLF12	-0.44225
HSPA1A	1.7915
ITM2C	-0.804666666666667
DAPK2	0.390333333333333
LOC442590	0.142
SUMF2	-0.16375
CENPA	-1.32807692307692
TMED5	-1.409625
CDH6	-1.1234
BRP44	1.508
THG1L	-1.73075
GABRA2	-2.21175
C14orf166	-0.10025
MYL1	-0.597
TNFSF18	0.4125
PAP2D	-1.578
PPIB	-1.116
KLHL4	-0.0715
SFN	0.307833333333333
CCDC127	0.506
FRAP1	0.357
GOLGA5	-0.104
SDCCAG1	0.136125
MGC21675	-0.410833333333333
C10orf95	-0.64975
KIAA1345	0.0206666666666667
C1orf163	-0.663
LACE1	-0.123333333333333
OR10K2	-0.4605
CENPN	-1.23732
TMED2	0.0555
UGT1A6	-0.4165
ANG	-0.78875
U2AF1	0.074
CASC2	0.516333333333333
NMT2	-0.371166666666667
OSGEPL1	-0.042375
DFNB31	-0.3635
SLC6A20	0.290375
DKC1	-0.1275
FXYD4	-0.55425
WDR64	0.561
MGC5590	-0.2175
CREBZF	-0.0295
DAZ1	-0.376
PRPSAP1	0.3385
GCHFR	-0.2065
TTC7A	-0.870125
LOC196993	0.784333333333333
UBD	2.22883333333333
S100A1	1.106
RPL6	-0.8235
DNAJB6	0.16355
NAGS	-0.3774
C2orf58	-0.138
KERA	0.363833333333333
MT1X	-0.447
UBE2B	0.5177
KEAP1	0.667
MST1	-3.619375
OMA1	-0.2415
ABLIM2	0.90875
BCL2L13	-0.188916666666667
JAZF1	-0.750666666666667
TMEM63B	0.7785
S100A8	-0.1964
ARFIP2	0.233
UROS	0.56725
KHDRBS2	0.1885
POLQ	-1.09325
SOAT1	-0.636
SPAG4	-2.10925
MRPS30	-1.06933333333333
LOC494141	-0.24525
OR2T11	0.4355
ORAOV1	-0.2879
ZNF184	0.611333333333333
TCEB3B	0.0968
ADAM21	0.645
GDPD1	0.4315
SPINLW1	0.31775
PRR14	0.154333333333333
KCTD9	-0.5713
NUDT3	0.111
KIAA1822	1
HIST1H4K	1.569
DFNA5	-2.50275
GABPA	0.545
C14orf44	0.8385
POLB	0.557375
PTAR1	-0.508
SEC31A	0.2722
TRIM58	-0.403
TAS2R14	-0.7275
VPS8	0.79675
H1F0	0.0478333333333333
PRKCB1	-2.057
UGT2A1	0.2015
TOR1B	-0.2615
LSS	-0.88975
C2orf19	0.367
HNRNPC	0.3215
TMEM100	-1.0615
LOC116349	-0.51475
OR51M1	-0.0775
CCDC142	-0.82425
ISG15	1.242375
ZCCHC14	-0.390625
CREBL2	0.480625
TGDS	-0.66975
DC2	-0.8935
CACNA2D3	-1.73685714285714
ZNF429	-0.41025
LYPD6	-0.582833333333333
SUCLG1	0.491166666666667
OR51I1	0.1925
MAGEH1	1.3115
PRPF40A	-0.563
SMR3A	0.4825
SPINK2	-0.0585
THAP2	1.675375
NPY5R	-0.21675
IRF4	-1.58675
SPESP1	-2.0825
OR10S1	0.1485
DTD1	-1.3315
TUBE1	-0.12725
DDX19A	-0.551
PDPN	-1.6275
TMEM34	-0.341333333333333
MGAM	0.0985
COL3A1	5.50894444444444
GFM2	-0.910777777777778
OR5A2	0.0824999999999999
PSG9	-2.10425
ARHGEF11	0.229833333333333
IVNS1ABP	-0.38525
SIGIRR	0.27175
DUSP19	0.099875
DNAJC14	0.6167
ACSS1	1.318
IL1RAPL2	-0.472
C4orf30	-2.352
SEPT4	2.01675
LANCL3	-2.87525
SPAG17	1.53183333333333
PRDX3	-0.301375
HNF1A	-1.613875
P4HA2	-0.309
RFWD3	0.224333333333333
MOV10	-0.358
DNAJA5	0.325214285714286
LOC729440	-0.55125
LOC200383	0.418875
SMC2	-1.95125
MIXL1	-1.36183333333333
TMEM9	0.0885
FAM86A	0.594
ZNF174	0.4454
MYH14	-1.09825
CCR8	0.242666666666667
VPS37C	1.08483333333333
GPATCH1	0.814333333333333
B3GNT8	1.802
TBX4	-1.022
CNR2	1.25483333333333
PCDH1	1.28325
C5orf29	3.08025
OCIAD2	0.6735
PLCG2	0.65
KIAA0247	1.13425
HRH3	0.6096
CAPN13	2.842625
CCR1	0.0107
MGC15523	-0.208611111111111
UVRAG	-0.304333333333333
DNAJA2	0.1
ITGA2B	-0.421
CLDN5	2.656125
PTPRN2	-0.0966428571428571
ZNF512	-1.43966666666667
PSAP	0.780285714285714
CCDC140	0.084
LRRC55	0.4245
CYP26C1	0.092
C8orf47	-1.01625
LYN	-0.05725
DUSP6	-0.257666666666667
TGFB3	3.10133333333333
ELK1	0.0848
PCDH11Y	0.6254
HGD	-2.28375
C17orf58	1.06225
MYO3A	1.1665
SERPINE2	-4.18083333333333
AARSD1	-1.31675
C14orf73	-0.87625
ADAM33	-0.23125
ZNF491	0.928
MAPK6	-1.13216666666667
TCN1	-1.0075
SLC24A6	0.0295
UBE2R2	1.13625
H1FNT	0.40525
TATDN2	0.9125
LILRB1	1.99625
P2RY5	0.99
NUCB2	0.183
C2orf37	0.6265
SNX27	1.247
MTA3	0.3435
FOXO4	0.6125
ID4	-2.04533333333333
SOX5	-3.597
PXMP3	0.717625
OR52M1	-0.02
SFT2D3	0.34125
INA	-2.24083333333333
MCOLN1	1.14375
NFIX	0.309777777777778
CLEC14A	4.98733333333333
HIBCH	0.738333333333333
PLA2G5	0.55925
TIMM10	-0.371333333333333
MED17	0.0523
COL4A4	2.057
TPP1	0.263333333333333
GJA3	-0.8725
TMPRSS5	-2.013
AADACL3	0.168
DNMBP	-0.09225
ENPP5	3.81733333333333
NQO1	0.9779
ZSCAN2	-0.88175
SEC24C	-0.956333333333333
GTF2A1L	0.7075
AXIN2	-0.7155
FAM33A	-0.39075
C16orf13	0.528125
SPNS2	0.8345
TAF1	0.42975
AP1G2	-1.0515
RBM42	-0.281333333333333
HCN2	0.6525
EFHB	1.49833333333333
RUSC1	1.12516666666667
GRIK5	-0.0295
USP21	0.2025
ATAD3C	0.33575
ORMDL2	0.847375
PRSS7	-2.45825
PSAT1	-2.48125
FLJ13195	-1.70816666666667
TBC1D1	-0.028
IFNG	2.78
OTOS	0.269333333333333
ZNF773	0.9965
EMD	-0.9965
RETN	-0.27525
CCL8	4.1595
APH1A	-0.141375
COX18	-0.174375
GTF2IRD2	0.6465
CCDC82	-1.74841666666667
PAFAH2	1.06177777777778
NPEPL1	-0.7484
RP11-114G1.1	0.5535
TP53INP1	1.53775
ZNF300	0.324666666666667
FOXL2	-1.93825
LARP2	-0.338916666666667
LATS1	0.8135
HTR6	0.3465
SPOCK2	0.654
RNF144B	3.28983333333333
HTATIP2	-1.967375
MGC10334	0.231916666666667
CENTA2	2.22616666666667
FGF2	-2.66075
FXYD7	-0.274
PHYHIPL	-2.212125
GPR34	4.161
DDX6	0.387666666666667
OR10W1	-0.1085
LHFPL1	-0.2205
ZNF313	-0.106714285714286
VPS28	1.3545
AP3M1	-0.2721
AKR1CL2	-0.49975
TRAF4	0.892625
OR2B11	0.3895
C19orf12	-0.079
AKAP9	0.317
C1orf62	0.0193333333333333
SLC20A1	-1.833
FAM112A	0.485
LDB2	-0.129625
MRPS23	-0.3885
KLK5	-0.152375
SPTB	-0.5228
EFEMP2	-0.19425
EFNB2	1.945875
PCM1	-0.273428571428571
NMNAT3	1.778375
TSG101	-0.017
C8orf40	-0.114
NOB1	-1.34575
ABHD3	-0.247
GTF3C4	0.36325
PIGN	1.24383333333333
GALNTL1	0.0825
AEBP1	0.927
OR9Q1	0.5175
ANKRD2	-0.341625
CCL28	-1.1535
TRIM38	-0.165833333333333
TMCC1	0.3245
SMG5	-0.6175
LRRC7	-1.25
NCAPD2	-1.58683333333333
C6orf153	-0.33475
C1orf74	1.56475
OTUD6A	0.4445
DCP2	-0.398666666666667
TMEM24	-0.29275
RPL18	-1.30616666666667
TMEM177	-0.59425
LRRC37A3	1.8905
C1D	-0.275666666666667
LDHC	-0.11175
UBE4B	0.422666666666667
NIT1	0.640125
BTN3A3	0.337125
RASD1	0.633
COMMD3	-0.33875
SHFM1	0.69775
BIRC8	-0.02875
DUT	-1.17
C12orf51	0.772
LRRC59	-0.293166666666667
LY6H	0.17025
WDR22	0.298333333333333
EDEM1	0.3435
ADH1A	2.239
PANX2	0.1889
CYP11B1	-0.12475
CDC73	0.18425
GPR172A	0.68625
GSTM3	1.72730769230769
KCNA5	0.555375
SERAC1	1.10066666666667
NFATC2	0.737
ANAPC5	-0.8132
C15orf24	-0.45275
NFATC2IP	-0.38375
TNRC6C	1.06716666666667
MGC102966	-3.660375
FGD5	0.455666666666667
MED9	-0.016
RAB13	-0.046
C15orf49	-0.3545
CRYGS	-0.1748
C12orf53	-1.17366666666667
LOC283693	0.0055
COX6B2	-0.361
PHF14	-0.193125
FAM3A	-0.838625
RPL13	-1.4013
PRDX2	0.4206
FLJ34047	-1.0775
PRMT3	-1.31075
KCTD19	-0.801
TRIM10	-0.478166666666667
MGC26597	0.518666666666667
GCNT4	0.19375
GPRASP1	-0.48475
CDKN1C	-0.297
RHBDL2	2.2759
HSPH1	-0.10375
AQP1	2.683125
COL17A1	-2.0423
GFAP	0.0775
CDC16	0.8045
KIAA1614	-0.00600000000000001
C6orf118	1.1206
ZSWIM5	-0.26
FAM83F	2.7555
LYNX1	1.3943125
SYNPR	1.08025
XG	2.41533333333333
PRSS16	-1.590375
KIF13B	0.970857142857143
PCDH9	-1.3375
HIST1H2AH	0.690833333333333
RBM18	0.58275
ZNF626	-0.4675
HEXIM2	-0.172833333333333
ITFG1	-0.1195
TUBG2	-0.747
SFRS7	0.0205000000000001
C9orf14	0.2745
EXTL1	-1.5215
GBP3	1.142
WDR5	-0.5985
RARG	-0.117333333333333
MYO7A	0.076625
CECR6	0.9905
C13orf3	-1.125
SFRS18	0.176375
ACVR1B	0.307833333333333
PSMD1	-0.3394
C7orf31	-0.5095
ILVBL	0.52975
IFNGR1	0.82575
RNF186	0.1755
NOL9	-0.12275
MAGEL2	-0.379
SLC29A2	-0.604
NHSL1	1.3945
RBMX	-0.4585
PSORS1C2	0.150875
RAD51L3	0.209416666666667
LCN6	3.195
ORAI2	0.13925
BRUNOL6	-0.4203
OR4K5	-0.0395
CDC123	0.069875
MSLN	-1.91633333333333
WWTR1	-1.46766666666667
ZNF700	0.0741666666666667
COBL	-0.1095
PPP1R16B	-0.02475
GAS7	-0.4335
MDN1	0.026125
HAAO	0.0785
C9orf68	0.6965
TNFAIP2	0.640625
FOXN1	-0.0375
hCG_2033311	0.0375
ATP6V0D2	-0.1304
RPL41	0.20025
SLC38A1	1.797125
ARHGAP6	-1.66783333333333
ADAD2	0.32025
PHF20L1	1.2469375
MCM3AP	0.513833333333333
ST3GAL3	-0.741
SNX1	-0.6295
ELF5	3.06375
PARP3	-1.032875
RBM8A	-0.326875
LINGO4	0.1345
ITGA9	0.9015
ZFR	0.5095
ACSL6	1.59185714285714
FLJ20699	-0.7713
DAOA	0.64725
FABP4	6.8345
KCNB1	1.22925
CANX	-0.7715
SLC25A28	-0.306333333333333
ADIPOR2	-0.365625
ECHDC2	1.758375
SMA4	1.55175
FRZB	1.818125
PABPC1	0.520333333333333
DMRTB1	-0.245125
APOBEC3G	0.334
CATSPER2	-1.49233333333333
CUEDC1	0.291
STARD9	-1.028875
CLDN8	4.9165
LOC23117	-0.991090909090909
E2F6	-1.00833333333333
TMEM126B	-1.4925
DPY19L4	1.384
GIMAP5	3.16383333333333
NDUFA9	-0.747166666666667
FAM77C	0.765
CTPS2	0.824
LOC51035	0.007875
WDSOF1	-0.21575
EGLN3	-0.698375
PITX3	0.590333333333333
OR52E8	-0.816
GRM4	0.4735
KLK1	-2.19916666666667
GPM6B	-0.608875
RRAGD	1.03133333333333
PAGE5	-2.976
UCHL5	-0.700166666666667
ULK3	-0.714666666666667
AIM2	1.6635
PNO1	-0.603333333333333
OR2F2	0.223
GNAT2	-0.1545
SIX1	3.5085
ST13	0.306666666666667
ZBTB44	-0.3635
TIMP2	0.26025
ZMAT4	-2.72725
GTF2IRD1	1.008
ZNF19	1.18983333333333
ZNF714	-0.21025
RSC1A1	0.53975
C9orf80	1.214
PSMA8	-0.521
TMEM141	0.24625
COX4I1	-0.426285714285714
CTAGE1	0.395333333333333
DTWD1	-1.674
HSD11B1	2.165
KRT6B	2.13275
ARID4B	1.540625
LHFPL3	0.134333333333333
WWP2	0.676583333333333
ZNF326	-1.2045
RGPD1	-0.4045
CTSH	1.95266666666667
FASTKD1	-1.191375
PAF1	-0.1411
TTC9C	-0.37325
IFT57	0.5467
PRSS36	-0.818
IL20RB	-0.664
ZNF592	-0.513
DCTD	-1.2865
CFP	2.12475
MFNG	-0.4595
JMJD2B	-0.09425
ALDH3B1	-0.418875
THSD4	-2.18716666666667
KCNJ5	3.1914
LMNA	-0.538
TBCD	0.402
ZNF250	1.21566666666667
CASQ2	-0.160333333333333
PEG10	-3.47041666666667
PRAME	-4.65846666666667
NP	0.71825
TRIM59	0.680333333333333
ZNF12	-0.28675
XTP3TPA	0.84825
SIGLEC7	-0.0251
PANK4	0.57625
FAM70A	-2.839
SNED1	0.0465
HIP1	0.0622
RAET1E	1.22266666666667
AMAC1L2	-0.293
AHNAK2	-1.8175
TOE1	-0.626166666666667
RECQL4	-0.109
SPRYD3	0.81675
DPAGT1	-0.923
MAGED2	1.7633
ANKRD55	0.284
TRPS1	3.17283333333333
DOK7	-2.52475
TFPI2	-6.106
GTF2H3	-1.3455
CYP4F11	-1.135375
LHX2	0.372166666666667
ATG16L1	1.51233333333333
ASB12	0.3695
C1orf116	1.335875
NF2	-0.0422
POM121	-0.1991
PHYHD1	-0.4004
TXNDC17	0.151833333333333
DKFZp779O175	-0.3545
NUP62	-0.420357142857143
MYO18B	-1.90083333333333
PRAMEF1	-0.911
TCBA1	0.325625
TMEM168	1.12425
FJX1	-0.614666666666667
CLCF1	-0.2295
SEPN1	0.819
IGSF2	0.935666666666667
NUDCD1	-0.0988333333333333
TFF3	2.593
NDFIP1	0.2215
CHCHD4	0.37525
TNR	-0.205
CUTA	0.263333333333333
USP44	-3.26933333333333
DPP10	0.138333333333333
IWS1	-0.00283333333333333
PCGF1	0.29675
SULT1C4	1.131
NTF5	-1.705
PTPN13	-0.122
SSTR5	2.004
SFRP1	-4.321375
IDH3B	-1.152
SUOX	1.05333333333333
TMCO5	0.03475
GOLT1B	-0.00125000000000001
MIB1	-0.254785714285714
PCDHGB1	1.342
SUSD1	-0.16925
ICAM5	-2.94466666666667
PAPOLB	-0.23675
URM1	-0.469
TMEM106B	-0.116
LRIG2	-1.174
SLC27A5	-1.22025
CLIC6	-0.2288
ZNF420	1.0895
SCN9A	-1.249
KIAA1909	1.96325
ELMOD1	-2.556
PRKAG1	-0.064
FAM64A	-0.625555555555556
EEF1G	-0.50445
SMAD5	1.187
INCENP	-1.14375
WASF2	-0.2835
GARS	-1.1716
CDK10	-0.7869
HLX	0.706166666666667
MDM4	-0.72325
ZNRF1	0.544
HHATL	-1.5675
FAM21C	0.3547
HIST2H3C	0.63825
PFDN2	0.505625
ZNF200	-0.667
NDN	-1.3155
HBA2	-2.49316666666667
FBLN5	0.602875
PUM1	0.761142857142857
TNNT1	0.305666666666667
C19orf59	-1.0165
HNRPH2	0.337666666666667
RAB7A	0.877
PMS2	-0.50425
BIRC3	0.166666666666667
NRSN2	0.334
OR52K2	0.338
SPOCK1	-1.31692857142857
H2AFY	1.88175
RXRB	-0.54775
ZNF638	0.593666666666667
ANKRD45	-0.00924999999999997
ACTN4	-0.7005
FXC1	-0.3835
EIF2B5	0.99025
VPS33A	-0.7785
PINK1	0.081125
FAM106A	-1.313
