Hybridization REF	TCGA-A8-A0A7-01A-11R-A040-07
PSD2	-0.58
TIGD2	0.145
SCRN1	0.167625
COQ10A	-1.0545
DDI2	-0.517
METTL7B	-0.447833333333333
UCN2	0.8225
FAM92A3	-0.6665
WDR16	-0.08625
ZNF511	-0.0208333333333333
ZMYM5	-0.2495
POLR3G	-2.6165
ZNF586	-0.07625
C1orf49	0.5315
TANK	0.014
RCAN1	-0.303
PELI3	1.32733333333333
LIMD2	0.828166666666667
TMEM189	0.1835
NTN4	-0.179375
LOC151300	-0.3935
CLEC2A	-0.4275
GPR135	-0.405875
DPYSL4	-0.815
JAK2	0.79
TSHZ1	0.591333333333333
TM9SF4	0.35325
ZNF264	1.34516666666667
SIRPG	3.202
BICD1	-1.246
HERC6	2.602
METTL5	-0.412
CASP1	2.242
PRRT1	0.89
PLA2G4C	2.53333333333333
ICA1L	-0.928153846153846
TPTE2	0.821333333333333
OTUD7A	1.23983333333333
AQP11	-1.56
APOA2	-4.1594
KALRN	-0.7116
SECTM1	1.94916666666667
IFNAR1	0.37325
TALDO1	1.1775
RAB11FIP4	-0.0231666666666667
EIF5A	-1.557
FAM49A	3.05
NEGR1	0.1935
YTHDC2	0.224
EHD2	-0.535625
NCF1	4.12
SCRT2	1.4575
HOXA5	-0.373166666666667
NUP133	-0.632
FGF12	0.1589375
SLMO2	0.0615
SNTA1	0.85925
CACNG2	0.189875
GCM1	0.351375
ELF1	0.0856666666666666
TLR5	2.783
TCFL5	-0.822916666666667
RBMY2FP	-0.0375
LOC100125556	0.037625
FAM129B	0.122125
MAP3K7IP1	-0.4145
NCK2	-0.2265
OXA1L	-0.83025
FMO9P	0.5005
ZSCAN12	-0.808
PSMD12	-0.312166666666667
HSCB	-0.531
CLDN10	-2.51625
MGC13053	-0.50725
HPCAL4	-0.411166666666667
ASZ1	-0.6225
MEX3D	0.31625
NFAT5	-0.8041
CSPG4LYP1	-0.433
FBXO3	0.7037
DVL1	-0.917166666666667
CMKLR1	3.44966666666667
TYMS	-3.0175
PEF1	0.72325
ZNF750	0.721
MCM5	-0.5063
MEGF11	-0.636
KCNK7	0.2665
PTP4A3	0.4255
C1QTNF2	-1.41083333333333
OR6S1	-0.224
FAM122B	-1.13675
ZNF551	-0.67375
HBQ1	-1.827
GEMIN6	-0.1935
ARSK	-0.71725
RBP7	2.09166666666667
CPNE9	0.27075
DSC1	0.556
LOC730112	-0.7585
MAP2K4	0.4425
HS3ST5	-1.683
EPB41L3	0.25525
TEKT2	-0.65375
CDKN2B	0.955916666666667
ZNF480	1.20675
MAP3K6	0.4769
MAP6	2.65816666666667
HN1	0.0044
OR2L13	-0.229666666666667
SLC16A11	0.49875
FAM96A	-0.2595
APOL1	1.2575
C5orf32	-0.24
RTP1	-0.553833333333333
RNF175	0.481375
ZBTB41	0.7855
AHCTF1	-0.5094
SAE2	-0.6162
ITGA2	-1.26833333333333
MME	-0.7655
CCDC14	-2.06175
MAST4	0.125285714285714
KRT33B	0.0745
KCTD2	0.0956666666666666
WDR26	0.658666666666667
MFI2	-0.661875
NR4A3	0.15425
ARSA	1.08775
UNKL	0.396833333333333
SULT6B1	-0.402
CCNA2	-1.78116666666667
SOX15	0.535
PPAPDC1B	0.215583333333333
C19orf44	0.055
MCAT	0.6805
ARID1B	0.113
OR52N1	0.311
C12orf48	-1.68125
MAGI1	-0.512
NIPA2	-0.5175
GBX2	-1.87
RSHL3	0.131375
RAVER1	0.341333333333333
C15orf17	-0.465
SLC30A2	0.756625
ZNF518	-0.2615
PCYT1B	-0.7505
C10orf114	-0.669
EIF3H	0.639416666666667
SLC25A39	-0.7675
KIF1B	-0.548625
AMOTL2	0.19175
C6orf120	0.697375
PSRC1	-2.133
PLA2G10	-0.46925
KIF5C	0.488
MRPL37	-0.827
C17orf62	0.756166666666667
C9orf135	-1.01066666666667
DUSP10	0.54
CLCNKB	-0.1705
PSMA5	0.21925
C8orf53	1.6225
AMPD3	1.8105
PIAS1	-0.14875
ADCYAP1R1	0.037
GYLTL1B	0.684
CDH20	-0.237833333333333
FBXO7	-0.266
TMEM134	1.30133333333333
FLJ14213	0.778166666666667
ZNF3	-0.4445
LRRFIP1	0.235958333333333
CNOT2	1.397
ABI3	3.877
ALDH5A1	-0.399416666666667
HNT	1.5388
SERPINA4	-2.6475
TK2	0.738166666666667
STMN1	-1.67577777777778
GUCA2A	-0.1225
GALNT10	0.706214285714286
DPP6	-0.79245
C9orf93	-0.31825
PRELID2	-1.309125
STK39	0.294625
SFTPA1	-0.76475
CKS2	-1.50266666666667
RHO	0.26975
C20orf135	0.1325
XKR3	-2.0915
CR1	1.3035
RPS6KA2	1.02335714285714
C20orf112	0.01275
MRPL22	-0.11875
C4orf23	0.303833333333333
GADD45B	1.45125
KLHDC1	0.503666666666667
C2orf48	-2.0275
ZNF287	0.3225
DAAM2	-0.73475
DPPA2	-3.21866666666667
TCTN3	-0.299333333333333
DNAJB11	0.15825
FPR1	4.32575
DEFB4	0.264
PTCD2	-1.2365
SMOC2	5.22116666666667
CABP7	0.51275
SERPINB11	0.1175
MAGEF1	-0.132
NDE1	-0.116333333333333
ITGA10	-0.0215
FSHB	-0.076
ANXA2	0.6715
HORMAD2	0.1925
HLCS	0.3815
MCF2L	0.4245
FH	-0.15925
TBC1D24	1.857
KIAA1505	1.03525
LGALS2	1.72925
CNBD1	-0.115
SYNPO2L	0.09825
PTPN23	-0.396428571428571
C1orf183	-0.461333333333333
MAGEA8	1.81575
DGCR8	-1.352875
GSR	-0.11025
PAQR7	0.29175
ZNF676	-1.82075
CACNA1C	-0.1869
SP7	0.777
PDCD6	-0.7435
NRN1L	-1.628
BRI3BP	-0.123916666666667
KIAA1183	0.4095
ASB4	-0.028
CCL23	1.1092
OBSL1	-0.770875
SLC12A7	0.0928333333333333
KIAA0240	1.027875
CD1B	-1.76
FCGR2A	2.94725
MDC1	-1.8095
HTR1A	0.3755
OCEL1	0.807
ATP11B	0.312375
FBXO34	-0.218333333333333
PCDH12	2.75016666666667
RPE	-0.63
C17orf74	0.1025
CSDC2	0.932333333333334
PET112L	0.34525
TMBIM1	1.55075
P2RXL1	-0.24525
TCHP	-1.25025
TRMT1	-1.04633333333333
F2RL2	0.9225
LRRC32	3.04083333333333
IMPG2	-0.175
BGLAP	-0.2115
LOC493869	-1.15966666666667
MRAS	1.725
SLC35F5	0.77675
CBWD1	-0.791
AXL	-1.07575
ATP2C2	1.3435
TELO2	-0.21225
PNPLA3	-3.22875
PCDHB14	-0.23675
CD276	0.0355
KRT80	0.210125
DUSP28	-1.1115
CSNK1E	-1.33691666666667
SRP14	-0.3065
KCNQ4	-0.4925
KRT72	0.0786666666666666
CCDC117	0.234125
C6orf89	0.185
TUBB2B	-2.571
RTN4IP1	-0.61925
CR1L	-1.1835
CEND1	0.73275
C12orf41	-0.295333333333333
RNF31	0.3755
UBN1	0.235666666666667
C17orf32	0.70775
SLC5A7	0.7405
GPR92	1.94633333333333
ESAM	2.2458
CTNNA1	0.27525
HRBL	0.0058
CBX4	-0.39925
TMEM182	-0.24775
SH3TC2	-1.1235
IL10	1.7435
PXMP4	2.2595
RNF167	0.0246
PAK7	0.399
ETV3	-0.078
ATPIF1	-0.541
LOC554207	-1.861
OR8H1	0.035
WDFY3	0.550375
DPM1	-0.1575
GPSM1	-0.04
WDR92	0.000899999999999996
LRP1	0.872
ANKH	-0.037875
THUMPD3	-0.9435
POLR1B	-1.02425
OLFM4	1.762
RAD9B	0.113
TSPY2	-3.152
PAX6	0.1865
SCG2	-0.05625
SLC17A6	0.48475
FMO3	2.524875
PADI4	-0.183
TUBB4	-0.5825
NLK	-1.20375
POU4F3	-0.361
SDF4	0.0345
ITGBL1	3.9315
NETO1	-1.67825
TAP2	0.800875
ABBA-1	0.1295
GNAI1	-0.63425
VPS4B	0.4925
NOPE	-0.3528
GALNT6	1.63183333333333
SESN1	-0.018125
GBE1	-1.91311111111111
CLASP1	-0.028
RASGEF1B	0.967125
ACOT11	0.1195
AFAP1	0.14175
OR2H2	0.095
DPY19L2P1	-1.319
DZIP1	-1.87075
SEC22C	-0.711583333333333
GPR161	-0.546
RNF146	-0.13475
WDR74	-0.476625
GALP	0.923
PURA	1.4025
DNPEP	0.61475
RP11-78J21.1	-1.3635
ERBB2	4.496
FANCM	-0.787333333333333
NEO1	0.350666666666667
DDX3Y	-4.8149
RPS3A	0.295625
MXRA7	0.266
LGALS3	0.727
GLT8D1	-0.61225
CFL2	-1.508
UPB1	0.312
NAP1L5	-0.5535
CLDN14	0.5965
DHX38	-0.50875
BTBD1	-0.17625
TARS2	-0.465166666666667
ABCF1	0.04
FCF1	-0.361333333333333
LRRC49	-0.833
GUCY1B2	-1.57
C1orf177	0.107666666666667
SMARCA4	-0.593
LRP8	-1.94716666666667
TAGLN3	-0.97875
MRPL14	-0.1485
TTRAP	0.18025
ZDHHC20	0.983
NFE2L3	-0.9505
KIAA1377	-0.272125
PALMD	0.7084
TMEM43	-0.40425
TTL	-1.01375
STAT5B	-0.965166666666667
SSB	-0.955
OR10H5	-0.068
SLC22A13	-0.90125
AKAP3	-0.807
TIMM23	-0.459
OAS2	2.91458333333333
KIAA0423	0.05675
TRIM11	0.518833333333333
GLIS3	1.14525
TMEM50B	1.43283333333333
ARHGEF4	-0.555625
DEGS1	0.599818181818182
TBL1XR1	0.881933333333333
G6PD	-0.7475
SP140	2.5903
MUC17	0.0703571428571429
NUDC	-0.1483
DNAJC5B	3.94816666666667
SCARA3	-0.996
CPA3	5.58416666666667
BCAT2	-0.344375
MFN1	-0.6346
NRG3	0.549
SNX11	2.328
PLEKHH1	-1.23683333333333
GPR177	-1.75583333333333
HCFC2	0.6855
TCAP	1.16875
MOCOS	-2.592
C14orf93	-0.32725
PRDM10	-0.523
SLC16A4	-0.09075
SRGAP1	-0.746333333333333
VIP	0.374
DUSP27	-0.280333333333333
LILRA1	0.9905
MC2R	0.1625
MGC24103	-1.47475
MBTD1	0.4265
FUT11	-0.702166666666667
USP33	-0.0223
C15orf39	-0.11425
MAP3K12	-0.105375
PAAF1	-1.19783333333333
BARHL1	0.3595
FLJ16165	0.264
PIWIL2	-2.082
SYNE1	0.821
CMTM4	0.312125
TSPYL1	0.6005
GUF1	-0.694666666666667
TMEM157	1.0725
WDR44	0.41675
HIST1H3C	0.16375
DKFZp666G057	0.5015
RNPEP	0.72
GAS2L2	0.521166666666667
ADH4	-4.3295
GRPR	-0.4485
FBXL17	1.41
ZBTB10	0.546916666666667
Gcom1	0.461944444444444
HTRA1	1.7324
ZNF585A	-0.418833333333333
SLC26A2	0.171928571428571
OTOP3	0.098
WISP1	2.06755555555556
ATP2B4	-0.374
FLJ10769	0.3855
CRAMP1L	-0.766125
CHST12	0.5105
RAB22A	0.700916666666667
TARDBP	-0.305714285714286
STAU1	-0.0315
CRB3	2.225
MIG7	-2.597
CHMP1A	0.168333333333333
ZNF160	-0.1295
B3GALT6	0.176
BARX1	1.17133333333333
C6orf167	-1.8729375
NXNL1	0.516
DHX29	-0.057125
HADHB	-0.2775
PLXNB2	0.77175
ILDR1	-1.25625
SLC15A3	4.05925
GAS2	-4.173
C20orf69	0.10175
NUMB	-0.30275
TNIP1	0.092125
MESP1	3.256
PSKH1	-0.06475
NSFL1C	0.9475
RHOG	0.84575
HEY1	-2.3225
KNG1	-1.331
ITGAX	2.7953
LIN9	-0.780666666666667
CANT1	0.472875
XRN1	0.945428571428571
CCDC96	1.045
HEATR6	-1.32916666666667
GNG7	0.337416666666667
RUNX2	1.664125
SOX1	0.519833333333333
FCRL5	2.6997
ZNF99	-0.85025
FAM9A	0.319
SNX22	0.465666666666667
MBNL3	-1.55483333333333
ODC1	-1.1039
ADORA2B	-1.635
NR2F6	0.3615
ZFYVE16	-0.299944444444444
SYNJ2BP	0.9045
POLE	-1.564875
E2F2	-0.814125
THRA	0.378666666666667
PTGES2	-0.700333333333333
HIP1R	0.341833333333333
TMUB1	-0.389666666666667
ENO3	-2.146
RSPH10B	-0.897
CXorf39	1.03525
IRGC	0.2405
GPR109B	-0.9085
FLJ13305	-1.3095
LCE3A	-0.8105
TNFRSF18	0.374
DET1	0.0385
TRPM3	-0.19
C16orf79	-1.5475
FECH	-0.457166666666667
RAP2A	0.7675
CRIP1	0.920166666666666
AZIN1	-0.01225
SLC7A7	4.74375
IL10RA	2.3844
TMEM64	-1.58225
CDC42EP4	-0.174
C16orf58	-0.0781
ARG2	-3.58525
POU5F1P4	-4.563
FAM62B	-0.0535
DNAH8	-1.3608
ASH2L	-0.455125
TSLP	-3.21933333333333
CNTNAP5	-0.254166666666667
TMEM16C	-0.79225
IFNA14	0.1345
SLC1A3	2.354125
CABYR	-0.70375
BCL7B	-0.0199
NUDT13	-1.62083333333333
C13orf28	-0.829
C1orf53	0.00175
ARL6IP4	0.1795
RPL35A	-0.296
EMR3	0.755
RAB40C	0.209
SLC41A1	-0.7105
LRCH1	-0.33175
LY6G5B	-1.2145
FAM124A	-0.410928571428571
MGC10981	-3.732
CLIP3	0.5118
MAP4K2	0.305166666666667
CHIC1	-0.3105
SULF1	3.4535
C20orf30	0.245142857142857
PRDM5	-0.234875
ELOVL1	0.77425
C11orf48	-0.45125
SLC39A10	-0.80125
KCNV1	0.000749999999999997
ACP1	-0.740166666666667
ZMYM2	-0.61975
B3GNT6	0.0618333333333333
C9orf69	-0.588
C2orf15	-0.3755
C20orf166	-0.1155
HSP90AA6P	-0.615
EDG7	-1.3495
NEURL	-1.1295
LPL	0.6495
CLEC2D	0.644357142857143
GRRP1	1.7715
CD8B	0.0630000000000001
HIST1H3D	-0.0608333333333333
SLC6A12	1.40275
FAM27L	-0.237
CD84	3.2316
RASA1	-1.028
PHKG1	-0.727
MAGEA11	-2.3335
IMPA1	-0.1323
NPM3	-1.6015
RARRES1	5.36725
SH3BP1	0.528375
B3GNTL1	-0.399
ARPC5L	-0.110666666666667
KLHL26	-0.2885
SIM2	-1.42225
GJC1	0.8515
C20orf194	0.2765
EXO1	-2.01275
SLC2A2	-2.2835
LOC285074	-0.4555
LRG1	-0.05425
KIRREL	0.189
PIK3R1	0.660428571428571
C4orf34	1.3595
MAF	0.546611111111111
ADCY4	2.98133333333333
ZMIZ2	0.4307
SLC46A3	2.8215
STAMBP	-0.380333333333333
CCDC16	0.1545
MS4A12	-0.02
TCF20	-0.77925
LRRC46	-0.2075
C20orf152	0.3755
MRPS6	0.17725
ABCB11	-0.138
KCNC2	-0.362333333333333
CDH19	-3.33616666666667
C9orf123	0.0783333333333334
SSH3	0.005625
LDLRAD1	0.98575
CCBE1	-0.813
ZNF135	0.255625
TAAR1	0.3065
WFDC12	0.0215
CCDC42	0.9055
FLJ12529	-0.875
PER1	-0.799
TIMM50	0.5145
SMARCAD1	-0.806833333333333
FAM26C	-0.3965
TP53TG3	-0.621166666666667
SH3RF1	1.26
LMCD1	1.9915
GPR63	-0.6075
FLJ21986	-1.495875
AIFM3	-0.86175
MICAL1	0.563166666666667
BLZF1	0.398333333333333
IQCA	2.97183333333333
PCDHGC3	-0.2385
SAC	0.0555
BCL6B	1.71216666666667
DDO	-0.19475
MARCO	3.967
DCHS1	0.907666666666667
C1orf170	0.9875
CD200R1	1.62883333333333
C22orf15	-0.3005
SEPT11	0.465166666666667
ADNP	-0.73975
UST	-0.5287
C13orf34	-0.915666666666667
RFFL	0.382428571428571
APBA3	0.4685
C2orf60	-0.924125
CUTL1	0.1246
PMS1	-1.4325
ZNF689	-0.0475
EIF3E	-1.0705
IL9	-0.377333333333333
RPL31	-0.627625
LY9	2.37816666666667
ATP2B3	0.096
KDELR2	0.716833333333333
TFCP2	0.055375
NLRP12	0.888
FLJ45422	0.294
TLE4	0.0455
ZNF570	-0.1315
FLJ43806	-0.839
TLK2	-0.287875
CIR	0.66825
MARS2	-0.9585
COL24A1	-0.6325
SDF2L1	0.267
HIBADH	-0.519666666666667
IGFBP3	-2.0865
C12orf23	0.629375
PSPC1	0.0415
C20orf43	0.395666666666667
TRAV20	0.2495
ARHGAP24	1.61225
KIAA1975	-1.19275
C1QA	4.4113
DNTT	-3.94766666666667
C10orf6	-0.341666666666667
C11orf41	-0.650375
HNRPF	-0.076875
COL11A1	6.67416666666667
UBAP2	-0.722
CDKN2AIPNL	-1.302
C20orf174	5.19175
SPRED2	-0.761
PLA2G12A	0.0686666666666667
ICEBERG	-2.541
SCN10A	0.5355
C11orf65	-0.485
GBP5	6.36425
PITPNC1	-0.605166666666667
POU3F3	1.6815
NCOA7	-0.114375
LIN7C	0.4062
LOC348840	-1.412
NKX2-2	-1.01475
ANKRD13D	0.148625
LOC123688	0.85425
FUT2	1.22666666666667
TAAR8	0.405
FZD4	0.14325
PNMA3	0.569
OR4L1	0.47
WIT1	-1.4135
EXOC3L	1.174
ATPBD4	-0.545
KRBA1	-0.65675
UBXD6	-0.65275
HOXB7	1.01342857142857
C7orf23	-0.2275
UNQ338	0.08575
STAB2	0.50525
CDC20B	0.19075
IRF9	2.41925
CENTG1	1.1475
TNPO2	-1.226
MCPH1	0.031375
BMS1P5	-2.1785
SLC26A7	0.71225
HIST1H3J	0.78925
C9orf3	0.5202
LBH	2.107125
MYO1D	0.553625
PTDSS2	0.04725
NFU1	0.56025
DEPDC4	-1.956
WNT7B	1.4426
GLP2R	-0.307666666666667
SETD4	-0.8006
DYNLT3	-0.8646
FKBP11	1.36783333333333
SESTD1	-0.8065
FLII	0.12025
RPS16	0.6382
CHPF	-0.295666666666667
CSNK2A1	-0.085
SUMO1P1	-0.584
FKBP6	-0.93
ZNF214	-0.297
TWIST1	0.379833333333333
DDX56	-0.506833333333333
TRAM1L1	0.9006
EPO	-0.643166666666667
MRPS18B	-0.01775
ZNF682	-1.3118
RPL14	-0.679166666666667
MAFF	-1.021
LOC51136	-0.227125
LY96	2.4555
DDX20	-0.4495
ABTB1	0.860333333333334
ARL5A	0.988
CCT6A	-1.4875
HEPACAM	-1.187
EHHADH	-0.974666666666667
RBAK	0.2325
CGB1	-0.000750000000000002
ITGB5	0.3458
YIPF3	0.086
FKBP2	0.818
NR1D1	-0.1897
TMEM110	0.492
NEK2	-1.17116666666667
PRAMEF8	-2.45975
C20orf52	1.03183333333333
PCDHGA3	-1.335
VWA3B	0.38275
NDUFA5	0.1255
THAP9	-0.37525
FLVCR2	1.04566666666667
AP1S1	-1.6335
SMAD6	-1.25025
SAV1	-0.079
SAT1	0.988
ZNF251	0.85475
ADAMTS7	0.8245
RPP38	-0.026
C1orf211	-0.346
YPEL2	0.9537
RBMS1	0.1795
ZNF445	-0.724166666666667
NRXN2	0.875333333333333
PGBD4	-0.436
UGT2B28	-1.47975
WBSCR16	-0.4198
NLRC3	1.65625
ASTL	0.61975
ST6GALNAC1	-2.69525
ZADH2	-0.6345
MLLT4	-0.468
ARL6	-0.719333333333333
MEF2C	1.805
CBFA2T3	-0.7435
AFF3	-0.262642857142857
COG7	-0.135833333333333
MYB	-3.37616666666667
PLXNA3	-0.7035
XRCC2	-1.48183333333333
MMS19	-0.683375
ST8SIA5	-0.660125
CHPT1	-1.30666666666667
KIAA1712	-0.350625
OR6X1	3.862
ACTR3	0.316
UGCG	1.00233333333333
OR4P4	0.172
ZAP70	-0.54775
LPP	0.811375
ZNF485	-0.39525
PTPRCAP	2.56325
IL12RB1	1.55825
ATRX	-0.1412
CHST8	-0.50075
C14orf109	0.376
ARV1	0.19075
NMB	-0.446142857142857
COX5A	-0.327166666666667
EIF6	0.16875
MPPED2	-1.4835
SEMG1	-0.856
CHRDL1	1.5535
TRAF3IP2	0.02975
WNK2	-0.359
LILRA4	4.33466666666667
LAMA2	3.97
PXT1	-0.349
RLBP1	-3.04625
CD300C	1.5655
SLTM	-0.63475
FLJ10404	-0.4468125
APOBEC3D	-2.3915
RENBP	1.54233333333333
ATXN7L1	0.066625
NID1	-0.067
TUBGCP3	-0.815875
ITIH5	1.086
CCDC110	1.7015
C8A	-2.17825
MGC87042	-1.46025
HOXC13	0.02225
TFDP2	-1.35425
HCP5	1.97475
POLI	-0.941
UCN	-1.605
ZNF764	0.513333333333333
C8orf45	0.788
FHL3	-0.47825
SPATA5L1	-1.41325
MMRN2	3.01533333333333
NDST1	0.232
COL20A1	-0.234666666666667
ZNF248	-1.07766666666667
PELP1	-0.690166666666667
MBL2	-1.85416666666667
RNF41	0.361
C5orf24	0.287625
THOC5	-0.587875
SERINC3	0.417333333333333
RP11-151A6.2	0.95875
CDCP2	-0.0315
HIST1H2AA	0.12825
C11orf75	1.28716666666667
FKBP7	0.1505
DDOST	-0.178
GPNMB	2.46966666666667
TTF2	-1.82633333333333
KCNT1	0.310333333333333
SLC39A14	-0.9105
NGRN	0.3499
GPR137B	3.3325
MECP2	-0.127375
PSMA1	0.154
C16orf73	-4.23875
TMEM60	-0.145166666666667
CSN3	0.3145
NOS1	0.183833333333333
RAB7L1	0.6905
YBX2	-0.0385
KIAA1166	-0.053125
FUBP3	-0.792
ABCG1	1.76
ACACA	-1.00475
ARL11	1.0143
ATOH1	0.7245
ODF1	0.302
CREB3L3	-1.4385
TMEM127	1.44135714285714
DSCAML1	-0.138
PLN	4.24483333333333
LYPLA1	0.868833333333333
PRDM9	-1.76675
SASP	0.1245
PLUNC	-0.120666666666667
INTU	-1.52725
HISPPD1	-0.4715
LNPEP	0.4105
YARS2	-1.0755
APCDD1L	-1.323
ZCCHC4	-0.6829
FBXO22	-0.402166666666667
TTLL13	-0.1305
ZNF669	-0.2415
PTGDR	3.63775
DDX27	0.11275
KIAA0409	0.0488333333333333
GJB6	0.37525
ASB8	0.7805
PLP2	0.393166666666667
MEPE	0.036
OR10J5	0.13
KRT222P	0.972
COQ7	0.158166666666667
C1orf101	0.14575
RERG	0.7139
CHMP5	0.451625
THAP11	0.41925
ZNF43	-1.14833333333333
ZRANB3	-1.6545
KRT13	0.9975
MRPL19	-0.694
RBBP9	0.161
SPATA17	0.522125
BXDC5	0.111
PAFAH1B1	-0.245916666666667
MAGEE1	0.1395
OSTF1	0.91625
KIAA0323	-0.210416666666667
TXNDC13	0.473666666666667
CNTN4	0.168875
LCE1B	1.399
UNQ501	2.13475
ZNF154	-0.14875
C3orf64	0.1015
SYT5	0.3148
PON1	-0.0866666666666667
FLJ10357	-0.56575
ATP4A	-0.401
GNPDA1	-0.532833333333333
MGAT1	1.96966666666667
C14orf121	0.246
SLC35B2	0.09175
MIER3	0.670833333333333
CHEK1	-2.734875
ZNF8	0.1555
TXNDC1	-0.353
CKB	-1.5568
RTN3	0.989571428571429
FZD2	-0.606833333333333
PART1	-0.735375
PSMB6	0.08325
PCDHB8	-1.2615
PHC3	-0.2026
PPP1R8	-0.228833333333333
NOVA2	0.555666666666667
TNFRSF11B	-4.00175
GOLPH3	0.3075
UBLCP1	-0.1205
SUHW3	-0.599
TTLL1	0.44
OPN4	0.328
OR13G1	-0.0375
ZPBP2	0.54
HSD17B11	-0.49975
C9orf50	-0.697
DHDDS	0.293071428571429
CTSW	3.058
NEFM	-1.66133333333333
MRPL28	-0.0765
SYN1	0.702666666666667
PIGV	-0.503166666666667
ZIM2	-0.5155
APBB1	0.337833333333333
SND1	-0.6115
C1orf123	0.141833333333333
CHD3	-1.01575
BHLHB8	0.75575
RNASE2	0.8715
BCAP31	1.143
SLC25A44	0.119
CHD6	-0.3108
PIB5PA	0.00361538461538457
SELS	0.76075
LOC541471	0.2615
FAT2	-0.078
ZNF81	-0.4435
OR4C16	0.598
FLJ10081	-0.5168
LRRC4	1.2365
CS	-0.2055
N4BP2	0.19525
IGFBP7	1.66875
ZNF318	-0.092
NDNL2	0.305
ZNF609	0.018125
SIRT4	0.6495
EXOSC10	-0.7015
ECE2	0.348583333333333
OVGP1	-0.4925
GTPBP3	-0.9755
PACS2	-0.2652
C19orf36	-1.166
ARL4C	0.929125
ATG4B	-0.465625
UBQLNL	0.2125
RHOXF2B	-3.2225
PLEKHG2	-0.566
GALR1	-0.205
AQP4	0.388833333333333
HDAC7A	-0.082
DCUN1D3	0.1555
OR8A1	-0.1575
CCRN4L	-0.16475
CBR4	0.170333333333333
KIFC1	-2.06
SLC7A14	-0.888833333333333
LHX5	0.5275
TRPC7	0.3265
LPXN	0.99275
SERPINA1	-1.063875
RPS13	-0.1923
BPIL3	0.331
PRKAA1	-0.374
FADS2	0.0108
ENAH	-0.172625
PRO1768	0.319
APBA2BP	-0.57225
LIPH	2.38683333333333
C3orf33	-0.904
RCC2	0.0845714285714285
ALDH1A2	-2.2943
RNF103	1.5665
AHCY	-0.380125
ALG12	0.3645
CCL17	2.72425
ZNF543	1.1095
ESRRG	0.7647
CNGA1	1.819
RDH5	-0.940166666666667
OTX1	0.00170000000000001
PTGFR	-1.208
CDR2	0.43325
SELE	2.86125
NLGN2	-0.983666666666667
EXOSC9	-0.659
ZNF566	0.491166666666667
KLRC2	-2.7125
GPR12	0.7935
KIAA0196	1.421
PDRG1	0.36825
SSR3	-0.295214285714286
MSI1	-0.031
CST9	-0.095
CC2D1A	-0.240625
PLAGL1	-0.327888888888889
ZNF778	-0.0665
RNF2	-0.369
KLF6	0.996666666666667
THBD	0.318333333333333
tcag7.1314	0.69625
NR5A1	0.216666666666667
ABCD2	0.76575
DNAJC7	-2.41325
CLEC4C	1.29
TM2D3	0.291625
CCDC4	-0.4295
PLAC2	1.14175
DCD	-0.6995
FAAH	1.06175
POLA1	-0.616
TM7SF2	1.169
FLJ39822	-1.50266666666667
FLOT2	-0.20925
MAP4K1	1.36833333333333
SRP68	0.1985
C21orf74	-1.7375
ARPC5	0.992125
LOC126075	1.741
HECW2	0.040125
ZDHHC4	-0.077
ANKRD42	0.926
PDE9A	-0.801833333333333
ABCA8	0.60625
NDUFS2	-0.27475
UBR5	-0.795
BTBD16	-2.738
LOC554174	0.5195
ZNF20	0.5025
KIAA1843	0.182
WDR17	-0.674375
C15orf33	-0.7055
RNF113A	0.10275
CAMKK1	-0.5157
CLCN2	-1.26275
ANXA6	-1.203
LOC340069	0.166
EMID1	0.248875
DPM3	-0.146416666666667
ELA1	-0.018
SLC25A13	-0.7648
KRT24	0.70975
SMPD1	0.603833333333333
TH	0.845625
COL6A2	0.581714285714286
ANKS1B	-0.29075
GPR126	-1.9095
ZC3H12A	-0.188833333333333
TMEM47	0.304333333333333
C2orf51	-0.044
C1orf88	1.25733333333333
HSF2BP	-0.56875
AKAP10	-0.3815
RPAP3	-0.475
KLHDC8B	0.489
STOM	0.8404
MUPCDH	0.15675
C10orf72	-0.54225
PLEKHA3	0.441666666666667
TCP11L1	0.3505
CWF19L1	-0.428125
SPEF1	1.46038461538462
YSK4	-0.13475
ELN	1.9838
SAMD8	0.373166666666667
MPI	-1.016
MEPCE	0.0656
ABCC3	0.5945
NANOGP1	-2.8585
KCNK17	0.3175
HLA-DMB	5.899
RRAGA	0.49425
ANGEL1	-0.4755
RBM32B	0.2455
CPN1	-2.63
MGC52282	-0.5052
HLA-A	2.79558333333333
OR9G4	0.138
EDNRB	-0.752625
SCD	-0.0219285714285714
C14orf80	-0.671333333333333
BAGE2	-0.504
RABL4	1.09683333333333
RCVRN	0.34
SHANK1	0.048
NLRP7	-1.30575
CD226	2.1315
STAT3	0.3451875
SYNJ2	-1.4271
TPCN2	0.569
WDR36	-1.021
MBD4	-0.314
ROBO1	-1.1919
ST3GAL6	-2.254
SLAMF8	4.16083333333333
ATN1	0.3575
GPR141	0.8185
KRT36	-0.234
TPH1	0.5825
DDX52	-0.2245
ZSCAN29	-0.659666666666667
TRPT1	0.0396666666666667
DPEP3	1.4405
DENND4A	-0.50825
TSPAN16	0.2395
PTCHD2	-0.084
LOC145814	-0.66775
CAP1	0.598833333333333
EIF5A2	0.4005
NT5DC3	-1.976875
SEPT9	-0.779625
SEZ6L2	-1.3595
EGFLAM	3.01425
