Hybridization REF	TCGA-A8-A07G-01A-11R-A034-07
TTBK2	-0.059625
TRIM55	-0.854
GJB3	-0.350166666666667
PRSS35	0.915
SCRG1	0.168
ZDHHC24	1.21725
DUSP26	0.893
C1orf51	-0.726625
DNAJC3	0.584
LITAF	0.855625
ZNF410	0.09375
AFP	-5.01383333333333
ZW10	-0.63225
PHOX2B	0.304
VILL	-0.14325
ELOVL7	-1.066625
LOC644186	3.0915
PPP3CC	-0.177
CHST13	-2.106
WDR40B	0.463666666666667
MEA1	-0.8255
HILS1	-0.997
DLX6	-2.27733333333333
NKG7	1.489
EMP1	1.23975
ACTR6	0.1555
CHCHD7	-0.321214285714286
COG2	1.0822
TCEA2	0.5698
TARS	-0.95575
FLJ20294	0.326333333333333
ZNF92	-0.3015
TRAPPC2L	-0.815
ARHGAP28	1.346875
CCDC109B	1.06575
LGTN	0.00916666666666667
INGX	0.0843333333333333
LOC124446	1.163
RPS2	-1.96175
C17orf75	-0.605833333333333
NBPF1	-0.4765
SLC2A8	-0.448333333333333
SNRPE	-0.5385
CARD6	0.052
IL13RA2	0.90925
CUEDC2	-0.458625
C4orf19	-0.492
AOC3	1.81625
MTHFD2	-1.40766666666667
OR5M9	0.337
C4orf38	1.09733333333333
SS18L2	-1.01775
OAS3	0.778333333333333
LARGE	0.53025
LRIG3	1.15716666666667
LIMA1	0.977
STARD3	-0.22125
VPS39	0.519875
CTAGE6	0.453
ODAM	-1.775
MORF4L2	0.3265
GSTO2	1.81975
MTFMT	-1.1705
PRKAB2	0.384928571428571
ZNF76	-0.311333333333333
HSPB2	3.972
CRB2	-0.24075
KLRK1	-2.038
LYST	0.602125
UBE2M	-0.985333333333333
SLC16A9	-1.35825
ZNF281	0.19125
ST8SIA1	1.16625
C9orf105	-1.616
ANKRD46	0.4375
FAM108A3	0.5205
C20orf91	0.28675
ZYX	0.224833333333333
RSPH1	2.167
ZSCAN5	-0.4485
RIMS3	-0.0796666666666667
KRT76	-0.2345
CEACAM4	0.479
SIRPB1	0.056625
CFHR4	-0.865
SOX3	-0.2085
GATAD1	-0.921
C21orf57	-1.382
TMC8	-0.573833333333333
AVIL	0.267833333333333
LMOD1	3.32175
HIGD1A	-0.500375
NEU3	0.0263333333333333
DES	0.0531250000000001
BZW1	-0.6686
ZNF221	0.083
CCDC27	-0.616
GDAP1	-0.17875
RBBP4	0.11175
MGC40499	0.2445
PHKA1	-1.3
PRKAR1A	0.669222222222222
HSD3B1	0.15725
RAD52	-1.602
CD207	0.9365
LOC389791	0.3855
RSPO1	2.72033333333333
TMEPAI	3.081
MFSD2	-0.254625
ETV4	-3.52441666666667
SCGN	0.1775
LOC391356	0.56525
MPP1	-0.958625
STARD3NL	-0.16675
TFAP2D	-0.397
CD2AP	-0.4855
CCL20	-3.17816666666667
CCDC86	-1.411
ZFP30	-0.404
CTBP1	0.175833333333333
MAK10	0.0688333333333333
STXBP5	-0.084
LOR	0.4404
MAP6D1	0.194125
ARMC7	0.919
TMEM150	0.493
NSL1	0.009
KIF5A	-0.5255
ASCC2	0.0643333333333333
PSENEN	0.332833333333333
OPTC	-0.074
FCRL2	0.2455
KBTBD11	-0.472
PCK1	-2.4135
CENTD3	-1.49225
MEGF8	-0.090875
ALPPL2	-0.21775
OBFC2B	-0.286
ZFYVE20	0.060125
GALC	1.28133333333333
CTRB2	0.382
C20orf71	-0.00133333333333333
TBKBP1	0.7595
CAMLG	1.1425
TREML4	1.238
RSAD1	-0.0585
TUBA3D	0.3085
KIAA1833	0.276375
PNPLA1	-0.6135
LRRC34	-1.14433333333333
CDH26	-0.141
ZNF167	0.535666666666667
ZBTB26	-1.1107
VWF	3.5632
VTN	-1.08333333333333
BAD	1.2095
PDS5B	0.365333333333333
ZNF644	0.542416666666667
SH3GLB2	-1.37675
SMPDL3A	0.2099
NRG2	-0.2395
IL15	1.13566666666667
GABARAPL1	0.0761666666666667
LAT2	0.032
SLCO1A2	-2.1205
LIG4	-0.509416666666667
GSDMDC1	0.41175
BMP4	-0.019
METT10D	0.107875
SYCE1	0.40775
SPANXD	-6.00925
SLC12A9	-0.164833333333333
MC1R	-1.373
RNF168	-1.1785
TRIM69	0.39
GALNT7	1.35366666666667
ISG20L2	0.082
KIAA2026	0.16
TNFAIP8L1	-0.7935
DPY19L2	-0.876
C12orf63	1.221
PRDX5	0.3425
MED6	-1.428625
TXNDC5	-0.525625
CD46	1.076
CCK	-1.844
C17orf48	-0.052
ANUBL1	1.67475
SIT1	-0.492
TYSND1	0.8545
DEF6	-0.910333333333333
GLT8D4	3.19375
UTP14A	0.068875
RPH3AL	0.179
NXF1	-0.400666666666667
TRERF1	-1.31633333333333
TUBB3	-1.1480625
SLC24A2	1.2255
SEC22B	0.754833333333333
ZNF653	-0.0605
GGTL3	-1.92716666666667
CDKL2	1.01125
CTF8	-0.42475
EPC1	0.910666666666667
CYP4A11	-0.2135
THRSP	4.98416666666667
LELP1	-0.0965
TES	1.099375
C17orf87	1.0065
FERD3L	0.16325
SH3TC1	0.1205
RAB36	0.6195
CRYGB	-0.2715
GRIA3	1.1328
BHLHB9	0.83125
C1QTNF9	0.378
GOPC	0.661125
PNPLA8	0.331333333333333
ZNF444	-0.19725
FMO1	2.68475
POLR3C	0.56975
SLC35F3	1.68125
SGCG	-3.12316666666667
DCDC2	-1.984
NANP	-0.71575
MGC23270	-0.5645
BEX4	-0.0450833333333333
HYDIN	0.91
RPS6KB2	-1.42625
ADRM1	-0.0394166666666667
BAT3	-0.60275
RAB31	1.630375
SCGB2A1	5.880875
SLC6A14	-1.853875
DDX4	-0.141
PRRC1	1.096
AP3B2	0.285833333333333
TRGV7	0.460333333333333
TMEM184B	0.8875
ADPRHL1	0.0763333333333334
C21orf45	-0.9885
ARNTL	1.038375
AADAT	-0.86825
CCL2	0.929166666666667
SNTB2	0.297666666666667
RGS9BP	0.33975
KPNA1	0.8475
TMEM41B	-0.211333333333333
S100A11	0.822333333333333
DOT1L	-2.1555
EFHC2	2.295125
CLTC	0.826
SRP9	0.745
ZNF521	0.74475
FAM26F	-1.43925
GPR88	1.04766666666667
COL13A1	-0.350666666666667
CHMP4B	-1.0346
SIGLEC6	0.124333333333333
NFAM1	0.259
PVRL2	0.3398
ALKBH4	-0.10325
CCDC93	-0.1445
NXT1	-0.201
KCNK4	-0.084
TROAP	-2.36033333333333
KCNA10	0.571
CCDC114	0.195833333333333
RAN	-0.697166666666667
LMTK2	-0.531
LOC400657	-0.9385
UFC1	1.092
UBE1DC1	-0.2125
EEF1A1	0.00788888888888889
CHAC1	-0.4515
HMGA2	-5.077
B3GALTL	0.8815
ING2	-0.2035
C1orf109	-0.80225
INTS3	0.847625
ZNF558	0.38625
TRPM4	1.5575
LTB4R	-1.418
ISYNA1	-1.30175
LSM7	-0.31975
LRRC47	-0.42575
ZNF179	-2.6055
EXDL1	-0.202
SLC4A10	-0.73125
ACSS2	-1.178
COPS7B	-0.8145
KIAA0040	2.16533333333333
C1orf95	-0.311
AP1GBP1	0.3215
OR9A2	0.091
FAM71C	0.222666666666667
RIN1	-1.6605
ITGA4	-1.9335
DNAJC6	-0.6465
CLOCK	1.3195
SLC35A4	0.6885
DSG4	0.44625
LOC26010	0.78725
NSUN2	-0.53875
TMEM86B	-1.7454
C14orf135	0.0925
KIFC3	-0.949
PHF5A	-0.35325
NCAPH	-2.573875
STK11IP	0.15375
FLJ42953	0.93125
CCDC19	2.358
ZNF329	-0.377375
TAX1BP1	0.5475
ZDHHC18	-0.379833333333333
C10orf88	0.02125
TMBIM4	1.521
NMUR1	-0.4255
KIR2DS4	0.1785
C9orf90	-0.096125
MGC87631	0.532
KDR	2.6618
ST3GAL2	-0.832375
RLN2	-0.180166666666667
HPD	-3.98875
MOXD1	-1.74366666666667
PDGFRL	3.11633333333333
SMYD4	-1.0415
FAM103A1	-0.243333333333333
MFAP4	0.882666666666667
LOC285141	1.04425
TMEM45B	0.24325
SMCR7L	-0.392785714285714
GZMH	2.7705
CBLN1	-2.4175
CNNM1	-0.55475
PHF17	-1.12616666666667
NUP98	-0.31875
RMI1	-1.01625
PTPRS	0.6055
ANKRD57	0.631
CLDN15	-0.742333333333333
OR51A2	-0.214
GUCA2B	1.4885
DOCK9	0.47375
ITGB1BP1	-0.493333333333333
DLG2	0.561375
BRAP	-0.05425
SESN3	0.6425
ZC3H7B	0.5765
FAM101A	3.82916666666667
FKSG24	-0.707
ZYG11B	-0.44375
RFC2	-1.41325
SH2D3A	0.729666666666667
DVL3	-0.384083333333333
ADFP	-1.57983333333333
KRIT1	-0.667125
SERTAD3	1.2075
LEFTY2	-2.9045
KRT27	0.1685
SCFD2	0.7925
MN1	-0.3485
RORA	0.81275
PTPRD	0.934
PIAS2	-0.595333333333333
CYP4X1	7.1605
FBXL15	0.11175
MYH15	-0.0855
CRX	-0.0125
TBC1D13	-0.087
SLC22A17	1.27166666666667
PLK2	1.675
ARHGAP9	1.10725
EIF1B	-0.95875
C20orf185	0.08125
DEFA7P	0.4855
PRIM1	-2.22666666666667
CRYAA	-1.97225
BACE1	0.716
AGTRL1	0.493666666666667
ACAD9	0.316125
GRASP	-0.101
RBP4	-3.564
TFB2M	-0.05225
METTL9	-1.0157
ATP5O	-0.5205
SP100	0.3529
CPSF1	-1.225
S100A4	-0.11375
LIME1	-1.449
GPR137C	-0.72925
OR2A2	0.014
C2orf29	-0.36575
NUP188	-1.403
SDPR	-1.6015
RAI1	-0.03775
RPS20	-0.1651
LAMB1	-0.0505
ADM2	1.81783333333333
ZNF229	-2.318
DKFZp434K1815	-1.572125
EPN3	2.48033333333333
CLIC3	0.14625
MEIG1	-0.12925
HMGB4	0.00575
STARD10	1.13775
KLF8	2.9255
EPB41L2	-0.0758333333333333
JMJD6	-0.075
CTSL1	-0.670166666666667
GPR27	0.3505
ELAVL4	0.8615
MMP21	0.0475
PPM1B	0.593125
SUV39H1	-1.42075
AAMP	-0.00825
TUSC4	-0.0273333333333333
MBD6	-0.06675
KLK13	0.7975
FMNL3	0.484333333333333
TRIM13	0.960083333333333
C15orf5	-0.873
IQCF1	0.882125
CACNG8	0.303
SLC35D3	0.1515
ZDHHC9	0.77
ODF3L1	-0.1905
C9orf86	-1.1414
TSEN2	-1.041
C17orf64	0.5045
SEPX1	0.4106
TSPO	0.617666666666667
SYMPK	-0.732
ADORA1	-0.1795
TSPAN10	1.03125
SEMA6C	0.1655
RTTN	-1.3175
IL2	0.165166666666667
ARRDC3	0.334916666666667
TBPL1	-0.826833333333333
STX12	0.76525
MRPL39	-1.20375
OR8H3	0.2095
IFIT5	1.33283333333333
CASC5	-2.75175
FAM46A	-0.895666666666667
HPCAL1	-0.38975
CYLC1	-0.1805
VGLL2	0.058375
C20orf191	-0.1165
CDH1	1.61291666666667
ITPA	-0.201
CCDC101	-1.0015
D15Wsu75e	0.3215
EDA	0.06475
CREG1	0.2895
OR7G2	0.3395
SAP18	1.0295
IFIT1	1.86275
CALML3	2.18283333333333
FLJ37440	1.716
FNDC5	0.90775
SERPINB6	0.116071428571429
JUNB	0.5908
SYS1	1.36
SCN2A	0.827333333333333
ZKSCAN5	-0.634
WNT7A	-0.218166666666667
TSHZ3	3.21925
RNF148	0.43
H6PD	0.1625
CAD	-0.886666666666667
ZNF449	0.46875
DOCK10	-0.455
FAIM2	0.5115
HEXDC	0.24075
PRB1	-0.32375
C14orf148	-0.041
ETHE1	0.43575
IRF5	0.6369
GNMT	0.443666666666667
MGC16291	-1.085125
RPAIN	-1.282
CAGE1	-0.164
CNTNAP3	-2.88375
ACTR1B	-0.26975
EEF1E1	-1.4745
MSX1	-0.19825
ESF1	-0.53
HSPC171	-0.18675
MRPL2	-1.43116666666667
RDH12	0.1665
CELP	0.476
METRNL	0.1715
C10orf116	4.72633333333333
C19orf48	-1.8665
ZNF346	-0.27675
NCR1	-0.1385
C10orf64	-0.0225
CD52	0.55525
VPS18	1.137125
AP4S1	-0.0893333333333333
NPBWR1	0.958
TPK1	1.12675
UBA52	-0.686833333333333
RIPK1	0.775166666666667
CPNE3	0.6361
HSPC159	1.12425
C8orf38	0.2765
LRRC4B	-0.369
PARP10	0.9794
ANKRD50	1.431
CXCL9	5.8515
FGF18	2.11036363636364
EIF2A	-0.000625000000000004
SLC20A2	1.565
KIAA1549	-0.456333333333333
SPINT1	1.3335
ZNF584	-0.3685
CRBN	0.391833333333333
ABCF3	-0.4575
NCBP1	-1.10183333333333
PLA2G4F	0.521166666666667
PCDH10	-0.24675
TTC21A	0.14025
C20orf144	0.485
FGFR1OP2	-0.817833333333333
SLC9A1	0.588
CHRND	0.3585
FOXF1	-1.722
KIAA1467	0.85225
TPO	0.3585
LTF	4.67171428571429
DNAJB9	0.81225
MRPS27	-0.324
bA16L21.2.1	-0.468
WBP2	0.113
MRGPRX3	-1.64983333333333
PRPF18	0.72
C10orf58	0.1665
SMOC1	-2.7384
ADAT3	0.164166666666667
TMEM138	0.1615
TMEM131	0.13625
TIMM8B	0.323
MYH7	-0.631333333333333
ST6GAL2	2.435
KIF1C	0.197
SUHW2	-1.1
PAPSS1	0.86525
CABP2	-0.209
HOXA4	-0.82925
ELF2	0.14225
SEMA3D	2.0495
MC5R	-0.1205
OGFR	0.684
FLJ30092	-0.0656666666666667
TGFA	-1.0113
MMP17	1.0145
KIF15	-4.26975
CHIA	0.325
CATSPER3	0.321
CEACAM7	0.469
PADI2	1.290125
HOXA9	1.15616666666667
LNX2	1.50983333333333
TMEM144	1.88225
HIF1AN	0.42375
METTL7A	-1.2309
C6orf165	2.78666666666667
KIAA1468	-0.27275
DSG3	2.3315
ZNF180	0.278666666666667
EIF4E3	1.565875
SLC46A1	1.83775
DKK1	0.652666666666667
ZNF205	0.877333333333333
LOC162073	1.24505555555556
COX7A1	5.17675
MAGEA1	-5.311
NEDD8	-0.0254166666666667
KLHDC5	0.177611111111111
C3orf19	0.4375
MRPS2	-1.403
POLR3H	0.449785714285714
ABHD11	0.6896
TMEM17	1.6085
PAIP2B	0.3929
MAT1A	-3.16025
LGI3	-0.08025
THUMPD2	0.18925
TKTL2	0.15425
XAGE3	-2.03483333333333
CALM3	-0.0905833333333333
C6orf136	-0.808333333333333
KCNC4	0.766
RGS9	0.2555
ACIN1	-1.273
SPATS1	-0.49625
XKR8	-0.0295
FAM84A	2.01625
MS4A7	5.63181818181818
AGXT2L2	-0.30075
OR1F1	-0.0805
SMAP1L	-0.2955
IPO11	-0.032
ZC3H11A	0.19975
C1orf151	0.488125
RNASEH2A	-1.5715
CCR10	-0.9695
TXNDC11	0.0640833333333333
TMEM112	0.74525
MAP1B	-0.516357142857143
NVL	0.2
PKM2	-0.64635
ARC	-0.8535
NUP54	0.3205
PPFIBP2	1.815
STAT2	0.97875
PTAFR	1.459
ROBO2	-0.586625
RNF40	0.186
CCDC135	-0.560333333333333
IFT81	-0.1561
MORF4	0.091
TM7SF3	-0.228
OR10H3	0.447
ABP1	0.172375
CHRD	0.7535
PLEKHA8	-0.0015
NCALD	1.36825
OR5AK2	0.23325
ACCN1	0.319
SLITRK1	0.114
ARMET	-0.0175
C9orf52	0.735
REEP4	-1.29425
MTSS1	0.92825
ADH1B	0.9805
DLD	-0.526
CDK5	-0.606
PPFIA1	-0.1433125
WFDC3	0.69225
DNAJB12	0.579142857142857
RANGRF	-0.628
MLANA	-4.786
AMY2B	0.2035
KIAA0319	-0.431375
RPS7	-1.081
JAK3	-0.1489
ARFGEF1	0.621
CXCL5	0.25475
TRAPPC4	-0.14375
CETN2	0.7595
HSPC111	-1.396
RHOBTB3	-2.0274
PHLPP	-1.275
RGS10	0.848
TMEM58	1.5325
CHERP	-0.4675
HSP90AB3P	-1.0595
FSTL3	0.152
PEX11A	1.369
OR5V1	0.521
FCN3	1.961
PTPN3	0.138875
NPTX1	-5.591
C21orf84	-1.143
C11orf51	-0.339
ZBED2	0.995
FLJ90757	0.634
NPY2R	0.6985
PLD3	-0.01675
SYT17	1.73466666666667
SGSM2	-0.62575
OR1A2	0.2015
FOXP1	1.354125
SLC5A1	3.2845
POFUT1	-0.7208
EPHB6	-0.6665
MYO1G	-1.81475
STAC	-0.8856
KLHL17	-0.468666666666667
RGMA	0.6642
TJP2	-0.8834
FAM114A1	0.730666666666667
SERINC1	1.18858333333333
SLC9A8	-0.06725
PEX19	0.719875
EDN2	4.7515
PSMD7	-0.950222222222222
C3orf41	-0.48175
UQCR	0.346875
PPP1R3C	2.17525
LRP4	-1.89416666666667
TM2D1	0.13675
TTC17	0.504625
C4BPB	-3.805375
CCL25	0.2855
ZNF253	-0.301833333333333
CHRNA9	-3.33
SOX11	-0.64225
HIVEP3	0.6535
CGN	1.33325
C3orf35	-0.04675
PKD2L1	2.27075
SYVN1	0.274375
PDE8B	-1.4625
LOC439951	1.136
LTC4S	2.19916666666667
MIF4GD	0.690833333333333
SMARCA2	1.145125
TUBGCP6	-0.191666666666667
CABLES1	0.21475
C16orf77	1.45116666666667
ZNF791	0.238
FUT5	-0.8405
ADH6	-1.86466666666667
P4HB	1.35625
CLDND2	-1.7615
ALKBH8	0.756
PLAC4	-1.673
F11R	0.722571428571429
MGC35295	0.370833333333333
PDZD4	-0.4075
LOC389073	-0.48875
FAM80B	-0.661166666666667
PSMB1	0.3445
TXN	-1.28466666666667
VIPR1	0.5514
WBSCR18	0.2246
EXOSC6	-1.09833333333333
ACTA2	4.455
SP5	-1.8685
ANKRD1	-2.23225
DDR1	2.0326
ATP6V1D	1.123
PTGS1	-0.994333333333333
RNF157	-1.34425
DCC	0.30975
SPAG7	-0.19225
FBXO18	-0.1095
UBE3C	-0.4218
HOXC6	0.905
LRP2BP	0.285166666666667
MYST2	0.0985
PDSS2	0.68775
ATE1	0.339
ARAF	0.29325
KLF10	0.11775
PLA2G2E	0.26325
ASCL1	1.01216666666667
TSNAXIP1	0.94125
FAM131B	0.248625
IFNA10	-0.0285
NUP43	-0.757
FAM44B	0.110125
L1TD1	-5.58783333333333
NMD3	-0.682833333333333
C18orf54	-1.373
PHOSPHO1	0.034
RAG2	-0.9
EMILIN3	-0.4745
METTL3	-1.019
VPS13C	0.2085
REXO2	-0.323
ANXA4	0.2535
CA1	-1.2025
DCP1B	-0.09975
TULP3	-0.827166666666667
ATP2A2	0.222714285714286
ATIC	-0.52
ADAM15	0.321833333333333
NPL	1.2875
LGR4	0.046375
UEVLD	0.570833333333333
GAB1	1.41125
SNAI2	0.581833333333333
ZGPAT	0.5779
SNF1LK	0.343625
DLEU1	-1.02225
UBE2Q1	0.383875
ZMYM6	-0.0756875
JPH3	-0.265333333333333
FAM38A	-0.398
PXK	0.225333333333333
DENND2D	2.19425
BAX	-1.592
CP	0.165818181818182
RPL37	-0.9435
G6PC3	0.075125
NCOA4	-0.149333333333333
LRRC14	0.451875
GORASP1	0.1575
FCHO2	1.387875
CYP24A1	-2.9434
FXYD3	1.263125
SMARCAL1	0.61225
ABCB8	-0.087
CCDC44	0.05275
PRDM7	-2.90425
USH1C	-1.028
DNAH5	0.595
SRF	-0.351416666666667
MAL2	1.78566666666667
PGPEP1	0.115833333333333
SIN3B	-0.31875
SEMA3C	1.05233333333333
GRAMD3	2.1805
FBXO10	-0.172875
OR5D13	0.4415
FLJ31818	-0.054625
CACNA1I	0.979875
S100A13	0.3365
TP63	1.991
ANXA11	0.8936
WDR66	0.21075
CSF2RB	0.158
IFI44	0.31125
DACT1	3.014
ANKRD23	-1.897875
ATP5G1	-0.530333333333333
C21orf70	-0.4635
PPWD1	-0.87325
DNAJC13	0.55925
PAH	-3.41933333333333
PTCH2	0.2425
TRMU	-1.066
CCDC9	-0.252
USP3	0.1179
DCLRE1C	-0.3748
FAM55C	0.37225
FRMD4B	1.3335
CYP2R1	-0.63175
RFPL1	-0.062
XPO5	-1.82625
ARL6IP2	-0.6955
OSBPL5	1.8985
MMP9	3.97318181818182
KIAA0802	-0.7035
DHRS2	-3.78516666666667
SGEF	0.662875
TXNDC10	-1.1121
EXOC6	0.415
RPS27	0.573333333333333
PNCK	-1.16366666666667
FSTL1	0.8
AACS	0.57275
SLMAP	-0.115
SAMD4A	0.957
ABRA	0.53425
SMARCD3	0.8145
PKNOX2	-1.03133333333333
A4GNT	-0.1155
C9orf39	-0.584166666666667
RALYL	-0.03775
MGC33556	-3.292
C10orf25	-0.3245
BBOX1	4.6845
NHEDC1	0.013
XDH	-0.08675
GCSH	-1.7645
EDN1	1.2955
MTERF	-1.02325
CLK4	0.05125
ZNF799	0.435833333333333
KCNG1	-1.489125
CXCR4	0.6075
PTPRR	-2.162
IRAK1	-0.481625
LOC401397	-1.061
TMSB10	0.659785714285714
CXCL3	-3.6916
TMC4	2.83175
OR7A10	0.0175
STYK1	1.91375
CHRNA10	-0.7255
CCNI	1.7745
EP300	0.904285714285714
LOC165186	-0.1235
HIC2	-2.543
SDR-O	0.199
OR2W1	0.114
KCNA6	-0.1285
TRIM74	-2.18825
REEP6	2.109
ATP5G2	0.2295
ERG	0.846875
TMEM42	-0.3195
PARN	-0.0701666666666666
SOD2	0.337
DIRAS1	-0.000500000000000019
PNPT1	-1.576
JOSD3	-1.518
hCG_40738	-0.2145
PDE1C	-1.7925
SEMA4D	-0.41975
AGPAT1	-0.299833333333333
NOSTRIN	1.005125
MAP3K3	-0.195
MAX	0.639357142857143
CAPS	0.785166666666667
SERPINA12	-0.0555
OSBPL8	0.5425
RICS	2.1865
NR4A2	1.342
PPCS	1.20216666666667
LONP1	-1.3015
SCYL3	1.718
HERC2P2	-1.83716666666667
FIBCD1	-0.611
C15orf41	-0.617
DMC1	-1.60116666666667
C20orf27	-1.77325
RPS6KA5	0.046
FAHD1	-0.6805
SLC12A4	0.179
BRCA1	-1.56516666666667
GBL	-0.41575
SLK	0.348833333333333
NUDT9P1	-0.493
NOXO1	-0.378
USP52	-1.36375
BAZ1B	0.124125
SLCO2B1	2.86225
BBS12	1.56433333333333
LRGUK	-0.0895
TERF2IP	-0.1125
COL1A1	6.1555
KIAA0090	0.260875
GRK5	-0.215166666666667
AP1S2	-1.2332
TMEM52	-0.827
CA11	-0.865625
OR4A15	0.325833333333333
ACBD3	1.6744
SPAG11B	0.26575
PRDM2	1.0379
FOXP3	0.0015
SMYD3	0.3187
LOC389199	1.1035
LGI2	1.59316666666667
NAPE-PLD	-0.2521
ANKRD6	1.651
WDR45	0.761
SHROOM1	0.4575
PSCD3	0.96
PYY	0.3675
KCNC1	-0.6505
ARHGEF9	1.3649
OR8J1	0.47275
GPR55	0.193
NS3BP	-1.844
C10orf22	0.316833333333333
NAT8L	-0.68725
DUSP4	1.66066666666667
FOXM1	-3.051
GRAMD2	1.8399
ZBTB48	-0.575166666666667
BUD31	-0.891
PABPC5	1.1705
CCDC41	-0.402
FBXO11	0.138083333333333
C6orf148	-0.02325
RFXAP	-1.50225
C6orf15	0.2205
CDK8	-0.671166666666667
C6orf70	0.937125
TESSP2	0.1665
ALG2	0.32525
PPP1R3D	1.931
TPM3	0.499777777777778
SYT13	2.1245
EPB42	-0.623666666666667
CETN3	-0.63425
PRY	0.1145
NTHL1	-0.5945
POLR2B	0.3385
RPS28	-0.425916666666667
P2RX3	0.3725
LYZL4	-0.02975
WBP4	0.0263
PMM1	-0.462
C11orf79	0.46325
CBLL1	-1.073
IL1F10	0.573333333333333
VAX2	0.707
SETDB1	0.0815
LRAP	0.593666666666667
GCLM	0.0156666666666667
CPEB3	1.42
PPM1A	1.32525
INTS1	-0.38325
CAMTA1	1.15691666666667
SAMSN1	-1.93875
LOC158830	-2.32666666666667
GMPPA	-0.547375
AIPL1	0.1945
IL24	0.168333333333333
BDKRB1	-1.9775
MLF1	1.5639
TAF12	-0.49
ID1	-2.349625
THADA	0.041375
PIK3CB	0.40625
OR4N5	0.5665
TBC1D17	-0.461666666666667
COX8A	-0.03875
CDCA4	-1.45675
C2orf44	-0.4745
ZNF534	-1.29
IMMP1L	-0.077
NIPSNAP3B	-0.167875
FTMT	0.61725
PWP2	-0.900166666666667
MMP15	-0.3788
DNAH11	-0.75825
MTMR14	-0.392875
DNAL4	1.16775
IPP	-0.649
TMEM59	1.018125
C1orf157	0.4785
RGS4	0.923833333333333
DDX18	-0.418
SNX6	0.445
ZNHIT2	0.818333333333333
NCDN	-0.54
FLJ33534	1.2265
RAG1	-1.608625
OR4D10	0.134
PTPN5	-0.918166666666667
POMT1	0.121875
LRRC8A	-0.1722
CYP1A1	-1.1785
CAPN1	0.377166666666667
DDHD2	-0.04825
GRIK2	-0.03475
GNRHR	-0.449
PPBP	-0.022
HTR3A	-0.4835
SLITRK4	1.98
ANKRD49	0.116
BTF3	0.1193
SARS	-0.1115
C13orf18	0.548333333333333
CACNB1	-0.0987142857142857
QKI	0.0623181818181818
SETMAR	0.68
MAN2B1	1.07233333333333
EML3	-0.6625
ACADL	3.1055
OFD1	0.003625
DEFB114	0.2725
CGA	-3.0557
PEX16	0.0315
LRRC10	-0.224
GNG12	0.7455
C1orf152	-0.0466666666666667
CHRM1	0.3315
CD53	0.35275
DBH	-0.13775
TFAP2B	4.42775
HIST1H2BJ	-1.43216666666667
FAM46D	-0.1105
TMEM11	-0.6745
C3orf32	-2.955
PCCB	0.469625
IPO13	0.026
C6orf105	-2.7465
COMMD5	0.837
SUV420H1	-0.1144
LTBR	0.437
ARHGAP15	-1.25875
HDHD2	-0.317
TDRKH	0.536833333333333
LOC401052	1.144
PSG4	-1.3555
GNB4	1.3106
SPATA4	1.53075
SLC9A3	-0.3265
OSBP	0.4915
NBPF3	-0.200166666666667
DOCK11	-1.0135
SLC39A5	-1.86316666666667
PRR5	0.9552
C10orf63	1.05425
SMTNL2	-1.354
ADRA1A	0.08975
ASAH1	1.5601
DOM3Z	-0.5203
GIPR	0.710666666666667
AHI1	-0.60175
NADSYN1	-0.1565
RGS14	-0.0992
IL18BP	0.7456
RTN4RL1	1.85858333333333
ARMC6	-0.41675
PSMD5	-0.350833333333333
HK3	0.8589
OR4S1	0.43125
RSU1	0.6228
MAD2L1	-2.929
EIF4A3	-0.00275
DLEC1	-0.564
E4F1	-0.251333333333333
CHMP2B	0.5357
CAMSAP1	-0.2915
RPS21	-0.910833333333333
ARID5A	0.2815
UBE2N	0.1342
IGSF8	0.818
MAGEB6	-0.9855
ACAD11	-0.7719
MGC4172	-0.86875
LMO4	-0.1805
KLKB1	-0.558
HP	-0.765
HDAC3	-0.004
SCHIP1	0.5885
CLCA1	0.0845
OLFML2A	1.258
C1orf112	-1.122
KIF19	0.538583333333333
HAPLN4	-0.0831
CXCR7	0.986
GOT2	0.0538
RAB38	-1.1185
DCX	-1.22925
PPM1H	0.618333333333333
NFYC	0.60875
KIN	-0.171
ZNF228	0.95025
PLSCR4	2.87366666666667
HIG2	-0.14625
FAM79B	5.0005
C21orf86	-0.5336
KCNK10	0.0765
ZNF738	-1.134625
FSTL5	-0.4205
OR6A2	0.004
OTOA	1.40516666666667
EXOC1	0.88
AHRR	-3.228
PDAP1	-2.10508333333333
C19orf6	-0.4605
ZAN	0.197
LY6G6E	-0.027
EIF4E2	-0.669
C20orf198	-0.2135
ZNF324	0.273
CYP3A5	-1.7595
ENTPD7	1.31883333333333
MBOAT5	-0.548166666666667
GJB5	0.3905
TTC13	0.54875
S100Z	-1.24416666666667
KIAA0664	-0.559333333333333
PDGFRB	2.55325
IL17D	0.989
OR56B4	-0.0275
RDX	-0.927833333333333
SLC34A3	0.762
IL28B	0.7225
JUND	0.428
CHRNB1	-0.0655
CAMK2B	0.17625
FETUB	-1.22675
CXorf23	1.308125
MRTO4	-1.492875
TTC3	0.634
NDUFB8	-0.187
EDG2	0.06175
SEMA3G	0.023
IL23A	-1.732
GRHL1	1.0593
LOC441054	-1.2515
WDR65	0.7045
PSTK	-0.39575
STOML3	-0.1055
R3HDM2	-0.3368
C5	-3.35175
