Hybridization REF	TCGA-BH-A0BC-11A-22R-A089-07
CHAC1	0.0935
HMGA2	-4.13166666666667
B3GALTL	1.8025
ING2	0.6225
C1orf109	-0.705
INTS3	0.00524999999999998
ZNF558	0.46
TRPM4	-0.673
LTB4R	-0.6085
ISYNA1	-2.12325
LSM7	-0.733
LRRC47	-1.050625
ZNF179	-0.708833333333333
EXDL1	0.2364
SLC4A10	-0.811625
ACSS2	-0.796166666666667
COPS7B	-2.6115
KIAA0040	-0.031
C1orf95	0.433
AP1GBP1	0.085
OR9A2	0.1
FAM71C	0.8802
RIN1	-1.229
ITGA4	-2.22075
DNAJC6	-1.0922
CLOCK	0.498666666666667
SLC35A4	-0.542833333333333
DSG4	0.6245
LOC26010	-0.34925
NSUN2	-1.2795
TMEM86B	-1.0847
C14orf135	-0.03075
KIFC3	-2.449
PHF5A	-0.34175
NCAPH	-2.872
STK11IP	-1.76225
FLJ42953	-1.270375
CCDC19	0.082
ZNF329	0.669285714285714
TAX1BP1	0.395333333333333
ZDHHC18	-2.70383333333333
C10orf88	-0.55225
TMBIM4	1.3786
NMUR1	1.81
KIR2DS4	0.425125
C9orf90	-0.09125
MGC87631	-0.6565
KDR	2.0413
ST3GAL2	-1.80225
RLN2	1.29016666666667
HPD	-4.72733333333333
MOXD1	-0.903
PDGFRL	4.83333333333333
SMYD4	-0.777818181818182
FAM103A1	0.377333333333333
MFAP4	2.81
LOC285141	3.55875
TMEM45B	-1.506375
SMCR7L	-0.750142857142857
GZMH	1.86125
CBLN1	-1.1265
CNNM1	-0.66525
PHF17	0.707083333333333
NUP98	-0.864916666666667
RMI1	-1.8305
PTPRS	0.39
ANKRD57	0.604875
CLDN15	-1.97083333333333
OR51A2	-0.2625
GUCA2B	0.4755
DOCK9	1.61925
ITGB1BP1	-0.286333333333333
DLG2	-0.384857142857143
BRAP	0.2195
SESN3	-1.15775
ZC3H7B	2.14075
FAM101A	1.525
FKSG24	-1.54175
ZYG11B	-1.101875
RFC2	-1.6455
SH2D3A	-1.00283333333333
DVL3	-1.32891666666667
ADFP	0.242333333333333
KRIT1	-0.788
SERTAD3	-0.378666666666667
LEFTY2	-4.6985
KRT27	0.0535
SCFD2	-0.60275
MN1	-1.17
RORA	2.337
PTPRD	-0.76925
PIAS2	0.494
CYP4X1	5.69116666666667
FBXL15	-1.25675
MYH15	0.185333333333333
CRX	0.5515
TBC1D13	-0.271
SLC22A17	0.769
PLK2	1.7685
ARHGAP9	1.49575
EIF1B	1.25925
C20orf185	0.876
DEFA7P	-0.174
PRIM1	-1.11116666666667
CRYAA	-1.23925
BACE1	1.21725
AGTRL1	0.2324
ACAD9	0.209625
GRASP	0.21875
RBP4	0.249666666666667
TFB2M	0.2995
METTL9	-0.477
ATP5O	-0.0315
SP100	0.4494
CPSF1	-2.65816666666667
S100A4	1.01425
LIME1	-1.5655
GPR137C	-1.84
OR2A2	-0.058
C2orf29	-1.96325
NUP188	-2.097
SDPR	3.47725
RAI1	-1.48775
RPS20	2.1424
LAMB1	-0.5325
ADM2	-0.621166666666667
ZNF229	1.54925
DKFZp434K1815	-2.434625
EPN3	-0.650666666666667
CLIC3	-2.0135
MEIG1	-1.0335
HMGB4	-0.50775
STARD10	-1.317875
KLF8	2.26
EPB41L2	-0.388
JMJD6	-0.619375
CTSL1	-0.1845
GPR27	-1.759
ELAVL4	0.406166666666667
MMP21	-0.3795
PPM1B	0.786125
SUV39H1	-2.54975
AAMP	-1.9785
TUSC4	-0.6065
MBD6	1.3875
KLK13	0.14825
FMNL3	-0.222666666666667
TRIM13	0.846916666666667
C15orf5	0.81825
IQCF1	0.182142857142857
CACNG8	null
SLC35D3	-0.388666666666667
ZDHHC9	-0.3075
ODF3L1	-0.0195
C9orf86	-2.6547
TSEN2	-0.53575
C17orf64	0.87325
SEPX1	-1.052
TSPO	0.205166666666667
SYMPK	-1.652
ADORA1	-1.42275
TSPAN10	-0.145875
SEMA6C	-0.526333333333333
RTTN	-0.338333333333333
IL2	1.03716666666667
ARRDC3	1.26833333333333
TBPL1	-0.285333333333333
STX12	1.72375
MRPL39	0.855
OR8H3	1.0275
IFIT5	1.48383333333333
CASC5	-3.05216666666667
FAM46A	-0.473666666666667
HPCAL1	-0.740125
CYLC1	1.0635
VGLL2	0.074625
C20orf191	0.421
CDH1	1.79541666666667
ITPA	-1.38875
CCDC101	-1.4465
D15Wsu75e	-1.40125
EDA	-1.32333333333333
CREG1	-0.66725
OR7G2	0.702
SAP18	1.89816666666667
IFIT1	2.11275
CALML3	2.54083333333333
FLJ37440	0.1775
FNDC5	0.99075
SERPINB6	0.399571428571429
JUNB	0.9693
SYS1	1.80125
SCN2A	0.534
ZKSCAN5	-0.0754
WNT7A	-0.074
TSHZ3	3.492
RNF148	0.1415
H6PD	-0.15825
CAD	-2.39316666666667
ZNF449	1.875
DOCK10	-0.2885
FAIM2	0.195666666666667
HEXDC	-2.44475
PRB1	0.527666666666667
C14orf148	-0.3525
ETHE1	0.48575
IRF5	-0.1319
GNMT	-0.683
MGC16291	-0.946125
RPAIN	0.164785714285714
CAGE1	1.208
CNTNAP3	0.00324999999999997
ACTR1B	-1.39525
EEF1E1	0.10425
MSX1	-1.21825
ESF1	0.6881
HSPC171	0.65025
MRPL2	0.0111666666666667
RDH12	-0.7618
CELP	-0.083
METRNL	-0.49125
C10orf116	6.01266666666667
C19orf48	-2.1055
ZNF346	-0.552142857142857
NCR1	-0.6275
C10orf64	0.497
CD52	1.673
VPS18	4.40625
AP4S1	0.554333333333333
NPBWR1	-0.824
TPK1	2.68
UBA52	0.556833333333333
RIPK1	0.0781666666666667
CPNE3	0.0465999999999999
HSPC159	1.1765
C8orf38	0.53225
LRRC4B	-0.28
PARP10	-0.5214
ANKRD50	0.86875
CXCL9	3.5145
FGF18	2.57663636363636
EIF2A	-0.305125
SLC20A2	1.00583333333333
KIAA1549	-0.529333333333333
SPINT1	1.8569
ZNF584	-0.0725
CRBN	0.944833333333333
ABCF3	-1.60366666666667
NCBP1	-0.935333333333333
PLA2G4F	-0.383
PCDH10	-1.15416666666667
TTC21A	-0.47
C20orf144	0.393
FGFR1OP2	0.257666666666667
SLC9A1	-0.5318
CHRND	0.3335
FOXF1	-2.4195
KIAA1467	-0.8815
TPO	2.757
LTF	7.09078571428571
DNAJB9	1.07375
MRPS27	-1.968
bA16L21.2.1	1.21475
WBP2	0.147333333333333
MRGPRX3	-0.1525
PRPF18	1.40225
C10orf58	1.3995
SMOC1	-1.6173
ADAT3	-0.595666666666667
TMEM138	-0.8775
TMEM131	-0.598625
TIMM8B	1.5175
MYH7	-1.1522
ST6GAL2	-0.40125
KIF1C	0.859
SUHW2	-0.504
PAPSS1	0.66
CABP2	0.827
HOXA4	2.43775
ELF2	1.00075
SEMA3D	1.9346
MC5R	-0.5115
OGFR	-1.205
FLJ30092	-1.05083333333333
TGFA	1.5326
MMP17	-0.38375
KIF15	-3.28475
CHIA	0.233
CATSPER3	0.27225
CEACAM7	0.0968181818181818
PADI2	0.764875
HOXA9	2.00483333333333
LNX2	-0.648
TMEM144	1.975
HIF1AN	-1.4335
METTL7A	0.5613
C6orf165	1.86083333333333
KIAA1468	1.142625
DSG3	2.903
ZNF180	1.10433333333333
EIF4E3	1.43775
SLC46A1	-0.235375
DKK1	-3.293
ZNF205	-0.759666666666667
LOC162073	0.596722222222222
COX7A1	7.761
MAGEA1	-4.17433333333333
NEDD8	0.15225
KLHDC5	-0.302411764705882
C3orf19	1.36133333333333
MRPS2	-1.7685
POLR3H	-0.686357142857143
ABHD11	-0.5245
TMEM17	1.36875
PAIP2B	0.2201
MAT1A	-3.6735
LGI3	0.33425
THUMPD2	0.602
TKTL2	0.2475
XAGE3	-0.034
CALM3	0.394833333333333
C6orf136	-1.06333333333333
KCNC4	-0.0493333333333333
RGS9	2.4885
ACIN1	-1.84333333333333
SPATS1	0.1315
XKR8	-0.23225
FAM84A	1.29766666666667
MS4A7	5.44872727272727
AGXT2L2	-0.57
OR1F1	-0.3595
SMAP1L	-0.980083333333333
IPO11	1.388875
ZC3H11A	-0.5820625
C1orf151	0.55425
RNASEH2A	-2.53725
CCR10	-0.8435
TXNDC11	-0.499833333333333
TMEM112	-1.007125
MAP1B	0.0911428571428571
NVL	-0.99125
PKM2	-0.57555
ARC	-0.43225
NUP54	0.5585
PPFIBP2	0.9485
STAT2	0.982875
PTAFR	0.665333333333333
ROBO2	-0.026125
RNF40	-2.2525
CCDC135	-0.349333333333333
IFT81	-0.3441
MORF4	-0.24475
TM7SF3	-1.372125
OR10H3	1.283
ABP1	0.618
CHRD	0.01925
PLEKHA8	-1.44483333333333
NCALD	4.019
OR5AK2	0.883333333333333
ACCN1	0.0398333333333333
SLITRK1	0.67425
ARMET	-0.92225
C9orf52	-0.2135
REEP4	-2.02775
MTSS1	0.473875
ADH1B	6.05016666666667
DLD	0.118
CDK5	-2.6775
PPFIA1	-0.6034375
WFDC3	1.282
DNAJB12	0.508928571428571
RANGRF	0.3215
MLANA	-2.83725
AMY2B	1.60275
KIAA0319	-1.177625
RPS7	0.248
JAK3	-0.10625
ARFGEF1	0.93975
CXCL5	0.40725
TRAPPC4	-0.0325
CETN2	0.97675
HSPC111	-0.39375
RHOBTB3	-1.1045
PHLPP	-0.963
RGS10	1.283
TMEM58	0.80625
CHERP	-1.706875
HSP90AB3P	-1.78433333333333
FSTL3	-0.727833333333333
PEX11A	1.43525
OR5V1	0.286
FCN3	1.297
PTPN3	-0.68875
NPTX1	-4.21875
C21orf84	-1.6885
C11orf51	0.564375
ZBED2	-0.0877500000000001
FLJ90757	-1.517
NPY2R	5.2815
PLD3	-1.52625
SYT17	-0.404166666666667
SGSM2	-1.9225
OR1A2	0.0802499999999999
FOXP1	1.1085
SLC5A1	3.77325
POFUT1	-0.8179
EPHB6	-2.5545
MYO1G	-2.5585
STAC	0.1441
KLHL17	-1.838
RGMA	1.8525
TJP2	-1.4903
FAM114A1	-0.190333333333333
SERINC1	3.14716666666667
SLC9A8	-0.325375
PEX19	-0.0895
EDN2	1.44725
PSMD7	-0.432555555555556
C3orf41	1.1235
UQCR	0.726875
PPP1R3C	2.54075
LRP4	-1.05966666666667
TM2D1	0.91275
TTC17	-0.235625
C4BPB	-2.014875
CCL25	1.00425
ZNF253	0.343833333333333
CHRNA9	-2.53666666666667
SOX11	1.04275
HIVEP3	0.2945
CGN	0.225090909090909
C3orf35	-0.618375
PKD2L1	-0.11975
SYVN1	-0.984625
PDE8B	1.02075
LOC439951	-0.1015
LTC4S	1.015
MIF4GD	-1.30433333333333
SMARCA2	2.3811875
TUBGCP6	-1.17516666666667
CABLES1	0.00700000000000003
C16orf77	2.4122
ZNF791	0.223
FUT5	-0.8195
ADH6	-1.57075
P4HB	-1.85325
CLDND2	0.753
ALKBH8	0.40875
PLAC4	0.100333333333333
F11R	0.172642857142857
MGC35295	-0.172166666666667
PDZD4	-0.47025
LOC389073	0.25225
FAM80B	0.3355
PSMB1	-0.110125
TXN	-0.359166666666667
VIPR1	0.0635
WBSCR18	-0.1076
EXOSC6	-0.790666666666667
ACTA2	6.07116666666667
SP5	-2.77966666666667
ANKRD1	-0.86425
DDR1	-0.5838
ATP6V1D	-0.213
PTGS1	-0.161583333333333
RNF157	-1.529
DCC	0.879333333333333
SPAG7	-0.07475
FBXO18	-1.6735
UBE3C	-1.3015
HOXC6	0.117
LRP2BP	0.7785
MYST2	-1.25875
PDSS2	0.398
ATE1	-1.79366666666667
ARAF	-2.78425
KLF10	1.54625
PLA2G2E	-0.0186666666666667
ASCL1	-1.54
TSNAXIP1	0.195666666666667
FAM131B	0.251142857142857
IFNA10	0.3215
NUP43	-0.812125
FAM44B	-0.13
L1TD1	-4.654
NMD3	-0.534833333333333
C18orf54	-0.8287
PHOSPHO1	-0.372
RAG2	-0.527
EMILIN3	0.289
METTL3	-0.97725
VPS13C	1.956125
REXO2	0.04525
ANXA4	0.508
CA1	-0.284
DCP1B	-0.243
TULP3	-1.16683333333333
ATP2A2	0.385571428571429
ATIC	-1.07
ADAM15	-1.11616666666667
NPL	0.167833333333333
LGR4	0.976625
UEVLD	0.2544
GAB1	0.11275
SNAI2	1.688
ZGPAT	-1.8831
SNF1LK	-0.56525
DLEU1	-0.7425
UBE2Q1	-0.4515
ZMYM6	-0.3098125
JPH3	-2.3156
FAM38A	-1.27708333333333
PXK	0.300333333333333
DENND2D	1.22325
BAX	-0.511416666666667
CP	-0.668636363636364
RPL37	2.2693
G6PC3	0.129125
NCOA4	-0.564666666666667
LRRC14	-0.260375
GORASP1	-0.73625
FCHO2	0.600625
CYP24A1	-3.03833333333333
FXYD3	1.880125
SMARCAL1	-0.7795
ABCB8	-1.301
CCDC44	-0.81325
PRDM7	-1.56675
USH1C	-0.926
DNAH5	0.1832
SRF	-0.08175
MAL2	1.33966666666667
PGPEP1	-0.298166666666667
SIN3B	-1.933
SEMA3C	1.22916666666667
GRAMD3	3.059
FBXO10	0.114375
OR5D13	0.058
FLJ31818	0.25775
CACNA1I	-0.65725
S100A13	2.2415
TP63	3.43485714285714
ANXA11	0.5033
WDR66	-0.633375
CSF2RB	-1.2355
IFI44	1.22925
DACT1	0.7725
ANKRD23	-1.490625
ATP5G1	-1.31916666666667
C21orf70	-1.40233333333333
PPWD1	0.34025
DNAJC13	-0.7815
PAH	-4.1765
PTCH2	0.1565
TRMU	-1.99825
CCDC9	-1.448
USP3	-0.1467
DCLRE1C	0.124
FAM55C	0.33525
FRMD4B	1.2495
CYP2R1	0.12125
RFPL1	-0.6381
XPO5	-1.831
ARL6IP2	-0.5265
OSBPL5	0.669
MMP9	1.67890909090909
KIAA0802	-0.704
DHRS2	-4.08616666666667
SGEF	0.212875
TXNDC10	-0.5784
EXOC6	0.06375
RPS27	1.67583333333333
PNCK	-1.1048
FSTL1	0.55275
AACS	-1.20475
SLMAP	1.13666666666667
SAMD4A	0.6574
ABRA	1.609
SMARCD3	1.63
PKNOX2	-1.1035
A4GNT	0.541
C9orf39	-0.0821666666666667
RALYL	0.405
MGC33556	-3.2335
C10orf25	-1.2835
BBOX1	9.51325
NHEDC1	-0.094
XDH	-0.349
GCSH	-0.279
EDN1	3.0575
MTERF	0.1085
CLK4	1.54375
ZNF799	0.7425
KCNG1	-1.95975
CXCR4	-0.625
PTPRR	-1.618
IRAK1	-0.720375
LOC401397	0.28775
TMSB10	1.18364285714286
CXCL3	0.9894
TMC4	-0.8925
OR7A10	0.7665
STYK1	1.77875
CHRNA10	-0.06875
CCNI	0.484
EP300	-0.126692307692308
LOC165186	-0.234833333333333
HIC2	-2.0965
SDR-O	-0.059
OR2W1	0.3655
KCNA6	0.309
TRIM74	-0.79625
REEP6	-0.2895
ATP5G2	-0.54925
ERG	1.80375
TMEM42	0.6255
PARN	-0.815
SOD2	0.8935
DIRAS1	-0.4468
PNPT1	-1.6285
JOSD3	-0.03325
hCG_40738	-3.2245
PDE1C	-0.21575
SEMA4D	-1.7175
AGPAT1	-0.250166666666667
NOSTRIN	2.141875
MAP3K3	-1.3745
MAX	-0.0679285714285714
CAPS	-0.197333333333333
SERPINA12	0.891
OSBPL8	0.046
RICS	0.1439
NR4A2	1.9685
PPCS	1.55616666666667
LONP1	-3.43475
SCYL3	1.46925
HERC2P2	-1.153
FIBCD1	0.5065
C15orf41	0.00949999999999995
DMC1	-2.30366666666667
C20orf27	-2.313
RPS6KA5	0.8873
FAHD1	-0.457833333333333
SLC12A4	-0.74225
BRCA1	-1.79258333333333
GBL	-1.904
SLK	0.0701666666666667
NUDT9P1	0.9595
NOXO1	2.186
USP52	-0.623
BAZ1B	-0.9205
SLCO2B1	3.688
BBS12	2.95366666666667
LRGUK	-1.3346
TERF2IP	-0.04775
COL1A1	3.4
KIAA0090	0.533
GRK5	-0.117666666666667
AP1S2	-1.1974
TMEM52	-1.38566666666667
CA11	-1.055125
OR4A15	0.744833333333333
ACBD3	2.3954
SPAG11B	0.0652857142857143
PRDM2	1.0368
FOXP3	0.43425
SMYD3	-1.1182
LOC389199	-0.425
LGI2	1.781
NAPE-PLD	-0.5854
ANKRD6	-0.3475
WDR45	0.09
SHROOM1	-1.38525
PSCD3	-3.6445
PYY	-0.4195
KCNC1	-0.0414999999999999
ARHGEF9	0.6054
OR8J1	0.55125
GPR55	-0.0434
NS3BP	-1.364
C10orf22	0.675
NAT8L	1.62475
DUSP4	-1.20083333333333
FOXM1	-3.6115
GRAMD2	3.2953
ZBTB48	-0.968
BUD31	-0.742
PABPC5	1.258
CCDC41	-0.69425
FBXO11	0.37825
C6orf148	0.19325
RFXAP	0.82075
C6orf15	0.2274
CDK8	-1.16633333333333
C6orf70	0.1925
TESSP2	-1.176
ALG2	0.07075
PPP1R3D	0.7455
TPM3	-0.815111111111111
SYT13	0.25675
EPB42	1.28583333333333
CETN3	0.5555
PRY	0.2515
NTHL1	-0.961333333333333
POLR2B	-0.1285
RPS28	1.11875
P2RX3	-0.71975
LYZL4	0.71925
WBP4	1.3537
PMM1	-1.24075
C11orf79	0.003
CBLL1	0.45425
IL1F10	2.868
VAX2	-0.4085
SETDB1	-0.853166666666667
LRAP	-0.973333333333333
GCLM	0.5286
CPEB3	1.39875
PPM1A	1.0915625
INTS1	-1.581
CAMTA1	1.46991666666667
SAMSN1	-1.57875
LOC158830	-0.646666666666667
GMPPA	-2.24975
AIPL1	0.572
IL24	0.735083333333333
BDKRB1	-1.76883333333333
MLF1	2.1645
TAF12	0.036
ID1	-2.147875
THADA	-0.76325
PIK3CB	-0.99575
OR4N5	-0.072
TBC1D17	-1.01216666666667
COX8A	-0.2545
CDCA4	-2.73875
C2orf44	-0.9585
ZNF534	-0.7165
IMMP1L	0.692
NIPSNAP3B	0.5845
FTMT	0.856125
PWP2	-2.00416666666667
MMP15	-1.425875
DNAH11	-0.81225
MTMR14	-1.113625
DNAL4	-1.14975
IPP	-0.79175
TMEM59	2.175375
C1orf157	-0.173
RGS4	-0.266166666666667
DDX18	-1.00966666666667
SNX6	-0.23225
ZNHIT2	-1.29733333333333
NCDN	-1.6385
FLJ33534	-0.2215
RAG1	-0.757875
OR4D10	-1.3615
PTPN5	0.0351666666666667
POMT1	-0.305125
LRRC8A	-0.9983
CYP1A1	-0.99475
CAPN1	-3.06666666666667
DDHD2	0.789125
GRIK2	0.7525
GNRHR	-0.39475
PPBP	2.5255
HTR3A	-0.699625
SLITRK4	2.80775
ANKRD49	1.18575
BTF3	1.4629
SARS	-0.8315
C13orf18	0.614666666666667
CACNB1	-0.410571428571429
QKI	1.322
SETMAR	0.70775
MAN2B1	-0.410666666666667
EML3	-2.0045
ACADL	3.84116666666667
OFD1	0.431875
DEFB114	-0.025
CGA	-2.3726
PEX16	-0.956166666666667
LRRC10	0.7415
GNG12	0.594
C1orf152	-0.651666666666667
CHRM1	-0.682
CD53	0.20775
DBH	-1.21
TFAP2B	2.749625
HIST1H2BJ	-1.24866666666667
FAM46D	0.394
TMEM11	0.3215
C3orf32	-2.08375
PCCB	-2.149375
IPO13	-0.621125
C6orf105	-1.4665
COMMD5	-0.3665
SUV420H1	0.0787
LTBR	-1.76175
ARHGAP15	-0.240375
HDHD2	0.4775
TDRKH	-0.782333333333333
LOC401052	-0.805
PSG4	-1.389
GNB4	-0.0722
SPATA4	1.41875
SLC9A3	-1.151
OSBP	-0.643666666666667
NBPF3	-1.2725
DOCK11	-0.469
SLC39A5	-1.60133333333333
PRR5	0.4118
C10orf63	0.274285714285714
SMTNL2	-1.00875
ADRA1A	0.0875
ASAH1	2.7973
DOM3Z	-1.1184
GIPR	0.9715
AHI1	0.107666666666667
NADSYN1	-1.07433333333333
RGS14	-2.1749
IL18BP	0.7208
RTN4RL1	1.009
ARMC6	-1.5145
PSMD5	-1.41533333333333
HK3	0.062
OR4S1	3.6485
RSU1	0.6977
MAD2L1	-2.85711111111111
EIF4A3	-0.74075
DLEC1	0.6115
E4F1	-1.20233333333333
CHMP2B	1.5585
CAMSAP1	-0.8525
RPS21	0.838333333333333
ARID5A	2.75675
UBE2N	-0.1273
IGSF8	-0.6765
MAGEB6	-0.4925
ACAD11	-0.1704
MGC4172	-1.991
LMO4	0.6895
KLKB1	0.5125
HP	-1.9385
HDAC3	-0.68875
SCHIP1	2.40175
CLCA1	-0.187
OLFML2A	1.46975
C1orf112	-1.0045
KIF19	1.0129
HAPLN4	0.3066
CXCR7	2.4565
GOT2	0.0465
RAB38	-0.837
DCX	0.473
PPM1H	-0.536583333333333
NFYC	-0.0361666666666667
KIN	1.070625
ZNF228	1.85425
PLSCR4	3.73966666666667
HIG2	-0.70125
FAM79B	5.474
C21orf86	-0.6648
KCNK10	0.0425
ZNF738	-1.12225
FSTL5	0.175833333333333
OR6A2	0.9015
OTOA	1.14
EXOC1	1.09225
AHRR	-3.38242857142857
PDAP1	-2.52766666666667
C19orf6	-1.9535
ZAN	-0.01275
LY6G6E	-0.478
EIF4E2	-0.36125
C20orf198	-0.767
ZNF324	-0.66975
CYP3A5	-0.6435
ENTPD7	-1.05866666666667
MBOAT5	-1.48666666666667
GJB5	2.81425
TTC13	-0.98725
S100Z	-0.3675
KIAA0664	-0.659666666666667
PDGFRB	2.53616666666667
IL17D	1.52475
OR56B4	-0.148
RDX	-0.3745
SLC34A3	0.8045
IL28B	-0.181
JUND	2.51325
CHRNB1	-0.0167142857142857
CAMK2B	-0.26175
FETUB	-0.95575
CXorf23	1.0465
MRTO4	-0.638625
TTC3	-0.3787
NDUFB8	0.6415
EDG2	0.58525
SEMA3G	2.6635
IL23A	-1.46925
GRHL1	1.4166
LOC441054	-0.073
WDR65	1.09814285714286
PSTK	0.92725
STOML3	1.003
R3HDM2	-0.5518
C5	-1.42275
SLC2A10	-0.470666666666667
C3orf22	-0.16775
PAQR3	-0.36
ANKRD26	-0.201666666666667
HCRTR1	0.132
LOC399947	-0.418
PSD2	0.3385
TIGD2	1.62483333333333
SCRN1	-0.418375
COQ10A	-0.05575
DDI2	-0.858
METTL7B	-0.180833333333333
UCN2	0.11875
FAM92A3	-0.30825
WDR16	0.83775
ZNF511	-0.623333333333333
ZMYM5	0.098
POLR3G	-0.9645
ZNF586	-0.4305
C1orf49	0.3855
TANK	0.917666666666667
RCAN1	1.89866666666667
PELI3	1.99333333333333
LIMD2	-0.812416666666667
TMEM189	-0.7745
NTN4	2.376875
LOC151300	-0.6175
CLEC2A	-0.127
GPR135	-0.125625
DPYSL4	-3.0577
JAK2	0.611
TSHZ1	-0.1155
TM9SF4	-1.31125
ZNF264	-0.5434
SIRPG	0.371625
BICD1	-2.30425
HERC6	1.69216666666667
METTL5	0.936
CASP1	3.15325
PRRT1	-0.888166666666667
PLA2G4C	2.1
ICA1L	0.00961538461538467
TPTE2	-0.0798
OTUD7A	-0.475666666666667
AQP11	-0.737
APOA2	-2.8314
KALRN	-0.366333333333333
SECTM1	-0.00275000000000003
IFNAR1	0.9175
TALDO1	-0.679
RAB11FIP4	-1.59190909090909
EIF5A	-2.562
FAM49A	3.20525
NEGR1	0.111333333333333
YTHDC2	0.15375
EHD2	-0.208875
NCF1	0.0143
SCRT2	0.5065
HOXA5	0.919333333333333
NUP133	-0.058
FGF12	-0.00218750000000004
SLMO2	-0.32175
SNTA1	-2.065125
CACNG2	0.3625
GCM1	-0.05775
ELF1	0.273833333333333
TLR5	3.23825
TCFL5	-0.262416666666667
RBMY2FP	1.385
LOC100125556	-0.696125
FAM129B	-1.03075
MAP3K7IP1	-1.73375
NCK2	-0.8675
OXA1L	-1.09775
FMO9P	0.3045
ZSCAN12	0.2135
PSMD12	-0.129833333333333
HSCB	0.3445
CLDN10	-1.0835
MGC13053	0.07775
HPCAL4	-0.743
ASZ1	-0.497
MEX3D	-0.0910833333333333
NFAT5	-0.048
CSPG4LYP1	-0.722
FBXO3	1.1744
DVL1	-2.0405
CMKLR1	0.6892
TYMS	-3.88575
PEF1	-0.58775
ZNF750	1.96033333333333
MCM5	-0.8662
MEGF11	0.435
KCNK7	0.105
PTP4A3	-0.4755
C1QTNF2	-0.324666666666667
OR6S1	0.118
FAM122B	-1.42125
ZNF551	-1.002875
HBQ1	-0.17
GEMIN6	0.90925
ARSK	-0.29975
RBP7	6.94816666666667
CPNE9	0.00324999999999999
DSC1	1.531
LOC730112	0.111
MAP2K4	1.045375
HS3ST5	0.2975
EPB41L3	0.46425
TEKT2	0.255
CDKN2B	0.37075
ZNF480	0.881
MAP3K6	0.4604
MAP6	2.51433333333333
HN1	-1.3047
OR2L13	0.476
SLC16A11	0.70275
FAM96A	-0.61825
APOL1	-0.10475
C5orf32	0.78225
RTP1	0.166
RNF175	1.81875
ZBTB41	0.407625
AHCTF1	-0.1326
SAE2	0.4935
ITGA2	0.292083333333333
MME	4.101
CCDC14	-1.422
MAST4	-0.0473076923076923
KRT33B	-0.735
KCTD2	-1.53083333333333
WDR26	-0.113666666666667
MFI2	0.525625
NR4A3	2.093
ARSA	-0.72075
UNKL	-0.8865
SULT6B1	0.1965
CCNA2	-3.0965
SOX15	1.2975
PPAPDC1B	0.604083333333333
C19orf44	0.4795
MCAT	0.864416666666667
ARID1B	0.312875
OR52N1	-0.639
C12orf48	-1.858
MAGI1	0.8385
NIPA2	-0.6135
GBX2	-1.2225
RSHL3	0.07225
RAVER1	-0.195166666666667
C15orf17	-0.0805
SLC30A2	0.51325
ZNF518	-1.39925
PCYT1B	-1.012
C10orf114	-1.7895
EIF3H	2.46841666666667
SLC25A39	-2.344
KIF1B	-0.35
AMOTL2	0.4125
C6orf120	1.45475
PSRC1	-3.2685
PLA2G10	0.121571428571429
KIF5C	0.362875
MRPL37	-1.7345
C17orf62	-2.11483333333333
C9orf135	-0.0251666666666667
DUSP10	-0.5598
CLCNKB	0.228
PSMA5	0.503625
C8orf53	1.138
AMPD3	1.02166666666667
PIAS1	-0.8805
ADCYAP1R1	-0.0165
GYLTL1B	0.01
CDH20	0.1406
FBXO7	-0.68075
TMEM134	-1.1325
FLJ14213	0.271833333333333
ZNF3	-1.281
LRRFIP1	1.48620833333333
CNOT2	0.92675
ABI3	2.67475
ALDH5A1	-0.84575
HNT	1.7269
SERPINA4	-1.48075
TK2	2.5688
STMN1	-2.28833333333333
GUCA2A	0.517166666666667
GALNT10	-0.450714285714286
DPP6	0.1455
C9orf93	0.271625
PRELID2	-0.234875
STK39	0.345375
SFTPA1	-1.12466666666667
CKS2	-3.19022222222222
RHO	0.0897142857142857
C20orf135	0.20625
XKR3	-1.372
CR1	0.525285714285714
RPS6KA2	0.0647857142857143
C20orf112	-0.021
MRPL22	0.35125
C4orf23	-1.07216666666667
GADD45B	0.3875
KLHDC1	2.19083333333333
C2orf48	-0.641
ZNF287	0.3195
DAAM2	-0.13575
DPPA2	-2.1364
TCTN3	0.3345
DNAJB11	0.409
FPR1	3.6695
DEFB4	0.236
PTCD2	-1.1074
SMOC2	6.6495
CABP7	4.697
SERPINB11	0.04875
MAGEF1	0.37275
NDE1	-1.62433333333333
ITGA10	0.482
FSHB	1.3505
ANXA2	2.2575
HORMAD2	1.377
HLCS	-0.6235
MCF2L	0.570583333333333
FH	0.93375
TBC1D24	-1.87875
KIAA1505	1.9605
LGALS2	0.751
CNBD1	-0.048
SYNPO2L	1.492
PTPN23	-0.967923076923077
C1orf183	2.24033333333333
MAGEA8	-1.4695
DGCR8	-1.09757142857143
GSR	-0.891
PAQR7	-0.4195
ZNF676	0.642
CACNA1C	-0.5955
SP7	2.0215
PDCD6	-0.23125
NRN1L	-1.7215
BRI3BP	-1.97690909090909
KIAA1183	-0.24175
ASB4	0.399
CCL23	2.0373
OBSL1	-1.439
SLC12A7	-1.253
KIAA0240	2.142375
CD1B	-3.23266666666667
FCGR2A	2.277
MDC1	-1.77725
HTR1A	-0.360333333333333
OCEL1	-0.49625
ATP11B	-0.654125
