Hybridization REF	TCGA-A2-A0YG-01A-21R-A109-07
LGALS1	0.1115
TAF1B	-0.7755
FLJ40504	-0.16575
GPR173	0.353
COL15A1	0.84425
CASP10	-0.291642857142857
PCMT1	-0.254428571428571
HDAC5	-0.9439
LOC641367	0.278
EVC2	-0.453
SGPL1	1.78483333333333
GON4L	1.965
AFG3L2	-0.6145
C5orf15	0.530166666666667
UBXD1	0.0591
LILRB4	0.856333333333333
GSTA4	-1.09666666666667
ADIG	-0.1165
GRIPAP1	-0.348625
HIST1H3B	0.129333333333333
BTRC	0.496166666666667
USP49	-0.938
IQCH	0.5755
ACBD6	0.73425
YEATS2	-0.796
CABP5	0.18
TRIM3	1.24125
HNRPM	-0.1145
FGG	-4.2355
C18orf16	0.08925
CLEC2B	-0.8415
PQBP1	-0.996333333333333
JTB	0.828666666666667
REST	1.14916666666667
SLC8A3	-0.868333333333334
TMEM16H	1.0375
MRPL47	0.93
EVI1	0.9572
MUC1	3.106
TEAD3	0.671375
STOML1	0.000500000000000011
USP24	-0.4554
PNMA5	-1.198
MAEL	0.349
LBP	0.7137
HSD17B4	0.8435
SEC31B	-2.1865
IDH2	1.0065
SFRS16	-1.06525
AICDA	0.576
RNF180	-1.77375
C1orf56	1.8845
FLJ10324	0.511666666666667
GPR148	0.552
MEF2A	0.450166666666667
ASF1B	-0.430333333333333
HTN3	-0.504
RNF215	0.439
SLC4A3	0.853166666666667
ADAMTS9	-0.2562
C9orf66	0.439833333333333
FOXD3	0.4415
GSDM1	-0.21
IFITM5	0.6645
PODXL2	1.30033333333333
C1orf176	0.009
RPS3	-0.71325
hCG_2004593	-0.68
COL21A1	0.04175
NTNG2	0.0895
RAI14	-0.708833333333333
P76	1.42875
LRFN3	0.938625
FAM14B	-1.124625
FKBP14	-1.18025
TNNI3	-1.783
HOXB3	0.478
SGCB	-0.9675
PPAPDC3	-1.00575
FRAT1	0.477333333333333
MORN1	-0.0496666666666667
ARHGEF2	-0.8505
BNIP2	-0.5525
DHX30	-0.2715
EEFSEC	0.087
FGF20	1.054
FLJ38973	-0.137357142857143
PLCH2	-0.226916666666667
CCNG2	1.135875
PSPN	0.089
WDR88	0.1395
HOXB13	-0.0697499999999999
MTMR8	-1.058
SPAM1	-0.347
PPP2R1B	-0.20375
TANC1	0.7865
CNN3	-0.2494
CHGA	-0.495
C9orf128	2.83725
CACNA1B	0.6615
MMAB	-0.886
RHOA	0.674583333333333
RAPGEFL1	1.71675
SLC1A5	-0.29
CALCA	-0.037125
SYCP1	1.40325
CXCL11	4.82725
GFI1B	-1.578
PSCD1	1.0015
C11orf58	0.286333333333333
MGC45438	-0.942166666666667
NUDT18	0.6225
ASB3	-0.780333333333333
ZP1	-3.3795
LPPR2	0.3426
ZNF527	0.373666666666667
ZNF771	0.12825
TTBK2	-0.747625
TRIM55	-0.1715
GJB3	-0.668666666666667
PRSS35	0.17325
SCRG1	-0.5535
ZDHHC24	1.0715
DUSP26	-0.16425
C1orf51	-1.74325
DNAJC3	0.771833333333333
LITAF	0.303375
ZNF410	0.522
AFP	-3.944
ZW10	-0.4695
PHOX2B	0.715
VILL	-0.5415
ELOVL7	-1.545875
LOC644186	3.6535
PPP3CC	-1.55175
CHST13	-2.42975
WDR40B	0.310166666666667
MEA1	0.1
HILS1	-1.7185
DLX6	-2.52333333333333
NKG7	1.14333333333333
EMP1	0.1915
ACTR6	0.37425
CHCHD7	-0.254714285714286
COG2	0.1344
TCEA2	-0.4694
TARS	0.143
FLJ20294	-0.120833333333333
ZNF92	0.7085
TRAPPC2L	0.0457
ARHGAP28	-1.494625
CCDC109B	-0.58325
LGTN	-0.362666666666667
INGX	0.00600000000000001
LOC124446	0.81475
RPS2	-1.389
C17orf75	-1.058
NBPF1	0.3545
SLC2A8	0.193083333333333
SNRPE	0.31675
CARD6	-1.035
IL13RA2	-0.682875
CUEDC2	-0.41775
C4orf19	-2.13125
AOC3	0.9385
MTHFD2	-0.375833333333333
OR5M9	0.621
C4orf38	-0.594
SS18L2	-0.27925
OAS3	1.39283333333333
LARGE	0.83825
LRIG3	-0.856
LIMA1	1.631
STARD3	2.75175
VPS39	0.798125
CTAGE6	0.5645
ODAM	-1.719
MORF4L2	0.660625
GSTO2	2.16925
MTFMT	-1.084
PRKAB2	-0.935428571428572
ZNF76	0.357666666666667
HSPB2	3.3305
CRB2	-0.111
KLRK1	-2.624
LYST	0.569875
UBE2M	-0.473166666666667
SLC16A9	-2.125
ZNF281	0.325
ST8SIA1	-1.283875
C9orf105	-0.9215
ANKRD46	0.02575
FAM108A3	-0.3555
C20orf91	0.1175
ZYX	1.21316666666667
RSPH1	1.95
ZSCAN5	-0.3775
RIMS3	-0.118833333333333
KRT76	0.286
CEACAM4	0.325833333333333
SIRPB1	0.18425
CFHR4	-0.627
SOX3	-0.716
GATAD1	-0.35375
C21orf57	-1.15175
TMC8	-0.701333333333333
AVIL	-0.1175
LMOD1	2.34775
HIGD1A	0.631375
NEU3	0.1775
DES	-0.351625
BZW1	0.2372
ZNF221	-0.0845
CCDC27	-0.064
GDAP1	-0.799
RBBP4	0.12625
MGC40499	-0.02425
PHKA1	0.634
PRKAR1A	1.07344444444444
HSD3B1	-0.6045
RAD52	-1.05683333333333
CD207	0.6255
LOC389791	0.2975
RSPO1	0.619833333333333
TMEPAI	1.960125
MFSD2	1.609
ETV4	-1.959
SCGN	3.463
LOC391356	-0.6935
MPP1	-1.522125
STARD3NL	0.88225
TFAP2D	-0.1865
CD2AP	1.10275
CCL20	-4.81033333333333
CCDC86	-0.9965
ZFP30	-0.62975
CTBP1	-0.0313333333333333
MAK10	0.773333333333333
STXBP5	-1.19816666666667
LOR	0.3355
MAP6D1	-0.90825
ARMC7	0.367
TMEM150	0.6576
NSL1	-0.14225
KIF5A	-0.8255
ASCC2	-0.144166666666667
PSENEN	0.532
OPTC	-0.6415
FCRL2	-0.3455
KBTBD11	-2.54825
PCK1	-2.680875
CENTD3	-1.6295
MEGF8	-0.795875
ALPPL2	0.06275
OBFC2B	0.0216666666666667
ZFYVE20	-0.025875
GALC	1.72983333333333
CTRB2	0.06375
C20orf71	0.136166666666667
TBKBP1	0.294
CAMLG	0.36225
TREML4	0.5385
RSAD1	-1.51375
TUBA3D	-0.4002
KIAA1833	0.528
PNPLA1	0.184
LRRC34	-1.866
CDH26	-0.112166666666667
ZNF167	0.312333333333333
ZBTB26	0.086
VWF	3.329
VTN	-0.860666666666667
BAD	0.483
PDS5B	0.03325
ZNF644	0.0629166666666667
SH3GLB2	-0.013375
SMPDL3A	1.3288
NRG2	-0.860375
IL15	0.826166666666667
GABARAPL1	0.113333333333333
LAT2	-0.1697
SLCO1A2	-1.93966666666667
LIG4	-0.23275
GSDMDC1	-0.67375
BMP4	-0.650625
METT10D	0.262625
SYCE1	0.6135
SPANXD	-5.9525
SLC12A9	0.312
MC1R	-1.271
RNF168	-0.53925
TRIM69	-0.2345
GALNT7	2.66466666666667
ISG20L2	0.026
KIAA2026	0.1615
TNFAIP8L1	-1.155
DPY19L2	-1.11375
C12orf63	0.7955
PRDX5	0.056
MED6	-0.44625
TXNDC5	0.15725
CD46	1.60308333333333
CCK	-1.6505
C17orf48	-0.35775
ANUBL1	-0.679
SIT1	-1.13233333333333
TYSND1	-0.864
DEF6	-0.452333333333333
GLT8D4	0.23025
UTP14A	0.48625
RPH3AL	1.77925
NXF1	-0.107
TRERF1	0.9585
TUBB3	-0.1098125
SLC24A2	0.7585
SEC22B	0.493666666666667
ZNF653	0.4435
GGTL3	-1.22916666666667
CDKL2	-0.1985
CTF8	0.587333333333333
EPC1	1.048
CYP4A11	-0.156
THRSP	2.24666666666667
LELP1	0.2695
TES	1.5545
C17orf87	1.2935
FERD3L	-0.021
SH3TC1	-0.289
RAB36	-0.6175
CRYGB	-0.737
GRIA3	0.8493
BHLHB9	0.5685
C1QTNF9	1.40875
GOPC	0.015625
PNPLA8	0.431333333333333
ZNF444	0.1395
FMO1	3.6075
POLR3C	-0.166
SLC35F3	0.091
SGCG	-3.34783333333333
DCDC2	-4.381
NANP	-0.9825
MGC23270	-1.004
BEX4	0.1035
HYDIN	0.6314
RPS6KB2	-0.145
ADRM1	-0.1655
BAT3	-0.07225
RAB31	-0.6563125
SCGB2A1	5.651875
SLC6A14	-3.626125
DDX4	-0.41625
PRRC1	1.2465
AP3B2	1.4705
TRGV7	0.238833333333333
TMEM184B	1.47875
ADPRHL1	0.8165
C21orf45	0.673875
ARNTL	0.135875
AADAT	-1.36125
CCL2	-0.280333333333333
SNTB2	-0.0641666666666667
RGS9BP	-1.02
KPNA1	1.28
TMEM41B	-0.215833333333333
S100A11	0.971666666666667
DOT1L	-0.912
EFHC2	-0.235
CLTC	3.3645
SRP9	0.174571428571429
ZNF521	-0.96525
FAM26F	-0.4465
GPR88	0.1195
COL13A1	-0.128833333333333
CHMP4B	0.5666
SIGLEC6	0.209666666666667
NFAM1	0.41225
PVRL2	0.3822
ALKBH4	0.2085
CCDC93	-0.234625
NXT1	0.475
KCNK4	0.5585
TROAP	-1.21033333333333
KCNA10	0.084
CCDC114	0.384333333333333
RAN	-0.181
LMTK2	0.189
LOC400657	-0.1395
UFC1	3.16025
UBE1DC1	-0.4715
EEF1A1	-0.287666666666667
CHAC1	0.267
HMGA2	-5.3497
B3GALTL	-1.83225
ING2	-0.0755
C1orf109	-1.149
INTS3	0.21
ZNF558	0.13975
TRPM4	2.09866666666667
LTB4R	-0.9175
ISYNA1	-0.54075
LSM7	-0.6915
LRRC47	0.1305625
ZNF179	-2.73833333333333
EXDL1	0.0926666666666667
SLC4A10	-1.004
ACSS2	-0.194
COPS7B	-0.593
KIAA0040	3.2445
C1orf95	0.0305
AP1GBP1	0.4405
OR9A2	-0.067
FAM71C	0.00883333333333332
RIN1	-2.769
ITGA4	-2.572
DNAJC6	-0.912833333333333
CLOCK	0.770666666666667
SLC35A4	0.825666666666667
DSG4	0.3775
LOC26010	-1.5495
NSUN2	0.5
TMEM86B	-1.2244
C14orf135	-0.82175
KIFC3	-2.01883333333333
PHF5A	0.09275
NCAPH	-1.017125
STK11IP	0.10575
FLJ42953	1.03325
CCDC19	2.76833333333333
ZNF329	0.394875
TAX1BP1	1.18383333333333
ZDHHC18	-0.0611666666666667
C10orf88	0.092
TMBIM4	1.2436
NMUR1	0.1265
KIR2DS4	0.376
C9orf90	0.308375
MGC87631	0.213
KDR	3.2435
ST3GAL2	-1.467375
RLN2	-2.23316666666667
HPD	-3.61475
MOXD1	-2.35616666666667
PDGFRL	1.66016666666667
SMYD4	-0.793571428571428
FAM103A1	0.286166666666667
MFAP4	-1.35616666666667
LOC285141	2.6615
TMEM45B	-2.237125
SMCR7L	-0.289428571428571
GZMH	3.1915
CBLN1	-0.4205
CNNM1	-0.6965
PHF17	-1.64275
NUP98	-0.185333333333333
RMI1	0.2335
PTPRS	0.053875
ANKRD57	0.18625
CLDN15	-0.789833333333333
OR51A2	-0.2915
GUCA2B	0.746
DOCK9	1.2425
ITGB1BP1	-0.972166666666667
DLG2	0.196375
BRAP	0.63875
SESN3	-0.087
ZC3H7B	1.24825
FAM101A	0.969666666666667
FKSG24	0.08525
ZYG11B	-0.630875
RFC2	0.043
SH2D3A	0.469
DVL3	0.40725
ADFP	-1.15716666666667
KRIT1	-0.35025
SERTAD3	1.482
LEFTY2	-3.60875
KRT27	-0.6475
SCFD2	0.46475
MN1	-1.36825
RORA	0.19925
PTPRD	-0.3145
PIAS2	0.179
CYP4X1	3.09166666666667
FBXL15	-0.1245
MYH15	0.1105
CRX	-0.126
TBC1D13	0.1975
SLC22A17	1.36
PLK2	3.53683333333333
ARHGAP9	0.16125
EIF1B	-0.6915
C20orf185	-0.0675
DEFA7P	0.4335
PRIM1	-1.51716666666667
CRYAA	-2.03375
BACE1	-1.295
AGTRL1	0.839333333333333
ACAD9	0.41275
GRASP	0.07
RBP4	-3.7995
TFB2M	-0.5235
METTL9	-1.0185
ATP5O	0.325
SP100	0.0236
CPSF1	-0.665166666666667
S100A4	-1.956
LIME1	-1.05275
GPR137C	0.61225
OR2A2	0.355
C2orf29	-0.05875
NUP188	-0.6255
SDPR	-1.53775
RAI1	-0.155875
RPS20	-0.3859
LAMB1	-1.6045
ADM2	2.1525
ZNF229	1.4675
DKFZp434K1815	-0.519125
EPN3	2.54583333333333
CLIC3	-1.98475
MEIG1	-1.003
HMGB4	0.17125
STARD10	1.3975
KLF8	4.38775
EPB41L2	-1.402
JMJD6	-0.090625
CTSL1	-0.0296666666666667
GPR27	-0.3625
ELAVL4	0.2705
MMP21	0.155
PPM1B	0.95375
SUV39H1	-1.3335
AAMP	0.099
TUSC4	0.429
MBD6	0.139
KLK13	-1.062875
FMNL3	0.334166666666667
TRIM13	-0.24025
C15orf5	-2.8945
IQCF1	0.351125
CACNG8	0.3465
SLC35D3	0.551333333333333
ZDHHC9	1.334
ODF3L1	0.381
C9orf86	-0.0984
TSEN2	-1.06925
C17orf64	0.55875
SEPX1	0.6201
TSPO	0.780166666666667
SYMPK	-0.3605
ADORA1	0.18475
TSPAN10	0.60275
SEMA6C	0.461166666666667
RTTN	-0.1983
IL2	0.358
ARRDC3	-0.831583333333333
TBPL1	-0.004
STX12	0.70425
MRPL39	-0.43175
OR8H3	-0.026
IFIT5	0.285
CASC5	-1.169125
FAM46A	-2.37333333333333
HPCAL1	0.4405
CYLC1	0.08
VGLL2	0.09825
C20orf191	0.46
CDH1	3.56083333333333
ITPA	0.871
CCDC101	0.4685
D15Wsu75e	0.982
EDA	-1.754
CREG1	0.0885
OR7G2	0.6275
SAP18	0.226916666666667
IFIT1	1.51075
CALML3	2.056
FLJ37440	1.259
FNDC5	-1.09075
SERPINB6	0.0552142857142857
JUNB	0.7958
SYS1	1.24775
SCN2A	-0.2685
ZKSCAN5	0.00630000000000001
WNT7A	0.0903333333333333
TSHZ3	1.693
RNF148	1.93625
H6PD	-0.2185
CAD	-1.14333333333333
ZNF449	-0.0075
DOCK10	-1.7605
FAIM2	0.3635
HEXDC	-0.3885
PRB1	0.2925
C14orf148	-0.264
ETHE1	0.287
IRF5	0.6565
GNMT	0.85
MGC16291	-1.56675
RPAIN	-1.84685714285714
CAGE1	0.077
CNTNAP3	-2.906
ACTR1B	-0.318
EEF1E1	-0.8475
MSX1	-0.877
ESF1	0.0358
HSPC171	1.365
MRPL2	-0.293333333333333
RDH12	0.5155
CELP	0.7625
METRNL	-0.01425
C10orf116	2.54033333333333
C19orf48	-0.87175
ZNF346	-0.088375
NCR1	-1.0385
C10orf64	0.435
CD52	0.4325
VPS18	0.581125
AP4S1	-0.00466666666666666
NPBWR1	0.955
TPK1	1.331
UBA52	-0.372222222222222
RIPK1	0.954666666666667
CPNE3	0.4672
HSPC159	-1.353125
C8orf38	2.142
LRRC4B	0.0705
PARP10	0.9837
ANKRD50	0.864
CXCL9	6.7725
FGF18	-0.105272727272727
EIF2A	-0.54275
SLC20A2	1.40283333333333
KIAA1549	0.1295
SPINT1	2.3584
ZNF584	-0.3005
CRBN	0.205666666666667
ABCF3	0.482166666666667
NCBP1	0.406666666666667
PLA2G4F	1.69016666666667
PCDH10	-0.958875
TTC21A	-0.151
C20orf144	0.3885
FGFR1OP2	-0.886
SLC9A1	0.9116
CHRND	0.259
FOXF1	-1.8985
KIAA1467	1.49675
TPO	0.524333333333333
LTF	4.41021428571428
DNAJB9	0.1705
MRPS27	-0.57
bA16L21.2.1	-0.15125
WBP2	-0.0473333333333333
MRGPRX3	-1.49916666666667
PRPF18	1.167
C10orf58	0.32325
SMOC1	-2.8575
ADAT3	0.160833333333333
TMEM138	0.39825
TMEM131	0.345125
TIMM8B	0.318
MYH7	-0.4165
ST6GAL2	0.355625
KIF1C	0.154
SUHW2	-1.156
PAPSS1	-0.04025
CABP2	-0.158
HOXA4	-1.74
ELF2	-0.22075
SEMA3D	-0.2676
MC5R	0.8935
OGFR	0.085
FLJ30092	0.340166666666667
TGFA	-0.6712
MMP17	0.292
KIF15	-1.01375
CHIA	0.301
CATSPER3	0.90225
CEACAM7	1.84966666666667
PADI2	1.146625
HOXA9	0.0873333333333333
LNX2	0.813333333333333
TMEM144	1.9745
HIF1AN	0.9495
METTL7A	-1.2388
C6orf165	2.8075
KIAA1468	1.070875
DSG3	0.913
ZNF180	-0.142833333333333
EIF4E3	1.044375
SLC46A1	1.314125
DKK1	-6.40733333333333
ZNF205	0.556166666666667
LOC162073	0.607277777777778
COX7A1	4.76175
MAGEA1	-5.20283333333333
NEDD8	0.15425
KLHDC5	-0.684666666666667
C3orf19	-0.1835
MRPS2	-0.34025
POLR3H	1.26728571428571
ABHD11	1.6427
TMEM17	0.427
PAIP2B	-0.2032
MAT1A	-4.126
LGI3	0.14125
THUMPD2	-0.10175
TKTL2	0.07275
XAGE3	-2.344
CALM3	0.682916666666667
C6orf136	-0.0143333333333333
KCNC4	0.0671666666666667
RGS9	-0.306166666666667
ACIN1	-0.841
SPATS1	-0.1195
XKR8	-0.502
FAM84A	0.99425
MS4A7	4.75890909090909
AGXT2L2	-0.505
OR1F1	0.3195
SMAP1L	-0.00499999999999999
IPO11	0.2815
ZC3H11A	0.7533125
C1orf151	0.26775
RNASEH2A	-0.533
CCR10	-1.3735
TXNDC11	-0.0368333333333333
TMEM112	1.120375
MAP1B	0.508928571428571
NVL	1.09175
PKM2	-0.73035
ARC	-0.6755
NUP54	-0.403
PPFIBP2	2.163
STAT2	0.478625
PTAFR	1.29716666666667
ROBO2	0.024625
RNF40	0.3335
CCDC135	-0.413166666666667
IFT81	-0.238
MORF4	0.01175
TM7SF3	0.244375
OR10H3	0.254
ABP1	0.20675
CHRD	0.60325
PLEKHA8	1.1775
NCALD	1.1375
OR5AK2	-0.01875
ACCN1	0.475333333333333
SLITRK1	-0.13
ARMET	0.32675
C9orf52	1.4885
REEP4	0.07525
MTSS1	2.08225
ADH1B	1.27066666666667
DLD	0.3405
CDK5	0.14475
PPFIA1	-0.087125
WFDC3	0.50825
DNAJB12	0.118857142857143
RANGRF	-3.0275
MLANA	-4.39875
AMY2B	-0.0315
KIAA0319	-1.131125
RPS7	-1.2225
JAK3	-0.0265
ARFGEF1	1.85525
CXCL5	0.147
TRAPPC4	0.1735
CETN2	0.79725
HSPC111	-0.37875
RHOBTB3	-0.297
PHLPP	-0.448
RGS10	-0.3415
TMEM58	1.067
CHERP	-0.38875
HSP90AB3P	0.297666666666667
FSTL3	-0.852333333333333
PEX11A	1.88975
OR5V1	0.5795
FCN3	2.5055
PTPN3	0.97925
NPTX1	-5.587
C21orf84	-1.129
C11orf51	-0.18875
ZBED2	1.59075
FLJ90757	0.31425
NPY2R	0.49175
PLD3	-0.157
SYT17	2.79116666666667
SGSM2	-0.82375
OR1A2	0.169
FOXP1	0.901625
SLC5A1	0.121
POFUT1	-0.499
EPHB6	-3.22316666666667
MYO1G	-2.158125
STAC	-2.4822
KLHL17	-0.159
RGMA	0.5326
TJP2	0.2341
FAM114A1	0.2555
SERINC1	1.23075
SLC9A8	0.134375
PEX19	0.941875
EDN2	0.6955
PSMD7	0.295444444444444
C3orf41	-2.71075
UQCR	-0.424875
PPP1R3C	-0.65275
LRP4	-2.70983333333333
TM2D1	-0.01025
TTC17	-0.180125
C4BPB	-3.848375
CCL25	0.45325
ZNF253	0.694
CHRNA9	-4.05275
SOX11	3.1845
HIVEP3	0.4135
CGN	2.72225
C3orf35	0.107875
PKD2L1	3.16775
SYVN1	0.051625
PDE8B	-2.622875
LOC439951	0.54825
LTC4S	1.71516666666667
MIF4GD	-0.0668333333333333
SMARCA2	1.1233125
TUBGCP6	-0.672
CABLES1	0.353125
C16orf77	0.829333333333333
ZNF791	0.26975
FUT5	1.8515
ADH6	-2.47116666666667
P4HB	0.32
CLDND2	-1.6495
ALKBH8	-0.07325
PLAC4	-1.29225
F11R	2.95121428571429
MGC35295	0.1385
PDZD4	0.537333333333333
LOC389073	-0.23825
FAM80B	-0.0811666666666667
PSMB1	-0.01775
TXN	-0.193
VIPR1	1.777
WBSCR18	0.6689
EXOSC6	-0.423
ACTA2	3.3495
SP5	-3.12908333333333
ANKRD1	-2.1715
DDR1	2.5137
ATP6V1D	0.126
PTGS1	-1.64983333333333
RNF157	-1.25775
DCC	0.1035
SPAG7	-0.2995
FBXO18	0.4025
UBE3C	0.9111
HOXC6	0.24575
LRP2BP	-0.0413333333333333
MYST2	-0.453
PDSS2	0.954
ATE1	0.1795
ARAF	-0.70375
KLF10	0.03475
PLA2G2E	0.23075
ASCL1	1.74816666666667
TSNAXIP1	0.456
FAM131B	1.99875
IFNA10	0.0785
NUP43	-0.538375
FAM44B	-0.332
L1TD1	-4.3895
NMD3	-0.512333333333333
C18orf54	-1.3351
PHOSPHO1	-0.3115
RAG2	-1.4545
EMILIN3	-0.5075
METTL3	-0.8805
VPS13C	0.23525
REXO2	-1.24725
ANXA4	-0.059
CA1	-0.87375
DCP1B	0.1285
TULP3	-0.903833333333333
ATP2A2	0.0692857142857143
ATIC	-0.22225
ADAM15	1.48475
NPL	1.603
LGR4	-1.171125
UEVLD	0.441333333333333
GAB1	1.814
SNAI2	-1.33316666666667
ZGPAT	0.1504
SNF1LK	-0.13425
DLEU1	-1.205
UBE2Q1	1.351875
ZMYM6	-0.12625
JPH3	-0.793833333333333
FAM38A	-0.424583333333333
PXK	-0.567833333333333
DENND2D	2.16875
BAX	-0.563333333333333
CP	-2.10436363636364
RPL37	-0.4331
G6PC3	0.412375
NCOA4	-0.379833333333333
LRRC14	0.51
GORASP1	0.813
FCHO2	1.13375
CYP24A1	-3.6521
FXYD3	1.7075
SMARCAL1	0.4365
ABCB8	0.637
CCDC44	-0.3825
PRDM7	-3.00875
USH1C	-1.1335
DNAH5	1.22516666666667
SRF	-0.28375
MAL2	2.94033333333333
PGPEP1	0.50875
SIN3B	-0.24975
SEMA3C	1.03783333333333
GRAMD3	1.78875
FBXO10	-0.44775
OR5D13	0.389
FLJ31818	-0.114625
CACNA1I	0.430125
S100A13	-0.9395
TP63	1.39892857142857
ANXA11	-0.616
WDR66	0.9
CSF2RB	0.3015
IFI44	0.1875
DACT1	1.14416666666667
ANKRD23	-0.807125
ATP5G1	-1.22266666666667
C21orf70	0.3
PPWD1	-0.83225
DNAJC13	0.89675
PAH	-2.45166666666667
PTCH2	0.5675
TRMU	-1.7045
CCDC9	0.0825
USP3	1.1279
DCLRE1C	0.2566
FAM55C	2.07775
FRMD4B	1.78075
CYP2R1	-0.299
RFPL1	0.4766
XPO5	-0.3685
ARL6IP2	-0.0275
OSBPL5	1.056
MMP9	3.55363636363636
KIAA0802	-0.525125
DHRS2	-4.45416666666667
SGEF	1.054875
TXNDC10	-0.7582
EXOC6	0.9855
RPS27	-0.0371666666666667
PNCK	-0.916666666666667
FSTL1	-1.60175
AACS	0.876
SLMAP	1.04
SAMD4A	-1.2544
ABRA	0.028
SMARCD3	1.38175
PKNOX2	-1.7545
A4GNT	0.051
C9orf39	-2.0445
RALYL	0.23275
MGC33556	-3.1835
C10orf25	-1.3705
BBOX1	4.4925
NHEDC1	1.36825
XDH	1.2055
GCSH	-1.741
EDN1	-0.8535
MTERF	-0.093
CLK4	0.356875
ZNF799	1.25183333333333
KCNG1	-0.3395
CXCR4	-0.187333333333333
PTPRR	-2.8935
IRAK1	-0.67625
LOC401397	0.00225
TMSB10	1.61321428571429
CXCL3	-3.5498
TMC4	3.07425
OR7A10	0.624
STYK1	2.9165
CHRNA10	-0.613
CCNI	0.2695
EP300	1.14878571428571
LOC165186	-0.818666666666667
HIC2	-3.363
SDR-O	-0.089
OR2W1	0.357
KCNA6	-0.5545
TRIM74	-1.2235
REEP6	0.37825
ATP5G2	0.11275
ERG	0.60675
TMEM42	-0.2155
PARN	0.403333333333333
SOD2	-0.496875
DIRAS1	0.475333333333333
PNPT1	-0.7575
JOSD3	-1.8065
hCG_40738	0.4465
PDE1C	-2.052
SEMA4D	-0.031375
AGPAT1	-0.116833333333333
NOSTRIN	1.213125
MAP3K3	-1.28483333333333
MAX	0.142357142857143
CAPS	-0.123166666666667
SERPINA12	0.151
OSBPL8	-0.13425
RICS	1.7994
NR4A2	-0.290333333333333
PPCS	1.067
LONP1	-1.295
SCYL3	2.1275
HERC2P2	-1.08783333333333
FIBCD1	-0.6625
C15orf41	-1.35075
DMC1	0.616333333333333
C20orf27	-0.361
RPS6KA5	1.1954
FAHD1	0.107666666666667
SLC12A4	-1.24675
BRCA1	-0.988583333333333
GBL	-0.21675
SLK	0.691333333333333
NUDT9P1	-1.937
NOXO1	0.513
USP52	-1.90825
BAZ1B	0.563375
SLCO2B1	2.38325
BBS12	1.004
LRGUK	-0.0665
TERF2IP	0.3755
COL1A1	3.922
KIAA0090	0.207875
GRK5	-0.9885
AP1S2	-2.397
TMEM52	-0.0981666666666667
CA11	-1.128375
OR4A15	0.6135
ACBD3	0.8564
SPAG11B	0.270625
PRDM2	0.632
FOXP3	0.3415
SMYD3	-1.1267
LOC389199	0.671
LGI2	1.14166666666667
NAPE-PLD	0.3403
ANKRD6	0.6385
WDR45	-0.159166666666667
SHROOM1	0.185
PSCD3	-0.4285
PYY	0.4725
KCNC1	-0.8965
ARHGEF9	0.5765
OR8J1	0.628
GPR55	0.138333333333333
NS3BP	-1.8355
C10orf22	-0.372333333333333
NAT8L	-0.31725
DUSP4	0.661833333333333
FOXM1	-0.98
GRAMD2	0.0567
ZBTB48	-0.0646666666666667
BUD31	0.212
PABPC5	0.6145
CCDC41	-0.278
FBXO11	0.0993333333333333
C6orf148	-1.72325
RFXAP	-1.19975
C6orf15	-0.0686666666666667
CDK8	-0.4065
C6orf70	0.291
TESSP2	0.484
ALG2	0.502
PPP1R3D	0.895
TPM3	1.10561111111111
SYT13	1.647
EPB42	-0.7505
CETN3	-0.50425
PRY	0.248
NTHL1	-0.332833333333333
POLR2B	-0.0085
RPS28	-0.908916666666666
P2RX3	0.4285
LYZL4	1.263
WBP4	-0.238
PMM1	-0.812
C11orf79	0.2195
CBLL1	0.08725
IL1F10	0.348333333333333
VAX2	1.065
SETDB1	1.41316666666667
LRAP	-3.347
GCLM	-0.788166666666667
CPEB3	0.32675
PPM1A	0.8485625
INTS1	0.1135
CAMTA1	1.11383333333333
SAMSN1	-2.2035
LOC158830	-2.15916666666667
GMPPA	0.122875
AIPL1	-0.07475
IL24	-0.132333333333333
BDKRB1	-0.662166666666667
MLF1	1.7244
TAF12	0.28125
ID1	-2.970625
THADA	-0.48375
PIK3CB	-0.0565
OR4N5	0.1145
TBC1D17	-0.220666666666667
COX8A	-0.1545
CDCA4	-0.19775
C2orf44	-0.81775
ZNF534	-0.8475
IMMP1L	0.2555
NIPSNAP3B	0.26025
FTMT	0.5365
PWP2	0.34
MMP15	0.9315
DNAH11	-1.53825
MTMR14	0.04275
DNAL4	1.36825
IPP	-0.3345
TMEM59	1.016375
C1orf157	0.233
RGS4	0.6185
DDX18	-0.492666666666667
SNX6	-0.12825
ZNHIT2	0.347333333333333
NCDN	-0.433833333333333
FLJ33534	1.00725
RAG1	-2.440875
OR4D10	0.435
PTPN5	-0.268833333333333
POMT1	0.098
LRRC8A	0.5303
CYP1A1	-1.3145
CAPN1	-0.426833333333333
DDHD2	-0.4045
GRIK2	-0.3745
GNRHR	0.0365
PPBP	0.658
HTR3A	-0.5905
SLITRK4	-0.163
ANKRD49	0.17375
BTF3	0.0171
SARS	-0.574
C13orf18	-0.533
CACNB1	0.697071428571429
QKI	0.0435
SETMAR	0.4435
MAN2B1	0.536666666666667
EML3	-0.96225
ACADL	-0.679833333333333
OFD1	-0.864125
DEFB114	-0.668
CGA	-3.3893
PEX16	-0.210666666666667
LRRC10	-0.48
GNG12	0.446
C1orf152	-0.022
CHRM1	0.229
CD53	-0.01825
DBH	-0.3655
