Hybridization REF	TCGA-A2-A0YT-01A-11R-A109-07
PRELID2	-1.742875
STK39	-0.159625
SFTPA1	-1.07225
CKS2	0.0677777777777778
RHO	0.213125
C20orf135	0.41175
XKR3	-3.1465
CR1	0.064375
RPS6KA2	0.26
C20orf112	0.6465
MRPL22	0.26025
C4orf23	0.610666666666667
GADD45B	1.4585
KLHDC1	0.497166666666667
C2orf48	-2.032
ZNF287	0.4905
DAAM2	-1.899
DPPA2	-2.989
TCTN3	0.500166666666667
DNAJB11	-0.115875
FPR1	3.71775
DEFB4	0.242
PTCD2	-0.873
SMOC2	4.753
CABP7	1.55675
SERPINB11	0.257
MAGEF1	1.0115
NDE1	0.777166666666667
ITGA10	0.298
FSHB	-0.305
ANXA2	0.37225
HORMAD2	0.44975
HLCS	0.06275
MCF2L	0.731666666666667
FH	0.50675
TBC1D24	1.25425
KIAA1505	0.60975
LGALS2	-0.23175
CNBD1	0.3485
SYNPO2L	0.0365
PTPN23	-0.111785714285714
C1orf183	0.431333333333333
MAGEA8	-2.7505
DGCR8	-2.11525
GSR	-0.49
PAQR7	0.54075
ZNF676	-1.27425
CACNA1C	-1.0546
SP7	0.2655
PDCD6	1.184
NRN1L	0.421
BRI3BP	-0.213083333333333
KIAA1183	0.52825
ASB4	-0.1605
CCL23	1.7002
OBSL1	-1.177375
SLC12A7	0.5325
KIAA0240	0.8695
CD1B	-2.65833333333333
FCGR2A	2.328875
MDC1	-1
HTR1A	0.29
OCEL1	1.079
ATP11B	-0.78975
FBXO34	0.186333333333333
PCDH12	3.4795
RPE	-0.8245
C17orf74	0.171
CSDC2	0.531333333333333
PET112L	0.91175
TMBIM1	0.340375
P2RXL1	-0.4355
TCHP	-1.09125
TRMT1	-1.482
F2RL2	0.69075
LRRC32	2.842
IMPG2	0.1375
BGLAP	-0.633
LOC493869	-2.63975
MRAS	1.271125
SLC35F5	-0.25
CBWD1	0.0905
AXL	-2.136375
ATP2C2	2.6525
TELO2	0.7175
PNPLA3	-1.091
PCDHB14	-0.79225
CD276	-0.17325
KRT80	0.805625
DUSP28	-0.0395
CSNK1E	-1.12741666666667
SRP14	1.3155
KCNQ4	0.3085
KRT72	0.543166666666667
CCDC117	0.631375
C6orf89	0.0938888888888889
TUBB2B	-2.60266666666667
RTN4IP1	-0.8185
CR1L	-2.70183333333333
CEND1	0.810125
C12orf41	-0.081
RNF31	0.24825
UBN1	0.760666666666667
C17orf32	1.325625
SLC5A7	0.23475
GPR92	0.464666666666667
ESAM	2.502
CTNNA1	0.659
HRBL	0.2755
CBX4	0.7795
TMEM182	-0.68725
SH3TC2	-1.35233333333333
IL10	1.29066666666667
PXMP4	2.6175
RNF167	0.5649
PAK7	0.817
ETV3	-0.444
ATPIF1	0.0178333333333333
LOC554207	-1.40633333333333
OR8H1	-0.00949999999999998
WDFY3	1.259375
DPM1	-0.16675
GPSM1	-0.164
WDR92	-0.0803
LRP1	0.358333333333333
ANKH	-1.59775
THUMPD3	-0.25675
POLR1B	-0.90125
OLFM4	1.46866666666667
RAD9B	-0.31375
TSPY2	-3.4675
PAX6	-1.7525
SCG2	-3.05375
SLC17A6	0.5895
FMO3	1.994875
PADI4	0.233875
TUBB4	-0.8681
NLK	-0.50925
POU4F3	-0.0585
SDF4	0.00475
ITGBL1	0.501833333333333
NETO1	-1.9165
TAP2	0.776125
ABBA-1	0.657083333333333
GNAI1	-1.26625
VPS4B	-0.02925
NOPE	-0.8096
GALNT6	2.5245
SESN1	-0.393875
GBE1	-2.73588888888889
CLASP1	0.025
RASGEF1B	1.029125
ACOT11	-0.156642857142857
AFAP1	0.19
OR2H2	0.1375
DPY19L2P1	-1.265
DZIP1	-2.97425
SEC22C	-0.374583333333333
GPR161	-1.42275
RNF146	-0.0425
WDR74	-0.87525
GALP	-0.134
PURA	0.69275
DNPEP	0.87025
RP11-78J21.1	-1.7685
ERBB2	1.4485
FANCM	-0.736083333333333
NEO1	0.141
DDX3Y	-4.5082
RPS3A	0.20375
MXRA7	-1.02035714285714
LGALS3	-1.159
GLT8D1	-0.821
CFL2	-1.77466666666667
UPB1	0.141
NAP1L5	-0.541875
CLDN14	-1.32625
DHX38	-0.077
BTBD1	-0.314
TARS2	0.896333333333333
ABCF1	0.4556
FCF1	-0.738833333333333
LRRC49	0.20575
GUCY1B2	0.1535
C1orf177	0.2945
SMARCA4	-0.663642857142857
LRP8	-2.1265
TAGLN3	-0.874
MRPL14	1.19825
TTRAP	0.8595
ZDHHC20	0.48825
NFE2L3	-2.9965
KIAA1377	3.08325
PALMD	0.8925
TMEM43	-0.23825
TTL	-0.859875
STAT5B	-1.28366666666667
SSB	-0.837
OR10H5	0.072
SLC22A13	-1.1925
AKAP3	-1.47125
TIMM23	0.370333333333333
OAS2	2.62366666666667
KIAA0423	0.316
TRIM11	0.836166666666667
GLIS3	0.222625
TMEM50B	0.2865
ARHGEF4	-1.51125
DEGS1	-0.698454545454545
TBL1XR1	1.1871
G6PD	-0.38625
SP140	0.5155
MUC17	0.123785714285714
NUDC	-0.0673
DNAJC5B	2.214
SCARA3	-1.33
CPA3	5.65783333333333
BCAT2	0.59325
MFN1	0.0868
NRG3	-0.994
SNX11	0.92175
PLEKHH1	-1.28533333333333
GPR177	-1.90033333333333
HCFC2	-0.37175
TCAP	-1.2395
MOCOS	-2.18525
C14orf93	-0.18775
PRDM10	0.543
SLC16A4	0.21925
SRGAP1	-0.0975
VIP	1.17075
DUSP27	0.317666666666667
LILRA1	0.7568
MC2R	0.472
MGC24103	-3.68075
MBTD1	-1.719
FUT11	-0.274333333333333
USP33	-0.632
C15orf39	-0.398
MAP3K12	0.4975
PAAF1	-0.483166666666667
BARHL1	-0.2085
FLJ16165	-0.097
PIWIL2	-2.7745
SYNE1	-0.363083333333333
CMTM4	1.64275
TSPYL1	0.5976
GUF1	0.343833333333333
TMEM157	1.402
WDR44	0.1305
HIST1H3C	0.45675
DKFZp666G057	2.18275
RNPEP	1.04475
GAS2L2	0.0576666666666667
ADH4	-5.1235
GRPR	4.79316666666667
FBXL17	2.252
ZBTB10	0.637083333333333
Gcom1	-0.0814444444444444
HTRA1	0.4365
ZNF585A	-0.343
SLC26A2	-1.06321428571429
OTOP3	0.421833333333333
WISP1	1.45366666666667
ATP2B4	-0.696833333333334
FLJ10769	0.05775
CRAMP1L	0.73875
CHST12	-0.51275
RAB22A	0.822
TARDBP	-0.200214285714286
STAU1	0.26775
CRB3	2.53
MIG7	-2.787
CHMP1A	1.12016666666667
ZNF160	-0.593375
B3GALT6	0.206625
BARX1	-1.25966666666667
C6orf167	-1.8706875
NXNL1	0.291
DHX29	0.536625
HADHB	0.48575
PLXNB2	0.505375
ILDR1	-1.39
SLC15A3	2.3315
GAS2	-4.04133333333333
C20orf69	-0.5145
NUMB	-0.43275
TNIP1	-0.283125
MESP1	2.74166666666667
PSKH1	0.52325
NSFL1C	0.473625
RHOG	-0.10825
HEY1	-2.9205
KNG1	-1.683375
ITGAX	1.4273
LIN9	-0.898
CANT1	2.08
XRN1	0.0506428571428571
CCDC96	1.7359
HEATR6	-0.902
GNG7	-0.0381666666666667
RUNX2	0.3259375
SOX1	0.502333333333333
FCRL5	-0.0751
ZNF99	-0.29325
FAM9A	-0.0415
SNX22	1.30366666666667
MBNL3	-1.57666666666667
ODC1	-1.5011
ADORA2B	-2.77366666666667
NR2F6	0.47425
ZFYVE16	0.569166666666667
SYNJ2BP	1.133
POLE	-1.018625
E2F2	-0.4385
THRA	-0.3625
PTGES2	-0.481166666666667
HIP1R	0.2845
TMUB1	-0.787333333333333
ENO3	-2.31
RSPH10B	-0.316
CXorf39	1.30025
IRGC	0.38175
GPR109B	1.164
FLJ13305	-1.0035
LCE3A	-0.258
TNFRSF18	-0.1695
DET1	0.377
TRPM3	-0.36225
C16orf79	-1.352
FECH	0.0273333333333333
RAP2A	0.383166666666667
CRIP1	3.22266666666667
AZIN1	1.014125
SLC7A7	3.21425
IL10RA	0.751
TMEM64	-3.47225
CDC42EP4	0.999
C16orf58	0.2605
ARG2	-2.795
POU5F1P4	-4.71025
FAM62B	-0.82525
DNAH8	-1.3674
ASH2L	-0.478125
TSLP	-2.29783333333333
CNTNAP5	-0.444833333333333
TMEM16C	0.34575
IFNA14	0.9075
SLC1A3	0.209375
CABYR	-0.10675
BCL7B	-0.2685
NUDT13	-0.789666666666667
C13orf28	0.26325
C1orf53	1.4935
ARL6IP4	-0.1604
RPL35A	0.03375
EMR3	0.5255
RAB40C	0.567083333333333
SLC41A1	-0.794333333333333
LRCH1	-0.5235
LY6G5B	-1.0305
FAM124A	-0.249142857142857
MGC10981	-4.02516666666667
CLIP3	0.00869999999999999
MAP4K2	-0.9545
CHIC1	0.693
SULF1	1.52233333333333
C20orf30	0.144357142857143
PRDM5	-0.806
ELOVL1	0.21
C11orf48	-0.24075
SLC39A10	-1.22775
KCNV1	0.547
ACP1	-0.1335
ZMYM2	-1.6525
B3GNT6	0.0953333333333334
C9orf69	-0.48275
C2orf15	0.99075
C20orf166	-0.102
HSP90AA6P	-0.3485
EDG7	-2.032
NEURL	1.2585
LPL	0.832166666666667
CLEC2D	-0.660928571428571
GRRP1	2.35333333333333
CD8B	-2.6981
HIST1H3D	1.48216666666667
SLC6A12	1.3145
FAM27L	-0.0835
CD84	1.7914
RASA1	-0.2085
PHKG1	-0.9635
MAGEA11	-1.343
IMPA1	-0.9699
NPM3	-1.32275
RARRES1	3.347
SH3BP1	0.08675
B3GNTL1	0.9785
ARPC5L	0.592833333333333
KLHL26	0.2015
SIM2	0.976125
GJC1	0.874
C20orf194	-0.56725
EXO1	-1.54625
SLC2A2	-2.365
LOC285074	-0.673
LRG1	1.85825
KIRREL	0.197
PIK3R1	-0.242142857142857
C4orf34	2.08525
MAF	-0.967555555555556
ADCY4	3.942
ZMIZ2	0.0752
SLC46A3	1.72616666666667
STAMBP	0.121166666666667
CCDC16	-0.396
MS4A12	0.012
TCF20	-1.07325
LRRC46	1.75675
C20orf152	0.118
MRPS6	-0.49075
ABCB11	-0.07
KCNC2	0.882166666666667
CDH19	-2.28366666666667
C9orf123	-0.477666666666667
SSH3	0.232375
LDLRAD1	-0.37625
CCBE1	-0.84725
ZNF135	0.255375
TAAR1	0.3175
WFDC12	0.4495
CCDC42	0.0261666666666667
FLJ12529	-1.36475
PER1	-0.1175
TIMM50	-0.0868333333333333
SMARCAD1	-0.0448333333333333
FAM26C	1.5055
TP53TG3	-1.678
SH3RF1	1.1499
LMCD1	1.17425
GPR63	-0.4055
FLJ21986	-2.33175
AIFM3	0.432
MICAL1	-0.4855
BLZF1	0.5625
IQCA	-0.345333333333333
PCDHGC3	-0.1135
SAC	0.097
BCL6B	2.38666666666667
DDO	0.3425
MARCO	3.12175
DCHS1	0.391166666666667
C1orf170	1.79283333333333
CD200R1	1.17233333333333
C22orf15	-0.173
SEPT11	0.151
ADNP	0.31275
UST	-1.0769
C13orf34	-1.12333333333333
RFFL	-0.0332857142857143
APBA3	0.24
C2orf60	-0.40475
CUTL1	-0.0869
PMS1	-1.1515
ZNF689	0.309
EIF3E	0.223166666666667
IL9	0.121666666666667
RPL31	-0.60025
LY9	0.7765
ATP2B3	0.67275
KDELR2	-0.06125
TFCP2	-0.838375
NLRP12	-0.147875
FLJ45422	0.504
TLE4	-1.424
ZNF570	-0.4485
FLJ43806	-0.6815
TLK2	-0.17625
CIR	-0.281
MARS2	-0.796
COL24A1	-0.4625
SDF2L1	-0.2715
HIBADH	-1.1175
IGFBP3	-2.78821428571429
C12orf23	0.252375
PSPC1	0.07725
C20orf43	0.6005
TRAV20	0.2725
ARHGAP24	0.388
KIAA1975	1.243625
C1QA	3.5153
DNTT	-4.08683333333333
C10orf6	-0.169833333333333
C11orf41	-0.584
HNRPF	0.443
COL11A1	0.982666666666667
UBAP2	-0.214
CDKN2AIPNL	-0.326
C20orf174	2.48225
SPRED2	-1.15375
PLA2G12A	0.737
ICEBERG	-1.77683333333333
SCN10A	-0.042
C11orf65	0.4365
GBP5	4.247
PITPNC1	-1.394
POU3F3	2.044
NCOA7	0.1335
LIN7C	-0.6798
LOC348840	-0.864
NKX2-2	-2.67725
ANKRD13D	0.0775
LOC123688	0.34575
FUT2	0.878333333333333
TAAR8	-0.2575
FZD4	-0.984583333333333
PNMA3	-1.50283333333333
OR4L1	0.26
WIT1	-3.31225
EXOC3L	1.611
ATPBD4	-0.1502
KRBA1	-2.121
UBXD6	-0.33175
HOXB7	-0.719928571428571
C7orf23	-1.6485
UNQ338	0.106
STAB2	1.63075
CDC20B	0.34625
IRF9	2.03225
CENTG1	0.499666666666667
TNPO2	-0.71975
MCPH1	-0.3665
BMS1P5	-2.191
SLC26A7	0.3175
HIST1H3J	1.12825
C9orf3	-0.573
LBH	0.99275
MYO1D	0.819375
PTDSS2	-0.378
NFU1	0.00625000000000001
DEPDC4	-1.4695
WNT7B	2.3071
GLP2R	-0.7565
SETD4	-1.0302
DYNLT3	-0.8122
FKBP11	-1.41016666666667
SESTD1	-0.275
FLII	-0.3035
RPS16	-0.0418
CHPF	-0.0488333333333333
CSNK2A1	-0.129833333333333
SUMO1P1	-0.293
FKBP6	-0.9775
ZNF214	-1.9125
TWIST1	-0.729833333333333
DDX56	-0.0946666666666667
TRAM1L1	0.3499
EPO	-0.819166666666667
MRPS18B	0.11775
ZNF682	-0.649666666666667
RPL14	-1.095
MAFF	-0.142
LOC51136	-0.402
LY96	0.26075
DDX20	-0.51375
ABTB1	0.677333333333333
ARL5A	-0.3781
CCT6A	-1.23475
HEPACAM	-1.36733333333333
EHHADH	-0.7765
RBAK	-0.3295
CGB1	0.68075
ITGB5	-0.0166
YIPF3	1.11025
FKBP2	-0.52575
NR1D1	0.0426
TMEM110	0.6205
NEK2	-0.692166666666667
PRAMEF8	-2.9945
C20orf52	1.48533333333333
PCDHGA3	-1.3255
VWA3B	0.0125
NDUFA5	0.159875
THAP9	0.1065
FLVCR2	0.0498333333333333
AP1S1	-0.063625
SMAD6	-1.19725
SAV1	-0.48
SAT1	-0.1325
ZNF251	1.26875
ADAMTS7	0.6403
RPP38	0.4655
C1orf211	-0.7545
YPEL2	0.6191
RBMS1	-1.26775
ZNF445	-0.625166666666667
NRXN2	0.9145
PGBD4	-0.20125
UGT2B28	-2.68175
WBSCR16	-1.0521
NLRC3	0.1205
ASTL	0.504
ST6GALNAC1	0.06325
ZADH2	-0.750625
MLLT4	1.64491666666667
ARL6	-0.0976666666666667
MEF2C	-0.0715
CBFA2T3	0.951
AFF3	0.0675714285714286
COG7	0.690833333333333
MYB	-0.268166666666667
PLXNA3	0.8285
XRCC2	-1.24883333333333
MMS19	-0.11775
ST8SIA5	-1.270125
CHPT1	-0.735666666666667
KIAA1712	0.265375
OR6X1	0.0865
ACTR3	-1.139125
UGCG	1.21233333333333
OR4P4	-0.1855
ZAP70	-2.98775
LPP	0.166625
ZNF485	-0.971
PTPRCAP	-0.1315
IL12RB1	0.511
ATRX	-0.5827
CHST8	1.137875
C14orf109	0.7
ARV1	1.06225
NMB	-0.824428571428571
COX5A	0.323166666666667
EIF6	0.9405
MPPED2	-2.05516666666667
SEMG1	-0.366
CHRDL1	-0.2245
TRAF3IP2	1.06025
WNK2	-0.695875
LILRA4	0.9875
LAMA2	4.10125
PXT1	0.3135
RLBP1	-3.2735
CD300C	0.703
SLTM	-0.441125
FLJ10404	-0.4414375
APOBEC3D	0.54
RENBP	1.14716666666667
ATXN7L1	0.280125
NID1	-1.08475
TUBGCP3	-1.9285
ITIH5	0.252277777777778
CCDC110	3.01475
C8A	-2.72375
MGC87042	-1.33125
HOXC13	1.14675
TFDP2	-1.355
HCP5	1.557625
POLI	-0.511
UCN	0.103666666666667
ZNF764	0.5785
C8orf45	-0.44875
FHL3	-0.64025
SPATA5L1	0.2105
MMRN2	3.18883333333333
NDST1	1.609
COL20A1	-0.300333333333333
ZNF248	-0.823
PELP1	-0.5535
MBL2	-2.16083333333333
RNF41	1.167375
C5orf24	0.682625
THOC5	-0.221125
SERINC3	0.852583333333333
RP11-151A6.2	-0.162
CDCP2	0.1945
HIST1H2AA	0.9865
C11orf75	-0.368166666666667
FKBP7	-0.89975
DDOST	0.22325
GPNMB	0.3395
TTF2	-1.78533333333333
KCNT1	0.142333333333333
SLC39A14	-1.404375
NGRN	0.9521
GPR137B	2.0675
MECP2	-0.2835
PSMA1	-0.038
C16orf73	-4.311
TMEM60	-0.2685
CSN3	-0.409
NOS1	0.438166666666667
RAB7L1	-0.315
YBX2	1.234
KIAA1166	-0.931625
FUBP3	-1.28583333333333
ABCG1	2.139
ACACA	0.470916666666667
ARL11	1.656
ATOH1	0.084
ODF1	0.196833333333333
CREB3L3	-1.7285
TMEM127	1.1265
DSCAML1	1.82775
PLN	1.6205
LYPLA1	1.65633333333333
PRDM9	-2.00875
SASP	-1.17625
PLUNC	-0.0286666666666667
INTU	0.000499999999999997
HISPPD1	-0.3585
LNPEP	0.414833333333333
YARS2	0.390166666666667
APCDD1L	-1.8675
ZCCHC4	-0.782
FBXO22	0.238333333333333
TTLL13	0.00850000000000001
ZNF669	0.555833333333333
PTGDR	1.00925
DDX27	0.16775
KIAA0409	-0.777
GJB6	-0.119
ASB8	0.801
PLP2	0.0751666666666667
MEPE	0.9525
OR10J5	-0.2615
KRT222P	2.19375
COQ7	1.298
C1orf101	1.51375
RERG	3.2805
CHMP5	1.063375
THAP11	0.43125
ZNF43	-0.594
ZRANB3	-0.586166666666667
KRT13	-0.81425
MRPL19	0.01275
RBBP9	0.455
SPATA17	0.806
BXDC5	0.186
PAFAH1B1	-0.00733333333333333
MAGEE1	0.42575
OSTF1	-0.009
KIAA0323	0.0170833333333333
TXNDC13	-0.647833333333333
CNTN4	-0.206
LCE1B	0.1435
UNQ501	1.2965
ZNF154	-0.3545
C3orf64	-0.567
SYT5	0.313
PON1	0.0801666666666667
FLJ10357	-0.93075
ATP4A	-1.4395
GNPDA1	-0.162666666666667
MGAT1	0.654
C14orf121	-0.079
SLC35B2	0.3435
MIER3	1.04383333333333
CHEK1	-2.571125
ZNF8	-0.376666666666667
TXNDC1	-1.52316666666667
CKB	0.1077
RTN3	0.549714285714286
FZD2	-1.03933333333333
PART1	-0.335125
PSMB6	0.0585
PCDHB8	-1.916
PHC3	0.708
PPP1R8	-0.664833333333333
NOVA2	1.26316666666667
TNFRSF11B	-4.2185
GOLPH3	0.956833333333333
UBLCP1	-1.64125
SUHW3	-1.35525
TTLL1	0.72175
OPN4	0.484
OR13G1	0.127
ZPBP2	0.0846666666666667
HSD17B11	-2.062875
C9orf50	0.0365
DHDDS	0.358357142857143
CTSW	1.4401
NEFM	-2.65616666666667
MRPL28	-0.0635
SYN1	1.35183333333333
PIGV	0.195333333333333
ZIM2	-0.7355
APBB1	-0.845166666666667
SND1	-1.26625
C1orf123	-0.0215
CHD3	-0.58375
BHLHB8	0.496
RNASE2	0.387
BCAP31	1.179875
SLC25A44	0.489833333333333
CHD6	0.6945
PIB5PA	2.14192307692308
SELS	0.8195
LOC541471	-0.14875
FAT2	-0.6655
ZNF81	0.201
OR4C16	1.084
FLJ10081	-0.2906
LRRC4	0.34875
CS	0.814833333333333
N4BP2	0.51525
IGFBP7	1.3985
ZNF318	0.5085
NDNL2	-0.8405
ZNF609	1.48275
SIRT4	-1.07525
EXOSC10	-0.26275
ECE2	0.515416666666667
OVGP1	2.41625
GTPBP3	-0.35625
PACS2	0.0797
C19orf36	0.0565
ARL4C	-0.68675
ATG4B	-0.00587499999999999
UBQLNL	0.84375
RHOXF2B	-3.5675
PLEKHG2	-1.308
GALR1	-0.638
AQP4	0.126333333333333
HDAC7A	-0.534
DCUN1D3	0.71825
OR8A1	-0.111
CCRN4L	1.9265
CBR4	-0.381666666666667
KIFC1	-1.68833333333333
SLC7A14	-0.868333333333333
LHX5	0.279
TRPC7	-0.026
LPXN	-1.1915
SERPINA1	-1.641625
RPS13	-1.1966
BPIL3	-0.2235
PRKAA1	-1.619
FADS2	1.383
ENAH	0.30225
PRO1768	0.1255
APBA2BP	1.714
LIPH	1.996
C3orf33	-0.79825
RCC2	0.486071428571429
ALDH1A2	-3.1611
RNF103	1.74325
AHCY	0.444625
ALG12	0.5055
CCL17	2.23625
ZNF543	0.846
ESRRG	0.3173
CNGA1	0.476
RDH5	-0.648333333333333
OTX1	0.1825
PTGFR	-1.1185
CDR2	0.889375
SELE	4.7085
NLGN2	0.0733333333333333
EXOSC9	-0.4995
ZNF566	-0.199
KLRC2	-3.4415
GPR12	1.0355
KIAA0196	2
PDRG1	1.21425
SSR3	-0.538071428571429
MSI1	-0.039
CST9	0.8675
CC2D1A	0.175125
PLAGL1	-1.06388888888889
ZNF778	0.806
RNF2	0.405625
KLF6	0.438
THBD	2.12216666666667
tcag7.1314	0.666
NR5A1	0.0423333333333333
ABCD2	-0.09575
DNAJC7	-2.7635
CLEC4C	0.5175
TM2D3	0.48575
CCDC4	-0.555
PLAC2	2.0015
DCD	1.8425
FAAH	1.873125
POLA1	-0.861833333333333
TM7SF2	0.55225
FLJ39822	-0.868833333333333
FLOT2	-0.035625
MAP4K1	-0.565333333333333
SRP68	0.471375
C21orf74	-0.1085
ARPC5	0.147375
LOC126075	1.774
HECW2	0.356125
ZDHHC4	-0.255
ANKRD42	0.9419
PDE9A	-0.954833333333333
ABCA8	0.81525
NDUFS2	0.83675
UBR5	-0.31425
BTBD16	-3.17125
LOC554174	0.988
ZNF20	0.8645
KIAA1843	0.6045
WDR17	-0.49175
C15orf33	0.439
RNF113A	-0.4155
CAMKK1	-0.3866
CLCN2	0.30775
ANXA6	-0.1125
LOC340069	-0.2405
EMID1	0.003625
DPM3	0.350333333333333
ELA1	0.3375
SLC25A13	-0.7256
KRT24	4.426
SMPD1	0.0393333333333333
TH	0.502875
COL6A2	0.124214285714286
ANKS1B	0.21475
GPR126	-0.958
ZC3H12A	-0.867166666666667
TMEM47	-0.503
C2orf51	-0.0588333333333333
C1orf88	2.268
HSF2BP	0.64875
AKAP10	-0.07425
RPAP3	-0.2955
KLHDC8B	0.486875
STOM	0.3429
MUPCDH	0.398125
C10orf72	-0.229625
PLEKHA3	0.170833333333333
TCP11L1	-0.80725
CWF19L1	-0.214875
SPEF1	0.957307692307692
YSK4	0.258
ELN	1.0014
SAMD8	0.725666666666667
MPI	-0.667333333333333
MEPCE	-0.0551
ABCC3	-1.81775
NANOGP1	-3.8265
KCNK17	0.877875
HLA-DMB	4.34716666666667
RRAGA	0.5195
ANGEL1	0.0065
RBM32B	0.2895
CPN1	-3.0105
MGC52282	-0.6687
HLA-A	0.74925
OR9G4	0.4775
EDNRB	-1.252125
SCD	1.23742857142857
C14orf80	-0.240166666666667
BAGE2	-1.526
RABL4	1.63466666666667
RCVRN	0.241
SHANK1	-0.4405
NLRP7	-3.08175
CD226	0.72125
STAT3	-0.17475
SYNJ2	-0.2018
TPCN2	0.775166666666667
WDR36	-0.866666666666667
MBD4	-0.0425
ROBO1	-2.2689
ST3GAL6	-3.34075
SLAMF8	2.71083333333333
ATN1	0.643666666666667
GPR141	0.53475
KRT36	-0.0245
TPH1	0.2005
DDX52	-0.197
ZSCAN29	0.267833333333333
TRPT1	-0.0171666666666667
DPEP3	0.32125
DENND4A	-1.115125
TSPAN16	-0.0295
PTCHD2	-0.662
LOC145814	-0.84175
CAP1	0.0133333333333333
EIF5A2	-0.7678
NT5DC3	-1.236375
SEPT9	0.207125
SEZ6L2	1.016875
EGFLAM	2.786
VPS11	0.760375
NDUFB5	0.525166666666667
CIDEA	1.81833333333333
IER5L	0.97775
N6AMT1	-0.187
FAM83C	-0.24625
OXR1	0.978333333333333
IRX1	-0.3875
DGKB	0.0838333333333333
GCN5L2	-1.64075
MIR16	0.67925
FBXW9	0.6395
WDR4	-1.44716666666667
PDC	0.0265
VPS33B	0.31625
HEXB	0.127
FLJ32214	0.84325
TCEB3	-0.195
CRLF1	-3.21075
ABI3BP	0.46475
C8orf22	-3.82625
PYCR1	0.104875
KIAA1706	0.23075
CDK5R2	1.037125
WAS	0.3785
C12orf60	0.83125
CCBL2	-0.384875
MADD	-0.1775
C5orf34	-1.26575
WDR42A	1.1006
KLF12	-1.842375
HSPA1A	2.70375
ITM2C	-1.62225
DAPK2	1.50783333333333
LOC442590	-0.8835
SUMF2	-0.829875
CENPA	-1.09484615384615
TMED5	0.002375
CDH6	-1.1551
BRP44	1.047625
THG1L	-1.4065
GABRA2	-2.534
C14orf166	-0.3805
MYL1	-1.23583333333333
TNFSF18	0.2695
PAP2D	-1.73416666666667
PPIB	-0.72325
KLHL4	-0.56775
SFN	-0.026
CCDC127	1.30975
FRAP1	0.14625
GOLGA5	0.68925
SDCCAG1	-0.166625
MGC21675	-0.0585
C10orf95	-0.34625
KIAA1345	-1.2615
C1orf163	-0.2325
LACE1	-0.164166666666667
OR10K2	-0.282
CENPN	-0.94508
TMED2	-0.0995
UGT1A6	-1.3545
ANG	-1.52025
U2AF1	-1.633
CASC2	0.667166666666667
NMT2	-1.082
OSGEPL1	-0.736375
DFNB31	-0.711
SLC6A20	1.01
DKC1	-0.87775
FXYD4	-0.64175
WDR64	0.0025
MGC5590	0.1035
CREBZF	0.254333333333333
DAZ1	-0.33525
PRPSAP1	0.39
GCHFR	-1.01125
TTC7A	-1.215375
LOC196993	0.7005
UBD	-0.619833333333333
S100A1	0.390375
RPL6	-0.341166666666667
DNAJB6	0.1582
NAGS	0.0484
C2orf58	-0.139
KERA	0.7505
MT1X	0.0455
UBE2B	1.5946
KEAP1	0.45375
MST1	-3.5065
OMA1	0.547
ABLIM2	1.25975
BCL2L13	-0.45175
JAZF1	-0.801666666666667
TMEM63B	0.824
S100A8	0.8032
ARFIP2	1.47125
UROS	0.84975
KHDRBS2	-0.1655
POLQ	-2.103125
SOAT1	-0.497
SPAG4	-0.8265
MRPS30	-0.304166666666667
LOC494141	0.4165
OR2T11	1.23
ORAOV1	1.251
ZNF184	-0.133833333333333
TCEB3B	0.546
ADAM21	-0.697
GDPD1	0.1995
SPINLW1	0.02375
PRR14	-0.0866666666666667
KCTD9	-0.2094
NUDT3	0.22975
KIAA1822	0.2752
HIST1H4K	2.3595
DFNA5	-2.19575
GABPA	-0.34575
C14orf44	0.53225
POLB	1.641875
PTAR1	-1.42
SEC31A	0.7957
TRIM58	-3.2715
TAS2R14	-0.9625
VPS8	0.933875
H1F0	0.0453333333333333
PRKCB1	-2.66716666666667
UGT2A1	0.399
TOR1B	0.16875
LSS	-0.842833333333333
C2orf19	0.2205
HNRNPC	0.313785714285714
TMEM100	-0.856
LOC116349	1.11325
OR51M1	-0.0275
CCDC142	-0.5445
ISG15	3.376375
ZCCHC14	0.258875
CREBL2	-0.041875
TGDS	-1.0145
DC2	0.3905
CACNA2D3	-1.08564285714286
ZNF429	-1.2265
LYPD6	-0.541
SUCLG1	-0.096
OR51I1	-1.0995
MAGEH1	0.914
PRPF40A	-0.6805
SMR3A	0.6515
SPINK2	-0.579
THAP2	1.199
NPY5R	-0.63
IRF4	-2.752375
SPESP1	-1.87183333333333
OR10S1	0.436
DTD1	-1.156
TUBE1	-1.7285
DDX19A	-0.4995
PDPN	-1.69325
TMEM34	0.285083333333333
MGAM	-0.01675
COL3A1	4.76483333333333
GFM2	-0.0044
OR5A2	0.88
PSG9	-0.55575
ARHGEF11	0.131333333333333
IVNS1ABP	-0.148875
SIGIRR	1.484
DUSP19	-0.674625
DNAJC14	0.2168
ACSS1	-1.087875
IL1RAPL2	0.651
C4orf30	-0.921
SEPT4	1.8935
LANCL3	-2.042
SPAG17	2.8675
PRDX3	0.6825
HNF1A	-0.937625
P4HA2	-0.170375
RFWD3	-0.423333333333333
MOV10	0.827
DNAJA5	1.28842857142857
LOC729440	-0.0135
LOC200383	-0.169125
SMC2	-1.64125
