Hybridization REF	TCGA-BH-A0BQ-11A-33R-A115-07
FAM101A	3.17966666666667
FKSG24	-0.33425
ZYG11B	0.5005
RFC2	-1.61225
SH2D3A	1.6045
DVL3	-1.102
ADFP	-0.720666666666667
KRIT1	-0.509125
SERTAD3	0.141
LEFTY2	-3.05025
KRT27	-0.548
SCFD2	-0.1185
MN1	-1.7235
RORA	1.46475
PTPRD	-0.6915
PIAS2	-0.512833333333333
CYP4X1	3.3355
FBXL15	0.281
MYH15	0.0116
CRX	-0.183666666666667
TBC1D13	0.404
SLC22A17	2.05566666666667
PLK2	0.9015
ARHGAP9	1.637
EIF1B	0.136
C20orf185	-0.3455
DEFA7P	0.4485
PRIM1	-2.49433333333333
CRYAA	-1.336
BACE1	0.648
AGTRL1	-0.142666666666667
ACAD9	-0.22625
GRASP	2.246
RBP4	-0.4155
TFB2M	-0.518
METTL9	-0.813
ATP5O	-0.6815
SP100	0.3341
CPSF1	-0.053
S100A4	-0.169
LIME1	-0.82875
GPR137C	-0.60325
OR2A2	-0.624
C2orf29	-1.1385
NUP188	-1.0535
SDPR	3.496
RAI1	0.39225
RPS20	1.2145
LAMB1	0.14675
ADM2	-0.230166666666667
ZNF229	0.3235
DKFZp434K1815	-1.446375
EPN3	1.10366666666667
CLIC3	-1.55875
MEIG1	-0.44075
HMGB4	0.0545
STARD10	1.2275
KLF8	2.233
EPB41L2	-0.512166666666667
JMJD6	-0.396625
CTSL1	-1.24516666666667
GPR27	-0.054
ELAVL4	0.440125
MMP21	0.6895
PPM1B	0.6085
SUV39H1	-1.333
AAMP	0.034
TUSC4	-0.255166666666667
MBD6	-0.15775
KLK13	-0.172
FMNL3	0.404333333333333
TRIM13	-0.0823333333333333
C15orf5	-0.3685
IQCF1	0.165833333333333
CACNG8	0.0475
SLC35D3	-0.0258333333333333
ZDHHC9	0.634
ODF3L1	0.43125
C9orf86	-0.124
TSEN2	-0.783
C17orf64	0.42925
SEPX1	0.1766
TSPO	1.23616666666667
SYMPK	-1.055
ADORA1	1.5455
TSPAN10	1.981625
SEMA6C	1.07116666666667
RTTN	-0.370222222222222
IL2	0.578
ARRDC3	1.091
TBPL1	-1.01233333333333
STX12	1.3255
MRPL39	-0.8895
OR8H3	0.221
IFIT5	1.23333333333333
CASC5	-2.591375
FAM46A	0.130333333333333
HPCAL1	0.3205
CYLC1	-0.219
VGLL2	0.173625
C20orf191	0.136
CDH1	1.6825
ITPA	-0.96175
CCDC101	-0.46875
D15Wsu75e	-0.637
EDA	-0.3225
CREG1	-0.278
OR7G2	-0.131
SAP18	0.383416666666667
IFIT1	1.53125
CALML3	3.94116666666667
FLJ37440	1.99
FNDC5	0.2145
SERPINB6	0.033
JUNB	1.3402
SYS1	1.18925
SCN2A	1.83983333333333
ZKSCAN5	-1.0097
WNT7A	-0.062
TSHZ3	3.205
RNF148	1.77675
H6PD	0.468
CAD	-0.837
ZNF449	-0.064
DOCK10	0.5505
FAIM2	0.556
HEXDC	0.60775
PRB1	0.649333333333333
C14orf148	-0.6455
ETHE1	0.87075
IRF5	0.4223
GNMT	0.3315
MGC16291	-0.586
RPAIN	-0.439214285714286
CAGE1	0.923
CNTNAP3	0.235
ACTR1B	0.107
EEF1E1	-1.24125
MSX1	0.219
ESF1	-0.2432
HSPC171	-0.21
MRPL2	-0.337666666666667
RDH12	-0.5008
CELP	-0.142
METRNL	-0.7895
C10orf116	4.95316666666667
C19orf48	-0.76075
ZNF346	-0.35575
NCR1	-0.6395
C10orf64	-0.028
CD52	1.331
VPS18	1.6575
AP4S1	-0.5432
NPBWR1	2.0575
TPK1	0.9685
UBA52	-0.0164444444444444
RIPK1	0.514
CPNE3	0.3003
HSPC159	0.471875
C8orf38	-0.66425
LRRC4B	-0.7315
PARP10	1.8244
ANKRD50	0.56025
CXCL9	4.126
FGF18	-0.208454545454545
EIF2A	0.955
SLC20A2	0.749666666666667
KIAA1549	-0.0271666666666667
SPINT1	1.9747
ZNF584	-0.093
CRBN	0.446333333333333
ABCF3	0.0776666666666667
NCBP1	-1.364
PLA2G4F	0.4435
PCDH10	-0.300375
TTC21A	0.41275
C20orf144	0.2835
FGFR1OP2	-0.276666666666667
SLC9A1	0.3186
CHRND	0.0265
FOXF1	-2.6775
KIAA1467	0.17825
TPO	3.34833333333333
LTF	4.92671428571429
DNAJB9	0.1895
MRPS27	-0.61425
bA16L21.2.1	0.17425
WBP2	0.3315
MRGPRX3	-0.488
PRPF18	0.6865
C10orf58	0.69275
SMOC1	-1.1751
ADAT3	0.9395
TMEM138	-0.82725
TMEM131	0.05525
TIMM8B	0.0035
MYH7	-0.667333333333333
ST6GAL2	0.710125
KIF1C	0.13625
SUHW2	-0.596
PAPSS1	0.72775
CABP2	-0.2135
HOXA4	1.6855
ELF2	-0.29
SEMA3D	1.4223
MC5R	0.3415
OGFR	0.6275
FLJ30092	-0.2395
TGFA	0.8295
MMP17	0.71425
KIF15	-3.72275
CHIA	-0.176
CATSPER3	-0.5715
CEACAM7	-0.0658181818181818
PADI2	2.346125
HOXA9	2.11666666666667
LNX2	0.4055
TMEM144	1.4675
HIF1AN	-0.97875
METTL7A	0.6692
C6orf165	1.38066666666667
KIAA1468	0.56225
DSG3	4.512
ZNF180	0.192166666666667
EIF4E3	0.9355
SLC46A1	0.277625
DKK1	-5.26466666666667
ZNF205	1.833
LOC162073	0.638444444444444
COX7A1	5.478
MAGEA1	-5.0415
NEDD8	-0.758583333333333
KLHDC5	0.200222222222222
C3orf19	1.06083333333333
MRPS2	-0.157
POLR3H	0.112285714285714
ABHD11	0.8058
TMEM17	0.78625
PAIP2B	-0.9823
MAT1A	-2.4195
LGI3	0.15325
THUMPD2	0.0775
TKTL2	0.698
XAGE3	-2.033
CALM3	-0.107833333333333
C6orf136	-0.895666666666667
KCNC4	0.849833333333333
RGS9	1.63033333333333
ACIN1	-0.166
SPATS1	-0.06975
XKR8	-0.0315
FAM84A	1.10241666666667
MS4A7	4.35454545454545
AGXT2L2	-0.1815
OR1F1	-0.15
SMAP1L	-0.21925
IPO11	0.662
ZC3H11A	-0.00262500000000002
C1orf151	0.24
RNASEH2A	-2.16925
CCR10	-0.3305
TXNDC11	-0.07
TMEM112	0.982375
MAP1B	0.396357142857143
NVL	-0.71825
PKM2	-1.6481
ARC	0.2445
NUP54	-0.1025
PPFIBP2	1.33566666666667
STAT2	0.9295
PTAFR	1.50983333333333
ROBO2	-0.348875
RNF40	0.116666666666667
CCDC135	-0.589666666666667
IFT81	-0.6467
MORF4	-0.52225
TM7SF3	-0.97125
OR10H3	-0.0245
ABP1	0.50325
CHRD	0.7065
PLEKHA8	-1.0495
NCALD	3.358
OR5AK2	0.5405
ACCN1	0.120833333333333
SLITRK1	-0.45025
ARMET	-0.83375
C9orf52	-0.12625
REEP4	-1.79475
MTSS1	1.12175
ADH1B	4.19516666666667
DLD	-0.222
CDK5	-1.58225
PPFIA1	-0.238375
WFDC3	0.4175
DNAJB12	1.12242857142857
RANGRF	0.182
MLANA	-4.8825
AMY2B	0.96425
KIAA0319	-0.752625
RPS7	-0.1225
JAK3	0.1913
ARFGEF1	0.3055
CXCL5	0.7085
TRAPPC4	-0.62825
CETN2	0.00775
HSPC111	-0.6455
RHOBTB3	-1.08811111111111
PHLPP	0.273
RGS10	0.8785
TMEM58	0.598
CHERP	-0.092
HSP90AB3P	-1.00483333333333
FSTL3	-0.407
PEX11A	0.423
OR5V1	0.077
FCN3	1.4615
PTPN3	0.120625
NPTX1	-2.67175
C21orf84	-0.19625
C11orf51	-0.266875
ZBED2	-0.17275
FLJ90757	0.55725
NPY2R	1.7945
PLD3	0.65775
SYT17	1.34133333333333
SGSM2	0.8925
OR1A2	0.2635
FOXP1	1.585
SLC5A1	2.5355
POFUT1	-0.9071
EPHB6	-1.18116666666667
MYO1G	-1.494
STAC	0.0848
KLHL17	-0.451166666666667
RGMA	2.9385
TJP2	0.000899999999999983
FAM114A1	-0.758166666666667
SERINC1	0.661583333333333
SLC9A8	-0.009375
PEX19	0.39675
EDN2	1.6875
PSMD7	-0.619
C3orf41	0.07525
UQCR	-0.332125
PPP1R3C	-0.3055
LRP4	-0.734833333333333
TM2D1	0.2025
TTC17	0.12
C4BPB	-4.647
CCL25	0.572333333333333
ZNF253	-0.300833333333333
CHRNA9	-3.23625
SOX11	-1.4605
HIVEP3	1.051
CGN	2.04616666666667
C3orf35	-0.191125
PKD2L1	0.41425
SYVN1	0.29575
PDE8B	-0.401125
LOC439951	2.9345
LTC4S	2.45633333333333
MIF4GD	-0.228
SMARCA2	1.9654375
TUBGCP6	0.972
CABLES1	0.173
C16orf77	3.38883333333333
ZNF791	0.64325
FUT5	-0.034
ADH6	-1.76733333333333
P4HB	0.075
CLDND2	-0.03875
ALKBH8	0.20125
PLAC4	-1.42775
F11R	0.465571428571429
MGC35295	-0.0785
PDZD4	-0.0463333333333333
LOC389073	0.343
FAM80B	0.0516666666666667
PSMB1	-0.747
TXN	-0.683333333333333
VIPR1	1.5357
WBSCR18	0.5438
EXOSC6	-0.343833333333333
ACTA2	5.719
SP5	-2.76266666666667
ANKRD1	-2.54825
DDR1	1.7812
ATP6V1D	-1.40425
PTGS1	-1.30766666666667
RNF157	-0.12325
DCC	0.10125
SPAG7	-0.049
FBXO18	-0.14625
UBE3C	-1.0102
HOXC6	0.0405
LRP2BP	0.0263333333333333
MYST2	-0.48475
PDSS2	-0.11
ATE1	-0.779
ARAF	-0.057
KLF10	1.77275
PLA2G2E	-0.28775
ASCL1	-0.8675
TSNAXIP1	1.03375
FAM131B	0.145125
IFNA10	-0.139
NUP43	-1.004875
FAM44B	-0.020625
L1TD1	-3.85083333333333
NMD3	-1.25325
C18orf54	-1.6726
PHOSPHO1	-0.2885
RAG2	-0.3895
EMILIN3	1.082
METTL3	-1.121
VPS13C	1.953125
REXO2	-0.8665
ANXA4	-0.3215
CA1	-0.837666666666667
DCP1B	0.3175
TULP3	-0.0855
ATP2A2	-0.138571428571429
ATIC	-1.2675
ADAM15	-1.46041666666667
NPL	-0.482666666666667
LGR4	1.124
UEVLD	-0.28
GAB1	0.68775
SNAI2	1.866
ZGPAT	0.4544
SNF1LK	1.125875
DLEU1	-2.205
UBE2Q1	0.00575000000000001
ZMYM6	-0.1013125
JPH3	-1.66033333333333
FAM38A	-0.486833333333333
PXK	-0.227
DENND2D	2.04575
BAX	-0.606083333333333
CP	-2.01672727272727
RPL37	0.2869
G6PC3	0.018375
NCOA4	-0.214166666666667
LRRC14	0.131375
GORASP1	0.79675
FCHO2	0.85375
CYP24A1	-1.4457
FXYD3	1.380625
SMARCAL1	0.131
ABCB8	-0.3355
CCDC44	-0.88825
PRDM7	-2.484
USH1C	-0.8925
DNAH5	0.343
SRF	0.63375
MAL2	1.70733333333333
PGPEP1	0.266916666666667
SIN3B	-1.03225
SEMA3C	1.349
GRAMD3	3.598
FBXO10	-0.311875
OR5D13	0.565
FLJ31818	-0.119
CACNA1I	1.430125
S100A13	0.0035
TP63	3.98342857142857
ANXA11	1.0461
WDR66	0.046125
CSF2RB	-0.0695
IFI44	0.87625
DACT1	0.406833333333333
ANKRD23	-1.68575
ATP5G1	-0.716166666666667
C21orf70	-0.334
PPWD1	-0.60475
DNAJC13	-0.4045
PAH	-4.0945
PTCH2	-0.02575
TRMU	-1.16375
CCDC9	0.013
USP3	-0.4105
DCLRE1C	-0.2448
FAM55C	0.20525
FRMD4B	1.5535
CYP2R1	-0.463
RFPL1	-0.0762
XPO5	-1.4705
ARL6IP2	-0.828
OSBPL5	1.7935
MMP9	1.74754545454545
KIAA0802	-0.2325
DHRS2	-4.09866666666667
SGEF	1.388625
TXNDC10	-0.4356
EXOC6	-0.4065
RPS27	0.923166666666667
PNCK	-1.01583333333333
FSTL1	0.075
AACS	0.60725
SLMAP	1.04083333333333
SAMD4A	0.1513
ABRA	0.2345
SMARCD3	2.3595
PKNOX2	-1.43233333333333
A4GNT	0.379
C9orf39	-0.373833333333333
RALYL	0.2145
MGC33556	-2.767
C10orf25	-1.099
BBOX1	6.76625
NHEDC1	0.4035
XDH	1.82375
GCSH	-0.718
EDN1	3.67466666666667
MTERF	-0.41675
CLK4	0.997875
ZNF799	0.261666666666667
KCNG1	-1.18225
CXCR4	0.615
PTPRR	-2.24825
IRAK1	-0.669625
LOC401397	-0.6155
TMSB10	-0.203214285714286
CXCL3	-1.1229
TMC4	2.4015
OR7A10	0.569
STYK1	2.01275
CHRNA10	-0.0265
CCNI	1.1555
EP300	1.00207142857143
LOC165186	0.386833333333333
HIC2	-2.516
SDR-O	-0.2755
OR2W1	0.849
KCNA6	0.412
TRIM74	-0.24225
REEP6	0.82325
ATP5G2	0.1245
ERG	0.760625
TMEM42	0.14575
PARN	-0.8215
SOD2	0.6555
DIRAS1	0.4175
PNPT1	-1.60775
JOSD3	-0.5845
hCG_40738	-0.134
PDE1C	0.079
SEMA4D	-0.236125
AGPAT1	-0.264666666666667
NOSTRIN	0.85425
MAP3K3	0.415333333333333
MAX	-0.0302857142857143
CAPS	1.15233333333333
SERPINA12	0.239
OSBPL8	0.148125
RICS	0.9497
NR4A2	0.604833333333333
PPCS	0.3375
LONP1	-0.92525
SCYL3	1.052
HERC2P2	-0.290833333333333
FIBCD1	0.1375
C15orf41	-0.373
DMC1	-1.12233333333333
C20orf27	-1.084
RPS6KA5	1.3628
FAHD1	-0.676
SLC12A4	0.8795
BRCA1	-1.88375
GBL	-0.01525
SLK	0.0691666666666666
NUDT9P1	0.309
NOXO1	1.4105
USP52	-0.66625
BAZ1B	0.685375
SLCO2B1	3.236
BBS12	1.76816666666667
LRGUK	-0.218333333333333
TERF2IP	0.0935
COL1A1	2.7865
KIAA0090	0.05125
GRK5	0.654833333333333
AP1S2	-1.5357
TMEM52	-0.393666666666667
CA11	0.940125
OR4A15	-0.0331666666666667
ACBD3	0.8707
SPAG11B	-0.223
PRDM2	0.6203
FOXP3	0.23925
SMYD3	-1.5747
LOC389199	0.901
LGI2	0.0453333333333333
NAPE-PLD	-0.9365
ANKRD6	0.927
WDR45	0.672166666666667
SHROOM1	-0.9515
PSCD3	0.086
PYY	0.053
KCNC1	0.118
ARHGEF9	-0.1168
OR8J1	0.41275
GPR55	0.124
NS3BP	-1.689
C10orf22	0.590166666666667
NAT8L	0.182
DUSP4	1.04566666666667
FOXM1	-3.73216666666667
GRAMD2	2.278
ZBTB48	0.444166666666667
BUD31	-1.291
PABPC5	1.6695
CCDC41	-0.452
FBXO11	-0.215
C6orf148	-0.9165
RFXAP	-0.4205
C6orf15	2.01866666666667
CDK8	-0.967333333333333
C6orf70	0.099125
TESSP2	-0.5395
ALG2	-0.0685
PPP1R3D	0.915
TPM3	-1.15038888888889
SYT13	-0.49125
EPB42	-0.347333333333333
CETN3	-0.5715
PRY	-0.2075
NTHL1	-0.626833333333333
POLR2B	-0.583
RPS28	1.37575
P2RX3	0.32925
LYZL4	0.50525
WBP4	0.34
PMM1	-0.38175
C11orf79	-0.03175
CBLL1	-0.1825
IL1F10	0.779666666666667
VAX2	-0.3845
SETDB1	-0.251333333333333
LRAP	-0.3275
GCLM	-0.4675
CPEB3	1.016
PPM1A	-0.024125
INTS1	-0.20075
CAMTA1	1.53325
SAMSN1	-3.10275
LOC158830	-1.81783333333333
GMPPA	-0.1845
AIPL1	0.287333333333333
IL24	0.30525
BDKRB1	-1.73616666666667
MLF1	0.9327
TAF12	-0.81525
ID1	-2.48825
THADA	-0.250875
PIK3CB	-1.29
OR4N5	0.0905
TBC1D17	-0.0353333333333333
COX8A	0.00625
CDCA4	-2.2175
C2orf44	-1.17325
ZNF534	-0.7965
IMMP1L	0.07625
NIPSNAP3B	0.453875
FTMT	0.504125
PWP2	-0.667166666666667
MMP15	-0.7091
DNAH11	-0.097
MTMR14	0.062125
DNAL4	0.83625
IPP	0.44275
TMEM59	0.297125
C1orf157	0.268
RGS4	-0.813333333333333
DDX18	-0.991333333333333
SNX6	-0.15625
ZNHIT2	0.333
NCDN	0.014
FLJ33534	0.02175
RAG1	-1.45085714285714
OR4D10	0.3075
PTPN5	0.1025
POMT1	-0.052875
LRRC8A	0.9378
CYP1A1	0.42375
CAPN1	0.573333333333333
DDHD2	-0.4625
GRIK2	-0.0035
GNRHR	0.0705
PPBP	-0.09175
HTR3A	-0.35675
SLITRK4	-0.0145
ANKRD49	-0.1645
BTF3	0.1135
SARS	-0.3435
C13orf18	1.156
CACNB1	-0.105769230769231
QKI	0.485590909090909
SETMAR	0.746125
MAN2B1	0.683833333333333
EML3	0.043
ACADL	1.27466666666667
OFD1	0.700125
DEFB114	0.1665
CGA	-3.627
PEX16	-0.293166666666667
LRRC10	0.178
GNG12	0.3505
C1orf152	-0.5065
CHRM1	0.139
CD53	0.03725
DBH	-0.164
TFAP2B	3.75675
HIST1H2BJ	-1.42516666666667
FAM46D	0.8845
TMEM11	-0.0365
C3orf32	-2.765
PCCB	-1.131
IPO13	0.227625
C6orf105	-1.51275
COMMD5	0.0795
SUV420H1	-0.0864000000000001
LTBR	0.83725
ARHGAP15	-1.262875
HDHD2	0.215
TDRKH	-1.055
LOC401052	1.461
PSG4	-0.17275
GNB4	-0.8842
SPATA4	1.422
SLC9A3	-0.541
OSBP	0.0241666666666667
NBPF3	0.267
DOCK11	-0.1785
SLC39A5	-1.87483333333333
PRR5	1.9028
C10orf63	0.485
SMTNL2	-0.176
ADRA1A	0.7415
ASAH1	0.9001
DOM3Z	0.1355
GIPR	0.388
AHI1	-0.11825
NADSYN1	0.217333333333333
RGS14	-0.1265
IL18BP	0.7604
RTN4RL1	1.58875
ARMC6	-0.6005
PSMD5	-0.702833333333333
HK3	0.0712
OR4S1	0.8795
RSU1	0.5852
MAD2L1	-3.48755555555556
EIF4A3	-0.7365
DLEC1	0.747833333333333
E4F1	0.174
CHMP2B	0.3573
CAMSAP1	0.15875
RPS21	-0.3175
ARID5A	2.603
UBE2N	-0.5392
IGSF8	1.02533333333333
MAGEB6	-0.7155
ACAD11	-0.999
MGC4172	-0.47475
LMO4	-0.20775
KLKB1	-0.31025
HP	-0.6065
HDAC3	-0.45775
SCHIP1	2.29475
CLCA1	-0.082
OLFML2A	1.644
C1orf112	-2.234
KIF19	1.15191666666667
HAPLN4	0.1792
CXCR7	0.186166666666667
GOT2	-0.7265
RAB38	-1.582
DCX	4.68875
PPM1H	-0.42625
NFYC	0.879083333333333
KIN	-0.332375
ZNF228	0.86475
PLSCR4	3.6895
HIG2	-0.88625
FAM79B	4.1055
C21orf86	-0.4934
KCNK10	0.319
ZNF738	-0.941625
FSTL5	-0.1372
OR6A2	0.424
OTOA	0.744833333333333
EXOC1	0.190875
AHRR	-3.545875
PDAP1	-2.30116666666667
C19orf6	-0.00125
ZAN	0.00849999999999999
LY6G6E	0.1165
EIF4E2	-0.62
C20orf198	-0.29225
ZNF324	0.60925
CYP3A5	-2.06783333333333
ENTPD7	-0.2305
MBOAT5	-0.0901666666666667
GJB5	-0.1095
TTC13	-0.87675
S100Z	-1.564
KIAA0664	-1.14366666666667
PDGFRB	2.25091666666667
IL17D	-0.598
OR56B4	-0.3885
RDX	-1.3185
SLC34A3	0.8315
IL28B	-1.129
JUND	3.00275
CHRNB1	-0.504428571428571
CAMK2B	2.96675
FETUB	-0.62275
CXorf23	0.922
MRTO4	-0.776375
TTC3	0.8867
NDUFB8	-0.3425
EDG2	0.24275
SEMA3G	2.5025
IL23A	-1.26625
GRHL1	1.0306
LOC441054	-1.4405
WDR65	0.923625
PSTK	-0.27625
STOML3	-0.1652
R3HDM2	0.0765
C5	-2.16475
SLC2A10	0.0975
C3orf22	-0.26675
PAQR3	-0.477384615384615
ANKRD26	-0.539916666666667
HCRTR1	-0.413
LOC399947	-0.546666666666667
PSD2	0.92475
TIGD2	0.683
SCRN1	-1.12225
COQ10A	-0.8055
DDI2	0.4485
METTL7B	-0.441833333333333
UCN2	1.19275
FAM92A3	-0.432
WDR16	0.166
ZNF511	0.0103333333333333
ZMYM5	-0.50375
POLR3G	-3.08425
ZNF586	-0.227
C1orf49	0.411333333333333
TANK	0.253833333333333
RCAN1	2.3405
PELI3	1.09916666666667
LIMD2	-0.6205
TMEM189	-1.0285
NTN4	1.94125
LOC151300	-0.433
CLEC2A	-0.7465
GPR135	-0.053875
DPYSL4	-1.7248
JAK2	-0.251333333333333
TSHZ1	1.806
TM9SF4	-0.709625
ZNF264	0.789333333333333
SIRPG	1.05475
BICD1	0.133
HERC6	1.27383333333333
METTL5	-1.0275
CASP1	1.6575
PRRT1	0.0716666666666667
PLA2G4C	2.07766666666667
ICA1L	0.210285714285714
TPTE2	0.5852
OTUD7A	2.443
AQP11	-2.0715
APOA2	-4.1033
KALRN	0.6477
SECTM1	0.727416666666667
IFNAR1	-0.54675
TALDO1	-0.8615
RAB11FIP4	-0.28475
EIF5A	-0.694
FAM49A	1.7105
NEGR1	0.0493333333333333
YTHDC2	-0.07225
EHD2	0.51225
NCF1	1.7124
SCRT2	1.852
HOXA5	1.97866666666667
NUP133	-0.17475
FGF12	-0.034875
SLMO2	-0.95725
SNTA1	0.0955
CACNG2	0.33425
GCM1	-0.31525
ELF1	0.5865
TLR5	2.79025
TCFL5	-1.08083333333333
RBMY2FP	-0.2075
LOC100125556	0.113375
FAM129B	1.2095
MAP3K7IP1	0.45875
NCK2	0.2175
OXA1L	-0.73625
FMO9P	0.497
ZSCAN12	0.29
PSMD12	-0.848
HSCB	-0.1545
CLDN10	-1.64425
MGC13053	-0.44225
HPCAL4	-0.097
ASZ1	-0.532
MEX3D	0.131416666666667
NFAT5	0.9042
CSPG4LYP1	-0.183
FBXO3	0.3335
DVL1	-0.00450000000000001
CMKLR1	1.70466666666667
TYMS	-3.304625
PEF1	0.8845
ZNF750	2.07166666666667
MCM5	-0.2872
MEGF11	0.6395
KCNK7	0.1675
PTP4A3	-0.0245
C1QTNF2	-0.394
OR6S1	0.722
FAM122B	-2.11975
ZNF551	-0.109375
HBQ1	-1.893
GEMIN6	-0.8535
ARSK	-0.83025
RBP7	3.326
CPNE9	-0.16175
DSC1	2.1295
LOC730112	-0.83575
MAP2K4	0.859625
HS3ST5	-0.899
EPB41L3	-0.983
TEKT2	0.918
CDKN2B	-0.32875
ZNF480	-1.06575
MAP3K6	1.6262
MAP6	2.33516666666667
HN1	-1.0039
OR2L13	0.523
SLC16A11	0.95225
FAM96A	-1.025
APOL1	0.155
C5orf32	0.328
RTP1	0.0553333333333333
RNF175	1.1665
ZBTB41	0.618375
AHCTF1	-0.501
SAE2	-1.1217
ITGA2	1.46191666666667
MME	2.8315
CCDC14	-0.596
MAST4	1.63035714285714
KRT33B	-0.2665
KCTD2	0.362
WDR26	0.0775
MFI2	1.214875
NR4A3	0.475125
ARSA	1.7075
UNKL	0.2205
SULT6B1	0.1255
CCNA2	-4.21333333333333
SOX15	-0.3235
PPAPDC1B	0.508083333333333
C19orf44	0.472
MCAT	1.19775
ARID1B	0.4925
OR52N1	0.5675
C12orf48	-2.23075
MAGI1	1.02075
NIPA2	-1.113
GBX2	-1.626
RSHL3	1.152625
RAVER1	0.970333333333333
C15orf17	0.328
SLC30A2	0.9455
ZNF518	-0.046
PCYT1B	-0.38375
C10orf114	-0.92025
EIF3H	0.32325
SLC25A39	-0.771666666666667
KIF1B	0.398
AMOTL2	1.52925
C6orf120	0.4015
PSRC1	-2.63475
PLA2G10	0.618125
KIF5C	1.182625
MRPL37	-1.0475
C17orf62	-0.0831666666666667
C9orf135	-0.606833333333333
DUSP10	0.7835
CLCNKB	0.472
PSMA5	-1.035625
C8orf53	0.41775
AMPD3	0.346833333333333
PIAS1	-0.10825
ADCYAP1R1	0.634
GYLTL1B	1.651
CDH20	0.842
FBXO7	0.1575
TMEM134	0.561666666666667
FLJ14213	0.2986
ZNF3	-0.11825
LRRFIP1	0.460958333333333
CNOT2	0.230083333333333
ABI3	2.429
ALDH5A1	-0.767166666666667
HNT	1.2082
SERPINA4	-2.385
TK2	0.857833333333333
STMN1	-2.42744444444444
GUCA2A	-0.2085
GALNT10	-0.0262142857142857
DPP6	0.1037
C9orf93	0.329
PRELID2	-0.608375
STK39	0.1235
SFTPA1	-1.08633333333333
CKS2	-2.79244444444444
RHO	0.462
C20orf135	-0.0455
XKR3	-2.2175
CR1	-0.17025
RPS6KA2	0.892285714285714
C20orf112	0.31
MRPL22	-0.6985
C4orf23	0.625833333333333
GADD45B	1.97075
KLHDC1	1.37483333333333
C2orf48	-2.005
ZNF287	0.979
DAAM2	0.33025
DPPA2	-2.3132
TCTN3	0.6955
DNAJB11	-0.820375
FPR1	2.33925
DEFB4	-0.2505
PTCD2	-0.7077
SMOC2	5.675
CABP7	1.51375
SERPINB11	0.1635
MAGEF1	0.51
NDE1	0.0178333333333333
ITGA10	0.6805
FSHB	-0.462
ANXA2	0.54375
HORMAD2	0.12825
HLCS	-0.08
MCF2L	1.19308333333333
FH	-1.024
TBC1D24	0.597
KIAA1505	0.94375
LGALS2	-0.5545
CNBD1	1.55
SYNPO2L	0.66175
PTPN23	0.0407857142857143
C1orf183	0.267166666666667
MAGEA8	-2.265
DGCR8	-0.550125
GSR	-1.76525
PAQR7	0.29075
ZNF676	-0.518
CACNA1C	0.6929
SP7	0.491
PDCD6	-0.78575
NRN1L	-0.1255
BRI3BP	-1.12308333333333
KIAA1183	0.74175
ASB4	-0.285333333333333
CCL23	1.1663
OBSL1	0.1545
SLC12A7	0.559333333333333
KIAA0240	1.570625
CD1B	-3.05766666666667
FCGR2A	1.313125
MDC1	-1.2805
HTR1A	0.477666666666667
OCEL1	-0.089
ATP11B	-0.5399375
FBXO34	0.14
PCDH12	2.96183333333333
RPE	-1.41025
C17orf74	0.4575
CSDC2	0.588833333333333
PET112L	-0.04575
TMBIM1	1.12275
P2RXL1	-0.36675
TCHP	-2.00325
TRMT1	-0.3835
F2RL2	0.426416666666667
LRRC32	2.36216666666667
IMPG2	-0.0345
BGLAP	-0.4265
LOC493869	-1.48158333333333
MRAS	2.905625
SLC35F5	0.05175
CBWD1	-0.226
AXL	-1.341
ATP2C2	1.1785
TELO2	-0.20675
PNPLA3	-1.15275
PCDHB14	1.38625
CD276	-0.1555
KRT80	-0.210375
DUSP28	-0.576
CSNK1E	0.513583333333333
SRP14	0.449
KCNQ4	0.1625
KRT72	-0.297666666666667
CCDC117	-0.8665
C6orf89	0.181111111111111
TUBB2B	-0.955666666666667
RTN4IP1	-0.8875
CR1L	-2.833
CEND1	0.86825
C12orf41	-0.618166666666667
RNF31	0.40175
UBN1	-0.00166666666666667
C17orf32	-0.0295
SLC5A7	0.162
GPR92	0.3515
ESAM	2.6645
CTNNA1	0.136666666666667
HRBL	-0.0488
CBX4	-1.1495
TMEM182	-0.60325
SH3TC2	0.230833333333333
IL10	0.245333333333333
PXMP4	0.5535
RNF167	0.1132
PAK7	4.06166666666667
ETV3	-0.322
ATPIF1	-0.680833333333333
LOC554207	-0.8108
OR8H1	0.19525
WDFY3	0.93425
DPM1	-1.13575
GPSM1	0.1735
WDR92	-0.4066
LRP1	1.44966666666667
ANKH	-0.315625
THUMPD3	-1.64
POLR1B	-1.23
OLFM4	6.03783333333333
RAD9B	-0.23175
TSPY2	-2.1565
PAX6	-1.50016666666667
SCG2	-4.439875
SLC17A6	-0.087
FMO3	2.01825
PADI4	-0.08875
TUBB4	-0.5914
NLK	-1.58825
POU4F3	0.205
SDF4	0.1925
ITGBL1	2.44133333333333
NETO1	-1.5415
TAP2	0.03925
ABBA-1	0.17425
GNAI1	1.38125
VPS4B	0.392
NOPE	0.3261
GALNT6	2.3955
SESN1	1.6145
GBE1	-1.55522222222222
CLASP1	0.217
RASGEF1B	0.137125
ACOT11	0.207142857142857
AFAP1	0.51625
OR2H2	-0.2625
DPY19L2P1	-0.79725
DZIP1	-1.0865
