Hybridization REF	TCGA-AV-A03E-20A-01R-A00Z-07
GPR161	-0.195083333333333
RNF146	1.155
WDR74	0.22975
GALP	0.284
PURA	1.8235
DNPEP	0.365916666666667
RP11-78J21.1	-1.50925
ERBB2	-1.698625
FANCM	-1.01958333333333
NEO1	-0.678666666666667
DDX3Y	-4.6152
RPS3A	-0.46875
MXRA7	1.44414285714286
LGALS3	2.13583333333333
GLT8D1	0.50275
CFL2	0.0175
UPB1	0.802
NAP1L5	0.274375
CLDN14	1.01325
DHX38	-0.14625
BTBD1	-1.4395
TARS2	0.736333333333333
ABCF1	-1.0033
FCF1	0.228333333333333
LRRC49	2.0425
GUCY1B2	-2.575
C1orf177	0.149
SMARCA4	-0.889642857142857
LRP8	0.341
TAGLN3	-1.09975
MRPL14	0.47825
TTRAP	-1.26
ZDHHC20	-1.422
NFE2L3	-2.6395
KIAA1377	1.040625
PALMD	3.6576
TMEM43	0.37475
TTL	0.955625
STAT5B	-1.24883333333333
SSB	-1.009875
OR10H5	0.129
SLC22A13	-0.3
AKAP3	0.338
TIMM23	0.128166666666667
OAS2	0.0244166666666667
KIAA0423	-1.25625
TRIM11	0.215333333333333
GLIS3	3.446625
TMEM50B	-2.00833333333333
ARHGEF4	-1.7045
DEGS1	-0.478181818181818
TBL1XR1	-0.795733333333333
G6PD	0.1395
SP140	1.0111
MUC17	0.489642857142857
NUDC	0.2758
DNAJC5B	-0.6566
SCARA3	0.234833333333333
CPA3	0.5735
BCAT2	0.237375
MFN1	-0.6539
NRG3	1.5755
SNX11	0.532
PLEKHH1	-1.33866666666667
GPR177	0.6395
HCFC2	0.47075
TCAP	0.70925
MOCOS	0.1485
C14orf93	-0.1315
PRDM10	-0.7825
SLC16A4	-1.05
SRGAP1	2.89216666666667
VIP	1.34775
DUSP27	-0.418833333333333
LILRA1	0.1369
MC2R	0.476
MGC24103	0.44725
MBTD1	-0.592
FUT11	-0.2305
USP33	-0.652
C15orf39	-0.893
MAP3K12	2.073125
PAAF1	-1.89066666666667
BARHL1	1.1635
FLJ16165	0.5475
PIWIL2	-3.2775
SYNE1	2.03854545454545
CMTM4	-0.76625
TSPYL1	-1.9869
GUF1	-0.0313333333333334
TMEM157	-0.8755
WDR44	-1.2035
HIST1H3C	-0.5965
DKFZp666G057	-0.33225
RNPEP	-1.17775
GAS2L2	-0.047
ADH4	-3.5535
GRPR	0.3362
FBXL17	1.2995
ZBTB10	-1.0275
Gcom1	-0.514388888888889
HTRA1	2.203
ZNF585A	-1.0544
SLC26A2	1.38907692307692
OTOP3	0.154666666666667
WISP1	1.49222222222222
ATP2B4	0.2055
FLJ10769	0.8
CRAMP1L	-1.2285
CHST12	-0.66825
RAB22A	1.421
TARDBP	-0.641642857142857
STAU1	-0.86125
CRB3	-2.161
MIG7	-3.14125
CHMP1A	0.275333333333333
ZNF160	-1.490875
B3GALT6	0.152125
BARX1	-1.897
C6orf167	-1.233375
NXNL1	0.661
DHX29	0.373
HADHB	-0.3665
PLXNB2	0.29775
ILDR1	-0.1665
SLC15A3	1.2685
GAS2	-2.69383333333333
C20orf69	0.741
NUMB	1.6885
TNIP1	0.780625
MESP1	0.389833333333333
PSKH1	0.04275
NSFL1C	-0.64075
RHOG	0.61525
HEY1	-2.88283333333333
KNG1	-1.726
ITGAX	2.4682
LIN9	-1.02033333333333
CANT1	-1.057
XRN1	-0.313
CCDC96	1.5864
HEATR6	0.0216666666666667
GNG7	-1.46075
RUNX2	1.9896875
SOX1	-1.2686
FCRL5	-0.3758
ZNF99	-2.295
FAM9A	1.144
SNX22	-0.0875
MBNL3	-3.94625
ODC1	-1.6668
ADORA2B	0.935333333333333
NR2F6	-1.57075
ZFYVE16	-0.0523888888888889
SYNJ2BP	0.8716
POLE	-0.555
E2F2	-1.186
THRA	-0.280666666666667
PTGES2	-0.744166666666667
HIP1R	-0.771833333333333
TMUB1	0.663666666666667
ENO3	-2.01175
RSPH10B	-0.1535
CXorf39	-0.291375
IRGC	0.09225
GPR109B	-1.88775
FLJ13305	1.881
LCE3A	-0.997
TNFRSF18	-2.274
DET1	0.84475
TRPM3	0.27175
C16orf79	-1.251
FECH	-1.92633333333333
RAP2A	0.763
CRIP1	-3.0315
AZIN1	-0.824
SLC7A7	-0.5475
IL10RA	-1.9912
TMEM64	-4.558
CDC42EP4	-0.654
C16orf58	0.4011
ARG2	-0.01725
POU5F1P4	-4.84075
FAM62B	0.221625
DNAH8	-2.7932
ASH2L	-0.639875
TSLP	2.304
CNTNAP5	-0.995833333333333
TMEM16C	0.72725
IFNA14	-0.653
SLC1A3	1.850375
CABYR	0.88625
BCL7B	-0.3702
NUDT13	0.9795
C13orf28	0.79975
C1orf53	1.507
ARL6IP4	0.4871
RPL35A	-0.0965
EMR3	0.3735
RAB40C	-0.67575
SLC41A1	0.387166666666667
LRCH1	0.2455
LY6G5B	-0.9285
FAM124A	0.721857142857143
MGC10981	-4.26166666666667
CLIP3	3.0722
MAP4K2	-0.0511666666666667
CHIC1	-0.02125
SULF1	-5.08183333333333
C20orf30	-1.06321428571429
PRDM5	1.24
ELOVL1	-0.64775
C11orf48	-0.25675
SLC39A10	-1.42425
KCNV1	0.123
ACP1	-0.7625
ZMYM2	-0.422
B3GNT6	-0.177
C9orf69	0.55575
C2orf15	-2.223
C20orf166	-0.709
HSP90AA6P	-0.167
EDG7	-0.6555
NEURL	-1.8805
LPL	-6.2158
CLEC2D	0.861071428571428
GRRP1	-1.46133333333333
CD8B	-3.799
HIST1H3D	-0.966833333333333
SLC6A12	-0.782875
FAM27L	0.676
CD84	-0.580555555555555
RASA1	-0.7725
PHKG1	-0.116
MAGEA11	-2.94
IMPA1	-0.9513
NPM3	-0.43125
RARRES1	1.3785
SH3BP1	0.58725
B3GNTL1	1.316
ARPC5L	-1.46233333333333
KLHL26	0.29425
SIM2	-3.06725
GJC1	1.143
C20orf194	-0.2085
EXO1	-1.4885
SLC2A2	-2.6655
LOC285074	-0.04125
LRG1	-3.57075
KIRREL	0.667
PIK3R1	-0.619642857142857
C4orf34	-1.41725
MAF	-3.78058823529412
ADCY4	-0.350833333333333
ZMIZ2	1.5202
SLC46A3	-2.02383333333333
STAMBP	0.372333333333333
CCDC16	0.2995
MS4A12	-1.096
TCF20	0.30425
LRRC46	1.353
C20orf152	-1.3945
MRPS6	-0.4705
ABCB11	0.308
KCNC2	0.58075
CDH19	-1.06866666666667
C9orf123	-0.816833333333333
SSH3	0.462125
LDLRAD1	-3.08966666666667
CCBE1	1.31825
ZNF135	-2.804
TAAR1	-0.672
WFDC12	0.836
CCDC42	-0.4545
FLJ12529	0.263
PER1	0.00283333333333335
TIMM50	0.710333333333333
SMARCAD1	-0.358833333333333
FAM26C	0.7365
TP53TG3	-2.31416666666667
SH3RF1	1.1342
LMCD1	-1.59975
GPR63	-0.498
FLJ21986	-2.25525
AIFM3	-3.5405
MICAL1	1.25466666666667
BLZF1	-0.0173333333333333
IQCA	-3.3695
PCDHGC3	0.517
SAC	0.2985
BCL6B	-1.78616666666667
DDO	0.771
MARCO	0.87175
DCHS1	-1.219
C1orf170	0.6985
CD200R1	-0.0908
C22orf15	0.059
SEPT11	0.428
ADNP	-1.4435
UST	1.9859
C13orf34	0.6545
RFFL	0.952285714285714
APBA3	0.321
C2orf60	-0.406375
CUTL1	0.519
PMS1	-0.655
ZNF689	-1.601
EIF3E	-0.761666666666667
IL9	-0.0338
RPL31	0.269
LY9	0.331833333333333
ATP2B3	0.368
KDELR2	-0.712291666666667
TFCP2	0.418125
NLRP12	2.884875
FLJ45422	0.22225
TLE4	-0.1149
ZNF570	-4.094
FLJ43806	-0.887
TLK2	-0.83575
CIR	1.131
MARS2	-0.935
COL24A1	-2.258
SDF2L1	-0.7205
HIBADH	-0.974333333333333
IGFBP3	-0.518642857142857
C12orf23	-0.2485
PSPC1	-1.226
C20orf43	0.251
TRAV20	3.074
ARHGAP24	1.433625
KIAA1975	-0.1975
C1QA	-0.8898
DNTT	-5.0312
C10orf6	0.447545454545455
C11orf41	0.67425
HNRPF	-0.275125
COL11A1	0.390333333333333
UBAP2	0.293166666666667
CDKN2AIPNL	-0.798
C20orf174	0.305666666666667
SPRED2	-1.50425
PLA2G12A	-0.29
ICEBERG	-2.101
SCN10A	2.295
C11orf65	-0.0755
GBP5	0.32575
PITPNC1	-0.980833333333333
POU3F3	1.605
NCOA7	-1.310375
LIN7C	-1.3415
LOC348840	-0.187
NKX2-2	-4.078
ANKRD13D	0.691375
LOC123688	0.9195
FUT2	0.8098
TAAR8	0.76
FZD4	-1.69808333333333
PNMA3	-0.8496
OR4L1	-0.0125
WIT1	-3.1305
EXOC3L	1.17625
ATPBD4	0.1622
KRBA1	-0.7515
UBXD6	0.0685
HOXB7	-1.79535714285714
C7orf23	-0.435
UNQ338	1.0275
STAB2	0.6615
CDC20B	0.981
IRF9	0.91725
CENTG1	1.09116666666667
TNPO2	-0.029
MCPH1	-0.61425
BMS1P5	-0.25775
SLC26A7	0.1005
HIST1H3J	0.159
C9orf3	0.3481
LBH	0.10875
MYO1D	0.309875
PTDSS2	0.481
NFU1	0.026
DEPDC4	-1.9195
WNT7B	2.7236
GLP2R	-1.439
SETD4	0.5727
DYNLT3	0.039
FKBP11	-0.6435
SESTD1	-0.304833333333333
FLII	0.321
RPS16	-0.201
CHPF	-0.261666666666667
CSNK2A1	-0.850833333333333
SUMO1P1	-0.3995
FKBP6	-0.0975
ZNF214	1.7755
TWIST1	3.27283333333333
DDX56	-0.725833333333333
TRAM1L1	1.3253
EPO	-3.06683333333333
MRPS18B	-1.1295
ZNF682	-2.29783333333333
RPL14	0.254333333333333
MAFF	1.203
LOC51136	-1.348625
LY96	3.762
DDX20	0.13325
ABTB1	0.611833333333333
ARL5A	-0.9772
CCT6A	-0.79075
HEPACAM	-2.20666666666667
EHHADH	-2.18583333333333
RBAK	-0.1255
CGB1	1.1805
ITGB5	-0.6174
YIPF3	-0.4455
FKBP2	1.05975
NR1D1	1.6168
TMEM110	-0.475
NEK2	-1.224
PRAMEF8	-3.24425
C20orf52	0.7475
PCDHGA3	1.359
VWA3B	0.17375
NDUFA5	0.513375
THAP9	-0.303
FLVCR2	1.15366666666667
AP1S1	0.271625
SMAD6	-1.066
SAV1	-0.017125
SAT1	-0.32175
ZNF251	1.4475
ADAMTS7	1.4342
RPP38	0.23025
C1orf211	-1.115
YPEL2	0.1649
RBMS1	0.48575
ZNF445	0.123666666666667
NRXN2	2.69666666666667
PGBD4	1.844
UGT2B28	-2.25
WBSCR16	-0.4793
NLRC3	-2.344125
ASTL	1.16
ST6GALNAC1	-3.787
ZADH2	-0.11425
MLLT4	-0.402583333333333
ARL6	0.144666666666667
MEF2C	-1.605
CBFA2T3	-4.315
AFF3	1.28092857142857
COG7	0.365666666666667
MYB	-6.40233333333333
PLXNA3	1.0165
XRCC2	-1.658
MMS19	-0.42925
ST8SIA5	2.323125
CHPT1	-1.61333333333333
KIAA1712	0.91475
OR6X1	0.0775
ACTR3	0.27925
UGCG	1.27683333333333
OR4P4	-0.9515
ZAP70	-3.54975
LPP	0.224875
ZNF485	-1.031
PTPRCAP	-0.49575
IL12RB1	0.1385
ATRX	-0.9258
CHST8	-3.376625
C14orf109	-0.40125
ARV1	0.173
NMB	2.36
COX5A	-0.2815
EIF6	0.137
MPPED2	-0.183666666666667
SEMG1	-2.196
CHRDL1	0.558
TRAF3IP2	0.687
WNK2	-1.80757142857143
LILRA4	-0.158166666666667
LAMA2	1.91625
PXT1	-3.645
RLBP1	-2.8575
CD300C	-1.177
SLTM	-0.341375
FLJ10404	0.6374375
APOBEC3D	0.1075
RENBP	2.26283333333333
ATXN7L1	0.211625
NID1	-2.2685
TUBGCP3	0.288625
ITIH5	-0.227466666666667
CCDC110	1.3905
C8A	-3.47475
MGC87042	-0.0345
HOXC13	-3.4895
TFDP2	-1.99975
HCP5	0.8335
POLI	1.01225
UCN	1.61116666666667
ZNF764	-0.3535
C8orf45	-1.149
FHL3	-1.50025
SPATA5L1	-0.58025
MMRN2	0.437333333333333
NDST1	0.803
COL20A1	0.2105
ZNF248	0.500666666666667
PELP1	0.764166666666667
MBL2	-2.82516666666667
RNF41	0.6375
C5orf24	1.6505
THOC5	-0.344571428571429
SERINC3	-1.02891666666667
RP11-151A6.2	-1.9865
CDCP2	0.7555
HIST1H2AA	0.648
C11orf75	-0.441833333333333
FKBP7	-0.00525
DDOST	-0.2485
GPNMB	1.473
TTF2	-0.510166666666667
KCNT1	-0.575166666666667
SLC39A14	0.397
NGRN	-0.3933
GPR137B	-0.21775
MECP2	1.345375
PSMA1	0.228
C16orf73	-4.9775
TMEM60	0.199166666666667
CSN3	-0.1095
NOS1	0.657666666666667
RAB7L1	-0.396166666666667
YBX2	-1.981
KIAA1166	1.13375
FUBP3	-0.950166666666667
ABCG1	-3.487
ACACA	-0.442583333333333
ARL11	-1.92488888888889
ATOH1	-0.208
ODF1	0.325
CREB3L3	-0.002
TMEM127	1.11321428571429
DSCAML1	-2.8045
PLN	-1.83825
LYPLA1	-2.96816666666667
PRDM9	-2.173
SASP	-1.353
PLUNC	-0.223
INTU	2.1045
HISPPD1	-0.748
LNPEP	-1.08366666666667
YARS2	-0.482
APCDD1L	0.9875
ZCCHC4	-0.1407
FBXO22	-0.561
TTLL13	-0.411
ZNF669	-1.17816666666667
PTGDR	1.00925
DDX27	0.20575
KIAA0409	-0.658666666666667
GJB6	-0.174
ASB8	0.0215
PLP2	0.6815
MEPE	-0.7285
OR10J5	-0.148
KRT222P	1.906
COQ7	0.968666666666667
C1orf101	0.5675
RERG	-3.7579
CHMP5	-0.501375
THAP11	-1.54775
ZNF43	-2.2464
ZRANB3	-0.765833333333333
KRT13	-2.41275
MRPL19	-0.067625
RBBP9	-1.660875
SPATA17	1.80757142857143
BXDC5	-1.50733333333333
PAFAH1B1	-0.928333333333334
MAGEE1	-0.322
OSTF1	-0.35125
KIAA0323	-0.600416666666667
TXNDC13	-0.755166666666667
CNTN4	-0.374571428571429
LCE1B	0.8755
UNQ501	-0.20275
ZNF154	-1.3655
C3orf64	-0.10525
SYT5	0.803
PON1	0.71825
FLJ10357	0.190625
ATP4A	-0.782
GNPDA1	0.6085
MGAT1	0.3285
C14orf121	0.08175
SLC35B2	-0.0155
MIER3	0.109
CHEK1	-3.29425
ZNF8	-0.753833333333333
TXNDC1	-2.40216666666667
CKB	-1.8293
RTN3	0.978214285714286
FZD2	0.165833333333333
PART1	1.373
PSMB6	-0.15525
PCDHB8	0.9745
PHC3	-0.368428571428571
PPP1R8	-0.0935
NOVA2	0.2235
TNFRSF11B	-4.18
GOLPH3	-0.886166666666667
UBLCP1	-0.105
SUHW3	-0.75475
TTLL1	1.21025
OPN4	1.1155
OR13G1	-0.0555
ZPBP2	0.2658
HSD17B11	-1.775375
C9orf50	1.5035
DHDDS	0.515642857142857
CTSW	0.889888888888889
NEFM	-0.557333333333333
MRPL28	-0.812
SYN1	1.1215
PIGV	0.0231666666666667
ZIM2	-0.24375
APBB1	0.396166666666667
SND1	0.20625
C1orf123	0.422166666666667
CHD3	-0.977
BHLHB8	0.42375
RNASE2	-1.0764
BCAP31	-0.072375
SLC25A44	-0.0928333333333333
CHD6	0.3361
PIB5PA	-0.260666666666667
SELS	-0.189
LOC541471	0.036875
FAT2	-0.6695
ZNF81	-1.599
OR4C16	-0.953
FLJ10081	0.2437
LRRC4	1.45825
CS	-1.28566666666667
N4BP2	-0.989875
IGFBP7	-0.41525
ZNF318	-0.681363636363637
NDNL2	1.45925
ZNF609	0.52125
SIRT4	-0.206
EXOSC10	0.57325
ECE2	-0.6956
OVGP1	0.2275
GTPBP3	0.02175
PACS2	1.3925
C19orf36	-0.258333333333333
ARL4C	0.97075
ATG4B	0.07075
UBQLNL	0.4115
RHOXF2B	-3.1205
PLEKHG2	0.777
GALR1	-0.5965
AQP4	-0.120666666666667
HDAC7A	0.194
DCUN1D3	1.7475
OR8A1	0.3875
CCRN4L	0.447375
CBR4	-0.624666666666667
KIFC1	-1.44166666666667
SLC7A14	-1.143
LHX5	-1.877
TRPC7	0.2775
LPXN	1.3385
SERPINA1	-3.188375
RPS13	-0.4867
BPIL3	-0.193
PRKAA1	-0.88675
FADS2	0.00270000000000001
ENAH	0.9885625
PRO1768	-4.636
APBA2BP	0.89175
LIPH	-0.300833333333333
C3orf33	-2.24125
RCC2	-1.16742857142857
ALDH1A2	-4.0266
RNF103	-0.028
AHCY	-0.14075
ALG12	0.9785
CCL17	-0.44575
ZNF543	0.526333333333333
ESRRG	0.2862
CNGA1	-0.48925
RDH5	2.82066666666667
OTX1	-0.0981
PTGFR	-0.312833333333333
CDR2	-0.369375
SELE	0.153666666666667
NLGN2	0.691
EXOSC9	0.78575
ZNF566	-0.777166666666667
KLRC2	-2.0965
GPR12	0.8995
KIAA0196	0.71
PDRG1	-0.23625
SSR3	-0.450785714285714
MSI1	0.4395
CST9	-1.4575
CC2D1A	0.859125
PLAGL1	1.19605555555556
ZNF778	-0.2125
RNF2	-1.516125
KLF6	0.732
THBD	-1.14533333333333
tcag7.1314	2.89125
NR5A1	0.683166666666667
ABCD2	-0.0183333333333333
DNAJC7	-0.53825
CLEC4C	-1.1055
TM2D3	-1.904
CCDC4	0.294
PLAC2	-3.2525
DCD	1.1955
FAAH	-1.281
POLA1	0.0658333333333333
TM7SF2	-1.62325
FLJ39822	-1.57233333333333
FLOT2	-0.088375
MAP4K1	-1.6115
SRP68	-0.230625
C21orf74	0.1805
ARPC5	-0.90875
LOC126075	1.12525
HECW2	0.169625
ZDHHC4	-2.09325
ANKRD42	0.516
PDE9A	-3.38133333333333
ABCA8	-1.17525
NDUFS2	-1.6155
UBR5	-1.018375
BTBD16	-2.61175
LOC554174	0.2385
ZNF20	-0.943
KIAA1843	-1.767
WDR17	2.2545
C15orf33	-0.187
RNF113A	0.121
CAMKK1	1.3366
CLCN2	-0.18875
ANXA6	-0.4725
LOC340069	-0.8465
EMID1	-0.908
DPM3	0.84775
ELA1	-0.596
SLC25A13	-0.0516
KRT24	-0.03525
SMPD1	1.00466666666667
TH	-0.244875
COL6A2	0.872142857142857
ANKS1B	-0.04575
GPR126	-4.2984
ZC3H12A	2.01833333333333
TMEM47	-0.958
C2orf51	-0.34
C1orf88	3.79583333333333
HSF2BP	-0.8495
AKAP10	0.33025
RPAP3	-1.8815
KLHDC8B	-1.210375
STOM	-1.4993
MUPCDH	0.396375
C10orf72	-0.2015
PLEKHA3	0.22025
TCP11L1	0.093
CWF19L1	-0.42225
SPEF1	1.19192307692308
YSK4	0.30975
ELN	-0.177555555555556
SAMD8	-0.532
MPI	-0.798166666666667
MEPCE	-0.3449
ABCC3	0.69325
NANOGP1	-4.57
KCNK17	-1.25966666666667
HLA-DMB	2.77183333333333
RRAGA	-0.1975
ANGEL1	-0.0265
RBM32B	-0.4305
CPN1	-2.76675
MGC52282	-0.9882
HLA-A	0.7565
OR9G4	0.2685
EDNRB	-4.12157142857143
SCD	0.943642857142857
C14orf80	-0.074
BAGE2	-1.195
RABL4	2.06
RCVRN	1.1
SHANK1	0.9255
NLRP7	-4.4465
CD226	-0.29925
STAT3	-0.4204375
SYNJ2	0.7599
TPCN2	0.0701666666666667
WDR36	-0.487416666666667
MBD4	-0.40575
ROBO1	0.2347
ST3GAL6	-2.649
SLAMF8	1.7414
ATN1	1.07766666666667
GPR141	0.56925
KRT36	0.47
TPH1	0.2415
DDX52	-0.16
ZSCAN29	0.532166666666667
TRPT1	0.9455
DPEP3	-0.2145
DENND4A	-0.07325
TSPAN16	0.957
PTCHD2	-0.7175
LOC145814	-0.53
CAP1	0.309
EIF5A2	-0.3705
NT5DC3	-0.89075
SEPT9	-0.4385
SEZ6L2	0.677
EGFLAM	-0.0745
VPS11	0.712625
NDUFB5	-1.3075
CIDEA	-0.0366666666666667
IER5L	2.30025
N6AMT1	1.47475
FAM83C	-0.325
OXR1	0.479166666666667
IRX1	-0.1345
DGKB	-0.484
GCN5L2	-0.61125
MIR16	0.37575
FBXW9	-1.1985
WDR4	-1.46916666666667
PDC	0.0315
VPS33B	0.00974999999999999
HEXB	-0.58375
FLJ32214	0.894
TCEB3	-0.354
CRLF1	-5.46075
ABI3BP	3.87725
C8orf22	-3.60975
PYCR1	-1.89075
KIAA1706	1.43625
CDK5R2	1.1035
WAS	-0.1185
C12orf60	-0.33375
CCBL2	-1.65325
MADD	-0.57175
C5orf34	-1.06825
WDR42A	0.8478
KLF12	1.87125
HSPA1A	-6.635
ITM2C	-1.06625
DAPK2	-0.679666666666667
LOC442590	0.3095
SUMF2	-1.209
CENPA	-1.23146153846154
TMED5	-2.258875
CDH6	-1.8245
BRP44	-0.032125
THG1L	0.32875
GABRA2	0.128
C14orf166	-0.6915
MYL1	-2.36216666666667
TNFSF18	-0.8465
PAP2D	-1.16583333333333
PPIB	0.589
KLHL4	0.301285714285714
SFN	-2.46066666666667
CCDC127	-0.324
FRAP1	0.2665
GOLGA5	1.231
SDCCAG1	-0.386625
MGC21675	0.354333333333333
C10orf95	-1.858
KIAA1345	2.14983333333333
C1orf163	-2.0855
LACE1	-0.0196666666666667
OR10K2	0.2065
CENPN	-1.19556
TMED2	-1.94575
UGT1A6	-1.1015
ANG	-2.681
U2AF1	-0.254833333333333
CASC2	1.685
NMT2	-0.375666666666667
OSGEPL1	-0.185875
DFNB31	-0.7065
SLC6A20	-0.849
DKC1	-1.3375
FXYD4	-0.727
WDR64	0.262333333333333
MGC5590	0.451
CREBZF	-1.47033333333333
DAZ1	-0.21075
PRPSAP1	-0.6835
GCHFR	-2.1395
TTC7A	-1.225125
LOC196993	-0.03975
UBD	-5.2478
S100A1	-0.530875
RPL6	0.3915
DNAJB6	0.0755
NAGS	2.2502
C2orf58	-1.0525
KERA	0.2815
MT1X	2.135
UBE2B	-0.3822
KEAP1	0.34125
MST1	-1.27925
OMA1	0.898
ABLIM2	-1.19175
BCL2L13	-0.03175
JAZF1	-0.384333333333333
TMEM63B	1.5525
S100A8	-2.9725
ARFIP2	0.691
UROS	1.25875
KHDRBS2	-1.8365
POLQ	-0.864875
SOAT1	-1.55375
SPAG4	0.757
MRPS30	-1.41533333333333
LOC494141	-0.236
OR2T11	0.649
ORAOV1	1.0968
ZNF184	-1.71083333333333
TCEB3B	0.816833333333333
ADAM21	0.9135
GDPD1	-0.44375
SPINLW1	1.10166666666667
PRR14	0.119333333333333
KCTD9	-0.1787
NUDT3	-1.21
KIAA1822	-0.9414
HIST1H4K	0.34
DFNA5	1.61275
GABPA	-1.373
C14orf44	0.5375
POLB	-1.107125
PTAR1	-0.2645
SEC31A	1.5982
TRIM58	-1.427
TAS2R14	0.2005
VPS8	0.83975
H1F0	-0.526666666666667
PRKCB1	-5.20066666666667
UGT2A1	0.7045
TOR1B	0.28975
LSS	0.586833333333333
C2orf19	0.1655
HNRNPC	-0.505285714285714
TMEM100	0.354
LOC116349	-0.32675
OR51M1	0.123
CCDC142	-0.38175
ISG15	0.4363125
ZCCHC14	1.51925
CREBL2	-0.092625
TGDS	-0.8745
DC2	-0.9055
CACNA2D3	-0.545714285714286
ZNF429	-3.27225
LYPD6	-0.400166666666667
SUCLG1	-0.473166666666667
OR51I1	-0.399
MAGEH1	0.025
PRPF40A	-0.356
SMR3A	1.2265
SPINK2	-3.7805
THAP2	-1.885125
NPY5R	-1.19585714285714
IRF4	-3.438625
SPESP1	-2.03216666666667
OR10S1	-0.648
DTD1	-0.1755
TUBE1	-0.292
DDX19A	-0.555
PDPN	0.358
TMEM34	-0.233916666666667
MGAM	0.06975
COL3A1	-1.5818
GFM2	-0.625
OR5A2	0.755
PSG9	-0.134666666666667
ARHGEF11	0.17
IVNS1ABP	-1.329875
SIGIRR	0.0225
DUSP19	-0.304375
DNAJC14	-0.277
ACSS1	-3.477875
IL1RAPL2	0.279
C4orf30	-0.534
SEPT4	0.42875
LANCL3	0.5665
SPAG17	-0.344333333333333
PRDX3	-3.091
HNF1A	-0.889
P4HA2	0.93925
RFWD3	-0.182166666666667
MOV10	0.4245
DNAJA5	0.490071428571429
LOC729440	0.01325
LOC200383	1.80871428571429
SMC2	-2.381
MIXL1	-0.884333333333333
TMEM9	-1.29625
FAM86A	-0.2005
ZNF174	-1.02
MYH14	0.02675
CCR8	-0.634
VPS37C	0.428333333333333
GPATCH1	0.799166666666667
B3GNT8	0.78
TBX4	-2.15
CNR2	0.238166666666667
PCDH1	-0.91625
C5orf29	-0.556
OCIAD2	2.4745
PLCG2	-4.31825
KIAA0247	-0.10925
HRH3	0.292888888888889
CAPN13	-2.389
CCR1	1.328
MGC15523	0.344
UVRAG	-1.1835
DNAJA2	-1.314
ITGA2B	-0.8895
CLDN5	-0.22125
PTPRN2	0.708285714285714
ZNF512	-0.995166666666667
PSAP	-0.523714285714286
CCDC140	1.7905
LRRC55	-0.378
CYP26C1	0.5255
C8orf47	-0.8895
LYN	-1.404125
DUSP6	1.19083333333333
TGFB3	1.34533333333333
ELK1	0.2594
PCDH11Y	0.273
HGD	-3.77175
C17orf58	-0.13975
MYO3A	0.7465
SERPINE2	-1.9605
AARSD1	-1.079
C14orf73	-2.195
ADAM33	-0.15475
ZNF491	-1.683
MAPK6	-1.025
TCN1	-1.6905
SLC24A6	0.679
UBE2R2	-0.38625
H1FNT	0.72275
TATDN2	0.272666666666667
LILRB1	-0.996
P2RY5	-3.4105
NUCB2	0.157
C2orf37	-0.86425
SNX27	1.39416666666667
MTA3	-0.356625
FOXO4	0.12925
ID4	-1.94966666666667
SOX5	-0.042
PXMP3	-0.681875
OR52M1	0.349
SFT2D3	-1.015875
INA	-2.66366666666667
MCOLN1	0.74625
NFIX	1.0143
CLEC14A	-0.389666666666667
HIBCH	-1.2355
PLA2G5	-0.46975
TIMM10	0.415833333333333
MED17	-1.354
COL4A4	-0.8305
TPP1	0.861666666666666
GJA3	-1.65333333333333
TMPRSS5	-1.13225
AADACL3	0.394
DNMBP	-0.118
ENPP5	0.821
NQO1	-1.1319
ZSCAN2	0.178125
SEC24C	-0.278666666666667
GTF2A1L	-2.265
AXIN2	-2.1605
FAM33A	-0.633416666666667
C16orf13	0.691375
SPNS2	-0.5445
TAF1	-0.3815
AP1G2	-2.193
RBM42	1.62483333333333
HCN2	0.926
EFHB	-1.1654
RUSC1	0.01
GRIK5	0.6545
USP21	0.0776666666666667
ATAD3C	0.814
ORMDL2	0.085375
PRSS7	4.52325
PSAT1	0.42175
FLJ13195	-1.00866666666667
TBC1D1	0.341833333333333
IFNG	0.33825
OTOS	0.450333333333333
ZNF773	-0.0848333333333333
EMD	-0.40075
RETN	-0.352333333333333
CCL8	0.081
APH1A	-1.4765
COX18	-0.24025
GTF2IRD2	0.26025
CCDC82	-1.25258333333333
PAFAH2	-0.0157777777777778
NPEPL1	-0.992111111111111
RP11-114G1.1	-0.887
TP53INP1	0.106285714285714
ZNF300	-0.126166666666667
FOXL2	-3.23233333333333
LARP2	-0.338916666666667
LATS1	-0.169
HTR6	1.475
SPOCK2	-2.07983333333333
RNF144B	-0.0158333333333334
HTATIP2	-5.18875
MGC10334	0.41225
CENTA2	-1.67433333333333
FGF2	1.533
FXYD7	0.0895
PHYHIPL	-2.348
GPR34	0.212333333333333
DDX6	-0.793166666666667
OR10W1	0.5425
LHFPL1	-5.059
ZNF313	-0.278785714285714
VPS28	0.73775
AP3M1	-0.4593
AKR1CL2	-2.13433333333333
TRAF4	-1.5895
OR2B11	0.995
C19orf12	0.9415
AKAP9	-0.405666666666667
C1orf62	0.420666666666667
SLC20A1	1.3586
FAM112A	0.50275
LDB2	-2.533625
MRPS23	-1.697
KLK5	-0.03475
SPTB	-0.483777777777778
EFEMP2	0.44475
EFNB2	1.5925
PCM1	0.132214285714286
NMNAT3	-2.105875
