Hybridization REF	TCGA-AN-A0FZ-01A-11R-A034-07
C4orf34	2.433
MAF	-0.752666666666667
ADCY4	4.03433333333333
ZMIZ2	0.0151
SLC46A3	2.0685
STAMBP	0.0496666666666667
CCDC16	0.79475
MS4A12	-1.623
TCF20	0.02675
LRRC46	2.312
C20orf152	0.00275000000000003
MRPS6	-0.13525
ABCB11	0.973
KCNC2	1.12066666666667
CDH19	0.156666666666667
C9orf123	-0.485333333333333
SSH3	2.370125
LDLRAD1	-1.14725
CCBE1	-0.88675
ZNF135	0.5555
TAAR1	-0.859
WFDC12	0.207
CCDC42	0.0471666666666667
FLJ12529	-1.10975
PER1	-1.5575
TIMM50	-0.466
SMARCAD1	-0.251833333333333
FAM26C	-0.0925
TP53TG3	-1.90316666666667
SH3RF1	1.2237
LMCD1	2.39125
GPR63	-0.915
FLJ21986	-2.867
AIFM3	0.5975
MICAL1	0.535833333333333
BLZF1	0.6795
IQCA	3.36233333333333
PCDHGC3	-0.2695
SAC	-0.3355
BCL6B	2.35266666666667
DDO	-0.5455
MARCO	2.8645
DCHS1	1.12816666666667
C1orf170	1.14433333333333
CD200R1	0.482166666666667
C22orf15	-0.05
SEPT11	0.725
ADNP	-0.00724999999999999
UST	0.6886
C13orf34	-0.430666666666667
RFFL	0.924571428571428
APBA3	-0.2665
C2orf60	-0.623875
CUTL1	0.5967
PMS1	-1.343875
ZNF689	0.6985
EIF3E	-0.358833333333333
IL9	0.501166666666667
RPL31	-0.7365
LY9	-0.712833333333333
ATP2B3	0.07425
KDELR2	0.6175
TFCP2	0.529875
NLRP12	0.94
FLJ45422	0.345
TLE4	-1.4513
ZNF570	-1.2005
FLJ43806	-0.3125
TLK2	-0.12775
CIR	0.79275
MARS2	-0.278
COL24A1	4.2925
SDF2L1	-0.8005
HIBADH	2.85933333333333
IGFBP3	-2.15442857142857
C12orf23	1.198625
PSPC1	0.53375
C20orf43	0.937
TRAV20	1.2295
ARHGAP24	0.170125
KIAA1975	-1.503875
C1QA	3.6276
DNTT	-3.8456
C10orf6	-0.560583333333333
C11orf41	1.07475
HNRPF	2.002875
COL11A1	6.86466666666667
UBAP2	-0.417
CDKN2AIPNL	-1.011
C20orf174	0.85525
SPRED2	0.30075
PLA2G12A	-0.3655
ICEBERG	-1.5555
SCN10A	-0.434
C11orf65	-0.1355
GBP5	2.0585
PITPNC1	-0.432
POU3F3	0.7065
NCOA7	-0.499625
LIN7C	-0.3055
LOC348840	-1.655
NKX2-2	-2.087
ANKRD13D	0.894
LOC123688	0.20275
FUT2	3.28083333333333
TAAR8	0.442
FZD4	2.31616666666667
PNMA3	-1.23366666666667
OR4L1	0.6035
WIT1	-2.7235
EXOC3L	2.15125
ATPBD4	-0.2054
KRBA1	-0.404
UBXD6	-0.9695
HOXB7	0.899428571428571
C7orf23	-1.181
UNQ338	0.44075
STAB2	0.6135
CDC20B	0.33325
IRF9	2.4015
CENTG1	1.24908333333333
TNPO2	-0.51875
MCPH1	-0.1435
BMS1P5	-1.69725
SLC26A7	1.32925
HIST1H3J	0.9065
C9orf3	0.203
LBH	1.493125
MYO1D	0.9875
PTDSS2	-0.2255
NFU1	-0.13
DEPDC4	-2.299
WNT7B	-1.0074
GLP2R	-1.08583333333333
SETD4	-0.0787
DYNLT3	-0.2463
FKBP11	-0.7865
SESTD1	0.856
FLII	-0.819
RPS16	-0.8913
CHPF	-0.439333333333333
CSNK2A1	-0.128666666666667
SUMO1P1	0.293
FKBP6	1.244
ZNF214	-1.83966666666667
TWIST1	3.34183333333333
DDX56	-1.67733333333333
TRAM1L1	0.2303
EPO	-0.829166666666667
MRPS18B	0.02
ZNF682	-0.6015
RPL14	-0.4145
MAFF	-1.3135
LOC51136	-0.572875
LY96	-0.49575
DDX20	-0.211
ABTB1	0.844333333333333
ARL5A	0.1251
CCT6A	-2.31225
HEPACAM	-1.418
EHHADH	0.0735
RBAK	0.107333333333333
CGB1	0.66675
ITGB5	0.9515
YIPF3	0.1305
FKBP2	-0.2125
NR1D1	-0.3609
TMEM110	0.4225
NEK2	-1.31216666666667
PRAMEF8	-3.36275
C20orf52	0.0465
PCDHGA3	1.159
VWA3B	0.602
NDUFA5	-0.51425
THAP9	-0.22325
FLVCR2	-0.0146666666666667
AP1S1	-1.0775
SMAD6	-1.44825
SAV1	0.134375
SAT1	1.735875
ZNF251	2.00775
ADAMTS7	0.0873
RPP38	1.07675
C1orf211	-0.9975
YPEL2	1.8027
RBMS1	0.32375
ZNF445	-0.781166666666667
NRXN2	0.184666666666667
PGBD4	-0.85375
UGT2B28	-2.4925
WBSCR16	-0.6055
NLRC3	0.219875
ASTL	0.4325
ST6GALNAC1	-2.88125
ZADH2	-1.08975
MLLT4	1.29858333333333
ARL6	-0.620833333333333
MEF2C	0.347
CBFA2T3	0.184
AFF3	3.23678571428571
COG7	1.18666666666667
MYB	0.152166666666667
PLXNA3	0.479
XRCC2	-2.48083333333333
MMS19	-0.5215
ST8SIA5	-1.461375
CHPT1	-1.32366666666667
KIAA1712	-0.820875
OR6X1	-0.182
ACTR3	-0.417625
UGCG	0.902666666666667
OR4P4	-0.187
ZAP70	-3.5965
LPP	2.10125
ZNF485	-0.25975
PTPRCAP	-0.8505
IL12RB1	0.236
ATRX	0.206
CHST8	-0.057375
C14orf109	-0.053
ARV1	-0.473
NMB	-0.696285714285714
COX5A	-0.4015
EIF6	0.601
MPPED2	2.72766666666667
SEMG1	-0.4875
CHRDL1	0.1655
TRAF3IP2	0.83475
WNK2	-0.616
LILRA4	1.713
LAMA2	4.179
PXT1	-0.1755
RLBP1	-3.4145
CD300C	-0.342
SLTM	0.186875
FLJ10404	-0.347
APOBEC3D	-1.74783333333333
RENBP	2.3245
ATXN7L1	-0.234
NID1	0.46725
TUBGCP3	0.185
ITIH5	0.294555555555556
CCDC110	1.371
C8A	-2.4265
MGC87042	-2.9775
HOXC13	0.38225
TFDP2	-0.93125
HCP5	0.294
POLI	0.044
UCN	-2.16166666666667
ZNF764	1.19916666666667
C8orf45	2.05075
FHL3	-0.5595
SPATA5L1	-0.076
MMRN2	3.2825
NDST1	0.652833333333333
COL20A1	0.186166666666667
ZNF248	-1.027
PELP1	-0.518833333333333
MBL2	-2.4618
RNF41	0.4015
C5orf24	0.3005
THOC5	-0.47025
SERINC3	0.941166666666667
RP11-151A6.2	2.41
CDCP2	-0.11375
HIST1H2AA	0.06625
C11orf75	-0.149833333333333
FKBP7	-0.604
DDOST	-0.30275
GPNMB	0.2105
TTF2	-1.906
KCNT1	0.335666666666667
SLC39A14	-1.14975
NGRN	0.2859
GPR137B	3.5245
MECP2	0.444125
PSMA1	-0.8
C16orf73	-4.82625
TMEM60	-1.09483333333333
CSN3	-0.5645
NOS1	0.3496
RAB7L1	0.0636666666666667
YBX2	0.488
KIAA1166	-0.62275
FUBP3	0.600833333333333
ABCG1	1.5175
ACACA	0.0289166666666667
ARL11	2.9423
ATOH1	-2.177
ODF1	-0.283
CREB3L3	-1.98983333333333
TMEM127	1.32114285714286
DSCAML1	-0.067
PLN	2.08116666666667
LYPLA1	1.017
PRDM9	-1.531
SASP	-0.236
PLUNC	-0.269833333333333
INTU	-0.616
HISPPD1	-0.0645
LNPEP	-0.357166666666667
YARS2	-0.608833333333333
APCDD1L	-1.0355
ZCCHC4	-0.5605
FBXO22	-0.270666666666667
TTLL13	-0.548
ZNF669	-0.406
PTGDR	1.87625
DDX27	1.21125
KIAA0409	-0.254833333333333
GJB6	0.01575
ASB8	0.93675
PLP2	0.17
MEPE	1.581
OR10J5	1.1725
KRT222P	-0.61725
COQ7	0.2465
C1orf101	0.119
RERG	3.6541
CHMP5	1.26375
THAP11	0.025625
ZNF43	0.232
ZRANB3	-1.81716666666667
KRT13	-1.261
MRPL19	-1.155625
RBBP9	-1.6765
SPATA17	0.641375
BXDC5	0.218166666666667
PAFAH1B1	-0.880416666666667
MAGEE1	0.96675
OSTF1	0.92175
KIAA0323	0.646166666666667
TXNDC13	-0.9165
CNTN4	-0.031875
LCE1B	0.3045
UNQ501	0.28525
ZNF154	-0.5085
C3orf64	-0.683
SYT5	-0.1393
PON1	-0.2216
FLJ10357	-0.590625
ATP4A	-0.7995
GNPDA1	-0.7095
MGAT1	0.456833333333333
C14orf121	-0.049
SLC35B2	0.01725
MIER3	0.254166666666667
CHEK1	-3.802125
ZNF8	-0.552666666666667
TXNDC1	-0.448166666666667
CKB	-1.7719
RTN3	0.0522857142857143
FZD2	-2.04533333333333
PART1	-2.7365
PSMB6	-0.9135
PCDHB8	-0.0255
PHC3	0.2667
PPP1R8	0.227833333333333
NOVA2	1.664
TNFRSF11B	-5.233
GOLPH3	0.262333333333333
UBLCP1	-0.5325
SUHW3	0.00199999999999999
TTLL1	0.57825
OPN4	0.4095
OR13G1	1.05
ZPBP2	-0.22875
HSD17B11	-0.558
C9orf50	0.134
DHDDS	0.323642857142857
CTSW	0.6637
NEFM	-1.381
MRPL28	0.3405
SYN1	0.608
PIGV	0.654666666666667
ZIM2	-1.4125
APBB1	-0.891333333333333
SND1	-0.5235
C1orf123	0.089
CHD3	-0.95325
BHLHB8	0.557
RNASE2	-0.913833333333333
BCAP31	0.558625
SLC25A44	0.500333333333333
CHD6	0.4635
PIB5PA	1.21069230769231
SELS	0.71075
LOC541471	-0.235875
FAT2	-0.85
ZNF81	-0.2435
OR4C16	-0.31
FLJ10081	0.3834
LRRC4	1.946
CS	-0.214666666666667
N4BP2	0.32325
IGFBP7	2.03775
ZNF318	0.198833333333333
NDNL2	-0.185375
ZNF609	0.86375
SIRT4	-0.96975
EXOSC10	-0.5515
ECE2	0.2945
OVGP1	0.94575
GTPBP3	-0.45775
PACS2	-0.2477
C19orf36	-1.07416666666667
ARL4C	-1.966375
ATG4B	-0.116
UBQLNL	-0.6315
RHOXF2B	-4.1285
PLEKHG2	-0.7885
GALR1	-0.635
AQP4	0.39275
HDAC7A	-0.214
DCUN1D3	1.05825
OR8A1	-0.0195
CCRN4L	0.356875
CBR4	-0.215333333333333
KIFC1	-1.73533333333333
SLC7A14	-1.09816666666667
LHX5	-0.022
TRPC7	-0.8555
LPXN	-1.60625
SERPINA1	-1.21325
RPS13	-0.2139
BPIL3	-0.1975
PRKAA1	-1.80125
FADS2	-1.6793
ENAH	-0.189875
PRO1768	-0.4135
APBA2BP	1.25525
LIPH	-0.46
C3orf33	-1.83925
RCC2	0.799142857142857
ALDH1A2	-2.8416
RNF103	2.339
AHCY	0.023875
ALG12	0.3625
CCL17	2.3495
ZNF543	0.658833333333333
ESRRG	1.171
CNGA1	-0.92225
RDH5	-0.479166666666667
OTX1	-1.0594
PTGFR	-2.64116666666667
CDR2	0.858125
SELE	1.60025
NLGN2	-1.892
EXOSC9	-1.30175
ZNF566	-1.27516666666667
KLRC2	-3.9525
GPR12	1.3585
KIAA0196	1.37625
PDRG1	0.625
SSR3	0.156
MSI1	1.1395
CST9	0.5945
CC2D1A	0.2995
PLAGL1	-0.959588235294118
ZNF778	0.98
RNF2	0.50775
KLF6	1.42216666666667
THBD	1.40366666666667
tcag7.1314	0.27525
NR5A1	-0.0546666666666666
ABCD2	-0.0939999999999999
DNAJC7	0.114
CLEC4C	-0.308
TM2D3	0.6445
CCDC4	-1.3985
PLAC2	1.1455
DCD	-0.3735
FAAH	2.5335
POLA1	-0.233833333333333
TM7SF2	-0.23875
FLJ39822	-2.21133333333333
FLOT2	0.161875
MAP4K1	-1.5795
SRP68	0.543625
C21orf74	0.7245
ARPC5	0.305625
LOC126075	1.42325
HECW2	1.54775
ZDHHC4	-0.185
ANKRD42	1.9871
PDE9A	0.3765
ABCA8	0.41
NDUFS2	-0.5255
UBR5	0.652375
BTBD16	-3.131
LOC554174	0.3575
ZNF20	1.0875
KIAA1843	0.765
WDR17	-0.071125
C15orf33	-0.313
RNF113A	-0.28375
CAMKK1	-0.7828
CLCN2	-0.52175
ANXA6	1.01
LOC340069	0.393
EMID1	1.049375
DPM3	-0.855833333333333
ELA1	-1.0395
SLC25A13	-1.1612
KRT24	2.66275
SMPD1	-0.640333333333333
TH	1.157
COL6A2	1.20835714285714
ANKS1B	1.92025
GPR126	-3.289
ZC3H12A	1.4145
TMEM47	-0.000833333333333348
C2orf51	-0.712333333333333
C1orf88	2.95316666666667
HSF2BP	-0.089
AKAP10	-0.1255
RPAP3	-0.217
KLHDC8B	0.616
STOM	0.1345
MUPCDH	0.272125
C10orf72	-0.054375
PLEKHA3	0.796833333333333
TCP11L1	-0.5035
CWF19L1	-0.9425
SPEF1	0.885076923076923
YSK4	-0.0945
ELN	0.5172
SAMD8	0.261166666666667
MPI	-1.07616666666667
MEPCE	-0.2933
ABCC3	-2.630375
NANOGP1	-2.9465
KCNK17	1.79125
HLA-DMB	4.02666666666667
RRAGA	0.71
ANGEL1	-0.6595
RBM32B	-0.114
CPN1	-2.87975
MGC52282	0.5614
HLA-A	-0.429083333333333
OR9G4	0.0195
EDNRB	0.040875
SCD	-1.43285714285714
C14orf80	0.0748333333333333
BAGE2	-0.5585
RABL4	-0.888
RCVRN	-1.0585
SHANK1	-0.567
NLRP7	-2.36625
CD226	0.69
STAT3	0.4231875
SYNJ2	-0.1964
TPCN2	-0.297333333333333
WDR36	-1.29066666666667
MBD4	0.46175
ROBO1	-1.4055
ST3GAL6	-3.3165
SLAMF8	1.9555
ATN1	0.5895
GPR141	0.38625
KRT36	-1.4145
TPH1	-0.989
DDX52	0.32075
ZSCAN29	0.472166666666667
TRPT1	-0.264
DPEP3	0.9095
DENND4A	-1.347875
TSPAN16	-0.9775
PTCHD2	-0.897
LOC145814	-0.67
CAP1	0.201833333333333
EIF5A2	0.2554
NT5DC3	-1.221875
SEPT9	0.27375
SEZ6L2	1.2315
EGFLAM	2.8835
VPS11	-0.2195
NDUFB5	-0.3375
CIDEA	4.27783333333333
IER5L	-0.11525
N6AMT1	0.9235
FAM83C	-0.248
OXR1	0.748
IRX1	-0.2395
DGKB	0.5828
GCN5L2	-1.0555
MIR16	0.6585
FBXW9	-0.63775
WDR4	0.0401666666666667
PDC	0.0435
VPS33B	-0.24025
HEXB	-0.72825
FLJ32214	0.54375
TCEB3	-0.79325
CRLF1	-1.73825
ABI3BP	-1.2695
C8orf22	-3.9215
PYCR1	-0.533375
KIAA1706	0.37925
CDK5R2	0.862625
WAS	0.105
C12orf60	-1.32225
CCBL2	0.2895
MADD	-0.09775
C5orf34	-2.21875
WDR42A	0.6551
KLF12	-0.3365
HSPA1A	2.32675
ITM2C	-1.9055
DAPK2	0.7595
LOC442590	-0.658
SUMF2	-0.54275
CENPA	-1.518
TMED5	0.14375
CDH6	-0.5875
BRP44	0.91025
THG1L	-1.017
GABRA2	-1.9285
C14orf166	-0.64025
MYL1	-1.21916666666667
TNFSF18	-0.1035
PAP2D	-0.584666666666667
PPIB	-0.85475
KLHL4	-0.170125
SFN	-0.760333333333333
CCDC127	0.0545
FRAP1	-0.379
GOLGA5	1.2095
SDCCAG1	-0.179625
MGC21675	-0.0085
C10orf95	-1.525
KIAA1345	-0.527666666666667
C1orf163	-1.3645
LACE1	-0.0913333333333333
OR10K2	-0.5285
CENPN	-1.65084
TMED2	0.291
UGT1A6	-1.493
ANG	-1.1445
U2AF1	-0.381666666666667
CASC2	0.634166666666667
NMT2	-2.215
OSGEPL1	-0.78375
DFNB31	-1.0065
SLC6A20	1.503875
DKC1	-1.06325
FXYD4	-1.21525
WDR64	-0.16925
MGC5590	0.308
CREBZF	1.20116666666667
DAZ1	0.387
PRPSAP1	0.10975
GCHFR	-0.05675
TTC7A	-1.350125
LOC196993	2.99325
UBD	-2.11716666666667
S100A1	-0.890375
RPL6	-0.980666666666667
DNAJB6	1.2434
NAGS	2.6789
C2orf58	-0.516
KERA	0.778833333333333
MT1X	-1.0985
UBE2B	1.2965
KEAP1	0.10725
MST1	-3.27875
OMA1	1.1455
ABLIM2	-0.186
BCL2L13	-0.773
JAZF1	-0.247166666666667
TMEM63B	1.6005
S100A8	0.0942
ARFIP2	-0.01875
UROS	-0.50875
KHDRBS2	-0.136
POLQ	-2.36
SOAT1	-0.8345
SPAG4	0.2045
MRPS30	-1.74483333333333
LOC494141	-0.89525
OR2T11	0.9675
ORAOV1	-1.2169
ZNF184	-0.773666666666666
TCEB3B	0.3674
ADAM21	-0.8195
GDPD1	1.54775
SPINLW1	0.318
PRR14	0.1185
KCTD9	-1.1693
NUDT3	0.269
KIAA1822	0.3812
HIST1H4K	-0.388
DFNA5	-2.3145
GABPA	0.14
C14orf44	0.1555
POLB	-0.26375
PTAR1	-1.26175
SEC31A	0.402
TRIM58	-1.64
TAS2R14	-0.929
VPS8	-0.225375
H1F0	0.531833333333333
PRKCB1	-4.20983333333333
UGT2A1	0.5905
TOR1B	-0.14
LSS	0.615916666666667
C2orf19	-0.6115
HNRNPC	0.340714285714286
TMEM100	-1.84616666666667
LOC116349	-1.74175
OR51M1	-0.617
CCDC142	-0.5785
ISG15	1.3034375
ZCCHC14	0.07325
CREBL2	1.089875
TGDS	-1.25775
DC2	-0.32575
CACNA2D3	-1.29442857142857
ZNF429	-1.004875
LYPD6	-0.00616666666666667
SUCLG1	-0.4595
OR51I1	-0.0695
MAGEH1	1.3585
PRPF40A	-0.4685
SMR3A	0.9355
SPINK2	-1.387
THAP2	0.392625
NPY5R	-1.080625
IRF4	-3.18975
SPESP1	1.83916666666667
OR10S1	0.738
DTD1	-1.49825
TUBE1	-0.7165
DDX19A	-0.253
PDPN	-2.2555
TMEM34	0.64325
MGAM	-0.431
COL3A1	6.42616666666667
GFM2	-1.1347
OR5A2	0.0385
PSG9	-1.52533333333333
ARHGEF11	0.179666666666667
IVNS1ABP	-1.0253125
SIGIRR	2.34525
DUSP19	-0.914875
DNAJC14	0.0384
ACSS1	0.447125
IL1RAPL2	0.1385
C4orf30	-0.70975
SEPT4	2.951
LANCL3	-2.12
SPAG17	0.455166666666667
PRDX3	-0.463375
HNF1A	-1.506875
P4HA2	0.1525
RFWD3	-0.757833333333333
MOV10	0.38375
DNAJA5	-0.506785714285714
LOC729440	0.222
LOC200383	0.00916666666666669
SMC2	-2.6905
MIXL1	-0.756666666666667
TMEM9	0.477
FAM86A	2.366
ZNF174	0.8756
MYH14	-0.77925
CCR8	-0.31575
VPS37C	0.9845
GPATCH1	-0.357833333333333
B3GNT8	3.3815
TBX4	-0.12375
CNR2	0.4155
PCDH1	1.691
C5orf29	2.8835
OCIAD2	1.179
PLCG2	0.8545
KIAA0247	2.026125
HRH3	0.4108
CAPN13	4.314875
CCR1	-1.7745
MGC15523	-0.307666666666667
UVRAG	1.61316666666667
DNAJA2	0.0808333333333333
ITGA2B	-0.647833333333333
CLDN5	3.9885
PTPRN2	-1.96342857142857
ZNF512	-0.966833333333333
PSAP	-0.23
CCDC140	0.6305
LRRC55	1.002
CYP26C1	0.1715
C8orf47	-1.30325
LYN	-0.453
DUSP6	-1.58783333333333
TGFB3	3.20953333333333
ELK1	-0.6558
PCDH11Y	0.185333333333333
HGD	-3.01225
C17orf58	0.7075
MYO3A	0.508
SERPINE2	-4.0905
AARSD1	0.341125
C14orf73	-2.13425
ADAM33	-0.19875
ZNF491	-0.645
MAPK6	-1.18666666666667
TCN1	6.98216666666667
SLC24A6	0.3795
UBE2R2	-0.1925
H1FNT	0.6025
TATDN2	-0.164833333333333
LILRB1	0.524
P2RY5	0.3935
NUCB2	1.704
C2orf37	0.16425
SNX27	0.804333333333333
MTA3	0.384125
FOXO4	-0.1055
ID4	-0.502666666666667
SOX5	-2.67316666666667
PXMP3	2.035375
OR52M1	0.6275
SFT2D3	-0.842625
INA	-3.18983333333333
MCOLN1	0.89275
NFIX	-0.2789
CLEC14A	5.83916666666667
HIBCH	-0.045
PLA2G5	3.0615
TIMM10	-1.52116666666667
MED17	-0.0285
COL4A4	-3.7695
TPP1	0.4015
GJA3	-1.8285
TMPRSS5	-1.43975
AADACL3	0.218
DNMBP	-0.29375
ENPP5	3.43833333333333
NQO1	0.8259
ZSCAN2	-0.22175
SEC24C	-1.01416666666667
GTF2A1L	0.5155
AXIN2	-0.4126
FAM33A	-1.98575
C16orf13	0.976
SPNS2	0.353
TAF1	-0.38875
AP1G2	0.7825
RBM42	-0.646333333333333
HCN2	0.214833333333333
EFHB	-0.379166666666667
RUSC1	-0.0623333333333334
GRIK5	0.000499999999999987
USP21	-0.465333333333333
ATAD3C	0.59125
ORMDL2	1.2875
PRSS7	-3.475
PSAT1	-5.95875
FLJ13195	-0.333666666666667
TBC1D1	0.2205
IFNG	-0.986
OTOS	0.0996666666666667
ZNF773	-0.516166666666667
EMD	-0.59825
RETN	0.01525
CCL8	1.896
APH1A	-0.047375
COX18	-0.539
GTF2IRD2	-0.1445
CCDC82	-1.92
PAFAH2	0.7029
NPEPL1	-0.6369
RP11-114G1.1	1.38
TP53INP1	0.696875
ZNF300	-1.63983333333333
FOXL2	2.08375
LARP2	0.398083333333333
LATS1	0.375
HTR6	-0.7145
SPOCK2	-0.818833333333333
RNF144B	1.39966666666667
HTATIP2	0.98425
MGC10334	0.57375
CENTA2	1.75916666666667
FGF2	-3.04075
FXYD7	-0.187
PHYHIPL	-1.986625
GPR34	4.195
DDX6	0.595166666666667
OR10W1	-0.144
LHFPL1	-2.4745
ZNF313	0.423285714285714
VPS28	2.32975
AP3M1	-0.8087
AKR1CL2	-0.666
TRAF4	0.453125
OR2B11	0.7495
C19orf12	-0.165
AKAP9	-0.0271666666666667
C1orf62	-1.0995
SLC20A1	-1.1598
FAM112A	-0.46975
LDB2	1.20375
MRPS23	0.1625
KLK5	1.693
SPTB	-0.3282
EFEMP2	0.768
EFNB2	0.65625
PCM1	-1.34414285714286
NMNAT3	1.58275
TSG101	1.31533333333333
C8orf40	-0.02
NOB1	-0.86275
ABHD3	-0.72525
GTF3C4	-1.14775
PIGN	0.957166666666667
GALNTL1	0.6855
AEBP1	2.413375
OR9Q1	-0.572
ANKRD2	0.146375
CCL28	-0.7065
TRIM38	0.758
TMCC1	0.550833333333333
SMG5	0.7735
LRRC7	-0.643
NCAPD2	-1.91833333333333
C6orf153	-0.4855
C1orf74	-0.1835
OTUD6A	0.1915
DCP2	-0.531833333333333
TMEM24	-0.75125
RPL18	-0.519333333333333
TMEM177	-0.13075
LRRC37A3	-0.53325
C1D	-0.526333333333333
LDHC	-1.592
UBE4B	0.795166666666666
NIT1	0.45525
BTN3A3	-0.565375
RASD1	0.059625
COMMD3	0.78825
SHFM1	-0.11
BIRC8	0.72025
DUT	-1.36225
C12orf51	0.6945
LRRC59	0.357166666666667
LY6H	1.36525
WDR22	0.842166666666667
EDEM1	0.273357142857143
ADH1A	4.103
PANX2	-0.1551
CYP11B1	0.89775
CDC73	-0.69775
GPR172A	1.5365
GSTM3	2.64653846153846
KCNA5	-0.097375
SERAC1	-0.186166666666667
NFATC2	-1.4165
ANAPC5	-1.1938
C15orf24	-0.0335
NFATC2IP	-0.324363636363636
TNRC6C	0.729666666666667
MGC102966	-2.15425
FGD5	0.579166666666667
MED9	-0.9765
RAB13	0.349833333333333
C15orf49	0.372
CRYGS	0.5917
C12orf53	-0.9357
LOC283693	-0.8275
COX6B2	0.021
PHF14	-0.920125
FAM3A	-0.716
RPL13	-1.387
PRDX2	-0.1151
FLJ34047	-2.269
PRMT3	-0.00275000000000002
KCTD19	-1.929
TRIM10	-0.518833333333333
MGC26597	0.718166666666667
GCNT4	0.49475
GPRASP1	0.493
CDKN1C	-0.934916666666667
RHBDL2	2.2278
HSPH1	2.3435
AQP1	3.00025
COL17A1	-0.7968
GFAP	0.146375
CDC16	0.00175
KIAA1614	-0.0385
C6orf118	-0.455
ZSWIM5	-0.58825
FAM83F	3.59675
LYNX1	1.0340625
SYNPR	0.29
XG	2.94416666666667
PRSS16	-2.95075
KIF13B	0.551142857142857
PCDH9	-1.5795
HIST1H2AH	-0.00133333333333334
RBM18	-0.334
ZNF626	1.151125
HEXIM2	1.61416666666667
ITFG1	0.5725
TUBG2	-0.542
SFRS7	-0.128583333333333
C9orf14	0.921
EXTL1	1.127
GBP3	3.16066666666667
WDR5	-1.91375
RARG	1.16866666666667
MYO7A	-0.351625
CECR6	-0.66675
C13orf3	-0.780625
SFRS18	-1.017
ACVR1B	0.824333333333333
PSMD1	-0.208
C7orf31	1.152
ILVBL	-1.06375
IFNGR1	0.30125
RNF186	-0.49575
NOL9	-0.148
MAGEL2	0.9575
SLC29A2	-0.882
NHSL1	-0.6445
RBMX	-1.0005
PSORS1C2	0.42275
RAD51L3	0.226916666666667
LCN6	0.6875
ORAI2	-0.497625
BRUNOL6	-0.3938
OR4K5	0.022
CDC123	0.286375
MSLN	-2.2245
WWTR1	-1.6805
ZNF700	-1.23166666666667
COBL	-0.417
PPP1R16B	-0.0625
GAS7	-0.7305
MDN1	-1.548625
HAAO	0.182
C9orf68	0.7365
TNFAIP2	1.171375
FOXN1	-0.1575
hCG_2033311	0.360166666666667
ATP6V0D2	0.9588
RPL41	0.261625
SLC38A1	0.588375
ARHGAP6	-0.956333333333333
ADAD2	0.12275
PHF20L1	1.6399375
MCM3AP	1.936
ST3GAL3	-0.541333333333333
SNX1	0.146333333333333
ELF5	-0.29475
PARP3	-0.497375
RBM8A	-0.035375
LINGO4	0.137
ITGA9	0.306333333333333
ZFR	-0.055
ACSL6	-1.023875
FLJ20699	0.0748
DAOA	1.15433333333333
FABP4	5.58325
KCNB1	-0.59025
CANX	0.1613
SLC25A28	-0.81
ADIPOR2	0.965125
ECHDC2	2.1105
SMA4	-1.8475
FRZB	2.173375
PABPC1	-0.0918333333333334
DMRTB1	-0.17925
APOBEC3G	-1.232
CATSPER2	0.312833333333333
CUEDC1	0.1335
STARD9	-1.244125
CLDN8	0.796
LOC23117	-0.0395909090909091
E2F6	-0.625722222222222
TMEM126B	0.638666666666667
DPY19L4	1.058
GIMAP5	2.91016666666667
NDUFA9	-0.804666666666667
FAM77C	2.2215
CTPS2	0.63475
LOC51035	-0.058125
WDSOF1	-0.12325
EGLN3	-1.952625
PITX3	0.992333333333333
OR52E8	0.9085
GRM4	0.364
KLK1	-2.8835
GPM6B	-1.027875
RRAGD	-1.539
PAGE5	-3.69975
UCHL5	-1.86466666666667
ULK3	-0.366333333333333
AIM2	-0.646166666666667
PNO1	-0.547
OR2F2	-0.627
GNAT2	-1.3225
SIX1	3.7245
ST13	-0.6975
ZBTB44	-0.829
TIMP2	-0.588
ZMAT4	-3.34125
GTF2IRD1	-0.4365
ZNF19	1.17116666666667
ZNF714	-1.16325
RSC1A1	0.66675
C9orf80	0.07675
PSMA8	-0.1816
TMEM141	1.15
COX4I1	-0.5995
CTAGE1	0.0803333333333333
DTWD1	-1.17325
HSD11B1	0.99475
KRT6B	4.4565
ARID4B	1.3505
LHFPL3	0.254
WWP2	0.01225
ZNF326	0.112166666666667
RGPD1	-1.76
CTSH	1.39333333333333
FASTKD1	-0.553375
PAF1	-0.0364000000000001
TTC9C	0.13975
IFT57	0.1906
PRSS36	-1.0645
IL20RB	-1.904
ZNF592	-0.2745
DCTD	-0.6753
CFP	0.7135
MFNG	-0.9635
JMJD2B	1.7785
ALDH3B1	1.5575
THSD4	2.70683333333333
KCNJ5	2.04633333333333
LMNA	-0.377
TBCD	0.127625
ZNF250	1.17166666666667
CASQ2	0.238833333333333
PEG10	-4.74941666666667
PRAME	-0.559666666666667
NP	1.324125
TRIM59	-0.371
ZNF12	0.19075
XTP3TPA	1.091
SIGLEC7	-0.3624
PANK4	-0.39625
FAM70A	-2.18616666666667
SNED1	-0.01375
HIP1	0.8098
RAET1E	-1.486
AMAC1L2	-0.6725
AHNAK2	-0.24
TOE1	-0.885666666666666
RECQL4	-0.29525
SPRYD3	1.08625
DPAGT1	-0.342
MAGED2	2.3967
ANKRD55	3.85525
TRPS1	2.62058333333333
