Hybridization REF	TCGA-C8-A12X-01A-11R-A115-07
CXCR4	0.917333333333333
PTPRR	-2.48175
IRAK1	-0.081
LOC401397	-0.38825
TMSB10	0.256428571428571
CXCL3	-3.8381
TMC4	3.412
OR7A10	0.1535
STYK1	-0.0515
CHRNA10	-0.79125
CCNI	0.8145
EP300	1.64542857142857
LOC165186	-1.25266666666667
HIC2	-2.6895
SDR-O	0.069
OR2W1	0.131
KCNA6	-0.095
TRIM74	-1.34225
REEP6	1.8885
ATP5G2	0.6345
ERG	0.7375
TMEM42	-0.1225
PARN	-0.287666666666667
SOD2	-1.749
DIRAS1	0.869833333333333
PNPT1	-0.3315
JOSD3	-2.06025
hCG_40738	-0.6795
PDE1C	-1.83933333333333
SEMA4D	-0.844125
AGPAT1	0.6615
NOSTRIN	1.6325
MAP3K3	-0.209
MAX	0.248857142857143
CAPS	3.05233333333333
SERPINA12	0.5305
OSBPL8	-1.8205
RICS	1.7711
NR4A2	1.74816666666667
PPCS	1.22633333333333
LONP1	-0.5455
SCYL3	1.17775
HERC2P2	-1.77033333333333
FIBCD1	0.702
C15orf41	-0.558
DMC1	-2.25916666666667
C20orf27	-0.046
RPS6KA5	-1.5114
FAHD1	-0.0075
SLC12A4	0.78675
BRCA1	-1.04908333333333
GBL	0.15975
SLK	0.3115
NUDT9P1	-1.7455
NOXO1	2.978
USP52	-0.7735
BAZ1B	0.551875
SLCO2B1	2.463
BBS12	1.3565
LRGUK	-0.497333333333333
TERF2IP	0.47375
COL1A1	3.214
KIAA0090	0.354
GRK5	-0.410333333333333
AP1S2	-2.1587
TMEM52	0.141666666666667
CA11	1.216625
OR4A15	0.6975
ACBD3	1.1503
SPAG11B	0.180857142857143
PRDM2	0.7371
FOXP3	0.664
SMYD3	-1.0815
LOC389199	0.94
LGI2	0.7285
NAPE-PLD	-0.0287
ANKRD6	-0.455
WDR45	1.15333333333333
SHROOM1	0.31575
PSCD3	-1.0495
PYY	1.6475
KCNC1	1.5145
ARHGEF9	-0.1017
OR8J1	0.494
GPR55	0.2565
NS3BP	-0.68
C10orf22	1.29983333333333
NAT8L	-1.47275
DUSP4	0.4745
FOXM1	-1.535
GRAMD2	-0.7828
ZBTB48	0.9155
BUD31	-0.4765
PABPC5	1.369
CCDC41	-1.1895
FBXO11	-0.231833333333333
C6orf148	1.04425
RFXAP	0.112
C6orf15	0.137166666666667
CDK8	-0.7875
C6orf70	-0.316125
TESSP2	0.548
ALG2	0.48475
PPP1R3D	1.54725
TPM3	0.689444444444445
SYT13	-3.657
EPB42	-0.709666666666667
CETN3	-0.83975
PRY	-0.0575
NTHL1	0.190166666666667
POLR2B	-0.1865
RPS28	0.48575
P2RX3	0.473
LYZL4	0.8445
WBP4	0.0565
PMM1	0.376
C11orf79	0.496
CBLL1	-0.40375
IL1F10	0.888
VAX2	0.9385
SETDB1	-0.073
LRAP	-0.9185
GCLM	-0.835333333333333
CPEB3	1.5005
PPM1A	-0.2805
INTS1	-0.29375
CAMTA1	1.97091666666667
SAMSN1	-2.475
LOC158830	-3.50466666666667
GMPPA	1.576875
AIPL1	-0.057
IL24	-0.0446666666666667
BDKRB1	-1.77383333333333
MLF1	0.4794
TAF12	-0.263
ID1	-2.62425
THADA	-0.410125
PIK3CB	0.19125
OR4N5	0.8815
TBC1D17	0.631
COX8A	0.962
CDCA4	-1.00825
C2orf44	-1.10575
ZNF534	-0.7985
IMMP1L	-0.113
NIPSNAP3B	0.507625
FTMT	0.310125
PWP2	-0.5265
MMP15	0.0267
DNAH11	-2.47625
MTMR14	0.26025
DNAL4	1.73925
IPP	0.9005
TMEM59	1.6515
C1orf157	0.3545
RGS4	-0.974833333333333
DDX18	-0.836333333333333
SNX6	-0.417
ZNHIT2	1.12133333333333
NCDN	1.86666666666667
FLJ33534	1.09025
RAG1	-2.269375
OR4D10	0.3885
PTPN5	0.569833333333333
POMT1	0.150375
LRRC8A	-0.5208
CYP1A1	-1.10675
CAPN1	1.32816666666667
DDHD2	3.16275
GRIK2	0.06425
GNRHR	-0.764333333333333
PPBP	0.805
HTR3A	-0.615625
SLITRK4	2.23425
ANKRD49	-0.3195
BTF3	-0.5315
SARS	-0.69525
C13orf18	-0.105
CACNB1	0.382071428571429
QKI	-0.600409090909091
SETMAR	0.62675
MAN2B1	0.637666666666667
EML3	1.32325
ACADL	-0.5895
OFD1	-0.389625
DEFB114	4.1615
CGA	-1.9231
PEX16	0.3995
LRRC10	-0.618
GNG12	-2.804
C1orf152	-0.1215
CHRM1	1.256
CD53	-0.161625
DBH	-1.0015
TFAP2B	-2.462
HIST1H2BJ	0.413666666666667
FAM46D	0.648
TMEM11	0.37675
C3orf32	-2.62075
PCCB	-0.27325
IPO13	1.15275
C6orf105	-5.59175
COMMD5	0.898
SUV420H1	-0.056
LTBR	0.841
ARHGAP15	-1.679875
HDHD2	0.4525
TDRKH	-0.0336666666666667
LOC401052	2.561
PSG4	-0.535
GNB4	-1.3373
SPATA4	3.1885
SLC9A3	-0.3235
OSBP	0.891333333333333
NBPF3	-0.223333333333333
DOCK11	-2.002
SLC39A5	-1.70516666666667
PRR5	1.4512
C10orf63	0.466375
SMTNL2	-0.92525
ADRA1A	-0.20775
ASAH1	1.6933
DOM3Z	0.5245
GIPR	0.635666666666667
AHI1	-0.84525
NADSYN1	0.815
RGS14	-0.1842
IL18BP	1.034
RTN4RL1	2.31075
ARMC6	0.0375
PSMD5	-0.2625
HK3	1.8497
OR4S1	0.57125
RSU1	0.8866
MAD2L1	-1.92422222222222
EIF4A3	-0.3385
DLEC1	-0.4875
E4F1	0.2055
CHMP2B	0.6352
CAMSAP1	-0.51425
RPS21	-1.08866666666667
ARID5A	0.11325
UBE2N	0.015
IGSF8	2.1525
MAGEB6	-2.015
ACAD11	-1.8804
MGC4172	0.6605
LMO4	-1.6105
KLKB1	0.25975
HP	-1.3565
HDAC3	-0.4935
SCHIP1	-0.11375
CLCA1	-0.2805
OLFML2A	1.4355
C1orf112	-1.85325
KIF19	0.1665
HAPLN4	0.4585
CXCR7	-0.156333333333333
GOT2	0.3317
RAB38	-3.82125
DCX	1.7505
PPM1H	0.522333333333333
NFYC	0.12
KIN	-0.187
ZNF228	1.049
PLSCR4	0.734
HIG2	-0.51625
FAM79B	6.427
C21orf86	-0.2451
KCNK10	-0.47
ZNF738	-0.93725
FSTL5	-1.19183333333333
OR6A2	0.7195
OTOA	1.30783333333333
EXOC1	0.36775
AHRR	-4.02975
PDAP1	-1.49991666666667
C19orf6	0.322
ZAN	0.312
LY6G6E	-0.1555
EIF4E2	-0.62475
C20orf198	0.29425
ZNF324	0.65975
CYP3A5	-3.86483333333333
ENTPD7	1.44283333333333
MBOAT5	1.40833333333333
GJB5	1.13325
TTC13	-0.53325
S100Z	-1.73533333333333
KIAA0664	-0.584666666666667
PDGFRB	1.43575
IL17D	0.5725
OR56B4	-0.0655
RDX	-1.40683333333333
SLC34A3	0.821
IL28B	2.0845
JUND	1.0365
CHRNB1	0.63625
CAMK2B	2.34875
FETUB	-1.379
CXorf23	1.103375
MRTO4	-1.039125
TTC3	0.2924
NDUFB8	-0.410833333333333
EDG2	-0.46575
SEMA3G	3.16825
IL23A	-2.733
GRHL1	-0.0468
LOC441054	-1.081
WDR65	1.29775
PSTK	-0.189
STOML3	0.548333333333333
R3HDM2	0.2434
C5	-0.9125
SLC2A10	1.49116666666667
C3orf22	0.58025
PAQR3	-1.041
ANKRD26	0.72175
HCRTR1	0.199
LOC399947	-1.30775
PSD2	0.27725
TIGD2	-0.0623333333333333
SCRN1	-1.129
COQ10A	0.471
DDI2	-0.1995
METTL7B	0.0256666666666667
UCN2	0.9945
FAM92A3	-1.37025
WDR16	0.63775
ZNF511	0.0438333333333333
ZMYM5	-0.297875
POLR3G	-3.96875
ZNF586	0.36225
C1orf49	0.869333333333333
TANK	-0.416166666666667
RCAN1	-1.1735
PELI3	0.782166666666667
LIMD2	-0.5615
TMEM189	-0.7825
NTN4	-2.81425
LOC151300	0.139
CLEC2A	-1.2745
GPR135	-0.57775
DPYSL4	-3.2769
JAK2	0.21
TSHZ1	0.51
TM9SF4	0.169625
ZNF264	1.22483333333333
SIRPG	0.557
BICD1	-0.8725
HERC6	4.255
METTL5	-0.652
CASP1	-0.096
PRRT1	1.16183333333333
PLA2G4C	3.75266666666667
ICA1L	0.900857142857143
TPTE2	0.3824
OTUD7A	1.63333333333333
AQP11	-0.34675
APOA2	-4.1639
KALRN	0.0226
SECTM1	3.07725
IFNAR1	0.25775
TALDO1	0.462
RAB11FIP4	1.22358333333333
EIF5A	-0.3955
FAM49A	1.10725
NEGR1	-0.666666666666667
YTHDC2	0.001625
EHD2	0.288625
NCF1	1.9448
SCRT2	1.423
HOXA5	-1.78383333333333
NUP133	-0.3165
FGF12	1.16225
SLMO2	-0.163875
SNTA1	0.316375
CACNG2	0.262875
GCM1	0.8145
ELF1	0.861666666666667
TLR5	3.65175
TCFL5	-0.954333333333333
RBMY2FP	-1.9115
LOC100125556	1.280375
FAM129B	0.527125
MAP3K7IP1	0.52575
NCK2	0.238
OXA1L	-1.47025
FMO9P	0.0315
ZSCAN12	0.06225
PSMD12	-0.08625
HSCB	0.55925
CLDN10	-3.576
MGC13053	-0.53625
HPCAL4	-0.660333333333333
ASZ1	0.442
MEX3D	0.264
NFAT5	-0.4513
CSPG4LYP1	-0.111333333333333
FBXO3	0.6258
DVL1	-0.0655
CMKLR1	1.97783333333333
TYMS	-1.890125
PEF1	0.94025
ZNF750	3.213
MCM5	-0.7965
MEGF11	-1.089
KCNK7	-0.0815
PTP4A3	0.748
C1QTNF2	-0.9845
OR6S1	-0.165
FAM122B	-1.02725
ZNF551	-0.48775
HBQ1	-1.71
GEMIN6	-0.66325
ARSK	-1.38525
RBP7	4.227
CPNE9	0.4775
DSC1	0.491
LOC730112	0.08675
MAP2K4	0.741625
HS3ST5	-1.879
EPB41L3	-0.683
TEKT2	-1.286
CDKN2B	-0.5435
ZNF480	-1.582
MAP3K6	0.4411
MAP6	1.5245
HN1	-0.4477
OR2L13	-0.113666666666667
SLC16A11	0.8825
FAM96A	-0.83325
APOL1	0.4925
C5orf32	-0.409
RTP1	-1.29683333333333
RNF175	-1.209375
ZBTB41	1.213
AHCTF1	-0.3838
SAE2	-0.6876
ITGA2	-0.343666666666667
MME	-2.88383333333333
CCDC14	-1.472
MAST4	0.554642857142857
KRT33B	0.037
KCTD2	0.582
WDR26	0.545416666666667
MFI2	1.160625
NR4A3	-0.275625
ARSA	2.11575
UNKL	-0.0615
SULT6B1	0.289
CCNA2	-2.25766666666667
SOX15	-0.4845
PPAPDC1B	5.10908333333333
C19orf44	0.2095
MCAT	0.968333333333333
ARID1B	-0.57425
OR52N1	0.3695
C12orf48	-1.87625
MAGI1	1.30575
NIPA2	-0.1815
GBX2	-1.17375
RSHL3	-0.2165
RAVER1	0.849666666666667
C15orf17	-0.3495
SLC30A2	0.37875
ZNF518	-0.60475
PCYT1B	-1.405
C10orf114	0.20275
EIF3H	-0.485
SLC25A39	0.659666666666667
KIF1B	-0.810875
AMOTL2	0.24325
C6orf120	0.153
PSRC1	-2.33525
PLA2G10	-1.392125
KIF5C	-0.156125
MRPL37	-0.0495
C17orf62	0.476666666666667
C9orf135	-1.45083333333333
DUSP10	-0.4365
CLCNKB	0.77
PSMA5	-0.7375
C8orf53	-0.26275
AMPD3	0.947833333333334
PIAS1	-0.47
ADCYAP1R1	0.4995
GYLTL1B	1.5305
CDH20	0.436333333333333
FBXO7	0.5915
TMEM134	0.814666666666667
FLJ14213	0.339166666666667
ZNF3	0.64375
LRRFIP1	0.0941666666666666
CNOT2	0.532416666666667
ABI3	2.5025
ALDH5A1	0.480833333333333
HNT	4.1939
SERPINA4	-2.0845
TK2	0.891833333333333
STMN1	-1.42255555555556
GUCA2A	-0.109666666666667
GALNT10	0.484214285714286
DPP6	-0.963157894736842
C9orf93	0.15125
PRELID2	-0.348
STK39	2.815625
SFTPA1	-1.02675
CKS2	-2.36844444444444
RHO	0.67175
C20orf135	0.35725
XKR3	-2.873
CR1	-0.071625
RPS6KA2	0.530928571428571
C20orf112	0.9325
MRPL22	-0.506
C4orf23	1.005
GADD45B	0.4425
KLHDC1	0.747166666666667
C2orf48	-2.6275
ZNF287	2.3595
DAAM2	-1.00925
DPPA2	-3.07933333333333
TCTN3	0.983833333333333
DNAJB11	0.215
FPR1	4.0425
DEFB4	-0.0775
PTCD2	-1.9464
SMOC2	5.42516666666667
CABP7	1.1115
SERPINB11	0.3015
MAGEF1	1.2265
NDE1	0.160166666666667
ITGA10	-0.1025
FSHB	-0.2605
ANXA2	-0.461875
HORMAD2	0.20125
HLCS	0.6735
MCF2L	2.07058333333333
FH	-0.849375
TBC1D24	-0.1325
KIAA1505	0.33525
LGALS2	-2.24325
CNBD1	-0.477
SYNPO2L	-0.994
PTPN23	1.14135714285714
C1orf183	-0.665
MAGEA8	-3.26825
DGCR8	-1.652125
GSR	-2.015
PAQR7	0.5145
ZNF676	1.0935
CACNA1C	-0.7544
SP7	0.031
PDCD6	0.15625
NRN1L	-0.9565
BRI3BP	-0.455416666666667
KIAA1183	0.6415
ASB4	-1.0955
CCL23	0.6115
OBSL1	-0.731
SLC12A7	1.27533333333333
KIAA0240	1.2185
CD1B	-3.39266666666667
FCGR2A	2.385
MDC1	-0.77325
HTR1A	0.538666666666667
OCEL1	1.3915
ATP11B	-2.059
FBXO34	-0.0606666666666667
PCDH12	3.89916666666667
RPE	-1.569
C17orf74	0.625
CSDC2	0.256833333333333
PET112L	0.26625
TMBIM1	0.635875
P2RXL1	-0.20125
TCHP	-0.65025
TRMT1	-1.06
F2RL2	-1.59416666666667
LRRC32	2.59966666666667
IMPG2	0.348
BGLAP	0.54075
LOC493869	-1.99475
MRAS	0.300875
SLC35F5	0.2835
CBWD1	-0.306
AXL	-1.98475
ATP2C2	3.06675
TELO2	-0.3175
PNPLA3	-0.25625
PCDHB14	-0.48325
CD276	0.3005
KRT80	-1.98375
DUSP28	-0.0825
CSNK1E	-0.174583333333333
SRP14	0.885
KCNQ4	-0.3885
KRT72	-0.161666666666667
CCDC117	3.663125
C6orf89	0.8665
TUBB2B	-0.0605
RTN4IP1	-2.057
CR1L	-3.75983333333333
CEND1	0.579625
C12orf41	-0.5845
RNF31	0.21525
UBN1	0.481666666666667
C17orf32	0.895125
SLC5A7	-0.71925
GPR92	1.27016666666667
ESAM	2.6504
CTNNA1	0.293333333333333
HRBL	0.4375
CBX4	0.677
TMEM182	0.0265
SH3TC2	-1.6895
IL10	1.04683333333333
PXMP4	1.068
RNF167	0.841
PAK7	-0.5775
ETV3	-0.241
ATPIF1	0.240333333333333
LOC554207	-1.87416666666667
OR8H1	0.2635
WDFY3	1.13725
DPM1	-0.6105
GPSM1	0.097
WDR92	-0.2074
LRP1	0.145833333333333
ANKH	-1.012375
THUMPD3	-0.76425
POLR1B	-0.30575
OLFM4	0.535166666666667
RAD9B	1.54825
TSPY2	-2.9225
PAX6	-2.67116666666667
SCG2	-2.974875
SLC17A6	0.1855
FMO3	2.889
PADI4	-0.0247142857142857
TUBB4	-0.1424
NLK	-0.4175
POU4F3	-0.362
SDF4	0.98075
ITGBL1	2.35083333333333
NETO1	-2.4725
TAP2	0.333375
ABBA-1	0.0613333333333333
GNAI1	-0.49975
VPS4B	0.70475
NOPE	-1.4418
GALNT6	3.66466666666667
SESN1	-1.22875
GBE1	-2.48766666666667
CLASP1	-0.4155
RASGEF1B	0.892875
ACOT11	0.312714285714286
AFAP1	1.971
OR2H2	0.46
DPY19L2P1	-0.6785
DZIP1	-3.05175
SEC22C	0.00333333333333333
GPR161	-1.25841666666667
RNF146	0.803
WDR74	-0.48425
GALP	-0.0225
PURA	0.81625
DNPEP	0.979333333333333
RP11-78J21.1	-1.8195
ERBB2	1.296875
FANCM	-2.13316666666667
NEO1	0.611666666666667
DDX3Y	-4.9928
RPS3A	-1.026
MXRA7	-0.0923571428571429
LGALS3	-1.5115
GLT8D1	0.5505
CFL2	-2.22766666666667
UPB1	-0.30425
NAP1L5	-0.221
CLDN14	-0.35175
DHX38	-0.3875
BTBD1	-0.00325
TARS2	0.280333333333333
ABCF1	0.0808
FCF1	0.385666666666667
LRRC49	-0.554
GUCY1B2	-2.016
C1orf177	-0.208333333333333
SMARCA4	-0.172857142857143
LRP8	-1.86233333333333
TAGLN3	-1.49625
MRPL14	0.29525
TTRAP	0.4355
ZDHHC20	-0.093
NFE2L3	-2.58275
KIAA1377	-0.999
PALMD	0.2833
TMEM43	-0.34575
TTL	-1.4735
STAT5B	-1.17933333333333
SSB	-1.1045
OR10H5	0.821
SLC22A13	-1.13875
AKAP3	1.4695
TIMM23	-0.254333333333333
OAS2	4.04183333333333
KIAA0423	0.56125
TRIM11	0.726833333333333
GLIS3	0.37925
TMEM50B	0.931
ARHGEF4	-1.886875
DEGS1	-0.611545454545455
TBL1XR1	-0.0736333333333333
G6PD	-0.5925
SP140	0.3593
MUC17	-0.249076923076923
NUDC	-0.1639
DNAJC5B	1.48866666666667
SCARA3	-1.24116666666667
CPA3	5.48466666666667
BCAT2	0.82525
MFN1	-0.1513
NRG3	0.828
SNX11	0.70425
PLEKHH1	0.405166666666667
GPR177	-2.69
HCFC2	-0.1285
TCAP	-0.5665
MOCOS	-2.08675
C14orf93	-0.431
PRDM10	-0.219
SLC16A4	-1.14233333333333
SRGAP1	0.669166666666667
VIP	-0.13575
DUSP27	1.23216666666667
LILRA1	1.0604
MC2R	0.491
MGC24103	-4.28225
MBTD1	-2.528
FUT11	0.0281666666666667
USP33	-0.3389
C15orf39	-1.1665
MAP3K12	0.904875
PAAF1	-0.489
BARHL1	0.612
FLJ16165	0.0315
PIWIL2	-3.311
SYNE1	-0.00683333333333347
CMTM4	-0.249
TSPYL1	0.4103
GUF1	-0.366
TMEM157	2.003
WDR44	-0.07125
HIST1H3C	-0.74075
DKFZp666G057	2.51
RNPEP	0.44475
GAS2L2	0.238833333333333
ADH4	-5.416
GRPR	0.6725
FBXL17	1.16925
ZBTB10	-0.432833333333333
Gcom1	0.185333333333333
HTRA1	0.6283
ZNF585A	0.180833333333333
SLC26A2	-0.286142857142857
OTOP3	0.808166666666667
WISP1	1.53711111111111
ATP2B4	-1.09775
FLJ10769	0.74875
CRAMP1L	-0.49425
CHST12	1.057
RAB22A	-0.0394166666666667
TARDBP	-0.365714285714286
STAU1	0.38775
CRB3	2.2645
MIG7	-2.6245
CHMP1A	0.907166666666667
ZNF160	0.321375
B3GALT6	0.537
BARX1	-1.94633333333333
C6orf167	-1.9535625
NXNL1	0.3945
DHX29	-0.167
HADHB	0.112
PLXNB2	1.48375
ILDR1	-1.40075
SLC15A3	2.7195
GAS2	-1.1405
C20orf69	-0.6305
NUMB	-0.822
TNIP1	1.134875
MESP1	4.22983333333333
PSKH1	0.56775
NSFL1C	0.7615
RHOG	0.78375
HEY1	-2.45933333333333
KNG1	-1.868375
ITGAX	1.848
LIN9	-0.879333333333333
CANT1	3.0185
XRN1	-0.241785714285714
CCDC96	2.0168
HEATR6	-1.506
GNG7	0.229833333333333
RUNX2	1.4095
SOX1	0.729833333333333
FCRL5	0.209
ZNF99	0.9445
FAM9A	-0.636
SNX22	0.3205
MBNL3	-3.26183333333333
ODC1	-3.3967
ADORA2B	-4.01683333333333
NR2F6	0.81025
ZFYVE16	-0.134444444444444
SYNJ2BP	0.0079
POLE	-0.817375
E2F2	-0.69025
THRA	0.906666666666667
PTGES2	-0.2845
HIP1R	0.709166666666667
TMUB1	0.1095
ENO3	-2.449
RSPH10B	0.4285
CXorf39	0.29975
IRGC	0.58175
GPR109B	-2.1125
FLJ13305	-0.903
LCE3A	-0.786
TNFRSF18	-1.57266666666667
DET1	-0.07575
TRPM3	-0.196083333333333
C16orf79	-1.308
FECH	0.493166666666667
RAP2A	-0.152666666666667
CRIP1	2.20916666666667
AZIN1	0.05975
SLC7A7	3.39675
IL10RA	0.3875
TMEM64	3.795
CDC42EP4	1.9613
C16orf58	0.4051
ARG2	-3.03475
POU5F1P4	-4.79775
FAM62B	-0.606125
DNAH8	-2.3855
ASH2L	3.088375
TSLP	-4.56933333333333
CNTNAP5	-0.4592
TMEM16C	-0.608333333333333
IFNA14	-0.63
SLC1A3	0.1375
CABYR	-0.31975
BCL7B	-0.13
NUDT13	-1.12766666666667
C13orf28	0.223
C1orf53	0.399
ARL6IP4	0.4655
RPL35A	-0.432
EMR3	2.15775
RAB40C	0.744083333333333
SLC41A1	-1.03833333333333
LRCH1	-0.6455
LY6G5B	-0.6055
FAM124A	-0.528642857142857
MGC10981	-4.3045
CLIP3	0.1403
MAP4K2	0.555333333333333
CHIC1	-0.0235
SULF1	2.9635
C20orf30	0.474071428571429
PRDM5	-0.19175
ELOVL1	0.7445
C11orf48	0.267875
SLC39A10	-1.0175
KCNV1	-0.605
ACP1	-0.654666666666667
ZMYM2	-0.21525
B3GNT6	0.137166666666667
C9orf69	-0.0665
C2orf15	0.55775
C20orf166	1.444
HSP90AA6P	-1.629
EDG7	-0.8045
NEURL	3.4895
LPL	-0.331333333333333
CLEC2D	-0.821714285714286
GRRP1	1.27466666666667
CD8B	-3.3065
HIST1H3D	-0.654666666666667
SLC6A12	0.952875
FAM27L	0.299
CD84	2.2415
RASA1	-0.059
PHKG1	-0.6145
MAGEA11	-1.3995
IMPA1	-1.3947
NPM3	-1.6
RARRES1	1.502
SH3BP1	0.36575
B3GNTL1	-0.0365
ARPC5L	-0.192333333333333
KLHL26	0.8615
SIM2	2.167125
GJC1	0.6905
C20orf194	-0.02325
EXO1	-2.0755
SLC2A2	-2.59933333333333
LOC285074	-0.962
LRG1	1.082
KIRREL	-0.465
PIK3R1	0.0664615384615385
C4orf34	1.41975
MAF	-1.53327777777778
ADCY4	3.98583333333333
ZMIZ2	0.6649
SLC46A3	1.56166666666667
STAMBP	-0.484166666666667
CCDC16	0.57975
MS4A12	0.314
TCF20	0.04275
LRRC46	2.52675
C20orf152	0.33025
MRPS6	-1.098625
ABCB11	-0.122
KCNC2	0.1646
CDH19	-3.06483333333333
C9orf123	0.650833333333333
SSH3	1.233875
LDLRAD1	-0.8805
CCBE1	-0.277
ZNF135	1.760625
TAAR1	0.0605
WFDC12	0.417
CCDC42	0.2465
FLJ12529	0.3665
PER1	-0.691
TIMM50	-0.496833333333333
SMARCAD1	-0.251
FAM26C	0.874
TP53TG3	-3.00766666666667
SH3RF1	1.7832
LMCD1	1.21575
GPR63	-0.304
FLJ21986	-2.94975
AIFM3	0.427
MICAL1	1.01783333333333
BLZF1	0.464833333333333
IQCA	0.447333333333333
PCDHGC3	-0.526
SAC	0.27675
BCL6B	2.4435
DDO	0.401
MARCO	2.359
DCHS1	1.54733333333333
C1orf170	1.79116666666667
CD200R1	1.64833333333333
C22orf15	-0.202
SEPT11	-0.3585
ADNP	0.79325
UST	-1.8787
C13orf34	-1.37666666666667
RFFL	0.350285714285714
APBA3	-0.021
C2orf60	-0.716625
CUTL1	0.3595
PMS1	-0.94375
ZNF689	0.58
EIF3E	-1.17933333333333
IL9	0.529
RPL31	-0.478625
LY9	0.6235
ATP2B3	0.252
KDELR2	0.380416666666667
TFCP2	0.166875
NLRP12	1.011625
FLJ45422	0.0895
TLE4	-1.4693
ZNF570	0.5745
FLJ43806	-0.5185
TLK2	-0.229625
CIR	-0.0225
MARS2	0.429
COL24A1	0.65125
SDF2L1	0.6845
HIBADH	-0.446
IGFBP3	-2.03057142857143
C12orf23	0.66125
PSPC1	-0.2645
C20orf43	-0.14675
TRAV20	-0.086
ARHGAP24	0.504625
KIAA1975	-1.503
C1QA	3.65
DNTT	-5.2745
C10orf6	0.221333333333333
C11orf41	-0.767375
HNRPF	0.379625
COL11A1	5.60016666666667
UBAP2	-0.0503333333333333
CDKN2AIPNL	-1.182
C20orf174	2.58775
SPRED2	-0.18225
PLA2G12A	0.0166666666666667
ICEBERG	-1.9922
SCN10A	-0.117
C11orf65	0.889
GBP5	3.87675
PITPNC1	-1.34683333333333
POU3F3	1.433
NCOA7	-1.93
LIN7C	-0.0385
LOC348840	-0.261
NKX2-2	0.653
ANKRD13D	0.702375
LOC123688	-0.05125
FUT2	3.126
TAAR8	0.843
FZD4	0.104666666666667
PNMA3	-1.924
OR4L1	0.5345
WIT1	0.7005
EXOC3L	1.93025
ATPBD4	0.0308999999999999
KRBA1	-0.635
UBXD6	-1.09525
HOXB7	-0.699214285714286
C7orf23	-0.1045
UNQ338	0.19325
STAB2	0.6695
CDC20B	0.082
IRF9	2.59325
CENTG1	0.552166666666667
TNPO2	-0.89175
MCPH1	0.2205
BMS1P5	-2.29475
SLC26A7	0.607
HIST1H3J	0.59275
C9orf3	-1.162
LBH	1.30375
MYO1D	1.298875
PTDSS2	0.5015
NFU1	0.47825
DEPDC4	-1.713
WNT7B	2.5321
GLP2R	-0.836666666666667
SETD4	-0.641
DYNLT3	-0.5634
FKBP11	1.12433333333333
SESTD1	0.0755
FLII	0.27975
RPS16	-0.8447
CHPF	1.41966666666667
CSNK2A1	-0.407333333333333
SUMO1P1	-1.0205
FKBP6	-0.337
ZNF214	2.5205
TWIST1	-0.694166666666667
DDX56	-0.483
TRAM1L1	1.2019
EPO	-2.95966666666667
MRPS18B	0.426
ZNF682	-0.0888333333333333
RPL14	-0.560166666666667
MAFF	-0.14025
LOC51136	-0.720375
LY96	-0.83425
DDX20	-0.79525
ABTB1	1.62816666666667
ARL5A	-0.5025
CCT6A	-1.3855
HEPACAM	-1.4915
EHHADH	-1.00916666666667
RBAK	0.476333333333333
CGB1	1.2305
ITGB5	1.1505
YIPF3	2.483
FKBP2	1.35475
NR1D1	-0.2426
TMEM110	1.5735
NEK2	-1.6585
PRAMEF8	-3.04
C20orf52	0.250833333333333
PCDHGA3	-1.5905
VWA3B	0.2945
NDUFA5	0.302625
THAP9	-0.219
FLVCR2	-0.291166666666667
AP1S1	-1.0455
SMAD6	-1.7265
SAV1	-0.87475
SAT1	1.084
ZNF251	0.9445
ADAMTS7	0.7257
RPP38	0.744
C1orf211	-0.3485
YPEL2	0.82845
RBMS1	-1.402
ZNF445	-0.595
NRXN2	-0.1455
PGBD4	-0.619714285714286
UGT2B28	-2.86825
WBSCR16	-0.6972
NLRC3	0.010125
ASTL	0.54825
ST6GALNAC1	-3.10275
ZADH2	0.98025
MLLT4	-0.7425
ARL6	-0.0161666666666667
MEF2C	0.4665
CBFA2T3	1.146
AFF3	2.39978571428571
COG7	0.2205
MYB	0.0306666666666667
PLXNA3	1.256
XRCC2	-2.31433333333333
MMS19	-0.028875
ST8SIA5	-0.350375
CHPT1	-0.524
KIAA1712	-0.947625
OR6X1	1.0365
ACTR3	-0.419875
UGCG	3.2985
OR4P4	0.6225
ZAP70	-3.317
LPP	0.597875
ZNF485	0.7195
PTPRCAP	-0.29
IL12RB1	0.69625
ATRX	-0.0503
CHST8	1.85
C14orf109	0.27025
ARV1	0.4645
NMB	-1.088
COX5A	-0.731
EIF6	-0.1575
MPPED2	3.83616666666667
SEMG1	-2.585
CHRDL1	-0.6195
TRAF3IP2	0.9845
WNK2	-0.994625
LILRA4	2.6325
LAMA2	2.0615
PXT1	1.7525
RLBP1	-3.58825
CD300C	0.65075
SLTM	-0.101875
FLJ10404	-0.2455625
APOBEC3D	0.161166666666667
RENBP	1.042
ATXN7L1	0.269875
NID1	0.292
TUBGCP3	-0.585375
ITIH5	0.142764705882353
CCDC110	1.8915
C8A	-2.55375
MGC87042	-3.71525
HOXC13	-1.11275
TFDP2	-2.05875
HCP5	3.318375
POLI	0.10675
UCN	-1.13033333333333
ZNF764	-0.246166666666667
C8orf45	-1.01025
FHL3	0.40675
SPATA5L1	-1.02125
MMRN2	3.2565
NDST1	1.368
COL20A1	-0.638166666666667
