Hybridization REF	TCGA-BH-A0AY-11A-23R-A089-07
LOC401052	2.2475
PSG4	-0.8815
GNB4	-0.2962
SPATA4	1.501
SLC9A3	-0.518
OSBP	0.686
NBPF3	0.147416666666667
DOCK11	0.9475
SLC39A5	-2.21816666666667
PRR5	0.4487
C10orf63	0.029
SMTNL2	0.56075
ADRA1A	1.3845
ASAH1	2.2939
DOM3Z	-0.6824
GIPR	-0.055
AHI1	-0.0711666666666667
NADSYN1	-0.75
RGS14	-0.2722
IL18BP	0.862
RTN4RL1	1.33866666666667
ARMC6	-1.01325
PSMD5	-0.0133333333333333
HK3	0.9049
OR4S1	0.936
RSU1	1.4864
MAD2L1	-3.85711111111111
EIF4A3	-0.59
DLEC1	0.626666666666667
E4F1	-0.501833333333333
CHMP2B	0.5868
CAMSAP1	-0.86375
RPS21	-0.611166666666667
ARID5A	1.67325
UBE2N	-0.103
IGSF8	0.184333333333333
MAGEB6	-1.411
ACAD11	-0.0308
MGC4172	-0.134
LMO4	0.11225
KLKB1	0.78825
HP	-0.8395
HDAC3	0.04125
SCHIP1	1.73125
CLCA1	-0.2545
OLFML2A	2.173125
C1orf112	-1.98575
KIF19	1.98025
HAPLN4	-0.0685
CXCR7	3.08883333333333
GOT2	-1.0548
RAB38	-0.966375
DCX	0.99475
PPM1H	-0.148083333333333
NFYC	0.104083333333333
KIN	0.195625
ZNF228	0.872
PLSCR4	3.817
HIG2	-0.4975
FAM79B	4.7155
C21orf86	-0.685
KCNK10	-0.30725
ZNF738	-0.8505
FSTL5	-0.609
OR6A2	0.2085
OTOA	1.08983333333333
EXOC1	0.503875
AHRR	-3.323125
PDAP1	-1.79791666666667
C19orf6	-0.409375
ZAN	0.01875
LY6G6E	0.0345
EIF4E2	-1.0295
C20orf198	-0.711
ZNF324	0.161
CYP3A5	-0.608666666666667
ENTPD7	-0.1045
MBOAT5	0.401666666666667
GJB5	0.28825
TTC13	-0.386
S100Z	-1.18733333333333
KIAA0664	-0.559333333333333
PDGFRB	2.18033333333333
IL17D	1.42325
OR56B4	0.144
RDX	-0.788833333333333
SLC34A3	-0.5835
IL28B	0.2225
JUND	2.16975
CHRNB1	0.220625
CAMK2B	0.78175
FETUB	-1.122
CXorf23	1.3665
MRTO4	-0.94525
TTC3	0.5787
NDUFB8	-0.00983333333333334
EDG2	0.6965
SEMA3G	3.38025
IL23A	-1.3355
GRHL1	1.8118
LOC441054	-1.0885
WDR65	0.8665
PSTK	-0.17525
STOML3	0.1445
R3HDM2	0.3376
C5	-2.31725
SLC2A10	0.3995
C3orf22	-0.133
PAQR3	-0.533615384615385
ANKRD26	-0.292916666666667
HCRTR1	-0.2755
LOC399947	0.609
PSD2	1.48775
TIGD2	0.388
SCRN1	-1.0295
COQ10A	0.0295
DDI2	-0.061
METTL7B	-1.06716666666667
UCN2	-0.35025
FAM92A3	-0.09425
WDR16	1.0675
ZNF511	-0.307333333333333
ZMYM5	-0.27225
POLR3G	-2.5145
ZNF586	0.3025
C1orf49	0.236333333333333
TANK	1.48983333333333
RCAN1	2.28066666666667
PELI3	1.25033333333333
LIMD2	-0.897666666666667
TMEM189	-1.0415
NTN4	2.235625
LOC151300	-0.0705
CLEC2A	-1.584
GPR135	-0.176
DPYSL4	-2.8557
JAK2	0.495666666666667
TSHZ1	1.48133333333333
TM9SF4	-0.536625
ZNF264	0.737666666666667
SIRPG	1.04775
BICD1	-0.14175
HERC6	1.16733333333333
METTL5	-0.5875
CASP1	1.8375
PRRT1	-0.0975
PLA2G4C	2.63266666666667
ICA1L	0.328785714285714
TPTE2	-0.00933333333333331
OTUD7A	-0.351833333333333
AQP11	-0.8185
APOA2	-4.6447
KALRN	0.5629
SECTM1	0.519
IFNAR1	0.362
TALDO1	-0.0955
RAB11FIP4	-0.746
EIF5A	-1.7935
FAM49A	2.49275
NEGR1	1.47533333333333
YTHDC2	-0.1595
EHD2	1.45225
NCF1	1.469
SCRT2	-1.0835
HOXA5	2.40166666666667
NUP133	-0.0435
FGF12	0.162
SLMO2	-0.97
SNTA1	0.60375
CACNG2	-0.233625
GCM1	0.3025
ELF1	0.9185
TLR5	3.30475
TCFL5	-0.899833333333334
RBMY2FP	-0.736
LOC100125556	0.03825
FAM129B	-0.43675
MAP3K7IP1	0.07975
NCK2	0.288
OXA1L	-0.73175
FMO9P	-0.4735
ZSCAN12	0.714
PSMD12	-0.461083333333333
HSCB	-0.11725
CLDN10	-1.77975
MGC13053	-0.55525
HPCAL4	-0.281833333333333
ASZ1	-0.568
MEX3D	-0.14325
NFAT5	0.4459
CSPG4LYP1	-0.463
FBXO3	1.1993
DVL1	-0.660333333333333
CMKLR1	1.9855
TYMS	-4.583
PEF1	0.729
ZNF750	2.40983333333333
MCM5	-1.6394
MEGF11	-0.1605
KCNK7	-0.411
PTP4A3	-0.5325
C1QTNF2	0.665
OR6S1	0.535
FAM122B	-2.222
ZNF551	-0.50875
HBQ1	-1.2625
GEMIN6	-1.02
ARSK	0.5805
RBP7	4.2575
CPNE9	-0.27
DSC1	3.406
LOC730112	-0.0175
MAP2K4	0.9045
HS3ST5	-1.224
EPB41L3	0.87325
TEKT2	0.702
CDKN2B	1.21466666666667
ZNF480	-0.9845
MAP3K6	-0.0728
MAP6	2.64133333333333
HN1	-1.9307
OR2L13	0.7825
SLC16A11	0.5715
FAM96A	-1.3625
APOL1	0.5365
C5orf32	0.816
RTP1	-0.0131666666666667
RNF175	0.143875
ZBTB41	0.714
AHCTF1	-0.4931
SAE2	-0.0239
ITGA2	0.709666666666667
MME	3.09383333333333
CCDC14	-1.05125
MAST4	1.51121428571429
KRT33B	-0.573
KCTD2	0.381666666666667
WDR26	0.410916666666667
MFI2	-0.183125
NR4A3	0.993125
ARSA	1.05175
UNKL	-0.0386666666666667
SULT6B1	0.0415
CCNA2	-4.62333333333333
SOX15	-0.626
PPAPDC1B	0.404
C19orf44	0.724
MCAT	0.0975
ARID1B	0.064625
OR52N1	-0.46
C12orf48	-2.4805
MAGI1	1.085625
NIPA2	-0.765
GBX2	-1.81675
RSHL3	0.847625
RAVER1	-0.531
C15orf17	0.542
SLC30A2	0.765125
ZNF518	0.04475
PCYT1B	-0.74425
C10orf114	0.17525
EIF3H	0.04125
SLC25A39	-1.243
KIF1B	0.1165
AMOTL2	2.65075
C6orf120	0.773
PSRC1	-2.90425
PLA2G10	0.123125
KIF5C	0.1945
MRPL37	-1.0645
C17orf62	-0.224
C9orf135	-1.31616666666667
DUSP10	1.239
CLCNKB	0.0285
PSMA5	-0.964375
C8orf53	-0.00525
AMPD3	0.4675
PIAS1	0.50125
ADCYAP1R1	-0.049
GYLTL1B	-0.07475
CDH20	0.2765
FBXO7	-0.02475
TMEM134	-0.0723333333333333
FLJ14213	0.984166666666667
ZNF3	-0.547
LRRFIP1	0.601125
CNOT2	0.293833333333333
ABI3	2.2085
ALDH5A1	-0.0319166666666667
HNT	2.1337
SERPINA4	-2.442
TK2	1.21491666666667
STMN1	-2.75455555555556
GUCA2A	0.0631666666666667
GALNT10	-0.0305
DPP6	-0.0144
C9orf93	0.410625
PRELID2	-0.1025
STK39	0.157625
SFTPA1	-1.0255
CKS2	-4.07266666666667
RHO	-0.26875
C20orf135	-0.12825
XKR3	-2.923
CR1	0.595625
RPS6KA2	1.118
C20orf112	0.261
MRPL22	-0.445
C4orf23	0.656666666666667
GADD45B	2.17925
KLHDC1	2.58916666666667
C2orf48	-1.767
ZNF287	1.716
DAAM2	0.98725
DPPA2	-2.86683333333333
TCTN3	0.455666666666667
DNAJB11	-0.36175
FPR1	2.425
DEFB4	-0.2145
PTCD2	-0.1631
SMOC2	5.19066666666667
CABP7	1.536
SERPINB11	-0.20625
MAGEF1	0.1035
NDE1	-0.196
ITGA10	0.5975
FSHB	-0.398
ANXA2	0.9585
HORMAD2	0.49075
HLCS	-0.037
MCF2L	1.34908333333333
FH	-0.72875
TBC1D24	0.66075
KIAA1505	1.91325
LGALS2	0.1345
CNBD1	-0.1465
SYNPO2L	0.2135
PTPN23	-0.0961428571428572
C1orf183	-0.0583333333333333
MAGEA8	-3.029
DGCR8	-1.611125
GSR	-1.3385
PAQR7	0.21425
ZNF676	-0.00525000000000003
CACNA1C	0.4371
SP7	-0.191
PDCD6	-0.3165
NRN1L	-0.46
BRI3BP	-1.30783333333333
KIAA1183	1.29725
ASB4	-0.4035
CCL23	2.257
OBSL1	-0.51725
SLC12A7	0.334666666666667
KIAA0240	2.0725
CD1B	-3.15066666666667
FCGR2A	0.342375
MDC1	-1.0035
HTR1A	0.00666666666666667
OCEL1	0.3455
ATP11B	-0.1089375
FBXO34	0.2475
PCDH12	3.42633333333333
RPE	-0.86575
C17orf74	-0.326
CSDC2	0.488833333333333
PET112L	0.1955
TMBIM1	1.493875
P2RXL1	-0.63125
TCHP	-0.89575
TRMT1	-1.30066666666667
F2RL2	-0.613416666666667
LRRC32	3.51783333333333
IMPG2	0.185
BGLAP	-0.091
LOC493869	-0.846416666666667
MRAS	3.3225
SLC35F5	0.4825
CBWD1	0.1275
AXL	-0.786
ATP2C2	0.81525
TELO2	-1.158
PNPLA3	-3.8185
PCDHB14	1.64625
CD276	-0.15275
KRT80	-0.9155
DUSP28	0.003
CSNK1E	0.27475
SRP14	0.9905
KCNQ4	-0.14
KRT72	0.054
CCDC117	0.011125
C6orf89	0.557777777777778
TUBB2B	-0.565833333333333
RTN4IP1	-0.83525
CR1L	-3.629
CEND1	-0.344625
C12orf41	0.023
RNF31	-0.349
UBN1	-0.462833333333333
C17orf32	0.267875
SLC5A7	0.296
GPR92	0.592166666666667
ESAM	2.9032
CTNNA1	0.201666666666667
HRBL	0.1786
CBX4	-0.90425
TMEM182	0.90225
SH3TC2	0.112333333333333
IL10	0.356833333333333
PXMP4	-0.3335
RNF167	0.0365
PAK7	3.9785
ETV3	-0.4585
ATPIF1	-0.713666666666667
LOC554207	-1.44166666666667
OR8H1	0.01625
WDFY3	1.3325
DPM1	-0.65425
GPSM1	-0.481
WDR92	-0.122
LRP1	0.7065
ANKH	-0.549
THUMPD3	-0.86025
POLR1B	-1.1835
OLFM4	5.74666666666667
RAD9B	0.9545
TSPY2	-3.5295
PAX6	-1.67983333333333
SCG2	-3.065
SLC17A6	-0.1615
FMO3	2.7845
PADI4	-0.084375
TUBB4	-0.4388
NLK	-1.26725
POU4F3	-0.38
SDF4	-0.2215
ITGBL1	1.11216666666667
NETO1	-1.615125
TAP2	0.078125
ABBA-1	-0.586166666666667
GNAI1	2.0085
VPS4B	1.20375
NOPE	-0.2235
GALNT6	0.698333333333333
SESN1	1.713
GBE1	-0.538222222222222
CLASP1	-0.15975
RASGEF1B	1.132625
ACOT11	-0.198571428571429
AFAP1	1.0305
OR2H2	-0.17575
DPY19L2P1	-0.2255
DZIP1	-1.105
SEC22C	-0.118666666666667
GPR161	-0.3315
RNF146	1.5095
WDR74	-1.349625
GALP	-0.2615
PURA	1.37825
DNPEP	0.15375
RP11-78J21.1	-0.0245
ERBB2	1.2535
FANCM	-0.469416666666667
NEO1	0.682333333333333
DDX3Y	-5.0119
RPS3A	0.409375
MXRA7	1.27214285714286
LGALS3	1.19883333333333
GLT8D1	0.36175
CFL2	0.0253333333333333
UPB1	0.343
NAP1L5	0.87925
CLDN14	-1.40125
DHX38	-0.554
BTBD1	0.06
TARS2	-0.922666666666667
ABCF1	-0.8432
FCF1	0.5555
LRRC49	0.47525
GUCY1B2	-2.604
C1orf177	0.455333333333333
SMARCA4	-1.04757142857143
LRP8	-4.25033333333333
TAGLN3	-0.86075
MRPL14	-1.07025
TTRAP	0.29525
ZDHHC20	-0.1245
NFE2L3	-1.5725
KIAA1377	1.807625
PALMD	3.7997
TMEM43	0.85525
TTL	-1.462625
STAT5B	-0.968
SSB	-0.7675
OR10H5	0.106
SLC22A13	-0.6485
AKAP3	-0.28875
TIMM23	-0.269
OAS2	0.86675
KIAA0423	1.4565
TRIM11	-0.264333333333333
GLIS3	1.23225
TMEM50B	1.08466666666667
ARHGEF4	0.3745
DEGS1	0.385181818181818
TBL1XR1	0.271966666666667
G6PD	-2.28675
SP140	0.5998
MUC17	-0.318
NUDC	-0.6952
DNAJC5B	1.07366666666667
SCARA3	0.559
CPA3	4.91733333333333
BCAT2	-0.3045
MFN1	-0.4273
NRG3	0.4155
SNX11	0.33425
PLEKHH1	-0.545666666666667
GPR177	1.01266666666667
HCFC2	0.711
TCAP	-0.711
MOCOS	-1.27075
C14orf93	0.0715
PRDM10	-0.0593333333333333
SLC16A4	1.13533333333333
SRGAP1	-0.47
VIP	1.46
DUSP27	0.941833333333333
LILRA1	0.4995
MC2R	0.2765
MGC24103	-0.375
MBTD1	-0.4325
FUT11	-0.832
USP33	0.8237
C15orf39	-0.86225
MAP3K12	0.03875
PAAF1	-0.692
BARHL1	0.1875
FLJ16165	-0.119
PIWIL2	-2.237
SYNE1	1.97083333333333
CMTM4	-0.172375
TSPYL1	1.2631
GUF1	-1.31066666666667
TMEM157	1.181
WDR44	0.384
HIST1H3C	0.24225
DKFZp666G057	1.02975
RNPEP	-0.339
GAS2L2	1.57766666666667
ADH4	-3.2105
GRPR	2.10983333333333
FBXL17	-0.62825
ZBTB10	0.552666666666667
Gcom1	1.42488888888889
HTRA1	1.6854
ZNF585A	0.120333333333333
SLC26A2	0.495714285714286
OTOP3	0.29
WISP1	-0.0478888888888889
ATP2B4	0.231833333333333
FLJ10769	0.71675
CRAMP1L	-0.06125
CHST12	-0.3525
RAB22A	-0.1525
TARDBP	-0.270142857142857
STAU1	-0.23525
CRB3	0.903333333333333
MIG7	-1.09425
CHMP1A	-0.477333333333333
ZNF160	0.5215
B3GALT6	-0.289375
BARX1	-2.007
C6orf167	-1.3664375
NXNL1	0.491
DHX29	0.3315
HADHB	0.2875
PLXNB2	0.6895
ILDR1	-0.50025
SLC15A3	1.87375
GAS2	-0.7455
C20orf69	0.38425
NUMB	0.24675
TNIP1	0.739625
MESP1	1.145
PSKH1	-0.15425
NSFL1C	0.107125
RHOG	-0.02725
HEY1	-0.5975
KNG1	-1.760375
ITGAX	0.7643
LIN9	-1.02366666666667
CANT1	0.126375
XRN1	0.449857142857143
CCDC96	1.1493
HEATR6	-1.5755
GNG7	1.36033333333333
RUNX2	0.0885625
SOX1	-0.429666666666667
FCRL5	0.8725
ZNF99	0.413375
FAM9A	0.534
SNX22	-0.4915
MBNL3	-1.42166666666667
ODC1	-2.0165
ADORA2B	-0.941333333333333
NR2F6	-0.68175
ZFYVE16	-0.00577777777777777
SYNJ2BP	0.7977
POLE	-1.517
E2F2	-2.075375
THRA	1.80866666666667
PTGES2	-1.27166666666667
HIP1R	0.592333333333333
TMUB1	-1.13066666666667
ENO3	-2.27925
RSPH10B	-0.1895
CXorf39	-0.396125
IRGC	0.343
GPR109B	2.757
FLJ13305	-0.3505
LCE3A	-0.1625
TNFRSF18	-1.00533333333333
DET1	0.66425
TRPM3	0.340083333333333
C16orf79	-1.8875
FECH	-0.136166666666667
RAP2A	-0.00616666666666667
CRIP1	2.01233333333333
AZIN1	-0.642125
SLC7A7	2.45
IL10RA	0.9717
TMEM64	-1.76025
CDC42EP4	1.635
C16orf58	-0.3854
ARG2	-2.79775
POU5F1P4	-5.062
FAM62B	0.084125
DNAH8	-2.4054
ASH2L	-0.17075
TSLP	0.200166666666667
CNTNAP5	-0.636666666666667
TMEM16C	2.83525
IFNA14	-0.2305
SLC1A3	1.690875
CABYR	0.92475
BCL7B	0.0281
NUDT13	-0.6695
C13orf28	0.203
C1orf53	-0.53825
ARL6IP4	0.3744
RPL35A	0.42275
EMR3	0.1105
RAB40C	-0.000916666666666644
SLC41A1	-0.085
LRCH1	0.63925
LY6G5B	-0.881
FAM124A	0.352785714285714
MGC10981	-4.259
CLIP3	0.8528
MAP4K2	-0.505833333333333
CHIC1	0.8195
SULF1	2.10333333333333
C20orf30	0.345357142857143
PRDM5	0.676875
ELOVL1	-0.11225
C11orf48	-1.37675
SLC39A10	-0.246
KCNV1	-0.167
ACP1	-0.357333333333333
ZMYM2	-0.061375
B3GNT6	0.098
C9orf69	-0.32225
C2orf15	0.3745
C20orf166	-0.5945
HSP90AA6P	-0.5935
EDG7	-0.0435
NEURL	-2.063875
LPL	6.11733333333333
CLEC2D	0.0545714285714286
GRRP1	3.13333333333333
CD8B	-2.8592
HIST1H3D	-2.32233333333333
SLC6A12	0.144
FAM27L	-0.394
CD84	1.0356
RASA1	0.2575
PHKG1	0.58
MAGEA11	-1.0005
IMPA1	-0.1557
NPM3	-1.91875
RARRES1	4.23875
SH3BP1	-0.563125
B3GNTL1	-1.086
ARPC5L	-0.4555
KLHL26	0.647
SIM2	-2.177375
GJC1	-0.5655
C20orf194	1.0265
EXO1	-4.13175
SLC2A2	-2.32966666666667
LOC285074	-0.24425
LRG1	0.6785
KIRREL	-0.2505
PIK3R1	2.64092857142857
C4orf34	0.892
MAF	-0.2175
ADCY4	4.17133333333333
ZMIZ2	-0.0938
SLC46A3	2.13783333333333
STAMBP	-0.585166666666667
CCDC16	0.70175
MS4A12	0.1
TCF20	0.5365
LRRC46	0.05625
C20orf152	0.2025
MRPS6	-0.289375
ABCB11	-0.0725
KCNC2	4.16633333333333
CDH19	-0.143833333333333
C9orf123	0.659833333333333
SSH3	0.427375
LDLRAD1	-2.253
CCBE1	0.84175
ZNF135	1.2645
TAAR1	0.498
WFDC12	0.3925
CCDC42	0.260833333333333
FLJ12529	-0.299
PER1	1.34416666666667
TIMM50	-1.1685
SMARCAD1	-0.190833333333333
FAM26C	0.121
TP53TG3	-1.13783333333333
SH3RF1	1.2285
LMCD1	2.65075
GPR63	-0.448
FLJ21986	-0.256125
AIFM3	-1.0625
MICAL1	-1.157
BLZF1	0.821166666666667
IQCA	2.6765
PCDHGC3	0.00949999999999999
SAC	0.36475
BCL6B	3.0995
DDO	1.307
MARCO	3.8285
DCHS1	1.75933333333333
C1orf170	0.548666666666667
CD200R1	1.2415
C22orf15	-0.8225
SEPT11	-0.1175
ADNP	0.0035
UST	0.9807
C13orf34	-1.52133333333333
RFFL	-0.0210714285714286
APBA3	-0.487
C2orf60	-0.372375
CUTL1	-0.4343
PMS1	-0.512625
ZNF689	-0.1985
EIF3E	0.3265
IL9	-0.3168
RPL31	-0.0622499999999999
LY9	0.908
ATP2B3	-0.12125
KDELR2	-0.0467916666666667
TFCP2	-0.153
NLRP12	-0.165
FLJ45422	-0.5545
TLE4	0.4411
ZNF570	0.3955
FLJ43806	-0.165
TLK2	-0.35225
CIR	0.869
MARS2	-0.29
COL24A1	0.35275
SDF2L1	-0.8245
HIBADH	0.812166666666667
IGFBP3	-1.15642857142857
C12orf23	0.32375
PSPC1	-0.1345
C20orf43	0.17775
TRAV20	-0.0895
ARHGAP24	1.96025
KIAA1975	-0.591
C1QA	3.0884
DNTT	-4.43983333333333
C10orf6	-0.290833333333333
C11orf41	-0.555625
HNRPF	-0.321375
COL11A1	0.5655
UBAP2	-0.771
CDKN2AIPNL	-1.229
C20orf174	3.6345
SPRED2	0.45825
PLA2G12A	-0.16
ICEBERG	-0.659666666666667
SCN10A	-0.0725
C11orf65	-0.30175
GBP5	3.342
PITPNC1	-0.842
POU3F3	-0.3105
NCOA7	1.154125
LIN7C	0.1502
LOC348840	-0.7545
NKX2-2	-2.8935
ANKRD13D	-0.415625
LOC123688	0.5845
FUT2	0.517333333333333
TAAR8	0.437
FZD4	1.488
PNMA3	0.0933333333333333
OR4L1	0.0785
WIT1	-2.58175
EXOC3L	1.3665
ATPBD4	0.3835
KRBA1	-0.64
UBXD6	-0.3445
HOXB7	0.042
C7orf23	0.0625
UNQ338	3.59575
STAB2	2.56025
CDC20B	-0.2875
IRF9	1.54075
CENTG1	0.0975833333333333
TNPO2	-1.16775
MCPH1	0.628125
BMS1P5	-0.9765
SLC26A7	1.08475
HIST1H3J	-0.86675
C9orf3	0.9582
LBH	0.83275
MYO1D	0.6055
PTDSS2	-0.40525
NFU1	0.82525
DEPDC4	-1.2595
WNT7B	0.12
GLP2R	-0.182833333333333
SETD4	-0.4306
DYNLT3	-0.1155
FKBP11	-0.417833333333333
SESTD1	1.25
FLII	0.669
RPS16	-0.2133
CHPF	-0.890333333333333
CSNK2A1	-0.7175
SUMO1P1	0.22475
FKBP6	-0.4255
ZNF214	1.77966666666667
TWIST1	1.73
DDX56	-1.05466666666667
TRAM1L1	2.2066
EPO	-3.46483333333333
MRPS18B	-0.3205
ZNF682	0.0831666666666667
RPL14	0.0648333333333333
MAFF	1.21725
LOC51136	-0.243875
LY96	0.706
DDX20	-0.2395
ABTB1	0.965166666666667
ARL5A	0.3132
CCT6A	-1.57175
HEPACAM	0.830666666666667
EHHADH	0.7705
RBAK	-0.183333333333333
CGB1	1.50625
ITGB5	0.6011
YIPF3	0.19725
FKBP2	0.05525
NR1D1	1.1291
TMEM110	-0.313
NEK2	-4.58533333333333
PRAMEF8	-2.88825
C20orf52	-1.01783333333333
PCDHGA3	0.432
VWA3B	0.06925
NDUFA5	0.00675000000000001
THAP9	0.35325
FLVCR2	-0.789666666666667
AP1S1	-2.1995
SMAD6	-0.11475
SAV1	1.5685
SAT1	1.3275
ZNF251	0.90325
ADAMTS7	-0.5247
RPP38	-0.02575
C1orf211	-2.4545
YPEL2	1.4569
RBMS1	0.9765
ZNF445	-0.286666666666667
NRXN2	0.583833333333333
PGBD4	-0.354875
UGT2B28	-0.739
WBSCR16	-0.4144
NLRC3	0.230625
ASTL	-0.00525
ST6GALNAC1	-0.698
ZADH2	0.529625
MLLT4	0.66675
ARL6	0.445166666666667
MEF2C	2.01575
CBFA2T3	-0.2625
AFF3	0.811285714285714
COG7	-0.272
MYB	-0.0378333333333333
PLXNA3	-0.7235
XRCC2	-2.47066666666667
MMS19	-0.519875
ST8SIA5	-1.06125
CHPT1	0.979833333333333
KIAA1712	-0.563375
OR6X1	2.322
ACTR3	-0.023125
UGCG	0.745666666666667
OR4P4	0.248
ZAP70	-2.95375
LPP	1.824
ZNF485	-0.3275
PTPRCAP	-0.183
IL12RB1	0.22175
ATRX	0.6037
CHST8	2.020625
C14orf109	0.0345
ARV1	0.20875
NMB	1.779
COX5A	-1.25783333333333
EIF6	-0.8855
MPPED2	2.11816666666667
SEMG1	-1.332
CHRDL1	3.5675
TRAF3IP2	1.36575
WNK2	0.068375
LILRA4	1.6735
LAMA2	4.901
PXT1	-0.0655
RLBP1	-1.9625
CD300C	0.49125
SLTM	0.297375
FLJ10404	-0.175375
APOBEC3D	-2.434
RENBP	0.402166666666667
ATXN7L1	0.488875
NID1	0.9
TUBGCP3	-0.404875
ITIH5	3.42033333333333
CCDC110	2.41275
C8A	-3.1535
MGC87042	0.67225
HOXC13	-1.1885
TFDP2	-0.87975
HCP5	1.5815
POLI	0.622
UCN	-2.07216666666667
ZNF764	0.112
C8orf45	0.6875
FHL3	-0.3425
SPATA5L1	-0.49775
MMRN2	3.40366666666667
NDST1	0.493166666666667
COL20A1	-0.576833333333333
ZNF248	-0.083
PELP1	-0.776
MBL2	-2.26883333333333
RNF41	0.474
C5orf24	0.153625
THOC5	-0.42225
SERINC3	0.837166666666667
RP11-151A6.2	0.5585
CDCP2	0.12475
HIST1H2AA	0.10025
C11orf75	0.241166666666667
FKBP7	0.19875
DDOST	-0.2225
GPNMB	2.0375
TTF2	-1.7105
KCNT1	-0.1265
SLC39A14	-0.862375
NGRN	0.601
GPR137B	0.844
MECP2	0.481625
PSMA1	-0.6655
C16orf73	-4.994
TMEM60	-0.065
CSN3	1.9055
NOS1	0.0273333333333333
RAB7L1	0.0666666666666667
YBX2	-0.4645
KIAA1166	-0.125125
FUBP3	0.219
ABCG1	0.288
ACACA	-0.888833333333333
ARL11	0.1827
ATOH1	-0.252
ODF1	0.0432
CREB3L3	-1.74833333333333
TMEM127	0.960571428571429
DSCAML1	1.301
PLN	3.99066666666667
LYPLA1	-0.639583333333333
PRDM9	-1.96575
SASP	1.223
PLUNC	-0.0243333333333333
INTU	0.69775
HISPPD1	-0.43475
LNPEP	0.219166666666667
YARS2	-0.526166666666667
APCDD1L	-0.2985
ZCCHC4	0.1633
FBXO22	-0.837666666666667
TTLL13	-0.0895
ZNF669	0.1935
PTGDR	3.7005
DDX27	-0.334
KIAA0409	-0.130166666666667
GJB6	0.70075
ASB8	0.91775
PLP2	-0.0605
MEPE	-0.15875
OR10J5	0.1285
KRT222P	2.475
COQ7	-0.033
C1orf101	1.7375
RERG	3.5925
CHMP5	0.34725
THAP11	0.195
ZNF43	0.845
ZRANB3	-0.7115
KRT13	3.8985
MRPL19	-0.5785
RBBP9	-0.04975
SPATA17	0.32725
BXDC5	0.0311666666666667
PAFAH1B1	-0.561333333333334
MAGEE1	0.474
OSTF1	0.126
KIAA0323	-0.14575
TXNDC13	0.797
CNTN4	2.905875
LCE1B	0.035
UNQ501	0.1585
ZNF154	0.68475
C3orf64	1.56825
SYT5	-0.4556
PON1	0.2722
FLJ10357	0.824
ATP4A	0.258
GNPDA1	-0.548166666666667
MGAT1	0.8335
C14orf121	0.012
SLC35B2	-0.297
MIER3	-0.114666666666667
CHEK1	-4.849125
ZNF8	-0.704
TXNDC1	-0.307833333333333
CKB	-1.1065
RTN3	0.419428571428571
FZD2	-1.57566666666667
PART1	0.647625
PSMB6	-0.33525
PCDHB8	0.0145
PHC3	0.5468
PPP1R8	-0.249333333333333
NOVA2	1.88716666666667
TNFRSF11B	-3.6315
GOLPH3	0.367666666666667
UBLCP1	0.17475
SUHW3	-1.331
TTLL1	0.9925
OPN4	0.38
OR13G1	-0.05
ZPBP2	0.022
HSD17B11	0.592625
C9orf50	-0.2855
DHDDS	0.6165
CTSW	1.7259
NEFM	-1.70233333333333
MRPL28	-1.09925
SYN1	-0.591833333333333
PIGV	0.497166666666667
ZIM2	1.378
APBB1	0.922666666666667
SND1	-0.40125
C1orf123	0.754333333333333
CHD3	-1.04425
BHLHB8	-0.128
RNASE2	-0.318833333333333
BCAP31	0.62775
SLC25A44	-0.0793333333333333
CHD6	-0.5203
PIB5PA	1.45
SELS	0.4695
LOC541471	-1.197125
FAT2	3.449
ZNF81	0.228
OR4C16	0.3525
FLJ10081	0.2758
LRRC4	0.83175
CS	-0.711666666666667
N4BP2	-0.296375
IGFBP7	2.38475
ZNF318	0.0588333333333333
NDNL2	1.022625
ZNF609	0.2795
SIRT4	0.47625
EXOSC10	-0.32975
ECE2	-0.618833333333333
OVGP1	0.3325
GTPBP3	-1.46525
PACS2	0.2444
C19orf36	-0.546666666666667
ARL4C	0.11675
ATG4B	-0.478625
UBQLNL	1.185
RHOXF2B	-3.7365
PLEKHG2	-0.7045
GALR1	0.267
AQP4	0.285833333333333
HDAC7A	0.394666666666667
DCUN1D3	1.1015
OR8A1	-0.4575
CCRN4L	-0.197
CBR4	-0.280333333333333
KIFC1	-3.59333333333333
SLC7A14	-0.7835
LHX5	-0.2805
TRPC7	-0.15
LPXN	-1.088
SERPINA1	-0.176875
RPS13	-0.0729
BPIL3	-0.0435
PRKAA1	-0.5865
FADS2	-1.0186
ENAH	0.2573125
PRO1768	-0.122
APBA2BP	-0.93125
LIPH	2.62
C3orf33	0.39575
RCC2	-1.43164285714286
ALDH1A2	-1.5157
RNF103	1.7005
AHCY	-1.278125
ALG12	-0.037
CCL17	-0.27025
ZNF543	0.901166666666667
ESRRG	1.8796
CNGA1	1.987
RDH5	2.856
OTX1	-1.1376
PTGFR	1.16033333333333
CDR2	0.0465
SELE	3.64425
NLGN2	-0.8635
EXOSC9	-0.6665
ZNF566	0.1695
KLRC2	-3.8165
GPR12	-0.001
KIAA0196	0.1215
PDRG1	-0.4745
SSR3	-0.374714285714286
MSI1	-0.899
CST9	3.197
CC2D1A	-0.158125
PLAGL1	0.712333333333333
ZNF778	-0.265
RNF2	0.44575
KLF6	3.038
