Hybridization REF	TCGA-AO-A03V-01A-11R-A115-07
JUNB	1.607
SYS1	0.73325
SCN2A	0.0275
ZKSCAN5	-0.8695
WNT7A	-0.047
TSHZ3	1.71425
RNF148	0.90725
H6PD	0.694
CAD	-0.581333333333333
ZNF449	-1.02
DOCK10	-0.8265
FAIM2	0.198666666666667
HEXDC	0.5945
PRB1	-0.9575
C14orf148	-0.4515
ETHE1	0.20025
IRF5	-0.1211
GNMT	-0.118166666666667
MGC16291	-1.859
RPAIN	-0.665285714285714
CAGE1	0.4965
CNTNAP3	-2.9445
ACTR1B	-0.01975
EEF1E1	-1.09275
MSX1	-0.66275
ESF1	0.265
HSPC171	0.37075
MRPL2	-0.1495
RDH12	-0.6195
CELP	-0.2655
METRNL	-1.372
C10orf116	3.39
C19orf48	0.7705
ZNF346	0.013875
NCR1	-1.9255
C10orf64	0.704
CD52	-0.008
VPS18	0.442125
AP4S1	-0.194166666666667
NPBWR1	0.1225
TPK1	0.157
UBA52	-0.453666666666667
RIPK1	1.03133333333333
CPNE3	1.1544
HSPC159	-0.402875
C8orf38	2.07025
LRRC4B	-0.4465
PARP10	0.4237
ANKRD50	2.47925
CXCL9	5.57925
FGF18	0.972636363636363
EIF2A	1.013
SLC20A2	1.1455
KIAA1549	0.463083333333333
SPINT1	1.9646
ZNF584	0.891
CRBN	0.854
ABCF3	0.559
NCBP1	-0.0411666666666667
PLA2G4F	1.33533333333333
PCDH10	-1.48125
TTC21A	0.29525
C20orf144	0.07
FGFR1OP2	-0.518666666666667
SLC9A1	1.2991
CHRND	0.1245
FOXF1	-4.41475
KIAA1467	-0.0845
TPO	0.941833333333333
LTF	3.45035714285714
DNAJB9	0.4045
MRPS27	-0.7615
bA16L21.2.1	0.33
WBP2	0.0768333333333333
MRGPRX3	-2.07016666666667
PRPF18	1.02825
C10orf58	0.492
SMOC1	-3.0892
ADAT3	1.43216666666667
TMEM138	-0.444
TMEM131	0.608875
TIMM8B	-0.56925
MYH7	-0.697666666666667
ST6GAL2	1.495
KIF1C	-0.2795
SUHW2	-1.109
PAPSS1	0.4915
CABP2	-0.007
HOXA4	-1.72525
ELF2	-0.48925
SEMA3D	0.5381
MC5R	0.1985
OGFR	1.176
FLJ30092	0.5265
TGFA	0.9758
MMP17	-0.0115
KIF15	-2.68125
CHIA	-0.39675
CATSPER3	0.37225
CEACAM7	1.87425
PADI2	1.178625
HOXA9	-0.303333333333333
LNX2	1.567
TMEM144	2.75125
HIF1AN	-0.42425
METTL7A	-1.3531
C6orf165	2.47466666666667
KIAA1468	2.3105
DSG3	-0.2735
ZNF180	0.0178333333333333
EIF4E3	1.53025
SLC46A1	0.7145
DKK1	-7.243
ZNF205	0.425833333333333
LOC162073	1.45438888888889
COX7A1	3.87875
MAGEA1	-0.177333333333333
NEDD8	0.02725
KLHDC5	0.00966666666666668
C3orf19	0.942166666666667
MRPS2	-1.2315
POLR3H	0.0037142857142857
ABHD11	0.8299
TMEM17	1.3875
PAIP2B	0.2487
MAT1A	-4.57325
LGI3	-0.2885
THUMPD2	-0.689
TKTL2	-0.22825
XAGE3	-2.225
CALM3	-0.329583333333333
C6orf136	-0.734666666666667
KCNC4	0.0988333333333333
RGS9	0.3785
ACIN1	0.128166666666667
SPATS1	-0.53025
XKR8	-0.6355
FAM84A	2.15058333333333
MS4A7	4.59036363636364
AGXT2L2	0.16775
OR1F1	-0.8015
SMAP1L	0.00825000000000002
IPO11	0.633875
ZC3H11A	-0.2098125
C1orf151	0.509625
RNASEH2A	-1.772
CCR10	-1.1135
TXNDC11	0.898
TMEM112	0.873625
MAP1B	-0.156642857142857
NVL	-0.50425
PKM2	0.2166
ARC	-0.2715
NUP54	-0.103
PPFIBP2	1.748
STAT2	0.768
PTAFR	1.1325
ROBO2	1.74725
RNF40	0.792333333333333
CCDC135	-0.686833333333333
IFT81	-0.1866
MORF4	0.08625
TM7SF3	-0.918375
OR10H3	0.084
ABP1	0.0215
CHRD	1.428375
PLEKHA8	-0.428666666666667
NCALD	0.818083333333333
OR5AK2	0.6265
ACCN1	0.620166666666667
SLITRK1	-0.73225
ARMET	0.13975
C9orf52	-0.975
REEP4	-0.9255
MTSS1	1.911125
ADH1B	3.596
DLD	-0.462
CDK5	-0.4435
PPFIA1	-0.156375
WFDC3	0.8915
DNAJB12	0.395428571428571
RANGRF	-1.2525
MLANA	-4.57675
AMY2B	-0.2775
KIAA0319	-0.574625
RPS7	-0.701
JAK3	0.5823
ARFGEF1	1.118
CXCL5	0.943166666666667
TRAPPC4	-0.864
CETN2	0.461
HSPC111	-0.8145
RHOBTB3	0.2695
PHLPP	1.431
RGS10	-0.388
TMEM58	0.38775
CHERP	0.5735
HSP90AB3P	0.9785
FSTL3	-0.2115
PEX11A	2.564
OR5V1	0.3085
FCN3	2.237
PTPN3	-0.001125
NPTX1	-4.569375
C21orf84	-0.76425
C11orf51	0.50775
ZBED2	-0.6545
FLJ90757	0.62925
NPY2R	0.5285
PLD3	0.32975
SYT17	3.33783333333333
SGSM2	-0.26625
OR1A2	1.06625
FOXP1	0.95525
SLC5A1	1.8935
POFUT1	-0.7189
EPHB6	-2.716
MYO1G	-1.8415
STAC	-1.9298
KLHL17	-1.0875
RGMA	0.1782
TJP2	0.3674
FAM114A1	-0.426666666666667
SERINC1	1.50566666666667
SLC9A8	0.619125
PEX19	0.184875
EDN2	3.32775
PSMD7	-0.497777777777778
C3orf41	-3.28775
UQCR	-0.322375
PPP1R3C	-0.247
LRP4	-2.49533333333333
TM2D1	0.38225
TTC17	1.043375
C4BPB	-4.395
CCL25	0.587
ZNF253	1.046
CHRNA9	-4.06025
SOX11	-0.41825
HIVEP3	1.7825
CGN	2.81075
C3orf35	0.175625
PKD2L1	2.33825
SYVN1	0.599625
PDE8B	-1.996
LOC439951	-0.0325
LTC4S	2.4395
MIF4GD	-0.500833333333333
SMARCA2	1.4175
TUBGCP6	0.132
CABLES1	0.48775
C16orf77	1.0865
ZNF791	0.87925
FUT5	-1.409
ADH6	-2.65183333333333
P4HB	-0.06225
CLDND2	0.144
ALKBH8	0.56875
PLAC4	-0.99925
F11R	0.523714285714286
MGC35295	2.1355
PDZD4	-0.562833333333333
LOC389073	-0.25225
FAM80B	-0.235333333333333
PSMB1	-0.389625
TXN	-0.336666666666667
VIPR1	2.1661
WBSCR18	0.35
EXOSC6	-0.340666666666667
ACTA2	3.656
SP5	-3.38058333333333
ANKRD1	-3.529
DDR1	1.3865
ATP6V1D	-0.0175
PTGS1	-1.82008333333333
RNF157	-1.233
DCC	0.12625
SPAG7	-0.585
FBXO18	0.8135
UBE3C	-0.809
HOXC6	2.14925
LRP2BP	0.557166666666667
MYST2	-0.195
PDSS2	0.27
ATE1	3.045
ARAF	0.1775
KLF10	1.622
PLA2G2E	0.10525
ASCL1	1.57016666666667
TSNAXIP1	1.44275
FAM131B	0.271625
IFNA10	0.225
NUP43	-0.589625
FAM44B	0.340875
L1TD1	-3.8965
NMD3	-1.18566666666667
C18orf54	-2.2109
PHOSPHO1	0.0475
RAG2	-3.0065
EMILIN3	-0.6855
METTL3	-0.7785
VPS13C	1.46325
REXO2	-1.70375
ANXA4	1.129
CA1	-1.468
DCP1B	-0.3665
TULP3	-0.0611666666666667
ATP2A2	0.618857142857143
ATIC	-0.57475
ADAM15	-0.428833333333333
NPL	-0.1865
LGR4	-1.637
UEVLD	1.629
GAB1	1.0385
SNAI2	-0.201666666666667
ZGPAT	1.7293
SNF1LK	0.1225
DLEU1	-1.8135
UBE2Q1	0.4295
ZMYM6	0.3023125
JPH3	-0.317166666666667
FAM38A	-0.00591666666666668
PXK	-0.41
DENND2D	1.4055
BAX	-1.78475
CP	-1.38136363636364
RPL37	1.0016
G6PC3	0.3925
NCOA4	1.9045
LRRC14	0.395125
GORASP1	1.05
FCHO2	1.058125
CYP24A1	-4.046
FXYD3	4.19775
SMARCAL1	0.01375
ABCB8	1.19033333333333
CCDC44	-1.15325
PRDM7	-3.48775
USH1C	-1.3545
DNAH5	3.34816666666667
SRF	0.533916666666667
MAL2	2.049
PGPEP1	-0.0609166666666667
SIN3B	-0.46925
SEMA3C	-0.389666666666667
GRAMD3	1.9885
FBXO10	-0.43025
OR5D13	1.014
FLJ31818	0.21225
CACNA1I	0.238875
S100A13	0.5615
TP63	1.47485714285714
ANXA11	0.2009
WDR66	0.88775
CSF2RB	-0.053
IFI44	0.11675
DACT1	1.83483333333333
ANKRD23	-1.668875
ATP5G1	-1.49333333333333
C21orf70	-0.940833333333333
PPWD1	-1.123
DNAJC13	0.48125
PAH	-2.10533333333333
PTCH2	0.4485
TRMU	-0.7665
CCDC9	0.8975
USP3	1.973
DCLRE1C	0.7321
FAM55C	1.765
FRMD4B	2.5455
CYP2R1	0.00525
RFPL1	0.7917
XPO5	-0.65225
ARL6IP2	0.134
OSBPL5	0.525
MMP9	2.82545454545455
KIAA0802	-1.12975
DHRS2	-3.21366666666667
SGEF	2.448
TXNDC10	-1.4581
EXOC6	1.57275
RPS27	0.503333333333333
PNCK	0.619
FSTL1	-0.40175
AACS	0.62225
SLMAP	0.7195
SAMD4A	-1.0622
ABRA	-0.29525
SMARCD3	0.44375
PKNOX2	-2.304
A4GNT	0.317
C9orf39	-0.9425
RALYL	-0.235
MGC33556	-2.7545
C10orf25	-0.155
BBOX1	4.58825
NHEDC1	-0.2575
XDH	1.27625
GCSH	-1.483
EDN1	1.3145
MTERF	-0.6285
CLK4	0.073125
ZNF799	0.977
KCNG1	-1.168875
CXCR4	-0.542
PTPRR	-1.61875
IRAK1	-0.641625
LOC401397	-0.8265
TMSB10	0.622214285714286
CXCL3	-3.7189
TMC4	3.396
OR7A10	0.592
STYK1	1.93175
CHRNA10	-0.409
CCNI	1.715
EP300	1.48364285714286
LOC165186	-1.02383333333333
HIC2	-2.7495
SDR-O	-0.083
OR2W1	0.071
KCNA6	-0.2655
TRIM74	-2.4085
REEP6	1.32525
ATP5G2	0.2345
ERG	0.90975
TMEM42	-0.42975
PARN	0.757833333333333
SOD2	-0.6839375
DIRAS1	-0.135833333333333
PNPT1	-0.765
JOSD3	-2.07425
hCG_40738	1.8455
PDE1C	-2.111
SEMA4D	-0.35675
AGPAT1	-0.0755
NOSTRIN	0.47625
MAP3K3	-0.1715
MAX	0.557285714285714
CAPS	2.273
SERPINA12	0.1965
OSBPL8	0.6845
RICS	1.6352
NR4A2	1.01316666666667
PPCS	0.8165
LONP1	-0.53475
SCYL3	1.162
HERC2P2	-1.5985
FIBCD1	-1.329
C15orf41	-1.83625
DMC1	-1.17216666666667
C20orf27	0.46775
RPS6KA5	2.0316
FAHD1	-0.0641666666666667
SLC12A4	0.02
BRCA1	-2.61708333333333
GBL	0.1965
SLK	0.288166666666667
NUDT9P1	-0.89
NOXO1	1.297
USP52	-0.859
BAZ1B	0.223
SLCO2B1	1.5475
BBS12	-0.248166666666667
LRGUK	1.28383333333333
TERF2IP	-0.7005
COL1A1	5.2285
KIAA0090	0.318125
GRK5	-0.437166666666667
AP1S2	-2.0903
TMEM52	-0.105166666666667
CA11	-0.771125
OR4A15	0.160333333333333
ACBD3	0.9282
SPAG11B	0.2675
PRDM2	1.3813
FOXP3	0.793
SMYD3	-0.1399
LOC389199	-0.1735
LGI2	0.643
NAPE-PLD	-0.3125
ANKRD6	0.668
WDR45	0.484666666666667
SHROOM1	-1.0385
PSCD3	0.292
PYY	0.179
KCNC1	1.42
ARHGEF9	0.2626
OR8J1	0.022
GPR55	-0.0766666666666667
NS3BP	-1.564
C10orf22	0.589333333333333
NAT8L	0.03475
DUSP4	-0.406333333333333
FOXM1	-2.35816666666667
GRAMD2	1.1472
ZBTB48	0.323666666666667
BUD31	-0.3545
PABPC5	0.7365
CCDC41	-0.1
FBXO11	0.582916666666667
C6orf148	-1.86825
RFXAP	-0.95275
C6orf15	0.7885
CDK8	-0.311833333333333
C6orf70	0.470875
TESSP2	-0.6605
ALG2	0.06
PPP1R3D	2.3345
TPM3	0.524111111111111
SYT13	1.822
EPB42	-0.524833333333333
CETN3	-1.0085
PRY	0.212
NTHL1	-0.159166666666667
POLR2B	-0.113
RPS28	0.3985
P2RX3	-0.10075
LYZL4	0.12975
WBP4	0.0949
PMM1	-0.3375
C11orf79	0.393
CBLL1	-0.4765
IL1F10	0.365333333333333
VAX2	1.0175
SETDB1	-0.186666666666667
LRAP	-3.1685
GCLM	-0.4215
CPEB3	1.86
PPM1A	0.919625
INTS1	-0.54675
CAMTA1	1.26041666666667
SAMSN1	-2.89925
LOC158830	-2.67433333333333
GMPPA	0.193125
AIPL1	-0.27425
IL24	0.58075
BDKRB1	-2.6065
MLF1	2.1146
TAF12	-0.57675
ID1	-2.395625
THADA	0.59075
PIK3CB	0.2965
OR4N5	-0.3755
TBC1D17	1.5615
COX8A	0.2385
CDCA4	-0.64625
C2orf44	-1.57725
ZNF534	-1.637
IMMP1L	0.34075
NIPSNAP3B	0.491
FTMT	0.523875
PWP2	-0.498166666666667
MMP15	0.5322
DNAH11	-1.58375
MTMR14	-0.076375
DNAL4	1.19725
IPP	0.18825
TMEM59	1.171875
C1orf157	0.3165
RGS4	1.1695
DDX18	-0.408666666666667
SNX6	-0.18675
ZNHIT2	1.25733333333333
NCDN	0.932666666666667
FLJ33534	0.56475
RAG1	-2.214625
OR4D10	0.1995
PTPN5	-0.607166666666667
POMT1	-0.939375
LRRC8A	0.0825999999999999
CYP1A1	-1.83425
CAPN1	0.826333333333333
DDHD2	-0.876875
GRIK2	-0.36075
GNRHR	0.02825
PPBP	0.53325
HTR3A	-1.12175
SLITRK4	-1.61125
ANKRD49	-1.14675
BTF3	-0.2456
SARS	0.00175
C13orf18	-1.09233333333333
CACNB1	-0.758928571428571
QKI	0.790681818181818
SETMAR	0.39325
MAN2B1	1.03833333333333
EML3	0.21225
ACADL	0.528
OFD1	0.2945
DEFB114	0.067
CGA	-4.11411111111111
PEX16	0.406166666666667
LRRC10	-0.0725
GNG12	0.103
C1orf152	-0.0718333333333334
CHRM1	0.353
CD53	-0.931875
DBH	-1.08375
TFAP2B	-2.164
HIST1H2BJ	-0.357833333333333
FAM46D	1.045
TMEM11	-0.47975
C3orf32	-2.81725
PCCB	-0.43175
IPO13	-0.006125
C6orf105	-4.3055
COMMD5	0.603
SUV420H1	0.9799
LTBR	0.67125
ARHGAP15	-1.889125
HDHD2	0.488
TDRKH	0.0743333333333333
LOC401052	0.847
PSG4	-1.1115
GNB4	-0.4402
SPATA4	1.99
SLC9A3	-1.049
OSBP	0.935
NBPF3	0.715333333333333
DOCK11	-1.1695
SLC39A5	-1.68983333333333
PRR5	0.7903
C10orf63	0.332875
SMTNL2	-1.98825
ADRA1A	0.03675
ASAH1	1.6487
DOM3Z	0.1826
GIPR	0.0796666666666666
AHI1	-0.415166666666667
NADSYN1	-0.0836666666666667
RGS14	0.1023
IL18BP	0.7805
RTN4RL1	2.04583333333333
ARMC6	-0.30225
PSMD5	0.974333333333333
HK3	0.4419
OR4S1	0.52625
RSU1	1.9292
MAD2L1	-3.06555555555556
EIF4A3	-0.458
DLEC1	-0.0925
E4F1	1.1915
CHMP2B	0.8485
CAMSAP1	-0.498
RPS21	-1.5115
ARID5A	0.5505
UBE2N	-0.0824
IGSF8	0.990833333333333
MAGEB6	-1.6645
ACAD11	-1.1831
MGC4172	-1.3995
LMO4	-1.3735
KLKB1	-0.6635
HP	-0.77
HDAC3	0.301
SCHIP1	-0.0295
CLCA1	-0.3715
OLFML2A	1.118625
C1orf112	-1.73075
KIF19	0.869166666666667
HAPLN4	-0.1601
CXCR7	-1.11183333333333
GOT2	-0.2695
RAB38	0.23225
DCX	-0.5235
PPM1H	-1.12208333333333
NFYC	0.386416666666667
KIN	0.637875
ZNF228	0.223
PLSCR4	1.53983333333333
HIG2	-0.839
FAM79B	4.1465
C21orf86	-0.9032
KCNK10	-0.291
ZNF738	-0.86125
FSTL5	-1.63183333333333
OR6A2	0.265
OTOA	0.603666666666667
EXOC1	0.463875
AHRR	-2.245
PDAP1	-1.63275
C19orf6	-0.0155
ZAN	-0.008
LY6G6E	0.208
EIF4E2	-0.65375
C20orf198	2.00625
ZNF324	2.18125
CYP3A5	-3.1415
ENTPD7	0.213833333333333
MBOAT5	0.570666666666667
GJB5	-2.55075
TTC13	-0.84675
S100Z	-1.31083333333333
KIAA0664	0.214166666666667
PDGFRB	1.9435
IL17D	-0.509
OR56B4	-0.1275
RDX	-2.22766666666667
SLC34A3	0.13
IL28B	0.9005
JUND	1.60625
CHRNB1	-0.44375
CAMK2B	2.77
FETUB	-1.864
CXorf23	1.23525
MRTO4	-0.913875
TTC3	1.6005
NDUFB8	-1.04466666666667
EDG2	-0.616
SEMA3G	0.78675
IL23A	-2.6775
GRHL1	1.5035
LOC441054	-1.53
WDR65	0.426125
PSTK	1.12525
STOML3	0.0966666666666666
R3HDM2	0.2565
C5	-4.0215
SLC2A10	1.533
C3orf22	0.31675
PAQR3	-0.439769230769231
ANKRD26	-0.608166666666667
HCRTR1	0.043
LOC399947	-0.9585
PSD2	0.30875
TIGD2	-1.32466666666667
SCRN1	-2.335
COQ10A	-2.35575
DDI2	0.0345
METTL7B	-0.769833333333333
UCN2	0.1655
FAM92A3	-1.31575
WDR16	0.158
ZNF511	-0.394
ZMYM5	-0.78425
POLR3G	-2.46125
ZNF586	2.70425
C1orf49	0.0491666666666667
TANK	0.848333333333333
RCAN1	-0.9405
PELI3	0.404333333333333
LIMD2	0.07825
TMEM189	0.4845
NTN4	1.244375
LOC151300	0.171
CLEC2A	-1.371
GPR135	-0.247375
DPYSL4	-0.2333
JAK2	-0.5505
TSHZ1	0.653833333333333
TM9SF4	-0.098625
ZNF264	2.48516666666667
SIRPG	1.188125
BICD1	0.094
HERC6	2.80616666666667
METTL5	-1.284
CASP1	-0.74775
PRRT1	0.4325
PLA2G4C	0.499666666666667
ICA1L	0.426071428571429
TPTE2	0.676666666666667
OTUD7A	0.437
AQP11	-0.471
APOA2	-3.778
KALRN	-1.0557
SECTM1	1.53708333333333
IFNAR1	0.11975
TALDO1	0.717875
RAB11FIP4	-0.260583333333333
EIF5A	-1.8495
FAM49A	0.557
NEGR1	0.5745
YTHDC2	0.49775
EHD2	0.047
NCF1	1.4394
SCRT2	0.0925
HOXA5	-0.0386666666666666
NUP133	-0.308
FGF12	2.58075
SLMO2	-0.5495
SNTA1	0.3025
CACNG2	0.1715
GCM1	0.56225
ELF1	2.05333333333333
TLR5	2.39975
TCFL5	-0.771333333333333
RBMY2FP	-1.8145
LOC100125556	0.614875
FAM129B	-0.155875
MAP3K7IP1	0.132625
NCK2	-0.246
OXA1L	-0.469
FMO9P	-0.2905
ZSCAN12	0.85775
PSMD12	-1.43008333333333
HSCB	-1.002
CLDN10	-3.69025
MGC13053	-0.76375
HPCAL4	-0.502166666666667
ASZ1	-0.75
MEX3D	0.659666666666667
NFAT5	-0.1062
CSPG4LYP1	-0.403166666666667
FBXO3	0.8369
DVL1	0.0745
CMKLR1	1.25016666666667
TYMS	-4.27825
PEF1	1.131
ZNF750	1.0705
MCM5	-1.3603
MEGF11	-0.4195
KCNK7	0.0115
PTP4A3	0.782
C1QTNF2	-1.0325
OR6S1	0.2185
FAM122B	-0.812
ZNF551	2.90625
HBQ1	-2.5155
GEMIN6	-1.29725
ARSK	-0.553
RBP7	2.16166666666667
CPNE9	0.00675
DSC1	1.473
LOC730112	-1.45125
MAP2K4	-2.455375
HS3ST5	-1.3305
EPB41L3	0.14375
TEKT2	1.97
CDKN2B	-0.560166666666667
ZNF480	0.1835
MAP3K6	0.83
MAP6	1.67166666666667
HN1	-0.6188
OR2L13	0.812666666666667
SLC16A11	1.0615
FAM96A	0.2235
APOL1	-0.1115
C5orf32	-0.017
RTP1	-0.881166666666667
RNF175	-0.925375
ZBTB41	1.02
AHCTF1	0.00570000000000004
SAE2	0.1007
ITGA2	0.0915833333333334
MME	-0.886666666666667
CCDC14	-1.51525
MAST4	1.58714285714286
KRT33B	-0.567
KCTD2	-0.4
WDR26	0.0361666666666667
MFI2	-0.629625
NR4A3	-0.8025
ARSA	0.767
UNKL	0.249333333333333
SULT6B1	-0.0965
CCNA2	-3.48283333333333
SOX15	-0.7075
PPAPDC1B	-0.164166666666667
C19orf44	-0.3545
MCAT	0.74375
ARID1B	0.410625
OR52N1	0.339
C12orf48	-2.01975
MAGI1	0.535
NIPA2	-1.21225
GBX2	-1.841
RSHL3	0.667
RAVER1	0.0465
C15orf17	-0.261
SLC30A2	0.42975
ZNF518	-0.161
PCYT1B	-1.7265
C10orf114	-1.80975
EIF3H	0.32775
SLC25A39	-0.640666666666667
KIF1B	-0.048125
AMOTL2	-0.455
C6orf120	0.46825
PSRC1	-1.82975
PLA2G10	4.000875
KIF5C	0.02975
MRPL37	-0.5165
C17orf62	2.01083333333333
C9orf135	0.097
DUSP10	0.8436
CLCNKB	0.3965
PSMA5	-0.153375
C8orf53	0.947
AMPD3	0.2985
PIAS1	0.929
ADCYAP1R1	-0.172
GYLTL1B	-0.62575
CDH20	-0.0753333333333333
FBXO7	-0.58425
TMEM134	0.887833333333333
FLJ14213	0.300833333333333
ZNF3	0.91325
LRRFIP1	0.0275416666666667
CNOT2	0.308583333333333
ABI3	1.90675
ALDH5A1	-0.295833333333333
HNT	2.6972
SERPINA4	-2.2805
TK2	0.617545454545455
STMN1	-2.14066666666667
GUCA2A	0.387666666666667
GALNT10	1.13757142857143
DPP6	-0.90035
C9orf93	0.08975
PRELID2	-1.473125
STK39	-0.175875
SFTPA1	-1.4715
CKS2	-1.08
RHO	0.32675
C20orf135	0.4305
XKR3	-2.899
CR1	-0.13725
RPS6KA2	1.619
C20orf112	1.26225
MRPL22	-0.183
C4orf23	1.222
GADD45B	0.81325
KLHDC1	1.16033333333333
C2orf48	-1.315
ZNF287	1.22
DAAM2	-1.438
DPPA2	-3.56066666666667
TCTN3	-0.371333333333333
DNAJB11	0.0455
FPR1	2.3465
DEFB4	-0.2575
PTCD2	-0.8441
SMOC2	3.94733333333333
CABP7	0.78
SERPINB11	0.2255
MAGEF1	0.09025
NDE1	0.011
ITGA10	0.118
FSHB	0.1375
ANXA2	0.461125
HORMAD2	0.026
HLCS	0.12175
MCF2L	1.84266666666667
FH	-0.499125
TBC1D24	1.054
KIAA1505	0.7085
LGALS2	-0.879
CNBD1	-0.869
SYNPO2L	-0.46725
PTPN23	0.770714285714286
C1orf183	-0.7595
MAGEA8	-0.94475
DGCR8	-1.129
GSR	-1.0405
PAQR7	-0.142
ZNF676	1.3735
CACNA1C	1.673
SP7	0.0005
PDCD6	-0.70225
NRN1L	-0.7795
BRI3BP	-0.399166666666667
KIAA1183	1.46475
ASB4	-0.18075
CCL23	0.4984
OBSL1	-1.335875
SLC12A7	1.07541666666667
KIAA0240	1.55725
CD1B	-3.09016666666667
FCGR2A	0.771625
MDC1	-1.66875
HTR1A	0.1535
OCEL1	1.13375
ATP11B	-0.62425
FBXO34	0.206833333333333
PCDH12	3.16733333333333
RPE	-0.44325
C17orf74	-0.1635
CSDC2	0.532166666666667
PET112L	-0.976
TMBIM1	1.434875
P2RXL1	-0.1575
TCHP	-1.42075
TRMT1	-0.924666666666667
F2RL2	1.59083333333333
LRRC32	3.03933333333333
IMPG2	0.2695
BGLAP	0.55375
LOC493869	-1.95508333333333
MRAS	1.207375
SLC35F5	1.2885
CBWD1	0.041
AXL	-1.962625
ATP2C2	2.24925
TELO2	-0.15875
PNPLA3	-1.77025
PCDHB14	2.60275
CD276	1.07725
KRT80	-0.587125
DUSP28	-0.016
CSNK1E	-0.0391666666666667
SRP14	0.6535
KCNQ4	-0.772
KRT72	-0.2435
CCDC117	0.12075
C6orf89	0.579333333333333
TUBB2B	-2.96533333333333
RTN4IP1	-0.71825
CR1L	-4.4205
CEND1	0.256
C12orf41	-0.122666666666667
RNF31	0.63875
UBN1	0.0393333333333333
C17orf32	1.268125
SLC5A7	0.598
GPR92	0.248833333333333
ESAM	2.6005
CTNNA1	1.04491666666667
HRBL	-0.4018
CBX4	0.7135
TMEM182	-0.93025
SH3TC2	-1.65866666666667
IL10	0.433666666666667
PXMP4	0.2705
RNF167	0.0761
PAK7	1.03516666666667
ETV3	0.0585
ATPIF1	0.183666666666667
LOC554207	-2.41583333333333
OR8H1	0.1145
WDFY3	1.649125
DPM1	-0.20725
GPSM1	-0.37
WDR92	-0.5572
LRP1	0.1245
ANKH	-1.36625
THUMPD3	-0.976
POLR1B	-0.49325
OLFM4	4.263
RAD9B	0.216
TSPY2	-3.5145
PAX6	-1.797
SCG2	-3.0155
SLC17A6	-0.0545
FMO3	2.052875
PADI4	-0.286625
TUBB4	-0.3981
NLK	0.419
POU4F3	-0.453
SDF4	0.79525
ITGBL1	1.02216666666667
NETO1	-2.04475
TAP2	-0.323625
ABBA-1	-0.476083333333333
GNAI1	-0.76075
VPS4B	2.42525
NOPE	-0.1336
GALNT6	3.0025
SESN1	1.637
GBE1	-1.74244444444444
CLASP1	-0.0525
RASGEF1B	0.73675
ACOT11	-0.342357142857143
AFAP1	0.79725
OR2H2	0.09675
DPY19L2P1	-0.66725
DZIP1	-1.9355
SEC22C	-0.194416666666667
GPR161	-0.818333333333333
RNF146	-0.26575
WDR74	-0.493625
GALP	0.4825
PURA	1.2505
DNPEP	1.0245
RP11-78J21.1	-0.3445
ERBB2	1.494
FANCM	-1.12891666666667
NEO1	2.00616666666667
DDX3Y	-4.6673
RPS3A	-0.726875
MXRA7	-0.561714285714286
LGALS3	-0.625
GLT8D1	0.13
CFL2	-2.06933333333333
UPB1	0.14425
NAP1L5	0.629625
CLDN14	-0.5945
DHX38	-0.53025
BTBD1	0.66775
TARS2	0.150333333333333
ABCF1	-0.0678
FCF1	0.624
LRRC49	0.4725
GUCY1B2	-2.545
C1orf177	0.1325
SMARCA4	-0.116714285714286
LRP8	-2.90816666666667
TAGLN3	-1.47
MRPL14	-0.32
TTRAP	-0.32225
ZDHHC20	0.6255
NFE2L3	-1.9495
KIAA1377	1.434
PALMD	1.2862
TMEM43	0.2965
TTL	-0.925875
STAT5B	-1.65633333333333
SSB	-0.598125
OR10H5	0.041
SLC22A13	-0.8155
AKAP3	-1.05125
TIMM23	0.175833333333333
OAS2	2.25466666666667
KIAA0423	1.94
TRIM11	0.123166666666667
GLIS3	1.75475
TMEM50B	0.807333333333333
ARHGEF4	-0.5445
DEGS1	-1.10618181818182
TBL1XR1	1.5691
G6PD	-0.9755
SP140	0.575
MUC17	-0.0194285714285714
NUDC	-0.0147
DNAJC5B	1.23516666666667
SCARA3	-1.26416666666667
CPA3	4.6865
BCAT2	2.0835
MFN1	0.2052
NRG3	1.0505
SNX11	-0.278
PLEKHH1	-0.819
GPR177	1.24466666666667
HCFC2	-0.552
TCAP	-1.37875
MOCOS	-3.38075
C14orf93	-0.07725
PRDM10	-1.11333333333333
SLC16A4	-0.213
SRGAP1	1.23533333333333
VIP	0.95725
DUSP27	0.2045
LILRA1	0.4992
MC2R	0.113
MGC24103	-2.33875
MBTD1	-2.071
FUT11	0.362333333333333
USP33	0.7215
C15orf39	-0.86925
MAP3K12	0.345875
PAAF1	-0.416166666666667
BARHL1	0.101
FLJ16165	-0.4965
PIWIL2	-3.213
SYNE1	0.2615
CMTM4	1.1635
TSPYL1	1.4932
GUF1	-1.00633333333333
TMEM157	1.466
WDR44	-0.22025
HIST1H3C	-0.5145
DKFZp666G057	-0.45075
RNPEP	0.17925
GAS2L2	-0.043
ADH4	-5.4155
GRPR	2.86933333333333
FBXL17	-0.17525
ZBTB10	1.07641666666667
Gcom1	0.496833333333334
HTRA1	2.0328
ZNF585A	0.112333333333333
SLC26A2	0.338857142857143
OTOP3	0.230833333333333
WISP1	2.73911111111111
ATP2B4	-0.335166666666667
FLJ10769	2.304
