Hybridization REF	TCGA-AO-A12E-01A-11R-A10J-07
FMNL3	0.360333333333333
TRIM13	-0.36725
C15orf5	-0.89725
IQCF1	0.29525
CACNG8	0.0125
SLC35D3	0.00216666666666667
ZDHHC9	0.0995
ODF3L1	0.37525
C9orf86	-0.6645
TSEN2	-1.0305
C17orf64	0.507
SEPX1	0.6514
TSPO	0.0895
SYMPK	-0.274
ADORA1	0.485
TSPAN10	0.409
SEMA6C	0.352333333333333
RTTN	-0.79
IL2	0.502833333333333
ARRDC3	0.834833333333333
TBPL1	-1.15483333333333
STX12	1.08575
MRPL39	-0.97
OR8H3	-0.395
IFIT5	2.76366666666667
CASC5	-1.238125
FAM46A	-0.8745
HPCAL1	-0.558375
CYLC1	-0.134
VGLL2	0.394875
C20orf191	0.848
CDH1	-0.331
ITPA	0.10825
CCDC101	-0.441
D15Wsu75e	-0.42675
EDA	-0.794
CREG1	-0.27025
OR7G2	0.179
SAP18	0.398166666666667
IFIT1	4.59
CALML3	1.2455
FLJ37440	1.9245
FNDC5	-0.99425
SERPINB6	-0.0815
JUNB	1.6779
SYS1	1.67275
SCN2A	0.266833333333333
ZKSCAN5	-0.4154
WNT7A	-0.0691666666666667
TSHZ3	2.229
RNF148	0.57175
H6PD	0.019625
CAD	-1.3795
ZNF449	-0.50125
DOCK10	0.263
FAIM2	0.248166666666667
HEXDC	1.00975
PRB1	0.1045
C14orf148	-0.148
ETHE1	0.5165
IRF5	1.0191
GNMT	1.767
MGC16291	-2.057
RPAIN	0.114785714285714
CAGE1	0.14
CNTNAP3	-1.153375
ACTR1B	-0.79975
EEF1E1	-1.271
MSX1	-0.4285
ESF1	-0.1264
HSPC171	-0.05525
MRPL2	-1.05916666666667
RDH12	-0.494333333333333
CELP	0.472
METRNL	0.7695
C10orf116	4.66333333333333
C19orf48	-1.2185
ZNF346	-0.1095
NCR1	-1.1535
C10orf64	-0.0225
CD52	-0.3665
VPS18	1.060125
AP4S1	0.0108333333333333
NPBWR1	0.2835
TPK1	0.84675
UBA52	-0.691055555555556
RIPK1	0.516333333333333
CPNE3	0.611
HSPC159	-0.0734999999999999
C8orf38	0.87575
LRRC4B	-0.0915
PARP10	0.741
ANKRD50	1.604375
CXCL9	3.951
FGF18	0.00981818181818181
EIF2A	-0.287
SLC20A2	0.790166666666667
KIAA1549	0.0453333333333333
SPINT1	2.1337
ZNF584	-0.5205
CRBN	0.4845
ABCF3	0.0373333333333333
NCBP1	-0.510166666666667
PLA2G4F	0.906166666666667
PCDH10	-0.33325
TTC21A	0.995
C20orf144	0.136
FGFR1OP2	0.1565
SLC9A1	0.5143
CHRND	0.066
FOXF1	-2.88475
KIAA1467	0.679
TPO	2.0255
LTF	3.78592857142857
DNAJB9	0.23625
MRPS27	-0.3095
bA16L21.2.1	0.39775
WBP2	0.678833333333333
MRGPRX3	-0.9155
PRPF18	0.39175
C10orf58	1.38775
SMOC1	-3.0077
ADAT3	0.337833333333333
TMEM138	-0.77625
TMEM131	0.053125
TIMM8B	-0.73425
MYH7	-0.541
ST6GAL2	-0.085125
KIF1C	0.312
SUHW2	-0.5495
PAPSS1	0.3235
CABP2	0.029
HOXA4	-0.135
ELF2	-0.132
SEMA3D	0.7117
MC5R	0.245
OGFR	0.3775
FLJ30092	0.566833333333333
TGFA	0.8358
MMP17	0.282
KIF15	-2.16325
CHIA	0.36425
CATSPER3	0.98925
CEACAM7	1.344
PADI2	2.7605
HOXA9	0.386833333333333
LNX2	0.166666666666667
TMEM144	2.3265
HIF1AN	0.831
METTL7A	0.3379
C6orf165	2.97366666666667
KIAA1468	0.019625
DSG3	2.3925
ZNF180	0.148333333333333
EIF4E3	0.927375
SLC46A1	1.22825
DKK1	-5.2845
ZNF205	0.7435
LOC162073	0.632611111111111
COX7A1	4.74825
MAGEA1	-5.46733333333333
NEDD8	0.0678333333333333
KLHDC5	-0.0706666666666666
C3orf19	0.119833333333333
MRPS2	-0.81075
POLR3H	0.108714285714286
ABHD11	1.707
TMEM17	0.4065
PAIP2B	0.531
MAT1A	0.36475
LGI3	-0.038
THUMPD2	-0.337
TKTL2	0.79775
XAGE3	-0.992
CALM3	0.2295
C6orf136	-0.510666666666667
KCNC4	0.115833333333333
RGS9	0.306833333333333
ACIN1	-0.296833333333333
SPATS1	0.1855
XKR8	0.0755
FAM84A	1.01425
MS4A7	3.96890909090909
AGXT2L2	0.42175
OR1F1	-0.081
SMAP1L	-0.28475
IPO11	0.870625
ZC3H11A	-0.2106875
C1orf151	0.49975
RNASEH2A	-1.21625
CCR10	-0.7685
TXNDC11	0.788416666666667
TMEM112	1.651375
MAP1B	-0.477714285714286
NVL	0.34475
PKM2	-1.4354
ARC	0.16
NUP54	-0.539
PPFIBP2	1.70316666666667
STAT2	1.35425
PTAFR	1.80266666666667
ROBO2	-0.357875
RNF40	0.705166666666667
CCDC135	-0.306833333333333
IFT81	-0.1473
MORF4	-0.2965
TM7SF3	0.505375
OR10H3	0.019
ABP1	0.163375
CHRD	0.647375
PLEKHA8	0.311166666666667
NCALD	2.26058333333333
OR5AK2	0.26025
ACCN1	-0.187666666666667
SLITRK1	0.002
ARMET	-0.15675
C9orf52	2.03325
REEP4	-1.46075
MTSS1	1.48775
ADH1B	3.57816666666667
DLD	0.2585
CDK5	0.55025
PPFIA1	1.6316875
WFDC3	1.453
DNAJB12	1.05492857142857
RANGRF	0.757
MLANA	-4.91225
AMY2B	-0.0102499999999999
KIAA0319	-0.835125
RPS7	-0.931
JAK3	0.0616
ARFGEF1	1.05125
CXCL5	0.752333333333333
TRAPPC4	-0.77775
CETN2	0.894
HSPC111	-0.73325
RHOBTB3	-1.117
PHLPP	-0.454
RGS10	1.171
TMEM58	1.0595
CHERP	0.012125
HSP90AB3P	-0.2485
FSTL3	-0.559
PEX11A	1.17525
OR5V1	0.3575
FCN3	1.96075
PTPN3	0.42925
NPTX1	-5.511
C21orf84	-0.71625
C11orf51	-0.947875
ZBED2	-0.70775
FLJ90757	0.662
NPY2R	3.07875
PLD3	0.21325
SYT17	3.36016666666667
SGSM2	-0.1795
OR1A2	0.0415
FOXP1	1.923875
SLC5A1	2.2245
POFUT1	-0.468
EPHB6	-2.86566666666667
MYO1G	-1.6185
STAC	-1.0743
KLHL17	-0.692166666666667
RGMA	1.0112
TJP2	0.1424
FAM114A1	0.321
SERINC1	1.4145
SLC9A8	-0.09825
PEX19	0.540625
EDN2	0.60725
PSMD7	-1.46811111111111
C3orf41	-1.47875
UQCR	0.037125
PPP1R3C	2.678
LRP4	-2.2355
TM2D1	0.25725
TTC17	-0.1669375
C4BPB	-3.33725
CCL25	0.1235
ZNF253	-0.116666666666667
CHRNA9	-3.857
SOX11	-1.705
HIVEP3	1.347
CGN	2.273
C3orf35	-0.174
PKD2L1	2.21975
SYVN1	0.17875
PDE8B	-0.449125
LOC439951	0.56625
LTC4S	2.619
MIF4GD	0.989666666666667
SMARCA2	1.4938125
TUBGCP6	-0.552
CABLES1	-0.473875
C16orf77	2.43233333333333
ZNF791	0.02275
FUT5	-0.5945
ADH6	-2.1895
P4HB	0.56725
CLDND2	-1.2005
ALKBH8	0.45225
PLAC4	0.5395
F11R	0.187428571428571
MGC35295	1.18333333333333
PDZD4	-0.305
LOC389073	-0.1195
FAM80B	0.0958333333333333
PSMB1	-0.233625
TXN	-0.7725
VIPR1	1.6349
WBSCR18	0.6688
EXOSC6	-0.742166666666667
ACTA2	3.85883333333333
SP5	-1.94466666666667
ANKRD1	-2.4785
DDR1	2.4885
ATP6V1D	-0.02075
PTGS1	-0.1265
RNF157	-0.1765
DCC	-0.07125
SPAG7	0.44525
FBXO18	-0.34125
UBE3C	-0.0558
HOXC6	0.59125
LRP2BP	0.0738333333333333
MYST2	0.0695
PDSS2	0.1705
ATE1	-0.26625
ARAF	-0.2725
KLF10	-0.04275
PLA2G2E	-0.102
ASCL1	3.74933333333333
TSNAXIP1	1.09625
FAM131B	-0.218375
IFNA10	0.4555
NUP43	-0.91525
FAM44B	0.071875
L1TD1	-6.329
NMD3	-0.844833333333333
C18orf54	-1.846
PHOSPHO1	0.35
RAG2	-0.938
EMILIN3	-0.192
METTL3	-0.921
VPS13C	0.294125
REXO2	-1.31
ANXA4	0.05225
CA1	-1.2495
DCP1B	0.825
TULP3	-0.325333333333333
ATP2A2	0.0634285714285714
ATIC	-0.599
ADAM15	-0.50625
NPL	1.15283333333333
LGR4	-0.637125
UEVLD	0.741666666666667
GAB1	0.8055
SNAI2	0.152833333333333
ZGPAT	0.1373
SNF1LK	0.583125
DLEU1	-2.4965
UBE2Q1	0.236625
ZMYM6	0.0939375
JPH3	-1.54616666666667
FAM38A	-0.562916666666667
PXK	0.296
DENND2D	3.03225
BAX	-1.43625
CP	-2.15527272727273
RPL37	-0.4917
G6PC3	0.011375
NCOA4	-0.0065
LRRC14	-0.511625
GORASP1	0.7395
FCHO2	1.418875
CYP24A1	-3.0014
FXYD3	3.026375
SMARCAL1	0.3925
ABCB8	-0.110333333333333
CCDC44	0.421
PRDM7	-2.88625
USH1C	-1.116
DNAH5	0.229166666666667
SRF	0.168833333333333
MAL2	2.07833333333333
PGPEP1	-0.0774166666666667
SIN3B	-0.81875
SEMA3C	0.704833333333333
GRAMD3	2.0025
FBXO10	0.023
OR5D13	0.601
FLJ31818	0.252125
CACNA1I	0.468875
S100A13	0.455
TP63	2.45035714285714
ANXA11	0.5763
WDR66	0.0926249999999999
CSF2RB	0.3495
IFI44	2.72025
DACT1	0.857666666666667
ANKRD23	-1.3285
ATP5G1	-0.684333333333333
C21orf70	-0.595666666666667
PPWD1	-0.8055
DNAJC13	-0.24625
PAH	-2.21333333333333
PTCH2	0.58525
TRMU	-2.06725
CCDC9	0.233
USP3	-0.5138
DCLRE1C	0.0817
FAM55C	1.586
FRMD4B	1.78
CYP2R1	0.2445
RFPL1	-0.6791
XPO5	-1.13575
ARL6IP2	-0.2745
OSBPL5	1.58025
MMP9	0.964272727272727
KIAA0802	-1.457125
DHRS2	-3.12016666666667
SGEF	1.261125
TXNDC10	-1.1338
EXOC6	1.416
RPS27	0.524333333333333
PNCK	-1.3975
FSTL1	-0.40175
AACS	1.13375
SLMAP	0.574666666666667
SAMD4A	-0.532
ABRA	0.14875
SMARCD3	1.9625
PKNOX2	-2.36533333333333
A4GNT	0.3695
C9orf39	0.0248333333333333
RALYL	0.2485
MGC33556	-2.711
C10orf25	-0.5835
BBOX1	5.92
NHEDC1	-0.054
XDH	0.296
GCSH	-1.2955
EDN1	3.06116666666667
MTERF	-0.23025
CLK4	0.916625
ZNF799	-0.145833333333333
KCNG1	-2.394875
CXCR4	0.5515
PTPRR	-1.9855
IRAK1	-0.614875
LOC401397	-0.5075
TMSB10	0.535357142857143
CXCL3	-2.0655
TMC4	2.79775
OR7A10	0.1935
STYK1	2.30825
CHRNA10	-0.5205
CCNI	0.38625
EP300	0.698071428571428
LOC165186	-0.169666666666667
HIC2	-3.5485
SDR-O	-0.096
OR2W1	0.169
KCNA6	0.4095
TRIM74	-1.15375
REEP6	1.161
ATP5G2	0.31475
ERG	1.075375
TMEM42	0.257
PARN	0.287333333333333
SOD2	-0.017875
DIRAS1	-0.8185
PNPT1	-0.86325
JOSD3	-1.8465
hCG_40738	-0.86
PDE1C	-1.18025
SEMA4D	0.130375
AGPAT1	-0.220166666666667
NOSTRIN	1.27775
MAP3K3	-0.234833333333333
MAX	1.22435714285714
CAPS	2.70133333333333
SERPINA12	0.2445
OSBPL8	-0.437625
RICS	1.6822
NR4A2	1.98816666666667
PPCS	1.32616666666667
LONP1	-0.8815
SCYL3	1.071
HERC2P2	-1.39833333333333
FIBCD1	0.0135
C15orf41	-1.1715
DMC1	-0.579
C20orf27	-1.30075
RPS6KA5	0.9798
FAHD1	0.729
SLC12A4	0.1825
BRCA1	-0.62
GBL	0.4065
SLK	0.344333333333333
NUDT9P1	-0.3575
NOXO1	3.0525
USP52	-0.67475
BAZ1B	0.137125
SLCO2B1	3.32975
BBS12	1.4395
LRGUK	0.4205
TERF2IP	-0.0285
COL1A1	3.5725
KIAA0090	0.484
GRK5	0.130333333333333
AP1S2	-0.8546
TMEM52	0.369
CA11	0.593375
OR4A15	0.301166666666667
ACBD3	0.9573
SPAG11B	0.27925
PRDM2	0.687
FOXP3	-0.16225
SMYD3	-0.5291
LOC389199	0.4805
LGI2	0.285333333333333
NAPE-PLD	-0.2424
ANKRD6	0.3545
WDR45	-0.0485
SHROOM1	1.78675
PSCD3	0.017
PYY	1.305
KCNC1	-1.029
ARHGEF9	-0.4921
OR8J1	0.10375
GPR55	0.151666666666667
NS3BP	-0.819
C10orf22	0.0393333333333333
NAT8L	0.9255
DUSP4	1.33283333333333
FOXM1	-1.57266666666667
GRAMD2	1.7232
ZBTB48	-0.0536666666666667
BUD31	-0.1715
PABPC5	0.3595
CCDC41	-0.2845
FBXO11	-0.1105
C6orf148	-0.67375
RFXAP	-1.42675
C6orf15	0.4775
CDK8	-1.16366666666667
C6orf70	0.18425
TESSP2	0.196
ALG2	-0.069
PPP1R3D	1.81375
TPM3	0.562777777777778
SYT13	-2.67325
EPB42	0.0691666666666667
CETN3	-0.72775
PRY	-0.5345
NTHL1	1.17816666666667
POLR2B	-0.2385
RPS28	-0.0945833333333334
P2RX3	0.129
LYZL4	0.59775
WBP4	-0.2031
PMM1	-0.58175
C11orf79	-0.167
CBLL1	-0.79325
IL1F10	0.089
VAX2	-0.536
SETDB1	-0.282833333333333
LRAP	0.5305
GCLM	-0.129666666666667
CPEB3	1.93775
PPM1A	0.635125
INTS1	-0.5655
CAMTA1	0.230416666666667
SAMSN1	-0.59875
LOC158830	-2.35566666666667
GMPPA	-0.2565
AIPL1	-0.03625
IL24	0.102083333333333
BDKRB1	-1.94433333333333
MLF1	0.9379
TAF12	-0.26425
ID1	-3.25875
THADA	-0.16
PIK3CB	-0.26075
OR4N5	0.6395
TBC1D17	-0.2455
COX8A	-0.869
CDCA4	-1.66625
C2orf44	-0.75175
ZNF534	-1.1755
IMMP1L	-0.82475
NIPSNAP3B	0.235
FTMT	0.208125
PWP2	-0.671833333333333
MMP15	-0.8266
DNAH11	-0.63125
MTMR14	0.016
DNAL4	0.31725
IPP	-0.0015
TMEM59	1.09725
C1orf157	0.112
RGS4	1.579
DDX18	-0.395166666666667
SNX6	-0.25625
ZNHIT2	-0.146
NCDN	0.466333333333333
FLJ33534	0.36125
RAG1	-1.86475
OR4D10	0.3845
PTPN5	-0.141833333333333
POMT1	0.499375
LRRC8A	0.5436
CYP1A1	-1.76225
CAPN1	-0.468333333333333
DDHD2	-0.230875
GRIK2	-0.379
GNRHR	-0.333
PPBP	-0.144
HTR3A	-0.789
SLITRK4	-0.7285
ANKRD49	-0.50925
BTF3	0.584
SARS	-0.32525
C13orf18	0.553
CACNB1	-0.0369285714285715
QKI	0.346909090909091
SETMAR	0.21125
MAN2B1	0.495333333333333
EML3	-1.26575
ACADL	2.15366666666667
OFD1	-0.141125
DEFB114	-0.00950000000000001
CGA	-3.6953
PEX16	-0.250333333333333
LRRC10	-0.128
GNG12	-0.252
C1orf152	0.205833333333333
CHRM1	0.345
CD53	1.223
DBH	-0.68425
TFAP2B	4.052125
HIST1H2BJ	-0.966666666666667
FAM46D	0.158
TMEM11	0.45525
C3orf32	-3.24875
PCCB	0.1415
IPO13	-0.221375
C6orf105	-2.41875
COMMD5	0.8895
SUV420H1	0.4515
LTBR	1.30525
ARHGAP15	-0.52375
HDHD2	-0.18225
TDRKH	0.0445
LOC401052	1.791
PSG4	-0.83625
GNB4	-0.3603
SPATA4	0.753
SLC9A3	-0.4625
OSBP	0.0506666666666667
NBPF3	-0.183166666666667
DOCK11	-0.368
SLC39A5	-2.07516666666667
PRR5	0.7499
C10orf63	0.258375
SMTNL2	0.16875
ADRA1A	0.27275
ASAH1	3.2183
DOM3Z	-0.2821
GIPR	0.3735
AHI1	-0.259416666666667
NADSYN1	-0.819333333333333
RGS14	0.2968
IL18BP	0.6864
RTN4RL1	2.33983333333333
ARMC6	-0.135
PSMD5	0.213
HK3	1.4049
OR4S1	0.32875
RSU1	0.4744
MAD2L1	-1.92555555555556
EIF4A3	0.2495
DLEC1	0.247833333333333
E4F1	0.820333333333333
CHMP2B	0.8097
CAMSAP1	-0.641
RPS21	-0.941166666666667
ARID5A	1.3755
UBE2N	0.3188
IGSF8	0.592333333333333
MAGEB6	-1.066
ACAD11	-0.942
MGC4172	-0.30175
LMO4	-0.91925
KLKB1	0.21875
HP	-0.6295
HDAC3	0.28575
SCHIP1	0.72125
CLCA1	-0.348
OLFML2A	0.82875
C1orf112	-1.66
KIF19	1.191
HAPLN4	-0.2039
CXCR7	0.6125
GOT2	-0.3273
RAB38	-0.0295
DCX	1.05525
PPM1H	0.935083333333333
NFYC	0.41475
KIN	0.2865
ZNF228	0.295
PLSCR4	2.44016666666667
HIG2	0.44425
FAM79B	6.8075
C21orf86	-0.9185
KCNK10	0.765
ZNF738	-0.665625
FSTL5	-0.856166666666667
OR6A2	-0.407
OTOA	1.32783333333333
EXOC1	0.450125
AHRR	-3.10275
PDAP1	-1.83475
C19orf6	-0.08275
ZAN	0.19475
LY6G6E	0.2565
EIF4E2	-0.63425
C20orf198	0.21575
ZNF324	0.07675
CYP3A5	-2.67216666666667
ENTPD7	0.861
MBOAT5	1.03316666666667
GJB5	-0.74025
TTC13	-0.461
S100Z	-0.657
KIAA0664	-0.243833333333333
PDGFRB	1.68166666666667
IL17D	-1.14825
OR56B4	-0.574
RDX	-2.1005
SLC34A3	0.4935
IL28B	0.724
JUND	1.91025
CHRNB1	0.790375
CAMK2B	-0.618
FETUB	-1.40275
CXorf23	1.012375
MRTO4	-1.057125
TTC3	-0.0494
NDUFB8	-0.0916666666666667
EDG2	-1.03325
SEMA3G	2.5285
IL23A	-1.09725
GRHL1	0.977
LOC441054	-1.1025
WDR65	0.886625
PSTK	-0.1405
STOML3	0.0131666666666667
R3HDM2	0.4709
C5	-1.9855
SLC2A10	1.8895
C3orf22	0.27925
PAQR3	-1.30546153846154
ANKRD26	-0.0260833333333333
HCRTR1	0.128
LOC399947	-0.448
PSD2	0.434
TIGD2	-0.398
SCRN1	-0.84475
COQ10A	-0.595
DDI2	0.0115
METTL7B	-0.592333333333333
UCN2	0.136
FAM92A3	-1.1315
WDR16	0.29175
ZNF511	0.392333333333333
ZMYM5	-0.735125
POLR3G	-2.81825
ZNF586	-0.193
C1orf49	0.165666666666667
TANK	1.14833333333333
RCAN1	1.86133333333333
PELI3	0.517666666666667
LIMD2	-0.987916666666667
TMEM189	-0.0055
NTN4	1.653625
LOC151300	-0.6625
CLEC2A	-1.314
GPR135	0.06375
DPYSL4	-3.5693
JAK2	0.3695
TSHZ1	0.493
TM9SF4	0.159375
ZNF264	0.599333333333333
SIRPG	0.845375
BICD1	-0.532
HERC6	3.18
METTL5	-0.7465
CASP1	1.356
PRRT1	-0.1765
PLA2G4C	2.77116666666667
ICA1L	-0.514
TPTE2	-0.0348333333333333
OTUD7A	0.493666666666667
AQP11	-1.3805
APOA2	-5.086
KALRN	-0.0087
SECTM1	1.71583333333333
IFNAR1	0.34
TALDO1	0.38525
RAB11FIP4	0.243583333333333
EIF5A	-1.994
FAM49A	1.56875
NEGR1	0.0205
YTHDC2	1.285
EHD2	0.387125
NCF1	1.69
SCRT2	0.044
HOXA5	0.187166666666667
NUP133	-0.0715
FGF12	-0.9630625
SLMO2	-0.21175
SNTA1	0.386625
CACNG2	0.095875
GCM1	0.311125
ELF1	0.496666666666667
TLR5	2.8395
TCFL5	-1.04825
RBMY2FP	-0.7535
LOC100125556	0.700125
FAM129B	-0.089625
MAP3K7IP1	-0.177625
NCK2	-0.247
OXA1L	-0.689
FMO9P	0.5005
ZSCAN12	0.2375
PSMD12	-0.246833333333333
HSCB	-0.73175
CLDN10	-1.51875
MGC13053	-0.38325
HPCAL4	-0.4985
ASZ1	-0.086
MEX3D	-0.27425
NFAT5	-0.7224
CSPG4LYP1	-0.401833333333333
FBXO3	0.254
DVL1	-0.636833333333333
CMKLR1	1.3245
TYMS	-2.929875
PEF1	1.19
ZNF750	1.98866666666667
MCM5	-1.1824
MEGF11	-0.2755
KCNK7	-0.1765
PTP4A3	-0.6005
C1QTNF2	-1.49483333333333
OR6S1	0.2715
FAM122B	-1.34625
ZNF551	-1.14275
HBQ1	-2.485
GEMIN6	-0.19925
ARSK	0.846
RBP7	3.0435
CPNE9	0.26225
DSC1	1.493
LOC730112	-0.38125
MAP2K4	1.408
HS3ST5	-1.165
EPB41L3	0.15675
TEKT2	0.72475
CDKN2B	0.617166666666667
ZNF480	-0.48925
MAP3K6	0.9615
MAP6	1.59716666666667
HN1	-0.4042
OR2L13	0.432333333333333
SLC16A11	0.51
FAM96A	-0.00275
APOL1	1.10275
C5orf32	1.046
RTP1	-0.388333333333333
RNF175	0.102
ZBTB41	0.9345
AHCTF1	-0.1517
SAE2	-0.2348
ITGA2	-0.483916666666667
MME	2.04616666666667
CCDC14	-1.31825
MAST4	1.73592857142857
KRT33B	-0.06
KCTD2	0.395833333333333
WDR26	0.347333333333333
MFI2	0.868375
NR4A3	0.877875
ARSA	1.08175
UNKL	0.0576666666666667
SULT6B1	0.4355
CCNA2	-2.37066666666667
SOX15	-0.1995
PPAPDC1B	1.29633333333333
C19orf44	0.3835
MCAT	0.543416666666667
ARID1B	0.116875
OR52N1	-0.168
C12orf48	-1.184
MAGI1	0.695375
NIPA2	-0.2865
GBX2	-1.79975
RSHL3	0.132625
RAVER1	0.0025
C15orf17	-0.499
SLC30A2	0.3525
ZNF518	-0.404
PCYT1B	-1.34475
C10orf114	-1.1495
EIF3H	0.0713333333333333
SLC25A39	-0.560666666666667
KIF1B	-0.370375
AMOTL2	1.22625
C6orf120	0.378125
PSRC1	-1.53175
PLA2G10	1.32825
KIF5C	0.0955
MRPL37	-0.532
C17orf62	1.00633333333333
C9orf135	-0.819
DUSP10	0.9739
CLCNKB	-0.1695
PSMA5	0.13325
C8orf53	0.316
AMPD3	0.361
PIAS1	-0.069
ADCYAP1R1	0.0255
GYLTL1B	0.09425
CDH20	0.0391666666666666
FBXO7	-0.6495
TMEM134	0.973166666666667
FLJ14213	0.430333333333333
ZNF3	-0.3985
LRRFIP1	0.542791666666667
CNOT2	0.602833333333333
ABI3	2.2165
ALDH5A1	-0.0201666666666667
HNT	2.1131
SERPINA4	-1.67175
TK2	0.71625
STMN1	-1.46822222222222
GUCA2A	-0.145666666666667
GALNT10	0.620785714285714
DPP6	-0.3545
C9orf93	0.235
PRELID2	-0.137375
STK39	1.0385
SFTPA1	-0.682
CKS2	-1.31177777777778
RHO	0.093125
C20orf135	-0.0265
XKR3	-2.381
CR1	0.295625
RPS6KA2	0.224071428571429
C20orf112	0.62025
MRPL22	0.7145
C4orf23	0.390166666666667
GADD45B	2.5105
KLHDC1	1.27333333333333
C2orf48	-1.444
ZNF287	0.954
DAAM2	-0.95375
DPPA2	-2.572
TCTN3	0.640666666666667
DNAJB11	0.32725
FPR1	3.6955
DEFB4	0.283
PTCD2	0.1054
SMOC2	4.64383333333333
CABP7	0.779
SERPINB11	0.14625
MAGEF1	-0.01625
NDE1	0.341833333333333
ITGA10	0.929
FSHB	0.0535
ANXA2	0.81475
HORMAD2	-0.10625
HLCS	0.10025
MCF2L	1.36625
FH	-0.04275
TBC1D24	1.4895
KIAA1505	1.5335
LGALS2	-1.532
CNBD1	-0.0075
SYNPO2L	0.37575
PTPN23	0.0886428571428571
C1orf183	0.240833333333333
MAGEA8	-2.79475
DGCR8	-1.833
GSR	0.16825
PAQR7	0.3985
ZNF676	-0.784
CACNA1C	-0.4162
SP7	0.0535
PDCD6	0.19375
NRN1L	-1.305
BRI3BP	-0.421833333333333
KIAA1183	0.5665
ASB4	0.1305
CCL23	0.8768
OBSL1	-0.89
SLC12A7	1.29083333333333
KIAA0240	1.0105
CD1B	-3.41733333333333
FCGR2A	2.23775
MDC1	-0.78225
HTR1A	0.159666666666667
OCEL1	1.149
ATP11B	-1.028875
FBXO34	-0.178333333333333
PCDH12	3.28566666666667
RPE	-0.8415
C17orf74	0.024
CSDC2	0.289333333333333
PET112L	0.50775
TMBIM1	0.83425
P2RXL1	-0.5355
TCHP	-0.3375
TRMT1	-0.984333333333333
F2RL2	1.358
LRRC32	2.98433333333333
IMPG2	-0.138
BGLAP	-0.878
LOC493869	-1.14041666666667
MRAS	2.456875
SLC35F5	0.48575
CBWD1	-0.2215
AXL	-0.722625
ATP2C2	1.848
TELO2	0.264
PNPLA3	-1.71175
PCDHB14	0.5345
CD276	0.13775
KRT80	-0.635375
DUSP28	0.0615
CSNK1E	-0.3445
SRP14	1.297
KCNQ4	-0.764
KRT72	0.0301666666666667
CCDC117	0.111125
C6orf89	0.127388888888889
TUBB2B	-1.35466666666667
RTN4IP1	-0.23475
CR1L	-3.64233333333333
CEND1	0.161625
C12orf41	-0.0168333333333333
RNF31	0.12075
UBN1	0.172
C17orf32	1.336375
SLC5A7	-0.05425
GPR92	1.74083333333333
ESAM	2.215
CTNNA1	0.764083333333333
HRBL	0.5633
CBX4	0.617
TMEM182	0.123
SH3TC2	0.411333333333333
IL10	1.24883333333333
PXMP4	1.151
RNF167	0.624
PAK7	2.05316666666667
ETV3	0.003
ATPIF1	0.169666666666667
LOC554207	-1.25833333333333
OR8H1	-0.03975
WDFY3	1.102125
DPM1	-0.61275
GPSM1	-0.25
WDR92	-0.0752
LRP1	0.534
ANKH	-0.735
THUMPD3	-0.74775
POLR1B	-1.0925
OLFM4	4.46816666666667
RAD9B	0.6155
TSPY2	-3.4985
PAX6	-1.86
SCG2	-2.248625
SLC17A6	-0.176
FMO3	1.420625
PADI4	0.12625
TUBB4	-0.6508
NLK	-0.20475
POU4F3	-1.022
SDF4	-0.0535
ITGBL1	1.82233333333333
NETO1	-1.54175
TAP2	0.909875
ABBA-1	-0.288916666666667
GNAI1	0.3535
VPS4B	0.4135
NOPE	-0.3525
GALNT6	2.65916666666667
SESN1	0.9455
GBE1	-0.895111111111111
CLASP1	-0.5095
RASGEF1B	0.963625
ACOT11	0.116642857142857
AFAP1	0.2255
OR2H2	0.1595
DPY19L2P1	-0.61725
DZIP1	-2.6
SEC22C	-0.171
GPR161	-1.07325
RNF146	0.5855
WDR74	-1.465625
GALP	-0.187
PURA	1.40425
DNPEP	0.9135
RP11-78J21.1	-0.744
ERBB2	2.201
FANCM	-0.605333333333333
NEO1	0.150166666666667
DDX3Y	-5.0341
RPS3A	0.048125
MXRA7	0.539071428571429
LGALS3	0.486166666666667
GLT8D1	-0.024
CFL2	-0.7725
UPB1	0.1175
NAP1L5	-0.001125
CLDN14	-0.68
DHX38	-0.883
BTBD1	0.08575
TARS2	0.0268333333333333
ABCF1	-0.2473
FCF1	0.659166666666667
LRRC49	0.888
GUCY1B2	0.5475
C1orf177	0.395666666666667
SMARCA4	-0.631785714285715
LRP8	-3.18466666666667
TAGLN3	-0.85525
MRPL14	0.0725
TTRAP	-0.17225
ZDHHC20	0.171
NFE2L3	-2.10625
KIAA1377	1.904875
PALMD	1.8944
TMEM43	-0.04525
TTL	-1.0565
STAT5B	-1.40316666666667
SSB	-0.613
OR10H5	-0.0825
SLC22A13	-0.345
AKAP3	-0.43175
TIMM23	0.392
OAS2	2.58141666666667
KIAA0423	1.14925
TRIM11	0.474166666666667
GLIS3	0.36025
TMEM50B	0.798166666666667
ARHGEF4	-0.890125
DEGS1	0.233090909090909
TBL1XR1	0.1524
G6PD	-1.83225
SP140	1.5368
MUC17	0.0816428571428571
NUDC	-0.217
DNAJC5B	0.5225
SCARA3	-1.19333333333333
CPA3	6.39033333333333
BCAT2	0.244
MFN1	-0.1302
NRG3	-0.202
SNX11	0.65575
PLEKHH1	-0.274833333333333
