Hybridization REF	TCGA-AO-A12D-01A-11R-A115-07
KIAA1549	0.195083333333333
SPINT1	2.2754
ZNF584	-0.2785
CRBN	-0.0663333333333333
ABCF3	-0.2475
NCBP1	0.226833333333333
PLA2G4F	0.662
PCDH10	-0.81975
TTC21A	1.30625
C20orf144	-0.0825
FGFR1OP2	-0.3825
SLC9A1	0.0816
CHRND	0.422
FOXF1	-1.313
KIAA1467	-0.067
TPO	-0.655333333333333
LTF	5.017
DNAJB9	1.6775
MRPS27	-0.97875
bA16L21.2.1	-0.1155
WBP2	-0.376833333333333
MRGPRX3	-1.3585
PRPF18	0.879
C10orf58	0.85725
SMOC1	-1.8775
ADAT3	-0.582333333333333
TMEM138	-0.044
TMEM131	0.573875
TIMM8B	-0.4705
MYH7	-0.266
ST6GAL2	0.7515
KIF1C	0.28525
SUHW2	-2.059
PAPSS1	0.7865
CABP2	-0.332
HOXA4	-2.02525
ELF2	-0.81775
SEMA3D	1.2933
MC5R	0.4395
OGFR	-0.14
FLJ30092	-0.0803333333333333
TGFA	-1.4419
MMP17	-0.6555
KIF15	-1.4885
CHIA	0.2755
CATSPER3	1.1455
CEACAM7	4.16766666666667
PADI2	1.998375
HOXA9	0.361333333333333
LNX2	2.42783333333333
TMEM144	1.64475
HIF1AN	0.43925
METTL7A	-0.3484
C6orf165	2.84166666666667
KIAA1468	0.72075
DSG3	-0.153
ZNF180	0.3155
EIF4E3	2.049
SLC46A1	0.352
DKK1	-1.20883333333333
ZNF205	-0.247
LOC162073	0.756222222222222
COX7A1	4.8305
MAGEA1	-2.96916666666667
NEDD8	-0.433833333333333
KLHDC5	-0.946222222222222
C3orf19	-0.349333333333333
MRPS2	-1.54625
POLR3H	1.40921428571429
ABHD11	2.6377
TMEM17	2.22025
PAIP2B	0.7263
MAT1A	-4.79
LGI3	0.1205
THUMPD2	0.75825
TKTL2	0.0135
XAGE3	-2.61633333333333
CALM3	0.409
C6orf136	-0.512
KCNC4	0.3795
RGS9	0.365833333333333
ACIN1	-1.20116666666667
SPATS1	-0.49775
XKR8	-0.4315
FAM84A	2.85283333333333
MS4A7	5.30763636363636
AGXT2L2	0.75625
OR1F1	-0.0835
SMAP1L	0.313666666666667
IPO11	0.6535
ZC3H11A	1.2965625
C1orf151	-0.16525
RNASEH2A	-1.38375
CCR10	-0.849
TXNDC11	0.876083333333333
TMEM112	-0.151875
MAP1B	-2.02392857142857
NVL	0.68775
PKM2	-0.58105
ARC	-0.91025
NUP54	-0.226
PPFIBP2	2.32116666666667
STAT2	1.21525
PTAFR	2.6035
ROBO2	-1.158
RNF40	-0.549166666666667
CCDC135	-0.0936666666666666
IFT81	-0.5114
MORF4	0.01525
TM7SF3	-0.3775
OR10H3	-0.5075
ABP1	0.050375
CHRD	0.122875
PLEKHA8	1.20283333333333
NCALD	3.02708333333333
OR5AK2	0.4675
ACCN1	-0.0711666666666667
SLITRK1	-0.13475
ARMET	1.0385
C9orf52	1.91975
REEP4	-1.56375
MTSS1	1.9995
ADH1B	1.3135
DLD	-0.51925
CDK5	-0.8785
PPFIA1	0.500625
WFDC3	0.7
DNAJB12	0.648071428571429
RANGRF	-2.0535
MLANA	-4.938
AMY2B	2.15925
KIAA0319	-1.553
RPS7	-0.162
JAK3	0.3722
ARFGEF1	1.80575
CXCL5	0.186916666666667
TRAPPC4	-0.95775
CETN2	1.37175
HSPC111	-1.49275
RHOBTB3	-1.7544
PHLPP	-0.9605
RGS10	0.595
TMEM58	0.08175
CHERP	-0.178375
HSP90AB3P	-0.6485
FSTL3	-1.05033333333333
PEX11A	2.7815
OR5V1	0.732
FCN3	3.50475
PTPN3	1.28525
NPTX1	-5.52425
C21orf84	-1.1305
C11orf51	0.052375
ZBED2	4.52825
FLJ90757	-0.4735
NPY2R	-0.026
PLD3	0.75925
SYT17	1.978
SGSM2	-1.2775
OR1A2	0.31575
FOXP1	1.386125
SLC5A1	4.0855
POFUT1	-1.0203
EPHB6	-1.37833333333333
MYO1G	-1.261375
STAC	-0.8969
KLHL17	-0.788833333333333
RGMA	0.3723
TJP2	-0.367
FAM114A1	0.575833333333333
SERINC1	1.6865
SLC9A8	-0.715625
PEX19	0.34675
EDN2	3.19725
PSMD7	-0.494666666666667
C3orf41	-2.87025
UQCR	-0.776
PPP1R3C	-1.61225
LRP4	-1.89616666666667
TM2D1	-0.2325
TTC17	0.2873125
C4BPB	-3.487
CCL25	0.8575
ZNF253	0.131833333333333
CHRNA9	-2.6105
SOX11	4.251875
HIVEP3	0.2675
CGN	0.32975
C3orf35	0.127625
PKD2L1	2.86725
SYVN1	0.128625
PDE8B	-2.268125
LOC439951	-2.84375
LTC4S	1.2045
MIF4GD	-0.377
SMARCA2	1.6006875
TUBGCP6	-0.388333333333333
CABLES1	0.04875
C16orf77	1.77633333333333
ZNF791	1.06625
FUT5	0.0955
ADH6	-2.448
P4HB	0.463
CLDND2	-0.65275
ALKBH8	-1.1475
PLAC4	-1.7925
F11R	1.43571428571429
MGC35295	0.0496666666666667
PDZD4	-0.528666666666667
LOC389073	-0.23175
FAM80B	0.333
PSMB1	-0.054
TXN	0.0915
VIPR1	1.6048
WBSCR18	0.7565
EXOSC6	-1.08416666666667
ACTA2	4.61666666666667
SP5	-4.82391666666667
ANKRD1	-2.50675
DDR1	2.6877
ATP6V1D	0.90825
PTGS1	-1.16883333333333
RNF157	-1.969
DCC	0.42875
SPAG7	-0.6025
FBXO18	0.645
UBE3C	-0.4672
HOXC6	0.42
LRP2BP	-0.546
MYST2	-0.1525
PDSS2	1.16725
ATE1	-0.26
ARAF	-0.20925
KLF10	0.15825
PLA2G2E	1.0075
ASCL1	-1.135
TSNAXIP1	1.599
FAM131B	-0.021
IFNA10	-0.102
NUP43	-0.422875
FAM44B	-1.295875
L1TD1	-5.04566666666667
NMD3	-0.100666666666667
C18orf54	-1.6591
PHOSPHO1	-0.5945
RAG2	-1.374
EMILIN3	-0.3185
METTL3	-0.5275
VPS13C	-0.580875
REXO2	-0.45375
ANXA4	1.1455
CA1	-0.84575
DCP1B	-0.544
TULP3	-2.412
ATP2A2	1.10571428571429
ATIC	-0.2605
ADAM15	0.8815
NPL	2.48316666666667
LGR4	-0.987875
UEVLD	1.18666666666667
GAB1	3.0585
SNAI2	0.277166666666667
ZGPAT	-0.1924
SNF1LK	-0.54825
DLEU1	-1.30575
UBE2Q1	1.00925
ZMYM6	0.3195
JPH3	-1.63866666666667
FAM38A	-0.4965
PXK	-0.468
DENND2D	2.54925
BAX	-1.76316666666667
CP	-1.00627272727273
RPL37	-0.7627
G6PC3	-0.016375
NCOA4	0.1695
LRRC14	-0.080375
GORASP1	0.56
FCHO2	0.768
CYP24A1	-3.4187
FXYD3	1.692
SMARCAL1	0.37025
ABCB8	-0.468333333333333
CCDC44	-0.702
PRDM7	-3.679
USH1C	-1.47475
DNAH5	0.9395
SRF	0.447583333333333
MAL2	4.55366666666667
PGPEP1	-0.409833333333333
SIN3B	-0.66975
SEMA3C	3.1615
GRAMD3	3.15925
FBXO10	-0.34075
OR5D13	0.544
FLJ31818	0.02775
CACNA1I	-0.82625
S100A13	-1.461
TP63	1.47371428571429
ANXA11	0.4976
WDR66	1.346625
CSF2RB	0.7135
IFI44	1.95975
DACT1	2.65166666666667
ANKRD23	-0.629
ATP5G1	-1.56566666666667
C21orf70	-0.104666666666667
PPWD1	-0.96625
DNAJC13	0.79925
PAH	-5.64333333333333
PTCH2	0.4725
TRMU	-0.85775
CCDC9	-0.02
USP3	-0.2498
DCLRE1C	0.5349
FAM55C	0.04675
FRMD4B	2.052
CYP2R1	0.19225
RFPL1	-0.2516
XPO5	-0.65775
ARL6IP2	1.5845
OSBPL5	2.167
MMP9	4.21463636363636
KIAA0802	-0.320625
DHRS2	-3.82
SGEF	0.694625
TXNDC10	-0.3048
EXOC6	0.348
RPS27	0.0434999999999999
PNCK	0.208833333333333
FSTL1	0.29475
AACS	0.88625
SLMAP	1.56283333333333
SAMD4A	-0.2521
ABRA	0.18875
SMARCD3	0.3375
PKNOX2	-2.096
A4GNT	0.9865
C9orf39	-1.24566666666667
RALYL	0.254
MGC33556	-2.638
C10orf25	-0.161
BBOX1	8.0045
NHEDC1	0.7415
XDH	3.5005
GCSH	-1.0135
EDN1	1.82133333333333
MTERF	0.565
CLK4	0.9705
ZNF799	1.32766666666667
KCNG1	0.0685
CXCR4	1.789
PTPRR	-1.51575
IRAK1	-0.331125
LOC401397	0.4935
TMSB10	2.234
CXCL3	-2.586
TMC4	2.30775
OR7A10	0.6415
STYK1	1.15975
CHRNA10	-0.39775
CCNI	-0.177
EP300	0.701642857142857
LOC165186	0.2815
HIC2	-2.83825
SDR-O	0.2535
OR2W1	-0.3415
KCNA6	-0.749
TRIM74	-0.0035
REEP6	0.9925
ATP5G2	-0.4625
ERG	0.652625
TMEM42	-0.567
PARN	0.221
SOD2	0.3305
DIRAS1	0.131666666666667
PNPT1	-0.34525
JOSD3	-1.29025
hCG_40738	0.272
PDE1C	-1.744
SEMA4D	1.63125
AGPAT1	0.367333333333333
NOSTRIN	-0.148625
MAP3K3	-0.963
MAX	0.339714285714286
CAPS	-0.574666666666667
SERPINA12	0.1955
OSBPL8	0.202
RICS	1.4928
NR4A2	0.675333333333333
PPCS	1.41566666666667
LONP1	-1.978
SCYL3	1.63675
HERC2P2	-1.389
FIBCD1	0.3175
C15orf41	-1.20425
DMC1	-1.332
C20orf27	-1.5
RPS6KA5	1.1789
FAHD1	-1.01883333333333
SLC12A4	-0.49475
BRCA1	-1.56583333333333
GBL	-1.1075
SLK	0.531333333333333
NUDT9P1	-0.953
NOXO1	1.311
USP52	-1.029
BAZ1B	0.527125
SLCO2B1	3.9475
BBS12	0.754166666666667
LRGUK	-0.426
TERF2IP	0.5295
COL1A1	5.593
KIAA0090	0.088
GRK5	0.229333333333333
AP1S2	-0.8114
TMEM52	-0.73
CA11	-0.472375
OR4A15	0.693833333333333
ACBD3	2.2809
SPAG11B	0.21475
PRDM2	1.3075
FOXP3	1.0285
SMYD3	-0.6391
LOC389199	-0.132
LGI2	0.381166666666667
NAPE-PLD	0.0949
ANKRD6	0.7625
WDR45	0.246333333333333
SHROOM1	-1.35175
PSCD3	-0.0005
PYY	0.6905
KCNC1	-2.651
ARHGEF9	1.2096
OR8J1	0.575
GPR55	0.3265
NS3BP	-2.1285
C10orf22	0.717833333333333
NAT8L	-2.9715
DUSP4	0.743666666666667
FOXM1	-2.14616666666667
GRAMD2	2.9169
ZBTB48	0.118166666666667
BUD31	-0.6715
PABPC5	0.6125
CCDC41	-0.65625
FBXO11	0.543416666666667
C6orf148	-0.132
RFXAP	-0.501
C6orf15	-0.166833333333333
CDK8	-0.296666666666667
C6orf70	0.410125
TESSP2	-0.1895
ALG2	0.36925
PPP1R3D	0.409
TPM3	0.585666666666667
SYT13	1.909
EPB42	-0.9475
CETN3	-0.88325
PRY	-0.0975
NTHL1	-0.893333333333333
POLR2B	1.417
RPS28	-0.751166666666667
P2RX3	0.26325
LYZL4	1.3395
WBP4	0.5163
PMM1	-0.1445
C11orf79	0.245
CBLL1	-0.9105
IL1F10	0.1895
VAX2	-1.1535
SETDB1	0.119833333333333
LRAP	-2.3045
GCLM	-0.785833333333333
CPEB3	2.41225
PPM1A	0.5469375
INTS1	-0.8775
CAMTA1	1.82525
SAMSN1	0.36725
LOC158830	-0.43
GMPPA	0.22475
AIPL1	0.29275
IL24	0.740636363636364
BDKRB1	-2.056
MLF1	0.8773
TAF12	-0.01975
ID1	-3.00125
THADA	0.269875
PIK3CB	1.24
OR4N5	-0.582
TBC1D17	-0.304833333333333
COX8A	-1.765
CDCA4	-0.47675
C2orf44	-0.4575
ZNF534	-1.8
IMMP1L	-0.51275
NIPSNAP3B	0.608375
FTMT	0.379375
PWP2	-0.016
MMP15	1.0455
DNAH11	-0.72775
MTMR14	-0.03075
DNAL4	1.7295
IPP	1.22075
TMEM59	1.197125
C1orf157	-0.6725
RGS4	0.467333333333333
DDX18	0.0955
SNX6	1.1515
ZNHIT2	-0.177
NCDN	-0.0191666666666667
FLJ33534	0.7415
RAG1	-1.624
OR4D10	0.6555
PTPN5	-0.1
POMT1	0.2105
LRRC8A	-0.8052
CYP1A1	-1.16775
CAPN1	-0.18
DDHD2	-0.459625
GRIK2	-0.229666666666667
GNRHR	0.1945
PPBP	0.3275
HTR3A	1.5205
SLITRK4	1.59125
ANKRD49	0.6945
BTF3	-0.3145
SARS	-0.55475
C13orf18	0.272833333333333
CACNB1	-0.388714285714286
QKI	0.122681818181818
SETMAR	1.239
MAN2B1	1.55183333333333
EML3	-1.3195
ACADL	-0.4105
OFD1	-0.580125
DEFB114	-0.074
CGA	-3.4655
PEX16	0.0285
LRRC10	-0.1685
GNG12	-0.4315
C1orf152	0.0275
CHRM1	-0.2945
CD53	1.87525
DBH	0.05725
TFAP2B	4.7055
HIST1H2BJ	0.155
FAM46D	0.3855
TMEM11	0.21475
C3orf32	-2.50175
PCCB	-0.38675
IPO13	0.42825
C6orf105	-1.89
COMMD5	0.19425
SUV420H1	-0.3154
LTBR	0.08025
ARHGAP15	0.3285
HDHD2	-0.5475
TDRKH	0.492833333333333
LOC401052	1.375
PSG4	-0.7045
GNB4	1.3702
SPATA4	0.8535
SLC9A3	-0.5335
OSBP	0.764333333333333
NBPF3	-0.140083333333333
DOCK11	-1.076
SLC39A5	-1.3045
PRR5	-0.3132
C10orf63	0.834375
SMTNL2	-2.07875
ADRA1A	-0.1365
ASAH1	2.2134
DOM3Z	0.0694
GIPR	0.4555
AHI1	-0.039
NADSYN1	-0.126166666666667
RGS14	-0.1593
IL18BP	1.6582
RTN4RL1	0.976083333333333
ARMC6	-0.30875
PSMD5	0.538166666666667
HK3	2.3478
OR4S1	-0.1375
RSU1	1.7468
MAD2L1	-2.62088888888889
EIF4A3	-0.34475
DLEC1	0.00816666666666667
E4F1	-0.44
CHMP2B	1.5802
CAMSAP1	-0.362
RPS21	-1.2635
ARID5A	0.4105
UBE2N	0.6931
IGSF8	0.532833333333333
MAGEB6	-2.647
ACAD11	-0.7995
MGC4172	-0.68425
LMO4	-0.8565
KLKB1	0.36125
HP	-0.3465
HDAC3	0.01475
SCHIP1	0.405
CLCA1	0.458
OLFML2A	1.45575
C1orf112	-1.04075
KIF19	2.25575
HAPLN4	-0.3533
CXCR7	0.318833333333333
GOT2	0.0334
RAB38	0.416625
DCX	-1.49325
PPM1H	-0.190416666666667
NFYC	-0.159416666666667
KIN	-0.049125
ZNF228	1.0165
PLSCR4	3.29116666666667
HIG2	-1.182
FAM79B	2.222
C21orf86	-0.5766
KCNK10	-0.0677499999999999
ZNF738	-0.272
FSTL5	-2.2502
OR6A2	0.1425
OTOA	0.430833333333333
EXOC1	0.692875
AHRR	-3.824625
PDAP1	-1.42908333333333
C19orf6	-1.011625
ZAN	0.31325
LY6G6E	0.4345
EIF4E2	0.20625
C20orf198	-0.93925
ZNF324	-0.159
CYP3A5	-2.673
ENTPD7	0.762166666666667
MBOAT5	-0.4875
GJB5	2.50525
TTC13	1.04225
S100Z	-0.9465
KIAA0664	0.0473333333333333
PDGFRB	2.50933333333333
IL17D	-0.7895
OR56B4	0.0645
RDX	-1.13016666666667
SLC34A3	0.1075
IL28B	0.432
JUND	0.33275
CHRNB1	-0.257625
CAMK2B	-0.2185
FETUB	-1.1565
CXorf23	0.985875
MRTO4	-0.865125
TTC3	1.4442
NDUFB8	-1.11016666666667
EDG2	-1.11725
SEMA3G	0.22825
IL23A	-0.9255
GRHL1	3.2479
LOC441054	-0.212
WDR65	0.8465
PSTK	-0.97725
STOML3	0.6575
R3HDM2	0.4642
C5	-2.9465
SLC2A10	1.4395
C3orf22	0.45325
PAQR3	-0.574538461538461
ANKRD26	-1.02325
HCRTR1	0.321
LOC399947	-0.59475
PSD2	-1.28975
TIGD2	0.381666666666667
SCRN1	-1.17975
COQ10A	-1.482
DDI2	-0.1655
METTL7B	-0.447166666666667
UCN2	-0.001
FAM92A3	0.09725
WDR16	0.69225
ZNF511	-0.8565
ZMYM5	-0.243
POLR3G	-2.76575
ZNF586	0.101
C1orf49	3.2065
TANK	1.24166666666667
RCAN1	5.19433333333333
PELI3	0.815333333333333
LIMD2	0.555416666666667
TMEM189	-1.056
NTN4	1.523625
LOC151300	0.1065
CLEC2A	-1.915
GPR135	-1.264125
DPYSL4	-2.6373
JAK2	1.06
TSHZ1	-0.387833333333333
TM9SF4	-0.13725
ZNF264	0.144333333333333
SIRPG	2.882125
BICD1	-0.82825
HERC6	2.58916666666667
METTL5	0.025
CASP1	2.226
PRRT1	-0.373
PLA2G4C	2.30583333333333
ICA1L	-1.246
TPTE2	0.6855
OTUD7A	-2.573
AQP11	-2.75425
APOA2	-4.0321
KALRN	1.0893
SECTM1	2.21891666666667
IFNAR1	1.6735
TALDO1	0.681625
RAB11FIP4	0.443333333333333
EIF5A	-2.232
FAM49A	2.8305
NEGR1	-0.0316666666666667
YTHDC2	0.0475
EHD2	-0.626
NCF1	3.2117
SCRT2	-1.5265
HOXA5	-1.52516666666667
NUP133	0.89725
FGF12	1.4401875
SLMO2	0.927125
SNTA1	-0.815125
CACNG2	-0.564375
GCM1	1.5545
ELF1	1.80333333333333
TLR5	4.077
TCFL5	-1.05866666666667
RBMY2FP	-0.4195
LOC100125556	-0.341375
FAM129B	-0.32675
MAP3K7IP1	-0.04825
NCK2	1.237
OXA1L	-1.071
FMO9P	2.2795
ZSCAN12	0.60025
PSMD12	-0.148166666666667
HSCB	-0.53725
CLDN10	-2.77075
MGC13053	-0.6515
HPCAL4	-0.2885
ASZ1	-0.3595
MEX3D	-0.862083333333333
NFAT5	-1.8327
CSPG4LYP1	0.530166666666667
FBXO3	1.1652
DVL1	-0.972166666666667
CMKLR1	1.82616666666667
TYMS	-2.796125
PEF1	0.604
ZNF750	3.52766666666667
MCM5	-1.0721
MEGF11	-1.89925
KCNK7	-0.0565
PTP4A3	0.423
C1QTNF2	0.467666666666667
OR6S1	0.0215
FAM122B	-0.9375
ZNF551	-0.852125
HBQ1	-2.3575
GEMIN6	-0.78325
ARSK	0.87525
RBP7	1.35116666666667
CPNE9	0.53975
DSC1	0.22
LOC730112	-0.31675
MAP2K4	0.9615
HS3ST5	-2.1805
EPB41L3	0.846
TEKT2	-0.53425
CDKN2B	0.816666666666667
ZNF480	-1.12025
MAP3K6	0.0989
MAP6	1.52966666666667
HN1	-0.8097
OR2L13	0.675166666666667
SLC16A11	-0.074
FAM96A	-0.879
APOL1	1.6625
C5orf32	-0.20575
RTP1	1.82416666666667
RNF175	0.24775
ZBTB41	1.497875
AHCTF1	-0.5819
SAE2	0.7234
ITGA2	0.543166666666667
MME	-0.222666666666667
CCDC14	0.37
MAST4	0.946214285714286
KRT33B	-0.7015
KCTD2	-0.6365
WDR26	2.29016666666667
MFI2	-0.365125
NR4A3	0.424875
ARSA	0.2675
UNKL	-1.64333333333333
SULT6B1	0.8405
CCNA2	-2.202
SOX15	-0.1
PPAPDC1B	0.4945
C19orf44	0.411
MCAT	0.05975
ARID1B	0.23775
OR52N1	-0.41
C12orf48	-0.89575
MAGI1	-0.012125
NIPA2	-0.323
GBX2	-1.7175
RSHL3	0.817
RAVER1	-0.496666666666667
C15orf17	-0.1165
SLC30A2	1.4015
ZNF518	-0.6375
PCYT1B	-1.7655
C10orf114	-1.9405
EIF3H	0.3385
SLC25A39	-1.24516666666667
KIF1B	-0.256625
AMOTL2	-0.068
C6orf120	0.37825
PSRC1	-2.00025
PLA2G10	-0.6585
KIF5C	-0.2015
MRPL37	-0.9845
C17orf62	0.287
C9orf135	-1.28916666666667
DUSP10	3.2384
CLCNKB	0.0545
PSMA5	0.387875
C8orf53	-0.93575
AMPD3	0.957
PIAS1	0.0195
ADCYAP1R1	-0.054
GYLTL1B	-0.81075
CDH20	-0.174833333333333
FBXO7	-0.6865
TMEM134	0.480833333333333
FLJ14213	0.6625
ZNF3	-0.8985
LRRFIP1	1.05841666666667
CNOT2	0.763916666666667
ABI3	2.59625
ALDH5A1	-0.247
HNT	2.3162
SERPINA4	-3.04
TK2	0.221666666666667
STMN1	-1.23155555555556
GUCA2A	0.4485
GALNT10	0.819928571428571
DPP6	-1.0671
C9orf93	-0.5345
PRELID2	-1.054875
STK39	-2.088125
SFTPA1	-1.7925
CKS2	-2.28011111111111
RHO	0.059375
C20orf135	-0.06975
XKR3	-2.1485
CR1	0.587
RPS6KA2	0.231571428571429
C20orf112	0.32525
MRPL22	-0.1465
C4orf23	0.131833333333333
GADD45B	1.733
KLHDC1	1.04716666666667
C2orf48	-1.929
ZNF287	0.6935
DAAM2	0.1465
DPPA2	-3.32316666666667
TCTN3	-0.163166666666667
DNAJB11	1.48325
FPR1	2.624
DEFB4	0.269
PTCD2	-1.0031
SMOC2	5.04816666666667
CABP7	0.09025
SERPINB11	0.3465
MAGEF1	-0.5605
NDE1	-0.196333333333333
ITGA10	-0.046
FSHB	0.411
ANXA2	0.80875
HORMAD2	0.34
HLCS	1.3865
MCF2L	1.45891666666667
FH	0.675875
TBC1D24	2.352
KIAA1505	2.22775
LGALS2	-0.87475
CNBD1	-1.175
SYNPO2L	-1.3545
PTPN23	0.254071428571429
C1orf183	1.01733333333333
MAGEA8	-2.714
DGCR8	-1.516875
GSR	0.509
PAQR7	0.04825
ZNF676	-0.31825
CACNA1C	-0.0842
SP7	0.592
PDCD6	0.15675
NRN1L	-1.2865
BRI3BP	-1.11166666666667
KIAA1183	0.843
ASB4	0.53925
CCL23	1.4476
OBSL1	0.130625
SLC12A7	-0.193833333333333
KIAA0240	1.59075
CD1B	-3.26116666666667
FCGR2A	1.634
MDC1	-0.5465
HTR1A	-0.94
OCEL1	-0.0135
ATP11B	0.1238125
FBXO34	0.152666666666667
PCDH12	3.54416666666667
RPE	-0.4135
C17orf74	-0.4455
CSDC2	0.506333333333333
PET112L	-0.5285
TMBIM1	0.235
P2RXL1	-0.151
TCHP	-0.71075
TRMT1	-1.1235
F2RL2	0.146916666666667
LRRC32	2.973
IMPG2	0.197
BGLAP	0.2775
LOC493869	-0.536916666666667
MRAS	1.927875
SLC35F5	2.03675
CBWD1	0.018
AXL	-0.496375
ATP2C2	2.88325
TELO2	-1.26425
PNPLA3	-3.2935
PCDHB14	1.43225
CD276	0.6
KRT80	-1.059875
DUSP28	0.9235
CSNK1E	-0.422333333333333
SRP14	0.5065
KCNQ4	0.3905
KRT72	0.520666666666667
CCDC117	0.388
C6orf89	0.126277777777778
TUBB2B	-3.22366666666667
RTN4IP1	0.02875
CR1L	-3.19716666666667
CEND1	-0.28475
C12orf41	-0.21
RNF31	0.07225
UBN1	-0.7845
C17orf32	1.698875
SLC5A7	0.717
GPR92	1.12616666666667
ESAM	2.3071
CTNNA1	1.04891666666667
HRBL	-0.0844
CBX4	0.25275
TMEM182	2.4545
SH3TC2	0.119166666666667
IL10	1.301
PXMP4	-0.1085
RNF167	-0.6066
PAK7	0.6005
ETV3	-0.329
ATPIF1	-0.563666666666667
LOC554207	-2.71166666666667
OR8H1	0.64875
WDFY3	1.024875
DPM1	-0.31825
GPSM1	-0.606
WDR92	-0.2116
LRP1	0.2565
ANKH	-0.26675
THUMPD3	-0.54725
POLR1B	0.3635
OLFM4	0.0725
RAD9B	0.2055
TSPY2	-3.653
PAX6	1.01516666666667
SCG2	-1.305875
SLC17A6	0.01175
FMO3	3.61725
PADI4	0.3455
TUBB4	-0.3682
NLK	1.01775
POU4F3	-1.0985
SDF4	-0.061
ITGBL1	3.534
NETO1	-1.49825
TAP2	0.64675
ABBA-1	-0.82825
GNAI1	0.25725
VPS4B	1.13775
NOPE	-0.2276
GALNT6	2.09066666666667
SESN1	0.750875
GBE1	-1.16344444444444
CLASP1	-1.89625
RASGEF1B	1.86475
ACOT11	-0.335642857142857
AFAP1	1.223
OR2H2	0.39375
DPY19L2P1	-1.24375
DZIP1	-1.273
SEC22C	0.2575
GPR161	-0.18625
RNF146	0.947
WDR74	-1.658375
GALP	-0.3375
PURA	-0.013
DNPEP	-0.204166666666667
RP11-78J21.1	-0.93275
ERBB2	6.018
FANCM	-1.33225
NEO1	1.44533333333333
DDX3Y	-4.8963
RPS3A	0.332
MXRA7	0.120857142857143
LGALS3	-0.134666666666667
GLT8D1	0.66525
CFL2	-1.61883333333333
UPB1	0.30075
NAP1L5	-0.383125
CLDN14	-0.514
DHX38	-0.64625
BTBD1	0.039
TARS2	-0.554833333333333
ABCF1	-0.0516
FCF1	0.698
LRRC49	-0.38525
GUCY1B2	1.404
C1orf177	1.14033333333333
SMARCA4	0.176428571428571
LRP8	-2.66066666666667
TAGLN3	-0.5815
MRPL14	-0.57125
TTRAP	0.039
ZDHHC20	1.27625
NFE2L3	-0.488
KIAA1377	-0.474
PALMD	1.1321
TMEM43	0.00675000000000001
TTL	-1.723375
STAT5B	-1.38616666666667
SSB	-0.6095
OR10H5	-0.317
SLC22A13	-0.70025
AKAP3	-0.504333333333333
TIMM23	-0.00616666666666665
OAS2	3.15508333333333
KIAA0423	0.62725
TRIM11	0.836333333333333
GLIS3	1.578875
TMEM50B	1.55116666666667
ARHGEF4	-0.8135
DEGS1	1.60754545454545
TBL1XR1	0.839566666666667
G6PD	-1.15975
SP140	1.4399
MUC17	0.0664285714285714
NUDC	0.1252
DNAJC5B	4.01816666666667
SCARA3	-1.382
CPA3	6.796
BCAT2	-0.82225
MFN1	0.5912
NRG3	0.0685
SNX11	0.40225
PLEKHH1	-0.2
GPR177	-0.9855
HCFC2	0.63075
TCAP	1.72675
MOCOS	-3.55625
C14orf93	-0.57425
PRDM10	-0.13
SLC16A4	0.37
SRGAP1	-0.915
VIP	1.268
DUSP27	2.036
LILRA1	0.8166
MC2R	-0.447
MGC24103	-2.355
MBTD1	-1.8955
FUT11	-0.701333333333333
USP33	0.5731
C15orf39	-0.21025
MAP3K12	-0.464
PAAF1	-1.512
BARHL1	0.057
FLJ16165	-0.2785
PIWIL2	-2.5325
SYNE1	-0.000666666666666704
CMTM4	1.246125
TSPYL1	0.6854
GUF1	-0.742833333333333
TMEM157	1.327
WDR44	0.11775
HIST1H3C	-0.68075
DKFZp666G057	3.74375
RNPEP	1.158
GAS2L2	-0.3095
ADH4	-5.16525
GRPR	-1.024
FBXL17	-2.381
ZBTB10	0.83525
Gcom1	0.431388888888889
HTRA1	1.89
ZNF585A	-0.2785
SLC26A2	0.0213571428571429
OTOP3	0.4185
WISP1	3.19755555555556
ATP2B4	-1.29591666666667
FLJ10769	1.08925
CRAMP1L	-0.131125
CHST12	-0.74525
RAB22A	0.241583333333333
TARDBP	0.1455
STAU1	-0.03925
CRB3	1.87783333333333
MIG7	-2.803
CHMP1A	-0.115833333333333
ZNF160	0.255625
B3GALT6	-0.706375
BARX1	-2.13633333333333
C6orf167	-1.8558125
NXNL1	0.6385
DHX29	0.618875
HADHB	0.08125
PLXNB2	1.389875
ILDR1	-1.004
SLC15A3	2.74525
GAS2	-3.9508
C20orf69	-1.022
NUMB	0.56475
TNIP1	-0.181625
MESP1	0.161166666666667
PSKH1	0.013
NSFL1C	0.3325
RHOG	-0.049
HEY1	-1.68583333333333
KNG1	-1.549625
ITGAX	1.9509
LIN9	0.527666666666667
CANT1	0.725625
XRN1	0.287214285714286
CCDC96	0.8828
HEATR6	-1.98733333333333
GNG7	0.598083333333333
RUNX2	1.12825
SOX1	-0.557333333333333
FCRL5	3.0886
ZNF99	1.028
FAM9A	2.508
SNX22	0.726
MBNL3	-1.70066666666667
ODC1	-0.6895
ADORA2B	-1.56716666666667
NR2F6	0.14225
ZFYVE16	0.461277777777778
SYNJ2BP	0.4508
POLE	-1.50675
E2F2	-1.084
THRA	2.47383333333333
PTGES2	-1.2105
HIP1R	1.2205
TMUB1	-1.66066666666667
ENO3	-2.4765
