Hybridization REF	TCGA-AN-A046-01A-21R-A034-07
AGXT2L2	-0.00975
OR1F1	0.1075
SMAP1L	-0.488416666666667
IPO11	-0.18475
ZC3H11A	-0.1870625
C1orf151	0.30525
RNASEH2A	-1.5525
CCR10	-1.0705
TXNDC11	0.63175
TMEM112	1.55275
MAP1B	-1.86185714285714
NVL	1.079
PKM2	-0.75905
ARC	-0.33075
NUP54	-0.6485
PPFIBP2	2.1495
STAT2	0.96225
PTAFR	2.74083333333333
ROBO2	0.073625
RNF40	0.305333333333333
CCDC135	-0.598
IFT81	-0.4349
MORF4	-1.06925
TM7SF3	-0.650125
OR10H3	0.5475
ABP1	0.391375
CHRD	0.622875
PLEKHA8	0.348
NCALD	0.619333333333333
OR5AK2	0.3305
ACCN1	0.9335
SLITRK1	-0.05075
ARMET	0.622
C9orf52	-0.97125
REEP4	-0.322
MTSS1	0.500125
ADH1B	2.81033333333333
DLD	-1.11075
CDK5	-0.185
PPFIA1	-0.2188125
WFDC3	0.99975
DNAJB12	1.10835714285714
RANGRF	-1.7385
MLANA	-5.04775
AMY2B	0.209
KIAA0319	-2.009625
RPS7	-0.537
JAK3	0.1659
ARFGEF1	-0.11475
CXCL5	0.4615
TRAPPC4	-0.25025
CETN2	0.94125
HSPC111	-0.65225
RHOBTB3	-3.0136
PHLPP	0.7535
RGS10	1.73425
TMEM58	0.189
CHERP	-0.104375
HSP90AB3P	-0.231833333333333
FSTL3	-0.957166666666667
PEX11A	0.66175
OR5V1	0.5915
FCN3	2.387
PTPN3	0.449
NPTX1	-5.36
C21orf84	-0.25525
C11orf51	0.14675
ZBED2	3.786
FLJ90757	0.63675
NPY2R	0.525666666666667
PLD3	1.4865
SYT17	0.305333333333333
SGSM2	-0.182
OR1A2	-0.40325
FOXP1	1.318625
SLC5A1	1.827
POFUT1	-1.0324
EPHB6	-2.44283333333333
MYO1G	-0.70225
STAC	-2.074
KLHL17	-0.0445
RGMA	-0.2239
TJP2	-0.4323
FAM114A1	-0.352333333333333
SERINC1	0.975
SLC9A8	0.219875
PEX19	-0.1585
EDN2	3.26875
PSMD7	-1.36466666666667
C3orf41	-2.9515
UQCR	-0.0322500000000001
PPP1R3C	-1.9895
LRP4	-2.65266666666667
TM2D1	-0.14675
TTC17	0.7409375
C4BPB	-3.41275
CCL25	1.0585
ZNF253	-0.204
CHRNA9	-3.8795
SOX11	-2.62425
HIVEP3	1.074
CGN	1.76608333333333
C3orf35	0.792875
PKD2L1	2.748
SYVN1	0.67925
PDE8B	-2.150125
LOC439951	1.20925
LTC4S	2.59133333333333
MIF4GD	0.209333333333333
SMARCA2	1.0381875
TUBGCP6	0.375
CABLES1	0.65675
C16orf77	1.087
ZNF791	0.978
FUT5	-0.797
ADH6	-2.4572
P4HB	1.07775
CLDND2	-1.7435
ALKBH8	-0.15925
PLAC4	-1.367
F11R	0.753642857142857
MGC35295	0.0723333333333333
PDZD4	0.0578333333333333
LOC389073	-0.43
FAM80B	-1.12316666666667
PSMB1	-0.349625
TXN	-0.561666666666667
VIPR1	1.5195
WBSCR18	0.5653
EXOSC6	-0.7345
ACTA2	3.58916666666667
SP5	-2.90316666666667
ANKRD1	-4.187
DDR1	2.2212
ATP6V1D	0.16425
PTGS1	-1.79375
RNF157	-1.044
DCC	0.200666666666667
SPAG7	-0.3625
FBXO18	0.497
UBE3C	0.1346
HOXC6	1.87775
LRP2BP	-0.41
MYST2	-0.19475
PDSS2	0.319
ATE1	-0.91675
ARAF	-0.06025
KLF10	0.4475
PLA2G2E	-0.23375
ASCL1	-0.4125
TSNAXIP1	1.13325
FAM131B	-0.224125
IFNA10	0.2675
NUP43	-1.03
FAM44B	-0.367875
L1TD1	-5.86766666666667
NMD3	-1.69033333333333
C18orf54	-2.3996
PHOSPHO1	-0.2725
RAG2	-1.3625
EMILIN3	-0.2615
METTL3	0.23275
VPS13C	-0.98475
REXO2	-0.733
ANXA4	-0.6995
CA1	-1.48375
DCP1B	-0.26975
TULP3	-0.387666666666667
ATP2A2	-0.132571428571429
ATIC	-1.05125
ADAM15	0.738166666666667
NPL	1.5065
LGR4	-1.243875
UEVLD	0.607666666666667
GAB1	0.32025
SNAI2	-0.2475
ZGPAT	-0.1702
SNF1LK	1.5595
DLEU1	-0.891
UBE2Q1	0.375375
ZMYM6	0.183125
JPH3	-1.36083333333333
FAM38A	-0.10625
PXK	-0.0563333333333333
DENND2D	3.2895
BAX	-0.7795
CP	-1.28272727272727
RPL37	-0.221
G6PC3	0.494
NCOA4	0.0585
LRRC14	0.351625
GORASP1	1.28875
FCHO2	1.00575
CYP24A1	-3.6289
FXYD3	2.596875
SMARCAL1	0.6785
ABCB8	0.4015
CCDC44	-0.56125
PRDM7	-2.99375
USH1C	-1.18525
DNAH5	1.857
SRF	0.46825
MAL2	2.1925
PGPEP1	0.418583333333333
SIN3B	-0.52375
SEMA3C	1.40133333333333
GRAMD3	0.758
FBXO10	-0.2025
OR5D13	0.9525
FLJ31818	-0.76875
CACNA1I	0.918125
S100A13	0.8665
TP63	0.740571428571429
ANXA11	0.0442
WDR66	1.57125
CSF2RB	0.502
IFI44	0.94025
DACT1	2.6065
ANKRD23	-1.42
ATP5G1	-1.00983333333333
C21orf70	-0.3385
PPWD1	-1.2555
DNAJC13	-0.31625
PAH	-5.322
PTCH2	0.5345
TRMU	-1.3335
CCDC9	1.263
USP3	-0.3312
DCLRE1C	0.063
FAM55C	1.3975
FRMD4B	1.97675
CYP2R1	0.78825
RFPL1	0.3595
XPO5	-0.60925
ARL6IP2	-1.199
OSBPL5	1.78125
MMP9	3.47009090909091
KIAA0802	-1.04975
DHRS2	-4.26666666666667
SGEF	2.302625
TXNDC10	-0.8818
EXOC6	2.3175
RPS27	0.573333333333333
PNCK	-1.2425
FSTL1	-0.39525
AACS	0.21175
SLMAP	0.3935
SAMD4A	-0.3326
ABRA	-0.022
SMARCD3	1.075
PKNOX2	-1.698
A4GNT	0.097
C9orf39	-1.352
RALYL	0.062
MGC33556	-2.8375
C10orf25	-1.0665
BBOX1	1.12875
NHEDC1	-0.05625
XDH	2.72775
GCSH	-2.0345
EDN1	2.13133333333333
MTERF	-0.92975
CLK4	0.472625
ZNF799	1.41
KCNG1	-2.054625
CXCR4	0.782
PTPRR	-1.92225
IRAK1	0.45
LOC401397	-0.77225
TMSB10	0.736357142857143
CXCL3	-3.3446
TMC4	2.96975
OR7A10	-0.0855
STYK1	-1.32625
CHRNA10	0.70525
CCNI	0.799
EP300	1.90107142857143
LOC165186	0.517666666666667
HIC2	-2.13375
SDR-O	-0.5505
OR2W1	1.1595
KCNA6	0.1005
TRIM74	-2.086
REEP6	2.42375
ATP5G2	0.1755
ERG	-0.023625
TMEM42	-0.079
PARN	-0.428833333333333
SOD2	0.408125
DIRAS1	0.443333333333333
PNPT1	-1.19475
JOSD3	-0.68975
hCG_40738	0.2465
PDE1C	-2.25775
SEMA4D	0.237
AGPAT1	-0.436166666666667
NOSTRIN	2.019625
MAP3K3	-0.438
MAX	1.46171428571429
CAPS	-0.0175
SERPINA12	-0.835
OSBPL8	-0.31575
RICS	2.819
NR4A2	4.22133333333333
PPCS	1.0655
LONP1	-0.62175
SCYL3	1.30825
HERC2P2	-1.12833333333333
FIBCD1	-0.357
C15orf41	-1.04625
DMC1	-1.868
C20orf27	-0.62525
RPS6KA5	1.0822
FAHD1	-0.0981666666666667
SLC12A4	-0.915
BRCA1	-1.83908333333333
GBL	-0.32325
SLK	0.151833333333333
NUDT9P1	-1.1075
NOXO1	2.9965
USP52	-1.1965
BAZ1B	-0.029125
SLCO2B1	2.71675
BBS12	0.203833333333333
LRGUK	0.480166666666667
TERF2IP	-0.00475
COL1A1	4.5345
KIAA0090	-0.090875
GRK5	0.246
AP1S2	-1.7702
TMEM52	0.394833333333333
CA11	-0.560875
OR4A15	0.414166666666667
ACBD3	0.1603
SPAG11B	0.25375
PRDM2	1.0243
FOXP3	0.70425
SMYD3	-0.5811
LOC389199	1.297
LGI2	0.568
NAPE-PLD	-0.0355
ANKRD6	0.9025
WDR45	0.291833333333333
SHROOM1	-2.044
PSCD3	-0.192
PYY	1.171
KCNC1	-3.0115
ARHGEF9	-1.3133
OR8J1	0.58825
GPR55	0.225166666666667
NS3BP	-1.0665
C10orf22	0.647166666666667
NAT8L	0.9775
DUSP4	-0.7375
FOXM1	-1.949
GRAMD2	-0.195
ZBTB48	0.0873333333333333
BUD31	-0.704
PABPC5	0.077
CCDC41	-1.24025
FBXO11	0.194583333333333
C6orf148	-1.051
RFXAP	-0.36525
C6orf15	0.181833333333333
CDK8	-0.973166666666667
C6orf70	1.206375
TESSP2	0.3875
ALG2	1.1005
PPP1R3D	0.80575
TPM3	0.215888888888889
SYT13	5.16525
EPB42	-0.4445
CETN3	-0.86175
PRY	-0.4085
NTHL1	-0.445833333333333
POLR2B	0.0395
RPS28	0.807166666666667
P2RX3	0.56575
LYZL4	-0.41375
WBP4	-0.5709
PMM1	-0.1015
C11orf79	0.4455
CBLL1	-0.37275
IL1F10	1.39566666666667
VAX2	0.65
SETDB1	0.0885
LRAP	-2.33766666666667
GCLM	-0.757666666666667
CPEB3	1.48625
PPM1A	0.2056875
INTS1	-0.5275
CAMTA1	0.336333333333333
SAMSN1	-1.00825
LOC158830	-1.698
GMPPA	0.68975
AIPL1	0.10275
IL24	0.397333333333333
BDKRB1	-1.93933333333333
MLF1	0.3546
TAF12	-0.0975
ID1	-2.4845
THADA	0.214625
PIK3CB	-0.65925
OR4N5	0.8245
TBC1D17	-0.00166666666666667
COX8A	-0.5715
CDCA4	-0.639
C2orf44	-0.87925
ZNF534	-1.63025
IMMP1L	-0.26875
NIPSNAP3B	-0.0505
FTMT	0.674375
PWP2	-0.749
MMP15	-0.868
DNAH11	-1.857
MTMR14	0.0655
DNAL4	1.74825
IPP	0.63375
TMEM59	0.684125
C1orf157	0.187
RGS4	1.679
DDX18	-0.626833333333333
SNX6	-0.23425
ZNHIT2	1.058
NCDN	0.2195
FLJ33534	0.7605
RAG1	-2.61785714285714
OR4D10	0.9035
PTPN5	-0.0965
POMT1	0.223875
LRRC8A	-0.4239
CYP1A1	-1.069
CAPN1	0.584166666666667
DDHD2	-0.083875
GRIK2	-0.31525
GNRHR	-0.04225
PPBP	0.09775
HTR3A	-0.78075
SLITRK4	0.50075
ANKRD49	-0.1715
BTF3	0.3762
SARS	-0.6805
C13orf18	-0.071
CACNB1	-0.363857142857143
QKI	-0.201636363636364
SETMAR	0.8235
MAN2B1	0.731
EML3	-0.441
ACADL	0.146166666666667
OFD1	1.663375
DEFB114	-0.1475
CGA	-0.9973
PEX16	0.154166666666667
LRRC10	-0.4145
GNG12	-0.76
C1orf152	-0.491166666666667
CHRM1	0.5805
CD53	1.11475
DBH	-0.6995
TFAP2B	-1.494
HIST1H2BJ	0.301166666666667
FAM46D	-0.5455
TMEM11	-0.59325
C3orf32	-2.2985
PCCB	-0.4125
IPO13	0.662125
C6orf105	-4.422
COMMD5	0.56825
SUV420H1	-0.192
LTBR	1.2595
ARHGAP15	-0.49375
HDHD2	-0.65475
TDRKH	0.416
LOC401052	1.111
PSG4	-2.02925
GNB4	-0.2413
SPATA4	2.63975
SLC9A3	-0.637
OSBP	0.782833333333333
NBPF3	-0.05575
DOCK11	-0.752
SLC39A5	-1.48183333333333
PRR5	0.9433
C10orf63	-0.041875
SMTNL2	-1.72025
ADRA1A	-0.04075
ASAH1	2.4257
DOM3Z	0.5452
GIPR	1.332
AHI1	0.0100833333333333
NADSYN1	0.242833333333333
RGS14	-0.0531
IL18BP	1.8325
RTN4RL1	1.72716666666667
ARMC6	0.00850000000000001
PSMD5	-0.434833333333333
HK3	2.2214
OR4S1	1.44575
RSU1	0.2873
MAD2L1	-3.08311111111111
EIF4A3	-0.7185
DLEC1	-0.614666666666667
E4F1	0.173166666666667
CHMP2B	0.3241
CAMSAP1	0.19025
RPS21	-0.4025
ARID5A	0.2615
UBE2N	0.0779
IGSF8	0.742666666666667
MAGEB6	-2.005
ACAD11	-1.5523
MGC4172	-1.00875
LMO4	1.46
KLKB1	0.2125
HP	-1.037
HDAC3	-0.155
SCHIP1	-0.15825
CLCA1	0.368
OLFML2A	0.557
C1orf112	-1.97175
KIF19	0.0718333333333333
HAPLN4	-0.1114
CXCR7	-0.668333333333333
GOT2	-0.4108
RAB38	-0.5125
DCX	-1.135
PPM1H	1.377
NFYC	0.278583333333333
KIN	-0.22375
ZNF228	0.80975
PLSCR4	1.02666666666667
HIG2	-1.23575
FAM79B	5.0535
C21orf86	-0.4084
KCNK10	0.834
ZNF738	-1.198875
FSTL5	-1.36
OR6A2	0.0645
OTOA	0.566333333333333
EXOC1	-0.21575
AHRR	-2.6525
PDAP1	-1.05183333333333
C19orf6	-0.165875
ZAN	0.52275
LY6G6E	-0.236
EIF4E2	-0.4955
C20orf198	0.401
ZNF324	0.592
CYP3A5	-4.544
ENTPD7	1.99933333333333
MBOAT5	0.790333333333333
GJB5	-2.4685
TTC13	0.2495
S100Z	-1.809
KIAA0664	-0.240333333333333
PDGFRB	1.74416666666667
IL17D	-1.30925
OR56B4	0.373
RDX	-1.84666666666667
SLC34A3	1.212
IL28B	-0.449
JUND	0.6695
CHRNB1	-0.284
CAMK2B	1.92875
FETUB	-1.781
CXorf23	0.675625
MRTO4	-1.08375
TTC3	0.5269
NDUFB8	-0.810833333333333
EDG2	-0.496
SEMA3G	0.949
IL23A	-1.29175
GRHL1	1.1718
LOC441054	-0.536
WDR65	0.82675
PSTK	-0.18225
STOML3	0.0875
R3HDM2	-0.3989
C5	-2.86025
SLC2A10	0.1845
C3orf22	0.70525
PAQR3	-1.58569230769231
ANKRD26	-0.41975
HCRTR1	-0.065
LOC399947	-0.356
PSD2	-0.4765
TIGD2	-1.742
SCRN1	-2.003375
COQ10A	-0.83475
DDI2	0.251
METTL7B	-0.542333333333333
UCN2	0.45575
FAM92A3	-1.59625
WDR16	-0.0185
ZNF511	0.0698333333333333
ZMYM5	0.178625
POLR3G	-3.38275
ZNF586	0.473
C1orf49	0.286166666666667
TANK	0.125666666666667
RCAN1	-0.544
PELI3	0.9935
LIMD2	0.283416666666667
TMEM189	-0.919
NTN4	1.854
LOC151300	0.413
CLEC2A	-2.592
GPR135	-0.498625
DPYSL4	-2.4223
JAK2	1.20466666666667
TSHZ1	0.636666666666667
TM9SF4	-0.0130000000000001
ZNF264	1.296
SIRPG	2.304125
BICD1	-0.691
HERC6	1.336
METTL5	-0.6505
CASP1	0.59375
PRRT1	-0.278
PLA2G4C	2.812
ICA1L	-0.629142857142857
TPTE2	0.0166666666666667
OTUD7A	1.31883333333333
AQP11	-1.0825
APOA2	-4.2621
KALRN	-0.4516
SECTM1	1.72258333333333
IFNAR1	0.392
TALDO1	-0.065375
RAB11FIP4	0.0526666666666667
EIF5A	-1.316
FAM49A	1.962
NEGR1	0.671833333333333
YTHDC2	0.2165
EHD2	-0.92425
NCF1	2.4384
SCRT2	1.459
HOXA5	-1.8595
NUP133	-0.321
FGF12	-1.43175
SLMO2	-0.327125
SNTA1	-0.66425
CACNG2	0.160375
GCM1	1.475625
ELF1	1.317
TLR5	2.0145
TCFL5	-0.9065
RBMY2FP	-0.8095
LOC100125556	-0.058875
FAM129B	0.36
MAP3K7IP1	0.199875
NCK2	0.2635
OXA1L	-0.21625
FMO9P	0.935
ZSCAN12	-0.63275
PSMD12	-0.557416666666667
HSCB	-0.2595
CLDN10	-3.30025
MGC13053	-0.545
HPCAL4	-0.409
ASZ1	-1.0315
MEX3D	0.384083333333333
NFAT5	-0.4815
CSPG4LYP1	-0.2535
FBXO3	0.3293
DVL1	-0.00150000000000001
CMKLR1	2.34916666666667
TYMS	-3.993625
PEF1	1.1065
ZNF750	-0.0113333333333333
MCM5	-0.8619
MEGF11	-0.62575
KCNK7	0.1805
PTP4A3	0.0565
C1QTNF2	-0.571333333333333
OR6S1	0.9155
FAM122B	-1.857
ZNF551	-0.343125
HBQ1	-1.959
GEMIN6	-0.09025
ARSK	-0.5405
RBP7	1.53116666666667
CPNE9	0.484
DSC1	0.676
LOC730112	-0.41275
MAP2K4	0.024375
HS3ST5	-2.3815
EPB41L3	-0.15925
TEKT2	1.502
CDKN2B	0.69275
ZNF480	-0.328
MAP3K6	-0.00690000000000001
MAP6	0.704666666666667
HN1	-0.1362
OR2L13	0.178333333333333
SLC16A11	0.1495
FAM96A	-0.56875
APOL1	1.696
C5orf32	-0.72225
RTP1	-0.406
RNF175	-0.9285
ZBTB41	1.3215
AHCTF1	0.2912
SAE2	-0.2735
ITGA2	-1.48008333333333
MME	-0.248333333333333
CCDC14	-1.428
MAST4	1.00121428571429
KRT33B	-0.098
KCTD2	-0.169
WDR26	0.853
MFI2	-0.325125
NR4A3	2.6145
ARSA	1.7455
UNKL	-0.4925
SULT6B1	-0.0205
CCNA2	-2.94516666666667
SOX15	-0.13
PPAPDC1B	1.13183333333333
C19orf44	0.3125
MCAT	1.66475
ARID1B	0.50275
OR52N1	0.0990000000000001
C12orf48	-2.24425
MAGI1	-0.317375
NIPA2	-0.81775
GBX2	-0.36225
RSHL3	0.35075
RAVER1	0.828833333333333
C15orf17	0.58225
SLC30A2	0.38025
ZNF518	0.05325
PCYT1B	-1.769
C10orf114	-2.06075
EIF3H	2.4155
SLC25A39	-0.4055
KIF1B	0.120875
AMOTL2	-0.067
C6orf120	0.593125
PSRC1	-2.539
PLA2G10	-0.736
KIF5C	0.803
MRPL37	-0.402
C17orf62	0.0768333333333333
C9orf135	-2.67516666666667
DUSP10	1.0182
CLCNKB	0.193
PSMA5	-0.01525
C8orf53	0.4175
AMPD3	0.157666666666667
PIAS1	-0.32825
ADCYAP1R1	-0.187
GYLTL1B	0.052
CDH20	-0.204
FBXO7	0.00975
TMEM134	1.26733333333333
FLJ14213	1.3085
ZNF3	0.18925
LRRFIP1	0.69
CNOT2	0.329666666666667
ABI3	2.5575
ALDH5A1	-0.744666666666667
HNT	1.9837
SERPINA4	-2.06975
TK2	0.197
STMN1	-2.38255555555556
GUCA2A	0.096
GALNT10	1.26378571428571
DPP6	-0.81055
C9orf93	0.328625
PRELID2	-1.884875
STK39	0.10125
SFTPA1	-1.68125
CKS2	-1.25688888888889
RHO	0.12275
C20orf135	-0.201
XKR3	-2.6745
CR1	-0.20475
RPS6KA2	0.5585
C20orf112	0.25925
MRPL22	-0.27675
C4orf23	1.15716666666667
GADD45B	2.0075
KLHDC1	0.895333333333333
C2orf48	-2.8415
ZNF287	0.2315
DAAM2	-0.9445
DPPA2	-2.85033333333333
TCTN3	0.609
DNAJB11	-0.1465
FPR1	3.79475
DEFB4	-0.022
PTCD2	-0.8242
SMOC2	5.2855
CABP7	1.721
SERPINB11	0.0725
MAGEF1	-0.36
NDE1	-0.065
ITGA10	0.081
FSHB	-0.338
ANXA2	0.941625
HORMAD2	0.419
HLCS	0.28375
MCF2L	1.71283333333333
FH	0.1165
TBC1D24	1.50925
KIAA1505	1.57475
LGALS2	-0.332
CNBD1	-0.364
SYNPO2L	-0.77225
PTPN23	0.4015
C1orf183	-0.9045
MAGEA8	-3.39975
DGCR8	-1.15925
GSR	-1.5015
PAQR7	-0.0915
ZNF676	-0.2635
CACNA1C	-0.0732
SP7	-0.3965
PDCD6	-0.44525
NRN1L	-1.939
BRI3BP	0.59125
KIAA1183	0.48425
ASB4	0.105
CCL23	0.8246
OBSL1	-1.025
SLC12A7	0.911583333333333
KIAA0240	0.638875
CD1B	-2.21033333333333
FCGR2A	1.511625
MDC1	-1.4285
HTR1A	0.815833333333333
OCEL1	0.12825
ATP11B	-0.71475
FBXO34	0.0943333333333333
PCDH12	3.13233333333333
RPE	-1.08525
C17orf74	0.056
CSDC2	0.506
PET112L	-0.1555
TMBIM1	0.290875
P2RXL1	0.0375
TCHP	-0.8825
TRMT1	-1.0085
F2RL2	0.9695
LRRC32	3.29966666666667
IMPG2	0.329
BGLAP	0.1775
LOC493869	-1.62408333333333
MRAS	1.21
SLC35F5	-0.36225
CBWD1	-0.151
AXL	-1.96425
ATP2C2	-1.77825
TELO2	-1.1945
PNPLA3	-2.89775
PCDHB14	-0.167
CD276	1.066
KRT80	-0.95075
DUSP28	-0.059
CSNK1E	-0.0915
SRP14	0.2705
KCNQ4	0.586
KRT72	1.23916666666667
CCDC117	0.19275
C6orf89	0.3765
TUBB2B	-3.40566666666667
RTN4IP1	-1.43125
CR1L	-3.69566666666667
CEND1	0.471125
C12orf41	-0.615666666666667
RNF31	0.538
UBN1	0.00483333333333333
C17orf32	0.053625
SLC5A7	0.69575
GPR92	1.271
ESAM	1.9583
CTNNA1	0.741583333333333
HRBL	0.2082
CBX4	1.74025
TMEM182	-1.2005
SH3TC2	-1.5725
IL10	0.911
PXMP4	-1.2055
RNF167	-0.3959
PAK7	-0.331833333333333
ETV3	0.1335
ATPIF1	-0.608166666666667
LOC554207	-1.931
OR8H1	-0.1855
WDFY3	0.952375
DPM1	-0.92675
GPSM1	0.2595
WDR92	-0.0667
LRP1	0.769333333333333
ANKH	-1.0515
THUMPD3	-1.129
POLR1B	-0.59775
OLFM4	2.53
RAD9B	1.28525
TSPY2	-3.71
PAX6	-1.91016666666667
SCG2	-3.132125
SLC17A6	0.324
FMO3	2.280625
PADI4	-0.0475
TUBB4	-0.3143
NLK	-1.1985
POU4F3	-0.7145
SDF4	0.59625
ITGBL1	1.85583333333333
NETO1	-1.9175
TAP2	0.86925
ABBA-1	0.0114166666666667
GNAI1	-1.3065
VPS4B	0.07275
NOPE	-0.2835
GALNT6	-0.229833333333333
SESN1	-0.895625
GBE1	-2.576
CLASP1	-0.30525
RASGEF1B	1.54375
ACOT11	-0.458142857142857
AFAP1	0.26
OR2H2	0.39575
DPY19L2P1	-0.992
DZIP1	-2.333
SEC22C	0.636
GPR161	-1.19441666666667
RNF146	0.11075
WDR74	-0.784625
GALP	-0.1345
PURA	0.945
DNPEP	1.34783333333333
RP11-78J21.1	-0.83525
ERBB2	2.029625
FANCM	-1.49575
NEO1	0.7735
DDX3Y	-5.3405
RPS3A	0.189
MXRA7	-0.257285714285714
LGALS3	-1.03116666666667
GLT8D1	0.23025
CFL2	-2.26766666666667
UPB1	1.201
NAP1L5	-0.7245
CLDN14	-0.683
DHX38	-0.8955
BTBD1	-0.43175
TARS2	0.0143333333333333
ABCF1	-0.4888
FCF1	0.419333333333333
LRRC49	-0.1935
GUCY1B2	0.6755
C1orf177	-0.202
SMARCA4	-0.739357142857143
LRP8	-3.766
TAGLN3	-0.906
MRPL14	-0.06675
TTRAP	-0.18525
ZDHHC20	0.50575
NFE2L3	-1.58675
KIAA1377	-0.599875
PALMD	0.8693
TMEM43	-0.2935
TTL	-1.209625
STAT5B	-0.789166666666667
SSB	-1.301375
OR10H5	0.1805
SLC22A13	-0.38625
AKAP3	-0.806
TIMM23	0.0703333333333333
OAS2	2.796
KIAA0423	0.816
TRIM11	0.624666666666667
GLIS3	1.031625
TMEM50B	0.191833333333333
ARHGEF4	-1.21725
DEGS1	1.17790909090909
TBL1XR1	2.01053333333333
G6PD	-0.71025
SP140	1.6643
MUC17	0.155357142857143
NUDC	-0.5579
DNAJC5B	2.09833333333333
SCARA3	0.287666666666667
CPA3	4.7425
BCAT2	0.281625
MFN1	-0.5137
NRG3	-0.2865
SNX11	0.032
PLEKHH1	-0.782166666666667
GPR177	-1.699
HCFC2	0.10425
TCAP	-0.744
MOCOS	-0.9865
C14orf93	-0.64025
PRDM10	-0.199
SLC16A4	-0.9435
SRGAP1	0.639833333333333
VIP	0.392
DUSP27	0.1775
LILRA1	0.7353
MC2R	0.516
MGC24103	-1.8885
MBTD1	-1.419
FUT11	-0.699
USP33	0.0213
C15orf39	-1.577
MAP3K12	0.156375
PAAF1	-0.427166666666667
BARHL1	-0.0655
FLJ16165	0.3345
PIWIL2	-2.372
SYNE1	0.018
CMTM4	-0.488125
TSPYL1	0.5298
GUF1	-1.17033333333333
TMEM157	0.9365
WDR44	-1.1365
HIST1H3C	-0.8205
DKFZp666G057	0.57725
RNPEP	1.45425
GAS2L2	0.1795
ADH4	-5.076
GRPR	4.9655
FBXL17	1.4495
ZBTB10	0.440916666666667
Gcom1	0.430388888888889
HTRA1	1.5583
ZNF585A	0.0333333333333333
SLC26A2	-0.117642857142857
OTOP3	0.348166666666667
WISP1	2.95344444444444
ATP2B4	-1.187
FLJ10769	0.733
CRAMP1L	-0.214125
CHST12	-0.857
RAB22A	-0.21275
TARDBP	-0.612857142857143
STAU1	0.1915
CRB3	2.36683333333333
MIG7	-2.8455
CHMP1A	-0.332166666666667
ZNF160	0.1425
B3GALT6	0.164
BARX1	-1.2935
C6orf167	-2.1681875
NXNL1	0.1385
DHX29	0.9145
HADHB	-0.151
PLXNB2	1.522625
ILDR1	-1.27
SLC15A3	3.48325
GAS2	-4.81716666666667
C20orf69	-0.30725
NUMB	0.0385
TNIP1	0.838125
MESP1	-1.23616666666667
PSKH1	-0.204
NSFL1C	0.100125
RHOG	0.44025
HEY1	-3.34266666666667
KNG1	-2.0335
ITGAX	2.0979
LIN9	-0.9745
CANT1	1.191875
XRN1	0.0512857142857143
CCDC96	1.548
HEATR6	-0.975333333333333
GNG7	0.603
RUNX2	1.1518125
SOX1	0.511166666666667
FCRL5	-0.0242
ZNF99	0.238
FAM9A	0.304
SNX22	0.625666666666667
MBNL3	-2.743
ODC1	-2.1547
ADORA2B	-3.80116666666667
NR2F6	0.5705
ZFYVE16	0.0248888888888889
SYNJ2BP	0.3628
POLE	-0.620875
E2F2	-1.382
THRA	-0.0266666666666667
PTGES2	-0.622666666666667
HIP1R	0.641333333333333
TMUB1	-0.2665
ENO3	-2.29125
RSPH10B	0.347
CXorf39	0.626125
IRGC	0.52575
GPR109B	-0.45
FLJ13305	-0.254
LCE3A	-0.348
TNFRSF18	0.7155
DET1	-0.99275
TRPM3	-0.52425
C16orf79	-1.326
FECH	-0.270166666666667
RAP2A	-0.328666666666667
CRIP1	3.73033333333333
AZIN1	-0.091125
SLC7A7	4.01525
IL10RA	1.5971
TMEM64	-2.93075
CDC42EP4	-0.0333
C16orf58	-0.3804
ARG2	-3.1895
POU5F1P4	-4.93825
FAM62B	-0.237125
DNAH8	-0.6672
ASH2L	-0.037
TSLP	-3.49783333333333
CNTNAP5	-0.339666666666667
TMEM16C	-0.81625
IFNA14	1.205
SLC1A3	0.943625
CABYR	-0.81325
BCL7B	0.1071
NUDT13	-1.1975
C13orf28	0.48225
C1orf53	0.63
ARL6IP4	0.1386
RPL35A	0.3235
EMR3	-0.239
RAB40C	0.853333333333333
SLC41A1	-1.18366666666667
LRCH1	-0.64725
LY6G5B	-0.6625
FAM124A	-0.465785714285714
MGC10981	-4.32183333333333
CLIP3	0.1701
MAP4K2	-0.156166666666667
CHIC1	-0.06825
SULF1	2.64466666666667
C20orf30	0.0685714285714286
PRDM5	-0.672125
ELOVL1	0.41325
C11orf48	-0.519125
SLC39A10	-0.322
KCNV1	-0.61875
ACP1	-0.265666666666667
ZMYM2	0.3665
B3GNT6	0.0273333333333334
C9orf69	0.511
C2orf15	2.225
C20orf166	-0.0675
HSP90AA6P	-0.177
EDG7	-0.4715
NEURL	-0.87025
LPL	1.34683333333333
CLEC2D	0.658428571428571
GRRP1	1.52216666666667
CD8B	-1.797
HIST1H3D	-1.52783333333333
SLC6A12	1.7895
FAM27L	-0.524
CD84	2.6299
RASA1	0.0755
PHKG1	-0.254
MAGEA11	-1.673
IMPA1	-1.8792
NPM3	-1.47075
RARRES1	1.98275
SH3BP1	0.404125
B3GNTL1	-0.8805
ARPC5L	-0.0743333333333333
KLHL26	0.68525
SIM2	0.8265
GJC1	1.334
C20orf194	0.233
EXO1	-2.19875
SLC2A2	-2.5735
LOC285074	0.10225
LRG1	-0.53425
KIRREL	0.6505
